NC,NACCO Industries,NASDAQ
56.55,56.40,56.79,54.73
55.59,55.40,56.40,54.55
55.78,55.87,56.48,55.37
56.19,55.19,56.19,54.99
55.57,57.02,57.17,55.57
56.41,57.28,57.85,56.34
57.98,57.85,58.54,57.50
57.34,56.39,57.56,56.09
55.95,54.72,55.95,54.50
55.98,58.23,58.25,55.03
57.93,58.35,58.94,57.64
58.68,59.91,60.86,58.68
60.09,58.72,60.65,58.61
59.60,60.82,60.84,59.11
61.06,59.14,61.06,59.09
59.37,60.70,60.94,58.96
60.61,59.56,60.61,59.50
60.08,60.24,60.94,59.85
60.24,61.18,62.49,60.24
61.15,62.02,62.30,60.91
62.39,61.48,62.82,61.48
62.12,60.69,62.12,59.83
61.11,60.09,61.71,59.64
60.00,60.59,60.82,59.65
60.01,60.06,61.52,59.55
60.29,58.98,60.87,58.46
59.10,59.55,59.91,58.59
59.44,61.33,61.93,59.44
61.55,63.44,63.58,61.55
62.79,62.55,63.91,62.02
62.26,62.34,62.66,61.89
62.14,61.21,62.40,60.48
61.21,60.67,61.22,59.55
61.45,59.81,61.45,59.67
59.64,59.54,60.47,59.43
59.21,62.96,63.27,59.21
62.30,62.70,63.18,61.88
62.42,61.75,62.75,61.11
60.87,59.20,61.20,59.00
59.16,58.79,59.43,58.66
58.52,58.21,59.64,58.20
58.11,57.72,58.37,57.34
57.41,56.60,57.41,56.42
56.66,57.09,57.56,56.66
57.13,56.83,57.13,56.52
56.63,57.15,57.71,56.39
56.14,55.84,56.43,55.00
55.54,57.08,57.22,55.54
56.58,57.56,58.33,56.31
57.63,55.58,57.63,55.44
56.81,55.88,56.81,55.26
55.82,54.82,55.82,54.80
54.75,54.30,54.75,53.52
54.46,54.61,55.45,53.72
55.05,54.88,55.06,54.05
55.11,55.89,56.58,54.50
55.72,55.14,56.25,54.92
55.14,54.80,55.22,54.50
55.18,55.49,56.00,54.43
55.70,55.48,55.70,55.28
55.14,55.47,55.47,54.86
55.67,55.57,56.33,54.00
55.64,55.46,56.41,55.38
55.82,55.00,56.30,54.81
55.29,54.91,55.29,54.09
54.83,55.92,56.31,53.95
55.77,55.28,56.02,55.00
55.96,55.86,56.32,55.34
55.29,55.76,56.14,55.29
55.86,55.42,55.86,55.28
55.46,56.61,56.61,55.29
56.73,56.14,56.73,55.81
56.17,55.29,56.40,55.23
55.16,55.47,55.51,55.16
55.07,54.78,55.48,53.93
54.60,54.40,54.73,53.87
54.77,55.53,56.50,54.41
56.30,57.28,57.60,56.00
57.23,58.84,59.02,57.23
58.75,59.06,59.30,58.31
59.14,58.61,59.14,58.16
59.27,57.29,59.27,56.69
56.70,58.49,58.69,56.06
59.18,58.37,59.18,57.67
58.38,57.20,58.38,57.00
57.26,58.12,58.29,56.81
57.88,58.59,58.99,57.73
58.88,58.96,59.34,57.94
59.29,58.36,59.29,58.19
57.90,58.01,58.22,57.35
58.00,57.52,58.31,57.27
57.74,56.06,57.74,55.86
56.74,56.97,57.80,56.47
57.04,55.18,57.04,54.76
55.44,55.66,56.25,54.99
55.55,55.45,55.66,54.86
55.67,55.70,55.97,55.47
56.09,55.51,56.10,55.28
55.47,56.93,57.19,54.69
56.21,56.99,57.27,56.21
56.59,55.00,56.59,54.68
55.50,55.94,56.31,55.24
55.74,55.04,55.95,54.82
54.88,55.63,55.83,54.51
55.39,55.62,56.25,55.14
55.47,56.25,56.66,55.47
56.41,56.36,57.00,55.81
56.38,57.69,58.48,55.78
57.87,58.37,59.12,57.58
58.75,60.11,60.16,58.75
60.72,62.93,63.31,60.38
63.17,64.35,64.83,63.12
64.59,64.75,65.40,64.59
64.75,63.41,64.89,63.36
63.01,63.36,63.94,61.86
62.89,62.65,63.87,62.57
61.90,62.71,63.26,61.90
63.59,63.39,64.00,63.28
63.44,61.36,63.61,61.30
61.47,60.94,62.06,59.86
60.35,60.90,62.38,59.95
60.16,61.52,61.80,60.00
62.40,61.93,62.59,61.47
62.33,62.74,63.47,62.11
62.56,62.12,62.56,61.66
62.03,62.15,63.19,60.60
62.40,62.96,63.05,61.59
63.19,63.43,63.79,62.19
63.53,63.20,63.53,62.44
62.82,63.25,63.73,62.82
63.63,63.04,63.98,63.04
63.34,61.43,63.34,60.70
61.43,62.59,62.78,60.79
62.50,62.19,62.50,61.42
61.11,61.66,62.06,60.62
61.47,62.21,62.21,60.89
62.21,61.73,62.21,61.14
61.73,61.44,62.84,61.12
61.20,62.00,62.79,60.65
62.42,62.00,62.44,61.00
62.23,62.16,62.35,61.72
62.00,62.20,62.48,61.20
62.20,60.97,62.20,60.44
61.75,61.83,62.34,61.42
61.86,62.33,62.33,61.10
62.46,60.40,62.46,59.80
60.53,61.45,61.76,59.98
61.87,59.63,61.99,59.30
59.63,59.53,59.75,58.59
59.04,58.30,59.06,58.10
58.24,58.76,59.73,57.85
59.04,58.59,59.04,58.41
58.26,58.60,58.92,58.26
58.93,59.54,59.78,58.41
58.75,59.04,59.73,58.71
58.80,57.49,59.05,57.32
57.51,57.54,58.38,57.36
57.46,57.54,57.99,57.00
57.50,58.18,58.28,57.50
58.55,58.12,58.79,58.00
58.00,58.37,58.59,57.16
58.20,58.17,58.96,57.78
57.07,57.89,58.22,57.07
57.78,58.68,58.78,57.20
58.72,58.36,58.82,57.64
58.20,58.64,58.92,57.67
57.90,58.06,58.56,57.90
58.68,58.67,58.90,58.17
58.75,57.62,58.75,57.08
57.87,58.29,58.87,57.87
58.55,58.48,58.55,58.18
58.67,58.40,58.89,58.09
58.25,58.68,58.81,57.80
58.64,58.63,58.91,57.70
57.97,58.94,59.26,57.86
59.56,60.94,61.06,58.57
60.30,56.60,60.31,54.02
56.62,56.05,57.07,55.75
56.22,54.67,56.50,54.46
54.42,53.21,54.63,52.51
52.98,51.11,53.14,51.05
50.78,51.73,52.21,49.44
51.75,51.21,51.80,50.85
51.25,51.25,51.75,50.93
51.40,51.98,52.47,51.35
51.98,51.99,52.61,51.50
52.10,51.95,52.43,51.53
52.02,52.88,53.51,52.02
52.94,51.51,53.55,51.47
51.53,50.45,52.49,50.14
50.56,54.05,54.31,50.56
54.25,53.48,54.46,52.65
53.76,52.41,53.80,52.09
52.34,52.45,53.17,52.14
52.66,54.21,54.43,52.58
54.46,55.85,56.10,54.09
55.75,55.20,56.43,54.67
54.93,53.62,54.93,53.40
53.84,52.74,54.34,51.63
52.52,52.72,53.82,51.89
53.10,52.70,53.30,52.51
53.09,52.88,53.52,52.30
52.70,52.69,53.59,52.05
52.45,52.94,53.90,52.30
53.64,52.31,54.50,52.15
52.63,52.68,53.49,52.41
53.10,53.15,53.69,52.96
52.99,53.84,54.44,52.92
53.65,53.74,54.01,52.60
53.60,55.36,56.86,53.45
55.40,54.39,55.75,54.36
54.84,53.76,54.85,53.53
53.71,54.00,54.80,52.65
54.42,54.38,55.04,53.23
54.34,53.73,54.79,53.73
53.47,53.59,54.65,52.13
53.25,48.77,53.25,46.50
48.77,50.61,50.81,48.65
50.38,50.44,50.68,49.69
50.07,50.18,50.44,49.68
50.05,50.09,50.99,49.88
50.31,50.03,51.41,50.00
49.91,51.52,51.52,49.91
51.13,52.93,53.40,51.13
52.57,53.03,53.15,51.36
53.11,52.92,53.15,52.36
52.51,52.91,53.58,52.16
53.11,53.14,53.18,51.68
53.24,53.20,53.32,52.50
52.82,53.02,53.03,52.55
53.04,52.97,53.21,52.65
54.03,53.26,54.03,52.92
53.50,53.82,53.84,52.72
54.00,54.31,55.60,54.00
54.07,53.41,54.20,53.05
54.45,54.00,54.46,53.08
54.11,54.25,54.96,53.34
54.32,53.82,54.52,53.44
53.07,53.79,53.99,53.07
53.41,54.06,54.39,52.78
54.58,54.85,55.53,54.28
54.84,55.09,55.38,54.30
54.83,54.74,55.26,54.04
55.29,54.92,55.29,54.43
54.47,53.18,54.47,53.11
53.38,52.07,53.38,51.90
52.33,52.29,52.88,51.92
51.28,52.99,53.32,51.28
53.02,53.06,53.35,52.47
53.00,52.91,53.00,51.78
52.80,52.48,52.85,51.99
52.69,52.46,52.77,52.26
52.00,51.34,52.51,51.01
51.03,50.98,51.90,50.67
50.69,51.14,51.39,50.01
50.97,51.30,51.49,50.90
51.29,49.25,52.65,49.25
49.75,50.60,50.70,49.60
50.56,52.72,53.26,50.56
53.01,52.80,53.63,52.75
53.21,53.04,53.28,52.80
52.71,52.53,53.05,51.37
52.25,53.41,53.57,51.69
53.39,52.38,53.77,52.02
51.47,52.05,52.45,50.93
52.27,52.29,53.12,52.01
53.07,52.84,53.40,52.58
52.64,52.00,52.66,51.74
52.18,51.85,52.21,51.22
51.67,50.25,51.68,49.55
50.07,50.81,51.11,50.07
50.38,50.43,50.75,50.19
50.44,50.89,51.25,50.17
50.84,51.32,51.67,50.25
50.97,50.92,52.20,50.74
50.79,51.23,52.30,50.74
50.30,53.00,53.84,50.30
53.32,52.88,53.79,52.72
53.07,52.05,53.17,51.91
51.00,47.69,51.00,46.59
48.00,51.02,51.10,48.00
50.53,50.84,51.56,50.50
50.49,50.16,50.99,49.92
49.81,51.13,52.26,49.60
51.12,51.61,51.85,51.05
51.59,52.97,53.32,51.57
53.40,54.73,55.17,53.30
53.96,54.38,55.20,53.81
54.40,54.64,55.24,53.91
54.51,54.24,54.92,53.42
54.99,53.87,54.99,53.47
54.15,54.89,54.99,53.88
55.03,54.79,55.20,54.20
53.80,54.52,55.10,53.80
54.75,54.50,55.02,53.65
53.46,54.86,55.55,53.46
55.47,55.00,55.90,54.42
54.30,54.87,55.70,54.30
54.91,53.02,54.91,52.86
52.00,52.49,52.70,51.57
52.58,52.00,52.95,51.35
52.21,51.67,52.39,51.56
51.10,50.97,52.50,50.93
50.87,50.60,51.89,50.10
50.37,50.42,51.70,50.12
50.29,50.48,50.89,50.01
50.93,50.59,51.00,50.05
50.60,50.45,50.79,50.11
51.34,51.27,51.69,50.25
50.45,50.56,50.90,50.28
50.58,50.41,50.98,50.28
50.88,50.99,51.90,50.56
51.22,50.33,51.51,50.02
50.70,50.56,50.77,50.00
50.64,50.75,52.12,50.45
50.26,50.68,51.40,50.23
50.24,50.16,50.67,50.11
50.08,50.74,51.26,50.01
50.55,49.88,50.55,49.22
49.98,50.67,50.97,49.98
49.98,49.95,50.72,49.29
49.46,49.73,50.65,49.35
49.89,49.81,50.98,49.59
50.79,50.49,51.08,49.70
51.04,49.62,51.36,49.35
49.77,50.34,51.23,49.77
50.25,49.17,50.40,49.01
49.36,50.01,50.23,48.07
50.09,49.13,50.09,49.12
48.78,48.06,49.71,48.02
48.92,47.79,49.90,47.42
48.34,49.57,50.96,47.85
48.57,50.54,50.94,48.17
50.96,50.13,50.96,49.32
50.90,50.24,51.61,49.82
49.62,50.52,50.69,49.62
51.00,50.31,51.25,50.05
50.22,50.02,51.08,49.48
49.17,51.60,52.06,49.07
51.81,52.11,52.27,50.80
52.01,51.62,52.95,51.06
51.71,53.57,53.96,51.57
53.53,53.99,54.75,53.09
53.72,57.24,57.25,51.02
58.45,58.57,58.96,57.35
58.96,57.94,59.00,57.37
57.89,59.49,59.71,55.86
59.55,59.97,60.79,58.46
58.83,61.62,61.74,58.83
60.51,61.70,61.94,60.51
61.30,61.51,62.00,60.86
59.57,61.98,62.16,59.57
60.96,63.56,63.72,60.90
63.88,60.78,63.88,60.65
59.43,60.09,60.61,59.42
60.12,59.45,60.65,59.34
59.83,59.74,60.37,59.50
59.25,58.81,59.68,58.41
58.36,58.87,59.79,58.36
59.97,59.38,60.61,58.98
59.75,60.28,60.32,59.43
59.89,59.14,59.89,58.77
58.57,59.40,59.45,58.29
58.95,58.04,59.48,58.02
57.87,58.01,58.52,57.26
59.05,60.54,60.65,57.62
61.25,61.72,62.26,61.01
60.72,60.30,61.40,60.13
60.01,60.74,61.63,59.88
61.13,59.12,61.13,58.44
58.73,60.99,61.88,57.56
60.37,59.93,61.37,59.76
60.56,59.92,60.58,59.24
58.84,57.14,59.03,57.03
58.27,56.00,58.27,55.96
57.12,55.15,59.08,54.97
55.42,55.97,56.49,54.76
56.00,56.80,57.18,55.76
56.59,56.99,57.70,55.75
56.37,56.99,57.32,56.20
57.00,56.99,57.60,55.90
57.30,56.86,57.78,56.65
56.76,58.47,59.08,55.84
59.57,59.44,59.67,58.61
58.93,59.35,59.93,58.91
60.33,59.36,60.33,59.36
58.91,56.94,60.49,56.14
56.81,55.27,58.20,55.16
55.10,54.48,57.74,53.81
54.62,57.68,57.84,54.45
57.33,58.10,59.16,57.33
57.75,58.99,59.44,57.47
58.72,59.39,60.30,57.64
59.74,56.31,60.99,55.71
56.21,57.21,59.55,55.27
57.48,56.40,57.79,54.90
55.99,59.22,59.36,55.85
58.93,57.18,58.98,56.81
57.34,56.43,57.89,55.70
57.17,58.62,59.28,56.53
58.16,58.14,58.95,57.50
57.54,58.80,59.27,57.54
58.82,57.93,60.12,57.71
57.47,55.68,59.24,55.31
56.28,57.82,58.00,55.68
57.22,55.05,58.00,55.03
55.70,56.13,56.24,54.00
56.40,58.44,59.57,55.97
58.62,58.32,58.78,56.50
58.46,59.55,59.90,58.46
58.51,59.06,59.99,58.51
60.13,59.41,60.35,59.36
58.39,59.26,60.29,57.78
59.37,57.82,60.40,57.81
58.14,57.54,58.14,57.35
57.98,57.18,57.99,56.69
56.55,56.97,58.24,56.53
57.00,56.49,57.28,56.18
56.49,57.00,57.09,55.00
57.10,56.69,57.50,55.98
56.62,55.47,56.62,54.90
56.00,56.11,56.85,55.83
55.19,56.23,57.63,55.19
56.61,56.82,57.33,55.66
56.46,55.85,57.47,55.40
56.08,57.61,57.97,55.88
56.79,56.90,57.61,56.79
57.18,56.65,57.35,56.35
57.11,56.11,57.36,55.93
55.84,54.25,57.58,54.21
53.28,53.38,54.72,53.09
52.22,53.59,54.43,52.12
53.00,51.34,53.44,50.89
51.44,48.86,51.72,48.42
49.25,50.09,50.54,48.74
50.55,52.44,53.24,50.55
51.88,52.68,53.94,51.88
53.09,53.76,54.20,51.80
54.04,53.74,54.04,52.98
53.81,54.48,56.99,52.02
54.48,54.50,55.19,54.22
54.47,54.66,55.57,54.47
54.66,53.78,55.69,53.77
53.90,52.66,53.97,52.65
52.72,52.16,52.76,51.66
51.19,53.23,53.60,51.19
52.57,52.99,53.65,52.18
52.30,53.29,53.70,51.18
53.03,52.84,53.93,52.59
52.82,52.72,53.43,52.34
52.71,51.93,53.44,51.57
52.28,52.08,52.88,51.66
52.44,51.20,52.44,50.49
51.09,50.58,51.97,50.24
50.30,50.54,50.77,49.97
50.48,50.06,50.73,50.02
50.09,50.38,50.74,49.97
49.69,49.80,50.12,49.69
49.39,48.90,49.53,48.51
49.30,50.48,50.88,49.23
50.34,50.04,50.99,49.60
50.14,50.16,50.76,50.02
49.81,50.72,50.85,48.87
50.54,50.14,51.45,49.98
49.96,50.52,50.87,49.96
50.38,50.83,51.87,50.01
50.94,50.76,52.25,50.14
50.42,48.98,51.90,48.14
49.42,49.70,50.40,48.94
50.27,49.65,50.54,49.14
49.34,48.39,49.61,48.04
49.61,52.35,52.98,48.98
52.01,57.08,57.11,52.01
58.05,57.55,58.65,55.11
57.77,57.91,58.26,56.99
58.18,56.57,58.18,56.44
55.88,56.94,58.00,55.88
57.45,58.87,59.34,57.00
58.92,59.78,60.81,58.43
59.12,60.67,61.00,59.09
60.79,61.23,61.60,60.74
60.73,59.08,60.73,58.54
58.54,60.30,61.02,58.54
59.09,58.77,60.27,58.58
58.78,59.84,60.42,58.32
60.43,60.12,60.63,59.34
60.01,59.18,60.13,58.39
59.05,57.22,59.42,56.68
56.88,58.22,58.25,56.76
57.54,59.09,59.54,57.54
59.24,59.98,60.66,58.59
59.36,59.01,59.41,58.35
58.45,59.33,60.21,58.45
59.17,59.77,60.25,58.71
60.09,59.11,60.09,58.71
59.50,60.52,60.87,58.89
60.20,60.54,60.98,59.95
60.70,60.30,60.92,59.58
60.10,59.43,60.10,59.01
58.60,59.65,59.97,58.60
59.58,59.40,59.77,58.83
59.41,59.37,59.50,59.01
59.50,59.49,59.50,58.53
59.88,60.72,60.79,59.43
60.00,60.33,60.50,59.11
60.45,59.82,60.45,59.26
59.85,60.20,60.39,59.09
60.00,62.37,62.46,59.97
62.07,61.43,62.96,61.14
62.00,60.76,62.00,60.50
61.08,61.13,61.70,60.30
61.14,59.67,61.38,59.15
59.41,60.11,60.33,59.41
60.41,59.52,60.41,58.81
59.49,58.11,59.55,57.90
58.28,58.24,58.75,58.14
58.25,58.51,59.40,58.25
59.39,58.81,60.26,58.60
59.00,59.49,59.80,58.10
59.31,59.68,60.60,58.42
60.62,59.27,60.62,58.99
59.08,58.53,59.63,58.09
58.14,57.91,58.68,57.70
57.20,55.93,57.71,54.71
56.05,56.30,56.93,55.10
56.76,54.78,56.76,54.50
54.90,53.60,55.14,52.92
52.88,53.16,53.58,52.88
53.69,53.17,53.84,52.80
53.35,52.64,53.35,52.28
52.62,52.33,52.94,52.01
52.69,50.77,52.94,50.29
50.50,51.74,51.99,50.01
51.50,51.88,53.24,50.50
51.00,53.17,54.71,49.65
53.56,54.13,54.65,52.88
53.68,52.28,54.21,52.08
52.68,53.55,53.82,52.68
53.11,53.20,53.93,52.67
52.72,53.37,53.95,52.72
53.92,53.41,53.92,53.05
53.60,53.59,53.89,53.34
53.50,55.22,55.49,53.36
55.25,53.61,55.80,53.53
53.53,53.65,54.07,52.80
52.71,52.98,53.79,52.71
50.40,51.56,52.75,50.40
49.51,49.93,52.33,49.51
50.57,49.32,51.65,48.98
48.76,51.61,51.96,48.45
52.08,52.22,52.85,50.57
52.40,52.80,54.17,52.01
52.40,52.64,53.67,50.81
52.00,51.86,52.87,51.59
52.90,52.77,52.90,51.89
53.60,52.93,53.66,52.85
52.85,53.19,53.62,52.80
54.04,53.65,54.32,53.34
54.00,53.33,54.60,53.07
52.68,52.59,53.75,52.01
52.44,53.19,53.63,52.44
53.25,52.71,53.58,52.10
53.16,53.45,53.50,52.24
52.53,53.65,53.84,52.00
53.62,53.39,54.70,53.19
52.79,52.38,53.99,52.15
52.90,52.07,53.12,51.80
51.81,51.79,52.00,51.42
52.23,51.83,52.60,51.68
50.79,51.69,51.97,50.65
52.10,50.08,52.10,49.76
50.00,47.62,50.18,47.26
47.50,47.77,48.70,47.28
47.92,47.55,48.08,47.30
47.50,47.01,47.55,46.51
46.78,46.31,46.78,45.17
46.81,47.11,48.32,46.81
47.22,46.47,47.59,46.16
46.89,47.73,48.13,46.28
47.90,49.88,50.02,47.71
50.06,50.38,50.85,50.05
50.60,49.81,50.61,49.42
49.66,49.94,50.19,49.62
50.27,48.97,50.27,48.84
48.92,49.86,50.19,48.74
49.84,49.02,49.89,48.62
49.38,48.71,49.38,48.50
49.17,48.02,49.17,47.76
47.50,46.21,47.76,46.17
46.38,46.18,46.76,45.52
46.64,45.36,46.92,45.19
45.53,44.91,45.97,44.75
44.63,44.08,44.82,43.75
43.93,45.92,46.71,43.90
45.35,44.80,45.35,43.47
44.58,44.83,45.81,44.58
44.77,46.01,46.18,44.77
45.83,46.47,47.34,45.83
47.30,46.43,47.30,45.43
46.89,47.16,47.83,45.95
47.02,47.25,47.30,46.47
47.43,45.44,47.43,45.30
45.25,47.12,47.50,45.25
47.50,45.58,48.50,45.20
45.40,44.02,45.40,43.77
43.75,42.83,44.26,42.79
43.23,41.60,43.23,41.44
42.08,41.44,42.22,41.29
42.26,43.41,43.60,41.61
43.86,42.64,43.93,42.09
43.19,43.06,43.82,42.82
43.35,42.39,43.35,42.29
42.86,42.68,42.86,42.14
42.39,42.91,43.60,41.55
42.73,43.60,44.13,42.73
42.72,42.26,43.39,42.00
42.13,42.25,42.47,41.60
42.25,42.33,42.52,42.25
42.32,41.68,42.56,41.53
41.91,42.43,43.04,41.11
43.03,42.20,43.03,42.00
41.39,41.71,41.74,41.22
41.20,40.48,41.53,40.41
41.02,42.33,42.53,40.95
41.60,41.32,42.41,41.17
41.15,40.80,41.76,40.04
40.72,40.96,41.00,40.51
41.77,42.14,42.39,41.29
41.63,42.18,42.92,41.56
41.86,40.58,42.05,40.58
41.00,41.41,41.46,40.90
41.41,41.18,41.96,40.75
40.54,43.31,43.39,40.54
43.65,43.14,43.65,42.37
43.04,43.51,43.91,42.57
43.89,43.82,44.50,43.45
43.94,43.89,44.32,42.98
43.95,42.20,44.26,42.14
41.66,42.46,43.00,40.75
42.94,44.01,44.13,42.63
43.61,43.80,44.36,43.25
42.65,42.93,43.45,42.20
42.79,42.31,43.08,42.20
42.27,42.25,42.58,41.66
42.75,43.00,43.09,42.53
43.00,42.26,43.72,41.69
42.44,44.44,44.83,42.44
43.11,44.50,44.65,43.02
44.72,43.49,44.72,42.89
42.70,45.58,45.61,42.35
45.82,45.13,46.21,44.86
45.93,45.82,46.46,45.01
45.20,44.88,45.84,44.33
45.78,46.11,46.53,45.50
46.19,45.24,46.48,45.21
46.04,45.98,46.72,45.45
46.86,47.59,47.79,46.81
46.80,47.86,48.70,46.09
47.60,46.81,48.20,46.53
47.12,45.48,47.12,44.28
45.49,46.18,46.50,45.49
46.18,45.06,46.18,45.04
45.02,45.81,46.05,44.48
45.75,45.73,46.46,45.12
46.24,44.79,46.28,44.74
44.37,44.78,45.04,44.36
44.81,46.85,48.45,44.72
47.55,46.28,47.55,45.68
46.69,47.29,47.87,46.69
47.00,48.07,48.73,46.30
47.90,48.30,48.79,47.45
48.99,49.75,50.14,48.42
49.48,49.51,50.88,48.83
48.81,50.75,50.79,48.81
51.02,51.09,51.11,50.75
51.30,50.75,51.50,49.92
50.83,49.41,51.46,49.10
50.00,51.06,51.50,49.58
50.50,51.66,52.00,50.03
51.51,48.76,51.51,46.49
48.69,48.25,48.69,47.76
48.08,48.00,48.27,47.69
47.61,47.88,48.27,47.60
48.84,47.90,48.84,47.27
48.00,50.41,50.42,47.39
50.59,52.48,52.60,49.61
52.45,52.41,52.82,51.49
52.21,53.82,54.51,52.21
53.65,54.70,54.81,52.10
54.84,53.50,54.94,53.23
53.80,56.24,56.68,53.80
56.52,54.95,56.52,54.68
54.50,56.16,56.39,53.63
56.30,55.76,56.60,55.54
55.87,56.14,56.60,55.50
56.22,56.54,56.89,56.14
56.70,56.47,56.70,56.02
56.48,57.57,58.25,56.01
57.52,57.41,57.78,57.19
57.05,57.55,58.00,57.00
57.65,57.70,58.00,57.35
57.34,57.89,57.94,56.98
57.96,58.57,58.62,56.99
58.44,57.98,58.72,57.64
58.14,57.90,58.40,57.50
57.90,57.82,58.58,57.58
57.64,58.91,59.26,57.64
59.03,58.56,59.50,58.31
58.50,57.91,58.50,57.66
57.94,58.60,58.62,57.42
58.41,59.05,59.69,58.41
59.31,58.85,59.48,57.94
59.01,59.49,59.65,58.43
59.55,60.97,61.29,59.50
60.74,59.71,60.81,59.63
59.75,59.86,60.29,59.09
60.23,60.13,60.87,59.75
59.92,60.30,60.99,59.04
60.25,59.24,60.25,59.02
59.08,59.52,59.81,58.13
59.50,60.09,60.51,59.46
59.87,59.38,60.38,58.99
59.20,59.22,60.00,58.40
59.00,56.15,59.00,55.28
55.94,57.63,58.09,55.61
57.63,55.84,58.63,55.66
55.77,55.68,56.36,55.57
55.96,54.14,56.00,54.05
54.00,52.61,54.00,52.52
52.63,51.02,52.65,50.77
50.80,52.24,53.23,49.80
52.74,51.63,52.78,51.25
51.68,50.99,52.26,50.26
50.73,50.97,51.82,50.01
51.36,51.75,52.97,50.38
51.62,52.46,52.68,51.33
52.55,54.04,55.01,52.55
53.88,53.78,54.68,53.47
54.03,53.62,54.68,53.15
53.50,53.42,54.36,53.21
53.05,52.54,53.46,52.42
52.15,54.69,54.82,52.15
53.60,55.66,55.68,53.60
55.60,55.11,55.69,54.55
55.11,55.08,55.49,54.67
54.90,55.75,56.59,54.78
55.37,55.29,55.50,54.65
54.65,55.84,56.00,54.65
54.77,55.19,56.71,54.77
54.85,55.58,56.05,53.79
55.66,56.34,57.20,55.34
56.41,56.64,57.26,56.00
56.48,57.36,57.48,56.09
57.11,56.62,57.51,55.88
57.64,57.37,58.53,56.80
56.56,56.87,57.38,56.21
57.06,57.89,57.99,56.57
58.34,58.94,59.07,58.34
59.00,57.91,60.81,57.11
56.88,55.94,57.05,55.80
56.31,55.25,56.97,55.08
55.39,55.43,56.05,55.31
55.60,56.00,57.05,55.29
55.80,56.16,57.12,55.80
55.22,55.65,56.07,54.96
55.32,56.13,56.85,54.53
56.01,55.59,56.52,55.24
56.20,56.62,56.92,55.89
56.46,57.57,57.72,56.05
57.35,57.88,58.22,57.11
58.10,58.26,58.59,57.40
58.81,59.56,59.95,58.32
59.87,59.11,59.87,58.57
57.98,58.45,58.83,57.98
59.21,58.07,59.21,57.50
57.99,58.69,59.46,57.95
58.11,58.13,58.72,57.87
57.95,58.26,59.06,57.84
58.04,57.47,58.36,57.30
57.81,59.17,59.43,57.79
59.45,58.69,59.67,58.51
58.94,58.62,58.94,58.30
58.64,56.27,58.64,56.18
56.68,54.89,56.68,53.51
55.26,54.98,55.57,53.88
56.00,58.78,59.65,56.00
59.04,59.06,59.34,58.68
59.41,60.52,61.05,59.02
59.73,60.33,60.58,59.73
60.53,60.90,61.55,59.48
61.04,58.99,61.04,58.77
59.31,61.18,61.34,58.94
60.87,63.96,64.51,60.87
64.50,64.00,65.08,63.67
63.62,64.95,65.37,63.62
64.11,65.39,65.78,64.11
65.07,67.74,70.11,65.00
67.55,67.77,68.60,67.18
67.75,68.12,68.14,67.34
68.16,68.08,69.42,67.91
68.34,67.74,68.34,67.54
67.89,67.95,68.24,67.64
67.76,67.71,68.04,67.28
67.26,67.96,68.28,67.26
67.82,67.55,67.86,67.24
67.06,66.54,67.11,66.19
65.24,65.43,66.00,64.83
66.66,66.38,67.18,65.34
66.41,66.93,67.43,66.00
66.81,68.45,68.60,66.81
68.41,67.50,68.41,66.68
68.00,66.36,68.00,66.29
65.08,65.61,65.90,65.01
65.40,65.66,66.07,64.90
65.72,65.61,66.44,65.22
65.43,66.33,66.66,65.01
66.46,64.44,66.46,64.31
64.54,64.98,65.19,63.69
65.25,65.69,65.84,65.12
65.93,67.25,67.92,65.89
68.21,68.70,68.95,67.80
68.26,66.40,68.26,66.24
66.49,64.69,66.49,64.52
64.88,66.59,66.77,64.88
66.25,67.24,67.57,66.01
66.75,66.99,67.41,66.04
67.72,67.96,68.45,66.36
67.99,69.24,69.35,67.95
68.74,69.10,69.58,68.74
68.14,66.64,68.72,66.64
66.65,68.89,69.30,66.41
68.67,68.49,69.02,68.48
68.88,69.02,69.23,68.80
69.33,69.13,69.34,68.70
69.66,69.78,70.19,69.37
69.71,70.91,71.54,69.45
71.51,71.27,71.69,70.92
71.27,71.00,72.17,71.00
71.22,70.89,71.22,69.89
70.84,71.49,71.57,70.54
70.93,71.83,72.49,70.93
70.95,71.40,71.87,70.95
71.90,71.75,72.15,71.45
71.55,73.95,75.00,71.55
73.75,72.85,74.50,72.75
73.55,72.60,74.00,72.20
72.40,73.25,73.55,71.75
72.85,73.15,73.45,72.65
73.10,73.70,74.25,72.25
74.20,76.05,78.15,74.20
76.70,76.45,77.50,76.35
77.05,77.30,78.00,76.75
78.10,79.00,80.35,77.33
78.45,78.95,79.95,78.45
77.85,81.15,82.30,77.85
81.95,84.05,85.00,81.53
84.45,87.60,88.47,84.45
88.50,88.15,91.25,88.00
88.55,87.95,90.03,87.95
87.75,87.00,87.75,86.10
87.30,87.95,88.95,87.30
88.35,89.60,89.85,87.70
89.50,94.00,94.20,88.35
93.60,95.85,96.40,93.60
95.50,97.55,97.80,95.00
97.70,97.00,99.55,96.85
97.00,96.95,97.70,95.25
97.25,97.15,98.10,96.50
97.15,95.00,97.20,93.66
94.75,90.90,94.75,90.85
90.85,87.85,90.85,87.65
88.75,89.20,90.45,88.75
90.10,92.65,93.25,90.10
