MSON,MISONIX,NASDAQ
5.10,5.21,5.23,5.10
5.24,5.10,5.25,5.10
5.10,5.20,5.30,5.00
5.12,5.22,5.22,5.10
5.12,5.29,5.29,5.12
5.15,5.10,5.21,5.10
5.29,5.14,5.29,5.12
5.14,5.19,5.27,5.10
5.13,5.11,5.13,5.11
5.07,5.10,5.27,5.00
5.12,5.30,5.30,5.10
5.32,5.44,5.47,5.30
5.33,5.42,5.46,5.19
5.46,5.44,5.46,5.32
5.44,5.35,5.44,5.35
5.46,5.30,5.46,5.17
5.48,5.20,5.48,5.17
5.35,5.24,5.37,5.15
5.23,5.30,5.30,5.05
5.18,5.35,5.36,5.05
5.11,5.41,5.50,5.11
5.31,5.24,5.45,5.17
5.26,5.16,5.26,5.15
5.10,5.15,5.26,5.10
5.16,5.17,5.21,5.05
5.12,5.15,5.18,5.12
5.16,5.15,5.27,5.15
5.19,5.19,5.21,5.16
5.31,5.18,5.31,5.15
5.15,5.17,5.18,5.15
5.15,5.16,5.16,5.15
5.16,5.16,5.16,5.16
5.15,5.15,5.17,5.15
5.26,5.17,5.26,5.15
5.15,5.15,5.15,5.15
5.09,4.82,5.13,4.29
4.90,4.81,5.14,4.49
4.78,4.55,4.78,4.50
4.54,4.29,4.54,4.00
4.33,4.16,4.33,4.16
4.24,4.25,4.27,4.20
4.32,4.25,4.33,4.24
4.29,4.17,4.29,4.13
4.22,4.24,4.29,4.13
4.25,4.05,4.27,4.05
4.17,4.10,4.23,4.03
4.15,4.25,4.25,4.10
4.25,4.22,4.25,4.12
4.20,4.53,4.53,4.20
4.52,4.67,5.00,4.35
4.41,4.80,4.85,4.36
4.82,4.72,4.96,4.70
4.72,4.72,4.72,4.72
4.35,4.31,4.46,4.02
4.39,4.16,4.57,4.15
4.49,4.58,4.92,4.43
4.76,4.52,4.76,4.51
4.64,4.28,4.64,4.04
4.28,4.32,4.52,4.28
4.21,4.75,4.76,4.21
4.76,4.52,4.76,4.31
4.48,4.30,4.60,4.26
4.30,4.47,4.59,4.30
4.28,4.80,4.80,4.28
4.74,4.55,4.99,4.55
4.88,4.79,4.88,4.75
4.25,4.69,4.75,4.12
4.70,4.58,4.70,4.44
4.50,4.49,4.50,4.40
4.44,4.41,4.56,4.40
4.41,4.45,4.55,4.25
4.41,4.40,4.41,4.40
4.36,4.40,4.40,4.18
4.42,4.17,4.43,4.17
4.18,4.03,4.35,4.00
4.12,4.13,4.15,4.10
4.04,4.14,4.40,3.92
4.10,4.13,4.44,4.02
4.25,4.14,4.45,4.05
4.05,4.15,4.25,4.00
4.07,4.14,4.14,4.07
4.15,4.28,4.28,4.15
4.22,4.21,4.37,4.10
4.12,4.21,4.24,4.12
4.22,4.38,4.38,4.21
4.22,4.30,4.39,4.15
4.17,4.17,4.27,4.13
4.19,4.22,4.25,4.17
4.20,4.33,4.34,4.12
4.21,4.21,4.21,4.21
4.20,4.24,4.30,4.12
4.12,4.17,4.23,4.12
4.23,4.18,4.29,3.88
3.96,4.10,4.25,3.96
4.05,4.01,4.05,3.96
3.93,3.99,4.04,3.93
4.00,3.99,4.14,3.98
4.00,3.91,4.01,3.91
3.86,4.02,4.08,3.86
4.00,4.00,4.00,4.00
4.03,4.00,4.04,4.00
4.09,4.09,4.09,4.09
4.10,4.26,4.27,4.10
4.30,4.40,4.47,4.25
4.46,4.50,4.50,4.42
4.52,4.47,4.55,4.25
4.49,4.68,4.68,4.49
4.69,4.67,4.70,4.50
4.65,4.65,4.65,4.60
4.61,4.64,4.72,4.61
4.65,5.25,6.03,4.65
5.68,5.60,5.74,5.29
5.65,5.75,5.85,5.58
5.49,6.00,6.00,5.49
5.78,5.76,5.99,5.63
5.68,5.90,5.98,5.46
5.63,5.87,5.90,5.54
5.86,5.72,5.88,5.69
5.68,5.86,5.90,5.68
5.76,5.85,5.88,5.76
5.80,5.85,5.90,5.79
5.77,5.71,5.77,5.51
5.51,5.61,5.63,5.51
5.59,5.88,5.90,5.58
5.64,5.86,5.88,5.64
5.74,5.80,5.86,5.71
5.74,5.86,5.86,5.51
5.76,5.68,5.86,5.53
5.63,5.46,5.67,5.29
5.42,5.42,5.42,5.42
5.89,5.57,5.89,5.48
5.56,5.54,5.60,5.47
5.48,5.60,5.73,5.47
5.51,5.63,5.63,5.34
5.70,5.80,5.89,5.70
5.84,5.84,5.88,5.83
5.85,5.88,5.88,5.70
5.62,5.69,5.88,5.62
5.69,5.67,5.69,5.55
5.62,5.61,5.64,5.40
5.53,5.55,5.64,5.47
5.56,5.40,5.56,5.40
5.40,5.40,5.59,5.27
5.41,5.60,5.60,5.30
5.51,5.49,5.59,5.27
5.13,5.32,5.36,5.12
5.29,5.39,5.45,5.11
5.33,5.29,5.45,5.24
5.29,5.28,5.30,5.28
5.20,5.03,5.25,4.99
5.16,5.15,5.16,5.12
5.18,5.23,5.33,4.88
5.11,5.01,5.18,4.90
5.01,5.02,5.10,5.01
5.00,5.13,5.13,5.00
5.08,5.08,5.08,5.08
5.03,5.05,5.13,4.89
5.10,5.21,5.23,4.85
5.60,6.08,6.80,5.60
7.13,6.40,7.17,6.17
6.35,6.63,6.74,6.26
6.62,6.66,6.80,6.61
6.66,6.68,6.75,6.61
6.51,6.51,6.56,5.97
6.56,6.65,6.65,6.45
6.65,6.79,6.80,6.39
6.63,6.75,6.75,6.60
6.61,6.77,6.77,6.60
6.71,6.80,6.80,6.61
6.80,6.90,6.90,6.37
6.89,6.88,6.89,6.05
6.81,6.89,6.89,6.50
6.88,6.90,6.95,6.83
6.83,6.70,6.92,6.54
6.67,6.65,6.67,6.64
6.65,6.95,6.95,6.64
6.55,6.90,6.95,6.55
6.90,6.95,6.95,6.81
6.90,6.70,6.95,6.70
6.70,6.61,6.70,6.44
6.59,6.61,6.85,6.21
6.51,6.50,6.89,6.43
6.65,6.73,6.73,6.53
6.81,6.77,6.83,6.76
6.80,6.68,6.80,6.68
6.70,6.51,6.75,6.51
6.64,6.49,6.64,6.25
6.41,6.48,6.66,6.41
6.45,6.74,6.75,6.45
6.66,6.45,6.66,6.45
6.75,6.53,6.75,6.45
6.59,6.59,6.59,6.50
6.32,6.36,6.55,6.32
6.52,6.33,6.54,6.33
6.31,6.38,6.49,6.31
6.33,6.54,6.59,6.31
6.49,6.50,6.59,6.45
6.50,6.50,6.50,6.36
6.36,6.37,6.44,6.30
6.37,6.37,6.37,6.37
6.39,6.42,6.52,6.33
6.74,6.29,6.74,6.25
6.26,6.30,6.50,6.25
6.30,6.30,6.30,6.30
6.35,5.95,6.35,5.93
5.57,5.79,5.93,5.57
5.80,5.94,6.40,5.71
6.14,6.14,6.14,6.14
6.11,6.35,6.37,6.11
6.40,6.30,6.40,6.19
6.40,6.41,6.41,6.40
6.39,6.38,6.39,6.11
6.38,6.38,6.38,6.38
6.38,6.05,6.38,6.00
6.00,5.88,6.08,5.76
5.96,6.12,6.19,5.88
6.05,5.83,6.19,5.78
6.13,6.10,6.19,5.98
6.10,6.06,6.18,5.80
6.07,5.99,6.19,5.98
6.01,6.14,6.14,5.77
6.14,6.28,6.28,5.88
6.50,6.75,6.88,6.49
6.84,6.77,6.88,6.65
6.75,6.75,6.85,6.71
6.50,6.39,6.69,6.15
6.37,5.90,6.38,5.90
6.05,5.80,6.23,5.80
5.80,5.86,6.09,5.75
5.90,6.21,6.23,5.90
6.01,6.00,6.01,5.95
5.95,5.93,6.00,5.90
5.93,5.92,5.93,5.92
5.92,6.17,6.17,5.92
6.09,5.93,6.09,5.93
5.93,5.93,5.93,5.93
6.00,6.16,6.16,6.00
6.14,6.14,6.14,5.92
6.05,6.11,6.13,5.92
6.01,6.13,6.13,6.00
5.98,6.11,6.11,5.96
5.97,5.98,6.30,5.95
6.11,6.08,6.26,5.96
5.94,6.19,6.29,5.94
6.26,6.09,6.26,5.94
6.28,6.19,6.28,6.09
6.04,6.19,6.19,6.04
6.00,6.19,6.29,5.97
6.25,6.56,6.64,6.25
6.57,6.67,6.80,6.57
6.75,6.73,6.81,6.28
6.70,6.71,6.81,6.70
6.79,6.76,6.79,6.70
6.70,6.70,6.79,6.70
6.70,6.75,6.75,6.24
6.70,6.65,6.80,6.55
6.77,6.78,6.80,6.46
6.80,6.76,6.80,6.51
6.81,6.75,6.85,6.52
6.68,6.75,6.84,6.46
6.65,6.84,6.85,6.65
6.86,6.84,6.95,6.60
6.91,6.93,6.96,6.80
6.72,6.86,6.90,6.70
6.86,6.86,6.86,6.86
6.92,6.73,6.92,6.72
6.89,6.75,6.91,6.56
6.63,6.61,6.63,6.60
6.60,6.60,6.60,6.60
6.51,6.51,6.52,6.51
6.51,6.65,6.89,6.51
6.56,6.74,6.74,6.54
6.75,6.72,6.75,6.71
6.75,6.77,6.77,6.75
6.78,6.80,6.80,6.77
6.76,6.81,6.84,6.75
6.83,6.83,6.83,6.83
6.54,6.48,6.82,6.41
6.65,6.72,6.72,6.65
6.55,6.70,6.71,6.42
6.58,6.46,6.60,6.46
6.42,6.43,6.43,6.41
6.58,6.13,6.58,6.04
6.44,6.20,6.44,6.20
6.01,6.70,6.76,6.01
6.85,6.70,6.85,6.60
6.20,6.57,6.70,6.20
6.38,6.47,6.47,6.38
6.42,6.46,6.46,6.42
6.50,6.53,6.53,6.50
6.53,6.53,6.53,6.53
6.53,6.45,6.53,6.43
6.66,6.56,6.66,6.52
6.53,6.55,6.55,6.53
6.51,6.63,6.63,6.51
6.62,6.61,6.62,6.61
6.67,6.76,6.90,6.67
6.80,6.80,6.80,6.79
6.85,6.85,6.85,6.85
6.90,6.80,6.90,6.78
6.49,6.81,6.85,6.49
6.67,6.70,6.80,6.57
6.58,6.57,6.63,6.49
6.51,6.64,6.64,6.51
6.64,6.63,6.64,6.52
6.66,7.87,8.00,6.51
7.57,7.76,7.82,7.52
7.78,7.40,7.84,7.38
8.35,9.15,10.80,8.35
8.81,8.88,9.35,8.74
9.09,9.37,9.50,8.52
9.44,9.46,9.50,9.15
9.47,9.15,9.47,8.74
9.36,10.50,10.77,8.92
10.50,11.36,11.73,10.09
11.75,11.99,12.00,11.19
11.78,11.65,12.19,10.57
11.25,11.34,11.75,11.08
10.93,10.26,11.10,10.20
10.49,11.55,11.85,10.38
11.67,12.16,12.45,11.55
12.15,12.02,13.49,11.67
10.77,10.74,11.77,10.56
10.72,10.97,11.13,10.06
11.01,10.51,11.47,10.50
10.40,10.26,10.58,10.05
10.14,10.17,10.44,10.06
10.28,10.24,10.35,10.06
10.23,9.87,10.29,9.82
9.86,10.12,10.26,9.81
10.01,9.79,10.01,9.60
9.80,9.34,9.81,9.23
9.33,8.99,9.36,8.91
8.98,9.29,9.48,8.89
9.31,9.72,10.27,9.31
9.50,9.77,10.06,9.50
9.79,10.19,10.19,9.62
10.11,11.26,11.26,10.11
11.53,11.98,12.18,11.19
11.91,13.00,13.02,11.80
13.00,13.58,13.99,12.98
13.80,14.88,14.90,13.58
14.90,13.85,14.90,13.56
13.88,13.28,13.88,12.11
13.46,13.36,13.51,12.80
13.44,13.83,14.23,13.44
14.00,14.14,14.14,13.64
14.42,14.12,14.89,13.77
14.68,14.24,14.68,13.29
11.98,11.80,13.75,11.00
11.69,11.55,11.70,11.02
11.22,12.26,12.26,11.10
12.51,12.00,12.99,11.71
12.05,11.83,12.49,11.71
11.75,11.66,12.44,11.42
11.13,11.78,11.90,10.79
11.33,11.44,12.14,11.30
11.91,11.13,11.91,11.04
11.10,10.63,11.43,10.57
10.99,10.60,11.00,10.56
10.55,10.24,10.70,10.15
10.24,10.31,10.63,10.16
10.55,11.15,11.38,10.43
11.38,10.78,11.39,10.77
10.72,10.68,10.91,10.25
10.55,10.35,10.77,10.29
10.45,9.97,10.45,9.80
9.81,9.86,10.41,9.80
9.75,10.27,10.27,9.69
10.03,9.95,10.32,9.82
10.00,10.74,10.80,9.90
10.90,10.31,10.90,10.31
10.30,10.44,10.59,10.30
10.30,10.90,11.18,10.30
10.87,10.26,10.87,10.05
10.00,10.21,10.99,9.83
10.43,10.58,10.95,10.43
10.43,10.46,10.96,10.14
10.26,10.17,10.90,10.17
10.28,10.85,11.00,10.28
11.00,11.62,11.80,11.00
11.55,11.76,11.86,11.40
12.14,12.98,13.25,11.97
13.20,12.56,13.20,12.56
12.56,12.42,12.56,11.42
12.25,12.37,12.61,11.57
12.47,12.05,12.47,11.68
12.02,11.46,12.02,11.19
11.60,11.44,12.28,11.00
11.30,11.68,11.84,11.30
11.84,12.31,12.47,11.69
12.51,12.84,13.05,11.61
12.88,12.64,12.98,12.50
12.75,12.73,12.75,12.51
12.75,12.29,12.75,12.26
12.31,12.26,12.87,12.07
12.39,12.43,12.98,12.28
12.52,12.50,13.75,12.27
12.88,13.34,13.78,12.75
13.33,12.86,13.33,12.63
12.54,12.58,13.75,12.50
12.58,12.79,13.49,12.25
13.00,12.85,13.30,12.58
13.12,13.03,13.18,12.90
12.90,12.94,13.24,12.90
13.26,13.37,13.37,12.90
13.23,13.09,13.39,12.90
13.44,13.39,13.49,12.90
13.06,12.92,13.55,12.91
13.75,13.93,14.00,13.33
13.85,13.80,13.94,13.52
14.00,14.07,14.50,13.87
13.94,13.18,13.94,13.12
13.15,12.92,13.69,12.77
13.08,12.87,13.83,12.78
12.97,12.47,13.18,12.13
12.37,12.79,13.38,12.31
12.99,12.55,13.22,12.50
12.50,12.21,12.58,12.21
12.15,12.25,12.54,12.07
12.25,11.12,12.47,10.85
11.12,11.01,12.15,10.78
11.21,11.27,12.04,11.00
11.08,12.29,12.50,11.08
12.25,12.43,12.44,12.07
12.48,12.65,12.91,12.34
12.50,12.74,12.95,12.34
12.71,12.69,12.86,12.65
12.57,12.63,12.94,12.49
12.45,12.81,12.81,12.01
12.68,12.49,12.90,12.11
12.34,12.14,12.56,11.61
12.00,12.10,12.80,12.00
12.13,12.26,12.42,12.12
12.26,12.39,12.47,12.19
12.32,12.25,12.48,12.23
12.04,12.26,12.50,12.04
12.30,12.78,13.02,12.30
12.60,13.08,13.17,12.60
12.75,12.82,13.20,12.75
12.97,12.33,13.15,12.12
12.60,12.78,12.96,12.60
12.67,12.72,12.96,12.67
12.60,12.69,12.92,12.60
12.77,12.44,12.77,12.20
12.58,12.66,12.89,12.38
12.74,13.05,13.09,12.65
13.01,12.98,13.01,12.36
12.67,12.93,12.93,12.67
12.70,12.92,12.98,12.70
12.92,12.83,13.00,12.72
12.94,12.98,13.05,12.85
13.06,13.72,13.90,13.06
13.60,13.50,13.60,13.22
13.56,13.52,13.88,13.16
13.63,13.59,13.66,13.59
13.64,13.48,13.74,13.47
13.45,13.25,13.45,13.21
13.13,13.29,13.33,13.10
13.37,13.14,13.37,13.11
13.13,13.16,13.16,13.13
13.65,13.30,13.65,13.26
13.45,13.36,13.62,13.13
13.36,13.28,13.36,13.18
13.28,13.11,13.28,13.00
13.02,13.13,13.22,13.00
13.02,13.10,13.47,13.02
13.13,13.03,13.40,13.00
13.45,13.12,13.45,13.09
13.35,13.18,13.35,13.17
13.16,13.14,13.41,13.10
13.16,13.14,13.20,13.14
13.38,13.17,13.38,13.10
13.17,12.60,13.29,12.00
12.57,12.31,13.57,12.25
12.50,12.42,12.82,12.16
13.34,12.52,13.34,12.50
12.30,12.77,13.20,11.80
13.10,12.56,13.11,12.31
12.60,12.32,12.60,12.32
12.24,12.28,12.49,12.05
12.19,11.80,12.27,11.74
11.56,11.78,12.20,11.56
11.76,11.73,12.29,11.73
11.80,11.87,12.09,11.72
11.80,11.65,12.08,11.61
11.63,11.37,11.90,11.24
11.37,10.90,11.45,10.82
11.04,11.01,11.14,11.00
11.16,11.05,11.30,11.00
11.31,10.86,11.31,10.81
11.00,10.79,11.02,10.74
11.06,10.80,11.06,10.75
10.94,10.83,10.97,10.78
10.80,10.75,10.94,10.75
10.76,10.98,11.00,10.75
10.95,10.98,11.24,10.94
10.90,11.12,11.24,10.90
11.19,10.98,11.19,10.90
11.07,10.74,11.07,10.74
10.76,10.75,11.08,10.72
11.00,10.97,11.09,10.73
10.96,10.85,11.05,10.85
11.02,10.87,11.02,10.86
10.95,11.01,11.01,10.86
10.90,10.91,11.01,10.73
10.75,10.51,10.90,10.51
10.50,10.09,10.50,9.83
10.01,9.75,10.14,9.55
9.83,9.50,10.06,9.50
9.61,8.97,9.80,8.97
8.89,8.81,9.12,8.63
8.75,8.84,8.90,8.70
8.90,9.00,9.13,8.85
8.94,8.94,8.95,8.90
8.94,8.98,9.05,8.94
9.05,8.95,9.15,8.94
8.98,8.77,8.99,8.73
8.91,8.61,8.94,8.59
8.62,8.46,8.89,8.20
8.61,8.69,8.76,8.46
8.91,9.06,9.06,8.85
8.98,8.95,9.17,8.88
9.04,9.47,9.47,9.04
9.63,9.20,9.63,9.05
9.18,9.06,9.33,8.91
9.01,9.00,9.01,8.92
8.98,9.17,9.21,8.85
9.01,9.16,9.26,8.83
9.23,9.27,9.30,9.04
9.30,9.21,9.30,9.21
9.28,9.25,9.48,9.19
9.19,9.19,9.21,9.12
9.17,9.26,9.29,9.16
9.27,9.50,9.74,9.27
9.87,9.58,9.98,9.55
9.37,9.52,9.95,9.37
9.50,9.16,9.50,9.08
8.99,9.25,9.64,8.99
9.02,9.29,9.73,8.82
9.44,9.53,9.53,9.44
9.09,9.26,9.61,8.89
9.08,9.39,9.46,8.81
9.47,9.12,9.63,9.12
9.32,9.72,9.87,9.32
9.76,9.71,9.98,9.52
10.50,9.53,10.50,9.46
8.87,9.43,9.75,8.87
9.60,9.65,9.76,9.35
9.86,10.80,10.90,8.78
11.24,10.98,12.00,10.86
11.12,11.37,11.56,11.11
11.55,11.39,11.80,11.07
10.82,11.23,11.47,10.09
11.18,10.89,11.60,10.65
9.34,11.05,11.29,9.34
11.03,11.05,11.05,10.32
11.05,10.94,11.05,10.60
10.95,10.75,10.95,10.75
10.50,10.24,10.60,10.09
10.24,10.64,10.83,9.85
10.60,10.51,10.78,10.11
10.31,10.50,10.90,10.25
10.66,10.59,10.88,9.98
10.25,10.81,10.84,10.12
10.68,11.49,11.50,10.48
11.41,11.78,12.00,10.80
11.63,11.76,11.95,11.53
11.21,11.93,11.99,10.99
11.80,11.97,11.97,11.76
12.00,11.55,12.00,11.07
11.50,11.26,11.52,11.07
11.26,10.95,11.53,10.92
10.37,10.73,10.92,10.19
10.89,11.13,11.37,10.28
10.73,10.85,11.99,10.73
11.23,11.04,11.26,10.50
10.42,10.89,10.97,10.41
11.00,10.21,11.00,10.21
10.24,10.82,10.82,10.24
10.42,10.76,11.00,10.26
10.95,10.72,10.95,10.40
10.90,10.40,10.90,10.28
10.38,10.48,10.66,10.34
10.41,10.54,10.54,10.21
10.51,10.51,10.73,10.51
10.45,10.43,10.65,10.34
10.50,10.19,10.50,10.17
10.23,10.26,10.66,10.23
10.44,10.53,10.64,10.35
10.73,10.31,10.79,10.31
10.55,10.51,10.73,10.29
10.81,10.51,10.87,10.43
10.88,10.60,10.88,10.51
10.90,10.73,10.90,10.64
11.29,11.14,11.53,10.55
11.87,11.01,11.88,10.85
11.08,11.23,11.50,11.05
11.49,10.98,11.49,10.72
10.50,10.25,10.96,10.25
10.30,8.41,10.30,8.41
8.75,10.19,10.49,8.51
10.48,9.35,10.48,9.33
9.41,8.89,9.46,8.86
9.08,8.85,9.08,8.85
8.75,8.75,8.87,8.50
8.55,9.25,9.25,8.55
9.06,9.35,9.84,8.88
9.39,9.39,9.50,9.16
9.35,8.80,9.35,8.74
9.00,9.33,9.54,9.00
9.13,9.45,9.53,9.11
9.45,9.36,9.45,9.19
9.06,9.21,9.32,9.05
9.36,9.61,9.63,9.36
9.22,9.47,9.48,9.20
9.49,9.37,10.30,9.37
9.54,9.38,9.54,9.25
9.50,9.32,9.58,9.32
9.41,9.41,9.59,9.31
9.18,9.14,9.23,9.10
9.49,9.22,9.49,9.18
9.09,9.15,9.47,9.05
9.01,8.78,9.22,8.78
9.13,8.94,9.71,8.88
9.30,8.75,9.35,8.70
8.66,8.64,9.07,8.64
8.92,8.56,9.00,8.55
9.09,9.79,9.82,8.55
9.54,9.46,9.83,9.10
9.69,9.21,9.77,9.20
9.67,9.33,9.67,9.20
9.33,9.11,9.33,8.72
9.10,8.99,9.10,8.74
9.04,9.16,9.34,9.04
9.22,9.10,9.23,8.84
8.92,9.10,9.31,8.88
9.17,9.40,9.40,9.08
9.35,8.96,9.35,8.76
9.11,8.99,9.22,8.70
9.00,8.90,9.00,8.70
8.85,9.30,9.41,8.65
9.10,9.15,9.19,9.10
8.73,9.10,9.10,8.53
8.74,9.28,9.31,8.66
8.78,8.90,9.14,8.57
8.60,9.03,9.10,8.46
8.98,8.60,8.98,8.60
8.70,8.76,9.08,8.43
8.35,8.18,9.09,8.01
8.15,8.16,8.30,8.08
8.15,8.24,8.45,8.10
8.01,7.91,8.80,7.73
7.71,7.74,8.30,7.35
7.71,8.01,8.50,7.63
7.67,7.92,8.01,7.67
7.70,7.68,8.00,7.66
7.77,7.80,8.43,7.69
7.80,7.86,8.09,7.69
7.68,7.16,8.20,7.05
7.01,7.30,7.49,6.90
7.30,7.34,7.64,7.25
7.25,7.18,7.42,6.92
7.26,7.54,8.22,7.25
7.25,6.53,7.25,6.51
6.32,6.23,6.35,6.15
6.20,5.83,6.20,5.79
5.79,5.93,6.36,5.64
6.26,6.10,6.30,6.03
6.30,6.35,6.80,6.30
6.35,5.87,6.45,5.74
5.87,5.93,6.02,5.85
5.96,5.98,6.10,5.93
6.14,5.81,6.21,5.81
5.80,5.86,5.97,5.67
5.89,5.85,5.90,5.85
5.95,6.00,6.05,5.95
6.00,6.16,6.28,6.00
6.06,6.15,6.27,6.00
6.23,6.22,6.25,6.22
6.17,6.16,6.25,6.14
6.15,6.16,6.24,6.15
6.20,6.17,6.24,6.02
6.20,6.21,6.21,6.20
6.25,6.29,6.29,6.22
6.30,6.37,6.54,6.30
6.45,6.52,6.55,6.44
6.49,6.38,6.49,6.38
6.38,6.31,6.38,6.31
6.35,6.35,6.37,6.31
6.41,6.47,6.49,6.41
6.43,6.38,6.43,6.38
6.40,6.48,6.48,6.40
6.43,6.45,6.45,6.40
6.46,6.48,6.49,6.46
6.48,6.48,6.48,6.42
6.43,6.12,6.50,6.12
6.16,6.12,6.16,6.07
6.32,6.08,6.33,6.07
6.25,6.17,6.25,6.17
6.07,6.20,6.20,6.06
6.15,6.19,6.19,6.05
6.05,6.06,6.22,6.05
6.06,6.05,6.07,6.05
6.12,6.13,6.13,6.06
6.01,5.69,6.01,5.68
5.79,5.97,6.00,5.79
5.97,5.83,5.97,5.68
5.76,5.87,5.87,5.70
5.89,5.86,6.21,5.80
5.85,6.12,6.13,5.85
5.99,5.70,6.09,5.65
5.75,5.86,5.86,5.75
5.89,5.93,5.93,5.89
5.94,5.87,6.01,5.85
5.84,5.66,6.00,5.66
5.86,6.02,6.17,5.86
5.80,5.92,5.96,5.80
5.86,5.89,5.89,5.82
5.91,5.94,6.03,5.91
5.88,5.72,5.88,5.67
5.72,5.85,6.05,5.70
5.71,6.04,6.04,5.71
5.95,6.00,6.04,5.70
5.70,5.10,5.83,5.05
5.05,4.94,5.05,4.82
4.87,4.65,4.87,4.65
4.65,4.51,4.70,4.50
4.50,4.13,4.54,3.83
4.18,4.19,4.24,4.00
4.01,4.14,4.20,4.01
4.24,4.40,4.45,4.12
4.40,4.35,4.50,4.35
4.30,4.40,4.57,4.30
4.40,4.36,4.50,4.35
4.35,4.50,4.92,4.35
4.49,4.77,4.80,4.45
4.78,4.89,4.95,4.77
4.83,4.88,4.94,4.73
4.82,4.84,4.90,4.68
4.90,4.78,5.00,4.61
4.96,4.76,4.96,4.69
4.85,4.81,5.04,4.71
5.02,4.99,5.04,4.79
4.91,4.88,4.99,4.81
5.00,5.21,5.24,4.97
5.24,5.06,5.25,5.05
5.15,5.12,5.15,5.05
5.12,5.12,5.12,5.12
5.17,5.22,5.23,5.02
5.20,5.10,5.20,5.10
5.07,5.07,5.07,5.07
5.11,5.16,5.16,5.02
5.18,5.17,5.18,5.06
5.15,5.19,5.20,5.15
5.17,5.01,5.17,4.92
5.00,4.93,5.06,4.90
4.93,5.00,5.06,4.93
5.00,5.12,5.13,4.95
5.05,5.07,5.09,4.98
5.04,4.96,5.07,4.93
5.20,5.02,5.20,4.96
5.20,5.17,5.20,5.02
5.10,5.02,5.10,5.00
5.05,5.08,5.08,5.05
5.15,5.04,5.15,5.03
5.01,5.16,5.42,5.01
5.30,5.56,5.75,5.30
5.65,5.63,5.65,5.49
5.34,6.12,6.15,5.34
6.02,6.26,6.56,6.02
6.37,6.98,7.15,6.37
6.90,6.89,6.90,6.75
6.90,6.76,6.97,6.67
6.72,6.45,6.72,6.20
6.45,6.15,6.45,5.90
6.18,6.20,6.52,6.18
6.05,6.08,6.20,6.05
6.14,6.06,6.25,6.02
6.23,5.94,6.24,5.94
6.08,5.99,6.08,5.90
6.05,6.10,6.10,6.05
6.10,6.10,6.10,6.04
6.13,6.22,6.25,6.11
6.25,6.21,6.25,6.20
6.25,6.25,6.25,6.24
6.28,6.30,6.61,6.22
6.28,6.50,6.73,6.28
6.50,6.36,6.70,6.28
5.96,6.31,6.69,5.96
6.24,6.45,6.66,6.24
6.40,6.64,6.64,6.39
6.48,6.46,6.60,6.37
6.42,6.31,6.45,6.25
6.31,6.46,6.63,5.90
6.49,6.49,6.50,6.42
6.50,6.78,6.94,6.49
6.67,6.69,6.70,6.67
6.35,6.64,6.64,6.35
6.60,6.36,6.60,6.36
6.50,6.50,6.50,6.50
6.74,6.33,6.74,6.33
6.47,6.35,6.47,6.31
6.30,6.07,6.38,5.63
6.05,5.94,6.08,5.87
5.94,6.08,6.08,5.87
6.00,6.11,6.41,6.00
6.35,6.21,6.35,6.21
6.31,6.63,6.78,6.21
6.63,6.92,7.00,6.63
6.97,6.80,6.97,6.80
6.80,6.65,6.80,6.59
6.50,6.10,6.50,5.90
6.17,5.93,6.25,5.91
6.50,6.13,6.54,5.98
5.80,5.00,5.99,4.95
5.19,5.17,5.25,5.05
5.60,5.32,5.60,5.03
5.36,5.31,5.42,5.30
5.31,5.41,5.65,5.31
5.47,5.25,5.48,5.25
5.46,5.30,5.46,5.30
5.35,5.33,5.40,5.30
5.38,5.35,5.38,5.33
5.34,5.29,5.36,5.29
5.30,5.30,5.30,5.30
5.35,5.35,5.37,5.35
5.35,5.38,5.42,5.35
5.44,5.04,5.44,5.02
5.08,5.12,5.18,5.08
5.20,5.05,5.20,5.05
5.00,4.89,5.07,4.86
4.95,5.02,5.05,4.92
5.02,4.85,5.03,4.85
4.89,4.91,4.91,4.85
4.93,4.93,4.98,4.93
4.97,5.19,5.20,4.95
5.17,5.11,5.17,5.11
5.20,5.15,5.22,5.11
5.15,5.27,5.37,5.15
5.17,5.16,5.20,5.16
5.13,5.11,5.14,5.10
5.12,5.16,5.28,5.12
5.20,5.92,6.34,5.20
5.80,5.87,5.94,5.75
5.99,5.76,6.06,5.63
5.80,5.78,5.95,5.78
6.15,6.15,6.55,5.87
6.15,6.35,6.45,6.15
6.55,7.00,7.05,6.45
7.10,7.75,7.95,7.05
7.55,8.10,8.80,7.55
8.30,7.50,8.85,7.30
7.40,7.65,8.25,7.40
7.60,8.20,8.40,7.55
8.15,8.40,8.50,7.65
8.50,8.50,8.60,8.15
8.60,8.30,8.60,8.10
8.35,8.45,8.57,8.25
8.50,8.50,8.60,8.45
8.55,8.30,8.55,8.30
8.20,8.30,8.45,8.20
8.23,8.50,8.60,8.20
8.65,8.55,8.65,8.35
8.65,9.00,9.20,8.50
9.15,9.00,9.15,9.00
9.10,9.45,9.50,9.10
9.35,9.60,9.90,9.35
9.65,9.20,9.75,9.20
9.80,9.00,9.80,8.75
8.90,9.35,9.65,8.90
9.55,9.45,9.85,9.20
9.75,9.20,9.75,9.00
