MHK,Mohawk Industries,NASDAQ
109.85,108.95,110.69,106.25
106.46,106.36,108.20,103.97
108.35,110.23,111.44,108.18
111.49,110.12,112.31,109.53
111.73,113.67,114.01,110.61
113.24,112.49,113.53,111.04
112.85,112.10,114.02,111.95
112.08,110.60,112.78,110.21
110.18,111.58,112.27,110.00
112.25,111.58,112.34,109.05
112.39,109.03,112.39,108.89
109.82,113.42,113.55,109.29
113.42,112.77,114.70,111.79
116.42,116.46,117.24,114.52
116.31,117.03,117.75,115.62
116.98,117.52,118.00,116.59
117.42,117.04,117.98,115.22
117.28,117.64,118.04,115.29
117.75,117.60,119.19,116.83
117.51,117.76,119.00,116.82
117.79,115.79,118.56,115.26
116.08,117.25,117.38,115.59
117.73,116.50,118.60,115.65
114.20,115.02,115.84,112.58
114.30,114.42,115.54,114.00
114.38,114.60,116.33,113.94
116.55,117.56,117.98,114.92
117.87,118.99,120.11,116.60
119.98,121.29,123.06,119.98
134.00,129.97,134.21,128.71
129.15,129.97,130.70,128.66
129.71,127.86,129.93,126.56
128.83,126.42,128.83,125.75
128.73,128.47,129.20,127.06
128.12,128.00,129.16,126.85
126.52,128.68,130.25,126.40
128.71,127.43,128.97,125.94
127.19,124.35,127.39,123.85
121.69,122.09,122.54,120.16
122.19,121.96,124.34,121.71
121.66,119.59,121.94,119.56
120.00,124.08,124.70,120.00
123.61,123.20,125.18,122.48
123.42,125.33,126.24,123.11
126.13,123.05,126.13,122.40
123.16,124.29,125.23,122.58
122.23,120.15,124.04,119.90
120.00,118.34,121.00,117.72
119.68,120.07,122.11,119.06
120.05,117.49,120.71,117.22
118.86,117.64,122.90,115.99
117.49,118.08,118.71,116.38
117.77,117.19,118.83,117.11
120.11,121.38,123.26,117.87
121.72,124.98,125.17,121.51
125.22,125.80,126.05,124.27
125.91,127.59,127.59,124.64
127.19,126.87,129.90,126.53
127.00,127.69,128.31,126.12
129.68,128.90,130.41,128.14
128.90,130.00,130.38,128.75
129.62,133.06,133.59,128.31
133.85,133.52,134.75,132.43
133.98,130.45,133.99,130.45
130.71,127.81,130.71,126.59
127.81,129.32,130.62,126.92
129.56,129.20,130.67,128.07
129.76,129.54,130.44,127.75
128.38,130.09,130.52,127.91
128.44,130.25,130.60,128.44
130.09,133.42,133.53,130.09
132.64,133.79,133.85,130.62
133.57,130.87,134.27,129.88
130.72,130.70,131.54,129.87
129.34,127.41,130.17,127.38
127.17,125.00,127.59,124.22
125.54,125.46,127.00,123.08
127.14,128.88,128.88,126.91
129.61,129.95,131.07,128.95
128.25,128.98,129.23,126.87
128.54,125.86,129.99,125.07
126.88,126.34,127.25,123.76
132.06,124.96,132.06,119.59
125.26,124.28,125.78,123.13
124.24,125.01,125.21,122.74
125.99,127.64,128.52,125.65
127.44,128.26,128.59,126.70
127.97,131.73,132.26,127.94
131.67,131.78,133.02,131.46
131.68,132.27,132.60,130.39
132.52,134.08,134.10,130.85
134.14,132.92,135.16,131.70
133.16,132.42,133.97,130.79
137.00,137.56,141.19,136.63
137.94,137.64,138.19,136.47
137.12,135.80,137.64,135.53
136.10,135.17,137.18,134.56
135.88,133.62,136.84,133.51
133.41,134.30,135.51,132.06
134.45,135.21,136.33,134.07
134.90,136.76,136.83,134.10
136.15,139.60,139.89,135.60
139.51,142.46,143.94,139.34
142.36,144.68,144.89,141.74
144.84,140.98,145.34,140.51
141.69,139.75,143.25,139.32
140.57,139.37,141.98,138.67
139.22,143.58,143.78,139.06
143.39,142.32,144.67,140.99
142.71,141.21,142.71,140.51
141.54,142.22,143.07,141.39
142.82,140.95,143.68,140.88
140.90,140.02,142.08,139.95
140.34,137.68,141.85,136.89
135.94,137.56,138.95,134.94
136.99,135.83,137.30,134.16
135.64,137.47,137.58,134.04
139.79,138.95,140.23,137.29
141.24,143.27,145.05,140.66
142.99,141.02,144.56,140.73
140.86,139.52,141.52,138.17
141.43,140.64,141.87,139.93
140.64,139.64,141.81,139.43
140.38,140.86,142.29,140.20
140.67,139.80,140.89,138.26
140.67,146.47,146.69,140.30
145.53,143.50,146.00,142.56
143.00,141.44,144.39,141.44
142.53,145.43,145.81,142.00
145.83,146.36,147.26,145.63
146.79,146.33,147.33,145.61
146.52,146.75,146.75,145.32
146.54,147.47,148.00,146.54
147.91,148.90,149.01,147.25
148.72,149.11,149.66,147.78
149.19,149.45,150.26,148.93
149.87,147.34,150.05,146.80
147.62,145.69,147.91,145.50
145.69,147.10,147.83,145.50
148.12,146.03,148.31,145.58
146.71,148.23,149.25,146.67
149.08,146.69,149.08,146.06
146.99,149.12,149.15,146.19
148.96,149.34,149.47,147.83
149.07,149.58,150.20,148.03
149.47,146.76,149.88,146.48
147.23,146.23,147.99,145.18
146.44,148.48,148.88,145.73
155.48,147.85,155.48,145.80
146.15,141.36,146.50,141.36
143.24,141.80,144.97,140.50
141.80,142.60,143.31,141.57
141.03,141.25,142.57,139.95
143.55,141.14,143.70,139.75
138.41,142.18,143.68,138.41
142.07,137.76,142.60,137.26
138.20,140.22,140.84,137.22
139.38,141.63,142.20,139.02
141.74,145.56,146.52,141.70
146.56,147.61,148.43,145.82
147.36,145.03,147.78,144.03
145.03,145.52,146.34,144.35
145.77,144.86,147.02,144.27
143.49,145.68,146.03,142.94
145.53,147.10,147.29,144.84
147.72,144.73,147.94,144.59
144.50,144.04,145.27,143.55
143.78,145.94,146.05,142.88
138.27,143.41,146.23,138.27
143.77,139.24,144.33,138.75
139.42,140.91,140.96,138.61
141.38,143.36,144.78,140.64
142.92,143.78,144.57,142.47
143.69,141.53,145.00,140.71
140.03,140.07,140.99,139.17
142.26,142.36,143.22,141.18
142.25,142.51,142.83,141.14
142.91,144.51,144.77,142.91
145.51,144.68,145.51,143.83
144.40,143.52,144.78,142.96
144.12,143.75,144.70,142.98
141.43,141.77,143.21,141.12
142.63,138.96,142.82,138.27
138.71,139.40,139.77,137.75
140.03,140.38,141.56,139.80
140.50,142.20,142.57,140.32
143.40,141.87,144.63,140.53
141.27,140.40,142.03,139.50
140.42,138.59,140.92,138.32
139.15,137.20,139.22,135.47
137.74,138.08,138.80,137.68
138.89,135.04,139.57,135.02
135.11,133.39,135.26,132.87
134.03,134.73,135.10,132.92
135.51,135.98,136.37,133.58
136.80,137.38,139.89,135.98
137.39,137.97,138.95,136.82
138.49,136.07,138.49,135.41
136.70,136.01,139.90,135.94
135.80,131.25,135.99,130.14
131.28,130.62,131.92,128.54
131.00,134.95,135.21,130.76
134.89,132.64,136.01,132.62
130.98,131.03,132.51,129.85
132.03,133.28,134.24,131.42
133.42,134.89,136.05,132.90
135.57,135.47,136.99,134.59
135.01,134.82,135.72,134.32
135.34,136.08,136.15,134.54
136.12,137.77,138.23,135.99
137.44,136.57,138.01,135.63
137.27,137.62,138.07,135.63
136.93,133.20,136.93,132.72
134.18,133.44,135.47,131.08
134.08,132.98,134.62,131.80
132.35,132.41,133.47,131.77
132.31,133.32,134.88,131.64
140.32,140.94,143.50,140.00
139.48,140.04,140.51,137.53
139.19,137.15,139.75,136.89
137.47,137.50,137.96,135.28
137.25,136.02,138.65,135.39
135.86,135.73,136.59,134.77
136.90,139.44,140.14,136.46
139.36,139.48,141.21,139.15
139.31,135.00,139.31,134.78
134.00,132.09,134.98,131.19
133.02,132.01,133.17,131.35
131.55,133.44,133.87,131.23
133.37,133.69,134.62,133.18
133.91,133.72,134.85,132.97
133.67,134.03,134.75,133.29
133.86,136.41,136.77,133.61
136.93,138.63,138.65,136.64
138.86,137.90,139.48,137.74
138.24,135.52,138.28,134.65
135.38,135.66,135.79,134.49
135.93,136.26,136.86,135.53
135.90,135.71,136.47,134.96
135.06,134.98,135.67,134.21
135.19,135.61,136.00,134.17
136.00,136.97,137.81,135.76
137.32,135.71,138.77,135.67
135.43,135.56,136.97,135.11
135.40,134.91,135.64,132.58
134.82,132.51,135.93,132.28
132.52,132.17,132.90,130.47
132.08,132.02,132.58,131.00
131.49,132.00,132.48,130.77
132.05,133.10,133.28,129.79
133.34,133.19,133.66,131.82
133.97,133.57,133.97,132.42
133.32,133.50,134.97,132.95
133.50,135.47,137.02,133.12
135.05,136.38,136.60,134.61
136.79,135.83,136.79,133.50
135.56,136.88,137.33,134.77
136.70,138.34,138.39,135.50
138.40,139.56,141.00,138.40
139.23,137.89,140.12,137.72
138.25,139.49,139.68,138.07
138.34,137.89,138.90,137.09
137.47,137.02,137.74,135.97
137.22,134.96,138.23,134.21
128.14,130.37,132.79,127.77
129.93,130.76,132.12,129.67
131.44,131.47,132.14,130.59
131.40,131.67,132.25,130.81
132.05,132.32,132.62,130.78
131.01,130.19,131.67,130.04
130.65,131.83,132.03,129.90
130.77,131.35,131.94,130.77
132.58,132.25,132.58,130.93
132.24,131.42,133.27,131.00
131.91,130.43,132.38,130.04
129.84,129.72,130.91,129.08
128.94,126.48,129.54,126.31
126.55,127.27,128.45,126.08
128.50,126.72,128.50,125.68
125.71,124.77,126.39,123.81
130.30,126.43,130.30,126.28
126.78,128.50,128.59,126.30
128.46,129.54,131.75,128.00
128.86,130.33,130.89,128.50
131.21,130.00,131.61,129.62
130.18,134.42,134.51,129.67
134.75,134.58,135.47,134.07
134.09,133.45,135.16,132.99
133.78,136.01,136.04,133.63
136.10,139.92,139.96,136.07
140.53,139.39,140.74,138.22
140.05,142.36,142.50,140.00
143.50,145.30,146.24,143.39
144.54,146.04,146.38,144.01
146.13,146.12,146.51,144.69
145.67,146.46,147.41,145.20
146.79,146.70,147.09,145.54
146.70,146.06,147.65,146.03
146.21,145.93,146.95,145.59
145.45,145.53,146.05,143.84
146.02,146.02,146.82,144.92
146.06,146.07,146.62,145.21
146.92,146.26,147.20,145.78
146.55,147.15,149.84,146.10
147.01,148.12,148.28,146.51
147.72,147.28,148.54,146.57
147.38,145.82,147.77,145.62
145.85,145.42,146.46,144.61
144.72,145.26,145.55,144.24
145.08,142.20,145.33,140.43
142.43,141.42,142.56,140.23
140.59,140.07,141.20,139.47
140.90,142.86,143.83,140.84
142.96,142.42,143.40,141.54
142.93,140.53,143.40,140.15
140.17,137.64,140.34,137.16
136.58,136.22,137.52,136.18
135.96,136.99,137.59,134.70
136.91,136.37,136.91,135.00
136.46,136.58,137.26,135.83
135.44,135.97,136.46,134.62
136.33,134.82,136.49,134.59
134.67,131.81,134.67,131.29
131.53,132.06,132.78,130.71
133.31,135.54,136.27,132.94
135.72,134.32,136.71,134.20
133.19,133.33,134.23,132.37
132.99,134.39,134.46,130.61
134.40,130.01,134.55,129.94
129.75,128.12,130.93,128.00
128.11,124.82,129.22,124.73
124.58,125.12,126.75,124.23
122.95,125.62,126.25,120.37
123.18,126.00,127.50,123.14
127.21,128.83,129.73,126.31
128.53,130.03,130.15,128.52
130.47,134.84,135.20,130.47
133.86,133.48,135.54,133.14
134.15,135.32,136.57,134.15
135.27,134.92,135.90,133.75
133.80,134.29,134.95,133.26
134.24,137.00,137.00,134.09
137.00,134.66,137.57,133.62
134.42,135.74,135.75,133.44
143.50,142.04,147.03,139.04
142.44,140.54,142.44,139.45
140.09,140.13,140.32,138.22
140.73,139.65,141.11,139.08
140.18,142.15,142.31,139.13
142.39,142.66,143.69,141.41
142.80,142.71,143.65,142.38
143.08,143.06,143.35,142.57
142.63,143.22,143.64,141.91
143.19,142.53,143.67,141.68
142.25,143.47,143.81,142.25
143.02,141.67,143.55,141.47
141.80,142.72,143.35,141.80
142.37,145.96,146.24,142.37
144.50,148.36,149.84,144.26
149.99,151.61,152.48,149.99
152.41,153.89,154.69,152.17
153.93,152.83,155.07,152.48
153.27,151.80,153.27,151.66
151.99,153.59,154.73,151.72
152.39,151.99,153.50,151.71
152.06,152.89,153.34,152.01
152.87,152.88,153.67,152.09
152.87,154.78,155.40,152.03
154.71,155.49,156.97,154.44
155.20,156.99,157.50,155.10
154.58,157.60,157.80,153.97
157.32,153.29,157.96,153.23
154.84,156.62,158.58,154.39
155.15,153.79,156.80,153.79
155.60,153.24,156.48,152.18
151.36,146.78,151.36,143.22
147.50,151.71,152.09,146.88
153.95,153.92,154.16,152.20
154.96,154.96,156.00,154.57
155.42,154.54,155.92,153.73
155.57,154.77,156.47,154.45
155.20,154.56,155.51,154.48
154.81,155.30,156.31,154.69
155.16,155.97,156.85,155.06
155.56,155.64,156.86,155.04
155.68,155.36,157.73,155.13
156.66,154.57,156.95,151.22
153.50,154.11,154.68,152.42
154.58,152.74,155.31,151.15
154.22,154.05,155.33,153.52
155.40,155.99,156.67,155.24
156.50,158.35,159.95,155.73
158.70,157.76,158.97,155.81
159.82,160.11,164.11,156.06
163.26,167.05,167.64,162.09
167.05,162.66,170.06,161.48
162.18,168.45,168.56,161.16
169.85,168.83,169.85,166.22
168.54,167.30,169.74,166.23
167.81,168.10,169.73,165.77
168.15,167.09,168.88,166.32
168.50,167.60,169.37,167.11
165.60,165.63,167.26,165.01
167.14,164.76,167.99,164.35
164.55,169.03,169.36,164.01
167.51,165.04,167.84,164.78
166.96,166.71,167.84,163.39
166.78,169.06,169.38,165.83
169.04,168.34,170.96,168.00
168.89,166.48,169.58,165.72
166.32,165.53,166.65,164.57
165.40,165.87,166.66,162.41
167.98,168.25,170.00,165.66
168.31,168.35,169.99,166.26
168.70,171.92,172.17,168.70
172.08,173.00,173.44,170.51
172.74,171.44,172.79,169.64
170.67,171.67,172.11,169.60
171.52,172.67,174.80,171.50
182.40,184.26,187.24,179.14
184.26,183.24,185.53,182.14
183.24,183.51,184.33,181.49
183.54,185.89,186.56,183.48
186.22,186.15,187.25,184.13
186.80,184.35,187.45,184.24
184.35,186.17,188.26,184.35
185.99,185.59,186.47,184.35
184.53,185.03,185.59,181.50
185.75,185.18,186.60,184.50
184.46,180.25,186.42,179.91
181.01,183.64,183.97,180.35
181.74,180.55,182.30,180.03
180.55,178.57,181.17,178.20
178.55,180.16,181.77,178.55
179.40,178.60,180.73,176.75
179.80,180.15,180.96,178.24
179.69,178.00,179.78,177.26
177.13,180.73,181.65,175.68
180.31,179.87,181.75,177.83
180.61,181.03,182.94,180.57
181.19,181.09,183.21,180.85
180.79,181.48,184.68,180.43
181.40,180.95,183.02,180.49
180.13,180.09,181.12,178.44
179.43,181.22,181.61,179.37
182.84,184.72,185.03,182.84
183.88,185.75,188.29,183.83
185.95,184.66,186.16,183.28
184.29,185.28,187.29,183.47
183.89,183.41,185.74,183.29
183.28,181.10,184.25,181.02
181.01,183.41,183.41,180.61
183.32,184.25,184.81,181.70
184.24,183.86,184.46,181.66
183.34,182.41,184.54,182.18
182.47,183.36,183.67,180.01
183.70,181.49,184.57,181.22
180.26,176.39,180.85,175.52
174.87,177.10,177.85,174.39
178.06,176.88,178.06,175.87
178.01,179.63,180.62,177.54
180.10,182.02,182.35,178.06
180.00,178.54,181.36,177.09
178.84,179.26,179.46,178.00
180.09,178.01,180.76,177.00
177.91,177.70,179.25,175.78
177.33,174.75,178.11,174.70
175.01,173.50,176.57,172.97
174.58,177.69,178.05,174.32
178.87,178.97,179.98,177.59
178.56,176.55,179.16,175.97
176.59,175.47,176.72,174.17
175.50,179.19,180.05,174.89
184.18,184.25,188.00,182.00
184.49,182.57,185.49,182.48
181.03,180.83,181.98,179.93
181.20,181.35,181.89,179.87
182.80,183.12,183.67,180.47
183.06,183.05,184.00,181.92
182.98,185.79,186.16,182.32
186.74,188.89,189.50,185.60
189.20,188.45,189.52,187.40
187.89,188.62,189.63,187.39
188.31,187.18,189.09,187.00
187.22,186.56,187.60,185.88
186.72,189.50,189.93,184.47
188.79,188.83,190.16,188.39
189.05,186.64,189.16,186.49
186.89,188.80,189.67,186.36
188.50,189.45,189.80,187.72
189.49,189.47,189.82,188.04
188.67,188.57,189.87,188.28
187.98,188.60,188.80,187.19
188.06,186.87,188.94,186.84
186.84,186.95,187.93,186.10
188.07,192.44,192.66,187.21
191.89,189.99,194.14,189.98
189.11,190.62,191.13,188.60
189.12,189.05,190.52,188.32
189.18,191.08,191.34,188.57
191.43,192.39,193.59,190.13
192.88,191.65,194.14,191.48
191.12,192.78,193.72,190.97
193.77,194.34,195.30,193.49
194.38,193.29,194.96,192.71
193.57,191.87,194.74,191.86
193.07,191.90,193.07,191.16
192.26,193.17,193.27,191.49
192.30,188.74,192.99,188.51
189.97,190.90,192.49,189.43
192.80,194.10,194.46,192.04
194.65,193.55,195.53,191.72
192.48,191.53,193.52,190.88
191.34,194.23,194.70,189.79
192.86,189.62,194.09,189.00
192.41,189.41,193.82,189.32
192.82,194.01,194.64,190.05
196.05,195.45,196.25,194.11
195.18,196.05,196.84,194.14
195.80,194.76,197.20,193.77
195.59,195.21,195.87,193.51
195.27,193.57,196.45,191.86
194.01,196.82,197.50,193.83
196.75,195.15,196.75,193.57
195.07,197.82,200.52,194.93
198.56,197.99,202.22,197.88
198.89,196.00,199.13,194.02
194.82,191.55,195.06,190.09
193.10,196.10,196.58,192.52
196.97,199.58,200.01,196.21
198.67,200.66,201.20,197.99
201.46,201.59,202.37,199.46
204.00,200.83,204.39,199.50
201.13,202.79,202.88,200.02
204.34,202.76,204.34,200.80
202.14,197.64,203.59,195.60
205.25,203.85,207.39,202.92
204.90,205.42,207.75,204.60
203.89,204.92,206.01,203.31
203.37,205.30,206.05,200.55
205.29,205.89,207.39,204.91
205.70,207.38,207.79,205.20
206.78,208.43,209.01,206.00
209.28,211.33,211.98,208.25
209.86,210.84,212.16,208.28
209.36,204.41,211.01,204.27
202.34,200.18,205.01,199.80
191.89,190.33,198.30,183.52
195.79,189.18,196.34,189.18
193.70,192.81,194.99,188.01
194.99,194.37,196.21,191.22
194.01,197.59,198.40,193.37
197.13,196.97,200.41,196.37
193.50,192.86,195.11,192.07
195.07,197.87,197.87,194.05
198.68,200.38,201.55,198.30
197.87,197.50,200.39,196.66
201.42,204.19,204.36,201.07
206.58,201.49,206.80,201.13
200.68,202.21,203.58,200.65
201.92,206.71,207.68,201.92
206.97,205.37,207.12,204.53
206.84,206.61,208.02,205.16
206.33,205.75,206.73,204.75
205.78,206.97,209.98,205.09
204.55,202.19,205.51,201.53
203.15,201.10,205.28,200.51
199.55,198.39,199.83,196.39
198.84,196.98,199.81,195.65
195.09,192.82,196.01,191.58
194.89,191.49,195.67,190.74
190.35,179.52,190.44,178.89
179.90,176.19,181.39,174.49
178.04,181.79,182.32,177.98
182.96,186.13,186.72,180.88
184.77,188.97,189.07,182.57
189.96,195.12,195.51,189.96
196.61,191.02,197.88,189.36
192.14,194.82,195.23,189.58
194.10,197.52,197.77,193.91
197.43,196.32,198.25,195.36
196.88,197.80,198.63,196.11
196.51,193.75,197.47,193.61
193.69,190.11,194.61,189.82
190.58,191.49,192.05,187.35
192.23,196.11,196.64,191.82
195.95,198.00,198.70,195.95
197.79,195.92,199.73,195.55
197.59,195.01,198.29,193.67
195.42,196.26,198.54,194.01
197.62,195.48,198.11,193.10
195.57,196.84,197.62,193.15
195.63,195.23,197.63,192.38
195.85,196.40,197.36,194.25
196.09,192.39,196.30,188.03
193.19,195.50,197.30,192.39
196.22,198.32,198.71,194.43
199.64,198.19,199.64,196.42
198.91,198.17,200.59,196.89
198.00,197.46,199.18,194.74
194.21,187.14,201.88,182.98
186.03,186.39,188.73,184.30
185.97,188.21,188.93,185.49
189.06,187.69,189.57,186.57
186.46,184.56,186.46,184.21
184.21,180.75,184.93,180.44
180.22,182.68,182.80,180.00
183.70,182.47,186.15,181.91
182.78,188.98,189.20,182.45
189.31,191.38,191.66,188.86
191.59,192.29,193.27,190.90
192.00,194.31,195.33,192.00
193.83,192.56,195.36,191.74
192.46,193.16,193.75,191.64
193.20,192.71,193.55,192.00
192.80,190.72,193.56,190.18
192.02,191.02,192.55,189.28
191.26,190.06,192.27,189.07
190.40,184.14,190.40,183.14
184.97,189.48,189.69,184.14
189.48,190.83,191.79,188.20
189.62,192.40,193.94,189.40
190.75,190.23,195.66,189.60
190.91,190.70,192.48,188.75
188.32,190.39,191.99,188.32
191.06,191.76,192.84,187.29
192.81,193.69,195.34,191.78
194.76,199.85,200.42,194.05
200.35,193.34,200.36,193.22
193.00,188.02,193.00,187.53
188.61,189.45,191.08,187.58
190.16,189.76,190.57,187.79
190.77,192.53,192.77,189.61
192.13,190.71,192.95,190.52
189.61,190.44,190.91,187.40
191.46,192.51,192.99,190.70
192.01,189.89,193.93,189.78
189.29,189.39,191.10,188.78
189.00,186.45,189.00,183.40
187.37,186.05,188.32,185.40
183.08,182.12,185.24,180.49
178.44,176.75,181.18,175.82
177.78,176.82,179.09,176.38
177.59,175.68,179.23,173.43
177.54,178.97,180.34,174.76
179.42,169.50,182.00,169.10
169.66,170.57,172.36,167.01
166.50,165.44,168.17,163.16
166.73,163.34,168.35,161.40
160.25,162.56,164.78,153.15
163.09,165.25,166.93,162.20
168.00,166.99,170.33,165.29
166.06,164.43,167.07,164.20
165.28,166.37,167.79,164.19
165.99,164.69,167.67,163.57
166.12,163.38,167.71,162.70
164.26,166.41,166.53,163.65
166.01,167.62,168.40,163.73
166.69,163.16,166.95,162.60
165.00,161.49,165.38,157.66
161.27,165.03,165.73,160.66
164.94,159.92,164.96,159.45
157.73,151.78,158.20,149.43
149.72,153.70,155.79,148.56
155.48,157.86,159.48,154.35
155.51,152.82,156.67,151.30
155.40,155.21,155.63,152.85
157.55,159.52,159.89,154.89
160.41,163.07,164.20,159.95
163.08,163.07,164.29,160.99
162.59,165.68,166.56,161.31
166.25,166.47,167.84,164.92
165.79,166.58,167.42,165.13
164.30,170.67,171.24,163.26
170.43,171.04,173.37,166.97
175.04,178.49,179.60,175.04
178.74,179.73,182.96,178.50
182.06,184.86,185.52,180.60
184.53,186.05,186.21,183.35
185.19,186.89,187.48,184.87
186.50,186.82,189.76,185.42
185.46,180.95,186.53,180.60
180.31,179.39,180.66,176.59
180.70,180.00,181.33,177.79
180.92,180.29,182.63,178.06
181.68,185.24,185.71,180.71
184.32,185.30,186.11,183.76
181.70,182.86,185.38,181.54
182.49,183.36,184.14,180.44
183.40,186.50,186.59,182.72
187.02,188.48,190.29,186.97
188.60,188.50,190.08,187.67
188.37,188.03,189.39,186.22
187.77,186.31,187.77,185.84
185.07,186.82,187.05,184.43
186.90,188.85,189.98,185.59
188.89,192.43,192.80,187.66
193.31,191.12,193.59,190.33
190.90,190.90,192.08,189.34
190.20,192.41,192.62,189.53
192.62,189.90,192.62,189.64
188.00,189.22,189.65,186.16
189.41,192.52,193.18,188.41
192.17,191.78,193.75,190.35
193.71,193.92,195.90,192.86
194.58,194.37,197.41,194.37
194.29,195.27,196.72,193.84
196.82,198.19,198.84,196.08
198.47,196.69,198.82,196.37
196.99,197.04,197.76,195.42
196.68,198.02,198.80,195.87
199.35,197.89,199.44,195.58
198.04,199.72,200.77,196.77
199.36,196.80,200.41,196.67
196.80,196.22,198.50,195.18
197.00,197.56,198.32,195.83
198.63,197.89,198.84,195.79
197.99,197.28,198.52,195.64
195.59,192.83,196.98,192.38
192.74,192.63,193.32,190.16
194.11,196.05,196.68,193.12
194.50,193.18,195.20,192.64
191.84,192.72,193.50,190.93
192.40,193.53,196.07,192.21
194.10,195.58,199.53,192.32
196.12,195.96,198.05,195.51
196.39,200.55,200.57,196.39
199.90,196.63,200.63,196.34
197.74,195.98,197.74,194.14
195.58,194.42,197.53,193.85
194.96,194.53,195.69,193.65
194.26,193.49,195.65,191.84
192.89,192.39,195.02,191.54
191.51,191.17,193.29,189.55
192.54,193.08,194.93,192.20
193.11,192.44,193.43,192.07
193.53,196.83,197.52,193.06
197.12,196.40,198.11,196.22
196.64,196.00,197.00,195.51
196.10,197.64,198.09,196.09
197.69,196.69,198.19,195.55
195.37,198.15,198.25,195.28
197.96,199.11,199.11,196.85
198.57,198.50,199.11,196.48
199.52,197.21,199.52,196.19
197.76,200.56,201.41,197.27
200.61,201.03,201.78,200.05
200.00,199.47,200.69,198.56
198.09,195.28,199.29,194.86
194.03,192.59,195.46,192.55
191.65,191.59,193.01,189.66
192.51,192.77,194.58,191.75
191.53,192.81,193.16,190.36
192.74,192.44,193.67,191.19
195.01,195.66,198.38,192.76
196.69,196.23,197.18,195.18
196.07,195.30,197.52,195.12
197.52,197.85,197.95,195.87
190.01,185.48,190.80,184.53
183.11,177.96,184.29,177.34
181.51,184.42,184.42,180.71
186.40,188.23,189.12,184.92
188.95,189.76,190.36,186.52
189.79,189.37,192.00,187.39
187.62,186.19,188.42,184.49
185.48,188.43,188.56,183.90
188.79,189.20,190.04,187.05
191.23,194.20,195.78,191.23
194.98,195.86,196.40,194.59
197.77,195.82,197.77,195.77
197.13,196.66,197.13,195.11
198.44,197.43,198.48,196.58
198.18,199.96,200.44,197.05
200.63,199.76,200.83,199.14
199.62,198.82,200.46,197.88
199.75,201.17,202.28,198.11
201.01,198.88,201.47,198.13
199.50,203.07,203.18,198.53
203.45,204.80,204.91,201.55
204.77,205.06,205.21,202.72
206.07,204.87,208.47,203.69
204.90,207.00,207.27,204.90
206.74,208.94,209.42,205.96
209.11,209.91,210.60,206.82
209.94,208.29,211.50,206.73
207.76,208.58,208.58,206.42
208.58,207.70,208.59,206.16
211.11,214.02,214.05,210.38
214.02,213.03,214.93,212.79
213.39,212.39,214.81,211.70
212.52,211.84,213.03,210.51
212.30,211.83,213.15,211.36
211.79,211.96,212.37,210.36
212.00,212.77,213.57,211.98
212.41,210.46,213.30,210.30
209.88,209.18,209.94,207.07
209.26,209.79,210.93,207.57
208.85,210.19,210.99,208.47
210.19,210.33,210.75,208.75
211.73,213.08,213.97,211.39
212.53,210.39,212.53,209.68
209.96,211.13,211.92,209.81
211.53,209.69,212.70,208.59
210.25,211.23,211.96,210.17
211.57,211.69,212.20,210.89
211.20,212.78,213.25,210.66
212.86,212.75,213.55,210.71
213.99,213.97,214.56,212.99
214.46,214.95,214.98,212.40
214.79,216.22,216.58,213.57
215.81,211.38,216.02,211.38
209.26,203.53,210.30,203.53
201.87,206.35,206.90,201.31
204.75,203.65,205.65,201.88
203.61,203.87,205.16,202.84
203.97,206.54,207.04,203.37
205.57,205.42,205.70,203.85
206.48,206.37,208.20,205.71
207.98,206.10,207.98,205.48
206.73,206.42,206.83,202.96
208.23,206.68,208.26,206.02
203.69,205.75,206.53,203.43
204.58,202.54,205.04,202.42
202.61,202.87,203.46,201.93
202.94,201.52,202.94,199.71
201.18,198.86,201.69,197.70
200.03,200.34,201.12,198.22
199.47,198.91,200.80,198.20
196.59,198.59,201.02,196.59
199.18,199.83,200.81,198.29
199.69,200.86,201.75,198.92
201.11,197.77,201.11,196.67
198.52,197.90,199.80,197.50
197.06,191.99,197.71,191.89
194.27,195.20,196.37,193.50
193.79,194.90,196.02,193.36
196.65,196.46,198.10,196.15
196.01,195.63,196.89,194.71
197.87,195.57,197.87,195.18
196.39,195.40,196.72,194.04
195.10,196.57,197.05,194.06
194.95,196.87,197.59,194.09
198.38,198.30,200.53,197.74
197.14,185.90,197.65,185.71
185.39,186.79,188.50,185.39
186.99,185.69,187.78,182.68
185.58,184.70,188.31,184.43
185.44,184.30,186.11,184.11
183.43,178.98,184.38,177.81
178.21,178.59,182.49,178.00
179.60,176.98,179.86,175.52
186.10,190.75,193.01,184.14
192.95,194.73,196.28,191.26
193.82,195.19,196.08,192.37
191.67,197.77,198.58,191.03
199.11,202.38,205.26,198.21
202.29,199.61,204.31,199.00
201.04,197.25,202.43,196.88
199.55,197.16,201.23,195.99
196.64,197.56,198.15,195.59
198.62,200.27,200.51,197.49
200.39,199.97,200.40,198.98
200.66,199.75,201.69,198.71
200.58,200.19,200.75,198.58
199.95,200.70,201.58,198.58
201.01,201.00,201.75,199.61
200.36,199.37,200.99,198.31
199.94,200.10,201.60,199.17
199.91,197.44,201.48,197.44
197.51,191.48,199.16,190.97
191.88,190.00,192.96,189.44
192.03,194.96,195.27,190.92
195.75,195.00,196.59,193.59
