RTM,Guggenheim S&P 500 Equal Weight Materials ETF,NASDAQ
68.95,68.89,68.95,68.58
67.34,66.74,67.34,66.23
67.56,66.30,67.56,65.61
65.00,65.05,65.78,63.97
65.20,65.11,65.23,64.90
65.61,65.57,65.71,64.94
66.00,66.12,66.12,65.78
65.80,65.52,65.88,65.52
66.50,66.04,66.80,66.04
66.49,65.69,66.49,65.35
65.72,65.88,65.88,65.72
66.19,65.73,66.20,65.73
67.43,66.49,68.60,66.49
67.16,67.28,67.46,67.07
67.21,67.30,67.30,66.90
69.11,68.87,69.11,68.37
68.34,68.25,68.60,68.25
68.51,68.63,68.71,68.51
68.46,68.05,68.46,68.00
68.49,68.45,68.58,68.16
68.45,68.45,68.45,68.45
68.78,68.76,68.78,68.50
69.18,69.18,69.18,69.18
70.00,69.65,70.00,69.29
69.37,68.74,69.37,68.74
69.00,69.41,69.41,69.00
69.54,69.30,69.54,68.84
69.24,69.76,69.87,69.10
69.76,69.76,69.76,69.76
69.49,69.75,69.92,69.43
69.98,70.01,70.41,69.98
70.32,70.32,70.32,70.32
70.85,70.60,70.85,70.60
71.59,69.50,71.59,69.50
69.30,69.61,69.61,69.30
70.35,70.87,70.87,70.35
71.43,71.51,71.67,71.43
71.76,71.31,71.76,71.31
71.43,71.40,71.43,71.40
71.62,71.37,71.63,71.37
69.23,70.44,70.73,69.23
70.65,70.14,70.65,70.09
70.90,69.34,70.90,69.34
69.00,69.96,70.01,69.00
69.58,69.58,69.58,69.58
70.26,70.15,70.26,70.11
70.48,70.73,70.77,70.10
70.92,70.97,70.97,70.73
70.02,69.24,70.02,69.24
69.00,69.19,69.36,69.00
69.07,69.40,69.57,68.00
69.40,69.40,69.40,69.40
69.86,69.50,70.06,69.23
69.70,70.08,70.13,69.35
70.45,70.38,70.45,70.38
70.45,70.48,70.71,70.06
71.05,71.66,71.69,71.03
72.17,72.29,72.29,71.87
72.63,72.63,72.63,71.96
73.26,71.73,73.26,71.53
71.75,71.94,71.98,71.72
72.69,72.94,73.24,72.69
72.91,72.58,73.13,72.53
72.43,74.15,74.15,72.43
74.54,73.87,74.59,71.95
73.91,73.00,73.91,72.74
73.00,73.00,73.00,73.00
73.26,72.46,73.26,72.29
72.39,72.30,73.01,72.30
72.64,72.42,72.64,72.42
71.84,71.70,71.84,71.70
71.70,71.70,71.70,71.70
71.98,72.23,72.39,71.80
71.80,72.17,72.28,71.50
72.00,71.61,72.00,71.45
72.05,72.29,72.29,72.05
71.86,71.80,71.86,71.80
70.86,70.73,70.86,70.73
70.56,70.89,70.89,70.16
71.97,72.06,72.12,71.97
72.13,72.33,72.33,72.13
72.55,72.55,72.55,72.55
72.64,72.50,72.82,72.50
72.71,72.78,73.13,72.61
73.90,73.99,74.02,73.90
74.22,74.35,74.59,74.22
74.70,74.37,74.70,74.14
75.13,75.84,75.84,75.06
75.33,75.08,75.33,75.00
75.59,75.59,75.59,75.59
76.73,75.91,76.73,75.31
75.72,75.74,76.62,75.48
76.69,75.93,76.69,75.27
76.16,75.45,76.16,75.45
75.76,76.06,76.06,75.50
75.93,75.82,76.23,75.25
76.51,76.70,76.70,76.43
76.20,76.32,76.34,76.20
76.51,76.50,76.69,76.28
77.40,75.49,77.40,75.41
75.12,76.64,76.68,75.12
76.68,76.80,76.80,76.54
77.26,76.10,77.26,76.10
76.33,76.64,76.64,76.33
77.27,77.23,77.29,77.09
77.32,77.94,77.94,77.32
78.11,77.09,78.13,77.09
75.75,77.10,77.45,75.75
77.38,77.02,77.38,77.02
78.30,77.04,78.30,76.62
78.24,77.29,78.24,76.69
78.75,76.77,78.75,76.60
77.30,76.72,77.30,76.53
76.72,76.97,76.97,76.72
76.66,76.66,76.66,76.66
77.20,76.35,77.20,76.29
76.35,75.60,76.35,75.37
75.68,76.07,76.09,75.68
75.92,75.64,75.98,75.64
76.36,76.58,76.72,76.36
76.22,76.87,77.03,76.22
77.15,76.96,77.31,76.94
77.12,75.50,77.12,75.50
75.50,75.46,75.50,75.45
75.75,76.00,76.00,75.75
76.30,76.30,76.33,76.11
75.97,76.53,76.53,75.97
77.10,77.01,77.10,77.01
77.07,77.64,77.69,77.07
77.60,77.54,77.63,77.42
77.61,77.95,77.95,77.61
78.13,78.80,78.80,78.13
79.16,79.16,79.16,79.16
79.42,79.63,79.73,79.42
79.74,79.67,79.86,79.55
79.78,79.74,79.78,79.50
79.59,79.43,79.80,79.29
79.35,79.10,79.47,79.06
79.88,78.90,79.88,78.68
80.53,78.89,80.53,78.72
79.16,79.23,79.31,79.08
79.82,78.81,79.82,78.71
79.48,78.93,79.48,78.66
78.27,77.78,78.89,77.78
78.58,78.79,78.79,78.58
79.23,79.49,79.53,79.23
79.26,79.57,79.63,79.26
79.48,79.28,79.73,79.28
79.91,79.36,80.00,79.23
79.00,78.76,79.00,78.70
78.17,77.87,78.17,77.65
77.00,75.83,77.17,75.83
75.55,75.30,75.88,74.69
75.46,75.87,76.13,75.46
75.85,76.08,76.69,75.85
76.35,76.37,76.55,76.00
75.06,76.12,76.12,75.06
75.53,73.80,75.72,73.74
73.63,74.24,74.47,73.63
73.81,74.27,74.40,73.16
74.24,75.48,75.52,74.16
76.05,76.19,76.31,75.98
76.03,76.94,76.94,76.03
77.31,78.05,78.05,77.31
78.38,78.24,78.44,78.05
78.42,78.77,78.77,78.42
79.05,79.51,79.51,79.05
79.50,79.45,79.50,79.40
79.30,79.26,79.53,79.26
79.14,79.29,79.29,79.00
79.29,79.35,79.39,79.29
79.10,79.07,79.49,79.07
79.15,79.01,79.15,79.01
79.78,79.45,79.78,79.45
79.60,80.15,80.15,79.60
80.38,80.69,80.89,80.15
80.00,80.29,80.46,79.88
81.18,81.42,81.51,80.98
81.35,81.71,81.71,81.33
82.14,81.97,82.41,81.97
81.81,81.63,81.86,81.39
80.79,81.28,81.28,80.79
81.44,80.86,81.58,80.86
80.77,80.76,80.93,80.40
80.99,80.01,80.99,80.01
80.26,80.31,80.41,80.03
80.56,80.71,80.74,80.56
81.33,81.21,81.33,80.73
81.17,80.91,81.38,80.91
80.34,80.70,80.84,80.32
81.37,80.96,81.37,80.92
80.89,80.32,81.37,80.13
80.90,80.79,80.90,80.63
80.95,79.71,80.95,79.71
79.37,79.59,79.59,79.30
80.18,80.50,80.89,80.18
80.96,81.51,81.51,80.87
82.29,81.86,82.29,81.29
81.81,82.31,82.31,81.81
82.92,82.39,82.92,82.17
82.92,81.53,83.16,81.14
81.25,80.27,81.25,80.18
80.37,80.76,80.88,80.37
81.10,81.80,81.83,80.90
81.78,81.08,81.78,81.08
79.83,79.25,79.84,79.25
79.68,80.36,80.36,79.68
79.51,80.25,80.25,79.25
81.05,81.60,81.60,81.01
81.63,81.83,81.89,81.62
81.93,81.74,81.93,81.74
82.05,82.23,82.35,82.05
81.89,82.20,82.33,81.89
81.85,81.86,81.86,81.82
82.18,81.10,82.18,81.10
80.76,80.54,80.76,80.33
81.07,81.42,81.51,81.07
81.47,82.14,82.14,81.47
81.80,81.50,81.87,81.50
82.05,81.84,82.06,81.79
82.19,81.96,82.19,81.39
81.80,81.43,81.84,81.26
81.66,81.73,81.82,81.20
82.34,81.47,82.50,81.47
81.85,81.46,81.85,81.16
82.25,82.69,82.80,82.25
83.16,82.82,83.16,82.78
82.78,82.74,83.07,82.74
82.75,81.47,82.75,81.23
81.23,81.41,81.60,81.22
82.37,82.27,82.49,82.11
82.14,81.52,82.20,81.38
81.80,81.63,81.83,81.62
81.88,82.02,82.05,81.88
82.00,82.46,82.47,82.00
82.91,82.63,82.91,82.56
84.14,82.44,84.14,82.44
82.40,83.12,83.12,82.40
82.96,82.90,83.04,82.74
83.39,83.46,83.51,82.94
83.10,83.19,83.23,83.04
83.68,83.46,83.69,83.45
83.22,83.90,84.05,83.11
84.35,84.54,84.57,84.35
84.50,84.35,84.62,84.23
84.13,84.38,84.38,84.07
83.77,83.87,84.09,83.77
83.92,83.27,83.92,83.19
83.57,83.77,83.81,83.57
83.39,83.63,83.77,82.48
83.50,84.10,84.14,83.45
84.58,84.70,84.70,84.21
84.89,84.96,84.97,84.74
84.79,85.17,85.17,84.72
85.10,85.02,85.10,84.92
85.13,84.43,85.13,84.43
84.99,84.91,84.99,84.67
84.38,84.94,84.94,84.38
84.95,85.03,85.03,84.54
85.11,85.45,85.49,85.11
85.59,85.50,85.81,85.47
85.64,85.19,85.64,85.19
85.58,85.91,85.91,85.57
85.94,85.33,85.94,85.05
85.53,85.04,85.53,84.94
85.37,85.48,85.57,85.10
85.24,85.26,85.26,84.62
85.75,85.12,85.75,85.08
85.70,85.25,85.70,85.25
85.32,85.25,85.72,85.17
85.49,85.64,85.64,85.43
85.68,85.54,85.68,85.39
85.45,85.76,85.94,85.30
86.84,85.45,86.84,85.18
85.62,85.46,85.68,85.46
85.39,85.68,85.77,85.39
85.49,85.87,85.88,85.49
85.71,85.57,85.71,85.52
85.35,85.75,85.75,85.35
85.82,84.82,85.82,84.82
85.37,84.47,85.37,84.25
83.83,82.63,84.04,82.56
82.70,82.56,83.22,82.44
82.99,83.65,83.65,82.98
83.01,82.99,83.35,82.78
82.60,83.45,83.45,82.60
83.89,82.69,83.89,82.37
82.86,83.54,83.54,82.86
83.74,83.69,84.07,83.68
83.66,83.61,83.75,83.35
84.08,84.22,84.27,83.82
84.32,84.45,84.68,84.32
84.69,84.42,84.77,84.12
84.71,85.21,85.36,84.71
85.45,85.79,85.79,85.45
85.62,85.48,85.69,85.38
85.71,85.80,85.81,85.42
85.30,85.40,85.57,85.20
85.93,85.43,85.93,85.40
85.62,85.92,86.05,85.62
86.02,85.79,86.30,85.67
85.28,85.92,86.00,85.28
86.15,85.99,86.17,85.80
86.24,85.74,86.24,85.66
86.18,85.93,86.34,85.77
86.17,85.92,86.48,85.82
86.22,86.39,86.39,86.22
85.52,85.97,86.32,85.52
86.09,85.20,86.09,85.20
85.34,85.13,85.34,84.73
85.49,85.27,85.49,85.27
85.21,84.79,85.25,84.58
84.78,84.97,85.18,84.50
84.84,85.48,85.48,84.84
85.34,85.13,85.57,85.13
85.50,85.53,85.53,85.41
85.52,85.17,85.68,85.10
85.86,85.40,85.90,85.25
85.38,85.00,85.38,85.00
84.86,85.50,85.50,84.86
85.37,84.66,85.37,84.66
84.34,84.88,84.99,84.33
84.19,84.48,84.56,84.19
84.14,83.69,84.14,83.43
83.22,81.82,83.22,81.49
81.65,81.60,81.76,80.61
82.12,81.98,82.19,81.90
82.21,81.87,82.93,81.62
81.87,80.89,81.87,80.85
80.58,81.52,81.54,79.66
80.75,79.79,80.75,79.79
79.59,78.41,79.91,78.41
78.62,76.56,78.62,76.56
77.00,76.93,77.68,76.62
76.27,77.52,77.80,75.32
77.42,78.62,78.62,77.30
79.47,79.51,80.01,79.24
79.34,80.43,80.58,79.34
81.48,82.46,82.46,81.48
82.83,81.92,82.83,81.87
82.42,81.87,82.42,81.60
81.53,82.20,82.24,81.21
81.60,80.57,81.60,80.32
80.17,81.54,81.54,80.17
80.48,80.44,80.61,79.92
79.91,80.93,81.29,79.91
82.16,82.18,82.44,81.39
82.19,82.36,82.43,81.69
81.81,81.17,81.81,81.00
81.65,81.77,81.82,81.65
81.94,82.53,82.53,81.93
83.13,83.09,83.13,83.09
83.29,83.24,83.31,83.00
83.36,83.52,83.58,83.30
83.60,83.85,83.85,83.45
83.83,83.52,83.83,83.52
83.72,83.89,84.02,83.55
83.90,84.00,84.02,83.77
84.46,84.82,84.82,84.46
84.50,84.83,84.83,84.50
84.66,85.10,85.10,84.66
86.06,86.03,86.55,85.97
85.97,85.84,85.97,85.79
85.78,85.78,85.78,85.78
85.37,85.55,85.55,85.35
84.65,84.65,84.65,84.65
84.35,83.53,84.35,83.46
83.61,84.05,84.05,83.52
84.86,85.36,85.37,84.86
85.35,85.45,85.49,85.32
85.56,85.25,85.73,85.25
85.36,84.10,85.36,83.98
83.58,83.66,83.67,83.58
84.05,82.82,84.15,82.82
83.26,83.19,83.55,82.97
81.46,81.02,81.65,81.02
81.29,80.57,81.29,80.35
80.01,80.53,81.37,80.00
80.56,81.59,81.59,80.39
82.90,83.11,83.30,82.88
83.49,84.49,84.49,83.49
84.24,83.94,84.24,83.80
84.63,84.74,85.00,84.37
84.74,84.78,84.78,84.52
85.00,84.93,85.13,84.93
85.06,84.93,85.06,84.81
84.74,84.98,84.98,84.74
84.84,84.25,84.84,84.24
84.23,83.88,84.23,83.53
82.23,82.06,82.23,81.70
82.37,81.47,82.37,81.08
82.20,82.32,82.51,82.08
84.19,84.21,84.24,84.19
84.69,83.96,84.69,83.37
83.39,83.44,83.50,82.80
83.78,82.56,83.78,82.04
81.67,81.46,81.67,80.82
82.27,81.20,82.29,81.19
81.53,82.40,82.40,81.50
82.73,82.84,82.84,82.35
82.84,82.84,82.84,82.84
83.87,84.74,84.74,83.54
83.77,83.59,83.92,83.59
83.56,83.83,83.83,83.16
83.08,83.82,84.03,82.67
84.75,82.20,84.75,82.20
82.63,83.16,83.16,82.00
82.61,83.11,83.11,82.61
82.94,82.70,82.94,82.70
83.29,85.23,85.47,83.29
85.03,84.76,85.16,84.76
85.99,87.00,87.00,85.99
86.99,86.54,86.99,86.51
86.62,86.72,86.96,86.62
86.86,87.65,87.80,86.77
87.75,87.53,87.75,87.28
88.69,89.36,89.51,88.69
89.99,90.31,90.31,89.84
91.12,90.25,91.12,89.63
90.67,90.58,90.67,90.00
90.69,90.62,91.03,90.56
90.89,91.14,91.25,90.52
91.40,90.96,91.40,90.56
91.05,91.46,91.46,90.93
91.33,91.04,91.37,91.04
91.16,90.81,91.16,90.53
90.86,90.53,90.93,90.52
90.84,91.07,91.07,90.36
91.22,90.45,91.22,90.37
90.53,89.93,90.53,89.47
90.42,89.45,90.42,89.14
89.01,87.93,89.01,87.72
88.41,88.16,88.41,87.89
87.06,86.50,87.98,86.50
86.25,86.54,86.65,86.25
86.98,87.45,87.52,86.55
87.01,86.69,87.01,85.95
86.45,86.74,86.74,86.37
86.02,86.03,86.03,86.02
85.56,87.33,87.61,85.32
86.57,86.09,86.60,85.85
86.29,86.48,86.71,85.79
86.34,86.56,86.72,86.34
86.58,86.36,86.58,85.98
86.61,85.32,86.99,85.32
85.24,85.31,85.56,85.22
85.26,85.16,85.35,85.10
85.42,86.45,86.60,85.42
85.70,85.63,85.98,85.51
85.01,85.22,85.31,84.95
85.57,85.72,85.73,85.48
85.73,86.26,86.49,85.61
86.09,86.20,86.37,86.09
86.11,86.32,86.62,85.92
86.50,86.50,86.50,86.50
86.45,86.75,86.75,86.41
86.73,86.38,86.74,86.38
86.61,86.70,86.70,86.24
87.53,87.80,87.80,87.51
87.31,87.30,87.40,87.29
86.67,86.45,86.74,86.45
86.92,86.85,87.14,86.85
86.85,86.64,86.85,86.48
86.52,86.63,86.64,86.35
86.93,87.48,87.48,86.79
87.70,87.85,87.88,87.61
88.22,88.30,88.73,87.94
88.41,88.65,88.65,87.72
88.42,88.56,88.84,88.14
88.72,88.13,89.00,88.13
89.06,90.00,90.17,89.01
90.41,90.03,90.41,90.00
90.23,89.02,90.39,88.86
89.64,88.96,89.64,88.96
88.94,89.45,89.45,88.57
90.67,90.73,90.80,90.46
90.64,90.56,90.75,90.49
90.56,89.54,90.56,89.49
89.92,90.32,90.59,89.92
91.05,91.10,91.15,90.51
91.03,91.30,91.39,90.83
91.00,91.13,91.18,90.87
90.80,90.45,90.80,90.42
90.48,90.46,90.56,90.41
90.15,90.71,90.74,90.15
90.57,90.67,90.67,90.40
90.40,89.36,90.40,89.07
89.69,90.10,90.10,89.31
89.86,89.92,89.92,89.53
89.32,89.16,89.52,89.16
89.10,89.15,89.26,88.74
89.15,89.55,89.77,89.15
89.76,89.60,89.76,89.35
89.21,88.49,89.21,88.38
88.57,88.43,88.57,87.96
88.11,88.10,88.11,88.06
88.10,87.96,88.44,87.96
88.60,88.89,88.93,88.49
89.05,89.09,89.09,89.05
88.97,88.49,88.97,88.45
87.95,87.95,88.06,87.86
87.73,88.33,88.35,87.73
88.67,88.70,88.70,88.02
89.32,89.37,89.45,88.97
89.59,88.67,89.59,88.67
89.25,88.70,89.25,88.50
88.93,88.62,89.01,88.57
88.94,88.03,88.94,88.00
88.13,87.67,88.18,87.58
87.96,87.75,88.00,87.61
87.01,85.85,87.01,85.85
86.38,85.77,86.38,85.71
86.85,86.12,86.85,86.01
86.59,86.10,86.59,85.82
85.38,85.31,85.70,85.20
85.64,84.99,85.64,83.56
83.75,83.21,83.91,83.21
83.79,83.42,84.46,83.41
84.20,84.61,84.62,84.19
84.59,85.38,85.40,84.59
85.40,85.86,85.86,85.19
85.76,84.99,85.76,84.97
84.88,84.91,85.17,84.82
85.02,84.58,85.02,84.15
85.16,83.66,85.16,83.66
83.52,83.10,84.07,83.10
83.12,82.84,83.23,82.84
82.72,81.88,82.72,81.82
81.76,80.36,81.76,80.05
80.94,79.26,80.94,79.25
79.42,81.20,81.27,79.42
80.77,81.79,81.79,80.77
82.22,82.22,82.30,82.20
82.12,81.94,82.47,81.93
81.55,81.39,81.97,81.04
82.06,81.99,82.25,81.99
82.89,82.69,83.39,82.53
82.75,82.56,83.06,82.56
82.83,81.51,82.83,81.51
81.70,83.64,83.71,81.70
81.92,82.15,82.31,81.92
81.37,82.50,82.50,81.31
82.22,82.37,82.41,81.76
82.23,82.81,82.81,82.23
82.67,83.32,83.32,82.49
83.18,82.88,83.24,82.57
82.24,81.78,82.39,81.55
80.50,80.40,81.67,80.40
79.40,78.58,79.46,78.30
77.82,75.56,85.86,72.77
76.32,74.06,77.01,74.06
74.52,75.18,75.18,73.97
77.51,78.04,78.39,76.91
77.93,78.66,78.66,77.93
76.99,78.44,78.64,76.99
78.28,76.07,78.28,75.77
76.52,76.32,77.29,76.07
77.37,77.88,78.35,77.37
76.40,76.50,76.60,76.07
77.23,77.96,77.96,77.20
78.70,77.59,79.07,77.49
77.43,77.65,78.16,77.38
77.43,77.48,77.51,77.27
77.38,76.85,77.38,76.83
77.54,77.69,77.69,77.53
77.60,78.18,78.33,77.59
78.49,78.10,79.39,78.10
76.77,75.98,77.02,75.98
76.90,76.16,76.90,76.16
75.00,74.71,75.00,74.13
74.76,73.03,74.76,73.03
71.54,72.73,72.79,71.54
73.20,72.83,73.20,72.44
71.93,70.33,72.50,70.10
70.50,70.31,70.68,70.15
71.18,71.42,71.64,71.13
71.87,72.19,72.29,71.71
72.44,73.80,73.80,72.44
74.64,76.00,76.01,74.64
76.30,76.68,77.05,76.30
77.05,77.69,77.94,77.05
77.83,79.10,79.34,77.83
79.27,79.18,79.50,78.97
78.24,78.38,78.40,78.22
77.89,78.00,78.52,77.89
78.01,78.75,78.92,77.96
78.71,78.80,78.80,78.02
78.89,78.35,78.96,78.35
78.18,77.81,78.18,77.54
77.88,78.12,78.35,77.88
77.31,77.29,77.36,77.23
77.60,79.14,79.25,77.60
79.97,80.02,80.08,79.88
80.12,79.17,80.12,79.11
78.66,78.35,78.66,77.79
78.51,79.54,79.60,78.51
80.02,79.95,80.02,79.65
79.74,80.14,80.14,79.74
80.13,80.71,80.71,79.90
80.44,81.01,81.01,80.44
80.56,80.01,80.56,80.01
79.96,79.40,79.96,79.24
78.94,78.96,79.28,78.84
78.23,78.31,78.31,77.98
78.14,77.61,78.25,77.42
77.75,77.80,77.84,77.75
77.10,76.08,77.10,76.08
75.99,76.99,76.99,75.99
76.99,76.99,76.99,76.99
78.13,78.54,78.57,78.05
79.27,80.01,80.01,79.16
80.37,80.19,80.37,80.17
80.30,79.57,80.38,79.57
79.70,79.83,80.41,79.70
79.52,80.72,80.72,79.52
80.33,80.25,80.58,80.25
80.13,79.97,80.13,79.97
80.58,80.44,80.58,80.44
80.49,80.63,80.65,80.31
80.22,79.67,80.31,79.67
79.77,79.66,79.77,79.44
79.45,80.35,80.35,79.45
80.04,78.80,80.04,78.80
77.76,77.40,77.76,77.40
79.19,78.22,79.19,78.09
78.34,78.31,78.92,78.00
76.72,76.34,76.95,76.25
76.13,75.24,76.13,75.20
76.15,76.12,76.15,76.12
76.07,77.05,77.06,76.07
76.22,75.67,76.22,75.67
75.09,74.59,75.28,74.59
74.63,74.63,75.03,74.37
75.07,75.88,75.88,75.01
76.28,77.82,77.82,76.28
77.85,77.79,77.85,77.60
77.36,76.78,77.36,76.54
77.33,77.49,77.65,77.32
77.31,76.74,77.34,76.74
76.48,76.43,76.74,76.28
75.09,75.00,75.09,74.35
75.35,74.86,75.35,74.58
73.44,72.56,73.44,72.56
70.75,71.84,71.99,70.75
71.20,70.20,71.20,70.20
69.34,68.83,69.34,68.19
69.31,67.94,69.31,67.88
69.07,67.26,69.24,67.26
67.41,68.69,68.69,66.86
66.69,66.89,67.28,66.33
68.03,66.23,68.03,65.24
64.17,65.81,65.94,63.78
65.73,66.16,66.65,65.73
66.82,67.03,67.12,66.82
65.89,64.73,65.89,64.73
65.69,66.09,66.36,65.69
66.11,66.82,67.32,66.11
66.47,66.28,66.47,65.73
66.43,67.85,67.93,66.08
67.80,68.47,68.47,67.34
67.26,66.98,67.33,66.94
68.19,69.04,69.04,67.43
69.76,71.64,72.34,69.76
71.88,70.72,71.88,70.72
69.82,68.21,69.82,68.13
69.06,69.31,69.44,69.06
70.00,69.34,70.72,69.34
67.50,68.41,68.41,67.50
68.71,69.85,70.08,68.36
69.86,69.86,69.86,69.86
72.50,72.74,73.03,72.50
72.95,72.90,72.95,72.43
71.89,71.72,71.91,71.72
73.60,73.55,73.60,73.13
72.72,72.00,72.72,72.00
71.06,72.83,72.83,71.06
72.74,73.46,73.46,72.53
74.90,74.90,74.90,74.90
74.84,74.92,74.92,74.83
75.42,75.89,76.07,75.42
76.04,76.38,76.38,75.74
77.06,77.04,77.06,77.00
78.00,77.94,78.77,77.94
77.71,78.65,78.74,77.71
77.84,77.05,77.93,76.83
76.89,77.48,77.50,76.89
77.33,77.68,78.32,77.33
79.29,79.05,79.29,79.05
79.16,79.33,79.41,78.88
78.04,78.01,78.04,77.80
78.23,79.69,79.75,77.90
80.17,81.65,81.95,80.01
82.23,81.33,82.23,80.95
80.80,80.88,81.00,80.80
80.62,81.19,81.37,80.62
80.46,80.28,80.46,80.27
79.15,79.36,79.38,78.68
79.71,80.03,80.20,79.30
79.38,80.56,80.56,79.25
80.87,80.86,80.87,80.48
80.83,80.38,80.83,80.29
79.39,80.92,80.96,79.39
81.13,79.76,81.13,79.76
79.36,79.18,79.38,79.10
79.38,79.91,79.96,78.72
79.43,78.95,79.43,78.73
79.61,79.73,80.52,79.61
80.80,80.63,81.33,80.43
80.46,81.39,81.39,80.20
81.77,82.31,82.40,81.77
82.60,82.11,82.60,81.84
82.17,82.61,82.62,82.17
82.17,83.28,83.28,82.17
83.60,84.99,85.09,83.60
85.08,85.28,85.57,84.80
85.12,84.81,85.58,84.72
85.04,85.28,85.41,85.00
85.22,84.44,85.22,84.15
84.56,85.49,85.55,84.56
85.64,86.53,86.68,85.57
86.47,85.59,86.54,85.59
85.78,85.25,85.78,84.89
85.49,85.79,85.81,85.22
85.14,84.39,85.14,84.19
84.45,83.74,84.45,83.45
84.19,83.46,84.19,83.34
83.94,84.04,84.24,83.71
83.99,83.08,83.99,82.85
83.41,84.53,84.53,83.41
84.69,84.30,84.90,84.30
84.99,84.27,85.00,83.86
83.45,83.22,84.11,83.05
83.16,84.85,84.89,83.16
84.45,84.38,85.09,84.35
84.04,82.96,84.59,82.57
82.71,83.08,83.08,82.37
84.04,83.48,84.04,83.40
84.37,84.27,84.71,84.27
84.73,84.60,84.81,84.44
85.48,85.93,86.04,85.18
86.05,85.10,86.44,85.01
84.76,84.93,85.05,84.76
85.54,84.72,85.54,84.38
84.04,84.76,84.76,83.81
84.35,84.87,84.95,84.16
85.16,85.96,85.96,85.02
86.18,87.18,87.18,86.18
87.22,87.30,87.55,87.22
87.70,87.89,88.04,87.50
87.35,87.06,87.58,86.48
86.25,86.16,86.40,86.16
86.21,85.03,86.54,85.03
84.86,84.32,84.86,83.78
85.37,84.86,85.45,84.86
84.72,84.97,84.97,83.60
84.53,85.00,85.05,84.53
86.37,85.94,86.45,85.88
85.59,85.50,85.71,85.11
85.75,85.55,85.75,85.54
86.53,86.91,86.95,86.53
83.48,83.00,84.80,83.00
82.33,79.43,82.33,79.18
80.42,80.73,80.75,80.15
82.13,82.17,82.24,81.81
82.54,83.62,83.70,82.54
84.00,84.06,84.50,83.64
82.30,82.08,82.30,81.79
82.00,82.62,82.65,81.54
83.46,82.96,83.64,82.56
83.62,85.25,85.25,83.62
85.66,85.67,85.80,85.30
86.28,87.63,87.70,86.28
87.40,87.65,87.72,87.28
88.15,88.43,88.61,88.15
88.59,88.90,89.05,88.59
88.71,89.17,89.17,88.13
88.76,88.45,88.77,88.30
88.01,88.65,88.83,87.98
88.49,87.87,88.83,87.87
88.12,88.02,88.39,88.02
87.72,87.86,87.86,87.36
88.03,88.85,88.85,88.03
89.19,88.84,89.20,88.34
88.27,88.67,88.78,88.24
88.10,88.00,88.10,87.26
87.66,87.13,87.66,87.13
87.49,86.91,87.53,86.44
86.83,87.36,87.56,86.83
88.21,87.51,88.21,87.28
87.85,87.94,88.00,87.85
88.16,88.31,88.40,88.16
88.49,87.90,88.67,87.80
88.29,87.83,88.37,87.82
87.85,88.49,88.51,87.85
88.57,87.49,88.57,87.34
88.71,88.53,88.75,88.53
88.69,87.98,88.70,87.98
87.76,87.79,87.79,87.03
87.93,88.09,88.09,87.87
87.90,88.05,88.05,87.90
87.87,88.16,88.16,87.55
89.25,89.16,89.25,89.05
87.86,87.64,88.06,87.61
87.65,88.02,88.10,87.64
88.88,87.31,88.88,87.17
87.50,88.32,88.47,87.50
88.38,88.25,88.85,88.03
88.02,87.52,88.02,87.35
87.70,87.65,87.73,87.08
88.34,88.48,88.52,88.21
89.14,88.46,89.14,88.08
88.52,88.39,88.52,88.00
88.31,87.88,88.31,87.86
86.91,85.08,86.91,84.91
84.26,85.94,86.12,84.26
85.02,84.09,85.02,84.00
84.14,83.95,84.38,83.69
83.87,84.78,84.80,83.87
84.49,84.10,84.49,83.85
84.47,84.45,84.74,84.42
84.60,84.15,84.60,84.11
84.47,85.37,85.38,84.44
86.27,86.18,86.58,85.94
86.05,85.80,86.10,85.57
85.49,85.20,85.89,85.20
84.71,85.35,85.35,84.67
85.46,86.64,86.65,85.29
86.63,86.06,86.86,86.06
86.91,86.97,87.13,86.90
86.31,86.55,86.74,86.01
85.89,84.85,86.45,84.85
85.46,85.51,86.01,85.38
85.58,86.04,86.04,85.58
86.44,84.30,86.44,84.30
84.45,84.70,85.34,84.45
84.00,83.31,84.00,82.78
82.98,83.04,83.08,82.82
82.94,82.34,82.94,81.09
82.77,82.63,82.90,82.60
82.19,82.86,82.89,82.19
83.12,83.76,83.76,83.12
84.14,84.69,84.69,83.90
85.75,84.45,85.75,83.75
83.97,84.36,84.43,83.45
84.66,84.51,84.74,84.23
84.01,83.79,84.26,83.79
83.69,84.12,84.20,83.69
83.61,83.96,84.23,83.61
84.31,84.26,84.98,84.26
84.21,84.63,84.83,84.21
85.28,84.25,85.43,83.54
84.49,83.71,84.49,83.54
83.99,83.55,84.16,83.55
82.88,84.53,84.78,82.88
85.47,85.62,85.90,85.11
85.78,86.13,86.46,85.38
85.01,88.45,88.71,85.01
89.48,89.77,90.32,89.10
90.46,88.91,90.46,87.97
89.08,89.06,89.30,88.36
88.87,89.46,89.56,88.67
89.45,89.12,89.45,88.79
89.13,89.19,89.32,88.73
89.23,89.07,89.23,88.85
89.79,90.20,90.33,89.62
90.96,90.58,90.96,90.02
90.70,91.11,91.27,90.22
91.28,91.19,91.40,91.17
91.16,90.50,91.28,90.48
90.00,90.52,90.79,89.99
91.52,91.58,91.65,91.06
92.21,91.04,92.21,91.02
