FXE,Guggenheim CurrencyShares Euro Currency Trust,NASDAQ
132.70,131.57,132.89,131.39
130.88,130.93,131.16,130.41
130.40,130.04,130.52,129.77
129.54,130.02,130.22,129.50
129.82,129.75,129.91,129.43
129.16,128.86,129.22,128.64
129.08,129.16,129.34,128.80
129.37,128.93,129.41,128.68
129.12,129.42,129.43,128.91
128.75,128.52,129.13,128.41
128.40,128.88,129.05,128.39
127.14,127.10,127.22,126.96
127.36,127.47,127.58,127.31
127.37,126.64,127.41,126.30
126.98,127.60,128.23,126.91
129.15,129.78,129.95,128.89
128.91,129.43,129.62,128.85
129.19,129.44,129.49,129.04
129.89,130.41,130.47,129.81
130.36,129.95,130.36,129.59
129.60,129.82,129.93,129.40
129.89,130.17,130.24,129.83
130.56,130.59,130.89,130.51
130.59,130.97,131.10,130.53
130.84,130.67,131.12,130.48
130.88,131.56,131.58,130.85
131.44,131.52,131.63,131.29
131.24,131.34,131.42,131.10
131.59,131.30,131.64,131.05
130.99,131.74,132.11,130.87
131.22,130.74,131.37,130.31
131.24,131.55,131.62,131.19
131.20,131.31,131.32,131.02
131.62,131.74,131.91,131.51
131.74,132.07,132.10,131.64
132.28,132.54,132.67,132.26
132.24,132.12,132.32,132.00
131.54,131.71,131.81,131.51
131.24,131.33,131.38,131.03
131.30,131.29,131.37,131.17
131.01,132.23,132.28,130.75
132.42,132.00,132.45,131.79
132.23,132.04,132.23,132.04
133.00,132.89,133.17,132.80
132.50,132.21,132.60,132.03
132.07,132.21,132.37,131.94
132.12,132.52,132.74,132.12
132.51,132.36,132.53,132.28
132.37,132.55,132.65,132.36
132.12,132.05,132.12,131.70
131.09,131.08,131.16,130.87
130.83,130.84,130.89,130.44
130.38,130.42,130.46,130.07
130.31,130.78,130.84,130.31
130.32,129.83,130.38,129.79
130.07,130.40,130.53,130.06
130.82,131.26,131.45,130.79
131.20,131.34,131.41,131.16
131.32,131.80,131.87,131.30
131.38,131.63,131.86,131.31
131.58,131.68,131.71,131.21
132.36,131.99,132.38,131.92
132.19,132.22,132.24,132.05
132.10,133.68,133.71,132.00
134.14,133.87,134.23,133.69
133.91,133.83,133.96,133.60
133.70,133.55,133.74,133.41
133.40,133.31,133.55,133.30
133.56,133.87,133.92,133.56
133.53,133.43,133.69,133.33
134.06,133.81,134.23,133.76
133.98,133.85,134.02,133.79
134.17,133.93,134.21,133.75
134.53,134.46,134.63,134.36
134.52,134.82,135.00,134.47
134.48,134.10,134.61,133.96
134.28,134.34,134.41,134.02
134.44,134.31,134.64,134.22
133.61,133.81,133.84,133.44
133.69,133.78,134.00,133.63
134.22,134.07,134.32,133.81
134.42,134.24,134.49,134.18
133.47,133.74,133.90,133.41
134.04,133.82,134.06,133.30
135.14,135.35,135.36,135.11
135.27,135.37,135.55,135.24
135.12,135.36,135.42,135.10
135.90,136.34,136.46,135.88
136.22,136.31,136.47,136.16
136.71,136.54,136.71,136.46
136.46,136.58,136.65,136.42
136.33,136.38,136.62,136.29
136.20,135.97,136.62,135.89
136.03,135.84,136.36,135.50
135.07,134.29,135.11,134.29
133.58,133.45,133.60,133.35
133.54,133.74,133.77,133.52
133.22,133.27,133.37,133.05
133.67,133.77,134.01,133.65
132.19,132.74,133.00,132.05
132.21,132.13,132.24,131.74
132.57,132.67,132.70,132.51
132.91,132.89,133.09,132.78
132.90,133.15,133.23,132.46
133.00,133.13,133.35,132.87
133.39,133.42,133.49,133.24
133.80,133.54,133.93,133.48
133.57,133.91,133.98,133.43
133.89,132.82,133.94,132.67
133.12,133.20,133.44,132.93
133.69,133.98,134.03,133.66
133.56,133.70,133.71,133.40
133.77,134.17,134.25,133.71
134.38,134.20,134.45,134.10
134.52,134.33,134.66,134.31
133.89,133.88,134.09,133.78
134.28,134.36,134.62,134.18
133.79,134.33,134.54,133.77
134.80,135.16,135.24,134.70
135.17,135.49,135.52,135.14
135.66,135.84,135.91,135.62
136.17,136.13,136.38,136.04
136.35,136.31,136.54,136.09
136.08,135.99,136.22,135.84
135.82,135.83,135.83,135.59
135.99,136.10,136.29,135.90
135.87,136.08,136.18,135.70
135.98,135.40,136.56,135.25
135.24,135.02,135.25,134.98
135.00,135.24,135.52,134.97
135.36,135.39,135.60,135.32
135.06,135.28,135.28,134.99
135.26,135.37,135.42,135.25
136.45,135.82,136.50,135.75
136.33,136.40,136.60,136.31
136.09,135.99,136.33,135.90
134.92,135.09,135.18,134.72
134.60,134.25,134.62,134.25
134.52,134.79,134.95,134.51
134.73,134.58,134.82,134.40
134.47,134.26,134.60,133.99
134.16,134.46,134.53,134.10
134.78,135.08,135.28,134.78
134.95,135.16,135.19,134.85
135.14,135.23,135.30,135.08
134.45,134.44,134.49,134.23
134.76,134.62,134.86,134.27
134.18,133.67,134.26,133.61
133.84,134.00,134.10,133.72
134.04,133.90,134.13,133.81
134.99,135.36,135.40,134.96
135.29,135.17,135.37,135.11
135.10,135.14,135.20,134.97
135.25,135.11,135.25,134.93
135.11,134.96,135.13,134.44
134.13,133.89,134.29,133.84
133.47,133.29,133.55,133.20
133.30,133.68,133.77,133.25
133.49,133.56,133.61,133.35
133.55,133.79,133.85,133.44
134.43,134.30,134.55,134.26
134.30,134.75,134.78,134.24
134.70,134.82,134.89,134.67
134.75,134.78,135.16,134.73
134.02,134.29,134.35,134.02
135.07,135.16,135.19,135.00
135.34,135.33,135.37,135.19
135.94,135.92,135.99,135.84
135.93,135.68,136.00,135.60
135.49,135.55,135.62,135.24
135.54,135.71,135.91,135.50
135.57,135.66,135.82,135.44
135.89,135.73,136.01,135.51
135.30,135.19,135.30,134.96
135.09,135.42,135.60,135.07
136.41,136.35,136.57,136.24
136.06,135.63,137.00,135.61
135.86,135.72,135.94,135.63
135.52,135.62,135.81,135.45
136.63,136.89,137.04,136.63
136.99,137.03,137.11,136.93
137.10,137.01,137.18,136.94
136.83,136.89,137.07,136.83
137.23,137.40,137.44,137.11
137.74,136.90,137.87,136.77
137.18,137.38,137.67,137.13
137.32,137.54,137.76,137.32
137.31,137.63,137.64,137.11
137.47,136.63,137.54,136.08
136.00,136.06,136.22,135.81
136.10,136.26,136.40,136.09
136.09,136.67,137.04,135.97
136.19,136.57,136.73,135.82
136.19,136.26,136.38,136.07
135.97,135.71,136.08,135.62
135.93,135.83,136.00,135.74
136.15,136.03,136.36,135.93
136.32,136.23,136.42,136.18
136.07,135.94,136.17,135.82
135.52,135.41,135.57,135.31
135.29,135.31,135.46,135.02
135.53,135.71,135.78,135.53
136.34,136.23,136.38,136.14
136.36,136.84,136.84,136.25
136.89,137.09,137.26,136.78
137.06,137.06,137.25,137.00
136.51,136.42,136.55,136.35
136.31,136.35,136.58,136.21
136.48,136.41,136.58,136.31
136.71,136.40,136.74,136.36
136.39,136.19,136.39,136.12
136.39,136.27,136.42,136.14
136.50,136.42,136.69,136.37
136.30,136.50,136.57,136.27
136.73,136.57,136.74,136.56
136.87,136.74,136.94,136.64
136.54,136.36,136.54,136.31
136.93,136.94,137.00,136.78
137.02,136.89,137.02,136.87
136.37,136.95,137.02,136.36
137.07,137.00,137.08,136.97
137.58,137.52,137.59,137.42
137.50,137.37,137.59,137.33
137.12,136.70,137.14,136.70
136.14,135.81,136.17,135.69
135.93,135.81,135.95,135.77
135.51,135.28,135.54,135.15
135.29,135.35,135.44,135.27
134.99,135.33,135.56,134.92
135.37,135.23,135.42,135.20
135.47,135.32,135.57,135.27
135.25,135.25,135.29,135.11
134.81,135.12,135.12,134.58
134.76,134.80,134.87,134.70
134.53,134.54,134.66,134.47
134.56,134.56,134.62,134.38
134.24,134.18,134.28,134.13
134.28,134.29,134.47,134.20
134.58,134.52,134.72,134.40
134.35,134.20,134.47,134.12
134.58,134.46,134.67,134.41
134.40,134.23,134.46,134.20
133.82,134.81,134.91,133.76
134.71,134.65,134.75,134.46
134.20,134.11,134.20,134.05
133.72,133.67,133.76,133.59
133.73,133.49,133.73,133.48
133.59,133.88,133.94,133.56
133.68,133.59,133.68,133.44
133.78,133.94,134.00,133.75
133.68,133.63,133.72,133.59
133.94,134.07,134.18,133.70
134.47,134.26,134.60,134.22
133.98,134.15,134.20,133.95
134.22,134.22,134.27,134.04
134.40,134.24,134.42,134.06
134.60,134.50,134.65,134.47
134.23,134.32,134.37,133.97
134.49,134.64,134.68,134.47
134.81,135.12,135.16,134.75
135.07,134.98,135.17,134.95
134.69,134.74,134.80,134.63
134.40,134.25,134.40,134.16
134.09,134.25,134.29,134.09
134.18,134.29,134.34,134.15
134.27,134.58,134.64,134.22
134.26,134.29,134.29,134.06
134.19,134.24,134.26,134.13
134.40,134.34,134.44,134.25
134.19,133.82,134.28,133.80
133.50,133.43,133.57,133.39
133.49,133.44,133.50,133.34
133.20,133.44,133.49,133.16
133.46,133.38,133.46,133.34
132.89,132.84,132.93,132.80
132.89,132.78,132.89,132.73
132.85,132.79,132.89,132.76
132.52,132.50,132.60,132.40
132.54,132.50,132.61,132.49
132.32,132.29,132.40,132.23
131.99,132.10,132.22,131.86
132.01,132.09,132.17,131.96
132.35,132.38,132.61,132.25
132.37,132.40,132.42,132.27
132.02,131.94,132.06,131.76
131.72,131.95,132.03,131.63
131.76,131.83,131.84,131.56
132.09,132.27,132.48,132.07
132.05,132.03,132.05,131.97
131.74,131.84,131.86,131.61
132.10,131.79,132.10,131.75
132.11,131.86,132.22,131.76
132.02,132.11,132.27,131.94
132.00,131.79,132.00,131.69
131.43,131.38,131.43,131.29
131.08,130.78,131.12,130.72
130.85,130.94,131.03,130.79
130.94,130.60,131.00,130.38
130.12,130.09,130.22,130.08
130.18,129.86,130.24,129.82
129.98,130.12,130.25,129.85
129.85,130.01,130.02,129.77
129.92,129.54,130.05,129.51
129.40,129.44,129.50,129.32
129.62,129.64,129.65,129.49
128.43,127.66,128.45,127.40
127.84,127.70,127.98,127.64
127.57,127.20,127.70,127.00
127.07,127.67,127.76,127.00
127.20,127.35,127.51,127.03
127.63,127.35,127.68,127.33
127.35,127.65,127.96,127.30
127.49,127.58,127.69,127.49
127.64,127.74,128.11,127.53
127.77,126.89,127.92,126.72
127.07,127.36,127.46,127.04
126.74,126.54,126.76,126.49
126.61,126.69,126.69,126.36
126.99,126.76,127.08,126.63
126.01,126.00,126.19,125.94
125.38,125.65,125.83,125.31
125.36,125.00,125.40,124.96
125.22,125.10,125.30,124.98
124.14,124.48,124.54,124.13
124.30,124.38,124.58,124.12
124.94,124.85,125.18,124.45
123.43,123.33,123.52,123.22
123.66,124.65,124.93,123.65
124.67,124.82,125.00,124.36
124.90,125.58,125.67,124.72
125.26,125.06,125.50,124.84
124.69,124.31,124.69,124.24
125.07,125.09,125.17,124.84
124.72,124.76,124.97,124.60
126.14,126.18,127.01,125.62
125.75,126.17,126.56,125.50
125.97,125.73,126.11,125.62
125.70,126.16,126.31,125.70
125.52,125.31,125.65,125.29
124.92,124.62,124.95,124.54
124.76,124.65,124.78,124.46
124.98,124.81,125.10,124.76
124.99,125.19,125.36,124.95
125.67,125.51,125.67,125.31
125.53,124.52,125.82,124.46
124.20,124.17,124.46,124.10
123.15,123.49,123.60,123.08
123.18,123.09,123.21,122.88
123.27,123.61,123.89,123.22
123.03,122.94,123.12,122.78
122.43,121.95,122.63,121.91
122.30,122.67,122.86,122.21
122.94,122.34,122.94,122.34
122.37,122.94,123.14,122.28
122.84,122.48,123.01,122.35
122.84,122.95,123.07,122.71
122.36,123.43,123.62,122.28
122.95,122.63,122.97,122.60
123.36,123.47,123.57,123.17
123.64,123.57,124.22,123.37
123.72,123.56,123.80,123.33
122.31,122.08,122.48,121.90
122.31,122.55,122.58,122.25
122.43,122.90,122.98,122.43
123.01,123.22,123.42,122.99
122.96,122.46,122.99,122.42
122.98,122.86,123.20,122.82
122.29,121.95,122.29,121.90
121.27,121.27,121.40,121.14
121.92,121.95,122.68,121.73
121.20,121.03,121.23,120.82
120.92,121.25,121.54,120.83
122.05,121.83,122.60,121.78
122.06,122.55,122.59,122.00
122.11,122.02,122.18,121.83
122.83,122.63,122.95,122.45
122.47,122.45,122.88,122.26
123.39,123.24,123.43,122.90
122.75,121.54,122.84,121.35
120.96,121.00,121.11,120.82
120.96,120.39,121.14,120.35
120.75,120.40,120.77,120.31
119.94,119.84,120.04,119.81
120.07,120.03,120.13,119.99
119.93,119.91,119.97,119.83
120.12,119.67,120.18,119.57
119.84,119.67,119.93,119.64
119.34,119.14,119.48,119.11
118.42,118.20,118.46,118.16
117.27,117.54,117.66,117.26
117.09,117.16,117.73,117.05
116.37,116.49,116.74,116.19
116.05,116.08,116.36,115.91
115.96,116.61,116.62,115.90
116.35,116.53,116.63,116.27
115.86,115.88,116.17,115.72
116.21,116.06,116.31,115.90
114.88,114.40,114.92,113.89
113.62,113.91,114.09,112.83
114.04,113.73,114.11,113.63
114.54,114.09,114.99,113.82
113.03,111.83,113.37,111.74
110.40,110.33,111.13,110.31
110.75,110.88,111.20,110.71
111.89,112.03,112.43,111.57
111.64,111.11,111.90,111.06
111.59,111.44,111.90,111.02
111.34,111.22,111.45,111.01
111.36,111.58,111.82,111.35
112.50,113.03,113.49,112.41
112.55,112.12,112.66,112.00
112.50,113.06,113.16,112.39
111.61,111.40,111.79,111.33
111.29,111.45,111.75,111.29
111.24,111.36,111.47,111.17
111.33,111.15,111.34,111.01
111.73,112.31,112.41,111.70
112.22,112.16,112.48,112.05
112.27,112.38,112.42,112.02
111.98,112.17,112.29,111.55
111.93,111.80,112.14,111.77
111.12,111.94,112.45,111.07
111.45,111.53,111.78,111.37
111.44,111.62,111.76,111.10
111.62,111.84,111.85,111.59
110.69,110.17,110.69,110.06
110.24,110.12,110.46,109.95
110.45,110.00,110.54,109.97
110.01,109.94,110.37,109.92
109.47,108.98,109.48,108.83
108.50,108.51,108.72,108.11
107.00,106.75,107.12,106.66
106.91,106.78,106.96,106.63
105.76,105.26,106.17,105.19
104.10,103.67,104.35,103.42
104.42,104.45,104.73,104.18
104.03,103.08,104.05,102.92
104.03,104.01,104.47,103.92
104.58,104.19,104.76,104.13
104.34,106.64,106.64,104.25
104.95,104.69,105.14,104.39
106.22,106.32,107.03,105.77
107.46,107.84,107.89,107.05
107.58,107.44,107.63,107.11
108.01,107.88,108.10,107.70
108.02,107.07,108.06,106.77
106.98,107.16,107.63,106.77
106.63,106.32,106.83,106.31
105.61,105.71,105.93,105.44
105.96,105.80,106.15,105.52
106.91,106.99,107.23,106.81
108.32,107.59,108.51,107.29
106.71,106.34,107.03,106.33
106.73,106.03,106.76,105.86
105.66,104.77,105.66,104.60
104.33,104.33,104.57,104.07
104.04,104.03,104.24,103.83
104.88,104.71,105.27,104.67
104.75,105.07,105.22,104.08
105.52,105.89,106.35,105.06
105.78,106.36,106.40,105.69
105.55,105.55,105.86,105.44
105.10,105.54,105.98,105.03
105.52,105.45,105.66,105.32
105.64,106.43,106.61,105.53
106.69,106.81,106.93,106.23
106.71,107.04,107.40,106.62
107.42,107.89,108.03,107.40
108.77,109.25,109.96,108.63
109.39,110.37,110.75,109.30
110.70,110.15,110.95,109.84
109.83,109.62,109.83,109.41
109.57,110.03,110.30,109.29
110.97,111.55,111.74,110.89
110.94,110.75,111.02,110.46
110.57,110.14,110.63,109.91
109.49,109.61,109.80,109.40
110.39,110.20,110.70,110.18
111.21,111.48,111.85,111.15
112.16,112.10,112.16,111.48
111.53,112.51,112.68,111.41
111.75,111.14,111.80,111.03
109.46,109.55,109.72,109.26
109.14,109.13,109.50,108.77
109.23,109.22,109.47,109.13
108.48,108.14,108.49,108.10
107.16,106.82,107.29,106.72
106.43,107.09,107.17,106.38
107.03,107.52,107.65,106.79
107.76,107.91,108.11,107.63
107.75,107.31,107.84,106.96
109.20,109.47,109.92,109.11
109.76,110.77,110.86,109.76
110.56,110.39,111.18,110.28
108.66,109.13,109.39,108.55
110.01,110.85,110.94,109.87
110.52,110.74,110.90,110.24
111.41,111.27,111.48,110.75
110.15,110.69,110.75,110.08
110.27,110.53,110.94,110.14
110.18,110.81,110.92,110.18
110.39,110.40,110.53,110.15
110.73,111.38,111.54,110.10
112.00,111.72,112.33,111.38
111.25,111.41,111.61,111.22
111.57,111.31,112.06,111.20
109.50,109.66,109.96,109.44
109.75,109.94,110.17,109.69
110.04,110.03,110.12,109.79
109.72,109.70,109.95,109.31
109.11,110.37,110.75,109.11
109.99,109.46,110.02,109.09
108.80,108.53,109.08,108.42
108.80,108.81,109.09,108.74
108.27,108.51,108.88,108.22
107.43,108.14,108.49,107.28
108.53,108.70,108.88,108.25
108.46,108.25,108.66,107.92
109.78,109.41,109.90,109.17
108.49,107.98,108.53,107.95
108.51,108.03,108.51,107.93
107.70,107.52,107.71,107.29
106.80,106.80,107.24,106.75
106.72,106.47,106.72,106.43
106.38,106.37,106.70,106.27
106.80,107.36,107.66,106.72
107.00,107.17,107.17,106.69
107.62,107.93,108.12,107.57
107.49,107.75,107.88,107.42
108.86,108.90,109.21,108.80
108.33,108.56,108.58,108.25
108.28,107.77,108.71,107.63
107.24,107.29,107.33,106.92
108.95,107.79,109.05,107.61
107.63,107.49,107.81,107.40
107.58,106.88,107.76,106.81
106.88,107.03,107.08,106.49
106.91,107.25,107.31,106.91
106.76,107.52,107.73,106.66
107.42,108.10,108.34,107.42
108.73,108.35,108.77,108.05
109.51,109.63,110.04,109.49
108.93,109.44,109.44,108.82
109.25,108.96,109.48,108.92
109.05,108.71,109.07,108.53
108.19,108.24,108.38,108.10
108.16,109.19,109.23,108.16
109.60,110.05,110.08,109.43
110.85,111.50,111.61,110.70
114.00,113.77,114.81,113.00
112.57,112.76,112.79,111.79
111.55,111.22,112.19,111.08
110.15,110.31,110.64,109.90
110.31,109.74,110.40,109.45
110.26,110.05,110.26,109.68
110.47,110.85,110.97,110.22
110.14,110.15,110.35,110.03
109.16,109.10,109.38,108.76
109.02,109.31,109.62,108.82
109.63,109.84,109.98,109.53
109.23,109.93,109.93,109.23
109.85,110.62,110.76,109.85
110.66,111.22,111.30,110.61
110.87,111.06,111.06,110.66
110.87,110.50,110.94,110.42
110.53,110.68,111.02,110.53
110.94,112.19,112.21,110.78
111.89,110.63,112.00,110.52
110.28,109.79,110.35,109.65
109.37,109.16,109.38,108.97
109.41,109.64,109.95,109.24
110.41,110.06,110.75,109.97
109.44,109.88,109.94,109.42
109.33,110.13,110.26,109.33
109.86,110.32,110.47,109.86
109.69,109.58,109.76,109.40
109.48,109.69,109.89,109.47
110.81,109.85,110.97,109.82
109.94,109.64,110.05,109.55
110.01,110.57,110.59,109.95
110.24,110.23,110.43,109.91
110.29,110.52,111.04,110.23
111.24,111.29,111.60,111.12
111.44,111.37,111.53,111.34
111.56,111.60,111.68,111.32
112.07,112.58,112.63,111.84
111.58,111.51,111.92,111.40
111.40,111.28,111.65,111.23
111.16,111.02,111.18,110.83
111.39,111.13,111.39,111.09
111.21,111.13,111.36,111.12
109.54,108.90,109.64,108.86
108.24,107.95,108.35,107.78
107.88,108.28,108.45,107.88
108.37,108.23,108.39,108.12
108.58,107.05,108.74,106.79
107.04,107.54,107.63,107.04
108.13,107.76,108.49,107.70
108.19,107.95,108.23,107.76
107.44,107.45,107.48,107.18
106.63,106.43,106.80,106.26
106.70,106.58,106.72,106.39
105.12,105.30,105.34,105.03
105.11,105.37,105.63,105.09
104.75,104.97,105.05,104.59
105.25,105.23,105.35,104.89
105.18,105.88,106.08,105.15
105.21,105.34,105.36,104.97
105.08,104.69,105.08,104.57
104.42,104.31,104.60,104.15
104.49,104.36,104.58,104.01
105.09,105.13,105.44,104.85
104.87,104.25,104.90,104.24
104.17,104.09,104.39,103.78
104.32,104.29,104.46,104.12
103.69,103.97,104.21,103.51
103.62,103.81,103.86,103.58
103.64,103.49,103.68,103.43
104.01,104.16,104.18,103.87
103.75,103.97,104.08,103.36
105.82,107.27,107.54,105.70
106.97,106.51,107.25,106.15
105.85,106.23,106.35,105.85
106.63,106.69,106.77,106.44
107.49,107.88,108.15,107.24
107.32,107.22,107.41,107.01
107.62,107.62,108.01,107.35
107.69,107.59,108.20,107.57
107.34,106.94,107.34,106.80
107.01,106.93,107.84,106.62
106.16,105.94,106.42,105.78
105.89,106.47,106.49,105.86
106.65,106.95,107.11,106.58
107.33,107.21,107.54,107.19
106.84,106.96,106.96,106.43
107.12,107.24,107.32,107.12
107.46,107.42,107.56,107.30
106.94,107.06,107.12,106.72
107.09,107.02,107.09,106.74
106.51,106.40,106.71,106.26
106.21,106.02,106.30,105.54
105.23,105.24,105.27,104.85
105.12,105.62,105.72,105.12
106.26,107.04,107.08,105.98
106.42,106.88,106.90,106.24
106.33,106.20,106.66,106.20
106.24,106.23,106.45,105.91
105.97,106.53,106.53,105.95
106.67,106.31,106.83,106.05
107.35,106.86,107.48,106.76
106.47,106.76,107.04,106.44
106.80,106.56,107.02,106.45
105.94,106.53,106.65,105.75
105.80,105.63,106.04,105.57
105.96,106.21,106.23,105.91
106.02,106.27,106.27,105.94
106.46,106.59,106.80,106.29
106.83,107.06,107.30,106.77
106.20,105.97,106.20,105.77
106.46,106.59,106.75,106.39
106.86,106.79,107.03,106.56
107.32,108.68,109.02,107.26
109.47,109.64,109.79,109.17
108.93,109.08,109.22,108.69
108.74,109.48,109.71,108.74
110.48,110.50,110.91,110.15
109.97,110.46,110.49,109.19
111.11,110.78,111.27,110.67
109.95,110.07,110.28,109.70
109.40,108.97,109.40,108.82
108.75,108.87,109.10,108.72
108.32,108.53,108.78,108.29
108.37,108.88,108.92,108.35
107.75,107.80,107.91,107.66
107.65,107.75,107.93,107.54
107.36,107.66,108.03,107.33
107.57,107.83,108.06,107.47
107.25,106.96,107.38,106.74
106.34,106.37,106.57,106.19
106.21,106.26,106.32,105.95
106.04,106.23,106.31,105.84
106.63,107.19,107.27,106.63
107.32,107.58,107.96,107.28
107.11,107.68,107.79,107.03
108.00,107.59,108.11,107.50
107.06,107.57,107.88,107.05
107.70,109.30,109.66,107.70
108.72,109.01,109.41,108.68
108.64,108.47,108.72,108.31
108.61,108.61,108.66,108.36
108.22,109.81,109.89,108.11
110.64,110.65,110.82,110.40
110.34,110.20,110.52,110.10
110.19,109.90,110.21,109.81
109.70,109.64,109.83,109.52
109.38,109.25,109.43,109.08
109.09,109.26,109.31,108.98
109.44,109.45,109.62,109.36
109.53,110.38,110.47,109.25
110.53,110.75,111.04,110.51
111.25,111.18,111.51,111.18
111.18,111.29,111.42,110.77
111.44,111.30,111.49,111.14
111.07,111.21,111.38,110.76
111.20,111.36,111.70,111.08
110.88,111.12,111.38,110.84
111.30,111.39,111.54,111.17
111.40,111.40,111.82,111.34
111.27,111.28,111.36,110.85
110.52,110.22,110.53,110.13
110.02,109.97,110.23,109.91
110.24,110.21,110.54,110.20
110.42,110.47,110.68,110.37
111.04,110.99,111.20,110.97
110.96,110.28,110.99,110.28
111.00,110.29,111.00,110.10
109.88,109.63,110.07,109.57
109.87,109.96,110.15,109.87
110.67,110.24,110.73,110.18
110.46,110.47,110.96,110.16
110.64,110.87,110.96,110.49
111.72,111.84,111.90,111.60
112.10,112.49,112.65,112.08
112.80,112.35,112.90,112.34
112.29,112.19,112.46,111.98
111.63,111.35,111.63,111.23
111.60,111.34,111.64,111.20
111.22,111.12,111.42,111.12
111.14,111.02,111.36,110.99
111.36,111.55,111.76,111.36
111.32,111.06,111.44,111.02
110.53,110.45,110.56,110.16
110.63,110.50,110.72,110.44
110.56,110.48,110.78,110.44
110.06,109.53,110.23,109.50
109.31,109.31,109.59,109.27
109.68,109.51,109.68,109.38
109.21,109.47,109.62,109.21
108.93,108.74,108.97,108.68
108.83,108.89,109.00,108.64
109.43,109.20,109.46,109.04
108.86,108.44,108.88,108.44
108.94,108.59,109.03,108.55
108.99,109.24,109.24,108.79
109.23,108.82,109.23,108.78
110.29,110.87,110.92,110.29
110.79,110.88,111.16,110.53
110.93,110.81,110.93,110.67
111.25,111.21,111.34,111.13
110.47,110.45,110.62,110.33
110.16,109.81,110.27,109.73
109.75,110.22,110.26,109.75
109.49,109.30,109.49,109.19
109.41,109.81,110.22,109.37
108.89,109.68,109.75,108.60
109.95,110.06,110.21,109.69
110.66,110.30,110.73,110.27
110.05,109.73,110.07,109.69
110.32,110.25,110.58,109.94
111.11,111.04,111.13,110.63
107.79,108.05,109.06,107.72
107.38,107.43,107.70,107.03
107.86,108.06,108.06,107.63
108.30,108.28,108.54,108.16
108.28,108.17,108.47,107.51
108.83,108.61,108.85,108.38
108.75,107.89,108.80,107.87
108.04,108.27,108.35,107.58
108.09,107.85,108.22,107.78
107.90,107.74,107.95,107.54
107.90,107.82,107.92,107.59
108.09,107.87,108.19,107.84
108.11,108.17,108.40,108.04
108.33,108.35,108.48,108.21
108.04,107.89,108.11,107.76
107.75,107.92,108.03,107.73
107.47,107.40,107.53,107.23
107.20,107.40,107.51,107.18
107.38,107.45,107.46,107.05
107.41,106.95,107.41,106.79
106.96,107.13,107.19,106.92
107.17,107.08,107.27,107.01
107.18,107.74,107.83,106.89
108.17,107.96,108.26,107.88
108.79,108.96,109.13,108.71
108.80,108.81,108.94,108.78
109.25,109.38,109.48,109.24
108.92,108.64,109.00,108.58
108.56,108.46,108.63,108.42
107.79,108.03,108.20,107.65
107.97,107.98,108.02,107.89
108.11,108.28,108.36,108.11
108.91,108.90,108.97,108.73
108.69,108.53,108.92,108.51
109.11,108.72,109.16,108.72
108.92,108.98,109.13,108.92
109.62,109.89,109.93,109.57
109.81,109.92,110.23,109.53
110.19,110.72,110.73,110.15
110.24,110.32,110.37,110.19
110.19,110.28,110.36,110.12
110.34,110.11,110.38,110.11
109.72,109.68,109.77,109.54
110.01,109.88,110.02,109.80
109.99,109.01,110.46,108.94
108.72,108.98,109.01,108.72
108.69,108.52,108.69,108.44
108.39,108.65,108.75,108.38
108.47,109.10,109.12,108.43
109.17,108.66,109.26,108.61
108.75,109.47,109.69,108.67
109.52,109.46,109.75,109.37
110.18,109.61,110.25,109.46
109.24,109.29,109.34,109.03
109.25,109.38,109.70,109.19
109.28,109.16,109.61,109.09
109.30,109.54,109.75,109.27
109.52,109.50,109.56,109.32
108.75,108.58,108.87,108.54
108.83,108.84,109.02,108.75
108.81,108.62,108.87,108.61
108.48,108.93,108.99,108.39
109.46,109.08,109.57,109.03
109.08,109.31,109.41,109.08
109.60,109.55,109.80,109.49
109.11,109.20,109.26,108.94
109.10,109.17,109.22,108.89
109.13,109.18,109.50,109.06
109.32,109.35,109.49,109.05
109.28,109.12,109.28,109.08
108.61,109.03,109.36,108.39
109.07,109.02,109.18,108.89
108.80,108.48,108.84,108.40
108.90,108.97,108.99,108.48
108.53,108.37,108.62,108.32
107.93,107.60,107.97,107.52
107.21,107.16,107.45,107.09
107.37,107.53,107.56,107.25
107.03,106.73,107.30,106.73
107.00,107.08,107.09,106.94
106.90,106.82,106.99,106.74
106.67,106.73,106.75,106.60
106.50,106.29,106.61,106.22
105.82,105.85,105.87,105.65
105.97,105.76,105.97,105.75
105.67,105.94,106.06,105.56
106.39,106.05,106.46,106.02
106.21,106.00,106.43,105.88
106.26,106.85,106.90,106.24
106.49,106.75,106.79,106.38
107.25,107.52,107.65,107.21
107.85,107.89,108.19,107.67
107.63,108.00,108.15,107.57
107.90,108.35,108.35,107.84
107.63,107.36,107.63,107.26
107.42,107.10,107.50,107.06
106.68,106.07,106.77,106.07
105.89,105.87,106.05,105.68
105.88,105.47,105.90,105.33
104.44,104.35,104.62,104.14
104.34,104.30,104.55,104.18
104.10,103.85,104.18,103.71
104.16,103.29,104.16,103.26
103.17,102.94,103.29,102.77
103.27,103.30,103.39,102.96
103.23,103.26,103.40,102.89
102.60,102.56,102.70,102.34
103.20,102.97,103.27,102.94
102.79,103.11,103.11,102.75
102.90,103.50,103.50,102.88
103.13,102.98,103.17,102.57
103.07,103.63,103.63,102.87
