CMF,iShares California Muni Bond ETF,NASDAQ
106.30,107.72,108.34,106.30
107.94,108.64,108.96,107.94
108.95,108.10,108.95,107.78
107.45,107.81,108.95,107.45
108.25,109.60,109.84,107.90
109.11,108.56,109.60,108.56
108.00,107.60,108.03,107.42
107.60,108.73,108.80,107.60
108.00,108.04,108.63,107.32
108.05,108.66,108.83,107.95
108.07,108.17,109.26,108.07
108.68,108.26,109.09,108.26
108.30,108.59,109.10,108.30
108.50,108.61,108.96,108.35
108.46,108.70,108.96,108.46
108.68,108.48,108.68,108.48
108.68,108.11,108.68,108.02
108.00,107.30,108.06,107.22
107.81,107.64,107.87,107.54
107.23,107.03,107.35,107.03
107.16,107.30,107.30,107.02
107.43,107.98,107.98,107.43
107.62,107.73,107.80,107.62
107.90,107.92,107.92,107.72
107.85,107.91,108.30,107.56
107.74,107.57,107.74,107.40
107.94,107.52,107.94,107.47
107.55,107.69,107.69,107.44
107.50,107.50,107.62,107.38
107.38,107.24,107.59,107.23
107.30,107.33,107.61,107.30
107.13,107.44,107.50,107.13
107.24,107.36,107.68,107.24
107.59,107.58,107.59,107.09
107.28,107.49,107.63,107.27
107.26,106.99,107.26,106.83
106.90,106.68,107.07,106.63
106.70,106.53,106.90,106.53
106.69,106.50,106.77,106.21
106.12,105.78,106.36,105.70
106.00,105.85,106.00,105.82
106.09,106.20,106.24,106.00
106.26,106.06,106.26,106.06
106.15,106.07,106.28,106.01
106.01,105.67,106.14,105.67
105.61,106.24,106.44,105.61
106.00,106.40,106.40,105.76
105.75,105.09,105.88,104.89
105.16,105.23,105.68,105.14
105.40,105.43,105.60,105.20
105.43,105.47,105.78,105.27
105.64,105.75,105.96,105.63
105.70,105.55,105.88,105.46
105.60,105.68,106.00,105.59
105.90,105.99,106.33,105.87
106.14,106.90,106.92,106.14
107.10,106.80,107.33,106.59
106.82,106.91,107.53,106.80
107.01,108.35,108.60,107.01
108.48,107.64,108.48,107.61
107.74,108.03,108.25,107.74
107.89,108.08,108.62,107.86
108.25,108.61,108.65,108.08
108.61,108.61,108.84,108.47
108.79,108.88,109.04,108.52
108.88,108.70,109.03,108.38
108.70,108.89,109.23,108.65
108.90,108.03,109.00,108.01
108.50,109.20,109.30,108.43
109.15,109.39,109.39,109.15
109.42,109.30,109.57,109.25
109.45,109.26,109.46,109.12
109.53,109.13,109.53,109.02
109.11,108.99,109.39,108.90
108.84,109.05,109.15,108.72
108.90,108.90,109.18,108.73
109.12,108.82,109.12,108.82
108.97,108.81,109.14,108.81
108.92,108.74,109.15,108.70
108.77,108.61,108.99,108.44
108.78,108.91,109.07,108.78
108.93,108.98,109.51,108.90
109.27,109.74,110.10,109.27
110.00,109.99,110.33,109.95
110.01,110.10,110.35,110.00
110.45,110.48,110.49,110.25
110.49,110.94,111.02,110.31
110.76,111.02,111.03,110.55
110.97,111.09,111.15,110.86
111.77,111.14,112.74,110.82
110.85,110.52,110.95,110.51
110.56,110.80,110.92,110.56
110.81,110.66,110.81,110.37
110.85,110.55,110.85,110.48
110.53,110.85,110.85,110.53
110.40,110.05,112.77,110.05
109.52,110.23,110.32,109.52
110.00,110.09,110.24,109.62
110.00,110.13,110.13,109.84
109.90,110.05,110.28,109.66
110.33,110.17,110.33,110.05
110.39,110.43,110.43,110.25
110.25,110.34,110.48,110.25
110.45,110.41,110.95,110.30
110.35,110.42,110.89,110.32
111.00,110.22,111.00,110.01
110.25,110.15,110.31,110.04
110.50,110.34,110.64,110.34
110.21,110.19,110.41,110.19
110.57,110.57,110.57,110.36
110.00,109.81,110.14,109.81
110.23,109.78,110.24,109.78
109.90,109.70,109.90,109.70
109.69,109.72,109.83,109.67
109.75,109.66,109.81,109.53
109.78,109.75,109.78,109.66
109.84,109.93,109.94,109.74
109.95,109.93,110.05,109.80
109.94,109.79,110.04,109.79
109.81,110.12,110.12,109.74
110.03,109.84,110.07,109.83
109.92,110.06,110.15,109.92
109.98,109.83,110.08,109.74
109.81,109.96,109.96,109.75
109.82,109.58,109.97,109.32
109.54,109.59,109.76,109.38
109.56,109.56,109.90,109.24
109.46,109.14,109.46,109.14
109.47,109.38,109.47,109.20
109.29,109.19,109.38,109.19
109.34,108.80,109.40,108.78
109.16,109.50,109.57,109.16
109.42,109.35,109.67,109.25
109.39,109.65,109.65,109.39
109.67,109.74,109.84,109.63
109.75,109.82,109.82,109.74
109.91,110.28,110.28,109.91
110.21,110.70,110.75,110.21
110.41,110.60,110.79,110.41
110.70,110.77,110.80,110.70
110.78,110.87,110.92,110.76
110.94,111.11,111.20,110.94
111.17,111.28,111.37,111.11
111.25,111.25,111.35,111.23
111.37,111.39,111.47,111.37
111.59,111.75,111.98,111.58
111.91,111.91,112.07,111.87
112.12,111.77,112.42,111.77
111.97,111.96,112.06,111.88
112.06,111.91,112.06,111.70
111.93,111.86,112.04,111.79
111.71,111.95,112.10,111.71
111.76,112.05,112.17,111.49
111.95,111.66,111.97,111.66
111.82,111.96,111.97,111.76
111.95,112.00,112.16,111.84
112.11,112.37,112.44,112.11
112.37,112.53,112.53,112.18
112.39,112.44,112.47,112.15
112.41,112.38,112.49,112.27
112.47,112.51,112.61,112.46
112.51,112.36,112.61,112.35
112.56,112.61,112.73,112.41
112.67,112.65,112.73,112.52
112.65,112.72,112.94,112.35
112.86,112.76,112.86,112.62
112.76,112.83,112.83,112.52
112.83,112.99,112.99,112.83
112.89,113.16,113.23,112.89
113.33,113.57,113.57,113.32
113.68,113.64,113.75,113.48
113.67,113.77,113.77,113.47
113.70,113.38,113.70,113.24
113.43,113.36,113.55,113.28
113.25,113.07,113.30,113.07
112.98,112.88,112.98,112.70
112.72,112.69,112.86,112.69
112.82,112.80,112.84,112.65
113.07,113.23,113.29,112.96
113.21,113.44,113.58,113.20
113.52,113.56,113.66,113.50
113.47,113.43,113.58,113.40
113.51,113.42,113.51,113.36
113.32,112.99,113.32,112.79
112.86,113.02,113.11,112.86
112.83,113.03,113.05,112.78
112.77,112.74,112.96,112.70
112.71,112.80,112.85,112.71
112.91,113.13,113.13,112.90
113.09,113.08,113.28,113.05
113.25,113.14,113.28,113.09
113.34,113.21,113.34,113.08
112.97,112.97,112.97,112.65
113.07,112.68,113.07,112.41
112.81,112.94,112.94,112.67
113.00,113.11,113.12,112.93
113.11,113.34,113.37,113.09
113.28,113.31,113.31,113.19
113.28,113.29,113.49,113.24
113.39,113.75,113.76,113.39
113.97,114.07,114.08,113.88
114.08,113.98,114.08,113.81
113.98,114.23,114.23,113.86
114.11,114.03,114.11,113.98
114.09,114.02,114.14,113.85
114.25,114.24,114.30,113.94
114.19,114.24,114.24,114.01
114.38,114.34,114.52,114.21
114.60,114.50,114.66,114.14
114.54,114.57,114.57,114.33
114.58,114.33,114.58,114.30
114.39,114.45,114.54,114.34
114.47,114.68,114.75,114.42
114.38,114.33,114.58,114.17
114.39,114.69,114.85,114.25
114.83,114.71,114.84,114.51
114.83,114.88,114.88,114.64
114.85,114.88,114.94,114.69
114.96,115.14,115.14,114.96
115.36,115.35,115.40,115.09
115.50,115.33,115.50,115.27
115.40,115.43,115.46,115.05
115.70,115.74,115.77,115.26
115.78,115.88,115.97,115.57
115.96,115.96,115.99,115.73
115.78,115.92,116.07,115.71
115.80,115.98,116.05,115.80
115.85,115.50,115.85,115.44
115.51,115.80,115.89,115.51
115.84,115.55,115.87,115.34
115.39,115.44,115.53,115.36
115.57,115.73,115.86,115.55
115.84,115.79,115.84,115.66
115.88,115.79,115.93,115.62
115.38,115.23,115.48,115.22
115.33,115.17,115.37,115.12
115.26,115.13,115.26,115.02
115.00,115.16,115.16,115.00
115.13,115.12,115.24,115.03
115.09,115.18,115.21,115.00
115.06,114.93,115.07,114.92
115.00,115.02,115.11,114.90
115.00,115.10,115.13,114.73
114.93,115.11,115.11,114.73
115.09,115.19,115.20,114.96
115.13,115.28,116.00,115.01
115.37,115.47,115.47,115.07
115.47,115.50,115.56,115.19
115.35,115.45,115.46,115.25
115.45,115.56,115.56,115.42
115.61,115.50,115.64,115.42
115.27,115.50,115.73,115.27
115.70,115.72,115.72,115.50
115.81,115.91,115.96,115.64
115.94,115.90,115.95,115.85
115.74,115.22,115.74,115.22
115.24,114.98,115.42,114.98
115.11,115.12,115.15,114.96
115.15,115.13,115.22,114.88
115.29,115.00,115.29,114.95
114.99,114.90,115.09,114.68
114.95,114.93,114.95,114.68
114.90,115.07,115.24,114.80
115.01,114.86,115.09,114.85
115.02,115.13,115.18,115.02
115.30,115.39,115.39,115.13
115.55,115.67,115.68,115.43
115.62,115.64,115.75,115.50
115.77,115.59,115.90,115.59
115.83,115.78,115.88,115.75
115.88,116.05,116.09,115.88
115.97,115.83,116.08,115.71
116.23,116.08,116.23,116.03
116.21,116.13,116.21,115.93
116.30,116.19,116.42,116.07
116.10,116.03,116.15,115.85
115.97,115.91,116.02,115.76
115.77,115.95,115.95,115.64
115.82,115.74,115.82,115.66
115.62,115.87,115.87,115.62
116.14,115.99,116.14,115.93
116.19,116.00,116.19,115.95
116.20,116.09,116.37,116.08
116.39,116.11,116.39,116.10
116.41,116.23,116.41,116.20
116.25,116.36,116.44,116.25
116.61,116.69,116.69,116.41
116.80,116.97,116.99,116.80
116.67,116.53,116.96,116.53
116.84,116.58,116.84,116.56
116.70,116.55,116.70,116.36
116.57,116.60,116.73,116.47
116.77,116.71,116.79,116.51
116.83,116.76,116.83,116.68
116.60,116.82,116.82,116.57
117.07,116.99,117.07,116.81
117.00,116.94,117.25,116.94
117.16,117.12,117.25,117.00
116.70,116.69,116.82,116.51
116.64,116.60,116.66,116.47
116.45,116.40,116.45,116.20
116.27,116.13,116.66,116.13
116.66,116.34,116.66,116.21
116.57,116.47,116.57,116.25
116.37,116.29,116.37,116.16
116.25,116.24,116.36,116.24
116.06,116.13,116.19,116.01
116.14,116.20,116.22,116.01
115.96,116.18,116.25,115.96
116.06,116.05,116.28,116.05
116.05,116.22,116.22,116.03
116.22,116.26,116.37,116.21
116.40,116.38,116.52,116.29
116.47,116.54,116.54,116.40
116.50,116.51,116.55,116.41
116.61,116.79,116.79,116.61
116.52,116.64,116.70,116.46
116.78,116.74,116.78,116.62
116.66,116.71,116.77,116.65
116.50,116.88,116.91,116.50
116.66,116.97,116.97,116.66
116.78,117.00,117.00,116.78
116.98,117.06,117.10,116.94
117.04,117.25,117.32,117.04
117.27,117.41,117.50,117.26
117.30,117.64,117.73,117.30
117.82,117.75,117.85,117.64
117.78,117.95,118.15,117.78
117.88,118.26,118.44,117.88
118.73,118.52,119.12,118.40
118.73,118.30,118.73,118.14
118.41,118.24,118.41,117.96
118.29,117.93,118.29,117.77
117.78,117.60,117.78,117.41
117.64,117.43,117.64,117.37
117.23,117.41,117.47,117.14
117.36,117.47,117.47,117.17
117.45,117.35,117.60,117.31
117.52,117.41,117.52,117.28
117.65,117.43,117.65,117.37
117.43,117.50,117.53,117.28
117.13,117.47,117.51,117.13
117.15,116.98,117.17,116.89
117.00,116.91,117.00,116.78
116.84,116.86,116.86,116.59
116.73,116.63,116.73,116.57
116.71,116.88,116.89,116.48
116.90,116.71,116.90,116.60
116.92,116.82,116.92,116.73
117.05,116.75,117.05,116.75
116.80,116.86,116.90,116.65
116.74,116.80,116.83,116.63
116.78,116.68,116.78,116.59
116.75,116.80,116.81,116.70
116.60,116.66,116.80,116.56
116.87,116.81,116.99,116.75
116.82,116.93,116.93,116.76
116.85,116.91,116.91,116.70
116.95,116.99,117.00,116.89
117.00,117.07,117.17,117.00
117.06,117.23,117.30,117.06
116.94,116.92,117.19,116.90
116.91,116.81,116.91,116.81
116.95,116.98,117.03,116.87
116.92,116.98,117.18,116.80
116.99,116.88,117.01,116.85
116.99,116.99,117.19,116.85
117.18,117.26,117.39,117.14
117.13,117.63,117.63,117.13
117.51,117.42,117.54,117.24
117.60,117.70,117.76,117.42
117.70,117.59,117.70,117.36
117.88,117.75,117.90,117.60
117.71,117.39,117.71,117.39
117.46,117.36,117.50,117.11
117.29,117.26,117.39,117.17
117.41,117.47,117.55,117.31
117.48,117.25,117.48,117.22
117.00,117.06,117.07,116.83
117.02,139.35,139.35,116.82
131.13,117.18,131.13,116.92
117.31,117.41,117.66,117.27
117.43,117.75,117.80,117.43
117.80,117.70,118.39,117.59
118.13,117.99,118.13,117.77
118.37,118.45,118.69,118.24
118.47,118.81,118.84,118.40
118.46,118.62,118.65,118.44
118.58,118.74,118.86,118.58
118.74,118.90,118.94,118.61
118.89,118.91,119.15,118.70
119.27,119.31,119.42,119.21
119.47,119.71,119.73,119.40
119.46,119.40,119.46,119.10
119.57,119.45,119.68,119.17
119.45,119.03,119.45,118.84
119.30,118.91,119.30,118.86
119.20,118.95,119.26,118.80
119.04,118.80,119.04,118.80
119.04,119.01,119.62,118.92
119.22,120.11,121.39,119.06
119.58,119.45,119.65,119.20
119.67,119.81,119.81,119.63
119.25,119.46,119.46,119.21
119.17,118.94,119.24,118.94
118.75,118.79,118.98,118.58
118.94,118.92,118.94,118.65
118.99,118.27,118.99,118.25
118.30,118.04,118.43,118.04
118.04,117.99,118.23,117.63
117.61,117.61,118.01,117.53
117.93,117.76,117.97,117.62
117.82,117.64,117.82,117.35
117.58,117.45,117.69,117.25
117.38,117.67,117.73,117.36
117.71,117.60,117.71,117.30
117.82,117.73,117.89,117.65
117.81,117.76,117.99,117.54
117.72,118.00,118.00,117.35
117.92,118.08,118.08,117.74
117.97,117.82,118.07,117.69
118.13,118.15,118.16,117.84
117.71,117.23,117.71,117.13
117.40,117.38,117.53,117.11
117.55,117.00,117.55,116.99
117.47,117.22,117.48,117.02
117.02,116.60,117.20,116.34
116.68,116.90,116.95,116.64
116.71,116.98,117.08,116.71
116.99,117.07,117.08,116.63
117.06,116.95,117.37,116.90
116.92,116.98,117.20,116.83
116.81,117.10,117.13,116.81
117.07,117.38,117.56,117.05
117.38,117.96,117.96,117.21
117.52,117.66,118.04,117.52
118.07,117.99,118.11,117.90
118.08,118.07,118.09,117.83
118.07,118.32,118.32,117.87
118.04,117.88,118.14,117.88
118.15,117.96,118.15,117.82
118.04,118.19,118.21,117.97
117.91,118.12,118.12,117.91
118.15,118.25,118.27,118.02
117.97,118.12,118.12,117.96
117.93,117.75,117.93,117.75
118.13,117.83,118.13,117.75
117.83,117.82,117.97,117.75
118.05,117.87,118.05,117.68
117.92,117.72,117.92,117.53
117.87,117.80,117.87,117.65
117.78,117.82,117.83,117.66
117.94,117.81,117.95,117.75
117.86,117.76,117.90,117.71
117.82,117.60,117.82,117.53
117.63,117.70,117.81,117.57
117.75,117.63,117.75,117.50
117.74,117.66,117.74,117.51
117.53,117.39,117.59,117.36
117.49,117.54,117.59,117.39
117.56,117.47,117.59,117.40
117.49,117.58,117.66,117.30
117.40,117.40,117.46,117.26
117.20,117.27,117.35,117.10
116.92,116.98,117.19,116.78
116.51,116.34,116.55,116.19
116.55,116.68,116.68,116.33
116.71,116.42,116.71,116.29
116.44,116.17,116.46,116.17
116.33,116.18,116.36,116.11
116.50,116.29,116.50,116.16
116.20,115.92,116.22,115.80
116.06,116.08,116.23,115.85
116.20,115.78,116.26,115.65
115.95,116.15,116.22,115.77
116.25,116.16,116.27,115.90
116.09,115.99,116.10,115.73
115.55,115.84,115.99,115.53
115.98,115.82,115.98,115.67
115.84,116.07,116.07,115.81
115.90,115.70,115.96,115.70
115.61,115.89,116.28,115.61
115.93,116.09,116.15,115.85
116.29,116.24,116.40,115.97
116.51,116.56,116.57,116.15
116.02,115.98,116.23,115.98
115.93,115.62,115.93,115.48
115.74,115.51,115.74,115.29
115.62,115.61,115.62,115.37
115.39,115.28,115.57,115.18
115.50,115.45,115.50,115.21
115.29,115.22,115.35,115.19
115.13,115.15,115.29,115.12
115.22,115.53,115.54,115.19
115.31,115.53,115.59,115.31
115.33,115.57,115.62,115.32
115.52,115.62,115.79,115.52
115.80,115.80,115.80,115.40
115.60,115.64,115.80,115.49
115.80,115.82,115.96,115.76
115.65,115.43,115.65,115.31
115.35,115.54,115.73,115.34
115.70,115.71,115.75,115.58
115.64,115.64,115.64,115.27
115.52,115.55,115.57,115.39
115.80,115.95,116.00,115.48
115.57,115.53,115.80,115.45
115.50,115.37,115.59,115.27
115.49,115.40,115.56,115.25
115.50,115.70,115.75,115.25
115.80,115.64,115.93,115.55
115.82,116.19,116.24,115.82
115.94,115.98,116.11,115.80
115.75,115.72,115.97,115.44
115.53,115.58,115.71,115.49
115.85,115.84,115.91,115.75
115.58,115.80,115.95,115.58
115.89,115.91,116.00,115.77
115.98,115.97,116.01,115.83
115.82,116.05,116.05,115.82
115.92,116.11,116.30,115.92
116.06,116.53,116.53,116.06
116.52,116.66,116.70,116.20
116.51,116.62,116.62,116.45
116.67,116.85,116.85,116.67
116.81,116.72,116.81,116.55
116.68,116.53,116.68,116.29
116.52,116.71,116.74,116.50
116.77,116.80,116.82,116.61
116.58,116.76,116.76,116.50
116.33,116.54,116.67,116.33
116.53,116.25,116.53,116.22
116.29,116.43,116.58,116.29
116.59,116.70,116.74,116.43
116.52,116.47,116.54,116.26
116.80,116.90,116.92,116.61
116.94,116.41,116.99,116.40
116.70,116.76,116.90,116.49
116.76,116.73,116.89,116.54
116.77,116.62,116.86,116.61
116.75,116.70,116.82,116.50
116.70,116.99,116.99,116.67
116.98,117.07,117.08,116.90
116.83,116.98,117.10,116.77
117.57,116.65,117.57,116.57
117.79,116.79,118.00,116.57
116.37,116.16,116.57,116.02
116.48,116.49,116.51,116.15
116.38,116.22,116.68,116.20
116.71,116.40,116.71,116.20
116.45,116.51,116.51,116.30
116.20,116.15,116.32,116.08
116.16,116.24,116.56,116.14
116.37,116.30,116.45,116.11
116.17,116.01,116.22,115.93
116.03,116.20,116.28,115.95
116.02,115.95,116.15,115.91
116.00,116.05,116.24,116.00
116.08,116.09,116.12,116.00
116.06,115.60,116.06,115.60
115.71,115.80,115.89,115.65
116.06,116.25,116.34,115.87
116.40,116.45,116.60,116.30
116.42,116.24,116.44,116.23
116.71,116.79,116.89,116.58
116.78,116.70,116.78,116.57
116.99,116.88,117.00,116.77
116.69,116.98,116.98,116.69
116.93,117.23,117.23,116.93
117.02,117.40,117.42,117.02
117.29,117.36,117.36,117.01
117.15,117.02,117.23,116.87
117.47,117.37,117.49,117.19
117.29,117.00,117.31,116.99
117.19,117.44,117.50,117.10
117.16,117.22,117.39,116.95
117.42,117.11,117.42,117.09
117.17,117.08,117.30,117.08
117.15,117.40,117.48,117.04
117.39,117.19,117.39,116.95
117.17,117.45,117.50,117.17
117.35,117.18,117.40,117.15
117.40,117.27,117.42,117.19
117.29,117.26,117.32,117.10
117.18,117.18,117.19,117.00
117.35,117.37,117.47,117.25
117.38,117.28,117.38,117.07
117.22,117.15,117.23,117.08
117.17,117.32,117.37,117.17
117.40,117.33,117.41,117.20
117.47,117.18,117.47,117.10
117.43,117.19,117.43,117.05
117.32,117.39,117.39,117.18
116.97,117.02,117.03,116.81
117.06,116.83,117.07,116.82
116.89,117.04,117.13,116.89
117.05,116.86,117.05,116.80
116.82,116.53,116.82,116.52
116.56,116.38,116.60,116.38
116.44,116.42,116.55,116.38
116.37,116.30,116.54,116.28
116.55,116.55,116.80,116.34
116.56,116.76,116.89,116.56
116.90,116.77,116.90,116.65
116.84,116.97,117.10,116.76
116.97,117.16,117.21,116.97
117.10,117.38,117.50,117.10
117.50,117.46,117.55,117.23
117.53,117.75,117.75,117.33
117.75,117.65,117.75,117.44
117.62,117.62,117.75,117.51
117.53,117.68,117.68,117.53
117.69,117.61,117.69,117.55
117.52,117.58,117.68,117.51
117.69,117.65,117.69,117.62
117.69,117.66,117.69,117.40
117.43,117.66,117.68,117.43
117.50,117.53,117.69,117.45
117.69,117.78,117.90,117.53
117.75,117.63,117.90,117.56
117.84,117.71,117.84,117.58
117.90,118.04,118.12,117.90
118.04,117.69,118.06,117.60
117.95,117.75,117.95,117.65
117.71,117.45,117.74,117.37
117.90,118.03,118.19,117.73
118.08,118.21,118.32,118.03
118.29,118.23,118.33,118.15
118.21,118.13,118.37,118.00
118.21,118.29,118.33,118.21
118.08,118.17,118.17,117.89
118.10,118.08,118.17,118.00
117.91,118.16,118.24,117.91
118.15,118.15,118.19,118.07
117.97,118.15,118.15,117.97
118.46,118.42,118.50,118.32
118.44,118.55,118.55,118.39
118.80,119.11,119.11,118.74
119.10,119.04,119.16,118.94
119.12,119.09,119.16,118.92
119.05,118.92,119.05,118.90
118.90,118.95,119.07,118.78
118.95,118.99,118.99,118.85
119.04,118.89,119.04,118.77
119.16,119.25,119.27,119.01
119.08,119.10,119.18,118.96
119.38,119.43,119.48,119.25
119.53,119.34,119.53,119.10
119.30,119.11,119.36,118.98
119.19,119.15,119.19,119.12
119.17,118.88,119.17,118.88
119.21,119.09,119.21,118.94
119.17,119.06,119.17,118.86
119.32,119.28,119.33,119.06
119.09,119.07,119.10,118.86
119.26,119.24,119.27,118.94
119.32,119.28,119.45,119.08
119.35,119.28,119.36,119.10
119.35,119.33,119.38,119.18
119.32,119.58,119.59,119.32
119.70,119.60,119.70,119.42
119.59,119.62,119.65,119.43
119.98,119.91,120.06,119.76
119.79,119.63,119.79,119.54
119.40,119.58,119.59,119.40
119.17,119.35,119.41,119.17
119.25,119.51,119.51,119.11
119.36,119.35,119.36,119.13
119.32,119.30,119.33,119.15
119.13,119.07,119.27,119.07
119.27,119.12,119.27,119.05
119.11,119.19,119.23,119.07
119.00,118.98,119.08,118.92
119.00,119.06,119.07,118.95
118.80,118.65,119.03,118.64
118.75,118.50,118.75,118.32
118.46,118.53,118.61,118.46
118.51,118.30,118.58,118.21
118.19,118.20,118.27,118.07
118.44,118.44,118.49,118.30
118.32,118.54,118.54,118.32
118.51,118.48,118.55,118.45
118.67,118.48,118.67,118.42
118.66,118.50,118.66,118.37
118.49,118.37,118.49,118.36
118.48,118.61,118.63,118.34
118.45,118.60,118.74,118.45
118.74,118.76,118.78,118.61
118.75,118.78,118.78,118.68
118.86,118.60,118.97,118.60
118.72,118.93,118.94,118.72
118.94,119.04,119.17,118.86
119.11,118.98,119.15,118.90
119.19,119.20,119.20,119.05
119.19,119.21,119.27,119.05
119.25,119.30,119.48,119.25
119.25,119.30,119.38,119.09
119.46,119.33,119.46,119.28
119.66,119.59,119.67,119.45
119.67,119.72,119.74,119.57
120.01,119.99,120.05,119.75
120.09,120.09,120.10,119.94
120.11,120.00,120.11,119.95
120.01,120.00,120.03,119.94
120.02,120.11,120.13,119.96
119.99,120.08,120.10,119.97
120.10,120.12,120.14,120.05
120.11,120.18,120.18,120.05
120.14,120.12,120.15,120.02
120.27,120.09,120.27,120.04
120.12,119.98,120.12,119.95
119.99,119.96,119.99,119.84
119.90,119.87,119.91,119.80
119.78,119.82,120.03,119.76
119.92,120.01,120.02,119.80
120.28,120.18,120.28,119.94
120.11,120.19,120.19,119.98
120.02,119.87,120.02,119.86
120.08,120.20,120.20,120.07
120.22,120.24,120.31,120.00
120.33,120.32,120.33,120.17
120.40,120.33,120.41,120.27
120.45,120.45,120.50,120.23
120.50,120.30,120.50,120.30
120.50,120.52,120.59,120.26
120.52,120.54,120.54,120.36
120.67,120.61,120.68,120.42
120.63,120.52,120.63,120.47
120.76,120.76,120.84,120.57
120.84,120.36,120.84,120.28
120.51,120.36,120.55,120.31
120.35,120.40,120.41,120.22
120.31,120.33,120.33,120.21
120.27,120.21,120.28,120.07
120.06,120.19,120.26,120.06
120.25,120.18,120.27,120.14
120.20,120.21,120.26,120.15
120.17,120.22,120.22,120.00
119.99,120.02,120.08,119.97
119.95,120.14,120.16,119.95
120.22,120.33,120.35,120.22
120.29,120.33,120.51,120.15
120.36,120.41,120.67,120.32
120.70,120.64,120.77,120.54
120.61,120.80,121.03,120.61
120.93,121.08,121.12,120.71
121.20,121.17,121.23,121.06
121.32,121.30,121.37,121.25
121.37,121.49,121.52,121.20
121.52,121.62,121.64,121.52
121.40,121.64,121.64,121.40
121.50,121.47,121.50,121.35
121.44,121.18,121.45,121.18
121.40,121.20,121.40,121.19
121.17,121.08,121.17,120.89
121.86,121.80,122.11,121.67
122.16,122.33,122.50,122.16
122.32,122.18,122.35,122.11
122.18,121.98,122.18,121.92
122.12,122.05,122.12,121.77
121.99,122.00,122.04,121.65
122.08,122.20,122.31,122.07
122.35,122.35,122.44,122.23
122.27,122.21,122.33,122.07
122.15,122.05,122.15,121.91
122.05,122.06,122.08,121.98
122.01,121.79,122.01,121.65
121.72,121.82,121.98,121.70
121.66,121.60,121.66,121.53
121.56,121.31,121.56,121.30
121.50,121.38,121.50,121.31
121.38,121.38,121.46,121.34
121.36,121.23,121.37,121.17
121.37,121.18,121.37,121.16
121.10,121.17,121.28,121.10
121.30,121.28,121.34,121.22
121.13,121.30,121.38,121.13
121.35,121.44,121.54,121.31
121.38,121.46,121.59,121.34
121.55,121.58,121.63,121.51
121.00,121.40,121.40,121.00
121.17,120.93,121.18,120.92
121.20,121.16,121.20,121.01
121.13,121.30,121.44,121.13
121.28,121.13,121.28,121.10
121.23,121.19,121.33,121.07
121.11,121.20,121.33,121.11
121.31,121.34,121.36,121.23
121.36,121.27,121.40,121.26
121.48,121.52,121.56,121.34
121.49,121.53,121.60,121.33
121.76,121.52,121.76,121.40
121.48,121.56,121.65,121.47
121.64,121.61,121.75,121.57
121.65,121.65,121.70,121.59
121.79,121.57,121.79,121.29
121.73,121.61,121.73,121.58
121.62,121.62,121.73,121.60
121.70,121.63,121.82,121.61
121.68,121.64,121.72,121.61
121.77,121.73,121.93,121.66
121.67,121.70,121.83,121.67
121.67,121.72,121.78,121.67
121.40,121.40,121.55,121.35
121.37,121.33,121.38,121.28
121.34,121.38,121.45,121.32
121.37,121.29,121.37,121.21
121.29,121.21,121.29,121.17
121.12,121.02,121.18,120.99
121.02,120.86,121.02,120.86
120.87,120.65,120.89,120.55
120.75,120.66,120.75,120.59
120.62,120.60,120.68,120.57
120.67,120.61,120.68,120.56
120.61,120.56,120.62,120.55
120.59,120.56,120.63,120.56
120.44,120.55,120.64,120.44
120.58,120.64,120.69,120.50
120.64,120.68,120.78,120.55
120.66,120.68,120.76,120.65
120.75,120.86,121.02,120.68
120.72,120.83,120.89,120.72
120.69,120.82,120.88,120.69
120.68,120.69,120.80,120.62
120.49,120.33,120.54,120.25
120.34,120.31,120.39,120.21
119.95,119.77,120.17,119.66
119.78,119.72,119.78,119.62
119.67,119.72,119.85,119.62
119.67,119.70,119.70,119.59
119.60,119.55,119.62,119.51
119.35,119.32,119.40,119.31
119.43,119.45,119.45,119.33
119.37,119.08,119.37,119.08
119.04,119.13,119.31,119.03
119.03,119.11,119.19,119.00
119.05,119.21,119.21,119.05
119.26,119.37,119.37,119.19
119.40,119.34,119.43,119.30
119.36,119.22,119.36,119.14
119.25,119.32,119.34,119.20
119.13,119.27,119.30,119.13
119.10,119.03,119.10,119.00
119.04,119.18,119.27,119.02
119.25,119.34,119.35,119.11
119.07,118.96,119.13,118.95
119.23,119.20,119.36,119.00
119.20,119.20,119.31,119.11
119.27,119.27,119.33,119.25
118.99,119.45,119.45,118.99
119.27,119.18,119.27,119.05
118.62,118.18,118.62,118.00
117.84,117.34,117.84,117.29
117.40,116.80,117.52,116.80
116.57,115.21,116.66,115.14
115.55,115.87,116.13,115.50
115.70,115.36,115.72,115.33
115.37,114.72,115.39,114.70
114.99,115.49,115.57,114.99
115.34,115.42,115.57,115.18
115.51,115.27,115.51,115.19
115.10,115.07,115.20,114.88
115.07,115.10,115.20,115.07
115.02,114.75,115.20,114.74
114.81,114.65,114.87,114.63
114.58,114.03,114.58,114.03
113.78,113.28,113.88,113.28
113.23,113.58,113.96,113.23
113.49,113.40,113.75,113.37
113.78,114.38,114.48,113.78
114.84,115.13,115.27,114.71
114.78,115.21,115.57,114.71
114.93,114.99,115.37,114.76
