SITO,SITO Mobile,NASDAQ
0.69,0.65,0.69,0.65
0.65,0.63,0.65,0.63
0.64,0.62,0.65,0.61
0.62,0.64,0.65,0.62
0.65,0.65,0.65,0.65
0.66,0.66,0.66,0.63
0.64,0.65,0.65,0.64
0.64,0.65,0.65,0.62
0.63,0.65,0.65,0.63
0.63,0.60,0.65,0.60
0.60,0.60,0.60,0.60
0.60,0.57,0.60,0.51
0.57,0.58,0.58,0.57
0.58,0.54,0.58,0.48
0.54,0.55,0.56,0.53
0.55,0.57,0.57,0.51
0.54,0.56,0.56,0.54
0.55,0.56,0.56,0.55
0.59,0.55,0.59,0.54
0.55,0.55,0.56,0.55
0.56,0.55,0.56,0.55
0.55,0.56,0.56,0.54
0.59,0.57,0.61,0.56
0.57,0.59,0.61,0.56
0.55,0.58,0.59,0.55
0.58,0.60,0.60,0.58
0.60,0.59,0.60,0.59
0.60,0.62,0.62,0.60
0.62,0.64,0.64,0.60
0.64,0.63,0.65,0.61
0.65,0.63,0.65,0.63
0.63,0.60,0.63,0.60
0.60,0.60,0.60,0.60
0.64,0.60,0.64,0.60
0.60,0.55,0.60,0.55
0.55,0.62,0.62,0.55
0.60,0.63,0.63,0.57
0.59,0.60,0.64,0.59
0.59,0.60,0.63,0.59
0.59,0.59,0.63,0.59
0.59,0.59,0.62,0.59
0.60,0.60,0.60,0.57
0.60,0.60,0.60,0.59
0.59,0.60,0.60,0.57
0.60,0.63,0.64,0.55
0.63,0.60,0.64,0.60
0.64,0.60,0.64,0.60
0.57,0.58,0.60,0.56
0.60,0.60,0.62,0.59
0.62,0.62,0.62,0.58
0.61,0.61,0.61,0.56
0.60,0.62,0.62,0.56
0.62,0.62,0.62,0.59
0.62,0.62,0.62,0.62
0.56,0.55,0.58,0.52
0.52,0.55,0.59,0.52
0.55,0.52,0.55,0.45
0.52,0.55,0.55,0.51
0.55,0.55,0.55,0.50
0.55,0.54,0.55,0.51
0.55,0.52,0.55,0.50
0.52,0.55,0.55,0.52
0.55,0.53,0.55,0.52
0.53,0.54,0.54,0.53
0.54,0.53,0.54,0.53
0.54,0.55,0.55,0.54
0.54,0.56,0.57,0.53
0.54,0.54,0.54,0.50
0.54,0.55,0.55,0.54
0.52,0.54,0.55,0.52
0.53,0.53,0.53,0.53
0.55,0.54,0.55,0.54
0.53,0.54,0.54,0.53
0.54,0.55,0.55,0.53
0.52,0.52,0.53,0.52
0.54,0.54,0.54,0.53
0.54,0.54,0.55,0.54
0.52,0.54,0.54,0.52
0.52,0.55,0.55,0.51
0.54,0.55,0.55,0.54
0.55,0.56,0.57,0.55
0.56,0.56,0.56,0.53
0.56,0.56,0.56,0.55
0.55,0.57,0.57,0.55
0.57,0.59,0.59,0.55
0.59,0.59,0.60,0.56
0.60,0.59,0.60,0.55
0.59,0.55,0.59,0.53
0.57,0.58,0.58,0.55
0.58,0.60,0.61,0.58
0.60,0.60,0.61,0.59
0.61,0.61,0.61,0.59
0.61,0.62,0.62,0.60
0.60,0.58,0.62,0.55
0.58,0.63,0.63,0.57
0.63,0.64,0.64,0.61
0.65,0.68,0.69,0.65
0.68,0.67,0.69,0.62
0.66,0.66,0.66,0.63
0.64,0.62,0.65,0.60
0.63,0.57,0.63,0.57
0.57,0.55,0.58,0.55
0.55,0.52,0.55,0.45
0.50,0.48,0.52,0.45
0.46,0.56,0.56,0.46
0.56,0.55,0.57,0.54
0.58,0.60,0.60,0.57
0.58,0.58,0.58,0.57
0.58,0.56,0.58,0.55
0.54,0.52,0.54,0.51
0.51,0.53,0.55,0.49
0.53,0.53,0.53,0.50
0.52,0.56,0.56,0.52
0.57,0.52,0.57,0.52
0.52,0.51,0.52,0.50
0.52,0.53,0.53,0.50
0.52,0.52,0.52,0.50
0.53,0.54,0.54,0.52
0.55,0.55,0.55,0.52
0.55,0.54,0.55,0.50
0.51,0.51,0.51,0.51
0.51,0.49,0.51,0.49
0.50,0.55,0.55,0.50
0.55,0.55,0.55,0.51
0.55,0.53,0.55,0.52
0.53,0.51,0.53,0.51
0.51,0.50,0.52,0.50
0.53,0.53,0.53,0.53
0.51,0.51,0.52,0.51
0.51,0.51,0.51,0.50
0.51,0.53,0.53,0.50
0.53,0.53,0.55,0.53
0.51,0.52,0.55,0.50
0.52,0.54,0.55,0.50
0.52,0.58,0.58,0.52
0.59,0.59,0.59,0.59
0.58,0.61,0.61,0.58
0.60,0.67,0.67,0.59
0.65,0.67,0.67,0.64
0.66,0.69,0.69,0.66
0.69,0.68,0.69,0.66
0.68,0.68,0.68,0.66
0.69,0.67,0.69,0.67
0.69,0.70,0.70,0.69
0.69,0.69,0.69,0.69
0.69,0.68,0.69,0.66
0.68,0.66,0.68,0.66
0.66,0.66,0.66,0.66
0.66,0.62,0.66,0.62
0.63,0.59,0.63,0.54
0.58,0.58,0.58,0.57
0.58,0.57,0.59,0.57
0.58,0.60,0.60,0.54
0.60,0.60,0.60,0.58
0.60,0.60,0.60,0.60
0.58,0.60,0.61,0.58
0.58,0.58,0.58,0.56
0.56,0.58,0.61,0.56
0.56,0.56,0.58,0.56
0.56,0.56,0.56,0.56
0.56,0.56,0.56,0.56
0.56,0.56,0.57,0.56
0.56,0.51,0.56,0.45
0.48,0.46,0.48,0.42
0.45,0.46,0.46,0.43
0.47,0.47,0.47,0.47
0.47,0.46,0.47,0.45
0.47,0.48,0.48,0.47
0.49,0.50,0.50,0.49
0.50,0.48,0.50,0.48
0.48,0.50,0.50,0.48
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.48
0.50,0.50,0.51,0.48
0.48,0.48,0.48,0.48
0.50,0.50,0.50,0.50
0.48,0.47,0.48,0.46
0.46,0.47,0.48,0.46
0.47,0.48,0.48,0.47
0.47,0.48,0.48,0.45
0.50,0.49,0.54,0.48
0.49,0.49,0.51,0.48
0.50,0.47,0.50,0.47
0.47,0.45,0.47,0.44
0.45,0.40,0.49,0.40
0.41,0.40,0.43,0.36
0.38,0.39,0.40,0.36
0.37,0.40,0.40,0.36
0.40,0.40,0.40,0.36
0.40,0.39,0.41,0.36
0.39,0.39,0.40,0.39
0.37,0.40,0.40,0.37
0.39,0.40,0.40,0.38
0.40,0.40,0.40,0.40
0.40,0.40,0.40,0.40
0.38,0.39,0.40,0.38
0.37,0.39,0.39,0.37
0.39,0.38,0.41,0.38
0.39,0.40,0.41,0.39
0.40,0.40,0.42,0.40
0.40,0.40,0.40,0.40
0.40,0.40,0.40,0.40
0.40,0.37,0.40,0.37
0.37,0.37,0.37,0.37
0.36,0.36,0.36,0.32
0.35,0.45,0.47,0.35
0.44,0.47,0.47,0.44
0.47,0.45,0.47,0.44
0.45,0.47,0.47,0.44
0.47,0.45,0.47,0.45
0.45,0.45,0.45,0.45
0.46,0.48,0.51,0.46
0.49,0.45,0.49,0.45
0.45,0.45,0.45,0.45
0.48,0.43,0.48,0.43
0.42,0.44,0.46,0.40
0.44,0.46,0.46,0.43
0.46,0.46,0.46,0.43
0.43,0.46,0.46,0.43
0.46,0.46,0.46,0.46
0.43,0.42,0.45,0.42
0.42,0.42,0.42,0.42
0.41,0.38,0.41,0.37
0.38,0.40,0.40,0.37
0.40,0.43,0.43,0.39
0.44,0.35,0.44,0.34
0.36,0.35,0.42,0.35
0.36,0.35,0.36,0.29
0.34,0.42,0.42,0.34
0.39,0.40,0.40,0.39
0.42,0.42,0.44,0.42
0.37,0.40,0.40,0.37
0.37,0.41,0.41,0.37
0.37,0.42,0.43,0.37
0.41,0.38,0.41,0.37
0.38,0.40,0.40,0.36
0.40,0.41,0.41,0.40
0.43,0.40,0.43,0.37
0.38,0.38,0.38,0.38
0.39,0.41,0.41,0.39
0.43,0.40,0.43,0.39
0.41,0.40,0.41,0.39
0.41,0.42,0.42,0.38
0.38,0.36,0.41,0.36
0.36,0.36,0.36,0.36
0.37,0.35,0.38,0.35
0.36,0.36,0.36,0.36
0.36,0.38,0.38,0.36
0.35,0.35,0.41,0.35
0.37,0.35,0.37,0.30
0.35,0.38,0.41,0.35
0.40,0.43,0.43,0.39
0.42,0.42,0.42,0.39
0.39,0.42,0.42,0.39
0.39,0.40,0.40,0.38
0.39,0.38,0.40,0.38
0.38,0.40,0.40,0.38
0.38,0.38,0.40,0.38
0.38,0.39,0.39,0.36
0.40,0.40,0.40,0.40
0.38,0.36,0.38,0.36
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.36,0.38,0.36
0.36,0.36,0.36,0.36
0.39,0.39,0.39,0.39
0.37,0.37,0.37,0.37
0.37,0.37,0.37,0.37
0.37,0.37,0.37,0.37
0.36,0.36,0.36,0.36
0.36,0.36,0.36,0.36
0.37,0.41,0.42,0.37
0.42,0.41,0.44,0.41
0.44,0.42,0.44,0.41
0.44,0.42,0.44,0.41
0.43,0.44,0.44,0.43
0.44,0.41,0.44,0.41
0.42,0.42,0.42,0.41
0.42,0.41,0.42,0.40
0.41,0.40,0.41,0.38
0.40,0.39,0.40,0.39
0.39,0.38,0.39,0.38
0.38,0.39,0.40,0.38
0.39,0.39,0.40,0.39
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.38,0.39,0.38
0.38,0.38,0.39,0.38
0.39,0.39,0.39,0.39
0.39,0.37,0.39,0.37
0.39,0.38,0.39,0.37
0.38,0.39,0.39,0.37
0.37,0.39,0.39,0.37
0.39,0.39,0.39,0.37
0.38,0.37,0.39,0.37
0.39,0.37,0.39,0.36
0.37,0.37,0.37,0.37
0.36,0.38,0.38,0.36
0.37,0.38,0.38,0.37
0.37,0.38,0.38,0.35
0.38,0.39,0.39,0.38
0.39,0.39,0.39,0.38
0.38,0.37,0.39,0.37
0.40,0.42,0.42,0.40
0.42,0.42,0.43,0.41
0.42,0.42,0.42,0.41
0.41,0.41,0.41,0.41
0.40,0.40,0.40,0.38
0.40,0.39,0.40,0.39
0.38,0.38,0.38,0.38
0.38,0.35,0.38,0.34
0.34,0.36,0.37,0.33
0.36,0.35,0.36,0.35
0.35,0.35,0.36,0.34
0.35,0.35,0.35,0.34
0.36,0.36,0.36,0.36
0.36,0.35,0.36,0.34
0.36,0.37,0.37,0.34
0.37,0.38,0.38,0.35
0.38,0.42,0.42,0.38
0.42,0.42,0.42,0.42
0.35,0.39,0.39,0.35
0.36,0.38,0.38,0.35
0.38,0.37,0.41,0.34
0.39,0.35,0.39,0.34
0.37,0.38,0.39,0.37
0.34,0.34,0.34,0.28
0.33,0.32,0.34,0.32
0.30,0.30,0.32,0.30
0.31,0.36,0.38,0.30
0.36,0.31,0.36,0.31
0.31,0.31,0.31,0.30
0.31,0.36,0.36,0.31
0.35,0.37,0.37,0.33
0.37,0.34,0.37,0.34
0.34,0.32,0.34,0.30
0.32,0.32,0.32,0.31
0.29,0.29,0.31,0.27
0.29,0.31,0.32,0.29
0.31,0.31,0.31,0.31
0.30,0.31,0.31,0.30
0.30,0.30,0.32,0.25
0.30,0.30,0.30,0.30
0.30,0.30,0.30,0.30
0.28,0.28,0.29,0.27
0.28,0.30,0.32,0.27
0.32,0.31,0.33,0.31
0.32,0.32,0.32,0.32
0.31,0.29,0.31,0.29
0.28,0.29,0.29,0.28
0.29,0.29,0.29,0.29
0.29,0.29,0.29,0.29
0.29,0.27,0.29,0.27
0.25,0.27,0.27,0.25
0.28,0.26,0.28,0.26
0.26,0.26,0.27,0.26
0.26,0.27,0.27,0.26
0.28,0.26,0.28,0.23
0.26,0.23,0.26,0.23
0.25,0.25,0.26,0.25
0.25,0.25,0.26,0.25
0.26,0.24,0.26,0.23
0.25,0.27,0.27,0.25
0.28,0.26,0.28,0.26
0.26,0.26,0.26,0.26
0.24,0.26,0.26,0.24
0.24,0.25,0.25,0.23
0.23,0.24,0.27,0.23
0.24,0.25,0.25,0.24
0.23,0.23,0.24,0.22
0.24,0.23,0.24,0.23
0.23,0.23,0.24,0.23
0.24,0.23,0.24,0.23
0.24,0.24,0.24,0.23
0.25,0.24,0.25,0.23
0.24,0.22,0.24,0.22
0.23,0.25,0.25,0.22
0.24,0.23,0.24,0.23
0.23,0.22,0.24,0.22
0.22,0.23,0.23,0.22
0.23,0.23,0.23,0.22
0.23,0.17,0.23,0.17
0.16,0.19,0.19,0.16
0.20,0.21,0.21,0.19
0.20,0.20,0.20,0.20
0.19,0.19,0.21,0.19
0.19,0.19,0.19,0.19
0.20,0.21,0.21,0.20
0.20,0.18,0.23,0.18
0.19,0.18,0.19,0.18
0.19,0.20,0.20,0.18
0.20,0.20,0.22,0.20
0.19,0.20,0.20,0.18
0.19,0.18,0.22,0.18
0.18,0.17,0.19,0.17
0.18,0.15,0.18,0.15
0.16,0.19,0.20,0.15
0.20,0.28,0.28,0.19
0.26,0.30,0.32,0.26
0.31,0.31,0.32,0.30
0.30,0.30,0.32,0.30
0.31,0.30,0.31,0.30
0.30,0.31,0.31,0.30
0.31,0.31,0.31,0.29
0.30,0.40,0.40,0.29
0.41,0.38,0.43,0.36
0.40,0.37,0.42,0.36
0.36,0.32,0.37,0.30
0.32,0.32,0.33,0.30
0.32,0.34,0.37,0.32
0.35,0.35,0.37,0.34
0.35,0.35,0.36,0.35
0.37,0.36,0.37,0.35
0.37,0.36,0.37,0.34
0.35,0.37,0.37,0.35
0.38,0.37,0.38,0.37
0.37,0.40,0.40,0.37
0.39,0.44,0.49,0.39
0.45,0.45,0.45,0.42
0.45,0.45,0.45,0.44
0.45,0.40,0.45,0.40
0.40,0.34,0.41,0.34
0.35,0.33,0.35,0.27
0.33,0.33,0.33,0.30
0.33,0.33,0.34,0.32
0.35,0.38,0.39,0.34
0.39,0.39,0.43,0.38
0.38,0.38,0.39,0.35
0.38,0.36,0.38,0.35
0.35,0.32,0.35,0.32
0.34,0.32,0.34,0.32
0.32,0.30,0.32,0.30
0.29,0.26,0.29,0.26
0.26,0.30,0.30,0.26
0.30,0.32,0.33,0.30
0.32,0.36,0.37,0.31
0.37,0.36,0.37,0.35
0.36,0.33,0.36,0.29
0.30,0.29,0.32,0.29
0.28,0.28,0.29,0.28
0.29,0.27,0.29,0.27
0.29,0.29,0.29,0.29
0.29,0.27,0.29,0.26
0.28,0.27,0.28,0.27
0.29,0.30,0.30,0.29
0.30,0.29,0.30,0.29
0.29,0.32,0.32,0.29
0.39,0.34,0.39,0.34
0.35,0.35,0.36,0.34
0.35,0.35,0.36,0.35
0.34,0.36,0.39,0.32
0.37,0.33,0.38,0.32
0.34,0.33,0.34,0.32
0.33,0.30,0.33,0.30
0.31,0.32,0.35,0.31
0.32,0.29,0.33,0.29
0.33,0.30,0.33,0.29
0.30,0.31,0.31,0.30
0.32,0.32,0.33,0.31
0.33,0.33,0.34,0.32
0.34,0.33,0.34,0.33
0.33,0.31,0.33,0.30
0.31,0.30,0.32,0.30
0.30,0.31,0.31,0.30
0.32,0.31,0.32,0.31
0.32,0.30,0.32,0.30
0.29,0.31,0.31,0.29
0.31,0.31,0.31,0.29
0.31,0.33,0.35,0.29
0.33,0.31,0.33,0.31
0.32,0.32,0.32,0.32
0.32,0.32,0.34,0.32
0.33,0.33,0.33,0.32
0.32,0.30,0.33,0.30
0.30,0.33,0.33,0.30
0.33,0.35,0.39,0.33
0.35,0.37,0.37,0.35
0.37,0.37,0.37,0.33
0.34,0.32,0.38,0.29
0.34,0.32,0.35,0.30
0.31,0.34,0.35,0.31
0.34,0.34,0.35,0.33
0.33,0.33,0.37,0.32
0.33,0.34,0.36,0.33
0.34,0.35,0.35,0.34
0.36,0.34,0.36,0.34
0.35,0.35,0.35,0.34
0.35,0.34,0.35,0.34
0.34,0.34,0.35,0.34
0.34,0.34,0.34,0.34
0.34,0.35,0.37,0.34
0.35,0.34,0.35,0.34
0.34,0.36,0.37,0.34
0.38,0.38,0.39,0.37
0.38,0.39,0.39,0.38
0.39,0.39,0.39,0.38
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.36,0.39,0.35
0.35,0.36,0.37,0.35
0.36,0.38,0.39,0.36
0.39,0.38,0.39,0.37
0.38,0.35,0.38,0.35
0.36,0.35,0.38,0.35
0.36,0.36,0.36,0.35
0.35,0.35,0.36,0.34
0.34,0.36,0.39,0.34
0.38,0.39,0.39,0.36
0.38,0.39,0.39,0.38
0.40,0.41,0.41,0.39
0.42,0.44,0.45,0.41
0.44,0.41,0.44,0.41
0.42,0.42,0.44,0.41
0.41,0.42,0.43,0.41
0.42,0.42,0.44,0.41
0.42,0.41,0.43,0.41
0.41,0.38,0.41,0.38
0.38,0.40,0.40,0.38
0.40,0.42,0.42,0.40
0.42,0.42,0.43,0.41
0.42,0.40,0.43,0.39
0.40,0.39,0.41,0.39
0.38,0.37,0.38,0.36
0.36,0.38,0.38,0.36
0.38,0.37,0.38,0.36
0.37,0.37,0.37,0.36
0.37,0.34,0.37,0.30
3.52,3.65,3.85,3.46
3.70,4.10,4.15,3.65
4.15,4.20,4.63,4.00
4.10,4.30,4.34,4.00
4.10,3.86,4.10,3.79
3.98,3.98,4.00,3.72
3.70,3.85,3.95,3.62
3.75,3.50,4.18,3.30
3.70,3.90,3.90,3.51
3.90,3.71,3.90,3.56
3.80,3.75,4.09,3.70
3.95,3.76,4.15,3.76
3.95,3.80,4.00,3.80
3.90,3.95,4.00,3.88
3.95,3.95,3.95,3.90
3.93,3.88,3.95,3.85
3.75,3.59,3.76,3.47
3.26,3.55,3.79,2.66
3.36,3.77,3.80,3.36
3.74,3.89,3.90,3.74
3.87,3.70,3.90,3.50
3.84,3.76,3.85,3.70
3.85,3.87,3.90,3.63
3.78,3.89,3.89,3.77
3.90,4.05,4.09,3.81
4.03,4.11,4.11,4.03
4.29,4.08,4.29,3.81
4.11,4.25,4.29,4.10
4.25,4.28,4.30,4.24
4.26,4.73,4.73,4.01
4.85,5.59,5.68,4.85
5.60,6.00,6.11,5.37
6.01,4.75,6.15,4.62
5.38,5.23,5.38,5.01
5.20,5.07,5.20,4.87
5.07,4.99,5.07,4.80
5.05,5.32,5.50,5.00
5.21,5.02,5.25,5.00
5.15,5.31,5.33,4.93
5.07,5.02,5.13,4.89
5.04,4.62,5.06,4.50
4.61,4.25,4.82,4.22
3.62,3.90,4.25,3.62
3.98,4.00,4.13,3.98
3.95,3.93,3.98,3.63
3.61,3.78,3.97,3.60
3.68,3.67,3.73,3.60
3.56,3.50,3.64,3.25
3.47,3.57,3.80,3.47
3.64,3.56,3.68,3.17
3.46,3.19,3.46,3.10
3.13,3.01,3.15,3.00
3.04,3.03,3.10,2.96
3.09,3.05,3.09,2.99
3.10,3.04,3.10,2.95
2.96,3.49,3.49,2.90
3.49,3.63,3.94,3.49
3.72,3.61,3.73,3.42
3.39,3.64,3.73,3.39
3.70,3.45,3.80,3.38
3.44,3.72,3.72,3.44
3.70,3.64,3.70,3.50
3.62,3.52,3.62,3.52
3.54,3.59,3.62,3.54
3.60,3.65,3.70,3.60
3.66,3.59,3.66,3.53
3.52,3.59,3.60,3.52
3.50,3.58,3.59,3.49
3.67,3.64,3.67,3.52
3.51,3.63,3.63,3.51
3.67,3.55,3.67,3.52
3.50,3.51,3.69,3.50
3.53,3.60,3.71,3.50
3.60,3.54,3.60,3.53
3.52,3.53,3.55,3.52
3.56,3.52,3.60,3.52
3.50,3.36,3.52,3.35
3.40,3.18,3.54,2.88
3.19,3.05,3.27,2.96
3.00,2.92,3.18,2.69
2.88,2.89,2.96,2.55
2.96,2.98,3.01,2.82
2.71,2.96,3.01,2.71
2.96,2.86,3.03,2.72
2.86,2.77,2.86,2.77
2.75,2.69,2.78,2.59
2.63,2.41,2.63,2.41
2.40,2.35,2.61,2.35
2.38,2.54,2.64,2.29
2.59,2.64,2.64,2.40
2.63,2.77,3.24,2.46
2.80,2.95,3.50,2.80
3.00,3.10,3.56,2.95
3.10,3.00,3.10,2.80
2.87,2.58,2.90,2.55
2.52,2.40,2.81,2.39
2.35,2.29,2.40,2.26
2.25,2.19,2.45,2.12
2.49,2.32,2.49,2.21
2.40,2.30,2.43,2.30
2.40,2.26,2.44,2.17
2.24,2.30,2.39,2.20
2.39,2.30,2.45,2.23
2.40,2.47,2.52,2.36
2.63,2.44,2.63,2.36
2.48,2.39,2.63,2.28
2.40,2.22,2.41,2.19
2.20,2.08,2.22,2.01
2.50,2.07,2.50,2.01
2.00,2.09,2.24,1.55
2.24,2.11,2.30,1.95
2.02,2.10,2.28,1.92
2.32,2.03,2.32,2.03
2.10,1.93,2.10,1.89
2.05,1.99,2.10,1.93
2.05,1.78,2.08,1.78
1.85,1.95,2.05,1.85
2.00,1.82,2.04,1.61
1.86,1.83,2.03,1.67
2.04,1.66,2.04,1.66
1.70,1.86,1.99,1.70
2.00,1.85,2.00,1.77
1.90,2.07,2.07,1.90
2.16,2.49,2.58,1.97
2.62,2.51,2.62,2.50
2.56,2.54,2.63,2.50
2.50,2.50,2.59,2.50
2.45,2.51,2.51,2.16
2.40,2.49,2.50,2.40
2.50,2.41,2.55,2.41
2.42,2.47,2.65,2.40
2.45,2.48,2.48,2.45
2.50,2.53,2.53,2.50
2.55,2.55,2.64,2.55
2.65,2.86,3.79,2.65
2.86,2.84,2.99,2.76
2.91,2.75,2.91,2.66
2.67,2.47,2.79,2.40
2.40,2.45,2.49,2.28
2.25,2.35,2.44,2.25
2.35,2.68,2.80,2.35
2.75,2.73,2.76,2.45
2.77,2.88,2.90,2.61
2.82,2.81,2.82,2.65
2.73,2.74,2.89,2.60
2.66,2.84,2.84,2.60
2.80,2.79,2.92,2.79
2.87,2.84,2.87,2.80
2.84,2.95,2.95,2.67
2.91,2.77,2.91,2.77
2.89,2.79,2.90,2.71
2.89,2.63,2.89,2.63
2.74,2.74,2.79,2.69
2.74,2.74,2.74,2.63
2.80,2.48,2.80,2.48
2.48,2.45,2.49,2.34
2.50,2.45,2.50,2.40
2.36,2.49,2.49,2.23
2.44,2.44,2.47,2.39
2.39,2.39,2.45,2.32
2.40,2.38,2.40,2.38
2.39,2.47,2.50,2.24
2.48,2.50,2.55,2.43
2.49,2.50,2.50,2.45
2.52,2.79,2.85,2.52
2.79,2.75,2.90,2.54
2.67,2.71,2.90,2.62
2.75,2.72,2.80,2.66
2.65,2.55,2.72,2.52
2.57,2.65,2.89,2.55
2.86,2.79,2.86,2.70
2.45,2.72,2.80,2.45
2.79,2.56,2.80,2.51
2.54,2.63,2.69,2.50
2.70,2.85,2.85,2.56
2.80,2.83,2.87,2.75
2.85,2.72,2.85,2.65
2.71,2.52,2.72,2.49
2.55,2.59,2.64,2.52
2.55,2.60,2.68,2.55
2.58,2.60,2.75,2.58
2.58,2.65,2.72,2.58
2.69,2.75,2.77,2.63
2.75,2.62,2.83,2.46
2.54,2.75,2.80,2.54
2.77,2.88,3.08,2.77
2.99,2.98,3.00,2.94
3.01,3.00,3.01,2.81
3.00,2.99,3.01,2.81
3.01,3.02,3.02,2.97
3.04,2.98,3.04,2.98
3.00,3.01,3.01,2.87
2.86,3.25,3.26,2.86
3.25,3.19,3.25,2.81
3.18,3.26,3.26,3.18
3.18,2.97,3.18,2.97
3.00,3.00,3.10,2.97
3.09,3.00,3.09,2.97
3.09,2.97,3.18,2.94
3.06,3.00,3.06,2.82
3.08,2.90,3.08,2.89
3.09,2.98,3.09,2.88
3.00,2.81,3.00,2.75
2.81,2.84,2.85,2.81
2.89,2.83,2.90,2.82
2.83,2.79,2.84,2.79
2.76,2.66,2.79,2.66
2.81,2.75,2.85,2.75
2.78,2.88,2.89,2.77
2.83,2.97,3.01,2.82
2.91,2.99,3.09,2.91
2.99,3.05,3.09,2.86
2.92,3.02,3.10,2.80
3.04,3.16,3.18,3.04
3.17,3.07,3.18,3.07
3.09,3.11,3.25,2.95
3.12,3.21,3.26,3.07
3.21,3.17,3.21,3.12
3.20,3.29,3.46,3.20
3.38,3.45,3.58,3.36
3.50,3.64,3.66,3.45
3.64,3.74,3.75,3.63
3.72,3.54,3.72,3.34
3.41,3.46,3.49,3.31
3.38,3.40,3.49,3.33
3.20,3.27,3.40,3.20
3.30,3.20,3.33,3.20
3.13,3.32,3.43,3.11
3.28,3.24,3.28,3.24
3.16,3.26,3.27,3.16
3.31,3.42,3.42,3.23
3.38,3.70,3.70,3.38
3.64,3.62,3.86,3.62
3.64,3.97,4.10,3.64
3.90,3.76,3.98,3.75
3.83,3.91,4.05,3.77
3.91,4.50,4.50,3.86
4.55,4.30,4.59,4.11
4.33,4.36,4.41,4.21
4.32,4.39,4.39,4.19
4.26,4.25,4.40,4.22
4.25,4.30,4.52,4.18
4.30,4.25,4.35,4.19
4.20,4.20,4.25,4.14
4.17,4.02,4.17,3.76
4.06,4.04,4.10,4.01
4.04,3.96,4.04,3.89
3.88,3.82,3.97,3.82
3.81,3.84,3.92,3.67
3.81,4.00,4.02,3.69
3.95,3.99,4.03,3.80
3.92,4.02,4.04,3.85
3.91,4.02,4.02,3.91
4.01,4.17,4.18,3.94
4.09,4.05,4.17,4.04
3.81,4.17,4.17,3.81
4.20,3.88,4.28,3.77
3.95,3.92,4.14,3.80
3.91,3.94,3.95,3.75
3.91,3.81,4.00,3.81
3.85,4.06,4.06,3.85
4.03,4.03,4.08,4.01
4.08,4.18,4.20,3.95
4.18,4.09,4.18,4.04
4.75,5.40,6.08,4.75
5.60,5.09,5.62,5.03
5.10,5.20,5.23,4.85
5.21,5.15,5.45,5.05
5.04,5.10,5.30,5.03
5.25,5.09,5.35,5.01
5.13,4.84,5.13,4.75
4.80,4.73,5.02,4.69
4.61,5.06,5.06,4.61
5.20,5.04,5.20,4.97
5.02,5.03,5.10,4.98
5.07,5.06,5.15,4.91
5.04,5.15,5.15,4.77
5.19,5.15,5.22,5.04
5.13,5.15,5.20,5.10
5.20,5.02,5.20,4.97
5.03,5.05,5.15,4.93
5.09,4.99,5.14,4.87
4.95,5.09,5.13,4.86
5.08,4.65,5.08,4.58
4.68,4.62,4.81,4.52
4.63,4.45,4.83,4.35
3.85,4.49,4.62,3.75
4.46,4.53,4.60,4.36
4.56,4.43,4.59,4.33
4.49,4.46,4.50,4.35
4.44,4.37,4.48,4.23
4.32,4.23,4.37,4.20
4.20,4.29,4.39,4.16
4.31,4.32,4.47,4.25
4.36,4.44,4.53,4.33
4.47,4.34,4.49,4.30
4.44,4.40,4.54,4.29
4.42,4.89,5.16,4.42
4.95,4.76,4.95,4.52
4.79,4.90,5.05,4.53
4.90,5.03,5.03,4.72
5.05,5.35,5.35,4.93
5.49,5.60,5.69,5.35
5.54,5.21,5.62,5.03
5.25,5.10,5.39,5.05
5.12,5.19,5.30,4.80
5.33,5.17,5.38,5.04
5.39,5.24,5.39,5.08
5.26,5.25,5.26,5.17
5.27,5.06,5.27,5.02
4.99,5.04,5.13,4.99
5.04,5.14,5.17,4.99
5.14,5.26,5.32,5.13
5.20,5.10,5.28,5.05
5.00,5.01,5.22,4.95
5.00,5.03,5.21,4.91
5.13,4.92,5.17,4.90
4.85,4.80,4.89,4.75
4.78,4.61,5.01,4.56
4.62,4.74,4.99,4.62
4.78,4.50,4.95,4.45
4.47,4.50,4.92,4.46
4.64,4.55,4.73,4.54
4.57,4.73,4.98,4.53
4.67,5.01,5.09,4.61
5.09,5.07,5.14,4.90
5.07,5.21,5.26,4.95
5.60,5.34,5.75,5.25
5.36,4.59,5.36,4.36
4.68,4.46,4.68,4.43
4.45,3.94,4.53,3.91
3.98,3.92,4.10,3.85
4.00,3.60,4.08,3.51
3.69,3.68,3.78,3.61
3.65,3.66,3.76,3.65
3.65,3.69,3.73,3.64
3.65,3.63,3.73,3.50
3.60,3.63,3.73,3.60
3.64,3.55,3.64,3.48
3.59,3.49,3.62,3.35
3.52,3.42,3.52,3.33
3.42,3.48,3.62,3.37
3.46,3.51,3.67,3.44
