APA,Apache Corporation Common Stock,NASDAQ
85.56,85.04,85.64,84.45
83.72,82.18,84.27,81.67
82.87,82.64,83.12,82.30
83.21,83.17,83.59,82.85
83.55,84.06,84.22,83.30
83.61,83.83,84.59,83.30
84.21,83.30,84.32,83.03
83.22,82.13,84.33,81.47
81.77,80.23,81.93,79.50
81.77,82.17,83.01,81.28
82.52,81.45,82.88,81.32
81.87,81.46,82.19,80.75
81.40,80.33,81.43,80.12
80.95,81.69,81.94,80.07
81.57,82.41,82.58,81.45
82.39,82.97,83.20,82.13
82.96,82.03,83.22,81.45
82.06,82.51,82.52,81.80
82.51,83.60,83.68,82.47
85.25,84.98,85.41,83.89
84.90,83.90,84.97,83.71
83.89,83.57,84.15,83.30
83.31,82.51,83.56,81.86
82.54,82.77,83.31,81.90
82.29,82.06,82.41,81.73
81.80,81.15,81.92,80.49
81.00,80.58,81.05,79.99
80.77,80.25,81.95,80.25
81.85,81.68,82.33,80.52
81.25,82.00,82.29,80.89
81.97,82.31,82.48,81.46
82.29,82.26,82.49,81.62
82.12,81.94,82.54,81.35
82.00,83.18,83.51,81.92
83.04,83.20,83.51,82.38
82.56,82.70,83.37,82.40
82.87,82.51,83.00,82.14
82.41,80.74,82.56,80.72
80.34,80.27,80.42,79.56
80.05,78.99,80.18,78.83
78.42,75.37,78.45,75.28
75.80,76.27,76.99,75.07
76.49,77.22,77.87,76.30
77.47,78.99,79.34,77.16
79.28,79.80,79.92,78.40
79.95,79.73,80.80,79.69
78.22,78.57,79.23,78.16
78.72,79.17,80.31,78.64
78.91,78.64,79.05,78.42
84.86,85.68,85.99,84.15
86.50,84.79,86.69,84.41
84.56,85.53,86.00,84.50
85.98,86.19,86.73,85.76
86.19,86.51,87.17,85.81
86.06,86.66,87.03,86.01
87.65,87.26,87.76,86.85
86.62,87.03,87.23,86.23
87.03,87.20,87.63,86.76
87.08,86.81,87.42,86.43
87.78,87.00,87.86,86.90
87.82,88.25,88.74,87.55
88.05,88.93,89.17,87.44
89.00,88.47,89.11,88.05
88.54,87.85,88.60,87.60
87.50,87.37,87.82,87.00
87.50,87.00,87.88,86.57
87.28,86.63,87.55,86.59
86.92,86.49,87.00,86.03
86.24,86.25,86.90,86.06
85.43,85.14,85.59,84.75
84.76,86.47,86.84,84.76
85.96,86.07,86.46,84.97
86.08,85.63,86.46,85.28
85.56,87.00,87.29,85.36
86.04,86.82,87.16,85.63
87.04,86.10,87.45,85.98
86.42,85.92,86.48,84.95
86.62,87.62,87.68,86.44
86.88,87.95,88.31,86.80
87.24,88.62,89.33,87.13
88.52,88.73,89.59,88.18
89.00,90.23,90.74,89.00
90.00,90.57,90.64,89.68
90.77,91.26,91.65,90.57
90.60,89.59,91.13,88.81
89.85,89.70,90.60,89.21
89.26,88.74,89.59,88.09
88.73,89.77,90.24,88.47
90.11,90.45,90.53,89.77
90.53,90.36,90.72,90.00
90.55,90.85,91.21,90.41
90.64,88.93,91.18,88.21
89.11,88.80,89.97,88.53
88.89,89.24,89.70,88.35
89.59,90.35,90.40,89.25
90.09,89.13,90.09,89.02
89.50,88.45,89.89,87.73
89.37,88.59,91.10,88.13
88.78,89.80,89.90,88.59
90.00,89.79,90.17,89.42
89.84,89.71,90.11,89.03
89.13,90.85,90.89,88.84
90.76,92.13,92.44,90.42
92.26,92.50,92.84,91.60
91.42,91.99,93.20,91.42
91.83,93.01,93.22,91.62
93.42,93.18,93.99,92.78
93.49,93.99,94.84,93.49
93.99,94.42,94.77,93.41
93.85,93.24,94.07,92.15
93.24,93.74,94.55,92.67
93.42,92.04,93.73,91.51
91.94,91.49,92.28,90.87
91.22,91.20,91.85,90.70
91.28,90.56,91.34,89.90
90.65,89.89,91.27,89.54
89.52,89.84,90.82,89.11
90.94,89.02,91.05,88.95
89.03,88.98,90.03,88.24
88.50,87.88,89.51,87.68
87.90,86.42,88.20,86.14
85.77,86.03,86.48,85.07
85.78,86.16,86.50,85.30
86.04,86.14,86.84,85.65
85.69,85.28,85.97,85.24
85.53,85.87,86.00,84.15
85.54,86.59,86.80,85.34
86.52,86.41,87.15,86.41
87.04,85.96,87.63,85.87
86.10,86.21,86.48,85.81
86.50,86.31,86.75,85.90
86.39,86.68,87.04,85.88
87.16,86.16,87.83,86.11
86.15,85.94,86.42,85.50
85.82,85.48,85.97,85.16
85.80,85.54,86.73,85.38
85.76,86.31,86.46,85.12
86.42,87.90,87.91,86.13
87.56,86.65,87.58,86.36
86.49,86.09,87.00,85.43
85.95,86.20,86.46,85.64
85.95,84.29,86.41,84.06
84.50,85.69,85.82,84.50
85.85,84.44,86.04,84.26
84.25,85.90,85.95,83.75
85.90,84.31,85.90,84.28
84.78,84.49,85.23,84.31
84.76,84.53,85.22,83.36
84.17,83.59,84.74,83.23
83.40,82.42,83.55,82.13
81.93,81.18,82.00,80.62
81.02,81.99,82.63,81.00
81.33,81.02,81.91,80.80
81.69,81.28,81.70,80.67
80.30,80.26,80.95,79.84
80.26,78.73,80.63,78.69
79.24,78.50,79.54,78.46
78.69,78.02,78.83,77.31
78.33,79.92,80.09,78.29
80.46,81.40,81.62,80.26
81.46,80.75,81.59,80.28
80.08,81.38,81.80,79.18
81.78,81.28,81.98,81.10
79.53,80.96,81.17,78.53
81.15,83.39,83.82,81.05
83.42,83.32,83.76,82.53
83.26,84.07,85.29,82.80
84.17,84.36,84.58,83.74
84.91,84.56,85.95,84.53
85.01,84.33,85.83,84.25
84.06,83.09,84.06,82.24
83.01,79.82,83.10,79.78
79.61,79.59,79.85,79.08
79.71,79.29,80.14,79.05
79.00,79.86,80.78,78.98
80.24,80.48,80.77,79.51
80.17,79.01,80.37,78.83
79.04,79.52,79.85,78.76
79.98,80.05,80.26,79.60
79.85,80.50,80.61,79.55
80.49,79.55,81.26,79.36
78.94,79.19,79.67,78.70
79.22,78.99,79.58,78.58
79.03,79.23,79.36,78.40
79.50,79.37,79.76,79.00
79.35,80.04,80.48,79.23
80.16,79.33,80.24,79.00
79.33,80.05,80.21,78.84
80.66,80.71,81.39,80.29
80.89,80.77,81.38,80.63
81.32,81.93,81.99,81.21
82.24,81.46,82.49,81.39
81.58,82.08,82.48,81.17
82.33,83.02,83.36,82.04
83.84,82.95,83.90,82.40
82.79,83.76,83.82,82.70
83.47,84.23,84.48,83.27
84.31,85.36,85.41,84.20
85.85,85.47,86.32,85.16
85.00,84.09,85.19,83.83
84.43,85.18,85.50,84.00
84.63,83.65,84.75,82.59
83.24,82.72,84.08,82.72
82.43,82.09,83.11,81.90
82.92,82.57,83.00,81.87
82.65,83.33,83.81,82.24
84.09,84.17,84.69,83.16
83.97,85.11,85.19,83.74
85.00,85.80,85.82,84.75
85.38,86.20,86.40,84.78
86.14,87.58,88.32,86.10
87.79,87.96,88.39,87.38
87.46,87.28,87.87,86.43
87.37,86.81,87.55,86.09
87.50,87.83,88.69,87.47
87.25,86.80,87.44,86.45
86.77,87.04,87.23,86.36
87.00,86.96,87.82,86.77
86.53,86.96,87.25,86.33
87.02,86.42,87.59,86.42
87.05,87.76,88.13,86.57
88.58,88.03,89.97,86.83
88.50,88.89,89.59,87.84
89.20,90.04,90.10,88.90
90.31,90.02,90.69,89.81
90.05,89.87,90.32,89.79
89.86,88.92,89.86,88.18
88.84,88.78,89.15,88.00
88.34,89.33,89.85,88.21
89.00,89.73,90.30,88.95
90.04,90.29,90.38,89.44
90.26,90.34,90.80,89.86
90.33,90.18,90.61,90.06
90.36,90.36,90.79,89.77
90.62,91.76,91.96,90.62
91.95,93.06,93.24,91.72
92.59,93.22,93.40,92.22
93.09,92.64,93.33,92.43
92.19,92.00,92.52,91.53
91.93,92.50,92.86,91.93
92.68,93.17,93.36,92.31
92.85,94.31,94.79,92.75
94.29,94.65,95.60,93.89
94.46,95.05,95.17,94.16
94.68,95.41,95.60,94.51
95.78,96.31,97.15,95.75
96.87,97.66,97.74,96.51
97.90,98.20,98.27,97.52
97.74,98.00,98.26,97.32
98.04,99.60,99.72,97.90
99.13,100.02,100.40,98.98
100.19,100.69,100.84,99.73
101.48,101.60,102.34,101.00
101.62,98.85,101.72,98.51
99.10,99.38,99.55,98.19
99.61,99.69,99.70,98.72
99.47,99.76,99.85,98.96
99.81,100.62,101.98,99.69
100.95,100.51,101.44,100.14
100.00,99.85,100.50,99.40
99.85,100.03,100.22,99.40
100.46,99.05,100.46,98.83
98.59,98.46,99.43,98.29
98.50,99.65,99.75,98.47
98.42,99.22,99.62,97.88
98.72,97.40,99.09,97.37
97.93,98.55,98.91,97.92
97.99,97.94,98.80,97.32
98.50,99.87,99.90,98.46
100.00,98.91,101.50,98.81
99.04,98.58,99.24,98.20
98.42,98.56,98.69,97.81
103.72,103.12,104.00,102.22
102.98,103.48,103.51,101.47
103.36,102.60,103.37,102.38
102.24,101.85,103.44,101.16
101.39,101.27,101.94,100.64
100.99,101.32,101.96,100.71
102.19,101.29,102.65,100.75
103.08,102.66,104.57,101.90
102.35,100.32,102.69,99.75
99.88,102.29,102.60,99.70
101.71,99.38,101.71,98.45
98.91,99.95,101.67,98.88
100.44,98.57,100.66,97.91
98.99,100.38,100.70,98.64
100.40,99.87,101.11,99.71
99.58,98.47,99.86,98.00
98.79,98.60,100.00,98.28
99.05,97.94,99.34,97.68
98.44,98.68,99.11,97.87
99.31,98.50,99.87,97.60
98.83,99.27,99.89,98.82
99.34,100.34,100.47,98.65
100.02,101.13,101.42,99.56
100.95,99.82,100.95,99.71
100.12,101.43,101.66,100.03
101.50,101.55,102.55,101.41
101.66,101.53,102.29,101.02
101.45,101.37,101.87,101.04
100.81,101.83,102.03,100.81
101.82,100.16,101.91,99.56
101.33,100.36,102.00,100.26
100.21,98.76,100.87,98.10
98.26,99.53,99.70,98.26
98.80,97.93,98.86,97.35
97.90,97.11,98.59,96.64
96.74,97.28,97.36,95.91
96.10,97.63,97.67,95.81
97.25,96.24,97.50,96.08
95.92,97.12,97.32,95.22
97.27,97.82,98.75,97.13
98.27,97.50,98.57,97.33
97.88,97.01,98.27,96.54
97.55,96.51,97.97,96.51
96.09,94.52,96.42,94.25
94.47,95.06,95.97,94.30
94.39,94.85,95.53,92.90
95.03,93.31,95.14,93.31
93.36,94.62,95.17,92.95
93.33,94.68,94.92,92.98
94.41,93.87,94.67,92.84
93.59,91.05,93.87,90.77
90.06,88.74,90.13,87.68
88.77,86.95,89.06,86.77
87.41,86.19,87.41,85.76
85.46,84.21,86.55,84.15
83.77,85.43,85.46,82.97
84.80,81.88,85.19,81.79
81.48,79.91,82.14,79.31
79.90,75.93,80.72,75.84
76.41,74.40,77.27,74.14
72.51,72.67,72.89,69.28
70.83,73.23,74.53,70.66
74.40,72.85,75.31,72.72
73.05,72.93,73.32,71.76
73.61,75.53,75.65,73.54
75.48,73.87,76.27,73.82
74.81,76.08,76.87,74.63
75.84,75.81,76.11,74.59
74.52,73.05,74.52,72.47
73.57,75.24,75.69,72.90
75.96,76.39,77.23,75.69
75.35,75.81,76.40,74.59
75.89,77.20,77.28,74.59
78.02,76.40,78.65,76.16
75.42,74.21,76.00,73.58
75.66,75.56,76.16,74.27
73.98,75.44,75.48,72.74
75.80,76.52,76.70,75.16
77.17,75.10,77.57,74.56
75.39,75.41,75.72,74.11
74.99,73.70,75.36,73.65
73.30,72.07,73.57,70.94
72.31,73.35,73.64,71.55
73.00,72.09,73.02,71.59
71.79,72.07,72.68,71.21
72.40,72.05,72.40,71.41
72.24,74.24,74.39,71.92
75.80,75.70,76.31,74.73
75.45,75.81,75.93,74.44
76.00,73.36,76.15,73.20
73.09,72.24,73.22,71.95
68.34,64.09,68.39,63.73
63.41,63.81,63.93,62.00
62.64,63.11,64.41,62.64
63.59,64.30,65.58,63.12
63.36,63.25,64.19,62.78
62.49,61.64,62.86,60.12
60.86,57.43,60.90,57.30
57.10,58.84,59.32,56.66
57.42,57.78,58.62,56.80
57.57,57.04,58.94,56.86
56.10,56.44,57.97,55.80
57.01,55.20,57.46,55.08
54.34,56.71,59.09,54.34
57.14,60.20,61.14,56.98
62.32,62.15,62.60,59.56
62.88,64.82,64.92,62.23
63.69,63.74,64.35,62.64
64.40,65.43,65.72,64.12
64.62,64.05,64.64,62.90
64.63,63.96,64.96,63.52
64.46,63.64,64.95,63.25
63.31,62.97,63.73,62.38
62.33,62.67,63.46,61.35
62.18,63.83,64.26,61.51
62.17,59.91,62.51,59.60
59.74,59.26,61.23,58.73
60.31,58.60,60.42,57.91
59.39,60.87,61.40,58.71
61.33,60.69,61.39,59.81
59.60,58.46,59.60,57.77
58.63,58.46,59.32,57.90
57.46,59.53,59.68,57.44
61.02,60.00,61.20,59.56
60.60,62.25,62.60,60.31
61.00,60.16,61.20,59.17
60.88,62.32,62.63,60.27
62.69,63.76,63.77,61.41
63.44,62.88,65.15,62.81
63.44,64.47,64.86,62.41
64.00,64.59,65.32,63.41
64.04,61.12,64.04,60.93
61.72,61.23,61.99,59.73
60.30,62.57,63.07,59.86
64.03,66.23,66.23,63.68
67.39,68.06,68.43,67.05
66.68,67.31,68.24,66.01
68.01,68.37,69.07,67.59
68.63,68.33,68.82,67.36
68.70,67.22,69.02,67.18
66.90,66.25,66.90,64.03
64.75,64.75,65.01,63.20
65.98,64.58,67.57,63.82
65.86,67.05,67.09,65.16
66.50,66.79,66.84,65.50
65.80,65.75,67.23,65.43
63.53,66.63,66.79,63.23
66.68,66.22,67.25,65.81
65.27,66.22,66.44,64.84
66.91,66.91,67.42,66.40
67.05,67.83,68.00,66.48
67.19,65.74,67.19,65.27
66.00,65.84,66.31,65.42
65.46,65.79,65.86,64.54
66.10,66.72,67.30,65.89
66.54,66.53,66.78,65.50
66.66,65.43,66.66,65.15
64.71,63.13,65.45,62.68
63.03,61.41,63.21,61.40
60.52,60.15,61.27,60.15
60.19,61.16,61.46,59.83
61.53,60.17,61.55,60.07
59.46,59.36,59.52,58.20
58.75,59.83,67.00,57.57
59.52,59.09,59.76,58.65
58.65,61.50,61.93,58.18
60.10,59.88,60.63,59.38
60.16,59.55,61.20,59.55
59.57,58.68,60.44,58.67
58.91,59.03,59.25,58.21
59.64,59.83,60.26,58.88
60.98,59.81,61.40,59.58
59.30,59.41,60.05,58.88
60.30,60.83,61.18,59.97
59.86,60.33,60.82,59.75
60.93,60.63,61.61,60.54
60.23,61.44,61.58,60.14
61.85,64.84,65.00,61.60
64.76,65.44,66.58,64.35
65.98,65.25,66.59,64.86
65.47,66.47,67.00,65.40
66.80,67.84,68.17,66.61
68.03,67.51,68.28,67.02
68.00,69.81,69.95,67.98
70.09,71.40,71.87,70.00
70.86,70.81,71.77,70.33
70.22,70.38,70.82,69.69
70.40,70.67,71.58,70.26
70.67,68.37,70.80,68.22
68.83,67.80,69.00,67.09
68.13,68.35,69.24,68.05
67.89,66.32,68.00,65.82
66.95,66.72,67.32,66.45
66.69,66.79,67.30,66.21
66.73,68.56,68.80,66.63
68.91,68.40,69.24,67.25
68.44,68.48,68.88,67.12
68.50,68.55,69.17,67.87
69.26,67.94,70.14,67.48
68.40,67.34,69.13,66.86
66.20,65.08,66.22,64.15
65.74,65.54,65.86,64.07
65.45,63.13,65.45,63.12
63.49,63.64,64.11,63.26
64.18,62.70,64.29,62.26
62.93,62.63,63.55,62.42
62.34,63.42,63.91,62.10
63.28,63.78,63.90,62.90
63.08,62.17,63.32,62.03
62.45,61.61,62.50,61.20
62.08,62.17,62.62,61.61
61.61,62.53,62.98,61.50
61.63,61.41,61.93,60.82
61.29,60.77,61.85,59.78
60.53,59.79,60.71,58.83
60.20,59.84,60.55,59.70
59.89,58.87,60.03,58.68
59.50,59.60,59.90,58.67
59.35,58.95,60.01,58.82
58.56,58.25,58.75,58.01
57.92,59.35,59.67,57.83
59.01,58.21,59.40,57.73
58.95,58.57,59.40,58.56
59.51,58.96,59.61,58.59
58.91,58.15,59.13,57.72
57.80,58.18,58.27,57.49
57.56,57.97,59.03,57.41
57.78,59.05,59.09,57.70
59.67,57.67,60.13,57.50
58.03,57.23,58.40,57.13
57.07,56.54,57.44,56.06
56.75,57.53,57.63,56.20
57.71,58.85,58.93,57.50
58.90,58.71,59.40,58.50
58.78,57.80,59.00,57.61
57.83,58.48,58.53,57.24
57.43,57.21,57.96,56.90
57.79,57.63,57.96,57.14
57.64,56.08,58.85,55.82
56.20,56.78,56.99,56.11
55.66,55.50,56.69,55.15
55.16,55.70,55.99,53.75
55.16,53.46,55.94,53.11
54.60,53.83,54.97,53.82
54.22,52.94,54.74,52.79
52.90,53.26,53.44,52.50
53.00,54.39,54.53,52.82
54.12,53.48,54.35,53.12
53.85,52.67,53.90,52.52
52.25,50.64,52.25,50.57
50.30,48.62,50.54,48.50
48.90,47.53,49.44,47.37
47.32,47.32,47.70,46.62
47.34,47.35,47.50,46.32
47.20,45.08,47.25,45.03
44.28,44.51,45.29,43.84
44.80,46.47,47.06,44.29
46.34,46.79,47.59,46.07
46.58,46.48,47.18,45.96
46.47,45.86,46.64,45.70
45.05,45.27,46.42,44.30
45.92,45.35,46.23,45.01
46.02,44.44,46.80,44.34
44.39,46.60,46.90,43.04
46.14,46.11,47.31,45.55
46.60,48.45,48.54,46.33
46.99,47.69,47.93,46.45
47.64,49.21,49.68,47.22
48.91,47.90,49.66,47.80
47.95,47.00,48.69,46.90
46.81,47.85,47.93,46.32
47.65,48.07,48.43,47.34
47.60,45.81,47.78,45.40
45.93,44.56,46.49,44.51
44.41,43.23,45.21,43.14
40.67,40.49,42.44,39.05
42.31,38.90,42.31,38.90
40.21,39.53,40.21,38.55
40.68,42.79,43.67,40.44
42.67,44.86,45.40,42.49
44.09,45.24,45.67,41.92
43.41,43.13,44.69,42.55
43.63,43.22,43.86,41.21
43.37,43.22,45.11,42.72
42.41,42.50,42.80,41.77
43.11,43.24,43.80,42.09
43.72,41.29,44.54,41.19
41.50,40.84,41.56,40.15
40.28,40.20,40.31,39.28
40.10,40.24,40.52,39.13
40.29,40.43,41.14,40.19
40.79,43.04,43.17,40.75
43.07,41.99,43.78,41.89
41.10,39.65,41.38,39.37
40.02,39.34,40.23,39.21
38.57,38.63,39.67,38.37
38.74,37.27,38.91,37.10
37.03,37.88,38.40,36.54
38.28,38.20,38.62,37.63
37.63,36.20,37.73,36.16
36.62,37.12,37.16,35.79
37.47,39.16,39.29,37.34
39.92,39.72,41.02,39.31
39.19,42.61,42.81,39.10
43.10,43.98,44.40,42.83
44.09,46.12,46.31,43.96
46.76,45.93,47.98,44.45
45.85,47.15,47.63,45.67
47.46,46.47,47.60,45.97
46.56,44.95,46.56,44.34
44.42,44.59,45.14,43.62
44.51,45.69,45.96,44.19
45.46,46.75,46.84,45.23
46.97,46.52,47.10,45.91
45.82,45.33,45.88,45.01
45.07,45.92,46.19,44.82
45.70,45.08,46.07,44.98
45.41,45.97,46.34,44.91
45.53,46.49,46.79,45.10
46.35,45.38,46.45,45.19
44.41,44.14,44.41,42.64
44.22,46.05,46.62,43.76
45.71,46.58,47.45,45.58
46.85,47.13,47.80,46.22
46.74,47.94,48.14,46.55
48.37,49.87,50.20,48.27
50.07,49.39,50.66,48.66
48.33,49.27,50.94,48.07
48.89,47.67,49.32,46.89
53.50,53.94,55.02,52.04
53.78,53.31,56.31,51.87
50.00,49.40,51.79,48.83
48.31,48.90,50.06,47.30
48.81,48.97,49.85,47.97
49.10,50.49,50.50,48.28
50.22,49.71,50.81,49.27
50.50,50.10,51.11,48.68
49.65,49.54,50.00,48.49
49.64,49.10,50.00,48.81
48.85,48.85,49.57,48.38
49.15,50.91,51.44,49.08
50.42,50.35,50.94,49.90
49.70,49.42,50.19,49.21
49.76,49.18,49.99,48.85
49.34,49.15,49.73,48.63
48.77,47.32,49.28,47.01
47.74,45.76,48.10,45.56
44.96,45.79,46.04,43.74
44.73,44.22,45.09,43.60
43.42,44.87,45.32,42.92
45.02,44.95,45.99,44.52
44.59,46.19,46.54,44.39
45.25,42.92,45.51,42.68
42.50,43.49,44.18,41.60
43.76,45.27,45.37,43.76
44.91,44.80,45.44,44.25
44.70,42.95,45.18,42.70
42.80,42.69,43.80,42.56
42.67,42.53,43.07,41.98
42.91,42.78,43.54,42.35
43.87,45.71,45.81,43.52
46.06,45.80,46.56,45.16
44.71,44.92,45.30,44.39
45.91,45.45,46.34,45.04
44.59,44.81,45.64,44.56
44.50,44.47,45.09,44.39
44.25,44.43,45.11,43.75
43.50,43.53,44.03,42.14
42.10,38.53,42.12,38.45
37.37,36.55,38.63,36.23
36.86,36.65,37.59,35.07
36.67,35.06,36.86,34.36
35.55,35.42,35.69,34.18
35.94,35.60,37.22,35.36
35.88,37.03,37.64,35.26
35.24,35.33,35.91,33.56
35.50,34.48,35.69,33.80
33.27,34.61,35.35,32.20
34.33,37.24,37.59,34.12
38.99,39.38,40.06,37.64
38.36,37.43,40.64,37.38
38.35,38.03,38.81,37.08
37.67,38.63,40.26,37.40
40.76,40.60,40.98,38.98
40.98,42.54,42.54,40.92
41.27,40.82,41.75,40.24
39.50,38.55,40.07,38.45
39.73,41.24,41.30,38.00
42.06,40.74,43.80,40.49
40.30,39.05,40.31,38.46
38.20,37.58,38.36,36.87
36.53,35.58,37.13,34.29
35.41,35.33,36.33,35.01
34.35,34.38,35.04,33.23
34.97,36.53,36.94,34.66
37.19,37.47,37.88,36.64
38.22,40.06,40.34,37.91
40.77,38.80,40.89,37.92
37.90,37.33,37.97,36.27
38.34,39.61,39.75,38.34
38.89,37.88,39.78,37.86
36.95,38.60,38.72,36.21
37.93,37.79,38.93,36.09
39.09,39.47,40.48,38.40
39.49,38.28,39.50,37.69
38.47,38.62,38.68,36.26
38.33,41.97,42.01,38.16
41.75,45.09,45.60,41.75
45.63,48.04,48.94,45.16
48.03,51.02,51.11,47.62
50.32,46.17,50.42,46.12
47.25,46.23,47.69,45.01
45.90,46.25,46.65,44.75
47.38,48.97,49.04,47.37
47.72,48.19,48.90,47.43
47.03,47.93,48.02,46.83
48.51,49.25,49.98,48.11
49.95,50.47,51.02,49.48
51.27,49.63,51.81,48.53
49.14,49.88,50.75,48.74
49.06,50.27,51.32,49.02
49.28,47.86,49.73,47.65
47.01,48.85,48.86,46.59
48.98,48.41,49.08,47.60
47.48,48.56,48.63,47.05
49.25,48.64,49.51,48.07
48.35,48.81,49.18,48.02
47.46,47.50,48.63,47.09
47.54,46.82,48.29,46.62
46.40,47.33,48.18,46.15
47.81,49.76,49.90,47.31
49.21,49.19,50.01,48.35
50.75,50.66,51.64,50.18
51.18,49.95,51.66,49.92
50.59,53.29,53.69,50.14
53.10,52.46,53.11,51.52
52.84,52.97,53.45,52.35
52.31,52.05,52.64,51.54
50.27,53.44,53.87,50.07
53.98,55.02,55.50,53.21
54.48,54.68,55.44,53.58
54.94,54.78,55.62,54.33
55.27,56.20,56.66,55.16
55.66,54.41,55.98,53.99
54.89,55.88,56.01,53.93
56.43,57.54,58.06,56.31
56.88,55.43,57.63,55.28
55.89,54.40,56.27,53.29
54.61,54.24,54.97,53.17
53.05,52.13,53.82,51.41
52.25,50.73,52.73,50.08
51.91,54.82,55.00,51.52
53.95,53.84,55.57,53.59
53.45,52.12,53.45,51.69
52.61,53.09,53.34,52.06
53.08,54.01,54.82,51.79
54.97,54.30,55.60,54.24
53.58,53.02,54.49,52.46
54.38,54.80,55.60,54.38
54.86,55.12,55.81,54.12
57.68,56.61,58.21,55.21
55.82,56.98,57.21,54.27
57.17,57.11,57.61,56.26
56.76,57.60,57.84,56.44
58.14,58.25,59.13,57.07
58.81,57.91,59.59,57.86
58.49,58.03,58.82,57.45
57.66,58.29,58.37,57.00
58.26,57.14,59.25,57.03
56.49,56.17,56.86,55.18
55.51,55.84,56.01,54.86
55.92,54.58,56.34,54.16
55.47,55.62,55.84,54.87
56.22,58.21,58.44,56.13
59.00,57.00,59.02,56.69
56.22,55.83,56.96,55.65
55.16,53.52,55.59,53.03
53.03,53.84,54.55,52.53
53.69,54.76,55.37,53.47
54.31,54.53,55.41,53.77
53.62,53.00,53.62,51.91
53.77,53.87,54.47,53.54
54.99,55.32,55.62,54.45
54.82,56.63,57.00,54.27
56.62,56.43,56.85,55.75
57.14,58.16,58.18,56.54
55.50,54.86,56.92,54.80
53.88,52.00,54.16,51.38
53.42,54.18,54.20,52.95
54.76,55.81,56.23,54.60
55.82,55.67,56.08,55.09
55.76,56.67,57.38,55.40
55.41,54.67,56.13,53.72
54.39,55.30,55.47,54.18
55.97,54.90,56.67,54.45
55.70,55.17,55.99,54.68
55.54,55.11,56.25,55.04
56.40,57.54,58.34,56.20
57.54,56.54,57.83,56.04
57.36,56.88,57.73,56.80
57.46,57.12,57.64,56.70
56.91,56.33,57.07,56.08
56.11,55.11,56.28,54.91
54.35,54.60,55.06,53.41
54.75,53.40,55.93,53.27
53.90,53.65,54.25,53.17
53.04,51.97,53.24,51.65
51.69,52.75,52.87,51.58
52.82,51.76,53.89,51.37
51.72,51.84,52.49,51.54
51.15,52.50,52.74,51.00
51.82,49.87,52.00,49.62
50.50,49.94,50.83,48.82
50.15,51.73,51.87,49.40
51.18,50.18,52.90,49.94
49.90,49.64,50.06,48.04
50.15,50.67,51.74,50.07
50.66,50.23,50.84,49.82
50.40,48.78,50.78,48.71
49.34,49.59,50.28,48.94
49.70,49.01,50.15,48.90
49.37,49.88,50.07,49.09
49.67,50.97,51.34,48.87
50.81,51.63,51.94,50.45
51.99,53.60,53.75,51.77
53.39,53.49,53.70,52.97
52.58,53.15,53.30,52.32
53.07,53.39,53.48,52.51
52.97,52.74,53.33,52.60
52.58,52.51,53.04,51.96
52.79,52.35,53.18,52.00
52.05,52.83,53.15,51.85
53.10,52.43,53.83,52.15
51.89,49.70,52.02,49.64
49.35,49.79,49.86,48.53
50.34,51.29,51.54,50.32
51.38,51.67,52.00,50.73
56.97,55.13,58.99,54.78
56.56,59.05,59.33,56.00
58.49,59.40,59.78,58.34
59.08,59.90,60.19,58.30
58.60,57.51,59.60,57.20
57.11,56.75,58.81,56.56
57.21,58.70,58.74,56.90
57.73,58.56,58.86,57.56
59.09,57.85,59.25,57.76
57.58,57.49,58.46,57.33
58.21,60.89,60.94,58.09
61.57,61.00,62.19,60.78
60.17,60.02,61.44,59.16
61.11,59.94,61.21,59.85
59.02,59.59,59.88,58.11
60.07,63.70,64.06,59.53
63.32,63.74,66.00,62.93
64.33,63.87,65.09,63.75
63.73,63.95,64.64,62.89
64.16,63.79,65.81,63.03
64.96,64.65,65.71,64.36
64.85,64.09,65.17,63.71
64.25,63.33,64.60,62.77
63.98,64.16,65.00,63.71
63.90,62.87,64.18,62.42
62.71,62.71,63.17,61.83
62.00,62.07,62.73,60.51
62.62,61.77,62.78,61.62
61.64,61.85,62.20,60.63
62.44,62.83,63.69,62.42
63.50,64.32,64.91,63.00
63.51,63.48,63.84,62.60
62.97,62.19,63.13,61.87
62.25,61.58,62.53,60.47
61.57,60.57,61.99,60.39
60.02,61.68,61.98,59.91
61.99,61.70,62.73,61.25
61.63,60.72,62.62,60.20
60.42,59.48,60.74,59.39
60.32,59.53,60.36,58.38
59.18,59.46,60.18,58.54
58.46,55.52,58.46,54.73
55.20,56.14,56.79,54.61
57.60,57.45,57.76,56.19
56.94,56.93,57.64,56.50
57.03,58.02,59.08,56.79
58.04,58.32,58.60,57.23
57.95,57.72,58.98,56.97
57.53,58.93,58.98,57.22
59.96,63.39,63.50,59.96
62.78,62.45,63.62,62.14
63.48,61.40,63.74,61.14
61.60,62.08,62.74,61.35
63.70,63.27,64.40,62.60
63.56,62.47,63.97,61.12
62.18,63.65,63.80,62.00
63.14,62.84,63.65,62.40
63.41,61.35,63.61,61.25
59.76,60.74,61.47,58.05
64.89,65.95,66.83,63.67
67.39,65.14,67.63,64.72
65.09,65.11,65.90,64.64
65.98,66.41,67.76,65.76
65.62,66.35,66.76,64.06
