VBK,Vanguard Small-Cap Growth ETF - DNQ,NASDAQ
105.40,103.99,105.51,103.96
102.45,101.03,102.83,100.69
101.53,101.08,101.55,99.81
100.02,100.05,100.87,98.85
101.01,100.97,101.19,100.15
101.90,101.75,102.10,101.19
102.44,103.32,103.40,102.44
103.29,102.94,103.67,102.75
103.86,104.66,105.13,103.86
104.78,104.65,105.25,104.00
104.60,104.79,105.07,104.11
105.97,106.22,106.22,105.00
106.72,106.47,106.92,106.39
107.28,107.31,107.44,106.49
107.33,107.68,107.68,107.00
108.97,109.08,109.12,108.51
109.09,109.45,109.68,109.00
109.59,109.71,109.91,109.42
109.88,109.07,109.92,108.88
109.83,109.61,109.89,109.31
109.86,110.18,110.56,109.86
110.05,110.21,110.27,109.80
110.58,110.47,110.65,110.18
110.99,110.31,111.00,110.17
110.88,109.18,110.88,109.08
109.10,110.25,110.25,109.09
109.52,109.81,109.85,109.01
109.61,109.21,110.01,108.78
109.50,109.58,109.72,109.13
110.00,109.93,110.80,109.65
110.91,111.88,112.04,110.91
111.52,112.08,112.13,111.40
111.99,112.26,112.48,111.92
112.08,111.02,112.30,110.77
110.65,110.15,110.80,109.80
110.84,110.79,111.13,110.11
110.73,110.97,111.28,110.50
110.50,111.35,111.44,110.39
111.56,111.30,111.56,110.52
111.40,110.70,111.41,110.69
109.63,108.68,109.69,108.41
108.41,108.20,108.93,108.11
108.08,107.24,108.42,107.20
107.35,108.73,108.95,107.35
108.39,108.46,109.43,107.95
108.80,109.69,109.75,108.65
109.94,109.97,110.05,109.16
110.33,110.41,111.00,109.97
109.11,107.92,109.51,107.77
107.84,108.18,108.65,107.73
108.15,109.15,109.52,108.15
109.15,107.83,109.16,107.59
109.25,108.35,109.54,107.50
108.45,109.43,109.56,108.36
109.53,109.87,110.16,109.53
110.45,110.19,110.75,108.96
110.48,111.90,111.96,110.48
112.76,113.08,113.08,112.32
112.98,113.16,113.32,112.61
113.21,112.67,113.42,112.63
112.96,112.94,113.07,112.30
114.38,113.32,114.40,113.24
113.40,114.41,114.41,113.40
114.54,115.52,115.74,113.50
116.03,115.41,116.06,115.26
115.88,114.65,115.88,114.48
114.50,114.03,114.50,113.28
114.18,114.23,115.03,113.47
114.30,114.27,115.03,114.00
114.50,115.08,115.33,114.42
114.36,114.62,114.93,114.29
113.43,114.46,114.79,113.17
114.52,116.07,116.07,114.46
115.28,115.70,115.98,114.96
115.46,114.76,115.71,113.83
114.68,115.66,115.93,114.61
114.50,114.26,115.06,114.25
114.21,111.90,114.52,111.90
112.19,111.11,112.19,110.19
112.74,113.83,113.93,112.58
113.61,115.08,115.08,113.61
114.40,115.68,115.81,114.11
115.60,114.56,115.63,114.29
115.37,116.14,116.18,115.13
115.78,117.09,117.09,115.72
118.12,118.28,118.30,117.36
118.59,118.08,118.72,117.74
118.68,118.60,119.39,118.04
118.00,118.06,118.31,117.35
118.21,118.86,119.02,117.87
119.16,119.01,119.37,118.41
119.12,118.84,119.14,118.20
119.14,119.20,119.35,118.45
119.39,117.74,119.48,117.35
117.70,117.30,118.24,116.73
117.59,116.97,117.68,116.10
117.68,118.37,118.39,117.23
117.65,117.96,118.24,117.08
118.57,117.22,118.64,117.06
117.81,114.88,117.81,114.78
114.97,116.83,117.00,114.97
116.83,117.40,117.49,116.60
117.18,117.35,117.38,116.67
116.69,118.66,118.66,116.69
118.74,118.86,118.90,117.92
119.10,119.43,119.45,118.70
119.99,118.25,119.99,117.90
118.11,117.35,118.58,116.96
117.75,117.01,118.06,116.70
117.34,118.85,118.95,117.34
119.15,119.47,119.47,118.87
119.71,119.01,119.71,118.80
119.12,119.76,119.99,118.91
119.95,120.18,120.23,119.68
120.67,120.07,120.67,120.07
120.23,119.32,120.23,119.09
119.03,118.81,119.41,118.37
118.43,118.77,119.44,117.59
118.72,118.82,119.28,118.33
119.86,119.46,120.01,119.19
119.70,119.33,119.83,119.08
119.21,118.89,119.90,118.67
119.00,116.68,119.00,116.40
116.54,116.73,117.14,116.31
116.95,117.01,117.43,116.51
117.66,118.09,118.27,117.60
118.17,118.24,118.38,117.48
118.36,119.77,119.82,117.30
119.73,119.24,119.75,119.10
119.37,121.18,121.25,119.37
121.88,122.18,122.28,121.67
121.53,121.73,121.95,121.53
122.23,121.94,122.57,121.82
122.33,121.81,122.42,121.46
121.86,121.69,122.03,121.49
122.15,122.30,122.42,121.90
122.07,121.09,122.07,120.55
121.60,121.74,121.99,121.20
122.30,120.96,122.37,120.96
121.41,122.06,122.36,121.34
122.10,122.36,122.61,121.40
122.80,122.23,122.97,121.50
122.26,123.13,123.14,122.00
122.78,121.24,123.03,120.73
121.80,123.06,123.11,121.46
123.30,124.01,124.05,123.30
123.84,124.18,124.19,123.65
124.16,123.44,124.17,123.23
124.42,124.04,124.45,123.23
124.11,124.86,124.97,124.08
124.41,124.12,124.41,123.40
123.48,121.15,123.48,120.95
121.47,119.38,121.47,118.40
119.59,120.82,120.82,119.59
119.86,119.33,120.44,119.04
120.47,121.31,121.80,120.24
119.67,120.90,121.56,119.50
120.52,116.81,120.73,116.50
117.43,118.05,118.36,116.91
117.41,117.27,117.63,115.70
117.72,118.53,118.80,117.46
119.14,120.08,120.08,118.78
120.28,120.48,120.53,119.50
120.68,121.59,121.89,120.52
121.87,122.20,122.65,121.60
121.06,123.60,123.73,121.06
123.33,123.70,123.91,123.00
124.24,125.14,125.23,123.99
124.55,124.14,125.50,124.13
124.39,125.43,125.53,123.84
125.81,125.72,126.18,125.37
125.93,126.75,127.44,125.92
126.70,126.70,127.24,126.14
126.86,127.22,127.99,126.60
127.01,127.76,127.76,126.68
127.79,127.11,128.24,126.18
126.00,126.39,126.75,125.07
128.09,129.31,129.65,127.95
129.25,129.11,129.38,128.81
129.44,128.72,129.50,128.55
129.50,128.64,129.50,128.05
128.56,127.86,128.56,127.19
127.90,126.73,128.52,126.29
126.03,127.32,127.32,125.60
127.79,125.52,127.89,124.93
125.19,125.94,126.36,125.19
126.73,126.76,127.63,126.41
127.08,128.56,128.58,126.89
128.67,127.40,128.67,126.67
127.25,127.52,127.82,126.48
128.08,126.60,128.25,126.53
127.00,124.85,127.00,123.74
125.48,124.71,126.32,123.96
125.28,122.43,125.58,122.43
122.31,122.15,123.07,121.37
122.57,122.27,123.79,121.93
122.92,124.23,124.34,122.55
124.48,125.80,125.89,124.47
126.25,126.25,126.38,125.75
126.31,124.76,126.35,124.22
125.61,121.95,125.61,121.48
121.21,119.85,121.79,118.99
119.97,120.82,121.22,119.10
121.28,122.90,122.92,121.00
122.90,119.27,122.90,118.73
118.28,117.43,119.49,116.94
118.61,117.90,119.29,116.78
118.23,118.46,119.00,115.95
119.43,120.23,120.27,118.75
120.00,120.56,120.98,119.56
120.70,121.12,121.18,119.98
121.29,122.47,122.77,121.29
122.31,121.55,122.44,121.49
122.40,121.37,122.40,120.13
120.79,118.89,120.84,118.64
119.42,118.10,119.81,116.27
118.60,118.85,119.34,118.11
118.54,119.55,119.55,117.73
119.55,119.63,120.54,118.53
119.84,120.01,120.70,119.46
119.20,119.97,120.09,118.37
119.60,118.06,119.69,118.05
118.08,117.54,118.26,116.00
117.47,116.58,118.76,116.26
116.32,117.20,117.20,115.66
117.80,119.64,119.89,117.65
119.66,118.64,120.13,118.61
118.41,117.30,118.69,117.16
116.92,116.61,116.92,114.95
116.58,117.36,117.38,115.87
117.18,118.49,118.73,116.88
118.06,116.88,118.06,116.29
117.29,117.61,117.90,116.56
117.72,118.58,118.99,117.58
118.58,119.65,119.73,118.35
120.22,121.13,121.21,120.22
121.00,120.49,121.00,120.00
120.90,121.05,121.09,120.33
120.90,120.39,121.05,119.92
120.52,120.13,120.52,119.03
119.57,120.02,120.23,119.24
119.60,120.65,120.72,119.13
120.88,122.42,122.60,120.32
122.97,123.51,123.76,122.80
123.51,124.21,124.86,123.51
123.97,123.88,124.27,123.30
123.24,123.62,123.77,122.96
123.48,123.03,123.70,122.63
123.16,123.48,123.63,122.41
123.43,124.13,124.15,123.17
123.98,125.13,125.51,123.79
125.15,125.92,125.92,124.67
126.19,126.18,126.33,125.49
126.25,126.56,126.57,125.83
126.70,126.52,126.99,126.33
126.39,125.27,127.19,125.10
124.66,126.12,126.16,124.52
126.10,126.06,126.10,125.08
125.73,126.85,126.91,125.47
126.68,127.39,127.41,126.48
127.80,128.45,129.11,127.80
128.50,127.89,128.82,127.75
128.38,128.47,128.52,127.93
128.00,126.55,128.15,126.50
126.37,124.79,126.40,124.07
125.02,125.08,125.47,124.41
122.85,124.23,124.88,122.45
124.17,124.09,124.31,123.58
125.22,124.68,125.22,124.46
124.57,123.43,124.85,122.78
124.03,123.38,124.11,122.89
122.49,121.75,123.52,121.53
121.95,123.24,123.44,121.83
122.50,122.91,123.14,122.27
123.61,123.91,124.40,123.61
124.44,124.34,124.74,124.04
124.63,124.52,124.98,124.14
123.79,123.46,123.99,123.24
123.70,123.02,123.70,122.19
123.30,123.26,124.01,123.12
124.00,123.59,124.06,123.12
122.44,120.72,122.61,120.72
120.64,120.09,121.24,119.19
120.65,121.27,121.42,119.56
120.64,120.71,121.61,119.95
119.91,120.68,121.34,119.70
121.26,120.24,121.48,119.84
120.45,121.38,121.44,120.11
121.81,122.46,123.01,121.77
122.12,121.49,122.59,121.00
121.81,122.50,122.62,121.65
122.50,122.71,122.82,122.31
123.42,122.76,123.48,121.57
123.79,124.41,124.46,123.56
124.75,125.12,125.14,124.75
124.57,125.09,125.22,124.35
125.09,125.04,125.16,124.16
124.90,125.02,125.34,124.39
125.76,125.51,126.00,125.17
125.70,126.58,126.70,125.69
126.61,126.09,126.74,125.91
125.65,125.60,125.88,125.10
126.05,126.43,126.62,125.47
126.80,126.90,127.12,126.28
127.38,126.30,127.40,126.13
126.50,125.55,127.08,125.32
125.55,126.11,126.11,124.77
125.92,126.23,126.46,125.45
126.03,125.00,126.03,124.76
125.08,125.59,125.62,124.49
125.02,126.36,126.36,125.02
126.33,125.10,126.47,124.73
125.18,123.71,125.18,123.32
123.37,124.48,124.69,123.30
124.64,124.82,125.46,124.20
125.31,125.36,125.45,124.92
125.88,124.42,125.88,123.90
123.90,122.45,123.91,122.05
122.01,121.44,122.66,121.41
121.66,122.49,122.62,121.17
122.11,120.61,122.28,120.28
120.91,121.59,121.64,120.72
120.46,121.83,121.90,120.31
121.84,120.35,121.87,120.32
120.28,118.51,120.28,118.02
118.40,119.15,119.52,117.01
119.73,120.16,120.65,119.51
120.51,119.26,120.61,118.92
118.66,117.17,118.89,117.13
117.00,119.10,119.10,115.85
118.87,116.22,118.87,116.20
115.86,113.78,116.62,113.71
113.82,112.19,114.49,112.05
113.00,113.40,114.88,112.48
112.26,114.45,114.95,111.21
113.00,115.78,116.48,112.59
117.13,115.99,117.43,115.60
115.79,117.53,117.53,115.79
118.26,119.87,119.95,118.00
120.19,118.29,120.42,118.27
119.32,120.09,120.84,119.10
120.15,120.32,120.41,119.49
119.86,120.15,120.17,118.75
120.64,122.76,122.79,120.47
122.90,122.35,123.42,121.58
121.95,123.21,123.61,121.69
125.23,125.03,125.23,124.32
125.26,124.94,125.87,124.67
124.50,124.12,124.85,123.67
124.96,123.87,124.99,123.61
123.95,124.75,124.75,123.82
124.55,125.07,125.18,124.22
125.17,125.48,125.67,125.03
125.45,125.71,125.85,125.24
125.10,126.05,126.22,125.10
126.10,125.30,126.39,124.97
125.39,125.36,125.68,124.85
125.12,124.61,125.48,124.50
124.99,125.47,125.99,124.99
125.34,124.52,125.34,123.81
123.98,125.68,125.70,123.95
127.02,126.20,127.09,125.85
126.48,127.47,127.50,126.31
127.66,127.37,128.16,126.94
127.37,127.77,127.82,127.25
127.59,126.26,127.59,126.08
125.99,124.25,125.99,124.23
124.28,124.99,125.36,124.28
125.15,125.96,126.23,125.06
125.75,125.44,125.89,125.06
125.90,125.93,126.12,125.61
125.76,124.54,126.64,124.14
123.28,125.86,125.89,122.82
125.50,123.41,125.70,123.20
123.90,123.82,125.35,123.61
122.69,122.43,123.70,122.43
123.23,121.30,123.47,120.88
120.98,120.95,122.81,120.54
121.05,124.37,124.41,121.05
126.08,126.35,126.35,125.22
126.71,126.95,127.27,126.05
125.75,126.20,126.20,125.35
126.76,126.11,126.76,125.88
126.31,126.45,126.79,126.08
126.99,127.00,127.42,126.81
127.23,127.46,127.69,127.00
127.21,126.69,127.57,126.59
127.00,125.94,127.59,125.92
126.50,125.64,126.91,124.46
124.84,123.99,125.08,123.44
124.20,122.25,124.26,121.35
123.22,124.22,124.22,122.94
125.08,126.24,126.34,124.79
126.26,125.47,126.26,124.99
125.63,125.11,125.72,124.22
126.00,125.01,127.09,123.60
123.66,124.61,124.85,123.39
125.14,122.41,125.14,122.32
122.32,124.44,124.58,122.31
124.68,124.12,124.90,122.91
123.81,124.17,124.95,123.35
124.99,126.20,126.24,123.50
126.26,126.40,126.96,126.06
126.20,127.49,127.56,125.72
126.29,127.15,127.72,125.91
127.80,125.47,127.86,125.34
125.73,126.82,126.82,124.91
126.02,124.79,126.61,124.74
125.10,125.81,125.84,123.33
126.47,127.74,127.78,126.18
126.79,127.39,127.93,126.79
127.92,129.03,129.18,127.89
129.05,128.50,129.32,128.06
128.17,127.59,128.74,127.46
128.30,128.59,128.76,127.20
128.39,128.68,128.93,127.89
129.50,130.30,130.41,129.18
130.49,131.16,131.18,130.16
131.26,131.27,131.53,130.77
131.15,131.81,131.82,130.95
131.54,131.80,132.06,131.23
131.68,132.59,132.60,130.91
132.41,132.55,132.55,131.75
132.55,132.34,132.63,131.88
132.56,132.72,132.97,132.18
132.70,132.79,132.97,132.32
132.84,132.24,132.91,132.23
132.28,133.35,133.37,132.24
133.14,132.73,133.14,132.00
132.23,132.01,132.36,131.39
132.56,132.62,132.90,132.01
131.98,130.79,132.29,130.59
131.10,131.16,131.40,130.65
130.18,129.91,130.34,129.51
130.21,130.68,130.81,129.54
131.50,132.31,132.36,131.24
132.07,131.74,132.46,130.79
132.36,132.95,132.97,132.20
132.57,133.06,133.21,132.42
132.78,134.44,134.89,132.40
134.09,134.63,134.70,134.09
134.99,135.66,135.76,134.99
135.70,135.21,135.70,135.16
135.20,134.75,135.37,134.60
134.97,131.82,135.02,131.74
131.48,131.61,132.21,130.81
131.63,132.58,132.70,131.38
133.46,134.42,134.51,133.36
133.81,131.78,134.37,131.78
133.10,133.46,133.78,132.19
133.46,133.83,134.34,133.40
133.14,134.59,134.84,133.14
134.62,133.84,135.00,133.84
133.89,134.97,135.09,133.89
134.99,134.66,135.32,133.66
135.15,135.33,135.49,134.79
135.46,135.04,135.89,135.04
135.23,135.03,135.39,134.14
135.61,135.93,136.35,135.40
135.83,135.88,136.22,135.53
135.02,134.00,135.02,133.45
134.84,135.05,135.20,134.42
135.48,135.21,135.77,135.03
135.25,135.34,135.50,134.43
135.13,136.21,136.45,135.13
136.38,135.85,136.51,135.69
136.18,134.23,136.65,134.12
134.24,134.51,134.77,132.82
133.82,133.39,134.16,132.91
132.45,130.82,132.78,130.41
131.30,131.96,132.03,131.11
132.16,132.52,133.23,132.00
132.52,130.38,132.55,130.15
131.07,130.77,131.15,129.89
130.79,131.70,131.94,130.41
132.94,133.04,133.64,132.84
133.05,133.01,133.85,132.69
132.47,132.85,133.16,131.21
133.32,132.86,133.60,132.60
133.50,134.20,134.24,132.75
134.00,134.34,134.34,133.52
134.01,135.62,135.65,134.00
135.39,135.27,135.59,135.00
135.61,135.49,135.87,134.82
135.44,135.56,135.83,135.11
135.35,135.39,135.87,135.00
134.98,134.15,135.00,133.71
134.29,135.54,135.60,133.79
135.23,135.37,135.42,134.49
135.30,134.41,135.30,134.03
135.15,134.97,135.38,133.81
134.40,134.95,135.58,134.10
135.24,135.83,136.13,134.89
135.39,134.70,135.71,134.33
134.42,135.55,135.74,133.46
135.49,134.73,135.64,134.56
134.85,134.25,134.87,133.26
134.70,135.70,136.02,134.70
136.09,136.08,136.29,135.78
135.71,135.64,135.93,135.29
134.96,135.22,135.47,134.00
135.01,136.17,136.40,135.01
136.48,136.25,136.79,135.77
136.73,137.91,138.29,136.73
137.95,137.75,137.95,137.51
138.39,138.36,138.60,138.04
138.36,138.42,138.53,137.93
138.14,136.93,138.36,136.84
137.52,136.78,137.52,136.20
136.97,136.39,137.09,135.75
135.55,133.26,136.00,133.14
134.32,134.24,134.68,133.51
135.58,134.49,135.58,133.82
134.57,133.85,134.84,133.35
133.05,133.59,134.52,132.68
133.76,134.22,134.22,131.60
133.18,132.12,133.68,131.39
133.44,132.71,133.79,132.50
134.02,134.17,134.29,133.50
134.81,135.45,135.64,134.81
135.40,136.31,136.46,135.40
136.34,135.36,136.43,135.23
136.24,136.36,136.55,135.95
136.43,135.77,136.43,135.38
136.09,135.49,136.09,135.17
135.44,134.88,135.90,134.54
134.52,135.35,135.52,134.38
135.56,134.37,136.04,134.19
134.42,132.81,134.66,132.62
132.13,131.54,132.40,131.36
132.13,132.99,133.20,130.88
133.10,133.84,134.10,132.38
133.59,134.28,134.41,133.02
134.47,134.91,135.71,134.32
134.98,134.30,134.99,133.40
134.42,133.95,134.79,133.61
134.67,134.22,135.58,134.04
134.44,132.22,134.44,131.31
131.94,131.75,131.94,130.76
132.25,133.26,133.50,132.25
132.28,132.12,133.06,131.54
131.26,132.03,132.20,129.53
132.07,131.82,132.57,131.37
131.68,132.32,132.49,131.12
132.06,133.86,133.86,131.49
133.73,132.95,133.73,132.85
132.27,131.62,132.60,130.81
130.68,128.04,130.81,128.04
127.00,125.70,127.72,125.58
119.72,121.04,124.74,92.99
123.22,119.76,125.78,119.73
120.95,122.88,123.10,119.53
123.94,125.72,126.20,123.43
125.46,126.63,126.80,125.05
126.04,125.48,126.66,125.20
124.23,122.22,124.23,121.75
123.44,124.30,124.30,122.15
124.62,124.42,125.77,124.11
123.18,123.22,124.22,122.64
125.08,126.06,126.19,124.59
127.09,124.57,127.09,124.43
124.15,124.77,125.63,124.15
124.41,125.63,125.63,123.81
125.90,125.18,125.93,124.86
125.29,126.62,126.78,125.15
126.81,127.70,127.73,126.55
127.64,128.21,129.84,127.41
126.65,126.49,127.64,126.21
127.34,126.26,128.10,125.86
125.22,124.29,125.48,123.55
124.66,123.93,124.91,123.60
123.30,123.04,123.30,121.72
123.30,120.88,123.30,120.26
120.45,116.79,120.52,116.30
116.97,115.91,117.86,115.31
117.04,117.78,117.92,116.27
117.95,117.78,118.26,116.24
116.86,119.97,119.97,116.00
121.04,122.34,122.52,121.04
122.21,121.36,122.67,120.56
121.95,123.17,123.22,121.31
123.10,124.11,124.40,122.56
124.32,124.70,124.93,124.08
124.77,124.34,124.99,123.96
123.65,122.58,124.78,122.44
122.72,121.53,123.27,121.38
121.78,123.90,123.92,121.35
124.17,123.98,124.17,123.02
123.51,124.21,124.77,123.14
124.05,123.59,124.57,123.20
124.01,121.91,124.18,121.58
122.51,122.55,123.15,121.61
123.18,123.31,123.39,122.25
123.12,122.78,123.28,122.50
122.26,121.71,122.45,120.92
122.18,124.66,124.66,121.64
124.30,123.65,124.55,123.25
123.50,123.29,123.90,123.08
123.51,125.61,125.79,123.51
125.37,125.87,126.47,124.98
126.06,125.72,126.45,125.29
125.87,125.73,125.97,124.58
125.56,126.42,126.44,124.89
126.22,125.22,126.51,124.37
124.74,125.40,125.40,124.22
125.57,124.19,125.57,124.19
123.51,122.16,123.67,122.08
121.87,121.07,122.32,120.81
120.91,122.21,122.22,120.55
122.44,121.99,123.27,121.75
122.43,124.06,124.10,122.03
123.98,123.63,124.24,123.42
123.94,124.42,124.83,123.93
124.28,124.88,125.37,124.28
124.43,125.69,125.86,123.99
125.67,126.69,126.82,125.67
126.77,127.00,127.11,126.40
127.36,126.26,127.38,126.12
126.73,127.05,127.08,126.14
127.04,126.07,127.31,125.90
126.50,123.79,126.83,123.20
123.89,125.21,125.26,123.77
125.03,123.52,125.03,123.09
122.48,123.24,123.57,122.23
122.85,121.87,124.00,121.40
121.84,122.39,122.91,121.62
121.18,120.02,121.32,119.65
120.10,119.37,120.60,118.36
120.22,121.04,121.29,120.16
121.91,123.07,123.28,121.44
123.49,121.58,123.49,121.52
121.25,119.96,121.34,119.96
120.67,120.62,120.96,119.86
120.87,121.46,121.74,120.30
121.67,122.60,122.61,121.38
122.55,122.75,123.32,122.33
122.18,122.37,122.38,121.45
123.01,123.59,123.69,122.67
123.58,122.54,123.80,122.54
122.00,121.44,122.66,121.44
119.50,119.21,119.50,118.11
119.50,119.26,119.70,118.72
117.75,117.40,118.34,116.61
115.83,114.10,116.23,114.02
114.59,112.43,115.05,112.31
112.90,111.50,112.92,110.34
112.36,112.08,113.40,110.23
112.41,108.44,112.83,107.83
108.90,109.73,110.61,106.68
107.00,107.92,108.06,105.43
108.92,106.63,109.00,105.62
105.19,106.84,108.01,102.46
107.12,106.90,108.95,106.16
108.69,109.73,109.98,108.56
109.20,107.45,109.43,107.31
107.95,109.43,109.57,107.37
109.04,107.80,109.83,107.26
108.77,107.21,108.98,106.93
107.65,110.53,110.53,107.54
109.71,110.51,111.04,109.00
109.34,107.88,109.55,107.43
108.71,108.20,108.87,105.60
107.92,108.75,109.67,107.67
108.21,105.18,108.21,105.09
104.05,102.19,104.10,100.73
100.84,101.50,103.10,100.62
101.98,101.78,103.72,101.67
99.96,100.62,101.24,99.54
101.71,102.53,102.69,100.85
103.79,105.35,105.43,103.48
106.04,107.68,107.99,106.04
107.77,106.91,107.77,106.67
106.48,107.54,107.55,105.79
108.47,108.90,109.32,108.47
108.59,108.00,109.11,107.86
107.04,109.11,109.21,106.33
109.35,110.24,110.24,108.84
110.81,111.06,111.32,110.49
111.08,110.59,111.78,110.59
111.42,113.06,113.06,110.82
112.96,114.07,114.10,112.69
114.05,115.19,115.19,113.97
115.20,115.74,116.47,114.76
115.26,116.66,116.95,115.26
116.12,113.96,116.12,113.87
114.49,114.41,114.65,113.59
114.89,113.60,115.21,112.40
114.61,116.04,116.15,114.53
115.77,115.95,116.22,115.46
115.14,114.03,115.17,113.80
113.70,115.10,115.25,113.66
114.89,116.40,116.77,114.50
116.69,117.33,117.72,116.49
117.08,117.18,117.66,116.83
116.48,117.23,117.66,116.39
116.95,115.04,116.95,115.04
114.56,115.33,115.33,113.83
115.57,115.42,115.86,114.68
115.07,118.28,118.28,115.00
118.88,118.39,119.30,118.07
118.51,119.00,119.34,118.50
118.00,119.48,119.55,117.86
119.43,118.76,119.79,118.71
117.96,117.46,118.35,117.41
117.48,119.32,119.32,117.36
118.57,117.85,118.83,117.33
118.88,118.15,119.06,117.68
118.91,117.53,119.38,117.49
117.54,118.40,118.56,116.84
119.10,120.69,120.71,118.96
120.76,120.53,120.85,120.17
120.20,120.83,120.91,120.08
120.37,121.58,121.73,120.31
121.87,121.68,122.24,121.05
121.74,121.87,122.52,121.22
121.83,121.47,122.44,121.15
121.48,122.38,122.40,121.33
122.07,121.72,122.44,121.36
122.13,122.64,122.68,121.56
122.66,123.16,123.37,122.25
122.47,121.52,123.15,121.26
121.23,120.59,121.53,119.65
120.99,121.62,121.66,120.41
120.67,119.73,120.77,119.22
119.14,118.98,120.02,118.53
119.33,118.50,119.46,118.37
118.04,118.96,119.05,117.53
119.10,119.71,120.25,118.96
120.23,120.83,120.83,119.54
120.61,119.25,120.72,119.25
119.79,118.77,119.96,117.91
118.56,118.15,119.19,117.74
118.72,119.58,120.00,118.16
119.32,118.29,119.90,117.81
117.75,118.27,119.15,117.25
117.31,117.52,118.28,116.52
118.13,119.42,119.42,117.86
119.37,119.44,120.00,119.29
120.02,121.62,121.87,120.02
122.01,122.29,122.46,121.80
122.45,122.16,122.53,121.95
122.25,123.33,123.33,122.24
123.66,123.61,124.01,123.23
123.29,124.42,124.51,123.03
124.16,125.53,125.53,124.00
125.42,124.82,125.42,123.86
125.04,125.88,126.10,124.68
126.00,126.29,126.70,125.56
126.38,127.06,127.19,126.36
126.56,126.40,126.94,126.07
125.18,124.20,125.18,123.89
123.68,122.95,124.47,122.78
122.26,122.30,122.71,121.37
122.63,122.74,123.62,122.59
121.97,122.68,122.68,120.86
122.62,122.10,122.74,121.79
123.69,123.62,124.64,123.57
123.72,123.32,123.77,122.68
123.48,122.92,124.00,122.82
123.96,125.09,125.10,123.96
120.36,120.59,122.29,120.05
119.28,116.98,119.35,116.45
118.18,119.53,119.75,118.05
120.84,122.05,122.18,120.63
122.23,123.90,123.90,121.64
123.97,124.31,124.90,123.84
123.87,122.99,123.93,122.32
122.50,123.95,123.99,122.35
124.30,124.40,124.94,123.71
125.29,126.85,127.09,125.24
127.51,127.84,128.15,127.35
128.55,129.00,129.56,128.37
129.49,128.29,129.53,128.11
129.22,128.39,129.22,128.32
128.74,128.43,128.87,128.16
128.46,128.80,129.05,128.28
128.60,128.32,128.86,127.98
128.63,129.38,129.63,128.38
129.38,128.78,129.81,128.44
128.78,129.84,129.98,128.66
129.63,129.52,129.78,129.12
129.44,130.03,130.17,129.23
130.37,130.14,130.52,129.44
130.04,130.37,130.60,129.69
130.16,130.56,131.13,129.58
130.94,130.99,131.46,130.27
130.84,129.02,130.94,128.56
128.81,129.82,129.86,128.50
129.98,130.01,130.57,129.63
130.61,131.11,131.31,130.36
131.28,131.01,131.71,130.84
130.95,131.13,131.32,130.82
131.16,130.54,131.34,130.15
131.07,131.06,131.32,130.40
130.81,131.15,131.40,130.59
131.51,132.24,132.53,131.51
131.85,130.93,131.85,130.88
130.91,130.39,130.98,129.62
130.53,131.37,131.37,130.52
130.94,131.32,131.41,130.69
131.12,131.55,131.58,130.85
132.12,132.58,132.86,132.05
132.51,131.23,132.71,131.07
131.03,131.43,131.97,130.91
131.66,131.20,132.55,130.50
131.47,132.00,132.47,131.44
132.04,132.01,132.34,131.46
131.80,131.46,131.90,130.76
131.48,131.78,131.82,130.70
132.42,132.97,133.03,132.24
133.45,133.14,133.45,132.56
133.00,133.75,133.76,132.86
133.58,133.20,133.87,133.00
132.02,129.10,132.04,129.10
128.70,131.10,131.17,128.51
130.13,128.67,130.37,127.97
128.90,128.75,129.56,128.48
128.78,130.27,130.44,128.59
129.48,129.77,130.03,129.19
130.31,130.55,131.34,129.89
130.90,129.95,130.90,129.92
130.43,131.61,131.73,129.69
132.46,133.25,133.31,132.46
133.02,132.47,133.34,132.44
131.83,131.42,132.13,131.33
131.24,131.80,131.85,130.99
131.89,132.49,132.52,130.95
132.30,130.80,132.30,130.51
131.37,131.78,132.25,130.65
131.46,131.18,131.68,130.68
131.51,130.49,131.60,130.00
131.03,131.03,131.67,130.95
130.68,130.72,130.89,129.87
130.84,129.93,131.12,129.25
129.93,131.21,131.74,129.93
130.84,128.77,130.88,128.25
128.84,128.70,129.16,128.31
127.58,127.96,128.43,126.80
128.53,127.45,129.03,127.39
127.44,127.12,127.66,127.00
128.34,127.96,128.56,127.75
128.00,128.23,128.64,127.41
127.99,127.96,128.38,127.24
127.12,127.63,127.90,126.80
128.59,128.35,128.99,128.09
128.26,127.13,128.26,126.96
126.41,125.77,126.61,125.30
126.21,124.07,126.21,123.92
124.04,124.21,125.15,123.96
124.44,124.68,124.85,123.99
124.89,123.40,124.89,122.66
123.01,121.70,123.10,121.54
121.95,120.86,122.18,120.75
121.14,121.60,122.64,121.00
123.74,124.48,124.60,123.59
124.13,124.91,125.34,123.69
123.56,127.18,127.50,123.56
128.36,127.64,129.02,126.40
127.54,129.19,129.41,127.40
130.16,130.82,131.00,129.89
130.70,131.47,131.68,130.48
131.04,131.29,131.77,130.85
131.45,132.18,132.44,131.37
132.48,132.19,132.59,131.90
132.75,133.10,133.31,132.35
133.53,133.68,133.69,132.72
133.10,134.46,134.49,132.96
134.77,134.99,134.99,134.42
134.82,133.46,134.97,133.31
133.54,133.47,134.02,133.30
134.23,132.81,134.32,132.76
133.43,131.46,133.43,130.93
