IFMI,Institutional Financial Markets,NASDAQ
2.58,2.43,2.60,2.43
2.45,2.42,2.45,2.26
2.42,2.54,2.57,2.42
2.55,2.60,2.61,2.54
2.54,2.56,2.61,2.42
2.61,2.52,2.61,2.52
2.58,2.48,2.59,2.34
2.47,2.35,2.47,2.32
2.33,2.45,2.45,2.31
2.47,2.40,2.48,2.35
2.45,2.56,2.65,2.35
2.55,2.68,2.70,2.55
2.62,2.60,2.70,2.58
2.52,2.53,2.61,2.30
2.52,2.58,2.60,2.52
2.60,2.59,2.60,2.55
2.57,2.56,2.59,2.55
2.52,2.53,2.54,2.46
2.51,2.45,2.51,2.35
2.46,2.46,2.47,2.40
2.40,2.41,2.47,2.26
2.42,2.34,2.45,2.32
2.32,2.42,2.45,2.29
2.46,2.44,2.47,2.42
2.44,2.44,2.44,2.44
2.38,2.38,2.39,2.38
2.38,2.29,2.38,2.29
2.28,2.28,2.37,2.28
2.27,2.32,2.36,2.13
2.39,2.37,2.39,2.29
2.32,2.23,2.32,2.23
1.99,2.10,2.18,1.91
2.05,2.06,2.15,2.00
2.06,2.15,2.20,2.00
2.15,2.20,2.20,2.03
2.16,2.19,2.19,2.00
2.17,2.13,2.20,2.02
2.06,2.02,2.20,1.93
2.13,2.03,2.14,1.95
1.99,2.04,2.14,1.98
1.99,1.95,2.12,1.78
1.91,1.99,2.00,1.83
1.92,2.08,2.08,1.92
2.09,2.02,2.09,2.01
2.00,2.29,2.29,2.00
2.26,2.30,2.35,2.20
2.13,2.28,2.28,2.05
2.23,2.43,2.47,2.23
2.50,2.54,2.54,2.49
2.54,2.53,2.54,2.47
2.52,2.46,2.52,2.38
2.51,2.35,2.55,2.35
2.50,2.41,2.50,2.28
2.48,2.46,2.49,2.37
2.41,2.34,2.44,2.23
2.33,2.27,2.45,2.27
2.44,2.44,2.45,2.25
2.44,2.32,2.44,2.25
2.28,2.17,2.38,2.03
2.25,2.22,2.33,2.22
2.25,2.25,2.32,2.16
2.30,2.17,2.30,2.14
2.24,2.24,2.24,2.10
2.17,2.59,2.59,2.17
2.46,2.37,2.49,2.20
2.40,2.39,2.40,2.30
2.30,2.28,2.39,2.18
2.36,2.37,2.40,2.16
2.34,2.32,2.34,2.29
2.34,2.32,2.40,2.20
2.26,2.26,2.31,2.17
2.29,2.38,2.39,2.20
2.30,2.37,2.40,2.30
2.38,2.27,2.38,2.22
2.38,2.14,2.40,2.14
2.21,2.23,2.36,2.11
2.26,2.31,2.37,2.15
2.26,2.29,2.37,2.25
2.34,2.40,2.40,2.32
2.36,2.31,2.40,2.31
2.32,2.39,2.40,2.25
2.23,2.30,2.40,2.21
2.38,2.32,2.38,2.29
2.34,2.34,2.35,2.21
2.34,2.40,2.41,2.22
2.45,2.39,2.45,2.33
2.37,2.35,2.37,2.19
2.35,2.31,2.35,2.22
2.26,2.32,2.33,2.26
2.25,2.21,2.32,2.21
2.20,2.24,2.33,2.20
2.30,2.26,2.30,2.26
2.20,2.35,2.45,2.20
2.40,2.40,2.49,2.29
2.36,2.39,2.49,2.30
2.49,2.65,2.70,2.30
2.63,2.62,2.63,2.45
2.60,2.58,2.63,2.34
2.35,2.50,2.54,2.24
2.45,2.45,2.50,2.43
2.38,2.50,2.60,2.38
2.50,2.54,2.60,2.42
2.55,2.83,2.85,2.51
2.87,2.75,2.95,2.72
2.75,2.60,2.89,2.53
2.52,2.70,2.74,2.50
2.90,2.60,2.90,2.54
2.74,2.65,2.74,2.27
2.68,2.35,2.68,2.35
2.39,2.36,2.49,2.36
2.40,2.55,2.70,2.40
2.60,2.60,2.60,2.54
2.60,2.60,2.60,2.49
2.55,2.59,2.60,2.54
2.53,2.55,2.58,2.49
2.55,2.50,2.58,2.45
2.58,2.51,2.58,2.47
2.48,2.51,2.59,2.45
2.49,2.47,2.58,2.42
2.51,2.54,2.58,2.48
2.60,2.56,2.60,2.48
2.35,2.49,2.60,2.35
2.48,2.35,2.58,2.27
2.30,2.08,2.49,1.86
2.03,2.04,2.13,1.95
2.04,2.07,2.08,1.96
2.02,1.99,2.02,1.92
1.95,1.92,1.97,1.86
1.90,1.89,1.96,1.82
1.86,2.03,2.06,1.85
2.08,2.02,2.14,1.90
1.91,2.00,2.02,1.88
1.97,1.93,2.03,1.93
1.98,1.98,2.08,1.94
2.03,2.15,2.16,2.03
2.01,2.14,2.14,2.01
2.15,2.13,2.15,2.06
2.07,2.17,2.23,2.07
2.06,2.18,2.24,2.06
2.20,2.31,2.32,2.19
2.22,2.41,2.46,2.12
2.32,2.45,2.45,2.29
2.21,2.44,2.45,2.16
2.33,2.44,2.45,2.33
2.42,2.41,2.45,2.40
2.41,2.43,2.44,2.32
2.43,2.43,2.44,2.27
2.34,2.44,2.45,2.34
2.24,2.40,2.42,2.24
2.32,2.41,2.43,2.29
2.23,2.41,2.44,2.22
2.44,2.42,2.44,2.35
2.44,2.44,2.44,2.44
2.40,2.44,2.44,2.39
2.44,2.44,2.44,2.40
2.39,2.40,2.43,2.35
2.34,2.45,2.45,2.34
2.36,2.45,2.45,2.30
2.45,2.43,2.45,2.28
2.43,2.43,2.43,2.43
2.35,2.44,2.44,2.31
2.34,2.44,2.45,2.34
2.43,2.43,2.43,2.34
2.36,2.42,2.43,2.36
2.42,2.49,2.49,2.41
2.40,2.59,2.60,2.40
2.56,2.44,2.60,2.36
2.47,2.45,2.55,2.41
2.50,2.50,2.55,2.37
2.38,2.40,2.48,2.38
2.38,2.43,2.48,2.37
2.42,2.43,2.43,2.40
2.40,2.41,2.41,2.37
2.41,2.46,2.48,2.41
2.37,2.43,2.45,2.37
2.39,2.28,2.48,2.21
2.27,2.28,2.34,2.23
2.31,2.25,2.42,2.24
2.37,2.22,2.37,2.21
2.26,2.29,2.36,2.21
2.25,2.35,2.35,2.16
2.31,2.34,2.35,2.25
2.26,2.28,2.28,2.16
2.19,2.24,2.25,2.19
2.25,2.23,2.25,2.15
2.25,2.24,2.25,2.19
2.21,2.15,2.22,2.12
2.15,2.17,2.17,2.10
2.13,2.14,2.18,2.10
2.11,2.10,2.14,2.10
2.11,2.13,2.14,2.10
2.10,2.07,2.10,2.01
2.09,2.10,2.11,1.92
1.99,2.11,2.11,1.94
2.13,2.12,2.13,2.00
2.15,2.13,2.17,2.07
2.10,2.18,2.18,2.10
2.05,2.07,2.16,2.02
2.13,2.16,2.18,2.05
2.09,2.12,2.18,2.08
2.18,2.18,2.18,2.14
2.09,2.18,2.18,2.08
2.12,2.16,2.18,2.12
2.07,2.16,2.17,2.06
2.11,2.07,2.15,2.02
2.01,1.99,2.05,1.96
2.00,1.91,2.01,1.91
2.00,1.96,2.00,1.90
1.90,1.96,2.02,1.90
2.01,1.97,2.05,1.92
1.94,1.94,1.94,1.94
1.98,1.91,1.98,1.85
1.94,1.92,1.94,1.88
1.90,1.94,1.94,1.89
1.91,2.04,2.15,1.91
2.05,2.15,2.15,2.02
2.15,2.11,2.25,1.96
2.10,2.16,2.18,2.10
2.09,2.18,2.18,2.09
2.08,2.18,2.18,2.08
2.08,2.21,2.40,2.08
2.23,2.19,2.33,1.97
2.26,2.22,2.27,2.19
2.17,2.18,2.21,2.10
2.15,2.14,2.15,2.10
1.97,2.05,2.11,1.97
1.94,2.05,2.13,1.89
2.10,2.15,2.19,2.00
2.11,2.16,2.25,2.06
2.15,2.18,2.19,2.15
2.18,2.24,2.27,2.10
2.26,2.26,2.30,2.19
2.25,2.25,2.26,2.25
2.22,2.18,2.27,2.18
2.15,2.21,2.23,2.15
2.25,2.20,2.25,2.03
2.25,2.22,2.25,2.16
2.17,2.19,2.21,2.17
2.15,2.25,2.25,2.15
2.20,2.25,2.26,2.17
2.24,2.23,2.24,2.14
2.22,2.20,2.24,2.06
2.13,2.18,2.20,2.08
2.15,2.20,2.20,2.12
2.20,2.18,2.20,2.10
2.20,2.03,2.20,2.02
2.04,2.06,2.17,2.00
2.06,2.06,2.16,1.92
2.19,2.15,2.19,2.00
2.13,2.04,2.13,1.94
2.00,1.95,2.05,1.90
1.96,2.17,2.17,1.91
2.05,2.09,2.13,1.96
2.02,2.14,2.15,1.98
2.00,2.10,2.14,1.95
1.98,2.08,2.10,1.98
2.01,2.15,2.15,2.01
2.12,2.01,2.13,2.01
1.97,2.07,2.10,1.97
2.02,2.01,2.13,2.01
2.03,2.11,2.16,2.02
2.08,2.15,2.18,2.02
2.18,2.17,2.18,2.08
2.15,2.17,2.17,2.15
2.15,2.15,2.15,2.10
2.17,2.16,2.17,2.09
2.17,2.16,2.18,2.12
2.15,2.17,2.17,2.12
2.12,2.18,2.18,2.11
2.18,2.18,2.18,2.18
2.11,2.16,2.17,2.11
2.17,2.17,2.17,2.15
2.17,2.17,2.17,2.16
2.15,2.17,2.17,2.15
2.16,2.15,2.17,2.15
2.15,2.12,2.17,2.12
2.15,2.17,2.17,2.15
2.17,2.16,2.17,2.15
2.17,2.18,2.20,2.17
2.20,2.20,2.30,2.18
2.27,2.18,2.27,2.18
2.20,2.19,2.20,2.16
2.14,2.17,2.17,2.14
2.16,2.18,2.18,2.15
2.15,2.10,2.18,2.05
2.13,2.19,2.20,2.13
2.17,2.19,2.19,2.13
2.15,2.13,2.15,2.11
2.19,2.11,2.19,2.10
2.10,2.07,2.10,2.05
2.01,2.04,2.08,2.00
2.07,2.00,2.07,2.00
2.00,2.02,2.04,1.99
2.03,2.08,2.10,2.03
2.10,2.04,2.10,2.04
2.02,2.04,2.05,2.02
2.03,2.05,2.05,2.02
2.02,2.09,2.10,2.02
2.10,2.08,2.10,2.06
2.10,2.09,2.10,2.02
2.10,2.05,2.10,2.02
2.07,2.07,2.08,2.03
2.05,2.05,2.05,2.04
2.05,2.08,2.08,2.02
2.05,2.06,2.06,2.03
2.03,2.05,2.07,2.03
2.02,2.03,2.04,2.02
2.05,2.05,2.05,2.02
2.05,2.02,2.05,2.02
2.05,2.06,2.09,2.03
2.03,2.04,2.07,2.00
2.04,1.98,2.04,1.97
2.05,2.01,2.05,2.00
2.01,2.00,2.03,1.99
1.99,1.99,2.03,1.99
1.99,1.96,1.99,1.96
1.99,2.03,2.03,1.96
2.01,2.03,2.03,2.01
2.01,2.03,2.04,2.01
2.01,2.02,2.03,1.97
2.03,2.01,2.03,2.00
2.04,1.99,2.04,1.91
2.03,1.97,2.03,1.95
2.04,2.00,2.04,1.97
2.02,2.01,2.02,1.99
1.98,1.97,2.00,1.97
2.00,1.95,2.00,1.90
1.92,1.98,1.99,1.90
2.00,1.99,2.00,1.90
1.95,1.95,1.95,1.90
1.94,1.97,1.99,1.89
1.98,1.89,1.98,1.88
1.97,1.80,2.00,1.71
1.97,1.78,1.97,1.77
1.95,1.80,1.95,1.75
1.75,1.82,1.82,1.75
1.79,1.84,1.90,1.79
1.91,1.80,1.93,1.80
1.80,1.80,1.84,1.75
1.89,1.83,1.90,1.80
1.90,1.81,1.90,1.81
1.90,1.84,1.90,1.83
1.82,1.88,1.89,1.82
1.90,1.81,1.90,1.80
1.90,1.85,1.94,1.80
1.89,1.84,1.89,1.76
1.80,1.78,1.85,1.78
1.80,1.83,1.85,1.77
1.85,1.79,1.85,1.77
1.79,1.79,1.84,1.79
1.80,1.71,1.80,1.66
1.68,1.68,1.70,1.65
1.70,1.63,1.70,1.61
1.68,1.65,1.70,1.64
1.80,1.69,1.80,1.62
1.69,1.62,1.71,1.62
1.68,1.64,1.71,1.64
1.67,1.69,1.71,1.62
1.70,1.69,1.70,1.65
1.68,1.68,1.71,1.67
1.66,1.69,1.71,1.66
1.67,1.69,1.73,1.67
1.70,1.68,1.70,1.67
1.72,1.69,1.73,1.69
1.68,1.66,1.73,1.66
1.63,1.66,1.72,1.63
1.66,1.68,1.70,1.62
1.65,1.68,1.71,1.64
1.69,1.64,1.69,1.63
1.62,1.57,1.62,1.52
1.53,1.55,1.59,1.40
1.53,1.52,1.62,1.51
1.58,1.51,1.63,1.51
1.52,1.50,1.57,1.50
1.56,1.52,1.56,1.48
1.48,1.49,1.50,1.48
1.48,1.48,1.50,1.45
1.49,1.50,1.56,1.49
1.50,1.57,1.64,1.50
1.62,1.58,1.64,1.55
1.58,1.59,1.64,1.56
1.60,1.60,1.60,1.58
1.59,1.59,1.64,1.58
1.60,1.69,1.69,1.58
1.66,1.65,1.74,1.62
1.62,1.75,1.75,1.61
1.73,1.73,1.73,1.65
1.75,1.60,1.75,1.60
1.67,1.71,1.75,1.60
1.74,1.58,1.74,1.52
1.61,1.58,1.61,1.58
1.65,1.60,1.65,1.51
1.61,1.61,1.69,1.60
1.60,1.58,1.61,1.56
1.59,1.55,1.59,1.51
1.53,1.55,1.60,1.53
1.60,1.65,1.70,1.55
1.62,1.65,1.75,1.62
1.69,1.68,1.69,1.60
1.65,1.67,1.69,1.60
1.67,1.60,1.69,1.59
1.65,1.64,1.75,1.62
1.63,1.74,1.74,1.61
1.73,1.65,1.75,1.65
1.75,1.71,1.75,1.57
1.73,1.75,1.75,1.65
1.75,1.75,1.75,1.75
1.68,1.70,1.78,1.60
1.77,1.65,1.80,1.57
1.62,1.61,1.68,1.61
1.70,1.64,1.72,1.57
1.70,1.65,1.70,1.60
1.74,1.67,1.74,1.63
1.75,1.67,1.75,1.64
1.73,1.65,1.75,1.60
1.66,1.66,1.66,1.58
1.60,1.63,1.63,1.59
1.53,1.66,1.68,1.53
1.68,1.57,1.68,1.55
1.66,1.62,1.70,1.55
1.63,1.70,1.75,1.63
1.75,1.67,1.75,1.63
1.68,1.67,1.68,1.64
1.68,1.69,1.74,1.66
1.59,1.70,1.72,1.59
1.70,1.63,1.73,1.61
1.63,1.63,1.63,1.63
1.63,1.61,1.63,1.61
2.00,1.67,2.00,1.55
1.65,1.64,1.65,1.61
1.63,1.63,1.63,1.60
1.59,1.60,1.62,1.59
1.60,1.57,1.62,1.56
1.60,1.60,1.60,1.59
1.57,1.60,1.60,1.56
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.57
1.58,1.60,1.60,1.58
1.59,1.59,1.60,1.53
1.58,1.55,1.59,1.53
1.59,1.59,1.59,1.59
1.57,1.58,1.59,1.56
1.59,1.59,1.59,1.55
1.59,1.58,1.59,1.51
1.59,1.57,1.60,1.56
1.57,1.59,1.60,1.57
1.55,1.55,1.59,1.53
1.53,1.54,1.55,1.53
1.57,1.55,1.57,1.53
1.59,1.55,1.59,1.53
1.53,1.51,1.55,1.51
1.51,1.51,1.53,1.50
1.50,1.49,1.50,1.43
1.48,1.50,1.50,1.48
1.49,1.51,1.51,1.49
1.49,1.50,1.50,1.48
1.49,1.49,1.53,1.48
1.50,1.50,1.50,1.49
1.49,1.49,1.49,1.48
1.43,1.47,1.50,1.43
1.50,1.47,1.50,1.45
1.50,1.49,1.50,1.45
1.50,1.49,1.50,1.45
1.50,1.49,1.50,1.46
1.50,1.46,1.50,1.46
1.49,1.50,1.50,1.46
1.47,1.48,1.50,1.47
1.46,1.49,1.49,1.45
1.48,1.47,1.48,1.44
1.50,1.49,1.55,1.44
1.49,1.46,1.50,1.44
1.45,1.43,1.49,1.43
1.50,1.40,1.50,1.35
1.39,1.41,1.43,1.36
1.38,1.43,1.43,1.38
1.43,1.50,1.50,1.40
1.48,1.49,1.50,1.45
1.50,1.50,1.54,1.48
1.43,1.59,1.59,1.43
1.52,1.55,1.60,1.52
1.53,1.52,1.55,1.51
1.52,1.53,1.55,1.50
1.53,1.53,1.53,1.51
1.53,1.53,1.53,1.51
1.52,1.53,1.53,1.52
1.50,1.45,1.51,1.45
1.47,1.46,1.47,1.44
1.45,1.44,1.47,1.44
1.45,1.47,1.47,1.45
1.48,1.47,1.48,1.46
1.45,1.46,1.47,1.44
1.47,1.47,1.47,1.46
1.47,1.48,1.48,1.46
1.46,1.47,1.48,1.46
1.47,1.46,1.47,1.42
1.44,1.40,1.45,1.40
1.40,1.42,1.45,1.40
1.43,1.41,1.44,1.41
1.45,1.44,1.45,1.42
1.42,1.44,1.44,1.41
1.44,1.45,1.45,1.43
1.43,1.44,1.45,1.37
1.45,1.40,1.45,1.39
1.42,1.42,1.42,1.42
1.44,1.43,1.44,1.42
1.42,1.40,1.42,1.39
1.39,1.40,1.40,1.39
1.38,1.34,1.39,1.34
1.32,1.39,1.39,1.32
1.39,1.40,1.40,1.38
1.40,1.40,1.40,1.38
1.38,1.40,1.40,1.32
1.37,1.39,1.39,1.36
1.36,1.39,1.39,1.36
1.36,1.36,1.38,1.31
1.38,1.30,1.39,1.30
1.32,1.34,1.35,1.30
1.35,1.38,1.38,1.34
1.37,1.33,1.37,1.30
1.37,1.33,1.37,1.31
1.31,1.30,1.31,1.28
1.29,1.30,1.30,1.28
1.27,1.30,1.30,1.27
1.30,1.30,1.30,1.27
1.29,1.30,1.30,1.28
1.30,1.29,1.30,1.27
1.28,1.27,1.28,1.27
1.29,1.28,1.29,1.21
1.30,1.30,1.30,1.30
1.30,1.29,1.30,1.26
1.30,1.30,1.30,1.30
1.30,1.28,1.30,1.28
1.28,1.28,1.30,1.28
1.28,1.30,1.30,1.28
1.30,1.30,1.30,1.30
1.28,1.28,1.28,1.28
1.20,1.21,1.26,1.08
1.27,1.24,1.28,1.24
1.22,1.21,1.28,1.21
1.30,1.28,1.30,1.28
1.30,1.27,1.30,1.26
1.25,1.25,1.26,1.20
1.25,1.24,1.27,1.19
1.15,1.10,1.15,1.05
1.07,1.15,1.17,1.07
1.15,1.15,1.15,1.15
1.08,1.11,1.14,1.06
1.11,1.11,1.11,1.11
1.06,1.10,1.11,1.06
1.11,1.11,1.11,1.09
1.11,1.17,1.18,1.09
1.22,1.20,1.28,1.20
1.22,1.39,1.48,1.22
1.40,1.35,1.40,1.27
1.40,1.40,1.47,1.34
1.47,1.44,1.47,1.42
1.45,1.49,1.50,1.43
1.46,1.48,1.48,1.35
1.30,1.45,1.45,1.30
1.47,1.45,1.52,1.40
1.46,1.61,1.61,1.46
1.60,1.60,1.60,1.59
1.50,1.63,1.67,1.49
1.62,1.60,1.62,1.58
1.60,1.59,1.60,1.58
1.60,1.52,1.61,1.50
1.60,1.60,1.60,1.47
1.54,1.55,1.58,1.49
1.60,1.58,1.60,1.49
1.52,1.53,1.60,1.46
1.52,1.58,1.60,1.52
1.58,1.48,1.60,1.41
1.50,1.50,1.50,1.50
1.50,1.49,1.50,1.42
1.44,1.49,1.49,1.41
1.49,1.49,1.49,1.49
1.49,1.49,1.49,1.49
1.43,1.54,1.54,1.43
1.50,1.47,1.57,1.47
1.55,1.58,1.60,1.50
1.51,1.52,1.52,1.51
1.53,1.48,1.53,1.48
1.57,1.57,1.57,1.57
1.60,1.52,1.60,1.52
1.60,1.54,1.60,1.52
1.55,1.50,1.55,1.50
1.50,1.61,1.61,1.50
1.55,1.54,1.63,1.50
1.51,1.45,1.51,1.39
1.50,1.50,1.60,1.40
1.46,1.59,1.59,1.46
1.49,1.50,1.50,1.48
1.56,1.51,1.56,1.50
1.56,1.48,1.56,1.44
1.58,1.46,1.58,1.46
1.43,1.42,1.44,1.39
1.48,1.45,1.48,1.40
1.45,1.45,1.45,1.45
1.40,1.46,1.46,1.40
1.46,1.45,1.46,1.44
1.45,1.45,1.45,1.45
1.42,1.40,1.42,1.39
1.46,1.39,1.46,1.32
1.46,1.39,1.46,1.39
1.33,1.43,1.46,1.30
1.44,1.40,1.44,1.23
1.35,1.43,1.45,1.35
1.46,1.45,1.46,1.45
1.42,1.37,1.45,1.33
1.46,1.41,1.46,1.41
1.41,1.43,1.45,1.38
1.43,1.44,1.46,1.40
1.50,1.47,1.52,1.40
1.51,1.42,1.51,1.40
1.50,1.46,1.50,1.37
1.40,1.46,1.46,1.38
1.46,1.48,1.48,1.39
1.41,1.39,1.48,1.37
1.45,1.40,1.45,1.36
1.44,1.38,1.44,1.19
1.45,1.36,1.45,1.30
1.40,1.37,1.45,1.30
1.33,1.34,1.40,1.30
1.37,1.35,1.43,1.30
1.43,1.13,1.43,1.05
1.20,1.08,1.20,0.92
1.15,1.17,1.20,1.10
1.20,1.25,1.27,1.17
1.23,1.25,1.32,1.23
1.17,1.25,1.25,1.15
1.20,1.22,1.26,1.20
1.26,1.23,1.30,1.18
1.22,1.22,1.28,1.22
1.22,1.23,1.25,1.20
1.20,1.20,1.28,1.20
1.26,1.18,1.26,1.18
1.20,1.15,1.20,1.15
1.23,1.16,1.23,1.06
1.11,1.18,1.18,1.11
1.18,1.18,1.18,1.11
1.12,1.11,1.12,1.11
1.12,1.18,1.18,1.09
1.12,1.15,1.18,1.08
1.18,1.16,1.18,1.10
1.18,1.18,1.18,1.12
1.18,1.18,1.18,1.18
1.11,1.13,1.18,1.11
1.18,1.17,1.18,1.12
1.12,1.17,1.17,1.10
1.09,1.16,1.16,1.09
1.13,1.15,1.15,1.10
1.15,1.15,1.15,1.15
1.16,1.15,1.16,1.15
1.15,1.15,1.15,1.15
1.14,1.14,1.14,1.13
1.15,1.13,1.15,1.10
1.15,1.11,1.15,1.11
1.15,1.14,1.15,1.12
1.14,1.13,1.14,1.13
1.14,1.14,1.14,1.10
1.12,1.14,1.14,1.12
1.14,1.14,1.14,1.14
1.12,1.12,1.12,1.04
1.11,0.95,1.11,0.72
0.98,0.90,0.98,0.79
0.84,0.81,0.90,0.79
0.75,0.82,0.82,0.65
0.90,0.90,0.95,0.87
0.89,0.87,0.90,0.85
0.88,0.85,0.88,0.85
0.82,0.94,0.98,0.82
0.92,0.92,0.92,0.87
0.91,0.90,0.91,0.87
0.85,0.86,0.90,0.82
0.83,0.83,0.83,0.83
0.83,0.87,0.87,0.83
0.83,0.83,0.87,0.83
0.85,0.85,0.86,0.83
0.85,0.81,0.85,0.79
0.82,0.78,0.82,0.75
0.80,0.77,0.80,0.76
0.80,0.81,0.81,0.80
0.80,0.81,0.82,0.80
0.77,0.80,0.82,0.77
0.80,0.81,0.83,0.80
0.82,0.88,0.90,0.80
0.81,0.90,0.90,0.81
0.84,0.87,0.88,0.84
0.87,0.91,0.95,0.87
0.88,0.91,0.91,0.88
0.87,0.91,0.94,0.80
0.90,0.86,0.93,0.86
0.84,0.84,0.85,0.84
0.84,0.87,0.88,0.84
0.85,0.85,0.86,0.84
0.85,0.83,0.85,0.83
0.83,0.82,0.83,0.82
0.83,0.83,0.84,0.83
0.83,0.85,0.85,0.81
0.90,0.92,0.92,0.86
0.92,0.88,0.92,0.88
0.91,0.87,0.91,0.87
0.91,0.90,0.96,0.90
0.93,0.96,0.96,0.91
0.97,1.00,1.03,0.96
1.04,1.05,1.08,1.04
1.05,1.01,1.05,1.01
1.04,1.04,1.04,1.04
1.03,1.08,1.09,1.03
1.07,1.08,1.12,1.07
1.12,1.10,1.12,1.10
1.12,1.13,1.13,1.12
1.10,1.13,1.15,1.10
1.11,1.11,1.11,1.11
1.10,1.10,1.17,1.10
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.00
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.01,1.04,1.06,1.01
1.05,1.05,1.09,1.05
1.15,1.12,1.15,1.12
1.13,1.05,1.13,1.05
1.12,1.02,1.12,1.02
1.02,1.00,1.02,0.97
0.98,0.98,0.98,0.98
1.00,0.97,1.00,0.97
0.97,0.97,0.97,0.93
1.03,0.97,1.03,0.93
0.97,0.95,1.01,0.95
0.93,0.92,0.99,0.90
0.92,0.90,0.93,0.90
0.90,0.90,0.90,0.90
0.88,0.88,0.88,0.88
0.90,0.88,0.90,0.88
0.90,0.81,0.90,0.81
0.85,0.82,0.88,0.82
0.83,0.82,0.84,0.82
0.83,0.82,0.84,0.76
0.81,0.79,0.81,0.76
0.81,0.85,0.85,0.79
0.87,0.88,0.88,0.87
0.88,0.86,0.89,0.84
0.88,0.86,0.90,0.86
0.88,0.85,0.93,0.85
0.85,0.85,0.88,0.85
0.83,0.80,0.85,0.80
0.80,0.80,0.83,0.80
0.78,0.78,0.78,0.78
0.80,0.83,0.85,0.80
0.87,0.86,0.92,0.86
0.85,0.92,0.93,0.85
0.90,0.86,0.94,0.86
0.90,0.89,0.90,0.85
0.87,0.90,0.90,0.87
0.90,0.86,0.90,0.86
0.86,0.87,0.87,0.86
0.90,0.87,0.90,0.87
0.88,0.88,0.88,0.88
0.88,0.88,0.88,0.88
0.90,0.89,0.90,0.84
0.87,0.86,0.87,0.86
0.87,0.82,0.87,0.82
0.81,0.87,0.87,0.81
0.81,0.82,0.82,0.80
0.80,0.82,0.82,0.80
0.84,0.80,0.84,0.80
0.83,0.82,0.83,0.80
0.80,0.85,0.86,0.80
0.82,0.97,1.20,0.82
0.96,0.92,0.96,0.90
0.83,0.90,0.94,0.80
0.89,0.87,0.90,0.85
0.90,0.85,0.90,0.85
0.86,0.88,0.88,0.84
0.84,0.84,0.84,0.84
0.84,0.85,0.85,0.84
0.84,0.92,1.05,0.84
0.94,0.95,0.96,0.88
0.94,1.04,1.39,0.94
0.99,1.10,1.12,0.97
1.09,1.19,1.25,1.08
1.15,1.15,1.28,1.12
1.05,1.09,1.20,1.04
1.05,1.09,1.09,1.04
1.28,1.04,1.40,1.04
1.10,1.05,1.10,0.94
1.04,1.28,1.35,1.04
1.35,1.20,1.35,1.16
1.16,1.15,1.20,1.14
1.17,1.12,1.17,1.12
1.13,1.13,1.14,1.11
1.14,1.46,1.65,1.11
1.45,1.44,1.49,1.31
1.38,1.33,1.38,1.28
1.30,1.24,1.33,1.15
1.26,1.25,1.29,1.25
1.25,1.26,1.28,1.25
1.26,1.31,1.32,1.24
1.28,1.19,1.29,1.17
1.20,1.18,1.23,1.17
1.20,1.11,1.24,1.05
1.12,1.13,1.13,1.10
1.13,1.11,1.17,1.11
1.16,1.20,1.20,1.15
1.20,1.14,1.20,1.07
1.13,1.18,1.19,1.13
1.17,1.13,1.18,1.12
1.14,1.10,1.14,1.05
1.11,1.07,1.16,1.06
1.08,1.35,1.41,1.06
1.40,1.18,1.63,1.18
1.35,1.23,1.35,1.22
1.23,1.23,1.28,1.23
1.22,1.17,1.22,1.16
1.16,1.19,1.20,1.16
1.17,1.15,1.19,1.12
1.19,1.14,1.22,1.14
1.14,1.10,1.14,1.10
1.10,1.12,1.12,1.10
1.12,1.10,1.15,1.10
1.11,1.13,1.14,1.11
1.11,1.11,1.17,1.11
1.10,1.15,1.15,1.10
1.11,1.10,1.14,1.10
1.09,1.08,1.11,1.06
1.08,1.09,1.11,1.08
1.09,1.09,1.09,1.05
1.06,1.05,1.07,1.05
1.05,1.05,1.05,1.05
1.06,1.06,1.07,1.05
1.03,1.02,1.06,0.98
1.02,1.03,1.03,1.02
1.04,1.03,1.04,1.03
1.05,1.05,1.05,1.05
1.02,1.02,1.04,1.02
1.01,1.06,1.06,1.01
1.04,1.02,1.09,1.01
1.01,1.01,1.04,1.01
1.01,1.04,1.04,1.01
1.03,1.03,1.04,1.03
1.02,1.02,1.03,1.02
1.01,1.04,1.05,1.01
1.02,1.03,1.06,1.02
1.03,1.12,1.14,1.02
1.19,1.04,1.19,1.03
1.04,1.01,1.05,1.01
1.03,1.04,1.07,1.02
1.49,1.18,1.49,1.17
1.19,1.18,1.20,1.18
1.18,1.18,1.19,1.18
1.18,1.18,1.20,1.18
1.20,1.23,1.23,1.20
1.21,1.18,1.21,1.18
1.18,1.24,1.25,1.18
1.21,1.23,1.23,1.20
1.20,1.23,1.26,1.20
1.28,1.26,1.28,1.24
1.22,1.17,1.23,1.17
1.18,1.18,1.24,1.17
1.21,1.14,1.21,1.13
1.19,1.14,1.25,1.14
1.20,1.20,1.20,1.20
1.16,1.19,1.25,1.16
1.22,1.19,1.25,1.19
1.25,1.25,1.25,1.23
1.25,1.19,1.26,1.18
1.19,1.16,1.22,1.16
1.16,1.16,1.21,1.16
1.16,1.16,1.21,1.16
1.17,1.18,1.18,1.16
1.16,1.24,1.30,1.16
1.30,1.21,1.30,1.20
