FXB,Guggenheim CurrencyShares British Pound Sterling Trust,NASDAQ
162.63,162.65,162.77,162.50
161.48,161.13,161.51,161.09
162.10,162.75,162.80,161.81
162.89,162.63,163.15,162.54
161.28,160.65,161.61,160.61
159.98,160.35,160.46,159.91
160.48,160.68,160.78,160.40
160.90,160.90,161.11,160.64
160.89,161.37,161.37,160.89
160.01,159.57,160.32,159.52
158.62,159.02,159.02,158.34
159.02,158.58,159.09,158.56
158.22,158.70,159.00,158.22
158.59,158.81,159.31,158.59
159.25,159.51,159.60,158.79
159.01,159.38,159.78,158.94
159.02,159.61,159.72,159.00
159.96,159.51,160.10,159.31
159.13,158.88,159.13,158.38
158.68,158.57,158.85,158.50
159.18,159.34,159.49,159.11
158.09,157.88,158.25,157.79
157.44,158.05,158.36,157.34
158.53,159.90,160.02,158.34
160.31,160.26,160.54,159.98
159.98,160.24,160.46,159.85
159.71,159.41,159.88,159.00
160.11,160.13,160.64,159.93
160.23,160.46,160.52,160.00
161.42,161.86,162.03,161.28
161.67,161.86,162.09,161.51
161.71,161.74,161.99,161.61
162.71,162.98,163.13,162.57
162.66,162.21,162.78,162.00
162.01,162.29,162.33,162.01
162.74,162.98,163.54,162.70
162.29,161.81,162.29,161.30
161.50,161.91,161.98,161.46
162.81,163.12,163.12,162.55
162.23,161.50,162.27,161.39
162.22,162.75,162.79,161.99
162.25,162.24,162.59,161.91
162.00,161.77,162.01,160.73
160.75,160.13,160.78,160.08
160.81,161.08,161.10,160.73
161.70,161.61,161.92,161.55
162.34,162.66,162.89,162.34
162.76,163.43,163.56,162.67
163.86,164.27,164.74,163.86
163.95,163.96,163.97,163.12
164.41,163.59,165.00,163.59
163.84,163.53,163.84,163.22
163.81,163.85,164.13,163.70
163.36,162.61,163.36,162.46
162.42,161.72,162.48,161.44
161.50,162.32,162.42,160.98
163.00,162.87,163.29,162.75
161.74,161.87,162.00,161.39
161.99,161.17,162.03,161.17
161.04,160.66,161.04,160.17
160.76,161.05,161.09,160.72
159.16,158.32,159.26,158.13
158.65,158.61,158.79,158.06
159.16,158.49,159.56,158.39
157.93,157.65,158.00,157.35
157.24,157.47,157.47,156.62
157.23,156.75,157.30,156.67
156.73,156.65,156.78,156.18
157.15,156.81,157.49,156.78
157.00,156.83,157.26,156.67
155.56,155.81,156.13,155.28
156.04,156.11,156.25,155.65
154.96,153.99,155.66,153.99
152.76,152.45,152.92,152.20
153.26,153.77,153.77,153.13
154.08,154.44,154.49,153.98
155.58,155.11,155.86,155.09
155.19,154.58,155.50,154.52
155.14,155.01,155.96,154.81
154.52,154.73,155.41,154.19
153.84,153.39,154.05,153.31
152.68,153.24,153.25,152.31
153.39,153.49,153.66,152.81
151.99,153.41,153.43,151.96
154.47,154.40,155.26,154.31
155.41,155.57,155.68,155.36
155.02,154.97,155.21,154.65
156.02,156.35,156.78,156.01
155.79,156.57,156.60,155.57
157.02,156.90,157.26,156.71
156.64,156.32,156.70,156.31
155.98,156.08,156.48,155.17
157.18,156.49,157.18,156.44
156.46,156.79,156.84,155.84
158.10,158.31,158.41,158.00
157.91,158.67,158.84,157.91
158.90,158.70,158.97,158.38
159.02,158.48,159.02,157.74
159.52,159.77,160.16,159.05
159.76,160.04,160.21,159.73
159.22,159.56,160.41,159.16
158.17,158.18,158.72,158.08
158.93,158.15,158.97,158.13
158.96,159.12,159.33,158.39
158.81,158.94,159.30,158.25
158.90,159.34,159.34,158.84
159.69,159.82,160.02,159.42
158.10,158.03,158.43,157.88
158.34,158.04,158.34,157.51
158.52,159.55,159.66,158.52
158.06,157.81,158.15,157.63
157.39,156.94,157.50,156.89
156.42,156.16,156.69,156.14
156.65,156.38,156.89,156.23
156.74,156.66,156.80,156.44
155.03,155.31,155.48,154.98
154.95,155.17,155.43,154.95
154.57,153.97,154.58,153.78
153.62,153.22,153.89,153.21
154.55,153.83,154.56,153.71
154.77,154.91,155.16,154.77
156.14,155.72,156.58,155.64
155.96,155.64,156.12,155.51
155.68,154.81,155.68,154.59
155.54,155.28,155.97,155.06
154.79,154.69,155.15,154.42
155.45,155.93,156.01,155.40
155.38,155.12,155.49,154.93
154.87,155.42,155.43,154.87
154.89,154.60,155.07,154.52
154.54,153.49,154.70,153.36
153.35,153.39,153.69,152.89
153.91,153.83,153.95,153.52
154.00,153.98,154.08,153.69
153.94,153.72,154.20,153.71
155.51,155.35,155.75,155.29
155.71,155.54,155.84,155.24
155.59,155.56,155.72,155.36
155.44,154.68,155.44,154.66
155.34,155.46,155.49,155.34
154.16,153.27,154.19,153.23
153.06,152.95,153.06,152.50
154.09,154.10,154.38,153.75
154.59,155.24,155.46,154.51
154.84,154.94,155.16,154.73
153.69,153.79,153.80,153.43
153.12,153.02,153.13,152.54
153.43,153.42,153.43,153.00
153.51,153.52,153.72,153.47
152.52,152.01,152.52,151.85
152.23,152.20,152.23,151.96
151.80,151.99,152.03,151.18
152.31,152.09,152.34,151.96
152.45,153.14,153.15,152.45
153.11,153.65,153.65,153.11
153.91,154.37,154.40,153.89
154.25,154.50,154.72,154.23
154.48,154.95,154.95,154.43
154.67,155.43,155.50,154.36
155.67,155.58,156.03,155.54
155.99,155.99,156.10,155.23
155.32,155.73,155.73,155.29
156.54,156.28,156.59,156.24
157.06,156.99,157.39,156.91
156.91,156.74,156.96,156.70
156.38,156.86,157.00,156.35
156.38,156.98,157.09,156.38
156.96,157.71,157.72,156.90
157.38,156.87,157.38,156.71
157.37,156.84,157.37,156.82
156.31,156.03,156.32,156.01
156.68,156.39,156.74,156.36
155.72,155.53,155.84,155.17
155.68,155.67,155.77,155.59
155.61,156.70,156.81,155.60
156.98,157.00,157.13,156.70
156.70,156.48,156.85,156.46
155.28,155.37,155.58,155.21
155.64,155.99,156.08,155.61
157.00,157.65,157.65,157.00
156.99,156.87,157.36,156.84
157.15,157.65,157.65,156.70
158.32,157.74,158.43,157.74
158.08,158.15,158.35,158.05
157.12,157.06,157.12,157.00
157.25,157.30,157.39,157.19
156.32,155.90,156.35,155.66
155.84,156.03,156.13,155.68
156.55,156.85,156.98,156.52
155.80,155.42,155.80,155.31
155.01,155.03,155.07,154.76
154.99,155.61,156.14,154.99
155.67,155.45,155.73,155.33
155.11,155.83,156.00,155.07
156.75,156.98,157.21,156.75
157.28,157.56,157.65,157.18
157.20,157.22,157.46,157.15
157.09,157.26,157.28,156.85
156.50,156.83,156.85,156.50
157.46,157.36,157.46,157.26
158.12,158.33,158.33,157.95
158.50,158.15,158.60,158.15
157.42,157.54,157.57,157.09
157.45,158.11,158.11,157.42
158.56,158.58,158.67,158.35
158.64,158.97,159.01,158.64
158.47,157.77,158.48,157.55
157.17,157.50,157.56,157.17
156.82,156.89,157.10,156.82
157.16,157.66,157.73,157.16
157.17,157.28,157.35,156.85
157.86,157.69,157.91,157.50
158.10,158.24,158.41,157.95
157.94,157.04,157.94,157.03
157.03,157.58,157.71,157.03
158.00,157.95,158.10,157.84
158.36,158.80,159.01,158.36
159.07,159.10,159.27,159.05
159.63,159.79,159.94,159.62
159.58,159.87,159.89,159.46
160.02,159.93,160.08,159.83
159.80,160.27,160.55,159.66
160.42,160.49,160.52,160.33
161.03,161.10,161.35,160.92
161.00,160.85,161.09,160.84
160.94,160.77,160.94,160.45
160.18,160.53,160.62,160.17
160.30,160.35,160.67,160.24
160.40,160.04,160.50,159.97
160.20,160.48,160.49,160.12
159.91,160.11,160.21,159.82
159.44,159.95,160.01,159.42
160.30,160.04,160.35,160.04
159.27,159.28,159.66,159.17
159.18,159.48,159.74,159.18
158.87,158.51,158.92,158.45
158.03,157.65,158.03,157.58
156.72,156.59,156.93,156.53
156.92,156.85,156.92,156.40
156.45,156.97,156.97,156.44
156.41,156.13,156.77,156.01
155.89,155.67,155.89,155.34
155.62,155.26,155.64,155.07
155.24,155.15,155.43,154.95
155.33,154.87,155.44,154.67
154.30,153.37,154.30,153.36
153.49,152.68,153.49,152.22
152.39,152.19,152.96,151.96
152.53,152.50,152.74,152.26
152.22,152.37,152.42,152.04
153.17,153.63,153.69,153.06
154.44,153.86,154.49,153.85
152.68,153.27,153.28,152.63
154.17,153.40,154.17,153.40
154.05,154.33,154.42,153.70
154.02,153.75,154.46,153.69
153.79,154.15,154.18,153.77
154.38,155.54,155.55,154.38
155.04,155.22,155.32,154.99
155.55,155.85,156.10,155.43
155.94,155.56,156.08,155.14
155.28,154.39,155.28,154.36
154.59,154.38,154.61,154.16
154.12,154.25,154.29,154.08
154.76,154.97,155.00,154.48
154.26,154.22,154.31,154.00
153.66,153.69,153.81,153.40
155.42,155.14,155.55,155.14
155.65,155.64,155.68,155.19
155.31,155.48,155.61,155.17
153.69,153.77,153.87,153.57
153.59,153.39,153.69,153.15
153.59,153.84,153.84,153.52
153.85,153.73,153.87,153.35
154.15,153.56,154.25,153.41
153.00,152.85,153.00,152.49
153.30,154.27,154.32,153.30
154.54,154.86,155.04,154.43
154.56,154.97,154.97,154.06
154.78,155.05,155.06,154.74
155.34,155.71,155.84,155.29
155.14,154.67,155.14,154.64
153.49,153.83,153.83,153.38
153.98,153.71,153.98,153.51
153.39,153.50,153.69,153.16
155.48,155.41,155.73,155.24
155.70,155.72,156.06,155.57
155.31,155.59,155.59,155.31
155.05,155.26,155.43,154.82
154.79,153.92,154.79,153.92
153.85,153.61,154.05,153.40
154.00,154.90,155.04,153.95
154.10,154.56,154.87,154.07
155.10,154.80,155.10,154.80
154.89,155.02,155.24,154.89
154.55,154.83,154.91,154.55
154.59,155.33,155.44,154.52
155.46,155.32,155.61,155.30
155.37,155.30,155.42,155.27
155.39,155.30,155.45,155.23
155.68,155.84,155.90,155.68
155.66,155.39,155.66,155.21
155.40,155.55,155.57,155.40
156.17,156.22,156.50,156.17
156.29,157.12,157.12,156.27
157.12,157.05,157.35,157.03
156.55,156.46,156.55,156.46
156.52,156.37,156.52,156.37
156.53,156.63,156.79,156.50
156.79,156.76,156.84,156.53
156.79,156.30,156.79,156.18
157.12,157.20,157.36,156.98
157.14,157.17,157.44,157.13
157.46,157.43,157.63,157.42
157.40,157.79,157.82,157.28
158.35,158.47,158.70,158.27
158.11,158.28,158.50,158.11
158.77,159.11,159.19,158.77
159.24,159.41,159.51,159.22
159.39,159.92,160.04,159.38
160.53,160.66,160.91,160.47
160.78,160.79,161.08,160.69
160.79,160.80,161.02,160.65
160.54,160.55,160.65,160.38
160.18,160.55,160.55,160.06
161.14,160.85,161.19,160.76
160.27,160.54,160.67,160.19
160.73,160.21,160.89,160.21
159.99,159.96,160.11,159.74
160.59,160.69,160.77,160.10
160.14,159.77,160.14,159.52
159.75,159.67,160.08,159.60
159.85,159.73,160.20,159.71
159.30,159.06,159.40,159.06
159.86,160.26,160.26,159.66
160.30,159.65,160.47,159.62
158.67,158.62,158.72,158.58
158.48,158.29,158.56,158.15
158.43,158.44,158.60,158.37
158.83,158.80,158.87,158.70
159.14,159.11,159.19,159.00
158.99,159.05,159.10,158.80
159.51,159.48,159.63,159.27
159.87,159.79,160.08,159.78
159.64,158.81,159.74,158.81
158.96,158.40,158.96,158.30
158.69,158.42,158.74,158.34
157.93,157.84,157.94,157.50
158.70,158.58,158.76,158.43
159.64,159.62,159.70,159.46
159.50,159.25,159.67,159.22
159.37,159.68,159.69,159.29
159.85,159.54,159.85,159.52
158.65,158.48,158.78,158.47
157.98,158.05,158.09,157.92
158.12,158.36,158.39,158.07
158.09,158.16,158.30,158.02
158.19,158.03,158.19,158.02
157.59,157.29,157.68,157.19
157.15,157.17,157.17,156.99
157.04,157.07,157.26,157.03
157.01,156.72,157.10,156.72
156.93,156.91,157.09,156.76
157.04,157.23,157.33,156.69
157.35,157.36,157.41,157.28
157.47,157.58,157.59,157.45
157.70,157.84,157.84,157.56
158.05,158.77,158.78,158.04
158.43,158.54,158.58,158.39
158.70,158.38,158.70,158.37
157.98,158.47,158.48,157.94
158.63,158.68,158.70,158.53
158.33,158.48,158.58,158.28
159.00,159.15,159.37,158.99
159.28,159.30,159.42,159.16
159.19,159.15,159.35,159.13
159.34,158.75,159.38,158.69
158.36,158.65,158.67,158.36
159.11,159.00,159.17,158.91
159.24,159.33,159.42,159.23
159.62,159.62,160.24,159.40
159.60,159.34,159.65,159.13
159.44,159.81,160.01,159.40
160.26,160.27,160.34,160.19
160.44,160.70,160.91,160.42
161.01,160.74,161.06,160.74
160.96,161.02,161.11,160.77
160.36,159.91,160.40,159.78
159.88,159.54,159.88,159.24
159.65,159.60,159.87,159.32
159.84,159.25,159.89,158.90
159.55,159.87,159.87,159.55
160.50,160.71,160.93,160.46
161.32,160.73,161.32,160.48
159.86,159.23,159.88,159.16
158.54,159.00,159.01,158.49
159.00,159.38,159.39,158.97
158.82,158.81,158.87,158.55
158.21,158.50,158.51,158.21
159.17,159.70,159.88,159.10
159.79,159.41,159.79,159.12
158.70,159.06,159.09,158.59
158.77,158.91,159.19,158.70
158.18,158.21,158.23,158.04
157.93,158.21,158.29,157.86
157.34,156.98,157.34,156.74
156.82,156.57,157.01,156.45
156.96,156.71,157.12,156.56
155.81,156.12,156.14,155.80
156.31,156.33,156.49,156.19
155.52,155.15,155.52,155.00
155.57,155.79,155.90,155.57
155.95,156.26,156.36,155.95
156.30,156.79,156.88,156.27
156.26,155.25,156.26,155.21
155.55,155.82,155.86,155.50
155.19,154.79,155.33,154.59
154.76,154.85,154.88,154.68
155.12,155.26,155.31,155.10
155.99,156.13,156.56,155.95
155.13,154.86,155.13,154.76
154.18,154.73,154.91,154.17
153.97,153.60,154.03,153.50
153.26,153.13,153.52,152.99
153.18,153.35,153.63,153.17
152.94,152.49,153.01,152.39
151.32,150.67,151.34,150.22
150.73,150.79,150.96,150.42
151.06,150.66,151.12,150.62
149.30,149.90,150.17,149.24
149.88,149.50,150.13,149.39
149.85,149.87,150.11,149.48
149.84,149.95,150.18,149.76
148.40,148.42,148.65,148.10
148.90,149.31,149.33,148.82
149.79,149.45,149.83,149.20
148.94,148.55,148.98,148.44
148.78,148.39,148.89,148.32
147.57,147.48,147.84,147.42
147.04,147.45,147.52,147.03
147.19,147.30,147.38,146.85
147.73,147.50,147.74,147.34
147.86,149.08,149.37,147.86
149.65,149.18,149.76,149.02
149.26,149.20,149.55,149.14
149.33,149.23,149.52,149.01
149.73,149.32,150.06,149.24
149.65,149.92,150.05,149.57
150.03,150.56,150.69,150.03
150.11,150.00,150.15,149.65
149.76,149.79,149.89,149.57
149.30,149.49,149.50,149.15
149.65,150.16,150.18,149.65
150.07,150.48,150.58,149.26
149.50,149.24,149.55,149.22
149.62,149.52,149.77,149.52
149.34,150.56,150.63,149.34
151.15,151.56,151.67,151.09
151.25,150.65,151.32,150.57
151.22,151.37,151.59,151.02
151.41,151.43,151.44,151.23
151.95,152.02,152.25,151.86
151.83,151.67,151.85,151.60
151.36,150.97,151.40,150.90
151.20,151.90,151.92,151.11
150.45,150.52,150.72,150.37
151.03,150.98,151.20,150.87
151.29,150.48,151.29,150.42
150.55,150.96,151.06,150.49
150.59,150.54,150.99,150.54
150.83,150.81,150.94,150.79
152.70,152.43,152.83,152.41
152.88,152.98,153.06,152.88
153.20,153.08,153.21,153.03
153.21,153.45,153.78,153.14
153.87,153.62,154.15,153.60
153.53,153.47,153.64,153.10
153.73,153.77,154.04,153.67
153.44,153.58,153.58,153.33
153.21,152.89,153.21,152.69
153.40,153.47,153.99,153.40
153.09,152.56,153.20,152.40
152.13,151.69,152.13,151.30
151.57,151.09,151.62,150.87
150.72,150.40,150.80,150.36
150.44,150.40,150.79,150.11
150.74,150.82,151.28,150.71
149.90,149.78,150.25,149.73
150.19,150.70,150.92,150.17
149.47,149.65,150.01,149.28
148.99,148.53,149.71,148.34
148.96,149.25,149.41,148.70
149.14,149.39,149.48,149.10
149.13,148.68,149.26,148.49
149.36,149.38,149.58,149.15
149.88,150.42,150.45,149.67
150.20,150.11,150.20,149.55
150.58,151.25,151.84,150.46
150.90,151.21,151.25,150.88
151.61,152.09,152.17,151.56
152.60,154.06,154.87,152.60
153.09,153.59,153.66,153.04
153.14,153.84,153.88,153.14
153.71,154.54,154.56,153.71
154.75,154.79,154.95,154.67
154.80,155.02,155.38,154.71
154.45,155.10,155.10,154.43
155.44,155.39,155.52,154.89
153.84,154.50,154.55,153.82
