WINA,Winmark Corporation - Common Stock,NASDAQ
64.16,64.13,64.50,63.03
64.45,64.75,64.86,64.01
64.33,63.74,64.69,62.66
64.11,64.86,64.86,63.68
65.00,63.86,65.00,63.38
63.96,64.43,64.43,63.47
64.47,64.87,65.00,63.94
64.75,64.89,65.42,64.42
63.06,65.91,66.20,63.06
65.74,65.34,66.32,65.02
66.26,67.76,67.90,65.50
67.70,68.44,68.54,66.43
68.08,68.95,69.00,68.04
68.42,68.55,69.80,68.12
69.14,69.86,69.86,68.60
68.94,69.10,70.25,68.94
69.30,70.80,70.80,68.66
70.32,70.97,71.12,69.72
70.91,72.38,73.11,70.30
74.90,75.25,75.91,73.89
75.27,73.80,75.42,73.05
74.10,73.59,75.15,72.26
73.16,73.86,74.62,73.16
74.18,73.34,74.43,73.26
73.39,70.27,75.44,70.01
70.00,68.37,71.60,67.66
68.47,71.80,72.44,68.47
71.81,72.36,72.67,71.35
72.30,71.90,72.77,71.47
72.11,72.00,73.00,71.63
72.06,71.40,72.46,71.00
71.49,71.10,72.20,70.96
71.01,71.49,71.65,69.90
71.01,72.45,73.46,69.72
72.90,73.18,73.90,72.52
72.46,71.58,73.00,71.05
71.52,71.51,71.65,70.67
71.35,71.95,71.95,71.15
71.35,69.09,71.63,68.49
69.15,70.17,71.17,67.98
69.70,69.67,70.51,69.05
69.05,69.74,70.55,69.05
70.15,71.29,71.42,69.42
71.03,71.46,72.27,71.03
72.54,72.19,75.60,71.06
72.70,72.77,73.00,72.02
74.67,72.50,74.67,72.27
71.97,71.72,72.75,71.39
72.50,72.70,73.76,72.49
72.98,73.24,73.27,72.98
73.00,72.45,73.08,72.15
73.91,74.01,74.26,72.12
73.98,74.30,74.42,73.11
74.44,73.96,74.88,73.81
73.45,73.68,74.00,73.25
74.22,74.16,75.65,73.70
73.80,74.30,75.45,73.78
74.80,74.22,74.96,74.01
74.36,74.00,74.73,73.99
73.99,73.42,74.44,72.72
72.45,74.03,74.38,72.45
74.04,73.63,74.04,73.40
72.72,73.55,74.14,72.33
73.48,73.97,74.68,73.48
73.97,73.94,74.38,73.21
72.03,73.90,74.30,72.03
73.94,74.04,74.49,73.75
73.32,73.85,74.61,73.31
74.60,74.02,74.60,73.42
73.69,74.20,74.96,73.60
72.27,73.71,74.01,72.27
73.24,73.81,74.62,73.24
73.81,73.76,74.14,73.50
74.11,72.68,74.11,72.55
72.34,73.07,73.60,72.34
72.10,72.44,72.83,71.41
72.61,70.24,72.82,69.82
70.39,71.12,71.50,69.70
71.60,71.84,72.30,70.73
72.34,73.26,73.29,71.74
74.97,75.13,75.55,73.51
74.80,74.16,75.46,74.13
75.63,74.84,75.97,74.14
74.55,74.10,74.84,73.35
74.50,74.17,74.50,73.55
74.56,73.16,74.56,72.70
73.72,73.51,73.93,73.10
73.50,73.87,74.30,73.38
74.33,73.99,74.47,73.41
74.26,73.30,74.38,72.75
73.64,73.36,73.64,72.76
73.10,73.70,74.50,73.10
73.43,73.36,73.70,72.77
73.71,73.21,74.08,73.14
73.16,72.58,74.09,71.71
73.15,72.67,73.50,72.03
72.60,72.80,73.50,72.20
72.92,73.11,73.11,72.44
73.40,73.33,73.50,72.81
73.03,73.84,74.20,73.03
74.11,74.08,74.20,73.63
73.49,73.90,74.53,73.49
74.17,74.72,75.00,73.89
74.14,74.59,74.59,73.80
74.35,75.60,75.66,73.51
75.65,77.01,77.58,75.04
77.20,79.11,79.50,76.50
79.70,81.76,82.01,79.48
81.68,82.28,82.65,81.68
81.89,83.16,84.09,81.89
83.82,83.64,84.26,83.40
84.03,84.00,84.50,83.98
84.59,84.87,84.87,83.84
84.88,85.65,86.46,83.90
85.88,84.58,85.97,84.58
84.88,83.22,85.33,82.19
82.22,81.59,83.57,81.12
81.34,81.47,82.60,80.56
82.01,81.90,82.32,76.74
81.74,81.87,82.41,81.36
81.55,82.22,82.80,81.45
82.37,81.11,82.38,80.48
80.39,81.82,81.82,80.39
81.64,82.72,84.39,81.64
83.35,83.59,84.00,82.85
83.41,83.71,83.99,82.71
83.68,84.27,84.50,82.10
84.94,83.55,84.94,82.82
83.41,85.92,86.44,82.27
86.44,89.23,89.23,86.44
89.10,90.69,91.58,88.15
91.37,92.60,93.90,91.11
92.99,93.08,94.20,91.82
93.54,93.55,93.68,92.81
92.18,92.62,93.37,91.51
92.66,90.07,92.66,89.72
90.30,88.76,91.00,87.57
89.59,89.83,90.66,89.11
90.19,89.99,90.86,89.67
89.51,88.08,89.78,87.91
87.68,86.07,87.68,85.61
86.33,86.43,86.49,85.70
86.11,83.68,86.64,82.84
82.46,83.86,84.19,82.46
84.60,86.12,86.43,82.43
85.00,83.09,85.85,82.29
83.10,82.24,84.43,81.69
83.28,85.02,85.55,83.00
85.68,84.25,85.68,84.00
84.34,84.17,85.49,83.02
84.15,82.58,84.22,81.17
83.10,83.95,84.45,82.14
83.50,81.78,83.50,80.53
82.70,81.26,83.00,80.96
82.45,82.24,82.45,81.61
82.24,80.65,82.37,80.46
81.31,79.08,81.41,78.70
80.28,80.86,83.59,79.22
81.82,83.05,84.80,81.59
83.83,86.97,87.90,83.83
87.17,85.86,88.99,85.64
85.88,87.11,88.13,85.88
87.33,88.04,88.45,87.10
85.30,82.16,86.16,81.56
82.03,82.03,82.94,80.91
82.03,81.28,83.12,81.27
80.42,81.70,82.44,80.40
81.72,78.67,81.72,78.67
78.87,80.84,81.78,77.81
80.64,82.31,82.70,80.64
81.69,81.99,82.94,80.68
83.00,80.78,83.00,80.62
81.68,78.12,81.79,78.12
78.47,78.90,79.18,78.20
78.83,79.04,80.38,78.41
78.68,78.55,79.03,78.00
79.70,78.66,79.70,78.33
79.29,78.62,79.30,78.35
78.96,78.34,78.96,78.00
79.43,78.32,79.43,78.30
78.00,77.85,78.97,77.05
77.00,76.99,77.78,75.23
76.50,77.06,77.79,76.00
76.18,76.81,77.46,76.18
76.95,76.91,77.93,76.90
77.87,77.70,77.91,77.03
77.80,77.90,78.54,77.29
78.19,77.95,78.19,77.42
77.86,77.39,77.97,77.39
77.47,76.49,77.47,76.04
76.22,75.25,77.22,74.48
76.02,74.77,76.02,74.76
75.54,74.50,75.70,74.50
74.69,75.65,75.71,74.58
76.12,74.63,76.12,74.00
74.82,75.66,76.15,74.82
75.70,75.44,76.27,75.44
75.99,76.50,76.50,75.98
76.88,77.20,77.65,75.75
76.76,76.74,76.83,76.74
76.99,75.45,76.99,75.45
76.21,75.36,76.88,75.03
75.80,77.54,77.55,75.39
77.19,75.96,77.19,75.13
75.40,75.55,76.85,75.23
76.67,75.67,77.00,75.05
75.60,75.21,75.74,75.00
76.08,76.73,76.89,74.40
76.98,76.77,77.50,76.70
76.95,77.20,77.49,76.95
78.10,77.87,78.54,76.95
77.36,76.76,78.00,76.47
76.76,74.88,76.76,74.81
74.88,75.47,77.23,74.60
76.13,76.70,77.63,74.35
77.26,76.29,77.39,75.92
76.19,75.86,76.37,75.56
76.16,75.19,77.38,74.31
75.09,75.59,75.99,74.68
75.38,74.55,75.80,74.25
74.27,72.61,74.71,72.13
73.17,71.38,73.17,71.20
71.26,69.20,71.26,67.95
69.04,69.52,69.85,68.70
69.43,69.99,73.49,69.43
70.02,70.01,70.85,69.40
69.83,68.85,69.83,68.68
68.82,66.99,69.10,66.23
67.26,67.18,67.65,66.62
67.47,67.22,67.97,66.83
66.72,65.65,66.99,65.15
65.07,66.88,68.30,65.07
67.09,66.14,68.00,66.14
66.69,67.03,67.38,66.40
67.70,67.19,67.90,67.00
67.00,66.93,67.37,65.88
66.76,67.00,67.17,65.80
66.60,66.29,67.57,66.29
66.48,65.70,70.08,65.21
66.20,65.20,66.20,64.19
64.83,66.12,66.60,64.80
66.59,65.90,66.69,65.62
65.85,66.72,66.96,65.85
67.14,66.07,67.67,65.82
66.49,66.36,66.98,65.70
66.47,66.74,67.15,66.40
66.23,65.85,66.90,65.83
66.32,66.16,66.89,65.96
66.41,65.61,66.41,65.31
65.74,66.20,66.52,65.31
66.46,65.98,66.46,65.56
66.03,65.80,66.27,65.58
66.22,66.21,69.98,66.05
66.27,66.75,68.00,66.27
67.29,67.90,68.35,67.17
67.97,68.20,69.99,67.76
68.50,69.32,69.85,67.89
69.01,70.51,70.52,69.00
75.40,69.63,75.40,69.41
72.08,72.11,74.16,70.18
71.61,70.71,72.36,70.11
70.50,70.09,71.00,70.07
70.22,69.75,71.60,69.40
70.19,71.11,71.12,69.42
70.85,70.19,70.85,68.05
69.31,69.22,70.58,68.65
69.91,70.30,71.50,69.25
70.95,70.77,71.43,70.46
70.88,68.20,71.10,68.00
68.60,67.96,69.03,67.54
67.96,67.91,68.28,67.80
67.65,68.13,68.52,67.59
68.08,67.05,68.40,66.58
67.30,67.22,67.50,67.00
67.65,67.95,67.95,66.92
67.76,67.23,68.15,66.86
66.71,66.03,67.58,65.80
65.87,64.95,65.87,64.08
64.76,64.95,65.61,64.29
65.46,65.78,66.03,65.20
65.58,65.47,65.96,65.35
65.39,65.04,65.90,64.66
65.15,65.55,66.29,65.15
65.39,65.84,66.00,65.30
65.68,66.95,67.53,65.68
67.58,67.53,69.00,67.42
67.65,68.76,69.00,67.65
68.94,68.75,69.60,68.52
68.82,67.77,68.86,67.19
67.62,67.79,68.22,67.62
68.17,68.47,69.44,67.77
69.13,68.26,69.75,68.02
69.05,68.96,69.24,68.41
68.06,68.80,69.14,68.06
68.75,68.87,69.09,68.50
68.90,68.94,69.03,68.36
68.62,68.61,69.01,68.51
69.00,68.84,69.90,68.62
69.38,72.63,72.67,69.38
72.40,72.46,73.29,72.03
72.47,72.71,73.55,71.03
73.15,72.20,73.28,71.77
72.51,72.94,72.94,71.30
72.57,72.92,73.79,72.20
72.90,73.01,73.45,72.27
72.41,72.75,72.97,72.12
73.02,73.08,73.08,72.21
72.31,72.36,73.19,72.02
72.13,72.48,72.70,71.57
71.89,71.96,72.77,71.80
72.24,72.00,72.46,71.16
72.00,71.60,72.20,71.30
70.99,71.94,72.20,70.24
72.69,71.53,72.85,71.52
68.51,71.36,72.25,68.51
71.32,71.80,71.84,70.36
71.42,71.34,71.99,70.68
71.50,72.62,72.82,71.30
72.24,72.31,72.85,71.82
72.15,72.43,72.73,72.00
72.66,74.97,75.00,72.64
74.10,74.60,75.42,73.56
74.44,73.50,74.97,73.32
73.52,72.41,73.81,72.31
72.81,74.37,74.41,72.70
74.73,75.85,76.00,74.73
75.88,76.83,77.53,75.25
77.65,76.00,78.50,75.96
77.40,77.09,77.90,76.08
77.13,76.01,78.02,76.00
76.00,76.46,77.41,76.00
77.15,78.00,78.04,76.11
78.40,78.62,79.34,77.20
78.00,78.00,78.12,76.62
76.22,77.44,78.00,74.39
78.04,75.83,78.04,75.45
75.14,75.88,77.36,75.13
76.95,77.32,77.99,76.83
77.35,76.50,77.44,76.06
77.36,77.47,78.57,74.69
76.01,78.47,78.50,76.01
77.96,80.00,80.21,77.47
80.27,82.31,82.31,79.53
81.93,80.37,82.09,79.59
80.16,80.98,81.00,79.25
81.66,82.28,82.29,80.82
81.50,81.26,82.21,81.13
81.10,80.76,81.77,80.01
80.09,82.86,83.34,80.09
82.37,83.08,84.99,81.90
83.17,83.96,84.00,82.24
82.85,84.54,84.56,82.80
84.39,84.40,84.69,82.66
84.80,84.69,85.00,84.10
85.20,84.32,85.90,84.32
84.36,84.58,85.83,83.41
83.99,83.08,85.14,82.93
83.61,82.86,83.80,82.01
82.41,81.17,82.45,80.03
80.14,80.84,80.99,79.63
81.64,80.98,81.99,80.80
81.50,82.04,82.64,80.87
83.19,82.04,83.19,81.27
82.05,80.91,82.05,80.91
81.09,80.77,82.44,80.76
80.76,80.01,80.96,80.00
79.03,80.86,81.51,79.03
81.38,80.47,81.38,80.47
80.78,80.40,80.78,79.95
80.09,79.64,80.65,79.64
79.96,80.06,80.88,79.50
80.50,82.24,82.55,80.03
81.32,81.86,83.10,80.89
82.29,80.43,82.45,80.01
79.71,80.32,80.76,79.41
80.09,80.25,80.96,79.95
80.99,80.40,81.88,80.00
80.31,81.24,81.24,80.05
81.61,82.09,82.29,81.40
81.89,83.05,83.05,81.12
82.21,82.35,83.68,82.19
82.29,82.66,83.72,81.25
82.44,84.10,84.58,82.00
84.49,83.59,84.63,82.52
83.86,85.71,87.07,83.79
86.14,86.80,87.40,85.40
86.96,86.92,89.08,85.92
87.32,85.98,87.32,85.44
86.76,85.61,86.76,82.94
84.64,81.59,84.82,81.11
82.29,81.81,82.70,79.75
81.67,82.41,83.72,80.94
81.83,82.19,83.25,81.25
81.68,81.96,84.75,80.50
81.90,81.51,82.65,80.80
81.25,80.70,81.75,80.00
80.57,80.03,80.72,79.02
79.78,81.06,81.22,79.78
81.68,80.74,81.68,79.83
80.60,80.32,81.60,80.18
80.92,81.12,81.55,80.30
80.87,81.55,83.03,80.87
81.15,82.03,82.84,81.15
81.69,81.94,83.02,81.48
82.42,80.89,82.42,80.60
80.65,82.26,82.26,80.54
81.66,81.51,83.54,80.60
81.01,81.62,82.51,79.03
80.72,82.21,83.60,80.72
81.14,81.12,81.98,80.51
82.56,83.17,83.20,81.38
83.40,83.63,84.64,83.27
83.78,83.08,85.20,83.03
83.56,82.25,83.68,82.24
82.35,80.00,82.60,80.00
79.60,80.44,81.91,79.45
81.31,80.37,81.31,80.20
80.50,80.30,80.75,80.12
80.34,80.10,80.79,80.00
80.09,80.47,81.80,80.09
80.79,80.09,80.79,80.00
80.49,80.03,80.49,80.00
79.94,80.48,80.50,79.94
80.00,81.95,83.00,79.97
82.40,81.26,82.90,80.13
81.22,82.10,83.00,81.22
82.79,81.95,82.80,79.90
81.17,80.43,82.00,80.02
80.58,80.74,80.77,79.21
81.36,81.00,81.37,80.01
80.32,80.00,80.95,79.70
80.73,81.64,82.44,80.73
80.59,81.76,82.28,80.35
81.15,82.71,83.78,81.15
83.23,82.66,83.23,81.22
82.00,81.32,82.00,81.32
81.27,80.98,81.92,80.98
81.65,80.78,82.25,80.78
80.52,81.10,83.09,80.52
81.55,82.80,84.00,81.48
82.70,83.54,83.84,82.60
83.45,85.00,85.20,83.45
82.73,86.00,86.08,81.39
86.69,85.16,86.69,84.95
85.50,85.01,85.50,85.00
84.98,85.94,85.94,84.89
86.70,85.94,86.88,85.22
87.27,87.57,87.57,84.86
85.37,86.15,87.25,85.37
87.15,85.42,87.15,85.03
84.42,87.37,87.48,84.42
87.44,85.60,87.44,85.60
86.31,86.60,87.00,86.31
85.05,85.30,86.82,85.00
85.90,85.00,85.90,84.50
85.60,85.11,85.60,85.11
86.17,84.72,86.17,84.67
86.73,87.00,88.18,84.58
87.00,89.51,89.51,87.00
88.58,89.36,89.99,87.77
89.84,90.67,90.72,89.23
90.69,88.66,90.96,87.71
87.83,88.64,88.64,87.75
88.86,87.73,88.86,86.85
88.06,89.09,89.70,87.78
88.61,90.85,90.92,88.45
90.25,90.50,90.91,90.03
90.01,90.12,90.47,90.01
90.00,90.01,90.75,90.00
89.96,90.03,90.25,89.96
90.03,90.50,90.50,90.03
90.03,90.10,90.45,90.00
90.89,90.31,90.89,90.08
90.00,90.07,90.17,89.75
90.49,90.92,90.92,90.01
90.15,90.09,90.19,89.50
89.93,90.10,90.84,89.22
90.53,90.37,90.53,89.83
90.78,90.75,92.60,90.04
90.85,92.45,95.66,90.85
91.54,91.44,91.54,91.08
91.72,93.05,93.05,91.72
92.72,92.28,94.87,91.95
92.74,92.72,92.74,92.72
92.02,92.64,94.53,89.00
91.84,88.32,92.97,87.20
88.42,89.56,91.01,88.40
88.73,89.36,90.20,88.51
89.41,91.93,92.12,88.00
91.12,92.70,93.63,91.12
91.93,92.45,93.06,91.19
92.55,94.79,94.90,92.55
94.88,95.80,96.00,94.68
95.34,97.70,97.82,94.63
97.99,99.30,99.88,97.44
99.00,99.37,100.00,99.00
99.70,101.68,102.00,99.61
101.94,102.60,103.00,101.45
101.97,104.16,105.09,101.97
103.15,102.51,103.63,101.60
102.89,102.12,105.00,100.89
102.00,99.00,102.75,98.13
99.60,99.78,100.26,98.90
100.00,99.03,101.00,98.74
100.00,100.90,101.84,99.96
101.08,100.92,101.94,99.48
101.34,100.31,102.17,100.01
100.49,100.83,101.38,100.00
100.98,100.55,100.98,99.11
99.55,99.40,100.46,99.01
100.20,98.50,100.20,98.27
99.40,99.00,99.70,97.01
98.74,98.88,98.88,97.86
97.88,100.17,100.45,97.00
99.17,101.10,102.00,98.01
100.77,101.20,101.79,100.10
101.78,103.20,103.29,101.50
102.79,104.79,105.00,102.79
105.02,106.48,107.84,99.65
105.46,105.52,107.02,105.30
105.75,103.25,106.83,102.65
103.14,102.70,105.75,101.93
102.57,103.99,104.18,102.25
103.75,101.73,103.75,101.60
101.99,103.50,104.79,101.99
102.45,103.00,103.45,102.21
103.08,102.50,103.48,102.50
102.42,101.05,102.42,101.00
101.00,100.53,101.92,100.01
101.19,101.50,102.07,101.13
101.50,102.30,104.84,101.50
101.81,102.02,102.02,101.81
102.20,101.36,102.20,101.00
101.08,101.12,101.22,101.08
101.00,102.94,104.39,101.00
102.69,102.64,103.90,102.60
103.25,101.46,104.01,101.00
102.00,100.57,102.00,100.57
100.55,102.05,102.47,99.59
101.15,101.50,101.50,101.01
101.00,100.60,101.00,100.44
101.18,101.65,101.84,101.00
101.00,103.06,103.30,101.00
103.53,101.18,103.53,100.34
101.59,101.00,101.60,101.00
101.00,100.27,101.70,99.41
99.90,101.95,102.39,99.80
101.24,100.10,102.86,100.05
99.25,99.24,99.86,99.24
101.39,99.71,101.59,99.38
101.01,96.74,101.01,94.68
96.68,97.00,97.00,95.21
96.70,98.09,101.06,96.70
98.09,98.90,100.45,98.09
98.25,99.40,100.00,98.25
100.44,101.50,101.50,100.44
100.50,101.85,107.75,100.50
102.50,102.72,102.80,101.13
103.00,100.09,103.00,100.02
101.26,98.20,101.26,98.20
98.30,97.86,98.30,96.57
100.11,100.01,100.95,97.51
98.81,100.46,100.98,98.77
99.69,100.84,100.86,99.69
103.11,102.50,103.11,99.66
101.16,104.73,105.65,101.16
103.51,107.95,108.28,99.66
107.99,103.61,107.99,102.00
103.59,101.35,103.61,100.05
101.66,103.11,105.50,101.66
103.38,103.23,104.61,102.52
104.02,100.00,104.21,100.00
100.00,100.25,101.44,100.00
100.28,101.60,103.91,100.00
102.00,102.92,103.76,102.00
102.41,101.95,102.41,101.95
100.92,101.49,103.31,100.00
103.00,101.66,103.00,100.03
101.68,100.20,102.25,100.01
100.22,100.90,101.10,100.00
100.00,100.91,101.40,100.00
100.00,100.16,100.64,100.00
100.35,100.34,100.39,100.00
102.97,100.00,102.97,100.00
100.75,99.25,101.39,99.20
100.50,100.77,100.77,100.12
101.99,100.00,101.99,99.40
100.00,100.97,101.77,100.00
101.06,100.67,101.06,100.00
100.00,100.10,100.68,100.00
100.37,100.07,100.48,100.00
100.72,100.40,100.73,100.03
100.40,98.25,100.40,97.55
99.94,98.61,100.00,98.11
99.00,100.00,100.67,99.00
100.00,99.26,100.19,99.14
99.57,100.75,101.72,99.57
100.75,99.98,100.75,98.64
100.00,100.82,100.82,100.00
100.73,100.06,100.73,100.00
100.00,100.00,100.30,100.00
100.00,100.49,100.50,100.00
100.00,99.56,100.49,99.56
99.51,100.37,100.37,99.51
100.46,100.00,100.46,100.00
100.01,99.60,100.05,99.00
99.00,98.62,99.46,98.55
98.50,98.20,99.20,98.05
98.85,98.85,98.85,98.85
98.00,98.42,99.20,97.73
97.99,97.75,98.00,97.50
98.35,99.70,99.70,82.69
99.45,98.44,99.45,97.00
94.85,95.60,96.30,93.64
95.14,95.10,95.30,95.03
95.56,95.12,95.76,95.12
95.35,95.50,98.50,95.30
96.44,94.79,96.80,94.10
94.40,94.91,95.00,94.00
94.95,93.31,95.61,93.31
94.00,92.14,94.43,92.14
92.74,90.26,95.53,90.26
90.74,91.01,92.10,90.30
90.95,91.54,92.00,90.05
92.03,90.76,92.44,90.76
90.70,90.99,92.00,87.87
90.89,91.90,91.90,88.37
92.30,91.80,92.50,91.19
91.01,89.53,91.96,89.00
88.01,90.04,92.51,88.01
90.03,90.00,91.15,88.50
89.62,91.00,91.00,89.61
90.29,91.09,91.19,90.29
90.87,92.00,92.00,89.32
90.72,91.98,91.98,90.72
92.57,90.56,92.57,90.27
91.48,91.58,91.58,91.26
91.00,92.85,94.15,91.00
93.63,93.01,99.50,92.20
92.70,93.50,93.80,90.74
90.74,92.24,92.85,90.74
91.33,92.10,92.10,91.33
90.51,92.00,92.51,90.51
92.66,91.75,92.71,91.75
91.50,92.29,92.29,91.50
91.51,92.46,92.46,91.51
92.25,91.73,92.25,90.56
92.72,92.24,92.72,91.00
91.00,90.51,91.50,88.10
91.09,91.65,91.86,90.27
90.95,91.40,91.50,88.00
91.17,92.00,92.53,91.17
92.40,94.44,94.77,92.35
93.64,93.10,94.00,92.50
93.10,92.79,94.46,92.65
93.00,92.31,93.00,92.00
93.00,92.98,94.00,92.96
94.73,94.36,94.92,92.58
93.16,93.88,95.00,92.38
94.26,93.15,94.26,92.60
93.95,92.99,93.95,91.01
93.11,93.58,94.81,92.80
93.39,91.00,93.39,89.68
89.26,89.60,91.84,89.26
90.12,90.06,91.57,89.00
91.40,90.72,91.60,89.53
89.51,89.90,91.75,89.51
90.90,93.00,93.74,90.90
93.00,96.77,97.20,92.47
97.10,101.24,101.34,97.10
100.36,98.82,101.35,93.49
99.90,98.00,99.90,96.20
97.32,99.02,100.00,97.02
98.79,97.45,99.00,97.45
98.20,99.50,101.61,98.20
98.26,99.00,99.00,95.23
98.09,97.25,98.09,96.15
95.00,96.90,97.02,94.00
98.80,99.25,99.69,98.80
98.00,97.10,99.00,96.54
98.06,97.94,98.98,95.01
101.60,97.49,101.60,95.73
97.20,97.98,98.11,97.20
97.30,98.50,99.28,97.30
100.00,97.47,100.00,95.36
98.46,98.70,99.00,98.45
97.01,98.68,99.00,97.01
96.82,99.15,100.50,96.82
100.94,99.11,100.94,99.00
98.90,98.20,98.90,98.20
98.45,100.23,100.69,95.32
100.74,99.11,100.94,99.11
99.10,97.95,99.35,97.55
95.57,96.40,96.40,95.57
97.37,98.32,98.32,97.37
98.24,98.24,98.24,98.24
99.00,99.53,100.16,99.00
99.48,100.70,100.70,97.97
100.77,100.86,100.86,98.26
100.11,97.98,100.90,97.98
97.06,98.34,99.50,97.06
99.00,98.94,100.22,98.94
99.38,100.90,101.00,99.37
100.11,100.25,101.50,99.68
100.50,100.91,101.25,100.25
101.10,101.50,101.60,101.10
99.37,100.90,100.90,99.37
100.63,101.55,101.60,100.62
98.43,100.85,100.85,98.43
99.50,101.16,101.60,99.50
101.16,101.20,101.20,101.10
101.28,101.39,101.39,100.85
99.50,100.36,101.00,99.50
100.48,100.48,100.48,100.48
99.68,100.50,100.50,99.68
100.05,100.01,101.00,100.01
99.75,99.90,99.90,99.75
99.90,100.28,101.29,99.88
101.39,100.00,101.39,99.81
98.09,98.10,99.63,98.00
98.54,95.20,98.56,94.41
95.20,95.00,95.69,95.00
95.00,93.93,95.00,93.93
92.50,93.90,93.90,92.00
92.91,92.91,92.91,92.91
94.86,93.97,94.86,93.97
93.86,94.71,94.71,93.64
93.30,94.00,94.24,93.30
93.53,93.50,94.72,93.50
93.10,91.60,93.10,91.60
91.29,91.33,91.41,91.28
93.00,92.25,93.00,92.25
92.90,92.26,92.98,92.07
92.27,92.02,92.47,91.99
91.77,92.00,92.00,91.26
92.14,92.41,92.41,92.14
93.50,95.86,95.86,93.50
98.00,97.50,98.00,97.50
96.60,97.04,98.22,96.60
95.44,97.28,97.28,95.44
99.09,98.23,99.09,97.13
98.30,98.25,98.78,98.01
97.08,97.70,97.96,96.00
97.64,97.10,98.37,95.30
97.70,98.11,99.20,97.70
99.29,101.14,101.14,98.01
100.86,100.60,101.00,98.11
99.50,99.95,100.75,99.39
99.85,98.37,102.00,98.37
100.45,99.12,100.75,98.81
96.38,96.79,97.17,96.38
97.00,96.10,97.00,96.10
96.65,95.43,96.65,95.43
95.87,97.10,97.10,95.87
97.28,98.03,100.55,97.28
100.53,97.00,100.53,95.66
97.00,96.18,97.00,96.18
100.99,96.48,100.99,96.48
96.11,95.74,96.11,95.74
94.11,97.80,97.80,93.68
92.12,94.99,96.28,92.12
95.36,98.71,99.00,95.36
98.84,98.70,99.99,97.19
100.69,99.67,100.69,97.41
101.13,99.21,101.42,98.74
95.52,97.25,99.70,93.61
100.00,99.54,105.22,98.90
97.12,98.11,99.30,97.12
99.24,99.00,99.54,99.00
98.10,98.09,98.10,98.09
97.92,98.84,99.96,97.92
98.16,97.31,98.49,97.31
99.30,99.00,100.00,98.75
99.69,99.95,100.89,99.69
99.86,99.99,100.00,99.86
98.43,98.67,98.67,98.43
98.45,99.86,100.03,97.67
98.85,99.02,99.02,98.85
98.40,99.79,99.79,98.40
101.27,99.71,101.27,99.10
98.80,100.00,101.99,98.80
99.10,101.50,101.50,98.08
100.35,100.39,101.50,98.78
99.60,100.57,100.57,99.60
100.37,99.91,100.37,99.50
97.75,97.02,99.30,95.91
96.22,98.31,99.00,94.60
96.58,97.48,98.79,96.58
97.65,97.90,99.00,97.50
97.90,99.50,100.00,97.90
99.81,100.57,102.00,99.67
101.14,99.65,101.80,99.63
100.18,99.80,100.20,99.48
100.01,100.10,100.10,99.80
100.58,100.90,100.90,100.00
100.00,99.73,100.20,98.59
99.96,98.38,99.96,98.05
98.63,98.50,98.68,98.00
98.29,98.66,102.01,97.66
98.58,99.76,100.22,98.00
99.88,101.35,102.00,99.88
99.76,101.65,102.16,99.76
101.95,103.54,103.54,101.80
103.50,102.10,104.46,102.02
102.45,102.23,102.45,102.00
100.53,102.11,103.40,99.75
102.06,103.60,104.25,101.26
103.92,103.99,104.00,102.14
104.13,104.80,104.95,103.81
103.11,107.42,108.00,103.11
107.05,106.46,109.28,104.31
106.89,108.26,109.49,106.58
106.45,106.54,108.00,106.45
106.50,105.72,106.50,103.67
104.96,104.50,105.56,104.03
104.00,105.90,106.90,103.92
106.00,106.42,106.50,105.91
106.69,104.36,109.03,104.31
105.37,106.43,106.74,104.74
107.05,106.48,107.05,106.12
106.56,106.56,106.56,106.56
108.10,106.00,108.10,105.87
105.00,105.59,105.95,103.37
105.60,105.85,106.75,105.60
104.16,105.53,106.00,104.11
105.00,105.63,107.00,105.00
106.50,105.86,106.50,105.86
105.88,105.52,106.05,104.20
104.05,104.63,105.05,104.05
104.54,105.51,108.27,104.45
106.80,106.44,106.80,105.20
104.94,105.80,106.96,104.59
105.26,104.97,105.26,104.04
105.38,105.99,106.47,105.38
105.88,106.35,107.84,105.47
105.00,105.04,105.50,104.50
104.00,105.00,105.93,104.00
105.69,106.62,107.00,105.52
107.18,107.00,107.90,106.00
107.00,105.80,107.70,105.40
105.00,105.30,106.55,105.00
105.75,105.00,108.00,103.56
105.00,106.85,106.85,105.00
107.82,107.00,107.82,106.60
106.20,107.25,107.50,106.20
106.00,106.25,106.80,106.00
106.00,105.85,106.19,105.85
105.05,106.35,106.48,105.05
107.95,106.95,108.50,106.60
106.25,105.40,106.55,105.10
105.40,104.65,105.40,103.80
105.00,105.90,107.40,104.00
104.35,103.80,104.35,103.30
103.50,104.50,104.50,103.50
104.20,103.15,104.50,103.15
102.55,105.00,105.00,102.55
105.00,104.95,109.35,103.73
107.79,106.80,107.79,103.00
105.95,108.30,108.30,104.32
106.30,109.55,109.80,104.85
106.15,113.45,114.40,106.15
112.55,113.60,114.50,110.10
113.05,115.00,116.15,110.30
114.70,114.95,116.03,114.70
116.50,116.10,117.50,115.50
116.00,114.45,116.00,114.00
116.95,114.95,116.95,114.40
112.30,113.30,116.00,112.30
113.50,113.20,114.50,113.20
113.95,114.75,115.45,113.50
114.15,112.80,117.83,111.05
112.30,113.35,114.18,112.28
111.95,111.95,112.25,110.10
