RE,Everest Re Group,NASDAQ
209.76,211.68,211.71,209.50
212.71,213.30,213.39,210.58
213.06,214.37,214.88,212.13
213.72,217.35,217.46,213.66
218.24,216.82,218.61,216.48
217.08,216.65,219.51,215.56
216.27,213.45,217.55,213.31
214.01,214.30,216.02,212.72
214.74,218.38,218.50,213.46
219.37,217.06,219.37,216.23
216.24,216.48,217.19,215.85
217.17,217.23,217.36,215.57
217.73,217.46,218.65,216.40
217.69,217.41,218.40,216.63
218.31,215.58,218.31,215.25
215.67,216.12,217.02,215.61
217.16,216.40,217.17,215.66
217.81,216.04,218.88,214.74
216.95,217.80,218.86,215.89
217.82,217.78,219.34,217.16
217.79,218.82,219.33,215.84
218.98,216.97,218.99,216.67
217.72,219.42,219.58,217.01
219.57,220.09,220.48,218.10
219.12,219.78,220.22,217.97
220.50,219.25,222.07,219.05
