PPG,PPG Industries,NASDAQ
151.91,148.90,152.04,147.63
148.83,146.68,148.87,145.21
149.18,147.83,150.24,146.77
148.69,149.00,149.96,146.90
150.10,149.03,150.52,148.34
147.92,146.41,148.24,146.00
147.05,148.44,150.19,146.56
147.85,149.08,149.82,147.74
147.14,149.59,149.94,144.58
150.57,152.42,152.70,150.57
153.30,153.23,153.65,151.31
154.53,156.53,156.79,153.04
156.58,156.04,157.00,155.36
159.12,158.03,159.51,157.13
157.91,157.73,158.13,156.19
157.98,156.99,158.04,156.71
157.04,154.84,157.09,154.13
155.64,156.86,156.93,155.38
156.79,160.00,161.47,156.18
160.07,159.16,160.94,159.02
159.01,159.73,161.13,158.91
160.77,159.13,161.34,158.94
159.56,157.08,159.87,156.18
157.09,158.73,158.79,156.94
158.50,157.11,158.50,156.38
158.23,161.17,161.48,157.42
161.09,161.05,161.64,160.00
161.50,160.44,162.26,160.01
156.26,162.76,165.64,156.26
162.49,162.36,163.54,160.45
161.62,161.89,162.54,160.68
161.57,161.42,161.65,159.54
160.94,161.09,161.93,160.10
162.03,161.83,162.72,160.38
161.47,161.69,162.73,160.81
161.02,161.34,161.91,160.27
160.87,162.76,163.30,160.41
162.96,162.37,163.43,161.96
161.00,158.77,161.00,158.29
158.06,158.59,159.38,157.57
158.15,156.81,159.33,156.52
156.95,158.97,160.05,156.81
158.81,159.11,160.56,157.80
159.43,160.15,160.48,157.86
160.46,162.24,162.42,158.69
162.64,160.27,162.85,159.76
158.28,157.76,159.00,157.00
156.94,155.76,157.70,155.60
155.29,156.19,157.24,155.27
156.54,156.21,157.25,155.70
158.54,157.21,159.92,156.47
156.90,158.94,159.43,156.35
158.85,160.57,161.34,158.34
160.98,159.25,161.18,157.58
159.54,161.64,161.96,159.54
162.83,163.71,163.71,162.21
163.58,164.42,164.71,163.14
164.19,162.87,165.52,162.31
163.31,162.44,163.98,162.17
165.20,165.20,165.89,164.35
165.20,165.36,165.53,164.24
164.65,167.81,167.98,163.62
167.79,167.99,168.97,167.20
167.99,166.28,172.21,166.16
166.16,163.42,166.16,163.33
163.68,163.47,165.18,163.21
163.94,164.64,165.34,163.40
165.10,166.65,166.96,164.79
165.44,165.27,166.31,164.88
163.78,167.06,167.13,163.52
167.13,166.81,167.81,166.10
165.53,166.64,166.64,164.86
166.19,166.49,166.83,165.06
166.14,170.90,171.00,165.97
168.77,167.91,170.20,167.51
167.91,162.81,168.01,162.70
162.98,162.48,164.22,160.76
164.70,164.73,165.95,163.80
164.87,166.75,166.79,164.57
165.46,166.13,166.50,164.68
166.12,165.48,166.63,164.89
167.20,166.22,168.01,165.56
169.75,174.47,174.74,167.24
175.36,175.77,176.58,173.55
175.30,176.61,177.02,174.45
177.85,180.12,180.73,176.51
180.28,178.45,180.44,178.32
178.75,179.46,179.61,177.95
179.46,181.92,181.95,179.09
181.93,180.89,182.07,180.33
181.20,185.51,185.68,181.20
186.28,181.66,187.28,179.13
181.74,182.58,184.57,181.55
182.80,182.75,183.39,181.71
183.50,183.46,183.60,181.67
182.94,183.32,184.46,181.61
182.34,182.80,184.84,182.34
183.29,179.64,184.32,179.35
180.00,181.57,181.79,179.38
181.73,182.16,183.15,181.58
182.18,182.51,182.99,181.38
181.68,184.62,184.90,181.57
185.00,185.58,185.61,183.72
186.38,184.90,186.89,184.67
184.97,184.65,185.54,184.11
184.23,184.76,185.50,184.05
184.65,182.20,184.70,181.80
183.31,183.32,183.92,182.45
183.59,183.78,184.23,182.55
183.82,184.19,185.54,183.82
184.18,185.13,185.99,183.76
185.20,184.54,185.55,184.06
185.00,184.06,185.57,183.75
184.34,183.66,185.53,183.35
182.32,181.66,183.23,180.32
181.71,182.95,184.60,181.71
182.00,181.78,183.29,180.85
185.00,187.84,187.96,182.96
188.19,186.71,189.00,186.03
186.71,187.35,188.00,185.91
187.09,182.35,187.23,181.49
182.22,183.92,184.59,182.05
183.93,182.91,185.14,182.29
182.91,182.40,184.30,181.50
183.21,183.61,184.00,181.91
183.76,185.23,185.63,180.90
184.86,185.30,185.81,184.35
185.02,186.62,187.35,184.77
187.40,185.50,187.42,185.08
185.61,187.58,187.60,185.61
187.84,188.08,188.37,187.25
188.58,187.78,188.58,187.25
187.82,188.47,188.83,187.10
188.77,189.66,190.07,188.26
189.50,188.94,190.29,188.53
189.40,189.41,190.10,188.88
189.63,187.52,189.99,186.93
187.60,188.28,189.14,186.02
188.55,189.47,190.20,187.41
189.71,190.13,191.23,189.25
190.57,190.58,191.54,189.63
189.93,187.76,191.35,187.19
188.57,190.89,191.01,187.57
191.27,190.70,191.55,190.43
182.57,187.67,189.89,182.57
188.50,189.48,192.23,188.50
190.33,190.00,191.54,189.11
190.15,187.16,190.69,186.59
186.71,186.89,188.04,185.77
185.23,181.60,185.70,181.59
182.00,183.19,184.49,180.43
183.09,182.43,184.66,181.72
182.05,183.20,184.87,181.66
183.70,184.67,185.65,182.87
182.21,182.36,184.50,181.43
182.51,176.87,183.33,176.67
177.73,177.24,179.44,176.80
175.89,177.22,177.63,173.83
177.43,178.92,179.31,176.82
180.60,182.54,182.55,180.50
182.13,183.93,184.91,181.73
184.41,185.16,186.62,183.51
186.03,185.76,187.07,185.25
185.00,187.23,187.84,184.16
187.23,188.90,189.48,187.10
188.46,186.59,188.50,186.22
185.65,187.06,188.73,185.59
187.00,188.75,188.88,186.09
188.77,189.87,190.81,188.70
189.49,188.52,190.99,188.50
188.31,190.77,192.00,188.30
190.40,193.13,194.12,190.25
192.80,193.69,194.67,191.20
194.04,197.82,198.15,193.75
193.23,197.06,198.34,193.23
199.75,200.19,200.41,198.68
200.00,199.54,200.96,199.11
199.76,200.14,201.29,199.45
200.34,200.07,201.24,199.24
199.32,200.30,200.83,198.64
201.00,197.51,201.00,197.45
197.21,197.21,198.03,196.20
198.23,194.91,198.80,194.51
194.59,194.58,196.12,194.25
195.19,195.96,197.19,194.74
196.47,197.96,198.81,196.44
198.89,195.16,199.22,194.45
194.48,194.74,196.13,194.01
196.47,195.12,198.14,194.54
196.10,193.21,196.40,192.25
194.14,192.87,195.09,192.41
193.41,190.41,194.00,190.41
190.43,189.53,190.96,188.03
190.03,190.81,191.71,189.41
192.72,193.46,194.98,192.01
195.08,196.64,196.72,193.38
196.17,197.26,197.99,195.46
197.25,197.37,200.05,196.16
200.47,197.76,201.59,196.71
197.27,193.07,197.74,192.29
192.88,192.50,194.13,190.30
192.69,195.69,195.97,191.71
195.98,189.96,196.19,189.89
189.40,187.82,190.77,187.63
189.16,188.56,189.70,187.14
188.64,188.53,189.16,185.18
190.00,191.63,191.93,188.49
199.99,199.46,200.00,196.48
198.10,196.54,199.42,196.39
196.87,196.36,197.99,196.28
196.66,196.30,198.12,195.93
196.63,194.51,196.94,194.27
193.87,192.98,194.30,191.76
193.77,191.47,194.57,190.07
192.35,193.00,193.45,191.18
192.29,193.62,194.00,192.26
193.15,192.64,194.21,192.25
192.41,195.18,195.57,192.18
194.86,195.89,196.21,193.59
194.73,195.47,196.49,193.01
196.32,198.74,198.90,195.00
197.62,196.28,198.88,194.97
196.25,196.62,196.84,194.81
197.83,199.41,199.65,196.72
199.30,197.73,199.50,197.56
197.59,196.56,198.41,196.33
196.30,194.63,196.45,193.00
194.83,195.36,195.58,192.96
195.93,196.04,198.47,195.36
196.28,195.69,197.24,195.52
196.02,197.17,197.89,195.72
197.01,196.35,198.04,196.30
196.27,198.86,199.03,196.27
199.50,198.12,199.71,197.83
198.50,200.25,200.92,197.95
200.43,201.00,201.00,198.02
200.93,201.61,202.88,200.14
201.81,202.33,203.05,200.96
201.41,201.72,202.30,200.93
201.63,203.86,204.75,200.07
203.58,203.15,203.79,201.10
204.24,204.93,205.80,204.01
204.63,205.11,205.65,204.36
204.40,205.80,205.89,203.26
204.50,205.60,205.92,204.29
205.37,203.58,205.71,203.35
203.83,204.27,204.75,203.21
203.75,203.02,204.25,201.81
202.52,202.51,204.12,202.05
202.25,203.59,204.00,201.27
203.41,203.22,204.05,202.98
203.83,204.57,205.46,203.28
204.88,204.37,205.07,203.70
203.60,203.03,205.49,202.52
203.42,204.47,205.85,203.42
204.73,202.58,204.77,201.91
201.61,204.05,204.20,201.60
211.93,210.15,213.01,208.60
210.22,208.86,210.99,208.83
208.57,208.31,209.48,207.94
208.69,210.16,210.36,208.38
209.00,208.38,209.06,207.31
207.90,206.80,208.86,206.69
207.80,207.82,208.10,206.38
205.65,207.39,207.81,205.00
207.04,208.03,208.20,205.79
208.49,207.99,208.94,207.91
208.72,205.56,209.49,205.38
206.75,205.79,207.19,204.95
205.02,207.70,209.75,205.02
208.20,209.55,210.50,207.96
208.59,208.75,209.81,208.22
209.28,210.11,211.09,208.95
210.17,210.31,211.66,209.73
210.00,210.02,211.32,209.42
210.00,208.87,210.50,208.53
209.28,208.67,209.64,207.55
208.50,204.99,208.57,204.91
205.25,204.43,206.67,203.60
203.82,198.36,203.82,198.34
196.98,198.39,199.24,196.50
198.11,200.62,200.99,198.11
199.26,198.21,200.70,197.68
197.90,198.89,199.81,197.63
199.63,197.32,200.00,197.00
197.79,200.22,200.38,197.02
200.65,199.18,201.11,199.16
199.35,199.53,199.99,198.47
200.72,202.01,202.11,199.20
201.55,201.57,202.10,200.92
202.06,202.27,203.77,200.87
202.30,203.77,203.93,202.22
204.10,204.63,205.29,203.82
204.00,204.08,204.74,203.19
204.70,205.08,206.00,204.08
205.10,204.55,205.45,204.43
205.11,206.23,206.36,204.92
206.85,206.46,206.85,205.55
206.11,205.24,206.65,204.57
204.69,205.44,206.12,204.36
205.94,205.86,206.20,205.21
206.39,205.19,206.54,204.57
205.73,203.53,206.12,203.30
203.83,203.62,205.01,203.22
203.75,203.96,204.01,202.95
203.71,203.92,205.37,203.23
204.12,201.46,204.29,201.11
201.18,202.46,202.65,200.12
200.99,201.42,202.13,200.45
201.32,199.68,201.78,198.95
199.76,199.71,200.39,198.48
199.38,200.52,201.87,198.53
201.46,201.83,202.90,200.83
202.21,203.16,204.04,201.89
203.96,202.81,205.16,202.78
202.96,199.68,203.46,199.52
199.24,198.28,199.93,198.09
198.70,200.54,200.83,198.48
199.39,197.41,199.62,197.41
197.12,198.45,198.70,197.00
197.28,199.46,199.89,196.73
199.08,196.74,199.38,196.38
196.50,191.17,196.50,189.67
190.87,191.17,191.90,187.89
192.03,191.85,193.66,190.73
193.54,191.27,193.54,190.56
190.39,186.42,190.39,186.33
186.45,189.53,189.76,185.08
189.99,186.03,190.26,185.61
185.78,183.55,187.41,183.46
183.29,176.59,183.99,176.18
177.12,177.58,179.96,175.42
175.37,180.50,181.14,173.01
173.90,181.83,183.50,171.56
184.64,187.25,188.37,183.65
187.78,191.18,191.27,186.77
191.95,196.04,196.28,191.95
197.26,193.71,198.50,193.30
195.97,194.90,196.57,194.11
194.86,195.85,196.11,192.62
193.16,192.60,193.84,191.20
194.77,195.39,196.86,193.96
195.01,192.05,195.43,190.78
191.34,192.35,193.44,190.78
194.79,203.69,204.50,193.55
204.05,200.37,204.78,199.88
200.25,198.47,200.79,197.27
200.42,205.25,205.46,199.65
205.00,206.09,206.26,203.16
203.06,206.90,207.49,203.06
206.57,206.27,207.33,205.34
206.25,205.26,207.01,204.71
205.24,203.90,205.59,203.16
204.23,205.23,206.99,203.01
205.11,203.90,206.35,203.47
204.00,205.33,206.37,203.41
204.95,208.50,208.75,204.35
208.69,210.66,211.08,208.02
209.84,212.66,212.88,209.61
215.04,215.35,217.73,213.70
215.60,215.57,216.54,214.45
215.18,215.40,217.44,215.18
215.15,216.95,217.13,214.55
218.30,218.82,219.54,216.48
217.46,219.87,220.78,216.79
221.21,219.13,222.24,217.95
219.60,223.26,223.63,219.13
223.11,223.71,225.17,222.46
223.90,222.85,225.45,222.45
222.40,222.84,223.95,221.67
221.01,225.69,225.79,221.01
225.61,220.85,225.61,220.48
220.86,222.60,224.31,220.47
221.64,219.82,222.41,219.76
221.02,218.11,222.47,216.23
216.29,216.66,221.33,216.04
217.09,222.26,223.04,216.69
224.43,227.01,227.10,222.91
228.08,227.90,229.60,227.01
228.64,229.60,230.03,227.33
230.18,231.07,232.16,230.00
231.50,231.12,231.84,230.38
231.38,231.59,232.79,230.59
230.91,232.46,233.16,230.61
231.53,231.66,232.61,231.13
232.25,231.15,233.67,231.02
231.15,229.40,232.34,227.59
227.06,223.48,227.75,222.59
224.71,222.93,225.30,219.81
222.98,223.92,224.70,221.39
226.24,229.88,230.69,224.93
230.23,226.97,230.77,225.75
227.00,226.25,228.05,224.83
227.41,226.99,230.24,224.47
224.32,226.97,227.04,222.53
226.97,226.20,233.98,224.77
226.07,230.38,230.90,225.06
231.09,228.16,232.00,226.16
227.47,228.03,229.62,226.21
228.71,231.35,231.96,226.31
231.00,227.81,231.00,227.77
227.10,227.82,228.15,225.21
226.00,225.96,228.03,224.26
226.13,221.74,227.71,221.24
222.00,225.71,226.07,220.31
222.74,222.88,226.06,222.74
221.25,223.73,224.24,219.88
226.43,226.90,227.75,223.84
226.60,227.45,228.94,225.01
228.96,230.37,231.23,227.83
230.18,230.86,232.00,229.11
230.36,226.82,230.86,226.18
229.18,228.24,229.45,225.90
227.92,228.22,229.20,226.91
230.26,233.03,233.59,229.12
233.69,236.77,236.85,233.10
234.30,235.85,236.98,233.51
234.30,236.24,236.38,233.23
234.48,235.50,237.14,234.02
234.63,236.64,237.20,232.10
235.21,236.49,237.10,234.82
236.85,236.77,237.20,235.51
236.00,235.67,237.41,235.17
235.24,235.84,236.81,234.66
235.87,235.38,236.96,234.10
235.38,237.70,237.75,235.38
236.89,234.54,236.98,233.83
233.12,235.34,237.90,232.21
235.83,235.45,236.27,234.12
233.37,231.97,234.77,231.65
232.44,232.29,233.72,231.52
229.93,227.67,230.12,227.64
227.82,225.18,228.15,225.01
225.39,229.70,229.83,225.11
228.71,227.91,229.49,226.34
228.74,230.08,230.25,228.03
228.47,227.26,229.54,226.13
225.91,229.64,232.16,223.00
228.17,226.17,228.97,225.85
227.34,229.06,230.25,225.78
228.73,226.43,229.82,226.42
226.39,225.49,227.87,225.49
225.79,222.46,227.03,222.28
220.59,221.30,222.50,220.05
222.02,222.96,224.00,220.93
224.30,224.49,226.05,223.15
222.93,225.54,226.40,222.16
225.35,224.46,225.96,222.35
223.42,223.58,225.27,222.93
222.66,224.22,224.97,222.00
224.04,224.90,226.33,223.41
224.32,226.13,226.66,224.32
226.37,228.34,228.52,225.42
229.00,229.50,229.90,227.03
229.35,229.59,230.75,228.42
229.41,227.96,229.72,226.92
228.74,227.27,229.09,226.52
233.03,226.75,233.11,226.57
225.13,226.61,228.01,224.35
228.04,227.68,228.94,225.47
228.21,227.05,228.28,225.57
227.16,226.40,228.40,225.49
226.08,225.88,226.86,225.37
225.87,223.31,226.81,222.50
223.46,220.85,223.96,220.38
220.53,220.76,221.34,218.60
219.70,222.17,222.33,219.13
220.48,221.56,223.17,220.02
221.73,224.55,224.81,221.16
224.88,225.03,226.00,224.57
226.50,221.58,226.98,221.41
222.66,222.05,222.80,220.66
221.50,224.91,225.76,220.68
227.78,229.05,230.52,226.80
228.53,227.33,230.18,227.21
226.51,224.49,227.32,224.42
224.51,225.40,225.80,222.50
227.23,228.80,229.00,226.00
228.68,231.70,231.78,227.84
231.70,230.93,231.70,229.50
230.88,229.99,231.91,229.39
230.00,228.93,230.78,228.23
228.32,229.23,230.23,228.24
228.64,229.19,230.32,228.64
228.42,226.72,229.18,225.75
227.52,229.14,229.65,227.22
228.29,229.82,230.13,227.35
229.27,228.89,230.32,228.04
228.17,229.03,230.26,227.28
228.67,228.25,229.91,227.01
229.33,229.99,230.10,228.02
228.93,228.77,230.25,228.24
227.92,228.63,229.16,226.47
228.41,228.10,228.57,227.21
228.48,229.25,230.29,227.60
230.43,231.88,232.99,230.01
232.81,233.99,234.95,230.96
233.65,233.25,233.94,232.19
115.64,115.43,116.14,114.95
115.22,116.00,116.19,115.00
116.27,116.67,116.83,115.14
117.12,117.81,118.24,116.79
117.16,117.30,118.02,116.82
118.00,118.17,118.64,117.76
118.48,118.29,118.69,117.76
118.28,117.97,118.49,117.90
118.10,117.74,118.56,117.70
118.14,118.01,118.23,117.60
117.14,114.98,117.31,114.88
115.69,114.72,116.00,114.40
115.78,116.50,116.56,115.23
117.15,115.91,117.32,115.24
114.81,115.10,115.98,114.21
115.33,115.06,115.33,113.36
113.91,113.10,114.49,113.02
114.66,112.64,114.85,112.63
114.12,114.90,115.03,113.54
116.19,116.53,116.61,115.96
116.50,117.61,117.89,116.46
117.32,116.98,117.99,116.79
117.09,111.82,118.27,111.54
112.46,111.80,113.54,111.66
111.95,110.85,112.00,110.62
111.12,108.21,111.55,107.86
108.12,108.09,108.81,107.29
108.10,105.63,108.19,105.10
105.54,103.25,105.60,102.19
102.69,102.39,103.21,101.61
103.01,106.92,107.19,102.64
107.08,108.57,108.99,106.84
108.50,108.52,108.76,107.57
109.00,108.38,109.37,108.18
107.31,107.87,108.71,107.07
108.00,106.54,108.46,106.20
107.69,106.59,108.09,106.26
106.24,105.21,106.54,104.91
104.86,103.92,105.15,103.74
104.72,106.61,106.61,104.40
105.36,104.41,105.41,103.80
103.64,104.03,104.21,102.25
104.26,103.52,104.40,103.46
103.64,104.70,104.80,103.39
104.21,104.26,105.09,103.85
104.42,104.57,105.71,104.36
103.78,102.50,104.09,102.15
101.91,99.87,102.40,99.87
98.56,97.21,99.31,97.12
92.03,92.26,95.95,91.00
94.87,91.05,94.87,91.02
92.68,93.10,93.22,91.00
94.67,95.19,95.85,93.27
94.85,96.11,96.38,94.85
95.56,95.29,96.66,94.76
93.27,91.35,93.63,90.81
92.85,93.53,93.53,91.62
94.06,93.98,94.89,93.56
92.67,93.31,93.84,92.29
94.94,96.40,96.41,94.52
97.36,96.10,97.88,95.97
96.09,96.64,97.39,95.57
96.30,96.72,96.78,95.42
96.31,94.16,96.77,93.74
94.16,94.28,95.33,93.67
94.42,95.07,95.36,94.32
95.07,94.46,96.04,94.11
93.11,93.19,93.99,92.73
93.55,93.45,94.33,93.02
92.23,91.62,92.57,90.54
91.75,89.94,92.17,89.80
89.05,88.11,89.46,87.19
88.66,88.34,89.23,87.63
87.50,84.51,87.83,84.40
84.69,85.95,86.32,84.50
87.09,87.69,88.22,86.95
82.93,90.13,90.18,82.93
89.05,92.66,92.72,88.35
93.44,94.59,94.85,93.20
94.61,93.40,95.20,93.25
92.90,94.31,94.34,92.48
94.17,95.77,95.99,93.79
95.70,95.97,96.46,95.01
96.66,97.34,97.71,96.01
96.54,97.18,98.05,95.87
96.85,97.32,98.23,96.76
97.81,99.26,99.38,96.31
100.20,100.74,103.26,99.99
100.03,101.18,101.28,99.40
101.17,101.38,102.40,100.75
101.72,100.64,101.85,100.00
101.60,103.62,104.00,101.34
104.50,103.99,104.88,103.73
104.10,103.93,104.48,103.42
103.47,102.93,104.19,102.63
103.47,104.33,104.35,102.71
104.40,104.28,104.67,103.58
104.58,104.26,104.78,103.68
104.22,104.00,104.69,103.36
104.05,104.19,104.79,103.66
104.65,103.86,104.72,103.79
103.72,103.21,104.01,102.44
102.49,103.00,103.26,101.83
102.71,101.73,102.77,100.75
101.39,101.12,101.85,100.38
101.51,101.61,101.97,100.85
100.61,99.21,101.12,99.21
99.34,100.83,101.48,98.86
100.91,101.95,102.12,100.23
101.90,101.71,103.06,101.45
101.81,104.23,104.52,101.55
104.23,103.37,104.57,102.88
103.50,104.62,105.08,103.31
105.00,105.47,106.03,104.29
104.53,105.49,106.04,104.53
105.91,106.46,106.76,105.38
106.28,106.21,106.68,105.54
106.36,105.74,106.49,105.12
106.39,106.76,106.87,105.82
106.20,105.34,106.74,105.08
105.40,104.30,105.99,103.92
104.51,105.96,106.37,104.37
105.27,104.99,105.86,104.28
103.92,102.75,104.53,102.66
102.75,101.55,103.58,100.59
101.33,100.88,101.74,100.51
100.88,98.73,100.88,98.41
98.56,97.73,98.96,96.88
98.72,98.55,99.42,98.47
99.18,100.22,100.33,98.53
100.53,98.24,100.66,98.17
97.99,96.29,98.20,96.25
96.92,97.23,97.37,96.49
97.90,98.76,99.16,97.56
99.38,100.24,100.52,99.24
99.94,100.39,100.79,99.94
100.20,99.90,100.33,99.42
100.82,100.58,100.94,99.95
100.33,99.77,100.71,99.71
99.38,98.82,100.00,98.79
97.27,97.96,97.99,96.06
98.63,98.31,99.32,97.47
96.44,96.47,97.20,95.93
95.07,95.25,97.14,94.68
95.68,94.49,96.64,94.17
94.84,94.45,95.72,93.73
95.33,95.12,95.56,93.79
95.98,93.05,96.24,93.01
93.29,93.57,94.12,91.60
91.64,91.90,92.35,90.34
92.80,91.60,93.25,89.90
90.45,93.52,94.69,90.02
93.00,91.92,94.67,90.61
92.79,93.16,94.81,92.33
92.81,91.11,93.32,90.93
91.48,92.58,93.29,91.11
92.43,92.80,94.24,91.90
93.29,92.09,94.04,91.98
92.72,95.12,95.14,92.28
93.71,95.59,95.90,93.25
94.97,93.04,94.97,92.66
94.29,95.11,95.15,91.87
95.33,95.70,96.32,94.60
95.31,92.87,95.83,92.71
92.21,89.65,92.28,88.86
88.62,90.99,91.68,88.37
91.67,91.34,93.21,91.04
89.35,89.27,90.73,88.47
90.06,91.78,92.14,89.62
93.06,93.62,93.77,91.78
94.31,95.00,95.45,93.01
95.20,94.69,95.58,94.14
94.66,95.63,95.74,93.68
96.87,96.72,98.00,95.86
96.54,94.87,96.66,94.70
93.61,95.68,95.81,92.95
96.11,97.01,97.06,94.56
97.73,98.16,98.45,97.36
97.97,96.53,98.84,96.49
97.55,99.58,100.49,96.92
99.22,99.33,99.74,98.43
98.96,100.30,100.75,98.23
100.67,102.49,102.93,100.32
101.84,103.37,103.45,101.64
102.38,101.51,102.65,101.35
102.20,102.28,102.71,101.38
102.60,102.91,104.22,101.84
104.15,105.01,105.23,103.78
104.34,104.74,105.10,104.00
103.95,104.76,104.95,103.62
104.22,106.61,106.67,104.13
106.90,109.40,109.71,106.90
109.62,108.90,110.58,108.05
109.62,108.89,110.53,108.28
108.80,109.84,110.20,108.56
108.91,109.14,109.68,108.13
108.20,108.95,109.06,107.38
109.39,109.40,109.61,108.74
108.80,110.57,110.59,108.61
111.00,111.90,112.10,110.73
111.90,111.49,112.08,111.13
110.44,113.11,113.29,110.22
113.15,112.19,113.23,111.63
111.49,111.43,112.04,110.91
111.37,112.08,112.20,110.64
111.35,110.61,111.83,110.08
111.03,111.83,112.14,111.03
112.07,111.68,112.84,111.59
112.09,112.94,113.17,111.36
113.42,114.23,114.29,112.74
113.74,114.51,114.59,113.74
114.69,115.35,115.40,114.39
115.00,115.75,115.93,114.64
116.24,116.55,116.80,115.77
116.85,116.07,117.00,115.55
111.70,110.26,113.00,110.10
111.35,113.19,113.39,110.78
113.00,112.60,113.30,111.97
113.37,113.55,113.91,113.01
113.89,112.99,114.65,112.59
111.89,112.77,113.40,111.53
112.40,110.39,112.73,109.75
110.18,111.24,111.25,109.04
110.09,109.50,110.22,109.02
108.51,108.59,109.36,108.00
109.04,108.58,109.53,108.23
107.70,108.31,108.31,107.18
108.14,107.44,108.23,107.29
107.80,108.73,108.83,107.26
108.74,107.42,109.20,107.38
108.23,107.49,108.55,106.36
107.57,106.70,108.07,106.47
107.19,108.16,108.64,107.09
107.82,107.01,108.27,106.69
106.93,106.39,107.79,106.07
106.00,105.64,106.65,104.96
106.38,106.21,107.03,105.93
106.19,106.43,106.83,105.80
106.57,107.76,108.15,106.46
108.26,108.32,108.73,107.70
108.35,107.70,109.00,107.59
107.96,108.60,108.71,107.30
108.65,107.68,108.87,107.20
107.68,107.98,108.21,106.49
107.36,108.20,108.20,106.89
108.07,107.67,108.17,106.86
108.10,108.12,108.87,107.68
108.15,107.77,108.36,107.37
108.06,110.95,111.26,107.51
110.21,110.43,110.49,109.52
109.77,109.24,109.86,108.77
108.94,107.69,109.25,107.61
107.31,107.08,107.85,106.43
107.30,106.62,107.64,106.50
105.62,106.96,107.01,105.06
107.00,108.18,108.26,106.63
109.28,108.42,109.73,108.32
108.65,108.06,108.65,107.83
108.40,107.81,108.40,107.66
109.70,111.22,111.26,109.44
108.09,102.73,108.09,102.21
101.41,98.69,101.47,98.08
99.95,100.56,100.56,98.42
101.94,102.49,102.72,101.57
102.57,104.15,104.15,101.99
104.15,104.52,105.49,104.07
103.92,102.65,103.93,101.80
102.20,102.97,103.02,101.72
103.28,103.03,103.78,102.53
104.18,106.32,106.61,103.98
106.63,106.61,107.04,106.42
107.55,108.70,109.50,107.31
109.10,109.47,109.55,107.96
109.81,108.63,109.99,108.35
109.02,109.27,109.48,108.14
109.00,109.30,109.50,108.61
108.64,108.38,108.98,107.77
108.79,110.03,110.14,108.48
109.00,108.59,110.13,107.56
108.59,107.65,108.59,107.31
107.23,106.59,107.35,106.40
107.07,106.76,107.07,106.18
106.87,106.09,106.87,105.76
105.72,105.48,106.32,104.82
104.99,104.71,105.23,103.74
104.10,104.67,105.06,103.74
104.88,103.69,104.88,103.35
104.13,104.33,104.38,102.87
104.30,104.10,104.82,103.85
104.61,104.43,104.99,104.35
104.45,104.48,104.70,104.05
104.35,104.37,105.20,104.19
104.69,104.69,105.07,104.09
104.82,104.74,105.38,104.43
104.61,103.99,104.87,103.71
104.13,104.46,104.75,104.02
104.51,103.65,105.36,103.65
103.66,103.59,104.03,102.90
103.59,103.77,103.96,103.36
103.22,104.73,104.86,103.22
104.43,105.21,105.28,104.00
105.87,106.44,106.77,105.60
106.28,106.39,107.12,106.00
106.10,106.75,107.19,106.05
106.97,105.75,107.65,105.41
105.91,107.60,107.89,105.91
107.35,107.28,107.70,106.67
107.08,105.88,107.08,105.43
106.02,105.98,106.30,105.09
106.74,107.04,107.07,106.32
107.37,107.62,107.97,107.01
107.24,106.73,107.79,106.42
106.54,105.30,106.88,105.28
104.58,100.86,104.58,100.76
100.48,102.76,102.98,100.42
101.71,101.16,101.95,100.58
101.07,100.68,101.38,99.96
100.69,101.24,101.60,100.38
100.63,100.21,100.82,99.78
100.93,101.08,101.55,100.53
100.41,101.26,101.95,100.41
101.80,102.46,102.54,101.26
103.51,103.14,104.22,102.92
103.11,103.27,103.76,102.78
103.07,102.14,103.29,102.01
102.00,102.45,102.63,101.55
102.92,103.57,103.95,102.37
103.65,102.06,103.96,101.98
102.65,103.36,103.85,102.65
103.27,103.44,104.04,103.27
103.80,102.05,104.08,101.80
102.30,101.58,102.73,101.55
101.40,102.19,102.36,101.22
97.19,93.73,97.50,92.51
94.31,93.85,94.99,93.22
93.25,92.30,93.25,91.51
92.39,91.94,92.56,91.43
91.01,92.12,92.36,90.31
92.75,92.60,93.11,92.55
92.60,92.66,92.88,92.24
93.75,92.81,93.83,92.79
92.82,92.56,93.18,92.16
92.69,92.66,94.47,92.51
91.42,92.38,92.59,90.48
92.75,93.24,93.51,92.70
90.55,91.22,92.06,89.64
91.01,92.52,92.62,91.01
93.03,93.35,93.63,92.74
93.44,92.87,94.53,92.27
93.35,93.13,93.44,92.81
93.25,92.74,93.59,91.75
92.85,92.38,93.99,92.37
92.76,91.75,93.14,91.66
92.02,92.81,93.66,91.54
94.16,94.35,94.42,93.57
93.83,94.74,95.19,93.50
92.36,95.29,95.97,90.88
95.91,96.87,98.21,95.78
96.32,95.77,97.27,95.49
96.40,96.05,96.85,95.13
96.10,96.23,96.54,95.51
95.96,96.36,96.57,95.86
96.77,96.61,96.83,96.10
96.23,95.19,96.23,95.12
95.56,96.19,96.33,95.31
96.45,96.62,96.71,96.03
96.59,97.59,97.69,96.36
97.63,98.13,98.13,97.35
97.92,97.35,97.95,96.77
97.35,98.00,98.45,96.92
98.46,95.93,98.69,95.83
96.42,95.24,96.80,94.85
95.29,94.58,95.50,94.15
95.36,95.99,96.99,95.23
95.98,96.22,96.36,95.52
