ICUI,ICU Medical,NASDAQ
73.88,73.70,74.62,73.22
73.05,73.31,73.70,72.76
73.77,73.25,73.97,72.87
73.62,72.23,73.65,71.78
72.43,72.92,73.07,71.35
72.65,72.06,73.10,72.04
72.42,73.20,73.66,72.10
72.97,73.76,73.94,72.97
73.63,74.18,74.37,73.05
75.20,74.70,75.20,74.14
74.77,74.89,75.11,74.45
75.05,75.61,76.00,74.69
75.70,75.90,76.00,75.35
76.31,74.97,76.31,74.50
75.00,73.47,75.00,73.11
73.31,73.11,74.15,72.80
72.96,73.76,74.00,72.60
73.99,73.48,74.60,73.28
73.45,74.59,74.98,73.45
69.25,68.53,71.19,67.72
68.05,68.99,69.28,67.63
69.23,70.18,71.13,69.00
70.03,70.54,71.26,70.03
70.51,71.15,71.31,69.82
70.86,70.92,71.25,70.11
70.62,70.07,70.87,69.49
70.04,70.05,70.72,69.54
69.99,71.69,72.32,69.99
70.64,73.50,85.00,70.05
73.50,73.19,74.12,72.59
72.83,72.23,73.49,72.00
72.30,71.52,72.41,71.25
71.51,71.00,71.81,70.77
71.39,71.35,71.69,70.91
71.13,72.70,73.01,71.13
71.93,71.95,72.75,71.83
72.20,71.70,72.25,71.35
71.32,71.47,71.90,71.32
70.86,71.00,71.54,70.14
70.48,70.81,71.19,70.42
71.02,72.03,72.36,70.24
72.14,72.84,73.32,71.80
72.74,72.83,73.37,72.25
72.93,74.00,74.09,72.93
74.08,72.87,74.93,70.97
73.07,73.64,73.96,70.26
73.37,72.57,73.37,72.15
72.56,72.30,73.38,71.49
72.37,72.50,73.67,71.89
72.20,71.48,72.67,71.19
71.95,69.47,72.47,69.17
69.50,69.96,70.35,69.12
70.17,71.22,72.00,69.98
71.28,69.67,72.00,69.62
69.96,69.33,70.52,69.19
69.17,69.48,69.99,68.89
69.51,69.21,70.15,69.00
69.31,69.78,70.34,67.09
69.97,70.29,70.38,69.26
70.82,69.55,70.82,69.51
69.45,69.77,69.87,69.12
69.62,68.57,70.28,68.26
68.70,67.88,69.03,67.83
67.85,67.95,68.42,67.70
67.94,68.79,68.94,67.70
68.59,68.13,68.67,67.70
68.00,68.30,68.66,67.58
68.23,68.43,68.80,67.94
67.80,67.84,68.48,67.80
67.36,67.93,68.00,66.49
67.93,68.74,68.74,67.34
68.21,68.32,69.05,68.06
68.31,66.64,68.31,66.60
66.43,67.81,68.48,66.43
67.30,66.56,67.90,66.26
66.44,65.10,67.25,64.88
64.96,63.87,65.46,63.39
64.60,64.90,65.62,64.32
64.51,65.50,65.55,64.20
65.32,66.50,67.15,65.11
66.04,65.75,66.79,65.00
66.26,64.98,66.26,64.49
64.62,66.49,66.51,64.62
66.95,65.71,67.25,65.67
65.60,63.80,66.40,63.21
64.77,67.65,67.84,63.98
67.56,68.04,68.65,66.92
66.46,63.66,67.73,60.43
64.00,62.82,65.00,62.64
62.42,62.34,63.49,62.14
62.19,63.23,63.33,61.89
63.42,62.59,63.43,62.37
62.51,61.80,62.68,61.72
61.68,60.86,62.45,60.06
60.88,61.38,61.71,60.46
61.00,61.28,61.44,60.42
61.22,61.32,61.85,60.67
61.20,61.53,61.61,61.00
61.45,62.80,62.99,61.19
62.58,61.51,62.86,60.84
61.48,62.08,62.26,60.88
61.86,62.47,62.57,61.57
62.53,62.33,62.65,61.60
62.70,62.48,62.82,62.15
62.58,61.74,63.14,61.22
61.85,61.18,61.97,60.93
61.43,63.21,64.29,60.75
63.20,63.36,64.10,62.08
63.30,63.74,64.11,62.08
63.62,63.52,64.01,63.30
63.51,64.58,64.87,63.15
64.58,65.68,66.20,64.58
66.02,65.69,66.51,65.45
65.68,66.25,66.62,65.33
66.00,66.12,66.50,64.94
66.03,65.78,66.20,64.73
65.61,65.32,66.02,64.85
65.73,65.95,66.28,65.12
65.84,65.72,66.45,65.16
65.78,65.37,65.78,64.93
65.59,63.91,65.59,63.58
63.93,63.96,64.36,63.39
63.93,64.21,65.00,63.85
64.28,64.97,64.98,64.28
64.75,64.70,65.00,64.19
64.88,65.21,65.43,64.55
64.98,64.23,65.70,64.21
64.49,64.46,65.07,63.73
64.50,64.64,64.66,63.78
64.78,65.00,65.84,64.05
65.12,64.71,65.29,64.30
64.95,64.67,65.74,64.30
64.52,64.38,64.72,63.89
64.26,63.71,64.47,63.32
63.64,62.79,63.66,62.52
62.74,63.08,63.79,62.41
63.14,63.42,63.89,63.00
63.50,62.90,65.77,62.68
62.75,63.87,64.01,62.22
64.09,64.07,64.94,63.58
63.81,64.49,65.30,63.81
64.32,64.20,65.06,63.64
64.57,65.07,65.81,63.71
64.95,65.16,65.50,64.16
65.20,65.10,65.40,64.28
65.20,65.47,65.85,64.66
65.64,65.47,65.88,65.12
65.37,65.65,66.00,65.15
65.41,66.20,66.36,65.09
65.66,65.67,66.40,64.37
65.91,64.10,66.09,63.98
64.00,64.05,64.18,62.90
63.53,64.28,64.50,63.06
64.66,64.82,65.46,64.19
63.98,64.51,64.77,63.85
64.70,63.45,65.33,62.93
63.48,62.82,63.75,62.66
62.13,61.99,63.18,61.69
62.06,62.81,62.86,61.50
62.81,62.49,63.59,62.18
62.50,62.32,62.81,61.70
62.98,62.44,63.04,62.25
62.64,62.60,62.95,61.80
62.29,62.48,62.64,61.48
62.47,61.75,62.81,61.66
61.69,61.39,62.33,61.32
61.07,61.45,61.96,60.42
61.66,62.92,63.11,61.25
59.39,58.75,60.48,58.08
58.64,58.79,59.31,58.63
58.87,58.71,59.21,58.25
58.51,59.00,59.31,58.51
58.70,58.40,59.20,58.16
58.57,57.86,58.85,57.84
57.28,56.75,57.56,56.64
57.31,58.61,58.72,56.51
58.30,58.69,58.99,58.27
60.04,60.50,60.57,59.44
60.44,59.54,60.50,59.34
59.70,59.11,60.00,58.68
59.04,59.13,59.99,58.64
58.97,58.51,59.64,58.02
58.81,58.53,59.28,57.82
58.29,59.07,59.24,58.09
59.19,58.17,59.74,57.87
57.96,59.62,59.79,57.67
59.50,59.56,59.99,59.29
59.50,59.50,59.90,59.29
59.56,59.42,60.28,59.16
59.61,59.19,59.85,58.58
58.93,59.42,60.71,58.71
59.93,59.43,59.93,59.10
59.31,59.16,59.70,58.65
59.14,59.45,60.22,59.07
59.51,59.88,60.53,59.44
60.03,60.82,61.00,59.72
60.72,60.85,61.00,60.08
60.88,61.35,61.65,60.62
61.58,60.15,61.98,60.11
59.97,59.24,59.97,59.07
59.28,59.71,60.03,59.06
59.71,59.98,60.40,59.24
59.86,57.92,60.36,57.77
57.41,56.58,58.08,56.31
56.87,57.15,57.50,56.59
57.24,56.95,57.57,55.48
57.41,56.38,57.41,56.12
56.17,55.98,56.81,55.88
56.00,55.81,56.16,55.62
56.01,57.51,57.87,55.42
57.31,56.73,57.95,56.64
56.99,56.74,57.50,55.42
56.53,55.96,56.71,55.64
56.02,55.92,56.47,54.76
56.21,55.61,56.74,55.53
55.46,55.78,56.10,54.89
55.65,54.89,56.18,54.76
54.98,55.46,55.96,54.98
55.08,54.76,56.29,54.00
54.48,54.19,55.31,54.07
54.87,56.54,57.65,54.87
56.67,57.66,58.04,55.76
57.35,59.54,59.77,57.12
59.63,60.12,61.83,59.63
60.18,59.51,60.62,59.22
59.57,59.71,60.07,59.19
59.55,59.51,59.86,58.57
59.42,59.53,59.95,58.76
59.45,60.08,60.27,58.84
60.20,60.27,60.47,59.40
60.50,60.68,61.10,60.21
60.65,60.75,61.54,60.65
60.91,60.38,60.99,60.21
60.78,60.80,61.06,59.98
60.62,59.92,61.13,59.83
60.14,60.53,60.61,59.74
60.63,60.07,60.65,59.85
60.18,59.56,60.36,58.72
59.45,59.93,60.52,59.45
59.64,60.11,60.40,58.92
60.24,60.91,61.25,59.65
61.24,60.33,61.55,59.90
60.24,60.86,60.90,59.63
60.79,60.52,60.79,59.59
59.83,59.98,60.59,59.43
60.02,59.70,60.06,59.20
59.82,60.00,60.34,58.90
60.09,60.04,60.33,59.48
59.86,61.56,61.66,59.60
61.47,60.53,61.53,60.10
60.54,60.42,60.89,59.98
60.78,60.73,60.95,60.09
61.00,61.21,61.54,60.70
61.60,61.11,61.99,60.85
60.85,61.11,61.28,60.64
61.30,60.87,61.30,60.60
60.49,60.65,61.70,60.28
60.50,60.81,61.13,59.87
60.97,61.69,62.13,60.97
61.66,61.99,62.12,61.26
62.25,62.89,62.90,61.58
62.58,60.91,62.98,60.84
60.96,60.21,61.33,59.72
60.51,61.11,61.24,59.76
60.35,60.80,61.32,59.65
60.55,61.27,61.37,59.71
61.56,61.32,61.73,61.07
61.12,60.55,61.12,60.16
60.84,60.39,60.84,58.13
60.04,59.19,60.68,58.99
58.39,59.07,59.85,58.39
59.02,59.70,59.81,58.46
59.75,58.64,60.20,58.25
58.58,59.43,59.58,58.41
59.38,59.08,59.86,58.83
58.54,59.20,59.36,57.92
59.35,58.99,59.60,58.64
58.55,59.07,59.42,58.55
59.47,59.75,59.98,59.27
59.29,58.25,59.29,57.92
58.42,57.50,58.56,57.30
57.78,57.77,57.90,56.65
57.72,58.01,58.44,56.87
57.82,57.40,58.38,57.24
57.57,57.07,57.90,56.71
57.08,57.47,57.62,56.62
57.85,57.89,58.41,57.05
60.10,63.53,64.45,59.95
63.79,64.05,64.45,63.71
64.09,63.09,64.13,62.32
63.69,63.15,63.84,62.42
63.43,63.44,63.75,62.86
63.32,63.31,63.94,63.10
63.05,62.26,63.05,61.86
62.21,61.65,62.34,61.32
61.65,62.10,62.25,61.29
62.36,62.02,62.79,61.59
61.76,63.02,63.03,61.28
63.01,62.92,63.18,62.74
62.70,62.24,63.08,62.19
62.38,62.59,63.15,62.05
62.91,62.72,63.06,62.16
63.01,62.37,63.36,62.16
62.01,61.86,62.88,61.70
61.39,61.61,61.80,61.03
61.45,62.28,62.52,61.10
62.26,62.18,62.65,61.64
62.26,62.41,62.54,62.09
62.16,62.93,63.10,62.12
63.09,62.70,63.09,62.13
62.18,62.16,62.53,61.76
62.14,62.28,62.42,61.60
61.97,62.36,62.87,61.62
62.60,62.96,63.06,62.08
63.01,61.71,63.01,61.46
61.45,61.22,61.45,60.93
60.96,62.16,62.44,60.92
62.30,63.26,63.37,62.09
63.10,63.21,63.40,61.98
63.22,62.92,63.49,62.69
61.70,65.23,65.24,61.70
66.62,64.18,66.75,64.18
64.33,63.81,65.00,63.57
63.95,64.61,64.80,63.05
65.11,65.81,66.13,64.62
65.87,66.46,67.16,65.87
66.29,65.19,66.29,64.97
65.16,66.52,66.58,64.87
66.40,65.23,66.49,65.02
64.83,65.25,66.11,64.40
65.38,66.62,67.14,64.90
67.07,67.74,67.74,66.83
67.10,67.84,68.24,66.63
67.41,69.41,69.42,67.39
70.00,69.44,70.00,68.68
69.39,70.15,70.32,68.96
70.10,70.19,70.49,69.42
70.07,69.02,70.98,68.88
69.57,69.79,70.31,69.48
70.06,69.92,70.91,69.15
69.47,70.27,70.52,69.10
70.44,70.86,71.38,69.90
71.12,69.95,72.00,69.67
69.83,70.90,71.02,69.83
72.06,70.90,72.06,70.61
69.69,71.05,71.15,69.62
70.89,71.14,71.72,70.80
71.78,71.85,72.24,71.26
72.16,72.05,72.18,71.52
72.30,71.16,72.30,70.55
71.41,71.81,72.17,70.44
82.96,80.87,87.50,80.15
80.87,84.73,85.00,80.09
84.41,84.95,85.08,83.51
84.79,85.71,86.70,84.64
85.69,85.70,87.19,85.11
85.95,85.56,86.85,85.13
85.76,82.20,85.76,81.92
81.93,81.35,81.93,80.83
82.30,80.35,82.30,79.62
80.75,83.69,83.74,80.75
83.54,83.63,84.27,83.03
83.88,84.50,85.24,83.59
84.57,83.69,85.71,83.58
83.69,84.18,84.71,83.13
84.41,84.92,85.74,84.06
85.19,84.58,85.60,84.15
84.45,83.89,85.05,83.26
83.86,84.16,84.82,83.84
84.31,83.45,84.50,83.37
82.84,83.46,84.13,82.46
83.26,82.00,84.51,81.64
82.20,81.99,83.18,81.97
80.85,80.95,81.93,79.25
80.73,80.32,81.37,79.88
80.54,80.40,81.89,79.47
80.94,83.08,83.22,80.34
83.87,83.95,84.04,82.20
83.85,83.77,84.32,83.23
83.64,83.53,84.02,82.04
83.85,81.75,83.85,81.38
81.81,83.38,83.82,81.81
83.86,83.31,83.99,82.60
83.22,82.29,83.73,81.82
82.00,83.06,83.88,82.00
83.15,81.90,83.84,81.81
81.92,80.47,83.54,80.33
80.14,80.57,81.53,80.14
80.98,80.48,81.63,79.44
80.95,82.93,83.42,79.97
83.71,84.45,85.00,83.47
84.24,84.14,84.68,83.59
84.61,83.80,84.99,83.45
84.30,84.67,87.00,83.82
83.58,84.74,84.90,82.56
85.07,83.17,85.79,82.84
82.96,86.51,86.75,82.96
86.93,86.76,88.00,85.04
86.54,84.83,86.54,84.51
85.28,85.70,86.15,83.91
85.57,85.58,86.63,85.33
85.96,87.48,87.79,84.72
86.60,87.15,87.72,85.81
87.25,86.31,87.99,85.69
86.23,86.20,86.64,84.49
85.79,83.58,86.52,83.32
83.47,83.86,84.26,81.93
85.45,82.98,85.45,82.71
83.07,84.14,84.88,82.71
83.53,84.90,85.14,83.35
84.40,87.14,87.46,84.25
87.00,86.52,87.00,85.44
89.99,89.03,89.99,84.05
88.97,88.76,89.53,87.38
89.23,88.56,89.68,88.03
88.60,88.98,89.31,87.64
88.57,87.98,88.81,87.54
87.69,88.35,88.62,87.37
88.14,87.93,88.76,87.70
87.97,87.85,89.22,87.57
87.79,88.00,88.49,87.31
87.84,88.33,88.50,87.46
88.17,88.15,88.35,87.24
87.96,89.06,89.33,87.27
88.66,88.91,89.60,88.56
88.79,89.12,90.61,88.50
88.72,88.00,89.10,87.55
87.60,88.50,88.84,86.58
88.71,89.00,89.17,87.55
88.80,86.15,88.80,86.10
86.13,88.13,88.40,86.01
87.28,87.90,88.60,86.66
87.81,88.53,88.70,86.89
89.00,90.86,91.29,88.72
90.82,90.68,91.00,89.07
90.92,91.53,93.00,90.90
91.13,90.61,91.50,90.35
90.27,90.18,91.89,89.34
89.95,91.06,91.41,89.88
91.48,92.70,92.98,90.83
92.60,92.98,93.42,91.38
92.98,92.65,94.00,92.28
92.70,90.52,92.70,90.26
90.07,90.98,92.03,89.38
91.00,92.27,92.47,90.19
92.30,91.08,92.49,90.97
90.75,93.14,93.43,90.75
92.72,94.94,95.25,90.88
94.93,94.54,96.17,94.27
94.05,92.83,94.49,92.60
92.69,90.97,93.25,90.82
91.16,93.05,93.73,91.16
92.77,91.49,93.13,90.69
92.04,92.78,92.96,91.58
92.27,91.43,92.83,91.28
91.63,93.34,93.65,91.41
93.57,90.97,94.00,90.95
90.94,89.96,91.88,89.67
89.08,87.62,89.99,87.09
87.62,88.57,89.30,87.62
89.08,88.42,89.08,87.74
88.65,87.74,89.09,86.82
87.56,88.07,88.62,87.31
88.13,88.27,88.99,87.81
87.93,87.25,88.63,86.39
87.58,87.91,88.50,86.31
87.39,85.92,87.74,85.72
85.32,84.37,86.20,84.02
84.90,84.97,85.52,84.10
85.21,85.47,86.20,84.92
85.00,84.21,85.72,84.11
93.04,91.67,94.45,90.29
91.61,94.52,95.67,91.44
95.56,94.08,95.56,94.05
93.90,96.08,96.48,93.37
95.70,94.95,95.70,93.92
94.94,94.92,95.59,93.45
95.36,96.56,97.33,94.70
96.63,95.53,97.00,95.47
95.58,96.93,97.76,95.41
96.80,96.81,97.45,95.70
96.75,97.90,98.82,95.88
97.75,97.27,98.15,96.15
97.12,96.91,97.65,96.46
96.68,95.60,97.22,94.91
95.42,96.87,97.80,95.06
96.85,97.18,97.69,96.53
97.00,97.00,97.32,95.42
97.75,98.36,98.95,96.45
97.61,97.14,98.72,96.66
97.47,98.20,98.50,96.45
97.66,96.83,97.96,95.93
96.43,96.26,97.31,95.33
95.99,96.25,96.97,95.67
96.03,94.50,96.03,94.39
95.07,96.20,97.00,95.07
96.38,96.03,96.69,95.57
95.80,95.41,96.28,95.17
94.99,94.68,95.81,93.52
94.05,94.74,95.57,94.05
95.25,93.84,95.40,93.82
94.42,96.31,96.65,93.96
96.13,96.75,97.74,95.40
97.00,96.12,97.00,95.93
96.01,95.82,96.59,95.62
95.77,95.70,96.35,95.49
95.86,95.90,96.37,95.49
95.90,95.80,96.24,94.91
95.24,94.79,96.37,94.60
95.37,95.66,96.03,95.02
96.29,96.93,96.98,95.30
96.83,96.77,96.90,95.90
95.77,97.13,97.66,95.77
97.40,96.22,97.63,95.17
95.31,96.32,97.03,95.31
97.27,95.24,97.27,95.17
96.46,95.99,96.46,95.28
96.97,96.11,97.64,95.61
96.31,96.12,96.92,95.54
96.14,95.98,97.25,95.60
96.68,96.42,96.76,95.90
96.39,96.37,96.70,96.12
96.66,97.10,97.15,95.13
97.50,98.84,99.31,96.56
98.68,99.50,99.74,98.57
99.37,98.73,99.47,98.46
99.03,97.73,99.03,97.41
97.09,97.99,98.44,96.40
98.38,98.96,99.54,96.66
98.83,98.10,98.86,97.19
97.91,99.34,99.48,97.01
99.49,99.92,99.99,99.00
100.00,99.64,102.12,98.34
99.84,99.39,100.28,98.78
99.28,99.92,100.65,99.28
100.08,99.21,100.88,98.15
99.35,99.69,99.97,97.66
100.03,101.07,101.64,98.93
121.00,119.50,123.33,115.16
118.50,119.14,120.46,118.02
119.60,120.56,121.62,117.44
120.76,121.81,122.48,120.11
121.99,123.09,123.20,120.99
123.27,121.14,124.69,120.83
120.24,122.03,122.91,119.90
121.09,117.64,121.42,117.37
116.11,115.51,120.38,114.45
111.00,109.33,111.87,108.74
112.06,109.93,112.89,109.43
112.46,113.28,113.93,110.24
114.12,113.45,114.90,111.20
112.90,113.92,114.51,112.59
113.52,113.52,115.15,112.72
111.55,110.00,112.61,108.96
111.26,111.30,111.93,109.92
111.51,110.36,112.15,109.82
109.00,109.58,110.36,108.55
111.18,111.67,112.01,110.09
112.25,111.01,112.87,110.83
110.82,112.20,113.20,110.55
111.66,113.60,114.36,111.66
113.49,113.20,114.63,112.40
112.90,114.65,114.98,112.80
114.38,115.11,115.88,114.03
115.25,116.04,117.46,114.46
114.54,114.65,115.87,114.30
115.54,114.82,117.17,114.25
113.86,113.11,114.91,112.34
113.57,114.04,115.17,113.05
113.48,111.98,113.48,110.02
112.36,110.43,113.13,109.55
110.28,107.64,110.57,105.80
108.04,106.74,109.35,105.03
107.26,109.50,109.58,107.26
109.36,109.35,112.00,107.76
108.01,109.04,110.07,107.60
109.74,107.53,111.71,106.51
108.04,105.84,108.14,105.09
106.13,106.89,107.48,104.62
106.56,103.81,107.23,103.31
104.16,103.63,105.81,102.15
103.16,105.32,106.11,103.07
104.63,103.10,105.57,103.02
103.00,103.11,104.24,102.06
103.15,106.44,106.57,102.91
106.88,112.15,114.23,106.22
111.06,108.60,112.37,107.19
108.27,108.05,109.90,106.63
108.20,107.92,109.00,105.97
108.17,105.40,108.17,104.43
106.00,105.91,108.15,105.28
106.42,106.41,107.07,104.01
106.66,106.10,107.45,105.60
106.57,107.52,108.04,105.08
107.15,109.49,109.70,106.93
109.52,109.97,111.43,109.52
109.95,110.82,112.00,108.89
112.02,111.55,113.16,110.16
111.64,112.49,112.92,110.23
112.15,113.87,114.39,111.00
122.03,119.03,122.98,118.26
118.74,115.57,120.18,115.02
115.23,115.84,116.78,114.32
115.97,113.86,116.35,113.41
113.26,110.25,113.60,110.18
109.89,111.04,111.97,109.32
110.67,111.48,112.05,110.35
111.91,114.32,114.66,110.75
114.51,112.99,115.25,111.59
112.57,110.44,115.57,110.05
111.15,112.75,113.35,110.78
113.30,113.07,114.18,111.91
112.75,110.53,112.91,109.94
110.53,113.17,113.46,110.53
113.10,114.95,115.38,112.71
114.95,113.44,114.95,111.98
113.90,116.30,116.49,113.84
115.51,115.81,116.90,115.39
116.79,113.41,117.06,113.17
113.90,115.15,116.13,113.86
115.51,112.45,117.51,111.76
112.22,112.60,115.25,110.97
112.05,109.94,113.43,109.81
109.78,109.34,109.98,108.76
108.00,108.83,109.15,106.96
108.57,108.82,109.96,108.08
109.60,109.71,110.57,107.89
110.29,110.95,111.06,109.10
111.32,110.25,111.70,109.82
109.76,108.77,110.49,108.75
109.75,109.35,110.39,108.59
110.00,111.11,111.27,108.53
111.74,111.69,112.76,110.30
111.88,113.07,114.42,111.86
112.33,112.70,113.58,112.22
113.10,114.16,115.17,112.32
114.16,112.55,114.86,112.46
112.28,112.78,114.80,111.80
110.89,105.16,110.89,104.76
105.69,106.75,110.54,105.69
105.77,108.39,109.42,105.77
107.02,106.67,107.34,105.03
106.97,103.76,107.65,103.71
103.99,100.79,104.09,99.76
101.69,103.21,103.26,101.00
103.49,99.25,104.16,98.97
99.00,98.91,99.88,97.18
96.55,98.18,98.41,95.43
99.23,97.15,99.23,96.70
96.24,96.30,97.24,93.54
96.62,93.79,96.62,93.76
94.66,94.18,95.72,93.57
94.04,94.03,96.15,93.72
94.16,96.35,96.83,93.74
96.21,96.68,98.55,95.97
97.17,93.20,98.55,92.56
93.13,96.25,96.52,93.13
95.56,97.61,98.08,95.45
96.65,97.54,97.67,96.06
98.49,97.57,98.49,95.57
105.00,89.03,105.00,85.99
89.00,86.47,90.21,86.00
86.20,87.02,87.53,85.56
86.06,87.51,88.18,86.06
87.75,87.75,89.28,86.48
86.39,87.57,89.10,86.03
88.57,88.92,89.38,86.38
89.81,88.98,90.17,87.89
89.40,88.55,90.85,88.12
88.62,88.73,89.62,88.00
88.72,90.67,90.84,88.46
91.38,89.85,91.90,89.75
89.89,90.71,91.16,89.53
89.89,91.60,92.37,89.82
92.00,91.18,92.69,89.93
91.21,94.38,94.60,90.09
94.16,91.90,94.46,91.60
92.11,93.32,93.89,89.86
93.30,92.91,93.65,92.01
92.60,91.95,92.90,91.10
91.93,92.07,92.65,90.86
91.24,92.10,92.81,91.00
91.94,91.80,92.98,91.64
91.96,91.85,92.58,91.25
92.29,92.99,93.45,92.01
93.62,96.39,96.52,93.43
95.94,97.71,98.58,94.15
97.07,95.73,97.17,95.04
95.80,97.34,97.75,95.56
97.19,95.82,97.19,94.48
96.30,99.15,99.54,94.28
98.77,100.27,101.05,98.18
99.88,99.93,100.57,98.99
100.01,99.02,100.19,98.55
98.62,98.18,98.89,96.63
98.27,98.66,99.20,97.24
98.68,103.62,103.68,98.11
103.51,104.80,104.99,102.63
104.66,104.10,105.71,103.74
103.61,103.07,104.08,102.18
102.62,102.18,104.06,102.01
101.80,100.99,101.83,100.05
101.19,102.94,102.99,100.71
102.57,101.40,102.57,100.29
102.13,101.49,102.13,100.43
101.35,99.79,101.95,99.25
99.46,100.58,100.78,98.74
101.09,103.69,103.90,99.52
103.57,103.95,104.49,102.55
103.22,105.59,106.27,102.34
104.71,104.55,104.87,103.72
104.37,102.54,104.84,102.17
102.71,103.83,104.37,102.04
103.37,103.07,104.38,102.26
102.76,103.56,104.01,102.16
103.36,102.49,103.78,101.96
102.83,104.39,104.90,102.00
104.31,104.31,105.55,103.08
103.56,100.96,103.88,100.55
100.56,99.34,100.56,98.10
99.80,101.20,102.86,98.88
100.36,101.36,102.18,100.36
100.19,100.86,101.43,99.72
101.00,101.66,102.35,100.17
101.10,101.86,102.11,100.53
101.40,103.44,104.39,101.40
104.00,105.55,106.45,102.54
107.11,102.45,108.68,101.98
102.86,100.37,102.86,98.15
99.94,99.89,100.42,99.27
100.28,101.06,102.26,99.95
100.93,99.87,102.22,99.51
99.86,100.53,100.90,99.07
100.76,100.81,101.99,99.78
100.89,101.63,102.04,100.27
101.75,101.99,102.59,100.91
102.14,104.70,105.22,101.80
105.19,103.84,105.28,103.73
104.08,102.75,104.08,102.15
102.49,104.03,104.85,100.59
104.17,103.99,104.87,102.74
104.05,104.96,105.53,102.47
104.55,104.64,105.94,103.49
103.86,104.70,105.39,103.30
104.63,107.21,108.70,103.04
107.28,106.80,108.01,106.41
106.64,108.15,108.41,106.13
107.90,108.13,108.76,107.41
107.26,107.33,108.26,106.25
107.33,106.33,108.93,106.14
106.19,106.10,107.66,105.06
106.26,105.06,107.14,104.87
104.84,105.21,105.81,104.03
105.27,102.80,105.28,102.05
103.30,104.95,106.21,103.30
104.94,104.70,104.98,103.21
104.61,104.98,105.78,103.65
105.96,108.13,108.30,104.77
105.00,106.49,107.35,104.02
105.96,105.04,106.45,104.36
105.80,108.25,108.30,105.05
109.01,111.13,111.30,109.01
111.15,112.75,113.24,110.77
112.52,112.74,113.22,111.76
111.95,111.99,112.84,111.52
111.44,113.46,113.61,111.44
113.91,113.66,114.11,112.94
113.97,115.00,115.24,113.63
115.53,115.74,116.50,114.45
116.08,115.22,116.34,114.36
115.94,114.98,116.77,114.24
115.20,114.11,115.45,113.96
114.96,112.74,115.02,112.74
112.69,111.50,113.09,108.51
111.72,111.65,112.46,111.02
112.14,112.78,113.22,110.46
112.54,112.59,113.27,112.07
112.56,113.30,113.98,111.73
113.12,113.33,113.47,112.45
113.66,115.19,115.36,113.53
115.46,115.73,117.47,114.81
115.75,116.05,116.67,114.52
115.47,116.76,116.90,115.03
117.26,117.07,118.11,116.42
116.85,116.02,117.99,116.00
115.65,115.84,115.85,112.50
115.57,116.27,116.85,115.57
116.40,117.49,118.31,116.40
117.48,117.41,117.86,116.22
123.98,126.32,128.93,119.28
127.20,125.81,127.57,125.52
126.00,125.00,126.74,124.82
124.31,124.62,124.94,123.67
123.84,124.00,124.99,123.63
123.34,123.67,125.11,122.62
123.18,123.46,124.00,122.90
122.91,124.18,124.29,122.91
124.22,124.85,124.97,123.16
124.40,125.10,125.76,121.22
125.51,124.72,126.48,124.59
124.29,122.18,124.86,121.98
122.24,124.41,125.56,121.80
124.64,125.54,125.57,124.21
126.12,126.78,127.29,125.15
126.27,126.06,127.02,125.81
125.91,124.77,126.20,124.58
124.30,125.21,125.55,123.36
125.87,126.98,127.20,125.24
127.16,127.70,127.98,126.61
127.97,127.58,128.24,127.23
127.05,125.22,128.62,124.96
124.65,122.03,124.65,121.85
121.08,121.90,123.86,120.66
121.55,121.51,122.66,120.15
121.54,121.94,122.29,120.93
122.10,122.06,123.20,121.92
122.44,122.30,123.92,122.12
122.02,122.35,124.24,121.76
122.57,124.01,124.30,121.78
124.40,125.48,125.65,123.77
125.53,126.34,126.87,125.01
126.00,126.34,126.91,124.79
125.50,125.50,126.10,125.12
125.94,126.99,127.37,124.42
126.74,125.57,127.11,125.28
125.34,124.99,125.45,124.09
125.19,126.38,127.16,124.68
125.87,126.30,126.48,124.85
125.98,125.70,127.33,125.04
125.62,125.96,127.36,125.49
140.60,144.68,146.76,135.13
147.58,149.65,150.37,144.44
151.12,149.97,152.67,149.16
148.47,148.75,149.98,148.13
148.03,151.62,152.69,147.96
151.59,149.51,151.76,148.70
149.49,147.20,150.07,146.13
147.08,145.89,148.00,145.01
147.10,144.09,149.49,143.18
144.67,143.48,145.04,141.86
142.81,143.17,144.00,142.39
142.19,142.41,142.67,141.60
143.41,143.49,143.71,142.41
143.97,144.60,147.27,142.97
143.49,143.75,144.18,142.88
144.55,138.90,144.55,138.42
138.63,138.34,142.60,138.19
139.00,139.30,139.50,137.90
139.25,139.90,141.80,138.10
139.45,137.75,140.00,137.45
138.15,139.05,140.32,137.75
139.75,139.20,141.20,138.90
140.60,142.80,143.05,140.00
142.55,144.50,145.10,141.05
146.60,147.70,148.20,140.80
154.25,143.95,154.80,140.65
143.95,144.30,145.25,143.45
143.85,143.15,145.25,141.75
143.85,145.25,145.85,142.40
145.25,144.60,145.75,143.05
144.20,145.45,147.55,144.20
145.10,146.50,147.12,143.85
146.65,146.75,147.32,143.18
146.65,146.25,146.65,144.15
145.65,148.35,148.45,141.45
148.70,149.45,150.10,147.70
149.70,147.30,150.10,147.00
147.95,150.80,151.00,147.95
151.30,150.25,151.30,148.50
149.90,145.10,150.78,144.30
144.60,144.55,147.03,144.40
145.70,145.40,147.10,144.90
146.05,147.35,147.68,144.55
