CMG,Chipotle Mexican Grill,NASDAQ
163.40,166.01,167.28,162.24
167.50,168.37,169.18,167.00
167.69,168.52,170.00,166.45
167.71,169.66,169.80,167.17
168.53,167.03,169.61,165.01
167.54,168.31,168.72,165.50
168.66,170.13,170.95,167.04
170.54,168.31,171.46,167.85
167.59,165.74,169.17,165.18
164.66,166.66,168.25,164.19
168.50,173.19,173.19,168.50
173.58,175.83,176.41,172.83
176.40,176.67,176.99,172.06
175.94,176.03,177.18,175.20
177.11,172.00,177.69,172.00
173.80,174.50,175.00,172.26
173.77,172.96,174.72,171.24
174.37,178.98,179.50,174.37
177.20,174.82,178.24,173.55
176.01,177.01,177.50,174.38
177.00,176.56,177.79,174.84
176.56,178.60,180.55,176.29
178.36,180.91,181.40,176.50
181.91,180.98,182.96,180.05
180.65,181.27,181.33,179.41
182.47,181.87,182.67,179.21
182.96,183.69,184.47,182.18
181.56,181.86,183.98,180.18
182.76,180.75,182.99,180.46
181.72,179.25,182.99,178.09
188.98,205.77,207.94,188.50
207.00,205.65,208.37,203.52
205.00,212.86,215.38,204.60
210.70,212.30,212.35,209.11
213.78,210.42,213.80,207.55
209.82,210.21,211.98,208.75
211.89,211.08,213.25,209.00
212.50,215.21,215.21,211.13
215.68,219.32,219.32,215.09
221.24,222.86,223.32,220.03
223.00,230.56,232.33,222.50
228.98,229.90,232.00,227.43
231.44,227.34,231.50,225.20
227.31,236.55,236.55,225.35
234.97,237.76,240.78,234.36
236.51,234.02,239.88,230.70
236.14,230.37,236.65,230.02
229.58,225.09,232.95,223.01
225.00,230.96,231.80,224.50
230.69,227.64,231.99,226.80
229.94,232.27,232.96,228.01
232.04,242.92,243.98,231.09
240.74,243.90,244.10,238.66
248.02,250.19,250.51,247.22
249.00,255.65,256.49,248.41
254.74,257.01,257.79,250.13
256.14,258.49,262.78,255.36
261.54,258.82,262.00,255.00
258.33,250.96,258.75,249.18
244.14,235.95,247.38,231.00
235.28,241.06,242.22,233.42
245.97,241.54,245.97,239.04
242.39,236.17,242.79,234.25
238.75,235.63,238.89,232.02
236.21,238.22,239.00,234.39
239.67,226.11,239.74,225.73
225.56,227.90,230.60,221.41
227.32,226.79,234.85,225.50
229.57,234.77,235.64,229.23
236.18,238.02,239.95,233.23
239.85,236.10,240.40,233.50
236.77,234.36,237.70,232.68
234.17,231.78,234.61,231.30
231.70,228.29,233.96,227.36
223.50,222.73,225.46,219.37
222.72,220.04,224.99,219.03
220.70,221.06,223.52,219.41
220.14,217.77,221.98,217.05
217.41,212.66,217.91,212.58
215.26,223.63,224.84,214.16
222.61,222.37,228.47,216.96
221.47,221.00,224.17,220.03
227.21,226.50,229.80,225.43
227.98,224.26,227.98,220.00
223.40,223.67,224.94,219.04
226.15,220.79,227.36,218.56
222.83,217.67,223.30,217.00
220.01,229.64,229.74,219.05
229.35,234.89,234.91,228.22
235.96,232.70,237.12,230.11
232.45,229.33,233.30,228.00
227.34,223.04,227.63,222.01
225.51,223.63,225.99,221.70
224.83,220.46,224.85,217.36
220.00,221.99,222.00,217.81
217.53,217.74,219.28,213.06
218.08,225.52,227.49,216.06
226.91,219.43,227.98,217.00
221.14,218.92,224.45,218.09
219.94,221.90,223.81,217.20
221.62,228.90,229.25,220.10
228.35,239.22,240.00,228.35
240.41,246.31,251.69,239.55
248.27,247.55,251.75,245.11
244.50,247.26,248.69,243.30
247.60,252.51,256.90,247.02
253.45,256.63,258.42,252.28
248.91,268.73,274.85,243.36
269.42,272.95,275.00,265.90
270.80,265.58,273.27,264.40
267.51,264.01,270.51,262.45
264.43,265.54,268.00,262.84
265.73,260.15,266.81,258.78
256.27,251.90,259.55,251.17
251.06,244.19,251.88,235.00
242.50,245.30,246.98,238.14
247.00,248.36,255.00,246.29
250.85,245.00,252.73,243.64
243.00,241.15,244.44,238.67
242.16,242.82,243.38,234.48
246.11,246.85,250.95,246.00
247.60,255.00,255.94,247.00
255.48,252.56,258.64,246.66
245.42,249.67,252.55,242.19
248.70,251.41,253.09,245.10
247.35,253.22,256.27,244.00
251.55,252.76,255.66,248.33
251.06,255.25,256.85,248.60
249.85,258.00,259.99,249.00
258.84,258.22,264.10,255.40
263.00,251.66,263.00,251.02
256.00,246.81,256.02,243.71
250.00,247.50,250.78,245.04
248.50,243.89,250.00,243.09
244.32,246.98,247.46,240.09
249.21,250.98,251.00,245.45
251.82,256.74,259.00,250.01
258.27,257.96,263.53,254.05
256.99,266.12,266.54,256.21
271.52,272.20,272.95,266.55
270.30,272.37,273.92,268.32
273.26,274.00,278.00,271.00
276.00,273.91,277.77,270.21
272.14,278.02,280.58,271.03
280.05,275.76,282.00,272.07
273.00,274.70,277.88,272.16
275.97,269.24,277.18,267.31
268.60,268.41,271.59,265.00
265.88,274.30,277.15,265.07
277.72,281.31,282.76,275.12
280.11,282.91,285.97,278.55
283.99,285.13,285.45,280.50
282.06,283.37,285.08,279.00
283.31,279.85,285.95,279.27
283.49,288.10,289.35,280.45
282.48,277.30,283.00,270.81
275.54,272.65,276.91,271.39
273.00,264.94,273.88,264.01
265.60,263.00,268.90,263.00
261.90,265.64,267.87,260.12
265.66,266.79,268.00,264.29
268.80,267.08,270.00,264.05
266.14,260.41,267.76,257.79
257.10,260.53,261.40,249.58
258.40,265.77,269.08,257.39
270.11,268.10,272.46,266.51
268.10,266.41,268.82,264.04
266.35,269.85,269.98,266.28
270.00,274.30,275.90,269.00
272.07,275.88,278.91,271.33
276.16,280.40,281.98,275.90
278.70,272.69,279.88,272.12
271.00,274.51,275.11,268.25
275.17,278.75,280.03,274.38
280.80,281.12,282.61,277.54
279.99,279.89,281.17,276.04
277.52,283.33,285.25,275.51
284.24,280.57,284.43,279.32
280.30,284.11,285.98,279.00
284.80,290.88,291.21,282.22
291.02,292.94,293.99,288.25
294.53,289.07,295.99,287.23
288.50,285.56,291.40,285.00
287.13,285.79,288.69,282.08
281.95,286.51,291.89,281.02
285.01,280.74,290.19,280.26
281.99,281.30,284.87,280.24
279.82,277.11,283.92,276.12
276.90,277.87,279.06,273.62
277.31,271.87,279.02,271.30
271.99,270.90,275.64,268.09
273.81,276.77,277.94,272.45
274.75,277.30,278.78,273.07
277.30,271.81,277.30,269.42
274.00,268.97,275.44,268.87
268.00,276.05,277.25,267.43
277.16,285.25,285.90,277.04
285.12,284.46,289.82,284.42
281.65,290.78,291.55,280.80
292.38,293.25,297.00,290.51
293.26,301.46,302.72,291.08
302.50,304.72,305.30,300.33
306.50,304.46,308.93,303.19
305.24,308.19,308.55,304.25
307.24,315.72,316.85,305.88
315.98,321.45,322.63,314.28
320.88,324.94,325.76,319.56
326.66,328.49,329.80,323.94
324.75,325.30,328.17,321.70
321.70,320.69,326.46,318.38
320.46,319.71,323.50,318.54
322.31,325.18,328.28,321.33
327.44,324.63,329.69,320.31
325.06,324.60,326.18,320.12
324.78,327.99,328.36,322.62
330.20,333.71,333.71,325.30
324.75,330.02,332.00,323.67
330.50,328.22,332.43,325.76
329.66,335.52,336.71,328.09
332.79,334.46,337.32,332.00
333.44,331.40,336.88,330.75
329.18,322.74,329.79,321.80
323.00,324.16,329.00,323.00
320.89,324.58,327.57,317.85
328.97,327.55,329.99,323.09
325.62,320.65,330.59,320.29
321.01,325.58,327.00,313.08
322.50,311.40,325.88,311.40
314.34,311.52,317.81,301.11
303.20,291.70,305.21,288.76
294.02,302.56,304.00,287.52
298.61,299.76,309.20,295.00
303.36,316.28,318.66,303.25
319.04,317.70,320.97,314.63
319.97,319.68,321.58,314.02
317.62,315.89,318.83,312.27
317.05,309.44,317.87,305.51
301.55,284.50,301.94,279.00
281.60,279.37,292.43,277.00
283.13,273.20,286.60,271.53
275.49,294.56,295.60,275.49
294.95,296.46,299.98,290.02
298.36,289.24,299.99,288.20
288.96,298.88,300.79,285.00
300.75,305.25,307.57,300.75
304.70,311.21,313.17,302.65
313.66,313.37,318.00,310.23
314.03,309.17,316.00,308.05
302.43,305.50,309.93,300.57
298.97,310.43,310.98,297.70
313.90,308.69,313.90,307.10
307.38,311.34,315.85,306.34
308.05,305.17,309.60,300.53
301.81,307.75,309.44,300.82
306.31,311.41,312.18,306.31
312.98,315.91,319.66,308.90
318.00,316.15,319.00,312.25
316.57,318.06,318.19,314.02
315.50,336.14,338.32,314.20
337.03,333.19,346.78,332.00
331.03,333.25,343.48,329.34
325.03,325.94,334.74,320.75
322.79,320.50,323.83,313.58
324.74,329.44,329.97,310.00
334.48,320.61,334.48,319.53
322.47,319.06,328.35,318.00
323.82,313.14,324.65,303.34
308.09,302.95,312.94,301.80
300.81,292.70,306.60,291.48
290.00,301.09,302.96,285.39
300.92,300.79,302.36,292.00
292.75,298.99,301.22,289.08
296.98,294.59,298.56,290.54
298.77,307.85,311.84,298.50
305.02,309.95,315.00,305.01
313.47,314.00,318.06,311.00
311.36,317.31,318.98,311.36
320.00,320.80,321.66,314.72
319.60,319.79,324.32,317.09
320.50,319.85,321.06,310.28
319.47,310.27,319.99,309.17
308.97,307.91,312.29,306.06
320.07,333.49,333.50,318.41
334.00,342.49,342.98,332.40
339.59,334.18,343.00,334.03
338.96,332.85,339.50,330.02
341.25,339.27,345.92,335.02
341.32,341.40,344.98,338.33
338.98,336.12,347.94,336.05
326.64,328.18,334.27,324.00
332.99,329.62,332.99,324.93
333.63,337.50,338.66,329.06
334.31,338.97,339.94,334.31
338.87,339.16,341.61,336.09
341.00,339.87,342.74,335.00
333.01,332.84,338.07,331.68
336.92,325.88,336.95,324.53
329.82,332.02,333.16,325.28
330.75,327.03,334.34,326.33
326.00,327.46,329.11,322.51
325.03,316.67,326.95,315.01
316.71,313.61,319.64,310.00
314.30,311.06,315.90,308.26
306.43,305.58,308.48,302.68
304.19,308.38,312.22,304.19
306.67,300.45,308.75,300.45
300.00,300.75,304.89,300.00
309.50,309.55,313.38,307.25
310.02,312.97,313.82,309.31
320.21,321.56,321.70,316.27
318.50,323.04,324.09,315.93
324.98,330.49,333.33,323.81
334.15,336.21,338.68,333.03
334.00,331.43,334.83,329.26
330.15,336.75,338.10,328.15
334.91,334.74,339.23,333.54
335.68,338.60,339.98,332.91
335.38,340.22,341.28,334.35
340.00,329.51,340.11,328.50
327.70,321.11,329.93,319.21
324.48,318.52,324.50,316.74
319.70,318.40,321.94,316.80
320.68,317.77,321.51,317.19
322.20,331.72,332.00,321.47
331.60,334.06,334.60,330.09
334.98,331.25,336.15,329.80
332.68,335.32,335.32,331.40
335.00,339.00,339.94,333.12
338.64,340.14,340.50,336.67
340.00,340.77,342.00,338.66
340.98,337.74,341.81,337.74
343.70,341.27,350.49,340.00
346.00,348.75,349.98,345.01
346.88,350.48,351.98,342.57
348.88,348.95,352.63,347.35
349.00,339.74,349.49,336.29
343.82,341.12,344.34,336.55
340.00,347.60,347.92,338.24
347.61,347.62,348.51,343.80
350.26,354.62,355.00,350.00
356.84,353.38,357.75,353.16
354.20,356.82,357.75,351.90
356.71,358.09,359.48,355.54
356.60,356.39,358.55,354.10
356.84,360.46,363.32,356.37
358.40,360.60,361.10,357.02
359.89,363.14,364.85,359.00
364.12,365.81,370.35,363.02
364.05,366.76,368.36,362.31
364.90,367.69,368.25,364.10
368.39,367.29,369.72,365.52
368.00,370.41,371.62,364.41
366.19,362.82,373.37,358.60
367.18,372.19,373.20,366.03
370.00,371.63,374.92,369.51
371.02,374.02,374.97,370.07
374.03,374.02,375.25,370.50
375.50,376.49,377.75,372.27
372.93,376.45,376.63,372.46
378.70,377.45,379.91,375.19
377.23,378.94,379.45,375.01
380.49,375.73,383.38,373.60
375.25,382.04,383.06,375.00
381.47,384.70,385.34,380.00
382.80,383.58,387.00,380.14
383.00,384.95,386.73,381.12
383.65,386.80,387.75,383.50
387.76,387.42,387.99,384.85
385.94,388.89,390.41,385.21
389.60,391.96,392.35,387.51
390.90,390.22,392.00,387.34
391.85,394.10,394.75,388.00
393.50,394.39,394.79,391.98
394.29,392.98,396.64,391.58
388.40,387.30,389.49,386.44
389.48,392.10,393.48,387.09
393.00,398.18,399.56,392.23
399.10,398.12,400.00,396.51
398.98,397.52,401.37,395.66
400.07,400.05,400.07,396.44
400.88,400.00,401.52,397.65
400.75,407.08,408.31,399.59
409.77,410.91,410.95,405.53
410.29,413.92,414.23,407.15
411.00,412.87,414.45,409.27
413.25,416.11,417.18,412.97
414.45,418.13,418.81,413.53
416.71,415.51,417.57,411.97
417.49,424.70,425.58,417.00
424.82,421.37,426.57,421.00
422.24,420.09,424.40,416.72
419.11,420.62,421.03,415.00
424.84,418.00,424.84,418.00
417.00,418.40,421.41,413.54
417.58,422.26,422.43,417.58
419.23,417.04,420.91,411.12
415.09,424.98,424.99,414.97
420.50,426.31,427.13,420.50
425.08,416.62,428.95,414.59
421.40,422.66,426.66,421.00
423.97,433.22,433.53,423.05
433.80,440.40,442.40,429.02
439.47,432.12,441.78,428.76
434.95,432.43,434.95,429.04
432.25,438.11,440.93,431.99
439.23,430.78,439.42,428.26
429.48,419.26,433.30,416.01
413.90,417.24,417.66,406.38
411.96,402.86,414.00,401.03
405.50,412.99,413.65,405.03
412.18,414.74,418.49,410.03
415.00,419.41,421.00,412.25
418.47,414.15,419.39,412.78
415.41,419.89,424.15,414.59
417.92,422.80,424.41,416.11
423.30,414.74,423.64,413.37
412.76,407.88,413.04,406.30
405.64,407.06,410.60,403.25
405.25,403.43,405.80,392.10
396.00,401.78,405.73,396.00
404.25,407.51,409.50,402.67
404.33,408.25,413.29,403.68
405.80,399.92,407.22,399.01
400.02,403.03,407.00,399.88
405.10,404.53,409.33,402.51
406.24,394.50,407.00,394.50
394.42,392.13,399.90,390.00
391.50,393.33,395.38,384.49
401.35,395.56,405.73,391.59
394.91,405.95,406.41,390.56
408.04,401.61,408.63,397.69
401.90,400.42,404.18,398.63
403.58,417.73,417.90,403.58
413.95,412.60,415.97,410.21
412.44,413.07,413.81,407.36
404.87,397.14,408.94,394.00
396.16,397.09,397.96,387.87
394.10,401.84,403.36,392.68
405.65,411.21,412.79,405.65
414.99,404.06,414.99,403.31
401.33,407.34,408.19,399.46
410.30,398.35,410.99,398.31
399.42,400.19,402.73,395.50
397.27,395.80,402.95,394.25
397.60,398.25,400.91,393.65
399.70,402.45,404.41,396.41
401.08,414.46,414.46,399.00
416.86,416.54,419.43,414.89
416.25,417.50,419.69,413.01
417.75,410.06,418.00,410.01
412.50,415.48,415.75,410.50
412.01,411.85,413.79,409.12
412.82,415.41,416.74,411.36
414.99,391.78,414.99,390.66
387.97,376.95,387.97,370.19
382.01,379.95,382.93,373.00
386.03,383.46,386.03,376.26
381.90,380.37,382.85,378.04
379.00,382.86,386.69,379.00
378.69,383.49,384.50,378.50
382.14,386.70,392.66,381.99
388.59,379.89,391.00,378.17
380.58,380.47,382.61,375.38
378.02,383.53,384.77,377.19
383.34,392.37,394.16,382.86
390.44,394.34,398.54,390.44
400.00,398.91,402.00,394.11
396.56,398.06,399.44,393.03
397.24,403.86,404.59,396.98
328.45,316.98,335.80,307.20
308.11,306.01,312.83,301.10
302.44,294.31,304.78,292.33
297.54,296.48,300.55,294.88
300.00,289.86,302.87,289.64
290.75,296.08,297.12,287.03
296.28,291.13,298.79,290.03
291.63,292.33,294.99,289.14
292.87,280.67,293.88,280.41
278.24,283.77,286.99,277.26
288.74,297.65,298.67,288.25
299.50,291.81,299.98,291.81
294.46,304.41,307.28,293.25
301.50,298.05,303.55,297.48
298.76,297.20,301.75,296.47
296.29,295.39,300.08,290.64
297.35,292.77,297.98,291.77
292.94,296.83,298.46,292.76
296.51,297.98,300.00,293.03
298.84,299.79,304.23,298.09
301.50,299.10,302.09,297.50
297.58,299.00,300.28,295.00
299.51,296.97,302.00,296.17
296.83,297.00,298.81,296.46
297.30,291.99,298.16,291.93
293.17,295.00,296.82,291.00
294.39,292.95,296.82,292.92
291.94,294.07,295.73,290.26
294.89,293.24,296.90,292.39
292.74,290.03,293.31,289.20
291.75,288.64,292.82,286.49
289.57,285.99,289.74,283.68
287.49,288.57,292.84,286.54
290.77,302.33,303.00,290.77
303.25,326.35,326.49,303.25
326.61,332.81,337.52,322.44
333.56,332.51,340.39,330.01
333.80,337.89,339.50,331.56
334.33,340.80,343.89,334.33
341.82,336.45,343.94,335.08
338.00,346.82,351.80,338.00
346.06,341.54,347.97,340.25
343.81,343.25,346.05,341.56
342.48,338.89,342.48,336.40
342.37,336.40,342.97,335.52
336.90,333.02,337.83,332.54
335.71,323.47,336.89,322.55
321.69,318.81,321.69,312.71
319.25,320.31,323.80,315.53
319.46,317.54,320.86,312.23
319.58,316.13,322.92,314.57
319.87,302.96,319.87,290.15
302.38,300.67,305.00,298.01
302.40,294.01,302.40,293.73
294.83,280.93,295.99,278.01
281.62,286.56,291.81,279.64
284.94,286.74,289.90,280.57
288.43,286.62,292.15,284.16
283.15,286.36,290.33,280.75
285.72,290.47,291.50,285.41
289.00,295.14,297.00,286.45
295.14,291.90,296.31,290.05
288.30,290.00,292.87,288.30
293.57,285.93,293.57,283.11
251.95,243.00,252.86,239.54
244.20,237.50,244.20,234.08
234.45,236.24,243.00,233.82
238.01,242.82,243.42,235.14
245.10,248.01,248.69,243.40
249.48,251.52,252.43,245.52
253.50,254.53,255.55,250.09
251.56,263.25,263.38,251.56
264.22,262.32,268.27,261.93
262.64,265.20,266.12,259.82
271.25,279.69,281.32,271.25
275.97,272.86,284.57,272.58
273.53,261.36,274.61,260.00
260.00,259.52,264.90,258.00
260.85,263.56,264.97,258.85
262.07,262.13,266.32,261.59
263.89,256.54,264.72,255.63
255.56,260.30,260.89,253.39
259.15,262.76,264.44,257.86
266.31,270.26,270.86,265.14
270.18,268.46,275.26,266.69
272.30,275.46,278.00,271.68
277.18,274.34,278.10,273.77
273.72,270.67,274.17,266.61
270.13,261.59,274.10,261.34
260.31,266.51,268.42,257.24
267.60,266.80,268.47,263.82
264.08,263.78,267.73,260.14
265.05,263.75,267.00,261.73
261.84,271.51,271.54,260.01
271.20,264.97,271.84,263.97
264.75,266.51,270.19,263.09
268.20,268.61,272.98,267.08
271.10,272.92,274.20,266.97
273.63,274.05,277.74,273.01
275.56,275.51,278.31,274.36
275.84,277.65,281.00,274.01
275.91,277.25,280.33,274.41
278.40,286.68,287.21,278.12
287.95,293.46,295.33,287.58
293.94,288.89,296.87,287.76
287.01,288.79,289.86,284.62
285.64,292.52,293.18,280.55
292.03,294.08,294.99,290.22
294.08,289.03,294.98,287.24
289.63,295.32,296.27,289.63
293.02,290.53,294.88,289.46
289.51,297.46,298.20,289.31
304.26,301.06,306.73,298.31
297.00,300.95,305.08,295.13
301.44,300.18,304.28,300.13
299.96,299.59,301.00,295.35
300.35,297.76,301.50,295.43
298.45,294.03,299.57,292.18
296.00,298.41,298.41,291.70
298.96,300.00,302.19,296.00
299.97,295.97,301.99,294.53
292.20,297.32,298.80,290.61
267.14,280.94,283.37,266.02
281.68,290.33,293.82,281.68
290.48,295.02,296.34,290.01
294.59,294.23,296.53,290.65
292.79,293.74,297.12,291.04
293.49,299.62,300.50,292.87
299.98,303.48,305.99,298.95
309.50,311.69,314.99,307.61
312.60,310.01,312.97,307.27
311.06,308.36,311.78,307.18
307.78,307.01,309.00,302.50
308.50,312.71,313.92,308.10
311.07,310.19,313.54,309.55
309.47,305.01,311.80,303.50
305.00,322.46,324.72,304.00
321.46,318.45,322.79,314.44
316.77,320.72,321.49,316.73
320.97,323.56,325.64,320.11
322.39,322.51,326.99,322.05
321.63,317.01,322.48,316.16
316.28,317.72,319.08,314.44
319.03,314.19,319.03,310.78
314.40,313.05,317.58,311.32
312.81,309.49,315.09,308.00
307.17,308.13,313.73,307.17
310.77,315.51,315.71,310.50
316.51,311.21,318.32,311.18
312.72,311.81,316.66,309.02
312.48,316.21,318.71,311.96
315.29,316.79,319.88,313.60
316.75,319.74,319.82,314.50
318.68,321.76,322.43,317.55
323.30,329.24,332.49,322.50
331.38,329.00,334.89,328.10
331.38,327.50,331.38,325.08
328.27,321.84,328.88,320.63
320.08,322.42,327.12,319.39
322.42,318.45,323.98,317.00
319.41,322.38,322.38,319.33
321.61,322.66,324.21,319.53
320.95,321.35,323.98,318.54
317.36,320.15,321.85,317.25
320.10,317.23,324.53,315.50
319.75,322.42,323.70,318.25
321.99,319.42,322.52,318.33
320.28,318.23,320.68,317.44
318.70,316.77,321.70,316.04
318.64,318.50,320.28,316.35
318.49,320.59,320.85,316.34
320.17,325.87,325.93,319.02
327.42,321.06,328.47,320.00
321.91,323.09,323.60,321.64
327.05,323.79,330.00,321.87
323.63,323.16,326.34,321.86
318.11,328.00,328.78,316.87
327.01,337.50,337.92,326.80
337.18,332.67,337.22,330.55
334.18,343.55,350.00,334.18
340.00,331.33,344.24,330.50
329.77,341.91,342.00,327.28
349.00,337.17,349.88,337.03
341.03,342.17,343.88,337.67
339.59,339.94,343.78,337.44
341.50,328.36,341.50,328.36
344.91,366.25,366.73,343.31
367.00,362.83,372.99,362.66
363.63,361.27,365.75,358.14
358.71,362.79,365.65,358.71
363.30,362.85,365.86,361.14
362.01,361.73,364.22,359.46
362.18,363.59,367.00,359.52
365.49,363.19,365.51,360.71
360.95,362.18,364.83,358.50
361.68,365.20,369.32,361.62
368.25,367.35,369.50,365.65
367.45,373.98,376.27,367.45
372.57,361.09,374.15,359.00
361.81,366.33,366.50,359.09
363.95,367.45,372.98,363.65
366.93,370.01,371.27,366.04
369.88,367.51,370.60,366.12
368.00,375.65,376.19,367.99
375.27,374.97,378.40,372.81
374.93,372.08,375.76,370.65
371.92,375.16,375.50,371.92
374.80,376.87,379.14,374.46
376.51,377.43,378.76,373.78
377.33,371.05,379.15,369.70
367.53,368.45,370.23,362.80
366.64,368.27,369.27,363.55
371.58,370.61,374.00,370.12
368.99,369.79,371.48,366.23
370.93,369.85,373.42,369.22
366.21,361.00,370.76,361.00
361.01,358.84,363.28,354.53
356.05,358.42,363.35,355.05
358.64,353.03,359.45,350.66
354.42,359.03,359.44,351.68
361.00,365.80,365.80,354.25
366.45,364.57,369.11,363.54
361.46,364.75,367.70,361.46
368.61,364.19,368.61,362.34
369.50,371.43,372.56,365.44
369.44,368.12,372.54,365.25
370.50,367.68,372.11,365.00
369.02,372.66,372.66,368.79
371.79,366.87,372.50,366.00
363.62,360.86,368.14,360.07
