PRKR,ParkerVision,NASDAQ
4.17,4.28,4.34,4.17
4.24,4.25,4.35,4.20
4.17,4.07,4.25,4.04
4.09,4.13,4.15,3.94
4.04,3.99,4.07,3.91
4.05,4.12,4.16,4.02
4.15,4.36,4.50,4.08
4.38,4.44,4.56,4.34
4.45,4.55,4.71,4.44
4.61,4.73,4.75,4.45
4.74,4.80,4.80,4.67
4.78,4.79,4.83,4.70
4.92,4.80,4.92,4.73
4.83,4.72,4.86,4.69
4.78,4.73,4.85,4.71
4.71,4.74,4.77,4.68
4.82,4.78,4.82,4.68
4.77,4.76,4.81,4.69
4.75,4.62,4.81,4.56
4.61,4.63,4.68,4.51
4.63,4.57,4.63,4.51
4.55,4.50,4.60,4.46
4.47,4.45,4.50,4.32
4.44,4.48,4.58,4.39
4.51,4.36,4.59,4.27
4.40,4.36,4.44,4.32
4.36,4.58,4.58,4.30
4.55,4.55,4.61,4.45
4.55,4.45,4.61,4.43
4.46,4.48,4.55,4.39
4.48,4.42,4.51,4.39
4.48,4.55,4.59,4.44
4.23,4.36,4.53,4.17
4.36,4.36,4.40,4.31
4.31,4.23,4.39,4.18
4.22,4.11,4.22,4.07
4.17,4.03,4.21,4.00
4.05,3.97,4.07,3.90
3.95,4.00,4.06,3.91
4.00,3.97,4.03,3.92
3.96,4.00,4.06,3.94
3.94,3.88,4.00,3.88
3.91,4.08,4.14,3.91
4.05,4.01,4.19,4.00
4.02,4.16,4.16,3.96
4.13,4.00,4.19,4.00
4.01,4.07,4.09,3.97
4.11,4.17,4.26,4.06
4.15,4.10,4.26,4.09
4.03,4.00,4.10,3.78
4.01,3.66,4.01,3.66
3.62,3.60,3.67,3.52
3.59,3.31,3.59,3.23
3.37,3.43,3.71,3.31
3.42,3.47,3.57,3.30
3.48,3.28,3.57,3.27
3.29,3.24,3.39,3.19
3.24,3.14,3.30,3.01
3.16,3.36,3.38,3.16
3.32,3.48,3.50,3.23
3.47,3.45,3.47,3.40
3.55,3.36,3.59,3.26
3.33,3.15,3.33,3.15
3.15,3.25,3.28,2.94
3.26,3.26,3.31,3.12
3.25,3.26,3.33,3.18
3.25,3.40,3.50,3.22
3.37,3.26,3.41,3.25
3.25,3.26,3.30,3.11
3.26,3.29,3.32,3.23
3.30,3.30,3.34,3.25
3.28,3.30,3.33,3.25
3.25,3.35,3.36,3.20
3.36,3.34,3.40,3.28
3.33,3.22,3.35,3.21
3.21,3.21,3.27,3.16
3.20,3.28,3.35,3.14
3.27,3.16,3.31,3.12
3.16,3.05,3.23,3.01
3.10,2.73,3.10,2.72
2.76,2.61,3.03,2.36
2.65,2.45,2.65,2.16
2.46,2.46,2.60,2.35
2.45,2.93,3.07,2.23
3.07,3.37,3.70,2.93
3.30,5.43,6.11,3.07
5.56,6.39,7.20,5.53
7.10,6.59,7.14,6.25
6.59,7.09,7.48,6.18
6.95,7.09,7.78,6.82
7.00,2.90,7.38,2.61
3.10,3.11,3.34,3.05
3.12,2.94,3.20,2.80
3.00,2.81,3.02,2.76
2.81,2.55,2.86,2.38
2.55,2.71,2.86,2.45
2.70,2.84,2.85,2.57
2.87,2.77,2.88,2.75
2.75,2.64,2.79,2.60
2.49,2.65,2.70,2.47
2.66,2.79,2.81,2.60
2.79,3.03,3.12,2.72
3.06,3.10,3.21,3.04
3.09,3.17,3.22,2.94
3.16,3.38,3.42,3.00
3.40,3.76,3.84,3.31
3.80,4.02,4.05,3.80
4.04,3.66,4.05,3.57
3.76,3.68,3.93,3.45
3.77,3.68,3.78,3.54
3.68,3.90,4.00,3.65
3.89,3.95,3.97,3.79
3.97,4.15,4.16,3.91
4.20,4.20,4.29,4.14
4.19,4.12,4.22,3.98
4.11,4.18,4.20,4.09
4.20,4.45,4.55,4.05
4.47,4.43,4.66,4.36
4.41,4.29,4.64,4.21
4.28,4.24,4.34,4.12
4.30,4.12,4.37,4.12
4.14,4.10,4.16,4.00
4.09,4.31,4.36,4.06
4.34,4.26,4.38,4.17
4.23,4.10,4.26,4.06
4.11,4.19,4.26,4.10
4.21,4.51,4.51,4.19
4.52,4.58,4.69,4.33
4.58,4.36,4.63,4.32
4.37,4.39,4.45,4.25
4.51,4.47,4.51,4.32
4.48,4.55,4.60,4.34
4.52,4.53,4.60,4.47
4.57,4.55,4.64,4.45
4.53,4.58,4.62,4.46
4.56,4.53,4.62,4.46
4.50,4.55,4.81,4.44
4.56,4.70,4.83,4.40
4.66,5.01,5.07,4.66
5.01,5.00,5.21,4.90
4.98,5.00,5.11,4.95
4.98,5.17,5.30,4.90
5.17,4.94,5.22,4.89
4.91,4.90,5.03,4.73
4.88,4.73,4.97,4.66
4.74,4.98,5.02,4.74
5.00,4.92,5.05,4.86
4.89,4.99,5.03,4.84
4.98,4.84,5.08,4.83
4.79,4.93,5.00,4.78
4.95,4.97,5.12,4.93
4.95,4.93,4.99,4.82
4.88,4.75,4.91,4.60
4.78,4.81,4.92,4.67
4.80,4.91,4.94,4.33
4.86,4.73,4.89,4.70
4.77,4.72,4.82,4.63
4.69,4.59,4.75,4.56
4.54,4.43,4.74,4.39
4.44,4.39,4.50,4.38
4.35,4.41,4.48,4.13
4.42,4.71,4.72,4.39
4.71,4.86,4.93,4.56
4.86,4.67,4.89,4.60
4.67,4.68,4.72,4.61
4.66,4.49,4.84,4.43
4.47,4.62,4.72,4.47
4.62,4.51,4.63,4.42
4.51,4.52,4.58,4.28
4.49,4.45,4.55,4.38
4.44,4.77,4.78,4.43
4.78,4.59,4.78,4.58
4.60,4.60,4.65,4.45
4.58,4.73,4.80,4.58
4.73,4.79,4.81,4.71
4.79,4.84,4.95,4.77
5.02,5.00,5.33,4.87
4.93,4.90,5.12,4.88
4.98,5.03,5.25,4.94
5.04,5.17,5.25,4.99
5.18,5.45,5.80,5.10
5.49,5.14,5.49,5.08
5.01,5.07,5.24,5.00
5.06,4.88,5.06,4.81
4.87,5.08,5.09,4.71
5.14,4.90,5.20,4.88
4.92,5.37,5.49,4.92
5.37,5.59,5.68,5.31
5.50,5.28,5.52,5.05
5.25,5.12,5.25,5.10
5.08,5.06,5.21,4.99
5.10,5.04,5.14,4.92
5.04,5.02,5.09,4.82
5.04,5.00,5.09,4.78
5.05,4.90,5.07,4.86
4.88,4.73,4.91,4.71
4.72,4.61,4.81,4.51
4.65,4.80,4.86,4.65
4.82,4.86,4.95,4.71
4.88,4.79,4.89,4.76
4.78,4.68,4.83,4.61
4.73,4.59,4.75,4.46
4.53,4.45,4.60,4.32
4.42,4.43,4.56,4.35
4.42,4.59,4.63,4.36
4.59,4.36,4.61,4.30
4.30,4.24,4.39,4.20
4.31,4.33,4.45,4.23
4.33,4.16,4.40,4.11
4.23,4.24,4.29,4.15
4.22,4.24,4.32,4.12
4.27,4.25,4.35,4.21
4.23,4.37,4.49,4.13
4.35,4.50,4.53,4.31
4.55,4.69,4.76,4.42
4.65,4.57,4.65,4.45
4.57,4.38,4.71,4.36
4.42,4.39,4.49,4.30
4.40,4.56,4.58,4.35
4.55,4.79,4.79,4.41
5.35,5.08,5.35,4.94
5.02,5.39,5.50,4.89
5.35,5.34,5.45,5.17
5.38,5.23,5.40,5.16
5.22,4.85,5.24,4.84
4.83,5.08,5.14,4.62
5.09,5.23,5.28,5.08
5.30,5.24,5.30,5.01
5.24,5.05,5.32,5.03
5.03,5.02,5.09,4.89
5.02,5.06,5.07,4.93
4.86,4.61,4.94,4.45
4.59,4.53,4.69,4.51
4.55,4.49,4.63,4.39
4.48,4.74,4.77,4.47
4.76,4.67,4.80,4.58
4.69,4.94,4.94,4.62
4.95,5.14,5.24,4.87
5.20,5.05,5.21,4.97
5.07,4.89,5.07,4.80
5.09,4.85,5.09,4.72
4.83,4.68,4.85,4.67
4.67,4.76,4.80,4.58
4.76,4.86,4.94,4.64
4.97,4.98,5.06,4.88
5.00,4.99,5.20,4.91
4.99,4.95,4.99,4.82
4.91,4.91,5.03,4.84
4.92,4.75,4.96,4.64
4.75,4.68,5.04,4.59
4.68,5.04,5.15,4.59
5.00,5.17,5.24,4.77
5.20,5.01,5.20,4.93
5.01,4.96,5.04,4.81
4.97,5.01,5.09,4.94
1.25,1.85,2.35,1.21
1.80,1.54,1.80,1.46
1.49,1.49,1.55,1.41
1.57,1.58,1.74,1.47
1.58,1.52,1.62,1.52
1.53,1.48,1.55,1.47
1.47,1.47,1.56,1.43
1.45,1.47,1.52,1.45
1.50,1.47,1.54,1.46
1.48,1.38,1.50,1.36
1.36,1.30,1.37,1.27
1.31,1.37,1.38,1.20
1.36,1.30,1.36,1.29
1.30,1.43,1.44,1.30
1.44,1.47,1.48,1.42
1.48,1.38,1.48,1.35
1.40,1.36,1.44,1.36
1.35,1.28,1.36,1.28
1.28,1.32,1.35,1.26
1.30,1.37,1.39,1.30
1.41,1.39,1.43,1.37
1.40,1.33,1.40,1.33
1.33,1.33,1.35,1.29
1.31,1.32,1.35,1.30
1.31,1.32,1.34,1.30
1.32,1.32,1.34,1.30
1.33,1.33,1.35,1.31
1.31,1.25,1.35,1.25
1.26,1.24,1.27,1.22
1.24,1.23,1.24,1.21
1.22,1.15,1.25,1.10
1.13,1.14,1.18,1.11
1.14,1.14,1.19,1.13
1.15,1.14,1.17,1.14
1.18,1.17,1.20,1.14
1.18,1.13,1.20,1.12
1.12,1.11,1.13,1.10
1.10,1.16,1.16,1.08
1.18,1.14,1.18,1.12
1.16,1.14,1.18,1.12
1.14,1.14,1.17,1.10
1.14,1.12,1.16,1.10
1.11,1.11,1.13,1.09
1.14,1.31,1.40,1.14
1.35,1.21,1.38,1.17
1.22,1.26,1.27,1.19
1.28,1.24,1.29,1.20
1.24,1.23,1.25,1.18
1.23,1.24,1.25,1.20
1.25,1.31,1.35,1.19
1.33,1.23,1.33,1.20
1.23,1.24,1.25,1.21
1.21,1.25,1.28,1.18
1.26,1.26,1.29,1.21
1.24,1.24,1.28,1.22
1.23,1.25,1.28,1.20
1.23,1.31,1.32,1.21
1.32,1.38,1.43,1.32
1.41,1.31,1.42,1.28
1.30,1.33,1.36,1.27
1.34,1.32,1.38,1.31
1.32,1.28,1.35,1.27
1.28,1.25,1.34,1.25
1.25,1.21,1.28,1.20
1.21,1.22,1.27,1.20
1.23,1.24,1.28,1.23
1.25,1.18,1.25,1.18
1.19,1.20,1.23,1.18
1.18,1.20,1.21,1.18
1.19,1.14,1.24,1.14
1.15,1.12,1.16,1.11
1.13,1.18,1.18,1.13
1.21,1.18,1.24,1.16
1.17,1.14,1.17,1.13
1.13,1.11,1.17,1.10
1.12,1.12,1.14,1.10
1.11,1.07,1.13,1.07
1.06,1.03,1.09,1.02
1.04,1.06,1.11,1.00
1.06,1.12,1.12,1.06
1.10,1.17,1.17,1.06
1.16,1.21,1.23,1.15
1.24,1.16,1.24,1.12
1.14,1.15,1.16,1.11
1.15,1.14,1.16,1.10
1.16,1.13,1.18,1.12
1.13,1.14,1.15,1.11
1.14,1.15,1.15,1.10
1.15,1.17,1.17,1.12
1.16,1.17,1.23,1.14
1.18,1.21,1.21,1.13
1.20,1.30,1.30,1.20
1.33,1.31,1.33,1.25
1.28,1.30,1.32,1.22
1.29,1.25,1.30,1.22
1.25,1.24,1.26,1.21
1.23,1.29,1.29,1.23
1.28,1.27,1.33,1.24
1.28,1.22,1.28,1.14
1.16,1.09,1.16,1.02
1.06,1.08,1.11,1.05
1.07,1.10,1.13,1.07
1.11,1.13,1.16,1.07
1.14,1.11,1.17,1.10
1.09,1.06,1.14,1.06
1.06,1.02,1.10,1.01
1.02,1.06,1.07,1.01
1.08,1.07,1.10,1.03
1.07,1.08,1.11,1.05
1.10,1.05,1.12,1.05
1.07,1.05,1.12,1.02
1.06,1.03,1.09,1.03
1.04,0.99,1.05,0.96
0.96,0.89,1.00,0.86
0.90,0.88,0.94,0.88
0.88,0.88,0.90,0.80
0.88,0.91,0.92,0.87
0.90,0.88,0.91,0.85
0.84,0.94,0.95,0.82
0.93,0.85,0.93,0.84
0.87,0.89,0.90,0.85
0.86,0.89,0.94,0.85
0.90,0.91,0.91,0.89
0.90,0.98,1.00,0.89
0.97,1.02,1.03,0.96
1.04,0.94,1.04,0.90
0.91,0.85,0.95,0.81
0.84,0.85,0.90,0.81
0.84,0.86,0.88,0.82
1.02,0.90,1.05,0.87
0.92,0.96,0.97,0.91
0.95,0.91,0.96,0.89
0.91,0.92,0.92,0.88
0.92,0.91,0.96,0.88
0.92,0.90,0.94,0.88
0.92,0.87,0.93,0.87
0.88,0.91,0.92,0.87
0.92,0.97,0.99,0.90
0.96,1.02,1.06,0.92
1.04,0.94,1.04,0.92
0.96,0.93,1.00,0.93
0.95,0.93,0.97,0.93
0.92,0.93,0.95,0.92
0.93,0.99,0.99,0.93
0.98,1.00,1.00,0.97
1.00,1.03,1.06,1.00
1.04,1.04,1.05,1.00
1.05,1.06,1.08,1.02
1.06,1.04,1.06,1.02
1.03,1.03,1.04,1.01
1.02,1.03,1.06,1.01
1.04,1.02,1.05,1.01
1.03,1.01,1.03,1.00
1.00,1.02,1.03,1.00
1.03,1.02,1.04,1.00
1.03,1.03,1.05,1.00
1.05,1.03,1.05,1.03
1.02,1.03,1.04,1.01
1.04,1.02,1.05,1.00
1.02,1.01,1.03,1.00
1.02,1.01,1.05,1.01
1.00,1.02,1.04,1.00
1.03,1.03,1.11,1.02
1.04,1.07,1.12,1.04
1.12,1.07,1.12,1.06
1.08,1.07,1.10,1.07
1.08,1.05,1.12,1.04
1.06,1.04,1.10,1.03
1.03,1.02,1.04,1.00
1.00,1.03,1.03,1.00
1.02,0.98,1.03,0.96
0.98,0.97,1.00,0.97
0.97,0.95,1.00,0.95
0.94,0.98,1.00,0.92
0.98,0.97,1.01,0.97
0.97,0.97,1.00,0.96
0.97,1.01,1.08,0.97
1.02,0.98,1.03,0.97
1.01,0.98,1.01,0.95
0.96,0.95,0.99,0.93
0.96,0.93,0.97,0.92
0.90,0.92,0.96,0.90
0.90,0.88,0.90,0.86
0.88,0.90,0.92,0.88
0.87,0.86,0.93,0.84
0.86,0.86,0.90,0.85
0.86,0.87,0.87,0.85
0.87,0.86,0.89,0.83
0.86,0.87,0.88,0.84
0.87,0.84,0.88,0.83
0.85,0.83,0.85,0.81
0.84,0.84,0.85,0.83
0.84,0.84,0.88,0.83
0.84,0.84,0.86,0.83
0.83,0.83,0.84,0.81
0.82,0.84,0.84,0.81
0.83,0.83,0.85,0.81
0.83,0.82,0.85,0.81
0.83,0.81,0.85,0.80
0.81,0.82,0.83,0.80
0.81,0.75,0.85,0.73
0.77,0.70,0.77,0.70
0.70,0.66,0.70,0.61
0.67,0.68,0.70,0.67
0.70,0.73,0.77,0.68
0.74,0.74,0.76,0.70
0.74,0.72,0.75,0.71
0.74,0.77,0.77,0.72
0.77,0.75,0.79,0.75
0.75,0.72,0.77,0.70
0.72,0.70,0.74,0.67
0.70,0.73,0.76,0.67
0.74,0.71,0.74,0.68
0.71,0.72,0.74,0.70
0.71,0.71,0.73,0.70
0.71,0.68,0.72,0.68
0.69,0.70,0.70,0.68
0.70,0.70,0.70,0.67
0.69,0.67,0.70,0.67
0.67,0.67,0.70,0.67
0.67,0.66,0.69,0.66
0.68,0.39,0.69,0.33
0.43,0.38,0.43,0.37
0.39,0.38,0.39,0.37
0.37,0.38,0.38,0.37
0.38,0.38,0.38,0.36
0.37,0.37,0.38,0.36
0.37,0.37,0.38,0.37
0.38,0.37,0.38,0.37
0.38,0.36,0.38,0.36
0.37,0.38,0.38,0.36
0.37,0.38,0.42,0.37
0.38,0.38,0.40,0.36
0.39,0.40,0.40,0.37
0.40,0.38,0.40,0.38
0.38,0.37,0.38,0.37
0.38,0.37,0.38,0.37
0.35,0.37,0.40,0.35
0.38,0.41,0.42,0.37
0.42,0.48,0.49,0.41
0.52,0.56,0.59,0.49
0.57,0.53,0.59,0.49
0.53,0.55,0.58,0.50
0.55,0.56,0.57,0.52
0.57,0.55,0.57,0.53
0.54,0.54,0.54,0.50
0.53,0.53,0.56,0.50
0.53,0.49,0.54,0.49
0.51,0.45,0.51,0.44
0.45,0.41,0.45,0.40
0.45,0.41,0.45,0.41
0.43,0.41,0.43,0.41
0.40,0.42,0.42,0.39
0.43,0.41,0.43,0.41
0.41,0.50,0.54,0.41
0.52,0.40,0.53,0.38
0.41,0.38,0.44,0.37
0.37,0.38,0.40,0.37
0.41,0.39,0.41,0.38
0.40,0.37,0.41,0.36
0.38,0.39,0.40,0.37
0.39,0.39,0.39,0.37
0.39,0.37,0.39,0.37
0.39,0.38,0.39,0.37
0.39,0.38,0.39,0.37
0.38,0.39,0.39,0.37
0.39,0.39,0.40,0.37
0.39,0.38,0.40,0.37
0.38,0.42,0.47,0.38
0.42,0.43,0.45,0.41
0.40,0.40,0.43,0.39
0.41,0.43,0.44,0.37
0.43,0.42,0.44,0.41
0.42,0.40,0.42,0.38
0.40,0.40,0.42,0.38
0.40,0.43,0.44,0.40
0.42,0.43,0.46,0.42
0.42,0.45,0.47,0.40
0.44,0.46,0.48,0.44
0.43,0.34,0.43,0.20
0.31,0.29,0.31,0.25
0.26,0.27,0.29,0.25
0.27,0.25,0.28,0.25
0.25,0.25,0.28,0.23
0.24,0.23,0.26,0.21
0.23,0.27,0.29,0.21
0.27,0.27,0.28,0.26
0.27,0.27,0.27,0.26
0.27,0.27,0.28,0.25
0.28,0.27,0.28,0.24
0.26,0.26,0.27,0.26
0.26,0.26,0.26,0.26
0.26,0.25,0.26,0.25
0.25,0.25,0.26,0.25
0.25,0.25,0.26,0.24
0.21,0.25,0.25,0.21
0.27,0.25,0.27,0.24
0.25,0.25,0.25,0.24
0.25,0.24,0.25,0.22
0.24,0.23,0.25,0.23
0.23,0.22,0.25,0.21
0.23,0.22,0.24,0.22
0.22,0.21,0.24,0.21
0.21,0.22,0.23,0.21
0.22,0.23,0.23,0.22
0.23,0.22,0.23,0.21
0.22,0.22,0.24,0.21
0.23,0.23,0.23,0.22
0.22,0.22,0.23,0.21
0.21,0.22,0.23,0.21
0.22,0.22,0.23,0.21
0.22,0.22,0.23,0.21
0.22,0.22,0.23,0.21
0.21,0.22,0.22,0.21
0.23,0.21,0.23,0.20
0.22,0.21,0.22,0.21
0.20,0.21,0.22,0.20
0.21,0.20,0.21,0.19
0.20,0.19,0.20,0.18
0.18,0.20,0.20,0.18
0.19,0.20,0.20,0.18
0.19,0.19,0.20,0.19
0.19,0.20,0.20,0.19
0.20,0.18,0.22,0.18
0.18,0.18,0.20,0.18
0.19,0.20,0.21,0.18
0.20,0.19,0.21,0.19
0.19,0.20,0.21,0.19
0.20,0.20,0.22,0.20
0.19,0.21,0.24,0.18
0.21,0.26,0.28,0.21
0.25,0.30,0.34,0.25
0.30,0.29,0.34,0.28
0.29,0.26,0.31,0.26
0.26,0.24,0.27,0.24
0.24,0.24,0.25,0.23
0.24,0.24,0.27,0.23
0.24,0.24,0.26,0.24
0.24,0.24,0.25,0.23
0.24,0.23,0.25,0.23
0.23,0.22,0.25,0.22
0.22,0.21,0.24,0.20
0.21,0.21,0.23,0.20
0.21,0.21,0.22,0.20
0.21,0.22,0.22,0.20
0.21,0.21,0.24,0.21
0.21,0.19,0.23,0.16
0.19,0.19,0.19,0.18
0.18,0.19,0.20,0.18
0.19,0.19,0.20,0.18
0.20,0.19,0.21,0.19
0.19,0.20,0.21,0.19
0.20,0.20,0.20,0.18
0.20,0.18,0.21,0.16
0.18,0.18,0.20,0.16
0.18,0.19,0.20,0.18
0.19,0.19,0.20,0.17
0.18,0.19,0.20,0.17
0.19,0.19,0.19,0.17
0.19,0.19,0.20,0.19
0.19,0.17,0.19,0.17
0.18,0.17,0.18,0.16
0.18,0.18,0.18,0.16
0.18,0.16,0.18,0.16
0.16,0.16,0.17,0.15
0.16,0.16,0.16,0.15
0.16,0.16,0.17,0.15
0.19,0.17,0.19,0.16
0.16,0.16,0.18,0.15
0.16,0.16,0.18,0.16
0.16,0.18,0.18,0.16
0.16,0.19,0.19,0.16
0.18,0.18,0.19,0.17
0.17,0.16,0.18,0.16
0.16,0.17,0.18,0.15
0.19,0.18,0.20,0.16
0.20,0.24,0.26,0.20
0.25,0.22,0.29,0.20
0.22,0.28,0.28,0.20
0.28,0.26,0.28,0.23
0.26,0.25,0.27,0.23
0.26,0.24,0.26,0.23
0.28,0.23,0.28,0.23
0.24,0.27,0.27,0.22
0.24,0.25,0.27,0.23
0.25,0.23,0.27,0.22
0.23,0.25,0.26,0.22
0.26,0.24,0.27,0.23
0.23,0.22,0.28,0.22
0.22,0.24,0.24,0.22
0.24,0.23,0.24,0.23
0.23,0.25,0.25,0.23
0.24,0.26,0.27,0.24
0.26,0.25,0.27,0.24
0.25,0.26,0.27,0.23
0.26,0.27,0.27,0.25
0.28,0.29,0.37,0.28
0.30,0.27,0.32,0.23
0.28,0.25,0.29,0.25
0.25,0.26,0.29,0.24
0.27,0.26,0.32,0.26
0.31,0.27,0.31,0.27
0.28,0.28,0.30,0.28
0.28,0.29,0.30,0.28
0.29,0.27,0.30,0.27
0.30,0.27,0.30,0.27
0.28,0.26,0.29,0.26
0.27,0.26,0.28,0.26
0.27,0.26,0.28,0.25
0.27,0.26,0.28,0.25
0.27,0.24,0.28,0.22
0.24,0.21,0.25,0.17
0.22,0.20,0.22,0.17
0.21,0.18,0.21,0.17
0.22,0.18,0.22,0.18
0.22,0.19,0.22,0.18
0.20,0.20,0.20,0.19
0.20,0.19,0.21,0.19
0.20,0.19,0.20,0.18
0.19,0.19,0.19,0.19
0.18,0.19,0.20,0.18
0.19,0.19,0.19,0.18
0.19,0.18,0.19,0.18
0.19,0.23,0.25,0.17
0.22,0.22,0.25,0.22
0.23,0.23,0.24,0.22
0.24,0.22,0.24,0.22
0.22,0.22,0.23,0.22
0.22,0.20,0.24,0.20
0.21,0.24,0.25,0.20
0.25,0.22,0.25,0.22
0.23,0.26,0.27,0.23
0.27,0.30,0.30,0.26
0.31,0.33,0.35,0.31
0.35,0.35,0.35,0.30
0.36,0.38,0.38,0.35
0.38,0.35,0.40,0.35
0.33,0.33,0.34,0.28
0.32,0.33,0.38,0.28
0.32,0.32,0.33,0.32
0.32,0.30,0.32,0.30
0.31,0.34,0.35,0.31
0.35,0.30,0.35,0.30
0.32,0.30,0.34,0.30
0.28,0.28,0.32,0.26
2.74,2.85,2.97,2.65
2.76,3.13,3.45,2.74
3.08,3.16,3.30,3.08
3.19,3.04,3.19,2.83
2.99,3.05,3.20,2.83
3.16,3.21,3.21,3.01
3.18,3.12,3.20,2.99
3.11,3.18,3.18,2.88
3.15,3.10,3.21,3.06
3.08,3.23,3.36,2.90
3.24,3.50,3.60,3.22
3.47,3.60,3.61,3.40
3.63,3.53,3.69,3.50
3.50,3.50,3.62,3.46
3.47,3.22,3.47,3.22
3.26,3.35,3.37,3.21
3.29,3.18,3.40,3.15
3.18,3.26,3.33,3.18
3.22,3.07,3.24,3.06
3.15,3.11,3.19,2.98
3.15,3.02,3.16,3.02
3.08,3.03,3.24,3.01
3.06,3.02,3.14,2.99
3.05,3.00,3.05,2.99
3.00,2.95,3.15,2.95
2.95,2.97,3.05,2.92
2.94,2.93,3.04,2.93
2.89,2.86,2.93,2.30
2.79,2.80,3.13,2.70
2.77,2.72,2.80,2.54
2.74,2.68,2.75,2.60
2.67,2.64,2.70,2.60
2.60,2.76,2.76,2.60
2.79,2.66,2.79,2.58
2.55,2.51,2.55,2.19
2.53,2.55,2.81,2.51
2.54,2.66,2.66,2.31
2.65,2.66,2.70,2.54
2.66,3.24,3.36,2.65
3.20,3.36,3.75,3.20
3.50,3.32,3.57,3.30
3.45,3.36,3.55,3.33
3.33,3.31,3.44,3.18
3.27,3.37,3.38,3.27
3.36,3.60,3.60,3.20
3.65,3.60,3.80,3.60
3.61,3.50,3.77,3.50
3.50,3.66,3.85,3.41
3.55,3.54,3.74,3.51
3.77,3.78,3.78,3.67
3.74,3.85,3.85,3.65
3.86,3.51,3.90,3.50
3.59,3.47,3.59,3.31
3.41,3.53,3.58,3.23
3.61,3.47,3.61,3.21
3.40,3.36,3.44,3.28
3.44,3.35,3.44,3.23
3.36,3.53,3.53,3.31
3.51,3.61,3.70,3.48
3.60,3.56,3.65,3.44
3.40,3.61,3.65,3.40
3.49,3.58,3.63,3.30
3.48,3.44,3.51,3.38
3.51,3.44,3.51,3.03
3.47,3.30,3.47,3.27
3.26,3.14,3.31,3.12
3.15,3.25,3.25,3.11
3.30,3.30,3.36,3.12
3.30,3.14,3.30,3.11
3.30,3.22,3.30,3.08
3.07,3.35,3.43,3.07
3.50,3.40,3.50,3.24
3.37,3.25,3.46,3.23
3.35,3.46,3.49,3.24
3.46,3.49,3.49,3.34
3.49,3.56,3.60,3.40
5.00,5.98,8.18,5.00
6.00,6.12,6.48,5.70
5.90,5.87,6.25,5.55
5.80,5.85,6.13,5.73
5.81,5.65,5.88,5.60
5.63,5.77,5.87,5.60
5.61,5.72,5.81,5.60
5.69,5.74,5.77,5.62
5.75,6.19,6.21,5.65
6.20,6.69,6.69,6.02
6.76,6.44,7.00,6.25
6.49,5.99,6.49,5.90
6.04,6.09,6.10,5.85
6.09,6.07,6.25,6.00
6.03,6.05,6.15,6.00
6.05,5.90,6.05,5.73
5.93,5.60,5.95,5.60
5.61,5.78,5.84,5.61
5.83,6.01,6.05,5.83
6.01,6.12,6.12,5.92
6.25,6.13,6.25,6.03
5.75,5.57,5.90,4.88
5.51,5.43,6.15,5.40
5.44,4.76,5.44,4.53
4.99,5.02,5.05,4.86
5.00,4.87,5.03,4.84
4.89,4.86,4.92,4.79
4.83,4.91,4.94,4.82
4.86,4.80,4.95,4.70
4.83,4.70,4.84,4.65
4.72,4.90,4.92,4.64
4.86,4.86,4.92,4.70
4.81,4.74,4.83,4.62
4.70,4.69,4.88,4.63
4.72,4.78,4.84,4.63
4.81,4.77,4.92,4.66
4.73,4.78,4.92,4.67
4.70,4.61,4.84,4.59
4.88,4.55,5.06,4.50
4.52,4.42,4.59,4.25
4.30,4.18,4.39,4.05
4.15,4.33,4.41,4.10
4.37,4.60,4.60,4.33
4.62,4.60,4.85,4.55
4.60,4.49,4.68,4.38
4.47,4.55,4.64,4.40
4.55,4.55,4.64,4.40
4.59,4.49,4.62,4.35
4.40,4.31,4.41,4.25
4.26,4.14,4.30,4.11
4.12,4.18,4.30,4.12
4.13,4.20,4.26,4.13
4.23,4.22,4.27,4.10
4.27,4.21,4.28,4.18
4.24,4.31,4.31,4.20
4.30,4.24,4.30,4.18
4.26,4.31,4.31,4.14
4.23,4.20,4.26,4.13
4.24,4.27,4.55,4.16
4.25,4.15,4.41,4.14
4.18,4.10,4.18,4.06
4.11,4.03,4.14,3.97
4.05,4.17,4.17,3.83
4.17,3.90,4.17,3.85
3.96,4.01,4.01,3.79
4.02,3.90,4.02,3.85
3.87,4.02,4.09,3.86
4.02,4.08,4.19,4.02
4.11,3.90,4.11,3.90
3.96,3.88,3.98,3.87
3.90,4.01,4.07,3.85
4.01,3.94,4.11,3.90
3.95,3.81,3.95,3.77
3.83,3.81,4.04,3.77
3.82,3.77,3.84,3.63
3.75,3.84,3.97,3.64
3.78,3.68,3.78,3.64
3.66,3.69,3.76,3.66
3.66,3.65,3.73,3.52
3.64,3.53,3.64,3.52
3.50,3.30,3.50,3.28
3.28,3.25,3.30,3.13
3.23,3.10,3.27,3.00
3.10,3.18,3.31,3.00
3.22,3.05,3.22,2.99
3.05,2.93,3.11,2.86
2.78,2.65,2.97,2.60
2.56,2.70,2.91,2.53
2.70,2.86,3.02,2.70
2.97,2.85,3.02,2.77
2.94,2.76,2.95,2.72
2.84,2.83,2.84,2.71
2.89,2.86,2.89,2.76
2.90,2.83,2.90,2.71
2.81,2.84,3.16,2.80
2.82,2.67,2.96,2.55
2.80,2.75,3.00,2.62
