WAYN,Wayne Savings Bancshares Inc. - Common Stock,NASDAQ
9.97,9.97,10.04,9.97
9.97,9.98,10.05,9.97
9.97,9.84,9.97,9.84
9.82,9.08,9.82,9.08
9.50,9.58,9.58,9.50
9.57,9.60,9.60,9.55
9.65,9.70,9.71,9.65
9.77,9.85,9.87,9.77
9.82,9.82,9.82,9.82
9.95,9.94,9.95,9.94
9.90,9.90,9.91,9.90
9.91,9.95,9.95,9.86
9.99,9.87,9.99,9.87
9.85,9.84,9.98,9.72
9.97,9.90,9.99,9.90
9.85,9.98,10.08,9.85
10.05,9.86,10.05,9.85
9.85,9.95,9.95,9.85
9.95,9.95,9.95,9.85
9.85,9.85,9.88,9.85
9.98,9.86,9.98,9.85
9.99,9.99,9.99,9.95
9.99,10.00,10.14,9.99
10.20,10.16,10.32,9.95
10.16,10.16,10.16,10.16
10.07,9.95,10.16,9.95
10.35,10.00,10.35,10.00
10.10,10.15,10.15,10.10
10.10,10.20,10.25,10.10
10.24,10.60,10.82,10.24
10.60,10.60,10.60,10.60
10.60,10.60,10.60,10.60
10.60,10.60,10.60,10.60
10.60,10.60,10.60,10.60
10.60,10.60,10.60,10.60
10.70,10.70,10.70,10.70
10.60,10.60,10.60,10.60
10.60,10.60,10.60,10.60
10.60,10.60,10.60,10.60
10.60,10.60,10.60,10.60
10.72,10.77,10.77,10.60
10.60,10.60,10.60,10.60
10.60,10.60,10.60,10.60
10.63,10.63,10.63,10.63
10.60,10.60,10.95,10.60
10.68,10.70,10.70,10.68
10.64,10.60,10.95,10.60
10.66,10.54,10.70,10.50
10.89,10.79,10.89,10.75
10.73,10.73,10.73,10.73
10.73,10.73,10.73,10.73
10.50,10.50,10.50,10.50
10.50,10.50,10.50,10.50
10.50,10.63,10.63,10.50
10.63,10.63,10.63,10.63
10.50,10.50,10.69,10.50
10.55,10.50,10.67,10.50
10.56,10.73,10.73,10.52
10.53,10.50,10.66,10.50
10.52,10.51,10.52,10.51
10.67,10.67,10.67,10.50
10.57,10.57,10.59,10.57
10.57,10.60,10.60,10.57
10.60,10.60,10.60,10.60
10.60,10.60,10.60,10.60
10.70,10.70,10.70,10.70
10.97,10.70,10.97,10.69
10.63,10.56,10.66,10.51
10.58,10.55,10.58,10.55
10.53,10.52,10.53,10.52
10.57,10.55,10.57,10.55
10.67,10.68,10.70,10.55
10.50,10.58,10.75,10.50
10.58,10.50,10.58,10.50
10.50,10.22,10.51,10.21
10.22,10.22,10.22,10.22
10.22,10.20,10.26,10.20
10.20,10.20,10.20,10.20
10.35,10.46,10.46,10.07
10.42,10.40,10.43,10.40
10.32,10.30,10.44,10.19
10.07,10.20,10.30,10.07
10.20,10.15,10.20,10.15
10.15,10.00,10.15,10.00
10.15,10.15,10.15,10.15
10.15,10.15,10.15,10.15
10.05,10.10,10.18,10.05
10.35,10.14,10.35,10.14
10.27,10.20,10.27,10.14
10.27,10.27,10.27,10.16
10.20,10.29,10.39,10.20
10.29,10.29,10.29,10.29
10.29,10.35,10.56,10.29
10.41,10.37,10.76,10.37
10.52,10.36,10.52,10.34
10.36,10.36,10.36,10.36
10.37,10.37,10.37,10.37
10.37,10.37,10.37,10.37
10.33,10.33,10.33,10.33
10.31,10.31,10.31,10.31
10.35,10.53,10.53,10.35
10.46,10.35,10.46,10.35
10.60,10.55,10.60,10.55
10.50,10.44,10.50,10.44
10.50,10.35,10.50,10.35
10.73,10.75,10.75,10.73
10.75,10.75,10.75,10.75
10.75,10.75,10.75,10.75
10.75,10.75,10.75,10.75
10.59,10.45,10.76,10.45
10.50,10.50,10.50,10.50
10.50,10.55,10.60,10.50
10.56,10.48,10.56,10.48
10.45,10.45,10.45,10.45
10.45,10.45,10.45,10.45
10.46,10.46,10.46,10.46
10.46,10.46,10.46,10.46
10.48,10.46,10.48,10.46
10.46,10.46,10.46,10.46
10.46,10.46,10.46,10.46
10.46,10.46,10.46,10.46
10.55,10.53,10.55,10.53
10.76,10.76,10.76,10.73
10.76,10.76,10.76,10.76
10.76,10.76,10.76,10.76
10.51,10.56,10.56,10.51
10.73,10.55,10.94,10.55
10.55,10.55,10.55,10.55
10.55,10.55,10.55,10.55
10.45,10.89,10.89,10.45
10.89,10.50,10.89,10.50
10.50,10.50,10.50,10.50
10.50,10.50,10.50,10.50
10.50,10.50,10.50,10.50
10.50,10.50,10.50,10.50
10.89,10.89,10.89,10.89
10.89,11.00,11.15,10.51
10.92,11.57,11.57,10.92
11.57,11.36,11.58,11.32
11.36,11.36,11.36,11.36
11.72,11.75,11.75,11.70
10.70,10.71,10.71,10.70
10.71,10.71,10.71,10.71
10.71,10.71,10.71,10.71
10.71,10.71,10.71,10.71
10.72,10.55,10.72,10.55
10.58,10.71,11.16,10.58
10.71,10.71,10.71,10.71
10.71,10.71,10.71,10.71
10.58,11.00,11.03,10.58
11.00,11.00,11.00,11.00
11.00,11.46,11.46,11.00
11.30,11.30,11.30,11.30
11.30,11.30,11.30,11.30
11.50,11.72,11.72,11.50
11.72,11.72,11.72,11.72
11.40,10.60,11.40,10.60
10.98,10.90,11.00,10.80
10.90,10.90,10.90,10.90
10.90,10.90,10.90,10.90
10.97,11.00,11.00,10.60
10.90,10.90,10.90,10.90
10.90,10.90,10.90,10.90
11.10,11.00,11.15,11.00
11.00,11.00,11.00,11.00
11.00,11.00,11.00,11.00
11.00,11.00,11.00,11.00
11.00,11.00,11.00,11.00
11.00,11.00,11.00,11.00
11.00,11.00,11.00,11.00
11.72,11.75,11.75,11.72
11.03,11.03,11.03,11.03
11.03,11.03,11.03,11.03
11.03,11.03,11.03,11.03
11.03,11.03,11.03,11.03
11.09,11.72,11.72,11.08
11.30,11.50,11.50,11.29
11.50,11.50,11.50,11.50
11.50,11.50,11.50,11.50
11.50,11.50,11.50,11.50
11.10,11.10,11.10,11.10
11.10,11.10,11.10,11.10
11.65,11.65,11.65,11.65
11.65,11.65,11.65,11.65
11.25,11.15,11.25,11.10
11.44,11.44,11.44,11.44
11.10,11.62,11.62,11.10
11.61,11.50,11.61,11.50
11.45,11.45,11.45,11.45
11.45,11.45,11.45,11.45
11.60,11.60,11.60,11.60
11.62,11.45,11.63,11.45
11.62,11.62,11.62,11.62
11.62,11.62,11.62,11.62
11.45,11.45,11.45,11.45
11.45,11.45,11.45,11.45
11.60,11.65,11.65,11.60
11.32,11.28,11.32,11.28
11.28,11.28,11.28,11.28
11.27,11.25,11.27,11.25
11.25,11.25,11.25,11.25
11.25,11.25,11.25,11.25
11.65,11.65,11.65,11.65
11.26,11.30,11.33,11.24
11.30,11.30,11.30,11.30
11.30,11.30,11.30,11.30
11.30,11.30,11.30,11.30
11.30,11.30,11.30,11.30
11.40,11.40,11.99,11.40
11.51,11.96,11.96,11.26
11.76,11.76,11.99,11.75
11.76,11.76,11.76,11.76
11.76,11.76,11.76,11.76
11.75,11.85,11.85,11.75
11.81,11.86,11.87,11.81
11.86,11.86,11.86,11.86
11.86,11.86,11.86,11.86
12.00,12.00,12.00,11.75
11.89,12.27,12.30,11.89
12.00,12.00,12.00,11.98
12.00,12.00,12.00,12.00
12.00,12.00,12.00,12.00
11.80,11.80,11.80,11.80
12.00,11.87,12.00,11.81
11.87,11.87,11.87,11.87
11.87,11.87,11.87,11.87
12.00,12.15,12.15,12.00
12.07,12.08,12.08,12.07
12.00,12.05,12.05,12.00
12.05,12.05,12.05,12.05
12.10,12.05,12.10,12.02
12.05,11.99,12.06,11.87
12.05,12.08,12.10,11.82
12.08,12.00,12.08,12.00
12.06,12.01,12.06,12.01
11.85,12.06,12.06,11.85
12.06,12.06,12.06,12.06
12.07,12.12,12.12,12.07
12.07,12.10,12.10,11.90
12.10,12.10,12.10,12.10
12.10,12.10,12.10,12.10
11.80,11.80,11.80,11.80
11.93,12.10,12.10,11.93
11.95,11.95,11.95,11.95
12.05,12.05,12.05,12.05
12.05,12.05,12.05,12.05
12.05,12.05,12.05,12.05
12.05,12.05,12.05,12.05
12.05,12.05,12.05,12.05
12.05,12.06,12.06,12.04
12.05,12.05,12.05,12.05
12.21,12.30,12.30,12.19
12.21,12.30,12.30,12.21
12.99,12.50,12.99,12.49
13.20,13.32,13.44,13.20
13.48,13.48,13.48,13.48
13.46,13.46,13.46,13.46
13.46,13.46,13.46,13.46
12.22,12.22,12.22,12.22
12.46,12.99,13.00,12.46
12.99,13.00,13.00,12.99
13.00,13.00,13.00,13.00
13.14,13.14,13.14,13.14
13.00,13.00,13.00,13.00
13.12,13.00,13.12,12.86
12.99,12.99,12.99,12.25
13.00,13.00,13.00,13.00
13.00,13.00,13.00,13.00
13.00,13.00,13.00,13.00
13.00,12.40,13.00,12.40
12.97,12.97,12.97,12.97
12.65,12.52,12.80,12.52
12.63,12.63,12.63,12.63
12.90,12.90,12.90,12.90
12.90,12.90,12.90,12.90
12.50,12.63,12.75,12.50
12.63,12.63,12.63,12.63
12.65,12.73,12.73,12.65
12.73,12.73,12.73,12.73
12.63,13.25,13.35,12.50
13.33,12.58,13.48,12.58
12.70,13.22,13.22,12.70
12.75,13.21,13.21,12.72
13.22,12.81,13.22,12.81
12.55,12.64,12.64,12.55
12.64,12.64,12.64,12.64
12.65,12.85,13.35,12.65
12.85,12.96,13.30,12.75
13.05,12.80,13.25,12.71
13.00,13.00,13.32,13.00
12.98,12.82,13.01,12.80
12.85,13.00,13.31,12.77
13.00,13.00,13.00,13.00
12.98,12.97,12.98,12.78
12.81,12.75,12.81,12.75
12.70,12.75,13.00,12.54
12.76,12.95,13.00,12.76
12.88,12.90,12.90,12.88
12.97,12.98,12.98,12.97
12.75,13.00,13.10,12.75
13.00,12.95,13.00,12.95
12.94,13.00,13.19,12.91
13.00,12.99,13.00,12.70
13.16,13.19,13.19,13.12
13.17,13.17,13.19,12.69
12.89,12.94,12.94,12.89
12.95,12.95,12.95,12.95
12.81,12.90,12.90,12.77
12.77,12.70,12.77,12.63
12.70,12.70,12.70,12.70
12.70,12.70,12.70,12.70
12.70,12.70,12.70,12.70
12.81,12.81,12.81,12.81
12.80,12.79,12.81,12.79
12.79,12.79,12.79,12.79
12.65,12.67,12.80,12.65
12.70,12.70,12.70,12.70
12.68,12.73,12.73,12.68
12.58,12.20,12.58,12.04
12.20,12.17,12.28,12.17
12.06,12.13,12.13,12.00
12.10,12.30,12.30,12.10
12.33,12.30,12.33,12.30
12.42,12.35,12.42,12.29
12.35,12.34,12.35,12.05
12.33,12.34,12.34,12.32
12.09,12.34,12.34,12.09
12.35,12.57,12.75,12.06
12.57,12.57,12.57,12.57
12.60,12.60,12.60,12.60
12.95,12.95,12.95,12.14
13.00,12.65,13.00,12.61
12.01,12.70,12.70,12.01
12.70,12.70,12.70,12.70
12.45,12.45,12.45,12.45
12.45,12.45,12.45,12.45
12.28,12.80,12.85,12.28
12.30,12.97,12.97,12.30
12.97,12.97,12.97,12.97
12.50,12.45,12.72,12.45
12.55,12.90,12.90,12.55
12.86,12.90,12.90,12.55
12.79,12.79,12.79,12.30
12.73,12.73,12.73,12.73
12.79,12.79,12.79,12.79
12.80,12.80,12.81,12.80
12.90,12.80,12.90,12.80
12.81,12.81,12.81,12.81
12.60,12.65,12.67,12.60
12.75,12.75,12.75,12.75
12.75,12.75,12.75,12.75
12.75,12.75,12.75,12.75
12.72,12.63,12.72,12.63
12.63,12.57,12.63,12.54
12.75,12.75,12.75,12.75
12.60,12.60,12.60,12.60
12.87,12.87,12.87,12.87
12.90,12.89,12.99,12.87
12.99,12.93,12.99,12.66
12.94,13.53,14.59,12.84
13.53,13.23,13.79,13.23
13.06,13.36,13.36,13.06
13.40,13.39,13.40,13.23
13.30,13.30,13.30,13.30
14.23,13.11,14.23,13.11
13.11,13.11,13.11,13.11
13.18,13.20,13.95,13.17
13.16,13.14,13.16,13.14
13.14,13.14,13.14,13.14
13.10,13.74,13.83,13.10
13.71,13.60,13.74,13.60
13.83,13.83,13.83,13.83
13.21,13.21,13.21,13.21
13.53,13.51,13.53,13.51
13.51,13.51,13.51,13.51
13.51,13.51,13.51,13.51
13.41,13.41,13.41,13.41
13.50,13.50,13.50,13.50
13.50,13.50,13.50,13.50
13.45,13.22,13.50,13.16
13.22,13.22,13.22,13.22
13.22,13.22,13.22,13.22
13.18,13.10,14.44,13.09
13.40,13.40,13.40,13.40
13.45,13.45,13.45,13.45
13.38,13.25,13.40,13.23
13.25,13.25,13.25,13.25
13.10,13.40,13.40,13.10
13.16,13.15,13.16,13.15
13.46,13.46,13.46,13.46
13.08,13.34,13.36,13.08
13.10,13.24,13.24,13.10
13.15,13.44,13.44,13.15
13.40,13.11,13.40,13.11
13.17,13.16,13.40,13.16
13.16,13.16,13.16,13.16
13.40,13.40,13.40,13.40
13.40,13.52,13.52,13.40
13.20,13.20,13.20,13.20
13.15,13.15,13.15,13.15
13.65,13.70,13.70,13.62
13.60,13.70,13.70,13.60
13.69,13.10,13.69,13.10
13.12,13.22,13.46,13.12
13.24,13.24,13.24,13.24
13.14,13.22,13.22,13.14
13.22,13.10,13.22,13.09
13.11,13.13,13.34,13.10
13.26,13.27,13.42,13.07
13.20,14.12,14.20,13.10
14.25,14.15,14.40,13.74
14.15,13.96,14.32,13.93
13.96,13.88,14.41,13.82
13.82,13.93,14.07,13.62
13.93,13.93,13.93,13.93
13.93,13.93,13.93,13.93
13.63,13.63,13.63,13.63
13.85,13.85,13.85,13.85
14.39,13.59,14.39,13.59
13.59,13.59,13.59,13.59
13.59,13.59,13.59,13.59
13.55,13.60,14.49,13.53
13.50,13.50,13.50,13.50
13.61,13.55,13.61,13.55
13.55,13.55,13.55,13.55
13.52,13.52,13.52,13.52
13.52,13.52,13.52,13.52
13.58,13.60,13.60,13.55
13.60,13.94,13.99,13.60
13.63,13.75,13.79,13.63
13.91,13.89,13.95,13.80
13.86,13.80,13.90,13.75
13.90,13.52,13.90,13.51
13.79,13.70,13.79,13.51
13.54,13.51,13.61,13.51
13.52,13.46,13.52,13.30
13.46,13.37,13.57,13.29
13.28,13.67,13.80,13.26
13.64,13.27,13.75,13.26
13.58,13.50,13.60,13.38
13.57,13.50,13.57,13.48
13.80,13.46,14.01,13.30
13.50,13.25,13.50,13.25
13.24,13.23,13.30,13.15
13.51,13.22,13.51,13.22
13.30,13.25,13.30,13.24
13.11,13.13,13.64,13.11
13.10,13.13,13.17,13.10
13.20,13.40,13.40,13.20
13.35,13.35,13.35,13.35
13.40,13.45,13.45,13.12
13.50,13.52,13.59,13.50
13.53,13.57,13.57,13.50
13.57,13.57,13.57,13.57
13.57,13.57,13.57,13.57
13.60,13.25,13.60,13.25
13.25,13.25,13.25,13.25
13.55,13.35,13.55,13.35
13.59,13.59,13.59,13.59
13.59,13.59,13.59,13.59
13.59,13.59,13.59,13.59
13.59,13.59,13.59,13.59
13.35,13.36,13.36,13.35
13.36,13.28,13.36,13.12
13.28,13.28,13.28,13.28
13.50,13.63,13.63,13.35
13.55,13.50,13.55,13.50
13.45,13.47,13.55,13.45
13.48,13.11,13.64,13.10
13.38,13.38,13.38,13.38
13.20,13.15,13.22,13.15
13.35,13.25,13.40,13.25
13.25,13.12,13.25,13.12
13.50,13.25,13.50,13.25
13.45,13.26,13.50,13.25
14.00,14.00,14.00,14.00
14.00,14.00,14.00,14.00
13.75,13.32,13.75,13.26
13.27,13.14,13.35,13.14
13.40,13.05,13.40,13.00
13.00,12.91,13.03,12.91
12.91,12.91,12.91,12.91
12.73,12.91,13.29,12.73
12.91,12.60,12.96,12.50
12.55,12.60,12.70,12.50
12.75,12.52,12.78,12.44
12.45,12.45,12.45,12.45
12.69,12.49,12.70,12.49
12.60,13.02,13.02,12.60
12.98,13.39,13.80,12.98
13.45,12.96,13.45,12.75
12.96,12.96,12.96,12.96
12.90,12.64,12.90,12.64
13.15,12.86,13.15,12.86
12.86,12.86,12.86,12.86
13.10,12.97,13.10,12.60
13.75,13.19,13.75,13.19
13.49,13.48,13.50,13.26
13.48,13.50,13.50,13.47
13.50,13.50,13.50,13.49
13.00,13.49,13.50,13.00
13.03,13.50,13.50,13.03
13.50,13.50,13.50,13.04
13.11,13.04,13.50,13.02
13.04,12.49,13.50,12.49
13.05,12.91,13.05,12.91
13.01,12.95,13.01,12.95
13.05,13.13,13.13,12.90
13.20,13.23,13.24,13.20
13.23,13.20,13.23,13.20
13.39,13.39,13.39,13.39
13.46,13.39,13.46,13.39
13.31,13.45,13.45,13.31
13.23,13.46,13.46,13.23
13.43,13.43,13.43,13.43
13.15,13.43,13.43,13.15
13.36,13.36,13.36,13.36
13.40,13.40,13.40,13.40
13.44,13.44,13.44,13.44
13.47,13.47,13.47,13.47
13.46,13.46,13.46,13.46
13.16,13.50,13.50,13.16
13.47,13.47,13.47,13.47
13.21,13.39,13.48,13.16
13.21,13.03,13.21,13.03
12.90,12.67,12.91,12.67
12.65,12.62,13.01,12.50
12.52,12.49,12.52,12.20
12.74,12.53,12.74,12.53
13.00,13.00,13.00,13.00
12.75,12.75,12.85,12.75
12.56,12.86,13.03,12.56
12.70,12.70,12.70,12.70
12.80,12.92,13.00,12.80
12.66,12.66,12.66,12.66
12.61,12.61,12.61,12.61
12.67,12.61,12.67,12.61
12.60,12.60,12.60,12.60
12.59,12.60,12.60,12.59
12.73,12.65,12.73,12.65
12.60,12.65,12.65,12.55
12.55,12.41,12.79,12.41
12.30,12.40,12.45,12.30
12.80,12.55,12.83,12.40
12.71,13.20,13.20,12.71
13.20,13.20,13.20,13.20
13.20,13.20,13.20,13.20
13.03,12.75,13.03,12.75
13.13,13.00,13.13,13.00
13.00,13.00,13.00,13.00
13.01,13.01,13.01,13.01
12.59,12.59,12.59,12.59
12.59,12.59,12.59,12.59
12.64,12.64,12.64,12.64
13.02,13.02,13.02,13.02
13.02,13.02,13.02,13.02
12.65,12.65,12.65,12.65
12.65,12.65,12.65,12.65
12.92,12.92,12.92,12.92
12.68,12.68,12.68,12.68
12.60,12.60,12.60,12.60
12.60,12.54,12.60,12.54
12.50,12.52,12.52,12.50
12.70,12.55,12.70,12.40
12.55,12.50,12.55,12.50
12.75,12.75,12.75,12.75
12.53,12.75,12.75,12.53
12.75,13.13,13.13,12.50
13.13,13.13,13.13,13.13
12.55,12.55,12.55,12.55
12.55,12.55,12.55,12.55
12.50,12.66,12.66,12.50
12.60,12.50,12.60,12.50
12.50,12.50,12.50,12.50
12.50,12.50,12.50,12.50
12.59,12.50,12.59,12.50
12.50,12.50,12.50,12.50
12.45,12.34,12.45,12.34
12.50,12.59,12.60,12.50
12.59,12.59,12.59,12.59
12.59,12.55,12.60,12.50
12.77,12.77,12.77,12.77
12.77,12.77,12.77,12.77
12.77,12.77,12.77,12.77
12.77,12.77,12.77,12.77
13.16,13.00,13.16,12.50
12.95,12.95,12.95,12.95
12.53,12.51,12.53,12.50
12.42,12.25,12.42,12.10
12.25,12.25,12.25,12.25
12.28,12.28,12.28,12.28
12.28,12.10,12.28,12.04
12.05,12.38,12.41,12.05
12.05,12.08,12.08,12.05
12.33,11.90,12.34,11.69
11.73,12.25,12.34,11.73
12.24,12.25,12.25,12.24
12.25,12.25,12.25,12.25
12.22,12.29,12.29,12.21
12.34,12.33,12.34,12.33
12.33,12.33,12.33,12.33
12.33,12.33,12.33,12.33
12.37,12.25,12.37,12.15
12.24,12.24,12.24,12.24
12.24,12.16,12.24,12.16
12.20,12.38,12.38,12.20
12.40,12.40,12.40,12.30
12.50,12.50,12.50,12.50
12.50,12.50,12.50,12.50
12.53,12.55,12.55,12.53
12.54,12.54,12.54,12.54
12.51,12.50,12.51,12.50
12.98,12.96,12.98,12.96
12.96,12.96,12.96,12.96
12.50,12.50,12.50,12.50
12.65,12.65,12.65,12.65
12.65,12.65,12.65,12.65
12.95,12.96,12.96,12.95
12.96,12.96,12.96,12.96
12.80,12.80,12.80,12.80
12.80,12.80,12.80,12.80
12.55,12.55,12.55,12.55
12.55,12.55,12.55,12.55
12.65,12.62,12.65,12.62
12.62,12.62,12.62,12.62
12.62,12.62,12.62,12.62
12.68,12.63,13.50,12.63
12.96,12.96,12.96,12.96
12.96,12.96,12.96,12.96
12.96,12.96,12.96,12.96
12.75,12.63,12.83,12.63
13.02,12.96,13.48,12.75
12.94,12.94,12.94,12.94
12.90,12.90,12.90,12.90
12.80,12.56,12.80,12.56
12.56,12.56,12.56,12.56
12.56,12.56,12.56,12.56
12.56,12.56,12.56,12.56
12.56,12.56,12.56,12.56
13.21,13.21,13.21,13.21
13.50,13.50,13.50,12.57
13.50,13.50,13.50,13.50
13.50,13.50,13.50,13.50
12.75,12.75,12.75,12.75
12.75,12.75,12.75,12.75
12.75,12.75,12.75,12.75
12.75,12.75,12.75,12.75
12.73,12.73,12.73,12.73
13.02,12.70,13.38,12.25
13.20,13.20,13.20,13.19
13.00,13.00,13.00,13.00
13.50,13.50,13.50,13.50
13.01,13.00,13.10,13.00
13.01,13.01,13.01,13.01
12.76,12.75,12.76,12.75
13.00,13.00,13.00,13.00
12.51,12.54,12.54,12.50
12.56,12.56,12.56,12.56
12.97,12.57,12.97,12.57
13.01,13.01,13.01,13.01
12.70,12.84,12.84,12.67
12.84,12.84,12.84,12.84
12.85,12.85,12.85,12.85
12.85,12.85,12.85,12.85
12.63,12.60,12.63,12.60
12.60,12.60,12.60,12.60
12.60,12.80,12.80,12.60
12.60,12.60,12.60,12.60
12.79,12.80,12.80,12.79
12.80,12.80,12.80,12.80
12.92,12.92,12.92,12.92
12.90,12.90,12.90,12.90
12.90,12.90,12.90,12.90
12.90,12.90,12.90,12.90
12.90,12.90,12.90,12.90
12.90,12.90,12.90,12.90
12.90,12.90,12.90,12.90
12.90,12.90,12.90,12.90
12.90,12.90,12.90,12.90
12.90,12.90,12.90,12.90
12.90,12.90,12.90,12.90
12.90,12.90,12.90,12.90
12.90,12.90,12.90,12.90
12.55,12.50,12.75,12.50
12.52,12.50,12.78,12.50
12.50,12.12,12.60,12.04
12.04,11.92,12.59,11.92
11.93,11.91,12.20,11.90
11.93,11.97,12.41,11.91
12.13,12.00,12.15,12.00
12.02,12.02,12.40,12.00
12.34,12.09,12.37,12.02
12.75,12.96,13.00,12.11
12.84,13.25,13.50,12.84
12.32,12.81,13.37,12.13
13.00,13.00,13.08,12.96
12.85,12.85,12.85,12.85
12.82,12.82,12.82,12.82
12.85,12.85,12.85,12.85
12.85,12.85,12.85,12.85
12.85,12.35,13.00,12.12
12.49,12.36,12.49,12.36
12.33,12.33,12.33,12.33
12.19,12.14,12.53,12.14
12.20,12.20,12.20,12.20
12.20,12.60,13.40,12.20
12.41,12.41,12.41,12.41
12.61,12.14,12.65,12.07
12.27,12.47,12.63,12.27
12.38,12.38,12.38,12.38
12.41,12.41,12.41,12.41
12.39,12.39,12.39,12.39
12.60,12.58,13.39,12.55
12.55,12.51,12.55,12.51
12.65,12.65,12.65,12.65
12.94,12.65,12.94,12.65
12.92,12.91,12.92,12.91
13.07,13.08,13.08,13.07
13.10,13.04,13.11,13.00
13.10,13.45,13.49,13.10
13.52,13.25,13.52,13.25
13.03,13.07,13.07,13.00
13.25,13.25,13.25,13.25
13.30,12.74,13.30,12.67
12.99,13.25,13.37,12.99
13.25,13.25,13.25,13.25
13.30,13.30,13.30,13.30
13.35,13.30,13.35,13.30
13.50,13.30,13.50,13.25
13.30,13.30,13.30,13.30
13.21,13.21,13.21,13.21
13.25,13.25,13.25,13.25
13.25,13.27,13.27,13.25
13.27,13.27,13.27,13.27
13.27,13.27,13.27,13.27
13.45,13.03,13.45,12.81
13.38,12.15,13.38,12.15
12.38,12.38,12.38,12.38
12.68,12.64,13.09,12.45
13.09,12.51,13.09,12.51
12.51,12.51,12.51,12.51
12.51,12.51,12.51,12.51
12.51,12.51,12.51,12.51
12.84,12.84,12.84,12.84
12.51,12.91,12.91,12.51
12.91,12.91,12.91,12.91
12.91,12.91,12.91,12.91
12.91,12.91,12.91,12.91
12.91,12.91,12.91,12.91
12.79,12.58,12.79,12.58
12.57,12.60,12.60,12.57
12.60,12.60,12.60,12.60
12.60,12.65,12.65,12.60
12.65,12.65,12.65,12.65
12.65,12.50,12.74,12.50
12.50,12.50,12.50,12.50
12.50,12.50,12.50,12.50
12.51,12.50,12.51,12.50
12.50,12.50,12.50,12.50
12.50,12.50,12.50,12.50
12.50,12.65,12.85,12.50
13.03,12.51,13.03,12.51
12.73,12.73,12.73,12.73
12.52,12.52,12.52,12.52
13.38,12.72,13.38,12.72
13.45,12.50,13.45,12.50
12.70,12.55,13.01,12.51
12.95,12.55,12.95,12.55
12.62,12.60,12.68,12.60
12.76,12.78,12.80,12.76
12.64,12.54,12.96,12.34
12.54,12.54,12.54,12.54
12.67,12.88,13.05,12.67
13.06,13.27,13.45,13.06
13.08,13.12,13.20,13.08
13.00,13.00,13.00,13.00
13.00,13.00,13.00,13.00
12.91,12.92,12.92,12.60
12.92,12.92,12.92,12.92
13.00,13.04,13.04,13.00
13.04,13.04,13.04,13.04
13.40,13.40,13.40,13.40
13.39,13.39,13.39,13.39
13.17,13.17,13.17,13.17
13.17,13.17,13.17,13.17
13.17,13.17,13.17,13.17
13.17,13.17,13.17,13.17
13.17,13.17,13.17,13.17
13.17,13.17,13.17,13.17
13.17,13.17,13.17,13.17
13.20,13.20,13.20,13.20
13.45,13.45,13.45,13.45
13.45,13.45,13.45,13.45
13.29,13.25,13.50,13.25
13.25,13.25,13.25,13.25
13.40,13.40,13.40,13.40
13.32,13.32,13.32,13.32
13.32,13.32,13.32,13.32
13.27,13.25,13.27,13.25
13.25,13.50,13.50,13.25
13.50,13.50,13.50,13.50
13.50,13.50,13.50,13.48
13.50,13.50,13.50,13.50
13.50,13.50,13.50,13.50
13.49,13.25,13.49,13.25
13.25,13.25,13.25,13.25
13.30,13.25,13.30,13.25
13.37,13.32,13.37,13.32
13.35,13.45,13.45,13.35
13.49,13.50,13.50,13.49
13.40,13.25,13.40,13.25
13.40,13.40,13.40,13.40
13.31,13.31,13.31,13.31
13.30,13.30,13.30,13.30
13.25,13.25,13.25,13.25
13.30,13.30,13.30,13.30
13.30,13.30,13.30,13.30
13.50,13.30,13.50,13.30
13.50,13.50,13.50,13.33
13.50,13.50,13.50,13.50
13.30,13.30,13.30,13.30
13.49,13.49,13.49,13.49
13.25,13.25,13.48,13.25
13.47,13.45,13.65,13.45
13.50,13.45,13.55,13.45
13.47,13.50,13.53,13.45
13.64,13.64,13.64,13.64
13.59,13.59,13.59,13.59
13.55,13.55,13.55,13.55
13.55,13.74,13.75,13.55
13.75,13.75,13.75,13.72
13.85,14.00,14.41,13.84
13.96,14.27,14.47,13.96
14.19,14.15,14.20,14.06
14.15,14.25,14.25,14.15
14.30,14.58,14.72,14.30
14.66,14.62,14.66,14.62
14.62,14.62,14.62,14.62
14.62,14.62,14.62,14.62
13.69,13.69,13.69,13.69
14.50,14.02,14.50,14.02
14.02,14.02,14.02,14.02
13.80,13.80,13.80,13.80
15.03,15.03,15.03,15.03
14.77,14.10,14.77,14.10
14.50,14.55,14.55,14.50
14.55,14.65,14.66,14.55
14.41,14.41,14.41,14.41
14.40,14.40,14.40,14.36
14.40,14.40,14.40,14.40
14.06,14.60,14.60,14.05
14.20,14.20,14.20,14.20
14.27,14.25,14.27,14.25
14.25,14.25,14.25,14.25
14.59,14.53,14.59,14.26
14.25,14.54,14.54,14.25
14.54,14.54,14.54,14.54
14.57,14.40,14.57,14.30
14.40,14.40,14.40,14.40
14.55,14.55,14.55,14.55
14.55,14.55,14.55,14.55
14.65,15.00,15.00,14.63
14.85,14.85,14.85,14.85
14.86,14.55,14.91,14.55
14.55,14.55,14.55,14.55
15.00,14.86,15.00,14.86
15.00,14.90,15.00,14.85
14.95,15.05,15.05,14.86
15.00,15.20,15.20,15.00
15.20,15.20,15.20,15.20
15.25,15.50,15.50,15.21
15.50,15.50,15.50,15.50
