GLD,SPDR Gold Trust,NASDAQ
117.83,117.34,118.20,116.97
118.98,118.36,119.10,118.36
118.26,118.30,119.13,117.59
118.59,118.23,118.70,117.73
116.69,116.67,116.79,115.95
115.57,115.73,115.80,115.11
115.75,116.65,116.74,115.48
116.80,115.85,117.00,115.71
115.95,116.86,117.50,115.91
117.12,116.09,117.47,115.79
116.38,115.52,116.47,115.30
114.95,113.51,114.99,113.21
113.48,113.78,113.93,113.08
113.54,114.29,114.35,113.34
114.36,115.49,115.73,114.08
116.12,115.54,116.39,115.20
115.88,115.99,116.44,115.81
117.41,116.72,117.65,116.65
117.01,116.98,117.10,116.35
117.99,117.84,118.42,117.49
117.76,117.40,117.85,117.23
116.59,117.73,118.09,116.40
117.74,117.34,118.14,116.58
118.56,118.77,118.86,118.46
118.82,118.74,118.89,118.36
119.70,119.73,119.82,119.46
119.75,119.75,119.97,119.60
119.23,120.22,120.51,119.00
120.65,120.39,120.99,120.11
119.97,119.97,120.07,119.45
119.91,119.78,120.07,119.42
118.77,120.36,120.80,118.71
121.12,121.36,121.38,120.67
121.09,120.96,122.95,120.50
121.20,121.01,121.45,120.42
120.85,120.91,121.06,120.58
121.77,122.08,122.19,121.46
122.15,121.69,122.21,121.43
122.38,122.29,122.48,121.89
121.39,121.86,122.39,121.15
122.91,122.70,123.06,122.63
122.82,122.71,123.42,122.60
122.44,121.56,122.88,121.38
121.40,121.73,122.30,121.39
121.63,121.62,122.11,121.39
122.92,124.02,124.59,121.55
123.97,123.94,124.29,123.43
124.50,124.63,124.77,124.19
125.03,124.54,125.03,124.27
125.09,124.87,125.45,124.78
124.77,126.01,126.17,124.16
126.58,126.20,126.63,125.70
126.20,126.30,126.66,125.81
126.91,126.69,127.00,126.30
126.90,126.72,126.91,126.48
126.42,127.85,128.03,126.11
127.93,127.95,128.24,127.52
128.15,127.91,128.28,126.61
127.91,128.91,129.07,127.91
128.52,128.46,128.62,128.22
130.11,130.99,131.12,129.87
131.45,131.81,131.86,131.34
132.60,130.37,132.67,129.51
130.78,131.66,131.88,130.47
131.28,132.29,132.33,130.98
132.06,131.96,132.21,131.36
132.73,134.07,134.31,132.63
134.06,134.75,134.85,133.90
134.24,133.68,134.46,133.07
133.46,134.28,134.34,133.16
130.46,130.11,131.59,129.75
130.36,131.32,131.65,130.32
131.08,129.47,131.59,128.72
129.47,129.73,129.75,128.97
131.16,130.85,131.38,130.21
129.99,130.88,131.14,129.73
129.93,129.52,130.00,128.79
130.36,131.24,131.50,129.84
131.48,132.62,132.82,131.06
132.85,131.92,133.07,131.76
132.44,132.49,132.59,131.88
132.28,131.57,132.52,129.48
134.64,136.03,136.13,134.24
135.14,136.38,136.61,134.95
135.92,137.78,137.79,135.53
138.70,135.59,139.15,135.05
137.03,137.24,137.28,135.15
137.62,137.66,137.75,136.45
135.89,133.69,136.31,132.82
133.86,132.42,134.49,132.39
132.24,130.97,132.38,129.83
130.77,130.38,131.37,130.13
131.82,132.09,132.78,131.55
131.48,132.20,132.35,131.01
132.13,133.48,133.60,131.69
133.60,134.41,135.07,133.46
134.36,134.18,134.70,133.74
132.38,133.11,133.16,131.93
133.19,133.51,133.75,132.33
135.21,135.42,135.75,134.78
135.71,135.38,136.14,134.96
135.62,135.20,136.59,135.15
136.62,138.07,138.11,136.48
138.14,139.11,139.46,137.73
139.46,136.50,139.54,136.46
135.91,134.79,136.29,133.88
135.69,135.37,136.16,134.88
134.94,135.41,135.48,133.95
136.26,136.05,136.64,135.86
136.27,136.18,137.21,135.86
135.34,134.70,135.93,134.68
134.21,133.81,134.23,132.86
133.97,134.20,134.63,133.22
135.13,135.11,135.44,134.33
135.17,135.32,135.78,134.79
135.60,135.05,135.70,134.97
134.26,134.66,134.90,133.93
134.96,135.02,135.06,134.49
136.85,137.22,137.34,136.62
137.38,137.71,138.05,137.19
137.58,137.03,137.71,136.94
137.78,138.72,138.77,137.72
138.67,138.00,139.00,137.88
136.24,134.75,136.28,134.16
133.50,134.37,134.68,133.10
134.05,133.83,134.38,133.14
133.38,133.58,134.61,133.18
133.85,134.12,134.20,133.24
134.79,134.91,135.16,133.96
134.79,135.46,135.58,134.35
135.66,134.05,135.68,133.63
133.17,132.69,133.60,132.22
133.63,133.43,134.00,133.17
134.34,133.72,134.40,133.40
131.76,131.20,132.10,131.04
130.76,131.03,131.43,130.53
131.01,130.36,131.63,130.14
129.65,130.10,130.27,129.07
129.83,131.16,131.17,129.28
130.29,127.93,130.49,127.80
127.97,130.28,131.48,127.95
129.27,129.87,130.51,129.25
130.52,130.80,131.08,129.33
130.37,130.45,130.60,129.45
130.07,132.20,132.32,129.28
131.84,131.66,132.70,131.23
131.67,131.68,131.95,131.23
132.96,133.14,133.50,132.80
133.19,133.07,133.39,132.49
132.11,132.85,133.31,132.00
133.01,132.32,133.44,132.09
132.95,132.95,133.38,132.70
133.86,133.97,134.17,133.63
134.23,134.10,134.86,133.45
134.74,135.04,135.16,134.47
135.17,135.41,135.80,134.88
136.92,136.29,137.22,136.19
136.97,137.51,138.20,136.92
138.04,136.48,138.14,135.73
137.22,137.38,137.74,136.77
137.65,137.66,138.14,137.03
138.57,140.03,140.03,138.49
140.24,139.92,140.55,139.48
138.81,138.09,139.13,137.57
138.63,139.35,139.75,138.61
140.29,139.72,140.61,139.28
139.65,139.36,139.66,138.83
139.92,139.41,139.95,138.94
138.50,137.77,138.50,136.85
137.29,138.22,138.93,137.18
139.33,138.86,139.55,138.61
135.35,136.27,136.94,135.23
136.52,136.24,137.20,135.80
136.56,136.97,137.08,136.25
138.14,138.37,138.83,137.76
139.50,139.14,139.91,138.97
138.88,139.05,139.36,138.67
139.61,140.34,140.55,139.55
140.27,139.22,141.28,138.83
140.00,139.26,140.24,138.66
137.82,138.54,138.83,137.78
138.21,138.21,138.82,137.94
139.07,138.67,139.18,137.68
140.08,139.86,140.40,139.78
138.65,139.20,139.55,137.72
140.13,139.84,140.26,139.45
139.58,142.05,142.09,139.52
142.40,142.38,142.62,141.77
142.23,142.51,142.89,141.80
143.34,143.66,143.84,142.97
143.28,142.64,143.49,142.28
142.74,141.61,142.82,140.75
142.39,141.90,142.53,141.48
142.35,143.81,143.83,142.23
143.85,145.05,145.12,143.57
145.21,145.93,146.07,144.63
145.73,145.93,146.24,145.18
146.37,146.50,146.84,145.74
146.57,146.74,147.06,146.32
147.57,146.87,147.58,146.42
146.47,146.38,146.62,145.48
147.38,149.20,149.21,146.52
149.30,149.82,150.00,148.60
149.90,152.37,153.03,149.75
151.46,150.41,153.61,150.36
150.43,149.88,150.97,148.85
149.86,147.73,150.34,146.76
146.82,143.47,147.58,142.55
145.24,145.30,146.09,144.40
146.67,147.38,147.58,146.34
147.19,147.90,148.19,146.93
147.24,146.54,147.35,145.77
145.88,146.59,147.12,144.96
146.72,145.63,147.28,144.49
145.88,145.37,146.67,145.19
144.23,144.74,144.78,143.42
145.55,145.60,146.22,145.14
145.12,145.65,145.85,144.86
145.82,147.49,147.78,144.90
147.04,147.83,147.95,146.97
148.48,148.59,149.05,148.18
148.72,148.58,149.37,148.52
148.45,148.22,148.61,147.59
149.02,149.70,149.92,148.96
149.88,149.64,150.16,149.41
149.66,149.91,151.13,149.43
150.15,149.50,150.38,148.07
150.28,150.22,150.66,149.62
150.82,150.48,151.45,150.21
150.67,150.42,150.85,149.68
150.02,149.81,150.38,149.30
150.01,150.56,151.02,149.75
149.04,149.24,149.78,148.69
148.66,147.77,149.04,147.19
147.70,148.67,148.73,147.48
148.16,149.12,149.55,147.92
148.83,148.97,149.49,148.22
148.87,149.94,150.29,148.83
150.08,150.03,150.79,149.58
150.26,150.76,150.87,150.18
151.01,150.99,151.86,150.56
148.67,148.34,148.84,147.26
147.86,146.26,148.02,145.97
145.93,145.73,146.40,145.20
146.16,146.24,146.77,145.67
146.77,147.18,147.42,146.44
147.18,146.00,147.41,145.98
144.76,144.93,145.07,143.97
146.96,147.63,147.82,146.85
148.70,148.91,149.44,148.58
148.97,149.15,149.35,148.29
150.32,150.25,150.50,149.99
151.33,151.59,151.69,150.20
151.24,152.77,153.32,150.77
153.76,154.14,154.71,153.58
154.81,154.54,155.24,153.95
154.34,155.20,155.29,154.22
155.76,156.57,156.58,155.67
156.32,154.66,156.32,154.10
154.22,156.02,156.02,154.11
155.91,154.83,156.04,154.33
156.00,156.12,156.56,155.68
157.60,157.34,157.80,156.72
156.97,157.77,157.79,156.60
158.47,157.19,158.64,156.69
157.54,157.32,157.60,156.11
158.43,158.29,159.25,157.68
157.47,157.72,158.97,156.78
159.33,161.52,161.62,158.97
162.36,161.49,162.86,161.34
163.61,160.64,163.87,159.68
161.64,161.75,162.37,160.48
165.48,167.12,167.61,164.76
169.93,168.61,173.15,167.48
172.46,174.58,175.13,171.62
172.28,170.75,172.34,168.65
169.57,169.97,170.06,167.77
169.32,171.80,171.91,168.95
172.60,173.92,174.07,172.50
173.87,174.42,174.68,173.25
177.15,177.72,178.10,176.41
181.64,179.95,181.67,178.91
181.95,184.59,184.82,181.60
182.24,177.67,183.82,177.50
177.90,171.65,178.31,170.31
167.00,172.36,172.81,165.88
173.57,177.47,177.55,171.75
175.95,173.89,176.01,172.88
177.70,179.10,179.31,176.66
177.73,177.72,179.16,176.33
177.44,177.87,178.26,176.55
182.82,183.24,183.51,182.10
184.58,182.90,185.85,181.31
176.19,177.08,178.09,174.45
181.39,181.81,182.12,179.77
179.76,180.70,181.95,179.17
178.73,176.67,178.99,175.33
177.52,178.54,179.54,176.29
177.55,177.21,177.78,176.05
174.61,174.40,174.85,172.56
173.72,176.03,177.40,173.71
176.83,173.31,176.86,172.20
173.18,175.78,176.37,172.84
174.79,173.59,176.73,173.14
169.30,169.05,170.32,167.48
164.51,159.80,165.72,158.55
157.12,157.58,158.80,154.19
161.61,160.63,162.29,159.91
160.73,156.22,161.29,155.56
158.12,157.70,158.20,156.14
157.30,158.06,160.00,156.33
161.09,160.96,161.56,159.93
160.95,157.64,161.03,155.27
158.01,159.46,160.32,156.44
160.02,160.49,161.11,158.77
161.02,159.18,161.58,158.23
162.05,163.27,163.32,161.14
162.21,162.10,162.51,161.21
163.70,163.26,164.00,162.50
162.30,162.30,162.48,160.82
163.33,163.40,163.82,162.25
164.00,162.62,164.16,161.95
159.96,161.84,162.03,158.30
161.09,159.87,161.43,159.55
157.62,157.77,158.42,156.05
159.99,159.52,160.45,158.94
160.55,161.02,161.33,160.22
161.24,165.59,166.34,160.41
167.03,167.40,168.05,166.42
167.59,169.55,170.29,166.65
169.64,169.62,169.94,168.75
167.76,167.34,168.16,166.91
164.03,167.38,167.41,163.61
168.59,169.06,169.74,167.30
171.17,171.72,172.04,169.90
171.03,170.85,171.34,170.16
172.85,174.98,175.00,172.71
174.35,173.53,175.46,172.90
174.28,172.07,174.81,171.61
172.43,171.14,172.59,168.83
172.10,173.96,174.05,172.07
173.74,173.20,173.86,172.59
173.35,173.36,173.81,171.90
171.63,171.51,172.96,170.57
170.04,167.10,170.30,166.39
167.23,167.62,168.69,166.60
166.61,163.50,166.71,162.07
164.74,165.31,165.92,164.61
164.55,164.83,165.37,163.12
163.33,163.40,165.20,163.29
166.93,166.63,167.14,165.98
166.40,166.88,167.33,166.08
169.70,170.13,170.30,169.06
169.85,169.63,170.57,168.59
170.65,169.82,170.80,169.36
169.06,167.32,169.95,167.06
166.31,168.18,168.57,165.53
168.79,169.40,169.52,167.76
166.96,165.98,167.63,165.73
166.43,166.40,167.34,166.12
162.35,161.99,162.41,161.14
161.86,158.45,163.19,157.76
156.79,152.89,157.34,152.05
154.74,152.33,154.95,151.71
154.31,155.23,155.37,153.90
155.48,154.87,155.86,154.36
156.82,156.98,157.43,156.58
156.98,157.16,157.53,156.13
156.35,156.04,156.80,155.33
156.35,156.31,156.49,155.82
155.08,154.91,155.55,154.54
154.05,151.03,154.26,150.66
149.09,150.34,150.72,148.27
152.14,151.99,153.75,151.79
154.76,155.92,156.30,154.55
155.43,156.71,157.38,155.34
155.37,157.78,158.03,155.25
158.59,157.20,158.63,156.38
157.36,156.50,157.59,156.19
158.97,158.64,159.47,158.47
159.34,159.67,160.05,158.91
161.02,160.38,161.62,159.83
159.32,159.26,159.59,158.01
161.17,160.50,161.65,160.42
159.94,161.60,161.64,159.68
160.96,161.22,161.45,160.33
160.50,162.07,162.09,160.00
162.32,163.16,163.47,162.32
161.81,162.01,162.37,161.53
161.07,166.42,166.55,160.29
168.05,167.27,168.31,167.05
167.44,168.97,169.00,167.41
168.19,168.03,168.54,167.74
169.77,169.31,169.86,167.72
169.75,169.56,170.18,169.08
169.96,171.05,171.23,169.68
169.88,167.64,170.14,167.51
166.96,167.18,167.68,166.61
167.38,169.70,170.09,167.15
169.26,168.50,169.96,167.50
170.01,168.02,170.37,167.67
166.49,167.14,167.64,166.33
167.33,167.51,167.94,166.74
167.65,167.12,167.93,166.42
168.63,168.11,168.75,167.19
166.33,168.00,168.14,166.17
168.29,167.35,168.33,166.87
169.65,171.02,171.07,169.59
170.40,172.94,173.17,170.19
172.69,173.02,173.77,172.28
172.63,172.23,173.04,172.00
172.14,171.70,172.92,171.58
172.84,173.49,174.00,172.60
173.19,164.29,173.59,164.00
166.10,166.61,167.72,165.75
166.23,166.34,166.83,165.63
165.77,165.65,165.91,164.55
162.15,162.70,162.81,161.78
162.76,163.63,164.02,162.51
164.74,165.28,165.55,164.05
163.64,166.38,166.57,163.25
165.33,165.07,165.58,164.40
163.94,162.30,165.41,161.43
159.61,159.57,160.58,158.80
159.73,161.08,161.98,159.28
160.08,161.30,161.54,159.92
160.85,161.59,162.30,160.72
160.20,160.13,161.08,159.77
160.63,160.21,161.48,160.15
158.20,159.57,159.71,158.13
160.88,161.53,161.88,160.52
163.17,164.40,164.54,162.95
164.52,163.24,164.89,163.13
162.71,161.51,162.98,160.66
161.14,161.28,161.46,159.81
161.67,162.12,162.33,161.22
161.96,162.94,163.56,161.81
163.23,159.89,163.23,159.17
157.70,157.21,158.03,156.58
157.87,158.31,158.68,157.78
159.72,159.37,160.01,158.91
159.66,161.10,161.58,158.47
161.20,161.07,161.54,160.74
160.74,162.70,163.20,160.46
162.45,160.85,162.46,160.17
160.51,160.46,161.18,159.53
160.54,160.25,160.96,158.75
159.49,159.31,160.12,159.07
160.00,159.43,160.64,159.02
159.25,159.54,159.91,159.20
158.20,159.07,159.18,157.88
159.63,159.30,160.18,159.29
159.48,159.62,159.96,157.76
160.46,161.03,161.38,160.10
161.78,161.38,161.97,161.15
160.49,161.88,161.88,160.31
162.09,161.32,162.18,160.89
160.74,160.59,160.78,159.76
159.16,158.97,159.48,158.37
158.82,159.47,159.98,158.57
159.31,159.08,159.34,158.45
156.61,156.00,156.73,154.92
154.10,154.47,154.98,153.60
155.16,154.77,155.57,154.64
153.44,153.56,154.47,153.24
151.58,151.33,152.03,151.00
151.16,149.74,151.44,149.63
149.48,149.46,150.70,148.60
150.83,152.80,153.40,150.38
154.46,154.55,155.13,153.97
154.11,154.65,154.95,153.86
153.59,152.08,154.42,151.55
151.50,151.62,151.84,148.84
152.71,151.41,152.91,150.62
151.89,152.68,152.85,151.63
153.47,151.02,153.62,150.25
149.74,151.91,152.38,148.53
152.03,151.62,152.71,150.62
155.41,157.50,158.31,154.87
157.26,157.32,157.44,156.16
156.92,157.14,157.27,156.42
158.90,157.21,159.20,156.59
157.82,154.50,157.84,153.19
153.02,154.73,154.83,153.00
154.83,155.36,155.40,153.55
155.49,156.46,157.04,155.45
157.61,157.12,157.65,156.42
157.64,157.75,157.94,156.24
157.75,157.84,158.46,157.42
157.46,157.93,158.21,156.54
158.00,157.16,158.14,156.97
156.00,155.97,157.37,154.26
153.73,152.02,154.23,151.80
152.04,152.64,152.70,151.21
152.58,153.76,154.16,152.25
153.03,152.62,153.30,152.13
153.30,152.83,153.45,152.15
151.90,151.05,152.16,150.15
155.13,155.19,155.95,154.52
154.67,155.09,155.55,154.34
156.97,157.46,157.72,156.77
155.44,155.68,156.40,154.45
154.23,153.71,154.49,152.95
153.61,154.04,154.58,153.43
155.13,152.15,155.18,151.78
152.58,152.99,153.45,152.02
151.26,152.59,153.07,150.85
153.45,154.14,154.94,153.44
154.43,154.21,154.75,153.98
154.01,153.47,154.50,152.45
152.67,153.05,153.60,152.40
153.73,153.38,154.32,152.93
152.97,153.67,154.00,152.75
152.50,153.03,153.33,152.29
153.63,153.52,153.80,152.20
155.33,155.67,156.29,155.05
156.70,156.77,157.26,156.05
157.64,157.54,157.96,156.66
156.84,157.43,157.66,154.81
157.60,156.49,157.72,156.26
155.18,155.14,155.79,154.41
154.66,154.13,155.14,153.61
154.65,155.55,155.89,154.42
155.92,156.30,156.73,155.74
156.37,156.28,156.63,156.01
156.49,156.48,156.86,156.26
156.36,156.99,157.00,156.28
156.90,157.18,157.82,156.65
157.05,155.99,157.45,155.90
155.06,155.13,155.58,154.83
155.32,155.63,155.82,155.27
155.85,156.56,157.09,155.50
157.06,156.72,157.07,156.22
156.52,157.26,157.40,156.47
158.81,158.83,159.20,158.69
159.19,160.54,160.63,158.51
161.41,161.89,162.45,161.23
161.87,161.97,162.35,161.33
161.77,161.36,162.29,161.34
161.63,161.64,162.19,161.30
161.60,160.59,161.68,160.18
161.26,160.52,161.31,160.01
161.14,164.22,164.22,159.56
164.11,164.48,164.77,163.66
164.12,164.31,164.39,163.81
165.16,164.89,165.78,164.80
167.77,168.44,169.00,167.37
167.84,167.29,168.14,167.23
168.22,167.90,168.53,167.79
168.84,167.92,168.87,167.25
167.87,171.31,171.91,166.30
171.89,171.80,172.23,171.31
171.77,170.40,171.96,170.06
170.81,171.72,171.95,170.67
171.88,171.74,172.03,171.19
171.03,171.47,171.69,170.23
172.93,171.96,173.18,171.54
170.63,171.05,171.39,170.57
171.76,170.77,172.11,170.50
169.46,169.81,170.05,168.34
171.02,172.34,172.60,170.76
172.03,171.89,172.48,171.34
172.83,172.29,173.62,171.77
172.47,172.10,172.70,171.59
172.51,172.41,172.61,171.89
173.20,173.61,174.07,172.92
172.87,172.62,173.37,172.01
171.75,172.05,172.28,171.68
171.86,170.99,172.17,170.56
170.54,170.84,171.34,170.30
171.30,171.32,171.95,171.13
171.15,170.06,171.41,169.81
169.01,168.35,169.10,167.53
168.87,169.42,169.45,168.67
169.21,169.54,169.95,168.92
168.80,168.79,169.31,168.59
168.42,166.97,168.45,166.23
167.08,167.58,167.63,167.03
166.04,165.43,166.06,165.12
165.78,164.86,165.83,164.60
166.29,166.02,166.53,165.77
166.23,165.93,166.60,165.77
166.47,166.83,167.28,166.38
167.02,166.07,167.04,166.04
164.45,162.60,164.47,162.30
163.12,163.23,163.42,162.81
163.91,166.30,166.77,163.61
166.87,166.49,167.13,165.04
166.14,167.99,168.16,166.12
168.21,167.82,168.54,167.55
168.10,167.45,168.28,167.21
166.66,167.10,167.94,166.63
167.46,167.14,168.04,166.78
167.00,166.09,167.05,165.18
165.74,165.88,166.36,165.47
167.75,167.87,168.16,167.38
167.75,167.39,168.02,166.84
167.19,167.56,167.82,166.97
167.97,169.61,170.01,167.80
169.56,169.43,169.73,169.25
169.14,168.71,169.40,168.62
165.43,166.55,166.84,165.38
167.14,167.18,167.50,166.85
166.94,166.05,167.22,165.53
166.11,166.13,166.92,166.04
164.06,164.42,164.83,163.87
164.22,164.12,164.50,163.20
163.72,164.50,165.00,163.53
164.88,165.16,165.22,164.60
166.11,165.80,166.16,165.71
165.45,165.65,165.66,165.12
166.20,165.77,166.94,165.36
163.87,164.37,164.90,163.78
164.17,164.13,164.48,164.02
164.16,164.44,164.62,164.13
164.35,162.08,164.43,160.90
161.31,161.69,162.22,161.11
159.87,159.73,160.12,158.39
159.82,160.33,160.76,159.78
160.88,160.62,160.96,160.47
161.36,160.78,161.49,160.64
160.23,161.16,161.31,160.05
160.94,160.54,160.97,160.15
160.90,162.02,162.75,160.77
163.49,163.17,164.14,163.14
162.48,161.20,162.88,160.83
159.52,160.44,160.63,158.89
159.36,159.43,159.96,159.15
160.46,160.56,160.99,160.01
160.77,160.49,160.83,159.90
161.61,161.98,162.56,161.61
161.86,161.06,161.90,160.11
161.88,161.54,161.97,161.13
162.80,162.56,163.17,162.35
162.42,162.65,163.03,162.15
161.94,163.35,164.40,161.83
163.95,163.09,163.97,163.02
163.48,163.67,164.22,163.37
163.92,163.21,163.95,163.00
161.98,161.42,162.27,161.18
160.56,160.65,161.04,160.31
160.24,160.29,160.73,160.02
161.01,160.99,161.31,160.69
162.68,162.19,163.04,162.03
161.62,161.20,161.81,160.47
162.66,161.45,162.77,160.87
161.19,162.00,162.42,161.15
162.75,161.96,162.79,161.33
162.13,162.39,162.63,161.99
161.24,161.84,162.96,161.13
161.46,161.57,162.02,161.20
159.78,159.70,159.98,159.25
159.35,159.89,160.05,158.88
159.60,159.05,159.64,158.77
159.31,158.35,159.65,158.04
156.42,155.76,156.58,154.56
155.80,155.33,155.84,154.93
153.90,151.44,153.93,150.84
152.00,152.62,153.41,151.90
152.26,152.97,152.99,151.93
153.52,154.34,154.56,153.31
154.39,156.22,156.80,153.32
155.46,154.57,155.60,154.08
154.09,153.00,154.16,152.39
153.16,152.44,153.61,152.14
152.45,152.30,152.74,151.87
153.10,152.38,153.39,152.11
152.17,153.23,153.38,151.65
153.02,152.69,153.21,152.40
151.61,152.71,153.29,151.40
152.82,152.99,153.06,152.65
154.07,154.19,154.69,153.90
154.26,153.66,154.60,153.42
153.02,153.68,154.17,153.01
154.12,154.00,154.72,153.97
155.70,155.38,155.93,155.00
155.22,156.08,156.34,155.10
155.53,155.37,155.83,154.88
156.17,156.25,156.43,155.88
155.45,155.55,155.99,155.42
154.71,155.24,155.57,154.36
154.47,154.72,154.91,154.28
154.67,155.36,155.62,154.51
154.50,154.45,154.80,154.22
154.57,154.67,154.93,154.30
153.09,152.43,153.31,152.26
152.02,150.73,152.53,149.92
149.65,150.29,150.60,149.44
151.54,152.81,152.96,151.07
152.39,152.16,152.59,151.60
152.32,153.34,153.85,152.28
152.67,150.75,152.71,150.58
150.76,151.05,151.71,150.63
148.65,143.95,148.85,143.43
136.00,131.31,136.75,130.51
134.90,132.80,135.11,131.76
133.81,132.87,134.95,132.32
134.12,134.30,135.31,133.62
136.00,135.47,136.02,134.60
138.15,137.90,138.27,137.22
137.22,136.88,137.24,135.85
138.09,138.37,138.55,137.45
140.00,141.63,142.08,139.79
142.30,140.91,143.43,140.04
142.13,142.30,142.66,141.49
142.27,142.77,142.83,141.55
140.59,141.11,141.55,139.30
142.00,141.92,142.47,141.64
141.70,142.09,142.71,141.40
142.33,142.15,142.46,141.63
140.38,140.38,140.64,139.37
141.78,142.46,142.81,141.49
141.33,140.81,142.36,140.51
138.22,139.60,139.75,137.26
138.46,138.43,138.97,138.16
137.95,137.81,139.16,137.64
136.59,134.63,136.98,134.23
133.18,134.09,134.48,133.00
133.17,131.07,133.48,131.02
130.88,135.12,135.32,130.85
132.17,132.88,133.65,131.45
134.18,131.94,136.77,130.95
134.51,134.61,134.84,133.12
134.11,133.76,134.51,133.64
133.68,133.49,135.57,132.80
134.09,134.83,134.91,133.64
136.67,136.70,137.11,136.26
135.71,133.92,136.05,133.89
134.77,136.51,136.98,134.43
135.21,135.23,135.44,134.27
135.47,135.52,136.37,135.01
135.39,136.53,137.62,134.98
134.11,133.28,134.62,133.18
133.30,133.94,134.28,132.99
132.31,133.25,133.51,132.24
132.95,134.25,134.83,132.83
133.31,133.74,134.20,132.82
134.00,134.43,134.60,133.88
133.89,133.77,134.06,133.52
132.72,132.13,132.96,131.53
132.58,130.59,133.15,130.38
125.22,123.60,126.38,123.33
