HNR,Harvest Natural Resources Inc,NASDAQ
3.26,3.15,3.26,3.14
3.16,3.30,3.35,3.16
3.27,3.05,3.29,3.05
3.07,3.10,3.12,3.03
3.11,3.18,3.21,3.01
3.20,3.14,3.25,3.09
3.11,3.10,3.24,3.08
3.19,3.44,3.60,3.19
3.44,3.46,3.50,3.30
3.46,3.54,3.64,3.45
3.62,3.99,3.99,3.54
3.99,4.16,4.38,3.96
4.22,4.29,4.44,4.02
4.29,4.16,4.38,4.16
4.23,4.24,4.35,4.02
4.22,4.14,4.32,4.14
4.17,4.19,4.25,4.11
4.22,4.34,4.36,4.21
4.41,4.57,4.69,4.41
4.60,4.80,4.80,4.50
4.80,4.92,5.13,4.69
4.95,4.85,5.05,4.77
4.85,4.88,4.97,4.81
4.89,4.48,4.89,4.28
4.41,4.39,4.63,4.39
4.35,4.30,4.41,4.22
4.30,4.20,4.30,4.18
4.22,4.17,4.28,4.14
4.14,4.12,4.18,4.10
4.16,4.69,4.69,4.16
4.70,4.47,4.71,4.33
4.45,4.46,4.65,4.42
4.46,4.44,4.48,4.20
4.41,4.39,4.54,4.13
4.58,4.53,4.59,4.30
4.21,4.29,4.31,3.85
4.30,4.11,4.34,4.04
4.11,3.87,4.15,3.87
3.87,3.80,3.89,3.68
3.75,3.66,3.76,3.62
3.65,3.94,3.94,3.65
4.45,4.70,5.19,4.36
4.74,4.75,5.05,4.60
4.75,4.72,4.93,4.70
4.76,4.81,4.90,4.75
4.86,4.98,5.09,4.77
5.00,5.01,5.17,4.87
4.92,4.83,5.04,4.83
4.83,4.54,4.85,4.48
4.49,4.61,4.76,4.42
4.50,4.72,4.73,4.45
4.87,4.56,4.87,4.42
4.52,4.39,4.53,4.36
4.38,4.46,4.59,4.36
4.47,4.25,4.53,4.20
4.24,4.36,4.49,4.24
4.36,4.15,4.39,4.15
5.57,5.25,5.60,5.03
5.32,5.19,5.32,4.89
5.25,5.10,5.25,5.03
5.13,5.11,5.33,5.06
5.08,5.04,5.13,5.02
5.17,5.19,5.25,5.07
5.17,5.13,5.30,5.09
5.14,5.11,5.19,5.01
5.11,5.09,5.19,5.04
5.07,5.09,5.17,5.05
5.08,5.16,5.27,5.06
5.16,5.09,5.20,5.07
5.07,5.13,5.20,5.07
5.53,5.35,5.53,5.30
5.34,5.54,5.68,5.25
5.60,5.69,5.69,5.45
5.69,5.69,5.73,5.58
5.67,5.88,6.08,5.67
5.82,5.59,5.89,5.55
5.57,5.59,5.75,5.44
5.59,5.31,5.59,5.28
5.31,5.56,5.61,5.29
5.51,5.63,5.77,5.51
5.60,5.45,5.69,5.43
5.45,5.55,5.62,5.42
5.57,5.54,5.71,5.47
5.50,5.48,5.64,5.45
5.50,5.40,5.57,5.36
5.38,5.33,5.51,5.30
5.35,5.09,5.39,5.08
5.00,5.17,5.38,4.93
5.15,5.22,5.23,5.07
5.25,5.09,5.27,5.06
5.07,4.96,5.14,4.95
4.99,5.03,5.06,4.96
5.05,4.85,5.12,4.80
4.85,5.00,5.04,4.81
4.96,4.77,4.97,4.77
4.79,4.88,5.11,4.79
4.82,5.06,5.07,4.77
4.97,4.78,5.01,4.78
4.80,4.49,4.89,4.34
4.56,4.46,4.56,4.38
4.47,4.45,4.54,4.40
4.60,3.02,4.97,2.90
3.10,2.83,3.10,2.82
2.84,2.87,3.30,2.76
2.90,2.98,3.07,2.88
3.00,3.07,3.20,2.97
3.15,3.18,3.20,3.06
3.70,3.45,3.75,3.30
3.43,3.40,3.53,3.35
3.42,3.26,3.47,3.20
3.26,3.93,4.05,3.26
3.96,3.61,3.98,3.55
3.61,3.39,3.63,3.39
3.62,3.82,3.97,3.54
3.81,3.80,3.81,3.60
3.92,3.82,3.93,3.75
3.85,3.89,3.99,3.80
3.89,3.84,3.94,3.81
3.87,3.84,3.90,3.80
3.86,3.76,3.90,3.70
3.70,3.71,3.86,3.68
3.73,3.62,3.75,3.60
3.70,3.62,3.71,3.59
3.77,3.94,4.20,3.77
4.57,4.33,4.82,4.29
4.31,4.47,4.53,4.26
4.46,4.50,4.51,4.39
4.50,4.56,4.58,4.47
4.57,4.51,4.57,4.41
4.58,4.35,4.58,4.32
4.35,4.32,4.39,4.25
4.32,4.30,4.43,4.26
4.29,4.24,4.30,4.22
4.39,4.39,4.58,4.33
4.42,4.52,4.56,4.35
4.54,4.50,4.54,4.35
4.49,4.62,4.64,4.42
4.65,4.54,4.65,4.45
4.58,4.64,4.64,4.47
4.65,4.72,4.78,4.59
4.71,4.78,4.92,4.71
4.80,4.73,4.81,4.66
4.72,4.75,4.98,4.63
4.77,4.79,4.87,4.65
4.77,4.80,4.90,4.70
4.80,4.80,4.85,4.70
4.78,4.76,4.82,4.67
4.77,4.70,4.77,4.61
4.69,4.64,4.74,4.62
4.66,4.66,4.66,4.60
4.63,4.45,4.63,4.40
4.43,4.30,4.48,4.12
4.31,4.30,4.32,4.25
4.26,4.50,4.60,4.24
4.53,4.49,4.57,4.43
4.42,4.39,4.44,4.38
4.37,4.37,4.41,4.26
4.39,4.35,4.47,4.35
4.37,4.30,4.39,4.27
4.31,4.27,4.39,4.24
4.25,4.27,4.30,4.20
4.27,4.31,4.36,4.22
4.31,4.48,4.55,4.28
4.49,4.57,4.64,4.49
4.53,4.43,4.55,4.41
4.40,4.54,4.75,4.40
4.55,4.53,4.63,4.49
4.50,4.45,4.53,4.44
4.43,4.47,4.56,4.42
4.48,4.47,4.55,4.44
4.45,4.41,4.58,4.40
4.41,4.29,4.41,4.29
4.28,4.31,4.42,4.26
4.31,4.31,4.36,4.27
4.35,4.20,4.35,4.19
4.19,4.19,4.28,4.18
4.21,4.16,4.31,4.14
4.19,4.17,4.22,4.15
4.20,4.19,4.20,4.11
4.19,4.18,4.20,4.16
4.16,4.15,4.20,4.13
4.13,4.11,4.17,4.07
4.12,4.13,4.14,4.07
4.14,4.07,4.14,4.05
4.05,4.34,4.37,3.99
3.93,4.08,4.20,3.90
4.07,4.10,4.12,4.02
4.09,4.02,4.11,4.00
4.01,4.09,4.15,3.97
4.09,4.03,4.14,3.27
4.01,3.87,4.03,3.84
3.90,3.88,3.95,3.88
3.88,3.76,3.91,3.73
3.75,3.75,3.79,3.69
3.74,3.78,3.81,3.73
3.82,3.76,3.82,3.74
3.78,3.84,3.86,3.76
3.82,3.71,3.85,3.64
3.68,3.51,3.72,3.48
3.53,3.68,3.72,3.53
3.69,4.21,4.30,3.65
4.20,4.49,4.53,4.11
4.48,4.51,4.53,4.41
4.53,4.36,4.54,4.30
4.31,4.46,4.51,4.31
4.45,4.49,4.49,4.34
4.47,4.48,4.51,4.37
4.50,4.52,4.66,4.49
4.49,4.65,4.70,4.49
4.63,4.58,4.70,4.53
4.53,4.63,4.67,4.53
4.66,4.70,4.76,4.65
4.75,4.72,4.78,4.70
4.66,4.54,4.70,4.50
4.59,4.59,4.63,4.49
4.60,4.50,4.61,4.49
4.52,4.51,4.55,4.45
4.49,4.53,4.53,4.43
4.52,4.54,4.61,4.50
4.52,4.54,4.63,4.51
4.52,4.54,4.60,4.52
4.55,4.52,4.67,4.47
4.51,4.56,4.57,4.44
4.54,4.69,4.70,4.48
4.70,4.71,4.75,4.55
4.72,4.72,4.77,4.69
4.77,4.65,4.77,4.65
4.65,4.56,4.66,4.55
4.54,4.68,4.69,4.46
4.66,4.64,4.72,4.61
4.66,4.63,4.70,4.60
4.63,4.76,4.78,4.63
4.70,4.67,4.78,4.67
4.64,4.58,4.76,4.57
4.62,4.69,4.74,4.58
4.67,4.80,4.80,4.60
4.81,4.87,4.90,4.72
4.89,4.88,4.89,4.75
4.80,4.71,4.86,4.51
4.64,4.74,4.78,4.64
4.74,4.87,4.89,4.74
4.88,4.83,4.88,4.78
4.81,4.82,4.88,4.81
4.80,4.86,4.88,4.80
4.88,4.87,4.89,4.80
4.85,5.08,5.08,4.84
5.10,5.10,5.16,4.98
5.10,5.05,5.10,5.04
5.03,5.05,5.07,5.00
5.06,5.11,5.11,4.99
5.10,5.30,5.35,5.06
5.35,5.15,5.35,5.07
5.12,5.10,5.15,5.08
5.05,4.98,5.09,4.82
4.97,4.94,5.01,4.90
4.91,5.01,5.15,4.91
4.98,5.06,5.16,4.96
5.05,4.86,5.13,4.86
4.93,4.99,5.05,4.88
5.00,4.92,5.00,4.85
4.90,4.88,4.95,4.87
4.88,4.86,4.91,4.85
4.85,4.82,4.89,4.78
4.83,4.76,4.84,4.76
4.76,4.74,4.79,4.70
4.68,4.56,4.71,4.54
4.55,4.50,4.57,4.40
4.52,4.53,4.55,4.45
4.52,4.39,4.53,4.34
4.41,4.48,4.49,4.37
4.44,4.47,4.53,4.44
4.45,4.62,4.63,4.44
4.64,4.57,4.64,4.55
4.58,4.48,4.61,4.47
4.48,4.60,4.60,4.46
4.60,4.57,4.66,4.49
4.51,4.54,4.56,4.46
4.54,4.37,4.54,4.34
4.37,4.49,4.52,4.35
4.51,4.40,4.52,4.35
4.33,4.32,4.39,4.32
4.34,4.47,4.47,4.28
4.47,4.55,4.58,4.40
4.51,4.48,4.51,4.40
4.44,4.47,4.55,4.42
4.47,4.47,4.48,4.43
4.46,4.65,4.69,4.46
4.66,5.01,5.03,4.66
5.00,4.95,5.05,4.90
4.95,4.91,4.98,4.88
4.90,4.80,5.01,4.80
4.80,4.78,4.84,4.68
4.82,4.86,4.90,4.77
4.85,5.00,5.02,4.78
4.95,4.98,5.01,4.91
4.95,4.92,4.99,4.85
4.93,4.82,4.93,4.81
4.83,4.80,4.87,4.77
4.79,4.78,4.81,4.77
4.78,4.98,5.00,4.77
4.97,4.94,4.98,4.90
4.93,4.95,5.00,4.90
4.95,4.94,4.99,4.91
4.95,4.64,4.98,4.60
4.66,4.61,4.73,4.52
4.59,4.53,4.63,4.50
4.53,4.51,4.55,4.45
4.51,4.44,4.55,4.44
4.42,4.40,4.44,4.37
4.39,4.42,4.45,4.36
4.40,4.39,4.41,4.33
4.38,4.34,4.39,4.32
4.34,4.35,4.39,4.32
4.36,4.18,4.37,4.14
4.18,4.16,4.20,4.12
4.16,4.14,4.26,4.10
4.10,4.29,4.78,4.05
4.25,4.14,4.31,4.14
4.14,4.17,4.21,4.06
4.15,4.02,4.15,4.02
4.02,4.03,4.06,4.00
4.00,3.98,4.03,3.95
3.98,3.67,3.98,3.50
3.68,3.53,3.68,3.42
3.52,3.68,3.70,3.46
3.74,3.70,3.74,3.63
3.73,3.73,3.79,3.68
3.69,3.65,3.73,3.64
3.64,3.69,3.71,3.46
3.67,3.43,3.67,3.32
3.39,3.34,3.51,3.30
3.35,3.11,3.37,3.07
3.16,3.13,3.34,2.98
3.13,3.36,3.38,3.03
3.29,3.49,3.59,3.20
3.57,3.08,3.57,3.07
3.07,3.22,3.26,3.07
3.23,3.30,3.31,3.08
3.30,3.02,3.30,3.01
3.02,3.06,3.14,3.02
3.07,3.07,3.09,2.94
3.02,2.97,3.07,2.96
2.96,3.97,4.00,2.96
3.80,3.63,3.88,3.52
3.62,3.72,3.74,3.46
3.75,3.72,3.81,3.61
3.75,3.53,3.88,3.50
3.60,3.38,3.88,3.38
3.40,3.34,3.47,3.28
3.11,2.99,3.14,2.90
3.02,3.17,3.17,3.00
3.15,3.02,3.26,3.01
3.05,3.08,3.13,2.96
3.03,2.99,3.06,2.88
2.95,2.97,2.98,2.89
2.98,2.99,3.02,2.90
2.97,2.86,2.99,2.85
2.83,2.78,2.92,2.78
2.76,2.69,2.81,2.66
2.66,2.90,2.97,2.66
2.95,2.89,2.96,2.85
2.87,2.83,2.92,2.80
2.81,2.74,2.86,2.67
2.73,2.56,2.74,2.51
2.49,2.22,2.61,2.20
2.20,1.98,2.20,1.98
1.98,1.97,2.07,1.83
1.98,1.98,2.12,1.97
1.95,1.93,1.99,1.89
1.90,1.87,1.93,1.85
1.85,1.76,1.88,1.75
1.76,1.94,1.94,1.73
1.92,1.77,1.92,1.72
1.77,1.84,1.89,1.77
1.80,1.79,1.84,1.77
1.76,1.68,1.84,1.67
1.64,1.75,1.81,1.62
1.71,1.95,2.00,1.71
1.99,1.99,2.03,1.88
1.98,1.98,2.02,1.95
1.96,1.95,1.99,1.90
1.98,1.94,1.98,1.94
1.95,2.01,2.02,1.90
2.02,1.92,2.08,1.91
1.94,1.99,2.00,1.90
2.00,1.92,2.00,1.91
1.92,1.81,1.94,1.77
0.95,0.93,1.07,0.83
0.96,0.97,1.07,0.90
0.99,0.90,1.00,0.87
0.96,0.93,0.96,0.89
0.96,0.97,0.99,0.95
0.97,1.04,1.10,0.96
1.05,1.09,1.10,0.95
1.12,1.05,1.12,0.99
1.02,1.07,1.08,1.01
1.07,1.00,1.09,1.00
1.00,1.04,1.06,1.00
1.00,0.99,1.04,0.99
0.99,0.92,0.99,0.92
0.93,0.88,0.95,0.87
0.88,0.85,0.88,0.85
0.83,0.82,0.85,0.78
0.80,0.85,0.88,0.80
0.85,0.78,0.85,0.77
0.75,0.63,0.79,0.59
0.61,0.63,0.64,0.60
0.65,0.67,0.68,0.64
0.69,0.72,0.73,0.67
0.72,0.67,0.74,0.67
0.69,0.65,0.71,0.65
0.69,0.74,0.79,0.66
0.70,0.73,0.78,0.70
0.72,0.69,0.76,0.66
0.68,0.65,0.71,0.65
0.68,0.66,0.70,0.65
0.67,0.69,0.70,0.66
0.70,0.72,0.74,0.69
0.72,0.69,0.74,0.69
0.68,0.67,0.71,0.67
0.70,0.64,0.70,0.61
0.64,0.60,0.66,0.60
0.60,0.59,0.63,0.59
0.59,0.55,0.62,0.53
0.56,0.55,0.60,0.55
0.55,0.57,0.58,0.55
0.60,0.56,0.62,0.55
0.55,0.58,0.58,0.54
0.58,0.59,0.62,0.56
0.60,0.61,0.62,0.59
0.58,0.59,0.63,0.58
0.62,0.55,0.65,0.55
0.54,0.53,0.58,0.52
0.53,0.52,0.56,0.52
0.56,0.54,0.56,0.51
0.55,0.55,0.55,0.52
0.51,0.53,0.55,0.51
0.52,0.51,0.52,0.49
0.51,0.50,0.52,0.49
0.48,0.47,0.48,0.37
0.48,0.44,0.52,0.44
0.45,0.45,0.46,0.44
0.44,0.47,0.49,0.43
0.45,0.44,0.46,0.39
0.47,0.46,0.47,0.41
0.44,0.46,0.46,0.42
0.42,0.46,0.47,0.42
0.44,0.45,0.46,0.44
0.44,0.45,0.46,0.44
0.44,0.45,0.45,0.44
0.44,0.46,0.46,0.44
0.45,0.48,0.49,0.43
0.50,0.47,0.50,0.44
0.49,0.47,0.50,0.47
0.50,0.46,0.50,0.45
0.46,0.44,0.49,0.43
0.47,1.01,1.22,0.44
0.76,0.90,0.93,0.72
0.90,0.68,0.93,0.67
0.81,0.73,0.84,0.69
0.81,0.73,0.81,0.69
0.73,0.69,0.75,0.68
0.69,0.73,0.77,0.66
0.70,0.71,0.74,0.70
0.70,0.69,0.71,0.69
0.69,0.68,0.73,0.68
0.69,0.66,0.77,0.65
0.68,0.66,0.72,0.66
0.66,0.64,0.68,0.59
0.64,0.60,0.65,0.60
0.60,0.57,0.63,0.52
0.56,0.57,0.60,0.53
0.57,0.66,0.67,0.55
0.65,0.61,0.65,0.57
0.64,0.69,0.70,0.59
0.70,0.65,0.70,0.65
0.65,0.95,1.00,0.65
0.99,1.10,1.15,0.88
1.10,1.20,1.94,1.10
1.22,1.44,1.57,1.15
1.53,1.44,1.68,1.27
1.19,1.35,1.39,1.15
1.33,1.25,1.33,1.19
1.27,1.58,1.74,1.27
1.58,1.70,1.73,1.53
1.70,1.69,1.72,1.58
1.70,1.76,1.78,1.63
1.76,2.02,2.27,1.71
2.00,2.00,2.05,1.81
1.98,2.08,2.14,1.95
2.05,1.98,2.12,1.96
2.04,1.94,2.04,1.85
1.88,1.91,1.95,1.86
1.90,1.94,1.97,1.86
2.00,1.91,2.05,1.87
1.87,1.94,1.97,1.87
1.98,1.92,1.98,1.86
1.91,1.78,1.95,1.75
1.70,1.72,1.78,1.65
1.66,1.77,1.80,1.65
1.77,1.71,1.79,1.67
1.70,1.63,1.77,1.61
1.67,1.89,2.00,1.65
2.03,1.82,2.61,1.76
1.90,1.71,1.95,1.63
1.67,1.68,1.75,1.64
1.72,1.69,1.79,1.65
1.70,1.75,1.79,1.65
1.76,1.69,1.80,1.67
1.70,1.63,1.72,1.61
1.64,1.75,1.75,1.61
1.71,1.65,1.75,1.57
1.67,1.59,1.67,1.52
1.53,1.31,1.55,1.10
1.23,1.12,1.25,1.05
1.15,1.33,1.40,1.11
1.30,1.36,1.41,1.22
1.36,1.37,1.44,1.34
1.38,1.37,1.43,1.29
1.36,1.48,1.51,1.33
1.46,1.41,1.51,1.36
1.46,1.42,1.49,1.35
1.43,1.37,1.45,1.36
1.35,1.33,1.45,1.30
1.34,1.17,1.34,1.15
1.11,1.13,1.19,1.11
1.12,1.24,1.28,1.12
1.26,1.20,1.26,1.17
1.15,1.11,1.20,1.10
1.13,1.12,1.18,1.09
1.14,1.14,1.20,1.10
1.12,1.12,1.18,1.12
1.12,1.08,1.15,1.04
1.06,1.04,1.06,1.01
1.04,0.91,1.04,0.88
0.90,0.91,0.93,0.85
0.89,1.00,1.04,0.87
1.05,0.95,1.19,0.95
0.96,0.97,1.04,0.91
0.96,1.00,1.02,0.92
1.00,0.99,1.02,0.91
1.03,0.94,1.03,0.92
0.95,0.89,1.01,0.88
0.85,0.85,0.92,0.84
0.85,0.85,0.87,0.81
0.84,0.85,0.89,0.83
0.81,0.92,0.92,0.80
0.91,0.83,0.91,0.83
0.70,0.83,0.83,0.60
0.83,0.88,0.90,0.80
0.90,0.88,0.91,0.84
0.85,1.00,1.01,0.85
0.95,1.30,1.49,0.95
1.33,1.49,1.52,1.25
1.49,1.45,1.49,1.40
1.45,1.45,1.50,1.40
1.45,1.32,1.52,1.30
1.37,1.41,1.48,1.35
1.48,1.48,1.55,1.38
1.54,1.50,1.64,1.48
1.56,1.52,1.58,1.47
1.52,1.48,1.52,1.41
1.50,1.50,1.53,1.46
1.53,1.52,1.54,1.51
1.52,1.58,1.62,1.51
1.60,1.55,1.60,1.51
1.50,1.57,1.57,1.50
1.57,1.49,1.57,1.48
1.42,1.38,1.47,1.36
1.40,1.27,1.43,1.21
1.31,1.44,1.60,1.31
1.47,1.43,1.47,1.38
1.41,1.31,1.41,1.28
1.29,1.40,1.40,1.29
1.30,1.39,1.42,1.25
1.37,1.43,1.55,1.37
1.41,1.50,1.51,1.37
1.50,1.47,1.50,1.44
1.43,1.45,1.51,1.43
1.43,1.40,1.50,1.40
1.38,1.38,1.45,1.37
1.41,1.48,1.60,1.41
1.50,1.45,1.51,1.42
1.42,1.43,1.45,1.41
1.41,1.42,1.47,1.41
1.42,1.46,1.46,1.42
1.46,1.49,1.49,1.37
1.45,1.42,1.47,1.41
1.39,1.35,1.41,1.33
1.34,1.34,1.40,1.32
1.35,1.30,1.39,1.27
1.28,1.21,1.31,1.14
1.17,1.16,1.20,1.15
1.10,1.07,1.21,1.03
1.10,1.05,1.10,1.03
1.05,1.05,1.10,1.03
1.05,0.99,1.17,0.97
0.96,1.05,1.05,0.96
1.05,1.05,1.12,1.04
0.98,1.09,1.09,0.96
1.09,1.00,1.11,0.97
0.99,0.91,1.03,0.90
0.89,0.93,1.03,0.89
0.89,0.95,0.98,0.89
0.95,0.89,0.99,0.88
0.89,0.85,0.94,0.85
0.87,0.85,0.89,0.85
0.84,0.82,0.86,0.82
0.83,0.79,0.84,0.78
0.76,0.73,0.83,0.73
0.70,0.75,0.76,0.70
0.73,0.74,0.80,0.73
0.72,0.75,0.79,0.72
0.74,0.75,0.86,0.73
0.75,0.75,0.85,0.70
0.75,0.80,0.80,0.75
0.78,0.78,0.85,0.77
0.76,0.83,0.84,0.76
0.75,0.78,0.82,0.75
0.76,0.76,0.80,0.76
0.80,0.76,0.80,0.74
0.78,0.62,0.78,0.59
0.58,0.58,0.62,0.57
0.58,0.63,0.64,0.58
0.68,0.63,0.68,0.58
0.62,0.57,0.62,0.55
0.54,0.57,0.60,0.52
0.56,0.56,0.57,0.54
0.56,0.57,0.60,0.51
0.55,0.57,0.60,0.55
0.55,0.59,0.60,0.55
0.57,0.58,0.60,0.56
0.57,0.58,0.64,0.57
0.58,0.60,0.67,0.58
0.60,0.56,0.64,0.56
0.57,0.53,0.59,0.53
0.51,0.48,0.52,0.45
0.45,0.46,0.49,0.45
0.44,0.43,0.45,0.42
0.42,0.42,0.47,0.42
0.43,0.40,0.44,0.40
0.42,0.40,0.44,0.38
0.40,0.39,0.44,0.39
0.41,0.38,0.44,0.38
0.38,0.37,0.38,0.37
0.39,0.37,0.40,0.36
0.37,0.32,0.38,0.30
0.35,0.36,0.39,0.32
0.36,0.47,0.51,0.35
0.46,0.71,0.80,0.43
0.66,0.62,0.72,0.57
0.65,0.57,0.65,0.53
0.60,0.67,0.75,0.60
0.68,0.63,0.71,0.60
0.64,0.65,0.73,0.64
0.65,0.62,0.68,0.60
0.62,0.62,0.63,0.58
0.60,0.54,0.60,0.52
0.56,0.60,0.61,0.56
0.60,0.60,0.61,0.60
0.61,0.60,0.61,0.59
0.60,0.57,0.61,0.56
0.57,0.57,0.61,0.57
0.55,0.57,0.63,0.52
0.60,0.70,0.70,0.52
0.69,0.57,0.70,0.56
0.57,0.50,0.57,0.50
0.52,0.55,0.60,0.51
0.52,0.53,0.53,0.50
0.50,0.51,0.55,0.50
0.54,0.51,0.55,0.50
0.51,0.49,0.54,0.48
0.46,0.53,0.55,0.46
0.54,0.54,0.54,0.53
0.56,0.54,0.59,0.52
0.57,0.57,0.60,0.56
0.60,0.60,0.60,0.55
0.60,0.53,0.60,0.53
0.51,0.52,0.56,0.51
0.57,0.57,0.60,0.52
0.59,0.57,0.60,0.56
0.59,0.58,0.65,0.55
0.60,0.64,0.71,0.60
0.64,0.58,0.69,0.58
0.62,0.60,0.65,0.55
0.62,0.59,0.62,0.57
0.59,0.56,0.62,0.56
0.58,0.57,0.60,0.56
0.60,0.59,0.62,0.59
0.61,0.60,0.63,0.59
0.61,0.61,0.61,0.57
0.62,0.61,0.65,0.60
0.61,0.61,0.62,0.59
0.61,0.60,0.62,0.58
0.59,0.59,0.61,0.59
0.60,0.59,0.61,0.56
0.56,0.59,0.61,0.56
0.61,0.60,0.61,0.58
0.59,0.60,0.65,0.58
0.63,0.60,0.63,0.60
0.59,0.60,0.63,0.59
0.62,0.55,0.62,0.55
0.57,0.58,0.60,0.55
0.60,0.58,0.62,0.57
0.57,0.58,0.59,0.56
0.60,0.57,0.60,0.56
0.56,0.59,0.62,0.56
0.62,0.60,0.63,0.57
0.61,0.56,0.61,0.56
0.56,0.57,0.61,0.56
0.59,0.59,0.62,0.56
0.62,0.60,0.62,0.56
0.60,0.57,0.62,0.56
0.59,0.60,0.60,0.56
0.56,0.59,0.60,0.56
0.58,0.56,0.61,0.56
0.56,0.58,0.62,0.56
0.61,0.57,0.61,0.51
0.60,0.59,0.60,0.56
0.57,0.56,0.58,0.53
0.54,0.57,0.57,0.54
0.55,0.52,0.57,0.52
0.52,0.50,0.55,0.49
0.49,0.54,0.54,0.48
0.52,0.49,0.52,0.49
0.49,0.48,0.51,0.47
0.48,0.48,0.52,0.46
0.47,0.52,0.54,0.47
0.50,0.52,0.52,0.48
0.50,0.47,0.52,0.46
0.48,0.47,0.51,0.45
0.48,0.47,0.51,0.47
0.48,0.46,0.49,0.46
0.48,0.46,0.48,0.46
0.46,0.46,0.46,0.45
0.46,0.43,0.46,0.43
0.43,0.44,0.45,0.43
0.43,0.45,0.46,0.43
0.50,0.46,0.52,0.43
0.47,0.45,0.47,0.42
0.44,0.43,0.45,0.42
0.42,0.49,0.49,0.42
0.50,0.49,0.52,0.49
0.50,0.49,0.50,0.45
0.49,0.47,0.50,0.46
0.49,0.49,0.50,0.47
0.49,0.50,0.50,0.48
0.51,0.49,0.52,0.49
0.49,0.52,0.53,0.49
0.49,0.50,0.54,0.49
0.50,0.51,0.58,0.50
0.51,0.51,0.58,0.49
0.47,0.50,0.52,0.46
0.50,0.50,0.54,0.49
0.50,0.50,0.52,0.50
0.52,0.50,0.52,0.50
0.51,0.50,0.51,0.50
0.51,0.50,0.51,0.50
0.50,0.50,0.52,0.50
0.50,0.50,0.51,0.48
0.53,0.46,0.53,0.46
0.50,0.49,0.53,0.48
0.49,0.48,0.52,0.47
0.64,0.84,1.09,0.56
0.84,0.72,0.86,0.70
0.72,0.65,0.77,0.64
0.68,0.76,0.80,0.66
0.76,0.74,0.78,0.70
0.72,0.75,0.75,0.67
0.71,0.72,0.74,0.70
0.75,0.79,0.84,0.71
0.79,0.71,0.79,0.70
0.71,0.70,0.72,0.70
0.70,0.70,0.71,0.68
0.71,0.67,0.71,0.65
0.67,0.68,0.70,0.66
0.66,0.66,0.70,0.66
0.68,0.62,0.68,0.62
0.60,0.59,0.64,0.59
0.60,0.60,0.64,0.60
0.60,0.61,0.61,0.56
0.62,0.58,0.63,0.58
0.55,0.58,0.59,0.55
0.58,0.58,0.59,0.57
0.58,0.57,0.58,0.57
0.56,0.57,0.59,0.56
0.56,0.56,0.60,0.56
0.55,0.57,0.57,0.55
0.57,0.57,0.60,0.57
0.60,0.59,0.60,0.58
0.60,0.62,0.62,0.60
0.59,0.59,0.63,0.59
0.60,0.60,0.63,0.60
0.60,0.58,0.60,0.58
0.58,0.58,0.59,0.58
0.56,0.54,0.57,0.54
0.55,0.54,0.55,0.52
0.54,0.57,0.65,0.53
0.60,0.59,0.63,0.59
0.60,0.58,0.60,0.55
0.57,0.57,0.58,0.55
0.58,0.58,0.58,0.55
0.58,0.60,0.60,0.57
0.60,0.59,0.60,0.57
0.55,0.58,0.59,0.55
0.56,0.57,0.60,0.56
0.57,0.58,0.60,0.56
0.57,0.61,0.64,0.57
0.61,0.61,0.74,0.56
0.63,0.60,0.65,0.57
0.63,0.62,0.66,0.60
0.62,0.58,0.65,0.58
0.66,0.65,0.78,0.63
0.65,0.68,0.80,0.64
0.70,0.85,0.98,0.70
0.83,0.77,0.86,0.75
0.75,0.86,0.87,0.75
0.87,0.87,0.87,0.79
0.85,0.83,0.85,0.80
0.81,0.79,0.81,0.77
0.79,0.77,0.79,0.73
0.77,0.71,0.78,0.71
0.71,0.77,0.78,0.71
0.78,0.79,0.79,0.72
0.76,0.76,0.80,0.75
0.80,0.82,0.85,0.75
0.83,0.85,0.89,0.82
0.85,0.81,0.85,0.77
0.79,0.85,0.85,0.79
0.82,0.84,0.89,0.80
0.83,0.83,0.85,0.82
0.83,0.85,0.85,0.81
1.02,0.91,1.05,0.87
0.88,0.83,0.92,0.81
0.85,0.85,0.89,0.80
0.84,0.85,0.89,0.82
0.78,0.81,0.84,0.77
0.81,0.82,0.85,0.79
0.80,0.82,0.83,0.80
0.81,0.82,0.84,0.80
0.83,0.89,1.00,0.82
0.87,0.90,0.90,0.86
0.87,1.08,1.11,0.87
1.10,1.08,1.10,0.97
1.08,1.07,1.14,1.04
1.04,1.02,1.05,0.98
1.01,1.01,1.05,0.98
1.03,1.02,1.03,0.99
1.01,1.00,1.03,0.96
1.05,1.05,1.05,0.98
1.04,1.01,1.04,0.95
1.00,0.96,1.02,0.96
3.70,4.45,4.50,3.70
4.40,4.30,4.41,4.12
4.29,4.30,4.45,4.02
4.00,4.19,4.32,4.00
4.20,4.23,4.30,4.08
4.20,4.31,4.50,4.20
4.29,4.30,4.43,4.23
4.25,4.47,4.68,4.22
4.45,4.51,4.60,4.32
4.47,4.40,4.59,4.38
4.40,4.54,4.54,4.29
4.49,4.57,4.65,4.42
4.56,4.51,4.96,4.43
4.55,4.52,4.63,4.46
4.46,4.43,4.57,4.41
4.43,4.85,4.91,4.26
4.78,5.20,5.20,4.64
5.16,5.53,5.53,4.94
5.53,5.61,5.65,5.46
5.64,5.64,5.65,5.56
5.65,5.67,5.67,5.59
