COST,Costco Wholesale Corporation - Common Stock,NASDAQ
109.73,107.56,109.73,107.38
108.39,108.65,109.58,107.90
107.46,109.64,110.60,107.44
110.68,110.25,110.68,109.24
110.45,111.18,111.47,110.10
111.57,111.49,112.35,111.24
111.21,110.57,112.22,110.52
111.55,110.43,111.81,110.32
110.63,110.85,111.87,110.45
110.43,110.91,111.29,110.06
112.24,111.76,112.31,110.71
112.34,112.62,112.97,112.07
113.09,113.35,113.60,112.75
113.48,113.65,114.04,113.31
114.84,115.90,115.94,114.34
115.47,116.46,116.88,115.20
116.00,115.89,116.24,115.12
116.17,116.53,116.74,115.55
116.96,117.40,117.70,116.35
117.34,117.06,117.60,116.40
117.58,118.07,118.14,116.57
118.82,118.05,118.83,117.65
118.37,119.10,119.15,118.29
119.00,117.90,119.39,117.25
117.09,117.45,117.68,116.66
116.77,116.57,117.00,115.54
116.48,117.14,117.70,116.24
117.84,116.93,118.31,116.77
117.55,117.42,118.10,116.97
118.07,118.34,118.60,117.65
118.30,119.37,119.50,117.92
119.45,120.07,120.20,118.94
119.24,119.50,119.92,119.02
119.15,119.34,119.52,118.46
118.06,117.39,118.91,116.08
116.86,115.63,117.24,115.37
115.59,115.73,116.21,115.02
116.34,115.65,116.35,114.75
115.15,113.78,115.25,113.59
112.46,111.79,112.78,111.51
111.77,111.90,112.51,111.65
111.90,112.08,112.94,111.80
112.24,112.84,113.29,112.10
112.63,111.96,112.87,111.85
112.05,112.24,112.58,111.90
112.59,113.07,113.49,111.66
113.00,111.87,113.12,111.84
111.23,111.67,111.87,111.03
111.72,110.46,111.72,110.36
110.29,111.39,111.89,110.19
111.74,111.87,112.19,111.15
112.81,111.98,113.13,111.55
111.99,111.50,112.28,111.35
113.00,114.62,115.10,113.00
114.30,114.35,115.01,113.12
114.17,115.35,115.47,113.93
115.85,117.32,117.56,115.53
117.57,119.25,119.34,117.50
119.06,118.19,119.33,117.86
118.53,117.03,118.57,116.91
118.36,117.35,118.46,116.96
117.30,117.91,118.52,117.09
117.68,118.64,119.06,116.96
119.07,119.20,119.47,118.64
119.36,117.94,119.45,117.61
117.08,117.57,118.17,117.05
117.32,116.34,118.08,116.32
116.45,115.41,116.57,115.00
115.89,116.40,116.48,115.24
115.61,115.72,116.21,115.42
115.03,115.17,115.56,114.74
115.11,115.00,115.17,114.65
114.62,114.82,115.09,114.32
114.34,114.42,115.14,113.90
114.18,114.44,114.94,114.03
113.81,113.41,114.16,113.36
113.49,112.21,113.79,112.12
111.08,114.59,115.23,110.15
114.98,115.70,115.96,114.13
115.16,115.90,116.00,114.74
115.01,116.26,116.30,115.01
115.76,115.36,116.11,115.27
116.27,117.36,117.49,115.62
117.23,118.26,118.70,117.10
118.32,117.64,118.35,116.63
117.41,117.38,117.50,116.75
117.18,117.81,118.89,117.09
117.25,117.16,118.03,117.02
115.54,116.24,116.80,115.18
115.97,116.44,116.46,115.29
116.20,117.35,118.29,116.20
117.67,118.75,118.99,117.37
118.59,117.76,118.90,117.21
117.86,118.00,118.60,117.47
118.71,119.62,119.80,118.55
120.00,120.34,120.40,119.26
120.15,120.13,120.43,119.10
120.44,124.07,124.56,120.32
124.74,122.78,124.74,122.51
122.21,122.78,122.89,121.12
122.74,123.02,123.67,122.10
121.61,122.45,122.73,121.52
121.91,123.17,123.17,121.60
123.39,123.74,124.06,122.85
123.66,124.29,124.69,123.39
124.66,123.31,124.66,122.92
123.54,123.63,124.10,123.12
124.00,122.76,124.21,122.43
122.95,123.89,124.20,122.31
124.26,125.21,125.35,124.00
125.67,125.17,126.12,124.90
125.21,125.18,126.12,125.04
125.65,125.38,125.89,125.20
125.70,125.43,126.03,125.14
125.66,123.69,125.69,123.45
123.72,123.82,123.97,122.97
123.26,122.97,124.46,122.36
121.50,120.95,122.35,120.50
122.00,122.06,122.15,121.02
122.63,121.66,122.84,121.38
121.46,120.04,121.48,119.97
118.06,118.57,120.30,116.97
118.22,118.22,119.40,118.10
119.05,117.91,119.05,117.41
118.00,118.00,118.90,117.53
118.17,117.55,118.36,117.02
117.82,118.50,118.60,115.85
117.97,117.99,118.44,117.25
117.94,118.53,119.05,117.69
119.10,118.69,119.13,118.13
118.69,118.69,118.85,118.18
118.68,118.63,119.11,118.59
118.87,118.53,119.31,118.25
118.95,118.77,119.37,118.57
119.19,119.02,119.71,118.71
118.71,117.81,119.30,117.74
118.21,117.29,118.36,117.13
117.49,116.40,117.75,115.89
116.39,115.86,116.56,115.38
116.04,114.05,116.04,113.92
116.20,118.51,119.10,114.05
118.20,117.85,118.65,116.66
117.06,114.77,117.53,114.58
115.20,116.23,116.83,115.12
116.07,116.24,116.69,115.25
116.44,115.56,116.47,115.30
115.60,116.29,116.61,115.43
115.61,114.93,116.11,114.84
115.01,113.75,115.16,113.69
113.50,112.80,113.53,112.40
112.69,112.13,112.87,111.92
112.56,113.08,113.73,112.03
113.53,114.38,114.76,113.44
114.05,112.23,114.19,112.11
112.75,112.73,113.49,112.09
111.29,112.36,113.28,111.13
112.96,110.18,113.00,110.05
110.73,110.89,111.33,109.50
110.22,110.51,110.80,109.80
113.01,114.26,114.58,113.00
114.08,114.04,114.61,113.38
114.04,113.85,114.10,112.58
113.91,114.99,115.15,113.50
114.88,114.81,115.43,114.30
114.14,115.81,115.93,114.14
115.16,116.10,116.49,114.50
116.30,115.36,116.41,114.92
115.11,114.91,115.30,114.27
114.57,115.06,115.55,113.88
115.40,113.19,115.49,112.92
113.46,113.94,114.81,113.20
114.00,115.46,115.89,114.00
115.50,115.88,116.83,115.37
116.03,116.22,116.42,115.28
116.50,116.80,117.47,115.89
116.22,115.75,117.07,115.11
116.61,116.65,116.91,115.85
116.57,116.47,116.95,115.81
113.15,113.26,114.64,112.27
113.80,113.50,114.01,113.14
113.21,114.59,114.59,113.00
114.56,114.71,114.75,113.92
114.39,115.21,115.62,114.25
115.66,114.41,115.79,114.19
114.95,113.45,114.95,113.32
114.14,113.46,114.46,113.39
113.90,113.85,114.12,113.02
113.54,112.85,114.25,112.46
112.56,113.16,113.22,112.13
114.41,113.83,114.58,113.30
113.99,113.37,114.00,112.89
113.82,113.93,114.46,113.79
114.28,112.49,114.47,112.46
112.50,112.03,112.94,111.82
112.35,111.66,112.78,111.15
111.94,111.68,112.28,111.57
112.21,111.86,112.55,111.51
111.90,111.55,112.01,110.94
111.74,111.70,112.15,111.28
111.95,110.65,112.00,110.63
110.73,110.79,111.13,110.36
110.56,112.66,112.74,110.38
112.72,113.05,113.14,112.11
114.12,112.08,114.44,111.94
111.44,112.08,112.78,111.40
112.49,112.56,113.00,111.53
112.58,112.06,112.96,111.45
112.80,113.49,113.64,112.27
113.52,113.50,114.03,113.12
113.51,114.10,114.10,113.40
114.00,113.56,114.23,113.51
113.48,114.79,114.99,113.33
114.90,115.03,115.31,114.14
114.85,115.01,115.30,114.20
115.10,115.59,116.61,115.10
115.38,115.40,115.95,115.16
115.04,115.68,115.76,114.76
115.68,115.56,116.00,114.94
116.14,115.15,116.14,115.06
115.06,114.49,115.06,113.93
114.28,112.83,114.49,112.77
112.83,111.98,113.09,111.61
113.08,114.73,114.82,112.97
114.55,115.39,115.67,114.30
115.78,116.51,116.91,115.58
116.32,116.29,116.60,116.08
115.73,115.13,116.10,114.86
114.76,114.35,114.80,113.62
114.58,115.61,115.82,114.36
115.09,116.37,116.55,114.87
115.79,115.13,116.11,114.98
115.10,114.52,115.32,114.16
114.53,114.73,115.00,114.40
115.07,114.94,115.15,114.51
115.00,113.87,115.22,113.62
114.00,114.24,114.95,113.96
114.58,114.14,115.19,113.51
114.61,116.02,116.09,114.01
115.84,115.68,116.14,115.54
115.47,115.51,116.00,115.27
115.29,116.31,116.49,115.27
117.00,117.75,117.94,116.72
117.69,118.23,118.24,117.58
118.21,117.78,118.85,117.47
117.37,117.10,117.73,116.90
116.46,116.24,116.94,115.98
116.13,115.44,116.43,115.07
115.70,115.30,115.70,114.67
115.32,115.43,115.46,114.95
115.40,115.45,115.79,115.14
115.66,116.27,116.34,115.07
116.57,116.26,116.58,115.78
116.65,115.36,116.65,115.09
115.20,115.22,115.32,114.51
115.53,116.31,116.51,115.08
116.00,116.27,116.45,115.68
116.24,115.64,116.50,115.28
115.63,115.49,115.75,115.01
115.62,115.16,116.09,115.10
115.54,115.44,115.70,114.90
115.25,115.75,115.91,115.25
115.86,116.35,116.59,115.80
116.33,116.32,116.49,115.88
116.45,117.46,117.65,116.11
117.21,117.92,117.99,117.11
117.50,118.08,118.64,117.50
118.13,118.01,118.25,117.09
118.21,117.36,118.49,117.30
118.16,117.82,118.25,117.18
118.09,117.85,118.44,117.66
117.35,116.79,117.54,116.58
117.32,117.74,117.80,116.61
117.43,117.04,117.91,116.86
117.28,117.55,118.04,117.10
117.41,117.59,117.76,117.27
117.50,118.14,118.28,117.46
117.96,117.55,118.03,117.07
117.44,117.12,117.66,116.81
118.93,118.90,119.60,118.53
118.79,118.18,119.07,117.44
117.54,117.54,118.34,117.28
117.80,117.88,118.33,117.46
117.55,118.15,118.38,117.11
117.50,118.05,118.20,117.29
117.95,119.59,119.97,117.80
118.22,117.80,119.00,117.47
117.96,119.16,119.40,117.81
119.40,119.18,119.51,118.70
118.77,119.01,119.27,118.55
119.00,118.64,119.10,118.25
118.51,119.26,119.27,118.31
119.91,118.57,119.95,117.78
119.00,119.46,119.68,118.95
119.38,120.61,120.75,119.24
120.45,120.91,121.23,120.09
120.79,121.62,121.88,120.72
121.90,121.29,122.06,121.15
121.79,121.39,122.00,121.12
121.43,121.09,121.59,120.86
121.58,121.24,121.58,120.83
121.01,120.97,121.25,120.70
121.68,121.08,121.68,120.58
121.00,121.56,121.63,120.90
121.70,121.35,121.94,121.11
123.00,125.15,125.17,122.56
125.04,127.01,127.03,124.71
127.05,126.60,127.32,126.26
126.14,126.11,126.49,125.74
126.31,126.17,126.49,125.87
126.16,125.94,126.53,125.64
126.25,125.37,126.25,125.02
125.57,125.71,126.53,125.45
125.60,126.43,126.79,125.52
126.03,126.01,126.56,125.67
126.21,126.48,126.80,125.96
127.29,126.50,127.29,126.47
126.37,125.83,126.50,125.58
125.96,125.51,125.99,125.21
126.09,127.62,127.78,125.58
127.45,125.66,127.55,125.60
125.41,125.54,125.67,124.38
125.03,125.32,125.60,124.78
124.86,125.32,125.60,124.77
125.25,124.76,125.68,124.45
124.99,125.79,126.21,124.82
126.20,127.09,127.65,126.01
127.56,126.21,127.67,125.93
125.35,125.27,125.83,124.75
128.20,128.73,128.95,127.16
128.22,128.41,130.74,128.19
128.26,128.90,131.41,128.26
128.57,126.97,128.85,126.89
127.50,126.25,127.98,125.27
125.10,124.30,125.70,123.28
122.68,122.95,123.85,122.05
123.77,124.65,125.75,123.18
124.83,128.42,128.87,124.65
128.94,130.28,130.65,128.17
130.56,130.54,131.59,130.32
131.03,130.59,131.48,130.35
128.58,130.44,130.54,128.56
129.24,130.92,131.26,129.24
130.97,131.06,131.50,130.16
131.29,131.93,132.00,130.93
131.50,133.00,133.31,131.33
134.45,133.37,134.50,132.71
133.82,134.27,134.29,133.37
134.61,136.55,136.72,133.99
137.49,136.50,137.81,136.03
137.39,137.09,137.67,136.60
137.05,137.71,137.91,136.52
137.85,137.69,137.89,135.98
137.78,137.05,137.95,136.66
136.70,136.90,137.35,136.15
137.64,138.71,138.76,137.34
138.93,138.48,138.93,138.07
137.21,138.47,138.50,137.21
138.48,139.21,139.34,138.04
139.09,140.01,140.14,139.09
139.06,139.25,140.01,139.02
140.80,139.72,140.83,139.23
139.33,139.80,139.99,139.19
140.10,138.87,140.35,138.74
139.50,139.75,140.88,139.04
141.30,142.12,142.97,140.31
143.32,141.98,143.32,141.27
142.43,143.06,143.35,141.76
142.98,142.69,143.30,141.98
143.49,143.02,143.49,142.02
143.18,143.25,143.31,141.96
143.05,142.33,143.05,141.95
142.13,143.04,143.13,140.88
144.94,140.25,146.82,139.40
141.09,141.41,142.68,140.67
139.99,137.88,141.36,137.83
138.65,138.19,139.50,137.06
138.53,137.31,139.30,136.55
137.31,139.33,139.62,136.78
140.18,141.56,141.56,139.29
141.50,141.77,142.50,141.33
142.34,143.21,143.27,141.85
144.53,144.15,144.97,143.67
144.56,143.65,144.86,143.60
143.61,143.44,143.87,143.08
143.35,143.34,143.85,142.74
143.00,143.49,144.09,143.00
143.49,141.75,144.13,141.69
141.87,141.61,143.15,140.81
141.69,140.00,142.16,139.80
140.61,141.85,142.94,139.85
142.60,144.32,144.43,142.36
145.56,145.56,146.10,144.94
144.48,143.32,145.05,143.22
143.58,142.52,144.16,142.12
142.20,141.09,144.41,140.39
140.01,139.31,140.21,138.24
139.95,139.31,140.17,138.62
139.04,139.72,139.96,138.22
140.72,139.38,141.27,138.36
138.85,139.14,139.70,138.38
139.50,141.27,141.28,138.39
141.59,142.05,142.31,140.87
141.66,142.90,143.05,141.57
142.75,140.99,142.80,140.87
141.60,139.62,142.45,139.56
140.16,140.64,140.69,138.91
143.09,142.99,143.80,141.34
144.00,146.00,146.23,140.13
146.36,153.75,153.89,144.77
152.08,155.92,156.85,152.07
149.50,149.09,151.10,147.52
149.21,148.70,149.95,148.16
148.70,147.54,149.16,146.82
147.99,148.22,148.48,147.00
148.39,147.46,148.48,146.55
148.01,147.76,148.39,146.86
148.23,147.10,148.80,146.94
147.00,147.53,147.61,145.66
147.16,147.23,147.48,146.53
146.90,146.66,147.51,146.46
146.67,147.54,147.79,145.90
148.00,148.39,148.46,147.03
149.38,148.21,149.40,148.00
147.70,147.48,148.60,147.19
147.07,146.65,147.61,146.20
147.56,146.96,147.56,145.83
147.32,147.94,148.49,147.32
147.94,147.37,148.14,146.66
147.84,147.17,147.98,145.78
150.77,151.17,151.75,149.00
149.29,149.54,150.15,148.17
149.79,150.68,150.99,149.55
149.75,148.16,150.15,148.15
148.33,147.40,148.99,147.34
148.38,149.44,149.64,147.40
149.09,149.28,149.91,148.15
149.72,149.99,151.00,149.28
149.39,150.03,150.20,148.43
150.00,150.93,151.63,148.25
151.00,151.31,151.50,150.32
152.13,152.59,153.15,151.75
153.15,152.93,153.56,152.70
152.95,153.14,154.23,152.89
153.55,151.09,153.96,151.09
149.32,150.06,150.77,149.17
150.21,150.47,151.22,150.02
150.91,152.36,152.59,150.80
151.84,151.50,153.00,151.25
151.83,150.24,151.87,149.70
150.47,151.63,152.00,150.36
151.37,152.50,152.84,150.60
152.53,151.78,152.95,151.72
152.23,152.00,152.67,151.19
150.57,148.81,151.00,148.27
149.40,149.64,150.03,148.62
149.44,149.02,150.34,148.93
149.00,149.52,150.10,147.72
149.58,149.07,150.67,149.05
148.76,147.11,148.90,146.91
146.58,144.57,146.73,143.10
146.65,146.31,147.25,145.75
146.98,147.34,148.08,146.60
147.93,146.98,147.93,146.28
146.60,147.30,147.95,146.27
147.33,148.12,148.40,146.87
148.30,146.96,148.50,146.86
146.89,146.61,147.19,146.05
145.88,144.46,146.25,143.87
143.85,143.05,144.90,142.54
143.46,145.39,145.74,143.22
145.39,145.75,146.21,144.61
145.12,144.50,145.74,144.29
145.35,144.77,145.84,144.01
144.52,144.56,145.61,144.01
146.00,145.88,147.56,145.80
145.54,144.27,146.33,144.20
144.00,144.07,145.00,143.42
143.88,143.24,145.29,142.72
144.13,142.60,144.13,141.53
143.22,144.83,144.96,142.74
144.74,145.06,145.29,144.05
144.81,144.74,145.50,144.31
145.06,143.49,145.06,143.26
143.37,143.94,144.59,142.84
143.90,143.68,144.76,143.40
144.08,143.25,144.41,143.08
143.63,145.42,145.64,143.11
144.32,144.26,145.97,143.16
143.78,142.59,143.95,141.77
143.05,142.39,143.25,141.90
141.97,141.40,142.67,140.89
141.67,142.13,142.51,141.18
141.37,140.65,142.50,140.33
140.74,138.78,140.81,138.74
138.91,138.05,138.91,138.02
137.92,138.04,138.76,137.81
138.32,139.43,139.94,138.26
139.64,139.32,140.47,139.19
139.06,138.78,139.30,138.51
137.94,137.23,138.32,137.15
137.20,137.98,138.24,137.15
137.94,138.88,139.32,137.88
139.49,140.50,141.10,139.22
140.59,140.30,141.48,140.18
140.84,140.19,141.17,140.08
140.44,139.65,140.90,139.53
139.34,138.34,139.86,138.28
138.45,137.45,139.91,137.42
137.94,138.06,138.64,137.53
137.01,135.69,137.82,135.66
136.38,135.06,136.71,134.73
135.79,136.49,136.57,135.54
137.00,136.39,137.20,136.28
135.15,135.88,136.84,135.06
136.30,140.50,140.87,136.03
139.98,139.90,140.53,139.27
141.35,139.45,141.50,137.71
141.71,142.72,143.43,141.17
143.86,144.06,145.07,143.50
143.65,143.93,144.29,143.16
143.93,143.63,144.18,142.92
144.15,144.33,144.49,143.44
144.12,144.68,144.89,143.16
144.58,145.04,145.23,144.02
145.19,144.94,145.40,144.43
145.22,146.38,146.48,145.02
146.85,145.60,147.00,145.38
145.71,144.99,145.93,144.89
144.78,144.25,144.89,143.53
144.53,144.55,144.70,142.91
144.80,145.38,146.76,144.75
145.15,145.30,145.86,144.02
146.19,145.30,146.19,145.01
145.78,145.52,146.11,144.65
145.11,144.84,145.82,144.19
145.83,146.89,147.04,145.65
147.15,146.44,147.59,145.98
146.02,145.26,146.44,144.35
146.30,146.25,146.79,145.68
145.28,145.89,146.29,145.01
144.95,146.49,146.72,143.35
146.36,145.27,146.98,145.18
144.88,146.09,146.42,144.88
145.15,146.09,146.24,144.98
146.16,145.63,146.48,145.12
145.39,145.17,145.94,143.64
144.29,143.71,144.88,143.29
142.22,138.99,143.33,138.99
131.97,132.97,137.16,117.03
136.78,132.71,138.38,132.65
136.11,138.16,138.28,133.35
140.47,140.21,140.75,137.59
139.75,139.95,140.30,138.64
139.25,140.05,140.23,138.51
137.58,138.30,139.90,137.50
139.83,140.42,140.87,138.42
140.94,140.48,141.70,140.10
138.80,138.48,139.46,138.18
140.54,141.43,141.48,139.12
142.35,139.68,142.35,139.39
139.04,140.01,140.96,138.99
139.85,141.05,141.20,139.28
141.18,141.15,141.40,140.24
141.32,142.43,142.96,140.24
142.21,143.61,143.86,141.75
143.90,143.35,145.04,143.16
142.14,141.81,144.34,141.70
142.36,143.21,143.78,142.09
141.82,142.65,142.95,140.81
143.46,145.43,145.63,142.65
144.37,144.87,145.42,143.65
145.95,145.55,146.90,145.01
145.39,143.55,145.80,143.29
143.04,143.72,144.14,142.25
143.54,144.57,144.95,142.89
144.85,144.56,144.85,142.50
143.25,145.86,145.91,142.19
146.24,148.07,148.22,146.01
148.15,148.41,148.70,147.36
148.72,147.96,149.32,147.43
147.61,151.66,151.70,147.61
150.76,153.97,154.26,150.44
153.97,153.63,154.48,153.09
153.23,152.28,154.07,152.22
152.31,149.84,152.77,149.10
150.83,151.77,151.90,150.22
152.32,152.06,152.97,151.28
152.05,153.22,153.39,151.92
153.72,154.56,154.88,153.16
154.80,155.21,155.94,154.31
155.43,158.15,158.34,155.08
158.70,155.74,158.80,154.91
152.06,156.73,157.41,151.26
157.27,157.76,158.30,155.56
157.50,157.76,157.93,155.51
157.06,158.28,158.38,156.53
158.00,158.12,159.40,157.30
158.99,159.15,159.31,157.65
158.40,158.80,159.22,157.38
159.00,157.15,159.02,156.90
154.15,156.27,156.81,154.02
156.49,157.55,157.96,155.67
156.81,155.16,157.10,153.89
155.13,156.41,156.46,154.60
155.98,156.39,157.43,155.18
156.12,156.00,156.98,155.40
155.07,153.67,155.25,153.23
153.81,156.45,156.47,153.24
157.35,158.89,159.92,157.02
158.89,161.25,161.40,157.82
161.69,162.83,163.20,161.44
164.16,163.10,164.47,162.75
163.53,163.45,163.90,162.73
162.26,162.19,163.92,161.00
162.04,162.39,163.00,161.14
163.11,163.58,164.41,162.49
164.17,161.42,164.44,160.79
162.02,161.29,163.04,160.74
161.71,161.09,162.44,160.63
164.51,163.67,166.10,163.31
164.12,166.80,167.24,164.01
167.33,167.12,167.50,165.55
166.74,168.87,169.73,165.87
162.72,159.72,163.89,158.22
160.93,161.86,163.41,160.61
159.73,160.02,161.20,159.36
160.09,161.84,161.88,159.41
163.32,161.29,163.74,160.72
161.95,162.76,163.25,160.00
162.44,160.68,163.58,160.60
159.79,157.70,160.68,157.60
158.81,159.39,159.43,157.33
159.90,161.23,161.39,159.03
162.43,161.71,162.43,160.78
161.85,161.75,162.33,161.44
161.05,161.16,162.26,160.40
161.90,162.66,163.23,161.52
162.96,162.71,163.45,162.51
162.08,161.50,164.00,161.50
159.81,159.54,160.10,157.86
160.17,159.93,161.23,159.45
158.36,158.45,159.80,157.63
154.85,154.82,157.06,153.55
155.28,152.11,155.30,151.81
152.30,154.72,155.96,152.12
155.71,156.06,156.43,154.94
155.97,152.12,156.02,151.88
151.96,153.18,154.16,151.33
149.29,150.39,151.52,148.25
151.79,150.47,152.00,149.58
148.46,148.82,150.00,144.91
148.97,150.38,151.24,148.66
152.18,153.69,153.71,151.65
154.07,150.78,154.48,150.55
150.78,148.50,151.72,148.30
149.29,147.73,149.59,146.72
148.55,149.59,149.97,147.81
149.50,151.12,151.62,146.91
150.84,151.25,152.19,150.19
149.99,148.50,150.79,148.11
149.28,146.70,149.98,145.45
145.00,143.28,145.14,141.79
143.27,143.99,145.20,142.40
142.74,147.02,147.55,141.62
146.24,147.94,149.72,146.23
149.37,148.05,150.17,147.58
147.13,146.65,148.39,144.76
147.98,148.65,149.27,147.00
149.35,149.11,150.64,147.70
149.75,150.91,151.98,148.91
149.13,148.65,149.84,146.82
149.00,148.70,149.14,146.85
149.63,150.06,150.18,148.49
149.89,150.36,151.76,149.12
150.03,153.87,154.41,149.66
154.69,154.72,154.88,152.86
153.09,149.68,153.41,148.76
149.99,150.03,152.30,149.69
150.40,150.52,151.20,149.38
151.13,152.79,152.95,150.39
148.56,151.60,151.96,147.38
151.74,150.90,151.77,150.03
149.96,148.17,150.89,147.60
147.66,150.95,151.92,147.10
151.35,153.05,153.50,151.31
153.21,152.87,154.69,151.05
153.85,152.71,154.00,151.40
152.26,152.67,153.30,151.65
151.80,154.18,154.42,151.80
153.70,154.06,155.00,152.63
153.82,153.84,154.74,153.59
154.58,153.15,154.70,152.77
152.82,153.94,154.35,152.47
153.21,152.23,153.80,152.00
152.18,153.51,153.93,151.64
153.24,151.43,154.08,150.85
151.80,152.67,153.94,151.78
152.77,155.26,155.46,152.52
155.91,157.60,158.24,155.65
157.96,157.58,159.80,157.52
157.87,158.25,159.09,157.00
158.68,157.73,158.99,156.46
157.89,155.99,158.00,155.72
155.81,156.77,157.41,155.22
154.42,152.03,154.58,151.48
152.98,151.65,152.98,150.92
151.34,149.05,151.94,148.96
149.60,150.52,150.68,148.51
151.57,151.88,152.08,150.59
152.59,151.40,152.91,151.14
151.96,153.17,153.81,151.84
152.78,153.30,153.71,152.27
153.78,153.68,153.90,152.49
153.72,152.74,153.89,152.60
152.49,151.42,152.74,150.69
151.05,149.92,151.81,149.36
149.98,151.51,151.68,149.47
152.08,152.60,153.45,151.67
152.24,151.77,152.51,150.60
152.01,151.44,153.65,151.14
150.01,148.13,150.98,147.46
148.76,150.93,151.42,147.75
150.08,151.41,152.53,149.60
150.12,151.51,152.00,149.44
148.98,147.84,150.38,146.37
147.06,146.44,147.50,144.74
146.83,148.59,148.97,146.51
149.38,149.56,149.98,148.75
148.39,147.12,148.69,146.58
147.32,146.72,147.77,146.32
146.33,144.50,146.72,144.30
144.50,145.79,146.58,143.40
145.50,143.60,146.24,143.22
140.18,141.29,141.66,138.57
142.45,142.70,143.08,141.42
142.73,142.69,143.50,142.02
142.84,142.01,144.00,141.91
142.57,142.57,143.48,142.38
142.62,144.54,145.68,142.51
149.01,149.71,153.88,147.70
150.24,149.08,150.77,148.11
149.57,148.77,149.88,147.63
150.50,152.52,153.00,150.32
150.05,151.51,151.51,148.55
150.30,151.71,151.78,150.27
151.83,152.24,152.49,151.71
152.08,152.62,153.85,151.90
152.68,153.37,153.47,152.05
153.00,154.05,154.14,152.92
153.00,154.87,155.15,152.94
154.76,154.95,155.96,154.57
154.55,155.87,156.36,153.57
155.70,154.86,156.78,154.66
154.86,156.42,156.50,154.11
157.03,155.89,157.25,155.76
157.38,156.48,158.38,156.45
157.07,157.20,157.90,156.66
157.61,158.12,158.42,157.16
158.60,157.03,158.79,156.34
153.16,155.56,157.69,153.10
154.24,154.26,154.93,152.55
154.66,155.60,155.93,153.71
156.44,157.08,157.28,155.89
156.96,157.04,157.82,155.50
157.19,156.11,157.19,155.40
156.08,155.25,156.15,154.70
155.20,156.01,156.55,154.67
158.33,163.70,164.16,158.00
164.84,165.44,166.10,164.49
165.06,166.72,167.49,165.06
166.49,166.28,166.92,165.82
167.00,166.78,167.18,166.02
167.15,166.94,168.00,166.28
167.44,166.41,167.44,165.60
166.56,167.51,167.86,165.92
167.50,168.12,168.56,167.39
168.25,168.04,168.26,166.95
167.43,167.05,167.75,166.30
167.68,167.47,167.70,166.96
167.17,167.97,168.20,166.40
167.60,167.57,168.82,166.70
167.16,166.15,167.50,165.75
166.26,166.35,166.86,165.80
166.64,167.22,167.68,166.38
167.15,167.56,168.00,166.90
167.07,166.50,167.54,164.59
165.92,166.12,166.33,165.10
166.04,166.55,167.74,165.89
166.86,167.70,168.33,166.08
167.25,167.40,167.55,166.47
167.74,167.86,168.60,166.88
167.44,168.29,168.50,167.05
169.11,167.88,169.59,167.33
167.16,169.04,169.41,167.16
169.04,168.73,169.27,168.59
167.88,168.41,168.80,167.88
167.45,167.96,168.36,166.92
168.42,167.75,168.71,167.20
167.21,168.02,168.33,167.10
168.34,167.94,168.69,167.62
168.09,167.36,168.45,167.31
167.14,167.57,167.88,166.76
167.20,164.86,167.41,164.64
165.39,163.93,165.64,163.47
164.47,163.98,164.84,163.40
164.07,161.96,164.28,161.74
161.87,162.09,162.57,161.15
159.00,156.21,159.00,155.54
156.81,157.98,159.28,156.80
158.13,158.06,158.15,156.02
157.64,155.64,157.87,155.40
155.19,153.47,155.49,152.94
152.59,150.70,152.79,150.70
150.50,151.69,151.99,150.26
151.18,150.74,151.58,150.07
150.71,150.69,152.25,150.20
150.72,152.67,152.97,150.11
151.96,152.35,152.66,151.14
152.13,151.79,153.03,151.60
152.43,152.17,152.71,151.67
152.59,152.70,152.90,151.25
153.03,153.15,154.28,152.68
153.15,152.53,153.77,152.17
152.08,151.19,152.28,151.01
151.42,150.45,151.77,150.00
150.60,149.41,150.67,148.94
149.19,147.49,149.69,147.20
151.79,152.51,154.85,151.60
152.22,151.01,152.25,150.32
151.47,150.48,151.62,149.49
150.63,149.98,150.92,149.83
150.23,149.47,150.64,149.00
149.77,149.99,150.19,148.79
150.35,150.28,150.85,149.75
149.67,151.01,151.14,149.52
150.97,150.46,151.49,150.39
149.93,150.22,151.34,149.72
150.18,150.15,151.00,149.28
150.08,148.70,150.20,148.63
149.51,149.11,149.62,148.41
150.70,149.45,151.32,149.31
149.85,150.04,150.78,149.60
149.51,148.97,150.29,148.50
149.35,152.12,152.32,149.29
149.90,150.99,151.97,149.90
150.35,150.98,151.41,150.28
150.83,150.86,151.46,149.82
150.44,149.76,150.86,149.38
148.89,147.87,149.35,147.10
148.48,146.66,148.63,146.38
146.43,146.27,147.34,146.12
146.70,144.45,146.70,144.14
143.00,142.24,145.00,142.11
143.38,143.54,143.66,142.75
143.89,146.09,146.63,143.80
143.54,146.79,147.39,143.54
147.06,146.70,150.00,146.61
146.61,149.36,149.62,145.38
150.92,152.00,152.14,149.50
151.98,151.15,152.00,150.29
152.19,152.14,152.55,151.80
151.23,151.20,151.40,149.55
150.84,150.36,151.20,149.52
150.55,151.17,151.29,150.12
151.93,152.67,153.05,151.21
152.75,151.60,153.34,151.18
151.89,151.88,153.42,151.71
151.05,151.25,152.43,151.01
151.62,151.48,152.22,151.33
151.13,150.11,151.54,150.07
150.11,151.74,152.88,150.11
151.99,152.09,152.87,151.43
152.09,151.77,152.22,150.78
