ICF,iShares Cohen & Steers REIT ETF,NASDAQ
81.68,82.12,83.05,81.58
82.16,82.31,83.04,81.73
82.30,82.43,82.99,81.91
82.51,79.79,82.69,79.65
79.23,76.39,79.31,76.07
77.02,77.79,78.37,76.25
76.77,77.59,79.28,75.85
78.06,78.89,79.33,77.64
79.37,80.06,80.31,79.37
79.98,81.02,81.11,79.59
80.84,80.62,81.26,80.14
80.94,80.16,81.32,80.00
80.23,81.44,81.53,80.23
81.30,80.72,81.40,79.88
80.88,80.47,80.99,78.76
80.53,80.61,81.29,80.36
80.81,81.80,82.03,80.71
81.61,81.71,81.92,81.01
82.69,83.93,84.00,82.69
84.02,83.34,84.13,82.90
83.36,83.70,83.85,83.09
83.67,83.69,84.04,83.48
83.95,84.13,84.28,83.61
84.30,84.85,84.85,84.02
84.82,84.56,84.90,84.30
84.64,84.90,85.00,84.36
85.01,84.80,85.11,84.46
84.85,82.97,84.89,82.47
82.81,83.02,83.18,82.43
83.03,83.08,83.24,82.36
82.93,82.42,83.22,82.33
82.66,82.14,83.24,81.92
82.17,80.82,82.38,80.06
81.17,80.51,81.30,80.35
80.51,80.22,80.98,80.01
80.00,80.06,80.40,79.85
79.96,79.81,80.50,79.66
79.77,79.56,79.90,79.11
79.83,79.51,79.91,79.07
79.26,80.17,80.63,79.00
79.84,79.44,79.84,79.13
79.77,78.31,79.77,78.11
78.10,77.97,78.45,77.93
76.89,76.48,77.40,76.24
76.17,74.62,76.43,74.55
74.39,73.78,74.67,73.78
73.99,75.48,75.72,73.99
75.05,75.36,76.54,74.28
75.58,75.77,75.83,74.88
75.86,76.56,76.58,75.51
76.66,76.35,76.74,76.19
75.67,76.10,76.41,75.56
75.92,75.80,76.24,75.57
75.72,75.79,75.83,75.08
75.79,75.42,76.24,75.21
75.82,74.76,76.15,74.04
74.72,75.27,75.63,74.38
75.27,74.44,75.35,74.39
75.01,75.78,76.38,75.01
75.89,77.38,77.39,75.81
77.68,77.31,77.75,76.59
77.28,77.87,77.87,77.23
77.88,77.23,78.34,77.17
77.65,77.43,77.65,77.11
81.67,78.42,81.67,78.15
78.38,78.36,79.01,78.21
78.19,81.24,81.27,77.42
81.42,81.00,82.08,80.98
81.01,79.43,81.08,79.42
79.56,78.89,79.82,78.84
78.41,77.59,78.41,77.50
77.51,77.71,78.38,77.16
77.90,78.22,78.31,77.71
78.03,77.80,78.39,77.34
77.44,76.88,78.17,76.70
76.95,78.15,78.85,76.87
77.87,78.28,78.34,77.35
78.00,76.84,78.18,76.46
76.81,76.73,77.33,76.18
76.32,76.99,77.37,75.90
76.99,76.26,77.29,76.22
76.34,76.29,77.04,76.15
76.82,78.27,78.33,76.76
78.09,79.09,79.09,77.79
78.59,79.01,79.03,78.27
78.92,78.69,79.35,77.27
78.94,80.32,80.38,78.94
80.12,81.47,81.57,80.01
81.62,81.17,81.68,80.77
81.00,80.58,81.01,80.30
80.73,81.47,81.78,80.61
81.20,81.32,81.50,80.80
81.39,81.17,81.39,80.80
81.43,82.31,82.38,81.22
82.31,81.55,82.31,80.82
81.36,81.00,81.76,80.52
81.14,80.19,81.17,79.84
80.29,79.65,80.47,79.19
79.86,80.40,80.50,79.51
80.59,80.53,80.59,79.77
80.19,79.04,80.19,78.92
79.15,79.16,79.79,78.99
79.42,78.07,79.42,77.99
77.51,77.18,77.73,75.90
77.06,77.25,77.72,76.95
77.07,76.68,77.07,76.14
76.53,77.12,77.15,76.13
76.91,77.78,78.30,76.91
77.78,77.96,78.17,77.56
78.04,77.47,78.16,77.41
77.34,76.81,77.47,76.65
76.97,76.00,77.58,75.71
76.12,76.59,76.69,75.85
76.56,76.09,76.56,75.82
76.16,75.61,76.25,75.55
75.59,75.31,75.64,75.18
75.36,75.97,76.07,75.21
76.08,75.17,76.08,75.10
75.03,74.73,75.43,74.44
74.61,74.63,74.96,74.31
74.02,74.94,75.39,73.88
74.94,75.31,75.46,74.44
75.87,76.03,76.06,75.47
75.86,76.31,76.41,75.66
76.29,76.29,76.59,76.28
76.38,74.53,76.38,74.53
74.55,74.04,74.65,73.91
74.27,74.27,75.25,74.00
74.40,74.38,74.58,74.02
74.35,74.69,74.89,74.08
74.72,76.04,76.10,73.87
75.85,74.90,75.85,74.43
74.90,75.26,75.33,74.81
74.97,74.73,75.16,74.60
74.53,74.82,74.95,74.53
74.90,74.92,75.36,74.64
75.18,74.91,75.18,74.35
74.41,75.04,75.30,74.41
75.19,74.72,75.22,74.49
74.47,74.54,74.88,74.05
74.50,75.10,75.30,74.50
75.18,75.59,75.90,75.06
75.73,75.87,76.16,75.35
75.59,75.65,76.06,75.19
75.73,75.77,75.89,75.16
76.16,76.84,76.91,76.16
76.47,76.26,77.02,76.07
76.63,76.86,76.98,76.26
76.81,77.31,77.47,76.81
77.25,77.44,77.51,77.10
77.40,77.03,77.50,76.88
77.25,77.71,78.00,77.25
77.77,78.05,78.30,77.77
78.01,77.61,78.01,77.34
77.35,76.66,77.40,76.57
76.60,76.19,77.07,75.97
76.19,76.95,77.10,76.19
76.40,76.52,76.89,75.96
76.82,77.75,77.99,76.82
77.09,78.18,78.56,76.21
78.19,76.99,78.19,76.80
77.13,78.03,78.10,76.87
77.85,77.97,78.12,77.59
78.15,78.77,78.78,78.05
79.00,79.32,79.39,78.65
79.62,80.24,80.30,79.05
80.10,80.46,80.80,79.88
80.47,80.38,80.56,79.99
80.07,80.72,81.08,79.93
80.69,80.96,81.08,80.64
81.00,81.29,81.30,80.45
81.12,81.31,82.10,81.07
81.28,80.96,81.85,80.64
81.02,81.11,81.43,80.47
81.18,81.43,82.14,81.18
81.39,81.63,81.98,81.33
81.65,81.73,81.92,81.43
81.57,81.52,82.02,81.07
81.60,82.14,82.48,81.44
81.81,82.17,82.23,81.42
82.77,83.42,83.51,82.69
83.48,83.20,83.63,82.58
83.26,82.56,83.26,82.35
82.32,81.61,82.32,81.20
81.58,81.20,81.69,80.89
81.34,81.81,82.03,81.31
81.65,81.98,82.16,81.64
82.15,81.57,82.29,81.46
81.50,81.78,82.17,81.24
81.96,81.99,82.46,81.74
82.08,82.30,82.31,81.72
82.30,80.60,82.70,80.41
80.40,80.87,80.92,79.90
81.27,81.63,81.89,81.15
81.66,81.11,81.82,80.75
80.92,81.28,81.46,80.62
81.44,80.45,81.50,80.45
80.15,81.02,81.11,80.10
81.14,81.63,81.85,81.14
82.40,82.24,82.46,81.26
82.24,82.61,82.62,81.69
82.46,82.68,82.77,82.18
82.74,82.44,82.77,82.16
82.62,82.92,83.35,82.40
82.71,83.36,83.95,82.71
83.44,84.00,84.01,83.14
84.01,83.71,84.03,83.29
83.63,82.90,84.14,82.64
82.31,82.57,83.23,82.31
82.81,82.95,83.02,82.36
82.97,84.03,84.06,82.97
84.25,84.61,84.67,83.95
84.49,84.14,84.49,83.69
84.11,84.46,84.57,83.98
84.60,84.50,84.60,83.70
84.48,84.18,84.59,83.96
84.23,84.66,84.85,84.20
84.59,84.35,84.76,84.24
84.61,85.25,85.29,84.40
85.31,85.26,85.53,84.97
85.17,85.45,85.52,85.03
85.41,86.02,86.02,84.83
85.62,85.81,86.09,85.32
85.46,86.18,86.20,85.28
85.86,85.87,86.18,85.52
85.89,86.93,86.99,85.89
86.91,87.34,87.53,86.90
87.10,87.21,87.64,86.82
87.31,87.49,87.59,87.12
87.55,86.87,88.11,86.70
86.93,87.03,87.35,86.59
87.01,87.06,87.06,86.28
87.02,87.88,87.88,86.69
87.64,87.43,87.71,87.03
87.44,87.18,87.79,86.93
87.36,86.69,87.45,86.52
86.98,86.38,86.98,86.32
86.42,87.06,87.08,86.42
87.22,87.51,87.56,86.97
87.25,86.82,87.29,86.34
86.97,87.07,87.10,86.66
87.00,87.53,87.70,87.00
87.48,87.83,88.06,87.42
87.70,87.62,87.84,87.46
87.56,87.79,87.96,87.42
87.90,89.48,89.52,87.70
89.69,88.99,89.75,88.71
88.84,87.72,89.20,87.56
87.52,87.05,87.77,86.79
86.88,86.87,87.19,86.44
86.86,86.65,86.86,86.01
86.73,86.89,87.03,86.10
86.76,86.48,87.21,86.33
86.44,86.56,86.61,85.92
86.55,87.20,87.38,86.12
87.30,87.90,87.90,87.13
87.97,88.21,88.21,87.35
88.20,87.89,88.46,87.89
87.83,87.91,88.13,87.66
87.33,87.10,87.43,86.90
87.15,86.95,87.15,86.73
86.76,87.52,87.59,86.76
87.67,87.33,87.69,86.79
87.45,87.68,87.92,87.05
87.67,87.56,87.67,87.02
87.40,87.04,87.40,86.65
86.89,87.36,87.52,86.89
87.36,87.62,87.93,87.19
87.68,87.81,87.91,87.14
87.36,88.22,88.50,87.36
88.16,88.20,88.29,87.82
88.24,88.64,88.66,88.03
88.67,88.79,88.94,88.36
88.98,89.08,89.17,88.54
88.95,88.64,89.11,88.55
88.82,89.43,89.50,88.74
89.33,89.14,89.36,88.97
89.36,89.58,89.86,89.36
89.44,89.70,89.82,89.42
89.84,89.73,89.99,89.46
89.66,89.08,89.85,89.04
89.20,89.78,90.03,89.18
89.88,89.33,89.88,89.20
89.31,89.19,89.66,88.83
88.62,87.86,88.99,87.86
87.71,87.66,88.50,87.66
87.82,88.20,88.44,87.28
87.94,87.29,88.13,87.14
87.02,87.16,87.63,87.02
87.47,87.20,87.64,86.98
87.47,87.81,87.85,86.98
87.99,88.30,88.49,87.87
88.15,88.15,88.47,88.02
88.31,89.51,89.59,88.31
89.58,89.41,89.80,89.25
89.69,89.35,89.84,89.06
89.56,90.25,90.25,89.56
90.43,90.44,90.64,90.12
90.36,90.86,91.02,89.93
90.86,90.73,91.31,90.64
90.80,89.95,90.80,89.68
90.40,89.80,90.40,89.46
89.72,89.82,90.16,89.69
89.95,89.97,90.11,89.73
89.88,90.00,90.15,89.68
90.03,90.43,90.52,89.89
90.46,90.40,90.63,90.20
90.49,90.65,90.77,90.35
90.69,90.40,91.05,90.11
90.52,91.39,91.42,90.50
91.34,91.28,91.54,91.06
90.98,90.80,91.09,90.57
90.53,89.17,90.59,89.15
89.07,89.25,89.44,88.85
88.64,86.32,88.77,85.90
86.43,86.12,86.83,85.71
85.84,86.86,87.10,85.84
87.07,86.81,87.65,86.74
86.83,85.96,86.97,85.96
86.17,86.18,86.44,85.91
86.07,85.55,86.08,85.55
85.37,85.02,85.92,85.00
84.28,84.09,85.20,84.02
83.98,83.74,84.22,83.51
83.66,84.76,84.89,83.41
84.22,84.73,84.81,83.88
84.76,84.47,85.02,84.09
84.50,84.51,85.09,84.20
84.30,84.48,84.88,83.96
84.80,85.02,85.19,84.32
85.20,85.21,85.67,84.96
84.95,84.57,85.47,84.56
84.72,86.46,86.46,84.72
86.16,86.64,87.53,86.16
86.71,86.89,87.77,86.71
87.18,86.96,87.85,86.91
87.25,88.48,89.00,87.25
88.17,88.08,88.79,87.45
87.34,88.07,88.28,87.00
88.68,88.38,88.71,87.44
88.30,89.59,89.59,88.19
89.85,90.40,90.42,89.28
90.47,90.43,90.94,90.16
90.71,91.03,91.16,90.40
91.05,90.91,91.34,90.40
90.69,91.56,91.64,90.62
91.56,91.85,91.87,91.22
91.67,91.84,92.09,91.26
91.54,92.46,92.46,91.36
92.83,93.66,93.75,92.78
93.83,94.68,94.72,93.81
94.65,94.92,94.96,93.98
95.45,94.67,95.45,94.12
94.60,93.82,94.95,93.71
93.83,93.61,94.12,93.29
93.32,94.53,94.56,93.31
94.53,94.09,94.68,93.67
94.06,93.29,94.11,93.20
93.53,93.91,94.10,93.38
93.95,93.17,94.04,92.98
93.12,93.71,93.87,93.12
93.76,94.08,94.27,93.60
94.02,93.56,94.32,93.53
93.61,93.63,93.67,93.13
94.30,94.44,94.46,94.03
94.70,94.61,95.03,94.44
94.69,94.81,95.05,94.50
94.80,95.70,95.82,94.80
95.80,96.02,97.08,95.80
95.92,96.07,96.75,95.71
96.03,96.61,96.71,95.39
96.62,96.49,96.70,96.14
96.42,96.73,96.84,96.01
96.31,96.10,96.38,95.29
95.95,96.80,97.19,95.95
96.28,97.31,97.57,96.27
97.14,97.37,97.70,96.91
97.23,97.45,97.96,97.23
97.27,96.63,97.84,96.63
96.81,95.58,97.13,95.39
95.55,95.30,96.20,94.86
95.52,97.46,97.51,95.52
98.15,98.23,98.23,97.38
98.41,98.50,98.62,97.87
98.21,100.00,100.00,98.21
99.93,99.35,100.19,99.11
98.43,97.82,98.77,97.75
97.90,98.19,98.49,97.90
98.13,98.65,99.01,98.12
98.55,98.46,99.15,98.29
98.85,96.84,99.34,96.79
97.44,98.36,98.46,97.27
98.06,99.02,99.22,97.87
99.16,100.10,100.44,99.16
100.40,101.77,101.92,99.92
102.22,102.00,102.32,101.22
102.02,102.27,102.69,101.38
102.72,103.06,103.18,102.46
103.49,102.84,103.68,102.37
102.40,103.76,103.77,102.18
103.94,104.14,104.23,103.39
104.18,104.87,105.06,103.74
105.41,104.20,105.59,103.93
104.21,104.06,104.21,103.56
104.36,105.94,105.98,104.21
105.87,105.74,106.20,105.41
105.81,106.58,106.58,105.46
106.00,106.55,107.02,106.00
106.51,105.84,107.41,105.84
106.09,106.04,106.12,105.08
105.61,103.83,105.80,103.77
104.00,103.80,104.00,101.72
103.84,104.54,104.55,102.80
104.36,104.04,104.53,103.49
104.27,105.40,105.40,104.09
105.31,102.29,105.31,101.83
102.16,101.76,102.75,101.73
101.72,102.24,102.41,101.01
102.35,101.90,102.76,101.21
102.12,103.10,103.12,101.59
103.24,102.12,103.65,101.60
102.00,101.93,103.05,101.70
101.99,102.96,103.06,101.22
102.61,100.43,102.61,100.23
100.43,101.61,101.76,100.40
101.69,102.39,102.47,101.53
101.80,100.16,101.80,99.75
100.18,100.05,101.25,99.99
99.96,98.93,100.08,98.79
99.03,99.79,99.92,98.54
99.69,100.34,101.33,99.69
100.10,100.20,100.48,99.31
100.12,99.17,100.30,98.99
99.62,99.81,100.73,99.47
98.41,96.51,98.93,96.35
97.01,97.44,97.59,97.01
96.94,97.37,97.92,96.94
97.43,97.32,97.68,97.05
97.72,98.96,99.02,97.72
98.85,98.98,99.19,98.31
99.45,100.18,100.72,99.28
99.94,99.94,100.45,99.43
99.82,102.11,102.36,99.40
101.77,102.07,102.69,101.69
102.30,104.51,104.59,102.09
104.65,104.49,105.24,104.11
104.36,103.68,104.47,103.63
103.06,101.11,103.22,100.91
100.84,100.50,101.09,100.19
100.63,100.68,101.16,100.34
101.10,102.22,102.30,100.93
101.93,101.13,102.44,101.02
101.10,100.74,101.37,100.14
100.38,101.58,101.93,100.38
101.91,102.68,103.11,101.80
102.67,100.95,102.67,100.94
101.25,101.11,101.32,100.78
101.01,99.04,101.01,98.82
99.48,98.92,100.12,98.62
98.99,98.60,99.24,98.57
98.97,99.02,99.56,98.74
99.40,98.28,99.40,98.25
98.17,98.71,99.13,97.74
98.23,98.28,98.84,97.63
98.62,98.39,99.02,98.11
98.76,98.63,99.25,98.35
98.77,98.73,99.30,98.51
98.66,98.92,99.18,98.44
99.13,99.16,99.76,98.71
99.26,99.09,99.91,98.84
98.93,98.78,99.06,98.14
97.80,96.68,98.28,96.37
96.34,95.15,96.49,94.53
95.31,95.90,96.71,95.11
96.25,96.11,96.94,95.93
96.00,93.89,96.00,93.75
94.01,93.70,94.22,93.14
93.81,95.17,95.60,93.81
96.12,96.68,97.94,96.12
96.54,95.07,96.91,94.82
94.57,95.41,95.76,93.84
95.99,94.53,96.47,94.29
94.95,96.42,96.43,94.95
96.73,97.28,97.60,96.56
96.83,96.96,97.21,96.56
96.28,96.55,97.19,96.28
96.75,96.49,97.16,96.37
96.60,95.99,96.65,95.58
95.93,96.02,96.65,95.36
95.72,95.21,95.88,94.91
95.62,96.22,96.41,95.20
96.17,95.96,96.34,95.50
95.93,94.93,96.18,94.71
95.06,96.11,96.26,94.75
95.53,95.14,95.67,94.72
94.96,93.66,95.12,93.49
93.71,93.47,93.91,93.14
92.54,92.37,93.15,91.77
92.26,92.15,92.69,92.08
92.04,91.51,92.31,91.42
91.59,92.19,93.04,91.37
92.79,92.95,93.23,92.44
92.72,92.79,93.24,92.65
92.62,92.36,92.65,92.13
92.47,93.24,93.38,92.36
93.25,93.96,94.10,92.57
94.09,95.32,95.73,94.09
95.12,94.30,95.12,94.09
94.27,93.24,94.73,93.19
93.03,92.38,93.08,92.23
91.72,91.21,92.13,91.20
91.35,90.21,91.35,90.21
90.17,90.93,91.23,89.97
90.68,89.49,91.59,89.45
90.05,89.61,90.44,89.32
89.70,91.12,91.12,89.45
91.54,91.43,92.54,91.23
91.15,91.81,92.00,90.72
92.26,93.43,93.60,92.26
93.02,93.18,93.48,92.89
93.65,92.86,93.84,92.62
93.26,93.49,94.20,93.07
93.64,93.50,94.62,92.97
93.65,93.74,94.06,93.13
93.49,93.89,94.22,93.34
94.01,94.63,94.70,94.01
94.63,94.18,94.63,93.90
94.28,94.37,94.47,93.78
94.31,94.04,94.82,94.04
93.99,94.45,94.87,93.99
94.53,93.52,94.60,92.95
93.52,94.06,94.37,93.38
93.95,94.42,94.97,93.95
94.52,94.61,94.88,94.23
94.38,95.08,95.19,94.10
94.92,94.62,95.17,94.31
95.36,95.29,96.10,94.47
95.33,95.91,96.07,95.33
96.03,95.31,96.47,95.15
95.64,94.94,95.71,94.56
95.01,95.26,95.35,93.75
95.20,95.69,95.88,94.53
95.97,95.31,96.26,94.98
95.02,96.03,96.49,95.02
95.67,96.48,96.50,95.28
96.54,96.71,97.06,95.49
96.47,97.14,97.19,96.00
97.06,98.04,98.04,96.75
97.81,98.30,98.40,97.69
97.89,97.59,98.14,97.12
97.12,96.96,97.71,96.63
96.48,95.27,97.03,95.20
94.32,90.53,94.32,64.00
91.02,87.99,93.37,87.95
88.88,90.55,90.69,88.59
91.33,92.37,93.14,90.65
92.28,92.10,92.38,91.52
91.93,89.91,91.93,89.91
89.02,88.14,89.42,87.50
88.94,89.12,89.38,88.25
89.42,89.27,89.87,89.03
88.36,87.40,88.70,86.78
88.19,88.79,88.94,87.86
89.35,87.52,89.69,87.45
87.43,87.81,88.81,87.43
87.94,89.56,89.56,87.72
89.74,89.58,89.81,89.24
89.65,90.69,90.89,89.04
90.61,91.69,91.92,90.58
91.72,92.75,94.27,91.25
91.81,92.76,94.00,91.60
92.96,93.58,94.01,92.84
92.91,92.46,93.34,92.23
92.61,93.02,93.48,92.22
92.87,92.21,93.21,91.55
91.76,91.97,92.64,91.23
91.76,90.43,91.76,89.82
90.62,91.88,92.11,90.35
92.46,92.62,92.91,91.90
92.74,93.04,93.27,92.14
93.32,93.83,93.83,92.08
94.10,95.28,95.35,94.07
95.19,94.91,95.74,94.80
95.18,95.92,95.93,94.90
95.82,96.67,96.77,95.38
96.68,96.49,96.74,95.95
96.52,97.04,97.39,96.41
96.85,96.38,97.20,96.09
96.48,95.54,96.63,95.39
95.82,96.92,96.97,95.78
97.09,97.78,98.00,97.09
97.64,99.25,99.28,97.64
99.13,99.09,99.39,98.61
99.18,98.84,99.65,98.78
99.35,99.68,99.98,99.02
99.88,98.57,99.88,97.99
98.69,98.65,98.83,97.68
98.38,98.71,98.82,98.21
98.60,98.53,99.33,96.84
98.12,98.46,98.59,97.66
98.50,97.48,98.65,97.32
97.58,99.76,99.77,97.40
99.46,98.49,99.46,98.27
98.51,98.13,98.76,97.83
98.13,98.52,98.60,97.61
97.16,95.19,97.28,94.53
94.75,93.64,95.00,92.95
93.64,94.74,94.99,93.64
94.80,94.97,95.31,94.48
94.69,94.45,95.11,94.21
94.47,93.37,95.08,93.29
93.09,94.45,94.45,93.08
94.12,94.58,95.31,94.12
94.61,95.48,95.60,94.08
95.61,96.01,96.43,95.48
96.27,97.17,99.02,96.27
97.03,97.30,97.79,97.00
96.95,96.64,96.95,95.97
96.71,97.13,97.35,96.71
96.87,97.98,98.32,96.87
98.07,97.17,98.49,96.89
97.42,98.71,98.76,97.31
98.57,96.73,98.63,96.59
96.44,95.26,96.54,94.96
95.54,97.36,97.49,95.47
97.26,97.19,97.58,96.79
96.86,97.24,97.57,96.66
96.86,96.60,97.63,96.13
96.65,95.70,96.96,95.65
95.22,95.82,96.18,95.03
95.67,96.64,96.68,95.33
96.93,97.48,98.09,96.93
97.84,99.44,99.69,97.35
99.43,98.92,99.43,98.63
98.78,97.78,99.25,97.78
98.35,98.26,98.84,97.72
98.46,98.54,99.28,98.39
98.85,99.66,99.66,98.51
98.54,98.54,98.92,98.04
98.28,99.27,99.27,98.17
99.47,100.37,100.48,99.47
100.25,100.03,100.65,100.03
100.25,99.24,100.25,99.17
98.32,97.92,98.37,97.10
98.02,99.93,100.19,98.02
99.13,99.57,99.69,98.97
98.45,97.84,98.98,97.78
98.35,96.68,98.53,96.58
96.80,97.36,97.94,96.74
98.06,96.86,98.06,96.41
97.21,95.66,98.05,95.57
95.68,95.49,96.26,94.87
94.22,94.96,95.28,93.66
95.46,95.49,96.20,94.88
94.67,92.46,94.84,90.90
92.74,93.04,94.28,92.26
93.97,95.57,96.01,93.97
95.20,95.09,96.42,94.84
95.50,96.89,96.90,95.37
96.61,94.93,96.61,94.19
95.47,93.84,96.02,93.43
94.34,95.49,95.78,93.65
95.15,95.69,96.56,94.79
95.31,94.92,95.82,94.37
95.39,95.46,95.75,94.30
95.19,95.53,96.12,94.40
95.34,93.39,95.34,93.26
92.56,90.49,92.90,89.06
89.50,88.58,89.69,87.89
89.00,89.25,90.37,88.98
87.88,88.05,88.62,87.26
88.53,89.01,89.23,88.00
89.61,90.51,90.56,89.21
90.91,91.34,92.17,90.91
91.23,92.22,92.51,90.96
91.79,92.95,93.53,91.64
93.57,93.94,94.47,93.57
93.93,93.64,94.67,93.54
93.26,93.36,93.78,92.48
93.50,95.28,95.29,93.50
95.14,94.76,95.40,94.75
94.73,94.38,95.66,94.24
95.06,97.13,97.17,95.01
96.92,97.80,97.80,96.78
97.95,98.12,98.12,97.05
98.04,98.11,98.19,97.35
97.58,98.23,98.52,97.40
98.36,97.42,98.36,97.31
97.69,97.95,98.56,97.48
98.65,97.79,98.83,96.87
99.06,100.23,100.23,98.71
99.99,100.21,100.30,99.65
99.68,100.41,100.59,99.64
100.09,101.58,101.77,99.76
101.76,103.04,103.21,101.29
103.34,102.46,103.34,102.41
102.16,101.47,102.55,101.33
101.16,101.43,101.80,100.97
100.34,99.92,100.44,99.85
99.55,99.84,99.95,99.09
99.85,100.85,101.09,99.85
101.00,102.91,102.91,100.75
103.25,102.53,103.25,102.45
102.28,103.16,103.26,102.28
102.80,103.24,103.42,102.48
103.35,103.08,103.58,102.75
102.74,102.55,103.11,102.23
102.41,102.75,102.81,102.00
102.45,102.13,102.78,101.72
102.56,102.63,103.10,102.45
102.76,102.25,102.91,102.21
102.35,102.96,103.27,102.19
103.33,102.28,103.33,101.97
102.21,101.51,102.28,101.36
101.81,102.29,102.56,101.42
102.20,102.94,102.94,101.96
103.19,102.88,103.19,102.47
102.75,101.15,103.03,100.98
101.06,99.34,101.27,99.00
99.72,100.39,100.61,99.50
100.02,101.33,101.33,100.02
101.74,101.52,102.26,101.17
101.50,101.26,101.50,100.13
100.65,100.92,101.66,100.44
100.45,100.07,100.54,99.08
100.20,101.61,101.88,100.20
101.41,101.88,101.95,100.96
101.24,103.45,103.58,101.05
103.06,103.70,103.87,103.06
103.68,104.68,104.72,103.08
104.94,105.83,105.98,104.94
106.17,105.95,106.22,105.48
105.82,103.44,105.82,103.06
103.47,104.18,104.52,102.62
103.94,103.13,103.94,102.59
103.05,104.20,104.52,103.05
103.94,102.28,103.94,101.82
102.12,100.67,102.12,99.55
99.98,99.61,100.25,98.98
100.00,100.39,100.52,99.83
100.48,100.43,100.81,100.18
100.93,101.52,101.84,100.77
101.98,101.56,101.98,100.61
101.55,101.76,102.07,101.22
101.91,102.19,102.75,101.85
102.38,102.22,102.66,101.57
101.92,102.06,102.32,101.51
102.15,102.55,102.55,101.39
103.14,102.81,103.52,102.30
102.83,101.98,102.97,101.35
102.13,102.51,102.89,101.98
102.26,102.96,103.09,102.12
102.89,103.19,103.41,102.65
102.74,102.78,103.15,102.51
102.94,102.96,103.65,102.83
102.94,102.69,103.24,102.43
102.80,103.77,104.15,102.80
103.74,104.52,104.53,103.24
104.44,104.26,104.44,103.41
104.74,104.24,105.59,104.14
103.68,104.03,104.27,103.51
104.15,103.90,104.28,103.60
104.35,104.41,104.94,104.16
102.22,103.46,104.41,101.85
103.36,103.67,103.82,102.19
104.35,105.88,105.89,103.94
106.49,107.21,107.32,106.49
107.51,108.20,108.27,106.69
108.56,108.14,109.07,107.82
108.26,109.45,109.47,108.19
109.21,108.97,109.87,108.36
108.83,107.67,108.83,107.09
108.13,109.48,109.51,108.13
109.66,109.98,110.22,108.90
109.74,109.97,109.98,108.96
110.22,110.55,110.61,109.75
110.27,109.61,110.67,109.15
109.51,109.48,109.56,108.70
109.56,109.65,109.70,109.25
109.61,110.20,110.22,109.12
110.28,110.07,110.29,109.70
109.90,110.26,110.29,109.32
110.25,111.28,111.65,110.05
111.46,111.19,111.76,110.71
111.25,110.75,111.25,110.47
110.53,109.68,110.53,108.74
109.48,110.56,110.97,109.12
110.65,111.73,112.45,110.65
111.90,112.30,112.39,111.82
112.20,110.34,112.20,110.09
110.43,109.70,110.43,109.14
109.81,109.43,109.86,109.12
109.49,109.39,109.77,109.07
109.36,109.69,110.13,109.13
109.73,110.29,110.36,108.93
110.40,110.18,110.78,109.81
110.36,108.84,110.36,108.26
108.99,109.27,110.25,108.99
109.27,109.13,109.76,108.87
108.96,107.96,108.96,107.80
107.91,108.36,108.43,107.10
108.29,108.13,108.60,107.70
107.86,107.18,108.01,106.90
107.18,107.67,107.84,107.16
108.01,107.57,108.20,107.57
107.80,107.08,107.80,106.55
107.20,107.57,108.32,107.15
107.77,106.52,108.46,105.78
106.78,107.64,107.86,106.55
107.62,107.31,107.79,106.39
107.20,107.46,107.76,106.78
107.25,107.15,107.60,106.72
107.69,107.91,109.26,107.43
108.09,108.75,108.75,107.44
108.84,109.31,109.38,108.21
108.95,107.92,108.95,107.85
106.72,103.85,106.87,103.84
103.40,105.23,105.69,103.40
104.69,102.64,104.69,102.41
103.40,103.00,103.54,102.72
102.96,103.49,103.62,102.38
103.01,103.46,103.55,102.72
103.75,104.41,104.47,103.75
104.87,104.31,104.99,104.23
104.54,105.55,105.71,103.04
106.28,107.44,107.58,106.28
107.17,107.77,108.21,106.25
106.76,107.24,107.50,106.45
107.55,106.31,107.55,106.11
106.42,107.04,107.14,106.17
106.71,105.61,106.96,105.33
106.25,104.90,106.69,104.87
104.26,102.71,104.55,102.61
102.72,101.31,102.73,100.71
101.45,99.34,101.96,99.14
99.26,99.50,100.29,97.95
99.99,99.30,101.18,98.94
99.42,99.84,100.25,99.21
99.63,98.87,99.81,98.64
99.05,99.98,99.99,98.93
99.50,100.58,100.72,99.26
100.74,100.23,101.27,99.96
100.50,100.34,100.89,100.18
101.15,101.02,101.58,100.74
101.07,101.19,101.21,100.40
101.26,100.98,101.73,100.55
100.41,100.54,100.71,100.14
100.89,100.67,101.73,100.31
100.36,100.48,100.67,99.86
100.23,99.50,100.23,98.68
99.20,96.84,99.27,96.48
96.94,97.15,97.98,96.80
97.67,98.84,98.89,97.17
98.52,96.62,98.73,96.30
96.60,95.30,96.76,95.30
95.16,94.58,95.35,94.45
94.85,95.48,95.70,94.33
96.47,97.12,97.20,96.05
97.04,97.78,98.07,96.68
95.31,95.96,96.78,93.84
95.86,94.61,95.89,93.02
94.37,94.89,96.23,94.37
94.75,97.42,97.72,94.18
97.50,96.37,98.42,95.78
96.32,95.94,96.66,95.18
95.80,94.79,96.45,94.63
94.97,94.90,95.32,94.37
95.08,94.58,95.90,94.43
94.89,96.17,96.25,94.64
95.38,95.60,95.81,94.81
95.74,95.99,96.64,95.74
95.98,96.72,97.23,95.98
96.56,97.47,98.16,96.56
