OBAS,Optibase Ltd. - Ordinary Shares,NASDAQ
5.10,5.40,5.40,5.10
5.10,5.10,5.10,5.10
5.10,5.10,5.10,5.10
5.10,5.10,5.10,5.10
5.08,5.10,5.10,5.08
4.93,4.93,4.93,4.93
5.23,5.20,5.23,5.20
5.20,5.20,5.20,5.20
5.20,5.20,5.20,5.20
5.20,5.20,5.20,5.20
5.21,5.21,5.21,5.21
5.46,5.70,5.70,5.45
5.64,5.72,5.88,5.13
5.72,5.72,5.72,5.72
5.57,5.57,5.57,5.57
5.74,5.76,5.76,5.74
5.60,5.60,5.60,5.60
5.60,5.60,5.60,5.60
5.60,5.60,5.60,5.60
5.60,5.60,5.60,5.60
5.60,5.68,5.68,5.52
5.56,5.56,5.56,5.55
5.56,5.56,5.56,5.56
5.30,5.30,5.30,5.30
5.40,5.45,5.45,5.40
5.35,5.60,5.60,5.35
5.60,5.60,5.60,5.60
5.60,5.60,5.60,5.60
5.57,5.48,5.70,5.48
5.51,5.51,5.51,5.51
5.51,5.51,5.51,5.51
5.51,5.51,5.51,5.51
5.55,5.60,5.71,5.55
5.65,5.65,5.65,5.65
5.65,5.61,5.65,5.61
5.70,5.70,5.70,5.70
5.70,5.70,5.70,5.70
5.89,5.85,6.01,5.74
5.80,5.53,5.80,5.53
5.80,5.69,5.80,5.69
5.60,5.60,5.60,5.60
5.61,5.61,5.61,5.61
5.61,5.61,5.61,5.61
5.61,5.61,5.61,5.61
5.61,5.61,5.61,5.61
5.77,6.10,6.10,5.77
6.10,6.10,6.10,6.10
5.78,5.78,5.78,5.78
5.55,5.55,5.55,5.55
5.71,5.71,5.71,5.71
5.55,5.51,5.65,5.51
5.80,5.87,5.87,5.78
5.87,5.87,5.87,5.87
5.87,5.87,5.87,5.87
5.61,5.61,5.61,5.61
6.25,5.65,6.25,5.53
5.83,5.72,5.83,5.72
6.25,6.25,6.25,6.25
6.25,6.50,6.55,6.25
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
5.71,6.38,6.38,5.71
6.40,6.40,6.40,6.40
6.40,6.40,6.40,6.40
6.50,6.40,6.79,6.21
5.76,6.54,7.09,5.76
6.29,6.29,6.29,6.29
6.20,6.23,6.50,6.11
5.88,6.47,6.47,5.88
6.35,6.30,6.48,5.97
6.30,6.30,6.30,6.30
6.30,6.30,6.30,6.30
6.20,6.20,6.20,6.20
6.20,6.20,6.20,6.20
6.22,6.22,6.22,6.22
6.22,6.22,6.22,6.22
6.75,6.50,6.75,6.50
6.78,6.89,6.89,6.78
6.56,6.88,6.88,6.04
5.74,5.74,5.74,5.74
6.30,6.31,6.45,6.04
6.31,6.31,6.39,5.91
6.31,6.31,6.31,6.31
6.50,6.60,6.60,6.45
6.81,6.73,6.82,6.73
6.82,6.83,6.83,6.82
6.85,6.90,6.90,6.85
6.90,6.90,6.90,6.90
6.80,6.56,7.00,6.56
7.05,6.62,7.05,6.62
6.62,6.62,6.62,6.62
6.45,6.62,6.62,6.12
6.30,6.40,6.69,6.10
6.40,6.40,6.40,6.40
6.36,6.36,6.36,6.36
6.50,6.31,6.50,6.23
6.31,6.31,6.31,6.31
6.31,6.31,6.31,6.31
6.61,6.41,6.61,6.32
6.70,6.70,6.70,6.70
6.36,6.80,6.80,6.36
6.51,6.48,6.65,6.48
6.48,6.48,6.48,6.48
6.48,6.48,6.48,6.48
5.37,6.30,6.40,5.37
5.95,6.10,6.10,5.95
6.26,6.25,6.26,6.25
6.25,6.25,6.25,6.25
6.25,6.25,6.25,6.25
6.20,6.20,6.20,6.20
5.60,5.60,5.60,5.60
6.50,5.95,6.50,5.31
5.75,5.75,5.75,5.75
5.50,5.69,5.87,5.31
5.69,5.69,5.69,5.69
5.50,5.45,5.50,5.45
5.54,6.48,6.50,5.54
6.09,6.08,6.75,5.64
5.81,5.65,5.81,5.50
5.79,5.64,5.79,5.36
5.73,5.66,5.73,5.66
5.55,5.55,5.55,5.55
5.55,5.55,5.55,5.55
5.48,5.61,5.61,5.48
5.60,5.59,5.60,5.48
5.48,5.50,5.50,5.48
5.02,5.49,5.49,5.02
5.49,5.49,5.49,5.49
5.48,5.48,5.48,5.48
5.21,5.57,5.71,5.21
5.40,5.40,5.40,5.40
5.25,5.46,5.46,5.25
5.46,5.46,5.46,5.46
5.50,5.50,5.50,5.50
5.47,5.47,5.47,5.47
5.47,5.47,5.47,5.47
5.47,5.47,5.47,5.47
5.47,5.47,5.47,5.47
5.47,5.47,5.47,5.47
5.47,5.47,5.47,5.47
5.47,5.47,5.47,5.47
5.47,5.47,5.47,5.47
5.47,5.47,5.47,5.47
5.47,5.47,5.47,5.47
5.47,5.47,5.47,5.47
5.47,5.47,5.47,5.47
5.42,5.54,5.67,5.42
5.48,5.60,5.61,5.48
5.60,5.60,5.60,5.60
5.63,5.54,5.66,5.54
5.54,5.54,5.54,5.54
5.25,5.25,5.25,5.25
5.25,5.25,5.25,5.25
6.03,6.03,6.03,6.03
6.03,6.03,6.03,6.03
6.03,6.03,6.03,6.03
6.03,6.03,6.03,6.03
6.03,6.03,6.03,6.03
6.03,6.03,6.03,6.03
6.03,6.03,6.03,6.03
5.97,5.99,5.99,5.97
6.02,6.02,6.02,6.02
5.80,5.80,5.80,5.80
5.80,5.80,5.80,5.80
6.00,5.96,6.00,5.96
5.96,5.96,5.96,5.96
5.94,5.90,5.94,5.90
5.90,5.90,5.90,5.90
6.15,6.15,6.15,6.15
6.15,6.15,6.15,6.15
6.14,6.14,6.14,6.14
6.14,6.14,6.14,6.14
6.14,6.14,6.14,6.14
5.65,5.84,5.84,5.54
5.84,5.84,5.84,5.84
6.47,6.47,6.47,6.47
6.47,6.47,6.47,6.47
6.15,6.11,6.15,6.11
6.11,6.11,6.11,6.11
6.11,6.11,6.11,6.11
6.11,6.11,6.11,6.11
5.64,5.63,5.64,5.63
5.63,5.63,5.63,5.63
5.74,5.74,5.74,5.74
5.74,5.74,5.74,5.74
5.74,5.74,5.74,5.74
5.99,5.99,5.99,5.99
5.99,5.99,5.99,5.99
5.99,5.99,5.99,5.99
5.99,5.99,5.99,5.99
5.99,5.99,5.99,5.99
5.55,5.88,5.88,5.55
5.88,5.88,5.88,5.88
5.88,5.88,5.88,5.88
5.64,5.80,5.80,5.61
5.82,5.80,5.82,5.80
5.80,5.80,5.80,5.80
5.80,5.80,5.80,5.80
5.80,5.80,5.80,5.80
5.54,5.34,5.54,5.29
5.34,5.34,5.34,5.34
5.34,5.34,5.34,5.34
5.34,5.34,5.34,5.34
5.34,5.34,5.34,5.34
5.34,5.34,5.34,5.34
5.34,5.34,5.34,5.34
5.34,5.34,5.34,5.34
5.34,5.34,5.34,5.34
5.34,5.34,5.34,5.34
5.34,5.34,5.34,5.34
5.34,5.34,5.34,5.34
5.34,5.34,5.34,5.34
5.34,5.34,5.34,5.34
5.15,5.15,5.15,5.15
5.50,5.32,5.50,5.32
5.32,5.32,5.32,5.32
5.32,5.32,5.32,5.32
5.43,5.43,5.43,5.43
5.05,5.20,5.20,5.05
5.20,5.20,5.20,5.20
5.30,5.35,5.36,5.29
5.35,5.35,5.35,5.35
5.35,5.35,5.35,5.35
5.32,5.32,5.32,5.32
5.32,5.32,5.32,5.32
5.32,5.32,5.32,5.32
5.32,5.32,5.32,5.32
5.32,5.32,5.32,5.32
5.35,5.51,5.51,5.32
5.50,5.50,5.50,5.50
5.65,5.99,5.99,5.54
5.08,5.66,5.66,5.08
5.66,5.69,5.69,5.66
5.75,5.90,5.97,5.72
5.90,5.90,5.90,5.90
5.90,5.90,5.90,5.90
5.90,5.90,5.90,5.90
5.61,5.60,5.63,5.60
5.94,5.60,5.94,5.33
5.60,5.60,5.60,5.60
5.60,5.60,5.60,5.60
5.95,5.99,5.99,5.70
5.86,6.45,6.45,5.86
6.45,6.45,6.45,6.45
6.31,6.50,6.50,5.70
5.75,6.24,6.24,5.74
6.24,6.24,6.24,6.24
6.24,6.24,6.24,6.24
6.24,6.24,6.24,6.24
6.43,6.45,6.45,6.41
6.40,6.38,6.40,6.38
5.92,5.92,5.92,5.92
5.92,5.92,5.92,5.92
6.37,5.72,6.40,5.72
6.48,6.49,6.49,6.47
6.49,6.49,6.49,6.49
6.45,6.50,6.50,6.45
6.60,5.95,6.60,5.95
5.95,5.95,5.95,5.95
5.95,5.95,5.95,5.95
5.95,5.95,5.95,5.95
6.12,6.50,6.50,6.11
6.51,6.51,6.51,6.51
6.65,6.34,6.71,6.34
6.50,6.50,6.54,6.50
6.65,6.80,6.80,6.65
6.80,6.80,6.80,6.80
6.86,6.66,6.86,6.66
6.67,6.50,6.70,6.50
6.62,6.60,6.70,6.60
6.84,6.75,6.88,6.74
6.73,6.70,6.75,6.70
6.73,6.53,6.73,6.53
6.53,6.53,6.53,6.53
6.53,6.53,6.53,6.53
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.22,6.60,7.05,6.12
6.30,6.32,6.99,6.30
6.38,6.68,6.68,6.38
6.68,6.68,6.68,6.68
6.41,6.41,6.41,6.41
6.41,6.41,6.41,6.41
6.41,6.41,6.41,6.41
6.41,6.41,6.41,6.41
6.41,6.41,6.41,6.41
6.41,6.41,6.41,6.41
5.98,6.38,6.72,5.79
6.35,6.36,6.46,6.35
6.36,6.36,6.36,6.36
6.36,6.36,6.36,6.36
5.89,6.20,6.26,5.89
6.20,6.20,6.20,6.20
5.90,6.30,6.30,5.88
6.35,6.35,6.35,6.31
5.95,6.27,6.27,5.95
6.45,6.15,6.45,5.58
6.15,6.15,6.15,6.15
6.28,6.28,6.28,6.28
5.90,6.24,6.24,5.90
6.13,6.10,6.14,6.10
6.19,6.15,6.19,6.10
6.10,6.10,6.10,6.10
6.22,6.26,6.31,6.22
6.22,6.22,6.22,6.22
6.22,6.22,6.22,6.22
6.21,6.25,6.32,6.10
6.26,6.41,6.41,6.22
6.24,6.31,6.31,6.12
6.38,6.41,6.41,6.38
6.39,6.50,6.50,6.30
6.29,6.65,6.74,6.24
6.78,6.78,6.78,6.78
6.50,6.50,6.50,6.50
6.50,6.79,6.80,6.50
6.50,6.60,6.60,6.50
6.60,6.53,6.60,6.53
6.53,6.50,6.70,6.50
6.52,6.50,6.52,6.50
6.50,6.50,6.68,6.50
6.50,6.50,6.52,6.50
6.51,6.95,6.95,6.50
6.88,7.09,7.10,6.88
7.19,7.15,7.21,7.15
7.38,7.39,7.39,7.36
7.11,7.18,7.43,7.11
7.06,7.16,7.20,6.94
7.01,7.09,7.16,7.01
7.02,6.90,7.12,6.90
7.00,7.03,7.19,7.00
7.09,7.05,7.17,7.05
7.05,7.05,7.05,7.05
7.03,7.22,7.25,6.90
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
6.95,6.90,7.00,6.90
6.90,6.90,6.90,6.90
6.95,7.18,7.18,6.95
6.90,6.90,6.90,6.90
6.90,6.90,6.90,6.90
6.90,6.90,6.90,6.90
7.10,7.10,7.10,7.08
7.10,7.10,7.10,7.10
6.96,7.12,7.12,6.96
7.12,7.12,7.12,7.12
7.01,7.08,7.13,7.01
7.25,7.25,7.25,7.24
7.04,7.20,7.20,7.04
7.20,7.20,7.20,7.20
7.20,7.20,7.20,7.20
7.20,7.20,7.20,7.20
7.20,7.20,7.20,7.20
7.20,7.20,7.20,7.20
7.20,7.20,7.20,7.20
7.30,7.30,7.31,7.30
7.30,7.30,7.30,7.30
7.30,7.30,7.30,7.30
7.30,7.30,7.30,7.30
7.30,7.30,7.35,6.92
7.30,7.65,8.13,7.30
7.40,7.40,7.40,7.40
7.40,7.40,7.41,7.40
7.53,7.40,7.53,7.40
7.50,8.20,8.20,7.50
8.00,7.04,8.00,7.04
8.25,8.21,8.25,8.21
8.03,7.98,8.10,6.90
7.16,7.02,7.20,6.90
7.42,6.96,7.42,6.96
6.94,7.00,7.57,6.94
7.11,7.20,7.20,7.11
7.40,7.50,7.60,7.20
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.02,7.04,7.04,7.02
6.99,6.91,7.21,6.90
7.59,7.30,7.59,7.10
6.90,6.94,7.50,6.90
6.94,6.94,6.94,6.94
6.95,6.95,6.95,6.90
6.90,6.90,6.90,6.90
5.86,6.30,6.30,5.35
6.27,6.03,6.50,5.87
6.20,6.20,6.20,6.20
6.89,7.21,8.12,6.79
6.40,6.31,6.40,6.28
6.54,6.51,6.74,6.51
6.51,6.51,6.51,6.51
6.74,6.65,6.74,6.65
6.80,6.46,6.84,6.44
6.43,7.10,7.10,6.40
6.49,6.72,6.72,6.48
7.05,6.52,7.15,6.52
6.56,6.62,6.62,6.56
6.62,6.62,6.62,6.62
6.62,6.62,6.62,6.62
6.93,6.93,6.93,6.93
6.71,6.71,6.71,6.71
6.71,6.71,6.71,6.71
6.71,6.71,6.71,6.71
6.55,7.03,7.40,6.51
7.00,6.58,7.00,6.55
6.62,6.70,6.70,6.55
6.70,6.35,6.84,6.35
6.40,6.35,6.40,6.35
6.50,6.31,6.50,6.31
6.59,6.30,6.59,6.14
6.30,6.30,6.30,6.30
6.45,6.25,6.45,6.14
6.16,6.18,6.42,6.16
6.18,6.18,6.18,6.18
6.18,6.18,6.18,6.18
6.18,6.18,6.18,6.18
6.02,6.14,6.20,6.02
6.07,6.30,6.35,6.07
6.50,6.40,6.50,6.40
6.02,6.13,6.26,6.02
6.30,6.20,6.30,6.03
6.23,6.23,6.23,6.23
6.23,6.23,6.23,6.23
6.19,6.20,6.40,6.19
6.36,6.07,6.37,6.07
6.20,6.20,6.25,6.01
6.22,6.11,6.22,6.07
6.26,6.05,6.26,6.01
6.12,6.12,6.12,6.12
6.04,6.05,6.05,6.04
6.01,6.21,6.21,6.01
6.21,6.05,6.21,6.02
6.10,6.18,6.18,6.10
6.28,6.42,6.45,6.28
6.55,6.45,6.55,6.40
6.50,6.40,6.72,6.40
6.27,6.40,6.55,6.21
6.32,6.40,6.60,6.24
6.40,6.40,6.40,6.40
6.31,6.35,6.35,6.31
6.19,6.32,6.32,6.19
6.32,6.15,6.34,6.15
6.32,6.25,6.50,6.15
6.26,6.26,6.26,6.26
6.28,6.25,6.50,6.25
6.21,6.36,6.55,6.21
6.36,6.36,6.36,6.36
6.35,6.25,6.39,6.16
6.30,6.31,6.48,6.28
6.18,6.65,6.65,6.18
6.66,6.55,6.91,6.26
6.50,6.54,6.76,6.33
6.40,6.61,6.80,6.40
6.65,6.62,6.73,6.62
6.45,6.68,6.91,6.37
6.75,7.30,7.30,6.65
7.22,7.33,7.72,7.05
7.26,7.04,7.48,6.55
7.01,7.20,7.20,7.01
7.20,7.20,7.25,7.20
7.27,7.41,7.42,7.27
7.41,7.41,7.42,7.41
7.41,7.41,7.41,7.41
6.97,7.16,7.45,6.90
7.30,7.20,7.30,7.20
7.30,7.47,7.60,7.30
7.44,7.50,7.70,7.44
7.83,8.45,8.61,7.83
8.55,8.64,8.75,8.55
8.67,8.75,8.75,8.67
8.83,8.90,8.90,8.83
8.76,8.76,8.76,8.74
8.91,8.99,9.01,8.78
8.99,9.12,9.31,8.98
9.10,9.10,9.44,9.10
9.05,8.67,9.05,8.67
8.75,9.24,9.24,8.75
9.18,9.25,9.25,9.18
9.15,9.15,9.15,9.15
9.20,9.27,9.27,9.20
9.25,9.25,9.25,9.25
9.29,9.29,9.29,9.29
9.21,9.20,9.21,9.20
9.20,9.20,9.20,9.20
9.20,9.20,9.20,9.20
9.20,9.20,9.20,9.20
8.90,8.90,8.90,8.90
8.80,8.80,8.90,8.80
7.47,8.80,8.80,7.47
8.80,8.80,8.80,8.80
8.80,8.80,8.80,8.80
8.80,8.80,8.80,8.80
8.80,8.80,8.80,8.80
8.75,8.75,8.75,8.75
8.75,8.75,8.75,8.75
8.75,8.75,8.75,8.75
8.75,8.75,8.75,8.75
8.75,8.75,8.75,8.75
8.75,8.75,8.75,8.75
8.22,8.22,8.22,8.22
8.22,8.22,8.22,8.22
8.22,8.22,8.22,8.22
8.22,8.22,8.22,8.22
8.20,8.20,8.20,8.20
8.20,8.20,9.25,8.20
8.20,8.20,8.20,8.20
8.20,8.20,8.20,8.20
8.25,8.30,8.30,8.25
8.30,8.30,8.30,8.30
8.30,8.75,8.75,8.30
8.75,8.75,8.75,8.75
8.75,8.75,8.75,8.75
8.75,8.75,8.75,8.75
8.70,8.70,8.70,8.70
8.65,8.65,8.65,8.64
7.07,8.20,8.20,7.07
8.10,8.10,8.10,8.10
8.10,8.10,8.10,8.10
7.69,7.71,7.71,7.69
7.71,7.71,7.71,7.71
7.71,7.71,7.71,7.71
7.71,7.71,7.71,7.71
7.71,7.71,7.71,7.71
7.56,7.50,7.90,6.90
7.31,7.31,7.31,7.31
7.31,7.31,7.31,7.31
7.30,7.24,7.30,7.06
7.54,7.60,7.60,7.47
7.26,7.51,7.67,7.26
7.30,7.40,7.77,7.16
7.32,7.50,7.61,7.32
7.51,7.79,7.79,7.37
7.43,7.62,7.63,7.43
7.62,7.62,7.62,7.62
7.41,7.90,7.90,7.35
7.55,7.69,7.69,7.55
7.69,7.69,7.69,7.69
7.69,7.69,7.69,7.69
7.84,7.90,7.90,7.84
7.30,7.90,7.90,6.80
8.00,8.01,8.12,8.00
7.94,8.05,8.05,7.94
8.05,8.05,8.05,8.05
8.05,8.05,8.05,8.05
8.04,8.05,8.05,8.04
8.04,7.75,8.04,7.75
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.74,7.74,7.74,7.74
7.74,7.74,7.74,7.74
7.74,7.74,7.74,7.74
7.74,7.74,7.74,7.74
7.74,7.74,7.74,7.74
7.74,7.74,7.74,7.74
7.74,7.74,7.74,7.74
7.74,7.74,7.74,7.74
7.74,7.74,7.74,7.74
7.74,7.74,7.74,7.74
7.74,7.74,7.74,7.74
7.74,7.74,7.74,7.74
7.74,7.74,7.74,7.74
7.51,7.51,7.51,7.51
7.51,7.51,7.51,7.51
7.51,7.51,7.51,7.51
7.51,7.51,7.51,7.51
7.51,7.51,7.51,7.51
7.51,7.51,7.51,7.51
7.51,7.51,7.51,7.51
6.91,6.50,6.91,6.04
7.35,7.35,7.35,7.35
7.35,7.35,7.35,7.35
7.35,7.35,7.35,7.35
7.35,7.35,7.35,7.35
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.60,7.60,7.60,7.60
7.60,7.60,7.60,7.60
7.60,7.60,7.60,7.60
7.60,7.60,7.60,7.60
7.60,7.60,7.60,7.60
7.60,7.60,7.60,7.60
7.60,7.60,7.60,7.60
7.60,7.60,7.60,7.60
8.00,8.00,8.03,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
7.30,7.30,7.30,7.30
7.30,7.30,7.30,7.30
7.52,7.50,7.53,7.50
7.50,7.27,7.50,7.17
7.36,7.36,7.36,7.36
7.75,7.75,7.75,7.75
7.72,7.72,7.72,7.72
6.61,7.36,7.36,6.61
7.36,7.36,7.36,7.36
7.36,7.36,7.36,7.36
6.55,6.55,6.55,6.55
6.74,7.30,7.30,6.74
7.30,7.30,7.30,7.30
7.30,7.30,7.30,7.30
6.37,6.37,6.37,6.37
7.31,7.31,7.31,7.31
7.94,8.20,8.24,6.70
6.56,7.20,7.20,6.52
7.89,7.89,7.89,7.89
7.89,7.89,7.89,7.89
7.20,7.20,7.20,7.20
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.38,7.38,7.38,7.38
7.21,7.21,7.21,7.21
7.21,7.21,7.21,7.21
7.21,7.21,7.21,7.21
7.21,7.21,7.21,7.21
7.21,7.21,7.21,7.21
6.75,6.90,6.90,6.68
6.90,6.90,6.90,6.90
6.90,6.90,6.90,6.90
6.90,6.90,6.90,6.90
6.90,6.90,6.90,6.90
6.90,6.90,6.90,6.90
6.79,6.79,6.79,6.79
6.79,6.79,6.79,6.79
6.79,6.79,6.79,6.79
6.79,6.79,6.79,6.79
6.79,6.79,6.79,6.79
6.79,6.79,6.79,6.79
7.04,7.04,7.04,7.04
7.04,7.04,7.04,7.04
7.04,7.04,7.04,7.04
7.04,7.04,7.04,7.04
7.04,7.04,7.04,7.04
7.04,7.04,7.04,7.04
7.04,7.04,7.04,7.04
7.04,7.04,7.04,7.04
6.75,6.81,6.81,6.75
6.81,6.81,6.81,6.81
6.81,6.81,6.81,6.81
6.81,6.81,6.81,6.81
6.81,6.81,6.81,6.81
6.81,6.81,6.81,6.81
6.70,6.75,6.95,6.68
6.75,6.75,6.75,6.75
6.75,6.75,6.75,6.75
6.75,6.75,6.75,6.75
6.51,6.85,7.29,6.40
6.95,6.95,6.95,6.95
6.95,6.95,6.95,6.95
6.95,6.95,6.95,6.95
6.95,6.95,6.95,6.95
6.95,6.95,6.95,6.95
6.95,6.95,6.95,6.95
6.05,7.05,7.41,6.05
7.05,7.05,7.05,7.05
7.05,7.05,7.05,7.05
6.20,6.80,6.89,6.20
6.80,6.80,6.80,6.80
7.00,7.00,7.00,7.00
6.80,6.80,6.80,6.80
6.80,6.80,6.80,6.80
6.80,6.80,6.80,6.80
6.91,7.05,7.05,6.91
7.05,7.05,7.05,7.05
7.05,7.05,7.05,7.05
7.05,7.05,7.05,7.05
7.05,7.05,7.05,7.05
7.00,6.91,7.05,6.91
6.91,6.91,6.91,6.91
6.91,6.91,6.91,6.91
6.91,6.91,6.91,6.91
6.75,6.60,6.75,6.25
6.80,6.70,6.80,6.70
6.30,6.60,6.61,6.30
6.41,6.41,6.41,6.41
6.13,6.80,6.80,6.13
6.20,6.35,6.35,6.20
5.75,6.21,6.60,5.75
6.10,6.64,6.93,6.10
6.75,7.10,7.18,6.60
7.40,8.00,8.00,6.76
7.82,7.80,7.82,7.80
7.53,7.71,7.71,7.50
7.71,7.71,7.71,7.71
7.40,7.49,7.49,7.40
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
6.75,7.12,7.31,6.50
7.08,7.12,7.12,7.08
7.12,7.12,7.12,7.12
7.10,7.70,7.94,7.10
7.15,7.20,7.20,6.73
7.58,7.58,7.58,7.58
7.75,7.75,7.75,7.52
7.74,7.77,7.78,7.11
7.58,7.40,7.65,7.40
7.40,7.40,7.40,7.40
7.40,7.40,7.40,7.40
7.40,7.40,7.40,7.40
7.40,7.40,7.40,7.40
7.40,7.40,7.40,7.40
7.40,7.40,7.40,7.40
7.40,7.40,7.40,7.40
7.85,7.49,7.85,7.49
7.80,7.62,7.80,7.62
7.59,7.57,7.59,7.57
7.57,7.57,7.57,7.57
7.57,7.57,7.57,7.57
7.57,7.57,7.57,7.57
7.00,7.63,7.99,7.00
7.63,7.63,7.63,7.63
7.63,7.63,7.63,7.63
7.63,7.63,7.63,7.63
7.63,7.63,7.63,7.63
7.26,7.26,7.26,7.26
7.29,7.34,7.40,7.29
7.34,7.34,7.34,7.34
7.34,7.34,7.34,7.34
7.34,7.34,7.34,7.34
7.34,7.34,7.34,7.34
7.34,7.34,7.34,7.34
7.34,7.34,7.34,7.34
7.34,7.34,7.34,7.34
7.34,7.34,7.34,7.34
7.34,7.34,7.34,7.34
7.34,7.34,7.34,7.34
7.34,7.34,7.34,7.34
6.50,7.20,7.30,6.50
7.20,7.20,7.20,7.20
7.20,7.20,7.20,7.20
7.20,7.42,7.42,7.20
7.42,7.42,7.42,7.42
6.77,7.25,7.28,6.77
7.25,7.25,7.25,7.25
5.97,6.65,6.65,5.97
6.65,7.40,7.68,6.65
7.16,7.60,7.75,7.16
7.40,7.52,7.52,7.40
7.58,7.64,7.64,7.58
7.71,7.75,7.75,7.71
7.30,7.31,7.31,7.30
7.19,8.00,8.43,7.03
7.99,8.10,8.37,7.99
8.35,8.35,8.35,8.35
8.35,8.35,8.35,8.35
8.05,8.05,8.05,8.05
8.05,8.05,8.05,8.05
8.05,8.05,8.05,8.05
8.34,8.45,8.45,8.34
8.34,8.34,8.34,8.34
8.34,8.34,8.34,8.34
8.34,8.34,8.34,8.34
8.34,8.34,8.34,8.34
8.00,7.99,8.00,7.96
7.99,7.99,7.99,7.99
7.99,7.99,7.99,7.99
7.95,7.99,7.99,7.95
7.99,7.99,7.99,7.99
8.00,8.09,8.09,8.00
7.80,7.60,7.80,7.38
7.60,7.50,7.62,7.47
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.62,7.62,7.62,7.62
7.62,7.62,7.62,7.62
7.62,7.62,7.62,7.62
7.33,7.33,7.33,7.33
6.64,6.78,7.00,6.64
6.78,6.78,6.78,6.78
7.76,7.98,7.99,7.62
7.98,7.98,7.98,7.98
8.10,8.10,8.10,8.10
8.00,7.99,8.00,7.99
7.42,7.81,7.81,7.42
8.00,7.89,8.00,7.42
8.07,8.10,8.10,8.07
8.40,8.40,8.40,8.40
7.40,7.40,7.40,7.40
7.40,7.40,7.40,7.40
7.29,7.29,7.29,7.29
7.29,7.29,7.29,7.29
7.93,7.26,8.40,7.26
7.20,7.15,7.25,7.14
7.38,7.50,7.90,7.28
7.13,7.22,7.35,7.13
7.85,7.85,8.29,7.85
8.00,8.08,8.35,8.00
8.06,8.44,8.60,8.05
8.00,8.00,8.00,8.00
8.70,8.70,8.70,8.70
8.00,7.81,8.00,7.63
7.81,7.81,7.81,7.81
7.97,7.99,7.99,7.97
8.10,8.14,8.37,8.10
8.14,8.14,8.14,8.14
8.22,8.50,8.62,8.10
8.30,8.35,8.35,8.30
8.26,8.30,8.34,8.26
8.30,8.43,8.75,8.30
9.00,9.00,9.00,9.00
7.55,8.40,8.50,7.55
7.65,8.30,8.40,7.65
8.40,8.40,8.40,8.40
8.49,8.50,8.50,8.45
8.50,8.50,8.50,8.50
8.95,8.45,8.95,8.45
8.16,8.26,8.50,8.16
8.45,8.50,8.50,8.45
8.51,8.51,8.51,8.51
8.51,8.51,8.51,8.51
8.50,8.50,8.50,8.50
8.45,8.18,9.80,7.60
8.20,8.25,8.25,8.15
8.25,8.25,8.25,8.25
7.76,7.76,7.76,7.76
8.25,8.25,8.50,8.20
8.30,8.30,8.41,8.30
8.35,8.35,8.53,8.35
8.35,8.40,8.40,8.35
8.40,8.40,8.40,8.40
8.35,8.35,8.35,8.35
8.35,8.55,8.55,8.35
8.55,8.55,8.55,8.55
8.55,8.55,8.55,8.55
9.20,9.20,9.20,9.20
7.50,7.50,7.50,7.50
7.82,8.20,8.20,7.82
8.20,8.20,8.20,8.20
8.20,8.20,8.20,8.20
7.55,8.00,8.10,7.55
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
