WAT,Waters Corporation Common Stock,NASDAQ
98.11,99.26,99.75,97.89
98.26,97.63,99.09,97.57
99.62,99.73,101.65,98.89
100.72,99.42,100.72,99.00
99.85,100.38,100.51,99.41
100.03,100.05,100.80,99.16
100.55,102.37,104.24,100.55
102.27,100.36,103.52,99.92
99.31,100.47,100.75,99.31
101.21,102.01,102.02,100.82
102.20,101.70,102.77,101.54
102.16,102.19,102.72,101.60
101.96,104.28,104.31,101.96
105.11,104.49,105.23,103.62
104.22,104.53,104.88,104.22
104.76,104.64,105.51,104.49
104.64,103.50,105.28,102.89
104.00,103.25,104.07,103.14
103.43,104.63,104.90,102.93
105.34,104.74,105.34,104.22
105.18,105.41,106.00,105.00
98.29,99.17,101.40,97.85
99.00,100.31,100.65,98.67
100.38,100.77,100.95,99.71
99.94,100.16,100.53,99.44
99.59,99.63,100.50,98.91
100.38,100.51,101.09,100.24
100.95,100.94,101.84,100.59
101.93,102.93,102.98,101.79
102.98,102.09,103.34,101.87
102.01,102.64,102.83,101.28
102.59,102.22,102.80,101.86
101.84,101.89,102.38,101.51
102.39,102.97,103.23,102.16
102.77,103.41,103.95,101.92
102.77,103.47,103.51,102.75
103.50,103.53,103.79,102.78
103.67,102.89,103.81,102.86
101.90,99.76,102.29,99.56
99.48,98.47,99.81,98.47
98.79,98.16,99.15,98.10
98.41,98.97,99.23,97.79
98.66,98.59,99.31,98.00
98.98,100.19,100.69,98.44
100.29,99.63,100.58,99.20
99.27,99.44,100.21,99.06
98.20,98.45,98.97,97.53
98.56,98.53,98.61,97.53
98.32,98.93,99.52,98.13
98.97,98.85,99.48,98.50
100.21,99.98,100.82,99.41
99.89,101.16,101.45,99.67
100.98,101.70,101.71,100.79
101.91,101.62,102.29,100.83
101.72,103.09,103.18,101.72
103.68,103.89,104.25,103.42
103.86,104.93,105.24,103.34
104.67,104.41,105.29,104.30
104.41,104.19,104.80,104.02
105.42,105.75,105.85,104.66
106.03,105.98,106.49,105.53
106.14,106.61,106.74,104.83
107.10,106.44,107.55,106.13
106.50,106.54,107.39,106.09
106.20,105.96,106.40,105.38
105.91,106.66,106.86,105.09
106.54,106.72,107.29,106.43
106.60,107.73,107.82,106.60
107.86,107.28,108.89,106.86
106.51,106.21,106.82,105.91
106.58,105.70,107.13,105.45
105.09,105.65,106.14,104.62
105.59,104.59,105.60,104.25
104.74,105.00,105.55,104.68
104.06,103.81,104.62,103.70
103.93,102.74,104.29,102.71
102.81,102.34,103.18,101.82
103.25,103.87,103.92,103.16
103.84,104.48,104.49,103.60
102.79,104.18,104.32,102.61
103.88,103.11,104.19,102.84
103.61,104.11,104.59,103.50
103.86,106.35,106.43,103.53
107.02,106.48,107.04,106.09
106.47,106.21,106.82,105.92
101.73,99.83,103.50,99.43
99.69,101.82,101.93,98.54
101.77,101.29,102.18,100.11
101.61,101.99,102.09,101.38
101.90,102.24,103.06,101.51
102.28,102.15,102.92,101.80
102.50,100.98,102.50,100.43
101.14,100.92,101.46,100.38
100.85,100.58,101.81,100.58
101.20,100.80,101.24,100.33
100.41,99.47,100.89,99.45
99.58,99.69,100.06,98.83
99.94,98.45,99.97,98.34
98.42,100.12,100.19,98.42
99.81,99.66,100.30,99.58
99.50,99.52,99.78,99.02
99.25,100.05,100.05,98.90
100.06,100.62,100.99,99.73
100.69,102.12,102.13,100.62
102.35,101.25,102.35,101.01
101.03,100.50,101.08,100.42
100.50,100.40,101.25,100.30
100.81,101.38,102.13,100.80
101.58,101.09,101.80,100.84
101.48,100.66,101.48,100.43
99.14,99.67,100.20,98.46
99.90,99.90,100.14,98.92
99.91,99.53,99.99,99.02
99.57,99.58,99.99,99.10
99.17,99.34,99.59,98.93
98.86,99.20,99.47,98.47
99.19,98.49,99.19,98.34
99.31,98.21,99.32,97.90
98.55,98.49,98.64,98.08
98.46,97.03,98.62,96.96
96.91,95.25,97.20,94.50
95.25,96.01,96.47,95.11
96.31,96.03,96.49,95.50
96.27,96.72,97.08,96.27
96.68,96.10,97.19,95.64
96.11,98.80,98.82,95.87
98.11,99.02,99.11,97.99
99.45,99.58,99.98,99.02
100.18,99.47,100.21,99.15
99.40,99.60,99.75,99.31
99.61,99.60,100.07,99.26
99.63,99.36,100.18,99.12
99.56,100.30,100.85,99.44
100.50,100.00,100.50,99.65
100.00,99.22,100.17,99.00
99.13,98.04,99.78,97.90
98.37,98.39,98.87,98.05
99.04,100.38,100.52,98.50
100.49,100.48,101.36,100.13
100.80,100.62,101.06,100.34
100.62,101.46,101.48,100.42
101.29,100.51,101.30,99.83
100.56,103.00,103.52,100.56
103.03,103.95,103.96,102.64
103.90,105.25,105.33,103.75
104.82,104.40,105.39,104.31
104.84,105.05,105.28,104.38
105.30,104.96,105.77,104.44
104.07,104.58,104.95,103.92
104.09,103.02,104.50,103.02
103.65,102.90,104.04,102.16
109.00,110.41,111.00,107.90
110.01,108.81,110.73,108.57
109.42,109.81,110.37,109.40
108.61,108.27,108.91,107.59
108.45,105.11,108.87,104.49
105.47,105.22,105.75,104.60
105.04,105.31,106.25,104.41
105.64,106.90,106.97,104.95
107.21,108.72,108.93,106.96
108.50,109.19,109.20,107.87
109.25,109.85,110.08,108.69
109.79,110.79,110.80,109.39
110.34,112.05,112.11,110.05
111.05,112.48,112.68,110.98
112.74,111.89,112.74,110.98
111.39,112.12,112.86,111.18
112.00,114.94,115.06,111.61
115.02,113.31,115.02,113.26
113.40,113.59,114.57,113.33
113.63,112.59,114.05,112.24
112.68,111.87,113.15,111.68
111.92,112.21,112.32,111.51
112.18,111.40,112.19,110.72
110.70,110.54,111.50,110.15
111.54,112.59,112.83,110.99
112.78,112.89,113.52,112.04
113.36,112.78,113.84,112.64
113.23,112.72,113.65,111.53
112.70,113.07,113.14,111.72
113.09,113.36,113.93,112.84
113.00,113.24,113.48,112.46
113.50,112.70,113.85,112.46
112.53,113.04,114.01,112.31
113.38,113.65,114.50,113.32
113.73,114.23,114.49,113.23
114.12,112.80,114.59,112.18
112.12,112.49,113.13,111.70
113.67,110.74,113.68,110.64
111.41,108.48,111.57,107.94
108.96,108.62,109.60,107.60
109.05,107.36,109.48,107.34
107.40,107.81,108.33,106.77
108.15,107.68,108.72,107.51
108.45,108.41,108.69,107.84
108.86,108.88,109.55,108.28
108.75,110.65,110.73,108.75
110.75,110.85,111.07,109.61
111.50,111.03,113.27,110.56
110.95,109.41,110.95,108.89
109.41,111.45,111.58,109.09
111.66,114.29,114.32,111.14
114.36,109.92,114.36,109.77
109.13,108.00,109.89,107.94
109.03,109.14,109.52,107.98
109.79,109.65,110.33,106.96
110.26,109.82,110.70,109.17
109.46,111.15,111.67,109.26
111.24,111.09,111.32,110.33
111.07,111.60,112.56,110.61
112.10,110.40,112.10,109.91
111.19,110.29,111.31,109.83
110.30,108.70,110.59,108.49
109.71,108.24,110.52,106.07
103.91,99.03,104.68,98.89
98.66,98.54,98.85,97.90
98.18,100.53,100.90,97.86
100.63,99.90,101.21,99.79
99.43,101.26,101.39,98.85
101.16,101.75,102.47,100.86
101.68,101.77,102.54,101.31
101.51,101.93,103.41,101.30
101.89,103.46,104.07,101.45
103.88,105.12,105.67,103.82
105.12,104.85,105.55,103.91
104.78,102.14,104.98,101.84
101.72,101.59,101.96,99.88
101.27,103.01,103.42,100.68
102.98,102.06,103.11,102.01
102.16,100.98,102.16,99.87
101.58,101.00,102.01,100.85
101.01,100.36,101.75,100.31
100.53,100.54,100.97,100.10
101.04,100.20,101.04,100.09
100.30,100.15,101.08,100.02
100.59,100.46,100.88,100.12
100.06,100.16,100.74,99.91
100.23,100.73,101.24,100.23
100.51,102.37,102.61,100.11
102.48,102.57,103.59,101.67
102.71,104.57,104.77,102.24
104.83,105.54,105.59,104.40
105.24,105.50,105.86,104.76
105.13,105.14,105.62,104.94
104.50,105.08,105.34,104.26
104.97,104.43,104.97,104.22
104.71,104.89,105.73,104.49
104.82,104.66,105.83,104.58
104.41,105.30,105.58,104.28
105.31,107.20,107.25,105.31
107.11,105.66,107.40,105.35
105.84,106.07,106.10,105.49
106.07,105.77,106.63,105.69
105.81,104.99,106.24,104.94
105.01,105.55,105.66,104.60
105.54,104.92,105.82,104.54
105.03,105.36,106.55,105.03
105.10,104.44,105.48,104.08
104.93,104.94,105.36,104.69
104.94,104.70,105.54,104.62
104.71,105.82,105.87,104.55
105.38,104.86,105.81,104.67
104.38,103.61,104.67,103.32
104.13,103.53,104.13,103.20
102.01,102.19,102.64,101.41
102.19,102.80,102.85,102.06
103.49,103.29,104.10,102.46
103.06,101.90,103.52,101.69
102.09,101.50,102.94,101.11
100.86,99.25,101.80,99.19
99.58,101.52,101.52,99.16
101.25,101.30,101.69,100.56
104.93,107.16,108.89,103.57
107.56,104.79,108.16,103.95
104.98,105.73,106.01,104.25
105.28,105.96,106.07,105.10
105.93,105.37,105.95,104.63
105.36,105.16,106.03,104.92
105.33,105.76,106.50,105.06
104.96,103.44,105.18,103.11
103.21,103.19,104.30,102.52
103.16,103.96,104.19,102.08
103.23,103.84,104.81,103.12
103.41,103.40,104.03,102.72
103.63,102.73,104.13,102.56
103.03,103.59,103.91,102.43
104.19,103.57,104.22,103.21
103.27,102.45,103.46,102.33
102.82,103.12,103.39,102.41
103.32,104.52,104.66,103.12
105.02,103.44,105.13,102.76
104.18,104.34,104.55,103.39
104.84,104.35,104.84,104.11
103.97,103.32,104.33,103.02
103.70,103.30,103.70,102.82
103.19,102.92,103.57,102.69
103.61,103.10,103.93,102.95
103.43,103.61,104.19,103.06
103.96,103.30,104.20,102.99
103.01,103.36,103.46,102.53
103.25,103.43,103.52,102.89
103.48,103.88,104.43,103.40
104.44,103.72,104.57,103.60
103.73,103.52,104.60,103.23
103.69,104.08,104.37,102.49
102.65,103.10,104.08,102.65
103.02,102.57,103.41,102.08
102.50,103.17,103.54,102.24
102.88,103.70,103.87,102.84
103.57,101.78,103.57,101.63
101.82,101.23,101.82,100.72
100.96,101.32,101.42,100.21
101.30,101.57,102.01,101.18
101.81,102.13,102.57,101.81
102.84,101.58,102.84,101.32
102.00,101.53,102.03,101.23
101.46,100.64,101.62,100.64
100.72,101.45,101.74,100.44
101.26,100.11,101.47,100.01
100.29,100.14,100.31,99.61
99.50,100.05,100.26,99.24
100.01,99.12,100.15,99.08
99.30,98.42,99.30,98.40
97.92,97.18,98.05,96.88
97.66,97.74,98.09,97.52
98.37,97.82,98.60,97.51
97.50,96.74,97.58,96.47
96.95,99.05,99.08,96.93
99.00,97.90,99.10,97.82
97.96,97.34,98.75,97.32
97.16,95.76,97.35,95.65
96.05,96.14,96.89,95.88
94.88,95.08,95.50,93.56
94.27,95.12,96.17,93.76
95.78,96.98,97.09,95.45
96.63,97.54,97.92,96.33
100.29,107.17,107.49,100.29
107.66,104.46,108.04,104.39
105.53,107.34,108.02,105.39
107.27,108.21,108.71,107.23
108.21,108.16,108.74,107.28
108.65,110.00,110.00,108.43
110.00,109.87,110.38,108.79
109.84,110.60,110.86,109.17
112.17,110.80,112.40,110.44
111.00,111.68,111.95,111.00
111.54,111.91,111.97,111.00
112.78,111.79,112.79,111.30
112.02,112.88,113.21,111.94
112.93,111.05,113.01,110.70
111.32,112.51,112.51,111.05
112.33,112.33,112.72,111.91
111.68,113.50,113.73,111.53
113.50,113.72,114.32,113.26
113.93,112.48,113.93,112.11
112.34,112.45,112.63,111.88
112.37,114.09,114.31,112.12
113.79,114.35,114.58,113.35
114.15,115.93,116.68,114.13
117.71,115.84,117.71,115.70
116.01,116.47,116.64,115.70
116.58,115.81,116.62,115.58
116.10,115.87,116.35,115.21
116.08,115.90,117.11,115.74
115.45,115.90,116.26,115.12
116.08,116.80,117.22,115.64
116.28,116.98,117.30,115.62
116.83,116.49,117.57,116.41
116.02,115.45,116.66,114.31
115.60,115.35,116.26,115.00
114.43,115.55,116.08,114.30
115.13,112.44,115.18,112.28
112.80,113.36,114.11,112.54
112.11,111.56,113.38,111.52
112.06,111.75,112.61,110.85
111.74,111.24,113.67,111.11
111.48,113.35,113.92,111.00
114.47,114.26,114.49,113.12
114.36,115.09,115.41,113.60
115.15,115.49,116.20,114.29
115.77,114.33,115.77,113.73
114.58,114.54,115.14,114.33
114.69,114.35,115.17,113.76
114.19,114.43,114.79,113.72
114.43,113.77,115.27,113.75
114.24,112.72,114.91,112.60
113.57,113.88,114.92,113.23
113.62,113.02,114.30,112.91
112.95,112.53,113.81,111.77
113.47,115.93,115.98,113.11
117.11,118.09,118.40,116.49
118.14,116.52,118.64,116.29
116.82,116.46,117.52,115.42
117.52,116.02,118.03,115.40
114.68,114.40,115.18,113.74
114.82,112.79,114.97,112.77
112.34,113.46,113.95,112.30
114.06,113.96,114.48,112.45
113.54,114.27,114.52,113.10
114.58,115.91,116.03,113.43
115.91,114.45,116.48,114.44
114.11,116.11,116.22,113.45
116.51,119.35,122.80,116.51
119.43,118.95,120.28,118.73
118.80,120.62,120.72,117.84
119.84,119.05,121.13,118.60
119.00,119.06,119.47,117.16
119.79,119.48,119.79,118.32
118.67,119.13,120.10,118.19
119.65,120.10,121.48,119.62
119.84,119.06,119.91,118.54
118.69,117.74,118.92,117.29
118.69,118.68,118.96,117.86
118.40,118.75,119.48,117.93
119.01,119.15,119.54,118.52
119.36,119.86,120.16,118.54
119.50,119.99,120.18,118.53
119.88,120.01,120.87,119.29
119.66,119.49,119.95,119.09
119.33,121.04,121.20,118.46
121.04,121.62,122.25,120.27
121.43,120.56,121.75,120.25
120.70,120.73,121.43,120.50
120.78,120.93,121.39,119.91
120.52,120.38,120.69,119.55
120.17,121.36,121.68,119.96
120.89,119.53,121.52,119.32
119.43,120.24,120.81,119.05
120.29,121.89,122.12,120.19
121.45,118.94,121.57,118.57
118.92,119.17,119.46,118.03
117.48,116.87,118.58,116.83
117.22,119.76,119.93,116.94
120.04,121.98,122.35,119.73
121.98,120.95,122.62,119.94
121.87,124.60,124.69,121.70
123.43,123.46,124.00,122.23
122.98,124.07,124.42,121.44
123.61,123.61,123.94,122.17
124.12,124.82,125.02,123.45
124.52,123.84,124.81,123.53
123.59,123.14,124.47,122.75
123.07,121.54,123.96,121.46
120.84,121.85,122.29,120.62
122.27,124.11,124.28,121.78
124.64,124.94,125.47,124.03
124.48,124.32,125.86,124.20
124.02,123.47,124.48,121.80
123.64,124.20,124.94,122.97
123.57,125.63,126.17,122.93
125.92,124.94,126.61,124.82
124.90,124.92,126.22,124.20
125.03,125.43,125.88,124.61
125.75,125.77,126.74,125.11
125.67,124.75,126.04,124.60
125.00,124.56,125.02,124.32
125.19,124.58,125.41,124.07
124.12,124.94,125.50,123.88
124.10,124.41,124.94,123.31
124.94,124.02,125.21,123.98
124.40,124.16,124.45,123.48
123.68,124.08,124.89,123.68
123.87,124.35,124.80,123.38
124.25,123.54,124.78,122.88
123.90,122.00,124.37,120.79
127.19,125.59,129.41,122.17
125.55,125.45,126.56,124.44
124.64,125.19,127.00,124.18
125.99,126.59,127.08,125.34
126.83,127.02,128.29,126.48
126.58,127.69,127.99,126.02
128.03,127.39,128.52,127.24
127.23,128.06,128.39,126.67
128.95,130.40,131.34,128.79
130.40,131.20,131.51,130.00
131.04,130.82,131.35,130.02
130.89,129.79,131.46,129.46
130.65,130.01,131.12,129.46
130.58,130.57,131.26,130.24
130.70,131.49,131.68,130.48
131.62,133.19,133.91,131.20
133.07,134.76,135.90,132.91
134.93,133.84,135.00,133.56
133.66,133.29,134.05,133.16
133.10,132.69,133.33,132.44
133.27,134.72,134.84,132.55
134.69,134.57,135.03,133.53
134.58,133.62,134.81,133.12
134.04,133.82,134.61,133.17
133.48,134.09,135.02,132.99
134.23,134.67,134.72,133.70
134.49,133.86,134.71,133.60
133.65,133.40,133.95,132.32
133.14,133.22,133.90,132.83
132.99,133.43,133.99,132.38
133.84,134.82,134.99,133.26
134.97,134.64,134.98,133.73
134.27,133.94,134.61,133.28
133.44,132.99,133.44,131.33
132.99,134.23,134.75,132.94
134.47,134.37,134.97,133.42
134.79,136.50,137.08,134.04
136.39,136.40,136.99,136.03
136.92,136.36,137.39,136.22
136.69,135.23,136.89,134.82
135.01,134.22,135.52,133.79
132.72,130.22,132.72,128.42
130.85,130.78,131.56,130.27
130.08,127.83,131.00,127.72
128.68,128.38,129.72,127.74
129.28,129.03,130.01,127.95
129.43,129.37,129.50,128.09
128.72,129.61,130.14,127.92
130.22,129.80,130.22,127.67
128.36,125.46,129.37,125.35
126.94,125.41,127.22,125.03
126.90,128.53,128.75,126.35
129.64,129.71,129.82,128.96
130.17,131.70,131.95,129.56
132.06,130.41,132.71,129.98
131.49,130.79,131.74,129.98
130.30,130.88,131.28,130.15
130.80,131.12,131.47,129.72
131.24,130.63,131.51,129.79
131.07,132.41,133.51,130.57
133.00,131.57,133.31,131.47
131.14,130.73,131.97,130.46
130.30,129.87,130.61,128.79
131.50,130.58,133.64,129.36
131.64,133.38,133.89,131.64
133.30,132.59,133.30,131.64
133.42,133.49,134.39,132.93
133.42,133.59,134.00,132.68
133.32,134.55,134.66,133.25
135.41,135.14,136.17,134.84
134.88,131.54,135.28,131.09
131.26,131.94,132.07,129.65
132.59,133.90,134.40,132.59
133.00,132.60,133.07,131.18
131.49,129.62,132.46,127.33
129.38,128.62,130.04,128.33
128.40,128.82,129.19,128.26
128.32,129.24,129.30,127.72
129.27,128.92,129.69,128.36
128.67,128.76,129.94,126.56
127.65,125.82,128.92,125.79
124.83,122.76,126.08,122.75
116.41,117.77,121.84,115.32
120.62,116.83,120.65,116.80
118.04,122.67,122.89,117.87
123.84,125.71,126.47,123.43
125.26,124.81,126.25,123.34
124.39,121.38,124.92,121.06
119.11,118.36,120.35,117.67
119.81,122.22,122.22,118.85
122.50,122.67,124.30,121.89
121.33,120.01,122.15,119.13
122.30,123.55,123.64,121.66
124.37,121.68,124.76,121.42
122.51,122.90,124.00,121.87
122.39,124.59,124.75,121.88
124.35,124.16,124.75,123.52
124.71,124.68,124.99,123.55
124.57,124.50,124.89,122.42
124.68,124.07,125.96,123.72
122.93,122.16,124.15,121.93
122.56,121.19,123.61,120.64
119.78,119.82,120.54,118.64
119.69,119.93,120.95,119.34
118.63,118.72,119.47,117.87
119.24,117.16,120.36,116.32
116.39,115.23,116.94,113.98
115.11,117.20,118.69,115.11
118.50,118.21,119.61,116.29
118.13,117.36,118.50,115.53
115.56,119.31,119.39,115.46
120.10,119.74,120.68,118.60
118.97,117.38,118.98,115.21
117.88,119.56,120.59,117.37
119.00,119.76,119.86,117.73
119.66,120.92,121.38,119.46
120.39,120.59,121.14,119.99
119.84,119.06,121.12,118.78
119.08,118.01,120.65,117.80
118.12,120.60,120.63,117.83
121.16,120.99,121.38,120.19
120.72,121.59,121.77,120.54
121.40,122.01,122.17,120.69
122.64,121.34,124.03,120.54
121.79,123.18,124.13,120.48
123.82,124.27,124.58,123.42
124.16,124.16,124.60,122.43
126.64,127.00,129.93,124.72
127.48,129.19,129.48,126.18
128.82,128.56,129.24,127.15
128.84,127.80,129.14,127.70
128.21,132.23,133.00,127.54
131.89,132.83,133.97,131.23
133.05,132.24,133.60,131.56
132.36,131.74,132.90,130.93
131.47,132.48,132.49,130.86
131.93,132.16,132.53,130.53
131.96,132.30,132.93,130.88
132.93,131.67,133.00,131.58
130.62,129.45,132.17,129.42
129.62,128.69,130.22,128.00
128.85,130.52,130.54,128.74
130.39,131.77,133.03,130.19
132.13,131.86,132.53,131.15
131.89,131.55,132.36,130.40
131.88,133.17,134.05,131.17
133.17,133.73,134.05,132.67
132.61,132.83,133.28,131.23
132.56,133.26,133.98,132.15
133.51,134.10,134.65,133.30
134.25,132.82,134.83,132.58
133.33,133.38,134.16,132.59
132.78,130.79,133.77,130.54
130.88,127.56,130.88,126.88
128.15,131.00,131.60,128.15
130.62,130.81,131.34,129.31
129.69,130.16,131.00,128.73
129.51,128.93,130.44,127.71
128.99,130.25,131.13,128.65
130.25,129.49,130.25,128.49
129.62,129.68,130.54,128.28
130.70,131.61,132.83,130.51
132.49,133.73,134.07,131.63
133.86,131.30,134.57,131.27
130.45,129.52,131.20,128.97
130.50,130.61,131.14,129.47
131.24,132.84,133.02,130.55
133.57,133.92,134.18,132.37
133.73,133.94,134.53,133.13
133.47,134.00,134.17,132.84
134.99,136.17,136.95,134.83
136.00,135.64,136.65,135.40
134.98,134.58,135.87,134.58
132.56,130.35,133.02,129.13
130.47,129.81,132.41,129.54
128.46,129.71,130.97,128.46
127.87,128.82,129.77,127.20
129.59,126.72,130.42,126.45
127.78,126.08,127.93,125.28
127.26,126.82,128.36,124.96
127.44,123.92,128.05,123.59
124.14,127.03,127.77,123.77
124.83,126.24,126.61,124.00
127.47,125.85,127.73,124.27
124.33,125.02,126.37,121.92
125.40,124.56,125.85,123.13
125.66,127.21,127.24,124.70
127.03,127.62,129.98,126.75
124.63,122.55,125.30,121.08
121.70,121.25,123.82,120.66
120.83,117.45,121.00,115.71
117.89,121.21,121.33,117.89
121.68,120.36,121.99,118.95
119.13,118.00,120.19,117.16
118.45,118.84,118.97,115.63
118.39,117.92,119.54,117.25
117.33,115.47,117.33,115.00
114.34,113.62,115.17,112.51
112.53,115.83,117.09,112.00
116.73,117.68,120.18,116.01
115.19,116.46,117.80,115.19
117.85,118.41,119.11,116.59
119.47,120.02,120.13,118.75
120.42,122.13,122.26,119.53
121.89,121.20,122.69,120.94
121.16,121.37,121.85,119.96
122.59,122.69,123.27,121.45
121.92,121.07,122.95,120.48
120.25,120.76,120.91,118.93
121.09,121.81,121.93,120.10
122.10,121.84,122.82,120.49
121.84,120.31,123.00,120.28
121.09,123.55,123.69,120.52
123.11,126.03,126.49,122.99
125.61,126.35,126.66,125.01
126.45,127.10,127.98,125.97
126.20,128.01,128.79,125.18
127.03,127.75,128.14,126.28
128.38,127.92,128.63,127.21
128.14,127.49,128.93,126.61
128.34,129.15,129.50,127.85
128.52,128.96,129.64,127.58
128.05,129.16,129.40,127.65
128.55,129.95,130.37,128.48
130.05,127.76,130.52,127.73
128.18,129.95,130.73,127.12
130.00,130.15,130.45,129.05
129.42,129.98,130.59,129.42
130.08,130.65,131.55,129.30
130.01,129.83,130.86,129.31
130.02,129.94,130.52,128.75
130.10,131.68,131.94,129.63
132.52,132.16,132.66,130.92
132.16,131.92,132.87,131.30
130.91,133.41,133.60,130.91
133.36,132.89,134.26,132.56
131.47,131.01,131.89,130.56
130.94,134.19,134.32,130.85
133.47,130.15,133.91,129.60
131.24,131.33,131.79,130.59
131.48,130.66,132.35,130.12
130.99,132.19,132.51,130.69
132.77,134.74,134.90,132.45
134.86,134.89,135.25,134.16
135.00,135.81,135.92,133.96
135.65,138.31,138.35,135.10
137.45,136.62,138.92,136.00
136.93,136.41,137.67,135.23
136.41,137.68,138.08,136.31
137.92,138.14,138.52,137.03
137.46,137.57,137.86,136.05
138.45,133.34,138.45,132.12
133.68,133.24,133.84,132.28
132.73,131.65,133.30,131.15
130.94,130.16,131.01,128.90
130.88,132.88,132.99,130.74
131.96,131.27,132.53,130.42
130.41,130.73,131.27,129.69
130.66,131.10,131.70,130.18
130.89,132.81,133.07,130.82
132.79,133.71,135.00,132.79
134.17,135.70,135.94,132.91
135.15,134.55,136.76,134.37
134.97,134.96,135.20,133.78
134.67,134.76,136.25,134.40
135.02,136.01,137.03,134.13
136.18,134.49,136.33,133.82
134.47,135.05,136.08,134.02
134.40,134.92,135.06,133.43
135.73,135.44,136.02,134.66
135.26,135.11,135.88,134.17
135.61,137.56,138.05,134.26
137.68,137.61,138.32,137.11
137.31,136.71,137.52,136.47
136.71,137.45,137.60,136.59
137.72,137.55,138.27,136.65
137.08,138.46,138.84,136.56
138.13,139.76,140.11,138.13
139.15,138.38,139.15,137.40
138.26,138.78,139.37,137.44
138.49,138.21,138.94,137.74
138.03,139.68,139.84,137.55
139.45,140.05,140.70,139.35
138.74,138.04,139.11,137.53
137.69,135.63,137.98,135.56
135.00,135.91,136.24,133.60
136.24,134.99,136.60,134.89
134.48,135.37,135.61,133.58
135.56,134.02,136.00,132.95
136.07,136.46,137.59,135.52
136.68,136.10,137.26,135.75
136.19,137.23,138.00,136.19
138.57,138.40,139.12,137.55
135.00,135.53,137.15,134.71
134.16,132.50,134.78,131.35
133.21,133.99,134.35,132.34
134.79,134.65,135.29,134.17
134.41,140.65,140.75,134.39
140.58,142.07,143.73,140.50
141.33,141.52,142.15,140.76
141.11,142.65,142.84,141.11
142.74,142.47,143.30,141.89
143.67,146.53,146.96,143.61
147.13,145.78,147.20,145.20
146.49,147.61,147.68,146.12
151.44,147.92,151.44,147.22
149.16,149.27,149.60,148.07
149.82,148.83,149.82,148.37
149.00,148.93,149.22,148.13
148.47,148.79,148.95,147.65
149.01,150.58,150.90,148.14
150.30,149.46,150.93,148.67
149.46,149.40,150.20,149.15
149.00,148.44,149.18,147.19
151.65,155.09,159.46,151.36
155.09,157.40,158.00,154.58
157.31,157.06,157.59,155.89
157.22,158.93,159.46,156.93
158.90,159.58,161.22,158.88
159.53,157.21,159.54,156.45
157.45,157.20,157.92,156.34
157.49,157.45,158.79,156.38
158.47,157.25,158.54,156.70
156.86,157.39,157.60,156.25
157.38,158.27,158.65,157.15
158.26,158.51,158.66,157.01
158.68,159.30,159.43,157.87
158.85,158.25,158.85,157.67
158.55,159.14,159.91,158.28
158.46,158.23,158.90,158.08
158.78,158.49,158.78,157.80
158.00,159.10,159.59,157.31
158.59,160.26,160.46,158.23
160.04,160.78,160.83,159.47
161.00,161.82,162.53,160.79
161.66,157.99,162.32,157.72
158.15,158.11,159.23,157.04
158.56,158.21,159.48,157.37
158.25,158.90,159.60,158.12
158.89,157.52,159.22,157.43
157.22,157.31,157.61,155.95
157.42,156.10,158.25,155.77
156.93,156.19,157.60,155.24
156.80,156.69,157.10,155.93
156.82,159.23,159.37,156.22
158.86,159.49,160.26,158.62
157.99,151.13,157.99,151.11
150.71,153.44,153.64,150.08
152.27,153.07,153.67,150.65
153.38,152.89,154.23,151.88
153.08,155.16,155.63,152.69
155.25,153.89,155.79,153.73
154.39,154.68,155.24,153.75
156.04,155.09,156.64,155.00
155.54,156.72,156.97,154.45
157.73,157.82,158.24,157.00
157.91,157.67,158.29,156.91
156.67,156.78,157.73,156.20
156.51,159.48,159.48,156.51
159.37,158.24,159.50,156.79
158.24,156.34,158.24,155.05
156.98,158.49,159.10,156.44
157.35,159.05,159.57,157.20
159.00,158.20,159.71,157.71
158.89,158.27,159.19,157.91
157.99,157.76,158.82,157.12
158.16,159.00,159.07,157.23
160.00,158.89,160.00,158.75
158.21,156.83,158.21,155.92
157.17,155.75,157.36,155.70
154.98,154.82,155.38,153.97
155.56,154.90,156.54,154.43
155.36,155.17,155.83,154.27
156.41,156.74,157.47,155.60
156.75,157.29,157.41,156.24
156.77,157.19,157.86,156.43
156.50,156.18,156.50,154.76
157.07,157.75,158.66,156.74
147.32,138.60,147.32,138.41
137.80,137.42,139.62,136.61
138.39,140.80,142.00,138.39
140.50,139.81,141.38,138.71
139.03,139.14,140.36,138.73
139.15,137.43,139.51,136.39
137.56,136.42,137.92,136.38
136.79,136.79,137.46,136.01
137.16,138.04,139.86,137.16
139.81,140.29,140.94,139.62
139.97,141.15,141.76,139.11
143.50,142.38,144.63,140.57
144.90,143.32,145.27,141.97
142.39,142.09,143.35,141.23
142.74,140.18,143.75,139.66
139.82,141.47,142.08,139.03
141.64,140.70,143.58,140.32
140.25,138.85,141.51,137.22
139.02,135.18,139.02,135.10
135.98,137.65,137.69,135.29
136.96,135.30,137.87,134.82
134.86,138.35,138.51,133.90
138.37,138.72,139.04,138.00
138.62,136.56,138.71,136.12
136.81,137.63,139.28,136.59
137.80,134.57,138.06,134.55
134.44,133.71,135.10,133.59
133.64,134.73,135.43,133.35
135.89,134.83,136.72,134.77
135.38,138.88,139.59,134.56
