DGLY,Digital Ally,NASDAQ
8.91,8.46,9.00,7.71
8.21,8.52,8.85,8.04
8.36,8.17,8.36,8.17
7.97,7.95,8.34,7.95
8.04,7.90,8.29,7.88
7.94,7.48,8.01,7.33
7.50,7.02,7.50,7.00
7.04,6.98,7.04,6.32
6.92,7.39,7.61,6.92
7.45,7.50,7.83,7.04
7.60,7.49,7.99,7.11
7.52,7.50,7.52,7.46
7.42,7.50,7.50,7.42
7.47,7.45,7.60,7.20
7.46,7.24,7.75,7.18
7.46,7.62,7.65,7.32
7.55,7.55,7.71,7.27
7.48,7.50,7.50,7.48
7.35,7.40,7.44,7.32
7.48,7.22,7.50,7.10
7.47,7.50,8.11,7.46
7.62,8.12,8.12,7.62
8.15,8.00,8.50,7.75
8.00,8.00,8.00,8.00
8.00,8.00,8.25,7.80
8.08,8.30,8.86,7.35
8.22,8.60,8.61,8.10
8.69,8.30,8.69,8.05
8.19,8.30,8.45,8.19
8.31,8.65,8.79,8.22
8.99,8.90,9.48,8.81
9.02,9.10,9.25,9.00
8.49,9.15,9.35,8.49
9.16,9.16,9.24,8.75
8.68,8.98,9.22,8.68
9.01,9.17,9.25,9.01
9.27,9.27,9.27,9.20
9.27,9.25,9.27,8.64
9.19,8.80,9.22,8.45
8.94,8.97,9.00,8.94
8.51,8.50,9.00,8.50
8.52,8.75,8.75,8.45
8.62,8.63,8.80,8.62
8.59,8.90,8.95,8.50
8.85,8.65,8.99,8.52
8.68,8.46,8.68,8.25
8.40,8.39,8.82,8.25
8.40,9.27,9.47,8.34
9.25,10.28,11.45,9.25
10.31,11.20,11.25,9.85
11.45,11.69,12.50,11.00
11.49,11.09,12.25,11.04
11.33,13.75,13.80,11.07
13.86,12.68,14.50,12.40
13.25,14.97,15.23,13.25
15.40,16.35,16.72,15.01
17.01,16.59,17.47,15.51
16.63,16.63,16.80,15.50
16.68,16.33,16.89,15.76
16.65,16.22,16.75,16.00
16.27,14.27,16.40,14.10
14.00,13.67,14.27,13.45
13.41,14.56,14.56,13.07
14.70,14.38,15.83,14.10
14.38,13.86,14.38,13.51
13.75,14.20,14.88,13.61
14.20,14.55,15.03,14.20
14.90,14.55,15.14,14.51
15.20,14.79,15.35,14.60
14.74,13.69,14.83,13.28
13.72,13.82,14.22,13.72
14.02,14.79,14.81,13.81
14.85,14.21,15.24,13.90
14.21,13.75,14.23,13.56
14.76,13.90,15.00,13.80
13.91,14.53,15.26,13.90
14.45,13.93,14.45,13.51
13.98,14.05,14.49,13.79
13.91,13.81,14.05,13.76
13.80,13.45,13.90,13.25
13.44,13.47,13.68,13.32
13.44,13.30,14.30,13.15
13.03,13.24,13.93,13.00
13.29,13.50,13.67,13.25
13.52,13.46,13.82,13.26
13.48,13.41,14.11,13.35
13.33,11.29,13.33,11.10
11.29,10.58,11.47,10.21
10.59,11.29,11.36,9.88
11.33,9.15,11.99,8.40
9.26,9.25,9.93,8.62
9.22,9.29,9.76,8.88
9.22,8.97,9.56,8.88
9.11,8.69,9.49,8.58
8.86,9.00,9.25,8.50
9.05,8.86,9.05,8.61
8.88,8.68,9.04,8.53
8.80,8.18,8.80,8.05
8.21,9.24,9.78,8.21
9.10,9.03,9.54,8.80
8.46,7.67,8.50,7.57
7.69,8.00,8.21,7.69
8.00,7.63,8.10,7.50
8.18,7.99,8.18,7.71
8.07,7.65,8.07,7.58
7.71,8.99,10.89,7.71
9.11,9.50,10.30,9.11
9.44,8.49,9.87,8.15
8.49,8.22,8.49,8.05
8.23,7.57,8.23,7.40
7.51,7.85,7.96,7.11
7.99,7.78,8.08,7.60
7.93,7.84,8.03,7.68
9.50,8.83,9.75,8.40
9.44,8.07,9.47,7.98
8.03,8.10,8.35,7.72
8.36,8.94,9.45,8.33
8.92,8.54,9.00,8.30
8.57,8.20,8.61,8.01
8.42,8.07,8.66,7.90
8.13,7.78,8.21,7.62
7.79,7.62,7.94,7.61
7.70,7.50,7.70,7.50
7.55,7.63,7.76,7.30
7.57,7.90,8.10,7.57
7.78,7.81,8.18,7.78
7.78,7.58,7.78,7.55
7.83,7.76,7.91,7.51
7.77,7.98,8.18,7.57
8.01,7.75,8.15,7.74
7.84,7.77,7.99,7.75
7.82,8.24,8.39,7.70
8.78,8.90,9.64,8.70
9.00,9.19,9.25,8.90
9.22,9.12,9.35,8.69
9.20,8.84,9.20,8.49
8.94,9.15,9.17,8.85
9.12,9.56,9.60,9.12
9.41,9.73,9.89,9.32
9.69,9.55,9.89,9.50
9.54,9.31,9.54,9.12
9.26,9.14,9.30,8.97
9.03,9.45,9.59,8.95
9.60,9.88,9.89,9.57
9.93,9.51,9.97,9.27
9.62,9.28,9.62,9.23
9.43,8.97,9.43,8.79
8.86,8.47,8.86,8.33
8.46,8.43,8.65,8.25
8.32,8.50,8.50,8.15
8.51,7.93,8.51,7.84
7.90,7.80,7.99,7.80
7.80,7.81,7.90,7.45
7.75,8.19,8.19,7.70
8.09,7.91,8.09,7.72
7.89,7.41,7.89,7.28
7.43,7.55,7.87,7.01
7.33,7.40,7.52,7.32
7.33,7.68,7.80,7.33
7.74,8.23,8.40,7.68
8.28,8.75,8.91,8.28
8.51,8.40,8.88,7.91
8.46,8.27,8.46,8.04
8.11,7.98,8.20,7.89
8.00,8.25,8.25,7.76
8.30,8.14,8.45,7.98
8.22,8.42,8.42,8.02
8.22,8.42,8.43,7.87
8.49,8.45,8.49,7.87
8.39,8.10,8.40,8.01
8.04,7.85,8.36,7.84
7.80,8.00,8.32,7.80
8.45,8.14,8.47,7.97
8.22,8.23,8.29,8.06
8.26,8.02,8.31,8.02
8.12,8.27,8.27,8.01
8.14,8.78,8.82,8.00
8.84,8.74,8.90,8.70
8.71,8.37,8.71,8.21
8.37,8.67,8.77,8.37
8.74,8.56,8.99,8.37
8.58,8.49,8.65,8.20
8.48,8.05,8.48,7.81
8.16,8.28,8.28,8.05
8.42,8.15,8.44,8.01
8.10,7.86,8.20,7.86
7.84,7.77,8.00,7.73
7.71,7.88,8.02,7.71
7.90,8.11,8.11,7.87
7.99,8.26,8.32,7.99
8.30,8.04,8.35,7.91
8.01,8.00,8.23,7.93
7.78,6.37,7.78,6.37
6.47,6.24,6.97,6.12
6.24,6.14,6.39,6.00
6.15,6.08,6.28,6.08
6.35,6.21,6.35,6.01
6.22,6.19,6.35,6.11
6.35,6.20,6.49,6.17
6.20,5.80,6.20,5.55
5.48,5.72,5.94,5.48
5.67,5.69,5.87,5.67
5.68,6.00,6.47,5.67
6.07,5.90,6.07,5.64
5.88,5.60,5.99,5.52
5.66,4.83,5.66,4.78
4.81,4.67,4.94,4.65
4.52,4.61,4.88,4.46
4.61,4.73,4.95,4.61
4.83,5.00,5.06,4.72
4.90,4.96,5.19,4.90
4.80,4.88,4.97,4.79
4.84,4.94,5.00,4.84
5.35,4.74,5.35,4.70
4.79,4.82,5.42,4.71
4.98,4.65,4.98,4.60
4.78,4.90,5.09,4.68
4.87,4.66,4.87,4.58
4.65,4.75,4.86,4.64
4.68,4.69,4.75,4.68
5.08,4.79,5.08,4.42
4.71,4.05,4.79,4.00
4.16,4.24,4.55,4.16
4.54,4.16,4.54,4.09
4.26,4.27,4.42,4.25
4.31,4.54,4.55,4.31
4.42,4.43,4.52,4.40
4.37,4.24,4.45,4.14
4.04,4.20,4.34,4.04
4.19,4.21,4.39,4.16
4.27,4.10,4.27,4.09
4.12,4.26,4.27,4.09
4.48,4.25,4.48,4.25
4.22,4.28,4.42,4.22
4.22,4.61,4.69,4.22
4.56,5.02,5.67,4.56
5.02,5.04,5.16,5.00
4.99,4.99,4.99,4.99
4.85,4.87,4.87,4.85
4.85,4.54,4.91,4.54
4.60,3.82,4.73,3.80
3.80,3.95,4.42,3.79
3.90,3.61,4.10,3.56
3.41,3.25,3.67,3.03
3.38,3.38,3.41,3.25
3.30,3.51,3.61,3.30
3.60,3.34,3.79,3.30
3.30,3.43,3.50,3.30
3.50,3.55,3.62,3.41
3.59,3.30,3.68,3.30
3.45,3.36,3.56,3.31
3.35,3.37,3.50,3.33
3.43,3.26,3.55,3.25
3.28,3.15,3.33,3.13
3.15,3.36,3.37,3.15
3.36,3.24,3.36,3.20
3.17,3.30,3.40,3.14
3.32,3.11,3.38,3.08
3.16,3.14,3.25,3.10
3.20,3.26,3.29,3.16
3.27,3.30,3.40,3.27
3.30,3.23,3.40,3.15
3.20,3.18,3.36,3.17
3.19,3.18,3.25,3.11
3.30,7.23,9.44,3.28
7.79,6.15,9.28,6.14
6.74,5.22,6.74,5.18
5.20,5.22,6.57,5.03
5.35,4.99,5.48,4.90
4.80,5.13,5.84,4.79
5.05,5.07,5.45,4.89
4.95,4.76,5.14,4.75
4.90,4.72,4.90,4.57
4.69,4.66,5.05,4.57
4.73,4.80,4.85,4.57
4.75,4.45,4.84,4.21
4.39,4.39,4.63,4.28
4.25,4.13,4.43,4.10
4.11,4.10,4.54,4.02
4.09,3.84,4.09,3.80
3.95,3.71,3.99,3.63
3.95,3.57,3.95,3.51
3.55,3.80,3.88,3.53
3.72,3.60,3.88,3.55
3.60,3.48,3.63,3.35
3.52,3.83,4.29,3.52
3.72,4.03,4.23,3.67
4.05,4.02,4.18,3.89
3.93,4.04,4.09,3.92
3.30,3.25,3.60,3.16
3.30,3.35,3.46,3.27
3.56,3.65,3.80,3.46
3.72,7.08,7.09,3.72
7.84,5.79,8.83,5.62
6.23,7.01,8.00,5.68
7.11,7.94,8.65,7.10
9.05,12.50,14.25,8.75
14.90,14.28,16.24,13.42
13.12,11.49,14.55,11.26
14.00,15.68,15.82,13.67
17.37,18.66,19.86,17.32
22.34,33.41,33.59,22.12
28.12,23.04,29.92,22.92
26.50,26.09,28.34,24.25
24.66,25.27,25.75,23.25
23.45,24.03,26.78,22.34
23.07,23.10,25.49,22.69
22.87,22.03,24.10,21.25
23.77,23.10,25.36,22.52
23.12,22.00,23.30,21.61
21.50,18.65,21.85,18.51
18.16,19.79,20.65,18.14
18.92,18.80,19.50,18.26
18.48,17.99,19.38,17.62
17.55,16.74,18.42,16.55
16.31,16.52,16.85,16.07
16.13,16.53,18.19,16.10
16.32,16.24,17.48,16.24
16.16,15.08,16.26,15.07
17.88,17.63,20.20,17.29
16.55,16.79,17.30,16.05
16.41,16.02,17.82,15.75
15.53,15.09,15.73,14.50
15.09,14.55,15.24,13.93
14.55,14.00,14.99,14.00
15.12,14.55,17.38,14.23
14.55,14.80,15.32,14.20
14.55,13.72,14.74,13.00
14.27,13.41,15.00,13.25
13.41,11.95,13.48,11.83
11.90,10.41,11.99,10.40
10.50,11.17,12.84,10.09
10.71,10.55,10.76,9.87
10.07,11.49,11.94,9.85
11.31,12.50,13.59,11.25
12.51,13.14,13.71,11.63
12.99,12.99,14.16,12.82
13.13,13.41,13.80,12.83
13.46,13.41,13.65,12.96
13.40,14.49,15.56,13.34
15.55,15.28,16.05,14.78
15.23,14.41,15.23,13.76
14.48,14.40,14.79,14.17
14.46,14.69,15.25,14.39
15.15,14.62,15.18,14.50
14.60,13.69,14.78,13.50
13.69,13.10,13.69,12.93
13.30,12.41,13.30,12.20
12.46,11.72,12.68,11.56
11.72,12.19,12.20,11.02
12.50,12.28,12.77,12.07
12.33,12.48,12.73,11.83
12.44,12.99,13.25,12.15
12.70,13.22,14.33,12.70
11.05,11.50,12.40,10.50
11.80,11.66,12.00,11.32
11.75,11.50,11.95,11.28
11.47,11.49,11.50,11.18
11.36,12.11,12.25,11.20
12.35,12.52,12.82,11.88
12.69,14.05,14.32,12.27
13.85,13.55,14.47,12.86
13.95,14.02,14.90,13.66
13.96,13.36,14.16,12.81
13.26,12.87,13.40,11.80
14.49,18.69,18.97,14.42
18.60,17.92,20.40,17.00
18.22,21.00,22.41,17.20
21.05,19.83,23.75,19.60
19.38,18.01,21.08,17.60
17.19,17.81,18.62,16.75
17.33,16.52,18.55,16.21
16.69,14.21,17.58,14.02
13.73,15.55,17.15,13.22
15.37,14.04,15.48,13.99
13.74,14.38,15.48,13.51
15.60,15.80,17.00,15.01
16.07,15.48,16.99,15.29
15.27,15.37,16.18,14.67
15.41,15.22,16.64,14.78
15.30,14.80,15.78,14.40
16.15,15.62,16.25,15.01
15.71,15.87,16.88,15.46
15.77,16.07,16.70,15.62
15.85,15.88,16.39,15.07
15.73,15.32,15.98,15.25
15.32,15.46,15.68,15.27
15.37,15.15,15.67,14.81
15.17,14.61,15.27,14.55
14.70,14.81,15.00,14.50
15.00,14.69,15.27,14.55
14.58,13.61,14.58,13.36
13.70,12.90,13.90,12.80
12.80,13.43,14.39,12.80
13.12,13.24,13.65,12.95
13.21,13.24,14.45,12.95
13.14,13.17,13.43,13.05
13.66,12.82,13.66,12.10
12.72,11.82,12.83,11.75
11.70,11.03,12.00,10.83
10.86,11.21,11.30,10.45
11.00,10.94,11.51,10.91
10.87,10.58,10.87,10.44
10.70,10.52,10.93,10.50
10.45,10.68,11.18,10.45
10.90,10.57,10.95,10.47
10.78,10.27,10.99,10.06
10.18,10.27,10.70,10.00
10.60,10.86,11.90,10.22
11.63,10.73,11.63,10.46
10.68,10.53,10.70,10.26
10.53,10.67,10.84,10.33
10.86,10.50,10.86,10.40
11.30,12.54,13.28,10.95
12.58,11.90,12.96,11.70
11.91,11.50,12.50,11.50
11.80,11.60,12.35,11.58
11.67,11.20,12.21,11.05
11.25,11.34,12.00,11.22
11.50,11.04,11.72,10.90
13.09,12.23,14.34,12.12
12.64,12.05,12.65,11.60
11.99,12.42,12.69,11.88
12.41,13.28,13.40,12.40
13.25,12.89,13.45,12.72
12.86,13.49,13.84,12.72
14.19,14.22,14.40,13.55
14.29,13.18,14.29,12.91
13.02,12.38,13.10,12.27
12.61,12.81,13.20,12.41
13.10,13.18,13.35,13.01
13.34,12.79,13.34,12.45
12.63,12.43,12.92,12.36
12.51,12.34,12.59,12.25
12.00,11.84,12.15,11.68
11.80,11.46,12.02,11.30
11.27,11.37,11.44,11.10
11.19,11.53,11.80,11.09
11.42,11.64,11.75,11.42
11.70,11.79,11.94,11.61
12.19,12.57,12.75,12.03
15.16,14.05,16.27,13.92
13.90,13.02,14.25,12.86
12.75,12.66,12.94,12.35
12.68,12.67,13.10,12.40
12.82,13.36,13.43,12.40
13.22,12.75,13.39,12.67
12.67,12.42,12.78,12.13
12.38,13.68,13.84,12.38
12.47,12.66,12.92,12.45
12.75,12.60,12.80,12.52
13.12,14.00,14.49,12.80
14.79,15.77,16.00,14.34
15.66,14.47,15.66,14.27
14.65,14.43,15.63,14.31
14.78,13.77,14.97,13.55
13.90,13.76,14.09,13.54
13.55,13.76,14.43,13.55
14.23,13.29,14.34,13.01
13.27,13.23,13.52,13.09
13.23,13.05,13.40,12.95
12.99,13.13,13.21,12.87
13.05,13.49,13.50,13.00
13.56,13.88,14.20,13.50
13.98,13.21,13.98,12.78
14.27,14.09,14.55,13.25
13.90,14.08,14.95,13.39
14.55,13.99,14.80,13.88
14.12,15.19,15.44,14.00
15.82,18.07,18.40,15.59
18.06,16.36,18.06,16.15
16.58,16.61,17.43,15.62
16.22,16.43,16.86,16.03
16.61,15.83,16.84,15.70
15.70,16.71,16.75,15.70
16.47,17.38,17.44,16.30
17.50,18.30,18.80,17.42
15.38,16.03,16.71,15.25
16.15,15.46,16.69,15.42
15.40,14.44,15.82,14.39
14.32,14.49,14.70,14.09
14.21,14.68,15.38,14.06
14.51,14.99,15.13,14.51
15.02,14.86,15.22,14.65
14.69,14.78,14.85,14.56
14.95,14.59,15.00,14.20
15.34,15.10,15.44,14.96
15.40,14.89,15.50,14.77
14.89,14.63,14.89,14.30
14.54,14.55,14.83,14.43
14.60,14.20,14.85,14.13
14.20,13.87,14.33,13.75
13.70,13.44,13.71,13.35
13.44,13.16,13.69,12.85
13.10,13.11,13.22,12.81
13.05,13.41,13.85,13.00
13.59,14.12,14.15,13.53
14.31,13.72,14.31,13.66
13.73,14.01,14.27,13.26
13.87,13.72,14.12,13.65
13.84,13.56,13.98,13.52
14.75,14.84,15.36,14.52
14.81,14.43,14.96,14.37
14.75,14.44,14.75,13.96
14.56,14.33,14.64,14.01
14.27,14.11,14.33,14.02
14.22,14.01,14.22,13.97
14.07,14.26,14.34,13.96
14.06,13.73,14.20,13.66
13.94,13.84,13.96,13.70
14.00,13.82,14.20,13.66
13.80,13.33,13.92,13.25
13.14,13.44,13.55,12.90
13.55,13.26,13.62,13.09
13.20,13.06,13.54,13.00
13.27,13.21,13.38,13.05
13.37,13.19,13.37,13.07
13.22,13.45,13.55,13.19
13.51,13.24,13.51,13.10
13.21,13.15,13.38,12.70
13.20,13.51,13.51,13.10
13.40,12.85,13.40,12.55
12.84,12.08,12.85,12.02
12.29,12.19,12.37,12.08
12.04,11.73,12.19,11.38
11.71,11.27,13.00,11.10
11.47,11.06,11.73,10.75
10.83,10.80,10.86,10.36
10.84,10.60,10.85,10.15
11.21,10.98,11.21,10.33
11.11,11.25,11.67,10.90
11.27,11.03,11.50,10.57
11.08,9.80,11.08,9.72
10.25,10.19,10.39,9.88
10.25,9.93,10.27,9.81
9.88,9.28,9.88,9.11
9.10,8.15,9.15,8.05
8.20,8.00,8.24,6.99
7.79,7.99,8.41,7.51
7.84,7.90,8.10,7.40
7.83,7.89,7.95,7.49
7.94,7.90,7.99,7.71
8.00,7.78,8.06,7.62
7.60,7.51,7.75,7.21
7.52,7.36,7.66,7.32
7.40,7.26,7.40,7.06
7.00,6.75,7.05,6.50
6.02,6.11,6.11,4.60
6.39,7.46,8.10,6.26
7.80,8.14,8.34,7.60
8.50,8.11,8.50,7.76
7.97,8.33,8.46,7.97
8.25,8.34,8.54,8.25
8.08,7.87,8.23,7.81
7.17,7.24,7.50,7.00
7.21,7.30,7.65,7.16
7.20,7.73,7.84,7.20
7.72,7.26,7.72,7.12
7.46,7.19,7.47,7.07
6.99,7.19,7.25,6.82
7.16,7.12,7.16,6.91
7.11,6.94,7.12,6.89
7.01,6.61,7.01,6.50
6.58,6.74,6.96,6.53
6.69,7.01,7.31,6.69
6.92,7.40,7.40,6.90
7.37,7.24,7.41,6.95
7.14,6.98,7.14,6.92
6.95,6.80,7.12,6.63
6.65,6.44,6.69,6.26
6.78,6.40,6.86,6.30
6.17,6.07,6.34,5.98
5.98,5.84,6.08,5.84
5.90,6.23,6.33,5.90
6.25,6.50,6.60,6.16
6.44,6.59,6.73,6.12
6.68,6.82,6.83,6.59
6.78,6.72,6.87,6.65
6.77,6.74,6.90,6.70
6.76,6.90,6.97,6.76
6.87,6.99,7.11,6.87
7.07,7.18,7.24,7.07
7.25,7.23,7.39,7.01
7.10,7.02,7.35,6.91
7.05,7.14,7.14,6.68
7.10,6.96,7.10,6.79
6.96,6.84,7.18,6.76
6.88,6.35,7.00,6.18
6.35,6.15,6.50,6.14
6.23,6.12,6.37,6.10
6.20,6.09,6.34,6.07
6.09,5.69,6.25,5.67
5.74,5.51,5.81,5.45
5.55,5.76,5.90,5.53
5.80,5.83,6.14,5.79
5.83,5.70,5.86,5.52
5.73,5.85,6.00,5.67
5.83,5.95,6.06,5.74
6.00,5.88,6.08,5.85
5.85,5.94,5.99,5.74
5.91,6.05,6.14,5.79
6.06,6.04,6.17,5.89
5.98,5.90,6.00,5.75
6.09,7.51,7.68,5.91
5.71,5.84,6.09,5.25
5.51,5.48,5.51,5.16
5.55,5.42,5.74,5.28
5.39,4.35,5.46,4.25
4.35,4.29,4.65,4.15
4.29,4.08,4.30,4.05
4.10,3.99,4.14,3.87
3.99,4.18,4.31,3.84
4.16,4.63,4.74,4.10
4.95,4.74,4.95,4.57
4.78,4.27,4.78,4.25
4.27,4.58,4.79,4.27
4.70,4.59,4.70,4.50
4.56,4.59,4.70,4.50
4.59,4.50,4.59,4.35
4.43,4.26,4.43,4.15
4.23,4.15,4.53,4.14
4.08,4.15,4.25,4.04
4.15,4.64,4.65,4.14
5.70,5.34,5.78,5.01
5.30,5.62,5.71,5.05
5.70,5.37,5.70,5.28
5.37,5.44,5.49,5.25
5.43,5.47,5.65,5.43
5.54,6.78,7.15,5.54
6.95,6.80,8.00,6.50
6.85,7.46,7.80,6.85
7.90,7.90,9.00,7.51
8.10,7.31,8.19,7.16
7.26,7.07,7.37,6.66
7.06,6.77,7.19,6.71
6.75,6.91,7.20,6.75
6.93,6.80,7.25,6.73
6.82,6.32,6.82,6.21
6.09,6.20,6.25,6.02
6.14,6.11,6.26,6.05
6.16,6.17,6.25,6.06
6.15,5.69,6.17,5.51
5.69,5.79,6.06,5.50
6.01,5.64,6.01,5.56
5.64,5.95,6.14,5.64
6.03,5.64,6.07,5.63
5.62,5.54,5.75,5.47
6.14,5.95,6.47,5.59
6.22,6.48,7.06,6.20
6.57,6.27,6.57,6.03
6.14,6.57,6.79,6.07
6.54,6.75,6.82,6.52
6.71,6.73,6.86,6.62
6.79,6.30,6.85,6.22
6.33,5.96,6.40,5.91
5.95,5.65,5.95,5.60
5.69,5.71,5.95,5.69
5.76,6.07,6.45,5.76
6.08,6.07,6.25,5.86
6.33,5.97,6.33,5.80
5.96,5.94,6.12,5.75
5.86,5.82,5.97,5.63
5.78,5.59,5.85,5.43
5.60,5.62,5.79,5.41
5.63,5.49,5.64,5.41
5.46,5.22,5.46,4.94
5.22,5.07,5.22,4.92
5.12,5.43,5.43,5.01
5.37,5.60,5.62,5.22
5.60,5.36,5.63,5.31
5.30,5.51,5.61,5.17
5.62,5.89,6.10,5.49
5.89,5.92,6.09,5.82
5.80,6.16,6.16,5.80
6.16,6.44,6.58,6.13
6.47,6.34,6.75,6.34
6.39,6.48,6.67,6.33
6.51,6.42,6.70,6.16
6.46,6.47,6.50,6.12
6.43,6.56,6.80,6.33
6.61,6.36,6.78,6.35
6.43,6.26,6.72,6.03
6.02,5.30,6.26,5.19
5.28,5.50,5.70,5.06
5.61,5.15,5.67,5.15
5.22,5.31,5.49,5.05
5.28,5.11,5.42,5.08
5.25,4.87,5.26,4.68
4.87,4.76,4.92,4.68
4.75,4.72,4.85,4.70
4.75,4.97,5.00,4.71
4.93,5.06,5.09,4.91
5.06,5.08,5.18,4.93
5.01,4.73,5.15,4.68
4.70,4.78,4.79,4.61
4.78,5.00,5.09,4.74
5.00,5.03,5.08,4.86
5.09,4.99,5.09,4.89
5.01,4.95,5.65,4.84
4.91,4.79,5.09,4.79
4.82,4.46,4.89,4.45
4.45,4.52,4.65,4.44
4.52,4.69,4.69,4.36
4.61,4.46,4.64,4.35
4.52,4.38,4.52,4.25
4.42,4.39,4.48,4.25
4.36,4.36,4.42,4.30
4.37,4.55,4.83,4.31
4.59,4.65,4.65,4.50
4.61,4.55,4.75,4.55
4.47,4.52,4.63,4.47
4.51,4.60,4.60,4.50
4.58,4.51,4.59,4.45
4.47,4.44,4.58,4.41
4.49,4.36,4.49,4.35
4.30,4.35,4.44,4.30
4.37,4.41,4.49,4.37
4.42,4.38,4.42,4.32
4.40,4.45,4.49,4.36
4.41,4.42,4.49,4.33
4.42,4.42,4.45,4.35
4.34,4.33,4.37,4.33
4.34,4.32,4.40,4.32
4.37,4.25,4.42,4.25
4.28,4.19,4.28,4.17
4.17,3.99,4.28,3.99
4.00,4.13,4.19,4.00
3.94,4.04,4.18,3.94
4.04,3.92,4.12,3.90
3.92,3.65,3.93,3.51
3.58,3.62,3.80,3.58
3.64,3.65,3.83,3.56
3.60,3.68,3.79,3.57
3.62,3.57,3.73,3.54
3.55,3.57,3.68,3.53
3.60,3.61,3.67,3.58
3.63,3.66,3.66,3.52
3.64,3.63,3.68,3.51
3.63,3.64,3.70,3.59
3.65,3.56,3.68,3.55
3.60,3.65,3.75,3.60
3.67,3.67,3.74,3.65
3.69,3.58,3.73,3.58
3.64,3.56,3.71,3.56
3.62,3.62,3.67,3.54
3.62,3.66,3.70,3.62
3.66,4.11,4.26,3.66
4.10,3.72,4.10,3.65
3.80,3.65,3.81,3.60
3.62,3.80,3.85,3.60
3.74,3.80,3.87,3.70
3.76,3.75,3.82,3.74
3.74,3.72,3.74,3.63
3.72,3.85,3.91,3.72
3.86,3.86,3.96,3.86
3.91,3.90,3.95,3.69
3.92,3.84,3.92,3.73
3.94,3.81,3.96,3.78
3.76,3.61,3.87,3.61
3.65,3.66,3.75,3.53
3.69,3.65,3.70,3.64
3.65,3.64,3.74,3.60
3.64,3.88,3.95,3.64
3.94,3.98,4.00,3.86
3.98,3.82,3.99,3.73
3.82,3.76,3.83,3.72
3.83,4.13,4.49,3.80
5.18,6.69,7.23,4.91
6.38,5.48,6.48,5.33
5.32,5.23,5.46,5.01
5.30,5.99,6.23,5.09
5.77,5.54,6.13,5.49
5.49,5.34,5.95,5.20
6.10,5.98,7.07,5.82
5.95,5.82,5.97,5.56
5.87,6.11,6.34,5.66
5.97,6.11,6.32,5.96
6.00,6.16,6.25,5.83
6.27,5.75,6.28,5.70
5.73,5.66,5.75,5.50
5.59,5.61,5.74,5.46
5.61,5.85,5.92,5.60
5.78,5.95,6.34,5.75
5.84,5.89,5.97,5.65
6.08,5.69,6.09,5.65
5.61,5.63,5.81,5.50
5.56,5.68,5.70,5.51
5.70,5.68,5.72,5.60
5.17,5.17,5.25,4.80
5.15,5.11,5.15,4.91
5.06,5.01,5.08,4.90
5.01,5.17,5.25,4.91
5.14,5.27,5.34,5.11
5.35,5.52,5.70,5.32
5.56,5.43,5.69,5.39
5.53,5.56,5.65,5.30
6.42,6.27,6.99,5.95
6.31,6.13,6.37,6.05
6.18,6.29,6.75,6.12
6.30,6.41,6.68,6.30
6.34,6.18,6.41,6.05
6.08,6.27,6.37,6.08
6.25,6.09,6.33,6.07
6.10,6.16,6.30,6.09
6.09,6.10,6.19,5.56
6.05,6.04,6.18,5.80
5.94,5.87,6.12,5.77
5.90,5.86,5.93,5.76
5.84,6.00,6.06,5.80
5.93,5.89,6.00,5.77
5.80,5.88,5.98,5.75
5.92,5.83,6.07,5.67
5.70,5.56,5.70,5.50
5.53,5.58,5.76,5.39
5.58,5.31,5.75,5.26
5.30,5.59,5.65,5.30
5.54,5.69,5.70,5.43
5.78,5.89,5.93,5.72
6.13,5.98,6.13,5.60
6.09,6.12,6.30,5.93
6.24,6.20,6.30,6.06
6.25,6.04,6.25,5.75
5.96,6.03,6.28,5.96
6.07,5.83,6.07,5.72
5.93,6.06,6.08,5.84
6.07,5.88,6.10,5.86
5.93,5.94,6.08,5.81
5.86,5.81,6.10,5.61
5.83,5.74,6.10,5.61
5.71,5.79,5.98,5.66
5.82,5.77,5.82,5.69
5.71,5.66,5.85,5.63
5.63,5.61,5.78,5.59
5.65,5.57,5.66,5.50
5.60,5.53,5.60,5.50
5.50,5.41,5.55,5.40
6.00,5.67,6.10,5.55
5.85,5.65,5.85,5.57
5.65,5.70,5.80,5.50
5.65,5.66,5.80,5.57
5.60,5.65,5.74,5.60
5.80,5.70,5.80,5.70
5.85,6.40,6.45,5.80
6.40,6.10,6.45,6.02
6.10,6.10,6.25,6.00
6.10,5.85,6.15,5.85
5.85,5.60,6.05,5.60
5.60,5.60,5.70,5.60
5.70,5.50,5.76,5.50
5.60,5.50,5.60,5.50
5.54,5.45,5.60,5.30
5.40,5.05,5.45,5.00
5.20,4.80,5.30,4.80
4.80,5.00,5.00,4.80
5.00,4.90,5.10,4.80
4.85,5.15,5.25,4.85
5.20,5.35,5.55,4.90
5.45,5.60,5.62,5.35
5.55,5.50,5.55,5.29
5.40,5.10,5.50,5.10
5.25,5.15,5.30,5.15
5.20,5.00,5.20,4.90
5.05,5.10,5.25,5.00
5.20,5.10,5.20,4.95
5.05,5.05,5.14,4.90
5.10,5.10,5.10,5.00
5.00,5.05,5.15,5.00
5.00,5.03,5.05,4.90
5.05,4.95,5.05,4.95
4.95,5.00,5.02,4.85
5.05,4.80,5.09,4.80
4.80,5.10,5.10,4.80
5.05,5.00,5.05,4.85
