BCH,Banco De Chile Banco De Chile ADS,NASDAQ
90.18,88.05,90.18,87.11
87.43,86.99,87.72,86.53
86.55,84.81,86.85,83.64
84.60,85.72,85.85,84.55
86.74,84.45,86.74,84.45
81.13,83.91,85.42,81.13
84.55,86.01,88.84,84.55
85.71,84.09,86.01,83.76
84.02,83.86,84.64,82.89
84.59,84.10,85.22,82.67
84.79,84.06,84.93,83.45
84.07,84.19,85.98,84.06
85.23,84.97,85.92,84.55
85.28,85.03,85.28,82.48
85.31,85.72,86.99,85.31
86.35,86.28,86.78,85.15
85.69,84.93,86.34,83.57
85.42,85.20,86.16,84.86
85.58,86.26,86.26,85.17
85.96,85.47,85.96,84.84
84.62,84.21,84.62,83.65
83.90,83.42,84.54,83.09
83.34,83.32,84.39,82.92
83.69,84.51,85.16,83.69
85.22,84.16,86.01,83.10
83.91,86.84,86.84,83.90
86.01,87.14,88.28,86.01
86.09,84.82,86.09,84.45
85.80,84.75,85.80,84.06
84.95,84.48,85.63,84.48
84.46,84.73,85.03,83.55
84.30,83.24,84.30,82.66
83.71,84.77,85.52,83.71
84.86,86.55,86.76,84.86
86.72,86.68,86.91,85.83
86.16,85.74,86.74,85.04
86.69,86.69,87.58,86.54
85.87,86.14,86.18,85.03
86.25,86.26,87.33,86.25
86.76,85.95,88.19,85.95
86.21,86.06,86.85,86.01
86.52,86.54,87.72,86.33
86.16,86.41,87.96,85.42
86.70,87.30,87.43,86.70
86.99,86.01,87.54,86.01
86.91,87.34,87.97,86.91
87.24,90.41,91.07,87.24
90.00,86.06,90.00,86.01
86.53,86.02,86.70,85.72
86.16,85.40,86.16,85.40
85.72,85.85,86.52,85.72
85.96,85.83,86.28,85.04
85.35,86.01,86.86,85.35
86.22,86.38,86.38,85.88
86.82,88.31,89.60,86.82
87.98,85.58,87.98,85.58
85.71,86.06,86.39,85.33
86.65,87.39,87.87,86.65
87.72,87.94,88.05,87.01
87.93,84.64,88.04,84.46
84.67,84.89,85.82,84.67
84.93,85.94,86.01,84.93
86.62,86.45,86.97,86.40
86.68,87.91,88.01,86.68
87.72,87.44,87.76,86.99
87.09,87.55,87.89,87.08
87.08,86.85,87.08,85.77
86.08,85.50,86.08,85.13
85.02,84.65,85.25,84.64
84.92,82.66,84.92,82.04
83.25,83.49,83.92,83.00
83.75,82.84,83.75,82.41
83.57,82.59,84.05,82.28
82.10,82.50,83.47,82.09
84.13,83.74,85.11,83.34
83.50,81.83,83.69,81.40
81.22,80.00,81.44,78.45
80.42,81.36,81.47,79.67
81.19,82.12,82.94,81.19
82.10,81.84,82.39,81.76
81.60,80.91,82.22,80.50
80.14,81.96,82.44,79.80
82.21,82.61,83.18,82.21
84.55,83.16,84.55,83.14
82.98,82.98,84.06,82.81
83.33,82.81,83.76,82.79
82.82,82.70,83.33,81.92
84.06,82.94,84.06,82.41
81.43,79.13,82.30,79.00
80.13,79.19,80.82,78.18
79.22,79.18,79.25,78.53
79.66,79.93,80.41,79.47
80.44,81.22,81.22,80.44
80.57,80.53,80.98,80.23
80.13,82.59,82.63,80.13
83.96,84.87,85.35,83.96
84.50,85.52,85.79,84.50
85.85,85.42,86.01,85.23
85.13,86.10,86.16,85.01
83.08,82.44,84.01,82.40
81.92,78.39,81.92,77.90
78.63,79.12,79.60,78.37
79.00,78.05,79.00,76.24
75.75,77.92,78.43,74.49
77.50,76.60,77.83,75.75
77.22,76.99,77.80,76.41
78.93,80.39,80.39,77.41
80.15,80.33,80.83,79.55
79.88,79.60,80.28,79.17
79.04,79.63,79.78,78.65
80.42,80.51,80.77,79.71
80.76,81.53,81.91,80.74
81.86,79.52,81.86,79.02
79.17,78.73,79.64,78.19
78.55,79.26,79.38,77.21
79.36,82.29,82.72,79.36
80.93,84.45,84.48,80.80
84.11,84.92,85.38,84.03
83.74,83.60,84.01,82.50
83.61,84.25,84.78,83.31
84.44,83.45,84.50,83.22
84.16,83.86,84.54,83.47
83.90,82.85,83.90,82.85
82.17,81.12,82.22,80.79
81.95,83.23,83.97,81.64
83.08,84.13,84.56,82.95
84.73,84.73,85.32,84.37
84.06,82.96,84.49,82.95
83.08,84.12,84.55,81.77
85.11,85.42,85.88,84.71
86.21,86.05,86.21,84.83
86.05,85.29,86.05,85.26
85.28,86.21,86.21,84.89
86.17,87.11,87.61,85.59
87.15,87.44,87.94,86.90
87.77,87.14,87.97,86.88
87.24,85.87,87.62,85.87
86.13,84.65,86.16,84.65
84.43,84.81,85.14,84.06
84.42,83.95,84.42,83.59
84.55,84.97,86.16,84.25
84.66,85.24,85.24,83.60
85.18,85.82,85.96,85.09
85.29,84.94,85.82,84.77
84.29,86.81,86.81,84.09
86.61,85.91,86.95,85.28
86.21,85.56,86.52,84.78
85.06,85.69,85.94,84.76
86.02,87.23,87.23,85.94
87.84,87.70,88.16,86.43
87.26,87.28,87.57,85.40
85.97,85.13,86.35,85.12
85.74,86.01,86.01,85.21
85.64,85.44,85.91,85.13
85.47,86.24,86.90,85.47
86.80,87.09,87.09,86.54
88.19,87.78,88.19,86.85
87.74,85.13,87.93,85.11
86.16,87.22,87.50,85.81
86.87,86.45,86.87,85.85
86.59,86.19,88.80,85.91
86.44,86.69,87.58,85.03
87.03,85.83,87.43,85.42
85.85,85.95,86.46,85.40
85.33,84.80,85.80,84.37
85.52,84.21,85.92,84.21
85.22,84.02,85.62,83.20
82.85,82.30,83.08,81.16
81.66,81.46,82.46,80.71
82.52,83.63,83.63,81.60
83.82,83.16,83.82,80.26
84.12,83.65,84.12,82.81
83.72,84.86,84.86,83.29
84.15,81.91,84.16,81.67
82.43,82.78,83.07,81.81
82.19,83.18,83.56,81.35
83.58,82.06,83.90,81.98
82.15,83.61,84.31,82.15
84.17,84.40,84.76,83.65
84.06,85.40,86.06,83.82
85.89,85.85,85.97,85.24
86.87,86.11,86.87,85.10
86.89,86.57,87.28,86.42
86.19,86.45,86.72,85.04
85.77,86.09,86.44,84.99
86.40,86.81,87.15,86.28
86.90,87.02,88.80,86.90
88.16,87.19,88.83,86.37
87.20,88.01,88.16,86.74
87.36,88.19,88.19,86.16
88.19,87.38,88.27,86.79
87.18,86.78,87.79,86.01
87.18,87.04,87.45,86.79
86.60,87.37,87.90,86.28
86.32,87.35,87.35,86.23
86.99,86.66,87.63,86.02
86.33,84.85,86.63,84.49
84.52,84.38,84.92,83.42
83.69,84.23,84.29,83.28
84.57,85.28,85.62,84.25
85.23,83.42,85.26,83.23
83.02,82.39,83.38,81.24
81.65,78.60,81.65,76.83
79.00,76.53,79.32,75.83
74.53,68.84,76.50,68.35
68.55,77.10,77.20,68.35
75.90,77.18,79.58,75.38
77.28,81.16,81.71,76.76
81.88,81.38,82.71,80.71
82.20,82.43,82.87,81.76
82.44,81.49,82.48,79.73
81.69,82.46,82.53,81.69
80.10,79.80,80.50,78.30
79.11,79.51,80.58,79.11
80.93,79.92,81.08,78.32
80.03,80.91,80.91,79.07
80.90,81.76,81.87,80.10
80.95,80.62,81.58,79.03
80.29,80.88,81.24,78.19
82.23,82.06,82.55,80.19
81.28,81.99,82.51,81.04
82.19,82.84,82.99,81.90
82.30,82.63,83.28,82.03
81.95,81.94,82.82,81.28
79.80,80.56,80.95,78.68
81.67,81.80,82.02,80.26
81.89,80.77,81.89,80.52
80.65,79.63,80.65,79.18
78.25,77.73,79.18,76.37
77.25,77.98,78.76,77.23
78.19,78.27,78.93,77.44
78.65,79.07,79.18,78.32
79.47,79.90,80.45,78.55
78.34,78.64,79.31,77.93
79.05,77.54,79.05,76.80
77.06,74.74,77.20,74.25
71.57,69.22,71.57,67.69
68.16,68.89,69.55,67.05
69.80,70.15,70.68,68.27
71.15,71.69,71.96,70.47
71.41,68.89,71.58,68.89
69.89,69.31,70.97,68.55
68.87,68.27,69.19,67.05
67.87,65.12,68.11,65.10
66.84,66.46,66.84,63.11
66.81,67.90,68.08,66.10
67.63,69.71,69.71,67.40
70.43,68.04,70.50,67.68
68.60,70.68,71.01,68.33
70.62,70.03,70.73,69.60
71.72,71.57,72.10,71.16
69.41,71.48,72.06,68.50
72.71,73.15,73.15,72.16
73.98,71.67,74.33,71.37
71.06,73.14,73.35,70.79
73.50,72.64,73.82,72.32
72.94,72.67,74.36,72.44
73.88,74.43,75.26,72.69
75.10,77.30,77.71,75.10
77.10,76.19,77.17,75.86
76.88,78.32,78.32,76.63
79.59,80.12,81.80,79.59
80.21,81.32,81.92,80.01
81.04,79.26,81.67,79.25
77.83,77.29,80.49,76.02
77.29,79.05,79.61,77.29
79.56,79.87,80.93,78.07
79.59,80.59,80.69,79.31
80.27,80.08,80.27,78.47
80.82,80.95,81.35,79.39
79.75,78.09,79.75,78.07
78.89,79.14,79.62,78.53
79.25,80.62,81.36,79.25
79.61,80.97,80.98,79.29
80.07,81.13,81.54,79.47
81.86,82.40,85.02,81.86
83.42,83.52,83.93,82.76
83.57,83.90,84.29,83.21
82.54,81.09,82.59,80.10
79.01,76.99,79.01,76.64
75.90,74.47,76.14,74.00
73.91,73.70,75.05,73.34
76.73,75.45,76.99,74.60
75.26,75.71,75.81,74.38
77.39,78.97,79.40,77.18
78.33,77.60,78.69,77.29
77.84,77.09,77.84,75.33
78.55,75.25,78.55,74.89
74.73,75.35,75.86,74.23
74.71,79.14,79.71,74.71
78.74,78.66,80.11,78.14
78.09,78.95,79.80,77.64
78.76,78.05,78.77,77.12
78.31,78.23,80.03,77.66
78.29,78.19,78.59,76.68
78.44,76.67,81.16,76.33
77.71,78.68,79.29,77.24
78.51,76.90,78.89,76.13
77.58,79.13,79.77,77.58
78.83,79.48,79.85,78.32
79.12,78.58,79.52,78.55
78.31,79.80,80.61,77.89
79.17,78.90,79.17,77.42
78.40,77.64,78.83,77.58
78.40,79.80,80.37,78.40
79.51,79.90,80.65,79.23
80.68,82.15,82.15,80.68
82.45,83.88,84.08,82.45
84.00,82.08,84.00,82.01
82.79,83.26,84.45,82.60
83.98,82.83,84.06,82.36
84.06,82.81,84.26,82.81
82.99,84.37,84.39,82.86
84.38,84.06,84.64,83.45
83.32,83.45,83.45,82.54
83.86,84.14,86.77,83.86
84.89,86.64,86.84,84.89
87.30,86.39,87.53,85.84
86.76,88.93,88.94,86.55
88.94,89.05,89.30,88.36
88.94,88.09,88.94,87.66
87.09,88.04,88.22,87.04
87.53,88.30,89.24,87.53
87.97,89.12,89.12,87.97
88.45,87.65,88.45,87.43
88.23,87.86,88.80,86.28
88.30,90.07,91.52,88.30
89.74,91.66,92.59,89.72
92.12,92.63,93.12,91.47
91.26,90.06,91.47,89.26
89.26,89.74,89.91,88.76
89.43,90.48,91.15,89.43
90.90,90.68,91.60,90.15
90.40,89.22,90.40,88.91
89.60,89.73,90.01,88.73
89.13,88.81,89.14,88.42
89.57,90.09,90.11,89.32
90.16,91.07,91.52,89.85
91.62,93.31,93.34,90.73
93.24,92.57,93.57,92.48
92.49,93.82,93.94,91.35
93.57,92.46,93.76,92.19
92.87,92.05,93.29,91.97
91.97,92.64,93.72,91.66
92.85,93.86,94.16,92.85
93.64,93.34,94.30,92.94
93.34,93.91,93.93,92.91
93.36,93.01,93.36,92.66
92.79,92.60,92.79,91.92
91.64,91.12,92.31,90.46
90.92,91.78,92.27,90.89
92.64,93.14,93.61,92.45
92.66,93.76,93.76,92.66
93.30,93.58,94.16,93.30
94.11,95.65,95.79,94.11
95.38,96.34,97.43,94.93
96.22,96.01,96.23,94.93
96.27,93.81,96.27,93.74
93.71,94.76,94.89,92.85
93.56,96.87,98.00,93.56
96.28,95.83,96.28,94.31
92.60,91.25,92.69,90.12
90.84,92.20,92.67,89.92
92.61,93.32,93.50,92.26
92.31,92.35,93.13,91.72
91.60,91.89,92.06,90.37
91.17,92.61,92.75,90.65
93.51,92.78,93.51,91.92
94.01,93.12,94.01,91.63
93.05,92.77,93.05,91.76
91.79,91.57,92.07,91.23
91.30,91.09,91.90,90.85
89.63,90.90,91.41,89.63
91.02,89.96,91.21,89.32
90.32,90.05,90.82,89.74
89.97,92.09,92.09,89.97
91.20,90.83,91.20,90.39
90.80,89.83,90.83,89.68
89.93,90.77,90.91,89.82
89.72,89.49,90.07,89.00
89.69,90.00,90.36,89.09
90.45,91.34,91.35,90.45
89.98,90.15,90.58,88.45
90.31,90.49,90.93,90.19
91.02,90.46,91.02,90.01
90.62,91.19,91.48,90.32
91.57,92.23,92.23,90.54
91.91,91.50,91.91,90.72
90.83,91.02,93.08,90.83
90.61,91.33,92.17,90.61
91.19,90.83,91.34,90.04
90.85,91.00,91.36,90.38
90.84,91.60,91.91,90.84
90.88,90.91,91.23,90.21
90.42,90.09,90.70,89.61
90.60,91.16,91.97,90.25
90.38,90.42,91.37,89.93
89.16,88.80,89.43,88.70
88.33,86.43,88.55,86.18
87.57,85.33,87.57,84.72
85.09,83.16,85.09,82.60
84.38,82.40,84.38,81.95
82.34,83.57,83.57,81.79
83.66,82.51,84.16,82.03
81.82,82.80,82.95,79.82
82.04,81.34,82.61,80.35
81.44,82.15,82.49,81.18
82.26,81.61,83.11,80.69
81.16,80.00,81.16,79.83
81.23,80.74,81.23,79.43
79.79,80.28,80.51,79.61
80.29,79.52,80.61,79.28
79.97,80.47,80.88,79.36
80.58,81.27,82.39,80.37
82.31,81.96,83.55,81.52
81.96,82.27,82.97,80.55
83.13,80.44,83.43,80.13
80.65,80.74,82.07,79.97
79.66,81.17,81.83,79.66
81.48,81.36,81.97,80.66
81.56,81.22,81.90,78.68
80.59,80.91,81.60,80.08
81.15,82.47,82.89,81.15
81.28,81.90,82.98,80.57
81.25,80.44,82.05,80.15
80.35,81.11,81.41,78.93
80.64,79.24,80.83,78.66
79.10,79.69,80.15,79.08
80.15,80.30,80.67,79.85
80.17,80.06,80.58,79.33
82.07,82.59,82.88,81.18
81.35,82.88,83.06,81.35
83.04,83.76,83.86,82.64
84.92,82.61,84.92,81.55
82.60,82.06,82.60,80.78
81.54,82.07,82.42,81.38
82.15,81.66,83.48,80.86
81.12,82.22,82.50,81.12
82.20,81.14,82.24,80.51
81.34,82.56,82.82,81.34
82.09,81.97,82.45,81.79
82.87,82.67,83.47,82.07
82.20,83.46,83.57,82.20
83.68,83.59,84.00,83.26
83.74,83.27,83.74,83.05
82.35,82.01,82.35,81.03
81.56,81.28,81.76,80.39
81.66,80.72,81.68,80.23
81.65,81.68,82.57,80.78
82.00,83.08,83.25,81.16
82.54,82.91,84.19,82.54
82.38,83.51,84.69,82.38
84.65,82.00,85.10,81.28
81.61,80.05,81.61,79.94
80.91,83.05,83.15,80.91
83.32,83.05,83.58,82.29
83.73,82.96,83.88,82.39
83.03,83.28,83.67,82.30
83.45,83.15,83.59,82.45
83.13,82.04,83.13,81.59
81.80,81.69,81.96,80.20
81.69,80.99,81.69,80.53
81.22,80.97,81.39,80.39
80.73,81.41,81.51,80.25
81.86,82.35,82.91,81.69
82.88,82.39,82.88,82.02
82.40,82.19,82.70,82.00
82.01,81.63,82.78,81.32
81.47,81.80,82.49,81.47
81.83,81.92,82.84,81.68
81.51,81.11,81.75,80.75
81.38,81.92,82.04,80.67
82.24,81.43,82.24,81.19
81.44,80.99,81.44,80.57
81.80,82.36,82.74,80.89
82.22,81.60,82.37,81.09
81.53,81.55,82.07,81.13
82.24,81.76,82.79,81.76
82.42,83.20,83.43,82.42
82.54,83.19,83.85,82.54
83.48,84.59,84.59,83.24
86.45,84.35,86.45,83.52
84.35,84.08,84.35,83.00
83.54,82.27,83.54,80.37
82.10,81.91,82.21,81.84
81.71,81.22,82.16,81.08
81.65,80.72,81.65,80.64
81.01,80.38,81.34,80.27
80.30,78.51,81.45,78.51
78.19,79.37,80.00,78.19
79.09,80.03,80.51,79.09
79.87,80.86,81.37,79.66
82.10,81.60,82.64,81.42
81.19,81.52,81.92,81.08
81.41,81.61,82.02,80.93
81.61,81.77,82.07,81.61
82.24,83.03,83.22,82.24
83.38,85.30,85.78,83.33
85.51,85.20,85.85,84.58
85.03,85.15,85.85,84.69
85.06,84.94,85.71,84.56
84.91,84.89,85.55,84.55
85.28,85.40,86.06,85.28
85.24,85.03,85.70,84.56
85.04,85.23,85.43,84.73
85.68,85.78,85.82,85.19
85.77,86.49,86.80,85.68
86.28,87.23,88.14,85.85
86.70,85.28,86.79,84.61
85.39,85.49,86.27,85.01
85.09,84.93,85.61,84.13
85.03,84.74,86.15,83.29
84.48,84.76,85.95,84.48
84.71,85.30,85.62,84.04
86.42,86.42,88.04,86.01
86.25,87.23,87.55,86.25
87.20,87.52,88.01,87.14
87.31,87.40,88.25,86.69
87.34,86.76,87.34,85.62
86.28,86.64,86.96,85.22
86.31,86.31,86.70,85.74
85.48,85.17,86.45,85.17
85.43,85.80,86.21,85.43
85.53,84.47,85.82,84.18
84.96,84.45,85.64,84.09
84.32,86.99,87.10,84.26
86.74,86.11,86.74,84.91
86.28,86.79,86.95,86.13
86.29,86.94,87.18,85.85
86.56,86.28,87.11,85.75
86.98,86.58,86.98,85.29
86.09,85.91,86.47,85.44
85.94,85.64,85.94,84.67
85.97,86.99,87.44,85.97
87.47,87.34,87.80,87.01
87.67,88.18,88.18,86.60
87.89,86.42,88.38,85.97
86.22,87.66,88.24,86.22
88.07,88.42,88.76,87.67
88.71,88.44,89.09,88.37
88.79,88.64,88.79,88.43
88.74,89.46,89.49,88.45
89.19,90.51,90.61,89.04
90.24,91.68,91.72,90.24
91.54,91.56,92.22,90.84
90.98,91.99,91.99,90.98
92.85,92.40,92.88,91.73
92.89,93.05,93.62,92.34
93.52,93.34,94.02,93.05
93.66,93.93,94.52,92.73
92.72,91.44,92.91,91.40
90.12,91.15,91.67,90.12
91.64,91.88,93.36,91.64
91.96,92.03,92.70,91.96
92.19,95.12,95.23,92.08
94.91,94.32,95.40,93.93
94.24,95.50,95.51,94.24
95.38,96.27,96.89,95.38
96.03,96.51,96.94,95.79
97.01,96.32,97.01,96.09
96.58,95.98,96.83,94.89
96.47,96.64,97.24,95.78
96.87,98.09,98.09,96.87
97.73,97.49,97.96,96.77
97.21,97.36,98.29,97.10
97.35,97.35,97.35,96.32
96.99,96.96,97.00,96.61
96.47,96.15,97.62,95.85
96.72,98.50,98.76,96.31
98.73,97.83,98.73,97.58
97.34,97.50,98.15,97.14
97.58,96.96,97.58,96.53
97.18,98.72,98.72,96.00
98.54,95.55,98.54,95.22
95.84,96.41,96.85,95.57
96.81,96.52,96.81,95.88
96.82,97.20,97.63,96.28
97.68,97.31,98.15,96.90
96.79,97.19,97.86,96.06
97.54,97.38,97.73,96.86
98.04,97.76,98.15,97.40
98.21,98.71,98.71,97.74
98.92,98.83,99.43,98.37
99.05,99.41,99.73,98.72
99.14,98.67,99.24,98.35
99.05,99.69,100.00,99.05
99.51,99.07,99.51,98.82
99.59,97.84,99.59,97.71
98.00,99.27,99.32,98.00
99.41,96.74,99.92,96.45
96.76,96.67,97.49,96.06
97.38,97.12,97.38,96.03
96.99,95.35,97.73,95.28
95.81,95.75,95.83,95.10
95.93,96.67,96.72,95.93
96.76,97.32,97.42,96.03
96.76,97.30,97.45,96.76
97.30,98.90,98.90,97.21
97.25,98.05,98.95,97.25
97.18,96.77,97.40,96.25
96.34,97.33,97.85,96.34
97.33,97.82,97.82,96.53
97.89,97.20,98.38,96.81
97.22,97.25,97.25,96.62
97.25,96.81,97.60,96.28
97.01,97.67,98.24,97.01
97.91,96.59,97.91,96.59
96.58,96.57,97.15,92.41
97.01,94.46,97.01,94.40
93.59,94.98,95.32,93.59
94.86,95.47,96.05,94.86
96.23,94.68,96.23,94.32
94.86,95.47,95.77,94.86
91.65,92.19,93.10,91.51
92.23,90.84,93.77,90.54
90.90,92.68,92.98,90.90
92.33,92.95,92.95,91.52
93.12,90.09,93.12,90.09
91.09,90.50,91.24,90.27
90.88,90.41,91.84,89.72
90.00,88.80,90.00,88.26
88.45,90.56,90.69,88.45
90.65,91.38,92.46,90.65
91.92,91.04,92.66,90.92
91.04,91.14,91.94,90.53
92.30,90.90,92.84,90.42
90.65,87.56,90.65,87.49
87.97,88.66,89.51,87.97
88.47,90.65,90.80,88.22
91.07,89.60,91.07,89.17
89.87,91.47,91.47,89.52
90.74,90.90,90.90,89.10
90.88,90.41,90.88,88.94
90.51,90.02,94.04,88.85
90.02,89.77,90.73,89.72
90.02,89.04,90.12,88.79
89.53,89.97,90.26,89.51
90.17,91.30,91.37,89.66
90.79,89.53,90.79,89.34
90.26,92.44,92.68,90.26
93.82,92.59,93.84,92.00
92.74,93.12,93.46,92.05
93.61,92.22,93.61,91.87
92.85,92.74,93.24,92.29
92.95,92.22,92.95,91.38
91.83,90.02,91.83,89.65
90.21,90.07,90.61,89.06
90.43,90.51,91.46,89.79
90.52,91.71,92.34,90.52
91.88,89.22,91.88,89.15
89.20,88.45,90.31,86.99
88.94,89.03,89.47,88.15
89.46,88.44,89.46,87.69
88.57,88.45,89.16,87.73
87.04,87.28,87.73,85.79
87.05,86.92,87.45,86.13
86.91,86.06,86.91,85.04
86.87,86.89,87.78,84.79
86.87,85.72,88.31,85.50
85.59,86.99,86.99,84.84
87.58,85.12,88.03,84.18
85.82,85.72,86.24,84.51
85.70,83.86,85.88,83.86
83.76,84.79,84.99,82.20
85.34,84.45,85.34,83.72
84.60,83.26,85.29,82.78
83.17,81.30,83.17,80.40
82.06,80.88,82.06,79.76
80.48,82.10,83.55,80.48
82.59,84.99,85.31,82.59
85.73,83.08,85.73,82.89
83.30,82.91,83.30,81.90
83.37,81.75,83.37,81.65
