KOSS,Koss Corporation - Common Stock,NASDAQ
2.35,2.35,2.38,2.35
2.35,2.53,2.53,2.35
2.60,2.52,2.60,2.45
2.35,2.63,2.64,2.35
2.62,2.50,2.79,2.42
2.50,2.56,2.57,2.50
2.55,2.50,2.55,2.50
2.48,2.39,2.52,2.38
2.44,2.40,2.44,2.35
2.43,2.40,2.46,2.40
2.64,2.38,2.64,2.36
2.36,2.29,2.40,2.26
2.27,2.31,2.34,2.25
2.26,2.31,2.36,2.25
2.34,2.28,2.37,2.24
2.30,2.37,2.44,2.30
2.37,2.37,2.37,2.35
2.37,2.35,2.40,2.35
2.35,2.35,2.35,2.35
2.36,2.31,2.36,2.31
2.30,2.45,2.48,2.30
2.43,2.31,2.43,2.22
2.29,2.28,2.37,2.20
2.31,2.29,2.40,2.21
2.27,2.23,2.34,2.18
2.25,2.25,2.27,2.20
2.23,2.28,2.28,2.22
2.28,2.26,2.28,2.23
2.23,2.28,2.28,2.23
2.30,2.42,2.73,2.25
2.37,2.31,2.46,2.29
2.32,2.32,2.43,2.32
