KOSS,Koss Corporation - Common Stock,NASDAQ
4.78,5.00,5.05,4.78
4.93,4.80,4.93,4.75
4.95,4.90,5.01,4.90
4.88,4.77,4.90,4.75
4.78,4.89,4.93,4.77
4.79,4.87,4.88,4.75
4.86,5.04,5.10,4.86
4.98,4.98,4.98,4.98
5.06,4.98,5.06,4.98
4.85,4.75,5.01,4.75
5.00,4.98,5.06,4.85
5.03,4.98,5.03,4.98
4.93,4.94,4.94,4.93
4.90,4.92,4.98,4.88
4.90,4.90,4.91,4.90
5.10,5.08,5.10,4.99
5.10,5.06,5.10,5.05
5.12,5.06,5.12,5.06
5.11,5.19,5.20,5.07
5.21,5.19,5.34,5.19
5.20,5.25,5.25,5.20
5.24,5.24,5.25,5.09
5.26,5.06,5.26,5.06
5.05,5.10,5.11,5.05
5.10,5.30,5.33,5.06
5.31,5.33,5.33,5.29
5.27,5.24,5.30,5.12
5.34,5.30,5.35,5.25
5.35,5.30,5.35,5.30
5.29,5.30,5.30,5.28
5.30,5.30,5.30,5.30
5.25,5.22,5.25,5.22
5.20,5.13,5.20,5.13
5.11,5.11,5.11,5.11
5.10,5.13,5.17,5.10
5.12,5.11,5.18,5.11
5.15,5.08,5.20,5.08
5.11,5.18,5.18,5.11
5.19,5.06,5.19,5.05
5.14,5.14,5.14,5.14
5.17,5.20,5.20,5.17
5.08,5.08,5.08,5.08
5.05,5.05,5.20,5.05
5.06,5.05,5.20,5.05
5.05,5.13,5.20,5.03
5.20,5.13,5.30,5.13
5.18,5.09,5.18,5.09
5.03,5.10,5.10,5.03
5.10,5.27,5.27,5.10
5.23,5.23,5.23,5.23
5.28,5.29,5.29,5.28
5.05,5.05,5.05,5.05
5.12,5.05,5.12,5.05
5.05,5.05,5.05,5.05
5.28,5.29,5.29,5.24
5.23,5.28,5.29,5.23
5.27,5.13,5.27,5.13
5.19,5.07,5.24,5.07
5.07,5.07,5.07,5.07
5.21,5.19,5.21,5.19
5.19,5.20,5.24,5.15
5.10,5.10,5.10,5.10
5.27,5.27,5.27,5.27
5.27,5.27,5.27,5.27
5.28,5.28,5.30,5.05
5.28,5.16,5.28,5.06
5.21,5.22,5.23,5.20
5.20,5.18,5.20,5.11
5.16,5.21,5.21,5.16
5.21,5.21,5.21,5.11
5.19,5.12,5.19,5.11
5.12,5.20,5.20,5.12
5.20,5.11,5.20,5.11
5.11,5.13,5.13,5.08
5.13,5.12,5.19,5.12
5.12,5.12,5.12,5.12
5.05,5.12,5.12,5.05
5.05,5.09,5.09,5.05
5.06,5.23,5.23,5.05
5.25,5.24,5.25,5.07
5.24,5.09,5.24,5.09
5.12,5.14,5.14,5.12
5.15,5.20,5.24,5.13
5.13,5.22,5.23,5.13
5.15,5.20,5.20,5.15
5.20,5.20,5.20,5.17
5.22,5.16,5.25,5.16
5.26,5.16,5.26,5.16
5.17,5.12,5.17,5.11
5.11,5.12,5.18,5.11
5.17,5.13,5.24,5.10
5.23,5.17,5.23,5.16
5.18,5.16,5.19,5.15
5.23,5.22,5.23,5.20
5.11,5.11,5.15,5.07
5.06,5.05,5.08,5.05
5.05,5.05,5.05,5.05
5.00,5.07,5.12,5.00
5.07,5.05,5.07,5.05
5.08,5.08,5.08,5.08
5.11,5.11,5.11,5.01
5.11,5.04,5.11,5.04
5.11,5.09,5.11,5.00
5.00,5.17,5.17,5.00
5.18,4.96,5.18,4.96
5.00,4.96,5.00,4.96
4.96,4.99,4.99,4.94
4.94,4.94,5.00,4.94
4.99,5.10,5.10,4.94
5.00,5.00,5.00,4.75
4.97,4.95,5.00,4.83
4.99,4.99,4.99,4.99
4.95,4.90,4.99,4.80
4.95,4.90,4.95,4.90
4.90,4.90,4.95,4.90
4.80,4.90,4.90,4.80
4.91,4.82,4.94,4.82
4.94,4.89,4.94,4.89
4.90,4.94,4.94,4.90
4.90,4.94,4.94,4.90
4.90,4.95,4.95,4.81
4.92,4.90,4.95,4.87
4.86,4.89,4.89,4.86
4.95,4.84,4.95,4.84
4.95,4.84,4.95,4.84
4.84,4.90,4.90,4.84
4.94,4.92,4.94,4.92
4.94,4.95,4.95,4.94
4.89,4.89,4.89,4.89
4.85,4.85,4.94,4.85
4.85,4.85,4.85,4.85
4.85,5.04,5.07,4.85
5.05,4.91,5.05,4.91
5.05,4.91,5.12,4.91
5.01,5.19,5.19,5.01
5.20,5.04,5.20,5.04
5.03,4.91,5.03,4.91
4.96,5.03,5.03,4.96
4.91,4.91,5.00,4.90
5.15,5.10,5.15,5.10
5.00,5.00,5.10,4.81
5.09,5.07,5.09,5.06
5.05,5.00,5.05,5.00
5.04,5.14,5.15,5.04
5.15,5.13,5.15,5.05
5.15,5.85,6.59,5.15
5.85,5.83,5.85,5.59
5.85,5.85,5.85,5.72
5.81,5.85,5.90,5.79
5.90,5.80,5.90,5.71
5.78,5.73,5.85,5.73
5.60,5.32,5.60,5.32
5.39,5.80,5.85,5.38
5.85,5.71,5.85,5.71
5.80,5.72,5.80,5.54
5.85,5.85,5.85,5.74
5.69,5.80,5.84,5.68
5.82,5.80,5.82,5.74
5.84,5.84,5.84,5.84
5.62,5.84,5.85,5.61
5.80,5.81,5.82,5.79
5.85,5.75,5.85,5.75
5.90,5.80,5.90,5.80
5.81,5.81,5.81,5.81
5.84,5.85,5.98,5.82
5.90,5.90,5.90,5.90
5.90,5.87,5.90,5.80
5.75,5.85,5.85,5.56
5.85,5.94,5.96,5.58
5.83,5.90,5.93,5.67
5.30,5.60,5.60,5.10
5.55,5.15,5.55,5.10
5.21,5.16,5.21,5.13
5.19,5.17,5.25,5.10
5.17,5.13,5.22,5.13
5.17,5.20,5.27,5.15
5.24,5.02,5.24,5.02
5.00,4.98,5.18,4.75
4.93,4.70,4.93,4.63
4.80,4.61,4.85,4.50
4.55,4.51,4.80,4.48
4.71,4.40,4.71,4.40
4.41,4.46,4.65,4.38
4.40,4.63,4.65,4.40
4.60,4.62,4.65,4.50
4.65,4.71,4.71,4.50
4.70,4.65,4.71,4.65
4.60,4.69,4.69,4.60
4.71,4.71,4.71,4.61
4.66,4.69,4.71,4.65
4.68,4.60,4.68,4.60
4.71,4.61,4.71,4.61
4.58,4.66,4.71,4.57
4.64,4.58,4.64,4.58
4.58,4.58,4.58,4.58
4.63,4.68,4.71,4.59
4.71,4.75,4.75,4.71
4.73,4.73,4.92,4.73
4.90,4.69,4.90,4.69
4.70,5.00,5.00,4.70
5.00,4.99,5.00,4.71
4.90,5.15,5.15,4.90
5.00,4.92,5.00,4.92
5.11,4.71,5.11,4.60
4.60,4.60,4.60,4.55
4.70,4.66,4.70,4.65
4.65,4.65,4.65,4.60
4.56,4.69,4.69,4.52
4.68,4.73,4.73,4.66
4.69,4.67,4.70,4.67
4.55,4.72,4.73,4.51
4.50,4.74,4.74,4.50
4.71,4.71,4.71,4.70
4.71,4.71,4.71,4.71
4.72,4.80,4.81,4.72
4.90,4.72,4.91,4.65
4.63,4.84,4.87,4.63
4.84,4.75,4.86,4.75
4.75,4.75,4.75,4.75
4.71,4.70,4.71,4.70
4.70,4.75,4.75,4.70
4.67,4.64,4.74,4.64
4.62,4.62,4.62,4.62
4.70,4.61,4.70,4.61
4.61,4.75,4.78,4.58
4.72,4.60,4.73,4.55
4.65,4.61,4.70,4.60
4.61,4.61,4.61,4.61
4.69,4.55,4.70,4.55
4.60,4.62,4.62,4.39
4.50,4.50,4.55,4.50
4.51,4.51,4.51,4.51
4.50,4.30,4.62,4.30
4.29,4.35,4.35,4.09
4.30,4.16,4.31,4.15
4.15,4.16,4.17,3.95
4.18,4.05,4.18,4.05
4.05,3.85,4.05,3.75
3.96,4.00,4.00,3.96
3.99,3.80,3.99,3.80
3.82,3.83,4.00,3.80
3.80,4.10,4.39,3.80
4.10,4.00,4.10,3.90
4.13,3.76,4.13,3.75
3.80,3.65,3.80,3.50
3.75,3.70,3.75,3.57
3.60,3.40,3.60,3.40
3.42,3.44,3.56,3.32
3.44,3.32,3.46,3.29
3.32,3.33,3.35,3.32
3.39,3.02,3.45,2.86
3.13,3.10,3.28,3.00
3.13,3.22,3.22,3.13
3.10,3.21,3.22,3.10
3.13,3.19,3.22,3.13
3.16,3.25,3.25,3.16
3.26,3.14,3.26,3.10
3.14,3.14,3.24,3.14
3.21,3.21,3.21,3.21
3.62,3.14,3.62,3.14
3.19,3.25,3.25,3.17
3.22,3.24,3.25,3.22
3.30,3.15,3.30,3.10
3.15,3.19,3.42,3.10
3.19,3.19,3.19,3.19
3.20,3.14,3.20,3.14
3.17,3.17,3.17,3.17
3.15,3.16,3.25,3.15
3.21,3.17,3.21,3.15
3.15,3.20,3.30,3.15
3.16,3.19,3.19,3.15
3.45,3.00,3.45,3.00
3.13,3.14,3.15,3.00
3.04,3.03,3.10,2.85
2.99,2.93,3.01,2.86
2.80,2.70,2.88,2.69
2.65,2.75,2.83,2.65
2.78,2.76,2.92,2.76
3.17,3.00,3.17,2.81
3.17,3.00,3.17,2.92
3.10,3.04,3.10,2.92
3.13,2.90,3.13,2.90
2.92,3.00,3.00,2.90
2.90,2.80,2.92,2.66
2.80,2.68,2.80,2.68
2.65,2.60,2.65,2.50
2.50,2.64,2.65,2.50
2.72,2.74,2.76,2.55
2.75,2.74,2.88,2.73
2.66,2.43,2.96,2.12
2.35,2.48,2.78,2.35
2.46,2.55,2.61,2.46
2.45,2.46,2.64,2.45
2.70,2.60,2.95,2.60
2.70,2.70,2.75,2.66
2.75,2.71,2.75,2.71
2.73,2.81,2.85,2.73
2.91,2.94,2.97,2.83
2.89,2.85,2.89,2.83
2.85,2.83,2.85,2.83
2.83,2.82,2.83,2.65
2.74,2.71,2.74,2.70
2.76,2.77,2.82,2.76
2.77,2.63,2.77,2.47
2.63,2.62,2.65,2.60
2.56,2.35,2.60,2.04
2.22,2.30,2.43,2.22
2.21,2.26,2.30,2.21
2.20,2.27,2.27,2.20
2.25,2.28,2.50,2.22
2.39,2.21,2.48,2.21
2.40,2.10,2.44,2.10
2.10,2.03,2.37,2.03
2.03,2.03,2.25,2.02
2.04,2.24,2.28,2.03
2.22,2.11,2.22,2.08
2.10,2.03,2.22,2.01
2.00,2.04,2.09,2.00
2.10,2.05,2.15,2.05
2.04,2.03,2.25,2.00
2.07,2.15,2.15,2.00
2.17,2.11,2.27,2.10
2.16,2.23,2.37,2.02
2.20,2.09,2.20,2.05
2.14,2.06,2.16,2.05
2.07,1.90,2.18,1.85
1.95,1.99,2.11,1.91
2.03,2.06,2.06,1.92
1.88,2.07,2.10,1.88
2.07,2.07,2.07,2.07
1.93,1.86,2.06,1.84
1.86,1.78,2.02,1.75
1.80,1.90,1.91,1.75
1.91,2.00,2.00,1.75
1.87,1.77,1.94,1.75
1.77,1.75,1.94,1.61
1.75,1.70,1.90,1.60
1.81,1.69,1.85,1.66
1.65,1.80,1.90,1.60
1.80,1.85,1.90,1.62
1.80,1.69,1.85,1.69
1.78,1.71,1.85,1.66
1.75,1.78,1.78,1.71
1.88,1.70,1.88,1.70
1.73,1.72,1.84,1.66
1.81,1.49,1.83,1.49
1.54,1.41,1.62,1.34
1.43,1.45,1.53,1.41
1.53,1.38,1.53,1.38
1.39,1.40,1.47,1.37
1.45,1.31,1.47,1.31
1.29,1.29,1.40,1.29
1.38,1.26,1.38,1.26
1.35,1.50,1.59,1.29
1.58,1.50,1.84,1.43
1.42,1.63,1.65,1.42
1.70,1.57,1.70,1.52
1.59,1.59,1.69,1.54
1.60,1.56,1.60,1.56
1.56,1.56,1.65,1.55
1.56,1.55,1.56,1.30
1.58,1.46,1.67,1.45
1.55,1.50,1.67,1.45
1.55,1.58,1.60,1.50
1.61,1.60,1.67,1.55
1.67,1.71,1.79,1.65
1.70,1.75,1.81,1.70
1.75,1.81,1.82,1.71
1.75,1.80,1.81,1.75
1.83,1.84,1.84,1.80
1.84,1.84,1.85,1.73
1.79,1.81,1.82,1.75
1.79,1.79,1.79,1.79
1.84,1.81,1.90,1.71
1.85,1.85,1.96,1.83
1.84,1.95,1.95,1.83
1.95,1.94,1.97,1.82
2.00,1.96,2.15,1.93
1.97,1.90,1.97,1.90
1.92,1.85,1.96,1.81
1.87,1.84,1.90,1.76
1.82,1.81,1.87,1.74
1.84,1.90,1.95,1.84
1.87,1.97,1.98,1.87
1.97,1.88,1.97,1.88
1.89,1.82,1.90,1.82
1.80,1.87,1.87,1.77
1.88,1.85,1.88,1.77
1.80,1.82,1.85,1.69
1.80,1.85,1.91,1.72
1.83,1.81,1.90,1.75
1.82,1.75,1.90,1.75
1.84,1.81,1.90,1.81
1.81,1.98,1.98,1.80
1.95,1.91,1.99,1.90
1.95,1.92,2.02,1.86
1.95,1.95,1.95,1.94
1.93,1.91,1.96,1.91
1.98,2.16,2.31,1.91
2.20,2.10,2.35,2.01
2.23,2.06,2.25,2.05
2.06,2.06,2.06,2.06
2.02,2.09,2.14,2.02
2.12,2.13,2.27,2.02
1.82,1.95,1.95,1.82
1.95,2.00,2.10,1.94
2.00,1.97,2.00,1.97
1.94,1.88,2.00,1.84
1.92,1.98,2.02,1.92
1.91,1.93,1.93,1.86
1.87,1.90,2.00,1.85
1.95,2.02,2.35,1.86
1.98,1.87,2.04,1.85
1.90,1.98,1.98,1.90
1.93,1.97,1.97,1.93
1.92,1.98,1.98,1.86
2.00,1.94,2.02,1.90
1.98,1.94,2.02,1.94
2.08,2.08,2.08,2.08
1.98,2.12,2.18,1.98
2.08,2.00,2.10,2.00
2.00,2.01,2.07,2.00
1.95,1.90,2.00,1.88
1.95,1.89,1.95,1.88
2.00,1.99,2.08,1.95
2.01,1.93,2.02,1.88
1.93,1.93,1.93,1.93
1.91,1.87,1.91,1.87
1.93,1.96,2.54,1.84
2.03,2.01,2.31,2.00
2.01,2.15,2.15,2.01
2.20,2.45,2.65,2.19
2.63,2.77,2.90,2.55
2.80,2.62,2.90,2.42
2.76,2.72,2.76,2.51
2.81,2.72,2.81,2.62
2.71,2.77,2.88,2.53
2.64,2.65,2.69,2.50
2.66,2.41,2.66,2.33
2.32,2.42,2.51,2.30
2.47,2.44,2.51,2.41
2.42,2.45,2.48,2.24
2.49,2.38,2.50,2.25
2.44,2.49,2.49,2.36
2.48,2.49,2.49,2.48
2.50,2.48,2.51,2.48
2.42,2.48,2.50,2.31
2.28,2.40,2.48,2.28
2.44,2.33,2.44,2.33
2.44,2.37,2.44,2.28
2.30,2.43,2.43,2.30
2.29,2.44,2.45,2.26
2.33,2.26,2.44,2.26
2.27,2.40,2.40,2.26
2.26,2.40,2.40,2.26
2.40,2.45,2.45,2.26
2.45,2.45,2.45,2.45
2.35,2.33,2.41,2.30
2.34,2.39,2.39,2.34
2.30,2.35,2.44,2.26
2.32,2.37,2.37,2.32
2.32,2.32,2.39,2.32
2.35,2.28,2.40,2.21
2.29,2.22,2.33,2.21
2.25,2.28,2.29,2.21
2.30,2.44,2.44,2.27
2.35,2.40,2.40,2.35
2.44,2.36,2.44,2.22
2.31,2.49,2.49,2.26
2.45,2.48,2.49,2.26
2.45,2.44,2.49,2.36
2.28,2.32,2.34,2.28
2.28,2.31,2.36,2.26
2.28,2.26,2.36,2.26
2.24,2.33,2.37,2.21
2.27,2.34,2.34,2.22
2.23,2.34,2.46,2.22
2.24,2.24,2.32,2.23
2.29,2.38,2.46,2.26
2.54,2.30,2.55,2.25
2.42,3.00,3.50,2.42
3.02,2.73,3.09,2.71
2.75,2.69,2.82,2.68
2.69,2.73,2.95,2.68
2.89,2.79,2.89,2.75
2.95,2.80,2.95,2.80
2.85,2.90,2.94,2.80
2.95,2.88,3.05,2.83
2.90,2.80,2.99,2.80
2.95,2.89,3.00,2.81
2.94,2.94,2.95,2.94
2.95,2.94,2.95,2.86
2.88,2.81,2.88,2.80
2.80,2.75,2.82,2.75
2.75,2.63,2.75,2.50
2.56,2.61,2.62,2.52
2.62,2.55,2.67,2.50
2.63,2.65,2.66,2.54
2.68,2.69,2.71,2.65
2.66,2.71,2.71,2.61
2.62,2.67,2.68,2.62
2.55,2.65,2.67,2.55
2.62,2.63,2.63,2.52
2.50,2.65,2.65,2.50
2.50,2.52,2.56,2.50
2.50,2.55,2.55,2.50
2.50,2.61,2.61,2.50
2.50,2.44,2.58,2.24
2.37,2.42,2.48,2.37
2.48,2.37,2.48,2.34
2.43,2.34,2.43,2.33
2.36,2.36,2.37,2.36
2.34,2.37,2.40,2.34
2.36,2.34,2.36,2.34
2.36,2.38,2.39,2.35
2.37,2.31,2.37,2.31
2.31,2.36,2.54,2.31
2.52,2.37,2.60,2.34
2.34,2.34,2.59,2.33
2.35,2.34,2.57,2.33
2.40,2.35,2.40,2.31
2.35,2.32,2.38,2.31
2.35,2.35,2.36,2.31
2.31,2.51,2.57,2.31
2.44,2.46,2.54,2.44
2.54,2.45,2.54,2.45
2.50,2.50,2.50,2.48
2.50,2.54,2.54,2.50
2.52,2.55,2.56,2.45
2.61,2.40,2.61,2.32
2.47,2.42,2.47,2.33
2.42,2.40,2.47,2.40
2.42,2.41,2.43,2.41
2.51,2.32,2.51,2.31
2.35,2.41,2.51,2.35
2.53,2.57,2.60,2.53
2.55,2.51,2.55,2.51
2.44,2.52,2.52,2.44
2.55,2.55,2.55,2.47
2.47,2.47,2.53,2.47
2.38,2.45,2.55,2.37
2.54,2.48,2.54,2.47
2.39,2.48,2.54,2.38
2.52,2.58,2.58,2.51
2.59,2.50,2.60,2.45
2.50,2.50,2.50,2.50
2.51,2.59,2.59,2.45
2.51,2.58,2.58,2.51
2.58,2.47,2.58,2.47
2.46,2.50,2.50,2.45
2.51,2.51,2.52,2.50
2.52,2.47,2.52,2.45
2.45,2.50,2.50,2.45
2.45,2.50,2.51,2.45
2.22,2.30,2.49,2.22
2.35,2.34,2.35,2.25
2.28,2.41,2.45,2.28
2.32,2.30,2.35,2.30
2.29,2.40,2.41,2.29
2.42,2.33,2.42,2.28
2.28,2.52,2.52,2.28
2.52,2.44,2.52,2.41
2.35,2.42,2.42,2.29
2.61,2.47,2.61,2.34
2.43,2.38,2.43,2.38
2.38,2.48,2.48,2.38
2.29,2.35,2.42,2.29
2.36,2.36,2.36,2.36
2.36,2.50,2.50,2.36
2.41,2.42,2.42,2.37
2.37,2.45,2.48,2.36
2.36,2.19,2.44,2.19
2.29,2.47,2.50,2.27
2.44,2.22,2.44,2.22
2.28,2.31,2.31,2.28
2.32,2.32,2.32,2.32
2.49,2.38,2.49,2.27
2.30,2.21,2.35,2.14
2.21,2.21,2.21,2.21
2.21,2.21,2.21,2.21
2.27,2.15,2.28,2.14
2.11,2.05,2.11,2.04
2.21,2.10,2.47,2.10
2.12,2.18,2.46,2.08
2.17,2.24,2.24,2.08
2.15,2.17,2.33,2.10
2.09,2.20,2.20,2.09
2.22,2.30,2.30,2.22
2.30,2.30,2.30,2.30
2.25,2.19,2.25,2.19
2.24,2.07,2.24,2.07
2.19,2.06,2.20,2.01
2.04,2.05,2.08,2.04
2.05,2.05,2.05,2.00
2.05,2.03,2.05,2.03
2.02,2.08,2.11,2.02
2.36,2.44,2.96,2.36
2.31,2.59,2.81,2.24
2.58,2.64,2.79,2.48
2.65,2.59,2.69,2.48
2.38,2.38,2.55,2.37
2.40,2.53,2.54,2.40
2.68,2.31,2.68,2.31
2.33,2.35,2.35,2.33
2.34,2.34,2.34,2.34
2.50,2.33,2.50,2.33
2.33,2.07,2.33,2.04
2.02,2.18,2.33,2.02
2.27,2.16,2.30,2.16
2.24,2.08,2.24,2.08
2.20,2.10,2.20,2.05
2.05,2.10,2.11,2.01
2.12,2.12,2.18,2.12
2.15,2.16,2.53,2.05
2.15,2.04,2.17,2.03
2.03,2.09,2.17,2.03
2.21,2.10,2.21,2.10
2.20,2.17,2.20,2.17
2.26,2.03,2.26,2.03
2.11,2.09,2.13,2.06
2.05,2.05,2.05,2.04
2.08,2.10,2.10,2.02
2.05,2.09,2.09,2.02
2.00,2.02,2.02,2.00
2.02,2.03,2.03,2.02
2.04,2.02,2.09,2.02
1.99,1.98,2.01,1.96
2.01,1.92,2.01,1.92
1.99,1.93,1.99,1.92
1.93,1.91,2.01,1.91
1.99,1.98,1.99,1.93
1.99,1.98,1.99,1.95
1.95,1.99,1.99,1.95
1.93,1.94,1.98,1.93
1.99,1.94,1.99,1.94
1.93,1.91,1.98,1.91
1.95,1.97,2.01,1.94
1.92,1.98,2.01,1.92
1.95,1.97,2.01,1.93
1.97,1.99,1.99,1.93
2.10,2.13,2.20,2.00
2.14,2.05,2.14,1.98
2.05,2.05,2.05,2.05
2.00,2.00,2.08,1.96
1.96,1.98,1.98,1.96
1.98,2.01,2.01,1.97
2.07,1.96,2.08,1.96
1.96,1.96,1.98,1.96
2.06,1.96,2.06,1.96
1.96,1.81,2.00,1.75
1.87,1.80,1.87,1.80
1.84,1.80,1.84,1.75
1.80,1.77,1.80,1.77
1.77,1.77,1.94,1.77
1.77,1.66,1.84,1.66
1.70,1.70,1.79,1.51
1.70,1.70,1.70,1.70
1.61,1.65,1.73,1.55
1.77,1.62,1.77,1.58
1.66,1.78,1.90,1.66
2.02,1.77,2.02,1.63
2.01,1.63,2.01,1.63
2.03,1.88,2.03,1.87
1.92,2.11,2.35,1.90
2.27,2.00,2.27,1.93
2.11,2.03,2.14,2.00
2.03,1.92,2.05,1.92
1.92,2.04,2.10,1.92
1.86,1.96,1.96,1.85
1.80,1.83,1.85,1.80
1.76,1.86,1.86,1.76
2.02,2.04,2.05,1.95
2.00,1.92,2.09,1.83
2.09,2.00,2.09,1.98
2.11,2.10,2.13,2.07
2.10,2.15,2.15,2.07
2.04,2.20,2.20,2.04
2.15,2.10,2.15,1.96
2.08,2.14,2.15,2.07
2.15,2.15,2.15,2.11
2.13,2.14,2.14,2.13
1.99,2.10,2.16,1.99
2.15,2.15,2.15,2.10
2.19,2.18,2.19,2.17
2.20,2.15,2.20,2.15
2.20,2.18,2.22,2.18
2.22,2.22,2.22,2.15
2.19,2.21,2.22,2.18
2.15,2.22,2.22,2.15
2.24,2.15,2.24,2.15
2.15,2.21,2.21,2.15
2.25,2.22,2.29,2.22
2.21,2.21,2.22,2.21
2.16,2.16,2.29,2.16
2.29,2.29,2.29,2.29
2.27,2.25,2.28,2.21
2.22,2.21,2.25,2.21
2.20,2.23,2.23,2.20
2.25,2.20,2.25,2.20
2.22,2.21,2.22,2.18
2.21,2.21,2.21,2.20
2.15,2.10,2.15,2.10
2.11,2.10,2.11,2.10
2.10,2.10,2.10,2.10
2.11,2.13,2.13,2.11
2.13,2.15,2.15,2.13
2.18,2.19,2.19,2.18
2.13,2.15,2.15,2.13
2.15,2.15,2.15,2.15
2.19,2.20,2.21,2.19
2.20,2.20,2.20,2.20
2.17,2.17,2.17,2.00
2.01,2.19,2.19,2.01
2.19,2.19,2.19,2.19
2.04,2.18,2.19,2.04
2.18,2.18,2.18,2.18
2.08,2.14,2.14,2.05
2.03,2.09,2.09,2.03
2.05,2.15,2.18,2.05
2.15,2.15,2.15,2.15
2.14,2.06,2.14,2.06
2.08,2.09,2.09,2.08
2.15,2.15,2.15,2.10
2.11,2.17,2.17,2.11
2.19,2.21,2.21,2.19
2.10,2.20,2.20,2.10
2.20,2.20,2.20,2.20
2.15,2.10,2.16,2.07
2.07,2.07,2.07,2.07
2.17,2.13,2.21,2.13
2.13,2.13,2.13,2.13
2.20,2.19,2.20,2.19
2.19,2.19,2.19,2.19
2.10,2.18,2.19,2.10
2.18,2.18,2.18,2.18
2.15,2.09,2.15,2.09
2.16,2.18,2.21,2.16
2.15,2.11,2.15,2.11
2.15,2.15,2.15,2.13
2.15,2.09,2.15,2.09
2.09,2.09,2.09,2.09
2.09,2.05,2.09,2.01
2.07,2.06,2.07,1.96
2.01,2.03,2.03,2.00
1.97,2.09,2.09,1.97
2.02,2.10,2.10,1.97
2.00,2.00,2.01,2.00
1.93,1.96,2.09,1.93
1.96,1.96,1.96,1.96
2.09,2.01,2.09,2.01
1.97,2.05,2.08,1.97
2.06,2.04,2.06,2.00
1.99,1.98,2.45,1.96
2.07,2.09,2.15,1.98
2.10,1.98,2.17,1.98
2.15,2.11,2.15,1.96
2.17,2.05,2.18,2.05
2.07,2.07,2.13,2.01
2.05,2.00,2.05,2.00
2.01,2.01,2.08,2.01
2.11,1.96,2.11,1.96
1.97,2.05,2.08,1.97
2.05,2.04,2.05,2.04
2.11,2.05,2.11,1.98
2.01,1.99,2.06,1.99
1.99,1.99,1.99,1.99
1.97,1.99,2.00,1.97
1.97,2.02,2.02,1.97
1.96,2.03,2.04,1.96
2.05,2.03,2.09,1.96
2.03,1.97,2.03,1.96
2.01,2.00,2.01,1.98
2.00,2.03,2.03,2.00
2.04,2.08,2.11,2.03
2.15,2.03,2.16,1.96
2.16,1.97,2.16,1.97
2.03,1.97,2.03,1.97
1.97,1.97,2.07,1.97
1.96,1.98,2.02,1.96
2.03,2.02,2.03,1.98
1.98,2.09,2.09,1.98
2.10,2.10,2.11,2.10
1.96,2.03,2.60,1.96
1.99,2.02,2.20,1.96
2.10,2.03,2.16,2.01
2.13,2.09,2.13,2.03
2.21,2.20,2.31,2.11
2.22,2.21,2.23,2.21
2.24,2.10,2.24,2.10
2.08,2.22,2.23,2.02
2.18,2.22,2.22,2.11
2.22,2.30,2.40,2.22
2.28,2.19,2.40,2.15
2.15,2.01,2.15,2.01
2.00,2.04,2.15,1.96
2.04,2.04,2.13,2.00
2.02,2.08,2.15,2.02
2.08,2.17,2.17,2.08
2.05,2.12,2.18,2.05
2.07,2.10,2.10,2.06
2.09,2.10,2.11,2.07
2.10,2.10,2.10,2.10
2.10,2.17,2.18,2.10
2.11,2.04,2.13,1.97
2.07,1.99,2.07,1.99
2.01,2.02,2.06,2.00
2.01,2.00,2.03,1.97
2.04,2.03,2.04,2.02
2.04,2.01,2.04,2.01
2.03,2.03,2.03,2.03
2.10,2.02,2.10,1.98
2.02,1.98,2.02,1.97
1.98,2.01,2.08,1.98
2.01,2.01,2.01,2.01
2.04,2.07,2.07,2.03
2.02,2.00,2.05,2.00
2.02,2.09,2.09,2.00
2.05,2.05,2.05,2.05
2.05,2.12,2.12,2.05
2.09,2.14,2.15,2.04
2.11,2.09,2.11,2.06
2.14,2.10,2.15,2.06
2.15,2.01,2.16,2.01
2.02,2.04,2.06,2.02
2.13,2.05,2.13,2.04
2.07,2.07,2.07,2.03
2.13,2.14,2.15,2.03
2.10,2.14,2.14,2.10
2.06,2.06,2.06,2.06
2.17,2.17,2.17,2.13
2.07,2.13,2.20,2.07
2.12,2.16,2.16,2.06
2.16,2.16,2.16,2.16
2.16,2.11,2.16,2.11
2.21,2.15,2.21,2.15
2.19,2.10,2.19,2.10
2.14,2.11,2.14,2.10
2.11,2.11,2.11,2.11
2.11,2.11,2.11,2.11
2.11,2.10,2.12,2.09
2.12,2.09,2.12,2.09
2.10,2.13,2.13,2.08
2.12,2.28,2.30,2.12
2.39,2.50,2.73,2.38
2.61,2.64,2.65,2.40
2.65,2.59,2.90,2.41
2.88,2.70,2.88,2.56
2.88,2.87,2.88,2.70
2.99,3.14,3.15,2.90
3.69,3.05,3.69,3.05
3.05,3.19,3.33,2.79
3.14,3.14,3.23,3.14
3.14,3.15,3.20,3.14
3.15,2.90,3.15,2.90
3.00,2.62,3.00,2.62
2.67,2.67,2.70,2.64
2.64,2.67,2.70,2.60
2.65,2.68,2.70,2.65
2.65,2.65,2.67,2.58
2.58,2.58,2.61,2.57
2.54,2.40,2.56,2.38
2.31,2.34,2.43,2.31
2.42,2.40,2.45,2.36
2.43,2.46,2.52,2.35
2.38,2.46,2.49,2.30
2.43,2.44,2.44,2.35
2.36,2.37,2.39,2.36
2.45,2.38,2.45,2.32
2.33,2.33,2.40,2.33
2.32,2.32,2.33,2.32
2.34,2.32,2.39,2.32
2.38,2.38,2.38,2.38
2.37,2.35,2.40,2.35
