WAB,Westinghouse Air Brake Technologies Corporation Common Stock,NASDAQ
54.05,53.34,54.10,53.32
53.01,51.56,53.14,51.45
51.74,50.54,51.86,50.13
49.76,49.65,50.13,48.89
50.04,50.51,50.59,49.89
50.96,52.26,52.52,50.82
52.70,53.31,53.83,52.70
53.29,53.43,53.87,52.92
54.23,53.69,54.28,53.47
53.69,53.30,54.25,53.06
53.00,53.49,53.80,52.63
54.11,54.39,54.39,53.54
54.56,54.36,54.65,54.11
54.54,55.14,55.28,54.54
55.48,54.76,55.55,54.52
55.52,55.37,56.12,55.09
55.59,56.04,56.17,55.31
56.14,55.90,56.50,55.64
55.94,55.49,56.09,55.28
55.85,55.62,56.00,55.34
56.03,56.43,56.76,55.82
56.19,56.62,56.75,56.01
56.77,57.01,57.35,56.77
57.21,57.10,57.34,56.69
57.16,56.90,57.29,56.70
56.81,57.48,57.88,56.40
57.02,57.32,57.56,56.99
57.25,57.41,57.60,57.08
57.65,57.41,57.67,57.13
57.71,58.06,58.37,57.21
58.81,59.53,60.11,58.81
59.23,59.15,59.66,58.82
59.17,59.08,59.47,58.88
58.96,58.62,59.16,58.22
58.50,58.24,58.62,58.01
58.53,58.90,58.96,58.33
58.78,58.78,58.93,58.40
58.59,58.94,59.09,58.23
58.92,59.27,59.28,58.29
59.21,58.82,59.21,58.64
58.21,57.78,58.27,57.38
57.78,58.29,58.63,57.78
58.30,58.02,58.48,58.02
58.03,58.58,58.62,57.76
58.44,58.88,59.22,58.38
59.19,59.75,59.90,59.17
59.83,59.52,59.85,59.15
59.64,59.36,59.86,59.29
58.71,58.39,58.90,58.37
58.36,58.76,58.83,58.13
58.70,59.36,59.46,58.70
59.39,58.52,59.72,58.42
59.28,58.64,59.82,57.95
58.71,59.06,59.31,58.26
58.99,59.51,59.56,58.99
59.83,59.91,60.34,58.93
60.25,61.51,61.71,60.10
61.99,62.39,62.42,61.89
62.42,62.26,63.25,61.97
62.26,61.31,62.52,61.25
61.36,61.12,61.52,60.79
61.80,61.63,61.98,61.45
61.66,61.81,61.82,61.37
61.74,62.47,62.48,61.22
62.53,62.84,62.96,62.50
63.15,62.20,63.26,62.20
62.30,62.89,62.97,62.19
62.90,62.97,63.25,62.60
63.06,62.41,63.29,62.30
62.68,62.62,62.82,62.12
62.23,62.56,62.79,62.16
62.05,62.87,63.06,61.63
63.02,63.74,64.23,62.82
63.43,63.43,63.48,62.76
63.24,63.31,63.47,62.61
63.25,63.70,63.80,62.89
62.94,62.95,63.67,62.79
62.80,62.44,63.22,62.12
62.49,62.53,62.66,61.76
63.13,64.07,64.09,63.00
64.09,64.49,64.51,63.63
63.87,64.95,64.99,63.75
64.91,64.34,64.95,64.14
64.75,64.81,64.82,64.29
64.83,65.36,65.43,64.49
65.48,65.82,65.83,65.11
65.95,65.81,66.08,65.52
66.18,65.85,66.70,65.80
65.76,65.79,65.82,64.88
66.11,65.49,66.75,64.01
65.62,66.08,66.09,65.35
66.10,65.70,66.28,65.21
65.93,65.74,66.09,65.34
65.97,65.17,65.97,64.90
65.17,65.19,65.75,64.88
65.42,65.82,65.88,65.24
66.08,66.36,66.42,65.52
66.21,66.09,66.36,65.58
66.40,65.86,66.43,65.36
65.89,63.75,66.11,63.74
63.68,64.36,64.50,63.50
64.42,64.55,64.85,64.20
64.55,64.57,64.77,64.16
64.49,66.19,66.21,64.27
66.34,67.00,67.07,66.00
67.20,67.95,67.95,67.00
68.01,67.85,68.66,67.56
67.70,67.05,67.85,66.66
67.39,66.90,67.39,66.71
66.98,66.96,67.04,66.14
66.96,67.75,67.81,66.81
68.08,68.61,68.64,67.76
68.77,69.00,69.30,68.32
69.25,69.09,69.25,68.69
69.32,69.00,69.45,68.73
68.89,68.31,69.97,67.89
68.00,66.74,68.17,66.36
66.36,67.00,67.30,65.92
66.89,66.64,66.89,66.31
67.10,66.95,67.64,66.83
66.97,67.11,67.41,66.97
67.18,66.65,67.26,66.62
67.02,67.22,67.37,66.68
67.31,68.26,68.26,67.30
68.27,69.44,69.46,68.07
69.72,70.71,70.90,69.70
70.62,71.61,71.71,70.55
71.75,74.11,74.17,71.51
73.81,73.80,73.89,72.46
76.92,73.78,77.64,73.03
74.15,73.56,74.35,73.12
73.42,74.04,74.45,73.42
74.35,74.09,74.66,74.02
74.38,74.16,74.63,73.96
74.13,74.15,74.29,73.66
74.23,74.27,74.38,73.83
73.99,73.26,74.14,72.86
73.43,73.73,74.00,73.17
74.00,72.89,74.05,72.70
73.28,73.15,73.60,72.51
73.12,72.86,73.55,72.25
72.88,73.29,73.46,72.60
73.38,73.69,73.71,73.17
73.49,72.69,73.69,72.44
72.98,73.12,73.44,72.36
73.55,75.17,75.38,73.34
74.89,75.37,75.81,74.70
75.48,74.91,75.77,74.51
75.49,75.62,76.07,73.59
75.64,75.99,76.22,74.71
75.62,76.43,77.12,75.62
75.57,73.00,75.57,72.88
73.16,72.00,73.32,70.33
72.18,72.82,73.05,71.96
71.92,72.25,73.13,71.92
72.96,73.61,73.64,72.28
73.14,73.81,74.31,72.91
73.87,70.89,74.51,70.82
71.11,71.42,71.57,69.55
71.28,71.02,71.73,69.94
71.31,72.56,72.67,71.05
72.97,73.34,73.66,72.84
73.18,72.36,73.20,71.95
72.35,73.33,73.57,72.07
73.51,74.48,74.62,73.42
73.98,75.94,76.15,73.69
75.94,76.45,76.56,75.55
76.61,75.88,76.63,75.78
75.94,75.67,76.46,75.46
76.01,77.99,78.05,75.66
78.25,78.23,78.75,78.05
78.15,79.14,79.97,78.15
79.24,79.00,79.47,78.08
79.04,78.19,79.69,77.57
78.16,78.63,78.69,77.51
78.70,79.37,79.74,78.47
78.47,78.90,79.63,77.84
80.03,80.54,80.84,80.03
80.58,80.76,81.09,80.34
80.97,81.08,81.64,80.88
81.29,81.61,81.61,80.58
81.19,80.49,81.42,79.73
80.52,80.50,81.70,80.04
79.79,80.74,80.78,79.39
80.98,80.40,81.48,79.95
80.33,79.51,81.02,79.33
80.09,80.44,80.91,79.96
80.78,80.70,80.99,80.37
80.31,80.97,81.06,80.25
80.83,81.04,81.46,80.44
81.75,81.46,82.42,80.96
81.68,80.23,82.11,79.68
80.54,80.20,81.34,79.93
80.75,77.90,80.91,77.73
77.66,76.16,78.00,76.05
76.62,76.97,77.98,76.28
77.91,77.50,78.39,77.06
79.00,78.57,79.00,77.91
78.74,78.96,79.46,78.73
78.90,78.40,79.12,77.52
79.12,75.60,79.12,75.34
75.14,73.15,75.20,72.93
73.26,73.01,73.94,72.51
73.06,75.03,75.03,73.06
75.14,73.37,75.23,72.72
72.98,71.81,73.45,71.75
72.53,71.28,72.53,70.71
71.24,70.82,71.86,69.45
71.20,73.47,73.51,70.77
73.42,73.89,74.62,73.07
73.95,74.20,74.30,73.12
74.30,74.78,75.31,73.91
75.16,74.51,76.97,74.26
74.78,75.51,75.74,73.52
75.11,73.83,75.43,73.65
74.32,73.66,74.67,72.64
74.07,73.97,74.37,73.34
74.38,74.55,74.61,73.39
74.28,74.54,75.40,74.11
74.72,74.22,75.38,74.20
73.94,74.91,75.07,73.37
74.65,74.48,75.22,74.08
74.54,74.85,74.92,73.71
74.83,75.21,76.03,74.50
75.08,74.31,75.10,73.81
74.56,75.90,76.11,74.45
75.98,75.83,76.38,75.55
75.79,75.30,76.13,74.99
74.87,74.24,75.17,73.31
74.55,74.39,74.55,73.60
74.40,75.64,75.87,74.40
75.59,74.66,75.78,74.41
75.16,74.85,75.25,74.26
74.94,75.32,75.69,74.66
75.35,77.06,77.11,75.22
77.62,78.01,78.53,77.25
77.96,77.92,78.25,77.67
78.11,78.23,78.29,77.63
77.85,78.74,78.99,77.85
79.00,78.99,79.45,78.60
78.54,78.23,79.02,77.94
77.87,78.17,78.23,77.62
78.33,78.96,79.20,78.11
79.11,79.87,79.89,78.64
80.00,81.31,81.58,79.89
81.31,81.38,81.69,80.65
80.95,81.19,81.23,80.16
81.03,80.30,81.45,80.02
80.57,80.44,80.74,80.03
80.26,80.63,81.03,80.21
80.73,81.66,82.23,80.27
81.58,82.22,82.29,81.39
82.66,82.69,83.29,82.11
82.57,83.28,83.77,82.28
83.62,82.97,83.76,82.83
82.78,81.73,83.29,81.67
81.70,82.77,82.88,81.59
82.65,82.49,82.70,81.78
82.30,82.70,83.08,82.04
82.59,82.59,82.86,82.08
82.95,82.45,83.18,82.20
82.80,83.80,84.42,82.56
84.17,83.86,84.44,83.46
83.31,82.86,83.92,82.56
82.87,81.44,82.87,81.42
81.66,82.03,82.19,81.38
80.94,80.80,81.27,80.21
80.74,80.89,81.02,80.28
81.56,81.67,82.07,81.24
81.70,80.75,82.00,80.39
81.25,81.06,81.42,79.84
80.79,79.86,81.47,79.85
80.24,81.04,81.11,79.81
80.80,81.03,81.30,80.37
81.66,81.71,82.41,81.58
82.01,81.51,82.28,81.17
83.41,86.18,86.61,82.87
86.44,85.46,87.14,85.12
85.38,83.42,85.75,82.98
83.47,82.37,84.00,82.37
82.79,82.85,82.95,81.87
81.99,80.68,82.86,80.62
80.15,80.86,80.88,78.51
80.96,81.61,81.87,79.94
81.04,80.86,81.77,80.07
80.10,80.33,81.00,80.10
80.70,80.26,81.22,80.04
80.37,81.33,81.51,79.91
81.93,81.65,82.31,81.61
81.60,81.06,81.92,80.69
81.35,82.00,82.10,81.15
82.34,82.72,82.80,82.16
83.11,82.15,83.37,81.46
82.69,84.06,84.13,82.42
84.47,84.28,85.00,84.15
84.16,84.29,84.66,83.85
84.40,84.18,84.67,83.26
84.00,84.01,84.38,83.34
84.50,84.50,84.91,83.79
84.60,84.00,84.69,83.88
83.98,83.90,84.13,83.31
83.59,83.61,83.87,82.69
83.71,83.36,83.71,82.85
83.33,84.56,84.78,83.19
85.00,84.11,85.49,83.92
84.10,83.86,84.57,83.47
83.67,83.89,84.02,83.17
83.85,84.33,84.58,83.41
84.14,83.18,84.39,83.07
83.31,83.00,83.34,81.58
82.53,83.56,83.71,82.36
83.50,82.41,83.65,82.21
82.62,82.48,82.63,81.78
82.37,83.73,83.90,81.89
83.82,83.07,84.14,82.93
83.57,83.70,83.90,83.18
84.05,83.75,84.66,83.06
83.72,82.40,83.93,81.85
81.81,81.05,81.99,80.90
81.08,82.02,82.29,80.57
81.86,79.98,81.86,79.94
80.13,81.31,81.49,79.74
80.45,81.57,81.66,80.00
81.56,81.04,82.25,80.81
80.97,78.35,81.25,78.03
78.28,77.91,79.00,76.72
78.63,78.90,79.47,78.17
79.40,78.14,79.70,77.87
77.36,76.28,78.38,76.18
76.18,77.57,77.60,74.27
77.60,75.45,77.87,75.06
75.15,73.84,75.58,73.67
74.27,72.16,75.11,72.06
72.38,72.79,74.09,72.01
71.13,73.70,74.18,70.20
72.56,74.68,74.81,72.50
75.52,74.66,75.75,74.57
74.41,74.70,74.89,73.87
75.02,77.50,77.58,75.02
77.87,76.49,78.29,76.46
77.73,79.08,79.57,77.37
79.07,79.29,79.52,78.06
78.79,79.07,79.22,77.80
82.43,82.49,83.58,79.83
83.65,83.60,84.43,82.49
83.37,84.24,84.85,81.26
85.91,86.30,86.52,84.70
86.40,86.29,87.17,85.91
85.54,85.07,86.48,85.01
85.77,86.41,86.54,84.95
86.65,88.28,88.30,86.40
88.85,89.27,89.55,88.16
89.66,89.53,90.77,89.21
89.71,89.81,90.18,89.11
89.45,89.75,90.01,89.30
89.80,89.59,90.51,89.28
89.56,89.45,89.83,88.83
89.02,89.30,89.80,88.61
89.29,89.45,90.67,89.19
89.64,89.51,89.64,88.39
88.74,89.37,89.69,88.74
90.54,90.09,90.98,89.62
90.53,91.24,91.26,90.11
91.27,90.92,92.20,90.16
90.92,90.49,91.24,90.29
90.41,88.49,90.41,87.85
87.81,85.41,87.97,85.07
85.79,86.64,86.81,85.71
86.77,87.84,88.06,86.41
87.40,86.52,87.67,86.30
86.82,86.58,87.06,86.03
87.00,86.39,88.07,85.18
85.20,87.32,87.38,84.98
86.90,84.53,87.09,84.37
85.13,85.46,86.48,84.62
84.67,84.91,86.03,84.50
85.31,84.38,85.83,83.34
84.04,83.95,86.03,83.76
83.98,86.20,86.24,83.28
87.63,87.70,87.89,85.88
87.67,87.40,88.11,86.93
87.39,87.65,88.00,86.81
88.10,88.22,88.72,87.89
87.76,88.37,88.74,87.54
88.50,88.79,89.44,88.35
88.75,89.01,89.52,88.19
88.77,88.06,89.25,87.79
88.02,86.89,88.35,86.81
87.56,87.11,87.61,85.11
86.48,85.14,86.52,84.82
85.19,84.04,85.66,83.22
85.45,84.86,85.96,84.05
85.88,86.60,86.87,85.32
86.84,84.86,86.84,84.78
84.96,83.90,85.41,83.25
84.48,83.46,85.08,82.26
82.26,83.20,83.30,82.06
83.61,82.24,83.93,82.16
81.91,83.24,83.32,81.21
83.78,83.34,84.00,82.73
83.22,84.06,84.44,83.15
84.99,85.52,85.78,83.89
85.39,84.99,85.85,84.62
84.97,87.42,87.48,84.66
85.86,86.64,87.19,84.94
87.47,84.96,87.93,84.75
85.00,85.74,85.85,84.11
85.11,83.45,85.30,83.35
83.77,84.65,84.70,82.76
85.07,86.75,86.75,84.86
86.09,85.40,86.54,85.29
86.03,86.94,87.01,85.21
86.99,86.80,87.55,86.36
86.53,87.13,87.91,86.03
87.57,87.53,87.84,86.22
87.57,87.37,87.95,86.56
88.00,89.28,89.46,87.66
89.46,90.53,90.77,89.09
90.24,90.67,91.15,89.80
88.96,92.77,94.97,88.25
92.85,95.03,95.16,92.66
94.74,95.03,95.30,92.92
95.01,96.41,96.45,94.92
96.90,96.77,97.16,96.45
96.63,96.07,97.12,95.83
96.16,95.53,96.25,95.34
95.42,94.89,95.92,94.87
94.50,95.21,95.42,94.09
95.20,94.70,95.68,94.06
94.46,93.87,94.94,93.17
94.21,93.58,94.50,93.02
93.12,92.43,93.81,92.02
92.45,92.50,92.98,92.16
91.37,91.56,92.61,90.64
91.85,92.68,92.71,90.91
93.13,94.29,94.43,93.13
93.90,93.49,93.90,93.09
93.98,95.56,95.67,93.98
95.00,95.72,96.24,94.69
95.31,96.07,96.70,94.40
95.57,95.18,95.88,94.46
95.80,96.57,96.80,95.50
96.72,96.22,96.95,96.14
96.01,96.03,96.53,95.23
96.15,95.27,96.42,95.25
95.10,94.23,95.37,94.10
94.05,94.55,94.72,93.65
95.00,96.41,96.82,95.00
96.10,95.01,96.10,94.47
95.01,94.20,95.15,93.49
94.32,94.29,95.41,94.10
94.09,95.43,95.79,93.97
95.74,94.67,96.15,94.60
94.64,94.91,95.08,93.99
94.69,94.84,95.29,94.41
95.01,95.80,95.96,94.87
95.91,95.46,96.18,95.46
95.12,94.68,95.70,94.13
95.33,96.35,96.75,95.11
96.23,96.33,96.92,95.57
95.57,95.09,95.87,94.23
95.67,96.22,96.35,95.19
96.45,95.77,96.45,95.08
104.03,98.61,105.10,96.50
98.63,98.27,99.34,98.19
98.43,96.94,98.43,96.83
97.12,96.24,97.63,95.94
96.27,96.86,97.09,95.36
96.59,96.00,96.67,95.28
95.76,94.05,95.88,93.80
95.90,99.82,101.49,95.65
100.27,101.25,101.55,99.60
101.05,99.16,101.97,98.82
99.44,99.09,99.88,98.18
98.87,99.26,99.80,98.43
100.34,99.62,100.76,99.48
99.31,99.10,99.95,98.99
98.85,99.22,99.49,97.94
99.88,99.18,100.35,98.73
100.11,100.53,100.88,99.74
100.50,100.64,100.73,99.56
100.25,102.14,102.59,100.25
102.25,102.00,102.70,101.32
102.12,101.32,102.40,101.08
101.04,101.41,102.35,101.00
101.10,101.53,102.07,101.05
100.96,100.47,101.37,99.66
100.77,101.41,101.48,100.41
101.26,100.82,101.71,99.91
100.56,100.30,100.65,99.33
100.50,99.86,100.50,99.30
99.52,99.75,100.43,99.08
100.01,99.87,100.60,99.74
98.87,98.82,99.61,98.03
98.54,99.77,99.86,98.27
99.67,99.19,99.77,99.07
99.09,98.89,99.62,98.44
99.50,100.43,100.70,99.16
100.53,101.19,101.53,100.53
100.81,99.59,100.83,99.50
98.71,98.59,98.99,97.85
98.40,98.38,99.09,97.75
98.67,99.04,99.49,98.51
99.38,99.38,99.75,98.81
99.54,98.73,99.74,98.68
99.54,98.66,99.73,98.32
98.91,99.36,99.75,98.79
99.26,97.83,99.38,97.66
97.95,95.76,98.13,95.60
95.94,95.52,96.01,95.43
94.81,93.55,95.16,93.49
95.05,94.24,95.06,94.01
95.22,94.11,95.54,93.77
94.45,94.42,94.57,93.73
93.62,93.94,95.01,93.16
93.86,94.27,94.35,92.55
93.34,92.76,93.82,92.12
93.95,93.20,94.19,93.17
94.24,94.18,94.75,93.51
94.87,95.48,96.26,94.29
95.44,95.81,96.18,95.06
95.68,94.79,95.98,94.62
95.49,95.19,95.70,95.10
94.97,94.68,95.55,94.36
94.66,95.10,95.79,94.58
95.00,93.91,95.67,93.88
93.77,93.25,94.23,92.55
96.00,93.68,96.71,93.26
93.82,91.34,93.90,91.21
93.14,97.93,100.35,93.13
98.83,99.62,100.01,97.58
99.39,102.01,102.05,99.13
101.16,102.39,103.07,100.69
102.42,101.19,102.42,101.14
101.13,100.01,101.22,99.35
100.12,98.86,100.96,98.33
99.37,99.82,100.59,98.97
99.86,98.33,99.86,97.77
98.06,97.66,98.59,96.90
99.37,99.75,99.93,98.91
98.80,99.10,99.36,98.50
98.11,99.05,99.48,97.53
98.62,99.63,100.10,98.45
99.57,100.64,100.74,99.29
100.07,101.94,101.98,99.42
101.60,101.58,102.41,101.46
101.00,100.37,101.53,99.70
99.43,96.80,100.03,96.77
96.02,93.98,96.38,93.92
89.29,92.31,95.02,87.95
94.82,90.87,94.98,90.79
92.85,93.51,93.73,91.15
94.90,96.71,96.99,94.12
96.46,96.98,97.63,95.13
96.66,95.76,97.32,95.70
93.65,91.94,94.71,91.67
93.33,92.92,94.70,91.63
93.12,93.63,94.46,93.12
92.39,91.40,93.35,91.22
93.18,93.59,93.69,92.50
94.55,93.65,94.91,93.52
93.75,94.37,95.31,93.71
93.80,94.88,95.09,93.80
94.64,94.17,94.64,93.87
94.34,95.72,96.01,94.28
95.64,97.53,97.84,95.34
97.50,97.64,98.76,97.07
96.73,95.10,97.23,94.89
95.46,95.27,96.50,94.91
94.03,93.61,95.08,93.19
93.96,92.53,94.16,92.50
91.55,89.99,92.11,89.10
90.60,89.02,91.26,88.68
88.46,85.85,88.77,85.61
86.35,85.77,87.11,85.45
86.62,88.05,88.31,86.36
88.12,87.07,88.92,86.88
85.87,87.87,87.89,85.29
88.83,91.44,91.51,87.76
91.20,91.03,92.27,90.53
91.99,93.18,93.46,91.54
92.91,92.86,93.51,92.00
93.23,93.65,94.13,92.22
93.89,94.04,94.50,93.19
93.34,92.27,94.61,92.13
92.03,91.38,92.68,91.02
91.69,92.03,92.11,90.08
92.03,90.81,92.24,90.55
90.31,89.31,91.00,89.23
89.17,89.20,90.54,88.33
89.68,88.55,89.68,87.99
80.02,83.74,87.61,79.19
84.25,83.20,85.03,82.71
82.89,83.55,83.86,82.73
82.68,81.40,82.95,80.58
81.75,81.89,82.57,80.94
81.38,81.68,82.48,81.29
81.88,82.87,83.63,81.53
82.87,82.24,83.63,82.16
82.04,80.89,82.32,80.21
81.15,79.92,81.47,79.78
79.75,77.44,80.99,75.86
76.78,77.60,77.65,75.66
77.26,75.93,78.55,74.62
76.50,77.30,77.79,76.18
77.69,77.11,77.86,76.89
76.69,76.52,77.28,75.92
76.13,76.77,78.07,76.13
77.24,77.84,78.65,76.78
77.90,75.73,78.12,75.61
76.26,77.67,77.72,75.92
77.65,77.75,78.09,76.80
78.05,76.74,78.96,76.58
76.52,77.43,77.88,76.52
77.09,78.91,79.60,76.76
78.95,80.52,81.23,78.70
80.48,81.00,81.53,80.33
80.91,80.12,81.09,80.01
79.99,80.04,81.24,79.55
79.84,78.88,80.37,78.12
79.08,75.65,79.60,75.38
75.49,76.19,76.36,74.67
76.00,75.99,76.58,75.43
74.92,73.41,75.10,72.71
73.32,72.89,73.92,72.56
72.74,72.20,73.31,72.07
71.47,70.12,71.88,69.62
69.95,69.21,70.58,67.96
69.61,70.07,70.66,69.13
70.53,71.15,71.21,70.06
71.14,70.32,71.45,70.29
70.31,68.89,70.40,68.86
70.16,71.83,72.21,70.02
72.10,73.08,73.82,71.88
73.59,73.66,74.17,73.07
73.44,73.13,73.79,72.75
72.79,72.49,73.08,71.90
73.04,72.02,73.20,71.76
71.68,71.19,72.43,71.07
70.70,71.12,71.61,69.79
69.92,70.16,70.57,69.47
70.16,68.93,70.57,68.63
67.78,66.52,68.13,66.10
65.48,64.30,65.70,63.73
64.88,63.16,65.02,63.04
63.52,62.79,63.85,62.48
63.29,63.33,63.48,62.12
63.75,61.65,64.22,61.27
61.62,63.36,63.51,60.40
61.41,63.59,63.76,61.22
63.97,63.02,64.25,62.38
61.95,62.35,63.06,60.28
62.14,63.60,64.76,61.92
64.80,64.19,65.54,63.95
63.88,62.58,64.12,62.32
63.00,63.20,63.86,62.52
63.02,62.38,63.52,61.16
63.21,62.15,63.94,61.69
62.33,63.95,64.15,61.97
63.33,63.90,64.70,63.25
63.07,62.66,63.24,61.88
63.32,63.73,64.30,61.60
63.08,64.79,66.29,62.77
64.28,62.07,64.69,61.90
61.09,61.95,62.28,61.00
61.05,60.58,62.32,60.33
61.11,65.50,65.93,60.83
64.27,64.07,65.46,62.91
64.97,65.35,65.71,64.23
66.44,67.49,68.32,65.93
68.21,69.49,70.79,67.83
74.83,68.89,76.57,67.30
68.45,67.25,69.86,66.39
67.81,68.69,69.24,67.81
68.14,67.50,68.67,67.43
66.91,67.39,67.50,65.81
67.46,68.02,68.04,66.66
68.20,68.87,70.12,68.20
69.08,70.60,71.75,68.64
71.02,70.92,71.41,68.89
70.85,72.26,72.26,70.64
72.31,73.85,74.23,72.22
74.00,75.02,75.23,73.63
74.73,77.05,77.20,74.52
76.57,75.27,76.94,75.21
75.57,75.47,76.37,75.12
75.58,75.14,75.81,74.26
75.81,77.80,77.93,75.47
76.89,77.51,78.76,76.46
76.80,77.36,77.50,76.41
76.96,77.58,78.02,76.77
77.55,78.67,79.38,77.40
78.63,80.03,80.35,78.63
79.65,79.29,80.35,78.75
78.97,78.69,79.18,78.43
78.59,77.55,78.71,77.47
76.98,77.47,77.58,76.50
77.47,77.76,78.20,76.94
77.43,79.44,79.60,77.08
80.13,79.21,80.61,78.92
79.20,79.29,79.67,78.41
78.54,80.30,80.52,78.07
80.12,79.18,80.46,78.83
78.17,78.74,79.17,77.75
78.88,79.20,79.26,77.64
78.70,78.27,79.03,77.73
79.05,78.64,79.36,78.16
78.78,78.63,79.96,78.59
78.66,79.46,79.74,78.51
80.26,81.28,81.48,79.96
81.14,80.66,81.70,80.00
80.63,81.30,81.69,80.63
80.89,80.77,81.67,80.63
81.10,81.54,81.54,80.31
81.65,81.59,82.39,80.86
81.41,80.81,81.63,80.47
80.81,80.99,81.34,80.20
81.00,79.60,81.09,79.29
80.67,83.22,84.53,78.95
83.47,86.26,86.46,83.47
85.59,83.66,86.14,83.55
83.75,82.93,84.09,82.41
82.76,82.31,83.12,81.91
81.50,81.00,81.87,80.26
80.87,80.01,81.27,79.57
80.47,79.77,80.92,79.60
79.09,79.38,79.86,78.82
79.01,78.29,79.41,78.28
78.96,80.12,80.27,78.80
80.19,79.50,80.88,79.40
80.15,79.17,81.00,79.08
78.97,78.00,79.69,77.77
78.52,78.26,79.53,78.26
78.36,77.25,78.67,77.00
76.70,76.58,77.89,76.20
76.09,76.23,76.58,75.30
76.76,77.09,77.45,76.02
76.94,77.25,77.97,76.79
77.77,77.84,78.26,77.54
78.39,78.22,78.98,77.98
78.54,77.44,79.00,77.44
77.24,77.87,77.95,77.10
78.00,77.38,78.39,77.04
76.84,77.87,78.23,76.35
77.80,78.00,78.44,77.52
78.22,76.60,78.22,76.32
77.15,78.06,78.53,76.70
78.25,77.75,78.47,77.62
78.18,78.16,78.77,78.02
77.69,77.04,77.98,76.93
76.34,75.13,76.70,74.72
74.78,74.26,75.43,74.09
73.97,74.11,74.73,73.26
74.61,73.34,75.71,73.19
72.77,73.29,73.49,71.76
73.41,73.10,74.05,72.97
74.07,73.43,74.48,73.34
73.29,72.85,73.38,72.35
73.41,73.14,74.37,72.94
74.17,74.50,74.92,74.08
70.77,70.25,72.48,70.21
69.68,67.16,69.68,66.14
68.19,68.60,69.17,67.95
69.50,69.80,70.45,69.20
70.10,70.23,70.87,69.69
70.21,70.19,70.86,69.30
69.79,68.31,70.11,67.80
68.12,68.69,68.89,67.91
68.76,69.03,69.80,68.63
69.84,70.60,71.04,69.60
71.02,71.85,72.25,71.02
72.54,72.52,73.14,72.19
72.71,71.76,73.11,71.37
72.58,71.47,72.84,71.47
71.88,71.44,71.96,70.99
71.35,71.63,72.19,70.63
71.28,70.95,71.99,70.82
70.97,71.46,71.70,70.48
71.55,70.40,71.71,70.31
70.29,71.15,71.18,69.81
67.44,66.25,68.85,65.54
66.30,68.65,69.49,66.19
68.75,68.74,69.48,68.45
68.79,68.20,69.18,68.05
68.16,68.50,68.94,67.96
68.53,68.46,69.36,68.17
68.24,68.06,69.42,67.94
68.25,70.14,70.14,68.14
70.05,70.74,71.17,70.05
71.14,72.19,72.43,71.00
72.41,72.51,73.07,72.24
72.40,71.51,72.93,71.32
71.50,71.56,72.22,71.43
71.84,71.56,72.16,71.42
71.31,71.46,71.58,71.00
71.56,72.47,72.56,71.56
72.44,72.59,72.81,72.13
72.59,72.72,72.75,72.07
72.85,73.31,73.31,72.51
72.69,74.34,74.43,72.56
73.90,75.16,75.38,73.79
75.51,75.85,76.36,75.31
75.80,75.89,76.17,75.54
75.72,75.55,76.08,75.28
75.58,75.38,76.26,74.95
75.41,76.08,76.16,75.33
75.90,77.28,77.30,75.80
76.96,76.61,77.32,76.18
76.45,75.79,76.83,75.19
76.29,76.66,76.84,75.75
76.54,76.98,77.04,76.20
77.22,78.14,78.89,76.76
78.68,78.33,78.68,77.75
77.66,76.22,78.63,76.22
75.63,76.51,76.78,75.13
75.54,74.92,76.09,74.23
75.11,74.44,75.54,74.04
74.30,75.26,75.82,74.30
74.84,74.91,75.50,74.06
75.51,74.93,75.77,74.37
75.39,74.76,75.46,74.72
75.00,75.61,75.65,74.84
76.57,77.42,77.81,76.36
77.21,76.82,77.54,76.56
76.43,78.74,79.12,76.16
78.52,78.27,78.89,77.68
78.60,79.73,79.83,78.06
79.24,78.92,79.73,78.42
79.68,81.65,82.00,79.67
81.20,81.16,82.41,80.99
81.56,81.37,82.70,80.93
81.98,81.58,82.48,81.53
81.61,82.36,82.63,81.48
82.46,81.48,82.99,80.79
82.04,81.20,82.35,81.10
81.18,80.89,81.32,80.36
80.61,80.95,81.22,80.30
80.03,80.69,80.78,79.78
81.27,80.83,81.72,80.32
80.31,79.76,80.81,79.65
80.54,80.81,80.81,79.68
80.86,82.98,83.26,80.62
82.58,82.53,83.16,82.21
81.70,82.51,82.52,81.25
83.42,81.89,83.42,81.56
80.00,78.61,80.16,76.08
77.66,77.11,80.36,74.62
77.19,77.03,77.95,76.75
77.17,76.82,77.98,76.77
77.12,77.31,77.46,76.77
78.01,76.23,78.24,75.68
75.90,74.94,76.30,74.86
74.93,75.42,75.49,74.32
75.21,76.30,77.03,75.21
77.52,79.08,79.23,77.52
78.67,78.38,78.94,77.69
77.83,81.90,82.14,77.83
82.62,84.41,85.15,82.50
84.07,85.41,85.42,83.70
86.00,87.23,87.49,85.82
86.77,88.08,88.47,86.58
87.43,86.82,88.25,86.52
86.85,86.20,87.20,86.10
86.06,85.63,86.07,85.15
86.40,86.62,86.78,85.90
86.96,86.85,87.75,86.63
86.91,86.96,87.82,86.76
86.92,86.50,87.48,86.38
86.12,84.89,86.46,84.79
84.51,84.48,85.07,83.86
85.68,84.67,86.56,84.59
85.27,86.04,86.34,85.20
