EDUC,Educational Development Corporation - Common Stock,NASDAQ
3.16,3.05,3.16,3.05
3.03,3.13,3.13,3.03
3.10,3.15,3.17,3.04
3.12,3.12,3.13,3.12
3.11,3.13,3.19,3.11
3.16,3.16,3.17,3.16
3.16,3.20,3.20,3.16
3.22,3.27,3.27,3.22
3.22,3.20,3.24,3.20
3.26,3.29,3.29,3.22
3.20,3.18,3.20,3.05
3.18,3.25,3.28,3.15
3.25,3.15,3.25,3.05
3.16,3.13,3.23,3.06
3.21,3.21,3.21,3.21
3.22,3.08,3.22,3.06
3.10,3.04,3.10,3.03
3.05,3.08,3.10,3.05
3.05,3.05,3.08,3.05
3.07,3.07,3.07,3.05
3.09,3.12,3.12,3.07
3.10,3.26,3.27,3.10
3.24,3.23,3.26,3.22
3.24,3.11,3.24,3.10
3.11,3.12,3.22,3.11
3.19,3.10,3.19,3.10
3.17,3.09,3.17,3.09
3.09,3.10,3.10,3.07
3.11,3.11,3.11,3.11
3.10,3.10,3.14,3.10
3.11,3.09,3.11,3.09
N/A,N/A,N/A,N/A
3.08,3.07,3.08,3.05
3.07,3.05,3.07,3.05
3.05,3.05,3.05,3.05
3.05,3.05,3.08,3.05
3.05,3.06,3.06,3.05
3.08,3.08,3.08,3.08
3.08,3.07,3.08,3.05
3.06,3.06,3.06,3.06
3.05,3.06,3.07,3.04
3.07,3.07,3.07,3.07
3.07,3.04,3.10,3.04
3.08,3.07,3.08,3.01
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.05,3.00,3.07,2.91
3.00,3.05,3.05,3.00
3.03,3.05,3.06,3.02
3.02,3.05,3.05,3.02
3.05,3.03,3.05,2.92
2.99,3.00,3.06,2.99
2.97,2.86,2.97,2.86
2.81,2.80,2.90,2.60
2.78,2.80,2.83,2.78
2.78,2.74,2.80,2.72
2.59,2.58,2.68,2.51
2.51,2.49,2.57,2.45
2.49,2.50,2.50,2.49
2.66,2.71,2.72,2.60
2.66,2.75,2.75,2.66
2.76,2.65,2.76,2.62
2.64,2.62,2.71,2.62
2.64,2.65,2.65,2.63
2.65,2.65,2.65,2.65
2.70,2.70,2.70,2.70
2.65,2.67,2.68,2.63
2.70,2.74,2.74,2.63
2.70,2.75,2.76,2.68
2.78,2.77,2.78,2.77
2.81,2.80,2.85,2.75
2.80,2.84,2.84,2.75
2.80,2.83,2.83,2.75
2.75,2.66,2.84,2.65
2.65,2.71,2.75,2.65
2.80,2.81,2.81,2.72
2.83,2.86,2.86,2.83
2.86,2.94,2.94,2.84
2.90,2.90,2.90,2.90
2.94,2.87,3.02,2.87
2.90,2.90,2.90,2.86
2.88,2.79,2.88,2.75
2.83,2.88,2.89,2.81
2.89,3.11,3.12,2.89
2.97,3.04,3.08,2.97
3.00,2.97,3.00,2.95
2.96,2.90,2.96,2.88
2.86,2.90,2.90,2.86
2.89,2.89,2.89,2.86
2.89,2.87,2.89,2.87
2.90,2.88,2.90,2.85
2.86,2.80,2.90,2.75
2.87,2.85,2.87,2.85
2.84,2.76,2.84,2.76
2.85,2.77,2.85,2.77
2.83,2.78,2.83,2.78
2.82,2.76,2.82,2.76
2.81,2.86,2.87,2.81
2.86,2.86,2.87,2.85
2.87,2.85,3.00,2.85
2.85,2.92,3.12,2.84
2.99,2.95,2.99,2.95
3.00,2.95,3.01,2.89
2.95,2.97,2.97,2.90
3.08,3.00,3.09,3.00
3.00,3.07,3.11,3.00
3.02,3.02,3.10,3.01
3.09,3.02,3.09,3.02
3.02,3.05,3.05,3.02
3.14,3.07,3.14,3.07
3.05,3.14,3.15,3.05
3.09,3.19,3.20,3.09
3.19,3.05,3.19,3.01
3.07,3.30,3.30,3.07
3.29,3.29,3.29,3.25
3.24,3.26,3.26,3.14
3.02,3.14,3.19,3.00
3.12,3.03,3.12,3.03
3.05,3.01,3.05,3.00
3.01,2.89,3.02,2.88
2.93,3.02,3.04,2.93
3.01,3.12,3.12,2.94
3.13,3.07,3.15,3.07
3.13,3.05,3.14,2.95
3.02,3.06,3.13,3.02
3.08,2.95,3.08,2.90
2.96,3.13,3.13,2.96
3.11,3.09,3.11,3.09
3.04,3.05,3.13,3.04
3.04,3.07,3.08,3.04
3.04,3.47,3.79,3.03
3.40,3.41,3.48,3.36
3.48,3.45,3.50,3.45
3.50,3.18,3.50,2.99
3.16,3.17,3.21,3.15
3.15,3.10,3.15,3.05
3.14,3.14,3.14,3.14
3.13,3.15,3.15,3.04
3.03,3.13,3.15,3.03
3.09,3.22,3.29,3.08
3.20,3.53,3.55,3.19
3.51,3.78,3.78,3.47
3.77,3.86,3.88,3.77
3.89,3.89,3.93,3.87
3.89,3.84,3.89,3.82
3.85,3.64,3.85,3.59
3.60,3.56,3.60,3.39
3.58,3.57,3.58,3.53
3.58,3.55,3.58,3.42
3.41,3.42,3.42,3.41
3.40,3.58,3.58,3.40
3.54,3.58,3.58,3.45
3.55,3.40,3.55,3.39
3.42,3.42,3.42,3.42
3.40,3.47,3.57,3.40
3.56,3.64,3.74,3.56
3.70,3.73,3.74,3.70
3.56,3.56,3.65,3.41
3.45,3.45,3.45,3.45
3.45,3.53,3.73,3.42
3.60,3.71,3.73,3.60
3.74,3.74,3.74,3.62
3.70,3.73,3.74,3.70
3.74,3.72,3.74,3.72
3.74,3.77,3.77,3.74
3.76,3.74,3.88,3.68
3.78,3.70,3.87,3.70
3.73,3.71,3.73,3.70
3.68,3.69,3.69,3.68
3.69,3.74,3.79,3.69
3.79,3.57,3.80,3.44
3.57,3.58,3.58,3.57
3.61,3.91,3.91,3.61
3.92,3.85,3.92,3.85
3.67,3.76,3.77,3.67
3.76,3.90,3.92,3.72
3.79,3.92,3.92,3.79
3.95,3.82,3.95,3.62
3.91,3.68,3.96,3.52
3.61,3.61,3.64,3.61
3.63,3.65,3.74,3.63
3.65,3.84,3.84,3.65
3.75,3.62,3.75,3.62
3.71,3.71,3.73,3.60
3.72,3.62,3.76,3.60
3.70,3.71,3.71,3.61
3.71,3.73,3.73,3.62
3.64,3.63,3.81,3.62
3.63,3.71,3.75,3.62
N/A,N/A,N/A,N/A
3.70,3.62,3.70,3.62
3.68,3.81,3.81,3.60
3.60,3.68,3.68,3.60
3.70,3.77,3.81,3.61
3.70,3.76,3.76,3.65
3.70,3.70,3.74,3.70
3.65,3.61,3.65,3.60
3.66,3.69,3.69,3.66
3.56,3.59,3.67,3.55
3.54,3.70,3.70,3.54
3.74,3.90,3.90,3.74
3.88,3.88,3.88,3.88
3.81,3.83,3.89,3.76
N/A,N/A,N/A,N/A
3.89,3.80,3.89,3.55
3.83,3.79,3.83,3.79
3.78,3.81,3.81,3.78
3.81,3.87,3.89,3.80
3.85,3.79,3.85,3.79
3.80,3.80,3.80,3.79
3.80,3.88,3.89,3.80
3.75,3.80,3.80,3.75
3.80,3.80,3.80,3.79
3.76,3.88,3.88,3.76
3.88,3.86,3.88,3.81
3.88,3.80,3.88,3.80
N/A,N/A,N/A,N/A
3.84,3.84,3.84,3.76
3.85,3.85,3.85,3.85
3.82,3.84,3.84,3.82
3.76,3.85,3.85,3.76
3.85,3.85,3.85,3.85
N/A,N/A,N/A,N/A
3.75,3.76,3.76,3.75
3.87,3.87,3.88,3.78
3.75,3.75,3.75,3.75
3.82,3.78,3.85,3.78
3.76,3.74,3.78,3.70
3.75,3.66,3.78,3.66
3.70,3.77,3.77,3.65
3.75,3.74,3.75,3.74
3.64,3.80,3.88,3.64
3.80,3.85,3.85,3.80
3.78,3.90,3.90,3.78
3.81,3.90,3.90,3.77
3.84,3.82,3.90,3.79
3.85,3.85,3.85,3.85
3.85,3.85,3.85,3.83
3.80,3.90,3.90,3.79
3.90,3.90,3.90,3.90
3.79,3.75,3.90,3.75
3.82,3.88,3.88,3.75
3.85,3.84,3.89,3.83
3.84,3.84,3.87,3.76
3.86,3.84,3.86,3.76
3.78,3.85,3.85,3.78
3.85,3.85,3.85,3.85
3.85,3.85,3.85,3.84
3.85,3.88,3.88,3.82
3.95,3.90,3.95,3.88
3.93,3.95,3.95,3.91
3.95,3.90,3.95,3.90
3.95,3.72,3.95,3.66
3.73,3.95,3.95,3.73
3.94,3.71,3.95,3.59
3.76,3.93,3.93,3.76
3.91,3.91,3.91,3.91
3.95,3.93,3.95,3.83
3.93,3.94,3.95,3.92
3.95,3.95,3.95,3.93
3.93,3.95,3.95,3.91
3.95,3.90,3.95,3.89
3.95,3.90,3.95,3.83
3.95,3.90,3.95,3.89
3.95,4.24,4.54,3.94
4.33,4.47,4.74,4.32
4.49,4.59,4.60,4.46
4.59,4.74,4.79,4.59
4.77,4.75,4.95,4.65
4.91,4.90,4.91,4.73
4.98,4.78,4.99,4.78
4.83,4.85,4.85,4.75
4.72,4.76,4.88,4.70
4.83,4.88,5.00,4.78
4.81,4.90,4.90,4.81
4.90,4.77,4.90,4.73
4.70,4.75,4.79,4.70
4.75,4.90,4.90,4.75
4.85,4.90,4.94,4.85
4.86,4.95,4.95,4.75
4.95,4.93,4.95,4.92
4.90,4.81,4.90,4.80
4.86,4.92,4.92,4.86
4.94,4.90,4.95,4.68
4.94,4.70,4.94,4.70
4.72,4.76,4.94,4.72
4.83,4.85,4.85,4.83
4.90,4.82,4.90,4.75
4.74,4.71,4.80,4.71
4.79,4.89,4.90,4.70
4.88,4.89,4.89,4.82
4.89,4.73,4.89,4.72
4.80,4.89,4.90,4.75
4.80,4.89,4.90,4.80
4.90,4.79,4.90,4.79
4.90,4.85,4.90,4.76
4.89,4.90,4.90,4.77
4.90,4.77,4.90,4.76
4.79,4.85,4.88,4.77
4.85,4.85,4.85,4.85
4.84,4.85,4.85,4.78
4.85,4.85,4.85,4.81
4.80,4.85,4.85,4.80
4.83,4.72,4.84,4.72
4.82,4.88,4.90,4.72
N/A,N/A,N/A,N/A
4.77,4.75,4.90,4.73
4.73,4.86,4.90,4.73
4.73,4.78,4.78,4.73
N/A,N/A,N/A,N/A
4.90,4.83,4.93,4.83
4.85,4.75,4.86,4.75
4.76,4.76,4.76,4.76
4.83,4.83,4.83,4.80
N/A,N/A,N/A,N/A
4.75,4.72,4.90,4.72
4.70,4.62,4.70,4.55
4.65,4.65,4.65,4.65
4.60,4.31,4.60,4.31
4.32,4.33,4.33,4.31
4.40,4.41,4.58,4.35
4.38,4.39,4.40,4.37
N/A,N/A,N/A,N/A
4.42,4.42,4.42,4.42
4.42,4.41,4.43,4.40
4.39,4.37,4.44,4.37
4.37,4.43,4.43,4.37
4.45,4.48,4.48,4.45
4.60,4.66,4.82,4.48
4.50,4.04,4.54,3.93
4.07,4.16,4.22,4.07
4.16,4.35,4.35,4.16
4.33,4.41,4.50,4.33
4.36,4.17,4.46,4.17
4.21,4.27,4.27,4.21
4.22,4.22,4.48,4.22
4.22,4.29,4.29,4.22
4.33,4.22,4.62,4.22
4.24,4.38,4.42,4.22
4.41,4.30,4.42,4.24
4.37,4.37,4.37,4.30
4.25,4.40,4.41,4.25
4.40,4.33,4.41,4.33
4.32,4.25,4.35,4.20
4.29,4.32,4.43,4.26
4.42,4.12,4.47,4.12
4.21,4.22,4.43,4.11
4.25,4.15,4.36,4.13
4.20,4.21,4.21,4.20
4.29,4.22,4.50,4.19
4.22,4.29,4.36,4.15
4.37,4.22,4.37,4.16
4.25,4.20,4.28,4.20
4.24,4.24,4.24,4.24
4.21,4.18,4.39,4.10
4.26,4.27,4.34,4.24
4.26,4.26,4.36,4.23
4.25,4.22,4.38,4.22
4.26,4.24,4.31,4.23
4.26,4.22,4.32,4.22
4.27,4.28,4.30,4.22
4.28,4.26,4.28,4.24
4.26,4.69,4.70,4.26
4.62,4.84,4.84,4.62
4.85,4.76,4.86,4.60
4.87,4.87,4.88,4.82
4.76,4.85,4.88,4.63
4.71,4.84,4.84,4.71
4.84,4.72,4.84,4.62
4.63,4.75,4.75,4.63
4.68,4.60,4.68,4.59
4.55,4.59,4.75,4.41
4.72,4.75,4.75,4.72
4.85,4.77,4.85,4.46
4.80,4.58,4.80,4.57
4.57,4.66,4.78,4.48
4.67,4.66,4.74,4.66
4.76,4.69,4.82,4.58
4.76,4.64,4.78,4.60
4.69,4.82,4.85,4.69
4.88,4.81,4.88,4.81
4.80,4.85,4.87,4.80
4.87,4.85,4.88,4.85
4.85,4.89,4.90,4.80
4.87,5.20,5.20,4.87
5.25,5.48,5.48,5.22
5.45,5.48,5.51,5.45
5.50,5.50,5.52,5.30
5.88,5.70,6.00,5.55
5.56,5.80,5.80,5.56
5.70,5.64,5.70,5.63
5.01,4.82,5.22,4.29
4.70,4.40,4.72,4.34
4.49,4.41,4.49,4.33
4.39,4.30,4.41,4.17
4.43,4.27,4.43,4.20
4.38,4.22,4.47,4.17
4.12,4.34,4.38,4.10
4.19,4.40,4.42,4.19
4.42,4.26,4.42,4.26
4.34,4.17,4.34,4.17
4.15,4.28,4.28,4.13
4.27,4.28,4.28,4.20
4.28,4.24,4.28,4.22
4.21,4.24,4.24,4.21
4.21,4.21,4.27,3.85
4.18,4.12,4.18,4.03
4.18,4.30,4.37,4.16
4.28,4.20,4.28,4.19
4.20,4.35,4.35,4.20
4.24,4.31,4.32,4.24
4.27,4.18,4.29,4.17
4.28,4.23,4.30,4.23
4.40,4.33,4.40,4.33
4.31,4.26,4.31,4.26
4.25,4.22,4.34,4.22
4.22,4.33,4.33,4.22
4.44,4.45,4.45,4.35
4.39,4.32,4.39,4.32
4.25,4.26,4.30,4.25
4.41,4.31,4.42,4.31
N/A,N/A,N/A,N/A
4.25,4.36,4.36,4.25
4.31,4.33,4.33,4.31
4.29,4.31,4.37,4.25
4.34,4.25,4.34,4.22
4.20,4.16,4.25,4.05
4.20,4.19,4.20,4.15
4.19,4.19,4.21,4.07
4.19,4.24,4.24,4.15
4.24,4.26,4.26,4.07
4.11,4.06,4.15,4.03
4.00,4.02,4.09,3.98
4.01,4.01,4.01,3.99
4.03,3.97,4.15,3.97
4.09,4.03,4.15,4.03
4.01,4.07,4.07,4.01
4.09,4.18,4.23,4.09
4.13,4.27,4.27,4.05
4.27,4.25,4.27,4.19
4.18,4.20,4.20,4.18
4.15,4.10,4.19,4.00
4.23,4.13,4.23,4.10
4.10,4.01,4.20,4.01
4.11,4.00,4.11,4.00
3.97,4.17,4.17,3.97
4.11,4.16,4.17,4.11
4.19,4.19,4.19,4.19
4.25,4.52,4.52,4.21
4.39,4.39,4.39,4.39
4.35,4.31,4.42,4.30
4.27,4.16,4.27,4.15
4.20,4.21,4.21,4.17
N/A,N/A,N/A,N/A
4.52,4.21,4.52,4.21
4.40,4.20,4.50,4.15
N/A,N/A,N/A,N/A
4.20,4.20,4.20,4.20
4.25,4.39,4.48,4.25
4.40,4.40,4.40,4.40
4.38,4.38,4.38,4.38
4.32,4.25,4.39,4.23
4.21,4.29,4.29,4.20
4.20,4.34,4.34,4.20
4.30,4.30,4.30,4.30
4.24,4.24,4.30,4.21
4.53,4.18,4.53,4.18
4.21,4.16,4.37,4.16
4.31,4.17,4.31,4.16
4.25,4.40,4.40,4.20
4.40,4.39,4.40,4.34
4.38,4.35,4.38,4.35
4.38,4.40,4.40,4.35
4.35,4.27,4.35,4.27
N/A,N/A,N/A,N/A
4.32,4.33,4.37,4.29
4.32,4.32,4.32,4.30
N/A,N/A,N/A,N/A
4.49,4.30,4.49,4.30
4.35,4.37,4.37,4.35
4.34,4.43,4.43,4.34
4.33,4.45,4.47,4.33
4.38,5.00,5.19,4.33
5.00,4.82,5.25,4.53
4.76,4.69,4.76,4.54
4.55,4.62,4.62,4.54
4.52,4.65,4.69,4.52
4.67,4.80,4.91,4.61
4.82,4.94,4.94,4.80
4.83,5.00,5.08,4.83
5.00,5.00,5.02,5.00
5.05,5.02,5.10,4.97
4.92,4.93,5.02,4.92
4.92,4.92,4.93,4.74
4.80,4.90,4.90,4.72
4.90,4.89,4.90,4.89
4.85,5.10,5.10,4.85
4.97,4.90,4.97,4.28
4.98,4.89,4.98,4.82
4.92,5.03,5.09,4.91
5.09,5.00,5.09,4.99
5.00,4.97,5.00,4.97
4.99,4.98,4.99,4.98
4.97,4.86,4.97,4.82
4.80,4.69,4.82,4.64
4.90,4.90,4.92,4.80
4.62,4.62,4.62,4.62
4.73,4.75,4.76,4.71
4.78,4.70,4.78,4.70
4.70,4.70,4.70,4.57
4.60,4.58,4.69,4.58
4.57,4.60,4.60,4.50
4.73,4.62,4.73,4.62
N/A,N/A,N/A,N/A
4.66,4.74,4.75,4.66
4.86,4.74,4.86,4.67
4.85,4.83,4.85,4.61
4.82,4.84,4.84,4.82
4.80,4.80,4.80,4.80
4.64,4.80,4.80,4.64
4.70,4.64,4.70,4.64
4.79,4.95,4.95,4.70
4.80,4.86,4.86,4.80
4.75,4.76,4.77,4.75
4.77,4.76,4.77,4.76
4.93,4.94,4.94,4.93
4.95,4.90,4.95,4.77
N/A,N/A,N/A,N/A
4.76,4.76,4.76,4.76
4.95,4.95,4.95,4.95
4.94,4.88,4.95,4.88
4.81,4.98,4.99,4.80
4.80,4.80,4.99,4.76
4.84,4.86,4.86,4.81
4.94,4.81,4.96,4.81
4.94,4.69,4.94,4.69
4.93,4.93,4.93,4.93
4.98,4.61,4.98,4.61
4.69,4.65,4.70,4.65
4.65,4.71,4.88,4.65
4.71,4.70,4.71,4.68
4.60,4.71,4.71,4.59
4.71,4.62,4.91,4.50
4.65,4.76,4.65,4.50
4.90,4.94,4.99,4.85
4.99,4.90,4.99,4.90
4.95,5.29,5.29,4.90
5.30,5.55,5.66,5.30
5.60,6.05,6.28,5.60
6.48,6.30,6.76,6.05
6.79,6.36,6.80,6.15
6.46,6.51,7.00,6.25
6.78,6.45,6.78,6.35
6.50,7.00,7.35,6.50
7.20,6.95,7.30,6.74
6.97,6.91,7.00,6.89
6.83,6.89,7.08,6.80
6.84,6.72,6.97,6.72
6.67,6.73,6.93,6.62
6.75,6.84,6.91,6.70
6.70,6.96,6.97,6.70
6.97,6.97,6.97,6.90
6.95,7.14,7.15,6.93
7.14,7.35,7.47,6.90
7.16,7.49,7.74,6.90
7.55,7.24,7.55,6.96
7.27,7.40,7.50,7.24
7.37,7.51,7.51,7.31
7.51,7.37,7.51,7.33
7.37,7.47,7.55,7.31
7.30,6.88,7.43,6.67
6.86,6.63,7.20,6.38
6.90,6.81,6.90,6.40
6.58,6.63,6.80,6.51
6.55,6.43,6.72,6.40
7.55,8.97,9.44,7.53
8.74,8.56,9.25,8.45
8.57,9.05,9.20,8.22
8.95,9.49,9.96,8.69
9.43,10.34,10.70,8.50
10.49,10.14,10.60,9.87
9.86,10.12,10.22,9.79
10.02,10.57,10.63,10.02
10.70,10.10,10.75,9.95
10.21,10.23,10.50,10.00
10.61,10.58,10.68,10.13
10.41,10.60,10.64,10.36
10.60,10.20,10.60,10.20
10.35,10.49,10.50,10.21
10.35,10.65,10.65,10.35
10.58,11.90,11.95,10.58
11.86,12.10,12.34,11.50
12.65,12.20,13.03,11.89
12.35,12.20,12.99,12.01
12.11,11.51,12.28,11.50
11.66,11.05,11.66,10.61
11.16,11.95,12.25,11.16
11.55,12.31,12.44,11.55
12.38,12.26,12.42,11.79
12.30,12.41,12.72,12.27
12.44,12.46,12.87,12.30
12.74,12.69,12.84,12.32
12.53,13.21,13.32,12.52
13.43,13.14,13.50,12.71
13.20,13.43,13.92,13.20
13.45,14.27,14.41,13.45
14.27,13.27,14.50,13.25
13.30,11.60,13.39,11.07
12.75,12.55,13.38,12.14
12.74,12.59,13.28,11.78
13.10,12.56,13.10,12.08
12.39,13.83,13.87,12.04
13.97,16.35,16.60,13.97
16.35,16.31,16.99,16.18
16.33,16.97,17.50,15.90
17.00,16.68,17.28,16.48
17.19,16.60,17.43,16.38
16.59,16.70,16.79,15.51
16.80,16.74,17.59,15.52
16.76,14.48,16.77,13.42
14.01,13.95,14.78,13.68
13.78,13.86,13.91,13.12
13.68,13.80,14.35,13.43
13.86,14.09,14.16,13.66
14.19,13.47,14.21,13.26
13.26,13.93,14.05,12.61
13.84,13.44,13.88,13.15
13.35,12.79,14.16,12.56
12.90,13.14,13.73,12.52
13.12,12.77,13.16,12.77
12.77,12.88,13.15,12.77
13.49,12.61,13.49,12.61
12.60,10.57,12.60,10.40
10.81,11.07,11.18,10.62
10.69,10.93,11.26,10.60
10.93,11.02,11.24,10.93
10.87,10.42,11.01,10.34
10.21,9.26,10.23,9.02
9.39,9.63,9.86,9.15
11.29,9.47,11.29,9.23
9.45,9.56,10.90,9.45
9.70,8.98,10.13,8.82
8.95,9.30,9.74,8.63
9.98,9.22,9.98,9.01
9.30,9.76,10.11,9.30
9.79,9.73,10.52,8.80
9.68,9.82,10.27,8.73
10.10,10.81,11.41,9.29
11.73,11.38,11.80,10.76
11.27,11.49,11.77,10.97
11.48,10.69,11.48,10.60
10.80,10.81,11.30,10.69
10.99,10.53,11.25,9.98
10.52,10.90,10.93,10.04
10.90,10.89,10.90,10.37
10.84,10.26,10.90,9.92
10.17,10.05,10.48,9.90
10.10,10.03,10.72,9.66
9.62,10.42,10.42,9.52
10.28,10.15,10.65,9.98
10.20,10.05,10.35,9.65
9.69,9.85,9.99,9.10
9.96,9.95,10.00,9.70
10.04,10.23,10.39,9.76
10.12,10.38,10.39,10.12
10.39,10.33,10.98,10.28
10.41,10.89,11.17,10.33
11.20,12.62,13.02,11.10
13.06,12.15,13.40,11.25
11.69,11.96,12.32,11.60
11.97,11.28,12.03,10.81
11.07,11.47,11.77,11.00
11.02,11.34,11.61,11.02
11.44,11.86,12.01,11.44
11.69,11.80,12.05,11.47
11.85,11.76,12.35,11.75
11.75,11.55,11.99,11.36
11.80,11.18,11.80,11.03
10.91,11.94,12.89,10.90
11.98,12.28,12.42,11.78
12.36,12.02,12.36,11.87
11.95,11.51,12.21,11.51
11.70,12.23,12.28,11.56
12.29,12.38,12.59,12.21
12.39,12.39,12.54,12.11
12.49,12.45,12.69,12.21
12.29,12.44,12.75,12.25
12.40,12.32,12.80,12.03
12.15,11.64,12.30,11.28
11.62,11.79,11.99,11.24
11.63,12.38,12.44,11.32
12.23,12.20,12.61,11.33
12.36,12.48,12.66,11.99
12.64,12.99,12.99,12.64
12.99,14.03,14.39,12.99
14.07,13.94,14.37,13.82
14.05,13.82,14.05,13.77
13.77,13.90,13.90,12.81
13.80,13.77,14.10,13.06
13.77,13.71,14.09,13.52
13.82,13.62,13.82,13.26
13.62,13.61,14.75,13.54
13.74,13.70,13.80,13.15
13.71,13.46,13.73,12.04
13.49,13.45,13.72,13.43
13.67,13.67,13.87,13.52
13.65,13.56,13.80,13.51
13.70,13.77,13.87,13.61
13.79,13.80,13.88,13.71
13.85,14.60,14.67,13.81
14.65,14.12,15.03,14.10
14.27,14.28,14.30,14.01
14.27,14.34,14.34,14.11
14.27,14.28,14.34,14.11
14.34,14.33,14.34,14.13
14.32,14.12,14.32,14.11
14.18,13.41,14.59,13.26
13.41,11.97,13.41,11.67
11.92,11.78,12.20,11.52
11.85,12.51,12.94,11.80
12.62,13.47,13.49,12.53
13.64,13.54,13.69,13.10
13.41,12.88,13.41,12.87
12.71,13.24,13.24,12.59
13.18,12.85,13.18,12.54
12.73,13.09,13.14,12.53
12.93,13.05,13.13,12.93
12.96,12.79,13.01,12.53
12.88,12.95,12.97,12.74
12.70,12.99,13.05,12.70
12.96,12.64,12.96,12.60
12.62,12.62,12.65,12.55
12.64,12.55,12.65,12.53
12.65,12.51,12.75,12.50
12.51,11.00,12.90,10.29
11.05,11.14,11.72,10.23
10.95,10.65,11.04,10.30
10.65,11.13,11.76,10.53
11.56,11.46,11.75,11.15
11.27,11.11,11.99,11.08
11.26,11.26,11.64,11.01
11.26,11.91,12.42,11.17
12.24,11.40,12.63,11.40
11.49,10.95,11.50,10.95
10.91,10.41,11.34,10.40
10.32,9.95,10.54,9.87
9.97,10.31,10.63,9.97
10.42,10.83,10.93,10.42
10.66,10.51,10.80,10.50
10.54,10.16,10.58,10.11
10.14,10.08,10.52,10.08
10.32,10.11,10.45,10.09
10.14,10.15,10.36,10.11
10.23,10.58,10.72,10.15
10.06,11.00,11.41,10.06
10.85,10.35,10.91,10.20
10.40,11.13,11.15,10.40
11.13,11.10,11.13,10.80
11.08,11.61,11.96,10.95
11.67,11.40,11.74,11.40
11.40,11.98,12.41,10.90
11.98,12.64,13.68,11.97
12.24,12.78,13.29,12.24
12.82,13.11,13.13,12.75
12.79,12.69,12.92,12.69
12.77,12.96,13.09,12.68
12.83,12.83,12.96,12.83
12.93,12.56,13.04,12.55
13.00,12.94,13.00,12.70
13.39,13.87,14.52,13.28
13.77,13.71,13.99,13.70
13.71,13.65,13.87,13.30
13.76,13.65,13.91,13.65
13.77,13.60,13.77,13.46
13.60,13.55,13.77,13.49
13.50,13.56,13.67,13.41
13.68,13.52,13.88,13.40
13.62,13.73,13.73,13.48
13.74,13.46,13.74,13.36
13.47,12.97,13.47,12.97
13.00,13.21,13.31,12.96
13.00,12.89,13.00,12.68
12.92,12.40,13.08,12.30
12.45,11.37,12.45,11.30
11.47,11.55,12.01,11.45
11.55,11.72,12.04,11.55
11.75,11.69,11.75,11.66
11.69,11.55,11.91,11.51
11.48,11.65,12.05,11.48
11.75,11.73,11.85,11.51
11.65,11.57,11.70,11.51
11.78,11.51,11.87,11.51
11.54,11.54,11.67,11.50
11.49,11.49,11.60,11.49
11.46,11.36,11.52,11.35
11.36,11.00,11.40,10.99
11.00,11.44,11.46,10.94
11.35,11.25,11.35,11.04
11.25,11.27,11.54,11.04
11.80,11.57,11.88,11.26
11.32,11.73,12.10,11.32
12.19,12.10,12.19,11.54
12.18,12.20,12.42,12.12
12.31,12.69,12.78,12.31
12.79,12.61,12.84,12.54
12.61,12.58,12.79,12.52
12.56,12.75,12.80,12.56
12.66,12.55,12.70,12.45
12.38,12.33,12.57,12.01
12.28,12.38,12.45,12.25
12.22,11.05,12.22,10.76
11.08,11.20,11.55,11.08
11.10,11.15,11.15,11.01
11.10,11.14,11.40,10.86
11.06,11.09,11.22,10.91
11.07,11.18,11.33,11.05
11.20,11.12,11.21,11.12
11.15,11.25,11.25,11.10
11.25,11.21,11.25,11.11
11.26,11.14,11.30,11.14
11.12,11.02,11.24,10.95
11.12,11.05,11.16,11.02
10.91,11.38,11.42,10.82
11.26,11.40,11.43,11.26
11.30,11.28,11.41,11.26
11.44,11.42,11.44,11.35
11.35,11.42,11.42,11.15
11.22,11.26,11.41,11.14
11.30,10.81,11.33,10.77
10.73,10.61,10.80,10.42
10.63,10.65,10.70,10.46
10.35,10.41,10.46,10.35
10.40,10.22,10.40,10.12
9.60,9.20,10.00,9.15
9.35,9.55,9.55,8.65
9.45,9.75,9.75,9.40
9.65,9.70,9.70,9.25
9.65,9.90,10.05,9.60
9.95,10.00,10.08,9.95
10.20,9.80,10.20,9.75
9.80,10.20,10.20,9.40
10.20,9.60,10.35,9.60
9.65,9.55,9.80,9.55
9.55,9.35,9.55,9.35
9.50,9.20,9.50,9.05
9.05,9.05,9.20,9.01
9.00,9.15,9.20,9.00
9.10,9.20,9.29,9.06
9.15,9.20,9.30,9.00
9.20,9.35,9.35,9.10
9.40,9.65,9.75,9.35
9.65,9.75,9.90,9.65
9.35,9.25,9.90,9.25
9.35,8.95,9.35,8.80
9.00,8.95,9.20,8.86
8.85,8.90,9.10,8.85
8.75,8.50,9.02,8.45
8.50,9.20,9.70,8.50
9.45,8.95,9.80,8.95
9.05,9.40,9.40,8.85
9.55,9.90,9.90,9.11
9.70,9.65,9.78,9.30
9.65,9.10,9.65,9.10
9.15,9.00,9.20,9.00
9.20,9.05,9.26,8.90
9.10,9.15,9.20,9.05
9.10,9.30,9.32,9.00
9.30,9.45,9.90,9.25
9.45,9.25,9.70,9.20
9.30,9.40,9.60,9.25
9.25,9.40,9.82,9.24
9.65,10.40,10.54,9.65
10.50,10.50,10.61,10.05
