BG,Bunge Limited Bunge Limited,NASDAQ
70.53,70.35,70.83,70.27
70.61,70.19,70.65,69.92
69.58,69.00,69.79,68.68
69.38,69.32,69.64,68.93
69.74,70.25,70.42,69.49
70.42,71.05,71.15,70.24
70.99,70.77,71.12,70.40
70.77,71.78,72.06,70.51
71.86,71.36,72.23,71.10
71.10,71.80,71.82,70.87
72.53,71.35,72.53,70.98
71.59,72.38,72.66,71.46
72.78,73.72,74.25,72.78
73.72,74.11,74.24,73.11
74.10,74.22,74.74,73.94
74.22,74.23,74.30,73.61
74.15,73.68,74.43,73.42
73.70,73.45,73.89,72.94
73.41,73.36,73.87,73.25
73.52,73.74,73.83,73.37
73.46,73.68,73.99,73.08
73.83,73.65,73.95,73.52
73.87,73.55,73.97,73.49
73.65,74.22,74.39,73.27
69.54,74.53,74.62,68.42
74.27,74.76,75.64,73.77
74.77,74.79,75.52,74.66
74.69,76.43,76.69,74.69
76.70,76.01,77.45,76.01
76.39,76.51,76.96,76.09
76.60,76.68,76.68,75.94
76.72,76.77,76.84,76.35
76.69,76.45,77.13,76.08
76.49,76.97,77.11,76.19
77.08,77.30,77.72,76.18
77.05,77.13,77.60,76.84
77.05,77.21,77.55,76.86
77.15,77.86,78.15,77.14
77.74,78.23,78.75,77.74
78.00,76.26,78.83,76.22
76.00,76.26,76.66,75.35
76.01,75.69,76.81,75.67
75.53,75.83,76.21,75.42
75.66,75.81,76.17,75.62
76.59,76.53,77.10,76.18
76.50,76.71,77.38,76.35
77.07,75.42,77.15,75.30
74.99,75.58,76.09,74.91
75.38,74.86,75.79,74.80
74.70,75.26,75.66,74.70
75.45,75.78,75.86,75.23
76.15,76.31,76.86,76.05
76.25,76.27,76.50,75.51
76.15,76.59,76.65,75.59
76.65,76.40,77.35,76.40
76.84,77.07,77.26,76.43
77.40,76.55,77.55,76.26
76.42,77.28,77.29,75.99
77.32,77.20,77.44,76.85
76.94,77.88,77.98,76.55
78.31,78.55,79.00,78.31
78.55,79.10,79.16,78.45
78.84,79.15,79.35,78.38
79.35,78.44,79.39,78.28
78.04,78.10,78.95,77.95
77.86,77.36,78.19,77.19
77.26,77.34,77.97,77.26
77.49,77.29,77.55,76.93
77.26,76.65,78.04,76.62
76.29,76.21,76.46,75.57
75.60,75.91,76.01,75.41
75.74,76.11,76.35,75.32
76.28,77.77,77.80,75.62
77.45,77.64,77.85,76.70
77.38,78.26,78.89,77.35
77.78,78.31,78.65,77.63
78.28,78.50,78.91,78.03
78.03,77.72,78.95,77.48
78.33,78.41,78.85,78.12
78.36,78.86,79.00,78.30
78.32,78.59,78.79,78.25
78.26,78.67,78.85,78.09
79.00,79.58,79.72,78.60
79.21,81.03,81.04,79.21
80.92,80.79,81.34,80.23
81.60,81.31,82.04,81.16
77.89,80.63,81.00,77.69
80.67,80.98,81.38,80.04
80.59,80.11,81.80,79.46
80.29,82.39,82.67,79.90
82.82,83.11,83.40,82.40
82.98,82.96,83.42,82.67
82.94,82.23,83.14,81.93
82.37,82.13,82.61,81.79
81.82,82.44,82.62,81.82
82.41,82.86,82.91,82.41
82.37,82.04,82.57,81.84
82.06,82.00,82.29,81.30
81.86,80.78,81.99,80.71
80.78,80.92,81.15,80.46
81.06,81.43,81.75,81.04
81.20,82.24,82.43,81.03
81.76,82.42,82.52,81.52
81.99,82.17,82.44,81.66
82.23,81.94,82.39,81.70
82.10,81.45,82.18,80.86
81.57,80.27,81.57,80.09
80.14,79.82,80.76,79.68
79.85,79.91,80.31,79.68
79.98,80.72,80.92,79.68
80.97,80.35,80.99,80.30
80.45,80.65,80.87,80.21
80.73,80.53,80.94,80.39
80.50,80.12,80.81,79.93
80.44,80.38,80.81,79.46
80.33,79.71,80.33,79.58
79.40,80.33,80.67,79.14
80.33,80.39,80.43,79.66
83.34,80.94,84.18,80.92
80.70,82.02,82.04,80.67
81.69,81.24,81.70,80.52
81.16,80.53,81.51,80.47
80.43,80.19,80.58,79.89
80.34,80.22,80.86,80.12
80.02,80.51,81.02,79.97
80.70,81.41,81.75,80.03
81.61,81.35,81.61,80.00
81.07,81.26,81.47,80.56
81.47,81.68,81.68,80.91
81.90,82.12,82.38,81.46
82.11,82.67,83.11,81.99
82.82,82.27,82.82,82.02
82.07,82.37,82.46,81.09
82.33,81.91,82.57,81.83
82.14,82.11,82.36,81.71
81.71,81.92,82.28,81.56
81.68,81.25,81.68,80.95
81.59,81.09,81.87,80.94
81.19,81.65,81.88,81.15
81.40,81.33,81.82,81.10
81.60,81.23,81.84,80.94
81.33,81.45,82.00,81.00
81.05,81.06,81.58,80.97
80.90,81.81,82.23,80.81
82.06,81.58,82.06,81.37
81.50,81.47,81.66,80.72
81.36,81.30,81.74,81.01
81.36,81.34,81.48,80.77
81.80,81.09,81.80,80.82
80.67,80.10,81.47,79.98
79.75,77.64,79.85,77.63
77.34,77.03,77.92,76.38
77.02,77.47,77.71,76.68
77.05,75.95,77.20,75.91
76.08,76.64,76.80,75.64
76.02,75.76,76.37,75.71
75.59,74.43,76.16,74.31
74.58,73.51,74.81,73.26
73.47,74.26,74.78,73.12
74.29,75.12,75.36,74.29
75.28,75.19,76.12,74.93
75.08,74.62,75.38,74.26
75.01,76.40,76.47,74.58
75.93,75.93,76.42,75.43
75.85,77.36,77.42,75.00
77.24,78.62,78.82,76.69
78.52,78.31,78.92,78.11
78.12,78.40,78.69,77.90
78.30,79.14,79.59,78.17
79.14,79.37,79.58,79.00
79.40,79.88,80.74,79.40
79.75,80.01,80.57,79.62
80.00,80.04,80.64,79.84
79.79,79.49,79.96,79.15
79.46,79.61,79.90,79.04
78.89,78.43,78.90,77.96
79.35,78.82,79.44,78.53
78.63,78.38,78.79,77.77
78.46,80.25,80.39,78.11
80.27,79.98,80.69,79.55
79.71,80.55,80.59,79.62
80.49,79.10,80.60,78.77
78.39,78.41,79.48,78.24
78.57,78.00,79.04,77.98
77.97,78.16,78.78,77.84
78.25,78.50,79.00,78.10
78.51,79.04,79.11,78.31
79.22,78.14,79.22,77.95
77.87,78.28,78.63,77.70
78.49,78.35,79.05,78.20
78.50,77.96,78.74,77.78
78.41,78.16,78.90,77.97
78.62,77.50,78.85,77.47
77.75,78.23,78.56,77.29
78.80,78.98,79.23,78.42
79.37,79.51,79.52,78.78
79.61,79.56,79.81,78.93
79.52,79.47,80.06,78.78
79.47,79.49,79.53,78.44
79.66,78.20,79.81,77.97
78.03,78.04,78.88,77.50
78.36,79.99,80.54,78.00
80.20,80.36,81.00,79.51
80.05,79.40,81.03,79.23
79.19,78.25,79.25,78.09
78.83,79.26,79.80,78.43
79.35,79.58,79.86,78.81
80.01,81.12,81.13,79.89
81.05,80.25,81.21,80.11
80.21,79.99,80.21,79.47
79.97,80.11,80.29,79.53
80.20,80.77,80.82,80.07
80.81,80.77,81.36,80.31
80.74,81.38,81.50,80.16
81.75,79.88,81.75,79.62
79.95,79.81,80.86,79.81
79.85,79.65,80.53,79.35
77.65,75.34,77.70,75.09
75.35,76.40,76.51,75.15
76.04,75.57,76.18,75.22
75.52,75.48,76.01,75.23
75.77,77.10,77.14,75.53
77.02,76.76,77.48,76.33
77.27,76.94,77.70,76.73
77.12,77.55,77.95,77.12
77.64,77.60,77.85,77.26
77.36,77.54,77.87,77.06
77.23,76.30,77.24,76.08
76.30,76.69,76.83,76.14
76.55,76.58,76.64,76.14
76.65,77.01,77.07,76.32
77.43,76.46,77.43,76.40
76.17,75.50,76.54,75.46
75.69,75.73,76.10,75.41
75.67,75.88,76.15,75.47
75.94,76.54,76.95,75.72
76.99,77.53,78.35,76.66
77.50,77.71,78.07,77.26
77.80,77.01,77.95,76.99
76.72,76.68,77.24,76.61
76.62,75.37,76.65,75.00
75.64,76.12,76.28,75.18
76.10,76.60,76.80,76.10
76.39,76.33,76.92,76.19
76.06,76.22,76.43,75.82
76.18,75.81,76.49,75.75
75.90,75.11,76.10,74.98
75.10,74.97,75.31,74.74
74.99,74.97,75.10,74.70
74.95,75.36,75.49,74.59
75.27,75.52,75.55,74.40
75.50,76.00,76.05,75.40
75.76,75.95,76.37,75.74
75.87,75.64,75.98,75.31
75.54,74.86,76.02,74.83
74.93,74.68,75.31,74.50
74.75,75.62,75.68,74.36
75.62,76.22,76.49,75.33
76.09,75.64,76.30,75.27
75.90,75.90,76.37,75.76
75.75,76.16,76.32,75.70
76.20,76.06,76.67,76.00
75.81,76.78,76.94,75.70
76.71,76.23,77.14,76.21
76.38,75.14,76.56,75.05
74.51,74.44,74.92,74.06
74.57,73.78,74.62,73.62
74.07,73.99,74.56,73.58
73.87,73.54,73.99,73.43
73.79,74.28,74.32,73.50
73.95,73.93,74.27,73.77
73.93,73.92,74.11,73.60
73.86,73.85,74.16,73.64
73.87,74.90,75.08,73.87
75.02,74.90,75.11,74.35
74.81,75.30,75.49,74.81
75.18,74.42,75.24,74.40
74.42,74.27,74.57,73.99
74.30,74.19,74.60,74.09
74.23,73.65,74.56,73.32
75.14,78.84,79.98,75.14
78.80,80.80,80.91,78.53
80.58,80.26,80.80,80.13
80.26,79.84,80.59,79.65
79.41,80.00,80.05,79.16
80.06,79.96,80.44,79.47
79.77,80.29,80.52,79.68
80.78,82.24,82.78,80.69
81.85,81.99,82.45,81.75
81.90,81.52,82.21,81.31
81.91,81.94,82.23,81.72
81.73,81.45,82.30,81.11
81.71,81.44,82.51,81.10
81.86,82.89,83.20,81.45
82.69,82.28,82.84,81.41
82.21,83.02,83.07,82.18
83.09,82.81,83.42,82.64
83.28,83.58,83.83,82.89
83.75,84.18,84.28,83.70
83.83,84.56,84.60,83.80
84.12,84.28,84.46,83.98
84.34,84.65,84.87,84.02
84.88,85.27,85.43,84.49
85.36,85.77,86.06,85.17
85.59,84.89,86.56,84.86
84.91,85.44,85.50,84.56
85.36,85.62,85.89,84.93
85.73,85.56,86.06,85.39
85.39,85.36,85.53,84.88
85.57,86.36,86.42,85.48
86.28,85.91,86.32,85.53
85.87,86.05,86.21,85.57
86.07,86.19,86.44,85.69
86.40,86.08,86.44,85.90
86.05,86.04,86.42,85.78
86.14,84.99,86.43,84.91
84.97,85.25,85.44,84.85
85.25,84.44,85.25,84.17
84.33,84.95,85.08,84.19
84.90,83.61,84.90,83.30
83.60,84.51,84.78,83.28
83.99,84.12,84.43,83.50
84.02,84.23,84.39,83.85
84.11,82.81,84.59,81.85
82.37,82.09,82.95,81.74
82.15,83.60,83.82,81.59
84.73,85.06,85.26,84.10
85.15,84.50,85.53,84.44
84.47,85.02,85.07,83.49
84.80,83.43,85.28,83.31
83.40,82.62,84.04,82.58
82.53,81.65,83.14,81.57
81.99,82.23,83.68,81.54
81.30,81.35,81.52,79.47
80.30,80.97,81.53,79.63
81.43,82.41,82.65,81.43
82.00,82.41,82.56,80.79
82.97,83.88,83.97,82.20
83.74,83.90,84.91,83.40
84.72,83.96,84.74,83.78
83.87,84.67,84.67,83.56
84.72,83.82,84.72,83.33
82.72,84.72,84.83,82.55
84.90,84.99,85.48,84.12
84.00,85.33,85.49,82.00
85.78,88.65,88.85,85.41
88.58,87.69,88.74,87.38
87.36,87.66,88.18,86.98
88.25,89.21,89.32,88.06
89.00,88.45,89.31,88.38
88.04,88.76,88.95,87.90
88.57,88.75,89.37,87.93
88.29,89.04,89.15,87.93
88.34,88.51,88.96,87.94
88.52,88.75,88.98,88.06
88.29,88.58,89.46,88.20
88.46,89.67,89.86,88.33
89.54,90.04,90.49,89.43
90.47,90.19,90.47,89.48
90.01,90.66,91.18,89.77
91.83,91.50,92.44,91.08
91.32,89.86,91.52,89.68
90.14,90.33,90.87,89.79
90.14,89.80,90.36,89.56
89.96,90.77,90.91,89.77
90.45,90.77,91.00,90.01
91.00,90.47,91.22,90.17
90.67,91.25,91.45,90.24
90.80,89.78,91.24,89.59
90.13,91.88,91.95,89.75
91.75,92.41,93.00,91.20
91.74,92.91,92.95,91.62
93.01,90.34,93.05,90.14
91.17,92.84,93.16,91.00
92.23,90.02,92.23,89.96
90.60,89.69,90.80,88.72
89.68,88.86,90.93,88.78
88.90,90.40,90.64,88.86
91.36,91.73,91.98,91.02
91.65,90.39,92.22,90.39
90.73,92.14,92.37,90.42
92.78,92.36,92.78,91.63
92.36,92.03,92.74,92.03
92.49,92.50,92.87,92.14
92.43,92.64,92.95,91.95
92.50,92.10,92.86,92.03
92.03,90.91,92.17,90.84
90.88,91.16,91.47,90.35
90.97,89.31,91.19,88.94
89.61,88.47,89.77,87.65
88.86,88.93,89.20,88.10
89.67,90.56,90.63,88.41
90.76,89.46,90.85,89.40
89.14,88.84,89.38,87.79
89.52,89.88,90.95,88.96
88.97,89.83,89.85,88.34
90.02,90.56,90.99,89.66
90.30,91.96,92.00,90.29
91.93,90.81,92.42,90.38
90.37,91.61,91.70,90.13
91.76,92.04,92.46,91.03
92.13,91.90,92.75,91.78
92.08,92.31,92.74,91.84
92.07,91.94,92.52,91.02
92.70,90.84,92.89,90.70
91.37,91.50,91.51,90.03
90.93,89.53,91.57,89.44
89.80,90.60,90.74,88.94
89.69,90.20,90.92,89.10
90.42,89.71,91.00,89.06
90.18,91.47,91.52,89.46
91.43,90.67,91.88,90.55
90.50,90.31,91.24,90.23
90.60,91.34,91.42,90.28
90.87,91.48,91.52,90.53
85.63,80.44,87.00,80.00
80.25,82.22,82.89,79.83
81.75,82.72,83.09,81.66
82.71,82.89,82.98,82.09
82.24,82.50,82.81,82.20
82.48,82.72,82.83,82.09
82.48,82.83,82.90,82.34
82.49,82.57,83.15,82.06
83.12,82.05,83.12,81.96
81.75,81.31,82.14,81.14
81.25,81.78,82.11,81.25
81.51,81.60,81.94,80.78
81.29,81.39,82.10,81.00
81.45,82.02,82.41,81.28
81.94,82.30,82.74,81.64
82.04,80.80,82.30,80.41
80.71,80.26,80.93,79.94
79.80,79.74,80.08,79.12
79.39,78.86,79.94,78.70
79.20,79.66,79.87,78.71
80.02,79.41,80.02,78.78
79.35,79.53,80.27,79.11
78.49,78.96,79.53,78.49
78.99,80.06,80.45,78.40
79.77,79.03,79.84,78.85
79.24,80.19,80.21,79.00
79.76,81.04,81.66,79.65
81.00,79.91,81.35,79.82
80.32,79.55,80.37,79.20
79.21,78.50,79.51,78.33
79.33,80.07,80.11,78.68
80.50,81.80,82.18,80.34
81.40,82.36,82.40,80.89
82.52,83.16,83.55,82.20
82.97,83.62,84.35,82.83
83.32,83.98,84.72,83.32
83.83,83.79,84.88,83.62
83.77,84.51,84.71,83.74
84.56,84.32,84.85,83.99
84.48,84.91,85.07,84.27
84.82,84.82,85.68,84.51
85.44,85.89,86.15,84.62
86.21,86.95,87.10,85.47
87.21,86.65,87.27,86.43
86.04,85.55,86.29,85.21
85.56,84.92,85.93,84.87
85.27,84.57,85.45,84.06
84.53,84.85,84.99,84.36
84.74,85.71,86.21,84.45
86.33,85.80,86.77,85.50
85.75,86.32,86.93,85.62
86.33,86.66,86.76,85.69
85.87,87.03,87.19,85.86
87.00,86.37,89.49,86.12
86.97,88.78,89.19,86.64
88.64,89.28,89.71,88.53
89.33,88.03,89.45,87.96
88.58,88.64,88.90,88.17
89.11,89.50,90.21,88.58
90.20,89.91,90.28,89.78
89.73,89.95,90.23,89.40
89.91,89.98,90.32,89.77
90.32,90.62,91.22,90.05
91.10,91.22,91.57,90.83
91.33,91.86,92.27,90.69
91.51,91.92,92.14,91.14
91.85,91.43,92.09,91.15
91.66,92.24,93.04,91.65
91.76,91.62,92.26,91.60
91.50,91.22,91.87,90.80
90.88,90.45,91.28,90.32
90.84,91.44,91.89,90.25
91.44,91.52,91.91,91.24
91.49,92.56,92.72,91.23
92.61,91.66,92.74,91.42
91.37,91.26,91.81,91.02
91.62,91.28,91.62,90.84
90.63,90.18,91.36,90.01
89.75,90.03,90.34,89.21
90.12,89.60,90.27,89.53
89.75,89.71,90.20,89.33
90.01,91.75,91.85,90.01
91.66,91.82,92.18,91.32
91.34,91.66,91.73,91.16
90.90,91.09,91.46,90.70
91.15,91.16,91.33,90.52
91.05,91.33,91.42,90.27
91.30,91.97,92.40,91.15
92.07,91.96,92.12,91.69
92.38,92.14,92.48,91.73
92.55,92.85,93.03,91.72
92.57,91.45,92.80,91.43
91.72,90.22,91.72,90.05
90.19,89.44,90.47,88.75
88.85,87.86,89.60,87.79
88.41,87.80,89.09,87.79
88.40,89.86,90.40,87.67
90.00,89.52,90.00,89.06
87.58,86.12,87.84,85.72
86.24,87.02,87.07,85.33
86.41,85.67,86.71,85.56
86.44,85.60,86.95,85.55
86.68,85.72,86.85,85.48
86.35,86.41,86.44,85.60
86.61,87.13,87.37,86.38
87.07,86.70,87.31,85.87
87.11,87.97,88.00,86.76
88.40,88.10,88.48,86.99
87.81,87.76,88.20,87.38
87.45,86.49,88.02,86.45
86.46,87.52,87.67,85.80
87.50,87.13,88.03,86.83
86.88,86.28,87.15,85.90
86.00,85.56,86.48,85.41
85.60,86.59,86.69,85.24
86.62,85.61,86.84,85.58
81.20,81.25,82.79,79.95
81.50,79.85,81.78,79.81
79.72,79.81,80.83,79.66
79.90,79.09,80.25,78.95
79.30,78.67,79.90,78.56
79.11,77.24,79.12,76.58
76.85,76.22,77.63,75.66
76.50,76.99,77.31,76.30
76.31,76.26,77.00,75.75
75.84,77.32,77.39,75.26
77.61,76.61,78.18,76.49
76.90,76.31,77.06,76.23
76.00,76.20,76.40,75.80
76.09,75.56,76.50,75.54
75.38,73.74,75.38,73.63
73.93,72.91,73.95,72.88
72.18,70.96,72.77,70.95
69.25,70.23,71.32,67.06
71.88,68.94,72.37,68.89
70.02,69.64,70.45,69.21
69.93,71.73,72.57,69.81
71.45,72.57,72.72,71.45
72.14,72.45,72.86,71.94
71.50,70.45,71.84,70.01
70.97,70.93,71.37,70.05
71.02,70.87,71.98,70.74
70.28,70.04,70.42,69.69
71.17,70.67,71.29,70.20
71.00,69.72,71.25,69.54
69.50,70.20,70.95,69.39
69.81,69.59,70.09,69.20
69.71,69.85,70.14,69.50
70.24,70.97,71.11,70.00
71.07,71.67,72.00,71.07
71.60,71.31,72.17,71.05
70.99,70.71,71.51,70.51
70.79,71.05,71.84,70.63
70.27,69.69,70.27,69.05
69.60,69.54,70.45,69.38
69.06,70.50,70.81,68.31
71.09,71.15,71.82,70.59
70.54,69.11,70.58,68.75
70.98,72.39,72.51,70.59
73.09,73.30,73.66,72.65
73.43,73.41,74.05,72.50
73.06,74.57,74.62,72.23
74.74,75.01,75.74,74.42
74.85,75.11,75.34,74.65
75.28,76.07,76.30,74.51
76.13,76.69,77.20,75.76
76.67,77.12,77.48,76.54
77.04,77.13,77.37,76.73
77.01,77.47,78.42,76.70
77.37,77.30,77.98,77.00
77.37,77.12,77.94,76.40
77.42,77.78,77.81,76.47
77.64,77.81,78.10,77.37
77.80,77.94,78.10,77.40
78.28,77.95,78.77,77.68
78.32,79.09,79.30,77.88
79.49,79.41,79.77,78.85
79.49,79.25,79.52,78.77
79.05,79.21,79.45,78.60
78.82,79.12,79.87,76.61
78.20,74.09,79.10,72.88
74.01,72.96,74.79,72.77
72.86,72.66,73.40,72.09
72.27,71.61,72.27,70.72
71.61,71.04,71.61,70.77
71.45,73.32,73.85,71.45
72.01,72.97,73.11,71.73
72.97,71.61,73.31,71.41
71.28,70.60,71.52,70.43
70.60,69.89,70.80,69.85
69.04,67.70,69.36,67.62
67.70,68.04,68.37,67.55
68.00,68.37,68.76,68.00
68.50,65.95,69.03,65.74
66.37,66.50,66.85,66.00
66.60,66.13,67.51,66.01
66.50,65.52,67.26,65.32
65.72,68.37,68.90,65.32
68.19,67.05,68.58,66.87
67.09,67.77,67.92,66.90
67.82,67.01,67.82,66.60
66.94,66.61,67.20,66.18
67.00,65.91,67.36,65.71
65.89,65.43,66.06,65.35
65.47,64.40,65.99,63.98
64.46,64.98,65.44,64.22
65.00,65.01,65.69,64.56
64.55,63.42,64.56,63.33
63.25,63.45,64.58,63.02
63.76,63.52,64.17,63.09
62.82,62.96,63.40,62.15
62.95,61.81,63.46,61.55
62.03,62.58,63.01,62.00
63.03,63.17,63.37,62.10
63.47,64.04,64.10,63.04
63.92,66.10,66.43,63.59
66.17,65.64,66.78,65.25
65.70,66.86,67.18,65.70
67.10,67.75,67.93,66.97
67.50,68.42,68.44,67.44
68.23,68.03,68.40,67.74
68.22,68.92,69.02,68.22
68.91,68.75,69.18,68.43
68.55,68.28,68.86,68.15
67.48,66.82,67.51,66.40
66.60,66.58,67.02,66.00
66.00,66.75,67.21,65.85
66.03,66.54,67.19,65.53
66.57,66.12,67.02,65.95
66.50,66.45,66.69,65.88
66.76,65.17,67.14,64.42
65.61,64.87,67.08,64.69
64.72,63.95,64.85,63.20
63.02,61.80,63.17,61.06
62.27,60.85,62.49,60.81
60.36,59.64,60.59,58.32
59.26,59.42,60.03,58.86
60.04,59.93,60.87,59.56
59.79,59.03,60.13,58.82
59.41,59.32,59.63,58.73
58.81,58.61,59.13,57.91
59.40,60.08,60.19,58.98
59.99,62.01,62.01,59.98
61.89,61.24,62.07,60.88
60.47,58.43,60.47,58.16
59.11,59.23,59.50,58.53
59.40,59.50,60.60,59.26
59.36,59.43,59.77,59.07
59.28,58.39,59.39,57.86
57.98,56.75,58.31,56.33
57.13,58.43,58.70,56.60
56.20,47.79,56.75,46.08
48.43,51.46,51.99,48.36
51.93,52.16,53.30,51.53
52.50,50.40,52.57,50.36
50.30,50.58,50.98,49.47
50.14,48.81,50.16,48.74
49.94,51.33,51.53,49.48
51.30,49.70,51.47,49.09
49.41,49.59,49.82,48.74
49.83,50.99,51.24,49.42
51.25,50.47,51.57,50.42
50.56,49.72,50.86,49.64
49.94,50.00,50.59,49.55
50.08,51.50,51.60,49.54
51.89,54.02,54.15,51.56
54.28,54.90,56.11,54.27
54.57,55.95,56.33,54.51
55.71,54.82,56.36,53.91
55.09,55.40,56.46,54.92
55.64,55.71,56.02,54.41
56.17,56.21,57.08,55.86
55.89,55.00,56.37,54.52
55.00,54.76,55.53,54.06
54.71,54.82,55.20,54.14
54.64,55.59,56.18,54.64
56.06,55.83,56.90,55.29
55.54,55.34,56.14,55.24
55.02,55.09,55.81,54.44
55.00,54.24,55.10,54.16
54.11,55.85,56.04,53.50
55.85,56.17,56.78,55.59
56.01,56.93,56.98,55.92
57.00,56.50,58.20,55.80
56.33,56.67,57.34,56.31
56.32,56.90,56.96,55.17
56.70,55.97,56.70,55.73
55.50,55.70,56.18,54.88
55.67,55.62,56.28,54.72
55.61,56.43,57.05,55.42
56.88,56.25,57.17,55.99
56.11,56.14,57.21,56.07
56.18,56.41,56.48,55.73
56.56,56.53,57.03,56.38
56.36,56.54,56.67,56.02
56.91,57.51,57.92,56.57
57.30,57.90,57.91,57.18
57.75,59.19,59.50,57.74
59.23,59.52,59.97,58.92
59.57,59.43,60.38,59.06
59.00,59.89,59.90,58.80
59.89,59.28,60.09,58.86
59.22,59.97,60.12,59.07
59.98,60.46,60.59,59.54
61.87,62.51,63.58,61.87
62.66,62.50,62.81,61.44
62.52,62.52,62.88,62.32
62.22,61.79,62.39,61.25
61.61,62.07,62.18,61.24
62.31,60.59,62.31,60.49
60.55,60.95,61.04,60.13
61.05,60.68,61.79,60.18
60.99,61.31,61.31,60.42
61.16,61.18,61.76,60.90
61.61,61.37,62.03,60.88
61.32,60.65,61.33,60.20
60.80,60.94,61.64,60.62
60.33,60.14,61.08,59.98
60.14,60.88,61.34,59.88
60.75,61.10,61.20,59.97
61.29,62.74,63.00,61.01
62.51,63.74,64.45,62.49
64.01,64.45,65.19,63.65
64.66,65.52,66.03,64.56
65.89,65.90,66.59,65.27
66.21,65.79,66.34,65.17
65.84,67.07,67.17,65.83
66.81,67.49,67.70,66.52
66.95,67.74,68.23,66.85
67.74,67.77,67.95,67.39
67.77,67.45,68.22,67.33
67.64,67.15,67.64,66.99
67.12,66.50,67.67,66.47
66.27,66.16,66.65,65.42
66.02,65.40,66.12,65.11
65.40,62.43,65.40,62.27
62.18,62.17,62.69,61.68
62.34,61.99,62.95,61.89
61.60,61.38,61.80,60.71
61.32,61.57,61.74,61.02
61.66,61.73,62.39,61.66
61.99,61.56,61.99,61.07
61.32,61.54,62.43,61.17
61.78,61.62,62.18,61.42
59.92,58.76,60.85,58.74
58.22,57.16,58.30,56.69
58.07,58.20,58.25,57.28
58.18,59.06,59.20,58.18
59.15,59.15,59.40,58.78
59.38,58.56,59.62,58.12
58.71,57.76,58.96,57.27
57.50,58.12,58.25,57.11
58.67,57.96,59.12,57.85
58.49,60.00,60.15,58.30
60.08,59.51,60.16,59.36
59.98,60.46,60.68,59.97
60.49,60.21,60.56,59.49
60.51,60.51,60.68,60.12
60.68,61.05,61.13,60.24
61.05,61.15,61.68,60.69
61.13,60.73,61.21,60.61
60.91,61.42,61.50,60.78
61.48,61.68,62.09,61.20
61.75,62.20,62.38,61.48
62.20,61.39,62.20,61.32
61.33,61.20,61.68,60.90
61.24,61.23,61.57,60.88
63.00,65.35,65.53,62.00
65.20,65.84,65.94,65.04
65.47,63.03,65.47,62.72
63.60,63.33,63.60,61.59
63.24,64.46,64.46,62.74
64.58,65.15,65.19,63.98
65.18,66.21,66.41,65.00
66.17,65.83,67.08,65.76
66.05,66.06,66.46,65.82
66.41,65.79,66.66,65.70
65.88,65.14,66.30,64.86
65.24,65.76,65.82,64.80
65.70,65.95,65.99,65.51
65.69,64.50,65.69,64.50
64.12,64.96,65.08,63.77
64.90,63.94,64.92,63.75
63.69,63.97,63.97,63.30
64.33,63.99,64.33,63.66
64.16,64.11,64.58,63.97
64.16,63.53,64.29,63.30
63.45,62.93,63.88,62.89
63.12,62.47,63.12,62.01
62.53,62.80,63.15,62.51
62.67,62.52,63.27,62.33
63.68,63.90,63.94,62.85
63.93,62.96,63.98,62.26
62.91,63.56,63.84,62.91
63.58,64.08,64.20,63.17
64.04,64.15,64.22,63.56
64.13,63.75,64.37,63.37
63.62,61.92,63.62,61.92
61.56,62.45,62.66,60.92
62.14,60.95,62.58,60.70
61.16,60.40,61.63,60.29
60.17,60.39,60.66,59.76
60.06,60.75,60.75,60.01
60.88,59.70,61.36,59.68
59.58,59.28,59.92,58.92
59.27,60.33,60.39,59.27
60.65,61.37,61.51,60.62
60.87,60.11,61.16,59.73
59.96,59.47,59.96,59.39
59.25,59.31,59.61,58.80
59.44,59.48,59.61,58.67
59.31,58.76,59.45,58.51
58.24,59.23,59.49,58.19
58.96,59.39,59.44,58.64
59.32,59.87,60.72,59.00
59.80,60.94,61.09,59.57
60.73,61.87,62.17,60.73
62.03,60.96,62.03,60.58
61.43,61.78,61.80,61.09
61.52,60.27,61.89,60.10
60.17,60.15,60.44,59.60
59.65,60.17,60.73,59.28
60.45,59.16,60.87,59.16
59.28,58.64,59.37,58.49
59.31,59.33,59.54,59.03
59.62,60.06,60.08,59.16
60.00,59.87,60.63,59.52
59.54,60.85,60.95,59.04
60.85,61.41,61.54,60.85
61.31,61.45,62.41,61.13
61.15,61.47,61.90,61.06
61.81,61.29,62.10,61.25
61.37,61.72,62.19,60.81
61.88,62.01,62.18,61.43
62.00,62.58,63.62,61.98
64.00,68.81,69.45,62.64
68.27,69.32,70.28,67.82
69.34,69.31,70.09,69.11
69.90,69.08,70.33,68.74
69.12,70.05,70.53,68.70
69.36,68.48,69.98,67.62
68.17,67.36,69.23,67.08
66.94,64.30,67.18,63.96
64.61,66.57,66.79,64.33
66.59,68.06,68.07,66.19
67.08,67.48,68.04,66.39
67.56,67.43,67.64,66.53
67.21,67.35,67.52,66.90
67.51,67.75,68.45,67.51
67.98,67.61,68.24,67.17
67.35,67.11,67.93,66.50
67.31,68.06,68.51,67.26
67.60,66.47,68.60,66.12
66.46,67.11,67.69,66.43
67.65,68.28,68.44,67.34
68.00,70.00,70.04,67.91
69.70,69.12,70.07,69.03
69.58,70.35,70.38,69.45
