CVCO,Cavco Industries,NASDAQ
48.05,47.57,48.95,46.80
47.27,48.43,48.87,47.15
48.89,49.82,50.23,48.68
50.14,49.59,50.65,48.75
50.07,50.19,50.50,49.58
50.00,50.45,50.64,49.61
50.71,51.61,52.49,50.71
51.73,51.00,51.75,50.68
51.75,51.59,52.04,51.09
51.85,50.69,51.85,49.76
51.00,51.06,51.38,50.62
51.29,51.25,51.38,50.82
51.39,51.45,51.70,51.11
51.75,52.96,53.00,51.75
52.82,53.44,53.97,52.66
54.44,54.35,54.64,53.11
54.57,54.53,55.78,53.52
54.94,54.85,55.32,54.16
54.97,55.21,55.77,54.74
54.87,55.40,55.90,54.87
55.14,54.10,55.77,53.77
54.41,54.66,54.92,53.75
55.19,53.77,55.19,53.22
53.45,53.96,54.19,51.60
53.39,54.27,55.69,53.39
53.96,52.96,54.79,52.90
53.43,53.16,53.74,52.81
53.22,54.79,55.64,52.01
55.68,55.18,56.76,54.58
54.49,57.69,58.74,53.46
56.30,55.20,57.22,54.62
55.42,53.25,55.42,53.05
52.93,53.65,54.36,52.12
53.38,53.28,53.65,52.85
54.02,53.42,54.02,52.31
52.69,54.10,54.18,52.69
53.50,52.80,53.99,52.34
52.77,50.79,52.77,50.31
50.19,52.70,53.79,48.40
52.31,52.92,54.91,52.10
52.49,51.99,53.56,50.85
51.87,54.46,55.01,51.87
54.10,53.12,55.40,52.24
53.53,55.98,56.40,53.53
56.07,56.08,56.76,54.01
56.42,56.02,57.22,55.98
55.05,54.01,55.78,53.81
53.79,52.93,56.43,51.69
52.64,53.33,54.04,52.50
53.07,52.54,53.27,51.74
53.21,51.14,54.47,50.77
51.06,51.80,52.01,50.35
51.13,52.18,52.31,50.37
52.32,53.77,54.94,51.76
55.37,57.22,57.67,55.24
56.97,56.22,57.91,55.64
55.91,57.20,57.80,55.91
57.79,56.38,58.50,56.20
56.83,57.99,58.08,56.43
59.21,57.46,59.21,57.01
57.54,57.09,57.70,56.05
57.27,59.86,60.20,55.91
59.34,59.59,60.34,58.98
59.67,58.40,59.82,58.35
58.90,58.25,58.90,57.26
58.53,58.77,59.71,58.24
58.11,57.87,58.86,57.47
57.85,58.30,58.56,57.25
57.73,57.52,57.73,57.41
57.00,56.95,57.37,56.54
57.23,57.75,57.92,57.02
57.27,57.54,57.69,56.94
57.54,56.00,57.54,55.56
56.10,56.24,57.39,55.70
56.00,55.72,57.05,55.26
55.98,55.52,56.29,55.25
55.77,54.34,55.93,54.01
55.15,57.19,57.19,55.15
56.91,59.01,59.20,56.91
58.82,58.71,58.82,58.10
58.68,57.98,58.68,57.42
58.54,57.59,58.60,57.45
57.47,59.98,60.68,56.88
60.74,60.45,60.74,59.50
60.25,57.53,60.25,57.31
57.96,58.87,59.05,57.74
59.74,59.40,59.90,58.99
59.62,60.90,61.11,59.62
61.07,60.40,61.14,59.95
60.06,59.61,60.16,59.01
59.64,61.90,61.97,59.45
61.46,60.77,62.39,60.75
60.46,58.57,60.86,57.38
58.29,57.41,58.29,55.50
57.37,59.02,59.43,57.37
58.83,58.00,58.84,57.73
58.26,57.77,58.28,57.43
58.34,57.66,58.88,57.55
57.65,57.04,58.39,56.22
56.26,56.00,56.83,55.41
55.06,55.77,56.58,54.73
55.62,56.73,57.15,55.41
56.86,58.34,58.83,56.83
58.28,60.01,60.52,58.28
60.27,59.69,61.25,58.53
59.81,60.13,60.80,58.63
60.62,58.57,60.62,58.06
58.43,59.88,60.27,58.43
60.19,59.97,62.19,59.63
60.15,59.76,60.81,58.55
59.67,63.49,64.00,59.67
63.07,65.51,66.34,63.07
66.30,67.47,67.49,65.70
67.21,61.52,67.21,61.13
61.09,61.40,62.40,60.51
60.91,61.77,62.00,60.54
61.49,61.99,62.44,61.46
62.71,63.99,64.45,62.71
62.76,63.90,65.10,62.76
64.20,62.73,64.76,62.26
62.85,61.05,62.92,60.54
61.00,60.61,62.15,60.06
60.90,61.50,62.20,59.79
62.03,62.45,62.48,61.81
61.33,62.50,62.61,61.22
62.80,67.91,68.71,62.80
67.61,67.55,68.90,67.03
67.98,70.38,71.63,67.98
70.17,70.33,71.51,69.59
70.22,69.79,70.74,69.70
70.37,69.60,70.37,69.10
69.81,69.57,70.18,69.06
69.69,69.29,69.69,68.89
69.66,68.70,69.70,68.50
67.41,69.38,69.38,66.60
69.46,70.68,71.18,68.99
70.54,69.92,70.54,69.21
70.75,69.18,71.16,68.91
69.15,69.91,70.04,67.83
69.99,70.34,71.19,68.75
70.25,72.52,73.52,70.25
72.36,72.73,73.41,72.21
73.39,75.60,76.09,72.82
75.60,75.17,78.48,74.70
73.98,73.83,75.85,72.91
73.84,73.41,74.87,73.40
74.23,72.54,74.23,71.83
72.94,74.99,75.43,72.94
74.37,76.95,76.95,73.48
76.10,73.43,76.10,72.53
73.74,73.36,74.56,71.00
74.36,75.37,75.57,74.01
74.69,74.17,75.21,72.94
75.15,74.47,75.52,74.03
72.04,78.12,79.50,72.04
77.44,72.83,77.44,72.52
73.20,73.01,74.30,73.00
72.65,72.78,73.12,71.70
73.19,73.90,74.27,73.00
74.31,72.94,74.31,72.82
73.17,73.08,74.74,72.31
73.30,73.16,73.41,72.44
73.01,73.11,73.50,72.23
72.68,74.16,74.19,72.68
74.29,74.10,74.80,73.80
74.07,74.12,74.90,74.07
74.00,72.62,74.16,72.04
72.30,73.82,74.00,72.30
73.51,75.16,75.92,73.18
75.67,76.52,78.07,75.67
76.90,76.75,76.99,76.35
76.89,78.44,80.00,76.70
78.04,78.68,79.29,78.00
78.34,78.45,78.92,76.61
79.44,78.71,79.99,77.82
80.00,81.24,82.54,79.30
81.00,81.30,82.41,80.08
81.83,81.29,81.83,80.18
81.37,80.37,81.37,79.52
78.70,80.40,80.97,78.70
80.83,82.19,83.86,80.83
81.54,82.90,83.20,80.65
82.87,80.32,82.87,80.15
80.00,81.56,81.92,80.00
82.29,81.56,84.68,81.25
81.25,82.58,83.00,81.25
83.60,82.08,84.80,81.70
81.93,81.22,82.90,80.50
81.80,80.35,82.38,79.58
80.35,77.88,80.35,77.36
78.10,78.41,79.33,77.72
79.32,77.15,79.99,76.75
77.49,77.52,77.75,75.42
77.43,78.64,79.25,77.43
78.84,78.45,79.90,78.03
78.37,79.20,79.70,78.37
79.40,80.18,80.47,78.49
79.81,80.10,81.00,79.29
81.10,78.18,82.99,77.80
77.42,76.04,77.42,75.57
76.53,77.51,78.00,75.76
77.07,79.26,80.69,76.51
79.41,76.86,80.97,76.66
76.49,75.85,77.88,75.83
76.82,76.56,77.22,75.29
76.47,75.67,77.20,74.66
76.25,77.83,77.99,75.71
77.82,76.40,77.82,76.04
75.99,78.03,78.18,75.61
78.20,79.25,79.47,78.20
79.30,78.60,79.50,77.80
78.60,80.07,80.39,78.60
79.97,77.62,79.97,77.26
78.17,77.75,79.79,76.44
78.40,77.67,78.40,76.93
77.63,77.95,78.38,77.05
77.63,79.11,79.66,75.00
79.02,79.87,81.00,79.02
79.50,79.73,80.09,72.43
79.73,76.79,79.73,76.48
76.99,76.30,76.99,74.64
76.39,75.26,77.23,75.01
75.07,75.26,76.47,74.79
75.73,78.59,79.06,75.73
78.61,77.17,78.81,76.74
77.18,74.64,77.58,74.17
74.04,74.40,75.89,73.10
74.34,75.02,75.28,73.80
74.51,74.73,75.06,73.80
74.87,73.06,74.87,72.03
73.55,73.86,74.35,73.36
74.01,76.89,77.15,72.30
79.41,78.75,79.64,76.40
79.41,79.10,79.71,78.43
79.30,78.90,81.45,78.80
79.61,78.15,79.78,77.40
78.30,76.77,78.53,76.47
76.01,75.11,76.01,74.10
75.11,74.92,75.90,73.86
74.93,74.64,75.47,73.63
74.65,76.10,76.69,73.69
76.65,76.08,76.77,75.68
75.75,77.79,78.29,75.75
77.57,77.70,77.94,76.93
77.08,76.14,78.29,76.00
76.30,75.39,76.35,74.83
75.88,75.43,76.00,74.39
75.03,75.97,76.93,75.03
75.75,77.60,78.16,74.72
77.44,79.27,79.60,76.54
79.40,81.33,81.55,79.30
81.90,81.79,82.06,80.77
82.76,81.85,82.92,81.30
82.09,82.10,84.30,81.36
81.50,84.02,84.40,81.26
83.98,83.82,84.09,82.35
83.43,83.97,85.45,83.36
84.29,85.30,85.77,83.72
85.89,87.41,87.90,85.89
87.17,86.49,87.38,86.27
86.73,86.92,87.31,85.98
86.55,83.61,86.55,83.47
84.42,83.51,84.42,81.12
84.19,83.10,84.43,82.76
81.80,81.81,83.00,80.91
81.44,81.12,81.76,80.85
81.90,81.77,82.78,81.48
81.37,80.58,81.37,80.15
81.38,81.88,82.84,80.39
81.37,77.55,81.60,77.30
77.54,79.65,80.12,77.54
78.60,77.99,79.18,77.87
78.00,79.26,80.01,78.00
79.30,78.50,79.99,78.01
78.56,76.68,78.85,75.48
75.88,76.44,76.75,75.35
77.21,75.40,77.21,74.93
75.62,75.65,76.40,75.06
76.22,74.34,77.57,73.96
73.14,71.39,73.15,71.02
70.70,72.44,74.61,70.50
73.04,73.37,73.87,71.79
72.75,72.06,73.61,71.62
71.60,71.51,73.38,70.96
71.79,70.19,71.79,69.41
70.38,72.84,73.70,69.05
73.52,73.85,74.31,72.57
73.54,73.11,73.95,72.46
73.30,73.00,73.57,72.50
73.00,74.00,74.40,72.70
74.74,73.64,74.74,72.81
74.45,75.12,76.82,74.43
75.64,76.05,76.42,75.50
75.88,75.31,75.88,74.83
75.20,75.50,75.90,74.90
75.45,75.36,75.86,74.66
76.27,73.99,76.39,73.75
74.07,73.34,74.17,73.21
73.50,72.75,73.55,72.71
72.55,70.38,72.55,70.09
70.49,71.43,71.89,69.78
71.62,70.45,71.62,69.80
70.98,68.68,70.98,68.54
68.81,68.63,69.85,68.61
68.50,67.59,68.78,67.14
68.34,68.60,69.33,67.89
68.95,67.93,68.95,66.88
68.14,69.96,69.96,67.54
69.22,70.11,70.55,69.22
70.00,67.53,70.20,66.66
67.34,67.41,68.19,66.25
67.55,68.12,68.45,67.21
68.73,70.84,73.53,67.99
71.84,69.41,72.10,69.13
69.74,67.76,69.98,67.59
67.44,66.84,68.77,65.95
66.37,67.14,67.75,66.37
68.10,67.18,68.14,66.92
67.99,66.32,67.99,65.29
66.32,67.91,68.18,66.00
66.72,68.68,69.00,66.35
68.67,68.00,69.44,67.50
67.64,68.08,68.67,67.64
68.31,68.92,71.55,68.00
69.54,70.58,71.12,68.15
70.90,68.01,71.34,68.00
67.21,66.37,67.60,66.27
65.81,67.08,67.36,64.90
66.82,64.91,67.85,64.50
64.74,63.75,65.91,63.53
63.92,63.73,65.22,62.79
64.11,67.32,69.04,63.71
66.25,71.02,71.76,62.08
69.49,69.83,71.64,69.24
70.87,68.82,70.87,68.58
68.67,69.43,69.81,68.16
69.67,71.04,71.45,67.76
70.23,69.61,72.46,69.39
69.03,72.08,72.75,69.03
72.31,72.57,72.57,71.18
72.72,71.30,72.72,71.04
71.95,73.05,74.00,71.55
71.51,72.81,73.92,67.55
71.53,74.37,75.06,70.28
80.15,72.87,80.65,71.73
73.21,74.68,75.64,73.21
74.79,75.12,75.29,73.74
74.40,74.29,77.41,73.92
74.25,75.35,75.57,73.11
75.38,74.49,75.38,73.76
74.80,75.11,75.81,74.21
74.65,75.70,75.96,74.65
75.55,75.98,76.03,75.22
76.79,74.88,76.79,74.70
74.96,74.92,75.04,74.30
74.51,74.26,75.10,74.16
74.95,75.08,75.46,74.61
76.79,74.31,76.79,73.98
74.44,75.28,75.65,73.29
76.20,74.81,76.67,74.41
75.86,76.09,76.22,74.00
76.26,76.00,76.79,75.34
75.45,76.06,76.77,75.45
76.43,74.13,76.46,74.12
74.28,72.77,74.93,72.70
72.38,72.14,73.48,71.80
71.85,73.56,73.78,71.00
73.27,73.17,74.72,72.88
73.06,74.52,74.71,73.06
74.70,73.32,75.10,73.32
73.21,76.21,76.24,73.10
76.09,73.30,76.09,73.30
74.00,74.32,75.36,74.00
73.44,71.97,75.65,71.01
72.23,73.58,74.36,71.67
72.51,74.16,75.04,72.51
75.19,76.49,76.85,74.60
77.40,79.69,80.71,76.92
79.49,79.42,80.49,77.42
79.53,79.46,82.32,78.05
79.20,79.17,80.96,78.98
79.88,79.59,80.00,78.43
80.21,79.60,80.35,78.98
79.40,79.70,80.18,79.30
79.69,79.54,79.95,79.39
79.67,79.27,80.30,79.14
79.96,77.75,80.62,76.61
77.41,76.67,77.75,75.76
75.90,75.53,77.11,74.52
75.57,78.18,80.53,75.57
78.82,78.89,80.25,78.18
78.86,78.98,79.50,78.57
79.00,80.26,80.99,78.50
80.63,77.09,81.89,75.75
76.11,75.12,76.83,74.76
75.47,71.21,75.47,68.93
70.97,74.93,74.94,67.32
75.00,72.06,75.00,71.51
72.00,70.41,72.73,69.99
70.58,71.56,72.15,69.58
71.90,70.36,72.29,68.03
70.66,72.81,72.97,70.66
72.78,73.26,74.39,72.12
73.50,73.56,74.99,72.35
77.83,76.75,77.83,73.72
75.72,73.51,78.19,70.50
74.09,74.27,76.19,72.76
74.05,75.47,76.24,74.05
75.55,78.87,79.45,75.28
79.38,79.16,79.59,78.47
79.42,78.97,79.50,78.17
79.73,78.05,79.73,77.59
78.16,78.26,78.81,77.23
78.79,72.87,79.04,72.19
73.24,75.52,75.93,72.40
76.00,74.07,76.00,72.46
74.46,73.80,74.46,71.15
74.90,73.87,75.79,73.08
74.15,73.40,74.22,73.00
73.15,72.71,73.25,72.27
72.71,72.72,74.75,71.54
73.31,73.17,74.47,73.00
73.72,72.58,73.96,72.33
73.00,71.98,73.15,71.48
71.66,71.66,72.32,71.25
72.59,72.67,73.15,71.13
71.97,71.53,72.83,70.33
70.73,70.76,72.01,70.03
71.46,71.19,72.49,70.61
70.60,69.56,71.61,69.38
69.89,70.13,71.21,69.49
69.73,69.04,70.38,69.01
69.56,70.36,70.62,69.30
71.03,72.63,73.32,71.01
72.58,72.26,73.15,72.01
72.91,71.85,72.98,71.40
71.44,69.45,71.90,68.79
69.06,71.51,71.73,69.06
71.61,72.04,72.54,70.74
72.59,75.21,75.57,72.59
74.90,74.92,76.74,74.41
74.92,76.06,76.83,74.39
76.37,73.75,76.37,73.58
72.89,72.37,72.89,70.82
72.64,75.03,75.50,72.16
75.02,76.85,78.75,75.02
76.70,75.06,77.90,74.55
74.46,72.79,74.95,71.82
70.40,74.40,74.50,70.27
74.90,74.92,75.50,72.72
75.61,73.01,75.61,72.85
72.81,73.40,73.46,72.25
74.25,73.33,74.25,72.17
73.84,72.09,74.35,70.39
72.07,70.94,72.09,70.77
71.20,70.93,71.43,69.24
71.12,73.15,73.76,71.12
70.70,70.62,72.57,70.57
69.25,68.19,70.10,68.13
68.40,68.43,69.16,66.62
68.29,68.70,69.71,68.29
68.90,68.69,69.08,67.71
68.29,67.81,68.89,66.37
67.58,68.37,68.53,67.24
68.61,66.11,69.93,66.01
66.00,69.24,69.62,65.98
68.57,66.84,68.57,66.29
66.94,65.57,67.62,64.54
65.84,66.20,66.74,64.81
66.91,65.74,67.44,65.21
65.41,66.99,67.30,65.18
66.77,67.21,67.53,65.25
68.45,68.89,70.14,67.24
69.89,69.05,70.56,67.68
68.92,68.19,69.25,67.83
67.39,67.43,68.00,66.77
67.34,67.68,67.79,66.34
67.69,69.09,69.21,67.54
69.06,69.20,69.42,67.94
68.99,70.60,70.86,68.97
70.31,69.91,71.33,69.49
70.25,69.54,70.25,68.55
69.47,69.56,70.25,68.22
73.01,70.70,73.93,68.69
71.00,70.90,71.54,70.01
71.41,72.20,72.27,70.57
72.17,72.65,73.04,71.49
73.00,72.53,74.58,72.02
73.21,73.09,73.39,72.02
72.84,74.32,74.62,72.63
74.70,75.16,75.19,74.21
74.69,74.50,75.28,73.01
74.14,74.83,75.04,73.60
74.94,74.14,75.20,73.97
74.00,74.75,74.99,73.76
75.02,75.56,75.63,74.27
76.07,76.27,76.43,75.59
75.82,75.90,76.42,75.60
75.53,76.55,78.01,75.20
76.86,75.44,76.86,74.55
75.44,74.50,75.81,74.20
74.25,74.29,75.47,73.95
74.52,74.17,75.72,74.16
74.91,74.99,75.28,74.55
75.37,75.50,75.54,74.63
75.67,75.96,77.26,75.38
76.00,76.12,76.68,75.49
76.48,76.66,76.76,75.32
75.86,75.21,76.66,74.72
75.91,75.44,76.24,74.84
76.02,77.26,77.29,74.93
76.96,77.37,78.00,76.80
76.93,76.87,78.28,76.41
76.76,77.37,77.93,74.99
77.00,75.79,77.00,74.94
76.61,75.90,77.04,75.72
76.51,76.42,76.90,75.51
77.08,76.40,77.10,76.08
76.54,76.25,77.09,76.05
76.46,74.08,76.46,73.90
74.98,74.88,75.24,73.90
75.00,74.57,75.30,74.42
74.61,74.00,74.62,73.55
74.53,72.78,75.07,72.61
72.44,72.59,73.31,71.86
73.11,70.02,73.11,69.82
70.26,69.99,70.26,69.25
69.57,70.94,71.27,69.40
71.08,72.01,72.99,69.23
71.90,71.86,73.09,69.77
71.61,71.58,72.47,70.95
71.60,73.08,73.55,71.60
72.80,73.52,73.75,72.80
73.14,71.77,73.29,71.51
70.80,71.66,72.50,70.80
72.37,71.40,72.61,71.39
71.38,73.26,74.00,70.30
74.00,73.52,74.74,73.33
73.14,73.22,73.94,73.11
73.29,72.44,73.40,71.70
72.77,72.71,73.93,72.44
72.47,73.44,73.76,72.47
73.47,73.20,73.67,72.60
72.90,74.43,74.79,72.90
74.17,74.16,74.85,73.34
73.51,72.68,73.97,72.68
71.50,73.17,74.18,71.50
70.28,71.50,72.38,70.25
73.46,69.65,73.46,68.39
70.81,71.19,71.90,69.32
71.75,70.18,71.75,69.31
69.73,71.58,72.71,69.73
72.80,71.55,72.80,70.66
70.56,71.00,71.87,69.12
71.48,72.38,72.90,70.03
72.32,71.27,73.05,70.48
70.52,70.13,71.38,70.01
71.02,73.43,73.64,70.12
73.51,73.50,73.52,71.72
73.00,74.03,74.34,73.00
73.83,75.36,75.95,73.83
75.39,72.31,75.81,71.92
72.79,72.03,72.89,71.40
71.87,72.31,72.79,71.42
72.29,73.59,74.94,72.03
72.76,71.28,74.00,69.53
72.13,70.16,72.51,69.76
69.78,67.25,69.78,66.32
67.74,67.76,68.20,66.89
68.13,68.32,68.94,66.22
68.86,69.92,70.25,67.39
69.51,67.81,69.94,67.72
67.67,68.05,68.41,66.71
68.74,68.09,68.74,67.49
68.43,69.37,69.99,68.15
68.91,69.37,69.64,68.01
70.88,73.01,73.38,70.74
72.75,70.42,73.08,70.18
71.02,73.36,73.82,71.02
73.80,74.99,75.56,73.51
75.15,74.80,75.43,74.38
74.90,75.14,75.89,73.62
74.34,73.82,75.84,73.73
74.35,72.10,74.92,71.10
72.41,75.08,75.93,72.37
75.40,75.34,77.01,73.76
74.79,76.92,76.99,74.79
76.63,75.92,77.59,74.83
75.88,77.00,77.36,75.18
77.17,78.84,79.26,76.95
79.10,81.80,82.00,78.31
81.32,81.04,81.84,79.94
80.98,80.56,81.50,80.14
80.21,83.62,83.83,80.21
83.63,82.75,83.80,81.28
86.76,98.60,106.55,86.76
98.38,97.55,98.67,96.14
97.65,97.19,98.42,96.63
97.66,96.67,98.65,96.27
96.90,95.65,100.87,95.05
95.13,95.19,96.10,94.55
95.18,93.87,95.45,92.01
93.49,94.25,95.16,93.12
94.73,93.62,95.10,93.08
92.68,91.40,92.96,91.19
90.89,89.52,91.00,89.52
89.30,90.08,90.27,89.12
90.03,90.40,92.16,89.04
90.87,91.80,92.49,90.34
92.77,91.70,93.21,91.32
92.11,91.77,92.41,91.26
91.99,91.53,92.27,91.23
90.68,92.04,93.98,90.34
91.57,91.79,92.76,91.15
92.13,92.56,93.28,91.40
93.20,92.70,94.00,92.04
92.66,92.54,93.42,91.90
92.51,90.90,92.55,90.44
90.84,89.25,91.61,88.48
89.20,91.07,91.39,89.06
91.32,89.80,91.50,89.28
89.00,87.21,89.00,87.10
86.73,84.27,87.62,83.87
84.20,84.21,84.43,83.76
82.76,82.23,83.22,81.61
82.05,81.47,82.05,80.54
81.71,81.99,82.41,80.68
82.17,85.28,85.42,81.87
85.23,83.30,85.32,81.85
83.03,83.73,85.01,81.93
83.80,82.59,85.20,82.05
83.10,84.39,84.47,81.80
84.54,84.41,85.66,82.85
84.06,84.44,85.14,84.01
83.85,83.54,84.82,83.34
83.92,85.10,85.37,83.77
85.18,84.99,85.70,83.91
84.89,83.31,85.68,83.29
82.15,81.54,82.47,80.90
81.84,81.53,81.99,80.80
80.54,80.78,81.41,79.40
79.23,78.00,80.34,77.76
78.53,77.48,78.53,77.23
78.18,79.30,79.98,77.20
79.97,82.28,82.76,79.97
82.69,81.26,84.61,80.58
81.45,79.60,82.31,79.60
77.27,78.68,78.83,76.63
79.82,78.69,79.82,78.51
77.88,78.91,80.15,75.72
78.91,77.98,80.20,77.20
79.02,80.14,82.00,78.41
81.98,78.27,81.98,77.59
78.18,80.62,81.42,78.18
80.15,79.21,80.45,78.64
80.00,79.24,80.40,78.10
86.89,83.86,87.73,79.30
80.42,82.93,84.08,80.42
81.74,78.41,81.74,77.32
79.32,79.39,80.79,77.77
79.34,78.63,81.22,78.19
78.50,74.41,78.50,73.83
74.00,73.21,74.79,71.92
72.18,73.04,73.91,71.71
73.47,73.40,74.39,72.92
72.20,71.86,72.89,70.28
73.85,76.82,77.02,73.41
77.75,78.48,79.13,77.16
79.02,79.57,80.15,78.05
79.22,77.89,79.73,77.84
77.50,79.00,79.93,76.41
79.77,79.38,80.00,78.00
79.32,78.96,79.95,78.58
78.26,80.06,80.68,77.83
80.59,81.04,81.23,79.52
81.24,81.92,82.55,80.38
81.57,81.14,82.91,80.30
81.94,83.77,84.47,81.46
83.73,83.88,84.00,82.12
83.72,86.05,86.20,83.37
85.87,87.97,88.57,85.25
87.66,88.15,89.59,86.79
87.46,86.30,87.71,85.93
86.81,88.12,88.21,85.70
88.38,87.28,88.38,85.68
87.27,90.29,90.38,86.80
90.01,88.31,90.01,88.30
87.62,86.76,87.97,86.41
86.60,88.35,88.80,86.60
88.13,89.65,90.28,87.54
90.20,89.95,91.16,88.08
89.17,88.40,89.47,88.23
87.84,87.85,89.36,87.43
87.84,87.34,88.04,86.90
87.00,89.03,90.71,85.90
89.32,90.41,90.88,88.50
90.48,92.52,93.77,90.48
95.25,91.71,95.25,91.22
91.58,93.46,93.85,91.58
92.76,93.20,93.83,91.87
93.37,91.59,93.37,90.90
90.82,90.25,91.87,90.11
90.50,91.14,92.55,90.50
90.76,88.26,90.93,87.46
89.26,86.45,89.26,86.26
87.05,87.70,88.93,86.88
88.05,88.13,89.90,87.77
88.72,89.72,90.23,88.15
90.10,89.72,90.99,89.09
89.25,90.30,90.92,88.96
90.07,91.21,91.48,89.58
91.34,88.05,91.42,87.95
87.83,89.09,90.78,87.83
89.34,88.90,90.69,88.69
89.45,89.35,90.00,88.07
89.34,88.73,89.42,88.24
89.21,90.40,91.19,88.31
90.61,90.29,91.15,89.52
90.35,87.09,90.35,86.86
86.96,87.69,88.87,85.73
88.46,88.84,89.71,87.87
88.00,86.31,89.43,86.05
85.57,86.72,87.28,85.57
86.98,86.81,88.17,86.67
86.83,87.68,88.10,86.50
87.30,88.02,88.93,87.30
88.40,88.55,89.00,87.14
94.50,96.54,97.15,93.06
96.98,96.45,97.29,94.65
96.40,95.91,96.40,94.70
95.73,95.33,96.57,95.13
95.01,93.95,96.09,93.26
93.83,94.20,95.35,93.24
93.97,93.57,94.18,91.65
94.08,94.25,95.34,93.25
93.81,93.64,98.21,92.81
94.28,95.75,97.01,94.28
95.40,94.90,95.89,94.64
94.75,95.68,96.01,94.41
94.62,100.23,101.62,92.17
100.22,99.32,102.53,97.37
98.83,98.62,99.57,98.20
98.07,98.67,98.98,97.66
98.28,97.90,98.69,96.65
98.39,98.33,99.49,96.58
98.68,99.04,100.01,97.86
99.44,101.01,102.04,98.55
101.22,99.46,101.57,99.29
99.76,97.28,99.76,96.96
96.79,94.68,96.79,94.59
94.53,94.42,95.00,93.24
94.52,94.32,95.62,93.58
93.55,93.19,94.29,91.17
92.92,90.68,93.21,90.26
92.05,90.54,94.34,90.31
90.80,90.41,90.86,87.18
90.63,91.36,92.48,89.74
92.03,92.32,93.00,90.49
88.28,89.04,91.76,85.56
88.85,87.56,89.10,86.01
88.55,88.71,90.93,88.31
89.71,91.13,91.87,88.76
90.76,93.70,93.80,90.41
93.38,92.62,94.97,91.77
92.11,92.03,92.97,90.63
91.63,93.61,93.81,91.54
94.28,95.10,96.19,93.60
94.90,96.82,98.52,94.23
97.71,99.05,99.81,96.76
100.05,99.91,101.58,99.20
100.04,99.96,101.03,97.97
100.41,98.75,100.42,98.55
99.37,98.83,101.81,98.68
98.79,102.61,103.10,98.79
101.23,100.49,104.60,100.12
100.68,101.42,102.53,100.05
101.60,100.99,101.60,99.56
100.62,101.26,101.88,99.58
101.20,100.00,102.36,99.95
100.16,100.30,101.28,99.39
100.12,100.18,101.27,99.07
101.29,100.40,101.55,99.55
100.55,99.38,100.55,98.54
99.08,99.67,100.52,98.81
99.40,96.99,99.67,96.42
96.75,97.20,98.55,96.24
97.45,96.78,98.57,96.48
97.05,97.30,97.91,93.55
98.39,97.92,99.04,96.41
97.63,97.50,99.30,96.99
97.03,97.17,97.92,91.72
97.62,99.19,100.30,97.06
99.10,100.42,101.23,98.31
100.53,100.75,103.38,100.14
100.80,100.92,102.40,100.80
101.45,99.70,101.45,99.18
98.93,100.97,101.53,98.93
101.08,101.03,101.99,100.47
101.18,102.28,102.85,101.08
102.68,103.77,104.00,102.23
103.17,103.42,104.29,103.06
103.42,105.40,105.74,102.65
105.93,104.13,106.98,103.24
104.16,104.90,106.97,104.16
105.97,105.04,106.52,104.14
105.97,104.57,105.98,103.50
104.92,104.34,104.92,103.00
104.48,107.06,107.06,104.33
108.07,106.83,109.43,106.52
106.24,108.28,110.67,106.24
107.54,104.23,107.54,104.14
103.89,101.17,104.01,100.03
100.45,101.16,104.72,98.42
100.18,99.02,101.40,97.93
99.00,99.16,101.90,98.24
99.16,99.18,102.25,98.45
99.25,98.55,99.84,97.47
99.22,95.15,100.96,94.24
95.54,95.45,96.60,94.55
96.24,94.94,96.77,94.26
95.44,95.95,97.18,94.86
95.51,94.73,96.49,94.11
94.71,97.05,98.18,94.02
96.84,96.77,100.50,95.07
96.71,98.00,98.36,96.36
99.74,97.00,99.80,96.15
97.77,99.05,100.28,97.05
98.32,98.04,99.02,97.30
97.94,98.05,98.92,97.22
98.67,99.07,99.85,98.32
98.51,99.01,99.45,97.83
99.32,98.32,100.58,98.12
99.19,99.65,100.16,98.82
99.73,99.30,99.83,98.42
99.07,99.72,101.97,98.50
98.61,98.43,99.75,98.18
98.55,97.76,98.83,97.38
97.50,96.90,98.10,96.69
97.85,94.75,97.85,94.75
94.50,94.50,95.10,93.00
94.50,92.60,95.50,92.15
91.70,92.90,93.10,90.40
93.50,94.25,96.80,93.50
94.15,92.00,94.25,91.95
92.00,92.35,93.90,91.70
92.05,91.25,93.78,90.25
90.70,91.70,92.55,90.70
91.65,92.40,93.40,91.00
92.60,90.05,92.60,89.70
89.75,89.15,90.40,88.90
89.15,89.25,91.50,88.95
89.50,90.50,92.55,89.50
92.00,91.45,92.15,90.65
90.35,91.35,92.38,90.35
91.35,94.70,95.90,89.00
95.55,94.20,95.55,90.25
94.40,95.75,97.70,93.00
96.15,92.95,100.00,92.70
92.75,92.50,93.20,92.30
92.50,90.30,92.50,90.00
90.25,90.90,92.55,90.25
90.90,91.25,91.45,88.65
90.70,91.25,92.60,90.70
91.50,93.45,93.80,91.50
93.30,94.75,94.95,92.02
95.00,95.35,95.45,94.60
95.15,95.05,95.40,94.45
95.50,95.55,96.40,95.00
96.20,94.55,96.20,94.35
94.50,93.50,95.92,93.00
93.10,93.55,94.50,93.10
94.00,95.85,96.00,93.50
95.98,97.30,97.55,95.80
