GS,Goldman Sachs Group,NASDAQ
166.31,167.22,168.65,165.57
165.79,167.71,168.89,165.79
166.39,165.83,168.12,164.65
165.68,167.22,169.35,165.01
165.80,165.10,167.00,164.66
165.12,164.89,165.73,164.00
165.69,167.35,168.93,165.60
167.50,166.67,167.75,165.70
164.30,161.05,164.38,158.45
159.10,157.78,160.90,157.66
158.96,160.26,160.70,158.55
158.46,158.22,159.35,158.07
157.49,159.28,160.00,157.00
158.07,156.14,159.33,156.14
158.45,158.45,159.20,157.00
159.16,162.50,163.25,158.84
161.31,162.31,162.50,160.95
161.66,162.65,163.19,161.49
164.52,161.59,164.77,161.44
161.96,166.14,166.14,161.89
167.00,166.45,167.75,165.75
166.41,168.47,168.47,165.90
168.25,169.48,170.92,167.90
169.67,167.33,169.99,166.84
166.64,165.21,167.29,165.11
165.69,164.46,165.91,163.21
163.92,164.04,165.00,163.12
163.74,166.05,166.90,163.65
166.54,168.23,168.88,166.50
168.67,169.60,169.68,167.90
169.10,167.60,169.70,167.17
166.79,169.83,170.00,166.41
170.00,169.19,171.23,168.83
169.40,167.63,169.78,166.57
168.09,167.64,168.25,166.99
167.58,168.16,168.80,167.01
170.55,173.05,173.25,169.85
173.87,173.08,174.00,172.00
172.05,174.00,174.49,172.00
174.51,172.21,174.59,171.98
172.70,170.69,172.89,169.36
170.00,169.76,171.29,169.20
170.50,169.36,171.43,168.32
169.39,171.67,172.31,169.18
172.04,171.57,172.60,171.00
171.19,175.00,175.00,171.19
174.75,174.68,175.34,173.05
169.46,166.49,171.49,165.86
166.55,165.69,167.06,164.01
165.88,166.20,169.20,165.12
165.99,166.30,167.07,165.75
163.05,161.98,164.79,160.12
161.70,161.31,162.84,161.04
161.13,164.03,164.25,161.11
164.16,161.77,165.09,161.42
161.38,163.62,163.72,161.23
163.86,165.33,166.25,163.61
165.15,165.05,166.64,164.20
164.99,164.64,164.99,161.84
164.88,164.83,164.98,162.76
164.79,167.13,168.10,164.60
167.02,168.55,168.72,166.26
168.23,166.01,168.23,164.66
165.15,165.34,166.65,164.68
165.11,166.66,167.69,164.81
166.15,167.52,167.80,165.51
167.32,167.91,168.44,166.82
168.56,168.81,169.90,168.00
168.54,167.16,168.69,167.00
167.04,168.04,168.30,166.85
165.67,162.94,165.76,162.35
162.63,163.09,164.80,161.77
162.20,163.44,163.90,161.32
164.05,165.12,165.88,163.52
165.53,163.78,166.25,163.11
163.55,161.31,164.49,161.30
161.58,161.69,163.33,161.11
162.71,164.49,165.18,162.69
162.88,161.00,163.00,160.36
161.41,159.15,161.84,158.50
159.43,161.30,161.78,159.04
161.85,162.35,163.72,161.58
160.80,160.27,161.00,159.99
159.85,160.68,161.55,159.84
159.94,158.43,160.50,158.02
156.06,157.25,158.05,154.85
157.23,154.38,157.24,153.26
155.93,155.75,156.35,153.95
156.60,159.96,160.25,155.24
161.62,160.21,162.15,159.90
160.64,160.79,162.21,160.12
160.02,159.53,160.23,158.24
160.35,159.91,160.50,158.83
160.51,157.97,160.51,157.70
158.20,156.47,159.29,156.41
156.60,158.47,158.70,155.53
159.03,159.07,160.43,157.47
157.38,158.60,160.07,157.32
159.77,160.23,162.00,159.66
160.76,158.90,160.88,158.60
158.46,158.91,159.15,157.62
159.89,161.89,161.99,158.85
161.99,162.40,164.40,161.57
163.49,160.96,163.62,160.82
160.54,161.47,162.91,160.54
160.25,160.42,161.44,159.45
162.50,160.17,163.98,159.83
157.51,155.79,157.60,155.25
156.18,155.13,156.95,154.63
154.05,153.78,154.88,151.52
156.09,151.86,156.10,149.55
153.17,152.70,154.15,151.50
153.09,153.51,154.33,152.70
152.58,152.19,152.59,151.18
151.89,153.27,153.95,151.78
153.60,152.86,153.85,152.00
152.55,150.60,152.60,150.20
150.28,151.01,151.87,149.64
152.20,151.30,153.07,151.07
150.97,151.87,152.80,150.68
152.25,151.52,152.46,150.95
150.87,150.41,151.22,149.95
151.47,150.10,151.97,149.53
149.70,149.12,149.87,148.80
149.02,150.40,150.74,148.52
150.00,147.88,150.00,147.65
145.99,142.75,146.78,140.66
142.39,141.46,142.52,139.25
140.89,140.60,143.39,140.26
140.26,140.81,141.95,139.08
140.93,140.84,141.82,140.21
141.23,139.34,141.30,138.43
138.18,134.99,139.64,134.79
133.64,135.84,137.19,133.64
136.27,136.34,136.76,135.03
135.67,136.24,137.59,135.51
136.20,136.26,136.70,135.34
136.25,138.66,138.96,136.23
140.82,140.73,142.30,139.88
139.95,136.17,140.00,136.10
136.65,134.38,136.73,131.50
132.98,135.33,137.17,132.89
134.75,133.90,135.22,133.14
134.38,132.99,135.76,132.99
132.63,131.59,134.89,131.50
131.99,133.53,135.10,131.83
133.21,135.92,137.25,132.52
136.13,137.53,137.97,135.92
138.20,137.10,138.95,136.54
136.07,134.85,137.59,134.01
134.63,136.09,136.89,134.15
137.83,137.23,138.79,137.21
136.42,135.14,136.73,134.36
135.50,135.96,137.19,134.30
135.59,134.52,137.78,134.43
133.10,132.36,133.83,131.64
132.81,130.91,133.45,130.82
130.75,130.71,131.86,129.80
131.34,129.26,131.34,128.30
129.73,132.53,133.23,129.50
133.05,133.09,133.80,131.50
133.43,136.65,136.72,133.09
135.90,134.50,136.05,133.00
133.78,133.89,134.44,132.82
135.09,135.01,136.20,134.72
133.32,134.08,134.40,133.17
132.75,132.02,133.43,131.07
131.42,130.31,132.66,130.10
130.74,129.92,131.77,129.70
131.70,129.89,132.20,129.75
131.31,130.16,131.51,129.18
129.58,129.33,130.16,127.50
125.73,128.49,129.93,125.50
128.00,132.75,133.80,127.58
133.52,135.58,135.98,133.25
135.03,135.49,136.47,134.44
134.17,136.85,137.13,133.50
136.61,137.60,139.25,136.02
136.79,134.72,137.25,134.44
134.97,135.84,138.13,134.65
134.10,134.97,136.60,133.13
136.92,134.15,137.34,133.75
132.08,131.23,134.76,131.18
131.35,132.08,133.27,130.71
130.84,126.23,131.89,126.21
127.75,125.18,129.23,122.35
122.08,117.66,125.44,112.11
120.51,122.73,123.15,111.60
119.58,110.34,119.67,110.04
112.94,118.10,119.75,112.25
119.82,116.47,120.88,115.29
117.57,119.13,119.70,116.00
117.60,116.87,119.78,115.50
117.36,117.25,118.75,116.55
112.15,113.14,114.50,112.04
111.87,111.76,115.30,111.11
114.17,106.51,114.49,105.10
106.02,106.86,108.80,103.16
106.90,110.31,110.74,106.39
114.51,109.84,118.10,108.11
108.63,111.75,112.58,107.72
113.65,116.07,116.54,112.33
115.33,115.18,116.00,113.25
115.40,116.22,117.80,114.67
115.55,112.16,115.55,111.60
108.58,107.06,109.24,105.80
103.67,104.56,105.60,103.43
106.00,108.34,108.79,105.00
107.13,104.79,108.00,104.74
104.38,102.25,105.82,102.22
100.79,102.92,103.00,99.78
103.41,104.09,105.18,101.50
104.91,104.54,105.88,103.53
105.17,107.97,108.19,105.10
109.07,107.49,109.66,105.91
105.32,104.81,105.60,103.25
105.00,102.61,105.27,102.53
102.81,97.86,102.83,97.72
95.96,93.98,96.03,91.40
92.84,95.18,96.52,92.80
96.19,99.14,99.73,95.00
101.20,99.55,104.08,98.78
99.98,96.32,100.81,96.21
98.65,99.87,99.98,97.20
98.28,94.55,98.40,94.46
93.74,90.08,95.72,89.88
88.32,94.58,95.22,84.27
93.87,94.29,95.54,90.82
94.00,97.93,98.00,91.76
98.07,92.69,98.07,92.25
94.92,96.14,96.39,93.95
94.56,96.70,98.81,94.00
98.20,99.11,101.13,96.39
97.87,96.15,98.02,94.52
96.79,96.73,97.84,94.65
95.51,96.90,97.89,95.17
98.19,102.25,103.74,96.55
101.55,100.79,104.94,100.32
101.69,100.86,102.17,98.28
101.74,102.09,103.06,100.59
102.65,103.98,104.73,102.58
103.05,100.44,103.17,100.08
101.90,106.33,106.74,101.36
110.33,116.40,117.53,110.00
114.34,115.86,118.07,114.00
112.79,109.55,113.89,109.48
103.49,103.54,107.10,102.71
106.45,106.13,107.25,104.75
108.03,107.68,108.71,102.09
106.33,105.04,106.57,103.81
104.95,105.57,106.15,103.75
106.41,108.58,109.26,106.20
104.99,99.67,105.00,98.83
101.87,99.50,101.94,98.14
100.89,101.66,102.20,100.26
100.52,99.29,100.61,98.38
98.30,99.75,101.02,98.06
98.87,95.60,98.99,95.25
95.99,92.35,96.44,91.82
92.47,91.91,93.39,91.31
90.18,91.30,92.29,88.90
90.71,89.40,91.80,88.61
88.98,87.89,89.28,87.60
88.06,88.75,91.44,87.74
92.72,90.78,93.75,89.37
90.35,88.81,91.29,88.65
92.40,95.86,96.01,91.37
94.58,94.43,95.62,93.20
95.53,97.25,102.42,95.53
99.56,99.82,102.19,99.05
99.64,101.16,102.10,99.00
100.27,105.13,106.10,99.05
103.68,99.92,104.69,99.38
101.12,101.45,103.58,100.79
99.34,98.03,99.45,97.52
99.19,95.04,99.94,93.35
93.78,93.25,95.71,92.45
94.74,91.90,95.10,91.90
92.71,90.10,93.59,89.90
90.62,87.70,90.92,86.90
89.82,90.98,91.50,88.15
91.04,92.00,92.21,89.28
92.12,94.42,94.95,91.79
94.80,93.79,95.00,92.73
93.50,91.90,93.84,91.83
91.66,90.12,92.44,90.04
90.59,91.01,91.43,90.25
90.53,90.43,91.14,90.14
92.97,95.36,96.43,92.83
94.73,94.74,95.13,93.68
93.95,94.58,95.80,92.50
93.80,93.42,93.96,92.42
93.49,94.69,95.11,92.96
97.36,98.33,99.48,97.04
97.94,99.76,100.62,97.50
100.56,101.21,101.45,98.26
98.00,98.96,99.43,97.00
98.62,97.68,101.84,96.95
99.00,104.31,105.83,97.80
106.25,107.68,108.30,104.88
107.32,108.74,109.43,106.60
108.49,108.19,110.90,107.52
106.79,108.87,109.10,106.25
106.23,108.27,108.95,105.93
108.61,108.56,110.30,108.03
107.77,111.77,112.20,107.62
110.37,109.73,110.42,108.77
110.69,111.47,112.50,109.16
112.61,113.45,116.65,111.61
114.34,113.39,115.41,112.71
115.61,117.53,117.57,115.40
116.39,117.39,117.60,116.33
116.77,115.98,116.98,115.31
116.61,116.15,117.04,114.54
117.19,115.88,117.39,115.05
114.52,114.12,115.66,113.26
115.86,114.53,116.07,113.98
113.66,112.87,113.85,111.40
113.28,113.17,115.25,112.91
112.45,114.74,114.98,111.62
115.46,115.91,116.65,114.83
116.22,116.63,117.91,115.93
116.22,114.36,117.14,114.29
114.62,115.80,115.82,113.22
116.32,115.87,116.97,115.11
114.52,116.23,116.65,113.94
116.00,117.11,118.66,115.25
116.51,115.14,118.13,115.14
115.97,121.13,121.24,115.84
121.41,119.96,122.18,119.86
119.60,118.63,119.95,117.51
116.12,113.67,116.24,113.11
114.66,116.40,116.73,114.29
117.73,117.17,118.68,116.08
117.62,117.29,118.49,116.24
117.70,116.99,117.87,116.28
118.40,124.54,124.85,118.40
124.52,120.37,124.87,119.82
121.73,123.06,123.55,120.12
123.10,122.93,123.50,121.06
122.93,124.30,126.00,122.20
123.49,126.02,127.86,123.26
126.68,125.99,127.51,124.51
124.79,124.74,125.57,124.09
125.86,126.18,126.80,124.51
127.26,128.07,128.21,126.44
128.59,126.33,128.72,126.20
126.10,126.36,127.24,124.09
125.66,123.76,126.60,122.89
124.69,124.37,125.47,122.93
124.14,124.90,125.54,123.38
124.32,122.71,124.43,121.70
120.82,119.96,121.63,119.86
119.45,118.00,120.59,117.63
116.06,117.02,117.99,115.67
117.28,114.56,118.22,114.45
116.37,115.93,117.02,115.56
116.57,120.39,120.41,116.00
119.99,115.09,120.09,114.89
117.12,117.73,118.41,114.96
119.37,116.86,119.77,116.24
114.76,115.33,116.79,114.23
115.10,113.60,115.48,112.47
113.91,112.44,114.17,112.32
110.52,111.75,111.94,110.07
111.56,114.11,114.25,111.04
115.11,113.98,115.11,112.72
113.43,114.56,115.55,113.08
114.23,114.41,114.99,113.34
114.19,115.15,115.30,113.61
114.84,115.33,116.48,114.15
114.10,113.77,114.47,112.77
113.98,111.53,114.28,110.81
110.78,108.99,110.90,108.80
108.53,110.04,110.86,108.29
108.99,109.37,110.19,107.77
107.30,107.29,108.64,106.66
108.56,106.32,109.36,106.12
103.42,102.13,103.79,101.59
100.86,99.77,101.07,99.32
100.14,99.87,101.77,99.78
100.55,98.20,102.14,98.20
98.57,97.08,99.94,97.08
97.53,95.49,97.90,95.00
94.80,96.51,97.55,94.00
96.88,97.53,99.95,96.59
96.75,98.04,98.51,95.51
98.32,96.86,98.50,95.84
96.54,96.70,97.78,96.51
97.01,97.86,97.88,95.38
96.68,94.61,96.90,94.41
94.90,95.70,96.65,93.70
94.07,92.64,94.20,92.19
92.76,91.00,93.02,90.55
90.96,92.21,93.00,90.71
93.04,94.96,95.07,92.90
96.64,94.00,97.50,93.29
93.63,94.54,94.84,92.89
96.01,92.80,96.76,92.66
92.91,94.04,94.04,92.52
93.32,92.72,94.42,92.27
92.94,93.82,94.29,92.51
93.68,95.66,95.77,92.75
95.24,93.63,95.27,93.32
94.30,96.37,97.47,94.15
97.01,96.55,97.60,95.37
96.80,93.90,96.87,93.87
95.32,93.63,95.32,93.16
92.36,91.22,92.40,90.66
91.49,91.03,91.83,90.43
91.19,93.27,93.79,91.02
92.09,93.49,93.52,91.33
96.01,95.86,96.18,94.52
96.56,97.13,97.30,95.59
97.13,98.60,98.77,96.63
98.21,95.92,98.21,95.89
94.64,95.47,96.00,94.50
94.84,94.47,95.35,93.67
94.86,94.25,95.30,93.15
93.88,95.13,95.47,93.75
94.34,94.02,94.74,93.23
94.92,97.43,97.86,94.80
97.73,97.68,98.15,95.96
100.24,97.98,100.49,97.18
97.35,96.51,97.81,96.18
96.60,95.00,96.64,94.55
94.47,94.16,95.30,94.10
91.94,93.16,93.42,91.15
93.38,94.47,94.60,93.21
95.06,95.96,96.69,94.85
97.44,98.06,98.20,96.75
98.41,101.64,102.05,98.12
101.15,100.88,102.18,100.35
100.26,100.90,101.78,100.00
101.27,100.09,101.76,99.82
98.50,97.81,99.03,96.72
99.35,100.98,101.36,99.00
101.25,102.02,102.85,100.75
102.38,103.24,104.38,102.33
102.50,102.50,103.31,102.17
102.41,103.60,104.00,102.30
103.37,103.02,103.38,102.12
102.55,103.61,103.97,102.55
104.15,103.26,105.63,102.91
103.35,103.13,104.50,103.05
103.26,103.49,103.93,102.60
103.45,103.60,103.61,102.80
103.32,105.28,105.50,103.14
105.69,105.32,107.34,104.75
104.77,104.67,106.35,103.67
104.59,104.08,104.99,103.65
103.56,104.96,105.22,102.23
105.12,105.12,105.85,104.58
104.46,105.03,105.89,104.20
105.36,105.53,106.29,105.04
104.74,104.72,105.20,103.95
105.41,105.72,106.58,105.31
105.55,106.41,107.25,105.54
106.90,109.94,110.00,106.79
110.61,113.54,113.78,110.01
113.80,116.33,116.75,113.55
116.06,114.68,116.25,114.54
115.23,116.69,117.76,115.02
117.40,118.24,118.46,116.69
117.99,120.67,121.05,117.68
121.26,121.36,122.60,120.48
120.32,119.90,121.11,119.51
119.43,119.88,120.36,118.75
120.37,119.02,120.37,119.02
117.64,117.63,117.82,116.24
118.36,116.72,118.38,116.56
116.34,116.60,117.43,114.90
117.13,113.50,117.65,113.50
113.22,113.08,113.64,111.90
113.74,115.23,115.86,113.72
115.01,113.68,115.01,113.23
116.67,116.86,119.02,116.40
117.55,117.25,118.24,117.09
117.62,117.91,118.17,116.22
118.66,119.90,120.36,117.93
120.83,119.31,121.40,118.58
118.28,119.46,119.72,118.15
119.39,119.63,120.74,119.02
119.50,120.08,120.25,119.06
120.95,121.99,122.94,120.75
121.62,120.20,122.28,119.89
121.70,124.50,124.61,120.75
124.23,123.22,125.97,122.35
123.32,124.92,125.05,123.05
123.80,125.15,126.48,123.19
124.46,123.62,125.17,123.02
122.02,122.77,124.36,121.92
120.47,119.00,121.66,118.12
119.83,119.77,121.35,119.77
120.83,119.72,122.19,118.65
119.24,119.44,120.38,118.38
119.73,122.39,122.60,119.66
122.82,124.85,124.88,122.36
125.35,123.25,125.89,123.06
123.19,124.08,124.46,122.11
124.33,126.25,126.73,124.30
122.80,117.98,123.12,117.97
119.21,115.27,119.84,115.26
114.71,116.15,117.85,113.84
116.79,117.24,117.84,116.30
115.89,116.47,118.35,115.08
116.65,114.24,117.45,113.88
114.51,115.44,116.36,113.91
115.53,115.84,116.57,114.23
117.20,118.30,119.19,117.19
117.93,118.09,118.75,117.37
118.18,117.70,118.23,116.83
118.67,120.31,120.31,118.27
119.16,120.94,120.95,118.50
120.50,118.41,121.34,118.38
117.25,119.33,119.33,116.57
120.00,118.73,120.45,118.52
117.96,117.79,119.44,117.69
118.42,118.40,119.64,118.07
118.12,116.58,118.39,116.20
117.02,117.13,117.90,116.00
117.22,117.20,117.48,116.20
117.77,116.57,118.00,116.14
116.61,117.01,117.17,115.62
117.56,118.86,119.80,117.04
119.29,118.09,119.98,118.08
117.81,118.50,119.16,117.59
118.45,119.36,120.07,118.30
120.19,123.49,123.49,120.03
124.82,127.77,128.00,124.49
128.67,127.25,129.30,126.81
127.35,129.72,129.72,126.62
126.63,128.44,128.95,125.63
127.87,127.54,128.50,127.40
128.16,127.16,129.30,127.11
127.55,126.67,128.30,124.57
125.73,125.52,126.62,125.34
125.42,127.56,127.68,124.79
131.30,131.66,131.66,129.62
131.70,130.94,131.78,130.07
130.93,134.51,134.64,130.32
134.12,134.26,134.51,132.88
133.71,133.05,133.95,132.70
133.40,134.32,134.43,133.27
135.07,137.37,138.15,134.13
137.02,137.13,137.17,136.13
137.19,136.13,137.32,135.66
135.55,135.59,137.26,135.12
138.94,141.09,141.58,137.90
140.89,141.01,141.95,139.62
141.35,144.45,144.81,141.24
144.01,145.95,146.28,143.34
145.78,145.56,145.94,144.81
145.00,144.96,146.74,144.06
144.18,144.46,145.27,143.30
144.43,144.15,145.25,143.69
144.10,147.10,147.50,143.84
146.81,147.15,147.42,145.91
146.26,147.86,148.00,146.26
148.51,149.90,150.40,147.76
148.25,147.52,148.95,146.62
148.35,150.45,150.75,148.18
149.75,151.12,151.14,149.17
150.76,150.26,152.50,149.00
150.78,151.60,151.97,150.35
151.42,152.24,152.87,150.96
152.48,154.11,154.32,151.79
154.11,154.52,154.85,153.28
153.84,155.93,156.72,153.62
156.40,154.99,156.54,154.08
155.69,158.65,159.00,155.25
158.22,155.18,158.50,154.56
153.72,150.88,153.95,149.80
152.37,154.09,154.13,152.05
155.19,147.65,155.69,147.60
148.11,148.00,149.46,146.71
147.87,151.65,152.05,147.76
151.35,149.76,152.40,149.76
148.12,150.53,151.70,147.22
150.01,152.18,152.47,149.71
153.45,152.96,154.96,152.80
154.06,154.13,155.05,152.80
154.70,156.62,157.19,154.50
155.89,152.98,156.23,152.01
152.45,153.30,154.32,152.36
153.30,151.85,153.80,150.46
152.03,151.91,152.87,150.58
152.27,154.02,154.34,152.16
151.35,154.84,155.63,151.30
152.53,151.95,153.11,150.89
152.61,148.84,153.09,147.82
150.02,150.13,151.48,149.25
149.29,145.38,150.22,145.37
146.51,146.60,147.70,145.61
147.99,146.11,148.66,144.68
148.29,146.54,148.34,144.87
145.88,147.84,148.63,145.86
148.12,147.15,149.06,147.13
146.67,146.04,148.06,144.60
145.27,146.68,147.49,144.77
146.76,143.41,146.87,142.18
143.52,142.99,144.95,142.24
140.61,143.69,143.80,140.34
143.83,143.82,144.12,141.84
144.32,146.52,147.57,144.07
147.30,149.46,149.74,147.24
149.46,149.07,150.59,148.22
148.40,149.12,149.60,147.01
148.75,146.46,151.45,145.53
148.13,144.10,148.43,142.14
142.99,140.60,143.60,138.05
140.09,138.60,140.90,137.42
139.31,138.72,139.84,137.85
139.01,139.52,139.85,137.29
140.44,142.94,143.39,139.92
143.27,143.93,144.45,142.95
144.11,144.76,146.05,143.75
144.50,144.11,145.41,143.07
144.54,145.11,145.90,143.91
145.19,146.07,146.54,144.56
145.83,142.61,145.83,142.40
142.68,143.67,143.67,140.39
145.31,145.37,146.84,145.06
145.92,148.45,149.54,145.64
149.41,149.32,149.94,147.55
149.13,150.26,150.99,148.40
150.10,148.54,150.86,148.25
148.57,149.10,149.18,147.50
147.67,149.63,150.33,147.06
149.50,154.52,154.94,149.50
154.04,155.61,156.28,153.79
154.73,154.47,157.49,153.96
155.41,158.18,158.70,155.00
157.58,158.90,160.49,157.52
158.67,160.73,161.74,158.53
160.61,159.34,164.47,158.53
156.36,157.41,158.89,154.62
155.57,158.72,158.92,155.29
160.92,160.70,162.68,159.91
159.74,162.87,164.13,159.41
162.66,164.35,165.45,161.00
163.95,162.08,165.83,162.07
161.56,163.56,163.74,159.79
163.46,161.68,165.74,160.50
161.43,158.30,162.89,157.55
158.30,159.68,159.79,156.34
160.97,166.01,166.17,160.59
166.70,167.49,168.20,165.29
165.35,163.31,166.40,163.19
164.98,161.86,164.98,161.07
161.20,165.82,166.39,161.07
165.74,162.92,166.11,162.91
164.08,164.11,165.67,162.90
164.15,164.15,164.87,163.05
164.16,161.56,164.93,161.51
159.15,155.41,159.99,154.84
