IEI,iShares 3-7 Year Treasury Bond ETF,NASDAQ
116.28,116.06,116.28,116.04
116.20,116.37,116.38,116.18
116.66,116.73,116.80,116.56
116.68,116.62,116.68,116.55
116.56,117.04,117.05,116.41
117.25,117.27,117.38,117.15
117.26,117.01,117.26,116.98
117.12,117.19,117.19,117.07
117.54,117.56,117.62,117.37
117.30,117.35,117.36,117.20
117.40,117.25,117.48,117.19
117.24,117.46,117.58,117.17
117.41,117.19,117.44,117.16
117.22,117.39,117.42,117.14
117.73,117.84,117.93,117.66
118.00,117.53,118.05,117.46
117.58,117.72,117.72,117.51
117.47,117.04,117.67,116.97
117.39,117.65,117.66,117.39
117.85,117.86,117.89,117.69
117.50,117.31,117.51,117.05
117.17,117.15,117.24,117.10
116.66,116.83,116.92,116.66
117.11,117.30,117.33,117.07
117.12,117.07,117.32,116.88
116.82,116.50,116.82,116.46
116.35,116.35,116.41,116.24
116.39,116.78,116.83,116.39
116.95,117.17,117.21,116.92
117.19,117.06,117.35,117.03
117.03,116.95,117.07,116.83
117.05,117.09,117.20,117.03
117.17,117.31,117.31,117.04
117.49,117.88,117.88,117.16
117.97,117.85,118.14,117.82
118.15,117.94,118.15,117.81
117.71,117.70,117.76,117.66
117.92,118.13,118.16,117.92
118.12,118.36,118.43,118.12
118.38,118.28,118.40,118.21
118.17,118.24,118.30,117.79
117.92,118.13,118.18,117.86
118.28,118.34,118.38,118.25
118.42,118.47,118.51,118.40
118.91,118.74,118.95,118.69
118.84,118.86,118.90,118.79
119.10,118.96,119.17,118.93
119.00,119.01,119.14,118.91
119.07,118.80,119.11,118.78
118.70,118.91,118.93,118.59
118.82,118.55,118.82,118.49
118.55,118.46,118.63,118.41
118.68,118.87,118.90,118.63
118.73,118.96,119.08,118.73
118.88,119.01,119.13,118.84
118.83,118.75,118.93,118.74
118.70,118.68,118.78,118.65
118.92,118.61,118.94,118.59
118.35,118.18,118.37,118.16
118.08,117.83,118.09,117.82
118.24,118.42,118.46,118.23
118.60,118.74,118.79,118.60
118.76,118.61,118.76,118.46
118.70,118.70,118.77,118.62
118.86,119.03,119.04,118.66
119.32,119.41,119.51,119.31
119.27,119.08,119.36,119.06
119.09,119.02,119.14,118.96
119.01,118.37,119.01,118.29
118.34,118.60,118.66,117.82
118.62,118.42,118.62,118.21
118.29,117.86,118.41,117.68
117.41,117.03,117.63,117.02
117.22,117.32,117.32,116.82
117.41,117.27,117.52,117.20
117.03,117.05,117.09,116.75
116.93,117.00,117.13,116.93
117.18,117.51,117.55,117.13
117.73,117.67,117.89,117.62
117.38,116.93,117.38,116.85
117.07,117.15,117.18,117.04
117.34,117.21,117.36,117.16
117.61,117.42,117.64,117.36
116.62,116.47,116.81,116.42
116.38,116.20,116.51,116.19
116.73,116.43,116.73,116.32
116.79,116.87,116.92,116.74
116.49,115.93,116.54,115.79
115.28,115.20,115.35,114.83
115.24,114.98,115.29,114.92
114.92,114.57,114.95,114.56
114.53,114.97,115.11,114.45
114.84,114.31,114.90,114.07
114.44,114.10,114.62,113.90
114.08,114.36,114.42,113.78
114.53,114.87,114.99,114.46
115.12,114.93,115.29,114.81
114.98,114.96,115.07,114.70
114.93,114.78,114.96,114.61
114.55,114.46,114.55,114.40
114.33,114.59,114.61,114.15
114.32,113.82,114.36,113.66
113.87,114.64,114.72,113.82
114.55,114.46,114.55,114.27
114.43,114.65,114.84,114.43
114.36,114.71,114.78,114.25
114.80,114.78,114.98,114.63
114.24,114.14,114.30,113.96
114.30,114.39,114.47,114.20
114.62,114.97,115.13,114.59
115.11,115.26,115.26,115.07
115.28,115.04,115.28,114.94
114.78,114.92,115.03,114.61
114.96,115.37,115.38,114.92
115.48,115.28,115.61,115.23
115.12,115.10,115.20,114.90
115.08,115.24,115.28,115.08
114.93,114.73,114.97,114.60
114.63,114.90,114.90,114.56
114.89,114.91,115.03,114.84
115.10,115.26,115.34,114.86
115.08,114.98,115.13,114.88
115.05,115.22,115.27,114.91
115.07,115.53,115.63,115.05
115.56,115.34,115.61,115.25
114.90,114.79,114.97,114.73
114.94,114.51,114.94,114.41
114.21,114.09,114.32,114.06
113.88,113.61,113.94,113.46
113.37,113.52,113.59,113.31
113.44,112.98,113.50,112.94
113.15,113.32,113.48,113.01
113.24,113.07,113.35,113.00
113.34,113.26,113.55,113.18
113.14,113.28,113.41,113.14
113.21,113.42,113.43,113.20
113.38,113.38,113.53,113.17
113.65,113.70,113.78,113.60
113.48,113.78,113.78,113.45
114.00,114.48,114.48,113.97
114.44,114.32,114.57,114.24
114.45,114.37,114.60,114.31
114.32,114.52,114.54,114.32
114.63,114.66,114.71,114.59
114.19,114.63,114.63,114.14
114.55,114.33,114.71,114.33
113.93,113.69,113.95,113.66
113.95,114.33,114.35,113.94
114.04,114.18,114.46,114.03
114.18,114.13,114.20,114.03
114.27,114.42,114.57,114.16
114.68,115.04,115.07,114.56
115.04,114.99,115.08,114.83
115.30,115.27,115.47,115.24
115.85,115.34,115.95,115.29
115.68,115.99,116.26,115.59
115.76,115.78,115.88,115.53
115.53,115.62,115.76,115.50
115.37,115.14,115.37,115.05
114.97,115.12,115.14,114.96
115.27,115.02,115.33,115.00
114.84,114.71,114.94,114.69
114.77,114.45,114.86,114.38
114.28,114.38,114.48,114.26
114.35,114.15,114.44,114.11
114.28,114.44,114.44,114.23
114.50,114.18,114.53,114.16
113.74,114.08,114.11,113.71
114.35,114.35,114.46,114.26
114.25,113.92,114.25,113.89
113.79,113.68,113.88,113.65
113.77,113.89,113.97,113.69
113.71,113.73,113.81,113.60
113.76,113.77,113.89,113.64
114.10,114.32,114.35,114.10
114.09,114.45,114.46,114.09
114.62,114.25,114.65,114.24
114.70,114.74,114.79,114.59
114.90,115.07,115.13,114.77
115.07,115.12,115.17,115.00
115.01,114.84,115.01,114.78
114.84,114.86,114.99,114.84
114.96,115.08,115.13,114.93
115.23,115.37,115.37,115.13
115.10,115.35,115.36,115.07
115.58,115.63,115.71,115.48
115.58,115.79,115.81,115.54
115.57,115.66,115.78,115.51
115.74,115.76,115.78,115.63
115.64,115.81,115.96,115.64
115.97,116.12,116.16,115.90
115.86,116.21,116.35,115.85
116.31,116.33,116.40,116.27
116.27,116.04,116.27,116.03
115.95,116.31,116.33,115.95
116.32,116.22,116.36,116.07
116.33,116.40,116.65,116.28
116.49,116.60,116.62,116.35
116.77,116.74,116.84,116.62
116.66,116.40,116.70,116.38
116.04,116.51,116.51,116.04
116.49,116.68,116.68,116.49
116.95,116.75,116.95,116.70
116.59,116.82,116.82,116.56
116.88,116.85,116.94,116.76
117.00,117.26,117.26,116.99
117.23,117.33,117.38,117.21
117.15,117.47,117.49,117.14
117.48,117.78,117.78,117.46
117.55,117.41,117.72,117.40
117.91,117.65,117.91,117.53
117.56,117.73,117.77,117.50
117.59,117.92,117.92,117.49
117.96,118.15,118.23,117.94
118.04,117.80,118.12,117.71
117.89,117.92,118.08,117.88
117.70,117.84,118.04,117.70
117.45,117.29,117.46,117.23
117.55,118.02,118.08,117.53
118.14,118.14,118.30,117.95
118.04,118.17,118.19,117.99
118.22,118.11,118.22,117.95
118.00,118.03,118.12,117.90
118.21,118.07,118.29,117.94
118.38,118.42,118.61,118.11
118.47,118.79,118.87,118.47
118.85,118.53,118.86,118.43
118.32,117.79,118.37,117.68
117.59,117.42,117.68,117.25
117.64,117.10,117.64,116.87
117.03,116.75,117.06,116.55
117.05,117.32,117.32,117.04
117.52,117.44,117.63,117.38
117.13,117.05,117.15,116.94
117.75,117.85,118.01,117.75
118.23,118.36,118.43,118.15
118.42,118.53,118.64,118.21
118.37,118.63,118.66,118.29
118.36,118.31,118.55,118.29
118.25,118.60,119.00,118.06
118.65,118.59,118.72,118.53
118.54,118.74,118.74,118.45
118.54,118.46,118.62,118.43
118.36,118.17,118.44,117.95
118.30,118.31,118.35,118.19
118.16,118.18,118.44,118.10
118.24,118.45,118.52,118.24
118.29,118.29,118.49,118.14
118.49,118.42,118.52,118.34
118.86,119.29,119.32,118.83
119.05,119.27,119.50,119.05
119.55,119.81,119.87,119.45
119.72,119.74,119.90,119.65
119.78,120.48,120.53,119.78
119.94,119.76,120.23,119.54
120.18,120.47,120.67,120.14
120.11,120.98,121.86,120.06
121.43,121.56,122.37,121.10
121.23,120.91,121.37,120.81
121.08,121.23,121.30,121.03
121.20,121.02,121.28,120.99
121.06,121.30,121.43,121.03
121.37,121.52,121.53,121.21
121.93,121.62,122.09,121.49
121.59,121.53,121.59,121.38
121.23,121.50,121.51,121.23
121.29,121.31,121.56,121.29
121.15,120.80,121.18,120.80
121.11,121.19,121.34,121.05
121.43,121.44,121.66,121.35
121.11,121.18,121.24,121.07
121.43,121.40,121.68,121.39
121.62,121.28,121.62,121.26
121.33,121.53,121.53,121.00
121.73,121.70,121.81,121.57
121.80,121.61,121.81,121.55
121.57,121.54,121.67,121.45
121.71,121.74,121.79,121.54
121.91,122.05,122.08,121.85
121.94,121.73,121.96,121.72
121.70,121.66,121.76,121.53
121.71,121.60,121.82,121.46
121.23,121.37,121.37,121.14
121.27,121.40,121.46,121.18
121.88,121.87,121.99,121.83
121.83,121.89,121.92,121.79
121.91,121.87,122.24,121.58
122.20,122.22,122.33,122.07
122.13,121.84,122.21,121.78
121.66,121.62,121.79,121.54
121.21,121.37,121.37,121.21
121.26,121.34,121.35,121.03
121.20,121.25,121.38,121.15
121.51,121.48,121.57,121.34
121.49,121.79,121.84,121.43
121.87,121.57,121.92,121.54
121.49,121.32,121.49,121.26
121.19,121.02,121.24,121.01
120.73,120.68,120.85,120.61
120.45,120.34,120.45,119.94
120.39,120.35,120.44,120.27
120.10,120.27,120.29,120.03
120.44,120.51,120.71,120.44
120.32,120.42,120.52,120.25
120.50,120.65,120.75,120.50
120.79,120.78,120.96,120.63
120.68,120.83,120.91,120.66
120.74,120.74,121.02,120.58
120.66,120.68,120.81,120.52
120.66,120.60,120.66,120.53
120.58,121.12,121.15,120.58
120.91,120.70,121.03,120.66
120.40,120.14,120.53,120.03
120.38,120.52,120.62,120.38
120.96,121.31,121.31,120.92
121.50,121.61,121.68,121.34
121.40,121.63,121.71,121.40
121.34,121.47,121.55,121.34
121.47,121.56,121.69,121.46
121.51,121.55,121.80,121.49
121.56,121.41,121.67,121.36
121.71,121.68,121.85,121.56
121.53,121.56,121.70,121.34
121.37,121.34,121.40,121.21
121.50,121.64,121.70,121.50
121.66,121.55,121.77,121.47
121.70,121.67,121.71,121.56
121.52,121.78,121.82,121.48
121.65,121.50,121.68,121.42
121.62,121.58,121.72,121.57
121.64,121.75,121.76,121.50
121.63,121.88,121.92,121.62
121.73,121.66,121.75,121.61
121.26,121.68,121.80,121.26
121.51,121.61,121.70,121.38
121.41,121.43,121.53,121.34
121.25,121.31,121.41,121.15
121.18,121.55,121.57,121.13
121.25,121.47,121.54,121.25
121.35,121.45,121.48,121.31
121.54,121.67,121.77,121.51
121.68,121.91,121.97,121.62
121.92,121.71,121.96,121.68
121.81,121.82,121.93,121.81
121.73,121.93,122.00,121.69
121.87,122.00,122.04,121.87
121.85,121.91,122.01,121.81
122.01,122.23,122.25,122.01
122.13,122.22,122.26,122.13
122.05,121.93,122.05,121.87
121.99,121.69,122.24,121.69
121.79,121.74,121.87,121.65
121.57,121.45,121.61,121.33
121.35,121.34,121.40,121.27
121.44,121.66,121.69,121.44
121.66,121.76,121.84,121.55
121.89,122.04,122.06,121.87
121.75,121.68,121.82,121.59
121.74,121.64,121.75,121.54
121.69,121.67,121.86,121.62
121.71,121.90,121.91,121.71
121.87,121.89,122.04,121.84
121.81,121.84,121.97,121.74
121.97,122.09,122.11,121.95
122.06,122.03,122.08,121.98
122.28,122.28,122.38,122.24
122.28,122.30,122.36,122.22
122.35,122.22,122.36,122.14
122.08,121.86,122.14,121.80
121.80,121.76,121.87,121.69
121.59,121.64,121.65,121.54
121.65,121.73,121.73,121.57
121.70,122.20,122.37,121.67
122.44,122.47,122.52,122.40
122.55,122.55,122.63,122.44
122.75,122.67,122.77,122.65
122.62,122.81,122.84,122.62
122.64,122.57,122.64,122.46
122.53,122.62,122.66,122.52
122.36,122.27,122.39,122.22
122.29,122.41,122.45,122.25
122.22,122.11,122.23,122.05
122.07,122.09,122.16,122.03
121.97,121.91,122.03,121.79
122.12,122.19,122.22,122.05
122.07,122.07,122.20,121.99
122.11,122.12,122.19,122.02
122.07,122.23,122.31,122.05
122.08,121.87,122.12,121.83
121.72,121.86,121.89,121.70
121.75,121.64,121.76,121.56
121.74,121.92,121.94,121.71
121.86,121.93,121.99,121.76
121.88,121.83,121.93,121.82
122.14,122.08,122.19,122.06
122.21,122.11,122.24,122.10
122.15,121.92,122.15,121.83
121.62,121.69,121.75,121.55
121.83,122.04,122.09,121.82
121.96,121.88,121.99,121.81
122.09,122.11,122.17,122.05
122.06,122.00,122.09,121.97
121.94,121.82,122.00,121.78
121.79,121.81,121.82,121.66
121.87,121.71,121.87,121.68
121.56,121.24,121.58,121.24
121.00,120.56,121.00,120.49
120.51,120.68,120.78,120.51
120.35,120.57,120.57,120.33
120.40,120.21,120.48,120.11
120.25,120.12,120.34,120.02
120.38,120.47,120.51,120.30
120.65,120.59,120.72,120.56
120.73,120.78,120.87,120.71
120.79,120.85,120.88,120.62
120.93,121.17,121.20,120.85
121.09,121.08,121.25,121.05
121.25,121.30,121.31,121.13
121.29,121.10,121.36,121.02
121.13,121.12,121.22,121.07
121.20,120.66,121.31,120.64
120.93,120.96,121.02,120.89
121.24,121.24,121.28,121.12
121.82,121.80,121.89,121.79
121.88,122.03,122.11,121.81
121.90,121.91,121.95,121.79
121.96,121.80,121.96,121.76
121.95,122.04,122.11,121.94
122.02,122.12,122.24,122.02
122.01,122.02,122.06,121.96
122.11,122.08,122.13,122.05
122.14,122.15,122.19,122.10
122.01,122.11,122.14,122.00
122.27,122.30,122.32,122.26
122.24,122.16,122.28,122.13
122.00,122.15,122.18,121.91
122.34,122.32,122.36,122.25
122.26,122.35,122.37,122.26
122.37,122.43,122.46,122.35
122.37,122.26,122.39,122.16
122.37,122.30,122.37,122.25
122.19,122.31,122.35,122.19
122.45,122.48,122.55,122.44
122.57,122.51,122.57,122.48
122.58,122.59,122.72,122.58
122.76,122.64,122.78,122.60
122.56,122.57,122.57,122.46
122.68,122.71,122.72,122.61
122.83,122.87,122.92,122.79
122.82,122.79,122.84,122.75
122.62,122.79,122.83,122.60
122.68,122.83,122.88,122.68
122.66,122.81,122.86,122.66
122.73,122.79,122.83,122.72
122.63,122.69,122.70,122.58
122.80,122.80,122.89,122.75
122.67,122.65,122.74,122.62
122.76,122.79,122.79,122.71
122.80,122.70,122.85,122.69
122.99,123.16,123.17,122.94
123.21,123.35,123.46,123.16
123.45,123.48,123.58,123.42
123.24,123.11,123.29,123.09
123.10,123.08,123.21,122.99
123.05,122.77,123.07,122.73
122.74,122.88,122.89,122.72
123.13,122.90,123.13,122.87
122.81,123.00,123.12,122.81
122.88,122.70,122.94,122.69
122.85,122.96,122.98,122.78
122.88,122.82,122.97,122.76
123.06,123.13,123.13,123.00
123.11,123.09,123.12,122.98
122.98,122.96,122.98,122.84
122.78,122.75,122.91,122.64
122.76,122.85,122.94,122.76
122.71,122.70,122.75,122.67
122.88,122.93,122.95,122.87
122.82,122.86,122.91,122.78
122.89,122.93,122.93,122.78
123.10,123.09,123.16,123.06
122.80,123.00,123.01,122.80
123.02,123.11,123.23,122.97
123.06,122.98,123.08,122.97
123.03,123.09,123.15,123.02
123.24,123.25,123.31,123.23
123.32,123.37,123.40,123.31
123.37,123.39,123.42,123.36
123.44,123.33,123.50,123.30
123.42,123.40,123.45,123.37
123.42,123.42,123.42,123.29
123.61,123.58,123.67,123.57
123.54,123.48,123.59,123.46
123.57,123.57,123.62,123.53
123.59,123.52,123.64,123.50
123.64,123.74,123.78,123.64
123.84,123.82,123.86,123.76
123.76,123.89,123.94,123.74
123.87,123.90,123.91,123.79
123.83,123.77,123.86,123.75
123.56,123.42,123.58,123.28
123.46,123.62,123.63,123.42
123.73,123.76,123.78,123.59
123.55,123.49,123.72,123.39
123.57,123.62,123.74,123.55
123.39,123.30,123.42,123.20
123.38,123.38,123.47,123.33
123.14,123.09,123.18,123.02
123.06,122.95,123.11,122.92
122.90,122.96,122.99,122.81
123.15,123.07,123.16,123.06
123.08,123.10,123.18,123.08
122.90,122.88,122.95,122.87
122.73,122.61,122.74,122.59
122.60,122.47,122.66,122.40
122.56,122.59,122.64,122.54
122.56,122.64,122.66,122.55
122.58,122.66,122.68,122.46
122.86,123.11,123.15,122.84
123.24,123.21,123.30,123.18
123.26,123.14,123.32,123.13
123.23,123.28,123.31,123.23
123.31,123.29,123.39,123.28
123.30,123.29,123.30,123.19
123.43,123.46,123.50,123.38
123.43,123.82,123.83,123.43
123.66,123.57,123.73,123.53
123.56,123.59,123.65,123.54
123.37,123.26,123.37,123.22
123.66,123.40,123.66,123.40
123.46,123.42,123.48,123.33
123.40,123.34,123.41,123.31
123.19,123.17,123.22,123.13
123.35,123.41,123.46,122.96
123.18,122.98,123.19,122.96
123.01,123.00,123.09,123.00
123.19,123.14,123.24,123.11
123.23,123.20,123.27,123.15
123.34,123.22,123.39,123.16
123.16,123.35,123.35,123.16
123.40,123.41,123.46,123.34
123.37,123.47,123.49,123.28
123.53,123.70,123.70,123.53
123.57,123.65,123.68,123.57
123.73,123.72,123.79,123.66
123.65,123.68,123.71,123.57
123.60,123.70,123.72,123.60
123.69,123.75,123.76,123.67
123.65,123.59,123.73,123.59
123.42,123.38,123.46,123.36
123.52,123.56,123.60,123.51
123.41,123.44,123.50,123.37
123.33,123.49,123.50,123.31
123.32,123.48,123.48,123.30
123.46,123.51,123.58,123.43
123.43,123.47,123.51,123.43
123.38,123.30,123.38,123.28
123.15,122.92,123.15,122.88
122.92,122.82,122.97,122.80
122.85,123.00,123.03,122.85
122.82,122.80,122.88,122.80
122.90,123.01,123.01,122.90
122.92,122.99,123.04,122.89
122.65,122.73,122.83,122.64
122.90,123.03,123.04,122.90
123.08,123.25,123.29,123.08
123.18,123.15,123.21,123.10
123.05,123.17,123.20,123.03
123.27,123.32,123.37,123.27
123.28,123.03,123.30,123.03
123.55,123.46,123.58,123.45
123.49,123.67,123.68,123.46
123.63,123.66,123.70,123.56
123.66,123.72,123.72,123.62
123.74,123.77,123.77,123.68
123.63,123.75,123.78,123.61
123.71,123.78,123.82,123.66
123.73,123.83,123.89,123.73
123.66,123.72,123.73,123.66
123.64,123.54,123.66,123.53
123.43,123.45,123.48,123.40
123.36,123.42,123.46,123.36
123.49,123.51,123.59,123.49
123.51,123.63,123.63,123.51
123.71,123.72,123.76,123.67
123.73,123.76,123.79,123.68
123.84,123.84,123.87,123.80
123.66,123.75,123.76,123.64
123.76,123.79,123.82,123.75
123.88,123.87,123.94,123.84
123.93,123.89,123.97,123.89
123.77,123.79,123.87,123.75
123.83,123.83,123.87,123.78
123.72,123.74,123.76,123.66
123.69,123.60,123.76,123.57
123.54,123.42,123.55,123.42
123.47,123.49,123.53,123.46
123.45,123.22,123.45,123.21
123.21,123.00,123.23,123.00
123.08,123.11,123.23,123.08
123.17,123.08,123.21,123.06
123.29,123.24,123.33,123.22
123.17,123.19,123.20,123.15
123.16,123.19,123.22,123.15
123.16,123.33,123.41,123.16
123.46,123.43,123.47,123.38
123.41,123.22,123.43,122.91
123.11,123.14,123.18,123.09
123.11,122.86,123.14,122.84
122.81,122.86,122.88,122.74
122.90,122.90,122.92,122.84
122.94,123.04,123.05,122.94
123.07,123.13,123.18,123.03
123.02,122.98,123.05,122.96
122.93,123.14,123.14,122.91
123.20,123.14,123.20,123.11
123.28,123.23,123.31,123.22
123.35,123.31,123.35,123.27
123.11,123.06,123.13,123.00
123.12,123.19,123.22,123.12
123.08,123.26,123.29,123.08
123.29,123.29,123.36,123.26
123.25,123.18,123.25,123.11
122.97,122.79,122.97,122.75
122.55,122.69,122.69,122.55
122.72,122.65,122.80,122.63
122.61,122.73,122.75,122.58
122.79,122.74,122.79,122.67
122.95,122.56,122.99,122.56
122.74,122.89,122.93,122.74
122.71,122.72,122.74,122.66
122.83,122.88,122.92,122.81
122.90,122.92,123.04,122.88
122.91,122.93,122.97,122.78
122.87,122.87,122.93,122.86
122.75,122.78,122.83,122.74
122.57,122.58,122.67,122.54
122.72,122.83,122.83,122.64
122.77,122.76,122.79,122.66
122.81,122.68,122.83,122.66
122.67,122.80,122.83,122.66
122.96,122.93,123.01,122.91
122.97,122.99,123.01,122.94
122.88,123.38,123.38,122.88
123.32,123.34,123.44,123.28
123.47,123.35,123.47,123.32
123.40,123.42,123.42,123.34
123.42,123.46,123.49,123.40
123.45,123.40,123.45,123.37
123.34,123.31,123.34,123.25
123.16,123.14,123.22,123.13
123.03,122.90,123.03,122.89
122.59,122.67,122.73,122.59
122.72,122.69,122.74,122.66
122.75,122.82,122.84,122.75
122.73,122.78,122.82,122.70
122.67,122.81,122.84,122.65
122.83,123.04,123.07,122.83
123.20,123.19,123.21,123.12
123.26,123.33,123.40,123.25
123.20,123.18,123.27,123.16
123.30,123.26,123.30,123.21
123.30,123.26,123.30,123.18
123.21,123.29,123.36,123.18
123.20,123.38,123.38,123.18
123.57,123.58,123.64,123.53
123.54,123.49,123.59,123.49
123.46,123.51,123.57,123.45
123.43,123.45,123.46,123.41
123.53,123.70,123.74,123.53
123.76,123.87,123.89,123.75
123.97,123.92,124.04,123.92
123.91,123.79,123.95,123.79
123.90,123.86,123.92,123.82
123.74,123.63,123.75,123.62
123.67,123.70,123.76,123.66
123.87,123.91,123.93,123.83
123.92,123.99,124.00,123.87
123.88,123.87,123.91,123.84
123.85,123.93,124.00,123.85
123.93,123.91,123.98,123.89
123.87,123.86,123.89,123.83
123.90,123.94,123.98,123.89
123.98,123.91,124.03,123.88
123.89,123.93,123.97,123.89
123.88,123.91,123.93,123.84
124.06,124.07,124.10,124.01
124.14,124.12,124.14,124.08
124.19,124.12,124.26,124.10
124.17,124.19,124.27,124.15
124.21,124.23,124.25,124.19
123.97,123.78,123.98,123.76
123.82,123.74,123.82,123.68
123.67,123.70,123.71,123.66
123.71,123.73,123.78,123.70
123.75,123.71,123.81,123.70
123.61,123.41,123.61,123.32
123.33,123.32,123.35,123.29
123.38,123.17,123.42,123.15
123.32,123.28,123.34,123.17
123.43,123.53,123.60,123.43
123.44,123.30,123.47,123.25
123.35,123.27,123.38,123.19
123.24,123.38,123.38,123.14
123.41,122.97,123.54,122.95
123.15,123.01,123.15,122.91
123.01,123.01,123.11,122.96
122.85,122.38,122.86,122.33
122.37,122.52,122.52,122.26
122.51,122.52,122.59,122.44
122.60,122.39,122.61,122.12
122.19,122.37,122.75,122.19
122.25,122.24,122.36,122.20
122.34,122.42,122.50,122.33
122.40,122.46,122.82,122.31
122.29,122.08,122.43,122.04
121.95,121.93,121.99,121.80
121.70,122.02,122.02,121.63
121.87,121.79,122.06,121.77
121.89,122.21,122.24,121.88
122.44,122.37,122.53,122.36
122.50,122.34,122.51,122.27
122.15,122.28,122.34,122.13
122.30,121.28,122.35,121.23
