ITIC,Investors Title Company - Common Stock,NASDAQ
32.88,32.06,32.97,31.65
33.00,32.52,33.00,32.48
32.52,32.52,32.52,32.52
32.52,32.52,32.52,32.52
32.52,32.52,32.52,32.52
32.25,32.24,32.99,32.24
32.89,32.05,32.89,31.10
31.04,32.08,32.87,31.04
32.70,33.00,33.00,32.38
33.00,33.00,33.00,33.00
33.00,33.00,33.00,33.00
31.89,31.70,31.89,31.69
31.50,31.50,31.50,31.50
31.50,31.75,31.75,31.24
31.25,31.25,31.25,31.25
32.45,29.95,32.45,29.80
30.00,29.64,30.00,28.85
29.54,29.54,29.54,29.54
30.53,29.79,30.53,29.75
31.00,31.00,32.37,31.00
30.03,30.43,30.43,30.03
30.54,31.86,31.86,30.00
31.96,29.61,31.96,29.44
29.02,29.63,29.63,28.97
29.11,29.31,29.31,29.11
29.50,29.50,29.50,29.50
29.40,30.20,30.20,29.40
29.26,30.24,30.24,29.26
29.28,29.25,29.28,29.25
29.89,30.50,30.50,29.70
30.27,30.22,31.55,29.80
29.27,30.00,30.00,29.27
29.61,28.50,30.50,26.90
30.00,30.00,30.00,30.00
29.00,30.00,30.00,29.00
30.00,29.85,30.00,29.50
30.00,29.95,30.00,29.95
30.01,29.42,30.01,29.10
29.57,29.50,30.16,29.49
29.50,31.53,31.53,29.50
29.61,30.71,30.97,29.61
29.10,29.19,29.19,29.10
29.19,29.19,29.19,29.19
29.57,29.60,29.60,29.57
30.45,30.45,30.45,30.45
29.95,29.50,29.95,29.22
30.84,28.27,30.84,28.00
30.02,29.79,30.02,29.79
29.79,29.79,29.79,29.79
31.00,29.03,31.00,29.03
27.66,28.45,28.45,26.31
27.22,28.41,28.41,26.53
28.50,27.95,28.50,26.51
28.20,29.51,29.51,28.20
29.75,29.10,30.00,28.16
29.14,29.75,29.75,29.14
29.25,29.25,29.25,29.25
29.25,30.25,30.25,27.81
29.18,29.61,29.64,28.36
29.61,29.61,29.61,29.61
28.19,29.50,29.50,28.19
30.20,30.90,30.90,30.20
30.90,31.20,31.20,30.90
31.26,31.59,31.59,31.00
29.43,30.80,30.80,29.43
30.64,31.47,31.79,30.64
31.12,32.16,32.16,31.12
32.19,32.00,32.19,31.99
32.56,32.56,32.56,32.56
32.29,31.88,32.49,31.44
32.03,32.03,32.03,32.03
32.59,33.38,33.38,30.19
33.38,33.38,33.38,33.38
31.97,32.00,32.00,31.97
32.00,32.00,32.00,32.00
32.51,32.59,33.96,32.51
33.00,33.04,33.04,32.30
32.97,33.43,33.43,32.97
33.00,33.00,33.00,33.00
30.41,32.00,32.00,30.41
32.93,32.00,32.93,32.00
32.22,32.80,32.80,31.80
32.00,32.51,32.51,31.38
33.47,33.23,33.47,33.00
33.00,33.25,33.29,33.00
33.25,31.80,33.25,31.80
32.36,32.36,32.36,32.36
31.66,33.28,33.28,31.51
33.28,33.28,33.28,33.28
32.73,32.80,33.44,32.73
31.24,32.85,32.85,31.24
32.28,32.28,32.28,32.28
33.07,32.14,33.07,32.12
30.95,30.00,31.07,29.55
29.96,30.25,30.25,29.06
29.37,30.00,30.03,29.37
32.39,30.78,32.39,30.78
30.03,31.00,31.68,30.03
30.01,30.12,31.00,30.01
31.65,30.01,31.65,30.00
30.70,30.17,31.00,30.17
30.17,30.17,30.17,30.17
30.23,30.24,30.24,30.23
30.20,30.20,30.20,30.19
30.15,33.02,33.74,30.15
32.20,31.42,32.20,30.26
31.42,31.42,31.42,31.42
32.05,31.74,32.05,31.59
31.74,31.74,31.74,31.74
31.74,31.74,31.74,31.74
30.30,30.66,31.00,30.30
30.29,30.51,30.51,30.29
30.50,29.50,30.50,29.50
29.02,30.44,30.45,29.02
29.41,29.34,29.41,29.34
29.15,29.15,29.15,29.15
31.06,31.06,31.06,31.02
31.70,31.45,31.70,29.37
29.55,30.73,30.73,29.55
30.73,30.16,30.73,30.01
30.29,30.14,30.53,30.14
30.22,30.15,30.22,30.15
30.15,30.10,32.01,30.10
30.50,30.50,30.50,29.96
30.27,30.50,30.50,30.27
30.75,30.75,30.75,30.75
30.75,31.25,32.04,30.53
31.05,31.98,31.98,31.05
30.13,31.49,31.50,30.13
31.49,31.49,31.49,31.49
31.50,31.52,31.52,31.50
31.98,31.01,31.98,31.01
31.00,31.99,31.99,31.00
31.78,31.97,31.97,31.17
31.31,31.50,31.50,31.31
31.01,31.00,31.01,31.00
31.00,31.01,31.80,31.00
30.70,30.52,30.89,30.50
30.52,30.52,30.52,30.52
30.56,30.50,31.71,30.50
31.62,30.97,31.62,30.87
30.63,30.63,30.63,30.63
31.39,31.62,31.62,30.55
31.62,31.62,31.62,31.62
30.62,31.85,31.85,30.62
30.58,30.78,30.78,30.58
31.33,31.50,31.50,31.02
31.50,31.13,31.50,31.13
30.80,30.80,30.80,30.80
31.93,31.98,31.99,31.93
31.98,31.98,31.98,31.98
31.50,31.97,31.97,31.50
31.13,31.06,31.72,30.78
31.97,31.94,31.97,31.94
31.05,31.05,31.05,31.05
31.05,31.05,31.05,31.05
31.48,31.60,31.60,31.01
31.10,31.45,31.45,31.10
31.47,31.20,31.47,31.00
31.20,31.20,31.20,31.20
31.50,31.50,31.50,31.50
31.09,31.50,31.50,31.09
31.56,31.06,31.56,31.06
31.20,31.20,31.20,31.20
31.50,31.50,31.50,31.50
31.50,31.50,31.50,31.50
31.50,34.38,34.38,31.50
33.00,31.26,33.75,31.26
31.47,30.58,31.50,30.58
30.53,31.27,31.46,30.48
31.54,30.58,31.54,30.58
30.01,30.02,31.00,30.01
31.50,32.22,32.28,30.76
32.50,32.21,32.50,32.21
32.00,31.70,32.43,31.06
31.16,31.00,31.16,30.66
31.48,31.30,31.48,31.30
31.51,31.00,31.51,30.40
31.28,31.60,32.04,31.28
31.65,30.95,31.65,30.61
30.75,30.55,30.85,30.55
30.77,30.65,31.82,30.65
30.64,30.66,30.66,30.45
30.51,30.51,30.51,30.51
30.58,31.13,31.48,30.32
30.61,30.59,30.75,30.55
30.70,30.03,30.70,30.03
30.61,30.65,30.75,30.45
30.79,30.40,30.79,30.10
30.36,30.87,30.90,30.36
30.91,31.20,31.20,30.53
31.20,31.20,31.20,31.20
30.85,30.75,30.85,30.70
30.99,31.25,31.25,30.60
31.49,31.99,31.99,31.49
31.83,32.21,32.21,31.51
34.32,31.56,34.32,31.56
31.60,31.61,31.61,31.50
31.65,31.55,31.75,31.11
31.75,31.46,32.79,31.46
31.50,31.40,31.57,31.18
31.25,31.80,31.80,30.50
31.79,31.80,31.90,31.79
31.94,29.93,32.00,29.61
30.47,30.15,31.10,30.15
30.51,30.41,30.51,30.05
30.58,30.70,30.91,30.54
30.75,30.84,30.88,30.70
30.56,30.97,30.97,30.56
30.92,31.70,31.70,30.92
31.03,32.38,32.38,31.03
32.00,33.00,33.00,32.00
32.79,33.02,33.02,32.37
32.96,32.67,32.98,32.30
32.05,32.26,32.26,32.05
32.28,32.70,33.03,32.28
32.69,33.28,33.29,32.69
33.17,33.40,34.12,33.17
33.70,33.97,34.31,33.69
33.39,34.33,34.33,33.39
34.33,34.33,34.33,34.33
34.22,33.23,34.22,33.23
34.10,33.85,34.10,33.42
33.35,33.98,34.00,33.35
34.33,34.78,35.05,34.33
35.10,36.05,36.31,35.10
36.49,38.99,39.28,36.49
39.46,39.11,39.58,39.01
39.84,39.51,40.00,39.51
39.50,38.95,39.50,38.66
39.16,40.83,40.86,39.00
40.04,41.45,41.49,39.99
40.10,40.51,40.51,40.10
40.51,41.50,43.67,40.51
40.96,40.91,40.96,40.91
40.99,40.50,40.99,40.50
40.96,40.80,40.96,40.50
40.99,41.00,41.20,40.99
41.00,40.75,41.00,40.50
40.35,40.31,40.75,40.10
40.31,40.31,40.31,40.31
40.28,40.25,40.32,40.25
40.10,40.12,40.12,40.10
39.60,40.00,40.00,39.60
40.59,40.59,40.59,40.59
40.16,40.30,40.75,39.62
39.64,39.70,39.70,39.64
39.66,40.00,40.00,39.65
39.61,39.61,39.61,39.61
39.67,40.73,40.73,39.67
40.73,40.26,40.74,40.26
39.76,39.81,40.31,39.60
39.81,39.81,39.81,39.81
39.57,39.57,39.57,39.57
39.67,39.56,39.67,39.56
39.53,40.16,40.16,39.53
40.16,39.80,40.16,39.79
39.80,39.80,39.80,39.80
40.80,39.55,40.80,39.37
39.55,39.55,39.55,39.55
39.22,39.93,40.45,39.15
39.34,39.11,39.35,39.11
39.40,39.40,39.40,39.21
39.40,39.40,39.40,39.40
40.68,39.86,40.68,39.86
39.26,39.26,39.26,39.26
39.26,39.26,39.26,39.26
39.00,38.68,39.00,38.68
38.68,38.68,38.68,38.68
38.68,38.68,38.68,38.68
38.68,38.68,38.68,38.68
38.68,38.68,38.68,38.68
38.62,38.75,38.75,38.62
38.09,38.09,38.09,38.09
38.56,38.75,38.78,38.25
38.34,38.34,38.34,38.34
38.48,38.09,38.49,38.09
38.53,38.50,38.53,38.50
38.30,38.28,38.30,38.28
38.74,38.72,38.74,38.72
38.72,38.72,38.72,38.72
38.72,38.72,38.72,38.72
38.04,38.04,38.04,38.04
38.55,38.51,38.96,38.51
38.51,38.10,38.54,38.10
38.55,37.20,38.55,28.79
37.34,37.70,38.72,37.00
38.31,36.39,38.31,36.39
36.99,38.25,38.25,36.97
37.55,37.74,37.74,37.55
37.01,36.00,37.01,35.75
36.00,36.00,36.00,36.00
36.00,36.00,36.00,36.00
34.20,36.25,36.61,34.15
36.14,36.14,36.14,36.14
35.70,34.00,35.70,33.80
33.89,35.78,35.95,33.89
34.91,35.00,35.88,34.00
34.78,34.78,34.78,34.78
33.01,34.37,34.37,33.01
34.37,34.19,34.37,34.12
34.10,34.00,35.00,33.87
34.30,34.22,34.69,34.00
33.88,33.90,33.90,33.88
34.27,33.93,34.27,33.93
33.93,33.93,33.93,33.93
33.93,33.93,33.93,33.93
36.99,36.99,36.99,36.99
34.76,34.76,34.76,34.76
34.90,35.24,35.30,34.90
35.41,34.89,36.36,34.51
34.89,34.89,34.89,34.89
34.99,34.79,35.08,34.79
34.79,34.79,34.79,34.79
34.00,34.53,34.79,34.00
34.95,34.95,34.95,34.95
34.95,34.95,34.95,34.95
34.95,34.95,34.95,34.95
36.99,35.00,36.99,34.54
33.64,34.95,35.19,33.54
34.95,34.95,34.95,34.95
34.40,34.40,34.40,34.40
33.75,34.00,34.00,33.11
33.19,33.15,33.50,33.03
33.30,33.76,34.65,33.30
34.85,34.77,35.09,33.77
34.43,34.60,34.60,34.40
34.60,34.60,34.60,34.60
34.40,35.29,35.60,34.40
34.52,34.52,34.55,34.52
34.40,34.42,34.70,34.40
34.42,34.42,34.42,34.42
34.55,34.55,34.55,34.55
34.55,34.55,34.55,34.55
35.00,35.24,35.80,34.47
35.00,35.08,35.10,35.00
35.30,35.59,35.59,35.27
35.59,35.59,35.59,35.59
35.44,35.43,35.44,35.43
35.45,35.65,35.65,35.45
35.00,35.15,35.20,35.00
35.51,35.51,35.51,35.51
35.89,35.55,35.89,35.31
35.89,35.81,36.00,35.81
36.00,36.00,36.05,36.00
36.46,36.00,36.50,36.00
36.00,36.00,36.00,36.00
37.00,36.51,37.00,36.47
36.51,36.51,36.51,36.51
36.51,36.51,36.51,36.51
35.59,35.00,35.59,35.00
35.62,35.62,35.62,35.62
35.80,35.80,35.97,35.80
36.00,35.81,36.00,35.60
35.48,35.64,35.64,35.48
35.43,35.50,35.50,35.43
35.02,35.02,35.02,35.02
35.02,35.02,35.02,35.02
35.40,35.62,35.70,35.40
35.97,36.30,36.30,35.97
36.31,36.06,36.34,36.02
36.06,36.06,36.06,36.06
37.48,37.44,37.48,37.44
37.38,37.18,37.38,36.70
36.71,36.99,36.99,36.10
36.99,36.99,36.99,36.99
36.12,36.05,36.12,36.02
36.05,36.05,36.05,36.05
36.05,35.97,36.05,35.04
36.01,35.90,36.20,35.14
36.50,37.00,37.00,36.40
36.62,36.57,36.62,36.57
37.00,37.00,37.00,37.00
37.00,37.00,37.00,36.67
38.78,37.80,38.78,37.80
37.11,36.80,37.67,36.80
36.80,36.80,36.80,36.80
36.75,36.76,36.76,36.72
36.68,36.56,36.68,36.56
36.55,36.70,37.38,35.58
37.00,36.62,37.00,36.62
36.10,36.72,36.88,35.50
36.03,36.70,37.25,36.03
36.81,35.70,36.81,35.70
36.62,36.44,36.62,35.38
35.68,36.71,37.13,35.68
35.98,36.35,36.35,35.55
35.88,36.94,37.10,35.78
36.00,36.76,36.82,36.00
36.53,35.61,36.84,35.53
35.70,36.20,36.30,35.70
36.00,35.77,36.03,35.02
36.56,36.98,37.05,36.56
35.80,36.51,37.00,35.80
36.20,36.20,36.20,35.84
37.03,37.02,37.03,36.78
37.00,36.92,37.00,36.92
37.02,37.03,37.06,37.02
37.03,37.03,37.03,37.03
37.03,37.03,37.03,37.03
36.79,36.76,37.00,36.76
37.02,36.85,37.08,36.85
37.01,37.60,37.60,37.01
37.01,37.83,37.95,37.01
37.81,36.80,37.81,36.80
37.58,38.14,38.49,37.58
38.28,38.53,40.28,38.28
39.64,41.29,41.29,39.64
41.29,41.29,41.29,41.29
41.30,41.50,41.50,41.30
41.50,40.15,41.50,39.10
39.83,39.85,39.85,39.83
41.00,41.25,41.25,39.86
41.00,40.37,41.00,39.95
41.24,41.22,41.25,41.00
41.33,42.72,42.72,40.75
43.47,43.50,43.50,42.55
42.02,43.48,43.48,42.00
42.00,43.79,43.79,42.00
43.01,44.00,45.00,42.70
44.02,44.91,45.15,44.00
44.04,44.50,45.00,40.11
43.08,44.00,44.80,42.31
44.00,44.00,44.00,44.00
44.02,47.60,48.20,43.50
47.50,44.35,47.50,44.00
43.97,43.75,44.00,43.31
43.40,44.80,45.00,43.38
44.92,45.00,45.00,43.72
44.93,44.90,45.66,44.90
44.08,45.00,45.30,43.50
45.10,45.40,45.40,45.10
44.12,44.66,45.00,43.80
44.66,44.66,44.66,44.66
44.66,44.66,44.66,44.66
45.00,44.99,45.00,44.80
44.99,44.59,45.00,44.15
44.89,44.64,44.89,43.75
44.98,44.98,44.98,44.98
43.41,45.00,45.00,43.08
44.57,45.00,45.00,44.25
45.46,44.95,45.46,44.35
44.50,43.26,44.97,42.30
45.38,43.07,46.10,42.70
44.90,43.61,45.50,42.57
43.62,44.75,44.78,43.62
45.02,45.03,46.28,44.50
45.34,45.91,46.38,44.80
46.34,46.36,46.37,46.34
46.35,47.02,47.02,46.35
47.35,48.99,49.78,45.70
47.52,47.04,48.25,47.04
45.99,47.00,47.49,45.60
46.54,46.72,47.00,46.02
46.30,47.08,47.58,46.30
47.57,46.55,47.57,46.20
46.62,47.39,47.50,45.50
47.26,46.60,47.35,46.55
45.99,46.03,46.03,45.99
45.94,47.10,47.10,45.94
46.28,47.10,47.10,46.25
47.38,48.60,48.99,47.38
48.78,49.30,49.30,47.50
50.00,50.73,50.90,49.20
50.45,53.54,54.94,50.25
53.35,54.59,55.00,53.35
54.49,51.17,54.49,51.17
52.00,50.02,52.00,49.77
49.05,48.19,49.05,48.19
49.50,48.76,49.50,48.76
49.07,48.59,49.95,47.02
48.97,49.98,49.99,48.97
50.00,49.12,50.00,49.12
49.55,50.97,51.20,49.34
50.70,50.15,51.00,50.12
51.94,49.34,51.94,49.00
49.72,50.56,51.00,49.72
50.00,50.00,50.00,50.00
49.00,48.11,50.88,47.25
49.01,47.34,49.08,47.34
47.76,47.94,49.80,47.76
48.45,48.70,49.22,48.45
48.67,48.72,49.09,48.67
48.60,50.02,50.02,46.69
49.38,50.50,50.78,49.25
49.00,51.75,51.98,48.80
50.27,51.29,51.54,50.27
51.75,50.51,51.75,50.01
49.00,50.00,50.40,48.50
49.61,51.44,51.71,49.61
50.74,51.40,51.40,50.19
51.29,51.43,51.43,51.29
51.43,51.57,51.57,49.30
49.58,50.19,51.56,48.20
48.66,50.84,51.57,48.66
50.84,51.86,52.20,50.39
50.78,51.75,51.75,50.78
50.98,51.02,51.83,50.98
51.04,51.04,51.04,51.04
51.47,51.83,51.83,49.02
51.00,52.25,52.25,51.00
52.13,53.00,53.00,51.34
53.65,53.38,53.65,50.56
53.62,51.05,54.00,50.25
53.20,51.80,53.20,51.80
53.49,52.72,53.49,50.21
53.18,52.99,53.20,52.35
52.74,54.00,54.50,49.73
53.08,53.14,53.66,52.50
53.28,54.32,54.97,51.65
54.47,54.66,55.00,53.26
54.68,54.10,55.94,53.22
52.99,53.18,53.99,52.99
53.67,53.40,54.00,52.60
53.25,54.95,54.95,53.25
53.13,54.32,54.88,53.10
54.95,56.93,56.93,54.60
57.00,58.37,59.00,56.69
58.00,61.30,61.51,58.00
60.84,61.01,61.30,60.84
60.81,58.51,60.81,57.50
59.13,56.19,59.13,56.19
57.01,56.79,57.01,56.00
56.98,57.18,57.18,56.76
56.95,56.55,57.50,56.00
56.01,58.08,58.08,56.01
56.50,58.51,59.93,51.56
58.91,56.95,58.92,56.05
57.61,57.58,57.61,57.58
58.13,57.58,58.13,57.58
57.66,53.67,57.66,53.16
53.18,53.21,55.50,52.41
53.26,52.14,54.11,50.38
52.13,53.20,54.20,52.13
52.79,53.20,53.20,50.44
53.09,53.73,53.73,53.09
53.57,53.16,53.57,53.16
53.58,53.51,53.58,48.17
52.60,51.54,53.00,51.50
51.75,52.03,54.93,51.75
53.27,51.79,53.59,51.52
52.21,51.64,52.50,51.37
52.26,54.13,54.13,50.00
54.32,54.00,54.32,53.55
53.73,54.01,54.39,53.00
54.00,54.75,55.00,54.00
54.98,57.32,58.02,54.98
57.93,58.06,58.99,57.93
57.73,58.21,58.21,57.55
58.55,59.57,59.95,58.55
58.97,61.08,61.70,58.97
60.41,59.99,60.41,58.25
59.94,59.50,61.40,58.57
59.51,60.89,61.00,59.51
60.29,60.50,60.51,59.70
61.00,61.09,61.50,61.00
61.89,61.44,61.89,59.33
62.00,62.00,62.00,62.00
64.69,64.56,64.69,64.00
63.86,63.34,63.86,63.34
63.93,62.55,63.93,56.70
64.06,63.80,64.06,62.56
65.00,66.29,67.30,65.00
67.15,67.05,67.15,66.09
66.00,65.17,66.00,65.01
65.01,64.43,65.99,63.18
64.76,64.09,64.76,62.81
64.75,64.92,64.92,64.75
65.00,63.98,65.00,63.93
65.00,67.50,67.50,65.00
65.95,65.52,66.50,65.08
65.00,65.35,65.59,65.00
65.55,65.40,65.55,65.00
66.38,66.00,66.38,65.00
66.94,65.88,66.94,65.26
66.16,66.00,66.16,66.00
66.89,65.30,66.89,65.16
65.95,65.92,65.95,65.50
65.30,65.85,65.92,65.30
65.01,65.24,65.94,65.01
65.72,66.30,66.30,65.02
66.06,66.06,66.06,66.06
65.58,65.58,65.58,65.58
65.77,66.43,66.75,65.14
66.05,66.44,66.44,65.78
66.27,66.47,66.47,65.98
65.95,66.10,67.57,65.73
66.14,66.82,67.00,64.41
67.10,66.84,67.72,66.50
66.91,66.20,67.66,66.20
66.52,66.60,67.60,65.75
68.00,66.65,68.00,66.40
66.98,66.38,68.00,66.38
66.84,67.80,67.94,65.04
66.93,65.68,67.98,65.15
65.27,65.84,66.21,65.15
65.93,65.80,66.10,64.76
65.95,64.91,66.20,64.91
65.14,65.25,65.25,65.14
65.26,64.03,66.95,64.03
64.23,65.60,65.60,62.32
65.41,69.48,70.31,65.41
68.94,66.74,69.45,66.74
67.00,65.32,67.40,63.55
66.68,66.63,67.40,65.52
66.23,65.32,66.23,65.31
64.96,60.94,64.96,59.50
60.23,58.60,60.59,57.53
58.56,58.70,59.89,58.20
59.00,59.80,60.30,58.00
59.62,58.47,59.95,57.59
58.31,59.20,60.00,57.13
59.53,59.20,61.29,56.99
60.00,60.98,60.98,59.65
60.30,60.52,60.52,57.07
58.71,60.31,60.31,58.71
60.67,63.21,63.21,60.00
61.57,62.58,62.58,61.25
62.39,61.84,62.39,61.00
60.13,61.39,61.39,60.13
60.21,60.76,61.31,60.14
60.51,60.06,61.98,59.04
60.76,61.10,61.10,60.07
61.86,63.00,64.85,61.56
62.31,61.88,62.50,60.70
61.42,61.01,61.42,61.00
60.41,61.70,61.91,60.41
61.61,61.35,61.61,61.26
61.76,61.44,61.90,60.80
62.22,60.29,62.22,60.00
60.81,59.36,60.81,57.76
59.72,60.00,60.53,59.72
60.97,58.59,60.97,58.11
59.00,60.76,60.76,59.00
60.62,59.10,60.62,59.05
59.36,59.55,59.74,58.80
59.42,59.79,59.79,59.11
59.66,60.74,60.74,59.24
60.00,59.45,60.00,59.45
59.45,59.59,60.01,59.45
62.67,59.22,62.67,59.00
60.00,60.00,60.98,59.97
60.96,62.14,63.80,60.55
61.35,62.68,62.74,60.10
60.47,62.97,62.97,60.47
62.73,62.20,63.17,61.24
61.97,62.34,63.00,61.18
62.34,62.34,62.34,62.34
62.95,64.32,64.54,62.95
64.26,66.99,66.99,63.90
66.36,67.92,68.10,66.05
67.15,66.56,67.15,66.56
68.04,67.40,68.04,67.40
68.42,68.52,68.52,66.71
67.38,67.45,71.49,67.13
65.56,68.27,68.27,65.49
67.28,66.62,67.70,66.62
67.96,66.03,67.96,65.14
66.16,65.53,66.16,64.96
64.50,65.53,65.53,64.50
65.52,65.84,67.00,65.52
64.67,65.26,65.50,64.67
66.85,66.46,66.85,65.60
63.26,65.95,65.95,63.26
65.90,65.98,67.17,65.51
66.50,65.37,67.19,65.37
65.08,66.22,66.22,65.08
65.87,65.08,65.87,65.08
65.38,64.52,66.68,64.52
64.37,66.41,66.41,64.37
65.81,65.89,65.89,65.81
65.15,65.15,65.15,65.15
64.83,64.76,65.87,64.76
66.06,65.05,69.07,64.53
65.41,66.12,66.23,65.02
65.50,64.75,66.15,64.75
65.11,66.15,67.15,65.11
66.79,66.03,66.79,66.03
66.08,65.30,66.08,65.30
66.00,66.82,66.82,65.36
66.75,66.41,67.20,65.88
65.85,65.93,65.93,65.08
66.56,66.79,67.59,66.56
65.80,66.25,66.91,65.44
66.60,66.31,66.60,66.12
66.26,66.36,67.89,65.99
66.57,66.57,66.57,66.57
67.12,66.16,67.70,66.04
67.39,66.14,67.39,65.90
66.96,66.96,66.96,66.96
66.00,66.79,66.79,66.00
66.83,66.83,66.83,66.83
66.23,66.80,66.96,66.23
66.61,66.61,66.61,66.61
65.93,65.93,65.93,65.93
65.60,66.99,66.99,65.03
66.24,66.56,66.70,66.24
66.61,66.19,66.61,66.19
66.19,66.19,66.19,66.19
66.37,66.37,66.37,66.37
72.96,69.27,72.96,66.00
68.35,69.07,70.50,68.35
69.08,70.53,71.36,69.08
71.24,70.21,71.24,68.67
70.30,68.50,72.97,68.14
69.41,69.87,69.87,69.40
69.68,70.07,70.07,68.64
70.62,70.21,70.62,69.80
70.70,70.70,70.70,70.70
71.53,70.84,71.77,70.80
70.25,70.81,71.31,70.25
70.62,70.40,70.70,70.07
70.00,68.35,70.00,68.35
69.25,69.00,70.35,69.00
69.66,68.40,69.66,68.24
68.35,68.25,68.51,68.25
68.98,70.03,70.60,68.98
69.96,69.80,69.96,69.77
70.00,70.39,70.97,69.99
70.16,70.12,70.16,70.12
70.56,70.47,71.30,70.47
69.98,70.23,70.23,68.50
69.33,70.60,70.60,69.33
69.60,69.35,69.60,69.32
68.55,66.72,71.77,66.72
67.50,67.80,68.80,67.50
68.98,67.90,68.98,67.90
68.09,68.91,68.96,68.00
68.05,68.95,68.95,66.00
69.36,69.00,69.70,68.12
69.25,69.38,69.76,69.25
69.78,69.76,69.78,69.76
69.62,70.07,70.24,69.62
70.24,71.59,71.59,70.20
71.78,71.57,71.78,71.57
70.18,70.89,71.60,70.18
71.04,72.00,72.44,71.04
72.81,73.37,73.37,72.80
72.77,73.65,74.63,72.77
75.02,72.25,75.02,71.30
72.25,71.49,72.81,71.49
71.35,71.33,72.23,71.33
71.47,73.25,74.39,71.47
71.54,72.44,72.60,71.54
72.58,73.00,73.00,72.58
71.70,71.64,73.14,71.64
71.74,73.00,74.39,70.06
72.80,71.00,72.80,71.00
70.76,70.95,71.69,70.10
70.99,70.98,71.02,70.97
71.58,72.14,72.14,70.75
71.74,71.55,71.74,71.55
71.24,70.97,71.58,70.94
71.43,71.65,71.84,70.97
71.58,72.39,72.49,71.42
71.76,71.60,72.26,71.30
72.31,71.35,72.74,70.80
71.05,71.60,71.80,71.05
71.50,70.70,71.72,70.00
