MEIP,MEI Pharma,NASDAQ
7.42,7.25,7.47,7.25
7.25,7.28,7.45,6.99
7.32,7.17,7.32,7.06
7.21,7.33,7.40,7.19
7.31,7.30,7.44,6.94
7.30,7.13,7.82,6.89
7.25,7.10,7.25,6.96
7.10,6.77,7.38,6.73
6.78,6.90,7.19,6.78
7.00,7.20,7.20,6.90
7.24,7.37,7.52,7.24
6.83,7.18,7.29,6.72
7.18,7.43,7.50,7.10
7.49,7.45,7.52,7.38
7.47,7.45,7.74,7.36
7.43,7.43,7.54,7.36
7.47,7.50,7.66,7.37
7.50,7.42,7.76,7.31
7.41,7.46,7.69,7.41
7.43,7.47,7.58,7.39
7.42,7.52,7.62,7.35
7.54,7.64,7.77,7.48
7.66,7.58,7.77,7.50
7.62,7.60,7.65,7.55
7.54,7.55,7.78,7.49
7.58,7.57,7.72,7.32
7.62,7.47,7.62,7.33
7.52,7.59,7.72,7.50
7.63,7.41,7.67,7.39
7.43,7.29,7.43,7.08
7.26,7.36,7.50,7.26
7.40,7.52,7.60,7.16
7.52,7.42,7.58,7.41
7.49,7.31,7.54,7.25
7.27,7.19,7.48,7.14
7.19,7.10,7.26,7.08
7.12,7.03,7.24,6.95
7.05,7.10,7.17,6.91
7.03,6.86,7.03,6.82
6.86,6.77,6.89,6.69
6.90,6.67,6.90,6.67
6.65,6.85,6.90,6.55
6.86,6.71,7.10,6.52
6.74,7.01,7.12,6.59
7.00,6.89,7.10,6.80
6.83,7.37,7.50,6.80
7.32,7.16,7.42,7.13
7.27,7.27,7.50,7.16
7.24,7.47,7.48,7.20
7.45,7.46,7.55,7.25
7.51,7.50,7.56,7.39
7.48,7.73,7.80,7.33
7.75,7.60,7.95,7.59
7.60,7.54,7.76,7.31
7.60,8.08,8.25,7.50
8.11,8.12,8.66,7.93
8.28,8.48,8.52,8.11
8.45,8.46,8.80,8.43
8.48,8.64,8.70,8.20
8.64,9.09,9.21,8.52
9.07,9.16,9.20,8.60
9.10,9.70,9.73,9.10
9.60,9.60,9.86,9.39
9.59,9.61,9.75,9.15
9.61,9.38,9.73,9.30
9.35,9.72,9.85,9.30
9.70,9.95,10.00,9.66
9.95,10.26,10.41,9.82
10.08,10.34,10.61,10.02
10.34,11.25,12.45,10.34
11.27,10.48,11.31,10.39
10.47,10.03,10.50,9.88
9.95,9.68,10.04,9.58
9.63,9.91,10.25,9.37
9.83,9.60,9.92,9.48
9.60,8.85,9.67,8.70
8.87,9.03,9.15,8.37
9.23,9.16,9.41,8.80
9.05,9.17,9.25,8.91
9.15,9.46,9.46,9.06
9.42,9.55,9.94,9.34
9.59,9.89,10.04,9.52
9.90,9.97,10.36,9.90
9.96,10.04,10.20,9.48
10.11,10.21,10.75,9.85
10.42,10.42,10.95,10.32
10.38,10.05,10.64,9.60
10.00,9.60,10.00,8.97
8.37,8.41,8.74,8.00
8.36,8.30,8.50,8.08
8.30,8.13,8.32,8.01
8.11,8.04,8.15,8.00
8.01,8.02,8.07,7.99
8.03,8.00,8.07,7.94
8.00,8.02,8.20,8.00
8.00,8.02,8.04,8.00
8.07,7.85,8.07,7.57
7.72,7.51,7.94,7.49
7.59,7.92,8.00,7.50
7.83,7.67,8.40,7.49
7.68,7.58,7.71,7.30
7.49,7.48,7.65,7.31
7.50,7.54,7.61,7.30
7.56,7.57,7.72,7.43
7.56,7.89,8.07,7.52
7.89,8.05,8.13,7.84
8.04,8.13,8.18,7.73
8.15,8.19,8.55,7.95
8.24,8.06,8.40,7.97
8.06,7.93,8.14,7.73
7.90,7.95,8.02,7.72
7.98,8.07,8.15,7.91
8.11,7.92,8.44,7.84
7.88,8.13,8.33,7.88
8.15,7.97,8.22,7.85
7.95,7.97,8.20,7.95
8.30,8.27,8.52,8.06
8.38,8.28,8.54,8.25
8.34,8.55,8.56,8.28
8.38,8.51,8.63,8.30
8.55,8.50,8.60,8.08
8.48,8.60,8.72,8.26
8.60,8.48,8.64,8.38
8.49,8.25,8.57,8.04
8.25,8.20,8.38,7.91
8.05,8.38,8.41,8.01
8.35,8.17,8.37,8.10
8.00,8.30,8.44,8.00
8.36,8.48,8.61,8.25
8.32,8.16,8.36,8.01
8.20,8.31,8.43,8.10
8.35,8.18,8.38,8.11
8.18,8.27,8.37,8.01
8.13,8.01,8.16,7.68
8.00,7.89,8.23,7.83
7.89,7.87,7.99,7.75
7.88,7.79,7.90,7.71
7.80,7.90,8.02,7.73
7.78,7.83,7.91,7.76
7.88,7.86,7.99,7.73
8.28,8.62,8.94,8.17
8.58,8.21,8.68,8.15
8.30,8.30,8.39,8.06
8.35,8.70,8.85,8.15
8.72,8.75,8.92,8.31
8.75,8.54,8.75,8.40
8.62,8.57,8.62,8.15
8.53,8.51,8.67,8.35
8.55,8.52,8.65,8.35
8.43,8.43,8.53,8.17
8.22,8.13,8.38,8.00
8.18,8.41,8.48,8.01
8.43,8.27,8.43,8.17
8.40,8.68,8.68,8.14
8.50,8.46,8.55,8.30
8.51,8.30,8.74,8.17
8.33,8.28,8.33,8.15
8.25,8.21,8.38,8.16
8.21,8.29,8.29,8.16
8.34,8.63,8.74,8.17
8.66,8.75,8.90,8.59
8.75,8.65,9.36,8.56
8.69,8.52,8.81,8.50
8.49,8.63,8.79,8.48
8.65,8.74,8.78,8.51
8.66,8.56,8.78,8.45
8.58,8.23,8.60,8.10
8.27,8.32,8.38,8.13
8.37,8.14,8.39,8.00
8.18,8.16,8.34,8.08
8.16,8.15,8.28,8.11
8.15,8.10,8.36,8.01
8.12,8.39,8.40,8.06
9.30,8.63,9.85,8.28
8.50,8.45,8.64,8.41
8.60,8.84,8.91,8.55
8.88,9.65,9.75,8.81
9.64,9.80,10.00,9.39
9.83,9.93,9.99,9.31
9.94,10.09,10.16,9.91
10.24,10.24,10.35,9.90
10.19,10.52,10.61,9.90
10.53,10.71,11.00,10.51
10.65,10.82,10.96,10.48
10.90,11.27,11.50,10.79
11.23,11.45,11.63,11.01
11.41,10.74,11.44,10.55
10.69,10.55,10.78,9.95
10.58,10.08,10.62,9.97
10.09,9.55,10.27,9.15
9.59,9.70,10.53,9.24
9.79,10.00,10.37,9.70
9.95,11.21,11.45,9.95
11.34,11.54,13.98,10.96
11.54,11.13,12.23,10.98
11.18,11.01,11.50,10.91
11.03,11.14,11.40,10.79
11.14,10.99,11.18,10.52
11.06,10.72,11.08,10.31
10.64,10.00,11.06,9.87
9.96,9.27,9.96,8.90
9.27,10.08,10.23,9.26
10.04,9.59,10.27,9.42
9.46,8.68,9.59,8.63
8.74,8.70,9.35,8.46
8.69,8.81,8.95,8.02
8.86,8.65,9.00,8.51
8.62,8.48,8.74,8.28
8.46,8.66,8.81,8.25
8.65,9.05,9.18,8.65
9.09,9.07,9.40,8.71
9.23,8.58,9.26,8.39
8.50,8.10,8.50,8.09
8.17,8.31,8.46,7.91
8.33,8.00,8.55,7.95
8.00,7.82,8.04,7.64
7.82,7.56,7.90,7.37
7.57,7.35,7.73,7.22
7.32,7.34,7.50,7.06
7.28,6.96,7.48,6.88
6.94,6.73,6.94,6.50
6.71,6.59,6.87,6.56
6.51,6.92,7.00,6.50
6.94,7.07,7.44,6.87
7.10,6.73,7.42,6.60
6.69,6.43,7.01,6.39
6.36,6.25,6.83,6.11
6.23,6.06,6.69,5.93
6.01,6.16,6.53,6.00
6.14,6.04,6.30,5.91
6.10,5.94,6.40,5.70
5.93,6.06,6.25,5.85
6.09,6.10,6.16,5.97
6.13,6.14,6.45,6.01
6.11,6.02,6.24,5.95
6.02,6.20,6.43,6.02
6.17,6.15,6.31,6.01
6.14,5.99,6.15,5.86
5.95,5.79,5.95,5.67
5.81,5.73,5.86,5.62
5.72,5.67,5.82,5.53
5.67,5.92,5.96,5.56
5.93,6.14,6.39,5.92
7.24,7.03,7.40,6.50
7.06,6.95,7.30,6.78
6.95,6.75,7.10,6.70
6.75,6.61,6.75,6.49
6.57,6.42,6.70,6.31
6.43,6.36,6.56,6.18
6.40,6.62,6.69,6.22
6.62,6.54,6.85,6.50
6.59,6.51,6.59,6.40
6.50,6.18,6.51,6.13
6.16,6.06,6.36,6.02
6.00,5.63,6.21,5.51
5.63,5.64,5.85,5.52
5.58,5.89,5.90,5.56
5.85,6.34,6.83,5.85
6.38,6.62,6.77,6.38
6.56,6.51,6.80,6.28
6.55,6.70,6.74,6.49
6.69,6.25,6.69,6.18
6.51,6.07,6.54,5.91
6.07,6.11,6.30,5.95
5.99,6.26,6.35,5.89
6.25,6.29,6.44,6.20
6.36,6.53,6.67,6.32
6.53,6.41,6.69,6.22
6.44,6.28,6.88,6.20
6.22,6.28,6.35,6.13
6.26,6.50,6.61,6.18
6.47,6.62,6.77,6.34
6.60,6.92,7.08,6.50
6.98,6.90,7.17,6.84
6.97,7.07,7.20,6.72
7.02,7.06,7.23,6.75
7.08,7.07,7.11,6.60
7.12,6.87,7.22,6.83
6.92,6.85,6.98,6.75
6.72,6.49,6.85,6.39
6.43,6.57,6.74,6.38
6.57,6.59,6.67,6.16
6.52,6.63,6.68,6.49
6.68,6.59,6.72,6.52
6.47,6.64,6.72,6.32
6.65,6.58,6.77,6.50
6.69,6.60,6.73,6.48
6.55,6.55,6.82,6.38
6.60,6.58,6.68,6.45
6.61,6.64,6.95,6.53
6.73,6.69,6.89,6.62
6.80,6.69,6.96,6.52
6.69,6.77,6.90,6.52
6.75,7.09,7.25,6.57
7.08,7.04,7.25,6.92
7.06,6.99,7.23,6.93
7.00,6.95,7.10,6.91
7.14,7.24,7.46,7.00
7.46,7.26,7.46,7.07
7.11,7.19,7.44,6.97
7.37,7.28,7.40,7.10
7.31,7.19,7.38,7.10
7.16,6.96,7.25,6.85
7.03,6.90,7.10,6.81
6.90,6.97,7.03,6.83
6.93,6.98,7.00,6.93
7.25,7.02,7.25,6.84
7.02,7.03,7.11,6.93
7.03,7.03,7.06,6.86
7.19,7.22,7.56,6.99
7.35,7.51,7.51,7.21
7.50,7.25,7.50,7.23
7.33,7.00,7.33,6.98
6.99,6.63,7.06,6.61
6.65,6.73,7.00,6.61
6.74,6.91,7.05,6.73
6.91,6.90,7.05,6.86
6.90,6.91,7.00,6.83
6.98,6.93,6.98,6.83
6.96,6.83,6.97,6.81
6.85,6.90,7.03,6.84
6.93,6.90,6.97,6.78
6.88,6.73,6.90,6.66
6.73,6.87,6.96,6.70
6.96,6.94,7.21,6.78
6.94,7.16,7.39,6.92
7.01,7.15,7.17,6.90
7.15,7.20,7.35,6.88
7.21,7.25,7.48,7.07
7.29,7.50,7.65,7.08
7.58,7.91,8.33,7.57
8.04,7.59,8.25,7.57
7.50,7.68,7.75,6.87
7.70,7.63,8.04,7.42
7.71,7.84,8.04,7.69
7.92,7.95,8.16,7.73
7.96,7.88,8.09,7.83
7.90,7.69,7.99,7.45
7.72,7.95,8.10,7.65
7.97,7.84,8.00,7.82
7.74,7.88,7.92,7.66
7.81,7.89,8.00,7.74
7.94,7.95,8.05,7.73
8.00,7.99,8.00,7.87
8.10,8.05,8.10,7.85
7.95,8.11,8.25,7.90
8.05,8.06,8.20,8.04
8.12,7.91,8.12,7.86
8.30,7.88,8.30,7.82
7.82,7.92,7.92,7.73
7.86,8.00,8.00,7.73
7.96,8.00,8.08,7.90
8.04,7.96,8.04,7.93
7.93,7.66,8.00,7.65
7.73,7.57,7.73,7.15
7.46,6.95,7.57,6.65
6.95,6.87,7.14,6.77
6.75,6.72,6.82,6.70
6.81,6.90,6.96,6.75
6.85,6.72,6.85,6.67
6.80,6.90,7.07,6.80
6.94,6.89,6.94,6.69
6.82,6.73,7.09,6.68
6.80,6.39,6.84,6.26
6.44,6.40,6.54,6.20
6.44,6.50,6.66,6.44
6.55,6.47,6.72,6.42
6.53,6.38,6.57,6.35
6.45,6.25,6.66,6.25
6.45,5.91,6.82,5.73
5.95,5.99,6.10,5.16
6.02,5.39,6.02,5.32
4.50,4.21,5.17,4.11
4.01,4.20,4.84,4.00
4.25,4.07,4.34,4.05
4.05,3.95,4.05,3.57
3.92,4.17,4.27,3.83
4.14,4.13,4.32,4.09
4.20,4.13,4.24,3.96
4.16,4.21,4.24,4.05
4.23,3.79,4.23,3.72
3.81,3.90,3.95,3.71
3.90,3.99,4.06,3.72
4.00,4.01,4.13,3.92
4.04,4.27,4.31,3.96
4.27,4.27,4.33,4.18
4.30,4.33,4.40,4.25
4.33,4.50,4.57,4.28
4.47,4.29,4.63,4.25
4.49,4.37,4.49,4.31
4.37,4.35,4.42,4.24
4.30,4.16,4.36,4.13
4.20,4.00,4.45,3.91
4.00,3.88,4.07,3.81
3.88,4.01,4.11,3.84
4.07,3.95,4.15,3.85
3.97,3.98,4.03,3.87
4.00,3.88,4.08,3.85
3.85,3.75,3.97,3.70
3.83,3.79,3.85,3.61
3.76,3.69,3.86,3.67
3.70,3.68,3.86,3.62
3.68,3.69,3.77,3.63
3.65,3.72,3.80,3.61
3.78,3.86,3.90,3.73
3.87,3.94,4.01,3.79
3.96,3.92,4.09,3.90
3.92,3.81,3.93,3.70
3.80,3.92,3.96,3.76
3.97,3.95,4.02,3.87
4.08,4.00,4.10,3.96
4.25,4.20,4.35,4.05
4.42,4.35,4.44,4.16
4.56,4.69,4.75,4.43
4.72,5.04,5.08,4.60
5.14,5.00,5.23,4.85
5.06,5.00,5.14,4.80
4.91,4.94,5.04,4.88
5.00,5.04,5.15,4.93
5.39,5.42,5.62,5.31
5.76,5.65,5.88,5.55
5.70,5.51,5.72,5.40
5.43,5.65,5.70,5.31
5.60,5.98,6.00,5.55
6.04,5.89,6.59,5.80
5.89,5.66,5.97,5.54
5.63,5.74,5.76,5.36
5.66,5.50,5.70,5.40
5.50,5.72,5.90,5.48
5.75,5.65,5.76,5.55
5.73,5.70,5.78,5.60
5.60,5.63,5.72,5.46
5.70,6.04,6.13,5.66
5.99,6.04,6.05,5.76
6.00,6.13,6.33,5.91
6.21,6.05,6.29,5.97
6.00,6.00,6.14,5.86
5.91,6.04,6.12,5.91
6.05,6.12,6.21,5.92
6.15,6.30,6.50,6.04
2.19,1.93,2.19,1.87
2.05,1.97,2.07,1.93
1.99,1.90,2.01,1.84
1.87,1.83,1.89,1.79
1.83,1.74,1.85,1.71
1.75,1.75,1.79,1.69
1.78,1.79,1.83,1.75
1.83,1.79,1.84,1.76
1.84,1.77,1.84,1.75
1.79,1.81,1.82,1.75
1.83,1.87,1.95,1.81
1.88,1.89,1.95,1.88
1.89,1.82,1.91,1.81
1.84,1.87,1.87,1.82
1.92,1.90,1.92,1.87
1.92,1.93,1.94,1.89
1.94,1.97,1.98,1.91
2.00,2.12,2.12,1.97
2.16,2.12,2.16,2.06
2.14,2.39,2.40,2.12
2.42,2.24,2.44,2.20
2.24,2.08,2.26,2.05
2.09,2.18,2.22,2.06
2.20,2.16,2.20,2.12
2.18,2.07,2.18,2.01
2.07,2.09,2.11,2.02
2.09,2.05,2.10,2.03
2.06,1.99,2.06,1.92
2.02,1.99,2.03,1.94
2.01,2.13,2.15,2.00
2.13,2.04,2.13,2.00
2.05,2.02,2.06,1.98
2.03,2.04,2.06,1.96
2.06,2.01,2.06,2.01
2.03,2.03,2.06,2.00
2.04,2.02,2.04,2.00
2.04,1.98,2.04,1.97
1.97,2.03,2.03,1.87
2.02,2.03,2.06,1.97
2.05,2.05,2.06,1.99
2.04,2.02,2.06,1.99
2.00,2.01,2.04,2.00
2.00,1.91,2.01,1.91
1.92,1.87,1.95,1.85
1.85,1.81,1.87,1.74
1.82,1.91,1.95,1.81
1.92,1.89,1.92,1.83
1.86,1.90,1.91,1.86
1.91,1.92,1.94,1.88
1.90,1.96,1.97,1.90
1.98,2.03,2.09,1.96
2.01,1.99,2.05,1.94
1.96,2.01,2.01,1.95
2.01,1.98,2.03,1.96
2.00,2.00,2.00,1.93
1.96,1.98,1.99,1.96
2.00,1.98,2.05,1.91
1.90,1.90,1.91,1.85
1.91,1.86,1.91,1.83
1.83,1.76,1.86,1.65
1.74,1.75,1.76,1.68
1.74,1.76,1.77,1.70
1.75,1.77,1.78,1.75
1.76,1.80,1.82,1.76
1.79,1.77,1.83,1.75
1.75,1.74,1.79,1.73
1.75,1.74,1.78,1.74
1.74,1.75,1.77,1.69
1.71,1.70,1.72,1.65
1.72,1.71,1.72,1.68
1.72,1.70,1.72,1.69
1.70,1.77,1.78,1.69
1.69,1.74,1.76,1.69
1.74,1.75,1.76,1.72
1.71,1.71,1.73,1.68
1.72,1.71,1.74,1.70
1.73,1.73,1.73,1.70
1.73,1.74,1.77,1.71
1.74,1.73,1.76,1.70
1.72,1.74,1.78,1.71
1.75,1.75,1.78,1.74
1.77,1.76,1.77,1.72
1.73,1.71,1.76,1.70
1.72,1.68,1.73,1.67
1.66,1.65,1.69,1.59
1.65,1.66,1.69,1.57
1.64,1.61,1.65,1.61
1.61,1.55,1.63,1.55
1.56,1.57,1.60,1.56
1.58,1.65,1.66,1.58
1.65,1.60,1.67,1.60
1.60,1.56,1.64,1.55
1.55,1.49,1.61,1.47
1.49,1.49,1.55,1.47
1.50,1.51,1.53,1.47
1.53,1.56,1.56,1.51
1.56,1.72,1.82,1.53
1.77,1.67,1.80,1.62
1.68,1.62,1.75,1.60
1.63,1.69,1.71,1.58
1.68,1.65,1.71,1.64
1.65,1.60,1.67,1.58
1.62,1.71,1.73,1.60
1.73,1.71,1.81,1.66
1.69,1.90,1.90,1.69
2.03,1.77,2.08,1.72
1.75,1.75,1.86,1.70
1.60,1.65,1.75,1.54
1.69,1.69,1.73,1.66
1.72,1.66,1.72,1.63
1.70,1.69,1.72,1.66
1.68,1.73,1.74,1.68
1.74,1.82,1.85,1.74
1.82,1.80,1.85,1.79
1.83,1.86,1.91,1.83
1.91,1.91,1.97,1.89
1.90,1.85,1.93,1.81
1.85,1.86,1.93,1.85
1.87,1.84,1.91,1.81
1.82,1.84,1.89,1.82
1.83,1.86,1.87,1.82
1.84,1.83,1.86,1.82
1.83,1.82,1.87,1.81
1.83,1.80,1.85,1.74
1.78,1.83,1.84,1.75
1.82,1.88,1.88,1.76
1.86,1.82,1.91,1.80
1.79,1.80,1.82,1.76
1.78,1.80,1.84,1.76
1.78,1.72,1.79,1.70
1.72,1.68,1.75,1.63
1.70,1.61,1.70,1.58
1.62,1.57,1.64,1.55
1.60,1.57,1.65,1.53
1.60,1.55,1.63,1.52
1.54,1.60,1.62,1.54
1.60,1.63,1.66,1.60
1.66,1.64,1.71,1.60
1.68,1.72,1.75,1.62
1.70,1.70,1.74,1.68
1.70,1.73,1.77,1.69
1.70,1.69,1.75,1.68
1.70,1.71,1.76,1.69
1.73,1.74,1.76,1.69
1.72,1.82,1.87,1.70
1.84,1.83,1.86,1.78
1.78,1.77,1.97,1.77
1.81,1.80,1.91,1.77
1.80,1.79,1.84,1.75
1.81,1.70,1.81,1.64
1.73,1.71,1.77,1.68
1.70,1.75,1.81,1.70
1.76,1.71,1.76,1.70
1.71,1.77,1.80,1.71
1.78,1.78,1.84,1.75
1.76,1.79,1.82,1.75
1.80,1.81,1.86,1.78
1.80,1.83,1.86,1.78
1.85,2.09,2.12,1.85
1.88,1.83,2.05,1.80
1.87,1.79,1.87,1.75
1.82,1.72,1.84,1.69
1.72,1.72,1.73,1.60
1.72,1.70,1.77,1.70
1.70,1.69,1.73,1.63
1.70,1.71,1.79,1.69
1.71,1.66,1.71,1.62
1.67,1.65,1.68,1.61
1.65,1.64,1.68,1.62
1.63,1.64,1.66,1.61
1.63,1.64,1.69,1.62
1.66,1.69,1.70,1.60
1.67,1.70,1.73,1.67
1.69,1.71,1.72,1.67
1.73,1.80,1.85,1.73
1.81,1.82,1.85,1.74
1.82,1.76,1.82,1.75
1.74,1.73,1.80,1.72
1.68,1.69,1.75,1.66
1.68,1.54,1.68,1.54
1.88,1.68,1.92,1.67
1.66,1.77,1.80,1.56
1.79,1.68,1.79,1.66
1.65,1.73,1.79,1.65
1.73,1.64,1.75,1.61
1.62,1.55,1.64,1.54
1.55,1.58,1.60,1.53
1.58,1.62,1.65,1.57
1.60,1.65,1.69,1.60
1.66,1.73,1.73,1.63
1.73,1.77,1.79,1.72
1.75,1.75,1.79,1.67
1.75,1.79,1.79,1.75
1.76,1.78,1.80,1.76
1.77,1.71,1.80,1.71
1.71,1.65,1.74,1.64
1.64,1.61,1.70,1.60
1.64,1.60,1.65,1.59
1.61,1.67,1.67,1.55
1.64,1.61,1.65,1.58
1.58,1.58,1.64,1.56
1.56,1.56,1.62,1.54
1.58,1.52,1.60,1.49
1.51,1.40,1.51,1.35
1.41,1.40,1.48,1.39
1.41,1.38,1.47,1.35
1.37,1.39,1.46,1.35
1.38,1.34,1.38,1.30
1.34,1.31,1.39,1.26
1.32,1.32,1.37,1.15
1.32,1.30,1.34,1.25
1.30,1.30,1.32,1.27
1.29,1.31,1.37,1.27
1.32,1.33,1.37,1.27
1.31,1.27,1.34,1.27
1.26,1.26,1.29,1.21
1.23,1.27,1.32,1.23
1.26,1.33,1.35,1.26
1.30,1.31,1.35,1.30
1.30,1.24,1.30,1.20
1.24,1.24,1.29,1.24
1.22,1.24,1.29,1.22
1.23,1.17,1.24,1.15
1.15,1.13,1.23,1.13
1.14,1.01,1.18,1.00
1.00,1.06,1.12,0.87
1.05,1.04,1.10,1.02
1.03,1.06,1.12,1.02
1.05,1.09,1.13,1.03
1.10,1.09,1.13,1.06
1.14,1.15,1.17,1.08
1.13,1.13,1.18,1.13
1.14,1.09,1.17,1.07
1.08,1.10,1.14,1.08
1.10,1.15,1.18,1.10
1.16,1.22,1.29,1.13
1.26,1.16,1.27,1.16
1.16,1.16,1.21,1.15
1.16,1.18,1.23,1.16
1.20,1.22,1.30,1.18
1.23,1.20,1.28,1.18
1.20,1.21,1.27,1.18
1.22,1.24,1.26,1.20
1.24,1.23,1.28,1.21
1.23,1.22,1.26,1.20
1.23,1.22,1.30,1.15
1.20,1.19,1.23,1.18
1.24,1.18,1.28,1.18
1.19,1.23,1.27,1.13
1.20,1.18,1.27,1.17
1.19,1.19,1.23,1.18
1.20,1.21,1.26,1.18
1.22,1.20,1.25,1.20
1.20,1.17,1.23,1.17
1.18,1.20,1.22,1.17
1.20,1.19,1.23,1.18
1.20,1.19,1.23,1.18
1.20,1.27,1.32,1.20
1.28,1.26,1.35,1.25
1.27,1.25,1.34,1.25
1.25,1.28,1.33,1.25
1.28,1.31,1.33,1.27
1.31,1.35,1.41,1.29
1.32,1.37,1.40,1.30
1.35,1.39,1.44,1.35
1.42,1.50,1.53,1.38
1.48,1.50,1.54,1.40
1.49,1.49,1.52,1.40
1.51,1.64,1.67,1.47
1.60,1.60,1.80,1.58
1.59,1.51,1.59,1.49
1.50,1.53,1.58,1.50
1.60,1.53,1.60,1.50
1.53,1.52,1.56,1.50
1.51,1.52,1.55,1.45
1.50,1.49,1.53,1.48
1.50,1.43,1.50,1.41
1.43,1.44,1.47,1.41
1.45,1.40,1.45,1.39
1.41,1.40,1.44,1.39
1.40,1.44,1.45,1.39
1.44,1.42,1.45,1.39
1.40,1.38,1.45,1.34
1.38,1.37,1.40,1.33
1.37,1.34,1.42,1.32
1.35,1.40,1.45,1.34
1.42,1.41,1.44,1.35
1.43,1.39,1.43,1.39
1.43,1.40,1.45,1.38
1.40,1.41,1.41,1.36
1.41,1.39,1.41,1.39
1.39,1.39,1.39,1.36
1.39,1.35,1.39,1.34
1.34,1.34,1.39,1.34
1.33,1.35,1.39,1.30
1.34,1.38,1.39,1.32
1.39,1.39,1.44,1.36
1.39,1.42,1.43,1.38
1.42,1.43,1.45,1.38
1.42,1.42,1.45,1.40
1.42,1.44,1.50,1.38
1.45,1.43,1.47,1.41
1.42,1.42,1.59,1.39
1.42,1.45,1.47,1.42
1.43,1.46,1.52,1.43
1.45,1.46,1.49,1.43
1.50,1.44,1.50,1.40
1.42,1.41,1.45,1.39
1.41,1.39,1.41,1.36
1.37,1.35,1.39,1.35
1.35,1.33,1.36,1.30
1.31,1.28,1.31,1.25
1.27,1.33,1.33,1.23
1.35,1.27,1.35,1.25
1.27,1.32,1.35,1.27
1.34,1.31,1.34,1.27
1.30,1.29,1.32,1.27
1.35,1.34,1.37,1.34
1.40,1.36,1.40,1.29
1.37,1.27,1.44,1.25
1.33,1.37,1.38,1.32
1.37,1.35,1.41,1.29
1.37,1.36,1.40,1.35
1.36,1.39,1.42,1.35
1.36,1.37,1.42,1.36
1.38,1.36,1.43,1.36
1.37,1.41,1.43,1.37
1.40,1.42,1.44,1.37
1.40,1.39,1.45,1.37
1.37,1.40,1.45,1.37
1.40,1.39,1.44,1.37
1.39,1.38,1.45,1.37
1.38,1.40,1.41,1.38
1.39,1.39,1.42,1.37
1.43,1.38,1.43,1.37
1.41,1.38,1.41,1.35
1.36,1.39,1.39,1.36
1.39,1.37,1.39,1.36
1.39,1.40,1.41,1.35
1.39,1.39,1.39,1.36
1.40,1.38,1.40,1.38
1.39,1.36,1.40,1.36
1.38,1.36,1.39,1.32
1.58,1.47,1.58,1.39
1.48,1.46,1.48,1.38
1.47,1.45,1.47,1.42
1.48,1.48,1.49,1.43
1.47,1.61,1.62,1.45
2.28,2.06,2.28,1.95
2.07,1.96,2.10,1.90
1.95,1.97,1.98,1.88
1.97,1.98,2.00,1.91
1.96,2.03,2.07,1.95
2.01,2.04,2.08,2.00
2.04,1.99,2.06,1.97
1.98,2.03,2.06,1.90
2.01,1.94,2.06,1.92
1.92,1.96,1.98,1.92
1.98,2.04,2.05,1.93
2.03,2.05,2.13,2.01
2.05,1.97,2.07,1.96
1.95,1.98,2.00,1.95
1.98,1.91,2.01,1.90
1.91,1.90,1.95,1.90
1.90,1.90,1.95,1.90
1.91,1.79,1.93,1.78
1.78,1.74,1.83,1.71
1.74,1.76,1.78,1.69
1.74,1.88,1.92,1.73
1.92,1.87,1.92,1.84
1.85,1.87,1.89,1.83
1.85,1.80,1.87,1.78
1.81,1.77,1.82,1.73
1.78,1.74,1.78,1.70
1.73,1.77,1.80,1.73
1.77,1.76,1.80,1.72
1.75,1.71,1.77,1.70
1.72,1.71,1.75,1.70
1.72,1.76,1.76,1.71
1.76,1.75,1.77,1.71
1.75,1.73,1.77,1.68
1.73,1.69,1.75,1.69
1.70,1.71,1.76,1.70
1.70,1.73,1.74,1.70
1.74,1.74,1.77,1.72
1.75,1.72,1.76,1.72
1.73,1.76,1.78,1.72
1.80,1.86,1.89,1.79
1.86,1.77,1.87,1.77
1.76,1.77,1.84,1.75
1.79,1.76,1.79,1.74
1.76,1.76,1.77,1.72
1.75,1.75,1.76,1.74
1.72,1.70,1.77,1.68
1.70,1.71,1.75,1.70
1.73,1.75,1.76,1.71
1.76,1.71,1.76,1.70
1.70,1.61,1.70,1.56
1.61,1.63,1.64,1.61
1.62,1.62,1.64,1.60
1.63,1.65,1.66,1.63
1.66,1.62,1.66,1.60
1.62,1.61,1.65,1.61
1.61,1.64,1.66,1.58
1.62,1.59,1.63,1.58
1.59,1.52,1.60,1.51
1.50,1.49,1.52,1.48
1.50,1.52,1.54,1.47
1.51,1.50,1.55,1.45
1.50,1.50,1.51,1.46
1.50,1.45,1.54,1.44
1.45,1.45,1.48,1.43
1.45,1.45,1.48,1.44
1.45,1.50,1.50,1.43
1.47,1.51,1.54,1.47
1.55,1.60,1.60,1.52
1.58,1.66,1.67,1.58
1.67,1.62,1.68,1.60
1.61,1.65,1.66,1.60
1.65,1.59,1.65,1.56
1.58,1.59,1.63,1.58
1.57,1.58,1.60,1.57
1.56,1.61,1.62,1.56
1.59,1.61,1.63,1.59
1.58,1.59,1.59,1.56
1.59,1.64,1.65,1.57
1.64,1.71,1.77,1.59
1.73,1.66,1.73,1.64
1.65,1.54,1.67,1.41
1.61,1.58,1.62,1.55
1.60,1.58,1.65,1.57
1.61,1.60,1.63,1.56
1.59,1.57,1.60,1.53
