VMW,Vmware,NASDAQ
66.87,65.93,66.88,64.86
66.24,65.53,66.44,64.87
65.76,67.20,67.85,65.76
67.32,67.65,68.30,66.80
67.19,66.99,67.25,65.41
67.21,66.78,67.69,66.67
66.72,65.60,66.79,65.39
65.30,65.59,66.15,65.02
65.88,66.51,66.71,65.81
66.72,65.58,66.87,65.36
65.76,66.13,66.41,65.11
66.68,67.14,67.73,66.49
67.96,71.28,71.29,67.94
70.59,70.50,71.35,70.11
70.47,71.01,71.34,69.80
70.90,72.02,72.42,70.82
72.11,71.77,72.32,70.68
71.91,71.70,72.54,71.43
71.01,70.63,71.42,70.56
70.24,69.90,70.84,69.86
70.20,71.28,71.55,70.09
80.49,83.20,84.21,79.41
82.10,84.04,84.77,81.09
83.15,82.36,83.75,82.25
81.96,83.06,83.39,81.41
83.54,82.55,83.66,82.14
83.00,82.19,83.49,81.63
82.43,82.10,83.02,81.43
81.64,82.17,82.39,81.26
81.98,82.58,83.36,81.69
82.28,82.57,82.89,81.81
82.10,82.87,82.87,81.60
83.43,84.95,86.00,83.25
84.91,84.99,85.84,84.40
84.35,86.02,86.29,84.26
85.98,85.88,86.23,85.30
85.92,85.69,86.69,85.40
84.66,83.96,84.66,83.02
83.85,83.97,84.35,83.57
83.70,83.36,85.06,83.06
83.69,83.44,83.85,83.16
83.30,84.31,85.35,83.30
84.41,85.46,85.77,84.36
87.26,87.80,88.38,86.73
87.84,86.52,88.50,86.19
85.28,83.39,86.23,82.90
83.30,83.82,84.34,83.12
83.94,84.86,85.25,83.66
85.51,84.15,85.64,83.92
84.97,84.63,85.56,83.82
84.88,84.97,85.53,83.87
84.73,84.90,85.34,84.55
85.04,84.81,85.54,84.19
85.34,87.08,87.83,85.34
87.57,88.78,89.36,87.33
88.45,88.37,88.96,87.82
88.51,87.95,88.62,87.68
87.96,87.63,88.04,86.90
88.10,88.32,89.40,88.02
87.98,87.51,88.32,87.35
87.81,89.16,89.39,87.32
89.95,88.89,90.60,88.67
88.74,87.51,89.22,87.29
87.42,85.33,87.42,84.42
84.50,83.19,84.60,82.82
83.45,83.23,84.02,82.69
83.65,83.80,85.11,83.42
83.40,82.63,83.41,82.31
82.15,80.90,82.25,80.62
80.94,82.04,82.75,80.78
81.39,82.44,82.67,81.39
82.48,79.85,82.90,79.28
79.80,81.06,81.89,79.70
80.11,80.70,81.69,79.93
79.77,78.06,80.60,77.34
78.52,78.93,79.49,76.94
77.82,79.52,80.11,77.81
80.01,80.44,81.12,79.77
79.79,80.28,80.29,78.85
80.19,77.91,80.34,77.77
77.91,79.66,79.88,77.90
79.30,78.74,79.31,78.53
81.21,81.43,82.22,80.60
82.61,82.65,83.28,81.25
90.11,85.00,90.75,83.99
84.16,83.54,84.57,82.01
83.86,84.78,85.10,83.71
85.06,83.39,85.31,83.13
83.05,82.26,83.75,81.90
82.67,81.85,83.28,81.19
82.00,81.44,82.12,80.77
81.49,81.28,82.85,81.26
81.48,80.75,81.64,79.80
80.93,81.32,81.94,80.46
80.58,80.52,81.26,80.25
80.65,81.65,82.03,80.63
82.12,80.66,82.38,80.28
80.52,79.28,80.96,78.65
79.58,80.32,80.61,79.23
79.99,80.66,81.24,79.30
80.68,79.58,81.56,79.09
78.92,77.24,79.17,76.51
78.00,78.96,79.26,77.45
79.04,78.22,79.47,77.86
78.34,78.29,78.58,77.77
78.45,78.42,79.52,78.29
78.57,80.99,81.17,78.57
81.18,81.30,81.72,80.79
81.21,80.33,81.82,79.66
80.52,80.84,81.86,79.57
80.85,80.79,81.25,80.64
80.85,80.63,81.16,80.36
80.49,79.51,80.69,79.37
78.86,80.06,80.85,78.86
79.94,83.70,84.28,79.79
83.51,84.16,85.27,83.51
85.03,86.48,86.83,84.49
86.37,87.10,87.41,85.68
86.70,86.62,86.95,85.62
86.50,85.60,87.03,85.30
85.17,86.26,86.66,85.09
86.47,85.62,87.00,85.40
85.67,86.49,87.42,85.48
86.39,86.72,87.25,85.00
86.90,87.54,87.95,85.76
87.50,87.35,88.62,87.20
88.04,90.18,90.91,88.04
90.26,88.90,90.42,88.35
89.09,89.44,89.68,89.02
89.50,88.85,89.71,88.29
89.30,88.96,89.65,88.66
88.89,89.15,89.15,88.40
89.30,89.71,90.18,89.12
88.87,89.50,89.63,88.47
89.49,89.42,90.00,89.28
89.68,89.07,90.00,88.59
89.85,94.71,94.87,89.85
94.51,93.45,95.54,92.89
93.51,92.84,93.92,92.12
93.39,93.26,94.88,92.17
93.51,93.01,94.10,92.63
93.48,96.73,97.07,93.23
96.72,98.33,98.61,96.55
99.79,99.33,101.52,98.22
98.35,98.20,98.89,95.82
98.00,97.36,99.17,96.21
96.01,98.51,99.94,95.25
96.87,97.70,98.38,96.60
97.70,94.94,97.70,94.66
95.00,93.11,95.57,92.25
93.61,94.94,95.71,93.40
93.29,91.72,96.68,91.41
93.48,90.77,93.49,90.58
90.32,90.14,90.95,89.38
89.39,87.10,90.52,86.91
87.63,88.08,88.61,86.88
88.00,89.60,89.90,87.10
89.92,90.93,91.03,89.28
91.02,91.72,91.81,90.15
91.63,93.07,93.20,91.15
93.04,93.06,93.79,92.16
93.00,93.53,94.86,92.66
92.83,93.72,94.42,92.56
94.33,95.20,96.52,93.63
94.85,95.61,96.49,94.66
95.25,94.33,95.86,94.20
94.49,95.82,95.95,94.02
95.89,96.41,97.20,95.38
96.23,96.69,97.50,96.07
96.60,96.25,96.93,95.94
96.64,97.69,99.22,96.28
97.19,97.78,98.32,95.74
98.00,96.05,98.00,95.34
92.82,95.65,96.04,92.73
97.37,101.04,101.43,97.29
100.44,102.83,103.44,100.11
103.08,101.96,103.42,101.89
102.49,101.51,102.51,100.69
101.88,103.03,103.03,100.93
104.08,103.75,106.46,103.08
103.68,106.87,107.45,103.68
107.35,103.97,107.86,103.29
104.10,105.50,105.78,103.52
106.83,109.74,110.00,106.51
110.00,110.22,110.67,109.75
109.55,109.35,109.86,108.26
108.85,110.67,111.04,108.75
111.19,109.21,111.45,108.29
110.81,108.76,111.02,106.63
109.06,110.08,110.58,107.80
110.73,105.56,111.39,104.69
105.55,106.66,108.26,104.30
107.16,106.29,108.62,105.58
107.05,108.02,109.93,106.78
108.29,111.80,111.83,108.19
111.36,109.55,112.89,109.46
109.54,107.92,110.13,106.58
108.66,103.98,109.26,103.33
103.90,104.36,105.58,103.01
104.46,107.68,107.90,103.50
107.67,106.40,107.98,104.14
106.60,102.18,107.00,101.80
101.42,99.24,101.70,98.88
100.94,100.78,101.65,99.71
100.73,102.22,102.61,99.44
102.71,102.34,104.48,101.00
102.34,103.17,103.50,100.55
103.01,104.84,105.10,102.65
105.10,105.15,107.32,104.96
98.21,95.53,98.85,93.80
96.44,96.44,96.82,94.76
96.00,92.87,96.00,92.78
92.89,90.06,93.40,88.64
90.15,90.00,90.62,89.10
89.99,92.51,93.08,89.68
92.58,92.05,94.23,91.82
91.36,93.68,94.29,91.30
92.62,93.15,93.34,91.91
92.98,93.17,94.06,92.68
93.35,92.28,93.37,91.43
91.97,92.67,93.95,91.35
92.18,93.25,94.03,91.75
93.33,95.00,95.22,93.33
95.15,94.02,95.34,93.61
93.66,93.73,94.57,93.15
93.54,93.85,94.03,92.23
94.22,94.46,94.88,92.91
93.77,95.23,95.74,93.69
95.47,93.33,95.52,92.18
93.89,94.98,95.21,93.37
94.83,96.44,96.79,94.69
96.40,96.51,96.66,95.29
96.65,96.79,97.51,96.49
96.79,96.03,96.79,94.96
97.71,98.64,99.14,97.20
98.59,96.50,98.96,96.25
96.37,96.79,97.04,95.80
96.43,96.00,96.89,95.10
95.63,96.38,97.21,95.24
96.25,96.70,97.14,95.55
97.00,96.97,98.20,96.66
97.00,96.57,97.65,96.19
96.28,96.35,97.36,95.83
95.97,96.48,96.85,95.69
96.01,94.11,96.63,93.61
94.46,95.05,95.62,94.15
94.90,95.16,95.44,93.85
95.16,94.73,95.17,93.56
95.17,95.28,95.44,94.17
95.84,94.33,96.22,94.33
93.84,93.16,94.77,92.69
93.50,94.41,94.63,92.90
94.56,93.72,95.47,93.56
93.80,96.07,96.11,93.50
96.07,97.71,97.90,94.90
97.82,97.01,98.15,95.86
97.02,96.81,97.91,96.29
96.91,98.29,98.94,96.77
98.16,97.59,99.13,97.14
98.09,98.33,98.93,96.99
97.99,97.09,98.31,97.00
96.44,95.22,97.09,94.91
93.65,94.72,95.59,93.38
93.42,95.45,96.40,93.10
95.80,94.16,95.97,94.00
94.63,95.97,96.19,93.87
95.70,94.82,96.04,94.46
95.77,94.05,95.77,93.86
93.91,93.13,95.59,92.92
93.78,95.31,95.87,93.53
95.15,92.95,96.45,92.87
93.22,96.03,97.00,93.07
97.92,94.52,99.36,94.12
94.81,96.61,96.62,93.10
95.92,97.23,98.03,95.53
97.34,97.50,98.02,96.90
97.66,98.61,99.14,97.38
99.27,101.83,102.31,98.99
100.56,99.36,101.94,99.30
98.84,98.33,100.49,98.10
98.30,100.03,100.44,98.14
99.58,98.66,99.83,98.15
98.44,100.00,100.95,98.01
100.90,98.77,100.90,98.48
98.61,98.61,99.54,98.31
98.90,100.19,101.15,98.61
99.71,99.03,100.11,98.46
99.38,100.08,100.29,98.60
99.87,100.92,101.19,99.84
101.25,101.26,101.74,100.54
101.57,103.23,103.55,101.55
103.31,102.69,103.86,102.01
102.70,103.64,103.81,102.29
103.65,102.57,103.65,102.46
102.78,102.24,103.25,102.18
102.57,100.78,102.99,99.45
100.03,97.80,100.19,96.83
98.10,97.50,98.50,97.35
97.20,97.92,98.09,96.81
98.06,98.58,99.04,97.83
98.24,98.98,99.59,97.75
98.72,97.99,99.71,97.86
98.35,96.26,98.35,95.79
96.70,95.40,96.82,95.08
95.45,94.59,96.04,94.07
94.35,95.49,95.95,94.25
95.60,97.38,97.64,95.59
97.72,96.70,98.00,96.09
96.59,95.75,96.91,95.34
95.69,94.14,95.80,93.27
93.75,95.14,95.80,93.65
94.67,94.50,96.01,94.18
94.74,96.34,96.62,94.70
96.10,94.14,97.35,94.10
94.42,96.16,98.20,93.14
96.21,95.60,97.00,95.60
95.44,95.42,95.85,94.47
95.11,92.73,95.55,92.63
92.98,94.15,94.36,92.25
92.68,94.10,94.60,92.50
93.88,93.84,94.46,92.56
93.77,93.34,94.23,92.42
93.41,94.15,94.84,92.51
94.36,94.05,95.00,93.97
94.33,93.17,94.66,92.81
93.20,91.42,93.20,91.38
91.38,92.98,93.02,90.52
92.66,92.74,93.60,92.01
92.28,90.48,92.97,90.44
90.28,90.48,91.89,89.53
90.77,89.43,91.77,89.10
87.69,89.57,90.29,87.06
88.15,88.60,89.87,87.68
89.79,89.35,90.66,88.75
88.32,87.66,89.04,86.61
88.69,88.19,88.75,87.20
80.04,81.95,84.91,80.00
82.06,82.53,83.20,81.38
82.63,83.84,83.95,82.47
83.40,83.96,85.12,83.32
84.09,85.40,85.94,83.88
85.29,83.81,85.97,83.55
83.70,83.67,84.30,83.32
84.31,83.57,84.77,83.30
83.57,84.27,85.12,83.57
83.82,83.54,84.42,83.38
84.10,83.71,84.10,83.11
83.83,83.57,84.65,83.26
83.50,83.14,83.91,83.06
83.14,84.33,84.58,82.11
84.33,84.33,84.70,83.37
84.25,86.50,87.00,84.01
86.81,85.58,86.99,85.47
85.50,86.33,87.29,85.50
86.03,86.64,86.97,85.95
86.64,86.29,87.79,86.15
86.16,83.89,86.18,83.50
83.33,82.93,83.72,82.81
84.45,85.26,86.00,84.01
85.28,84.96,85.44,84.43
84.92,86.91,87.24,84.92
87.23,88.28,88.31,86.84
87.95,87.96,89.00,87.86
87.56,87.01,88.24,86.96
86.84,84.61,86.84,84.50
84.39,85.28,85.55,83.41
85.13,84.14,86.18,83.41
84.62,84.03,84.89,83.26
84.00,82.26,84.00,81.91
80.98,81.33,81.83,80.28
81.48,79.88,81.74,79.77
79.95,78.13,80.53,77.86
76.99,76.73,77.94,76.52
77.19,76.43,77.54,75.85
76.22,76.73,77.75,76.21
76.98,78.65,79.15,76.60
81.05,83.60,83.66,80.77
83.61,83.99,85.00,83.32
83.62,83.73,85.27,83.61
83.77,83.95,84.24,83.54
83.88,84.23,85.26,83.69
84.22,84.26,84.74,83.80
84.02,83.39,84.58,83.19
83.39,82.67,83.99,82.19
82.45,82.52,83.61,81.70
82.60,82.07,82.99,81.40
81.73,81.03,82.36,80.95
81.28,78.79,81.81,78.68
79.51,78.85,79.54,78.39
79.13,79.78,80.08,79.08
80.17,78.90,80.60,78.31
80.21,80.74,82.25,80.21
81.27,80.00,82.59,79.06
79.13,77.74,79.47,77.01
78.00,79.16,79.77,77.17
79.12,80.61,81.25,79.12
80.75,80.64,81.09,79.63
80.28,79.96,81.76,79.84
80.00,82.15,82.50,79.61
82.46,82.98,84.31,82.25
82.73,82.46,83.61,82.03
81.00,80.61,81.60,80.30
78.07,75.06,79.00,74.70
75.72,76.19,76.44,73.65
75.46,77.10,78.13,75.09
76.75,79.22,79.27,76.17
79.34,80.03,80.46,79.31
79.78,80.73,81.38,79.55
81.22,79.44,81.23,79.44
79.60,78.58,80.27,78.40
78.25,77.51,78.91,77.43
79.36,78.77,79.41,78.11
79.25,81.65,82.30,79.22
81.99,83.62,83.89,81.53
83.86,84.68,84.93,83.32
84.22,83.94,84.50,83.50
84.12,84.74,85.21,84.03
84.63,84.68,85.13,84.24
84.58,85.16,85.35,84.52
84.72,83.30,85.00,82.88
82.74,83.40,83.47,81.69
83.39,84.50,85.59,83.17
85.32,83.98,85.62,83.48
84.11,85.07,85.34,83.98
84.42,86.59,86.90,84.28
86.17,85.97,86.60,85.00
85.85,86.08,86.23,84.95
86.03,86.59,86.91,85.37
86.42,85.19,86.79,84.30
85.92,84.78,86.29,84.68
84.63,83.09,85.23,82.84
83.04,81.01,83.38,80.75
80.74,81.30,81.70,80.70
81.04,81.15,81.90,80.38
81.15,81.56,81.88,80.34
81.38,81.95,82.36,81.03
81.70,82.99,83.39,81.11
82.93,81.77,83.68,81.76
82.47,82.82,83.60,82.32
82.63,83.27,84.28,82.58
83.51,84.28,85.51,83.51
84.30,82.03,84.52,81.82
81.69,82.28,82.90,81.67
81.87,82.06,82.86,81.51
82.52,82.98,83.32,82.32
83.05,82.01,83.05,81.97
81.90,82.10,82.74,81.64
82.31,80.36,82.41,79.93
82.25,83.40,84.35,81.99
83.40,83.48,84.89,83.40
84.19,82.58,84.42,82.46
82.28,82.00,82.71,81.62
81.74,83.38,83.57,81.10
83.10,83.10,84.00,82.99
83.13,84.04,84.33,82.98
84.21,85.06,85.47,83.90
85.55,84.64,86.19,84.49
84.09,85.07,85.21,83.85
85.24,84.27,85.62,83.66
84.78,85.40,85.64,84.32
86.99,90.97,92.20,86.99
90.43,89.09,90.89,89.00
89.49,88.23,89.49,87.68
88.43,88.99,90.04,88.28
88.90,89.68,90.36,88.47
89.58,89.12,90.15,88.47
89.03,88.10,89.93,87.67
88.15,87.47,88.59,87.36
87.04,87.69,88.64,87.04
87.80,87.70,88.37,87.05
87.89,86.79,88.39,86.47
86.43,86.35,86.78,85.83
86.99,88.00,88.75,86.99
87.80,89.57,89.66,87.71
89.08,87.81,89.18,87.68
87.90,87.59,88.28,87.10
87.86,87.94,88.55,87.74
87.63,87.50,88.13,87.31
87.38,87.78,87.98,87.32
87.79,87.64,88.08,87.52
87.76,87.52,88.38,87.24
87.55,87.15,87.73,86.83
87.06,87.72,88.00,86.91
87.50,86.84,87.63,86.36
86.45,86.54,87.05,85.64
86.22,87.12,87.30,86.03
86.91,87.32,87.74,86.77
87.32,87.21,87.96,86.99
87.11,87.72,87.88,86.90
88.00,89.05,90.39,87.89
88.25,88.44,89.27,87.68
88.32,89.45,89.88,87.99
89.21,88.23,89.21,87.77
88.24,87.94,88.49,87.40
88.64,90.72,91.00,88.38
91.00,89.36,91.00,89.13
89.05,88.91,89.36,88.44
88.21,88.41,88.70,87.43
88.17,89.35,89.60,88.17
89.60,89.96,90.57,89.29
89.56,89.16,89.93,88.99
89.00,88.75,89.01,88.08
89.45,89.89,90.40,88.96
89.78,90.69,90.85,89.69
91.90,90.36,91.93,90.04
90.33,89.34,90.89,89.20
89.27,87.59,89.78,87.04
86.90,85.85,87.16,85.70
86.45,85.74,86.78,85.58
86.44,84.86,87.17,84.48
84.79,85.20,85.49,84.79
83.00,83.06,83.51,82.45
82.74,82.98,83.10,80.51
83.01,81.90,83.87,81.55
82.43,81.61,83.09,81.28
82.52,82.07,82.59,81.01
82.87,83.80,84.01,82.71
83.90,84.31,84.67,83.50
84.15,84.17,84.57,83.93
84.62,85.04,85.08,84.03
85.11,84.54,85.11,84.10
84.56,84.02,84.95,83.68
83.86,83.19,84.38,83.06
82.72,86.11,87.65,82.52
86.60,87.30,87.91,86.50
87.30,86.90,87.84,85.96
86.12,85.28,86.48,84.94
85.45,86.49,86.69,84.68
86.24,87.23,87.57,86.03
87.09,88.51,88.83,86.36
88.40,89.13,89.46,88.05
88.54,91.14,91.25,87.29
90.71,90.94,91.56,89.90
91.33,86.22,93.43,85.72
86.22,83.04,86.40,82.93
82.28,84.86,86.08,82.28
85.26,86.95,87.86,84.75
86.41,85.77,86.83,84.90
85.26,86.54,86.98,84.73
86.78,87.06,87.45,85.80
87.10,88.49,89.07,86.92
87.54,89.01,89.17,87.54
88.61,89.15,89.79,87.91
88.36,88.46,89.10,88.10
87.97,86.43,88.24,86.19
85.45,84.38,86.08,84.38
80.59,82.01,83.45,78.68
83.87,81.22,84.18,81.12
79.08,78.09,79.93,76.08
79.03,79.43,80.00,77.98
79.54,77.55,80.01,76.04
77.59,79.15,81.36,76.38
78.00,79.10,80.52,78.00
80.25,80.20,81.73,79.28
80.70,79.82,80.95,79.23
79.08,79.55,80.89,78.82
80.26,80.50,80.68,79.70
80.92,78.39,81.82,78.07
78.41,79.26,80.14,78.21
79.67,80.56,80.71,79.66
80.56,79.98,80.91,79.57
80.13,80.49,80.72,79.57
80.49,80.96,81.00,80.33
80.44,80.72,81.35,80.26
79.69,79.10,80.11,78.80
79.60,79.83,80.60,79.07
79.02,79.18,79.82,77.95
78.96,78.63,79.61,78.10
78.34,78.82,79.09,77.64
79.31,79.12,79.98,78.70
78.50,77.13,79.07,76.86
77.00,77.41,78.31,76.58
78.37,78.79,78.95,77.96
78.74,80.62,80.76,78.74
78.75,79.71,79.76,77.46
80.19,79.49,82.03,78.03
79.69,81.28,81.51,79.01
81.49,82.09,82.35,80.59
79.79,77.30,79.79,76.41
77.33,78.65,79.80,77.20
73.90,72.27,74.22,69.75
70.86,69.31,70.91,68.28
69.20,67.97,69.20,67.48
68.25,68.46,68.76,67.55
69.16,69.62,70.19,68.64
69.47,69.22,69.61,68.76
69.17,68.76,69.32,68.36
59.09,55.42,59.90,52.72
54.48,56.79,56.86,54.30
57.36,58.18,58.31,56.33
58.82,59.74,61.07,58.80
60.22,58.64,60.88,58.48
59.47,60.90,61.07,58.92
60.62,58.52,60.73,58.26
58.92,60.15,60.23,58.58
59.91,59.55,60.00,59.05
59.64,59.03,59.94,58.50
59.36,59.77,59.77,58.34
59.94,59.08,60.00,58.84
59.12,59.49,59.78,58.43
59.16,59.46,59.67,59.00
59.40,60.44,61.47,59.02
60.51,59.25,60.55,59.08
58.75,58.93,60.67,58.54
58.91,58.71,59.29,58.02
58.70,59.30,59.96,58.70
59.16,58.35,59.61,58.25
58.65,57.49,58.92,56.67
57.80,58.44,58.79,57.51
58.50,58.66,58.91,58.02
58.89,58.11,59.27,57.90
58.11,60.35,62.50,57.48
60.01,59.95,60.71,59.78
60.04,60.45,60.58,59.95
60.47,61.41,61.44,59.62
61.47,62.19,62.82,60.20
61.75,60.66,62.00,60.38
60.87,59.01,60.96,58.76
59.27,59.62,60.10,58.85
60.72,60.76,61.00,59.42
60.32,60.08,60.83,59.85
59.73,58.84,60.18,58.49
58.75,58.75,59.69,58.56
58.32,59.05,59.59,58.22
59.92,57.25,59.92,56.82
57.94,58.00,58.59,57.62
58.97,57.95,58.97,57.79
58.22,57.08,58.24,56.93
57.37,56.86,57.53,56.35
56.98,56.12,57.00,55.46
56.25,56.68,57.03,56.05
56.60,57.50,57.52,56.42
57.39,57.36,57.53,57.06
57.16,56.97,57.36,56.43
57.00,56.94,57.49,56.52
56.77,57.03,57.43,56.67
56.91,56.57,57.02,56.46
55.81,56.30,56.85,55.28
56.47,57.02,57.27,55.94
56.25,55.25,56.32,54.45
54.57,54.52,55.62,54.01
54.74,54.10,54.97,53.82
54.11,53.11,54.50,52.61
53.47,52.84,53.99,52.21
53.13,52.27,53.58,51.66
52.38,52.33,52.65,51.19
50.81,52.11,52.32,50.39
52.24,48.99,52.48,48.83
48.23,49.19,49.61,46.33
49.48,49.58,50.66,49.12
49.74,49.50,50.34,48.80
49.24,48.76,49.92,48.26
48.80,49.28,49.40,47.64
46.16,44.44,46.79,44.02
44.61,45.00,45.45,44.44
45.18,45.75,46.35,44.93
44.80,45.49,45.93,44.45
45.27,44.21,45.29,43.83
44.31,44.96,45.06,43.86
44.85,45.28,46.00,44.85
44.87,44.54,45.20,44.31
43.99,44.66,44.69,43.72
44.36,43.84,45.46,43.55
44.30,44.48,44.84,43.71
43.77,44.70,45.05,43.25
44.80,45.01,45.14,44.13
45.33,46.13,46.16,45.15
46.45,47.91,48.30,46.17
48.00,48.16,48.40,47.38
47.84,49.22,49.57,47.48
49.48,49.95,50.41,49.35
49.75,48.65,49.75,48.28
48.48,49.19,49.37,47.78
49.55,50.50,50.52,48.87
50.77,50.76,51.45,50.25
50.76,50.49,51.46,50.45
49.59,50.75,50.81,49.37
50.75,49.13,50.92,48.90
49.20,49.43,49.52,48.70
49.67,49.45,50.45,49.29
49.51,50.34,51.02,49.32
49.98,48.94,50.02,48.79
49.05,49.20,49.34,48.54
49.48,49.28,49.71,48.54
49.58,49.62,49.90,48.89
49.60,49.68,49.79,48.83
49.57,49.18,49.57,48.51
49.07,49.85,50.79,48.65
49.75,51.53,52.22,49.75
51.66,51.52,52.48,51.28
51.52,52.37,52.74,51.02
52.30,52.85,53.05,51.94
52.77,51.85,52.77,51.53
51.32,51.08,51.55,50.85
51.26,51.09,51.35,50.66
50.88,51.37,51.68,50.59
51.51,52.09,52.53,51.42
51.99,52.31,52.49,51.47
51.29,52.03,52.22,51.09
52.11,51.70,52.48,51.47
50.83,50.70,51.32,50.35
50.67,51.00,51.23,50.06
50.80,50.84,51.42,50.48
51.13,52.00,52.74,51.07
51.98,51.19,52.14,51.19
51.13,50.38,51.48,49.76
50.75,51.89,52.01,50.74
51.85,51.92,52.03,51.53
51.59,51.73,52.10,51.31
51.31,51.69,51.87,51.23
52.00,51.46,52.17,51.23
56.02,58.53,59.23,56.02
59.01,58.11,59.61,57.86
58.21,58.30,58.82,57.81
58.22,57.38,58.45,57.27
57.49,57.69,58.07,57.00
57.61,58.49,58.63,57.53
58.26,57.54,58.28,57.38
57.19,56.91,57.54,56.26
56.19,57.33,57.42,56.12
56.87,56.05,56.98,55.88
55.77,55.36,56.10,55.12
55.51,55.40,55.88,54.96
54.98,55.35,55.60,54.44
54.96,55.38,55.99,54.87
55.24,56.45,56.48,55.18
56.45,56.22,56.62,55.67
56.31,56.62,56.84,55.15
56.56,57.92,59.08,56.53
57.80,59.29,60.32,57.56
59.01,59.59,60.18,58.84
59.54,59.53,60.15,58.78
59.33,58.80,59.49,58.65
59.36,59.76,59.77,58.95
59.53,59.46,59.90,59.22
58.95,60.15,60.34,58.64
60.50,60.04,60.50,59.80
60.10,59.37,60.10,59.33
59.18,59.63,59.75,59.18
59.91,60.56,60.69,59.64
60.50,61.51,61.74,60.07
60.90,62.02,62.17,60.88
61.77,62.08,62.61,61.58
62.11,62.55,62.99,61.75
62.43,63.98,64.23,62.31
64.00,64.18,65.31,64.00
63.56,64.00,64.35,63.56
63.66,63.21,63.93,63.06
63.12,62.79,63.87,62.68
62.78,61.52,63.06,61.20
61.87,61.44,62.20,61.37
60.09,61.07,61.25,59.72
61.12,60.27,61.43,60.22
60.75,60.77,61.60,60.60
60.95,60.98,61.64,60.81
61.06,60.79,61.35,60.70
60.86,62.15,62.20,60.86
60.31,58.54,60.72,58.53
58.25,55.34,58.25,55.12
56.78,56.30,56.90,55.75
56.97,56.70,57.13,56.53
57.04,57.22,57.26,56.20
57.45,58.01,58.16,57.17
57.38,56.59,57.72,56.26
56.56,57.30,57.46,56.09
57.68,57.93,58.28,57.03
58.48,59.18,59.28,58.31
59.29,59.57,60.15,59.29
60.21,61.15,61.28,59.85
61.32,60.96,61.38,60.27
61.46,61.04,61.78,60.99
61.32,62.07,62.33,60.82
62.46,62.57,63.00,62.14
68.58,68.23,69.31,67.25
68.55,69.95,70.42,68.33
69.76,70.69,71.80,69.52
70.69,71.55,71.89,70.54
72.17,72.46,73.03,72.05
72.06,72.68,73.00,72.06
73.04,72.77,73.16,72.13
72.78,72.97,73.32,72.36
72.81,72.98,73.14,72.35
71.45,72.49,72.88,71.45
72.25,70.11,72.58,70.09
69.86,70.40,70.68,69.86
70.08,70.33,70.94,70.08
70.70,70.98,71.24,70.41
71.24,71.09,71.64,70.96
71.17,71.53,72.00,71.17
71.53,70.72,71.69,70.55
71.00,71.02,71.24,70.71
70.46,71.08,71.30,70.26
71.14,70.87,71.47,70.75
71.50,70.81,71.61,70.78
70.80,70.41,71.15,70.32
70.64,72.05,72.18,70.34
71.42,72.84,72.97,71.42
72.84,73.08,73.08,72.20
73.17,74.56,74.59,72.68
74.30,74.69,75.42,74.27
74.27,74.53,75.21,74.00
74.71,74.25,74.83,73.80
73.94,75.23,75.57,73.58
76.59,74.22,76.99,73.99
74.00,73.33,74.11,72.40
73.46,73.78,75.33,73.28
73.71,73.78,73.88,72.75
73.78,73.39,74.49,71.96
73.28,72.76,74.49,71.81
73.57,74.34,74.59,72.98
74.03,73.08,74.69,72.48
72.64,73.67,73.89,72.55
73.05,73.10,73.97,72.64
72.83,73.30,74.03,72.83
73.44,73.36,73.61,73.13
73.20,72.44,73.20,72.33
72.65,72.68,73.25,72.37
73.20,73.05,73.51,72.27
73.44,73.42,73.48,72.81
74.00,73.81,74.16,73.57
73.98,73.38,74.00,73.25
73.17,73.44,73.44,72.93
73.18,73.60,73.60,73.15
73.79,73.85,73.99,73.22
73.81,73.08,74.06,72.98
73.49,73.35,73.70,72.96
73.09,73.61,73.70,73.09
72.88,72.45,73.27,72.05
72.50,74.00,74.66,72.50
74.11,74.28,74.40,73.62
74.30,73.99,74.44,73.70
74.09,73.15,74.29,73.13
73.22,73.40,73.68,72.34
72.79,73.21,73.51,72.70
72.73,73.03,73.34,72.27
73.53,72.98,73.66,72.92
72.90,72.87,73.17,72.48
73.61,73.13,73.75,72.66
73.09,73.49,73.54,72.91
73.32,73.26,73.83,72.92
73.42,72.91,73.48,72.65
74.26,73.97,74.33,73.34
74.15,73.20,74.15,72.74
72.86,73.31,73.56,72.80
77.12,75.77,77.98,75.51
75.98,77.65,77.87,75.76
78.00,78.60,78.68,77.86
78.90,77.97,79.15,77.62
77.45,78.27,78.66,77.45
79.00,77.73,79.00,77.57
77.38,76.79,78.22,76.69
77.68,77.89,78.53,77.52
77.92,77.46,78.04,77.29
76.46,76.97,77.97,76.18
77.13,76.82,78.52,76.11
76.75,76.44,76.89,76.14
76.50,75.82,76.95,74.85
76.27,78.25,78.32,76.09
77.75,78.47,78.61,77.72
78.59,79.97,79.97,78.42
80.00,80.14,80.34,79.60
80.05,80.40,80.88,80.04
80.40,80.19,80.87,79.58
80.27,79.35,80.69,79.21
79.44,79.80,79.96,79.28
79.85,79.88,80.39,79.54
80.00,81.61,81.81,79.58
81.61,81.14,81.84,81.03
81.14,78.04,81.43,77.53
77.14,78.76,79.13,76.81
79.00,80.21,80.44,78.79
80.16,80.55,80.72,79.38
80.60,81.16,81.33,79.78
81.16,80.75,81.95,80.47
