WHR,Whirlpool Corporation Common Stock,NASDAQ
125.15,120.30,125.15,119.25
121.79,113.32,121.79,110.88
111.00,111.77,112.97,107.88
112.55,114.00,116.35,112.55
114.85,112.55,116.73,111.94
113.72,115.43,116.00,112.53
115.31,114.36,115.74,114.06
115.55,115.90,117.76,114.54
116.01,116.35,117.95,115.67
116.35,114.99,116.35,114.30
115.28,114.50,115.74,111.70
114.82,113.59,116.10,113.37
114.75,114.29,115.45,114.00
114.31,119.62,120.04,113.84
121.98,123.36,124.54,121.84
122.98,123.35,123.91,122.21
123.74,124.83,125.19,123.05
124.73,121.08,124.77,119.72
121.57,120.60,122.14,119.25
121.24,119.37,123.64,118.92
126.05,128.91,129.99,124.06
128.98,131.68,132.56,128.55
131.76,131.04,132.63,130.40
131.50,129.82,131.98,128.55
129.09,129.48,131.87,127.04
128.24,130.39,130.56,128.04
130.13,130.56,131.44,129.51
131.48,131.66,131.85,129.79
132.12,133.94,136.44,131.91
135.69,136.67,137.18,135.06
136.67,137.72,138.33,136.06
137.19,137.05,137.82,135.87
136.08,131.81,137.18,131.37
130.71,132.77,133.54,130.14
133.34,133.01,135.00,132.85
133.00,133.26,134.55,132.08
132.45,135.06,136.25,132.45
135.20,134.42,135.49,132.71
134.30,132.46,134.88,131.02
130.49,132.71,133.02,128.90
132.87,133.66,135.18,132.47
133.36,131.81,134.52,131.79
132.31,134.25,135.11,132.30
133.54,131.70,134.39,131.32
132.15,136.86,137.35,132.07
136.90,134.30,137.49,134.21
134.12,133.10,136.66,132.70
131.53,128.74,132.47,127.59
128.48,128.84,130.20,128.12
128.55,129.78,131.50,128.55
129.88,128.65,130.61,127.98
131.03,128.56,131.16,128.00
128.43,131.76,132.00,128.21
131.60,129.48,132.01,129.39
130.62,131.37,132.50,128.78
132.21,135.62,136.46,131.53
136.36,136.96,136.99,134.99
137.00,135.79,137.43,134.86
135.78,134.93,137.07,134.50
135.71,137.00,137.20,134.73
139.70,141.24,141.86,139.25
141.18,143.03,144.00,140.50
144.60,149.81,149.81,141.94
150.61,149.71,151.84,148.98
150.23,148.05,150.76,147.86
148.20,146.31,148.28,144.48
146.31,148.78,150.48,145.89
148.55,148.51,149.64,146.08
149.22,147.66,149.85,146.77
147.48,147.41,149.00,146.77
145.48,146.44,147.32,144.29
146.05,144.69,147.11,144.01
143.29,141.62,143.52,140.41
141.52,139.42,142.32,138.06
139.42,139.68,141.05,138.18
138.00,136.63,138.75,136.10
135.96,134.07,137.50,133.66
133.72,136.13,138.07,132.88
137.51,139.36,140.38,136.65
139.67,140.42,140.45,138.32
138.76,131.29,138.76,129.22
131.27,132.05,132.64,129.57
133.12,133.74,134.48,131.50
132.85,134.70,134.87,131.97
135.96,133.43,136.03,132.40
133.25,130.97,135.00,129.39
140.85,146.19,147.44,138.01
145.76,144.40,147.08,143.74
144.58,147.26,147.62,143.70
147.60,146.18,147.92,144.19
146.50,145.99,147.32,144.70
146.32,148.93,148.95,145.89
149.00,147.03,149.47,144.85
146.56,146.01,147.93,145.26
146.02,147.06,147.28,145.14
148.24,150.26,150.31,147.93
149.40,147.85,149.49,147.00
147.63,146.53,148.73,146.21
147.63,143.95,149.14,143.80
144.02,145.25,145.26,142.66
144.82,142.51,145.53,141.92
142.61,142.77,143.70,141.12
141.30,144.25,144.53,141.30
144.56,149.05,150.44,144.56
149.90,150.84,152.27,149.06
151.51,150.54,152.93,150.23
148.62,149.26,151.65,147.40
149.25,145.62,150.75,144.51
145.37,150.23,150.46,145.37
150.16,150.28,151.40,149.35
150.28,151.27,152.38,149.56
151.49,153.11,154.00,150.89
153.29,152.32,154.24,151.67
152.78,152.76,154.43,152.22
153.01,149.29,153.60,149.09
148.16,148.99,149.22,147.54
148.95,148.08,150.41,146.57
147.93,146.95,148.06,146.22
148.25,149.55,150.26,147.40
149.55,149.99,152.48,149.29
150.32,151.60,155.05,149.26
151.20,147.89,151.86,147.69
148.13,148.63,149.13,147.73
149.25,148.85,149.79,147.22
149.60,149.94,152.26,149.60
150.62,151.53,152.08,148.85
152.61,156.15,156.69,150.74
155.92,153.52,156.13,152.73
154.95,155.28,156.57,153.49
156.61,156.59,157.02,155.44
156.17,156.94,157.71,155.98
155.83,157.80,159.22,155.77
158.75,156.96,159.04,156.17
156.63,157.04,157.57,155.95
157.07,156.86,157.50,156.35
156.52,156.03,157.11,155.11
156.29,156.90,158.56,156.29
157.37,154.45,157.70,154.37
154.91,154.58,156.16,154.46
155.50,157.60,157.61,153.46
158.05,159.01,159.36,156.58
159.91,156.64,160.01,156.29
156.21,153.50,156.54,152.79
153.56,155.25,155.37,153.30
155.25,157.60,158.11,155.22
157.62,159.07,159.26,156.80
157.43,156.84,159.75,156.20
157.28,153.70,157.89,151.62
153.73,150.98,153.73,150.16
149.51,153.33,153.38,149.51
150.39,145.68,152.26,145.50
147.60,142.49,147.60,141.88
142.24,143.90,145.19,140.73
142.79,141.63,144.45,140.97
146.45,132.22,147.00,130.05
131.00,133.30,136.32,130.32
133.30,126.69,134.32,124.39
128.28,130.60,130.97,127.59
129.54,130.38,130.73,128.24
130.79,133.60,133.63,130.52
134.54,136.55,137.27,133.60
136.58,136.59,138.82,135.73
136.57,137.97,138.54,136.28
138.63,137.93,139.82,136.59
136.74,138.43,139.09,136.26
138.41,138.56,140.38,137.62
139.06,136.66,140.25,135.86
136.68,135.11,137.07,134.69
135.43,138.01,138.26,133.39
138.29,138.80,139.66,138.05
139.51,140.87,142.09,138.82
140.87,140.73,142.21,140.24
140.85,142.30,143.62,138.90
142.07,145.03,145.49,142.00
144.74,144.63,146.50,143.03
142.44,143.14,144.38,141.76
144.92,145.88,146.79,144.58
145.65,147.78,148.63,144.87
148.27,147.49,148.87,146.95
148.96,145.99,149.40,145.72
145.73,145.70,145.78,144.58
145.95,144.42,146.65,143.74
144.41,144.05,144.43,142.00
144.40,141.69,145.30,140.49
141.63,142.08,143.01,140.80
142.50,144.98,146.37,142.50
145.47,146.33,146.80,144.81
146.96,146.35,147.89,144.74
145.86,144.72,145.91,143.81
145.79,144.93,146.61,144.48
145.87,142.95,146.07,141.60
143.88,145.35,145.81,143.43
146.05,142.64,147.04,142.52
142.35,143.08,144.30,142.05
143.78,146.75,147.12,143.54
147.58,149.46,149.57,146.83
149.73,153.30,154.21,149.06
153.30,153.63,154.36,152.24
154.21,153.09,154.41,152.15
154.70,152.00,156.71,151.73
151.64,147.82,153.35,145.94
147.53,147.98,149.87,146.03
149.34,150.08,151.09,147.31
149.69,147.38,151.04,147.18
146.43,147.78,150.83,145.50
149.06,148.37,150.57,146.96
149.30,151.46,152.37,148.43
152.93,154.76,154.80,151.71
154.94,153.75,155.65,153.12
154.37,154.38,154.85,153.00
154.50,154.86,155.58,153.66
154.34,153.53,154.39,152.54
154.30,154.66,155.25,152.34
151.33,155.42,155.81,149.02
155.90,154.38,156.66,151.00
154.21,152.26,154.39,150.72
152.17,153.38,153.59,151.47
152.96,152.20,154.97,151.42
152.55,152.50,154.94,151.39
152.01,152.49,153.78,151.04
152.02,149.38,152.88,149.22
149.96,151.77,151.84,147.66
151.62,150.96,152.82,150.07
150.59,151.53,151.60,149.15
152.37,155.88,156.28,152.27
155.03,151.55,155.33,149.83
150.72,144.53,151.00,143.42
144.12,144.13,144.22,140.74
144.58,145.98,146.36,142.78
144.97,145.48,145.82,143.91
145.02,144.41,146.09,143.47
144.79,145.41,145.66,144.54
144.94,145.89,146.78,144.40
146.26,147.26,147.52,145.77
147.75,143.71,147.98,142.81
144.00,143.26,144.59,142.55
144.02,143.22,144.92,142.42
143.28,143.55,144.26,142.51
144.18,143.41,144.18,142.88
143.24,143.50,144.57,142.87
142.79,141.59,143.36,141.57
143.05,143.20,143.91,141.14
143.28,144.07,144.31,142.86
144.26,141.93,144.43,141.77
141.93,143.35,143.37,141.05
142.19,140.96,142.80,140.47
140.81,138.56,141.35,138.25
138.44,138.23,138.59,136.94
138.54,138.38,139.59,137.05
138.04,138.00,138.73,136.64
138.25,139.79,140.02,137.09
139.87,139.30,140.38,139.01
140.05,138.87,140.29,138.63
138.33,139.33,140.93,137.13
139.35,138.93,141.25,138.49
138.47,138.99,139.13,137.21
139.16,138.11,139.16,136.86
138.12,138.46,139.30,137.62
138.91,139.22,139.97,137.66
139.70,141.87,142.91,139.70
141.45,140.26,141.91,139.82
140.67,142.54,142.65,140.27
141.49,140.16,142.34,139.96
140.03,142.73,144.32,139.28
142.75,141.11,143.37,140.85
138.32,139.21,139.71,137.55
139.92,140.76,144.18,139.15
141.29,139.31,141.33,138.54
139.25,139.97,140.66,138.65
140.42,140.60,141.81,139.25
139.48,138.96,139.93,138.57
140.09,139.50,140.97,139.40
138.65,140.35,140.73,138.65
140.60,143.20,144.09,140.53
136.90,145.24,145.34,135.37
144.99,146.91,148.80,144.30
146.41,148.89,149.08,145.58
148.87,147.63,149.24,147.50
147.63,145.50,148.15,145.12
145.45,142.79,146.13,141.63
142.65,142.64,143.84,140.90
142.16,143.51,145.60,141.55
144.10,145.78,146.68,144.10
144.69,143.89,146.36,143.32
143.45,145.80,146.86,143.39
146.10,142.58,146.25,142.22
143.11,148.15,148.27,143.08
148.43,147.72,148.98,147.49
147.47,145.75,148.27,145.04
146.33,145.66,146.70,144.45
146.15,149.92,150.07,146.15
150.59,148.44,150.64,147.09
149.50,150.25,150.96,149.29
151.00,152.90,153.37,150.86
152.27,153.70,154.10,152.15
152.61,151.88,153.03,150.52
152.00,151.86,152.63,151.00
152.70,150.64,152.70,150.37
151.01,151.67,152.07,150.39
151.14,152.51,152.68,150.51
151.51,152.51,153.00,151.12
152.03,153.02,153.30,151.87
153.50,153.39,153.84,152.47
153.13,153.25,154.61,152.88
153.38,153.99,155.51,152.82
153.61,152.01,153.70,151.75
151.33,152.58,154.47,151.20
152.67,151.26,152.67,149.74
151.09,153.52,153.74,151.09
152.88,153.37,153.72,152.62
153.35,152.11,153.97,151.69
152.60,153.17,155.19,151.90
152.30,152.60,154.32,151.75
152.82,154.31,154.97,152.82
155.04,153.89,155.09,153.53
154.76,155.82,156.13,154.00
155.24,153.61,155.24,153.15
152.68,152.49,153.53,152.20
152.50,153.82,154.29,150.64
153.07,150.53,153.76,150.28
150.49,150.79,151.28,149.61
149.62,148.88,149.76,147.96
148.81,145.65,149.24,145.00
145.32,141.55,145.48,141.00
141.08,143.06,143.32,140.63
143.93,143.10,144.60,142.40
144.45,143.89,146.19,143.65
143.28,142.08,143.60,141.54
141.87,143.93,144.10,139.85
144.02,141.28,144.61,140.72
141.28,140.63,142.80,139.97
141.71,140.42,144.18,140.33
141.59,145.33,146.98,141.03
141.62,143.68,144.40,140.04
141.35,145.76,147.48,141.35
146.97,150.04,150.97,146.15
150.54,153.21,153.54,150.54
154.00,155.27,155.39,153.07
155.22,154.39,157.20,154.12
155.17,157.70,158.53,155.09
158.00,158.62,159.98,157.04
157.67,157.40,158.10,155.02
154.26,168.06,170.99,153.98
165.65,168.23,168.83,165.65
168.43,170.55,171.30,167.91
172.37,172.05,173.70,171.20
171.56,172.60,173.27,170.62
172.43,172.72,173.13,170.69
174.32,172.85,174.45,172.45
172.35,174.84,174.90,172.19
174.43,175.81,176.62,174.43
175.81,173.79,175.83,173.50
174.29,175.00,177.18,174.12
174.22,175.21,176.25,173.89
175.48,175.21,177.21,174.47
174.83,173.27,175.65,172.16
173.36,175.55,177.20,173.02
175.57,177.22,177.94,175.57
176.43,179.89,179.95,175.73
178.35,182.06,182.34,178.18
184.50,183.67,185.34,183.16
183.88,184.76,185.28,182.50
184.86,184.61,185.58,183.83
184.60,183.54,184.94,182.60
184.24,186.17,186.64,183.52
186.27,185.45,186.84,184.39
185.19,184.82,185.80,183.68
185.25,189.41,189.46,185.02
189.01,188.26,190.22,187.48
188.01,188.83,189.87,187.14
188.68,186.59,189.00,185.78
184.36,187.43,187.70,183.83
186.35,183.26,188.12,183.17
183.84,184.46,186.56,183.50
183.92,180.64,185.60,180.45
181.88,183.36,184.89,180.73
179.06,174.43,181.04,174.02
174.43,188.93,189.72,172.85
191.64,190.52,192.44,188.35
191.50,189.73,193.78,187.99
189.39,190.29,190.76,187.32
191.11,191.13,192.18,190.38
192.16,191.15,192.24,191.05
192.46,192.45,194.46,191.96
191.49,193.03,194.03,191.14
192.89,193.66,194.99,192.53
194.88,193.74,196.71,193.43
194.17,193.01,196.14,191.26
191.33,189.03,192.30,188.50
190.01,187.47,190.50,186.14
189.39,191.88,192.81,188.30
193.47,196.83,197.37,192.27
197.35,197.23,199.92,196.29
197.95,198.96,200.44,195.26
201.08,197.37,205.16,194.81
195.19,198.75,200.73,194.80
198.82,195.48,200.72,195.13
194.77,200.17,200.45,194.35
201.40,197.88,201.63,196.29
197.70,197.66,199.11,196.67
199.71,199.71,200.84,198.24
200.22,200.92,201.97,199.31
200.59,203.07,203.76,199.81
200.49,201.87,203.24,199.80
204.26,201.41,207.15,201.08
201.02,203.95,204.14,199.50
203.77,199.08,203.77,198.80
199.46,201.12,202.23,197.00
202.18,201.06,202.91,198.20
207.19,214.88,217.11,206.06
215.25,211.34,215.50,210.54
211.57,211.14,213.10,209.50
210.12,206.29,211.14,205.81
207.97,208.08,209.23,205.33
208.30,207.78,209.74,206.51
209.19,213.05,213.89,207.77
211.91,213.23,214.33,211.91
212.31,213.51,215.20,212.08
211.96,212.55,213.91,211.92
212.54,212.33,213.41,210.26
211.25,213.27,213.79,210.95
213.13,213.20,214.24,212.01
213.81,214.30,215.55,212.70
212.08,214.15,215.66,212.04
213.45,212.80,214.35,211.13
213.27,211.95,213.96,211.25
211.95,215.00,217.00,211.95
214.67,214.47,215.58,212.04
214.20,211.49,214.20,210.66
212.63,210.82,213.31,209.74
210.50,203.42,210.82,202.10
203.53,205.70,206.29,202.08
204.39,202.55,204.69,200.87
203.15,196.67,203.42,195.13
196.89,199.51,200.47,196.45
198.24,197.62,200.15,195.35
198.03,198.69,199.92,197.18
198.54,196.93,198.54,195.74
195.62,198.92,199.73,191.05
197.80,194.14,199.22,193.75
195.04,197.95,198.38,194.42
197.00,197.16,200.18,196.59
196.39,198.26,201.31,196.39
197.71,194.09,199.18,193.93
192.87,196.05,197.24,192.80
195.50,198.50,198.57,194.64
199.08,201.04,202.07,199.07
200.52,202.06,204.64,200.01
201.89,201.39,202.50,198.90
200.00,200.38,201.67,199.26
199.75,201.02,202.42,199.13
201.00,197.73,202.09,197.67
193.52,196.14,197.28,190.23
196.28,196.16,197.09,193.24
197.48,195.67,197.82,195.43
195.79,193.94,195.79,192.40
193.43,195.81,196.92,192.04
196.53,194.95,197.00,193.94
193.89,191.35,193.98,191.21
189.74,189.60,191.57,189.01
191.25,194.85,194.93,191.10
196.41,193.97,196.51,193.65
193.64,191.77,194.31,191.47
191.24,190.92,192.19,189.88
194.50,196.49,197.18,193.11
196.67,197.83,200.18,196.67
182.54,183.70,187.50,179.12
182.94,179.03,183.24,177.24
179.69,175.60,180.59,174.75
175.87,179.31,180.38,175.39
179.40,180.15,181.18,178.77
180.27,179.60,181.58,179.55
179.82,178.84,180.75,177.88
179.54,182.52,182.82,179.16
184.92,185.65,188.48,184.02
185.80,186.98,188.94,185.02
186.90,186.45,187.81,185.09
185.90,187.66,188.28,185.17
189.01,189.30,190.24,188.09
189.00,187.83,189.39,185.02
187.64,188.71,189.35,186.99
189.75,190.03,190.93,187.92
189.85,189.10,190.04,187.86
187.77,192.05,192.52,187.61
192.06,192.01,193.02,191.84
191.50,188.31,192.95,187.83
188.33,187.56,188.84,185.20
187.51,187.52,188.39,186.34
187.24,184.25,188.35,184.03
184.64,186.96,188.26,183.27
186.13,188.23,188.98,185.56
188.31,189.25,189.46,186.79
187.86,187.99,189.08,187.32
187.49,187.77,188.35,185.80
187.86,185.40,188.91,185.24
185.64,182.99,185.64,182.72
184.14,185.98,186.43,183.44
186.85,186.73,189.50,186.22
185.48,185.99,187.07,184.77
184.80,184.01,185.31,183.00
183.45,183.89,185.29,182.67
183.99,185.55,185.89,183.34
185.96,187.25,188.40,185.88
188.18,187.57,189.58,187.24
187.95,184.93,188.01,184.04
185.25,185.26,187.18,184.57
185.13,182.72,186.73,182.58
183.66,178.27,183.66,178.19
178.89,177.81,179.98,176.92
176.87,173.77,178.42,173.52
175.16,173.05,175.60,172.85
174.87,171.00,175.00,169.40
170.99,169.73,170.99,168.19
169.41,168.74,171.24,167.79
169.15,171.23,171.43,166.64
169.75,170.74,172.69,169.33
172.77,170.52,172.77,170.09
172.28,174.42,174.81,171.28
175.53,175.36,176.41,174.40
175.36,175.68,176.77,174.99
174.82,173.50,175.23,172.15
174.56,170.00,174.92,169.92
170.19,168.72,171.89,167.99
168.47,163.14,168.89,159.21
163.14,166.21,166.61,162.48
173.50,178.36,180.75,172.98
176.96,179.43,180.50,176.30
179.90,176.10,180.16,175.83
174.64,171.84,174.95,170.89
173.41,176.72,176.91,173.09
177.01,178.75,179.67,176.02
178.27,178.12,179.90,176.56
178.75,177.73,179.28,177.29
177.67,175.97,178.31,174.87
175.98,174.88,176.26,174.35
175.77,173.84,176.37,172.91
174.53,170.52,175.24,169.73
170.85,170.41,171.93,169.60
172.05,174.86,176.09,171.00
173.49,171.47,174.00,170.58
170.04,172.79,172.93,168.67
172.80,174.57,176.15,172.80
174.52,177.22,177.66,174.24
176.02,178.49,179.28,175.30
178.49,182.95,183.34,177.56
182.66,184.58,186.82,180.53
182.73,183.10,185.72,181.81
181.60,177.60,182.50,176.51
168.00,167.69,173.55,163.30
173.15,166.46,173.85,166.45
169.03,168.09,169.64,162.93
169.85,170.65,175.29,168.35
170.67,168.49,171.00,167.40
168.81,168.10,170.95,167.04
164.61,160.20,167.16,159.29
162.00,166.25,166.26,161.05
167.20,165.34,168.49,164.75
163.78,163.87,165.26,162.50
166.45,165.67,167.18,164.76
167.59,165.07,168.49,164.68
164.81,162.13,164.97,160.29
161.65,163.04,163.61,161.28
162.69,161.55,163.57,160.78
164.10,167.46,168.76,163.55
168.23,168.08,168.34,164.93
168.10,168.46,171.29,167.12
166.16,164.10,168.02,163.36
164.95,162.66,165.27,161.28
161.02,157.93,161.60,156.28
158.07,157.93,159.70,156.65
156.90,156.48,157.43,153.41
158.30,154.95,158.77,153.73
153.08,147.19,153.64,146.98
146.51,145.46,148.14,143.75
146.49,147.26,147.75,143.78
147.21,148.09,148.68,145.27
146.48,148.60,148.84,144.47
149.98,156.11,156.64,149.98
154.92,154.24,156.29,151.56
154.97,157.70,159.10,154.29
157.09,160.23,160.98,156.64
159.83,158.65,160.96,156.81
158.98,158.87,159.17,157.46
157.00,155.22,158.92,155.08
155.28,151.51,156.02,150.16
151.75,154.65,154.73,149.19
155.71,156.77,157.32,153.05
156.31,156.27,156.69,154.17
155.92,155.56,156.64,153.15
156.57,152.86,158.50,152.44
153.26,159.81,160.52,152.87
166.17,145.90,167.66,140.50
147.69,150.17,151.87,146.33
149.90,153.69,154.55,148.04
153.80,157.84,158.09,153.42
157.33,162.70,163.03,156.36
162.49,160.14,164.89,160.09
160.94,161.20,162.02,159.45
161.22,160.89,161.95,158.73
160.94,160.99,161.52,158.75
161.02,158.66,161.48,156.71
158.00,156.45,158.60,152.35
155.33,155.50,156.99,153.55
155.05,156.85,157.03,153.24
156.62,158.92,159.35,156.05
157.16,155.50,157.16,155.10
154.43,151.07,156.03,150.41
151.29,154.70,155.10,150.44
156.83,157.27,161.08,156.17
157.28,158.05,158.66,155.51
158.75,159.72,160.09,158.09
160.39,162.27,162.45,159.21
165.08,164.48,166.90,163.63
163.38,164.69,165.67,163.06
164.89,166.82,167.38,164.05
166.50,166.29,167.72,165.52
166.49,162.52,167.38,162.24
163.65,163.26,164.61,161.45
163.80,161.41,164.05,160.59
162.21,157.61,162.21,155.01
157.73,160.19,161.00,157.44
159.48,157.86,160.21,155.04
156.50,157.66,159.43,156.50
155.94,148.25,156.27,147.50
148.75,149.17,150.44,146.76
146.74,146.10,148.59,145.84
146.61,144.03,147.93,142.79
145.10,145.04,146.89,143.86
146.73,153.10,153.63,146.01
153.35,147.03,154.35,146.97
146.09,142.27,146.75,142.18
142.99,146.58,146.69,142.99
147.08,146.94,147.32,143.03
148.06,150.14,150.28,146.76
150.04,149.57,150.72,148.88
149.06,148.98,149.77,146.45
150.06,150.16,150.53,147.46
149.37,148.57,150.18,147.50
148.12,146.87,148.75,146.85
144.40,148.09,148.19,142.60
148.65,144.90,149.66,144.64
142.79,141.20,144.47,140.40
138.28,137.65,140.67,137.53
139.12,135.56,139.87,135.26
136.49,134.41,137.45,132.45
135.76,134.31,136.35,131.38
134.82,129.96,135.80,129.68
131.04,134.03,135.07,129.90
129.97,128.64,130.72,125.69
130.00,127.21,131.50,125.79
124.99,130.63,132.05,123.60
131.63,133.37,136.73,131.48
135.97,133.58,137.46,130.99
132.74,133.22,134.54,131.05
133.76,134.25,136.68,132.94
133.27,132.37,135.28,131.34
134.00,132.02,136.07,131.53
134.67,134.39,139.05,132.04
134.52,135.42,138.23,132.26
134.50,132.19,134.85,131.77
133.84,135.08,135.12,131.56
136.86,139.80,141.08,136.72
139.71,137.82,141.51,137.10
136.73,135.24,137.08,132.80
133.34,137.04,138.08,133.34
138.22,134.36,138.48,134.29
131.45,129.74,133.07,128.24
131.80,132.19,132.78,130.28
134.00,135.45,135.96,131.34
136.60,138.85,139.75,136.27
138.90,140.48,140.68,137.47
139.29,142.91,143.50,139.29
145.11,148.21,148.84,144.80
148.00,150.14,150.94,147.36
148.22,151.28,151.62,146.20
151.92,151.87,152.62,148.92
152.12,154.55,155.75,151.88
154.51,155.32,157.79,153.88
156.49,157.52,158.07,155.32
157.30,158.82,159.00,157.03
158.97,158.05,159.04,155.80
158.68,161.16,162.18,157.22
160.50,159.15,161.44,158.51
158.49,158.55,159.78,155.90
158.65,158.58,159.78,156.93
159.57,158.33,160.80,156.62
160.38,164.70,165.84,160.24
163.65,166.04,167.70,163.00
166.45,168.84,170.55,165.31
167.05,174.22,175.00,166.04
173.84,176.65,177.99,173.06
177.18,177.93,179.65,176.70
178.22,177.46,179.54,176.30
177.19,177.17,178.16,175.30
176.70,175.01,177.05,174.83
174.00,175.09,175.22,172.22
175.63,176.99,178.07,175.51
176.51,177.29,177.80,173.76
178.60,177.35,178.88,176.70
177.00,180.34,180.59,176.57
180.12,183.31,183.74,179.20
183.94,182.98,184.69,182.07
181.80,181.16,184.16,180.03
181.66,182.35,183.41,180.83
181.51,180.44,182.51,178.50
182.24,182.59,183.57,181.27
182.24,183.52,185.56,181.82
183.71,185.17,185.99,182.59
185.95,187.33,187.70,185.31
187.46,186.13,187.58,183.61
186.36,186.40,187.46,184.97
186.60,190.00,190.68,186.51
192.27,190.15,193.59,187.05
190.46,188.46,192.04,188.06
188.87,187.45,189.67,187.21
187.45,187.31,188.01,186.28
187.32,186.04,188.50,185.12
174.80,179.43,179.64,171.20
180.17,178.25,182.00,175.86
176.81,174.78,178.64,174.09
174.78,174.14,175.29,173.08
175.00,176.81,178.03,174.41
175.13,176.89,178.21,174.09
175.44,175.18,178.06,174.01
175.31,176.29,177.63,175.07
175.07,176.70,177.47,174.82
176.50,175.09,177.42,174.01
176.36,177.28,178.32,175.25
176.23,172.37,176.84,172.01
172.56,171.54,174.17,169.33
171.69,168.72,172.89,168.32
168.56,167.58,168.86,165.06
167.14,169.75,171.28,166.66
168.23,166.98,170.05,166.03
165.98,167.67,167.88,164.59
168.54,168.10,169.27,166.54
167.98,166.87,169.03,166.61
167.98,174.25,175.17,167.98
174.56,174.39,176.46,173.59
173.86,172.25,175.21,171.56
172.28,174.61,175.39,172.28
174.81,174.62,174.94,173.18
173.36,175.23,175.39,172.29
175.22,175.03,175.80,173.25
173.76,173.81,174.74,172.20
173.90,174.83,175.95,172.75
174.61,177.93,179.35,174.31
178.32,181.11,181.19,177.82
180.27,179.69,180.56,177.90
178.53,177.52,178.70,176.54
177.16,175.01,178.02,174.83
174.38,174.86,175.24,172.44
175.66,176.30,178.52,174.25
175.74,174.43,175.74,172.52
174.55,175.64,176.43,173.91
177.36,177.73,180.42,177.36
178.51,177.18,179.18,176.35
177.93,178.20,179.73,177.34
180.38,178.80,181.01,177.46
170.80,162.57,170.89,160.97
160.50,154.46,160.50,152.19
159.13,161.04,161.61,158.43
163.05,163.89,165.74,162.20
163.87,166.64,166.64,161.81
167.00,167.27,169.42,166.37
166.26,163.96,166.93,161.97
163.42,166.42,166.60,162.70
166.88,167.88,168.75,165.61
169.88,171.38,172.66,168.54
171.83,172.72,173.29,170.30
174.75,173.72,174.83,172.47
174.40,173.79,174.67,171.64
175.10,174.19,176.90,174.03
174.99,175.51,176.75,174.24
175.97,178.02,181.67,174.97
177.73,179.35,180.94,177.73
178.83,183.67,186.00,178.38
183.74,182.72,184.63,181.85
187.00,187.61,188.27,181.77
185.92,190.26,190.37,185.06
190.20,189.98,190.58,188.08
189.23,190.62,191.69,189.14
190.62,192.38,193.03,189.44
192.90,192.36,193.59,191.29
192.36,192.13,194.10,191.73
191.67,189.38,192.43,188.98
188.99,187.83,189.20,187.11
188.34,189.21,189.84,187.36
190.00,189.56,191.52,187.99
190.65,189.56,190.65,188.67
189.92,189.24,189.92,188.33
189.82,186.78,189.82,186.01
187.61,187.12,189.18,186.70
186.06,185.97,187.16,185.01
186.37,184.86,186.62,184.20
183.71,183.02,184.81,182.65
183.09,182.13,183.94,180.92
182.43,184.58,185.12,181.11
184.01,182.87,185.05,182.06
182.89,183.76,184.22,181.71
185.15,186.24,187.13,184.82
184.90,181.57,185.24,180.65
181.29,180.58,181.85,179.54
181.09,181.02,182.15,179.60
181.00,181.34,182.63,181.00
181.34,179.25,181.87,178.65
179.03,178.64,180.01,177.50
178.59,177.65,178.90,176.34
178.93,177.98,179.49,177.15
178.76,178.61,178.99,177.11
178.61,182.25,182.44,178.10
181.46,174.80,181.93,174.63
172.00,166.72,172.53,165.90
164.75,169.92,170.50,164.67
168.25,166.72,169.35,165.88
166.52,164.33,167.60,163.87
164.12,165.10,165.27,163.01
164.42,162.75,164.61,160.84
163.06,161.83,165.13,161.44
162.51,160.44,162.85,159.55
160.48,162.69,163.16,160.31
164.45,164.35,165.14,163.46
163.64,162.17,163.98,161.82
161.63,160.61,161.83,159.76
160.92,162.81,163.48,160.85
162.62,162.29,163.11,159.73
161.60,160.35,163.36,159.87
160.67,162.16,163.06,160.47
161.84,162.07,163.61,161.06
162.20,162.27,163.56,161.31
162.84,164.10,165.05,162.84
163.81,166.26,166.99,163.50
166.55,163.49,166.97,162.62
164.52,161.56,165.23,161.34
161.69,161.03,161.78,159.13
161.58,160.83,161.58,160.15
159.36,160.78,161.40,158.63
162.36,160.75,163.67,160.50
158.86,163.01,166.08,158.73
164.25,162.29,164.25,160.67
162.76,166.47,167.24,162.19
165.78,166.07,167.26,164.29
164.88,167.18,167.35,163.43
167.83,170.46,172.05,167.83
156.49,152.09,159.79,148.54
151.98,149.52,153.38,148.98
149.77,147.69,150.00,145.91
148.76,150.82,152.80,148.32
151.69,149.82,151.69,149.41
150.24,150.57,151.90,149.53
150.42,150.76,153.71,149.54
151.78,150.99,151.78,150.29
152.98,152.79,154.47,151.23
155.00,154.93,156.06,154.14
154.80,157.93,158.90,154.17
156.93,160.74,161.79,154.30
161.42,165.00,165.84,160.39
164.72,162.95,165.77,161.55
162.90,162.93,165.56,162.05
163.93,165.27,165.54,162.57
163.93,162.12,164.50,160.74
162.61,163.27,164.49,161.55
163.71,161.05,164.15,160.34
161.28,162.81,163.04,160.92
162.85,163.98,164.36,162.01
163.94,165.32,165.37,162.10
165.56,165.61,166.45,165.31
165.00,162.63,166.11,162.36
163.50,163.58,164.45,161.26
163.92,162.44,164.85,161.06
161.90,162.61,164.21,161.30
163.35,166.84,169.63,162.92
168.54,170.00,170.61,168.07
