BCLI,Brainstorm Cell Therapeutics Inc. - Common Stock,NASDAQ
3.03,3.00,3.15,3.00
3.00,3.15,3.15,3.00
3.15,3.00,3.15,2.94
3.00,3.15,3.15,2.92
2.85,3.14,3.15,2.85
3.15,3.15,3.15,3.00
3.15,3.00,3.15,3.00
3.00,3.15,3.15,2.96
3.00,3.14,3.14,3.00
3.15,3.00,3.15,3.00
3.00,2.78,3.15,2.78
2.85,2.85,2.99,2.72
2.72,3.00,3.00,2.72
3.00,3.00,3.15,2.89
3.00,2.88,3.00,2.79
2.96,2.92,2.96,2.90
2.79,2.92,2.92,2.79
2.85,2.85,2.92,2.82
2.85,2.85,2.85,2.72
2.85,2.85,2.97,2.81
2.81,2.84,2.97,2.76
2.96,3.00,3.00,2.85
3.00,3.00,3.00,2.92
2.92,3.00,3.00,2.85
3.00,3.39,3.51,3.00
3.45,3.45,3.63,3.30
3.30,3.58,3.60,3.30
3.58,3.60,3.68,3.30
3.68,3.71,3.74,3.60
3.77,3.68,3.82,3.60
3.75,3.45,3.75,3.38
3.38,3.24,3.60,3.23
3.24,3.30,3.42,3.24
3.30,3.38,3.38,3.30
3.32,3.15,3.38,3.02
2.85,2.60,2.85,2.26
2.92,3.04,3.30,2.70
3.22,2.85,3.22,2.85
2.92,2.85,2.92,2.78
3.08,2.76,3.08,2.76
2.92,2.85,2.92,2.72
3.00,2.78,3.00,2.78
2.79,2.92,2.92,2.72
2.92,2.79,2.92,2.78
2.92,3.00,3.00,2.85
2.99,2.92,3.00,2.85
2.92,2.85,2.92,2.78
2.90,2.92,2.92,2.85
2.91,2.92,2.97,2.91
3.00,2.92,3.00,2.85
2.98,2.86,2.98,2.85
2.86,2.92,3.00,2.86
3.08,3.00,3.08,2.86
2.86,2.98,3.00,2.85
3.03,3.15,3.15,2.74
3.15,2.89,3.15,2.87
2.89,2.90,3.00,2.88
2.99,2.90,2.99,2.90
3.15,3.00,3.15,2.90
3.08,3.08,3.12,3.01
3.14,3.08,3.15,2.96
3.08,3.08,3.14,3.00
3.08,3.01,3.14,3.00
3.01,3.00,3.13,2.87
2.90,3.06,3.06,2.88
3.00,3.06,3.06,2.88
3.06,3.00,3.07,3.00
3.08,3.08,3.08,3.00
3.00,2.90,3.00,2.87
2.75,2.92,3.00,2.75
3.05,2.98,3.06,2.93
3.00,2.92,3.00,2.92
2.93,2.93,3.00,2.92
2.93,2.89,3.00,2.89
2.92,2.87,3.06,2.86
2.90,2.90,3.00,2.90
2.91,2.91,3.00,2.91
3.00,2.91,3.00,2.91
3.30,2.93,3.45,2.92
3.00,2.92,3.00,2.86
2.92,2.90,3.00,2.90
2.86,3.00,3.00,2.86
2.92,3.00,3.15,2.92
3.00,2.92,3.00,2.86
3.00,3.00,3.00,2.88
3.00,3.00,3.00,2.86
3.00,2.97,3.00,2.86
2.97,2.90,2.97,2.90
2.88,2.86,2.88,2.85
2.85,2.85,2.92,2.85
2.92,2.92,2.92,2.92
2.78,2.81,2.92,2.70
2.82,2.78,2.85,2.78
2.85,2.85,2.91,2.70
2.88,2.72,2.92,2.72
2.84,2.68,2.91,2.55
2.48,2.70,2.78,2.55
2.66,2.85,2.85,2.66
2.97,2.62,2.97,2.52
2.56,2.67,2.85,2.55
2.67,2.62,2.67,2.52
2.62,2.62,2.67,2.55
2.56,2.78,2.85,2.56
2.78,2.74,2.85,2.74
2.74,2.79,2.85,2.74
2.85,2.85,2.85,2.78
2.85,2.72,2.85,2.70
2.79,2.56,2.79,2.55
2.70,2.66,2.70,2.60
2.56,2.64,2.76,2.56
2.70,2.60,2.70,2.60
2.70,2.61,2.70,2.60
2.60,2.62,2.67,2.60
2.67,2.60,2.67,2.60
2.66,2.64,2.70,2.61
2.70,2.60,2.70,2.55
2.60,2.64,2.70,2.56
2.70,2.25,2.70,1.54
2.54,2.26,2.62,2.26
2.32,2.30,2.40,2.25
2.28,2.37,2.38,2.28
2.37,2.37,2.38,2.28
2.37,2.36,2.38,2.26
2.25,2.36,2.36,2.14
2.25,2.35,2.36,2.24
2.18,2.25,2.28,2.14
2.25,2.25,2.25,2.14
2.21,2.18,2.23,2.14
2.10,2.18,2.18,2.08
2.18,2.12,2.18,2.04
2.10,2.13,2.18,2.10
2.04,2.25,2.34,2.02
2.14,2.70,2.70,2.14
2.85,2.85,2.85,2.55
2.85,2.70,2.85,2.56
2.85,3.28,3.45,2.81
3.33,3.08,3.60,3.00
3.36,3.32,3.38,3.15
3.37,3.38,3.45,3.33
3.38,3.15,3.45,3.15
3.44,3.30,3.45,3.15
3.16,3.30,3.36,3.16
3.37,3.28,3.38,3.16
3.23,3.51,3.52,3.16
3.52,3.54,3.68,3.39
3.60,4.08,4.44,3.45
4.20,4.50,4.76,4.12
4.58,4.62,4.65,4.35
4.62,4.32,4.65,4.05
4.35,4.12,4.50,3.92
4.14,4.18,4.20,3.82
4.05,4.20,4.35,3.93
4.35,3.99,4.35,3.94
3.91,3.82,3.98,3.75
3.76,3.68,4.18,3.60
3.58,3.60,3.75,3.52
3.57,3.51,3.73,3.45
3.51,3.52,3.52,3.45
3.56,3.60,3.74,3.48
3.60,3.64,3.68,3.45
3.60,3.52,3.64,3.45
3.45,3.58,3.60,3.45
3.56,3.81,3.86,3.56
3.75,3.99,4.01,3.75
3.76,3.90,3.95,3.75
3.90,4.02,4.05,3.76
4.02,3.90,4.02,3.77
3.94,4.20,4.20,3.90
4.20,4.28,4.35,4.05
4.35,4.20,4.36,4.08
4.20,4.20,4.35,4.05
4.20,4.09,4.20,4.05
4.09,4.16,4.20,4.05
4.00,4.00,4.20,3.90
3.84,3.90,4.05,3.75
3.90,3.90,4.12,3.75
3.82,3.86,4.05,3.82
3.90,4.08,4.08,3.90
3.82,4.12,4.22,3.82
4.20,4.26,4.35,4.11
4.29,4.24,4.37,4.20
4.34,4.26,4.35,4.06
4.26,4.42,4.42,4.17
4.50,4.28,4.50,4.22
4.28,4.50,4.50,4.20
4.50,4.50,4.58,4.35
4.50,4.70,5.58,4.35
4.70,4.53,5.16,4.50
4.95,4.50,4.95,4.36
4.66,4.50,4.95,4.36
4.80,4.50,4.80,4.42
4.80,4.35,4.95,4.22
4.42,4.05,4.50,4.05
4.09,4.12,4.34,4.05
4.12,4.30,4.35,4.12
4.29,4.30,4.35,4.12
4.20,4.20,4.35,4.12
4.27,4.17,4.27,4.05
4.17,4.02,4.17,4.02
3.98,3.90,4.18,3.75
3.90,3.92,4.05,3.80
3.98,4.18,4.28,3.90
4.18,4.05,4.20,3.90
3.93,3.74,4.19,3.61
3.82,3.76,3.98,3.75
3.97,3.76,3.97,3.76
3.76,3.83,3.83,3.75
3.68,3.98,3.98,3.61
3.98,4.24,4.24,3.98
4.23,4.20,4.28,3.98
4.20,4.20,4.28,4.12
4.20,4.20,4.27,3.98
4.28,4.48,4.65,4.20
4.48,4.35,4.53,4.22
4.28,4.35,4.39,4.25
4.26,4.19,4.26,4.12
4.19,4.19,4.26,4.13
4.20,4.24,4.35,4.18
4.24,4.05,4.24,3.98
3.82,4.04,4.13,3.68
4.16,4.02,4.26,3.90
3.92,4.05,4.05,3.78
3.87,3.90,4.07,3.86
4.04,3.78,4.04,3.76
3.78,3.90,4.05,3.71
3.90,3.89,4.02,3.76
3.83,3.74,3.90,3.68
3.62,3.64,3.86,3.60
3.63,3.68,3.68,3.54
3.64,3.60,3.64,3.50
3.60,3.70,3.70,3.50
3.68,3.60,3.68,3.53
3.60,3.75,3.89,3.60
3.75,3.80,3.82,3.75
3.88,4.01,4.05,3.88
4.05,4.10,4.32,4.05
4.35,4.22,4.65,4.20
4.42,4.65,4.65,4.39
4.36,4.42,4.65,4.05
4.42,4.35,4.42,4.00
4.35,4.35,4.50,4.20
4.35,4.48,4.50,4.35
4.50,4.63,4.65,4.47
4.63,4.65,4.65,4.50
4.65,5.22,5.40,4.65
5.24,4.55,5.24,4.22
4.50,4.28,4.50,4.22
4.20,4.35,4.42,4.00
4.36,4.50,4.72,4.35
4.50,4.79,4.80,4.50
4.80,5.08,5.10,4.77
5.04,4.76,5.04,4.62
4.77,4.95,5.32,4.69
5.06,5.42,5.66,4.96
5.50,5.55,5.55,5.05
5.55,5.58,5.66,5.47
5.56,5.46,5.59,5.26
5.50,5.48,5.55,5.41
5.55,5.40,5.55,5.40
5.40,5.40,5.53,5.31
5.41,5.62,5.62,5.40
5.61,5.56,5.70,5.40
5.61,5.62,5.62,5.42
5.62,5.44,5.62,5.10
5.52,5.26,5.55,5.25
5.55,5.49,5.55,5.26
5.48,5.55,5.62,5.40
5.55,5.44,5.55,5.40
5.40,5.40,5.55,5.32
5.32,5.31,5.40,5.26
5.31,5.36,5.55,5.19
5.32,5.30,5.52,5.25
5.40,5.25,5.40,5.20
5.28,5.16,5.47,5.12
5.16,4.80,5.25,4.72
4.61,4.64,4.95,4.50
4.61,4.35,4.61,4.30
4.35,4.58,4.72,4.35
4.76,4.79,4.88,4.58
4.84,4.82,4.93,4.58
4.85,4.80,4.88,4.50
4.80,4.58,4.80,4.50
4.72,4.76,4.77,4.60
4.76,4.58,4.78,4.58
4.61,4.50,4.65,4.35
4.42,4.40,4.50,4.36
4.41,4.41,4.48,4.36
4.36,4.42,4.44,4.35
4.36,4.40,4.42,4.35
4.35,4.42,4.42,4.34
4.35,4.47,4.65,4.20
4.50,4.46,4.56,4.42
4.46,4.35,4.50,4.33
4.40,4.35,4.40,4.20
4.28,4.32,4.35,4.22
4.24,4.35,4.50,4.24
4.50,4.47,4.56,4.39
4.50,4.65,4.78,4.39
4.70,4.68,4.72,4.53
4.70,4.72,4.72,4.65
4.72,4.60,4.72,4.58
4.71,4.60,4.72,4.58
4.59,4.50,4.65,4.35
4.50,4.31,4.50,4.20
4.29,4.29,4.35,4.20
4.27,4.35,4.41,4.24
4.35,4.22,4.42,4.22
4.26,4.12,4.32,4.12
4.10,4.28,4.31,4.10
4.31,4.24,4.31,4.14
4.12,4.17,4.35,4.12
4.20,4.01,4.20,4.00
4.01,3.84,4.02,3.35
3.83,4.04,4.04,3.83
4.10,4.28,4.30,4.09
4.30,4.16,4.30,4.08
4.23,4.08,4.23,4.08
4.10,4.09,4.15,4.06
4.08,4.10,4.12,4.06
4.10,4.19,4.19,4.05
4.32,4.11,4.35,4.11
4.17,4.00,4.17,3.98
4.00,4.05,4.16,3.90
4.05,4.07,4.07,3.98
3.96,3.87,4.07,3.67
4.34,3.98,4.35,3.70
3.99,4.00,4.05,3.85
4.04,3.85,4.04,3.82
3.90,4.00,4.09,3.82
4.09,3.80,4.09,3.80
3.77,3.64,3.85,3.60
3.64,3.45,3.64,3.40
3.63,3.82,3.93,3.63
3.86,3.94,4.00,3.85
3.90,3.62,3.92,3.59
3.60,3.71,3.75,3.57
3.79,3.61,3.79,3.60
3.69,3.59,3.71,3.52
3.64,3.83,3.83,3.64
3.85,3.79,3.85,3.76
3.79,3.72,3.82,3.72
3.72,3.66,3.73,3.63
3.62,3.64,3.70,3.61
3.70,3.63,3.71,3.55
3.59,3.42,3.63,3.40
3.41,3.44,3.47,3.35
3.44,3.41,3.45,3.31
3.43,3.60,3.64,3.33
3.63,3.63,3.75,3.52
3.65,3.52,3.65,3.43
3.48,3.38,3.48,3.33
3.46,3.58,3.62,3.37
3.75,3.58,3.75,3.52
3.51,3.47,3.64,3.46
3.47,3.38,3.47,3.34
3.35,3.37,3.51,3.35
3.32,3.20,3.38,3.19
3.23,3.15,3.23,3.11
3.15,3.17,3.19,3.06
3.16,3.29,3.29,3.14
3.29,3.25,3.30,3.15
3.29,3.17,3.29,3.15
3.18,3.09,3.20,3.00
3.05,2.85,3.05,2.85
2.97,2.91,3.07,2.85
2.88,2.95,3.00,2.88
2.89,3.03,3.06,2.85
3.06,2.99,3.06,2.90
2.92,3.07,3.07,2.90
3.04,3.00,3.07,2.90
3.02,2.96,3.07,2.92
2.92,2.96,3.04,2.88
2.90,2.90,2.95,2.81
2.81,3.04,3.04,2.81
3.08,3.21,3.23,3.06
3.26,3.28,3.35,3.10
3.29,3.44,3.49,3.26
3.49,3.15,3.49,3.07
3.14,3.22,3.47,3.06
3.29,3.63,3.65,3.29
3.63,3.85,3.90,3.61
3.99,3.85,4.18,3.79
3.90,3.85,3.92,3.70
3.78,3.88,3.93,3.68
4.02,4.76,4.94,4.02
7.43,7.50,8.47,6.85
6.68,5.75,6.68,5.60
5.80,5.00,5.84,4.85
5.12,5.03,5.29,4.85
5.10,4.57,5.25,4.50
4.61,4.59,4.86,4.50
4.63,4.39,4.67,4.31
4.38,4.24,4.55,4.10
4.30,4.06,4.30,4.03
4.07,3.80,4.18,3.77
3.75,4.10,4.17,3.75
4.15,3.90,4.19,3.86
3.87,3.94,4.13,3.85
3.94,3.83,4.01,3.80
3.79,3.80,3.90,3.77
4.25,3.90,4.25,3.87
3.89,3.99,4.03,3.86
4.03,3.93,4.06,3.90
3.90,3.85,3.93,3.75
3.81,3.99,4.05,3.77
3.98,3.96,4.00,3.87
4.07,3.91,4.09,3.81
3.94,3.83,3.94,3.76
3.80,3.85,3.86,3.75
3.86,3.98,4.00,3.68
3.98,3.90,4.00,3.81
3.99,3.92,3.99,3.72
3.95,3.94,3.95,3.75
3.98,3.88,3.98,3.78
3.90,3.86,4.04,3.80
3.86,3.87,3.93,3.77
3.87,3.80,3.87,3.79
3.82,3.82,3.86,3.77
3.80,3.92,3.98,3.80
3.93,3.88,3.96,3.81
3.83,3.81,3.85,3.80
3.81,3.81,3.90,3.80
3.86,3.94,4.19,3.80
3.90,4.25,4.47,3.90
4.50,4.40,4.65,4.30
4.34,4.15,4.36,4.10
4.11,4.18,4.25,4.01
4.22,4.37,4.43,4.20
4.50,4.39,4.63,4.31
4.36,4.41,4.54,4.32
4.34,4.17,4.36,4.13
4.20,4.21,4.39,4.11
4.35,4.32,4.44,4.28
4.32,4.13,4.37,4.10
4.10,4.04,4.15,4.01
4.01,4.13,4.33,4.01
4.17,4.24,4.32,4.13
4.24,4.31,4.32,4.24
4.32,4.45,4.45,4.20
4.45,4.33,4.45,4.23
4.34,4.50,4.60,4.27
4.53,4.43,4.60,4.20
4.34,4.27,4.40,4.21
4.30,4.54,4.59,4.30
4.64,4.49,4.82,4.42
4.49,4.45,4.55,4.35
4.46,4.34,4.47,4.32
4.34,4.38,4.43,4.32
4.38,4.27,4.40,4.20
4.24,4.27,4.31,4.23
4.26,4.32,4.35,4.26
4.34,4.32,4.34,4.26
4.33,4.63,4.95,4.33
4.55,4.60,4.70,4.36
5.04,5.09,5.19,4.87
5.13,5.08,5.14,4.95
5.10,5.30,5.43,5.04
5.30,5.09,5.32,5.00
5.11,4.47,5.15,4.45
4.97,4.38,5.05,4.32
4.30,4.29,4.48,4.22
4.25,4.12,4.25,4.06
4.15,4.14,4.30,4.10
4.17,4.13,4.37,4.10
4.19,4.00,4.22,3.91
4.00,3.94,4.00,3.90
3.95,3.65,3.95,3.63
3.65,3.68,3.82,3.63
3.71,3.75,3.83,3.67
3.78,3.65,3.78,3.60
3.65,3.67,3.74,3.60
3.69,3.71,3.72,3.61
3.62,3.65,3.73,3.60
3.67,3.88,3.96,3.57
3.83,3.76,3.83,3.71
3.78,3.78,3.82,3.71
3.84,3.70,3.85,3.68
3.60,3.66,3.67,3.55
3.68,3.59,3.68,3.54
3.60,3.70,3.79,3.55
3.73,3.69,3.82,3.61
3.65,3.70,3.78,3.62
3.74,3.89,3.97,3.71
3.82,3.91,3.95,3.81
3.95,3.94,4.02,3.86
3.87,3.82,4.01,3.80
3.85,3.81,3.95,3.69
3.84,3.70,3.90,3.67
3.74,3.76,3.77,3.66
3.75,3.75,3.86,3.73
3.73,3.68,3.82,3.66
3.68,3.75,3.75,3.68
3.75,3.78,3.88,3.72
3.85,3.76,3.85,3.74
3.73,3.76,3.92,3.73
3.84,3.77,3.85,3.76
3.76,3.80,3.80,3.73
3.81,3.73,3.81,3.72
3.76,3.87,3.90,3.75
3.87,3.84,3.90,3.81
3.82,3.81,3.89,3.79
3.81,3.90,3.90,3.67
3.85,3.77,3.86,3.73
3.74,3.72,3.84,3.67
3.68,3.73,3.79,3.68
3.79,3.70,3.80,3.69
3.69,3.78,3.78,3.69
3.74,3.68,3.76,3.68
3.70,3.61,3.75,3.56
3.65,3.65,3.68,3.58
3.67,3.60,3.67,3.58
3.54,3.60,3.65,3.54
3.60,3.59,3.68,3.53
3.55,3.45,3.57,3.44
3.51,3.49,3.55,3.45
3.52,3.46,3.55,3.45
3.45,3.40,3.45,3.37
3.40,3.41,3.41,3.31
3.40,3.37,3.47,3.34
3.37,3.42,3.43,3.33
3.43,3.40,3.43,3.36
3.40,3.37,3.40,3.30
3.34,3.35,3.41,3.31
3.36,3.33,3.37,3.30
3.35,3.40,3.44,3.32
3.38,3.35,3.40,3.35
3.35,3.33,3.38,3.28
3.30,3.27,3.33,3.24
3.24,3.20,3.27,3.13
3.15,3.17,3.28,3.13
3.20,3.22,3.28,3.16
3.24,3.22,3.30,3.18
3.24,3.19,3.26,3.17
3.19,3.19,3.30,3.14
3.16,2.91,3.24,2.76
2.85,2.82,2.91,2.72
2.83,2.89,3.24,2.79
3.23,2.91,3.23,2.91
2.96,3.13,3.18,2.88
3.24,2.98,3.25,2.95
2.95,2.88,3.00,2.85
2.89,2.96,3.00,2.83
3.05,3.14,3.27,3.02
3.22,3.17,3.24,3.14
3.20,3.02,3.20,3.00
3.01,2.92,3.04,2.89
2.85,2.70,2.88,2.50
2.81,2.84,2.90,2.80
2.90,2.86,2.90,2.83
2.86,2.90,2.95,2.86
2.93,3.04,3.07,2.90
3.01,3.04,3.15,3.00
2.95,3.04,3.10,2.94
3.03,3.08,3.11,3.00
3.08,3.10,3.16,3.04
3.10,3.14,3.15,3.10
3.10,3.21,3.21,3.10
3.23,3.27,3.35,3.21
3.29,3.26,3.33,3.23
3.26,3.20,3.26,3.20
3.20,3.23,3.30,3.20
3.21,3.25,3.34,3.21
3.23,3.13,3.25,3.11
3.11,3.13,3.25,3.10
3.14,3.16,3.22,3.14
3.15,3.13,3.22,3.10
3.10,3.13,3.19,3.05
3.07,2.88,3.22,2.84
2.93,2.89,2.93,2.75
2.93,2.81,2.93,2.80
2.79,2.45,2.79,2.30
2.43,2.20,2.43,2.18
2.17,2.29,2.36,2.17
2.44,2.22,2.65,2.22
2.29,2.32,2.40,2.23
2.37,2.51,2.56,2.36
2.51,2.60,2.63,2.50
2.63,2.67,2.74,2.60
2.67,2.74,2.79,2.62
2.82,2.87,2.89,2.71
2.88,2.77,2.88,2.74
2.74,2.73,2.77,2.72
2.70,2.78,2.83,2.70
2.81,2.85,2.92,2.80
2.86,2.87,2.90,2.81
2.90,2.78,2.90,2.78
2.81,2.78,2.87,2.77
2.77,2.77,2.83,2.70
2.81,2.69,2.81,2.64
2.69,2.79,2.83,2.69
2.75,2.76,2.82,2.72
2.84,2.79,2.84,2.78
2.75,2.80,2.83,2.75
2.74,2.77,2.82,2.74
2.74,2.78,2.81,2.74
2.80,2.76,2.80,2.73
2.71,2.84,2.85,2.71
2.78,2.83,2.85,2.76
2.83,2.84,2.90,2.75
2.85,2.83,2.86,2.75
2.85,2.90,3.04,2.84
2.76,2.88,2.93,2.64
2.87,2.89,2.89,2.83
2.79,2.80,2.90,2.79
2.80,2.77,2.87,2.72
2.90,2.76,2.90,2.71
2.70,2.71,2.78,2.65
2.67,2.66,2.70,2.58
2.65,2.58,2.65,2.58
2.51,2.65,2.66,2.50
2.65,2.61,2.65,2.60
2.56,2.61,2.65,2.56
2.63,2.67,2.80,2.63
2.70,2.75,2.78,2.47
2.80,2.74,2.88,2.65
3.00,2.78,3.13,2.76
2.75,2.85,2.94,2.75
2.89,2.81,2.91,2.77
2.78,2.96,3.05,2.75
2.96,2.89,2.99,2.86
2.85,2.92,2.96,2.85
2.89,2.87,2.95,2.85
2.84,2.72,2.84,2.66
2.69,2.55,2.70,2.47
2.57,2.59,2.67,2.54
2.63,2.65,2.68,2.52
2.66,2.76,2.80,2.66
2.72,2.73,2.79,2.70
2.77,2.73,2.77,2.66
2.71,2.77,2.77,2.61
2.67,2.67,2.76,2.53
2.72,2.75,2.77,2.61
2.75,2.72,2.75,2.68
2.70,2.80,2.85,2.70
2.77,2.87,2.90,2.71
2.88,2.81,2.88,2.79
2.78,2.86,2.89,2.70
2.86,2.95,2.96,2.77
2.99,3.08,3.09,2.92
3.10,3.00,3.13,2.91
2.89,2.91,3.03,2.89
3.24,3.08,3.25,2.99
2.90,2.39,2.90,2.35
2.52,2.22,2.57,2.20
2.36,1.92,2.39,1.90
1.99,2.14,2.35,1.92
2.15,2.08,2.15,1.96
2.05,2.00,2.12,1.98
2.00,2.17,2.17,1.92
2.25,2.21,2.29,2.07
2.22,2.24,2.30,2.21
2.30,2.25,2.30,1.97
2.29,2.27,2.29,2.12
2.29,2.27,2.31,2.24
2.35,2.43,2.49,2.31
2.49,2.47,2.55,2.43
2.49,2.52,2.55,2.49
2.55,2.49,2.55,2.43
2.48,2.36,2.48,2.32
2.36,2.37,2.43,2.32
2.37,2.33,2.45,2.33
2.34,2.27,2.34,2.15
2.21,2.17,2.22,2.12
2.15,2.16,2.32,2.12
2.10,2.07,2.18,2.06
2.12,2.14,2.17,2.09
2.19,2.24,2.30,2.15
2.29,2.37,2.49,2.26
2.35,2.26,2.35,2.26
2.27,2.25,2.30,2.23
2.25,2.35,2.44,2.23
2.36,2.31,2.36,2.25
2.34,2.33,2.40,2.31
2.35,2.31,2.35,2.28
2.35,2.30,2.35,2.25
2.31,2.32,2.47,2.28
2.36,2.35,2.37,2.30
2.37,2.41,2.48,2.33
2.43,2.40,2.46,2.38
2.37,2.42,2.50,2.36
2.49,2.48,2.49,2.31
2.43,2.48,2.53,2.42
2.45,2.43,2.50,2.40
2.51,2.46,2.51,2.46
2.49,2.50,2.50,2.47
2.50,2.65,2.65,2.50
2.65,2.71,2.76,2.64
2.73,2.76,2.77,2.73
2.76,2.75,2.76,2.70
2.76,2.75,2.76,2.65
2.75,2.83,2.87,2.71
2.85,2.80,2.85,2.68
2.77,2.75,2.78,2.71
2.75,2.64,2.75,2.51
2.65,2.65,2.75,2.65
2.61,2.75,2.83,2.59
2.81,2.74,2.81,2.71
2.75,2.67,2.79,2.67
2.68,2.75,2.77,2.68
2.78,2.73,2.78,2.67
2.67,2.68,2.74,2.67
2.67,2.59,2.75,2.54
2.55,2.47,2.62,2.41
2.50,2.48,2.52,2.47
2.50,2.47,2.50,2.41
2.47,2.31,2.48,2.26
2.34,2.29,2.34,2.23
2.32,2.29,2.39,2.26
2.35,2.41,2.49,2.32
2.40,2.32,2.47,2.32
2.30,2.25,2.32,2.20
2.23,2.17,2.30,2.10
2.20,2.19,2.27,2.15
2.20,2.21,2.30,2.10
2.17,2.20,2.25,2.11
2.25,2.33,2.35,2.21
2.33,2.35,2.39,2.30
2.35,2.39,2.40,2.32
2.36,2.24,2.36,2.20
2.22,2.20,2.28,2.18
2.23,2.27,2.28,2.18
2.23,2.17,2.25,2.16
2.21,2.21,2.29,2.18
2.17,2.17,2.21,2.10
2.12,2.11,2.18,2.10
2.10,2.29,2.29,2.09
2.22,2.22,2.29,2.14
2.21,2.21,2.29,2.20
2.20,2.25,2.30,2.20
2.28,2.28,2.30,2.13
2.19,2.26,2.36,2.19
2.25,2.28,2.34,2.22
2.31,2.27,2.31,2.22
2.22,2.21,2.32,2.17
2.17,2.25,2.27,2.17
2.19,2.18,2.30,2.17
2.20,2.20,2.25,2.19
2.19,2.21,2.23,2.19
2.24,2.25,2.28,2.20
2.28,2.22,2.28,2.19
2.18,2.37,2.40,2.18
2.34,2.52,2.58,2.34
2.56,2.38,2.57,2.35
2.46,2.50,2.57,2.37
2.47,2.43,2.56,2.43
2.49,2.54,2.55,2.48
2.48,2.46,2.52,2.41
2.45,2.35,2.45,2.32
2.32,2.39,2.45,2.31
2.39,2.39,2.41,2.31
2.41,2.44,2.47,2.39
2.42,2.37,2.45,2.37
2.35,2.37,2.47,2.34
2.44,2.37,2.48,2.35
2.37,2.39,2.42,2.35
2.39,2.44,2.47,2.39
2.43,2.38,2.45,2.38
2.33,2.25,2.36,2.23
2.25,2.32,2.37,2.21
2.39,2.44,2.45,2.34
2.44,2.44,2.44,2.32
2.44,2.41,2.49,2.41
2.44,2.47,2.49,2.44
2.44,2.47,2.48,2.44
2.48,2.49,2.50,2.47
2.47,2.50,2.50,2.47
2.49,2.55,2.56,2.48
2.55,2.54,2.61,2.34
2.60,2.65,2.65,2.52
2.65,2.68,2.71,2.60
2.67,3.56,3.75,2.52
3.50,2.99,3.87,2.86
3.16,2.71,3.20,2.51
2.75,2.59,2.75,2.40
2.57,2.55,2.68,2.48
2.52,2.39,2.60,2.32
2.42,2.40,2.45,2.27
2.42,2.45,2.59,2.30
2.42,2.61,2.71,2.36
2.63,2.55,2.69,2.51
2.52,2.51,2.59,2.51
2.48,2.55,2.61,2.47
2.58,2.51,2.63,2.41
2.45,2.48,2.49,2.44
2.45,2.45,2.47,2.41
2.42,2.41,2.45,2.40
2.38,2.45,2.49,2.37
2.50,2.47,2.60,2.45
2.49,2.40,2.53,2.40
2.42,2.40,2.55,2.40
2.49,2.35,2.49,2.35
2.40,2.37,2.45,2.36
2.38,2.44,2.55,2.32
2.40,2.46,2.53,2.40
2.48,2.47,2.49,2.45
2.47,2.56,2.61,2.46
2.52,2.48,2.55,2.48
2.50,2.54,2.58,2.41
2.57,2.52,2.58,2.49
2.49,2.45,2.50,2.43
2.44,2.45,2.48,2.42
2.47,2.41,2.47,2.39
2.38,2.37,2.41,2.36
2.44,2.41,2.44,2.38
2.38,2.39,2.41,2.38
2.38,2.43,2.45,2.38
2.41,2.39,2.42,2.35
2.35,2.40,2.46,2.35
2.38,2.42,2.48,2.38
2.40,2.44,2.44,2.38
2.44,2.41,2.44,2.40
2.39,2.41,2.44,2.37
2.42,2.42,2.44,2.37
2.48,2.43,2.48,2.41
2.45,2.46,2.46,2.42
2.45,2.59,2.65,2.45
2.55,2.52,2.65,2.49
2.54,2.52,2.58,2.52
2.50,2.42,2.55,2.41
2.42,2.43,2.48,2.42
2.42,2.44,2.47,2.41
2.40,2.43,2.47,2.36
2.40,2.45,2.47,2.40
2.49,2.43,2.56,2.41
2.40,2.39,2.44,2.39
2.40,2.41,2.41,2.38
2.38,2.41,2.43,2.38
2.40,2.38,2.41,2.38
2.37,2.38,2.42,2.37
2.36,2.42,2.50,2.36
2.42,2.40,2.42,2.36
2.38,2.42,2.44,2.38
2.39,2.40,2.43,2.38
2.41,2.36,2.42,2.35
2.38,2.33,2.38,2.25
2.36,2.27,2.40,2.27
2.25,2.29,2.31,2.25
2.30,2.26,2.35,2.26
2.30,2.32,2.32,2.26
2.32,2.25,2.32,2.24
2.21,2.19,2.25,2.19
2.18,2.18,2.20,2.09
2.20,2.16,2.23,2.15
2.17,2.28,2.29,2.15
2.31,2.35,2.41,2.28
2.35,2.34,2.37,2.27
2.36,2.32,2.37,2.27
2.34,2.31,2.35,2.27
2.35,2.25,2.35,2.21
2.20,2.14,2.27,2.10
2.11,2.18,2.28,2.11
2.23,2.18,2.27,2.12
2.25,2.25,2.25,2.18
2.22,2.20,2.22,2.13
2.20,2.20,2.21,2.13
2.19,2.27,2.32,2.18
2.25,2.24,2.28,2.19
2.22,2.16,2.22,2.13
2.20,2.14,2.20,2.06
2.14,2.15,2.21,2.11
2.16,2.19,2.19,2.12
2.18,2.16,2.18,2.13
2.16,2.10,2.23,2.07
2.11,2.13,2.15,2.10
2.14,2.19,2.19,2.12
2.19,2.17,2.21,2.07
2.20,2.20,2.22,2.15
2.19,2.15,2.20,2.13
2.14,2.09,2.20,2.09
2.12,2.09,2.13,2.07
2.07,2.15,2.15,2.07
2.17,2.20,2.28,2.15
