LANC,Lancaster Colony Corporation - Common Stock,NASDAQ
78.52,77.03,78.56,76.87
77.23,76.64,77.51,76.25
76.28,77.06,78.11,76.00
77.29,77.41,77.84,76.52
77.75,77.36,79.21,77.23
77.97,78.81,79.49,77.86
78.81,77.99,79.15,77.76
78.06,79.20,79.86,78.06
78.92,79.60,79.75,78.39
79.52,79.97,80.11,79.20
81.19,80.78,81.19,79.37
81.02,81.69,81.81,81.02
81.85,82.81,83.13,81.57
82.91,82.88,83.19,82.11
83.44,83.81,83.96,82.44
83.54,83.97,84.12,83.47
83.88,83.79,85.10,83.58
83.72,83.92,84.02,82.90
83.95,83.40,83.98,83.08
83.80,83.47,83.89,83.28
83.39,83.27,83.77,82.45
83.27,83.96,84.12,83.27
83.97,84.16,84.40,83.80
84.26,83.25,84.26,83.20
82.88,84.01,84.19,82.88
83.36,84.02,84.10,82.87
83.67,83.32,83.99,83.09
83.86,83.26,83.94,82.84
83.41,83.03,83.79,82.85
83.89,85.56,85.76,83.87
85.03,85.80,86.13,84.21
85.51,85.62,85.71,84.99
85.41,84.90,85.54,84.51
84.59,83.94,84.95,83.78
84.21,84.33,84.73,83.86
84.07,83.77,84.70,83.76
83.03,83.44,83.68,82.07
83.32,83.60,83.95,83.05
83.44,82.87,83.72,82.80
81.95,80.11,81.95,80.04
79.73,79.98,80.50,79.00
79.84,79.65,80.67,79.38
79.61,79.78,80.11,79.53
79.28,78.53,79.58,78.22
76.48,76.46,77.21,76.01
76.43,75.55,76.49,75.52
75.89,75.25,76.17,75.14
74.77,74.32,76.08,73.50
74.30,74.22,74.41,73.84
74.25,74.74,74.91,74.01
74.51,73.77,74.86,73.69
73.74,71.25,74.33,70.29
71.12,71.87,72.05,70.80
71.66,71.75,72.56,71.31
72.20,72.28,72.85,70.92
72.62,74.28,74.32,71.97
74.46,74.77,74.78,73.91
74.51,75.07,75.20,74.43
74.98,75.08,75.60,74.85
75.48,76.58,76.84,75.20
77.45,76.69,77.88,76.34
76.58,77.48,77.66,76.56
77.25,78.02,78.48,76.43
77.97,77.90,78.11,76.95
77.94,78.21,78.91,77.54
78.41,79.19,79.76,77.14
79.45,79.21,80.02,77.93
79.39,78.68,79.75,78.47
78.75,78.37,79.36,77.64
77.72,77.88,78.14,77.08
77.04,78.29,78.71,77.04
78.04,78.12,79.10,77.27
77.57,77.79,78.11,77.20
77.82,77.18,77.82,76.56
77.01,78.05,78.20,76.94
77.38,78.82,79.16,76.96
79.06,78.97,79.30,77.84
79.01,79.69,80.19,78.97
80.49,81.58,81.70,80.35
81.19,82.31,82.37,80.97
81.98,82.44,82.55,81.80
82.44,81.87,82.55,81.40
82.17,82.93,83.35,81.61
82.70,83.87,84.08,82.70
84.56,84.46,84.68,83.68
84.45,84.08,84.86,83.74
84.50,85.02,85.48,83.96
84.81,84.86,85.40,84.59
85.22,84.75,85.22,84.51
84.94,84.88,85.70,84.39
84.88,86.44,86.59,84.74
86.89,87.07,87.15,85.88
87.36,85.61,87.36,85.44
84.53,82.99,84.82,82.66
82.81,81.38,83.11,80.79
81.75,82.51,82.85,81.26
82.10,82.07,82.67,81.31
82.54,82.02,83.06,81.49
82.20,80.72,82.20,80.60
80.65,82.63,82.87,80.46
82.50,82.56,83.12,82.34
82.27,83.08,83.69,81.81
82.82,83.51,83.79,82.50
83.51,83.24,84.18,83.09
83.18,83.88,84.20,82.61
83.96,84.42,84.94,83.60
84.21,83.34,84.42,83.06
83.80,83.24,84.48,82.95
83.63,85.03,85.09,83.59
84.93,85.78,86.06,84.19
85.84,85.56,86.09,85.10
85.43,86.51,86.93,84.93
86.83,87.73,88.20,85.56
87.78,86.66,87.81,86.47
86.59,85.15,86.59,84.97
84.80,86.20,86.40,84.80
85.63,86.33,87.10,84.85
85.81,86.56,86.97,84.93
87.57,87.97,88.49,87.13
87.95,86.87,88.38,86.57
86.59,85.93,87.34,84.95
85.98,84.93,86.62,84.78
84.83,85.41,85.86,84.34
85.77,85.71,86.68,85.26
86.05,87.30,87.89,86.00
87.25,86.53,87.35,85.61
86.88,87.40,87.59,85.12
87.04,86.69,87.54,86.41
87.09,88.32,88.51,86.02
88.60,88.25,89.50,87.91
87.97,87.71,88.54,87.56
88.01,87.33,88.11,86.76
87.70,88.29,88.47,87.50
88.21,88.68,89.95,87.86
88.93,88.15,89.20,88.00
88.11,86.19,88.11,85.77
86.26,87.01,87.36,85.93
87.36,85.74,87.64,85.65
86.02,86.27,87.01,85.59
86.03,85.56,86.14,85.01
85.92,86.46,86.64,85.16
86.63,86.17,86.64,85.49
85.86,85.32,86.26,84.65
85.44,86.11,86.39,81.91
86.23,85.73,86.23,85.41
85.41,86.02,86.04,85.32
86.01,85.38,86.01,84.86
86.27,85.68,86.27,84.68
85.91,85.39,85.91,84.85
85.01,85.61,86.13,84.69
84.98,84.32,85.62,83.92
84.31,83.59,84.75,83.44
84.20,84.89,84.97,83.51
84.05,83.47,84.42,83.19
84.39,84.24,85.04,82.90
84.27,86.92,87.34,83.87
87.03,86.25,88.90,85.71
86.48,85.70,87.32,85.52
85.44,85.51,86.41,85.01
85.76,85.10,86.21,85.00
85.35,84.84,85.64,84.33
84.88,84.34,84.88,83.14
84.14,85.23,85.50,84.05
85.40,86.23,86.36,85.13
85.68,87.69,87.93,85.41
87.67,88.50,88.67,86.93
88.88,88.56,89.11,88.13
88.14,87.23,88.44,87.07
87.36,88.93,88.97,87.08
89.42,89.01,89.91,88.36
89.28,90.02,90.79,89.00
89.88,89.29,89.88,88.69
89.34,89.39,89.98,89.08
89.16,89.66,89.79,88.58
89.76,90.20,91.37,89.50
90.87,92.12,92.83,90.45
93.38,94.96,95.41,90.99
94.08,93.91,94.53,92.78
93.90,95.15,95.47,93.38
95.33,95.79,96.46,95.01
95.44,95.17,95.71,94.51
95.24,94.54,95.25,93.82
94.09,94.24,94.50,93.52
94.30,94.27,95.00,93.45
94.03,95.31,95.46,93.89
95.57,95.83,96.00,94.72
95.60,97.64,97.64,95.55
97.33,96.71,97.91,95.79
96.42,97.64,97.77,96.30
98.00,97.55,98.94,97.13
97.98,97.13,97.98,96.74
97.73,98.28,98.53,97.35
99.01,98.04,99.27,97.72
97.87,97.86,98.66,97.43
97.75,97.64,99.39,97.10
97.89,99.42,99.73,97.43
99.69,98.36,99.69,98.13
98.28,98.71,98.84,97.84
98.77,97.91,99.13,97.18
98.63,95.83,98.63,95.45
95.50,96.00,96.54,95.04
96.21,97.40,98.71,95.71
97.54,96.67,97.59,96.22
96.52,95.25,96.73,94.95
94.35,94.02,95.70,93.67
94.68,94.71,95.41,94.04
94.79,94.28,95.11,93.11
94.72,94.65,95.12,94.01
94.64,95.20,95.66,94.29
95.57,96.08,96.15,94.72
96.14,96.57,96.72,95.84
96.40,95.69,96.87,95.56
96.38,96.40,98.59,95.11
95.73,95.79,96.91,95.25
95.85,94.88,96.54,93.65
95.59,94.50,96.14,94.28
94.42,94.88,95.38,90.37
93.01,85.46,93.01,85.12
85.97,87.31,88.17,85.52
86.47,88.16,88.90,85.90
87.75,87.11,89.42,87.01
87.46,89.08,89.10,87.46
88.81,87.21,89.51,87.06
86.60,88.89,89.01,86.29
89.55,89.69,90.24,88.88
89.35,89.22,90.41,88.97
88.90,87.08,88.90,86.84
86.58,87.88,87.97,85.64
87.62,89.35,89.42,87.31
88.80,89.46,89.64,88.46
89.00,87.34,89.00,86.53
87.26,87.34,88.07,86.86
87.13,88.93,89.22,86.61
88.90,89.74,89.80,88.45
90.53,89.11,90.88,88.49
89.20,88.97,89.71,88.72
89.48,90.25,90.51,89.31
90.51,89.29,90.51,88.75
89.47,89.64,89.87,88.24
89.31,91.21,91.52,89.31
90.87,91.89,92.05,90.34
91.43,92.91,93.41,90.76
92.89,92.96,93.34,92.36
93.13,93.67,94.24,93.10
93.15,93.49,93.50,93.02
93.30,92.75,93.60,92.24
92.58,92.33,92.70,91.78
92.74,92.70,93.23,91.79
92.68,92.64,92.95,91.35
92.95,93.77,94.83,92.24
93.44,94.21,94.75,93.05
94.74,94.49,95.19,94.09
94.88,94.13,94.88,93.92
94.06,94.17,94.51,93.63
93.71,94.08,95.27,93.48
93.60,94.91,95.15,93.60
95.00,94.40,95.00,93.99
93.69,94.72,95.00,93.69
94.77,95.16,95.61,94.24
95.32,96.23,97.44,95.12
95.85,95.56,95.98,95.11
95.75,95.41,96.01,95.22
95.09,94.34,95.31,94.17
94.24,93.94,94.52,93.57
93.91,94.15,94.68,93.84
92.65,93.59,93.88,92.65
93.24,93.46,93.90,92.73
94.15,93.60,94.15,93.12
93.58,92.72,93.60,92.27
93.37,91.91,93.37,90.84
91.52,90.65,91.91,90.23
90.43,92.10,92.40,90.43
91.34,91.34,91.78,90.42
91.76,92.36,92.65,90.58
92.84,91.90,92.84,91.62
91.78,91.78,92.60,91.40
91.03,90.60,91.83,90.49
90.67,90.96,91.43,90.17
91.24,90.55,92.11,90.47
90.99,90.11,91.63,89.87
89.10,87.35,90.50,87.26
87.55,87.77,88.27,86.71
88.20,89.00,89.16,87.18
88.68,88.90,89.59,88.51
88.22,89.51,90.02,88.22
90.00,89.67,90.18,88.94
89.55,90.72,91.17,88.05
91.22,91.93,92.66,90.35
91.45,90.86,91.78,90.02
91.39,92.07,92.27,90.67
92.08,92.55,92.59,92.08
93.20,92.45,94.19,91.80
92.80,92.87,93.12,92.50
92.81,93.20,93.54,92.64
92.79,92.96,93.09,91.50
88.97,88.28,91.13,86.88
88.31,88.08,88.98,87.21
88.85,88.40,89.20,87.58
88.25,87.81,88.25,86.82
88.13,88.05,88.25,87.10
87.50,87.86,88.78,87.00
87.91,88.41,88.51,87.89
87.52,88.30,89.21,87.03
88.47,87.87,88.48,87.35
87.98,87.63,88.58,87.51
86.89,87.73,88.01,86.89
87.44,87.49,88.14,87.12
87.09,87.85,88.22,86.58
88.00,87.72,88.26,87.24
87.17,87.87,88.57,87.00
88.01,86.93,88.01,86.36
87.00,87.82,88.17,86.20
87.50,87.54,88.17,87.00
87.29,87.21,87.71,86.72
87.67,87.63,87.88,86.69
87.70,86.56,88.02,86.35
86.15,86.05,86.41,85.24
86.25,85.55,86.38,85.40
85.46,86.34,86.85,85.46
85.83,85.48,86.29,84.93
85.56,85.67,85.83,84.82
84.70,85.57,85.70,84.48
85.57,85.28,86.00,84.70
85.10,83.64,85.10,83.24
83.50,84.26,84.62,83.25
85.07,84.73,85.46,84.39
84.93,84.49,85.64,83.93
84.02,83.54,84.62,83.49
83.40,85.07,85.14,82.99
84.82,83.58,85.31,83.48
83.17,83.36,85.05,83.02
83.26,83.60,84.48,83.00
84.34,83.85,84.83,83.42
83.03,84.63,85.33,81.96
83.48,84.39,85.04,83.48
85.52,84.66,85.97,84.14
84.12,85.96,86.00,83.96
86.16,86.92,87.14,85.75
86.92,87.05,88.20,86.68
87.61,88.27,88.96,87.21
88.51,88.44,88.95,87.33
88.32,89.24,89.25,88.05
89.56,90.58,90.66,88.61
90.41,90.38,91.09,89.55
89.84,90.28,90.87,89.06
91.87,91.49,92.61,90.01
91.87,90.74,91.99,90.55
90.69,91.09,92.42,90.20
91.51,91.26,92.38,90.82
91.25,92.34,92.44,90.48
92.21,90.70,92.76,90.38
91.02,91.66,91.98,90.65
91.45,92.80,92.86,90.98
92.37,93.63,93.71,91.98
93.86,93.21,94.23,92.85
93.06,92.49,93.53,92.09
92.48,92.92,93.41,91.96
92.91,92.42,93.62,92.27
92.20,92.09,92.79,91.50
91.90,92.12,92.27,91.61
93.17,92.28,93.33,91.84
92.15,93.14,93.29,92.10
93.52,93.29,93.81,93.15
92.90,94.66,94.81,92.89
94.75,93.90,96.60,93.68
93.81,93.61,94.66,92.82
93.80,94.62,94.79,93.20
94.31,95.31,95.42,94.10
94.83,94.23,95.52,93.48
94.22,94.23,95.11,94.00
94.12,93.73,95.28,93.20
93.03,94.52,94.64,92.34
94.11,93.52,95.09,93.34
94.03,93.84,94.89,93.50
93.11,91.90,93.58,91.75
92.12,90.64,92.73,90.04
90.67,90.21,92.58,90.08
90.48,92.78,92.94,89.92
93.47,95.04,95.11,92.78
94.89,94.32,95.19,93.14
94.27,95.38,95.51,94.08
95.67,94.67,95.67,94.19
94.50,93.64,94.85,93.14
93.64,94.69,95.10,93.38
94.42,96.64,96.86,94.42
96.60,95.86,96.95,95.80
95.90,93.64,96.28,93.47
93.99,92.50,94.58,91.61
92.15,91.78,93.12,90.88
91.48,90.63,92.60,90.17
91.36,92.39,93.12,90.01
93.22,94.35,95.06,93.00
94.49,92.35,95.11,92.10
92.11,92.09,92.88,91.32
92.62,92.94,94.23,91.43
92.02,92.37,93.65,91.66
92.60,92.06,93.34,91.80
91.85,93.09,93.24,91.68
93.05,93.39,94.09,91.74
93.15,92.98,94.06,92.74
93.37,94.77,95.54,91.84
94.55,93.65,94.76,93.01
93.94,94.05,94.99,93.31
93.33,94.32,95.15,92.87
94.82,93.75,95.17,93.02
91.95,92.53,93.11,90.05
91.61,89.93,93.24,89.58
89.88,90.65,90.76,87.89
90.84,91.36,91.58,89.54
90.81,90.66,92.18,90.24
91.16,91.57,91.73,90.44
91.37,91.27,92.26,90.67
90.95,90.18,91.84,89.85
90.76,91.34,91.60,89.95
90.99,90.75,91.40,90.05
91.03,90.20,91.03,89.86
90.04,89.48,90.11,89.14
89.71,89.80,90.36,89.21
89.47,90.63,90.82,89.47
90.61,90.12,91.33,89.84
90.34,90.76,90.99,89.50
90.70,90.69,90.84,89.95
91.43,91.13,91.43,90.52
91.27,90.67,91.34,90.26
90.67,91.04,91.69,89.90
90.99,91.40,92.29,90.99
91.57,91.02,91.95,90.43
90.59,90.63,91.09,90.07
90.42,90.82,91.38,89.79
90.59,90.54,91.06,89.54
89.89,89.31,90.50,89.01
89.29,90.10,90.27,89.29
89.45,88.15,89.72,87.73
88.10,88.07,88.31,86.85
88.79,90.57,90.71,88.17
90.30,89.03,90.45,88.07
89.61,89.94,90.74,89.11
90.14,91.24,91.72,89.74
91.31,92.59,93.30,90.81
91.97,92.35,92.91,91.67
93.04,93.88,94.26,92.41
93.88,94.06,94.93,93.53
93.71,93.72,94.30,93.19
94.17,92.18,94.26,91.08
92.11,92.79,93.02,91.85
92.63,93.87,93.99,92.63
94.40,95.78,96.43,93.99
95.56,95.17,95.91,94.51
94.78,95.96,96.03,93.60
96.19,96.30,97.05,95.86
95.93,96.98,97.62,95.93
97.48,95.56,97.77,95.48
95.46,96.00,96.66,94.95
95.83,95.11,95.95,94.17
95.27,95.81,96.00,94.90
95.71,95.56,96.29,95.36
95.68,95.28,95.88,94.91
95.59,94.95,95.85,94.71
95.07,95.42,95.98,94.67
94.68,94.22,95.23,93.76
94.69,95.72,95.95,94.41
96.24,95.44,96.58,95.37
95.68,94.88,95.68,94.11
94.74,95.04,96.00,94.24
95.05,94.82,95.56,94.12
94.98,93.70,95.03,92.84
93.71,94.93,95.54,93.56
94.67,93.13,94.67,92.96
92.19,89.66,92.98,89.20
90.36,90.00,90.36,88.44
90.00,90.28,90.51,89.65
89.95,89.96,90.81,88.51
89.99,90.35,90.43,89.28
90.06,89.81,92.40,89.54
90.44,89.48,91.16,89.35
89.57,89.28,90.31,89.13
89.03,89.34,89.80,87.78
89.83,89.35,89.97,88.82
90.00,91.42,91.72,89.68
91.48,91.00,91.48,90.52
90.64,90.74,91.55,90.20
90.83,90.98,91.03,90.03
90.88,90.72,91.23,90.64
90.72,90.15,91.00,89.83
90.15,89.47,90.15,89.29
88.86,88.61,89.51,87.95
89.02,91.13,91.27,88.65
91.01,91.57,91.87,90.59
91.09,89.24,91.09,89.13
89.82,88.92,89.82,88.62
88.58,88.81,89.34,88.09
88.77,89.27,89.59,88.10
89.21,88.32,89.34,88.03
87.82,88.25,88.37,87.23
87.92,88.25,88.61,87.92
88.06,88.33,88.91,87.73
88.80,89.33,90.31,88.60
89.41,89.70,89.97,89.08
89.48,89.27,89.70,88.66
88.86,88.68,89.00,87.34
88.41,90.15,90.61,88.41
90.60,90.19,90.60,89.85
90.61,91.41,91.91,90.38
91.62,91.84,92.44,91.45
92.31,92.46,93.20,91.93
91.89,91.64,91.93,91.20
91.38,91.06,91.83,90.77
91.06,91.24,91.88,90.84
91.24,91.45,91.64,90.68
90.98,90.32,91.80,90.18
90.81,90.85,91.61,90.29
91.47,90.70,91.47,90.25
90.75,90.82,91.17,90.33
90.34,90.74,90.92,90.16
90.59,91.32,91.75,89.91
90.85,91.17,91.63,90.49
91.87,90.38,91.87,90.15
91.17,91.82,92.24,90.06
92.09,92.23,92.36,91.44
92.26,91.99,92.57,91.53
91.93,91.39,92.16,91.11
91.96,92.31,92.63,91.45
92.48,91.96,92.48,91.48
91.98,92.00,92.32,91.46
92.03,91.92,92.46,91.54
91.89,92.73,92.76,91.89
92.73,91.39,93.18,91.21
91.31,90.84,91.74,90.75
90.50,91.02,91.31,90.01
91.31,92.09,92.38,89.63
92.10,92.55,92.88,91.06
92.03,92.86,93.33,91.71
93.21,93.21,94.14,92.69
93.22,93.67,93.76,92.65
93.66,94.72,95.43,93.66
95.19,95.36,96.00,94.91
95.53,95.03,95.56,94.71
94.60,95.29,95.35,93.91
95.66,95.58,96.16,94.92
95.11,95.15,95.83,94.37
94.63,94.28,95.16,93.07
94.29,94.20,94.99,93.60
93.87,95.07,95.13,93.85
94.68,95.32,95.43,94.12
94.88,93.98,95.00,90.56
93.41,93.93,94.67,92.90
93.60,95.14,96.36,92.38
93.72,95.88,96.37,93.72
91.96,93.63,93.63,91.27
95.93,92.30,95.93,92.14
94.10,94.25,94.61,92.15
94.84,95.78,96.01,94.21
95.32,95.74,95.85,94.60
95.60,94.83,96.21,94.35
94.50,95.08,96.22,94.44
95.96,97.28,97.37,95.50
97.23,97.87,99.11,97.00
96.26,97.32,97.58,96.08
98.54,99.52,99.78,97.58
100.00,98.05,100.17,97.79
97.86,98.09,99.25,97.57
97.50,98.82,99.47,97.50
99.01,98.58,99.29,98.36
98.91,99.18,99.49,98.28
99.51,100.26,100.52,99.21
100.00,100.03,101.63,99.57
98.71,99.15,100.46,98.71
99.55,100.01,100.47,99.08
99.25,99.46,99.70,98.28
99.63,99.47,99.99,98.97
99.13,99.57,100.30,98.54
100.36,99.67,101.61,99.51
99.69,98.94,99.96,98.67
98.89,97.63,98.95,97.14
98.45,97.48,99.05,96.48
97.68,96.62,97.68,95.51
95.99,97.94,97.97,95.47
98.29,99.74,99.79,98.29
99.75,99.59,100.00,98.70
99.90,100.31,100.45,99.31
100.15,100.83,101.38,99.81
101.40,101.62,102.34,101.16
101.65,101.88,102.39,101.36
101.66,101.30,102.93,101.17
101.40,99.55,101.85,99.40
99.92,100.26,100.45,98.20
100.48,100.87,101.09,99.98
100.11,101.51,101.66,100.11
101.58,100.96,101.58,100.77
101.29,100.63,101.70,100.54
101.18,102.83,103.07,100.75
103.78,102.82,104.47,102.50
102.95,104.66,104.67,102.78
104.59,105.15,105.32,104.16
105.63,104.30,105.63,102.92
108.28,113.00,113.48,103.90
113.53,113.72,114.93,111.14
114.03,112.32,114.03,111.60
112.06,113.25,114.14,111.44
113.46,112.37,117.49,111.71
112.63,113.57,113.76,112.37
112.94,111.11,113.10,110.14
110.94,110.29,110.94,109.52
110.35,111.35,111.38,109.50
111.79,112.16,113.00,111.24
111.32,109.77,111.33,109.68
109.02,109.23,109.70,106.37
109.28,112.05,112.18,108.97
112.34,113.43,113.59,112.00
114.15,113.82,114.15,112.62
113.84,113.87,115.03,113.55
114.71,114.05,115.56,113.74
114.60,114.76,116.38,114.47
114.37,114.89,115.90,113.85
115.11,115.85,116.20,114.42
116.32,116.41,116.98,114.96
117.33,116.26,118.74,116.00
116.27,116.78,117.40,116.10
116.90,116.32,117.07,116.16
116.39,115.02,117.81,114.65
115.08,117.21,117.41,115.08
112.18,112.53,113.12,110.92
112.09,112.69,113.34,111.41
112.50,110.89,112.72,110.54
110.59,110.01,111.00,109.43
108.63,109.18,110.37,108.54
109.53,110.69,110.84,108.93
111.43,111.26,111.85,110.22
111.94,111.92,112.09,110.13
112.29,111.83,112.50,110.88
111.17,110.20,112.28,109.27
110.78,111.65,112.82,110.21
111.91,113.25,113.85,111.15
113.77,113.82,114.49,113.41
114.34,116.09,116.19,113.99
115.79,115.68,117.22,114.63
116.14,117.37,117.48,115.80
117.46,117.51,118.50,116.60
117.86,115.46,117.86,115.26
113.84,112.87,114.76,112.03
113.42,116.02,116.36,113.09
114.49,115.72,116.56,114.49
114.22,116.19,116.60,114.22
116.42,113.99,116.82,113.83
114.93,114.00,115.28,112.88
115.10,116.71,116.81,114.40
117.05,114.13,117.30,113.71
114.54,115.21,116.23,113.99
112.80,114.72,114.84,112.14
116.07,116.48,117.07,115.38
115.56,116.43,117.50,114.11
117.02,116.83,117.51,115.59
117.36,118.66,119.02,116.11
118.59,117.99,119.80,117.63
118.50,118.01,119.65,117.68
117.65,116.50,119.43,115.64
107.98,104.05,114.98,103.06
103.50,101.68,103.69,97.24
100.74,102.13,103.09,99.76
101.22,101.22,102.20,100.99
101.92,99.23,103.01,98.10
98.87,98.33,99.52,97.72
98.33,96.86,100.34,96.85
95.85,98.55,99.09,95.78
97.70,101.09,101.88,96.42
102.00,100.62,103.23,100.44
99.17,100.90,101.50,99.17
101.53,100.58,103.33,99.58
101.58,101.00,102.47,100.45
101.10,100.46,101.68,100.24
101.06,101.98,102.50,99.44
102.03,102.22,103.61,101.00
102.94,100.36,103.46,99.87
99.77,101.70,102.56,99.20
101.01,101.95,102.45,100.82
102.23,103.53,103.77,101.78
103.50,101.26,103.50,100.19
101.79,101.77,102.92,101.21
101.56,101.94,103.16,100.12
101.42,101.21,102.26,99.60
100.87,102.32,102.35,99.63
102.37,104.40,104.76,101.12
103.60,105.10,105.12,103.60
104.80,106.30,106.82,104.73
106.58,107.55,107.90,106.58
108.26,106.17,108.31,105.76
106.57,105.70,108.07,104.95
105.37,106.57,106.88,104.98
106.27,105.89,107.37,105.67
105.29,106.84,107.41,104.80
106.32,107.69,107.99,105.61
108.19,106.75,108.49,106.41
107.21,107.14,108.74,105.97
106.64,104.67,107.03,103.78
104.52,108.89,109.30,103.13
108.89,109.44,109.66,107.93
109.12,110.53,111.31,108.65
110.97,110.94,112.61,109.41
111.24,111.60,112.01,109.77
111.32,110.57,111.55,110.08
110.11,113.14,113.63,110.11
113.42,111.37,113.72,110.76
110.94,110.13,111.44,109.37
110.11,110.44,110.79,109.42
110.12,108.61,110.86,108.30
108.98,109.95,109.96,108.50
110.16,108.34,111.23,108.23
108.30,109.36,109.67,108.18
109.72,109.64,110.02,108.19
109.76,107.96,110.20,107.65
107.72,111.31,111.38,107.72
111.26,112.62,112.65,110.32
112.87,111.72,112.90,111.51
111.73,110.71,111.97,109.64
110.64,107.68,110.64,107.29
107.78,109.88,110.28,107.72
109.88,109.83,110.75,109.13
110.01,110.49,111.24,109.19
110.52,109.57,111.04,108.29
113.99,115.50,124.26,112.36
114.78,116.50,118.49,114.71
117.47,120.17,120.47,116.40
118.78,119.29,120.75,118.31
119.25,120.82,121.74,118.31
120.95,121.43,122.19,120.64
121.24,122.90,123.53,120.74
120.00,122.54,123.21,120.00
122.49,123.19,123.39,122.00
123.45,122.90,123.50,120.97
122.67,123.94,124.05,122.48
123.56,122.31,124.50,121.67
122.47,123.37,124.63,122.47
123.03,119.00,124.28,118.23
118.95,118.56,118.95,116.88
118.27,118.85,119.44,116.93
119.04,118.14,119.98,116.11
118.51,118.27,119.49,117.66
118.27,120.18,120.48,117.82
120.50,120.73,121.89,118.58
120.79,120.66,122.56,120.39
120.79,121.79,122.57,120.79
122.38,121.23,122.95,120.61
120.94,121.33,121.73,120.56
121.53,122.19,122.40,120.37
122.24,123.55,123.76,121.97
123.65,123.68,124.10,122.61
122.75,123.34,124.03,122.75
122.87,123.65,123.95,122.52
123.68,125.04,125.21,123.19
125.00,124.99,125.43,123.01
124.42,122.55,124.61,122.26
122.80,122.20,122.80,121.23
122.75,122.47,123.08,121.32
122.02,123.86,123.95,122.02
124.17,122.68,124.18,121.24
123.77,123.73,125.40,123.05
124.50,124.38,124.69,123.82
124.38,124.12,125.17,123.76
124.90,125.83,125.85,124.45
122.94,123.73,125.62,122.54
123.32,124.08,124.85,122.11
124.20,123.41,124.24,122.95
124.38,124.57,125.00,123.30
124.89,127.61,128.07,124.59
127.69,126.30,129.09,125.90
126.30,126.42,127.27,125.84
126.08,126.55,127.56,125.69
126.53,125.42,127.88,124.90
125.67,128.53,128.75,125.60
128.87,127.65,128.87,127.37
127.50,127.32,128.61,126.38
127.60,127.83,128.25,126.54
128.21,127.49,129.12,127.22
127.70,127.65,128.05,127.10
128.28,127.17,128.73,127.03
126.59,127.59,127.62,125.46
127.89,127.15,128.47,127.06
127.20,128.24,128.52,127.14
128.46,129.27,129.98,127.84
129.46,129.38,130.18,128.62
129.75,129.45,131.81,128.41
129.85,128.22,129.85,127.99
128.31,129.86,130.88,128.00
129.84,129.96,132.06,129.22
130.23,129.50,130.23,128.51
129.74,128.22,130.78,127.62
128.24,127.51,128.24,126.08
127.66,127.88,128.17,127.23
128.46,128.80,128.96,127.99
128.34,128.78,128.89,127.80
128.70,129.17,130.04,128.21
129.42,131.24,136.06,129.21
130.56,130.51,131.31,129.57
130.48,130.91,131.18,129.90
131.27,129.85,134.74,129.28
130.09,126.52,130.09,126.30
126.24,126.16,126.48,125.42
120.00,130.08,131.33,117.50
130.45,133.13,133.80,130.45
133.31,133.81,134.29,132.27
134.56,133.86,137.71,133.16
133.33,133.81,133.92,132.71
134.11,134.64,135.65,132.51
134.80,133.94,135.16,133.04
134.47,133.87,134.75,133.20
134.40,134.06,134.40,132.62
134.54,134.53,135.11,133.39
134.85,134.57,134.85,133.22
135.03,136.45,136.55,134.97
136.52,137.28,137.48,135.83
136.76,136.41,136.76,134.30
136.11,134.88,137.00,134.71
134.91,130.10,135.47,130.05
130.14,132.50,132.52,129.59
132.06,130.65,132.16,130.39
131.15,130.56,131.29,129.82
130.31,131.75,132.23,130.31
132.22,130.53,132.46,129.95
131.32,131.49,132.18,130.66
131.88,130.22,132.25,130.22
130.13,131.77,132.47,129.54
132.41,133.21,133.58,131.94
132.79,132.03,132.79,130.91
131.22,131.32,132.01,130.63
132.01,132.60,133.90,131.98
132.62,132.41,133.64,130.76
132.06,130.72,132.76,130.63
131.21,132.09,133.14,130.50
132.02,132.26,132.63,130.63
132.90,131.14,133.43,130.88
131.70,132.25,132.95,131.35
132.16,132.65,133.09,131.58
132.89,132.06,132.89,130.62
132.11,133.76,134.10,132.11
133.82,132.71,133.82,132.22
133.16,133.66,136.24,132.85
132.74,134.32,135.19,132.02
134.75,132.64,134.98,132.62
132.83,133.67,134.08,132.55
134.26,134.82,135.74,132.64
135.13,135.84,136.08,133.97
135.63,134.28,135.79,133.68
134.35,134.15,134.58,133.02
134.43,135.58,135.85,134.33
135.82,135.02,136.57,134.39
135.09,135.35,136.30,134.51
138.31,130.32,138.31,129.37
130.00,129.99,131.14,129.74
129.97,130.65,131.85,129.84
130.56,129.19,132.42,129.08
129.38,127.07,131.44,127.06
126.75,126.10,126.95,125.81
126.08,126.07,127.78,125.71
127.60,130.29,130.71,126.64
129.97,132.09,132.75,129.89
130.45,133.29,133.35,127.99
133.35,130.28,133.35,129.59
130.41,133.96,134.47,129.70
135.00,134.44,136.51,133.94
134.83,134.86,136.23,132.98
134.86,135.33,136.67,134.16
135.50,136.28,136.71,134.36
136.37,138.17,138.42,135.48
138.17,138.96,139.03,137.12
139.51,139.05,139.93,137.11
138.57,139.30,139.31,137.94
139.61,140.48,140.48,138.25
139.88,140.04,141.18,139.63
140.53,138.79,140.95,138.47
139.05,135.51,139.27,135.23
135.26,133.08,136.66,132.33
133.19,133.64,135.05,133.13
134.40,134.07,135.99,133.82
