CASC,Cascadian Therapeutics,NASDAQ
10.68,10.74,10.92,10.56
10.56,10.32,10.74,10.03
10.50,10.14,10.68,10.02
10.26,10.14,10.37,10.02
10.08,9.96,10.26,9.90
9.90,9.42,10.08,9.30
9.60,9.78,10.20,9.60
9.84,10.20,10.26,9.84
10.08,10.38,10.44,10.02
10.32,10.50,10.56,10.32
10.62,10.38,10.62,10.32
10.44,10.32,10.62,10.32
10.26,10.20,10.50,10.20
10.44,9.84,10.44,9.48
9.96,10.08,10.17,9.75
10.08,10.14,10.20,9.66
10.02,10.38,10.50,10.02
10.32,10.20,10.50,10.14
10.20,10.20,10.38,10.02
10.08,9.90,10.26,9.84
9.96,9.78,10.08,9.78
9.84,9.78,10.02,9.72
9.78,9.54,9.78,9.54
9.54,9.54,9.60,9.48
9.60,9.54,9.84,9.48
9.54,9.54,9.72,9.42
9.60,9.60,9.72,9.48
9.54,10.32,10.59,9.48
10.38,10.71,10.86,10.38
10.80,11.22,11.22,10.56
11.58,11.58,11.70,11.34
11.70,10.80,11.70,10.50
10.56,10.38,10.86,10.20
10.32,10.08,10.38,9.78
9.96,10.38,10.38,9.84
10.08,10.14,10.38,9.90
10.56,10.32,10.56,10.08
10.32,10.44,10.62,10.30
10.44,10.26,10.44,10.08
10.14,10.38,10.44,10.14
10.32,10.14,10.50,10.14
10.08,10.14,10.26,10.08
10.14,10.32,10.37,10.08
10.32,10.38,10.50,10.32
10.50,10.56,10.56,10.32
10.62,10.44,10.62,10.32
10.44,10.26,10.44,10.20
10.32,10.20,10.44,10.20
10.20,10.09,10.32,10.02
10.14,10.14,10.32,10.02
10.20,10.32,10.44,10.20
10.38,10.62,10.80,10.38
10.74,10.38,10.80,10.32
10.44,10.49,10.74,10.32
10.56,11.10,11.22,10.50
11.16,11.10,11.46,10.92
11.10,11.22,11.22,10.92
11.28,11.34,11.58,11.22
11.40,10.92,11.46,10.86
11.10,10.86,11.16,10.80
10.80,10.68,10.98,10.56
10.71,10.80,10.98,10.62
10.80,10.98,11.10,10.80
11.10,11.16,11.16,10.92
11.28,10.98,11.28,10.80
10.92,10.80,11.16,10.74
13.74,13.08,14.58,12.66
12.72,12.66,12.84,12.18
12.90,12.30,12.96,12.30
12.12,12.36,12.78,12.12
12.48,12.18,12.60,12.12
12.18,12.12,12.24,12.00
12.18,12.24,12.54,12.00
12.42,12.30,12.48,12.12
12.54,11.88,12.90,11.82
11.94,11.40,12.01,11.16
11.52,10.86,11.52,10.68
10.80,11.34,11.46,10.80
11.28,11.46,11.82,11.28
11.34,11.34,11.46,10.92
11.34,11.16,11.40,11.10
11.04,11.04,11.16,10.80
10.80,11.70,11.76,10.74
11.64,11.58,11.94,11.34
11.70,11.28,11.76,11.10
11.28,11.16,11.40,10.92
11.22,11.16,11.46,11.10
11.16,11.01,11.22,10.98
11.10,10.98,11.10,10.92
11.04,10.92,11.04,10.80
10.98,11.09,11.16,10.86
11.10,10.80,11.16,10.80
10.80,10.62,10.92,10.50
10.62,10.68,10.80,10.56
10.80,11.16,11.52,10.68
11.22,11.34,11.49,11.04
11.52,11.28,11.70,10.86
11.04,11.22,11.34,10.98
11.16,11.46,11.58,11.10
11.40,11.28,11.40,11.16
11.28,11.28,11.40,11.10
11.10,10.92,11.10,10.86
10.86,11.04,11.10,10.86
11.16,11.64,11.76,11.04
11.70,11.28,11.82,11.28
11.28,11.10,11.46,11.04
11.22,11.04,11.28,11.04
11.04,11.04,11.16,10.86
11.10,11.10,11.10,10.92
11.10,11.10,11.16,10.98
10.98,11.22,11.22,10.98
11.22,11.58,11.76,11.10
11.82,12.18,12.36,11.58
12.48,11.82,12.48,11.70
11.64,11.58,11.82,11.52
11.52,11.58,11.88,11.52
11.46,11.64,11.76,11.46
11.70,11.70,11.76,11.46
11.82,12.00,12.42,11.73
12.00,11.46,12.00,11.10
11.46,10.74,11.46,10.71
10.74,10.44,10.92,10.38
10.38,10.32,10.62,10.32
10.32,10.50,10.56,10.02
10.44,10.38,10.56,10.38
10.38,10.38,10.50,10.20
10.20,10.62,11.10,10.14
10.56,10.98,10.98,10.44
10.92,10.56,11.04,10.44
10.56,10.56,10.80,10.44
10.50,10.50,10.62,10.32
10.38,10.26,10.56,10.20
10.20,10.26,10.33,10.08
10.38,10.56,10.56,10.32
10.44,10.92,10.98,10.38
10.86,10.80,11.10,10.80
10.80,10.86,10.86,10.56
10.86,11.04,11.04,10.74
10.92,10.98,11.10,10.74
10.98,11.04,11.28,10.83
10.92,11.28,11.70,10.92
11.28,11.34,11.88,11.16
11.46,12.36,12.42,11.46
12.48,12.78,12.78,12.42
12.78,13.44,13.56,12.66
13.44,13.08,13.56,12.72
13.14,13.74,13.86,13.02
13.92,13.62,13.92,13.40
13.56,13.74,13.92,13.20
13.74,13.14,13.80,13.02
13.14,12.90,13.14,12.06
12.96,12.90,13.14,12.78
12.84,12.54,13.14,12.48
12.66,12.84,13.14,12.66
12.84,13.02,13.50,12.78
13.08,12.72,13.20,12.54
12.72,13.02,13.08,12.72
12.96,12.90,13.02,12.48
12.84,13.32,13.38,12.60
13.44,14.88,15.00,13.14
14.88,15.60,15.66,14.40
15.60,16.38,16.86,15.42
16.62,15.96,16.83,15.30
15.84,16.92,17.04,15.48
16.80,16.74,18.48,16.50
16.80,17.28,17.82,16.38
17.40,17.40,17.76,17.04
17.40,17.28,17.76,16.68
17.28,16.98,17.79,16.98
17.16,18.06,18.30,17.10
18.30,19.74,20.76,18.18
20.40,19.62,20.58,19.20
19.44,19.62,20.28,19.26
19.50,18.54,19.68,18.06
18.24,19.02,19.47,17.76
19.26,19.38,19.62,19.02
19.50,21.30,22.32,19.38
21.30,21.12,21.54,20.40
21.30,21.54,21.78,20.88
21.54,21.90,22.20,21.42
22.08,21.90,22.56,21.42
21.66,22.32,22.68,21.24
23.40,23.34,24.48,22.80
21.72,22.14,22.37,19.08
22.08,22.14,22.62,21.48
22.14,20.34,22.44,20.16
20.40,21.60,21.69,19.14
21.24,21.30,21.60,20.40
21.36,20.94,21.57,20.70
21.00,19.26,21.00,18.78
19.62,19.26,20.16,18.84
19.26,18.60,19.74,18.18
18.48,17.70,18.72,16.02
17.64,17.28,18.06,16.98
17.40,17.94,18.24,16.98
18.00,18.96,19.38,18.00
19.14,18.66,19.17,18.24
18.54,18.12,18.54,17.70
18.06,17.64,18.66,17.04
17.34,17.94,18.06,17.10
18.18,17.88,18.48,17.73
18.18,18.96,19.02,17.82
19.26,18.36,19.92,17.70
18.06,17.82,18.48,17.40
17.94,15.48,18.30,15.24
15.36,14.10,15.84,12.96
14.10,14.64,14.76,13.92
14.46,14.94,15.06,14.16
14.88,15.60,16.08,14.70
15.36,17.58,18.18,15.36
17.58,17.28,18.00,16.74
17.58,17.34,17.64,16.20
17.04,16.92,17.46,16.50
16.86,16.68,17.40,16.20
16.68,16.80,17.07,16.44
16.74,17.16,17.16,16.62
17.34,16.92,17.46,16.50
16.92,16.08,16.92,15.36
15.84,17.10,17.28,15.78
17.16,16.26,17.16,15.96
16.14,16.32,16.44,15.30
16.02,15.78,16.50,15.78
15.72,16.26,16.50,15.72
16.20,16.86,17.10,16.20
17.04,16.32,17.34,16.14
16.14,16.92,17.16,15.93
16.80,15.90,16.80,15.24
15.90,16.14,16.38,15.48
16.02,16.80,16.86,15.84
16.80,16.02,16.80,15.96
15.96,16.26,16.50,15.96
16.08,16.38,16.62,16.08
16.26,16.50,16.80,16.26
16.44,17.34,17.40,16.32
17.34,16.98,17.94,16.80
17.46,17.40,17.76,17.22
17.28,17.28,17.58,16.74
17.34,17.46,18.12,16.98
17.46,17.64,17.76,16.80
17.64,17.88,18.18,17.34
18.06,18.66,18.90,17.94
18.60,18.36,19.20,18.18
18.18,18.48,18.84,18.00
18.54,19.56,19.62,18.24
19.50,18.48,19.68,18.12
18.30,19.08,19.20,18.30
19.38,19.14,19.38,18.66
18.96,18.96,19.32,18.42
18.84,19.80,19.92,18.84
20.04,20.58,20.64,19.68
20.70,19.86,20.76,19.44
19.74,20.10,20.46,19.62
20.52,21.00,21.36,20.46
21.12,21.00,21.12,20.46
20.82,19.68,21.06,19.38
19.62,20.10,21.12,19.62
20.22,19.50,20.58,19.20
19.26,19.44,19.86,18.78
19.44,18.96,19.86,18.92
18.90,19.08,19.56,18.90
19.08,18.78,19.38,18.72
18.90,17.58,18.90,17.52
17.64,16.56,17.88,16.32
16.56,16.32,16.92,16.20
15.90,16.38,16.68,15.36
16.44,15.96,16.44,15.78
16.14,16.38,16.74,15.60
16.32,16.14,16.62,15.78
16.02,15.90,16.38,15.78
15.78,15.96,16.20,15.78
15.78,16.56,16.68,15.72
16.32,16.14,16.80,15.90
16.20,16.80,17.52,16.02
17.04,19.74,21.60,16.98
19.44,18.36,19.73,17.76
18.18,18.06,18.72,17.97
18.00,17.22,18.36,16.98
17.16,17.28,17.46,17.13
17.34,17.34,17.52,17.10
17.10,16.38,17.31,16.32
16.32,16.56,16.74,16.20
16.74,17.04,17.22,16.62
16.92,16.86,17.04,16.68
16.80,17.28,17.52,16.55
17.28,17.04,17.34,16.89
16.98,17.58,17.58,16.56
17.70,18.12,18.24,17.61
18.90,17.64,19.02,17.10
17.70,16.62,17.76,16.50
16.56,16.68,16.98,16.44
16.98,16.68,16.98,16.32
16.98,16.68,16.98,16.56
14.04,13.80,14.40,13.50
13.80,13.92,14.16,13.50
13.80,13.80,14.16,13.56
13.86,14.04,14.22,13.50
14.10,13.98,14.52,13.80
13.86,14.22,14.46,13.86
14.34,14.46,14.52,14.13
14.28,13.98,14.28,13.90
13.92,14.04,14.28,13.92
14.04,13.92,14.28,13.74
14.04,13.56,14.04,13.50
13.62,13.44,13.74,13.38
13.32,13.20,13.50,12.90
13.26,13.38,13.43,13.14
13.38,12.96,13.50,12.90
12.90,13.38,13.38,12.72
13.26,13.50,13.56,13.09
12.48,13.41,13.62,12.00
13.08,12.36,13.08,12.24
12.24,12.06,12.30,11.91
12.00,12.00,12.30,11.94
12.60,12.90,13.32,12.60
12.78,12.54,12.90,12.42
12.42,12.36,12.54,11.88
12.24,12.36,12.54,12.24
12.36,12.72,12.72,12.24
12.60,12.24,12.72,12.24
12.42,12.54,12.90,12.18
12.54,12.36,12.66,12.18
12.30,11.52,12.48,11.52
11.64,11.70,11.88,11.10
11.70,12.66,12.90,11.70
12.90,13.68,14.10,12.72
13.68,12.90,14.00,12.66
12.72,12.18,12.84,12.12
12.06,11.94,12.18,11.64
11.94,10.92,12.24,10.74
10.74,10.68,11.10,10.08
10.74,10.98,11.34,10.08
11.16,11.10,11.40,10.69
10.80,10.86,11.34,10.62
10.80,10.62,11.16,10.50
10.98,10.26,11.28,10.08
10.14,10.38,10.80,10.14
10.80,11.40,11.46,10.62
11.46,10.62,11.46,10.62
10.74,11.04,11.10,10.68
11.10,10.80,11.22,10.74
10.68,10.80,10.98,10.56
10.86,11.46,11.46,10.86
11.40,11.04,11.58,10.98
10.98,11.52,11.64,10.98
11.88,10.80,11.94,10.71
10.98,10.56,10.98,10.50
10.56,10.50,10.86,10.50
10.62,10.20,10.74,10.08
10.14,10.02,10.50,9.90
10.26,9.60,10.26,9.12
9.60,10.02,10.02,9.42
9.90,10.02,10.32,9.90
9.90,10.32,10.32,9.84
10.32,10.08,10.50,10.02
10.14,10.20,10.32,9.54
10.20,10.32,10.50,9.90
10.44,10.26,10.56,10.08
10.26,9.84,10.32,9.60
9.78,10.38,10.44,9.72
10.56,10.14,10.56,10.02
10.20,10.50,10.62,10.14
10.44,10.14,10.62,10.02
10.14,11.16,11.22,10.08
11.16,10.50,11.22,10.50
10.56,10.62,10.68,10.20
10.68,10.32,10.80,10.20
10.38,10.08,10.62,9.90
10.08,10.38,10.50,9.90
10.44,10.68,10.80,10.20
10.62,10.02,10.80,9.96
9.90,10.50,10.56,9.90
10.38,10.02,10.74,9.96
10.02,10.26,10.68,10.02
10.38,12.12,12.30,10.14
12.48,11.40,12.72,10.92
11.52,10.56,11.70,10.44
10.32,10.80,10.86,10.08
11.04,10.98,11.52,10.80
10.92,10.80,11.28,10.56
10.80,11.40,11.64,10.68
11.70,11.28,12.00,10.98
11.28,11.34,11.40,11.16
11.52,11.46,12.00,11.34
11.46,11.46,11.70,11.28
11.28,11.64,11.64,11.28
11.58,11.40,11.58,11.28
11.58,11.70,11.76,11.40
11.52,11.34,11.88,11.16
11.40,10.32,11.40,10.26
10.38,10.02,10.80,9.90
10.20,10.08,10.50,9.96
10.08,10.02,10.38,9.96
10.14,10.08,10.38,9.90
10.26,9.66,10.32,9.42
9.54,10.05,10.50,9.54
10.02,9.66,10.26,9.66
9.60,9.96,9.96,9.54
9.96,9.36,10.08,9.06
9.36,9.24,9.72,9.12
9.54,9.36,9.60,9.06
9.42,9.18,9.52,9.00
9.18,9.84,9.84,9.18
9.84,9.72,9.90,9.72
9.84,9.60,9.96,9.54
9.66,9.54,9.78,9.48
9.36,9.48,9.78,9.36
9.48,9.42,9.66,9.30
9.54,9.60,9.60,9.18
9.48,9.18,9.66,9.12
9.18,9.42,9.48,9.18
9.00,9.00,9.24,8.88
9.00,9.12,9.24,8.88
9.18,9.24,9.36,9.00
9.30,9.24,9.66,9.18
9.30,9.42,9.48,9.12
9.42,9.42,9.48,9.12
9.48,9.30,9.48,9.12
9.30,9.42,9.42,9.24
9.36,9.30,9.48,9.12
9.36,9.30,9.48,9.12
9.36,9.84,9.96,9.33
9.84,9.60,9.96,9.48
9.60,9.66,9.90,9.42
9.72,9.72,9.90,9.60
9.72,9.60,10.38,9.60
9.78,9.72,9.96,9.54
9.66,9.78,9.90,9.54
9.78,9.78,9.90,9.54
9.78,9.63,10.08,9.54
9.60,9.48,9.72,9.24
9.54,9.48,9.66,9.18
9.48,9.48,9.54,9.30
9.48,10.08,10.14,9.06
10.44,10.74,11.04,10.38
10.56,10.56,10.80,9.90
10.56,10.80,10.80,10.32
10.86,10.92,11.04,10.20
10.92,10.68,11.04,10.32
10.74,10.62,10.83,10.38
10.56,10.32,10.80,10.26
10.26,10.08,10.62,10.02
10.14,10.14,10.50,10.08
10.26,9.54,10.56,9.24
9.60,9.66,9.78,9.36
9.72,9.90,9.96,9.39
9.84,9.99,10.02,9.54
9.90,9.78,9.96,9.48
9.66,9.60,9.72,9.48
9.66,9.90,9.96,9.60
9.90,9.72,10.02,9.66
9.78,9.78,10.26,9.60
9.72,9.90,10.14,9.72
9.84,10.08,10.26,9.78
10.20,10.20,10.26,9.90
10.14,10.20,10.38,10.02
10.20,10.14,10.32,10.14
10.20,10.32,10.38,10.08
10.38,10.44,10.50,10.32
10.50,10.32,10.50,10.14
10.38,10.50,10.56,10.23
10.50,10.62,11.10,10.26
10.92,10.80,11.04,10.62
10.92,10.74,10.98,10.68
10.68,10.44,10.86,10.44
10.50,9.78,10.68,9.60
9.78,9.60,9.96,9.30
9.48,9.60,9.78,9.30
9.60,9.00,9.61,9.00
9.06,8.88,9.24,8.54
8.88,8.82,9.18,8.82
8.82,8.52,9.00,8.46
8.52,8.64,9.12,8.46
8.58,8.76,9.00,8.52
8.88,10.50,10.66,8.70
10.38,9.18,10.38,8.82
9.00,8.64,9.06,8.46
8.64,8.88,8.88,8.46
10.50,12.12,12.27,10.32
12.24,14.58,17.22,12.24
13.86,15.54,15.66,13.74
15.24,14.28,16.08,14.16
14.22,14.52,14.88,13.38
14.58,15.06,15.21,13.80
18.84,18.06,20.64,16.80
18.12,20.94,21.33,17.70
20.40,20.16,21.96,18.96
19.62,20.34,20.94,19.26
20.58,20.52,21.30,19.50
27.84,23.76,28.14,22.68
23.82,23.64,25.02,23.10
23.88,24.48,25.32,23.82
24.84,24.06,24.90,22.86
23.94,24.54,24.60,22.92
24.42,24.48,24.70,23.70
23.94,23.70,24.30,23.52
23.64,23.94,24.34,22.92
23.88,23.22,23.94,23.10
22.98,23.28,23.70,22.92
23.10,23.34,23.49,22.08
23.28,23.22,23.46,22.84
23.16,23.82,24.60,22.92
24.00,23.88,24.66,23.70
23.82,23.34,24.06,23.10
23.46,23.88,23.94,23.22
23.70,23.52,23.94,23.04
23.34,23.40,23.64,23.10
23.34,23.40,24.00,23.10
23.34,23.40,23.52,22.80
22.92,21.09,23.28,20.82
21.60,22.44,22.68,21.48
22.44,21.72,22.62,21.06
21.78,22.20,22.50,21.60
21.96,22.14,22.50,21.48
22.02,21.60,22.20,21.06
21.30,21.36,21.45,20.34
21.30,21.72,22.02,21.18
22.14,21.96,22.20,21.54
22.26,22.56,22.74,21.96
22.50,23.10,23.22,22.32
23.28,22.56,24.12,22.38
22.80,22.68,23.28,22.62
22.80,22.92,23.10,22.56
23.16,21.96,23.16,21.96
22.02,21.72,22.32,21.24
21.60,21.78,22.20,21.36
21.72,21.60,22.08,21.39
21.42,21.00,21.72,20.42
20.58,20.10,20.82,19.86
20.28,21.06,21.24,19.44
21.06,21.24,21.48,20.34
20.94,21.00,21.21,20.25
21.24,21.84,21.84,20.64
21.78,21.84,22.32,21.18
21.84,21.78,22.20,21.30
21.78,21.72,22.20,21.45
21.54,21.42,22.14,21.12
19.98,19.80,20.70,18.48
19.80,19.32,20.28,18.54
19.08,19.32,19.50,18.48
18.78,18.84,19.50,18.18
19.08,18.90,19.26,18.60
18.72,18.90,18.96,18.27
18.66,19.80,20.04,18.48
19.92,18.96,20.04,18.66
18.66,19.02,19.08,18.12
18.66,18.00,18.78,17.16
17.28,18.00,18.42,16.92
16.62,18.60,19.56,16.62
19.38,19.86,20.28,18.60
20.82,20.16,20.88,19.08
20.40,21.18,21.24,19.86
21.12,21.24,21.90,20.85
21.30,20.40,21.48,20.10
19.92,19.86,20.58,19.50
20.10,21.18,21.18,19.86
21.48,20.10,21.66,20.04
19.74,19.50,20.28,19.32
20.22,21.00,21.00,19.62
21.84,20.28,21.90,20.28
19.56,20.37,21.00,19.56
20.16,19.80,20.16,19.62
19.74,19.62,19.92,19.38
19.74,20.16,20.16,19.38
20.10,19.92,20.52,19.44
19.80,21.66,21.78,19.80
21.30,22.62,23.33,21.00
22.80,20.28,23.04,20.27
19.74,19.14,20.22,18.72
19.14,19.92,20.22,18.77
19.86,21.06,21.30,19.56
21.48,18.48,21.54,18.06
17.88,17.22,18.96,16.26
16.92,16.59,18.30,16.26
17.22,16.44,17.28,15.78
16.68,16.86,16.89,15.90
16.56,17.10,17.34,16.26
17.52,17.40,17.70,16.56
17.22,16.68,17.34,15.78
16.98,17.16,17.40,16.14
16.98,16.80,17.04,16.08
16.80,17.28,17.40,16.38
17.28,16.20,17.28,16.14
16.20,15.60,16.38,15.54
15.66,15.54,16.32,15.30
15.72,16.92,17.04,15.70
16.98,16.56,17.04,16.20
16.62,16.38,16.86,15.66
16.32,15.84,16.44,15.60
16.02,15.54,16.08,15.00
15.60,15.66,15.84,14.70
15.90,16.26,16.26,15.36
16.32,15.96,16.74,15.60
15.90,15.96,16.26,15.60
16.02,16.56,16.68,15.72
16.50,17.88,18.55,16.44
17.82,17.76,18.24,17.34
17.70,19.50,19.98,17.70
19.38,19.56,20.03,18.96
19.56,19.44,20.04,18.84
19.44,19.20,19.47,18.42
19.02,19.80,20.37,18.18
19.80,20.16,20.40,19.62
20.10,20.70,20.97,19.80
20.70,19.62,20.76,19.53
19.38,19.62,19.74,18.78
19.38,20.76,20.91,19.14
20.76,20.10,21.30,19.50
20.28,19.86,20.52,19.56
19.92,19.98,20.28,19.08
19.74,18.72,20.04,18.60
18.90,19.38,19.56,18.48
19.26,19.50,20.04,19.02
19.50,19.86,20.13,19.20
19.98,20.28,20.82,19.50
20.22,20.28,20.40,19.80
20.58,21.30,21.64,19.86
21.78,20.94,21.90,20.40
20.94,21.30,22.50,20.70
21.42,20.04,21.48,19.56
20.10,20.40,20.58,19.98
20.46,19.50,20.54,18.72
19.50,18.78,20.46,18.66
16.20,12.78,16.20,12.60
13.74,14.10,14.88,13.26
13.62,14.04,14.76,13.14
14.28,12.96,14.34,12.72
13.20,13.08,13.68,12.60
13.26,13.20,13.38,12.90
13.08,13.02,13.44,12.96
13.02,13.20,13.68,12.96
13.98,14.10,14.28,13.16
13.98,14.22,14.46,13.80
14.28,14.46,14.52,13.86
14.28,14.70,14.94,14.18
14.58,14.16,14.82,14.10
14.22,14.28,14.58,13.86
14.22,13.92,14.40,13.68
13.98,13.32,14.01,13.20
13.14,12.24,13.14,12.18
12.48,12.30,12.66,12.12
12.06,11.70,12.35,11.52
11.40,10.92,11.58,10.74
10.92,10.56,11.29,10.38
10.62,9.90,10.89,9.72
10.08,10.02,10.38,9.60
10.02,8.94,10.32,8.88
9.12,9.96,9.96,8.40
9.66,9.48,9.72,9.00
9.78,9.36,9.99,9.06
9.12,10.20,10.32,8.70
10.26,9.96,10.68,9.87
10.08,9.93,10.26,9.54
10.20,9.30,10.32,9.24
9.54,9.12,9.54,8.58
9.12,8.76,9.48,8.67
8.82,8.28,8.82,8.22
8.28,7.98,8.70,7.80
7.98,7.80,8.91,7.62
7.68,7.68,7.80,7.50
7.62,7.14,7.68,6.90
7.14,7.14,7.68,7.08
7.08,6.90,7.14,6.78
6.66,6.30,6.90,6.12
6.12,6.36,6.66,6.12
6.30,6.12,7.32,6.12
6.00,6.12,6.42,6.00
6.18,6.18,6.42,5.94
6.24,6.36,6.42,6.06
6.42,6.42,6.60,6.24
6.54,6.24,6.66,6.24
6.30,6.30,6.54,6.12
6.48,6.18,6.60,6.18
6.12,5.55,6.27,5.55
5.55,5.64,5.70,5.40
5.70,6.18,6.36,5.70
6.12,6.24,6.36,6.06
6.30,5.94,6.36,5.76
6.00,6.18,6.18,5.84
6.18,6.42,6.45,6.00
6.48,6.96,7.32,6.42
7.20,7.26,7.44,7.08
7.38,7.32,7.65,7.08
7.32,6.72,7.44,6.69
6.78,6.66,6.96,6.48
6.78,6.54,6.87,6.48
6.54,6.66,6.66,6.30
6.72,6.96,7.08,6.60
6.72,6.48,6.72,6.18
6.48,6.33,6.60,6.30
6.36,6.06,6.42,5.82
6.24,7.74,8.19,6.09
7.86,8.34,9.18,7.80
8.40,7.62,8.52,7.38
7.44,6.96,7.66,6.96
6.96,6.72,7.20,6.42
6.72,6.66,6.96,6.60
7.02,6.72,7.02,6.42
6.84,7.02,7.32,6.78
7.20,7.62,7.68,7.02
7.50,7.44,7.62,7.08
7.38,7.08,7.44,7.08
7.08,7.20,7.26,7.02
7.20,7.38,7.56,7.02
7.44,7.20,7.56,7.14
7.32,7.26,7.38,6.72
7.32,7.02,7.68,7.02
7.14,6.84,7.14,6.78
6.90,7.14,7.20,6.84
7.14,7.20,7.32,7.08
7.20,7.26,7.38,7.14
7.32,7.20,7.56,7.20
7.41,7.32,7.56,7.23
7.32,6.96,7.32,6.87
7.02,7.08,7.32,6.96
7.08,7.26,7.50,7.02
7.38,8.10,8.28,7.26
8.22,7.86,8.58,7.74
7.80,7.74,7.98,7.56
7.80,7.92,8.45,7.62
8.04,7.80,8.22,7.62
7.92,7.68,7.92,7.50
7.50,7.26,7.74,7.20
7.20,7.02,7.44,6.96
7.02,6.90,7.14,6.90
6.90,6.96,7.32,6.90
7.38,7.14,7.38,7.02
6.96,6.72,7.14,6.54
6.66,6.54,6.72,6.48
6.60,6.18,6.60,6.00
6.18,6.24,6.54,6.09
6.30,6.60,6.66,6.24
6.54,6.90,7.14,6.54
6.96,6.84,7.14,6.78
6.78,6.84,6.96,6.45
6.84,6.66,6.99,6.36
6.60,6.54,6.96,6.54
6.66,6.78,6.84,6.42
6.78,7.02,7.14,6.66
7.02,6.84,7.08,6.72
6.84,6.78,6.96,6.72
6.84,6.96,7.26,6.84
6.96,7.08,7.20,6.84
7.02,7.32,7.50,6.96
6.66,6.78,6.96,6.42
7.74,7.38,8.34,7.14
7.26,7.14,7.33,6.78
7.14,7.26,7.32,7.02
7.38,7.20,7.50,7.08
7.14,7.02,7.20,6.90
7.02,6.72,7.02,6.72
6.54,6.24,6.78,6.18
6.18,6.00,6.48,5.58
6.18,5.88,6.18,5.76
5.82,5.43,5.88,5.40
5.43,5.62,5.88,5.43
5.60,5.10,5.60,4.98
5.10,5.16,5.33,4.98
4.92,5.70,5.76,4.92
5.10,5.50,5.56,5.08
5.28,5.25,5.64,5.25
5.28,5.46,5.93,5.28
6.18,5.97,6.30,5.76
6.00,5.66,6.00,5.64
5.70,5.70,6.18,5.64
5.88,5.67,6.00,5.58
5.70,5.58,5.89,5.58
5.64,5.58,5.94,5.58
5.70,5.81,5.96,5.58
6.36,6.30,6.36,6.00
6.78,7.32,7.32,6.66
7.50,7.08,7.86,7.08
7.38,6.90,7.50,6.90
7.14,7.14,7.20,6.90
7.20,6.96,7.38,6.96
7.14,6.72,7.38,6.72
6.78,6.90,7.02,6.60
6.84,6.84,7.14,6.78
6.84,6.84,6.96,6.78
6.90,6.84,7.02,6.78
6.90,6.84,7.05,6.84
6.96,6.84,7.08,6.78
6.90,6.66,7.02,6.66
6.72,6.60,6.84,6.60
6.72,6.72,6.96,6.72
6.66,6.60,6.90,6.48
6.60,6.54,6.65,6.24
6.60,6.66,6.84,6.56
6.36,6.78,6.84,6.36
6.78,6.54,6.90,6.48
6.54,6.48,6.78,6.36
6.36,6.36,6.72,6.24
6.36,6.54,6.60,6.30
6.48,6.48,6.60,6.30
6.36,6.90,6.90,6.36
6.90,6.96,6.96,6.72
6.96,6.72,6.96,6.66
6.72,6.84,6.96,6.72
7.02,6.90,7.02,6.84
6.90,7.14,7.20,6.84
7.08,7.02,7.14,6.84
7.08,6.96,7.26,6.72
6.96,6.90,7.14,6.90
6.96,6.96,7.08,6.90
6.90,6.96,7.08,6.90
6.96,7.14,7.38,6.96
7.08,6.90,7.08,6.90
7.08,6.72,7.08,6.72
6.72,6.78,6.95,6.60
6.90,6.84,6.96,6.78
6.90,6.90,6.96,6.84
6.84,6.90,6.96,6.84
6.84,6.72,6.90,6.72
6.72,6.78,6.87,6.66
6.78,6.66,6.86,6.66
6.66,7.20,7.26,6.66
7.26,7.44,7.50,7.02
7.50,7.62,7.80,7.41
7.80,7.56,7.80,7.44
7.56,8.22,8.34,7.56
8.46,8.70,8.76,7.97
8.70,8.64,8.82,8.46
8.64,8.40,8.70,8.22
8.40,9.54,9.94,8.22
10.02,9.90,10.98,9.60
9.96,10.02,10.44,9.54
10.08,9.30,10.23,9.00
9.24,9.84,9.90,9.12
9.90,9.72,10.08,9.36
9.84,10.08,10.68,9.60
9.60,9.66,9.90,9.00
9.54,9.36,9.54,9.12
9.30,8.94,9.30,8.70
9.12,8.76,9.18,8.64
8.58,8.04,8.82,7.56
7.92,7.98,8.16,7.80
7.86,7.80,8.04,7.62
7.74,7.92,8.22,7.74
7.92,7.80,8.04,7.62
7.98,7.86,7.98,7.65
7.74,7.32,7.86,7.32
7.44,7.56,7.62,7.32
7.62,7.50,7.62,7.38
7.62,7.20,7.62,7.14
7.26,7.38,7.44,7.14
7.26,6.78,7.32,6.69
6.84,6.78,7.08,6.72
6.72,6.42,6.78,6.42
6.42,6.18,6.54,6.18
6.18,6.06,6.60,5.88
6.00,5.58,6.12,5.43
5.46,5.10,5.76,5.10
5.10,5.66,5.92,5.04
5.82,5.83,6.12,5.64
6.00,6.12,6.72,5.82
6.42,6.54,6.60,6.07
6.48,6.72,6.90,6.29
6.60,7.02,7.02,6.60
7.08,7.02,7.80,6.72
7.08,6.84,7.38,6.66
6.72,6.60,6.90,6.48
6.66,6.72,6.90,6.48
6.72,6.60,6.78,6.57
6.54,6.48,6.72,6.42
6.42,6.42,6.72,6.36
6.36,6.24,6.42,6.12
6.18,6.12,6.42,6.12
6.06,5.82,6.24,5.82
5.79,5.65,6.00,5.36
5.65,5.61,5.89,5.58
5.54,4.97,5.87,4.90
5.00,5.50,5.60,4.97
5.56,5.55,5.81,5.45
5.57,6.14,6.18,5.40
