UUU,Universal Security Instruments,NASDAQ
5.17,5.25,5.26,5.08
5.24,5.27,5.27,5.24
5.27,5.30,5.30,5.27
5.35,5.17,5.35,5.17
5.08,5.25,5.25,5.08
5.25,5.40,5.40,5.25
5.40,5.40,5.40,5.40
5.40,5.40,5.40,5.40
5.40,5.40,5.40,5.40
5.40,5.40,5.40,5.40
5.63,5.32,5.90,5.01
5.21,5.21,5.21,5.21
5.10,5.34,5.34,5.10
5.15,5.15,5.15,5.15
5.15,5.15,5.15,5.15
5.45,5.48,5.49,5.45
5.48,5.29,5.48,5.29
5.29,5.29,5.29,5.29
5.29,5.29,5.29,5.29
5.50,5.50,5.50,5.50
5.50,5.50,5.50,5.50
5.50,5.50,5.50,5.50
5.50,5.50,5.50,5.50
5.50,5.50,5.50,5.50
5.50,5.40,5.50,5.32
5.50,5.46,5.50,5.46
5.49,5.70,5.74,5.47
5.42,5.42,5.42,5.25
5.43,5.43,5.43,5.43
5.43,5.43,5.43,5.43
5.48,5.48,5.48,5.48
5.48,5.48,5.48,5.48
5.48,5.48,5.48,5.48
5.51,5.50,5.51,5.50
5.50,5.50,5.50,5.50
5.29,5.46,5.46,5.29
5.46,5.46,5.46,5.27
5.25,5.45,5.47,5.25
5.29,5.48,5.48,5.29
5.35,5.11,5.35,5.10
5.17,4.95,5.17,4.94
4.85,4.85,4.85,4.85
4.85,4.85,4.85,4.85
4.93,4.92,5.00,4.90
4.86,4.66,4.86,4.62
4.84,4.85,4.85,4.84
4.83,4.84,4.84,4.83
4.65,4.65,4.78,4.63
4.66,4.60,4.70,4.60
4.55,4.55,4.56,4.55
4.54,4.70,4.70,4.50
4.52,4.60,4.61,4.52
4.60,4.60,4.60,4.60
4.60,4.60,4.60,4.60
4.59,4.70,4.70,4.59
4.70,4.69,4.70,4.69
4.70,4.69,4.78,4.69
4.62,4.62,4.62,4.62
4.70,4.69,4.78,4.69
4.70,4.64,4.94,4.54
4.70,4.71,4.71,4.65
4.71,4.71,4.71,4.71
4.71,4.71,4.71,4.71
4.61,4.33,4.75,4.20
4.42,4.22,4.75,4.22
4.56,4.33,4.56,4.33
4.35,4.31,4.42,4.30
4.31,4.19,4.35,4.03
4.40,4.61,4.61,4.19
4.66,4.90,5.24,4.66
5.00,4.89,5.00,4.60
4.79,4.79,4.79,4.79
4.77,4.95,4.95,4.73
4.84,4.80,4.95,4.70
4.73,4.70,4.73,4.70
4.91,4.70,4.91,4.70
4.75,4.82,4.97,4.75
4.81,4.96,4.97,4.81
4.96,4.96,4.96,4.96
4.86,4.91,4.91,4.86
4.85,4.85,4.85,4.85
4.85,4.85,4.85,4.80
4.85,4.83,4.87,4.75
4.81,4.78,4.86,4.73
4.94,4.80,4.94,4.71
4.82,4.78,4.82,4.78
4.80,4.79,4.91,4.75
4.74,4.89,4.97,4.74
4.78,4.73,4.78,4.73
4.74,4.82,4.85,4.74
4.85,4.85,4.85,4.85
4.76,4.76,4.76,4.76
4.76,4.76,4.76,4.76
4.76,4.76,4.76,4.76
4.84,4.79,4.84,4.79
4.79,4.76,4.82,4.75
4.75,4.76,4.76,4.75
4.75,4.75,4.75,4.75
4.84,4.85,4.85,4.84
4.85,4.90,4.90,4.85
4.85,4.52,4.85,4.52
4.51,4.52,4.55,4.51
4.53,4.50,4.61,4.47
4.49,4.51,4.51,4.45
4.50,4.60,4.60,4.50
4.54,4.51,4.54,4.51
4.59,4.60,4.60,4.59
4.60,4.51,4.60,4.50
4.51,4.51,4.51,4.50
4.50,4.50,4.50,4.50
4.51,4.51,4.51,4.51
4.51,4.51,4.60,4.51
4.51,4.51,4.51,4.51
4.50,4.50,4.50,4.50
4.42,4.42,4.42,4.42
4.60,4.57,6.51,4.54
4.60,4.51,4.60,4.51
4.58,4.53,4.60,4.53
4.44,4.44,4.47,4.41
4.44,4.44,4.44,4.44
4.43,4.38,4.43,4.38
4.38,4.38,4.38,4.38
4.36,4.38,4.38,4.36
4.33,4.25,4.33,4.25
4.28,4.28,4.28,4.28
4.29,4.29,4.40,4.29
4.30,4.38,4.38,4.30
4.44,4.50,4.59,4.33
4.50,4.38,4.50,4.33
4.32,4.47,4.47,4.32
4.46,4.51,4.51,4.46
4.48,4.49,4.50,4.47
4.46,4.36,4.46,4.29
4.45,4.33,4.45,4.31
4.33,4.33,4.33,4.33
4.22,4.45,4.45,4.22
4.40,4.40,4.40,4.40
4.46,4.46,4.46,4.44
4.45,4.45,4.46,4.45
4.42,4.44,4.44,4.42
4.43,4.58,4.60,4.43
4.60,4.60,4.60,4.60
4.60,4.60,4.60,4.60
4.57,4.82,4.99,4.57
4.79,4.73,4.79,4.65
4.77,4.70,4.94,4.70
4.78,4.75,4.98,4.75
4.74,4.50,4.98,4.44
4.72,4.76,4.97,4.51
4.94,4.88,4.97,4.86
4.71,4.67,4.80,4.67
4.67,4.67,4.67,4.67
4.67,4.67,4.67,4.67
4.79,4.60,4.80,4.56
4.60,4.60,4.60,4.60
4.61,4.62,4.62,4.49
4.62,4.62,4.62,4.62
4.62,4.62,4.62,4.62
4.53,4.54,4.62,4.44
4.56,4.57,4.60,4.49
4.61,4.60,4.72,4.46
4.65,4.61,4.66,4.61
4.60,4.64,4.69,4.44
4.50,4.30,4.52,4.30
4.28,4.35,4.50,4.15
4.42,4.32,4.48,4.22
4.30,4.30,4.30,4.30
4.48,4.49,4.50,4.40
4.40,4.48,4.48,4.40
4.50,4.50,4.52,4.48
4.50,4.48,4.50,4.48
4.50,4.46,4.50,4.30
4.46,4.46,4.46,4.46
4.31,4.47,4.47,4.30
4.46,4.51,4.59,4.46
4.51,4.55,4.55,4.39
4.58,4.58,4.59,4.58
4.50,4.55,4.55,4.41
4.50,4.63,4.78,4.50
4.69,4.46,4.69,4.31
4.47,4.46,4.47,4.46
4.42,4.40,4.52,4.33
4.31,4.48,4.48,4.30
4.50,4.45,4.58,4.36
4.39,4.50,4.70,4.33
4.52,4.42,4.55,4.42
4.50,4.23,4.57,4.22
4.22,4.44,4.58,4.22
4.67,4.62,4.67,4.50
4.56,4.51,4.70,4.51
4.62,4.55,4.62,4.39
4.56,4.49,4.70,4.47
4.45,4.47,4.47,4.45
4.47,4.47,4.47,4.47
4.47,4.47,4.47,4.47
4.56,4.50,4.61,4.50
4.65,4.59,4.65,4.58
4.59,4.59,4.59,4.59
4.54,4.53,4.59,4.50
4.39,4.55,4.60,4.39
4.54,4.53,4.55,4.53
4.39,4.64,4.64,4.27
4.34,4.40,4.44,4.34
4.34,4.32,4.34,4.32
4.32,4.32,4.32,4.32
4.32,4.32,4.32,4.32
4.36,4.32,4.36,4.32
4.33,4.30,4.35,4.30
4.30,4.30,4.30,4.30
4.30,4.30,4.30,4.30
4.35,4.27,4.35,4.27
4.27,4.27,4.27,4.27
4.28,4.39,4.39,4.27
4.21,4.21,4.22,4.21
4.21,4.21,4.21,4.21
4.20,4.21,4.22,4.20
4.20,4.39,4.39,4.20
4.20,4.20,4.20,4.20
4.20,4.20,4.20,4.20
4.23,4.20,4.23,4.20
4.20,4.15,4.20,4.15
4.15,4.11,4.20,4.11
4.36,4.16,4.40,4.16
4.37,4.35,4.37,4.35
4.36,4.45,4.65,4.32
4.57,4.60,4.63,4.49
4.60,4.60,4.60,4.60
4.65,4.50,4.65,4.26
4.65,4.59,4.65,4.59
4.59,4.59,4.59,4.59
4.29,4.33,4.51,4.20
4.24,4.37,4.37,4.20
4.54,4.41,4.57,4.41
4.30,4.27,4.43,4.27
4.23,4.21,4.23,4.21
4.39,4.45,4.45,4.39
4.31,4.31,4.33,4.31
4.30,4.28,4.30,4.28
4.28,4.31,4.46,4.28
4.35,4.33,4.35,4.33
4.33,4.33,4.33,4.33
4.29,4.29,4.29,4.29
4.40,4.27,4.49,4.25
4.11,4.35,4.35,4.11
4.41,4.43,4.43,4.41
4.46,4.46,4.47,4.44
4.41,4.41,4.41,4.41
4.41,4.40,4.41,4.40
4.41,4.54,4.56,4.40
4.54,4.54,4.54,4.54
4.54,4.54,4.55,4.54
4.23,4.58,4.60,4.23
4.39,4.62,4.62,4.39
4.62,4.62,4.62,4.62
4.53,4.55,4.56,4.52
4.55,4.55,4.55,4.55
4.55,4.55,4.55,4.55
4.53,4.55,4.55,4.53
4.30,4.33,4.40,4.28
4.48,4.29,4.48,4.29
4.38,4.36,4.38,4.36
4.30,4.39,4.39,4.30
4.39,4.35,4.39,4.30
4.35,4.52,4.52,4.34
4.35,4.32,4.35,4.32
4.33,4.23,4.43,4.23
4.42,4.40,4.42,4.25
4.20,4.06,4.38,4.06
4.08,4.07,4.37,4.01
3.95,3.99,4.08,3.95
3.91,3.90,4.12,3.90
3.94,3.78,3.94,3.78
3.80,3.70,3.80,3.70
3.72,3.84,3.84,3.72
3.75,3.75,3.80,3.75
3.72,3.80,3.85,3.72
3.72,3.83,3.83,3.71
3.73,3.75,3.85,3.73
3.66,3.85,3.85,3.66
3.67,3.66,3.76,3.66
3.66,3.67,3.67,3.65
3.58,3.65,3.65,3.58
3.65,3.80,3.80,3.61
3.69,4.00,4.02,3.69
3.99,4.04,4.04,3.86
4.02,4.09,4.09,4.02
4.09,4.09,4.09,4.09
4.01,4.01,4.01,4.01
4.07,4.05,4.08,4.05
4.00,4.00,4.00,4.00
3.98,3.97,3.98,3.96
4.00,3.98,4.00,3.98
4.00,3.97,4.00,3.97
3.58,3.89,4.00,3.58
3.90,3.88,3.99,3.80
3.92,3.88,3.92,3.88
3.87,3.87,3.87,3.87
3.89,3.89,3.92,3.88
3.93,3.98,3.99,3.93
3.98,3.99,3.99,3.95
3.95,3.98,3.98,3.95
4.00,4.05,4.05,3.98
3.99,4.05,4.05,3.99
4.05,4.05,4.05,4.03
4.01,4.05,4.05,4.01
4.05,4.05,4.05,4.05
3.98,4.09,4.09,3.98
3.95,4.11,4.11,3.95
3.93,3.98,3.98,3.93
4.03,4.07,4.07,4.03
4.13,4.13,4.13,4.13
4.13,4.13,4.19,4.12
4.13,4.13,4.13,4.13
4.27,4.10,4.75,3.83
4.12,4.09,4.25,4.01
4.09,4.15,4.15,4.06
4.16,4.15,4.16,4.15
4.19,4.18,4.19,4.18
4.19,4.18,4.19,4.03
4.37,4.32,4.37,4.23
4.31,4.39,4.40,4.29
4.46,4.59,4.59,4.38
4.52,4.58,4.58,4.52
4.52,4.59,4.59,4.49
4.51,4.64,4.65,4.51
4.71,4.93,4.94,4.70
4.90,4.95,5.01,4.85
5.04,5.05,5.15,4.97
5.10,5.15,5.19,5.10
5.22,5.10,5.26,5.10
5.11,5.44,5.48,5.11
5.37,5.37,5.45,5.25
5.38,5.37,5.42,5.34
5.36,5.46,5.46,5.36
5.44,5.60,5.70,5.44
5.57,5.80,5.90,5.57
5.81,5.95,5.98,5.79
5.98,6.00,6.13,5.90
6.06,5.94,6.09,5.87
5.85,5.99,6.00,5.82
5.92,6.04,6.05,5.92
6.04,6.04,6.05,5.99
5.95,5.90,6.06,5.90
5.95,5.98,6.13,5.95
5.98,6.20,6.30,5.98
6.32,6.39,6.39,6.24
6.39,6.26,6.39,6.19
6.17,6.28,6.30,6.16
6.30,6.20,6.35,6.20
6.32,6.28,6.35,6.03
5.91,6.25,6.25,5.91
6.22,6.35,6.35,6.21
6.35,6.24,6.35,6.19
6.20,6.18,6.24,5.91
6.23,6.14,6.23,6.03
6.00,6.01,6.20,5.84
6.18,6.07,6.18,6.00
6.09,6.18,6.45,5.85
6.13,6.00,6.13,5.85
6.11,6.05,6.14,5.85
5.99,6.05,6.14,5.98
6.00,6.13,6.13,6.00
6.09,6.12,6.17,6.07
6.11,6.23,6.23,6.01
6.12,5.96,6.14,5.96
5.97,5.68,6.08,5.53
5.76,5.80,5.94,5.76
5.77,5.90,5.90,5.76
5.83,5.92,6.00,5.83
5.87,5.80,5.88,5.75
5.85,5.69,5.99,5.48
5.70,5.57,5.91,5.56
5.26,5.91,5.92,5.26
5.90,5.98,6.00,5.90
5.89,5.96,5.97,5.89
5.97,5.71,5.98,5.71
5.87,5.90,5.97,5.83
5.90,6.14,6.14,5.90
5.92,6.01,6.13,5.92
6.03,5.85,6.03,5.76
5.85,5.99,6.00,5.59
6.23,6.02,6.23,6.02
6.13,6.05,6.13,6.01
6.04,5.95,6.10,5.95
5.67,5.94,6.02,5.67
6.05,6.00,6.33,6.00
6.09,6.06,6.19,6.00
6.05,5.57,6.06,5.26
5.61,6.03,6.16,5.61
5.99,5.88,6.04,5.79
5.88,5.88,5.88,5.88
6.00,5.94,6.00,5.70
6.00,6.02,6.10,6.00
6.09,6.09,6.15,6.02
6.09,6.14,6.14,6.09
6.14,6.14,6.19,6.14
6.19,6.19,6.19,6.19
6.19,6.15,6.20,6.14
6.15,6.23,6.23,6.15
6.26,6.23,6.28,6.23
6.25,6.29,6.29,6.18
6.25,6.20,6.54,6.15
6.20,5.87,6.22,5.87
6.25,6.15,6.25,6.02
6.05,6.06,6.18,6.05
6.15,6.18,6.19,6.15
6.03,6.15,6.21,6.00
6.15,6.15,6.23,6.15
6.15,6.20,6.20,6.15
6.24,6.25,6.25,6.24
6.25,6.25,6.25,6.24
6.24,6.28,6.28,6.24
6.29,6.29,6.29,6.29
6.26,6.26,6.29,6.26
6.26,6.32,6.32,6.26
6.37,6.40,6.40,6.31
6.31,5.34,6.31,5.33
5.60,5.56,5.60,5.24
5.56,5.56,5.56,5.56
5.02,5.12,5.13,4.96
5.22,5.07,5.22,4.95
5.07,5.07,5.07,5.07
5.15,5.20,5.20,5.15
5.20,5.23,5.39,5.20
5.20,5.22,5.22,5.20
5.20,5.22,5.22,5.20
5.20,5.20,5.22,5.20
5.20,5.20,5.21,5.20
5.22,5.35,5.35,5.22
5.54,5.54,5.54,5.54
5.59,5.15,5.59,5.13
5.02,5.03,5.03,5.02
5.03,5.15,5.27,5.03
5.15,5.15,5.15,5.15
5.35,5.35,5.38,5.35
5.35,5.35,5.35,5.35
5.35,5.35,5.35,5.35
5.43,5.43,5.43,5.42
5.43,5.65,5.65,5.43
5.68,5.60,5.69,5.60
5.69,5.65,5.69,5.63
5.69,5.69,5.69,5.69
5.69,5.69,5.69,5.69
5.43,5.43,5.43,5.43
5.48,5.48,5.48,5.48
5.46,5.60,5.60,5.43
5.73,5.73,5.73,5.73
5.72,5.73,5.73,5.72
5.73,5.74,5.74,5.73
5.74,5.74,5.74,5.74
5.88,5.88,5.88,5.88
5.99,6.00,6.00,5.98
6.01,6.00,6.01,6.00
6.00,6.00,6.00,6.00
6.00,6.15,6.15,6.00
6.02,6.10,6.10,6.00
6.10,6.10,6.10,6.10
6.00,5.95,6.00,5.76
5.95,6.15,6.15,5.95
6.01,6.10,6.15,5.99
6.02,6.00,6.02,5.99
6.00,5.95,6.00,5.95
6.00,6.00,6.00,5.97
6.00,6.05,6.05,6.00
6.06,6.15,6.15,6.05
6.10,6.05,6.10,6.01
6.15,6.06,6.15,6.05
5.78,5.76,5.78,5.76
5.76,5.76,5.76,5.76
5.76,5.76,5.76,5.76
5.99,5.79,6.00,5.79
5.79,5.79,5.79,5.79
5.85,5.85,5.85,5.85
6.00,6.00,6.00,6.00
6.00,6.01,6.01,6.00
6.00,5.95,6.01,5.87
5.98,6.06,6.06,5.95
5.97,6.04,6.14,5.97
6.04,6.04,6.04,6.04
6.04,6.04,6.04,6.04
6.04,6.04,6.04,6.04
5.96,5.95,5.97,5.95
5.95,5.53,6.01,5.53
5.59,5.82,5.91,5.59
5.80,5.91,5.97,5.72
5.77,5.93,6.20,5.75
5.90,5.84,6.01,5.84
5.84,6.09,6.20,5.84
6.00,6.15,6.56,6.00
6.15,6.15,6.23,6.11
6.35,6.00,6.35,5.69
6.00,6.30,6.50,5.94
6.37,6.34,6.46,6.09
6.19,6.23,6.50,5.84
6.13,6.40,6.50,5.95
6.35,6.44,6.44,6.28
6.50,6.50,6.50,6.49
6.50,6.50,6.50,6.50
6.30,5.80,6.30,5.65
5.71,6.47,6.47,5.44
6.15,6.40,6.81,6.15
6.25,6.30,6.37,6.20
6.50,6.50,6.50,6.50
6.23,6.15,6.24,5.95
6.17,6.13,6.18,6.00
6.01,6.00,6.01,6.00
6.09,6.08,6.22,6.08
6.08,6.08,6.08,6.08
6.01,5.99,6.06,5.97
6.01,6.04,6.04,6.01
6.01,6.11,6.11,6.00
6.21,6.13,6.21,6.08
6.15,6.08,6.15,6.05
6.20,6.22,6.22,6.14
6.19,6.04,6.22,5.72
6.04,6.50,6.88,6.04
6.47,6.45,6.71,6.37
6.40,6.26,6.74,6.19
6.26,6.13,6.71,6.00
6.13,6.00,6.43,6.00
5.95,6.00,6.00,5.73
6.02,6.21,6.21,5.92
5.97,6.17,6.30,5.97
6.37,6.03,6.37,5.95
6.26,6.10,6.26,6.03
6.11,6.28,6.28,6.10
6.26,6.28,6.28,6.17
6.15,6.10,6.18,6.10
6.10,6.10,6.10,6.10
6.10,5.92,6.15,5.92
5.92,6.00,6.00,5.92
6.10,6.00,6.10,5.85
6.01,6.01,6.01,6.01
6.01,5.99,6.01,5.96
6.12,6.00,6.12,5.99
6.00,5.71,6.00,5.71
5.75,5.75,5.75,5.75
5.75,5.75,5.75,5.75
6.00,5.73,6.00,5.71
6.09,5.73,6.11,5.73
5.68,5.54,5.75,5.52
5.75,5.51,5.75,5.51
5.51,5.51,5.51,5.51
5.66,5.51,5.66,5.51
5.62,5.70,5.70,5.62
5.70,5.70,5.70,5.70
5.70,5.70,5.70,5.70
5.70,5.70,5.70,5.70
5.43,5.45,5.97,5.43
5.43,5.12,5.45,5.01
5.12,5.29,5.29,5.12
5.10,5.20,5.26,5.10
5.10,5.10,5.10,5.09
5.45,5.34,5.45,5.10
5.34,5.34,5.34,5.34
5.36,5.36,5.36,5.36
5.11,5.10,5.13,5.10
5.45,5.39,5.45,5.12
5.44,5.41,5.45,5.38
5.40,5.44,5.45,5.40
5.45,5.45,5.45,5.43
5.45,5.45,5.45,5.45
5.66,5.67,5.67,5.65
5.66,5.66,5.66,5.66
5.66,5.66,5.66,5.65
5.66,5.26,5.66,5.26
5.31,5.65,5.65,5.31
5.65,5.65,5.65,5.65
5.67,5.52,5.75,5.52
5.60,5.64,5.75,5.60
5.65,5.65,5.65,5.65
5.75,5.40,5.75,5.25
5.40,5.60,6.15,5.07
5.67,5.50,5.67,5.50
5.50,5.58,5.58,5.50
5.34,5.80,5.80,5.06
5.99,5.58,6.02,5.51
5.55,5.64,5.74,5.40
5.72,5.32,5.75,5.32
5.41,5.37,5.80,5.27
5.42,5.33,5.58,5.33
5.55,5.29,5.55,5.17
5.15,5.15,5.24,5.11
5.12,5.10,5.20,5.05
5.10,5.18,5.18,4.87
5.10,5.40,5.40,5.03
5.30,5.35,5.55,4.91
5.37,5.01,5.45,5.01
5.25,4.95,5.25,4.90
5.01,4.95,5.01,4.95
4.96,4.95,5.10,4.90
4.95,4.99,5.00,4.95
4.77,4.97,5.08,4.77
4.97,4.97,4.97,4.97
4.85,4.83,4.85,4.81
4.83,4.83,4.83,4.83
4.83,4.83,4.83,4.83
4.85,4.85,4.85,4.84
4.85,4.85,4.85,4.85
4.90,4.88,4.90,4.88
4.75,4.80,4.88,4.15
4.88,4.98,5.49,4.87
5.40,4.81,5.40,4.80
4.80,4.78,4.90,4.72
4.75,4.73,4.92,4.73
4.78,4.70,4.98,4.70
4.69,4.65,4.84,4.65
4.65,4.68,4.68,4.62
4.68,4.55,4.75,4.51
4.44,4.54,4.64,4.43
4.41,4.62,4.65,4.41
4.70,4.82,4.96,4.70
4.72,4.73,4.75,4.72
4.75,4.70,4.75,4.61
4.70,4.70,4.70,4.70
4.70,4.70,4.70,4.70
4.80,4.78,4.80,4.78
5.10,4.95,5.33,4.95
5.09,5.09,5.09,5.09
5.26,4.85,5.26,4.80
4.82,4.78,4.99,4.75
4.78,4.78,4.78,4.78
4.90,4.90,4.90,4.90
4.98,4.75,4.98,4.75
4.75,4.72,4.75,4.72
4.73,4.73,4.73,4.73
4.70,4.75,4.75,4.70
4.75,4.75,4.75,4.75
4.70,4.73,4.73,4.70
4.72,4.85,4.85,4.44
4.58,4.71,5.01,4.40
4.75,4.65,4.75,4.64
4.65,4.62,4.65,4.62
4.43,4.65,4.65,4.34
4.55,4.60,4.60,4.55
4.51,4.63,4.67,4.50
4.61,4.58,4.76,4.58
4.58,4.48,4.58,4.48
4.51,4.50,4.51,4.50
4.60,4.55,4.66,4.38
4.60,4.76,4.84,4.60
4.85,4.75,4.91,4.75
4.75,4.75,4.75,4.75
4.86,4.80,4.86,4.79
4.87,4.87,4.87,4.87
4.88,5.05,5.05,4.86
5.05,5.05,5.05,5.05
4.90,4.89,4.90,4.89
4.78,4.75,4.78,4.75
4.75,4.76,4.84,4.75
4.47,4.21,4.55,4.17
4.04,4.00,4.45,4.00
4.00,4.08,4.24,3.61
4.09,4.34,4.40,4.09
4.32,4.14,4.60,3.97
4.10,3.98,4.21,3.90
3.84,4.08,4.25,3.55
4.08,4.01,4.30,3.98
4.00,3.98,4.17,3.83
3.99,3.87,4.08,3.84
3.81,3.85,3.92,3.64
3.91,3.72,3.93,3.72
3.84,3.34,3.84,3.11
3.37,3.36,3.51,3.34
3.50,3.41,3.58,3.41
3.51,3.50,3.58,3.50
3.50,3.59,3.59,3.50
3.60,3.72,3.85,3.60
3.67,3.60,3.69,3.23
3.62,4.01,4.28,3.62
3.90,4.01,4.14,3.70
4.15,4.25,4.39,4.11
4.54,4.42,4.71,4.40
4.21,4.53,4.53,4.21
4.15,4.35,4.36,4.15
4.39,4.09,4.39,4.09
4.27,4.19,4.28,4.15
4.19,4.19,4.19,4.19
4.19,4.19,4.19,4.19
4.23,4.23,4.23,4.23
4.03,4.00,4.03,4.00
4.11,4.11,4.11,4.11
4.12,4.08,4.12,3.92
3.89,4.05,4.05,3.89
4.05,4.05,4.05,4.05
4.03,3.95,4.03,3.95
4.03,4.15,4.15,4.03
4.15,4.15,4.15,4.15
4.15,4.15,4.15,4.15
4.20,4.20,4.20,4.20
4.20,4.20,4.20,4.20
4.15,4.15,4.15,4.15
4.08,4.08,4.08,4.08
4.04,4.05,4.05,4.04
4.05,4.05,4.05,4.05
4.05,4.05,4.05,4.05
3.90,4.15,4.15,3.90
4.05,4.00,4.05,4.00
4.12,4.12,4.12,4.12
4.12,4.12,4.12,4.12
3.70,4.03,4.03,3.70
4.01,4.01,4.01,4.01
4.12,4.20,4.20,4.12
4.20,4.20,4.20,4.20
4.25,4.25,4.25,4.25
4.22,4.00,4.25,4.00
4.20,4.15,4.20,4.10
3.96,4.10,4.16,3.96
4.10,4.10,4.20,4.10
4.24,4.05,4.24,4.05
4.05,4.05,4.05,4.05
4.12,4.13,4.22,4.10
4.25,4.22,4.25,4.22
4.22,4.22,4.22,4.22
4.25,4.25,4.25,4.25
4.45,4.21,4.63,4.21
4.17,4.17,4.17,4.17
4.05,4.00,4.15,3.97
3.96,3.90,4.00,3.90
3.98,3.89,4.00,3.78
3.99,3.99,3.99,3.99
3.99,3.99,3.99,3.99
3.81,3.84,3.85,3.81
3.95,3.95,3.95,3.95
3.84,3.84,3.84,3.84
3.84,3.85,3.85,3.84
3.85,3.85,3.85,3.85
3.80,3.70,3.80,3.70
3.63,3.64,3.64,3.63
3.93,3.93,3.93,3.93
3.85,3.90,3.90,3.85
3.90,3.90,3.90,3.90
3.86,3.92,3.92,3.86
3.92,3.92,3.92,3.92
3.69,3.71,3.71,3.48
3.65,3.46,3.67,3.46
3.50,3.48,3.60,3.48
3.45,3.66,3.66,3.45
3.51,3.51,3.51,3.51
3.57,3.50,3.57,3.50
3.60,3.51,3.60,3.50
3.48,3.48,3.55,3.48
3.48,3.48,3.48,3.48
3.58,3.60,3.60,3.58
3.60,3.60,3.60,3.60
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.60,3.68,3.78,3.60
3.68,3.68,3.68,3.68
3.78,3.66,3.78,3.66
3.55,3.68,3.76,3.55
3.73,3.64,3.78,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.62,3.61,3.62,3.60
3.61,3.61,3.61,3.61
3.60,3.59,3.60,3.59
3.61,3.50,3.61,3.50
3.67,3.67,3.67,3.67
3.56,3.60,3.60,3.56
3.60,3.60,3.60,3.60
3.60,3.60,3.68,3.60
3.45,3.55,3.70,3.45
3.55,3.55,3.55,3.55
3.81,3.81,3.87,3.66
3.78,3.55,3.78,3.53
3.51,3.50,3.53,3.48
3.46,3.47,3.63,3.45
3.74,3.92,3.93,3.64
3.75,3.65,3.92,3.60
3.77,3.77,3.77,3.77
3.78,3.75,3.84,3.75
3.47,3.29,3.50,3.26
3.31,3.33,3.33,3.31
3.29,3.29,3.29,3.29
3.21,3.16,3.25,3.16
3.25,3.08,3.30,3.08
3.14,3.22,3.28,3.01
3.22,3.22,3.22,3.22
3.24,3.22,3.24,3.22
3.29,3.24,3.29,3.15
3.16,3.10,3.16,3.10
3.10,3.20,3.20,3.10
3.11,3.11,3.11,3.11
3.11,3.10,3.11,3.10
3.11,3.10,3.11,3.10
3.20,3.38,3.97,3.01
3.27,3.10,3.55,3.01
3.13,3.14,3.21,3.06
3.15,3.10,3.24,3.06
3.05,3.00,3.05,2.91
2.95,3.04,3.04,2.95
3.10,3.08,3.10,3.08
3.02,3.00,3.06,2.96
3.00,2.97,3.00,2.97
3.03,3.08,3.10,3.01
3.05,3.04,3.05,3.00
3.00,3.13,3.13,3.00
3.10,3.10,3.10,3.10
3.07,3.00,3.08,3.00
3.00,3.00,3.00,3.00
3.05,3.10,3.13,3.05
3.10,3.10,3.10,3.10
3.17,3.25,3.28,3.17
3.27,3.28,3.28,3.23
3.26,3.31,3.35,3.26
3.34,3.34,3.34,3.34
3.34,3.34,3.34,3.34
3.29,3.26,3.36,3.20
3.37,3.19,3.37,3.19
3.20,3.19,3.20,3.18
3.37,3.30,3.37,3.30
3.30,3.30,3.30,3.30
3.32,3.32,3.32,3.10
3.32,3.32,3.32,3.32
3.31,3.30,3.31,3.18
3.30,3.15,3.30,3.15
3.15,3.15,3.15,3.15
3.14,3.14,3.14,3.14
3.25,3.25,3.25,3.25
3.12,3.08,3.22,3.06
3.10,3.23,3.23,3.10
3.07,3.16,3.18,3.07
3.13,3.23,3.23,3.13
3.29,3.51,3.88,3.29
3.43,3.76,3.91,3.43
3.87,3.80,3.87,3.80
3.82,4.08,4.08,3.80
4.26,4.05,4.26,4.02
4.08,3.98,4.08,3.92
3.95,3.95,3.95,3.95
3.95,3.95,3.95,3.95
3.92,3.99,3.99,3.92
3.99,3.99,3.99,3.99
3.99,3.99,3.99,3.99
3.99,3.99,3.99,3.99
3.76,3.74,3.76,3.70
3.75,3.55,3.75,3.50
3.55,3.55,3.70,3.50
3.50,3.50,3.50,3.45
3.46,3.45,3.48,3.45
3.50,3.50,3.50,3.50
3.50,3.45,3.50,3.45
3.45,3.50,3.55,3.45
3.40,3.50,3.50,3.40
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.35,3.48,3.48,3.35
3.48,3.48,3.48,3.48
3.45,3.35,3.45,3.35
3.35,3.40,3.40,3.35
3.40,3.40,3.40,3.40
3.40,3.40,3.40,3.40
3.40,3.40,3.40,3.40
3.43,3.43,3.43,3.43
3.43,3.43,3.43,3.43
3.30,3.30,3.35,3.20
3.20,3.20,3.28,3.20
3.20,3.10,3.30,3.10
3.16,3.15,3.20,3.15
3.15,3.20,3.20,3.15
3.20,3.05,3.25,3.05
3.15,3.50,3.60,3.15
3.50,3.30,3.50,3.15
3.10,3.35,3.40,3.10
3.60,3.65,3.80,3.60
3.65,3.52,3.70,3.35
3.35,3.45,3.45,3.35
3.25,3.40,3.40,3.25
3.60,3.60,3.60,3.50
3.85,3.95,4.00,3.68
4.05,4.10,4.20,4.05
4.20,4.00,4.20,4.00
