ALX,Alexander's,NASDAQ
393.57,397.82,399.23,393.57
400.00,395.93,400.00,394.01
397.00,398.88,399.94,394.06
399.88,398.77,403.73,397.20
398.77,403.12,403.12,398.77
402.39,399.67,403.39,398.80
401.00,403.24,403.53,398.75
406.90,411.97,411.97,402.70
412.50,415.10,416.30,411.53
415.85,415.60,419.31,415.57
415.00,419.32,419.32,415.00
420.69,419.28,420.69,418.27
421.82,419.93,421.82,418.50
417.13,417.00,417.13,417.00
415.29,412.28,416.00,412.28
415.98,419.93,420.16,415.98
419.45,417.22,420.68,417.22
415.33,411.56,416.24,409.73
410.38,404.89,410.38,404.07
403.27,401.76,404.56,400.37
401.25,401.60,403.05,400.02
402.59,400.35,402.60,396.71
403.07,405.68,405.68,400.67
404.06,404.97,405.55,401.99
403.60,414.87,414.87,403.37
413.65,416.09,419.00,411.91
418.68,418.11,420.92,418.11
417.32,413.00,420.80,413.00
417.71,414.69,421.00,412.00
418.92,414.22,418.92,412.71
415.11,415.50,416.00,413.95
414.10,415.00,417.98,411.98
413.36,409.99,415.00,408.91
404.02,395.90,408.90,395.90
397.26,404.69,404.69,391.52
407.95,399.97,408.31,399.97
399.99,395.16,399.99,395.15
391.71,384.42,391.71,384.42
385.00,381.35,385.00,379.15
378.46,383.99,385.37,378.46
382.78,387.88,387.88,382.78
387.38,391.00,391.00,387.38
389.88,390.38,390.99,388.50
387.38,394.92,394.92,386.37
393.43,392.67,395.49,392.67
392.92,390.00,395.00,390.00
389.76,394.11,394.74,389.76
394.36,399.64,399.64,394.00
398.43,402.81,403.76,398.43
398.11,397.76,399.72,392.61
400.86,393.36,400.86,393.36
392.40,389.46,392.83,387.14
390.16,393.55,393.55,388.31
393.56,395.73,396.93,393.56
397.34,400.32,406.81,397.34
398.31,395.01,404.63,393.00
397.32,401.08,401.08,397.00
401.93,397.92,402.35,397.50
398.06,392.28,400.90,391.78
392.29,394.60,394.63,391.02
392.73,392.37,393.87,391.51
387.18,382.47,387.31,382.47
382.34,379.64,382.82,378.53
376.54,375.25,376.54,372.00
374.27,373.93,374.30,371.57
374.46,363.96,374.46,363.96
367.44,366.72,367.44,364.73
368.35,370.29,371.58,367.84
372.75,378.71,378.71,370.37
379.22,391.87,391.87,375.31
391.50,391.12,392.60,390.57
388.00,385.11,388.96,385.11
387.60,387.75,389.00,382.00
386.10,383.72,386.10,381.17
385.54,388.97,389.00,382.64
389.09,394.74,394.74,389.09
394.00,406.95,406.99,394.00
408.03,413.13,414.00,408.02
412.00,412.69,414.61,411.41
414.44,420.78,420.98,413.44
421.21,421.06,422.35,419.12
420.00,413.79,420.00,411.17
413.50,411.12,414.01,410.61
410.03,407.90,411.25,407.50
405.00,398.46,405.94,398.46
399.81,390.30,400.74,388.68
389.71,394.65,394.65,384.32
393.68,402.13,402.75,393.68
398.66,398.76,401.15,398.66
399.06,399.75,401.63,397.98
403.53,408.63,408.63,403.53
408.63,410.20,410.20,405.32
408.27,412.25,412.25,406.20
412.05,414.51,414.51,410.05
412.55,418.07,418.07,412.55
417.96,423.20,423.20,417.96
428.90,439.29,439.29,428.78
442.85,447.26,447.26,442.47
444.39,446.09,449.74,444.39
444.19,443.36,445.62,441.77
437.00,440.67,442.62,433.44
445.46,439.33,445.46,437.09
440.06,445.18,445.18,439.12
445.54,454.00,454.00,445.54
449.96,445.83,449.96,445.83
446.00,445.45,446.28,443.73
446.91,436.82,446.91,436.82
437.18,428.25,437.18,428.25
426.46,410.63,426.46,407.40
407.93,404.43,409.65,395.02
404.19,403.95,404.39,396.70
400.99,389.00,400.99,389.00
385.00,380.06,385.39,380.00
380.06,373.48,394.31,371.50
373.54,386.15,387.30,371.70
383.23,383.15,385.25,378.99
383.21,380.80,383.21,379.05
381.47,392.22,397.98,381.47
392.32,386.18,392.32,386.00
388.00,383.12,389.16,383.12
382.96,377.87,382.96,377.87
377.89,379.12,381.60,377.87
380.00,384.35,386.55,380.00
385.75,388.05,392.34,385.15
391.37,394.26,396.41,390.11
393.94,394.14,398.96,392.80
395.96,398.00,399.00,394.58
400.65,394.85,400.65,393.76
389.07,378.92,389.07,378.92
381.00,379.18,381.00,375.29
381.21,378.03,386.80,378.03
378.48,381.10,382.41,376.39
382.48,394.50,394.50,378.66
393.45,390.35,393.61,387.51
382.55,381.72,383.36,381.57
383.23,377.93,383.23,377.93
378.28,384.55,384.55,378.01
384.62,393.70,393.70,382.87
394.67,394.67,394.67,394.67
396.50,397.00,397.55,392.10
399.07,405.98,406.00,399.07
405.93,407.20,407.20,405.02
407.33,410.08,410.08,407.33
415.99,424.00,424.00,415.99
419.00,420.42,421.62,418.99
415.00,412.82,424.00,412.82
411.77,412.26,419.00,411.77
414.01,411.70,414.01,408.94
411.26,411.16,413.50,406.00
412.73,417.00,417.99,400.01
414.37,413.74,417.97,412.72
420.00,422.90,422.90,420.00
423.90,429.00,429.00,422.00
431.31,443.99,443.99,425.66
443.98,445.80,448.91,443.98
446.43,434.78,447.00,434.78
433.57,424.58,434.00,421.06
422.99,406.02,422.99,406.02
408.65,405.00,410.00,400.03
399.76,401.00,404.00,399.76
400.99,398.78,400.99,398.78
397.12,365.02,397.12,361.70
367.36,372.87,379.41,367.36
373.90,376.01,386.52,371.53
376.99,372.62,382.99,370.14
365.17,350.25,373.99,350.25
351.27,378.33,378.33,342.05
368.16,362.19,381.03,355.34
370.00,400.94,403.71,368.57
400.22,400.91,400.99,383.45
408.93,409.71,411.41,407.01
409.00,405.25,410.00,405.00
405.84,409.44,409.75,405.01
396.16,388.26,397.00,382.96
384.92,389.00,392.28,384.92
395.01,397.00,397.00,394.50
401.00,411.75,411.75,401.00
411.00,419.20,419.20,406.68
414.00,407.79,414.00,407.35
409.00,423.11,423.11,407.00
427.89,432.50,432.50,424.60
423.11,429.68,434.93,423.11
425.26,432.90,432.90,422.02
430.30,413.15,436.95,413.03
400.28,389.51,400.28,389.51
379.41,380.21,382.26,372.00
386.12,407.71,407.72,383.14
407.47,408.00,410.00,395.11
408.00,386.23,408.00,386.23
382.00,385.99,400.98,378.80
386.84,394.88,395.99,386.84
398.95,410.00,412.85,394.88
408.21,411.12,411.12,405.80
415.34,406.01,415.34,406.01
399.01,409.01,413.93,398.00
408.96,395.00,408.96,390.23
385.00,370.45,385.00,370.45
360.65,356.19,367.98,352.20
356.95,361.00,367.77,356.95
364.41,369.89,369.89,355.40
375.32,380.37,380.37,375.32
369.01,365.03,369.01,365.00
370.01,369.15,372.00,365.02
365.00,361.02,365.00,360.05
361.01,333.00,361.01,333.00
331.30,354.22,361.82,315.09
352.56,366.63,366.63,349.64
367.01,374.84,374.84,367.01
374.71,366.23,374.99,360.00
373.55,392.39,392.39,373.55
389.35,383.89,389.35,378.48
391.95,390.42,396.48,389.01
384.74,369.74,384.74,367.16
374.96,375.82,378.87,365.00
363.30,363.70,365.44,362.93
368.64,381.98,383.00,368.64
379.67,377.62,380.00,377.62
377.00,376.00,377.00,357.52
382.83,385.97,385.97,374.98
385.16,408.85,408.85,385.16
401.77,400.00,404.00,399.00
402.28,404.00,410.00,390.68
419.68,444.89,458.91,419.68
450.00,456.73,460.31,445.55
442.27,433.70,454.50,433.70
419.00,400.05,428.80,400.05
404.10,404.98,410.00,404.00
400.00,403.86,403.86,400.00
396.01,401.83,406.72,396.01
407.34,411.45,411.99,407.34
412.55,424.37,424.37,411.45
413.81,394.45,413.81,394.45
399.67,399.64,399.67,399.64
414.00,420.04,420.96,414.00
409.14,409.14,409.14,409.14
404.00,414.75,416.46,404.00
414.64,399.58,414.64,399.58
400.23,391.21,400.23,391.00
395.85,401.50,403.00,393.27
390.44,387.91,394.92,387.91
385.82,378.66,388.85,375.03
371.46,356.50,379.67,356.50
354.70,353.26,363.70,353.26
365.76,364.59,371.50,357.20
365.81,364.60,368.72,360.00
378.78,396.61,397.25,377.38
395.67,383.03,395.67,383.03
390.34,380.38,390.34,375.81
385.00,381.00,385.17,376.76
383.23,387.95,389.55,376.43
378.00,382.91,383.58,373.11
376.61,363.66,376.61,361.92
367.35,380.08,380.08,367.35
373.21,354.00,373.21,350.10
356.64,351.01,359.20,350.10
350.03,355.98,357.03,348.00
359.56,353.64,359.56,351.04
354.21,358.43,358.66,349.00
359.00,363.00,366.87,355.12
371.75,383.94,385.11,369.97
382.52,380.22,382.52,367.58
381.48,381.41,384.94,378.05
378.68,371.54,379.96,371.50
372.23,376.64,376.64,366.88
366.00,368.00,370.89,366.00
369.39,374.12,374.12,369.39
372.66,370.03,374.94,370.03
379.38,372.06,381.00,371.14
368.98,363.06,370.58,361.11
361.71,364.47,366.31,359.11
365.54,355.96,367.00,355.96
357.26,350.60,357.26,348.00
354.78,362.70,363.98,354.45
361.52,363.84,363.84,359.00
364.98,369.00,370.04,364.98
362.53,364.08,365.61,362.53
366.04,365.99,369.50,361.02
363.35,368.48,368.48,363.35
368.86,365.61,372.71,365.50
365.50,373.51,373.51,365.50
373.43,375.06,378.99,373.43
371.01,374.00,377.05,371.01
373.14,382.00,382.00,373.00
381.00,384.51,385.99,379.00
384.99,392.65,393.60,384.99
389.80,386.03,390.00,385.87
391.50,388.00,391.50,383.44
390.05,400.00,400.00,390.05
398.39,399.24,404.49,398.39
410.00,411.97,413.50,405.69
407.49,405.37,408.94,403.46
404.67,408.83,410.00,404.67
408.83,407.02,408.83,407.00
410.61,405.53,410.61,405.53
401.50,398.22,405.20,398.22
404.64,407.03,407.03,404.35
404.99,403.73,406.98,403.73
407.09,399.91,407.09,396.92
398.30,399.99,401.05,394.86
399.25,401.00,403.00,399.14
400.00,399.99,400.18,399.99
400.00,395.08,400.75,395.08
395.00,403.50,403.50,391.78
401.01,400.15,401.55,397.66
399.80,399.54,401.00,398.66
400.11,392.38,400.11,392.38
390.62,379.45,390.62,377.30
379.52,378.79,382.95,376.11
377.86,371.85,378.00,367.06
368.78,373.82,375.90,368.00
368.83,372.98,372.99,368.83
376.96,379.87,380.91,376.96
380.86,386.00,386.01,377.50
383.51,390.84,390.84,383.51
390.00,389.50,391.28,389.00
393.00,399.50,399.93,393.00
400.00,394.69,400.00,394.22
393.50,395.15,395.86,393.40
393.07,398.15,399.54,393.07
398.69,397.55,400.48,397.55
396.80,395.51,396.80,394.00
395.51,399.95,399.95,395.10
395.65,393.44,397.00,392.85
392.50,396.51,398.57,392.00
400.61,399.89,403.85,397.66
400.73,399.97,402.50,399.97
399.79,395.21,399.79,395.00
391.15,393.35,393.35,391.15
393.88,393.88,393.88,393.88
391.24,399.79,401.50,391.24
395.34,395.34,395.34,395.34
392.68,388.77,392.68,387.02
386.49,379.94,386.49,379.94
372.00,371.69,376.89,370.60
369.16,364.80,370.40,363.51
366.60,367.02,367.50,365.36
364.59,365.96,368.50,364.59
361.05,361.00,363.50,358.50
364.70,371.52,373.53,364.70
372.66,377.43,379.03,372.66
374.07,375.59,376.50,374.07
376.75,375.80,376.75,375.00
382.49,381.49,385.55,379.27
374.46,374.42,378.81,374.42
376.13,375.79,376.80,374.10
379.39,377.26,379.39,374.45
379.15,379.39,379.39,376.25
378.89,383.18,384.62,378.89
381.41,389.63,390.06,381.41
390.65,389.41,393.83,388.63
388.59,390.96,391.90,388.59
387.30,387.51,389.50,386.51
383.57,389.33,389.33,383.57
387.39,391.89,391.89,387.20
388.76,392.68,393.98,386.43
388.24,397.06,397.06,388.24
393.50,394.35,394.35,392.01
392.76,393.59,393.59,390.21
389.71,392.00,392.00,389.71
393.70,390.51,393.70,390.44
391.23,393.00,397.89,391.23
392.62,388.77,392.62,387.06
385.45,384.00,388.96,381.51
388.00,390.00,390.00,387.05
390.00,388.78,390.00,387.00
384.00,388.41,388.41,384.00
390.25,391.00,391.00,387.41
394.30,391.06,395.10,389.85
395.00,395.05,396.00,391.85
389.05,390.00,391.78,387.55
390.00,391.14,391.14,387.15
383.22,383.15,385.80,383.00
383.23,386.78,386.78,383.23
383.91,390.21,391.18,379.97
393.76,398.40,398.59,391.60
402.66,401.00,403.37,399.85
404.00,404.87,407.25,402.46
410.00,406.00,411.98,405.61
406.51,409.02,409.02,406.01
408.81,407.54,410.98,406.92
408.51,410.00,412.40,407.06
411.80,409.69,411.80,407.80
408.00,409.74,413.12,408.00
410.55,415.75,416.00,410.55
416.60,421.29,424.66,416.00
423.75,420.90,424.45,419.60
421.01,415.53,424.59,415.00
412.40,411.78,413.84,411.78
414.31,414.31,414.31,414.31
413.47,419.64,419.64,413.47
417.12,417.54,418.18,415.56
424.25,431.11,432.57,423.88
430.82,441.73,441.73,429.41
442.04,443.65,443.65,442.00
441.75,440.50,444.05,438.45
437.19,438.65,438.65,435.20
435.02,434.47,437.52,433.86
435.41,432.14,436.88,432.14
431.62,429.34,431.62,428.01
427.50,426.83,428.00,424.61
431.63,437.91,437.91,431.63
437.53,435.96,437.53,435.00
436.30,439.78,439.78,435.06
440.00,440.62,441.00,439.33
445.00,439.03,445.00,438.67
434.05,434.45,438.88,434.05
429.47,427.27,430.69,427.27
428.02,423.07,431.69,422.04
427.36,423.12,427.36,423.12
429.03,425.55,429.03,425.55
426.60,434.64,434.90,426.60
434.07,430.06,434.07,429.63
426.81,427.27,427.27,426.81
429.50,423.38,430.00,422.85
420.00,422.86,423.88,420.00
425.00,438.24,442.00,425.00
438.75,446.75,447.45,436.24
443.49,449.55,451.15,443.49
446.38,445.00,446.55,445.00
444.15,445.50,445.50,444.15
446.23,456.63,456.63,446.23
456.48,457.57,457.57,454.18
457.45,453.14,457.45,453.14
456.00,455.00,456.00,454.82
458.00,458.06,458.06,456.31
456.36,457.88,458.50,456.00
456.15,457.77,458.89,456.01
459.06,458.07,459.06,458.07
454.81,455.74,457.50,454.81
453.92,452.03,455.41,451.01
452.01,452.62,452.65,447.84
452.90,454.03,454.84,452.16
451.55,453.72,455.46,451.55
453.57,453.37,453.57,451.52
449.73,449.64,450.65,449.64
450.00,449.64,450.00,449.00
449.79,449.79,449.79,449.79
451.26,449.00,451.26,448.17
450.00,449.89,450.00,446.86
449.00,449.87,450.27,448.26
448.00,447.70,448.00,445.68
445.71,448.09,448.09,445.51
448.15,443.71,448.59,443.71
445.40,444.83,447.39,442.20
445.03,446.51,447.86,445.03
447.00,445.01,447.13,444.24
445.76,446.43,446.69,445.30
446.08,442.40,446.08,442.40
440.09,435.65,441.00,435.02
437.00,440.63,441.30,437.00
437.49,443.41,444.34,437.49
442.97,441.61,447.47,441.21
441.25,432.11,441.25,432.04
432.11,432.92,433.97,432.11
430.48,427.49,431.01,425.29
427.15,424.79,427.99,423.45
425.08,426.99,427.99,423.07
425.06,419.28,428.17,418.20
420.01,421.85,422.01,420.01
422.00,422.27,425.07,422.00
420.00,419.52,420.09,419.52
421.64,417.31,421.64,417.31
416.69,417.68,417.68,412.80
415.96,415.76,417.99,415.76
420.09,417.02,420.09,417.02
419.27,422.50,424.58,418.95
425.63,421.40,425.63,421.40
423.00,420.00,423.00,419.21
422.79,421.19,422.91,419.84
418.32,419.62,421.03,416.02
420.42,436.73,443.00,420.42
433.19,432.75,433.59,432.24
438.98,451.90,453.99,438.98
451.12,443.46,451.12,443.46
446.42,442.62,446.56,442.62
441.50,443.96,443.96,440.00
442.30,441.24,442.55,440.00
438.01,436.41,439.40,434.00
435.56,437.61,437.61,435.51
436.14,439.99,439.99,436.09
432.07,436.00,436.36,432.07
435.00,434.80,436.00,432.47
431.86,436.81,436.81,431.86
438.45,437.00,438.45,436.98
436.56,437.80,437.80,435.00
438.30,429.00,438.30,413.53
426.26,426.02,427.55,424.03
424.26,419.54,425.00,417.00
426.66,432.00,439.76,423.20
430.47,431.07,433.91,430.00
430.00,426.50,430.00,425.00
425.97,422.54,429.59,420.12
421.44,421.45,423.12,419.55
420.14,428.00,429.98,420.00
428.00,430.00,438.45,428.00
432.51,436.12,438.16,432.51
436.17,443.00,443.68,436.17
474.75,457.00,474.75,453.00
459.77,460.11,460.31,455.87
462.50,461.26,463.24,461.05
460.01,458.00,461.33,458.00
458.40,451.69,460.95,445.42
452.21,457.18,458.26,448.89
459.00,453.82,459.00,449.00
452.92,448.67,457.54,447.45
447.28,437.50,448.50,430.00
436.93,436.25,446.00,433.68
437.50,441.11,441.11,435.00
438.34,450.79,450.79,438.00
450.91,456.72,460.00,450.01
456.59,458.24,462.89,453.07
348.99,333.99,348.99,326.20
335.00,333.50,336.12,330.77
334.20,331.99,339.86,326.00
330.00,329.90,334.25,322.75
329.69,330.35,334.00,329.00
331.28,330.80,332.37,325.22
331.25,338.47,339.98,330.00
339.80,340.30,344.20,339.80
340.22,339.00,341.00,338.03
337.87,337.58,339.00,337.00
337.00,335.80,339.71,334.41
336.75,334.85,337.99,333.31
332.10,335.00,337.00,332.10
335.80,335.60,340.30,335.00
337.02,335.00,337.02,333.28
332.50,331.99,335.41,330.00
330.00,327.59,330.00,317.01
323.20,324.02,325.00,321.02
322.53,324.97,325.01,320.00
325.98,330.02,331.88,323.73
329.72,330.07,330.69,323.33
328.26,325.90,328.26,325.03
327.25,325.43,330.98,322.51
326.79,329.91,334.30,322.55
333.00,331.16,333.78,328.10
332.13,328.00,332.13,325.01
330.00,332.86,332.86,328.40
332.92,329.69,332.92,327.00
323.51,322.94,327.37,317.49
323.60,322.75,325.00,315.58
322.38,322.00,324.00,316.10
323.21,324.00,328.12,319.00
323.96,323.96,323.96,323.96
323.07,324.13,325.68,321.14
325.00,325.75,328.78,324.43
325.00,329.69,329.69,325.00
327.13,327.52,327.52,324.56
329.15,330.00,330.36,329.00
330.00,331.06,331.06,325.73
330.23,329.25,331.98,326.57
327.66,328.00,328.97,323.91
329.11,329.89,330.05,327.80
329.84,326.00,329.84,326.00
323.20,324.49,327.00,323.18
321.81,324.49,324.50,321.81
324.00,324.50,330.22,323.15
324.09,324.97,324.97,319.43
324.00,324.00,324.00,315.86
324.56,328.74,329.94,323.73
328.17,329.00,331.81,327.20
327.48,328.73,328.73,326.00
328.00,329.14,329.14,327.95
330.49,326.50,330.54,325.50
326.55,325.50,326.55,325.00
327.00,327.63,327.64,327.00
328.66,328.66,328.66,328.66
329.27,332.39,334.99,328.81
330.48,331.97,331.97,329.60
331.00,331.55,332.00,327.63
334.18,331.00,334.18,329.70
327.99,327.36,330.00,327.15
330.00,330.59,331.66,327.66
332.62,330.46,332.75,327.71
332.45,331.89,334.94,331.00
331.28,328.73,331.89,326.77
329.31,329.69,332.77,329.31
328.31,328.53,330.55,325.50
329.90,327.96,329.90,324.88
328.00,326.31,328.01,325.40
325.01,326.22,328.71,324.03
322.35,323.95,326.49,322.35
322.00,321.41,322.97,320.51
323.13,320.86,323.13,320.03
318.98,318.75,321.43,318.50
321.00,319.90,321.51,319.40
318.20,316.38,319.00,316.38
317.00,304.32,317.23,303.97
294.25,304.25,306.33,294.25
306.00,289.01,306.00,279.76
289.01,286.71,291.98,283.00
289.73,288.00,289.73,287.96
289.98,291.17,294.96,289.98
293.83,304.32,307.01,293.83
307.00,308.08,311.73,306.00
311.20,308.00,312.00,307.49
308.12,308.20,308.64,307.00
310.98,307.41,312.53,307.00
309.60,307.99,309.60,307.99
307.00,297.06,307.00,297.06
299.52,301.89,303.16,299.06
303.78,307.47,307.50,303.78
nan,307.47,nan,nan
305.25,304.54,307.15,303.33
304.23,306.50,306.50,304.23
304.41,299.03,304.41,297.07
300.50,302.10,302.10,300.16
302.68,307.30,309.40,302.68
306.53,308.02,310.00,306.10
308.02,308.18,308.29,308.00
307.00,313.77,315.00,306.95
314.82,317.01,318.01,314.82
315.85,317.00,321.53,315.85
318.69,319.79,320.13,317.44
318.99,315.26,321.27,313.32
312.77,306.47,313.98,305.05
306.42,307.99,309.80,306.00
313.97,311.00,317.48,309.35
313.58,305.72,313.58,305.72
307.21,311.90,315.99,307.21
307.83,304.39,307.83,302.25
304.01,302.86,305.75,299.37
301.13,299.74,301.79,297.10
298.24,296.68,304.45,292.76
298.00,300.02,300.02,297.38
302.02,300.74,302.02,300.74
302.36,303.82,307.99,302.36
304.47,301.72,305.37,298.19
303.01,301.40,304.11,299.33
304.69,304.21,308.30,302.30
300.96,303.38,304.80,300.96
303.62,305.00,308.13,302.55
303.78,304.00,305.60,300.23
300.98,297.41,303.00,297.41
295.24,285.92,295.24,283.50
288.25,286.23,288.72,284.32
