NKE,Nike,NASDAQ
60.16,59.95,60.51,59.11
60.42,60.39,60.99,59.95
60.86,61.85,62.12,60.79
62.87,62.32,63.25,62.13
61.94,63.68,64.07,60.18
63.94,62.33,64.59,62.20
61.93,62.62,63.08,61.90
62.24,62.86,62.94,62.10
63.16,63.64,63.83,63.15
64.00,63.72,64.66,63.48
64.00,63.93,64.28,63.40
63.91,63.60,63.91,63.32
64.20,63.72,64.44,63.44
63.63,63.67,63.83,63.49
63.46,63.35,63.65,63.25
63.14,62.70,63.47,62.47
62.60,63.33,63.67,62.57
63.24,63.32,63.78,62.90
63.25,63.35,63.59,63.08
63.11,63.29,63.57,62.84
63.52,63.19,63.58,63.14
63.19,62.63,63.43,62.57
62.75,62.49,62.89,62.20
62.05,62.53,62.60,62.03
62.25,62.71,62.79,62.25
62.65,62.85,63.10,62.64
63.12,62.92,63.50,62.77
63.24,65.97,66.11,63.24
65.99,66.30,66.61,65.41
66.20,66.40,66.54,66.16
66.31,66.54,66.85,65.88
66.14,65.63,66.24,65.61
66.06,66.05,66.45,65.78
65.92,66.31,66.74,65.84
66.09,66.51,66.60,66.05
66.61,65.81,66.75,65.69
65.53,64.35,65.66,64.23
63.78,63.49,64.00,63.16
63.44,63.65,64.31,63.34
63.70,64.71,65.11,63.50
64.55,64.63,65.71,64.31
64.57,64.13,64.99,64.04
64.10,64.86,65.17,63.90
65.17,64.21,65.22,63.90
64.20,63.92,64.53,63.92
63.26,62.81,63.74,62.79
62.72,63.37,63.70,62.65
62.99,63.48,63.86,62.88
63.71,62.82,63.79,62.60
63.61,64.29,64.90,63.50
64.33,65.13,65.48,64.30
65.00,65.38,65.58,64.69
65.40,64.98,65.55,64.17
65.06,65.40,65.59,64.93
66.70,66.82,66.98,65.96
66.98,67.59,67.82,66.82
67.96,68.08,68.90,67.80
67.90,67.91,68.14,67.19
68.75,68.19,68.82,67.91
68.18,68.32,68.67,67.98
67.97,69.48,69.85,67.93
69.77,69.50,70.56,68.81
69.20,69.37,69.50,68.10
69.11,68.98,69.55,68.04
69.44,69.43,69.72,69.19
69.43,68.92,69.53,68.74
69.23,70.34,70.49,69.15
74.82,73.64,75.25,73.35
72.30,72.64,73.17,72.16
73.04,72.42,73.25,72.02
72.04,71.89,72.26,71.59
71.89,71.64,72.50,71.06
71.77,72.14,72.35,71.32
71.41,71.34,71.97,71.30
71.46,70.28,72.63,70.18
70.52,70.89,71.47,69.96
72.15,73.44,73.45,71.94
73.47,73.46,73.73,72.88
72.95,74.06,74.17,72.78
73.90,73.71,74.37,73.41
74.09,74.52,74.62,73.72
74.35,74.54,74.65,74.08
74.55,75.93,75.99,74.27
75.89,76.09,76.37,75.50
76.11,75.96,76.49,75.52
75.54,75.56,75.94,75.11
75.61,75.51,75.78,75.24
75.56,75.70,76.36,75.35
75.75,75.51,75.98,75.37
75.78,75.91,76.18,75.54
76.61,76.13,76.89,75.95
76.04,75.76,76.27,75.14
75.80,76.06,76.43,75.65
76.33,76.37,76.54,75.63
76.04,77.20,77.32,75.88
77.66,76.76,77.66,76.15
77.20,75.70,77.30,75.66
75.59,77.12,77.14,75.58
77.30,77.16,77.36,76.72
77.00,76.87,77.26,76.40
76.54,77.85,77.89,76.46
78.23,78.64,78.81,77.89
78.39,79.22,79.28,78.25
79.40,78.58,79.40,78.33
78.41,77.81,78.63,77.55
78.00,77.84,78.60,77.73
77.82,78.09,78.22,77.41
78.46,78.87,78.98,77.98
79.06,79.13,79.61,78.88
79.77,79.60,79.87,79.16
79.69,79.33,79.83,79.09
79.58,79.14,79.76,79.08
79.47,79.09,80.14,78.92
78.89,79.13,79.49,78.60
78.90,78.82,79.18,78.26
78.99,78.95,79.34,78.63
79.62,79.86,79.89,79.26
79.93,79.78,80.26,79.67
79.35,79.22,79.66,79.11
78.92,76.84,79.02,76.73
76.92,76.23,76.92,75.42
76.35,76.40,76.79,76.24
76.91,76.44,77.10,76.28
76.94,76.76,77.25,76.40
77.00,78.55,78.58,76.95
78.57,78.26,78.75,77.76
77.44,77.34,77.70,76.64
77.09,77.11,77.44,76.69
77.22,77.66,77.80,77.21
77.74,78.19,78.46,77.70
78.75,78.16,79.01,78.03
77.92,78.74,78.89,77.92
78.77,78.64,78.95,78.35
78.15,78.24,78.83,77.93
78.15,78.03,78.63,77.96
78.47,77.43,78.60,77.41
77.71,77.49,78.00,77.41
77.50,77.09,77.95,76.93
77.42,77.09,77.46,76.76
77.00,76.92,77.35,76.70
76.83,75.18,76.92,75.00
75.10,75.17,75.34,74.65
75.25,75.43,75.73,75.14
75.23,74.79,75.38,74.35
74.60,73.39,74.74,73.38
74.14,73.75,74.60,73.41
73.96,73.50,74.06,73.50
73.01,72.73,73.18,72.02
72.29,71.65,72.66,71.64
71.91,71.90,72.26,71.72
72.29,72.71,73.15,72.15
72.31,71.77,72.57,71.51
72.45,73.94,74.20,72.38
72.99,72.85,73.31,72.36
72.76,70.88,72.79,70.78
70.96,70.51,71.24,70.34
70.47,70.60,70.86,69.85
70.75,71.51,72.27,70.50
71.91,72.69,72.85,71.75
72.73,72.67,72.99,72.12
72.65,73.98,74.15,72.45
74.31,74.11,74.81,73.84
73.83,74.87,74.96,73.74
74.87,75.07,75.18,74.20
75.14,75.21,75.47,74.90
74.61,74.82,75.55,74.61
74.99,75.58,75.75,74.86
75.39,76.48,76.66,75.36
76.59,77.84,78.14,76.49
77.73,78.11,78.52,77.57
78.31,78.42,79.06,78.31
78.00,78.02,78.39,77.48
77.90,78.30,78.71,77.61
77.63,77.39,77.99,76.55
78.57,78.62,79.05,78.36
78.52,77.42,78.60,77.36
77.80,78.22,78.39,77.36
79.10,79.46,80.09,79.08
79.17,78.98,79.36,78.45
79.05,78.80,79.62,78.57
78.10,78.97,79.00,78.03
79.25,78.53,79.73,78.33
78.29,78.32,79.00,77.81
78.87,78.98,79.14,78.52
79.18,79.64,80.08,79.05
79.35,79.15,79.96,78.56
78.95,79.27,79.27,77.77
77.10,75.21,77.31,75.00
75.48,74.86,75.83,74.57
75.35,73.65,75.51,73.59
74.18,73.22,74.50,73.22
73.31,73.32,74.10,73.01
73.58,73.54,74.12,73.28
74.00,73.86,74.19,73.45
74.02,74.39,74.78,74.02
74.71,74.54,75.00,74.32
74.56,73.99,75.18,73.82
74.37,72.84,74.50,72.52
72.81,70.83,72.94,70.60
72.22,72.92,73.11,71.90
73.26,73.56,73.60,72.53
73.77,72.45,74.17,72.25
72.00,71.25,72.67,71.22
71.70,72.38,72.46,71.30
72.38,72.28,72.87,71.73
72.84,73.10,73.18,72.50
73.34,74.03,74.43,73.29
73.91,73.90,74.06,73.32
73.71,74.35,74.70,73.71
74.54,74.10,74.86,74.01
74.02,73.39,74.37,73.10
73.09,72.70,73.70,72.51
73.36,71.67,73.69,71.10
71.72,72.48,72.72,71.65
72.33,72.95,73.06,72.09
72.81,72.92,73.38,72.59
72.93,72.99,73.53,72.84
72.67,73.29,73.43,72.26
72.99,72.25,73.17,72.21
72.71,72.18,72.83,71.53
72.28,73.05,73.35,72.25
72.87,73.45,73.58,72.69
73.62,74.63,74.66,73.37
74.67,74.59,75.00,74.53
74.48,73.58,74.65,73.50
73.41,72.94,73.62,72.37
72.96,73.94,73.95,72.83
74.02,74.49,74.55,73.73
74.04,73.26,74.10,73.11
73.38,74.21,74.26,73.26
74.42,74.88,74.93,74.00
75.13,75.85,76.32,74.96
76.44,76.61,76.85,76.22
76.53,76.27,76.61,75.92
76.20,76.38,76.64,75.99
76.40,76.91,76.93,76.30
76.99,76.72,76.99,76.30
76.42,75.55,76.61,75.48
75.44,76.13,76.36,75.42
76.31,75.87,76.54,75.32
76.16,76.23,76.87,76.15
76.10,76.67,76.91,76.10
76.34,76.31,76.92,76.24
75.67,75.14,75.80,74.90
75.19,74.77,75.44,74.58
74.74,74.62,74.93,73.14
74.81,74.55,75.30,74.40
74.77,75.09,75.16,74.25
75.24,76.21,76.36,74.72
76.43,75.64,76.45,75.21
76.09,75.10,76.13,75.05
75.10,75.45,75.61,74.40
75.39,74.98,75.97,74.93
75.03,76.47,76.54,75.03
76.57,76.86,76.91,75.67
78.53,77.68,79.15,77.68
77.51,77.55,77.73,77.09
77.73,78.00,78.54,77.73
78.06,77.79,78.41,77.69
77.53,78.45,78.62,77.00
78.00,78.65,78.83,77.94
78.31,77.67,78.41,77.07
77.78,78.69,78.77,77.69
77.27,77.50,77.81,76.79
77.28,77.29,77.59,76.76
77.95,77.95,78.19,77.59
77.52,78.03,78.21,77.48
77.85,76.92,78.23,76.77
76.43,76.53,76.97,76.30
76.85,77.52,77.71,76.67
76.83,76.82,77.30,76.70
77.11,77.04,77.64,77.00
77.26,77.37,77.45,76.83
77.94,78.60,78.77,77.86
78.34,77.72,78.78,77.61
77.93,78.40,78.60,77.52
78.42,78.10,78.86,78.10
78.39,79.61,79.94,78.28
78.66,77.13,79.02,76.98
76.54,76.78,77.25,76.39
76.88,77.16,77.41,76.29
76.76,76.92,77.64,76.53
76.51,77.14,77.24,76.45
77.70,76.35,77.73,75.98
76.31,77.06,77.10,75.90
77.48,77.06,77.50,76.98
77.00,76.73,77.44,76.49
77.08,77.25,77.79,76.54
77.52,77.30,77.81,76.96
77.72,77.13,78.00,76.49
77.73,78.55,78.69,77.57
78.71,78.51,79.09,78.35
78.19,78.91,79.08,78.19
79.04,78.94,79.40,78.65
79.25,79.29,79.73,78.92
79.60,80.01,80.30,79.50
80.03,79.48,80.10,79.42
79.99,79.72,79.99,79.42
79.02,78.82,79.22,78.66
78.85,78.55,78.94,78.27
78.35,79.28,79.52,78.35
79.79,78.82,79.88,78.54
79.20,79.92,80.22,79.18
79.54,82.04,82.11,79.35
81.92,82.40,82.79,81.09
82.27,81.84,82.54,81.51
81.73,82.47,82.61,81.50
82.16,81.82,82.59,81.54
81.97,81.84,82.00,81.41
82.10,81.61,82.18,81.01
81.23,81.20,81.54,80.83
81.55,81.51,81.83,81.00
81.85,81.97,82.00,81.25
82.64,81.81,82.74,81.33
81.68,80.71,81.87,80.20
80.52,80.12,80.58,79.89
80.14,80.84,80.87,79.92
80.68,79.75,80.68,79.27
87.98,89.50,89.99,87.30
88.27,89.12,90.10,88.27
88.69,89.20,90.29,88.40
88.91,87.70,89.00,87.51
87.67,89.30,89.51,86.88
89.76,90.29,90.45,89.17
90.29,89.22,90.50,88.56
88.60,88.07,89.19,88.03
88.11,88.83,89.16,87.53
88.45,87.23,88.99,87.10
87.44,87.19,88.20,87.01
86.96,85.39,87.12,85.24
85.78,85.09,85.91,84.84
85.12,85.18,87.10,84.10
84.19,87.04,87.25,83.85
87.79,87.18,88.35,86.93
86.80,88.90,88.93,86.77
89.30,90.64,90.70,89.02
90.65,89.86,91.53,89.81
90.13,90.37,91.32,89.95
89.95,90.90,90.99,89.91
90.91,91.64,91.78,90.43
91.53,92.45,92.45,91.31
92.16,91.95,92.54,91.42
91.77,93.00,93.00,91.55
94.13,92.97,94.14,92.67
93.35,93.45,93.48,92.87
93.06,93.95,94.02,92.62
94.84,94.68,94.84,93.71
94.85,94.60,95.09,94.54
94.75,93.78,94.75,93.54
94.04,94.96,95.07,94.04
95.20,94.88,95.30,94.58
94.45,95.81,95.92,94.23
96.18,96.12,96.55,95.56
95.79,95.50,95.88,95.01
95.37,96.06,96.19,95.04
95.99,96.47,96.85,95.76
96.50,96.95,97.10,96.35
96.62,97.30,97.70,96.31
98.69,97.42,98.96,96.66
97.79,97.95,98.50,97.74
98.30,97.29,98.50,97.27
97.30,97.80,97.88,97.10
98.34,99.29,99.76,98.23
98.66,97.69,99.39,97.66
98.06,98.04,98.72,97.69
98.16,98.50,98.60,97.52
98.50,99.05,99.39,98.06
99.26,99.33,99.50,98.83
99.05,97.72,99.05,97.30
97.06,97.03,97.40,95.98
96.48,97.66,98.24,96.46
97.48,96.93,98.60,96.84
96.65,96.17,97.89,96.17
96.43,95.43,96.93,94.78
95.35,93.21,95.42,92.97
93.73,94.50,94.76,92.90
96.27,97.08,97.08,95.06
95.50,94.84,96.28,92.83
95.13,95.93,95.93,95.02
96.00,95.97,96.51,95.59
96.40,96.29,97.35,96.09
96.51,96.83,97.21,96.25
96.61,97.30,97.65,96.61
96.88,96.88,97.30,96.62
96.97,96.15,97.61,96.04
96.55,95.03,96.95,94.11
94.51,93.50,94.55,93.13
93.89,92.95,94.15,92.07
93.61,94.87,95.30,93.10
95.66,97.06,97.10,95.62
96.93,95.99,96.99,95.60
95.91,95.86,96.52,95.23
96.34,95.01,97.45,94.63
93.38,93.71,94.37,92.91
94.63,92.81,94.68,92.57
92.77,92.99,93.13,92.03
93.44,93.61,93.89,92.62
93.11,93.51,94.13,93.01
94.35,95.85,96.11,93.56
96.14,96.16,96.75,95.65
96.00,96.35,96.47,95.55
95.30,94.50,95.45,94.12
95.00,93.31,95.32,93.25
93.67,94.87,94.87,93.17
93.92,92.25,94.36,92.10
92.68,91.92,92.69,90.77
92.23,93.35,93.39,92.03
92.77,92.54,93.27,92.27
92.88,93.34,93.59,92.56
93.40,91.79,93.47,91.54
91.50,91.17,91.70,90.69
91.74,92.75,93.10,91.22
92.49,91.31,92.75,90.95
91.46,92.00,92.66,90.80
92.02,92.04,92.57,91.90
91.74,91.86,92.90,91.72
91.54,93.62,93.77,91.43
93.48,93.70,94.26,93.48
93.61,94.93,95.29,93.35
94.92,95.01,95.23,94.28
94.75,95.42,95.54,94.75
95.42,96.82,97.20,95.42
96.66,96.99,97.33,96.65
96.95,97.12,97.41,96.63
96.89,98.75,98.86,96.75
98.44,97.97,98.47,97.12
97.67,97.52,97.87,96.96
97.96,98.46,98.68,97.79
98.46,96.91,98.69,96.60
97.09,97.43,97.82,96.94
96.42,96.51,96.97,96.25
96.38,95.34,97.08,95.18
95.50,97.04,97.10,95.38
97.04,95.81,97.48,95.30
96.20,96.44,96.80,95.93
96.14,96.54,96.78,95.51
96.54,97.51,97.87,95.61
97.81,98.32,98.62,97.21
102.63,101.98,103.79,101.25
101.55,101.46,102.60,101.20
101.05,100.65,101.66,100.60
101.00,98.99,101.18,98.94
98.34,99.33,100.09,97.67
99.12,99.88,100.18,99.12
101.23,100.89,101.55,100.54
100.88,100.33,101.84,100.29
100.00,99.55,100.28,98.34
100.04,99.66,100.32,99.39
98.75,99.73,100.63,98.55
99.73,99.61,100.26,99.47
100.00,100.84,100.97,99.72
101.00,100.72,101.69,100.60
100.92,99.97,101.08,99.93
99.97,99.27,100.06,99.06
99.06,99.53,99.81,98.70
100.63,99.83,100.73,99.73
99.49,99.90,100.17,99.40
99.17,98.55,99.37,98.14
99.08,99.99,100.34,99.02
100.76,100.29,100.85,99.72
100.30,100.15,100.39,99.29
99.78,101.11,101.60,99.45
100.46,100.95,101.28,100.21
101.27,100.94,102.00,100.77
100.80,99.86,100.80,99.19
99.53,100.17,100.49,99.26
99.75,98.84,100.51,98.46
99.88,100.78,100.82,99.41
101.00,100.83,101.20,100.48
100.43,100.42,100.87,100.26
100.27,100.22,101.00,99.68
100.45,101.45,101.59,100.02
102.29,102.44,103.30,102.29
102.42,102.79,103.22,102.09
101.98,102.37,102.69,101.60
102.69,102.16,102.73,101.79
102.94,103.44,103.51,102.31
103.65,104.98,105.03,103.37
105.11,104.75,105.50,104.42
104.62,104.64,105.18,104.35
104.92,104.61,105.15,104.21
104.87,104.40,105.20,104.24
105.21,104.43,105.22,104.04
104.43,103.42,104.75,103.18
103.48,102.84,103.92,102.31
102.23,102.30,102.95,101.51
102.30,101.67,102.38,101.04
101.77,101.76,102.29,101.45
101.80,102.11,102.69,101.50
102.29,102.51,103.09,101.77
102.06,101.95,103.30,101.62
101.50,102.03,102.25,101.13
101.60,101.44,101.89,101.38
101.49,101.35,101.93,100.78
101.83,103.34,104.03,101.66
105.09,103.88,105.12,103.47
103.55,103.78,104.10,103.21
103.10,103.35,103.85,102.73
103.48,104.56,104.98,103.44
104.74,104.75,105.17,104.08
105.05,106.00,106.67,105.01
106.03,106.53,106.85,105.94
106.86,106.79,107.45,106.65
107.20,107.20,107.26,106.82
107.20,106.22,107.37,106.04
106.81,105.22,106.81,104.67
108.37,109.71,110.34,108.37
109.27,107.67,109.49,107.66
108.85,108.02,108.88,107.80
108.95,109.43,109.43,108.59
109.91,109.87,110.73,109.09
109.09,109.84,110.51,109.01
110.08,111.29,111.33,109.06
110.22,109.27,110.75,109.00
110.24,109.44,110.92,109.19
110.53,110.52,110.80,109.00
111.24,112.41,112.55,110.80
112.84,112.34,113.06,111.92
112.00,111.90,112.39,111.69
112.76,112.34,112.90,111.85
112.37,112.80,112.98,111.90
113.27,113.13,113.55,112.82
112.98,112.99,113.57,112.72
112.87,114.09,114.22,112.87
114.50,114.00,114.70,113.81
114.18,112.99,114.18,112.47
112.40,111.73,112.92,110.95
112.07,113.47,113.91,111.85
113.58,114.92,115.34,113.50
114.95,115.01,115.40,113.94
115.50,115.22,115.94,114.83
115.51,114.83,116.00,113.59
114.95,115.77,115.93,114.33
116.61,116.75,117.72,116.35
117.00,115.12,117.50,114.37
114.72,114.51,114.96,113.10
115.39,115.36,116.17,114.85
114.14,114.46,114.99,113.63
113.54,113.06,113.75,110.65
113.27,113.60,114.53,112.95
113.59,114.36,114.57,113.11
114.12,114.98,115.13,113.09
115.12,114.82,115.68,114.59
114.00,114.96,116.05,113.55
113.71,112.30,114.45,112.24
111.47,106.87,111.66,106.84
100.26,103.87,107.38,94.50
107.28,103.53,107.31,103.48
106.50,108.76,109.01,103.98
110.37,112.62,112.69,109.63
112.60,112.50,113.00,111.64
112.39,111.75,112.49,111.23
108.98,108.63,109.83,108.03
110.15,110.70,110.78,109.20
111.23,110.85,112.09,110.41
109.22,109.69,110.43,108.94
111.46,111.75,111.87,110.22
112.71,109.86,112.99,109.61
109.66,110.38,111.04,108.94
110.23,111.82,111.84,109.99
111.51,111.89,112.06,111.14
111.90,113.84,114.08,110.80
114.33,115.58,115.91,113.84
115.24,115.27,116.79,114.56
114.15,115.05,115.63,113.76
115.67,116.56,117.09,114.76
115.25,115.97,116.16,114.38
115.97,115.43,116.60,115.20
114.30,114.79,115.15,113.50
123.13,125.00,125.95,122.70
124.50,122.14,124.76,120.85
122.00,119.67,122.09,119.05
120.74,122.97,123.12,120.74
123.16,123.83,123.94,121.28
122.09,125.21,125.21,121.56
125.84,124.27,126.49,124.09
124.27,123.19,124.80,122.59
123.61,122.10,124.45,121.00
122.92,124.91,125.24,122.67
124.56,124.94,125.34,124.09
125.20,126.43,127.10,125.02
126.00,125.81,126.54,125.59
125.99,125.84,126.61,125.39
127.22,128.79,129.17,126.96
129.50,130.47,130.59,128.87
131.71,133.21,133.52,131.11
133.05,132.37,133.36,131.97
132.65,132.47,133.22,131.83
132.87,132.41,133.45,130.58
133.07,130.53,133.20,128.91
130.27,131.38,132.23,130.27
131.00,130.82,131.24,129.66
131.72,131.29,132.05,129.93
130.68,131.12,131.47,129.96
131.55,131.03,131.62,130.07
131.73,131.19,132.00,129.46
131.24,131.40,131.70,130.68
131.39,130.36,131.87,129.88
131.18,131.86,132.44,130.46
131.60,131.78,132.94,131.36
131.25,130.48,131.42,129.27
130.09,130.00,130.69,129.53
130.28,127.42,130.59,127.28
127.00,125.98,128.00,125.41
125.08,121.86,125.22,121.15
121.80,123.46,123.48,121.34
123.05,122.58,123.60,120.42
123.04,125.78,126.03,122.66
126.26,125.78,126.99,125.38
132.07,132.65,132.80,130.48
132.82,132.46,133.00,131.78
131.63,132.51,132.98,131.26
133.08,134.13,134.55,133.03
134.92,134.33,135.30,133.33
133.93,132.28,134.19,131.64
132.12,133.31,133.42,131.92
132.85,132.65,133.22,132.10
133.11,129.12,133.36,129.00
129.80,132.33,132.92,129.80
132.75,131.60,132.90,130.61
130.87,131.70,132.74,130.43
130.76,128.84,131.54,127.74
128.72,128.64,129.64,128.01
127.62,126.29,127.74,125.67
126.63,127.86,128.33,126.12
129.60,128.61,130.00,128.35
129.37,130.93,131.20,128.82
131.70,130.22,131.85,130.07
129.73,128.52,130.53,128.37
129.68,129.80,130.31,128.61
131.48,131.85,131.85,129.82
136.24,128.71,136.39,127.82
64.55,63.18,64.73,62.15
63.21,63.81,63.88,62.80
64.31,64.26,64.48,64.02
64.36,63.25,64.40,63.17
63.15,62.50,63.17,62.50
61.11,61.52,61.91,60.86
61.72,62.38,62.59,61.72
61.30,61.49,62.04,61.15
60.39,59.85,61.26,59.78
60.06,58.87,60.79,58.66
58.97,59.55,60.04,58.54
60.35,59.94,60.82,59.57
60.53,58.78,60.53,58.67
59.00,58.51,59.35,57.28
56.93,57.56,58.14,56.59
58.19,58.32,59.07,57.67
57.25,59.04,59.59,56.75
59.08,60.56,61.16,59.06
61.29,60.88,61.47,60.59
61.09,60.70,61.30,60.62
60.49,61.11,61.37,60.27
60.96,59.58,61.10,59.20
60.32,61.20,61.60,59.98
61.20,62.01,62.16,61.20
61.75,63.16,63.47,61.70
63.02,62.55,63.50,62.31
62.88,62.49,62.90,61.30
62.02,60.17,62.16,59.99
59.76,57.17,59.84,56.98
56.10,55.04,56.21,53.64
54.50,55.68,56.62,54.28
56.54,57.41,58.18,55.93
56.46,56.00,56.91,55.39
57.37,56.42,57.45,55.50
57.57,57.79,58.00,56.82
58.60,58.17,58.60,57.10
58.17,58.60,58.96,57.98
58.50,59.31,59.31,57.63
59.31,60.17,60.48,59.26
60.26,60.21,60.74,59.89
59.74,60.40,60.70,59.20
60.68,62.38,62.38,60.63
62.64,62.60,63.49,62.47
62.46,61.59,62.68,61.58
61.97,62.92,63.10,61.75
62.52,62.22,62.89,61.50
62.05,61.47,62.20,60.92
61.42,61.26,61.54,60.38
61.07,59.25,61.14,58.79
59.03,59.81,60.60,58.71
59.58,58.33,59.62,57.95
58.70,58.88,59.04,57.97
59.13,60.08,60.44,59.13
60.19,60.81,61.33,60.10
60.50,61.40,61.75,60.36
61.47,61.86,62.23,61.29
61.76,63.18,63.38,61.74
63.55,62.99,63.98,62.85
63.55,64.72,65.29,63.40
64.83,64.90,65.44,64.17
61.33,62.44,63.45,61.15
62.06,61.65,62.14,61.12
61.58,61.34,61.98,61.25
61.26,61.49,61.90,61.25
61.77,62.04,62.41,61.77
61.99,61.47,62.64,61.31
61.22,61.59,61.82,61.15
61.73,59.97,61.85,59.42
59.62,59.67,60.17,59.44
59.60,60.31,60.68,59.19
59.79,60.30,60.58,59.71
60.49,59.42,60.56,59.32
59.73,57.92,59.78,57.82
58.00,58.55,58.62,56.89
59.02,59.58,59.95,58.83
59.71,59.49,60.34,59.44
59.02,59.50,59.59,58.39
59.38,59.57,60.00,59.38
59.96,59.56,59.99,59.33
59.43,59.62,60.24,59.43
60.53,60.08,60.53,59.71
60.18,59.43,60.22,58.97
59.34,59.21,59.42,58.76
59.31,59.54,59.97,59.27
59.63,59.27,59.73,58.63
58.95,58.54,59.89,58.42
58.41,58.94,59.09,58.10
59.09,59.59,59.75,58.99
59.24,59.52,59.85,59.03
59.23,59.11,59.96,58.82
58.94,58.19,58.98,58.00
58.16,58.43,58.44,57.38
58.59,58.72,59.19,58.45
58.61,59.20,59.99,58.61
58.50,57.01,58.68,56.85
57.52,57.99,58.34,57.31
57.74,57.31,58.12,57.28
57.27,57.14,57.53,56.63
57.15,57.10,57.38,56.65
56.76,56.12,56.87,55.67
55.82,57.04,57.30,55.67
55.88,56.48,57.06,55.41
56.60,55.99,56.97,55.95
56.05,56.59,56.77,55.86
56.47,55.99,56.69,55.77
56.05,55.84,56.36,55.60
56.17,56.19,56.53,55.98
56.41,55.22,56.47,55.17
53.33,54.93,55.04,52.92
54.22,54.53,54.67,54.22
54.29,53.45,54.57,53.40
53.77,54.30,54.54,53.69
54.16,53.55,54.35,53.55
53.83,54.12,54.34,53.66
54.11,54.94,55.05,53.88
54.64,55.11,55.36,54.55
55.00,54.91,55.64,54.88
54.58,54.12,54.94,54.08
54.24,54.31,55.06,54.24
53.54,53.47,53.64,52.94
53.45,53.71,53.87,53.16
54.23,54.36,55.15,54.23
54.46,54.77,55.09,54.44
55.00,54.57,55.14,54.53
55.11,54.12,55.18,53.95
52.36,52.59,53.36,52.18
52.00,51.89,52.52,51.48
52.04,53.09,53.20,51.57
54.50,55.13,55.14,52.89
55.29,55.20,55.43,54.60
55.07,55.61,55.81,54.91
55.34,55.20,55.91,55.01
54.88,55.80,55.81,54.82
55.80,55.92,55.98,55.56
56.10,56.72,56.82,56.09
56.83,56.83,57.23,56.71
57.09,58.06,58.20,57.07
58.18,57.99,58.44,57.73
58.30,58.49,58.60,58.15
58.59,57.87,58.87,57.87
58.00,57.74,58.16,57.74
57.46,57.76,57.77,57.15
57.99,57.76,58.10,57.74
57.99,56.99,58.03,56.57
56.82,56.73,56.96,56.43
56.87,57.14,57.15,56.46
57.20,56.37,57.87,56.25
56.50,55.79,57.00,55.47
55.59,55.45,55.81,54.98
55.27,55.50,55.66,55.21
55.73,55.41,55.87,55.30
55.23,54.92,55.28,54.78
54.55,54.75,55.19,54.28
54.96,54.79,55.57,54.65
55.32,55.85,56.06,55.17
56.13,55.98,56.39,55.68
56.08,55.77,56.24,55.69
55.95,55.13,56.18,55.07
55.63,56.73,56.89,55.48
56.70,56.45,56.76,56.13
56.65,56.77,57.06,56.62
56.80,56.88,57.04,56.42
56.87,56.86,56.97,56.54
56.99,57.21,57.46,56.90
57.40,58.90,59.14,57.25
58.82,58.66,59.46,58.65
58.80,59.62,59.80,58.80
59.89,60.22,60.33,59.72
60.01,59.24,60.15,59.03
58.57,59.00,59.20,58.30
59.20,58.63,59.25,58.53
58.46,58.00,58.76,57.85
57.86,57.64,58.28,57.19
57.67,58.54,58.55,57.53
58.63,58.02,59.18,57.99
58.25,57.41,58.38,57.21
57.48,57.72,57.78,57.01
56.88,56.17,57.27,56.11
55.88,55.33,56.00,55.27
55.00,56.01,56.12,54.95
55.86,55.37,55.94,55.12
55.16,55.13,55.56,54.93
55.00,55.47,55.54,54.81
55.24,55.18,55.36,55.05
55.38,54.95,55.47,54.93
55.26,54.87,55.44,54.76
55.02,55.34,55.38,54.61
55.47,55.41,55.98,55.24
55.02,55.15,55.71,54.91
54.80,54.40,55.00,54.08
54.25,55.34,55.54,53.90
54.60,53.25,55.00,52.80
52.92,52.16,53.58,52.12
52.57,52.65,53.06,52.28
52.54,52.67,53.00,52.42
52.90,52.14,53.06,52.08
52.15,52.12,52.64,52.10
52.20,52.03,52.33,51.97
52.42,51.79,52.46,51.68
52.13,51.79,52.25,51.77
51.95,51.82,52.25,51.52
52.01,52.44,52.71,51.80
52.12,52.03,52.32,51.50
52.38,51.62,52.50,51.62
51.65,51.03,51.75,50.96
51.30,51.22,51.66,51.19
51.34,51.80,51.84,51.14
51.77,51.89,52.36,51.69
51.74,51.77,51.87,51.25
52.16,51.87,52.29,51.83
50.97,51.05,51.44,50.71
50.95,51.97,52.27,50.90
52.34,51.89,52.34,51.69
52.12,52.02,52.50,51.79
50.88,50.18,51.15,50.00
50.50,49.62,50.51,49.14
49.24,49.72,50.27,49.01
49.98,49.73,50.00,49.31
49.80,49.96,50.45,49.76
50.48,50.91,50.93,50.28
51.10,51.08,51.49,50.95
50.07,51.12,51.27,49.80
51.29,50.39,51.37,50.33
50.22,50.77,50.85,50.18
51.18,50.21,51.19,50.21
50.46,50.13,50.64,49.75
50.00,50.68,50.80,49.95
50.94,51.59,51.67,50.72
51.39,51.10,51.89,50.96
51.00,51.28,51.42,50.95
51.47,51.71,51.75,51.05
51.71,51.34,51.85,51.20
51.68,51.52,51.74,51.35
51.44,51.01,51.44,50.61
51.20,50.63,51.37,50.57
50.52,50.07,50.81,50.07
50.11,50.65,51.25,50.06
50.26,50.46,50.68,50.11
50.80,51.85,52.27,50.70
50.83,50.57,51.10,50.26
50.79,52.10,52.25,50.60
52.15,51.55,52.47,51.45
