LECO,Lincoln Electric Holdings,NASDAQ
55.99,55.55,56.58,55.34
54.65,54.65,55.09,54.16
55.08,55.51,55.81,54.74
55.98,55.93,55.98,55.12
56.27,57.05,57.17,56.26
56.86,57.27,57.66,56.86
57.71,59.41,59.64,57.61
59.22,58.88,60.06,58.31
58.93,58.51,59.10,58.29
58.96,59.88,59.90,58.62
60.13,59.95,60.47,59.80
60.47,60.52,60.58,59.74
60.62,61.04,61.19,60.00
61.80,61.76,61.80,61.18
61.80,62.80,63.29,61.61
62.80,62.28,63.12,62.06
62.28,61.18,62.44,61.13
61.57,60.73,61.70,60.61
60.71,60.41,61.10,60.25
60.25,60.49,60.59,60.06
60.66,61.91,62.07,60.65
62.07,61.20,62.54,60.98
61.23,60.60,61.66,60.51
60.31,60.62,60.96,60.17
60.40,60.94,61.17,60.27
60.00,57.76,61.02,56.75
58.35,58.83,59.52,57.74
59.06,59.04,59.64,58.75
59.51,60.29,60.64,59.38
59.91,60.99,60.99,59.78
60.65,60.90,61.25,60.37
60.83,60.27,61.20,60.05
60.17,59.99,60.27,59.52
60.07,60.98,61.04,60.04
60.74,61.67,62.06,60.61
61.28,62.44,62.86,61.28
62.55,62.70,63.41,62.30
62.82,62.40,62.88,62.28
61.72,61.39,61.74,60.94
61.31,61.87,62.12,61.31
61.54,61.53,61.83,61.08
61.58,61.77,62.02,61.23
61.46,61.70,62.09,61.21
61.85,62.65,62.90,61.70
62.78,62.54,63.17,61.91
62.76,62.78,63.06,62.43
61.84,61.64,62.18,61.13
61.58,61.81,62.12,61.37
61.83,63.01,63.28,61.80
63.00,62.53,63.29,62.38
63.29,62.95,63.78,62.60
62.83,63.22,63.43,62.32
63.13,63.35,63.80,62.80
63.58,64.43,65.01,62.68
64.83,65.12,65.46,64.51
65.55,67.13,67.16,65.26
67.13,66.74,67.23,66.20
66.58,66.65,67.12,66.22
66.88,66.86,67.11,66.17
67.53,67.37,67.95,67.18
67.66,68.34,68.40,67.02
68.33,68.69,68.86,67.43
68.80,69.07,69.28,68.68
69.34,67.60,69.35,67.56
67.24,66.86,67.56,66.63
66.69,67.01,67.67,66.67
66.92,66.76,67.59,66.51
66.88,67.52,67.61,66.72
65.89,66.77,67.23,65.89
65.86,66.62,66.97,65.69
66.84,68.46,68.82,66.46
68.04,68.08,68.31,67.21
67.94,67.78,68.01,66.83
67.71,67.84,68.23,67.48
67.12,66.65,67.41,66.64
66.53,65.82,67.31,65.76
66.21,65.87,66.77,65.45
66.64,68.55,68.59,66.22
68.24,68.91,69.08,67.43
68.46,69.43,69.46,68.33
69.05,68.18,69.06,67.61
68.66,68.61,68.71,68.04
68.51,68.74,68.77,67.97
69.17,70.01,70.08,68.97
70.17,70.10,70.27,69.61
70.42,70.36,70.66,69.75
70.06,69.76,70.20,69.45
69.78,68.60,70.24,68.51
68.75,68.44,68.99,68.04
68.41,67.14,68.41,66.54
67.09,67.52,67.57,66.39
67.67,67.19,68.16,67.09
67.48,69.24,70.51,66.87
69.72,70.66,71.28,69.61
72.15,70.75,74.57,70.46
70.36,70.67,71.18,69.81
71.12,70.62,71.42,70.44
70.60,69.25,70.77,69.22
69.41,71.00,71.06,69.41
71.08,71.27,71.60,70.80
71.21,70.93,71.41,70.65
70.58,71.83,71.89,70.58
71.92,71.89,72.05,71.44
72.11,71.89,72.27,71.42
72.00,71.34,72.19,71.04
71.49,71.07,71.89,70.95
71.36,71.31,71.56,70.68
71.42,71.80,72.12,71.41
71.80,72.22,72.54,71.33
72.69,71.00,72.69,70.88
71.12,71.47,71.54,70.40
71.75,71.89,71.96,71.40
72.15,71.48,72.20,71.31
71.48,71.62,72.75,70.93
71.46,71.66,72.28,70.98
71.20,71.40,71.89,70.85
71.33,71.22,71.81,70.89
71.37,72.15,72.72,71.35
72.22,72.17,73.06,71.90
71.89,72.30,73.19,71.64
72.27,70.71,72.62,70.54
70.54,70.72,71.02,70.15
70.96,70.85,71.23,70.14
71.10,71.30,71.94,70.92
71.30,71.30,71.49,70.84
71.63,71.73,71.83,70.36
71.47,70.44,71.99,70.43
70.72,70.70,71.52,70.49
71.03,71.09,71.42,70.65
71.25,72.04,72.25,71.05
72.45,71.96,72.45,71.71
71.99,71.41,72.10,71.35
71.54,71.26,71.85,71.15
71.52,71.34,71.79,71.16
71.12,70.36,71.38,70.03
70.29,70.47,70.75,70.00
70.89,69.42,71.23,69.35
69.81,70.40,70.78,69.37
70.23,70.16,70.84,69.76
70.08,70.25,70.63,69.53
70.03,70.57,70.83,69.96
70.47,69.98,71.13,69.65
70.32,71.47,71.50,69.84
71.81,72.45,73.26,71.61
72.27,72.12,72.65,72.02
71.94,71.87,72.49,71.56
72.50,72.29,72.60,71.41
72.52,72.07,72.52,71.26
71.75,71.63,71.97,71.31
71.11,67.93,71.39,67.88
68.39,67.55,69.77,67.20
67.60,67.66,68.63,66.84
66.92,68.18,68.60,66.92
68.90,69.02,69.18,68.08
68.02,69.20,69.53,67.44
69.25,66.92,69.63,66.68
67.12,68.07,68.27,66.75
67.82,67.48,68.54,67.36
67.73,68.66,68.96,67.17
69.00,69.70,69.75,68.47
69.54,68.86,69.58,68.52
68.76,69.31,69.62,68.16
69.29,69.93,70.35,69.29
69.66,70.84,70.84,69.18
73.68,72.90,74.95,72.25
73.30,73.50,73.66,71.79
73.26,72.94,74.09,72.90
73.05,74.48,74.53,72.86
74.63,73.90,74.96,73.88
74.05,74.67,75.18,74.05
74.70,74.52,74.84,73.96
74.77,75.35,75.82,74.51
75.30,75.19,75.54,74.84
75.19,74.97,75.84,74.60
74.26,74.25,74.89,73.61
75.28,75.46,75.92,75.08
75.66,74.67,75.99,74.48
75.04,75.03,75.36,74.62
75.40,75.37,75.76,74.80
75.09,74.52,75.14,74.12
74.78,73.19,74.99,73.15
72.97,72.80,73.45,72.03
72.99,71.62,73.11,71.18
71.58,72.23,72.53,71.50
72.80,72.76,73.48,72.42
72.91,73.02,73.25,72.23
73.01,72.75,73.30,72.32
72.50,72.56,73.18,72.29
73.05,73.77,73.89,72.69
74.08,72.38,74.08,71.70
76.26,72.59,76.26,72.19
73.18,71.80,73.35,71.77
71.69,71.62,72.13,70.93
71.82,71.85,73.04,71.48
72.15,72.01,72.52,71.43
72.05,71.75,72.36,71.46
71.79,72.09,72.88,71.74
72.00,71.09,72.36,70.78
71.63,70.22,72.15,70.06
70.12,69.65,70.86,68.92
69.57,69.11,69.83,67.85
69.38,70.17,70.22,68.71
70.22,68.46,70.46,68.39
68.32,67.51,68.75,67.41
67.91,67.66,68.62,67.09
67.73,66.90,68.37,66.47
67.35,69.07,69.18,67.35
69.25,69.99,70.42,69.04
70.02,69.53,70.36,69.18
69.67,68.91,69.98,68.62
66.00,65.54,67.83,63.23
65.71,65.89,66.46,63.50
65.42,64.87,65.76,64.65
65.25,65.42,65.56,63.81
65.60,65.12,65.74,64.78
65.05,66.81,66.94,64.95
66.97,67.12,67.53,66.40
67.00,67.09,67.81,66.84
66.66,67.25,67.71,66.40
67.00,66.99,67.49,66.71
67.17,67.18,67.43,66.41
67.17,66.96,67.79,66.72
66.87,66.91,67.00,66.14
67.27,67.93,68.40,66.90
67.99,67.34,68.00,67.23
67.08,66.13,67.23,66.08
65.90,65.69,66.20,64.74
65.81,65.91,66.22,65.50
65.61,65.82,66.39,65.61
65.62,64.34,66.02,64.10
64.64,65.34,65.47,64.64
65.37,65.13,65.98,64.95
65.15,65.46,65.67,64.83
65.72,66.08,66.47,65.56
66.27,66.11,66.67,65.89
66.44,65.98,66.94,65.80
66.00,65.69,66.09,65.56
65.73,66.31,66.60,65.28
66.29,66.26,66.70,65.85
66.09,65.93,66.48,65.86
66.16,67.40,67.49,65.97
67.55,67.77,68.15,67.41
67.65,68.54,68.96,67.65
68.39,68.49,68.99,68.21
68.12,68.14,68.45,67.77
68.20,67.78,69.19,67.61
67.94,68.49,68.92,67.52
69.94,69.49,70.66,69.18
69.46,70.58,71.47,68.94
70.72,70.48,71.26,70.11
70.49,70.16,70.92,69.94
70.38,70.39,70.92,69.85
70.64,69.75,70.64,69.65
69.72,69.09,70.12,69.01
68.89,69.50,69.71,68.39
69.45,69.52,69.61,68.51
69.22,69.74,70.01,69.22
69.80,69.88,70.04,69.09
70.14,70.35,70.81,69.88
69.80,69.45,70.36,69.29
69.85,69.92,70.30,69.75
69.58,68.95,69.82,68.68
68.98,68.48,68.98,68.12
68.58,68.82,69.13,68.49
67.80,67.72,68.11,67.02
67.84,67.37,68.19,67.29
67.82,67.54,67.93,67.49
67.53,67.06,67.77,66.64
67.50,66.81,67.58,66.49
66.47,65.95,66.64,65.68
66.17,66.78,67.02,66.17
66.48,66.84,67.10,66.30
67.24,67.29,67.70,67.13
67.55,67.21,67.74,66.83
67.09,67.18,67.86,67.09
66.80,66.77,67.49,66.51
68.46,70.05,70.52,68.46
70.13,69.83,71.41,69.67
69.85,68.51,69.99,68.10
67.91,66.44,68.00,66.42
66.27,66.27,66.60,65.57
65.47,67.16,67.21,65.44
66.76,66.92,68.05,66.46
66.58,66.97,67.39,66.53
67.17,66.72,67.84,66.49
66.68,68.19,68.55,66.68
68.47,68.59,69.00,68.09
68.44,68.39,69.17,68.06
68.49,69.22,69.27,68.18
69.25,69.12,69.60,68.71
69.50,69.17,69.80,68.42
69.72,69.96,70.54,69.26
69.93,70.49,70.60,69.91
70.32,70.69,70.73,70.07
70.76,70.85,71.04,70.04
70.84,70.50,71.25,70.44
70.99,70.75,71.27,70.43
70.93,70.80,71.15,70.24
70.88,71.13,71.15,70.51
70.94,70.87,71.14,70.48
70.97,71.10,71.24,70.39
71.28,71.33,72.66,71.15
71.50,70.73,71.70,70.47
70.77,71.12,71.32,70.62
71.01,71.63,71.68,70.39
71.45,71.94,71.98,71.21
71.74,71.21,71.74,71.00
71.48,72.32,72.40,70.69
72.30,72.44,73.13,71.99
72.51,72.47,72.80,71.89
72.55,72.72,72.89,72.24
72.41,73.20,73.51,72.11
73.18,73.18,73.75,72.54
73.52,73.22,73.52,72.85
73.43,72.24,73.43,71.99
72.25,71.39,72.51,71.37
71.30,71.72,72.00,70.63
71.69,71.71,71.90,71.12
71.41,70.48,71.77,70.35
70.44,70.61,70.81,70.02
69.78,70.18,70.34,69.76
70.06,69.14,70.12,68.93
69.17,67.88,69.65,67.76
67.84,67.39,68.33,66.99
68.06,67.46,68.06,67.06
67.71,67.67,68.01,67.52
67.20,66.02,67.20,66.00
66.05,66.39,66.42,65.36
66.42,64.92,66.85,64.82
64.85,63.31,65.23,63.27
63.29,61.61,63.42,61.46
61.88,62.74,62.92,61.12
61.69,62.65,63.24,61.27
61.48,63.97,64.05,61.29
64.70,65.11,65.73,64.54
64.77,65.32,65.46,64.56
66.00,67.96,68.39,65.66
68.25,66.99,69.06,66.94
67.95,68.08,68.82,67.87
67.93,68.16,68.25,67.50
67.89,67.93,68.00,66.80
68.35,69.80,69.86,68.35
70.09,70.00,70.87,69.51
75.00,71.21,75.00,68.95
72.10,72.48,72.65,71.05
72.50,72.59,72.90,71.98
72.55,72.42,72.93,72.03
72.78,73.14,73.15,72.24
73.32,74.10,74.34,73.00
74.02,74.06,74.37,73.74
73.87,74.11,74.92,73.87
74.14,74.28,74.80,73.82
73.84,74.60,74.87,73.84
74.60,73.95,74.80,73.53
73.76,73.75,74.31,73.59
73.72,74.08,74.12,73.21
74.03,73.96,75.08,73.83
73.99,73.70,74.12,73.17
73.16,73.86,74.30,73.05
74.77,74.95,75.49,74.48
75.06,74.39,75.06,74.12
74.60,74.17,74.69,73.76
74.01,73.62,74.11,73.32
73.85,72.04,73.87,71.89
72.05,70.84,72.18,70.72
71.03,71.57,71.97,70.83
70.91,72.58,73.17,70.91
72.53,72.06,72.86,71.66
72.33,71.75,72.46,71.54
71.17,69.25,71.47,69.02
70.97,70.77,71.44,69.47
70.73,68.94,70.73,68.78
69.44,68.91,70.14,68.59
68.26,67.57,68.94,67.52
68.00,66.32,68.02,66.26
66.12,66.50,67.70,65.74
66.50,67.40,67.51,65.64
68.60,69.08,69.34,67.82
69.15,69.02,69.68,68.55
69.20,69.31,69.66,68.82
69.44,70.46,70.77,69.35
70.75,70.29,71.03,69.90
70.67,70.34,71.34,70.21
69.86,70.19,70.53,69.24
70.07,69.88,70.36,69.53
69.92,69.09,70.43,69.08
69.56,69.00,69.98,68.18
68.41,67.07,68.85,67.02
67.09,65.73,67.71,65.56
66.06,65.75,66.53,65.42
66.51,66.72,67.04,66.05
66.68,66.29,67.18,66.18
66.51,66.25,66.56,65.23
66.73,66.00,67.68,65.61
65.25,65.78,66.02,65.05
65.97,65.09,66.49,64.97
64.96,65.04,65.36,64.29
65.17,66.48,66.62,64.80
66.45,67.15,67.50,66.38
67.37,67.88,67.92,66.31
67.78,66.89,67.93,66.80
66.78,68.10,68.15,66.06
67.20,67.16,67.70,66.42
67.74,67.08,68.52,66.86
67.28,67.80,68.02,66.18
67.46,67.91,68.20,67.11
68.12,69.60,69.66,67.62
69.90,71.05,71.21,69.63
70.61,69.57,71.15,69.19
69.97,69.67,70.17,69.12
69.63,70.45,70.62,69.63
70.34,70.82,71.34,70.04
71.20,71.01,71.35,70.01
70.96,70.42,71.28,70.02
70.67,71.17,71.21,70.45
71.26,72.23,72.25,70.99
71.81,69.17,72.50,68.53
68.40,70.10,70.54,68.02
69.97,69.45,70.30,69.07
69.35,70.18,70.25,68.79
70.13,69.95,70.13,69.45
69.95,69.70,70.38,69.52
69.78,70.10,70.32,69.54
70.19,69.62,70.56,69.34
69.42,69.04,69.83,68.98
68.87,70.48,70.51,68.56
70.45,70.37,71.00,70.22
70.07,68.95,70.32,68.74
68.94,68.85,69.49,68.78
68.36,67.78,68.90,67.62
67.71,67.61,68.27,67.44
65.64,65.37,66.37,64.89
65.55,66.48,66.51,64.98
66.99,66.78,67.39,66.49
66.50,65.50,66.72,65.05
65.91,66.63,66.81,65.53
66.56,66.89,67.19,65.98
66.57,67.69,67.90,65.64
67.44,66.60,67.44,66.11
66.83,65.06,67.10,64.93
65.24,64.38,65.46,64.28
64.52,65.64,65.85,64.08
65.97,64.75,66.02,64.74
64.65,64.29,65.09,64.22
64.14,64.42,64.72,63.90
64.80,65.57,65.83,64.80
65.56,65.39,65.57,64.97
65.33,65.17,65.84,64.77
65.15,64.98,65.76,64.93
64.50,66.40,66.89,64.50
66.15,64.55,66.52,64.52
64.34,63.97,64.95,63.67
63.97,64.43,64.67,63.97
64.61,64.36,64.88,64.19
64.07,64.50,64.91,64.07
64.50,65.19,65.19,64.17
65.19,65.98,66.21,65.18
65.92,65.12,65.94,64.85
64.64,64.51,64.85,64.13
64.99,65.18,65.80,64.73
67.46,66.47,67.53,65.05
66.24,66.33,66.62,65.66
66.42,67.65,67.91,66.35
67.86,67.03,67.89,66.95
66.91,67.38,67.48,66.82
67.21,67.35,67.47,66.78
66.97,68.61,68.74,66.76
68.31,66.86,68.68,66.80
67.28,66.71,67.76,66.50
66.61,67.01,67.51,66.42
66.71,66.20,67.67,66.06
66.47,66.66,66.67,65.75
66.66,66.36,67.17,65.82
67.03,66.60,67.21,66.50
66.61,67.37,67.44,66.25
67.16,68.07,68.15,66.72
68.58,69.43,69.44,68.09
69.69,71.11,71.15,69.69
70.95,69.28,70.95,68.93
69.36,69.44,69.54,68.88
69.27,69.30,69.46,68.39
69.25,69.06,69.30,68.48
69.13,69.37,69.52,68.83
69.22,69.33,69.62,68.96
69.31,68.80,69.33,68.58
69.13,69.83,70.00,68.57
69.66,68.49,69.97,68.27
68.31,67.21,68.70,67.08
67.66,67.55,67.84,66.90
67.31,67.42,67.92,67.00
67.87,67.95,68.39,67.36
67.72,66.66,68.38,66.60
66.73,67.42,67.46,66.08
67.29,66.90,67.69,66.67
67.07,66.80,67.42,66.60
66.96,67.44,67.59,66.45
67.74,67.21,67.74,66.52
66.84,66.08,66.89,66.03
65.48,64.30,65.54,64.09
64.00,62.48,67.50,62.20
62.53,63.34,63.70,62.48
63.26,63.41,63.81,62.95
63.54,63.28,63.78,63.00
63.72,63.86,63.90,63.34
63.78,63.87,64.15,63.68
63.80,63.59,64.01,63.50
63.40,62.46,63.58,62.23
62.42,62.47,62.74,62.06
62.03,60.93,62.38,60.90
61.76,60.89,61.82,60.85
61.24,60.91,61.73,60.68
61.21,60.68,61.44,60.47
60.00,60.47,61.11,59.87
60.58,61.37,61.47,60.26
61.02,60.01,61.29,59.89
60.76,59.85,61.06,59.85
60.63,60.17,60.63,59.98
60.70,60.49,60.81,60.43
60.42,60.45,60.61,60.30
60.50,59.59,60.59,59.50
60.18,59.60,60.58,59.58
59.76,59.03,59.83,58.95
59.24,59.27,59.78,59.13
59.29,58.91,59.55,58.78
58.77,58.80,59.12,58.36
58.80,58.80,59.25,58.53
58.80,57.72,58.85,57.68
56.84,58.87,59.31,56.10
58.78,59.24,59.50,57.90
58.91,59.78,59.99,58.69
59.46,60.82,60.97,59.41
60.98,60.55,61.13,60.44
60.39,60.06,60.63,59.52
60.45,60.36,61.06,59.98
60.54,61.50,61.64,60.54
61.49,61.03,61.79,60.69
60.70,61.59,61.59,60.70
62.16,62.78,62.94,61.50
62.10,61.88,62.26,61.84
61.44,61.85,62.04,61.19
61.92,61.53,61.92,61.07
61.38,62.05,62.19,61.38
61.68,62.34,62.55,61.36
62.21,61.26,62.25,60.97
61.41,60.21,61.41,59.96
59.69,58.24,60.37,58.21
57.58,56.59,59.58,56.59
54.01,55.14,56.60,51.74
57.14,54.70,57.14,54.66
55.77,56.40,56.48,54.96
57.24,58.41,58.55,56.54
58.26,58.43,58.94,58.12
58.19,58.65,59.22,57.92
57.31,56.90,58.46,56.86
57.37,57.17,57.65,56.31
57.17,57.95,58.22,57.05
57.34,57.13,57.61,57.12
58.16,58.66,58.85,57.06
58.91,58.24,59.25,58.16
58.33,58.16,58.95,57.36
57.92,58.38,58.39,57.40
58.30,57.41,58.30,56.99
57.74,57.91,58.03,57.26
58.07,58.69,58.85,57.99
58.42,57.65,58.51,57.22
56.65,56.12,57.09,55.76
56.43,56.42,57.04,56.04
55.62,55.31,56.01,55.06
55.57,54.26,55.65,54.15
53.68,53.69,54.12,53.02
53.69,53.40,54.03,53.18
52.86,52.09,52.89,52.05
52.09,52.42,52.85,52.00
52.83,52.43,53.24,52.24
52.52,51.87,53.01,50.95
51.11,53.91,53.93,50.95
54.31,56.76,56.98,54.13
56.89,57.12,57.64,54.83
57.38,57.58,58.51,56.89
56.83,59.17,59.67,56.51
59.21,59.46,59.55,58.46
59.72,58.64,59.72,58.59
58.19,57.51,58.81,56.68
57.02,56.13,57.19,55.99
56.11,55.41,56.86,54.58
55.32,54.41,55.42,53.93
53.94,54.29,54.44,53.82
54.19,54.97,55.14,53.71
55.19,54.54,55.20,54.43
54.84,56.76,57.16,54.84
57.41,58.14,58.23,57.18
57.93,57.99,58.32,57.72
57.25,56.78,57.69,56.48
57.10,58.81,58.82,56.90
58.67,58.71,59.08,58.20
60.75,59.81,62.95,59.79
59.39,60.19,60.83,58.24
59.85,60.63,61.04,59.67
60.96,60.47,61.11,60.23
60.26,60.71,61.22,59.53
60.51,60.92,60.93,60.00
60.71,59.59,60.72,59.17
59.23,60.18,60.21,59.11
59.00,56.00,59.00,55.96
55.60,54.62,56.63,54.56
54.53,54.51,55.69,54.27
54.29,55.01,55.08,54.01
55.08,54.03,55.34,53.78
54.16,54.92,54.98,53.67
54.87,55.51,55.60,54.39
55.75,56.27,56.33,55.63
56.06,55.67,56.85,55.53
55.53,56.21,56.63,55.27
56.38,56.31,56.87,56.29
56.36,56.41,56.72,55.81
56.53,56.45,57.20,56.25
56.35,56.39,56.89,55.95
56.18,56.05,56.85,55.92
56.20,55.55,56.72,55.10
55.39,55.49,56.07,55.07
55.17,54.69,55.40,54.04
53.90,53.50,54.16,53.11
53.44,54.10,54.56,53.10
53.99,54.22,54.77,53.63
53.73,53.52,54.18,53.32
53.49,53.79,54.18,52.67
53.29,51.91,53.99,51.65
52.02,51.84,52.35,51.13
51.96,50.40,51.96,50.37
50.02,50.33,50.52,49.71
50.29,50.87,51.15,50.29
51.05,51.79,52.08,50.78
52.19,52.91,53.53,51.79
52.68,52.75,53.48,52.64
52.38,51.99,52.75,51.76
51.99,52.54,52.59,51.67
52.29,52.40,52.87,51.44
52.09,51.89,52.78,51.89
51.03,51.94,52.16,50.98
51.52,51.77,52.02,51.15
51.03,51.23,51.49,50.84
50.47,50.03,50.76,49.90
50.20,49.38,51.46,49.30
49.53,49.54,49.78,48.89
49.84,49.98,50.41,48.92
50.18,48.49,50.85,48.42
48.53,49.31,49.48,47.42
47.97,48.17,52.34,47.74
48.46,47.37,48.78,46.92
46.52,46.98,47.63,45.54
46.39,46.39,46.39,46.39
47.10,46.97,47.44,45.76
46.87,47.63,49.20,46.87
48.09,50.76,51.19,47.50
50.53,50.59,52.20,49.88
51.11,51.73,52.16,50.79
51.76,53.24,53.36,51.76
52.85,52.36,53.03,51.37
51.71,51.53,52.62,51.23
52.12,52.63,53.10,51.06
52.37,54.03,54.62,52.37
53.74,54.06,54.59,53.43
53.72,55.40,55.64,53.22
54.65,56.19,56.80,54.65
56.57,55.73,56.97,55.71
54.92,54.52,56.30,53.99
55.00,55.78,56.40,54.56
56.81,57.02,57.31,55.85
57.60,58.14,58.73,57.49
58.33,58.58,58.62,55.79
57.96,58.28,58.55,57.75
59.11,58.19,59.24,57.72
57.43,54.76,58.08,54.57
53.92,54.86,54.91,53.20
54.95,54.85,55.32,53.58
55.36,54.32,55.47,53.66
54.50,54.57,55.68,54.08
54.75,55.85,56.21,53.96
55.83,56.77,56.83,55.73
56.52,56.93,57.46,56.51
57.01,56.97,57.45,55.86
56.68,57.89,57.98,56.46
57.30,57.37,57.98,57.05
57.78,57.48,57.78,57.11
57.70,57.46,57.77,56.97
57.88,58.29,58.64,57.72
57.92,57.22,58.22,57.20
56.68,56.65,56.77,55.91
56.78,58.11,58.36,56.46
58.27,59.50,60.24,57.98
59.24,59.63,59.99,59.24
59.40,59.44,59.77,58.86
59.18,59.34,60.22,58.20
59.17,57.87,59.25,57.81
57.32,57.91,58.04,56.82
57.93,57.06,58.06,56.85
56.49,58.04,58.10,56.32
58.50,58.20,58.69,57.92
58.06,58.57,58.80,58.01
58.21,58.61,58.78,57.67
59.72,59.19,60.15,58.90
58.68,57.90,58.82,57.59
57.68,57.65,58.01,56.61
57.31,56.94,57.72,56.45
57.45,58.18,58.61,57.04
58.56,58.85,59.46,57.62
58.99,59.18,59.77,58.79
59.27,59.97,60.19,59.14
59.95,59.51,59.95,59.29
59.59,59.96,60.08,59.39
59.52,60.19,60.30,58.88
61.50,62.08,64.79,60.61
62.83,61.98,63.05,61.91
62.41,62.36,63.18,62.07
62.36,62.92,63.20,62.36
62.85,61.80,63.03,61.78
61.57,63.19,63.20,61.48
63.00,63.98,64.11,62.80
63.87,63.14,64.01,63.06
63.16,62.67,63.98,62.29
62.64,62.65,62.96,61.76
62.41,62.28,62.73,61.47
61.97,60.57,62.46,60.38
60.85,60.38,61.46,60.26
60.16,60.44,60.63,59.69
60.34,59.79,60.46,59.61
60.24,61.18,61.20,59.57
61.00,61.01,61.30,60.10
61.32,61.35,62.25,61.18
60.96,60.21,61.42,59.99
60.51,60.22,61.22,59.97
60.06,60.07,61.05,59.76
59.66,58.99,59.99,58.79
58.48,58.21,59.17,57.73
58.53,59.01,59.47,58.53
58.79,59.31,59.57,58.61
59.64,59.99,60.10,59.51
60.16,60.98,61.40,60.16
61.22,60.36,61.73,60.19
60.30,60.22,60.68,60.13
60.28,60.18,60.98,59.99
60.17,60.41,60.64,59.54
60.25,60.88,61.04,60.11
60.93,60.20,60.99,59.99
60.42,61.68,61.84,60.30
61.85,61.74,62.25,61.72
61.92,61.64,62.51,61.58
61.07,61.12,61.59,60.78
60.34,60.43,61.19,60.03
60.03,59.91,60.92,59.60
59.71,59.78,60.53,59.41
60.03,59.68,60.33,59.62
59.18,59.64,59.92,58.81
59.63,60.00,60.48,59.56
60.69,60.45,61.26,60.42
60.32,59.66,60.46,59.31
59.94,59.74,60.38,59.72
60.27,60.76,61.06,60.27
58.60,57.76,59.36,57.31
57.22,56.47,57.66,56.02
56.48,56.98,59.09,56.48
57.73,57.96,58.30,57.51
58.00,59.08,59.12,57.92
58.97,58.96,59.66,58.84
58.53,58.00,59.17,57.46
57.76,57.99,58.03,57.40
58.20,58.43,59.11,58.15
59.03,59.56,59.88,59.03
59.62,59.68,60.14,59.50
60.12,60.36,60.61,59.67
60.50,60.71,60.86,60.26
61.00,61.50,61.75,60.99
61.32,61.41,61.77,61.23
61.22,60.94,61.42,60.75
60.69,61.28,61.35,60.55
60.70,60.58,61.14,60.19
60.59,60.62,60.71,59.92
60.45,61.55,61.75,60.08
61.16,62.54,63.21,60.69
62.54,62.72,64.23,62.47
62.97,61.97,63.30,61.86
62.03,61.73,62.07,61.27
61.77,62.06,62.51,61.21
61.97,61.53,62.20,61.26
61.61,60.45,61.80,60.35
60.50,61.59,61.59,60.42
61.46,62.10,62.50,61.46
62.33,62.78,63.08,62.33
62.99,63.82,63.89,62.49
63.67,64.22,64.25,63.44
64.44,64.42,64.66,64.21
64.78,64.68,64.99,64.17
64.41,64.21,64.45,63.87
64.27,65.00,65.33,64.27
64.92,64.83,65.19,64.72
64.90,64.80,64.97,64.49
64.69,64.91,65.00,64.59
64.69,64.93,65.02,64.31
64.64,64.65,64.88,64.07
64.76,64.90,65.24,64.66
64.73,64.16,65.00,64.07
63.94,64.24,64.67,63.64
64.18,63.80,64.95,63.68
63.85,64.23,64.42,63.70
64.36,64.21,64.52,63.96
64.19,63.56,64.29,63.49
63.69,63.57,63.75,62.94
63.99,64.22,64.52,63.96
64.11,63.92,64.48,63.79
63.73,64.16,64.27,63.66
63.95,63.72,64.28,63.55
63.18,61.75,63.50,61.72
61.24,62.00,62.45,61.09
61.46,60.45,61.90,60.32
60.51,60.09,60.52,59.70
60.14,60.87,61.15,60.14
60.29,60.74,61.00,60.13
60.94,61.13,61.56,60.84
61.52,60.79,61.69,60.78
61.10,61.79,61.82,60.85
62.31,62.08,62.57,61.80
61.69,61.80,62.32,61.69
61.67,61.52,62.15,60.01
61.50,61.95,62.08,61.36
61.56,62.94,62.98,61.56
62.97,62.18,63.27,61.93
61.95,62.62,62.88,59.27
62.33,62.89,63.31,62.24
63.06,62.42,63.57,62.16
62.74,63.08,63.40,62.23
63.03,63.93,64.09,62.90
63.87,63.16,63.96,62.92
63.24,62.88,63.89,62.74
62.73,61.80,62.74,61.40
62.02,62.39,62.64,61.83
61.78,61.94,62.08,61.52
62.34,61.82,62.96,61.79
61.64,61.47,61.94,61.22
62.18,61.21,62.18,61.04
61.52,62.16,62.65,61.52
61.77,62.98,63.35,61.77
64.00,66.69,67.44,63.30
65.76,64.97,66.61,64.26
65.13,64.74,65.18,64.47
64.56,65.69,66.21,64.40
65.80,65.46,65.88,64.84
65.38,65.50,66.03,65.04
65.75,65.83,66.54,65.53
65.89,64.75,66.06,64.39
64.72,63.55,64.88,63.49
63.79,64.00,64.53,63.64
64.24,64.62,65.57,64.19
65.49,66.33,66.55,65.45
66.01,66.50,66.95,65.75
65.95,70.10,70.82,65.95
70.60,74.80,75.99,70.38
74.27,74.76,75.73,73.82
75.31,78.05,78.08,74.01
76.53,75.86,76.90,75.60
75.18,75.77,75.91,74.13
75.58,75.78,75.85,75.10
75.66,75.31,75.69,75.04
74.80,75.10,75.94,71.62
74.76,75.67,75.79,74.59
75.96,76.81,77.11,75.60
76.78,77.18,77.26,76.52
76.87,77.04,77.54,76.46
77.18,77.24,78.10,75.64
77.84,78.51,79.78,77.78
79.00,80.02,80.57,77.36
80.02,78.01,80.13,77.80
78.35,78.64,78.84,77.94
78.69,78.78,78.89,75.80
