CLNT,Cleantech Solutions International,NASDAQ
5.15,4.74,5.15,4.57
4.71,4.52,5.09,4.37
4.43,4.82,5.16,4.43
4.82,4.57,5.25,4.57
4.62,4.99,5.31,4.50
5.00,5.31,5.50,4.91
5.37,5.39,5.99,5.35
7.09,6.37,7.60,6.28
6.07,5.72,6.35,5.61
5.82,5.40,5.93,5.39
5.45,5.55,5.58,5.16
5.56,5.32,5.83,5.32
5.37,5.18,5.60,5.16
5.30,5.17,5.40,5.00
5.11,5.22,5.25,4.97
5.20,5.40,5.45,5.06
5.39,5.44,5.65,5.28
5.42,5.37,5.54,5.25
5.33,5.21,5.33,5.13
5.18,5.18,5.20,5.10
5.18,5.31,5.33,5.08
5.29,5.54,5.61,5.29
5.65,5.58,5.87,5.55
5.59,5.81,6.09,5.45
5.82,5.49,5.87,5.21
5.48,5.24,5.50,5.22
5.26,5.20,5.35,5.20
5.25,5.51,5.52,5.15
5.50,5.83,5.85,5.35
5.83,5.45,5.85,5.35
5.50,5.46,5.59,5.30
5.50,5.55,5.60,5.32
5.59,5.79,5.80,5.55
5.80,6.11,6.13,5.73
6.17,6.47,6.74,6.12
6.51,6.12,6.95,5.74
6.12,6.46,6.59,6.12
6.51,6.85,7.79,6.15
6.78,6.35,7.09,6.15
6.35,5.73,6.60,5.57
5.68,5.34,5.88,5.31
5.34,5.43,5.67,5.32
5.37,5.48,5.73,5.32
5.48,5.45,5.59,5.40
5.45,5.45,5.57,5.35
5.49,5.35,5.53,5.35
5.30,5.04,5.39,4.82
5.04,4.98,5.10,4.90
4.95,5.16,5.16,4.95
5.11,4.94,5.18,4.91
5.05,5.08,5.16,4.95
5.11,5.38,5.45,5.10
5.33,5.26,5.40,5.10
5.30,5.17,5.35,5.13
5.23,5.47,5.49,5.21
5.50,5.30,5.72,5.21
5.34,5.22,5.43,5.16
5.17,5.14,5.37,5.08
5.15,5.13,5.22,5.06
5.20,5.12,5.23,5.06
5.10,5.15,5.20,5.05
5.10,5.38,5.38,5.06
5.33,5.21,5.43,5.09
5.26,5.27,5.38,5.07
5.26,5.26,5.38,5.21
5.25,5.22,5.38,5.11
5.22,5.31,5.50,5.13
5.30,5.83,5.84,5.22
5.73,5.54,6.15,5.39
5.52,5.38,5.89,5.27
5.46,5.49,5.70,5.30
5.45,5.61,5.82,5.43
5.59,5.39,5.79,5.39
5.40,5.54,5.64,5.40
5.55,5.63,5.78,5.48
5.68,5.58,6.32,5.55
5.70,5.43,5.80,5.29
5.52,5.52,5.63,5.39
5.52,5.69,5.74,5.48
5.63,6.12,6.25,5.63
6.15,5.82,6.27,5.79
5.86,6.25,6.45,5.86
6.29,6.50,6.75,6.26
6.57,6.27,6.69,6.26
6.31,6.52,6.63,6.30
6.65,6.52,7.04,6.31
6.50,6.32,6.55,6.17
6.35,6.15,6.48,6.10
6.18,5.85,6.36,5.81
5.86,5.64,6.00,5.54
5.65,5.91,5.99,5.65
5.93,5.88,5.94,5.76
5.85,5.82,5.90,5.62
5.79,5.91,5.94,5.77
5.97,6.35,6.40,5.88
6.33,6.36,6.50,6.28
6.44,6.43,6.44,6.26
6.46,6.13,6.68,6.00
6.11,6.70,6.70,6.10
6.85,6.96,7.20,6.75
7.06,7.36,7.39,6.96
6.75,5.95,6.75,5.50
6.05,5.68,6.18,5.59
6.06,5.88,6.10,5.75
5.90,5.34,5.99,5.32
5.35,5.33,5.49,5.25
5.32,5.25,5.45,5.18
5.26,5.07,5.42,5.03
5.10,5.31,5.34,5.10
5.37,5.45,5.48,5.31
5.44,5.50,5.51,5.38
5.33,5.30,5.48,5.10
5.36,5.38,5.40,5.15
5.35,5.32,5.50,5.29
5.30,5.22,5.30,5.16
5.32,5.30,5.32,5.16
5.32,5.22,5.32,5.21
5.26,5.29,5.32,5.20
5.29,5.35,5.54,5.25
5.30,5.25,5.48,5.25
5.25,5.20,5.30,5.19
5.15,5.09,5.24,5.08
5.15,5.19,5.38,5.15
5.20,5.33,5.33,5.10
5.37,5.29,5.37,5.20
5.35,5.17,5.36,5.12
5.20,5.24,5.30,5.11
5.25,5.17,5.29,5.05
5.17,5.11,5.24,5.08
5.15,5.09,5.20,5.07
5.17,5.30,5.30,5.10
5.30,5.79,5.79,5.28
5.82,5.47,5.88,5.40
5.49,5.46,5.66,5.40
5.43,5.73,5.81,5.43
5.67,5.80,6.08,5.67
5.80,5.91,6.15,5.80
5.87,5.73,5.98,5.70
5.77,5.75,5.80,5.62
5.73,5.72,5.87,5.68
5.70,5.75,5.91,5.70
5.76,5.51,5.80,5.51
5.59,5.40,5.59,5.30
5.48,5.35,5.48,5.35
5.36,5.23,5.42,5.23
5.30,5.60,5.76,5.30
5.69,5.64,5.78,5.60
5.70,5.99,6.20,5.70
5.90,5.62,5.90,5.60
5.63,5.38,5.74,5.37
5.38,5.26,5.44,5.12
5.33,5.38,5.46,5.33
5.28,5.33,5.47,5.28
5.34,5.30,5.39,5.26
5.24,5.14,5.30,5.12
5.10,5.19,5.33,5.10
5.16,5.32,5.34,5.16
5.28,5.28,5.30,5.17
5.35,5.10,5.35,5.05
5.17,5.24,5.27,5.12
5.21,5.40,5.41,5.15
5.49,5.63,5.64,5.27
5.62,5.56,5.63,5.39
5.46,5.68,5.80,5.45
5.71,5.62,5.75,5.48
5.63,5.79,5.95,5.63
5.92,5.60,6.00,5.34
5.60,5.68,5.74,5.45
5.74,5.58,5.74,5.52
5.61,5.68,5.70,5.54
5.62,5.57,5.67,5.51
5.57,5.57,5.67,5.54
5.47,6.04,6.19,5.47
6.15,5.92,6.25,5.73
5.99,5.98,6.10,5.85
5.97,5.88,5.99,5.85
6.02,6.34,6.60,5.86
6.67,6.30,6.69,6.17
6.29,6.09,6.29,5.95
6.09,6.04,6.09,5.80
5.93,6.04,6.35,5.93
5.91,5.72,6.02,5.65
5.69,5.58,5.96,5.58
5.57,5.42,5.58,5.40
5.40,5.54,5.62,5.40
5.64,5.57,5.65,5.57
5.58,5.45,5.60,5.35
5.58,5.40,5.58,5.35
5.40,5.56,5.71,5.40
5.61,5.46,5.61,5.37
5.67,5.45,5.67,5.45
5.45,5.30,5.51,5.27
5.34,5.16,5.37,5.12
5.20,5.43,5.49,5.11
7.06,6.41,7.20,6.32
6.30,6.37,6.94,6.20
6.29,6.41,6.55,6.22
6.44,5.89,6.44,5.83
5.79,5.72,5.96,5.63
5.63,5.50,5.63,5.44
5.48,5.57,5.60,5.46
5.60,5.83,5.90,5.60
5.80,5.66,5.80,5.52
5.55,5.58,5.71,5.47
5.57,5.43,5.57,5.43
5.43,5.31,5.44,5.13
5.40,5.51,5.55,5.31
5.51,5.42,5.68,5.37
5.45,5.48,5.50,5.41
5.63,5.57,5.63,5.52
5.61,5.57,5.63,5.52
5.49,5.58,5.68,5.49
5.58,5.53,5.66,5.45
5.50,5.40,5.50,5.35
5.40,5.39,5.48,5.39
5.37,5.40,5.42,5.35
5.37,5.33,5.38,5.22
5.49,5.46,5.49,5.28
5.50,5.48,5.50,5.35
5.46,5.40,5.54,5.34
5.39,5.26,5.39,5.23
5.21,5.33,5.43,5.21
5.32,5.35,5.40,5.25
5.35,5.53,5.60,5.35
5.56,5.49,5.56,5.35
5.48,5.55,5.59,5.40
5.87,5.58,6.02,5.51
5.61,5.43,5.73,5.29
5.45,5.44,5.46,5.30
5.37,5.25,5.39,5.23
5.29,5.41,5.45,5.25
5.37,5.38,5.45,5.34
5.36,5.33,5.41,5.31
5.34,5.36,5.44,5.28
5.26,5.36,5.41,5.26
5.35,5.40,5.41,5.27
5.34,5.38,5.52,5.34
5.38,5.40,5.43,5.30
5.22,5.33,5.42,5.22
5.54,5.40,5.65,5.32
5.45,5.41,5.47,5.28
5.41,5.39,5.45,5.33
5.39,5.41,5.45,5.36
5.50,5.59,5.68,5.42
5.63,5.75,5.75,5.53
5.75,5.67,5.94,5.67
5.63,5.71,5.75,5.56
5.74,5.79,5.80,5.59
5.80,5.82,5.85,5.78
5.75,5.80,5.80,5.55
5.85,5.81,5.85,5.68
5.82,5.72,5.83,5.70
5.75,5.79,5.80,5.72
5.75,5.44,5.78,5.38
5.61,5.46,5.61,5.45
5.51,5.44,5.51,5.36
5.40,5.47,5.54,5.40
5.47,5.46,5.50,5.40
5.51,5.57,5.63,5.49
5.62,5.51,5.70,5.48
5.50,5.54,5.67,5.44
5.55,5.60,5.66,5.50
5.47,5.48,5.54,5.40
5.52,5.42,5.52,5.40
5.37,5.46,5.52,5.37
5.48,5.41,5.48,5.36
5.40,5.46,5.51,5.30
5.49,5.36,5.63,5.28
5.37,5.38,5.43,5.33
5.58,5.40,5.58,5.40
5.42,5.46,5.47,5.42
5.47,5.55,5.57,5.42
5.58,5.72,5.80,5.58
5.78,5.76,5.80,5.70
5.75,5.62,5.78,5.58
5.70,5.61,5.70,5.55
5.56,5.56,5.67,5.46
5.62,5.60,5.66,5.52
5.67,5.51,5.67,5.40
5.46,5.38,5.46,5.33
5.42,5.42,5.68,5.36
5.40,5.39,5.40,5.31
5.39,5.42,5.48,5.31
5.38,5.38,5.42,5.34
5.34,5.38,5.50,5.34
5.37,5.50,5.62,5.32
5.50,5.53,5.62,5.44
5.41,5.56,5.57,5.41
5.56,5.50,5.70,5.50
5.54,5.10,5.54,4.90
5.00,5.01,5.11,4.75
5.09,5.04,5.09,5.00
5.05,4.90,5.19,4.90
4.82,4.85,5.00,4.80
4.85,4.87,4.98,4.80
4.83,4.87,4.97,4.80
4.94,4.88,4.98,4.88
4.88,4.96,4.98,4.85
4.99,5.17,5.18,4.96
5.20,5.10,5.20,4.98
5.00,5.11,5.11,4.96
5.11,5.14,5.17,5.04
5.15,5.07,5.15,5.02
5.07,4.95,5.10,4.92
4.95,4.95,5.11,4.95
4.99,5.00,5.06,4.99
5.00,4.92,5.07,4.88
4.91,4.87,4.98,4.86
4.87,4.78,4.88,4.65
4.78,4.69,4.83,4.66
4.65,4.43,4.65,4.41
4.41,4.50,4.57,4.39
4.51,4.45,4.55,4.43
4.44,4.37,4.47,4.22
4.35,4.30,4.36,4.20
4.30,4.10,4.30,4.10
4.09,4.03,4.12,4.02
4.03,4.08,4.09,3.97
4.08,4.10,4.16,4.00
4.19,4.18,4.23,4.13
4.21,4.14,4.21,4.09
4.06,4.07,4.17,4.01
4.07,3.96,4.07,3.95
4.00,3.99,4.01,3.90
4.03,4.03,4.03,4.00
4.04,3.94,4.04,3.93
3.94,3.81,4.01,3.81
3.80,3.71,3.80,3.70
3.70,3.58,3.70,3.52
3.55,3.22,3.55,3.20
3.15,2.94,3.25,2.91
3.05,3.06,3.16,2.94
3.08,3.08,3.13,3.00
3.07,3.17,3.30,3.07
3.19,3.17,3.19,3.15
3.12,3.09,3.12,3.07
3.10,3.47,3.53,3.10
3.49,3.80,3.87,3.45
3.80,3.53,3.82,3.53
3.55,3.62,3.62,3.55
3.64,3.47,3.64,3.35
3.40,3.57,3.59,3.40
3.61,3.55,3.69,3.34
3.56,3.50,3.68,3.48
3.54,3.49,3.54,3.34
3.44,3.45,3.54,3.41
3.44,3.54,3.62,3.43
3.48,3.35,3.55,3.35
3.40,3.63,3.76,3.40
3.76,3.85,3.89,3.66
3.85,4.00,4.01,3.84
4.00,4.09,4.33,4.00
4.11,4.39,4.49,4.09
4.49,4.40,4.64,4.32
4.56,3.93,4.64,3.80
3.81,3.74,3.83,3.71
3.68,3.88,3.96,3.68
3.94,3.92,3.99,3.79
4.25,4.05,4.25,4.00
4.18,4.08,4.36,4.00
4.06,4.04,4.26,4.00
4.11,4.08,4.11,4.00
4.21,4.08,4.22,4.04
4.18,3.97,4.18,3.97
4.00,3.94,4.02,3.87
4.24,4.02,4.46,4.01
4.08,4.00,4.11,3.87
4.05,3.91,4.06,3.68
3.66,3.67,4.00,3.62
3.68,3.73,3.94,3.60
3.52,3.78,3.92,3.52
3.64,3.90,4.64,3.64
3.87,3.95,4.00,3.70
3.89,3.79,3.89,3.66
3.84,3.59,3.84,3.55
3.64,3.43,3.74,3.33
3.49,3.51,3.75,3.43
3.55,3.48,3.57,3.41
3.41,3.47,3.57,3.41
3.49,3.43,3.49,3.39
3.40,3.35,3.46,3.30
3.30,3.30,3.42,3.30
3.30,3.41,3.45,3.30
3.35,3.38,3.39,3.30
3.38,3.38,3.45,3.35
3.38,3.27,3.48,3.21
3.32,3.40,3.43,3.32
3.65,3.53,4.00,3.52
3.49,3.45,3.55,3.36
3.35,3.43,3.53,3.32
3.40,3.41,3.67,3.40
3.41,3.42,3.42,3.41
3.40,3.39,3.59,3.39
3.31,3.28,3.41,3.26
3.37,3.40,3.45,3.37
3.51,3.31,3.51,3.20
3.41,3.39,3.41,3.34
3.35,3.34,3.44,3.26
3.32,3.26,3.34,3.20
3.33,3.24,3.33,3.21
3.31,3.28,3.31,3.28
3.22,3.23,3.29,3.20
3.20,3.02,3.27,2.94
3.06,3.04,3.13,3.00
3.04,3.02,3.04,2.98
3.00,3.04,3.04,2.88
3.04,2.97,3.07,2.92
3.00,3.07,3.11,2.99
3.03,3.18,3.25,2.98
3.13,3.20,3.20,3.13
3.20,3.26,3.26,3.10
3.27,3.29,3.40,3.25
3.28,3.28,3.28,3.28
3.28,3.34,3.37,3.28
3.38,3.31,3.38,3.30
3.30,3.23,3.30,3.22
3.26,3.27,3.27,3.22
3.22,3.22,3.25,3.22
3.25,3.23,3.25,3.22
3.25,3.23,3.27,3.23
3.23,3.24,3.28,3.23
3.28,3.38,3.42,3.28
3.30,3.42,3.45,3.30
3.45,3.46,3.59,3.33
3.55,3.35,3.57,3.30
3.45,3.54,3.57,3.44
3.52,3.57,3.59,3.46
3.60,3.80,3.88,3.60
3.89,3.84,3.92,3.71
3.81,3.73,3.90,3.72
3.68,3.70,3.80,3.68
3.80,3.73,3.87,3.57
3.80,3.74,3.82,3.71
3.84,3.80,3.85,3.73
3.80,3.72,3.80,3.62
3.71,3.50,3.71,3.50
3.44,3.40,3.46,3.35
3.41,3.36,3.42,3.27
3.44,3.43,3.55,3.36
3.27,3.41,3.54,3.27
3.54,3.38,3.54,3.32
3.49,3.41,3.54,3.40
3.47,3.45,3.55,3.36
3.34,3.58,3.75,3.34
3.74,3.65,3.74,3.52
3.61,3.45,3.61,3.41
3.41,3.06,3.43,3.03
3.05,3.23,3.32,3.04
3.34,3.25,3.34,3.22
3.25,3.22,3.25,3.21
3.23,3.32,3.60,3.23
3.44,3.43,3.50,3.36
3.47,3.43,3.47,3.23
3.35,3.41,3.45,3.35
3.40,3.28,3.58,3.27
3.37,3.38,3.53,3.24
3.36,3.49,3.50,3.34
3.50,3.42,3.55,3.41
3.38,3.38,3.53,3.35
3.40,3.35,3.49,3.26
3.35,3.30,3.45,3.30
3.29,3.42,3.44,3.29
3.45,3.48,3.52,3.37
3.49,3.41,3.57,3.35
3.51,3.41,3.56,3.41
3.40,3.41,3.46,3.37
3.46,3.49,3.50,3.46
3.53,3.42,3.60,3.38
3.40,3.42,3.58,3.39
3.43,3.47,3.53,3.43
3.46,3.36,3.51,3.30
3.31,3.48,3.48,3.31
3.34,3.36,3.44,3.34
3.32,3.37,3.37,3.32
3.37,3.29,3.52,3.29
3.29,3.14,3.29,3.10
3.14,3.10,3.17,3.02
3.09,3.13,3.15,3.05
3.36,3.07,3.36,3.07
3.05,3.06,3.17,2.96
3.20,3.04,3.20,3.03
3.04,3.10,3.13,3.03
3.12,3.12,3.20,3.01
3.10,3.09,3.13,3.08
3.10,3.08,3.14,3.08
3.12,3.15,3.18,3.08
3.15,3.01,3.16,3.01
3.04,3.03,3.06,3.03
3.05,3.16,3.16,3.05
3.16,3.07,3.16,3.02
3.07,3.02,3.09,3.02
3.01,3.02,3.04,3.01
3.02,3.02,3.06,3.00
3.07,2.92,3.07,2.92
2.92,2.93,3.07,2.92
3.04,3.00,3.04,2.94
3.02,3.03,3.06,2.98
3.04,3.05,3.06,2.98
3.00,3.01,3.06,3.00
3.03,3.02,3.03,2.99
3.03,3.02,3.05,3.02
3.07,3.14,3.28,3.06
3.25,3.09,3.25,3.09
3.12,3.24,3.33,3.12
3.21,3.22,3.23,3.21
3.08,3.18,3.25,3.08
3.19,3.23,3.23,3.19
3.20,3.10,3.20,2.97
3.01,2.93,3.05,2.93
2.95,2.98,3.01,2.94
2.99,2.99,2.99,2.98
3.04,3.01,3.04,2.98
3.00,3.01,3.06,2.98
2.93,2.79,2.96,2.70
2.79,2.67,2.91,2.67
2.75,2.82,2.96,2.75
2.96,2.80,2.96,2.79
2.81,2.97,2.99,2.79
2.98,2.96,2.98,2.82
2.98,2.98,2.98,2.98
2.98,2.95,2.98,2.90
2.90,2.90,2.95,2.90
3.00,2.71,3.00,2.71
2.73,2.72,2.93,2.71
2.92,2.71,2.92,2.71
2.91,2.71,2.91,2.71
2.70,2.64,2.70,2.63
2.65,2.66,2.70,2.65
2.70,2.72,2.84,2.70
2.86,2.74,2.86,2.74
2.67,2.67,2.80,2.65
2.84,2.70,2.84,2.70
2.71,2.79,2.79,2.71
2.62,2.68,2.87,2.62
2.69,2.75,2.78,2.69
2.81,2.51,2.81,2.50
2.71,2.16,2.71,2.12
2.15,2.29,2.33,2.15
2.33,2.21,2.33,2.20
2.21,2.25,2.33,2.20
2.28,2.26,2.32,2.20
2.10,1.98,2.16,1.75
1.75,1.99,2.04,1.75
1.95,1.98,2.02,1.95
2.02,2.03,2.03,1.96
1.97,1.92,1.99,1.80
1.79,1.67,1.82,1.35
1.60,1.51,1.60,1.40
1.36,1.39,1.46,1.29
1.34,1.38,1.39,1.32
1.45,1.38,1.45,1.35
1.38,1.48,1.52,1.34
1.49,1.44,1.49,1.37
1.32,1.41,1.48,1.32
1.50,1.56,1.56,1.43
1.58,1.50,1.58,1.45
1.53,1.55,1.56,1.53
1.54,1.54,1.55,1.46
1.47,1.49,1.54,1.46
1.45,1.51,1.58,1.45
1.46,1.48,1.50,1.46
1.45,1.44,1.48,1.42
1.44,1.41,1.47,1.38
1.47,1.46,1.48,1.46
1.49,1.48,1.53,1.47
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.45,1.47,1.48,1.45
1.46,1.46,1.46,1.46
1.43,1.38,1.46,1.38
1.41,1.36,1.41,1.36
1.35,1.31,1.45,1.31
1.35,1.20,1.36,1.11
1.20,1.14,1.31,1.12
1.14,1.12,1.17,1.01
1.09,1.10,1.10,1.08
1.10,1.10,1.21,1.10
1.11,1.09,1.11,1.06
1.17,1.11,1.19,1.11
1.18,1.30,1.35,1.16
1.36,1.37,1.44,1.34
1.41,1.33,1.41,1.33
1.33,1.33,1.41,1.33
N/A,N/A,N/A,N/A
1.34,1.27,1.34,1.21
1.29,1.21,1.29,1.20
1.22,1.22,1.35,1.22
1.24,1.34,1.36,1.23
1.34,1.35,1.35,1.34
1.40,1.44,1.51,1.40
1.74,1.57,1.74,1.48
1.32,1.37,1.56,1.32
1.37,1.37,1.43,1.36
1.40,1.38,1.40,1.38
1.38,1.39,1.39,1.38
1.42,1.33,1.47,1.32
1.33,1.34,1.34,1.32
1.46,1.45,1.47,1.33
1.40,1.42,1.42,1.40
1.42,1.42,1.42,1.42
1.39,1.42,1.42,1.35
1.42,1.45,1.50,1.42
1.45,1.41,1.45,1.38
1.39,1.38,1.39,1.38
1.38,1.41,1.41,1.38
1.45,1.27,1.45,1.16
1.10,1.22,1.28,1.10
1.06,1.16,1.20,1.06
1.13,1.20,1.20,1.13
1.23,1.19,1.23,1.19
1.13,1.11,1.15,1.10
1.12,1.10,1.19,1.09
1.16,1.10,1.16,1.10
1.16,1.09,1.20,1.09
1.07,1.14,1.14,1.07
1.14,1.10,1.20,1.10
1.15,1.98,2.35,1.15
2.01,1.85,2.63,1.70
1.76,1.65,1.91,1.37
1.18,1.52,1.61,1.18
1.52,1.60,1.74,1.52
1.41,1.57,1.65,1.40
1.57,1.41,1.62,1.32
1.43,1.37,1.47,1.34
1.36,1.28,1.38,1.22
1.28,1.21,1.37,1.18
1.23,1.21,1.30,1.21
1.21,1.18,1.26,1.18
1.20,1.32,1.40,1.18
1.37,1.27,1.37,1.26
1.23,1.26,1.35,1.23
1.31,1.23,1.31,1.23
1.36,1.51,1.64,1.29
1.66,1.60,1.78,1.44
1.64,1.55,1.65,1.45
1.45,1.45,1.55,1.40
1.34,1.39,1.63,1.34
1.45,1.43,1.50,1.41
1.37,1.40,1.42,1.34
1.36,1.50,1.70,1.36
1.47,1.54,1.64,1.44
1.48,1.46,1.59,1.44
1.47,1.41,1.47,1.41
1.40,1.34,1.41,1.34
1.36,1.30,1.36,1.23
1.30,1.28,1.30,1.20
1.18,1.17,1.28,1.17
1.27,1.19,1.30,1.18
1.21,1.24,1.30,1.21
1.25,1.18,1.25,1.16
1.28,1.24,1.28,1.19
1.25,1.21,1.25,1.18
1.18,1.17,1.29,1.17
1.11,1.12,1.15,1.11
1.15,1.11,1.26,1.09
1.11,1.18,1.19,1.11
1.15,1.12,1.16,1.11
1.10,1.17,1.18,1.10
1.09,1.14,1.15,1.09
1.09,1.09,1.16,1.08
1.24,1.12,1.24,1.06
1.17,1.15,1.20,1.14
1.17,1.11,1.17,1.10
1.12,1.14,1.14,1.10
1.14,1.11,1.14,1.11
1.10,1.11,1.20,1.10
1.17,1.24,1.25,1.16
1.24,1.43,1.63,1.09
1.42,1.43,1.45,1.42
1.43,1.38,1.43,1.17
1.23,1.19,1.24,1.16
1.15,1.32,1.42,1.15
1.27,1.27,1.29,1.20
1.24,1.26,1.27,1.20
1.26,1.30,1.30,1.26
1.49,1.34,1.49,1.31
1.35,1.30,1.35,1.25
1.17,1.31,1.32,1.17
1.35,1.33,1.35,1.15
1.28,1.36,1.36,1.23
1.33,1.40,1.49,1.16
1.40,1.44,1.47,1.20
1.27,1.31,1.44,1.27
1.41,1.34,1.41,1.34
1.30,1.35,1.40,1.25
1.34,1.30,1.38,1.30
1.23,1.31,1.31,1.23
1.27,1.27,1.27,1.27
1.25,1.30,1.35,1.25
1.25,1.28,1.28,1.25
1.29,1.25,1.29,1.25
1.25,1.31,1.34,1.20
1.26,1.31,1.31,1.26
1.30,1.25,1.40,1.23
1.30,1.40,1.40,1.24
1.40,1.37,1.40,1.31
1.33,1.29,1.34,1.22
1.24,1.29,1.33,1.20
1.16,1.21,1.25,1.15
1.23,1.20,1.24,1.20
1.21,1.22,1.26,1.20
1.21,1.26,1.29,1.16
1.27,1.24,1.27,1.20
1.23,1.22,1.23,1.18
1.16,1.24,1.24,1.16
1.22,1.18,1.22,1.18
1.18,1.20,1.24,1.18
1.28,1.19,1.28,1.18
1.19,1.23,1.23,1.19
1.20,1.21,1.22,1.20
1.19,1.23,1.23,1.19
1.20,1.22,1.22,1.19
1.19,1.20,1.24,1.19
1.23,1.19,1.24,1.18
1.19,1.22,1.27,1.19
1.23,1.20,1.23,1.15
1.13,1.21,1.22,1.13
1.20,1.20,1.23,1.16
1.21,1.12,1.22,1.10
1.10,1.14,1.16,1.10
1.15,1.11,1.15,1.11
1.10,1.06,1.13,1.01
1.05,1.43,1.43,1.02
1.39,1.22,1.39,1.14
1.19,1.15,1.22,1.10
1.12,1.06,1.17,1.06
1.16,1.05,1.16,1.05
1.10,1.10,1.15,1.07
1.08,1.02,1.09,1.00
1.02,1.05,1.11,1.00
1.05,1.07,1.07,1.03
1.03,0.94,1.03,0.91
0.95,0.97,0.98,0.95
0.97,0.93,0.97,0.92
0.95,0.97,1.01,0.94
0.94,1.00,1.04,0.94
0.99,0.93,0.99,0.91
0.97,0.92,0.98,0.92
0.92,1.00,1.00,0.92
0.99,0.94,0.99,0.94
0.96,0.95,0.96,0.94
0.96,0.96,0.96,0.96
0.94,0.96,0.96,0.94
0.95,0.96,0.97,0.92
0.95,1.06,1.06,0.92
1.05,1.16,1.35,1.04
1.14,1.03,1.15,0.96
1.02,1.01,1.06,1.00
1.04,0.97,1.04,0.97
0.97,0.98,1.02,0.97
1.00,0.97,1.02,0.97
0.97,0.95,1.00,0.93
0.92,0.96,0.96,0.91
1.03,0.91,1.03,0.91
0.95,0.92,0.98,0.92
0.94,0.94,0.95,0.91
0.92,0.92,0.92,0.90
1.15,1.08,1.37,1.07
1.05,1.03,1.08,1.00
1.05,0.96,1.05,0.93
0.96,1.00,1.01,0.95
1.03,1.00,1.08,0.96
0.98,1.00,1.08,0.96
1.03,0.98,1.03,0.96
0.96,0.96,0.98,0.93
0.98,0.96,0.98,0.93
0.99,0.93,0.99,0.92
0.93,0.95,0.97,0.93
0.94,1.01,1.08,0.94
0.99,1.00,1.02,0.96
0.97,1.00,1.01,0.97
0.97,1.12,1.23,0.97
1.11,1.04,1.12,1.02
1.04,0.97,1.04,0.97
0.97,0.97,1.02,0.97
1.00,1.05,1.05,1.00
1.04,1.11,1.15,1.00
1.13,1.51,1.83,1.13
1.54,1.42,1.64,1.32
1.38,1.45,1.80,1.33
1.42,1.35,1.47,1.24
1.35,1.31,1.40,1.27
1.31,1.32,1.48,1.20
1.30,1.26,1.30,1.20
1.25,1.18,1.27,1.16
1.18,1.22,1.27,1.18
1.25,1.26,1.32,1.19
1.25,1.29,1.32,1.22
1.29,1.30,1.32,1.20
1.29,1.31,1.37,1.24
1.30,1.23,1.34,1.22
1.27,1.20,1.27,1.20
1.22,1.26,1.26,1.14
1.14,1.07,1.14,1.01
1.10,1.06,1.12,1.06
1.13,1.11,1.14,1.06
1.14,1.12,1.17,1.11
1.11,1.12,1.16,1.08
1.12,1.12,1.15,1.04
1.12,1.13,1.15,1.10
1.13,1.10,1.19,1.10
1.11,1.14,1.15,1.11
1.13,1.16,1.20,1.13
1.17,1.16,1.17,1.13
1.18,1.15,1.18,1.15
1.18,1.17,1.20,1.13
1.18,1.17,1.22,1.15
1.17,1.11,1.17,1.10
1.12,1.14,1.15,1.08
1.13,1.11,1.14,1.09
1.11,1.08,1.14,1.08
1.09,1.08,1.10,1.04
1.05,1.03,1.05,1.02
1.05,1.11,1.11,1.01
1.13,1.10,1.13,1.05
1.11,1.08,1.20,1.03
1.05,1.06,1.09,1.05
1.07,1.06,1.08,1.00
1.06,1.03,1.06,1.01
1.03,1.03,1.04,1.00
1.02,1.04,1.06,1.00
1.04,1.01,1.04,1.00
1.02,1.01,1.02,1.01
1.01,1.06,1.06,1.01
1.06,1.06,1.08,1.03
1.06,1.05,1.07,1.02
1.06,1.04,1.06,1.03
1.02,1.01,1.02,0.99
0.99,1.01,1.01,0.98
1.01,1.02,1.03,1.01
1.11,1.02,1.11,0.95
1.02,0.98,1.03,0.97
1.00,0.98,1.00,0.97
0.97,0.95,0.98,0.95
0.95,0.97,0.97,0.95
0.97,0.96,0.97,0.95
0.95,0.96,0.96,0.92
0.95,0.94,0.96,0.94
0.96,0.92,0.96,0.92
0.94,0.94,0.94,0.92
0.94,0.92,0.94,0.83
0.92,0.89,0.92,0.88
0.92,0.83,0.92,0.82
0.83,0.84,0.87,0.80
0.82,0.81,0.86,0.75
0.87,0.76,0.87,0.76
0.75,0.76,0.83,0.73
0.79,0.73,0.81,0.70
0.77,0.75,0.77,0.71
0.72,0.68,0.75,0.68
0.67,0.65,0.70,0.61
0.63,0.63,0.69,0.60
0.63,0.67,0.68,0.63
0.65,0.68,0.68,0.65
0.64,0.70,0.71,0.61
0.72,0.73,0.80,0.70
0.77,0.78,0.78,0.73
0.76,0.72,0.81,0.72
0.71,0.68,0.72,0.68
0.68,0.70,0.70,0.65
0.70,0.87,1.16,0.70
0.90,0.80,0.94,0.80
0.84,0.79,0.84,0.77
0.78,0.78,0.80,0.78
0.78,0.76,0.78,0.74
0.74,0.75,0.76,0.73
0.73,0.71,0.73,0.68
0.71,0.70,0.74,0.70
0.71,0.71,0.71,0.69
0.71,0.69,0.72,0.69
0.71,0.71,0.72,0.69
0.71,0.88,0.88,0.67
0.92,0.80,0.92,0.72
