ULTA,Ulta Salon,NASDAQ
93.93,94.15,94.36,91.94
93.28,97.18,98.33,92.55
98.01,97.89,98.80,96.85
98.80,98.71,100.00,98.12
98.91,99.25,99.45,98.34
98.61,100.12,100.41,97.98
100.00,99.01,100.69,98.58
99.19,97.48,99.74,96.60
97.37,98.66,99.21,96.80
99.49,100.23,100.64,99.11
100.15,100.16,101.41,99.70
100.25,99.50,101.48,99.13
99.60,99.29,99.89,98.59
100.11,100.73,100.94,99.83
100.31,100.57,100.90,99.39
100.85,99.46,100.96,99.23
99.04,98.94,99.21,97.73
98.98,97.13,99.04,97.09
97.36,97.80,98.37,96.77
97.77,97.39,98.51,96.95
97.30,98.67,98.67,97.24
98.66,95.90,98.82,95.71
96.24,94.06,96.43,93.36
94.19,95.31,95.40,93.34
94.89,99.68,100.47,94.89
99.72,98.89,100.17,97.97
98.98,100.47,100.64,98.96
100.53,100.90,101.43,99.92
100.90,101.65,101.84,100.09
101.35,103.47,105.01,100.24
103.50,102.38,103.96,101.77
102.41,103.51,104.42,102.41
103.18,102.17,103.18,101.53
102.47,106.03,106.10,102.12
105.80,105.80,106.89,105.01
105.28,105.28,105.95,104.81
105.45,105.45,106.50,104.54
104.81,103.50,105.62,103.45
102.30,99.21,102.78,98.05
99.47,98.61,100.39,98.48
98.12,99.31,99.63,98.10
99.85,101.47,103.04,99.40
101.31,101.52,102.56,100.15
102.05,102.04,102.53,100.95
102.81,103.75,103.94,101.13
104.32,104.18,105.00,103.32
102.99,100.31,103.15,99.91
100.36,100.10,101.07,99.56
99.91,100.99,101.51,99.54
102.55,99.24,102.55,99.08
100.62,98.54,100.99,98.28
98.54,97.86,98.97,97.41
98.09,98.00,98.32,97.30
98.10,97.24,99.02,96.44
99.20,101.35,101.88,98.45
102.04,103.67,104.26,101.09
103.43,102.16,104.20,101.68
101.53,100.16,103.10,99.96
114.10,117.53,118.27,112.47
118.50,118.35,120.11,117.38
116.98,117.13,117.92,116.63
117.08,119.99,120.36,116.46
120.72,118.75,121.50,118.30
119.27,117.63,119.82,116.66
116.14,117.11,117.87,116.00
117.08,117.15,118.34,116.23
117.65,116.78,117.90,115.71
117.75,117.32,118.88,116.83
117.11,119.11,119.17,116.08
118.07,119.46,119.75,117.29
119.65,121.74,121.99,119.09
121.31,121.42,121.86,120.60
121.86,124.04,126.03,121.81
124.16,123.92,125.00,122.84
122.79,123.49,125.15,122.32
123.17,119.99,123.57,119.93
118.77,118.63,120.02,116.41
120.27,119.81,120.93,118.80
120.00,118.64,120.00,118.23
117.56,118.22,118.74,116.35
118.55,117.85,119.06,116.58
118.50,121.58,122.43,117.92
121.08,123.69,124.11,120.07
124.69,126.21,126.95,124.00
127.31,125.99,127.46,123.07
127.05,126.11,127.90,124.78
125.33,125.77,126.19,124.42
125.61,128.28,128.28,125.04
128.85,127.52,128.90,126.70
127.55,127.29,129.14,126.48
127.59,128.29,128.39,126.81
128.19,128.56,129.42,127.67
128.30,128.85,129.97,127.50
128.80,128.63,130.33,127.68
129.31,130.70,131.33,128.43
130.40,131.50,131.99,128.85
131.84,131.41,131.94,129.63
131.46,126.84,131.96,126.30
127.06,127.89,129.20,126.61
128.46,128.27,129.91,127.07
128.62,129.53,129.67,127.22
128.54,130.41,130.53,128.02
130.31,130.44,130.67,129.05
130.16,131.24,132.35,130.16
132.02,129.98,132.72,129.58
129.96,127.49,131.41,127.37
128.10,125.80,128.34,125.74
125.80,127.11,129.16,125.80
127.37,128.00,128.54,127.01
128.16,129.15,130.00,127.95
128.89,128.89,130.73,128.84
129.00,128.47,129.49,127.86
128.66,126.94,128.75,126.43
126.74,126.93,128.12,126.34
126.39,125.01,126.89,124.44
123.73,123.48,124.99,122.55
124.85,118.00,125.90,117.80
92.27,93.76,97.75,91.70
93.13,90.21,93.80,89.65
89.42,94.39,96.31,89.42
94.22,93.21,95.36,92.74
93.37,91.24,93.37,91.10
91.48,91.96,93.32,91.26
92.14,91.18,93.00,90.60
91.94,91.63,91.94,88.61
91.50,93.64,94.39,91.49
93.02,93.44,94.63,92.73
93.71,95.19,95.19,93.24
95.17,93.36,95.92,93.01
93.42,94.42,94.99,93.06
95.05,94.81,95.55,94.35
94.69,93.53,95.40,93.48
93.75,94.37,94.38,93.07
94.26,96.52,97.15,93.59
96.21,95.91,98.26,95.70
95.90,94.92,97.03,94.66
95.03,92.91,95.65,92.51
93.32,94.46,94.83,92.17
94.24,94.17,94.32,92.96
94.19,92.29,94.42,91.61
92.60,92.33,93.58,91.66
91.98,88.89,92.36,88.15
89.13,88.76,90.30,88.32
88.50,85.89,88.85,82.42
85.50,82.75,85.75,82.33
81.67,83.56,85.24,81.19
83.82,80.93,83.82,80.47
81.24,83.06,83.10,80.35
82.80,84.62,84.79,82.49
84.42,83.97,86.98,83.32
83.66,83.11,84.60,82.50
82.70,84.25,84.41,82.70
83.46,82.55,84.63,81.90
83.04,85.97,86.17,82.79
83.87,85.71,86.03,83.50
85.75,83.93,86.03,83.09
84.07,83.50,85.11,83.33
83.58,85.82,85.88,82.52
85.96,88.34,88.82,85.96
87.31,88.31,89.62,86.01
88.26,87.72,88.76,87.09
87.88,86.45,87.88,86.29
86.29,86.42,87.22,85.20
86.07,86.04,87.05,85.60
85.82,85.71,86.47,85.01
85.87,87.75,88.43,85.76
87.76,87.56,88.90,87.19
87.60,86.15,88.32,85.72
86.15,85.98,87.18,83.98
86.00,87.44,88.21,85.99
87.46,88.79,89.50,87.46
89.00,90.22,92.67,88.35
90.17,91.62,92.04,89.42
91.83,89.69,92.47,89.06
88.94,88.42,89.86,88.18
89.36,89.06,89.94,88.39
89.62,88.50,89.82,87.98
88.74,87.30,88.94,86.90
87.95,87.30,88.17,86.52
87.14,89.64,89.85,86.98
89.55,91.50,92.91,89.20
90.69,91.39,91.75,89.09
91.38,89.51,91.60,89.05
95.89,95.26,97.86,95.00
95.50,96.41,96.80,94.42
96.37,98.64,99.47,96.02
98.85,101.27,101.35,97.85
103.03,104.30,106.83,102.78
104.10,100.84,105.00,100.84
100.45,101.26,101.88,99.93
101.41,100.34,102.22,99.80
102.65,101.43,105.00,101.42
101.01,98.75,101.27,98.13
98.87,97.89,100.17,96.57
98.47,97.44,98.90,96.80
97.59,98.98,99.33,97.15
98.90,100.11,100.25,98.80
100.26,99.77,100.78,99.32
100.09,96.09,100.64,95.23
95.71,93.75,95.93,91.76
93.43,95.87,96.04,93.31
96.30,97.08,98.43,95.29
96.84,94.85,97.27,93.96
93.78,91.05,94.00,88.46
91.85,90.13,93.37,89.62
91.08,90.42,92.24,87.67
91.17,90.22,92.60,89.74
90.26,87.79,90.77,86.57
88.20,89.59,90.77,88.20
90.18,89.41,91.24,88.86
89.41,88.22,89.74,88.09
88.85,89.63,90.09,86.83
89.20,88.11,90.01,87.50
88.42,86.58,89.81,84.59
86.57,86.00,87.16,84.86
85.95,87.71,87.90,85.36
87.60,85.97,88.13,85.93
86.35,88.12,88.39,86.17
88.47,88.54,89.21,86.61
88.23,87.55,89.16,87.34
87.15,84.79,88.75,84.43
84.64,85.86,87.35,84.64
85.58,87.87,87.97,84.76
88.05,89.88,90.32,87.73
89.24,88.51,89.63,87.57
88.41,87.15,88.85,86.83
87.11,86.76,87.18,84.76
86.49,87.87,88.03,85.28
87.65,86.67,88.22,85.66
86.44,85.33,86.44,85.05
85.84,84.82,86.67,84.13
84.68,84.98,86.22,84.68
85.20,85.43,85.86,84.60
85.80,87.22,87.87,85.79
87.00,85.40,87.17,83.76
85.70,85.03,85.76,83.54
84.90,84.90,85.39,84.36
85.05,86.80,87.27,84.74
86.80,86.77,87.19,86.22
86.57,87.03,87.26,86.04
87.09,85.93,88.00,85.54
86.01,86.25,87.18,85.81
86.27,85.41,87.08,85.14
85.12,85.31,85.64,84.20
96.17,97.11,98.61,95.50
96.54,95.00,96.95,94.86
94.63,95.11,95.55,94.09
94.92,94.50,95.44,93.75
94.50,94.64,95.34,94.26
94.34,94.89,95.05,94.13
94.97,95.03,95.60,94.27
94.78,95.00,95.85,94.64
95.00,94.67,95.45,94.11
94.35,93.88,95.02,93.83
93.95,92.61,94.33,92.30
92.83,91.33,93.29,91.04
91.07,92.09,92.69,90.82
92.16,91.41,92.72,91.00
91.63,93.41,93.64,91.63
93.27,94.50,95.17,93.03
94.84,96.43,96.95,94.79
96.09,96.00,96.85,95.53
95.97,94.91,96.01,94.52
94.45,94.42,95.51,94.06
93.46,92.69,94.02,92.11
92.74,91.64,93.42,91.21
92.50,91.50,92.50,90.77
91.68,90.75,92.34,90.10
91.02,89.26,91.02,89.24
88.88,89.75,89.98,88.14
89.97,90.44,90.78,89.54
90.24,93.02,93.13,90.08
93.75,92.09,93.80,91.52
92.06,92.20,92.37,91.37
92.04,93.14,93.31,91.27
92.70,92.64,93.11,91.16
92.77,92.29,92.77,91.72
92.40,92.25,92.67,91.82
92.45,94.13,94.28,92.18
93.85,92.33,94.34,92.30
92.33,93.06,93.39,91.62
93.20,94.60,95.18,93.10
93.95,95.32,95.89,93.89
95.00,94.61,95.88,94.33
94.86,93.92,95.77,93.70
94.00,95.00,95.00,93.91
95.07,95.29,95.59,94.35
95.44,92.97,95.44,92.15
92.99,92.45,93.54,91.76
92.50,93.73,94.39,92.50
94.37,93.24,94.50,91.90
93.34,94.53,94.83,93.13
94.85,95.64,96.12,94.19
96.01,97.49,99.37,94.81
97.07,96.00,97.98,95.26
95.89,97.21,97.85,95.34
97.67,97.40,98.04,96.78
97.55,97.72,98.94,97.39
97.75,98.14,98.59,97.63
97.82,97.91,98.30,97.01
98.15,97.31,98.82,97.15
97.46,98.36,98.45,96.77
98.58,99.16,99.25,98.08
99.42,99.59,101.77,99.11
99.91,99.45,99.92,98.03
99.77,98.11,100.10,97.70
98.11,96.99,99.23,96.58
97.43,96.78,97.65,95.83
96.45,97.48,97.69,95.86
114.50,114.89,118.20,114.12
114.61,114.41,115.29,113.14
114.04,116.15,116.97,113.20
116.15,118.50,120.57,116.08
118.72,118.40,119.32,117.49
119.24,120.38,120.82,119.16
120.60,118.92,121.00,117.87
118.03,116.05,118.80,116.05
117.05,120.41,120.45,116.91
120.20,118.86,121.43,118.82
119.33,118.65,119.92,118.39
118.49,118.32,118.63,116.90
118.02,118.17,120.06,117.52
117.81,115.83,118.18,115.17
116.00,115.31,116.44,114.29
116.32,116.20,117.22,115.31
116.70,116.00,117.25,115.94
114.90,113.42,115.63,113.41
113.63,114.87,115.49,113.59
114.92,114.77,115.75,113.57
114.52,114.22,115.24,112.44
113.95,113.17,115.50,111.78
114.00,111.96,114.94,111.41
110.14,110.28,111.14,106.87
109.37,113.85,114.31,108.75
115.39,116.57,116.79,114.75
116.85,119.87,120.08,116.08
120.31,118.97,120.97,117.53
119.51,117.61,119.95,117.56
118.60,117.84,119.92,117.54
118.34,117.35,118.42,116.28
117.50,117.72,117.96,116.00
117.95,120.97,121.13,117.12
120.97,121.56,123.74,119.78
121.21,120.56,122.12,119.90
121.82,120.81,122.71,120.12
121.44,119.91,122.09,119.25
119.97,120.11,120.40,116.91
120.81,118.66,121.58,118.12
119.21,122.08,123.19,118.25
122.12,121.75,122.92,120.79
121.43,124.08,124.12,121.00
124.20,122.18,124.31,121.01
121.70,125.04,125.23,121.66
125.64,123.92,125.96,123.30
123.77,123.75,125.05,123.21
123.36,124.20,125.19,122.39
124.20,124.88,125.17,123.53
124.28,127.26,129.47,124.28
127.19,127.04,128.32,126.82
128.14,127.38,128.62,127.03
125.47,126.77,126.95,122.30
126.80,125.70,127.84,124.55
125.35,125.80,126.07,125.01
126.01,126.49,128.32,126.01
126.92,124.46,127.29,123.59
125.21,122.00,125.65,121.50
122.33,124.68,125.34,121.87
125.16,125.74,126.05,123.60
132.80,129.75,134.50,127.83
128.57,126.99,129.50,125.19
124.98,127.53,127.65,123.81
127.61,125.23,128.50,125.19
127.54,129.44,130.98,127.53
128.80,128.67,130.31,128.64
129.41,128.34,129.46,127.00
128.28,127.28,128.88,126.55
128.01,130.86,131.26,126.71
132.25,129.70,132.79,128.75
129.70,129.22,129.98,128.04
129.23,128.53,130.84,128.42
128.65,128.56,129.60,127.54
128.69,128.18,128.95,127.89
128.40,127.83,129.43,127.67
127.87,128.76,128.92,127.83
128.30,128.77,129.67,128.13
128.71,127.84,130.20,127.80
128.13,126.84,129.09,125.24
126.31,127.15,127.98,125.65
127.05,126.95,128.79,124.70
128.78,130.58,130.64,127.97
131.53,132.24,132.88,131.14
132.00,131.57,132.87,129.84
132.38,129.84,132.43,129.14
130.59,128.81,132.94,127.51
127.15,128.75,129.06,127.13
131.81,127.14,131.81,126.86
126.75,129.72,129.95,126.61
130.39,127.16,130.69,126.95
127.09,128.35,128.67,126.61
128.90,132.56,132.63,127.50
133.14,135.34,137.33,132.50
136.68,136.08,137.49,134.77
135.81,135.84,136.83,134.15
136.65,133.86,137.20,133.55
134.38,134.40,134.58,132.33
134.28,131.94,135.09,131.50
132.08,130.96,132.35,128.11
131.14,133.85,134.03,130.54
133.36,132.00,133.83,131.17
132.31,133.03,133.60,131.72
132.98,133.26,133.57,132.00
133.13,134.97,135.06,132.76
135.88,137.00,138.11,135.29
136.69,135.90,137.98,135.24
136.50,136.07,136.64,134.72
135.94,136.66,136.67,134.69
136.74,135.91,136.94,134.56
135.38,136.62,136.74,134.59
136.85,136.92,139.73,136.60
137.12,138.00,138.13,135.71
137.99,137.25,138.92,136.67
137.67,138.39,138.41,136.11
138.42,138.76,140.31,137.14
138.52,140.59,141.00,138.47
141.98,140.76,143.34,140.01
141.97,143.62,143.69,141.00
143.25,142.03,143.25,141.60
141.55,139.91,142.01,139.44
139.95,140.86,141.80,139.49
140.56,138.59,141.17,138.27
139.88,140.96,141.70,139.42
140.27,140.47,142.09,139.03
141.78,141.96,142.82,140.49
143.93,144.82,145.90,142.28
155.09,150.10,156.00,148.11
150.00,150.18,151.00,148.44
149.38,150.46,151.94,148.78
150.73,150.99,151.59,149.13
151.01,152.29,152.67,150.39
152.68,152.02,152.75,151.10
153.10,153.18,154.52,152.61
153.24,153.77,154.50,152.80
153.62,151.58,154.33,151.29
150.35,150.01,151.28,148.36
149.63,151.20,151.75,149.57
152.84,151.58,153.02,151.00
151.51,150.85,152.96,150.40
150.89,150.98,151.38,148.42
150.65,151.33,152.24,149.52
150.87,153.27,153.87,150.68
153.68,151.45,155.55,151.43
152.10,152.17,153.23,151.72
152.17,151.80,153.08,150.50
151.90,151.68,152.68,151.37
151.72,152.00,152.96,151.72
152.70,153.49,154.24,151.62
156.20,153.56,156.30,153.39
153.51,154.16,154.62,153.51
154.90,152.05,155.83,151.75
152.50,151.59,153.37,150.79
151.78,152.97,153.81,151.64
152.82,153.94,153.98,150.51
153.88,156.99,157.91,153.12
157.93,157.08,158.97,156.71
156.97,155.91,157.47,155.64
155.50,154.47,156.96,154.25
154.29,151.83,154.63,151.39
151.22,151.09,153.61,150.30
150.41,154.27,154.32,150.00
154.52,153.85,154.95,153.03
154.25,153.47,154.54,152.11
153.33,152.04,153.85,151.17
151.37,153.84,154.87,151.01
155.00,154.29,156.22,154.18
154.00,154.27,155.22,154.00
153.26,153.19,154.38,152.12
152.99,152.13,154.11,151.16
152.69,149.83,152.69,149.53
149.41,151.00,152.06,149.12
150.40,151.51,152.11,149.85
151.36,152.14,153.51,150.75
151.68,150.83,152.09,149.53
151.20,152.25,153.19,151.05
152.07,151.24,152.97,151.11
150.90,150.16,152.38,150.14
151.88,154.78,155.48,151.72
155.18,156.27,156.49,152.80
159.27,152.62,159.85,152.25
153.05,153.87,154.17,151.00
154.30,154.35,156.15,154.00
154.51,156.26,157.00,153.67
154.72,155.90,157.50,154.26
156.11,156.28,157.18,154.60
156.46,153.69,156.51,153.54
153.73,153.77,154.49,152.22
154.49,154.98,155.69,153.85
155.01,155.37,156.46,155.01
154.71,155.32,156.29,154.28
154.47,154.57,155.32,153.57
154.45,155.50,156.10,154.10
155.68,155.62,156.39,154.59
156.00,156.48,158.75,155.62
156.24,154.73,156.71,154.69
155.79,155.69,156.47,154.83
155.88,156.36,157.15,155.22
156.44,155.59,157.13,154.86
155.60,154.84,155.80,153.89
155.40,157.98,158.10,155.01
156.26,153.68,156.95,153.24
154.69,154.45,154.94,152.78
155.94,155.42,156.48,154.30
155.23,156.23,156.26,154.28
154.79,157.23,157.34,154.25
157.18,159.42,159.72,156.07
158.01,158.55,160.00,157.78
160.00,159.91,162.59,159.78
162.50,163.11,163.70,160.78
164.45,166.95,167.13,164.02
167.72,167.00,167.72,165.52
167.52,168.25,168.33,166.11
169.00,167.32,169.31,166.23
167.92,166.91,168.48,166.60
167.85,167.94,168.53,167.44
167.97,166.79,168.65,166.25
166.44,170.52,170.75,166.37
170.43,169.22,171.21,168.91
169.35,169.54,170.36,168.83
168.45,166.39,168.87,165.67
167.05,166.01,167.86,164.54
166.25,166.49,167.28,165.26
166.30,166.82,167.00,165.01
167.00,166.03,167.86,165.63
167.23,165.27,167.99,163.26
164.83,165.07,166.92,163.98
166.52,167.01,167.77,165.54
167.27,164.80,167.96,163.40
164.70,165.61,165.97,163.39
167.66,168.36,169.13,167.07
166.96,168.51,168.51,166.00
166.60,166.94,167.58,164.09
167.24,169.28,170.94,167.13
168.73,171.04,171.10,168.55
171.12,171.39,171.61,168.77
170.76,173.32,176.77,170.76
173.65,172.62,173.93,172.00
171.67,171.30,172.91,168.75
167.77,162.57,168.46,162.17
143.00,158.72,163.60,120.38
164.11,153.26,164.43,152.52
154.30,158.05,158.87,154.04
160.87,160.24,162.99,159.31
164.78,159.00,169.29,158.13
157.28,158.09,160.66,157.23
155.35,153.76,156.98,153.02
155.55,158.51,158.89,153.84
158.60,158.93,160.87,158.26
157.22,157.70,158.99,156.04
160.72,164.61,164.68,158.02
169.00,163.40,169.14,163.32
162.00,164.83,165.29,161.40
164.81,165.06,165.55,162.68
164.77,163.00,165.72,162.03
163.09,164.06,165.13,160.77
164.53,164.72,164.92,162.94
164.49,168.14,169.25,163.92
167.98,167.23,170.00,166.91
168.46,168.69,170.02,167.53
166.42,165.78,167.66,164.42
165.56,168.10,168.26,165.55
167.08,168.01,168.69,165.79
169.39,169.15,170.22,168.00
168.02,164.36,168.35,163.42
163.90,161.71,164.46,160.59
163.95,163.35,165.93,162.35
164.26,165.59,165.59,162.78
163.91,165.76,165.79,161.01
166.83,168.04,168.27,165.33
167.96,165.91,167.96,165.34
165.95,165.05,167.74,164.16
164.63,163.94,165.78,162.42
163.81,165.80,166.20,162.56
166.73,166.07,167.12,164.98
165.54,163.85,167.33,163.33
163.60,159.26,164.09,158.43
160.30,161.06,161.21,158.04
161.32,166.11,167.38,161.15
166.08,168.36,168.63,164.50
169.00,169.21,170.13,168.03
169.69,168.22,170.13,167.62
168.99,168.02,170.25,167.71
169.92,165.91,169.92,163.74
166.01,169.20,170.00,165.96
169.73,169.09,169.92,167.41
169.32,172.96,173.99,168.01
172.07,173.30,173.50,171.12
173.36,173.96,175.72,172.74
174.88,172.76,175.78,171.17
171.92,172.95,174.95,171.90
173.32,170.12,173.53,169.39
170.58,172.53,173.18,169.50
172.04,172.64,173.21,170.34
172.27,171.56,172.27,169.60
170.98,174.08,174.10,170.78
174.28,170.69,174.67,170.51
170.23,169.36,171.49,169.24
167.89,155.20,168.00,151.52
154.34,159.48,160.42,154.20
160.59,162.70,163.58,160.01
163.74,164.99,165.27,160.62
165.24,164.50,165.75,163.25
165.00,170.51,170.54,164.46
170.77,170.84,173.00,169.58
169.78,170.83,172.19,169.37
170.01,170.11,171.01,169.17
170.59,170.98,171.84,169.88
173.01,167.00,174.49,165.84
167.82,165.83,168.95,163.78
165.83,163.52,166.20,162.58
164.41,163.19,165.36,161.00
174.50,184.08,185.73,173.87
184.64,184.24,186.27,183.22
182.25,185.08,185.49,181.95
184.56,184.06,186.65,183.67
183.61,183.11,185.81,182.93
179.69,182.47,183.79,179.01
183.05,185.54,187.22,183.05
186.18,185.42,187.47,184.46
185.43,187.27,188.00,185.43
188.00,185.43,188.48,184.76
184.95,184.94,185.67,184.03
186.46,186.49,187.30,184.82
187.06,186.12,187.19,184.94
186.84,186.27,186.84,184.78
185.93,184.93,186.70,184.53
184.73,184.77,186.32,183.94
186.29,185.31,187.69,185.02
185.61,185.61,186.25,184.70
184.61,185.00,185.99,183.83
182.67,181.81,184.60,180.46
182.57,182.67,183.88,180.73
180.39,183.21,183.27,179.13
179.80,182.98,186.49,179.80
184.80,182.17,184.80,181.65
182.64,182.00,183.93,179.86
182.81,185.62,185.98,182.75
186.00,179.09,186.00,178.50
179.09,177.88,180.37,173.86
173.20,170.45,174.49,168.40
171.98,175.31,177.95,170.39
173.30,174.26,175.96,168.53
174.50,176.50,180.58,173.10
177.95,179.73,180.16,175.55
178.50,175.66,179.79,175.25
176.58,179.13,179.95,175.67
178.83,173.93,179.56,172.90
175.83,174.34,175.84,171.29
175.34,181.17,181.30,174.88
179.92,180.57,182.01,177.76
179.74,177.03,180.72,176.46
180.50,173.46,181.43,171.25
173.55,168.88,173.55,167.50
168.75,159.71,169.48,155.81
156.76,155.34,156.85,152.75
152.00,151.98,155.91,148.60
152.79,153.84,156.12,151.83
152.54,153.31,154.66,150.10
156.24,158.49,158.64,154.29
160.61,159.02,161.89,157.60
160.51,158.92,162.89,158.16
155.33,154.55,155.95,147.25
153.16,150.07,153.39,146.77
151.00,156.27,156.87,150.43
156.63,159.17,161.46,156.30
156.52,160.75,161.23,156.00
161.52,164.25,164.27,160.88
165.57,164.75,166.97,162.54
165.00,165.19,168.50,164.00
165.86,168.41,168.65,164.20
168.21,168.32,168.86,165.71
167.41,169.38,171.19,166.00
169.96,168.97,170.05,167.58
168.57,164.64,168.89,163.05
164.34,162.96,165.48,162.47
164.70,159.01,165.97,158.21
159.56,163.39,164.32,158.50
186.60,191.62,192.06,184.10
189.52,190.02,191.91,188.84
189.02,187.87,191.01,187.65
187.10,190.02,191.00,186.60
189.44,188.01,190.68,187.46
188.32,191.39,192.38,187.90
190.88,192.35,193.78,190.21
190.44,191.65,192.50,189.46
191.22,191.57,193.07,190.77
191.40,191.76,192.71,190.62
191.84,191.91,193.60,190.74
192.55,193.37,193.93,191.53
194.87,194.11,195.00,192.33
193.87,193.74,194.94,192.62
192.62,194.18,195.61,192.10
194.68,193.12,194.84,191.37
192.27,193.75,195.02,192.01
193.91,194.67,196.60,193.42
194.12,194.12,195.04,191.85
201.94,200.51,203.75,197.81
201.51,202.10,204.62,200.63
203.50,203.94,205.11,201.64
205.44,207.42,207.75,205.03
207.72,205.67,207.72,204.66
206.34,204.06,206.34,202.31
203.93,206.91,207.05,203.24
206.20,204.04,206.57,203.09
203.98,204.42,205.12,202.91
204.62,205.86,207.67,204.39
205.42,205.39,206.48,202.69
205.08,207.37,207.83,203.95
207.04,208.13,208.22,205.36
207.32,212.52,212.92,207.32
211.51,206.99,211.97,206.58
206.46,208.28,208.54,205.25
208.29,210.72,210.77,207.54
208.40,209.91,210.34,206.74
209.05,209.97,211.01,208.71
209.78,206.21,209.78,204.46
205.20,208.68,208.93,204.05
205.65,208.46,210.25,204.60
209.25,208.27,209.25,205.79
207.01,202.85,207.70,202.28
203.70,207.43,208.41,203.00
207.03,205.20,207.54,203.29
204.85,208.13,209.09,204.39
207.21,204.44,208.24,203.28
204.45,206.45,208.31,203.18
205.00,207.89,208.63,205.00
208.73,208.47,208.95,206.06
208.97,206.02,209.98,205.95
208.48,206.59,209.72,206.42
206.61,211.48,212.26,206.61
214.00,213.69,214.44,211.55
230.75,233.15,237.53,228.53
233.48,233.01,234.15,231.36
233.29,236.68,236.86,232.60
236.24,237.06,238.76,234.81
236.80,236.57,237.32,234.18
238.66,236.74,238.75,234.63
236.79,239.18,239.95,236.50
240.00,239.36,240.69,238.46
237.73,240.01,240.51,237.73
237.82,239.98,240.24,237.80
237.21,237.95,240.83,237.21
237.92,237.88,239.32,235.60
237.89,238.23,240.33,237.65
237.08,239.82,240.41,236.63
239.70,238.04,239.98,237.89
240.75,240.20,241.88,239.18
240.90,240.47,241.43,239.70
241.08,238.23,241.12,238.11
240.05,242.08,242.23,238.34
236.14,239.16,242.91,236.01
236.78,235.04,238.56,232.57
237.08,236.21,237.50,234.62
238.50,240.66,241.83,237.84
242.00,243.64,244.00,240.18
242.87,243.74,245.38,241.02
243.44,244.72,245.30,242.40
244.57,247.77,248.42,244.31
247.67,247.29,248.68,245.06
248.52,250.82,253.11,247.51
252.00,252.29,253.20,250.65
253.88,253.25,254.66,251.30
252.99,250.13,253.77,250.05
251.95,255.11,255.30,251.30
256.83,255.81,256.88,255.26
256.02,256.09,256.84,255.10
256.00,256.91,256.91,254.53
257.42,255.80,257.54,255.68
255.15,254.91,256.78,254.62
255.03,258.60,258.78,254.90
258.96,259.55,260.00,258.41
260.09,259.02,261.42,258.47
258.81,257.73,259.99,256.82
257.42,260.48,260.66,257.04
260.76,261.21,262.12,260.13
262.19,260.57,262.81,258.71
261.51,256.98,262.00,255.07
256.76,258.91,258.96,255.06
258.33,260.68,260.69,256.64
261.34,262.35,262.78,260.71
263.16,261.33,263.56,260.66
261.44,261.91,262.88,260.79
262.39,263.09,263.48,261.78
264.00,265.95,266.19,262.78
265.05,266.80,266.98,265.05
268.76,266.97,269.82,266.84
266.00,265.90,267.37,265.33
265.48,265.79,266.00,263.02
266.34,271.59,271.96,266.34
270.93,274.55,276.20,268.74
275.78,270.70,275.86,270.35
272.95,275.89,276.23,272.02
278.29,273.98,278.63,271.28
272.60,271.45,274.50,269.71
270.11,254.85,270.50,250.24
254.60,254.09,256.52,252.50
252.51,244.97,253.17,244.50
244.03,247.21,248.88,242.96
246.67,245.52,248.44,244.68
246.59,246.46,249.51,244.88
246.82,249.64,249.76,246.37
249.96,246.74,250.00,245.83
244.93,243.57,245.90,243.00
243.32,238.73,243.56,238.73
235.38,242.39,243.33,235.19
241.45,236.76,241.46,235.42
237.31,237.27,239.23,236.12
232.74,232.99,234.55,230.10
232.90,233.79,235.64,232.05
233.78,234.55,236.24,233.07
234.55,233.20,235.83,233.00
235.09,239.74,240.26,234.30
240.95,238.38,241.12,237.41
237.23,237.01,239.22,236.24
236.00,237.81,238.71,235.40
238.37,243.66,244.09,238.05
243.70,240.20,243.93,239.33
240.20,237.12,240.40,236.89
238.87,237.98,240.61,237.32
236.81,237.60,238.51,236.60
237.73,238.55,239.22,236.77
237.84,235.60,239.60,235.54
235.60,241.57,242.70,235.10
242.61,239.07,242.62,237.86
241.65,240.36,242.00,239.34
240.21,236.66,240.58,235.59
237.18,238.97,240.49,236.63
246.35,266.14,266.74,245.25
268.03,262.75,268.78,262.59
262.50,258.72,263.33,257.54
260.62,256.04,261.49,255.72
255.84,256.45,256.67,252.84
255.45,254.43,257.55,254.00
253.18,252.36,253.60,251.55
253.23,252.25,253.66,251.09
250.67,246.99,250.69,246.69
246.59,245.92,248.86,245.76
245.89,239.86,248.14,239.44
239.86,242.31,244.35,239.42
243.49,243.34,244.29,240.72
242.82,240.18,243.68,238.76
239.80,239.29,241.77,239.00
238.82,231.61,239.55,229.76
229.94,228.17,233.53,227.33
231.76,232.59,232.90,225.13
233.27,232.63,233.71,230.02
226.64,236.34,237.31,226.51
238.27,236.61,240.79,234.87
235.40,238.87,239.84,234.56
240.35,240.41,244.51,239.31
241.38,244.47,245.21,239.75
244.48,246.62,248.09,242.57
247.78,251.13,251.31,246.12
251.05,250.09,252.65,248.46
251.09,251.00,252.09,249.05
252.54,258.39,259.81,252.54
259.29,262.02,262.92,258.06
263.56,263.62,264.67,261.00
263.57,261.60,265.38,261.00
261.33,260.41,262.37,260.00
259.68,259.50,262.27,256.54
259.85,257.41,261.42,257.12
271.70,253.39,273.99,244.75
253.49,257.60,260.95,252.40
256.93,254.22,257.15,251.74
