SRCL,Stericycle,NASDAQ
107.29,107.51,108.17,106.66
106.75,107.48,108.01,106.50
108.56,108.56,109.12,107.83
109.22,109.89,110.05,108.69
110.33,110.99,111.58,110.33
110.00,110.43,111.54,109.55
110.72,111.45,112.17,110.22
110.93,110.87,112.06,110.61
110.31,111.07,111.77,109.94
112.27,112.43,112.50,110.35
113.13,113.98,114.06,112.82
114.18,114.10,115.51,113.99
114.05,115.31,115.39,113.83
115.91,116.59,116.72,115.01
116.71,117.31,117.32,115.96
117.27,116.44,117.86,116.05
117.01,115.91,117.02,115.04
116.64,115.96,116.98,115.72
116.04,117.41,117.91,116.02
117.74,117.93,118.12,116.92
119.40,118.71,119.59,118.16
118.93,118.72,119.27,117.52
118.56,117.37,118.92,116.82
117.25,116.91,118.11,116.00
116.81,116.77,116.81,115.98
116.65,115.49,116.65,115.43
116.25,116.10,116.25,115.50
116.25,115.94,116.52,115.80
116.63,116.71,116.95,115.95
116.34,117.19,117.24,116.23
116.99,117.38,117.72,116.29
116.96,116.96,117.66,116.47
116.91,116.47,116.91,115.93
117.30,117.69,117.98,116.44
117.34,117.00,117.73,116.29
116.83,117.31,117.90,116.55
117.57,117.11,117.57,116.27
116.91,116.82,116.91,116.21
116.11,114.51,116.67,114.22
114.55,114.54,114.96,114.25
114.27,114.78,115.21,114.00
114.93,115.50,115.69,114.25
114.81,114.24,115.17,114.09
114.13,115.22,115.67,114.13
115.00,115.92,116.10,114.53
115.71,115.47,116.44,115.37
114.65,113.49,115.32,113.48
111.46,112.94,113.48,111.32
112.97,112.75,113.66,112.51
112.97,112.56,113.34,112.04
113.26,111.56,113.85,111.21
111.78,112.97,113.29,111.50
112.50,112.38,112.98,111.73
113.12,112.48,113.39,111.50
112.88,113.98,114.14,112.71
115.02,114.78,115.35,114.33
114.95,115.21,115.49,114.07
114.85,114.71,115.73,114.57
115.33,114.59,115.49,114.33
116.06,115.85,116.55,115.13
116.14,115.75,116.40,115.35
115.34,117.05,117.52,114.92
117.50,117.11,117.58,116.51
116.50,116.40,117.18,115.56
115.92,115.57,116.63,115.12
115.35,113.99,115.98,113.96
113.91,114.60,115.02,113.78
114.96,115.65,115.67,114.62
114.90,115.67,116.16,114.79
115.13,115.40,115.93,114.26
115.71,116.99,117.36,115.15
115.98,115.63,116.11,114.39
115.15,114.22,115.15,113.40
114.26,115.83,116.19,113.95
114.72,115.38,115.68,114.28
115.02,114.32,115.64,114.22
115.01,113.74,115.01,113.35
114.31,115.97,116.03,113.87
114.96,116.88,117.04,114.93
116.38,117.10,117.27,115.88
116.63,116.75,117.59,116.33
117.82,118.89,118.91,117.13
118.19,119.59,119.69,117.99
119.77,118.69,119.91,118.65
118.66,119.19,119.62,118.33
119.79,120.97,121.61,119.67
120.17,120.87,121.14,119.72
113.44,114.54,119.54,112.89
117.03,116.85,117.03,115.47
117.31,115.91,117.33,115.78
115.78,116.18,116.82,115.61
116.08,115.46,116.65,115.37
115.68,116.20,116.77,115.48
116.60,116.68,117.25,116.05
116.44,116.24,116.92,115.75
115.87,116.18,116.70,115.50
116.33,115.80,116.49,115.48
116.39,115.34,116.74,115.20
115.29,116.57,117.39,115.29
116.07,115.51,116.44,115.44
115.27,116.39,116.50,115.10
115.94,117.39,117.40,115.44
117.34,117.87,118.20,117.06
118.10,119.12,119.15,117.47
118.94,118.94,119.43,118.38
118.41,118.33,118.66,117.61
118.19,118.28,118.84,117.56
118.19,118.66,118.87,117.51
118.98,119.82,119.89,118.19
120.49,118.44,120.99,118.10
118.41,118.82,119.17,118.18
118.94,118.38,119.38,118.03
118.25,117.48,118.68,117.36
117.75,118.26,118.72,117.03
117.46,115.95,118.18,115.60
115.56,115.60,116.48,114.63
115.66,116.18,116.70,115.33
117.47,117.35,117.49,116.59
117.54,116.10,117.77,115.78
115.25,115.33,115.84,115.00
115.16,114.58,115.60,114.49
114.33,114.29,114.97,114.26
115.00,114.58,115.33,113.90
114.88,115.36,115.78,114.88
115.16,114.60,116.49,114.29
114.45,114.83,114.85,113.00
114.51,114.53,115.11,113.87
114.75,113.69,115.09,113.69
114.30,114.53,114.66,113.84
114.93,115.54,116.02,114.83
116.00,115.31,116.16,114.90
115.44,115.57,115.84,115.11
115.50,115.78,116.04,115.24
116.86,116.17,117.57,115.79
115.28,114.88,116.23,114.81
115.06,115.05,115.66,113.98
115.12,114.75,115.53,114.28
115.08,116.06,116.41,114.95
116.04,115.91,116.89,114.97
116.20,116.01,116.73,114.98
116.01,115.42,116.49,114.57
115.89,115.02,116.40,114.83
115.07,116.55,116.69,115.07
116.71,117.72,117.95,115.85
117.83,118.40,118.55,117.53
117.82,120.09,120.72,117.12
120.29,119.62,120.74,118.07
119.55,119.59,119.80,118.69
119.03,118.12,119.29,117.38
117.53,116.36,117.71,115.88
116.59,115.82,117.41,115.73
115.99,115.18,116.51,111.03
114.14,115.50,117.45,113.90
116.11,117.47,118.37,115.62
115.63,117.06,117.77,115.63
116.97,115.90,117.74,115.50
116.07,116.45,116.77,115.50
115.57,116.48,117.20,115.01
113.28,114.76,115.54,111.75
115.00,116.33,116.82,115.00
115.92,116.05,116.16,115.14
115.62,115.69,117.00,115.31
116.02,115.71,116.39,115.57
115.47,115.75,116.50,115.08
115.13,116.87,117.13,115.04
116.87,116.36,117.00,116.02
115.77,115.50,116.24,115.18
115.68,115.99,116.42,115.18
116.27,114.65,116.82,114.64
114.87,115.22,116.12,114.72
115.26,114.49,115.74,114.34
114.55,113.46,115.05,113.23
113.75,112.98,113.83,112.48
113.20,114.00,114.48,112.44
113.31,114.11,114.23,113.00
115.05,115.39,115.46,114.42
115.64,115.77,115.89,114.47
115.88,116.78,116.95,115.51
117.02,117.70,117.93,116.80
117.55,116.70,117.75,116.46
116.72,116.29,116.84,115.92
115.96,115.77,116.22,115.54
116.25,115.61,116.26,115.13
115.71,115.09,116.12,114.97
115.83,115.16,116.17,114.99
115.23,115.38,115.76,114.53
115.35,115.33,115.85,114.79
115.07,114.38,115.96,114.30
115.01,114.37,115.52,113.90
114.25,112.42,114.40,112.33
113.01,112.92,113.02,112.08
113.26,111.96,113.76,111.96
112.29,112.15,112.51,111.73
112.19,111.99,112.67,111.79
112.55,113.62,113.69,112.03
113.95,113.74,113.95,112.89
113.79,113.75,114.01,113.06
114.17,114.24,114.29,113.58
114.65,112.58,114.74,112.49
112.62,112.29,113.25,111.92
112.56,113.88,114.29,112.26
113.88,113.31,114.08,112.95
113.00,111.62,113.75,111.47
111.05,109.33,111.92,109.27
109.81,110.14,110.32,109.39
110.38,109.92,110.86,108.62
110.83,110.82,110.91,109.68
110.99,111.15,111.61,110.66
111.77,111.64,112.87,111.22
111.25,111.63,112.08,110.93
111.85,112.89,113.88,111.56
113.12,113.11,114.46,112.84
115.91,113.96,115.99,113.20
114.70,115.25,115.50,114.01
115.56,115.86,116.59,115.05
115.51,116.44,116.57,115.41
116.25,115.99,116.54,115.22
116.49,115.53,116.51,115.25
114.81,115.48,115.81,114.33
115.38,114.93,115.68,114.77
114.79,114.75,116.69,112.91
114.38,114.24,114.98,113.84
114.56,113.90,114.56,113.41
114.40,114.27,114.90,114.00
114.28,114.09,114.53,113.88
113.85,113.35,114.43,113.23
113.15,112.45,113.64,112.07
112.37,112.87,113.00,111.03
112.48,112.97,113.06,112.11
112.63,111.80,112.74,111.53
112.11,112.26,112.37,111.60
112.05,112.14,112.47,111.51
112.50,112.48,112.87,112.08
112.56,113.05,113.18,112.19
112.89,112.70,114.03,112.66
112.91,112.62,113.12,112.15
113.20,114.37,114.55,112.46
114.24,114.55,114.64,113.73
114.62,114.50,114.84,114.22
114.27,115.26,115.32,114.27
115.11,115.21,115.38,114.52
115.77,115.76,115.99,115.41
115.66,116.08,116.51,115.66
116.03,115.95,116.18,115.44
115.42,115.25,115.95,115.04
115.34,114.97,115.34,114.50
116.89,118.47,118.79,116.25
118.03,117.46,119.04,117.23
117.06,117.47,117.94,117.00
117.41,117.75,118.05,117.02
118.07,117.70,118.07,117.18
118.06,118.90,119.00,117.66
118.90,118.62,119.73,118.16
118.49,118.43,119.00,118.07
118.40,118.66,119.03,117.84
118.74,118.34,118.74,117.52
118.12,118.44,118.99,117.86
118.42,118.42,118.67,118.03
118.79,119.15,119.54,117.87
119.00,119.07,119.42,118.70
119.45,119.23,119.57,118.66
119.37,119.48,119.56,118.11
119.48,118.95,119.48,118.78
119.48,119.43,120.19,119.21
118.69,118.70,119.17,118.32
118.99,119.01,119.06,118.00
119.62,119.12,119.85,118.87
119.46,119.31,119.80,118.72
119.38,119.44,119.73,118.91
118.74,118.12,119.47,117.79
118.32,118.82,119.10,117.51
118.49,118.29,118.79,117.56
118.72,117.91,118.88,117.76
117.67,117.73,118.51,117.51
118.01,117.77,118.08,117.09
118.87,118.25,119.28,117.77
117.79,118.18,118.41,117.00
118.36,118.80,119.68,118.03
124.33,119.65,125.43,118.63
119.50,117.65,119.50,117.61
117.55,116.81,118.04,116.32
116.95,117.26,117.52,116.28
116.83,117.36,117.55,116.32
117.00,116.66,117.47,116.58
117.16,117.37,117.65,116.77
117.61,118.70,118.80,117.29
118.45,117.69,118.57,117.66
117.56,118.14,118.30,116.91
116.71,117.94,118.89,116.71
118.01,118.87,118.99,117.55
119.58,118.62,119.62,118.03
119.08,119.00,119.45,118.61
118.80,119.41,119.54,118.60
119.30,119.77,119.85,118.81
119.50,119.98,120.00,119.21
120.00,119.44,120.41,119.36
119.70,119.02,119.84,118.75
119.35,119.06,119.77,118.70
118.97,118.79,119.66,118.42
118.65,118.80,119.03,118.04
119.57,118.85,119.61,118.47
118.73,119.41,119.43,118.29
117.75,117.82,118.76,117.51
117.84,117.82,118.39,117.51
117.87,118.31,118.37,117.64
118.18,118.46,118.59,117.88
118.17,117.50,118.34,117.36
117.57,117.90,117.94,117.20
117.62,117.49,117.81,117.24
117.54,117.11,117.54,116.66
117.43,117.29,117.57,117.11
117.23,117.24,117.37,116.29
117.72,116.89,117.72,116.40
117.02,116.94,117.13,116.60
117.27,117.21,117.77,116.76
116.89,116.50,117.36,116.35
116.02,115.55,116.44,115.52
115.86,115.74,116.19,115.50
115.66,115.31,115.88,115.08
115.18,115.44,115.65,115.01
115.30,116.19,116.38,115.20
116.20,116.56,116.88,115.79
116.87,116.37,116.99,116.02
116.49,116.68,117.16,116.20
116.97,117.25,117.70,116.72
117.68,117.94,118.02,117.29
117.49,116.91,117.71,116.59
116.82,118.70,118.79,116.52
118.75,117.89,119.50,117.42
117.89,116.89,118.70,116.86
117.02,116.99,117.50,116.65
117.73,117.58,118.42,117.27
117.20,116.15,117.55,115.29
114.99,117.12,117.78,114.26
117.52,118.33,118.87,116.19
117.83,118.96,119.01,117.79
119.20,122.39,122.55,118.96
122.32,122.59,123.56,121.77
123.62,123.80,124.27,123.06
124.12,123.05,124.36,121.96
122.32,123.14,123.33,122.30
123.19,124.05,124.13,122.64
124.48,122.78,125.12,121.56
122.39,123.73,123.80,122.39
124.37,126.00,126.09,124.37
126.37,126.53,127.98,125.58
126.53,125.88,126.53,125.49
126.08,126.53,126.58,125.43
126.75,127.59,127.72,126.48
127.15,127.54,127.69,126.45
127.62,127.74,128.10,127.27
127.61,127.63,128.29,127.29
127.39,127.69,127.78,127.06
127.97,127.94,128.49,127.02
127.56,127.48,128.26,127.05
127.10,127.47,127.65,126.85
127.59,127.19,128.24,127.16
127.56,127.05,127.56,126.21
127.29,126.76,127.32,126.40
128.24,126.98,128.24,126.11
127.59,127.43,127.60,126.63
126.58,128.73,128.73,126.17
128.25,128.10,128.48,127.82
133.48,128.92,133.48,128.37
129.10,129.61,130.09,128.34
129.66,130.03,130.36,128.77
129.66,130.58,130.72,128.03
130.22,130.26,130.88,129.66
130.09,130.86,130.87,129.72
130.71,130.91,131.63,130.27
129.89,130.98,131.00,129.71
130.92,130.11,131.13,129.77
130.47,130.53,131.92,130.34
129.07,128.00,131.58,128.00
128.27,128.07,128.74,127.11
127.80,127.77,129.34,126.79
127.70,128.48,128.50,126.25
130.11,132.50,132.50,129.73
132.08,132.07,133.63,131.64
132.07,132.95,132.96,131.84
133.59,133.43,134.14,132.87
133.44,133.27,133.86,132.84
133.49,133.09,134.00,132.46
132.72,133.28,133.75,132.64
133.28,132.59,133.47,131.96
133.24,131.08,133.77,131.07
131.51,131.64,132.27,130.75
131.02,130.10,132.15,129.92
130.36,130.50,131.94,129.98
130.74,131.30,131.87,130.64
131.87,133.27,133.68,131.83
133.16,131.92,133.99,131.72
131.70,132.32,132.69,131.25
133.57,135.21,136.80,132.33
134.52,134.75,135.12,133.98
134.82,133.51,136.16,133.45
133.16,134.15,134.38,132.68
134.24,134.20,134.98,133.03
134.03,134.29,134.90,133.43
134.59,135.36,135.37,133.50
134.76,135.10,135.45,134.00
135.47,135.28,135.47,133.81
134.19,134.44,135.38,133.87
134.60,133.45,135.87,133.34
133.00,133.33,133.63,132.10
132.29,131.29,133.17,131.01
133.71,131.98,133.71,130.38
132.65,133.49,133.61,132.05
133.31,133.34,134.48,132.87
133.14,134.97,135.17,129.76
134.88,130.19,134.88,129.58
129.67,130.83,131.97,129.67
130.90,131.47,131.88,130.63
131.54,131.59,131.92,130.48
131.97,131.81,132.32,131.47
132.39,131.07,132.39,130.72
131.04,131.91,133.32,130.72
131.67,134.65,135.34,131.02
134.79,134.09,135.23,133.02
133.87,134.61,134.62,132.85
134.74,134.86,136.00,134.23
134.25,134.57,135.09,134.04
134.77,135.40,135.69,134.34
135.31,135.00,135.33,134.34
134.85,134.97,135.65,134.05
135.37,137.15,137.19,135.03
132.01,136.29,136.53,132.01
134.98,135.11,135.82,134.75
135.37,136.29,136.45,134.75
136.63,136.19,136.63,134.75
136.88,137.54,137.56,136.38
135.27,136.06,137.04,135.27
135.98,135.67,136.30,135.02
136.51,136.88,137.03,135.85
137.26,136.41,137.26,135.61
136.83,138.68,138.83,136.83
138.05,138.81,139.15,137.77
138.50,140.51,140.95,138.01
140.51,140.00,140.90,139.64
140.45,139.79,141.00,139.53
139.93,140.53,141.32,139.18
140.24,140.34,140.85,139.26
140.71,138.60,140.71,138.52
138.03,138.29,138.79,137.33
138.09,138.96,139.52,137.52
139.34,140.86,141.25,139.00
140.72,140.43,141.44,140.29
139.73,138.80,139.98,138.36
139.04,140.14,140.42,138.56
139.47,141.29,141.35,139.00
141.20,139.92,141.20,139.90
139.92,140.66,141.70,139.81
140.76,141.54,141.58,140.21
141.64,141.93,142.68,141.00
141.63,141.56,142.69,141.12
140.92,140.81,141.65,139.90
141.20,141.19,141.72,140.85
141.07,140.83,141.07,139.88
139.71,138.06,140.24,137.50
138.33,138.92,139.93,138.33
139.62,139.38,139.86,138.87
140.28,139.66,140.94,138.71
138.85,140.50,141.01,138.85
133.33,136.94,138.11,131.00
137.50,135.06,138.99,134.94
134.31,135.29,135.96,134.31
134.50,134.07,135.34,133.31
133.28,133.43,134.85,133.02
133.87,134.18,134.55,133.38
134.93,135.24,136.17,134.58
134.91,132.76,135.33,132.64
133.08,132.80,133.35,132.15
132.74,133.10,133.34,132.35
134.00,134.01,135.28,132.79
133.81,133.57,134.80,133.48
132.80,134.34,134.54,132.53
134.50,134.42,135.35,133.93
135.47,136.71,136.82,135.04
137.02,136.80,137.77,136.18
136.36,138.20,138.75,136.36
138.41,138.46,138.91,137.89
138.67,137.80,138.75,137.39
137.50,138.25,138.61,137.50
138.61,138.24,139.22,137.91
137.59,137.36,138.00,136.68
137.89,138.45,138.53,137.42
138.18,138.17,138.38,137.71
138.25,137.30,138.65,136.99
137.37,137.58,138.08,136.41
137.15,136.88,137.50,136.39
137.42,137.53,137.87,137.00
137.53,136.72,137.74,136.63
135.41,136.40,136.87,135.20
136.13,136.40,136.81,135.92
135.98,135.34,136.40,135.12
135.38,136.61,136.99,135.18
136.63,137.09,137.59,136.40
136.69,135.82,136.91,135.46
135.20,134.75,135.20,133.87
134.30,135.46,135.59,134.07
135.12,135.61,136.01,134.92
136.29,137.48,138.32,136.07
137.56,137.09,137.81,136.41
137.51,137.52,138.12,136.97
137.97,137.39,138.03,136.84
137.25,135.71,137.56,135.69
135.71,135.01,136.10,134.98
135.77,135.73,136.04,135.00
134.92,133.27,135.30,133.11
134.60,133.91,134.86,133.19
134.89,134.85,135.00,134.11
135.05,134.64,135.10,134.30
133.53,136.93,137.53,133.11
137.14,136.35,137.36,135.13
135.94,133.79,136.21,133.62
135.07,133.85,135.25,133.46
135.07,134.77,135.41,134.06
135.58,135.52,136.12,134.91
135.61,135.16,135.69,134.88
135.48,134.56,135.85,134.45
139.56,138.92,140.71,137.95
138.92,136.42,139.71,136.35
136.76,135.18,137.00,134.99
135.13,133.42,135.64,133.37
134.52,133.24,135.24,133.10
133.12,132.63,134.07,132.50
132.12,132.92,134.16,130.90
132.35,132.33,132.85,131.86
132.84,134.61,134.87,132.43
135.48,140.26,140.54,135.07
139.44,140.41,140.68,138.56
140.48,140.97,141.45,139.75
141.22,140.93,141.29,139.85
140.47,141.63,142.76,140.07
142.72,143.30,143.54,142.01
143.30,141.86,143.30,141.02
141.62,142.95,143.04,141.39
143.70,144.30,144.34,143.07
143.46,144.28,144.38,142.63
143.12,144.78,145.34,142.88
144.52,144.97,145.88,144.07
144.70,145.53,145.59,144.29
145.50,146.62,146.67,144.15
146.80,148.25,148.37,146.77
147.54,148.26,148.87,147.38
147.51,146.62,147.77,146.62
145.66,143.43,146.51,143.42
139.35,138.03,141.85,136.89
140.10,135.68,140.47,135.63
139.05,139.25,140.19,136.00
140.15,141.84,141.91,139.27
141.70,142.00,142.41,140.56
141.35,141.14,141.85,140.82
139.28,139.07,140.95,138.57
140.59,141.22,141.25,139.02
141.42,142.10,143.28,141.33
140.98,141.56,142.03,140.26
144.60,145.61,145.70,143.70
145.63,136.25,146.16,136.08
135.41,138.51,139.85,135.21
138.95,140.02,140.20,138.22
140.19,137.06,140.19,136.74
137.52,138.34,138.58,137.00
137.72,137.15,138.38,136.52
137.71,138.18,140.00,136.88
136.50,137.05,138.56,136.31
137.56,139.07,139.14,137.11
137.51,138.29,138.60,136.92
137.83,138.50,138.98,137.57
138.05,138.89,139.21,137.65
139.43,140.05,141.56,139.07
139.69,138.26,139.99,137.82
138.19,138.21,138.62,137.17
138.63,139.31,139.48,137.05
140.08,140.48,141.39,138.77
139.05,141.87,141.93,138.50
142.40,144.13,144.25,141.97
144.81,143.28,144.90,142.72
144.11,144.70,144.78,143.34
144.67,146.83,146.98,144.06
147.15,148.63,148.87,146.68
147.90,149.62,150.07,146.96
149.54,149.28,149.95,148.01
149.61,147.51,149.89,147.34
148.16,148.52,148.88,146.93
148.74,149.48,151.02,148.54
148.67,150.84,150.99,148.50
150.91,149.93,151.57,149.46
150.65,148.91,150.96,148.75
149.23,149.04,149.95,148.68
124.56,120.31,125.00,110.56
120.11,123.09,125.18,118.65
122.05,121.92,123.43,121.08
122.24,121.50,122.52,120.00
121.44,122.45,123.57,120.54
122.38,121.37,123.98,121.23
121.12,124.32,124.64,121.11
124.17,125.00,125.92,123.31
125.38,123.92,125.38,123.28
123.92,124.09,125.48,123.92
123.57,125.88,125.95,123.25
125.46,123.94,126.65,123.09
124.04,124.53,125.10,123.26
124.67,123.97,125.43,123.89
123.15,122.99,123.90,122.78
122.86,122.77,124.10,121.61
122.85,122.81,123.01,122.00
122.85,122.31,123.12,122.00
122.37,122.21,122.99,121.74
122.50,120.82,122.82,120.52
121.09,121.91,122.24,119.89
121.89,123.30,124.14,121.53
123.24,123.60,123.74,121.86
123.64,122.41,124.22,121.91
121.53,120.69,122.07,119.91
120.62,120.72,121.03,120.00
120.99,120.63,122.28,119.99
120.13,118.77,120.57,118.57
118.07,113.64,118.65,113.26
113.60,116.64,117.19,112.95
115.64,115.99,116.43,115.25
114.74,115.96,116.18,114.07
114.98,116.55,116.76,114.87
116.47,117.58,118.00,115.75
115.81,116.20,116.54,115.32
117.34,117.09,118.15,115.78
118.41,118.53,119.56,117.30
119.75,118.61,120.00,116.92
119.16,118.66,119.85,118.49
118.01,116.75,118.08,115.77
117.84,118.29,118.34,117.06
118.42,119.66,120.10,118.13
120.21,121.18,121.34,119.73
121.62,120.99,121.62,120.38
120.30,121.64,121.94,120.01
122.02,123.15,123.62,121.73
122.73,121.78,123.85,121.76
121.78,120.60,122.49,120.58
119.21,117.87,119.44,116.90
118.43,120.53,120.97,117.90
118.94,120.01,120.58,118.13
118.22,119.51,120.19,118.01
120.00,118.24,120.30,118.05
118.66,119.42,119.85,118.20
119.52,121.02,121.44,118.35
121.01,116.31,121.32,116.04
117.00,116.41,117.00,114.55
113.55,115.16,115.25,113.49
116.48,115.82,118.29,115.47
114.16,115.12,115.73,111.25
115.78,114.99,116.44,114.04
115.95,117.95,118.31,115.49
117.81,116.91,117.90,116.67
116.93,118.17,118.41,116.93
118.17,117.87,119.83,117.16
118.01,116.93,118.86,116.52
117.19,120.35,120.45,117.00
119.29,120.65,121.11,118.69
119.51,118.32,120.57,117.81
118.14,117.20,118.57,115.01
117.42,115.94,118.48,115.79
111.69,111.12,114.70,108.75
109.64,105.99,110.09,105.16
105.11,106.03,107.36,104.91
106.80,107.91,108.39,106.58
106.16,106.05,107.98,105.38
107.84,106.92,108.35,105.64
109.44,109.47,109.89,108.17
109.92,111.41,111.53,109.26
110.83,111.54,113.00,110.50
111.30,109.66,111.65,109.30
110.65,111.24,111.66,110.24
110.81,112.30,113.84,110.74
111.22,113.14,113.34,110.01
113.61,114.52,115.19,112.19
114.77,115.54,116.42,113.79
115.36,113.93,116.62,113.93
114.59,117.95,117.99,114.34
117.12,114.65,117.12,113.43
114.61,115.55,115.65,114.30
116.05,114.87,116.28,114.40
114.18,114.71,114.99,113.42
114.04,113.72,114.93,113.21
113.96,114.09,114.68,113.82
112.54,113.52,114.47,112.40
114.74,116.01,116.01,112.89
115.96,115.95,116.46,115.24
114.92,118.46,119.23,114.81
117.44,118.88,119.29,117.38
118.76,120.69,121.24,118.34
121.14,122.10,122.66,119.99
121.89,123.00,123.41,121.63
123.34,123.62,123.84,122.85
123.70,123.81,123.99,123.05
123.57,124.11,124.41,123.04
124.11,124.34,124.46,123.70
123.83,125.33,125.47,123.69
126.00,125.68,126.53,124.73
125.54,126.19,126.30,125.16
125.90,127.63,127.74,125.59
127.33,127.48,128.21,126.82
126.84,126.80,126.94,125.98
126.40,127.25,127.29,125.95
126.36,127.24,127.29,125.75
127.69,128.20,128.94,127.47
128.58,126.10,128.75,126.09
126.11,125.53,126.69,125.26
126.06,126.34,126.56,125.48
126.18,125.37,126.97,125.18
125.61,125.42,125.84,125.10
125.62,125.85,125.96,124.99
125.91,125.37,126.50,125.11
125.50,125.44,126.17,125.09
125.27,123.71,125.98,123.61
123.78,123.98,125.04,122.99
123.85,122.80,124.57,122.65
123.30,122.60,123.69,121.72
122.41,122.99,123.70,122.09
121.58,121.74,124.32,121.47
99.94,95.56,101.00,91.05
96.16,95.74,96.21,94.28
95.04,94.55,95.76,94.04
94.29,97.59,97.88,94.13
97.71,95.10,98.24,94.80
94.62,95.16,95.44,94.49
95.42,96.01,96.91,94.96
96.26,96.04,96.88,95.32
95.85,94.51,96.04,94.38
95.17,93.27,95.54,93.12
93.02,93.70,94.54,93.00
94.11,95.47,95.83,93.68
95.71,97.67,99.59,95.51
97.12,98.37,99.53,96.80
97.99,97.30,98.71,96.63
98.20,96.41,98.58,96.06
96.24,96.11,97.24,95.89
96.74,97.98,98.48,96.31
98.48,97.47,99.37,97.08
95.88,98.34,98.92,95.88
98.72,97.57,99.04,97.28
97.41,97.99,98.38,96.83
98.07,98.56,98.66,97.62
98.16,98.73,98.99,98.16
98.61,98.55,98.70,97.87
99.03,99.36,99.45,98.46
99.52,102.00,102.04,99.41
101.69,102.14,102.42,101.34
101.65,100.86,101.97,100.53
100.16,100.08,100.61,99.66
99.64,100.37,100.71,99.63
100.51,100.57,100.67,99.67
100.90,101.21,101.94,100.52
100.78,102.89,102.97,100.62
103.00,101.48,103.03,100.94
102.47,101.97,103.00,101.60
101.91,101.41,102.44,101.25
101.76,101.88,102.26,101.51
102.52,103.38,103.43,102.09
99.49,100.72,101.81,99.24
100.00,99.17,100.38,98.54
99.43,99.95,99.99,98.92
100.52,101.98,102.10,100.03
102.45,104.12,104.12,101.47
104.12,104.33,104.68,103.86
104.11,102.55,104.41,101.73
102.47,102.82,102.93,101.31
102.79,102.06,103.63,101.71
102.56,104.70,104.78,102.49
105.00,104.42,105.16,104.28
104.69,105.21,105.60,103.72
105.66,104.90,105.68,104.76
105.82,106.19,106.32,105.53
106.52,105.91,106.52,105.49
105.91,105.86,106.32,105.46
105.78,106.37,106.53,105.06
106.50,106.52,106.98,106.16
106.05,106.27,106.42,105.86
106.57,107.25,107.39,106.04
107.36,106.41,107.56,106.11
106.28,107.08,107.30,106.23
107.40,106.48,107.74,106.09
106.45,105.93,106.82,105.37
96.71,90.27,97.10,81.99
89.86,89.37,90.27,88.39
88.82,87.69,88.95,87.52
87.74,87.99,88.05,87.09
88.15,88.19,88.54,87.24
88.40,89.94,90.45,88.19
90.13,89.49,90.43,89.11
89.48,87.67,89.48,87.45
87.66,87.85,88.36,87.30
88.68,86.96,88.68,86.76
86.76,87.02,87.21,86.50
87.53,87.04,87.85,86.81
86.85,85.88,87.72,85.76
86.15,85.56,86.39,84.52
85.48,84.99,85.85,84.97
84.33,85.13,85.22,84.24
84.89,85.79,86.03,84.55
86.27,85.35,86.44,84.94
85.32,84.94,85.89,84.73
84.63,84.71,85.32,84.15
84.53,83.65,85.58,83.01
83.74,84.68,85.09,83.74
84.73,84.84,85.08,84.33
84.88,85.98,86.02,84.29
86.03,85.36,86.03,84.60
85.36,84.15,86.05,84.14
84.40,83.49,84.41,83.26
83.22,82.79,83.77,82.02
82.85,82.64,83.18,82.48
81.57,82.07,82.44,81.56
82.14,82.89,83.11,81.91
82.07,82.14,82.63,81.71
82.00,81.60,82.50,81.23
81.19,81.76,81.96,81.02
82.38,81.24,82.39,80.73
80.88,78.00,80.90,77.00
77.89,77.01,78.24,76.76
77.00,78.00,78.77,77.00
78.05,79.26,79.34,77.58
78.94,79.54,79.95,78.94
79.03,79.74,79.82,78.87
79.95,80.26,80.54,79.78
80.59,81.53,81.96,80.50
81.43,80.50,81.64,80.39
80.64,80.14,80.91,79.60
80.09,79.76,80.33,79.56
79.87,77.34,79.96,77.10
77.45,76.58,77.96,76.50
76.91,76.40,77.12,75.31
76.52,75.10,76.52,74.95
75.36,76.86,76.99,75.36
77.18,76.16,77.26,76.00
76.10,75.13,76.30,75.12
74.64,74.38,74.98,72.89
74.83,75.47,75.88,74.46
75.01,74.19,75.43,73.98
74.98,74.85,75.85,74.50
75.00,75.05,75.46,74.69
75.40,74.68,75.40,74.12
74.37,74.78,75.09,73.78
74.78,74.47,75.39,74.00
74.16,75.90,76.02,74.03
76.04,76.57,77.61,75.75
76.73,73.96,77.30,73.54
78.00,79.73,83.10,77.08
80.30,80.09,81.24,79.16
79.92,77.87,79.95,76.88
78.04,76.03,78.25,75.92
74.33,73.05,75.35,72.89
72.85,72.64,74.10,72.59
74.02,73.91,75.00,73.30
74.26,74.23,74.63,73.38
73.09,74.08,74.48,72.20
74.20,74.72,76.06,73.50
74.66,75.00,75.24,74.55
74.91,74.88,75.70,74.57
75.05,75.21,75.35,74.02
75.31,74.89,75.65,74.47
74.73,75.27,75.41,74.27
75.21,76.09,76.42,74.90
76.18,75.81,76.97,75.67
75.72,75.63,76.12,74.66
75.70,75.59,76.60,75.30
75.78,76.77,76.87,75.43
76.45,76.07,76.99,75.87
76.07,75.83,76.54,75.42
75.63,72.97,75.63,72.97
72.97,73.44,73.60,72.96
73.51,72.49,74.07,72.13
72.62,71.61,72.85,71.59
71.94,71.82,72.20,71.65
