TECH,Bio-Techne Corp - Common Stock,NASDAQ
67.60,67.70,68.39,67.30
68.03,69.19,69.50,67.98
68.79,68.81,69.62,68.42
69.28,69.44,69.60,68.78
70.00,69.07,70.00,69.00
69.40,69.02,69.51,68.79
68.89,69.08,69.75,68.83
69.56,69.69,70.90,69.30
69.93,69.94,70.56,69.37
69.63,69.64,70.52,69.31
70.12,70.64,70.74,69.32
70.70,71.21,71.21,70.36
71.36,72.23,72.41,71.02
72.30,72.34,72.98,72.14
72.98,73.25,73.82,72.84
73.16,73.72,73.98,72.76
73.63,74.40,74.49,73.31
74.47,73.64,74.47,73.19
73.97,73.34,73.97,72.99
73.61,73.61,74.43,73.00
73.34,73.66,74.21,73.34
73.56,75.83,75.88,73.22
75.85,75.11,75.85,74.86
75.25,75.41,75.82,74.81
75.48,75.32,76.00,74.32
74.95,74.52,74.95,74.10
74.44,73.99,74.53,73.67
74.41,73.65,74.55,73.38
74.00,73.74,74.24,73.45
73.99,76.02,76.93,73.83
75.76,75.99,76.66,74.75
75.72,75.59,75.86,75.20
75.08,74.04,75.08,73.60
75.07,78.67,78.74,75.07
78.57,78.57,79.20,77.74
78.42,79.18,79.51,77.90
79.14,78.01,79.24,77.23
78.97,77.42,78.97,76.50
77.19,77.02,77.42,76.53
76.57,74.11,76.84,74.06
74.00,75.01,75.28,73.96
74.75,74.68,75.60,74.36
74.58,74.91,75.29,74.39
74.99,74.48,75.15,74.24
74.72,76.74,78.58,74.47
77.22,76.55,77.59,75.85
76.60,77.73,77.93,76.60
77.08,76.29,77.70,76.09
76.14,77.41,77.54,75.21
77.38,78.02,78.21,77.16
78.16,77.51,78.51,76.89
78.12,76.53,78.29,75.75
76.51,76.73,76.96,76.28
76.69,76.32,76.91,75.90
76.35,76.23,76.88,75.43
76.56,78.08,78.22,75.86
78.23,77.51,78.26,76.57
77.49,77.40,77.94,76.33
77.25,77.09,77.31,76.27
76.99,77.52,77.60,76.47
78.08,78.36,78.91,77.29
78.53,77.00,78.53,76.41
77.05,77.76,77.89,76.06
77.68,77.72,78.34,76.14
80.33,81.28,83.83,80.09
81.29,80.26,81.59,80.14
80.00,79.12,80.00,78.74
78.98,79.44,79.65,78.66
79.40,80.01,80.16,79.21
79.50,80.16,80.40,79.45
79.66,80.06,80.46,78.60
80.06,81.84,82.06,79.77
81.34,80.57,81.47,80.07
81.62,80.44,81.62,79.84
80.69,80.68,81.00,80.07
80.09,79.15,80.31,79.15
79.30,78.38,79.69,78.33
78.46,77.53,78.46,77.14
78.19,79.64,79.64,77.42
79.45,80.87,80.90,79.21
80.39,81.86,81.93,80.33
81.92,80.64,81.92,80.25
80.78,82.39,82.55,80.78
82.65,87.25,87.28,82.65
87.25,86.69,88.13,86.18
86.53,86.85,87.67,85.95
87.24,87.82,88.44,86.70
87.39,88.33,88.38,87.07
88.86,88.64,88.99,87.90
88.90,88.34,89.31,88.16
88.36,87.47,88.36,87.07
88.32,87.69,89.99,86.91
88.57,88.11,89.47,87.07
87.97,87.39,88.48,87.26
87.67,88.65,88.69,87.01
88.73,87.74,88.78,87.69
87.51,86.96,87.96,86.75
87.15,86.28,87.49,85.86
86.13,85.41,86.90,84.61
85.77,87.20,87.37,85.18
86.98,87.35,87.68,86.61
87.04,86.68,87.04,85.61
86.29,86.95,87.11,86.08
87.00,87.74,88.07,86.60
87.71,88.10,88.77,87.37
87.96,88.08,89.28,87.46
87.89,86.79,88.46,86.73
86.78,86.92,87.37,86.40
86.92,87.04,87.38,86.73
87.00,86.95,87.10,86.67
87.00,86.56,87.39,86.26
86.84,85.99,87.09,85.52
86.38,85.93,86.52,85.33
86.29,85.54,87.16,85.49
85.57,84.97,86.34,84.88
84.76,84.85,85.30,84.07
84.70,85.00,85.31,84.53
84.73,85.82,85.93,84.59
86.22,87.28,87.39,85.35
87.41,87.71,88.10,86.36
87.26,87.44,88.02,86.71
87.53,86.04,87.53,85.93
86.02,86.55,87.08,85.15
86.90,86.76,87.40,86.00
86.96,88.95,89.22,86.96
89.07,88.75,89.24,88.41
88.69,92.33,92.54,88.36
92.30,91.97,92.78,91.42
92.14,92.52,92.98,91.79
92.77,93.02,93.95,91.99
93.18,93.50,93.87,92.83
93.84,93.80,93.97,93.16
93.82,94.19,94.37,93.48
93.91,94.30,94.71,93.71
94.49,94.67,94.78,93.76
93.05,94.19,94.61,92.49
94.69,94.69,95.31,93.79
94.87,94.61,95.15,93.69
94.98,94.66,95.06,94.15
94.48,95.49,95.61,93.81
95.83,95.43,96.96,94.66
95.35,95.56,96.24,94.91
95.09,94.67,95.48,94.28
94.86,96.01,96.04,94.45
96.28,96.09,96.84,95.51
95.77,96.00,96.34,95.31
96.12,95.38,96.12,94.96
96.15,95.29,96.16,95.13
95.25,94.13,95.43,93.57
93.63,92.80,94.68,91.90
92.18,90.45,92.78,90.26
89.17,89.66,94.42,88.95
89.80,91.58,91.78,89.80
90.48,88.92,91.04,88.86
89.91,92.24,92.51,88.01
90.75,90.87,91.44,89.35
91.08,87.58,91.59,87.14
86.49,85.08,87.28,83.03
84.88,83.74,84.88,82.51
84.00,84.80,85.35,82.82
85.21,85.80,86.36,84.82
88.67,88.56,88.87,86.82
89.55,89.03,90.18,88.87
88.94,87.69,89.27,87.56
87.00,89.02,89.15,86.93
88.94,89.30,89.32,88.35
89.66,91.36,91.82,89.19
90.94,89.70,92.63,89.50
89.77,89.59,90.12,88.14
89.62,88.89,89.62,88.34
89.21,89.18,90.28,88.74
89.53,89.39,89.53,88.26
89.75,89.01,90.07,88.17
88.82,88.97,89.15,88.20
89.14,88.84,89.79,87.27
88.23,88.47,89.56,87.42
89.70,89.50,90.45,88.91
89.64,89.30,90.50,88.41
89.62,88.67,90.16,87.99
88.80,89.04,89.91,87.26
88.96,90.30,90.77,88.20
90.25,89.64,90.86,89.06
89.36,89.97,90.29,88.23
90.12,86.90,90.31,86.59
86.70,86.89,87.76,85.69
87.49,88.82,89.56,86.93
89.12,89.04,90.41,88.77
89.37,88.24,89.60,87.64
88.33,87.19,89.10,87.05
87.57,86.37,88.03,86.00
86.42,86.58,86.94,85.85
86.97,87.20,88.24,86.54
87.80,86.50,88.44,86.44
86.70,87.09,87.63,85.55
87.34,84.62,88.48,84.52
85.52,85.37,86.32,84.78
85.92,86.25,86.64,84.86
86.30,87.13,87.37,85.43
86.99,87.11,87.62,85.94
87.70,85.33,88.08,85.26
84.84,85.04,85.31,83.96
85.18,85.71,86.15,84.35
85.84,87.39,87.43,85.38
86.67,86.15,87.36,85.89
85.38,84.18,86.94,84.16
84.93,84.72,85.63,83.58
84.81,85.06,85.23,82.63
85.86,85.93,86.19,84.92
85.54,85.83,86.12,85.27
85.89,85.54,85.99,85.12
85.53,86.21,87.09,85.53
86.07,85.67,86.54,85.30
85.93,85.32,85.93,84.30
84.93,83.88,85.55,83.86
84.93,90.84,92.58,83.83
91.16,90.66,92.04,88.12
90.81,89.31,91.50,89.07
89.50,88.86,89.62,88.58
88.97,88.67,89.00,87.80
87.93,90.64,90.75,87.58
90.22,90.22,91.62,90.05
90.61,91.46,91.46,89.95
91.18,90.21,92.45,90.15
90.07,91.03,91.18,89.18
91.63,92.45,92.92,91.04
92.56,90.63,93.06,90.49
90.70,90.36,91.15,89.95
90.20,87.83,90.20,87.09
87.83,88.02,88.59,87.20
87.83,88.64,89.14,87.65
88.73,87.86,88.75,86.99
88.00,87.96,88.85,87.25
87.94,88.55,89.25,87.82
88.50,88.32,88.76,87.68
88.86,90.43,90.55,88.33
90.68,90.27,90.92,89.80
90.67,88.68,90.97,88.49
88.47,87.79,88.61,87.08
88.25,87.34,88.27,86.52
87.26,86.95,87.26,85.96
86.98,86.82,87.70,86.10
87.06,87.12,87.26,86.14
87.22,86.55,88.69,86.37
86.57,86.66,87.56,86.03
86.68,87.69,87.75,86.33
87.54,87.55,88.05,87.09
87.48,88.31,88.81,87.00
88.39,89.45,89.65,88.39
89.46,88.72,90.87,88.60
89.50,90.55,91.87,89.16
90.74,90.31,90.90,89.56
90.66,90.17,90.85,89.71
90.37,92.03,92.07,90.28
91.75,91.78,92.68,91.00
91.44,91.17,92.13,91.05
90.94,91.10,92.16,90.59
91.03,91.32,91.59,90.14
91.30,92.16,92.21,90.72
92.14,92.57,92.69,91.46
92.68,94.22,94.63,92.37
93.65,93.65,94.26,92.95
93.99,93.29,93.99,92.96
93.15,91.60,93.65,91.45
91.65,91.21,91.65,90.35
91.59,91.17,92.13,90.72
90.03,91.27,91.69,89.24
91.27,91.17,91.82,90.33
91.93,91.30,91.93,90.83
90.83,91.08,91.48,89.64
91.52,89.66,91.60,89.30
89.42,89.24,90.24,89.03
89.64,91.16,91.23,89.17
90.73,90.47,91.03,89.55
90.88,91.24,91.46,89.66
91.72,92.27,92.35,91.06
92.50,92.03,92.78,91.20
91.95,92.63,92.78,91.14
92.61,93.50,93.55,92.32
93.33,93.81,94.48,92.94
94.28,93.86,94.88,93.30
92.96,93.32,93.68,92.30
92.94,93.10,95.40,92.20
93.28,93.16,93.28,91.38
92.68,92.87,93.28,91.96
92.49,93.12,93.38,92.22
93.08,93.67,94.64,92.76
94.03,94.16,94.78,93.12
94.25,94.70,95.15,93.19
94.83,94.35,95.29,93.70
94.81,96.03,96.13,94.81
95.54,96.69,96.73,95.53
97.00,96.19,97.00,95.34
96.85,96.60,96.92,96.01
96.81,96.25,97.15,95.89
96.00,95.38,96.30,95.14
95.51,95.64,95.82,94.70
95.89,95.62,96.60,95.45
96.38,95.99,96.73,95.37
96.46,95.52,96.86,95.35
95.40,94.47,96.50,93.75
94.36,95.06,95.23,93.55
95.49,95.52,96.11,95.08
95.98,96.21,97.15,95.70
96.61,95.62,96.89,95.21
95.66,95.07,96.04,94.83
95.24,95.18,95.59,94.39
95.27,96.55,96.60,94.97
96.59,96.06,96.60,95.80
95.91,95.68,96.60,95.36
95.52,94.38,95.99,93.98
94.55,92.84,94.55,92.44
93.03,92.31,93.03,91.56
92.34,93.99,94.19,92.12
93.88,94.32,94.95,93.83
94.63,94.11,94.73,93.70
94.54,93.81,94.69,93.15
93.75,94.50,94.63,92.29
93.97,93.16,94.52,93.05
93.44,94.52,94.56,92.90
94.00,93.44,94.00,92.36
93.76,93.59,94.39,93.07
92.64,93.78,94.16,92.10
93.58,93.55,94.25,92.65
93.51,92.82,93.78,92.22
93.29,93.64,94.24,92.87
94.01,94.22,95.61,93.58
94.45,93.23,94.91,92.81
92.72,91.54,92.88,91.36
91.71,92.35,92.63,90.73
92.08,90.53,92.24,90.43
90.43,89.34,91.21,89.24
89.49,88.03,90.13,87.99
88.44,87.77,88.87,86.65
86.67,88.51,89.17,86.01
87.03,90.01,90.31,86.52
91.29,90.85,91.60,90.00
90.86,90.53,90.86,89.19
91.66,93.85,93.90,90.98
94.30,93.11,94.54,93.01
94.11,93.24,94.21,92.82
93.13,93.72,93.79,92.43
93.67,94.32,94.69,93.55
92.13,90.90,93.84,88.28
90.66,91.64,95.89,90.49
91.64,91.78,92.28,91.00
93.39,91.05,93.60,90.55
91.47,91.09,92.89,89.69
91.21,90.69,93.55,89.70
91.53,90.64,91.69,89.92
90.33,91.17,91.49,89.95
90.87,90.72,92.08,90.05
91.08,91.10,91.33,90.29
91.34,91.71,92.07,90.30
91.19,92.02,92.15,90.86
92.34,92.10,92.57,91.64
92.24,90.64,92.24,89.95
90.39,90.14,90.99,89.94
90.00,90.36,90.77,89.22
90.67,89.17,90.67,89.12
88.62,89.76,89.78,88.62
90.62,90.26,90.76,89.75
90.68,91.95,92.43,90.42
92.43,91.00,92.60,90.45
90.88,91.55,91.70,90.17
91.89,91.61,93.33,91.46
91.65,90.25,92.16,90.06
90.47,90.11,91.33,89.53
89.89,90.25,90.50,89.85
90.42,89.99,90.78,89.60
90.43,89.81,90.43,89.28
89.71,90.69,91.51,88.71
90.07,90.11,90.87,88.88
92.61,90.72,92.76,89.71
91.27,92.14,93.62,91.18
92.42,93.06,94.32,91.58
93.15,91.55,94.13,91.10
91.06,90.21,91.78,90.12
89.56,91.34,91.44,89.43
92.20,93.66,93.70,91.38
94.00,93.82,94.37,92.84
93.49,93.88,94.48,92.85
94.43,93.25,94.97,92.49
93.42,94.33,94.58,92.84
94.50,94.88,95.89,94.50
94.75,94.13,95.60,93.62
93.87,93.40,94.14,92.80
93.73,92.40,94.65,92.27
93.01,91.44,93.60,90.41
90.99,90.34,91.80,90.00
90.74,89.55,91.07,89.21
90.33,90.76,92.74,89.28
91.54,91.51,92.79,91.37
91.31,91.78,92.51,91.31
92.05,91.52,92.97,91.50
92.31,92.49,94.14,90.73
91.75,93.08,93.14,90.91
93.56,91.59,94.15,91.52
91.64,93.06,94.18,91.64
93.21,93.33,93.96,92.16
92.90,93.05,94.21,92.50
93.41,93.66,94.06,91.56
93.43,93.40,94.08,92.94
93.19,93.45,94.00,92.55
93.24,93.15,94.30,92.42
93.96,93.10,94.00,92.78
93.48,94.23,94.37,92.41
93.86,93.02,95.01,92.42
93.56,93.06,93.86,91.05
91.30,90.25,93.73,88.68
89.26,90.06,90.75,87.24
90.48,91.25,91.45,89.85
91.16,90.04,91.62,89.72
90.07,89.78,90.99,89.22
90.08,91.50,91.65,89.20
91.34,91.36,91.87,90.32
91.93,92.78,93.00,91.14
93.05,94.61,94.74,91.81
94.17,95.83,96.22,93.89
95.58,96.02,96.47,94.83
96.14,95.65,96.38,95.22
95.75,96.36,96.50,94.80
96.71,97.68,97.68,96.02
97.46,97.48,97.86,96.79
97.48,98.69,98.95,97.00
98.48,98.52,99.15,97.24
98.50,97.53,99.13,97.28
96.72,98.31,98.35,96.64
97.80,97.39,98.07,96.95
97.48,97.54,98.18,96.51
98.24,97.81,98.80,97.18
97.67,97.48,97.67,96.30
97.67,97.05,98.20,96.28
96.17,95.65,96.90,95.59
95.96,96.89,96.94,94.38
97.09,96.45,97.43,95.89
96.48,96.56,97.72,95.92
97.17,97.50,98.98,97.00
97.42,97.66,97.93,96.25
97.39,98.34,98.59,96.66
98.44,100.53,101.23,98.07
101.00,101.16,101.60,99.91
101.16,100.71,101.43,99.34
100.75,100.60,101.16,100.19
100.50,98.75,100.56,98.25
97.83,98.47,98.83,96.63
98.30,99.04,99.54,97.60
99.81,100.64,100.85,99.35
100.39,100.29,101.01,99.84
100.28,99.95,100.28,97.92
100.54,98.52,101.40,98.34
98.42,100.41,100.58,98.17
100.25,98.90,102.26,98.50
99.15,99.51,99.93,98.29
99.15,99.83,99.92,98.55
99.78,99.99,100.36,99.12
100.00,100.07,100.74,99.31
100.00,99.96,100.56,99.20
100.25,100.14,101.43,98.96
100.22,100.86,101.27,99.32
100.38,101.03,102.04,99.55
101.40,101.75,102.15,100.43
102.21,101.78,102.85,101.31
102.14,101.86,102.36,101.02
101.87,102.73,102.82,100.38
103.00,100.85,103.00,100.73
101.40,98.61,101.79,97.69
98.76,98.70,99.57,96.09
98.71,98.40,99.89,97.83
98.27,95.96,99.01,95.55
96.57,96.73,97.54,96.16
96.88,96.85,98.12,96.20
96.85,97.49,98.92,95.50
97.60,98.35,98.49,95.37
97.79,97.79,98.86,97.14
98.59,98.57,99.45,97.45
98.61,98.27,98.79,97.70
98.18,98.56,98.76,97.44
98.51,98.89,99.89,98.24
99.13,100.92,101.18,98.47
100.93,101.02,101.66,100.02
100.68,102.19,102.23,100.35
102.02,102.59,103.19,102.02
102.80,102.75,102.81,101.66
103.05,102.76,103.09,101.81
102.53,102.61,103.38,102.04
102.27,102.04,102.74,101.65
102.59,102.34,103.56,101.81
102.13,101.95,102.15,101.45
101.65,101.25,102.00,100.80
101.22,100.50,101.82,100.34
100.54,100.18,101.66,99.50
100.51,100.18,101.45,99.82
100.17,100.20,100.94,99.31
99.71,98.75,99.71,98.52
98.96,99.33,99.87,98.09
99.06,98.27,99.42,98.02
98.56,99.10,99.67,97.96
99.57,99.95,100.03,98.71
99.26,99.34,99.74,98.72
98.74,98.09,98.88,97.06
97.81,97.76,98.20,97.50
98.26,97.93,98.26,97.42
97.82,99.61,99.76,97.61
100.03,100.44,100.84,98.88
100.96,101.19,101.24,99.35
101.20,101.36,101.38,100.23
101.39,99.47,101.39,99.30
99.82,100.15,100.26,98.76
100.43,100.29,100.59,99.11
99.91,98.12,100.39,97.93
98.43,98.47,99.04,97.92
98.93,97.54,99.11,97.02
96.89,96.54,97.47,95.66
96.13,97.88,98.04,95.78
98.12,97.42,98.77,96.18
96.80,96.45,98.12,95.55
96.85,97.23,97.54,96.24
97.90,98.78,99.04,97.60
99.48,100.65,100.90,99.03
100.76,102.65,103.45,100.76
102.87,103.28,103.93,102.50
104.11,104.57,105.15,103.22
104.84,103.87,104.84,103.32
104.19,104.51,104.81,103.30
104.31,105.02,105.10,104.28
104.55,107.17,107.31,104.00
107.71,107.48,107.97,106.55
107.48,107.25,108.66,106.63
106.87,107.22,107.74,106.23
107.83,108.95,108.98,107.03
109.17,109.68,109.96,108.16
109.48,110.01,110.24,108.34
110.45,109.38,111.55,109.02
109.71,110.00,110.66,109.26
110.07,109.78,110.58,108.99
110.43,111.06,111.43,110.20
113.32,109.93,114.56,109.06
109.55,108.49,111.10,106.57
109.23,108.95,110.39,108.41
108.18,107.96,109.10,107.29
106.79,106.51,108.08,105.35
106.06,106.00,106.56,105.66
106.11,105.65,106.50,104.86
105.45,106.50,106.60,104.84
106.27,105.79,106.85,105.45
105.60,105.31,105.66,104.86
104.43,103.70,104.69,103.53
102.74,101.51,104.38,101.50
97.82,94.66,98.93,94.60
96.97,93.26,101.34,93.17
94.94,95.50,98.92,93.19
96.51,96.50,97.51,95.47
96.13,96.00,96.89,95.60
95.85,94.48,96.61,94.20
92.81,91.95,93.51,91.55
92.68,93.00,93.57,91.88
93.20,92.04,93.95,91.91
91.20,92.24,92.73,91.14
93.51,94.37,94.62,92.29
95.02,93.28,95.02,93.10
93.28,94.76,95.08,93.23
94.75,95.46,95.92,94.50
95.62,95.82,96.15,95.33
95.90,96.71,96.90,95.54
96.87,95.70,97.03,95.28
95.80,96.33,97.36,95.53
95.06,95.03,96.41,94.27
95.52,94.84,96.75,93.82
93.63,95.13,95.28,93.63
95.05,94.63,96.43,94.38
94.18,93.72,94.24,92.38
94.32,90.83,94.47,89.06
90.75,88.93,90.97,87.49
88.92,90.83,92.90,88.90
91.87,92.46,93.09,91.00
92.65,91.08,93.49,89.84
90.11,93.54,93.65,89.06
94.17,93.73,95.44,92.39
93.40,93.14,93.96,92.17
93.48,94.26,95.58,92.35
94.24,93.69,94.53,92.47
93.96,94.42,94.83,93.10
94.69,95.30,95.68,93.71
94.68,93.21,95.55,93.01
93.50,91.57,94.61,91.05
91.40,93.80,93.91,91.32
93.85,94.97,95.71,93.21
94.51,95.91,96.73,94.46
95.66,95.74,96.31,95.04
96.43,95.87,96.81,94.27
96.07,93.08,96.07,91.26
93.76,95.51,95.96,93.18
95.40,95.60,96.29,94.86
95.48,95.94,96.42,94.81
93.12,87.45,93.12,83.90
86.25,87.34,88.71,86.01
87.48,88.20,88.61,87.14
88.31,90.43,91.45,88.19
90.00,89.41,90.68,89.08
89.59,89.04,89.84,88.39
89.03,88.91,89.94,88.04
88.68,89.60,89.68,88.00
89.19,88.80,89.56,87.97
88.03,90.51,90.55,88.03
90.89,89.08,90.89,88.99
88.50,87.08,89.41,86.97
86.86,87.00,88.19,86.31
86.64,87.70,88.04,86.64
87.84,88.14,88.81,87.30
88.37,91.69,91.93,88.06
91.53,90.14,92.50,89.51
90.49,90.02,91.07,89.80
90.07,91.31,91.93,89.04
90.53,90.40,91.56,89.26
90.56,91.41,91.87,89.45
91.37,92.63,92.77,91.37
92.69,91.21,93.05,90.75
91.41,91.50,92.83,90.75
91.63,92.01,92.37,91.15
92.12,91.64,92.29,91.15
91.76,92.14,93.00,90.80
91.89,91.82,92.19,90.82
91.08,91.94,92.53,89.67
91.54,90.40,92.14,90.06
90.54,90.46,92.98,89.62
89.79,88.19,89.79,88.02
88.09,89.07,89.94,87.98
89.65,89.02,90.03,88.29
89.34,90.62,90.76,87.36
90.33,89.62,91.20,89.47
89.76,88.14,89.88,87.82
88.45,87.88,89.33,87.03
88.04,89.02,89.10,86.89
89.51,89.88,90.32,87.85
89.60,91.21,91.51,89.60
91.05,91.64,92.45,90.12
92.20,91.85,93.89,91.44
91.83,91.21,92.67,90.83
90.84,90.00,91.32,89.99
89.07,88.23,89.07,86.47
88.30,87.97,88.95,87.00
86.88,87.70,87.82,86.29
86.57,87.15,87.55,85.77
87.63,85.76,87.63,85.21
86.09,84.26,86.09,83.28
84.82,85.24,85.91,83.77
85.42,82.42,85.79,82.22
82.93,83.53,84.98,81.79
81.93,83.32,83.90,81.21
83.26,82.15,83.75,81.49
81.10,82.39,83.55,79.95
81.66,82.65,83.97,81.32
83.50,85.87,86.08,82.86
84.80,82.69,85.50,82.35
82.62,84.01,84.19,81.71
83.85,83.33,85.28,82.94
84.01,81.22,84.01,80.46
81.20,82.69,82.79,80.94
82.05,81.81,86.82,81.01
89.75,86.25,90.76,85.06
87.12,85.83,87.20,83.60
85.29,84.80,86.81,84.06
84.42,87.53,87.57,82.80
86.55,84.98,87.20,84.22
84.00,84.69,86.40,83.49
85.07,84.90,89.94,83.88
83.58,83.38,90.18,82.00
84.55,84.58,89.05,83.10
85.54,87.46,87.95,84.00
87.88,87.77,88.46,86.61
87.84,87.13,88.46,86.59
86.63,88.43,88.90,86.11
89.33,88.47,89.43,86.97
88.25,86.55,89.29,86.41
85.87,86.80,89.97,84.66
86.89,87.05,87.79,86.47
87.54,86.95,88.85,86.50
86.77,85.84,88.12,85.72
86.18,89.99,90.00,85.34
89.60,90.45,93.52,87.66
90.13,91.00,91.47,90.13
91.30,92.57,95.10,90.58
91.95,93.27,93.81,91.86
92.75,92.26,93.14,91.96
92.59,92.32,92.60,90.74
92.84,92.32,94.05,91.91
93.03,94.24,94.47,92.59
94.13,94.28,95.00,93.88
93.78,92.10,94.33,91.47
91.70,93.41,93.45,91.70
93.32,93.42,96.83,91.17
92.96,94.73,96.02,92.72
94.47,94.79,95.77,94.05
94.71,94.82,95.78,94.03
94.56,92.81,94.78,92.65
92.37,93.87,93.95,92.37
93.97,92.98,94.49,92.29
92.72,93.99,94.09,92.42
94.57,95.56,95.91,94.04
95.82,94.52,96.32,93.84
93.90,95.50,95.88,93.51
95.29,94.65,95.81,94.19
93.30,92.15,94.39,92.06
92.48,94.81,95.25,92.41
94.33,93.87,95.48,93.65
94.38,93.08,94.38,92.46
93.68,92.04,94.85,91.92
92.00,91.98,92.45,91.55
92.67,92.64,93.47,91.70
92.76,91.84,92.76,91.73
91.96,92.93,93.26,91.52
92.84,93.97,94.28,92.34
93.87,92.65,94.97,92.34
92.56,92.58,93.41,91.67
92.81,93.92,94.23,92.54
93.82,94.82,95.04,92.94
94.48,93.09,94.58,92.47
93.11,93.69,93.84,91.74
93.45,93.99,94.44,92.84
93.64,92.56,94.68,92.15
92.25,93.18,93.45,91.45
93.11,93.30,94.68,91.52
95.01,100.55,103.86,95.01
101.10,99.94,101.59,98.84
100.38,100.40,102.14,99.65
100.15,100.91,101.06,99.28
100.64,101.85,102.86,99.76
102.16,101.95,102.94,100.73
101.37,101.29,102.99,100.89
101.21,101.18,101.72,99.59
100.82,101.90,102.44,100.41
102.23,103.10,103.58,100.93
103.17,102.51,103.95,102.04
101.92,102.61,103.86,100.28
102.18,103.00,103.71,101.22
103.61,104.42,104.74,103.04
104.65,105.10,105.56,103.56
105.63,106.81,106.89,104.68
106.83,107.10,108.18,105.96
106.99,107.16,108.01,106.33
106.93,109.61,109.93,106.44
109.97,109.88,110.84,109.12
109.30,111.36,112.21,109.02
111.45,111.70,112.81,111.21
111.46,110.61,111.46,109.58
110.44,112.11,112.38,108.21
112.10,112.92,113.36,109.70
113.14,114.18,114.35,112.28
113.48,113.82,114.62,112.97
113.12,113.08,113.99,112.65
112.49,112.34,113.47,112.05
111.99,112.52,112.59,111.61
112.44,112.64,113.30,111.82
112.31,112.74,112.94,111.50
112.50,110.14,113.79,109.67
111.67,110.95,111.84,110.73
110.70,110.80,112.15,110.35
111.33,111.19,111.98,110.84
111.95,112.74,112.86,110.82
110.21,111.46,111.86,109.26
110.61,107.68,110.90,107.53
108.15,109.13,110.02,107.76
110.13,108.98,110.13,108.41
109.33,112.77,112.88,108.50
112.73,112.24,113.96,111.71
112.05,112.46,113.39,112.05
112.80,112.95,114.34,112.06
113.83,115.17,115.38,112.92
115.72,115.17,117.42,114.43
115.66,114.42,115.94,114.01
115.17,114.63,115.82,114.10
114.63,114.33,115.27,113.92
114.50,111.88,114.50,111.72
111.84,110.92,113.00,110.51
111.27,111.64,112.04,110.93
111.23,110.88,112.04,110.70
111.00,111.48,112.24,110.89
111.76,110.89,112.09,110.28
111.21,110.75,111.32,110.54
111.00,110.42,111.20,110.25
110.24,110.39,111.00,110.07
110.27,110.71,111.24,109.27
110.56,110.78,111.19,110.25
110.58,112.42,113.09,110.11
112.89,113.78,114.25,112.06
113.89,112.70,113.91,111.99
112.41,112.65,113.01,112.04
113.02,112.47,113.40,111.97
112.70,112.62,113.54,111.96
112.41,111.58,112.41,111.24
111.40,111.26,111.99,107.12
111.33,111.04,111.72,110.07
111.31,111.62,111.82,104.24
111.54,110.89,111.54,109.74
111.13,111.46,112.04,111.12
111.09,110.33,111.31,110.17
109.22,112.15,114.23,108.29
111.82,106.59,111.82,106.34
106.38,107.15,107.48,105.70
106.86,107.19,107.70,105.48
106.78,106.63,107.69,106.56
106.61,104.94,107.34,104.45
104.30,105.09,106.00,103.99
105.07,105.68,106.24,104.89
106.05,106.03,106.75,105.06
105.49,104.50,106.42,104.22
104.12,105.35,105.81,104.12
105.16,106.53,107.52,105.16
107.00,106.88,107.44,106.65
106.88,107.30,107.85,104.00
107.10,109.90,110.16,106.91
110.12,110.52,111.06,108.73
109.67,106.12,110.50,106.09
105.55,107.88,108.02,105.55
106.87,105.58,106.87,104.77
105.66,107.01,107.11,105.26
107.06,109.69,110.07,106.55
108.96,107.48,109.59,107.46
108.04,109.34,109.99,107.76
109.62,108.63,110.00,108.41
108.96,107.49,109.26,106.42
107.76,109.51,109.66,107.37
109.05,108.34,109.24,107.93
107.67,108.25,109.99,107.62
108.07,109.37,110.20,108.04
109.24,108.71,109.24,107.76
108.45,108.26,110.34,108.17
108.42,109.50,110.17,107.71
109.37,109.66,110.34,109.00
109.72,110.36,111.12,109.06
110.87,110.89,111.88,110.37
111.00,111.17,111.56,110.13
111.38,110.96,111.64,110.66
111.57,110.99,112.20,110.85
110.27,106.71,110.27,105.14
106.99,105.17,107.33,104.76
104.28,105.70,105.99,104.03
106.16,105.70,106.57,105.58
106.11,105.09,106.11,105.01
105.97,105.22,106.49,104.64
105.20,104.72,105.20,104.29
104.45,105.94,106.42,104.45
105.91,104.94,105.91,104.41
104.85,105.52,106.10,104.85
105.54,102.84,105.54,102.69
102.77,101.50,105.09,101.01
101.98,101.19,102.17,100.70
101.06,101.02,102.90,100.23
101.05,103.99,105.98,100.47
104.39,101.33,104.39,100.10
100.94,100.28,101.68,100.20
103.28,99.28,103.28,99.08
99.54,99.44,100.33,98.92
100.23,100.79,101.04,99.94
100.70,100.75,101.57,99.87
101.29,103.82,106.10,101.29
106.04,105.31,107.69,104.02
104.78,106.49,107.11,103.98
107.08,106.55,107.57,105.55
106.78,106.12,107.53,105.85
105.93,105.07,106.04,104.10
105.06,105.44,106.32,104.61
105.36,104.78,106.21,103.81
105.30,104.62,105.30,103.47
105.07,105.27,105.98,104.09
104.64,106.28,106.45,103.14
106.74,107.14,107.94,106.45
107.33,105.96,107.74,105.16
106.06,106.88,108.55,105.41
107.39,105.36,107.39,105.07
106.07,105.87,106.26,104.37
106.12,105.40,106.29,104.68
106.15,106.36,108.03,105.74
