APC,Anadarko Petroleum Corporation Common Stock,NASDAQ
84.86,83.11,85.24,82.68
83.63,83.44,83.90,82.10
82.27,82.97,84.16,80.44
83.99,85.08,85.41,83.78
85.85,86.34,86.80,84.79
87.05,86.03,87.49,85.98
85.45,85.93,86.75,85.17
86.33,86.79,87.85,86.21
86.86,86.77,87.91,86.44
86.69,86.93,87.06,86.08
87.48,88.38,88.53,87.00
88.72,88.30,89.20,88.09
88.77,88.36,89.36,88.28
88.54,88.62,89.62,88.13
89.94,90.61,90.80,89.29
90.30,90.70,90.85,89.43
90.67,89.11,90.68,89.08
89.22,88.24,89.37,87.84
88.43,88.88,89.49,88.36
89.31,90.26,90.32,89.31
90.57,92.85,92.86,90.27
92.45,91.05,92.90,91.05
91.11,91.15,91.51,90.70
91.37,89.53,91.37,89.30
89.60,89.49,90.22,88.75
88.70,88.51,89.19,88.11
88.56,88.65,88.94,87.75
88.60,88.80,89.25,86.57
89.14,88.52,89.61,88.35
89.47,90.40,90.59,89.47
90.15,90.46,90.71,89.64
90.17,90.85,91.15,90.12
90.42,89.12,90.67,88.60
88.95,89.23,89.41,88.24
89.63,90.48,90.63,88.64
90.42,89.80,90.65,89.14
88.93,89.14,89.77,88.51
89.16,89.11,89.32,88.10
88.93,88.98,89.31,88.30
88.20,89.20,89.88,87.57
89.88,91.52,91.94,89.45
91.19,88.95,91.23,88.78
89.13,89.79,90.47,88.82
89.43,88.54,89.79,88.33
88.92,89.26,89.83,88.52
89.55,89.80,89.89,88.86
91.95,91.02,92.10,90.74
90.20,90.88,91.92,90.19
91.25,92.58,93.14,91.25
92.05,91.65,92.70,91.58
91.61,91.42,92.18,90.78
92.43,92.71,92.87,91.70
92.58,92.16,92.83,91.95
92.29,92.75,93.00,92.22
92.78,93.01,94.00,92.21
93.14,94.02,94.13,93.14
93.92,93.40,94.15,92.38
93.62,94.67,94.67,93.00
94.55,95.53,95.73,94.11
96.69,94.70,96.75,94.45
95.78,93.36,95.81,93.13
93.18,93.67,94.27,92.70
93.73,94.96,95.10,93.69
95.25,94.80,95.60,94.22
94.78,93.69,94.98,93.40
93.45,94.11,94.38,92.65
94.12,94.71,96.01,93.70
94.42,94.83,95.76,94.36
94.98,94.48,95.25,93.42
94.18,94.53,94.65,93.54
93.27,92.99,93.69,92.50
92.89,93.44,94.45,92.50
93.14,94.68,94.70,92.38
94.33,92.98,94.79,92.82
93.14,93.90,94.10,92.73
93.27,93.60,94.89,93.05
93.66,92.12,94.32,91.88
92.77,92.11,93.57,91.60
93.39,94.41,94.57,92.38
93.81,95.46,95.98,93.69
94.53,95.75,96.13,94.27
95.50,95.83,96.68,95.08
96.59,97.53,98.13,96.39
97.43,96.75,97.58,96.05
97.19,97.42,97.82,96.16
97.71,96.03,98.23,95.87
96.00,95.36,97.26,94.59
94.57,92.28,94.62,91.92
92.28,94.29,94.55,91.27
94.31,96.15,96.18,94.26
96.27,96.58,96.98,95.60
97.10,97.76,97.90,96.67
97.97,96.01,98.47,94.53
96.04,95.29,96.31,93.74
95.44,94.39,95.99,93.29
95.34,95.93,96.54,94.25
94.71,92.86,94.94,92.41
93.72,92.02,94.21,91.51
92.54,89.95,92.62,89.47
89.53,90.97,91.34,89.52
91.15,91.15,91.76,90.56
90.93,89.93,90.93,89.67
89.55,91.22,91.37,89.30
91.14,91.08,91.27,90.34
90.99,90.93,91.63,89.90
91.23,90.38,91.30,90.03
90.53,90.70,91.51,89.50
91.35,90.54,91.68,90.14
91.40,92.27,92.48,90.98
92.74,92.04,92.74,91.52
91.96,90.52,91.96,89.90
90.33,90.57,91.02,89.24
90.22,88.60,90.53,88.16
88.53,88.82,89.84,87.66
88.92,88.51,89.12,88.09
88.57,89.50,89.70,88.00
89.50,88.61,89.51,88.01
88.21,87.99,89.05,87.75
88.67,86.65,89.02,86.37
86.66,86.19,86.84,85.43
86.19,85.26,87.28,85.19
85.27,83.59,85.37,83.41
83.71,83.67,84.86,83.50
73.70,78.30,78.32,73.60
78.53,79.07,79.90,78.29
78.90,79.11,79.76,78.68
79.09,79.65,79.71,78.00
79.53,79.02,79.59,78.80
78.96,78.77,79.53,78.63
79.11,78.49,79.28,78.31
78.50,78.40,78.59,78.26
78.49,78.22,78.51,77.89
78.30,79.40,79.69,78.17
79.33,79.09,79.86,78.80
79.04,79.32,79.59,78.54
79.03,78.56,79.03,78.01
78.71,78.31,79.23,78.14
78.37,78.34,78.67,77.80
78.85,79.84,79.92,78.17
79.86,79.04,80.00,78.67
79.15,79.08,79.41,78.15
78.99,79.83,79.89,78.50
79.50,78.37,79.82,78.19
78.40,80.84,80.99,78.40
81.13,81.72,82.38,81.02
81.54,81.32,81.74,80.60
81.86,80.06,81.90,80.02
80.65,81.19,81.73,80.63
81.67,83.72,83.97,81.55
83.35,82.88,83.35,82.07
82.57,81.09,82.80,81.09
81.11,80.45,81.42,79.92
79.58,81.11,81.49,79.04
80.36,81.29,81.61,79.97
81.46,81.45,81.98,80.50
80.49,80.69,81.24,80.32
80.73,78.17,81.37,78.15
78.96,80.03,81.47,78.85
80.49,79.13,80.49,78.92
79.36,78.90,79.91,78.69
79.28,80.17,80.27,78.71
80.18,80.93,80.97,79.43
80.80,82.01,82.42,80.08
82.05,81.69,82.62,81.23
80.64,81.52,82.25,80.18
81.62,81.54,82.00,80.76
81.70,83.57,83.57,81.70
83.06,83.73,84.39,82.86
83.47,83.21,83.62,82.74
83.21,82.31,83.55,82.27
83.01,83.39,85.21,82.95
83.26,83.51,83.52,82.02
83.30,82.23,84.60,82.00
82.15,83.04,83.27,82.07
83.22,84.16,84.98,83.13
83.92,84.40,85.77,83.75
85.04,86.03,86.40,84.60
86.09,85.41,86.49,85.30
86.71,86.52,86.76,85.58
86.83,85.26,86.86,85.04
85.06,84.87,85.21,84.23
85.04,82.84,85.38,82.51
82.52,82.23,83.34,82.08
82.22,81.57,82.39,81.52
81.60,82.00,82.17,81.42
82.20,82.22,82.62,81.66
82.49,83.30,83.46,82.24
83.37,82.40,83.45,82.04
82.24,83.75,83.81,81.71
84.02,83.59,84.12,82.65
84.03,82.78,84.43,82.38
83.54,83.12,83.66,82.72
83.61,83.15,84.44,83.13
83.55,83.49,84.21,82.65
84.00,84.94,85.28,83.75
85.24,84.76,86.03,84.56
84.88,86.56,86.58,84.54
86.23,86.47,86.99,86.15
86.63,99.02,100.00,85.95
102.15,101.05,103.50,99.81
99.14,96.89,100.85,96.71
97.05,98.40,99.02,96.85
98.73,99.48,99.69,97.93
99.32,96.58,99.78,96.13
96.31,96.48,97.67,96.12
96.99,97.31,98.27,96.31
97.51,97.94,98.59,96.94
98.55,98.25,99.30,97.92
98.67,98.96,99.71,97.91
99.01,99.02,99.30,97.67
98.76,98.97,100.09,98.45
99.00,98.98,99.38,98.40
99.34,100.19,101.29,98.96
99.86,99.50,100.24,99.13
100.11,99.36,100.16,98.50
100.04,100.12,100.70,99.67
99.31,99.02,99.46,98.02
99.15,99.55,99.56,98.46
99.70,99.57,100.68,99.07
99.04,99.49,99.80,97.63
102.74,102.73,104.84,101.79
103.29,101.90,104.38,101.72
101.85,100.01,101.90,99.84
100.17,100.58,100.72,99.20
101.06,101.06,102.37,100.93
101.60,100.88,102.00,100.62
102.82,101.53,103.15,101.09
101.28,99.55,101.29,98.18
99.40,99.07,99.58,98.59
98.98,100.04,100.09,98.85
99.53,99.03,100.02,98.69
99.56,100.67,101.08,99.40
100.67,101.58,102.44,100.16
101.76,101.35,102.19,101.11
101.58,101.33,102.21,101.08
101.64,102.00,102.85,100.45
102.06,103.31,103.50,101.59
103.10,102.86,103.92,102.41
103.23,102.51,103.37,102.26
102.44,101.84,102.62,101.61
101.85,102.04,102.30,101.37
101.40,102.21,102.43,100.48
102.32,102.33,102.50,101.43
102.51,103.07,103.50,102.14
102.93,103.92,104.36,102.93
103.21,108.32,109.00,103.21
107.50,107.73,109.29,106.91
107.97,109.37,109.42,106.26
108.95,108.36,109.95,108.15
108.14,107.41,108.66,106.88
107.39,109.58,109.66,107.09
109.82,110.22,110.28,108.82
111.24,111.55,111.89,110.47
111.62,111.10,112.06,110.38
111.12,107.39,111.36,106.86
107.77,109.57,109.70,107.50
109.87,109.09,109.98,108.02
108.95,109.50,109.58,108.20
108.77,109.47,110.09,108.60
110.72,109.33,110.72,108.38
109.04,107.63,109.75,107.38
107.93,107.58,108.50,107.26
107.60,106.79,107.64,106.56
106.49,107.49,107.68,105.98
107.61,107.50,107.64,106.62
105.98,106.14,106.78,105.21
106.00,104.78,106.06,104.45
105.53,105.92,106.33,105.15
109.25,109.72,110.31,107.61
110.30,112.53,112.80,109.45
112.26,108.11,112.50,107.96
108.07,108.33,108.77,107.56
108.60,108.87,109.30,106.78
109.33,108.32,109.51,108.28
108.66,110.81,111.11,108.18
110.45,111.00,112.11,110.11
110.44,109.21,110.44,109.04
109.41,107.65,109.57,107.38
107.55,109.23,110.15,107.25
111.47,109.87,113.00,108.76
109.14,106.85,109.14,106.00
105.87,105.62,106.89,104.50
106.60,110.73,112.19,106.02
110.17,108.10,110.40,107.27
107.79,106.90,108.50,106.50
107.48,107.12,107.75,106.00
107.03,109.23,109.34,106.59
109.27,108.51,110.23,108.38
107.79,106.06,107.79,105.66
106.65,106.51,107.39,105.91
106.60,105.89,106.86,105.33
106.40,108.21,108.29,105.97
108.16,108.85,108.93,107.25
109.12,109.89,110.18,109.00
109.99,110.02,110.23,108.87
110.30,110.73,110.93,109.01
110.43,109.74,110.65,109.00
110.20,111.97,112.08,110.01
112.16,112.05,113.51,111.92
112.29,110.50,112.29,110.32
110.02,111.08,111.23,109.84
110.47,112.69,112.76,110.47
112.08,111.57,112.93,110.87
112.48,111.48,112.99,111.16
111.94,108.51,112.00,107.99
108.78,109.87,109.93,106.93
108.37,107.02,108.64,105.96
106.57,106.35,107.77,105.50
106.63,106.70,106.79,105.01
106.20,107.39,107.52,105.18
107.12,105.46,107.19,104.59
105.28,106.24,106.55,104.08
105.95,107.01,108.14,105.74
106.88,106.64,107.76,105.91
107.40,105.80,107.78,105.07
106.23,105.13,106.58,105.07
104.02,103.54,104.30,102.26
103.44,103.02,105.23,102.87
102.88,104.82,105.09,101.46
104.42,102.28,104.64,102.27
102.15,103.96,104.74,101.70
102.24,104.25,104.52,102.03
103.95,101.44,104.05,100.40
101.44,99.26,102.68,98.37
98.23,98.67,99.48,96.32
98.79,98.70,100.28,97.45
99.11,97.19,99.95,97.11
96.54,95.38,97.95,95.36
93.98,95.93,96.02,92.10
95.17,90.00,95.23,89.31
89.72,88.37,91.45,86.74
87.88,85.25,88.97,85.15
86.51,84.66,87.69,83.64
83.02,85.46,85.89,80.98
83.12,89.57,90.39,83.12
91.08,88.52,93.66,87.41
88.38,90.67,90.67,88.14
92.71,92.09,93.11,90.42
92.71,89.97,94.08,89.80
91.29,92.17,93.20,90.34
91.52,90.98,92.25,90.01
88.59,88.32,89.22,87.33
88.82,90.35,90.47,88.07
93.90,91.32,95.98,89.93
90.87,89.46,91.17,89.01
88.29,91.78,92.50,87.38
92.53,90.74,94.32,90.62
89.72,89.12,90.09,87.79
90.50,91.32,92.10,89.32
90.17,93.51,93.54,89.97
93.83,94.31,95.22,93.61
95.04,92.34,95.94,92.06
93.55,93.01,93.83,91.68
92.39,91.42,93.46,91.26
90.45,89.46,91.38,88.40
90.25,90.19,90.68,88.56
89.70,88.97,90.00,88.41
88.57,89.39,90.27,88.31
89.83,90.26,90.82,88.69
90.64,92.47,93.12,90.31
94.37,93.28,94.75,92.50
92.72,92.48,93.72,91.68
92.85,89.98,92.98,89.51
88.95,88.46,89.53,87.80
81.93,79.15,82.28,78.66
78.76,78.73,79.90,76.85
77.72,79.15,80.47,76.90
79.83,80.67,81.89,79.62
79.50,79.38,79.97,78.26
79.06,79.07,79.92,77.50
77.61,76.67,78.11,76.09
76.04,78.41,79.03,75.94
76.71,75.63,76.87,74.64
75.77,75.25,77.28,75.07
73.81,73.34,75.80,73.01
74.19,72.01,74.94,71.80
71.34,73.69,76.35,71.00
74.92,78.60,79.47,74.26
80.98,81.01,81.98,77.90
81.94,84.86,84.93,80.63
83.25,83.65,84.08,81.82
84.61,84.24,85.21,83.22
83.39,83.08,83.92,81.71
84.14,83.19,84.47,82.73
83.86,83.83,84.73,82.58
83.46,83.54,83.99,82.57
82.30,82.50,83.64,81.29
80.97,82.29,82.74,80.73
80.87,75.80,80.87,75.04
75.37,75.24,77.39,74.39
76.59,76.44,78.17,75.73
77.49,78.91,79.05,76.63
78.91,79.14,79.63,77.70
77.40,75.05,77.40,74.66
75.10,75.80,76.54,74.61
74.52,77.35,77.46,73.82
78.90,75.48,78.95,75.41
76.83,78.45,78.80,76.38
77.87,77.77,77.98,76.18
78.80,80.74,80.84,78.28
81.14,81.52,81.56,78.87
81.12,81.44,83.13,80.82
81.79,82.66,83.01,80.01
82.24,82.65,84.14,81.40
82.40,79.18,82.77,78.97
79.91,80.14,80.50,77.95
79.49,81.75,82.51,78.67
83.00,82.77,83.60,80.76
85.21,85.60,86.89,84.24
83.91,83.07,84.98,82.46
84.21,83.68,84.78,83.02
84.51,82.70,84.70,82.27
83.19,83.46,84.55,82.94
83.39,84.34,84.50,81.67
82.94,85.61,85.73,82.41
87.01,87.31,87.69,85.96
88.50,89.44,90.10,88.09
88.39,88.67,89.40,87.98
87.44,86.87,88.76,86.44
82.84,86.10,86.98,82.84
86.00,85.45,86.50,84.85
84.57,85.52,86.30,83.95
86.25,85.89,86.62,85.01
85.65,86.41,86.97,85.10
85.45,85.24,86.19,84.57
85.70,84.23,85.70,83.84
83.38,82.02,83.90,81.36
81.88,82.78,83.69,81.51
82.97,83.35,83.60,81.33
83.32,82.84,83.34,82.41
81.83,81.73,82.17,80.63
81.49,80.77,82.78,80.61
79.72,78.99,81.05,78.99
79.23,79.49,80.23,78.78
79.84,78.19,79.93,78.01
77.55,78.42,78.53,77.00
77.85,80.64,80.74,77.52
80.15,80.44,81.25,79.74
79.97,82.59,83.18,79.67
81.04,80.43,82.28,79.91
80.91,81.95,83.50,80.91
82.27,81.04,82.73,80.99
81.34,81.41,81.75,80.53
82.22,82.34,83.15,81.31
83.50,83.20,84.04,82.46
82.81,82.19,82.84,81.93
83.18,83.85,84.08,82.52
83.05,82.81,83.77,82.55
83.76,83.86,84.96,83.49
83.30,84.55,85.37,82.92
85.04,85.86,86.60,84.80
85.93,85.44,86.83,85.40
86.70,86.12,87.22,85.38
86.71,88.90,89.60,86.51
90.00,90.10,90.11,88.74
90.49,88.68,91.10,88.54
89.65,90.83,90.91,89.21
91.08,94.54,94.65,90.77
94.56,93.94,94.99,93.72
93.43,93.68,93.81,91.39
93.90,93.66,95.94,93.34
93.31,92.56,94.22,92.12
93.09,93.04,93.62,91.90
93.10,93.46,94.72,92.96
92.94,92.65,93.34,92.20
93.69,93.16,94.02,92.80
93.00,93.66,94.35,92.73
93.30,93.90,95.00,92.84
94.20,94.10,94.72,92.76
93.93,93.92,94.30,92.82
94.43,93.73,95.20,92.79
93.67,89.32,95.75,89.06
90.62,89.66,91.75,89.14
89.69,88.77,89.75,87.68
89.64,88.56,89.71,87.41
88.87,86.32,88.87,86.21
86.32,86.19,87.04,85.50
87.53,85.11,87.53,84.62
85.31,84.49,86.05,84.36
83.95,84.67,85.29,83.09
84.44,84.98,85.06,83.73
84.23,83.56,84.56,83.40
83.52,83.40,84.05,82.89
83.77,85.60,85.66,83.50
84.53,86.17,86.55,84.34
85.27,84.18,85.72,83.81
84.50,84.15,85.32,83.50
84.31,83.92,84.74,82.83
84.24,83.61,84.53,83.37
83.96,83.84,84.14,83.25
84.48,84.79,85.43,82.88
84.55,83.92,85.36,83.87
83.11,83.40,83.85,82.68
83.01,84.49,85.20,82.82
83.78,82.96,84.70,82.69
83.84,83.22,84.70,83.10
84.55,84.61,84.79,83.81
84.55,83.93,84.95,83.72
83.43,83.12,83.50,82.75
82.45,82.67,83.36,82.36
82.52,83.61,83.84,82.52
84.42,83.03,84.71,82.64
83.58,82.89,83.69,82.73
82.11,81.82,83.07,81.67
82.42,81.97,82.44,81.27
82.24,82.22,82.69,81.66
82.06,81.45,82.63,81.26
81.70,80.73,81.82,80.68
80.67,81.36,81.39,79.82
80.09,78.59,80.79,78.50
79.11,78.06,79.30,77.75
78.26,77.18,78.70,76.56
77.38,76.78,77.99,76.72
75.60,76.38,77.45,75.17
76.65,77.92,78.33,75.29
77.53,75.47,77.62,75.11
76.84,76.08,77.32,76.00
76.75,75.71,77.39,75.39
75.63,75.70,76.49,75.38
75.50,76.37,76.64,75.34
75.62,75.20,76.71,74.84
76.15,74.69,76.15,74.33
74.53,73.88,74.63,73.35
73.61,72.62,73.65,72.29
73.15,73.37,74.12,72.88
72.83,72.66,73.61,72.35
72.80,72.54,73.07,71.65
72.40,71.61,72.54,71.03
70.56,69.99,71.51,69.72
70.21,72.85,73.40,69.40
74.95,76.28,77.50,73.75
76.20,76.63,77.27,75.52
76.10,74.35,76.16,74.10
73.61,73.22,74.64,72.80
73.94,74.30,74.57,73.63
75.40,74.01,76.29,73.91
73.67,76.15,76.39,73.15
75.85,73.05,76.76,72.64
73.32,75.70,75.73,73.03
74.11,75.47,75.67,73.36
75.33,78.10,78.59,74.44
77.19,76.24,77.75,76.09
76.26,76.25,77.25,75.93
76.00,76.54,77.15,75.62
75.99,76.64,77.26,75.97
75.87,72.38,76.49,71.96
72.42,71.05,73.14,70.73
70.46,68.78,71.23,68.78
60.40,65.55,67.94,58.10
67.98,63.99,68.24,63.97
65.51,65.16,65.93,63.59
66.88,69.01,70.20,66.50
68.66,70.94,72.31,68.52
69.64,71.58,72.25,67.85
69.64,68.29,70.30,67.65
69.29,69.53,69.58,67.07
69.85,69.51,71.32,68.74
68.35,68.34,69.07,67.61
69.12,69.70,69.79,67.69
69.70,67.20,70.73,67.06
67.33,67.21,67.75,66.06
66.20,65.65,66.39,64.76
65.60,65.00,65.64,64.48
65.35,65.72,66.49,65.21
66.43,69.14,69.26,66.40
69.07,68.57,70.04,68.20
67.37,65.47,67.70,65.00
66.27,65.86,66.73,65.06
64.51,64.81,66.38,64.33
65.07,63.18,65.48,63.18
63.10,63.70,64.24,62.51
64.44,62.67,64.74,62.03
61.87,59.43,61.97,59.31
59.04,59.04,59.84,58.29
59.74,60.39,60.48,59.07
61.34,60.95,62.33,59.75
60.34,64.11,64.27,60.10
65.08,66.49,66.99,64.44
66.72,68.65,68.78,66.29
70.00,69.14,70.50,67.45
69.01,72.33,72.73,68.76
72.47,72.40,72.85,70.91
72.46,71.09,72.74,69.97
70.53,70.58,72.12,69.78
70.64,71.57,72.26,70.49
71.42,72.96,72.99,70.78
73.56,73.39,73.87,71.72
72.44,72.31,72.94,71.71
72.12,73.29,73.77,71.81
72.77,71.55,73.20,71.43
72.05,73.00,73.24,71.51
72.32,72.03,73.08,71.30
71.66,69.00,71.89,68.74
67.50,65.29,67.81,65.00
65.29,65.55,67.05,63.64
65.27,67.58,68.17,64.83
67.78,66.88,67.92,65.62
65.84,67.38,67.72,65.62
67.80,70.84,71.74,67.77
70.85,70.22,72.10,68.86
69.71,70.10,71.74,69.42
69.50,68.60,70.03,67.90
68.93,67.90,69.92,67.40
67.47,63.42,72.24,63.00
64.48,61.01,64.75,60.22
59.88,58.50,60.86,58.35
58.49,60.05,61.09,57.86
60.12,62.11,62.52,59.54
61.84,61.12,61.86,60.16
61.69,61.74,62.56,60.55
61.15,59.64,61.34,58.85
59.85,58.74,59.85,58.49
58.75,60.35,60.84,58.35
60.90,62.02,62.49,60.85
61.30,61.13,62.24,61.03
60.52,60.71,61.02,60.13
60.88,59.90,62.00,59.80
60.09,60.50,61.19,59.75
59.89,58.77,60.85,58.25
59.45,58.14,59.88,57.79
57.41,56.81,57.95,55.87
54.78,53.68,54.91,52.77
52.43,51.82,53.15,51.22
51.98,50.83,53.52,50.35
50.57,51.23,52.40,49.89
50.01,49.55,50.23,48.71
49.12,47.59,49.59,47.35
48.23,48.80,49.20,47.72
48.74,47.67,49.23,47.30
48.64,46.73,48.99,45.91
46.47,45.67,47.38,45.67
45.87,46.55,47.72,44.50
46.60,48.55,48.84,46.36
49.55,51.50,51.56,48.75
51.40,51.22,51.74,50.64
50.22,49.69,50.57,49.05
50.57,49.73,50.88,49.26
48.79,48.38,49.93,48.33
48.22,48.58,49.05,47.97
48.51,49.13,50.00,48.06
49.43,48.52,49.49,47.75
46.73,43.77,47.10,43.72
41.95,40.11,42.90,39.80
40.61,40.56,41.90,39.80
40.56,37.75,40.62,37.52
38.57,37.33,38.68,36.16
38.06,34.86,38.31,34.00
35.13,35.00,35.68,33.66
32.96,32.02,33.93,31.85
32.05,30.85,32.84,30.45
30.24,30.54,31.18,28.16
30.36,33.55,33.81,30.03
35.25,35.48,36.40,34.52
34.60,32.31,35.65,32.25
33.23,34.59,34.71,32.47
34.01,35.53,36.64,33.52
37.85,37.25,38.77,36.50
37.66,39.09,39.32,37.27
38.54,38.25,38.68,36.76
37.65,39.26,40.61,37.63
39.94,42.49,42.52,39.15
42.52,41.36,44.06,40.60
40.38,40.77,41.72,39.46
37.89,40.05,40.35,37.54
38.90,37.24,39.59,37.05
37.15,37.39,38.08,36.04
35.95,35.68,36.54,34.67
36.49,37.81,38.26,35.79
38.92,39.09,39.20,37.71
39.80,40.50,41.83,39.56
40.85,37.03,41.16,36.93
36.00,35.35,36.00,34.24
36.41,37.35,37.43,36.17
36.75,35.30,37.05,35.15
34.40,36.21,36.37,33.85
37.16,37.64,38.61,36.93
38.69,38.02,39.47,37.97
38.07,37.95,38.39,36.86
39.16,40.11,40.64,37.65
39.84,42.65,42.69,39.73
42.24,42.98,43.45,41.76
43.44,45.26,45.90,42.20
44.98,45.10,45.81,44.20
44.55,41.14,44.64,41.00
42.01,42.32,43.49,40.63
41.80,42.50,42.57,40.02
44.35,46.29,47.13,44.10
45.25,46.31,47.15,45.05
45.59,47.02,47.08,44.81
47.32,48.71,49.08,46.50
49.51,49.26,50.39,48.96
49.69,48.76,49.94,47.84
48.83,48.61,49.14,47.08
48.05,48.01,49.17,47.86
47.47,46.29,48.31,46.16
44.88,46.27,46.50,44.34
46.61,45.63,46.71,45.21
44.67,46.23,46.38,44.40
46.97,46.39,47.43,45.48
46.13,46.57,47.37,45.86
45.07,45.81,46.14,45.01
45.92,44.59,46.64,44.38
44.00,44.10,44.99,43.78
44.04,45.71,46.01,43.52
45.42,45.75,46.27,45.09
47.49,48.29,48.52,47.10
48.77,47.53,49.15,47.47
47.89,50.11,50.54,47.55
49.75,49.32,50.47,48.70
49.67,49.46,49.88,48.60
49.25,48.91,49.85,48.28
46.97,50.13,50.62,46.75
50.74,50.53,51.88,50.12
50.44,50.66,51.62,49.73
50.62,50.03,50.92,49.11
50.14,52.55,52.73,50.05
52.13,51.09,52.38,50.40
51.44,52.36,52.66,50.75
53.03,54.78,55.46,53.03
54.36,53.20,55.44,53.03
53.83,52.76,54.59,51.63
52.62,51.95,52.70,50.90
50.67,50.10,52.15,49.11
49.10,47.02,50.40,46.93
48.26,46.10,48.34,45.87
45.64,46.56,47.68,45.22
46.07,44.99,46.49,44.81
45.29,47.01,47.05,45.17
46.61,47.92,48.80,46.38
48.60,48.25,49.67,47.43
47.35,47.72,49.11,47.35
48.51,49.17,49.84,48.48
49.30,49.74,50.43,48.95
49.67,48.94,50.23,48.51
48.02,49.22,49.52,47.51
49.60,49.30,49.83,48.72
48.89,49.20,49.48,48.29
49.55,50.24,50.44,48.95
50.77,52.09,52.28,50.77
53.00,52.28,53.00,52.01
51.91,51.53,51.98,51.01
51.95,51.86,53.00,51.54
51.08,52.40,52.51,50.72
51.53,51.69,51.84,50.60
51.82,51.44,52.21,50.76
52.00,53.28,53.45,51.93
53.67,55.22,56.00,53.40
56.24,55.18,57.00,54.90
54.32,54.48,55.12,54.08
53.55,53.00,53.85,52.86
52.51,53.08,54.01,52.18
52.63,53.70,53.80,52.41
53.49,53.38,54.24,52.75
52.53,53.30,53.44,51.63
54.44,54.86,55.15,54.10
55.89,54.85,56.26,54.65
54.74,55.51,55.75,54.24
55.39,54.39,55.63,54.34
55.25,55.52,55.60,54.34
52.66,52.83,53.30,51.96
52.08,49.50,52.22,48.67
50.99,51.13,51.38,50.33
52.12,53.19,53.66,51.90
53.10,53.25,53.61,52.06
53.79,54.89,55.14,53.10
53.41,53.61,53.88,52.54
53.11,55.19,55.25,53.07
55.93,55.22,57.35,54.64
56.24,55.91,56.85,55.47
56.17,55.86,56.59,55.35
56.88,57.42,58.04,56.80
57.43,56.10,57.60,55.49
56.83,55.52,56.92,55.43
55.83,55.01,55.88,54.69
54.73,55.10,55.24,53.95
54.88,53.85,54.97,53.46
53.36,54.52,54.79,53.03
54.56,54.17,55.47,53.79
54.90,54.64,55.10,54.26
54.13,53.87,54.42,53.10
53.26,54.74,54.77,53.16
55.07,53.80,56.09,53.08
53.80,53.36,54.68,52.96
52.78,54.53,54.62,52.32
53.88,51.85,54.00,51.44
52.37,51.63,52.99,50.37
51.78,52.68,52.68,51.11
52.39,51.27,53.10,51.06
51.42,52.77,53.05,50.23
53.33,53.05,54.25,53.03
53.29,52.75,53.49,52.13
53.09,52.63,53.69,52.40
53.16,54.01,54.41,52.45
54.39,54.28,55.06,54.00
54.92,54.60,55.04,54.25
54.52,54.15,54.57,53.09
54.09,54.38,54.46,53.59
54.80,55.94,55.95,54.41
55.64,54.83,55.70,54.48
54.05,54.27,54.30,53.44
54.25,56.05,56.20,54.06
55.65,54.16,56.04,53.95
54.39,55.15,55.41,53.81
55.23,55.26,56.07,54.84
54.92,56.22,56.25,54.68
57.18,55.78,57.18,55.32
55.27,53.47,55.35,53.25
53.12,53.54,54.02,52.60
54.28,56.49,56.77,54.12
56.55,57.19,57.29,56.15
57.50,57.18,58.50,56.83
57.92,59.06,59.25,57.78
58.26,57.77,58.90,57.44
57.22,57.79,58.23,56.49
56.06,57.59,58.17,55.92
57.90,55.62,59.06,55.37
56.74,56.93,57.29,55.94
56.04,57.52,57.68,55.80
58.18,57.52,58.52,57.42
57.50,58.28,59.16,57.24
59.50,61.06,61.25,59.39
62.00,61.21,62.55,60.45
60.80,59.50,61.59,58.54
59.68,58.54,60.08,58.46
58.16,58.27,58.49,57.28
58.86,61.27,61.56,57.96
61.21,62.58,63.35,61.01
63.17,63.36,63.84,62.50
63.18,63.42,63.72,62.32
63.98,63.47,64.13,62.53
64.36,64.14,65.05,63.83
64.56,63.85,64.92,63.12
64.05,63.46,64.37,62.97
64.29,64.39,64.95,63.96
64.20,63.72,64.54,63.30
63.42,63.93,64.33,62.92
64.02,64.07,64.37,62.72
64.50,63.37,64.73,63.17
63.23,62.51,63.35,61.93
63.46,62.97,63.65,62.30
63.80,63.93,65.08,63.63
63.33,63.76,63.91,62.41
63.26,63.54,63.86,62.81
63.40,62.99,63.59,61.77
62.81,61.05,63.30,60.98
60.48,60.90,62.11,60.04
61.46,61.42,63.50,60.51
61.46,61.46,62.00,60.48
61.46,59.44,61.46,59.35
60.15,59.95,61.42,58.78
59.50,60.14,60.66,58.70
60.51,60.25,60.87,59.63
60.02,58.62,60.55,58.59
59.96,60.21,60.32,59.27
59.60,59.73,60.31,59.32
59.50,61.19,61.64,58.94
60.98,61.87,62.24,60.47
61.60,61.04,62.01,60.56
60.84,60.50,61.20,59.08
61.58,62.56,63.01,61.06
62.50,61.94,63.50,61.63
62.54,61.45,63.09,60.90
61.43,61.51,62.34,61.22
62.87,64.03,64.79,62.67
64.03,64.05,64.29,62.30
63.55,65.00,65.47,63.39
64.40,63.75,64.76,62.97
64.57,62.00,64.57,61.88
60.64,60.16,60.75,59.04
63.86,69.15,69.48,63.72
70.77,68.59,71.10,68.20
68.41,68.56,69.47,68.05
69.50,68.29,69.81,68.18
