ALV,Autoliv,NASDAQ
78.03,77.71,78.53,77.58
75.28,75.33,75.88,74.67
75.17,74.71,76.13,74.14
72.16,73.58,74.41,71.34
74.26,74.07,74.69,73.74
74.96,75.46,75.63,74.72
75.47,76.77,77.30,75.46
76.63,77.39,77.85,76.62
76.66,77.70,77.91,76.57
77.48,77.70,78.43,77.42
77.40,77.68,77.96,77.16
78.28,79.21,79.69,77.70
79.63,78.78,79.81,78.66
79.00,79.16,79.45,78.93
79.19,80.02,80.02,79.19
80.90,81.29,81.36,80.35
81.09,81.80,82.10,80.84
81.69,82.23,82.24,81.60
82.14,81.56,82.37,81.04
82.94,83.30,83.31,82.29
83.23,84.39,84.73,83.14
83.98,82.13,84.16,81.87
81.11,81.48,81.55,79.87
81.16,80.94,81.76,80.80
81.51,80.88,81.58,80.60
80.96,80.90,81.22,80.33
80.94,80.73,81.16,80.41
80.84,80.70,81.05,80.44
80.68,81.46,81.59,80.58
81.47,81.77,82.47,81.47
82.78,83.05,83.11,82.45
82.34,83.14,83.26,82.33
83.04,82.89,83.23,82.76
82.50,82.50,82.83,82.34
82.11,82.19,82.56,81.81
82.97,83.60,83.70,82.92
83.33,82.97,83.96,82.83
81.99,83.26,83.28,81.88
83.46,84.12,84.28,83.08
84.27,83.98,84.64,83.50
82.80,82.58,82.92,82.19
82.82,82.80,83.52,82.58
82.16,81.87,82.73,81.65
82.22,82.43,82.69,81.76
81.86,81.27,82.63,81.16
82.24,82.73,82.90,81.99
83.14,83.07,83.26,82.62
82.70,82.05,83.17,81.91
81.54,80.21,81.56,80.21
80.09,81.10,81.64,80.04
80.87,80.98,81.70,80.83
80.70,80.98,81.01,80.28
82.14,81.84,82.53,81.44
81.46,83.03,83.41,81.42
83.34,83.73,83.98,83.13
84.03,83.88,84.76,83.03
84.84,85.19,85.53,84.76
86.05,86.11,86.46,85.80
86.95,86.03,86.96,85.76
85.63,85.11,85.85,84.81
85.39,85.21,85.58,84.70
86.77,86.44,86.92,86.06
86.93,86.63,87.44,86.45
87.26,88.06,88.73,86.53
89.01,88.80,89.32,87.99
88.56,88.17,88.69,87.74
88.65,87.90,88.65,87.08
88.16,88.71,89.60,88.16
88.69,88.62,89.29,88.18
88.53,88.23,89.12,87.92
88.26,87.74,88.41,87.62
87.32,87.39,87.90,86.66
87.99,88.32,88.61,87.50
87.76,88.61,88.77,87.17
89.71,89.31,89.92,88.28
89.21,89.81,90.19,88.90
88.29,88.73,89.23,88.15
88.90,86.70,88.94,86.63
87.04,87.32,87.74,86.34
88.27,89.44,89.47,88.19
89.60,90.38,90.42,89.49
89.90,90.61,90.68,89.73
90.67,90.56,91.28,90.20
91.24,91.38,91.70,90.96
91.75,92.66,92.72,91.57
92.87,93.21,93.45,92.70
93.31,92.58,93.52,92.41
93.57,93.72,94.02,93.07
93.59,94.41,94.48,92.74
90.25,92.14,92.17,89.70
92.29,91.89,92.31,90.80
91.40,90.78,91.82,90.69
90.71,90.24,90.87,89.60
90.13,89.02,90.50,88.46
89.15,89.23,89.98,88.78
88.85,89.20,89.74,88.54
89.26,90.52,90.54,89.12
90.05,90.43,91.06,89.94
91.02,90.90,91.31,90.51
91.01,88.57,91.17,88.52
89.03,90.33,90.38,88.96
90.39,89.91,90.57,89.90
88.98,89.04,89.38,88.78
88.14,89.68,89.69,88.06
89.83,90.27,90.48,89.58
90.37,91.10,91.29,90.04
91.11,90.13,91.37,90.01
90.41,89.55,90.58,89.25
90.07,89.73,90.25,89.26
89.69,90.59,90.77,89.66
91.13,92.06,92.34,90.83
92.06,92.01,92.49,91.86
92.56,93.01,93.12,92.39
93.34,93.24,93.82,93.18
93.17,92.86,93.50,92.76
92.16,91.81,92.88,91.67
91.93,90.96,92.16,90.72
90.48,90.52,90.86,89.79
90.89,90.94,91.42,90.80
91.94,91.43,91.94,91.13
91.33,91.74,91.91,91.33
91.31,91.31,91.70,90.90
91.23,89.83,91.27,89.73
89.27,89.11,89.63,88.86
89.30,89.25,89.81,89.02
89.35,90.15,90.21,89.33
89.88,89.98,90.28,89.27
90.25,90.55,90.67,88.93
90.22,89.27,90.44,88.99
89.50,90.14,90.33,89.37
91.16,90.91,91.27,90.80
90.81,90.99,91.41,90.81
91.44,91.64,92.00,91.30
92.43,91.52,92.43,91.39
91.87,91.78,92.22,91.40
91.83,91.80,92.40,91.50
90.86,89.92,90.91,89.34
90.35,89.73,90.50,89.22
89.83,89.49,90.17,89.02
90.22,90.90,90.90,90.13
90.49,90.11,91.13,89.83
90.58,90.39,90.69,89.44
90.61,91.58,91.62,90.43
91.27,90.20,91.53,89.77
90.90,91.24,91.27,90.62
91.87,91.30,92.10,90.53
91.35,91.57,91.58,90.56
90.87,91.01,91.52,90.84
89.86,88.33,90.29,88.27
88.99,89.35,89.46,88.35
89.86,89.63,89.86,88.86
88.30,86.47,88.35,86.40
86.47,86.27,86.90,85.35
87.14,87.95,88.08,86.93
87.40,87.61,88.26,87.05
87.50,88.28,88.59,87.24
89.93,90.67,90.95,89.60
92.00,89.89,92.64,89.68
90.86,90.77,90.86,89.75
91.07,91.15,91.27,89.77
91.45,93.22,93.35,91.30
93.09,93.51,94.06,93.07
93.71,93.59,93.86,93.01
94.04,95.26,95.40,93.77
94.45,95.34,95.60,94.45
94.38,95.76,96.18,94.38
95.58,95.86,96.05,95.57
95.25,95.39,95.75,94.91
94.35,94.87,95.94,94.25
94.61,95.73,95.86,94.61
95.56,95.62,95.98,95.30
95.56,95.56,95.94,94.99
95.96,95.80,96.42,95.56
95.47,95.06,95.78,94.88
94.81,96.30,96.35,94.76
95.84,96.34,97.15,95.69
94.70,94.63,95.04,93.36
95.81,96.30,96.43,95.57
97.05,96.30,97.05,96.15
97.06,96.73,97.12,96.66
97.71,96.88,97.71,96.59
96.37,96.41,96.55,95.71
96.94,96.34,97.18,96.11
96.24,96.74,96.77,95.56
97.59,96.32,97.68,95.92
95.86,96.49,96.66,95.86
97.68,97.65,98.00,97.04
97.79,98.35,98.54,97.79
98.55,97.82,98.69,97.19
97.32,98.70,98.76,97.27
98.81,100.84,100.88,98.60
99.56,98.12,100.02,97.97
98.74,98.12,99.18,97.74
98.36,97.55,98.80,97.55
97.78,97.25,97.83,96.78
98.59,98.80,99.63,98.50
100.36,100.35,100.79,99.99
101.51,101.61,101.62,100.83
101.17,101.59,101.89,100.88
101.95,101.14,102.06,100.78
102.77,100.33,102.78,100.12
100.39,99.39,100.99,98.87
99.81,101.03,101.44,99.48
101.09,102.92,102.93,101.00
101.97,100.24,102.19,100.21
99.81,99.73,101.77,99.40
99.59,100.36,101.00,99.37
100.25,100.64,101.11,98.90
100.79,102.49,102.49,100.61
102.45,102.61,103.30,102.39
102.80,103.50,103.67,102.49
103.37,103.82,104.07,103.24
102.01,102.90,103.67,102.01
103.70,103.48,103.74,102.44
102.55,101.32,103.25,100.30
102.88,101.01,102.98,99.57
101.87,101.10,101.98,100.20
101.35,101.98,102.10,100.90
102.00,102.71,103.07,101.94
102.53,102.80,103.51,102.53
102.61,103.08,103.29,102.07
103.59,102.64,103.60,102.09
102.89,102.49,103.12,101.43
102.85,102.32,103.55,102.04
102.63,101.39,102.65,100.90
102.41,103.52,103.56,102.26
104.53,104.14,104.70,103.64
104.42,103.95,104.66,103.87
104.25,103.35,104.35,101.90
102.79,102.20,102.86,101.64
101.40,102.33,102.48,101.38
102.80,102.07,103.21,101.54
101.94,103.41,103.55,101.74
103.49,103.18,103.78,102.68
102.10,103.93,103.93,101.96
104.13,105.04,105.49,104.08
105.30,105.22,105.66,104.82
105.35,105.89,106.00,104.92
106.28,106.00,106.39,105.67
106.86,106.63,106.86,105.72
106.47,106.34,106.77,105.85
106.00,106.62,106.81,105.92
106.29,107.12,107.45,106.12
107.41,107.92,108.15,107.17
106.67,107.37,108.02,106.62
107.08,107.46,107.48,106.85
107.15,107.06,107.23,106.67
106.42,105.45,106.60,105.15
105.18,105.99,106.25,105.09
105.55,105.92,106.28,105.04
104.96,105.89,106.12,104.77
105.47,105.58,105.77,104.90
105.57,105.18,105.61,104.82
105.44,105.78,105.79,105.14
105.47,106.05,106.17,105.36
105.31,104.80,106.14,104.77
104.23,105.53,105.65,104.22
105.34,105.50,105.65,104.20
105.23,105.95,106.12,105.18
106.20,106.58,107.05,105.81
106.87,106.69,107.19,106.45
107.02,107.31,107.97,106.82
107.69,108.03,108.10,107.50
107.66,107.33,107.90,107.04
107.47,107.69,107.77,106.65
105.90,106.44,106.53,105.77
104.44,106.40,107.50,104.26
105.75,106.42,106.62,105.31
106.53,106.23,106.83,105.78
105.82,106.04,106.50,105.39
106.01,105.82,106.16,105.55
105.40,104.57,106.50,104.38
103.78,103.63,104.45,103.28
103.66,101.95,104.13,101.60
102.92,102.23,103.11,102.04
102.69,102.80,103.14,102.33
103.52,103.06,103.89,102.84
103.29,103.35,103.70,102.95
103.37,102.85,103.68,102.73
103.43,102.28,103.45,102.28
102.24,101.86,102.49,101.44
100.65,99.51,100.77,99.48
99.44,99.46,99.89,98.65
100.72,102.17,102.36,100.40
101.61,101.59,102.89,101.44
99.75,100.95,101.63,99.65
101.08,99.77,101.53,99.36
100.11,102.08,102.24,100.02
102.55,101.51,102.65,101.50
100.57,100.75,101.20,100.33
100.63,101.19,101.31,100.28
101.17,101.35,101.40,100.58
102.08,101.04,102.18,100.36
101.63,101.43,101.68,100.87
102.17,102.51,102.76,101.69
102.53,103.54,103.80,102.25
103.72,102.66,103.76,102.64
103.03,102.72,103.12,102.37
103.01,103.38,104.07,103.00
103.65,102.97,104.05,102.90
103.31,103.40,103.60,102.76
102.76,103.50,103.77,102.52
103.54,103.69,104.05,103.23
103.88,104.07,104.43,103.67
104.85,105.04,105.19,104.46
104.90,105.03,105.51,104.90
104.65,104.73,104.84,104.16
104.04,103.14,104.34,102.90
102.36,101.05,102.51,100.94
100.85,100.76,101.20,100.25
100.26,100.80,100.97,100.17
100.71,100.09,100.83,99.47
100.19,98.84,100.45,98.75
99.35,99.15,99.42,98.23
99.64,99.30,99.99,98.88
99.93,99.59,100.05,99.16
99.98,97.55,100.00,97.47
97.68,96.54,97.70,96.03
96.65,95.59,96.65,95.28
96.75,97.38,97.64,95.41
96.63,95.05,96.80,95.05
95.12,94.70,95.43,94.14
94.11,93.51,94.64,93.32
92.75,91.92,93.03,91.27
92.10,92.01,92.82,91.59
93.30,94.39,94.68,92.64
93.51,94.09,94.22,93.40
94.87,94.05,94.94,93.48
93.89,92.23,94.07,92.23
92.29,93.64,93.75,91.55
92.37,90.13,92.83,90.12
89.91,88.96,90.86,88.95
90.11,88.00,90.42,87.95
89.17,90.44,91.11,88.50
88.60,89.99,90.41,87.15
87.96,90.84,92.13,87.73
91.95,91.97,93.84,91.38
91.48,91.96,92.45,91.40
92.37,93.98,94.26,92.31
93.51,93.40,94.93,93.01
88.65,90.58,92.35,88.55
90.23,90.33,90.95,89.82
89.31,89.05,89.45,88.16
89.56,91.85,92.02,89.39
91.16,90.39,92.21,89.68
90.18,90.47,91.08,89.44
91.27,91.74,91.95,91.18
91.53,91.81,92.05,91.31
91.95,91.69,92.26,91.12
92.80,93.86,94.03,92.42
92.95,93.82,94.12,92.95
93.07,93.51,93.90,92.74
94.10,94.91,94.97,93.80
94.73,95.48,95.81,94.72
94.81,96.05,96.22,94.81
96.20,97.03,97.10,96.11
96.82,97.78,98.13,96.77
97.03,96.72,97.12,96.55
97.16,97.82,98.68,97.16
97.89,100.39,100.57,97.70
99.39,99.43,99.77,99.02
98.73,99.44,99.96,98.51
99.92,99.55,100.11,99.24
99.31,99.01,99.50,98.95
99.23,98.75,99.23,98.57
98.28,98.96,99.12,98.23
99.37,98.73,99.54,98.08
98.65,99.75,99.92,98.65
100.99,102.94,103.04,100.82
104.19,104.69,105.62,104.10
105.69,105.45,105.92,104.88
105.40,103.79,105.40,103.46
103.44,104.65,104.67,103.30
104.22,101.29,104.50,101.25
102.37,102.04,103.00,101.94
101.93,100.85,102.17,100.84
101.34,101.35,101.79,100.63
100.83,100.46,102.59,100.46
101.30,102.97,103.57,100.99
103.85,103.86,103.95,103.33
103.42,104.80,105.34,103.40
104.98,105.14,105.75,104.73
106.59,106.61,107.76,106.55
106.57,106.19,106.93,106.10
106.31,106.89,107.26,106.22
107.25,107.92,108.17,107.18
108.49,107.09,108.51,107.00
107.11,106.12,107.72,106.11
106.47,105.94,106.54,104.91
104.64,102.27,105.16,101.80
102.68,102.42,103.16,101.65
102.70,103.72,103.96,102.53
103.02,103.57,104.06,102.80
103.20,102.29,103.82,102.21
103.54,102.81,103.56,101.95
103.27,102.65,104.66,101.90
102.71,102.19,103.21,100.95
103.00,101.89,103.76,101.88
101.61,102.11,102.40,100.46
102.61,103.40,103.72,102.40
103.37,103.31,103.69,102.83
103.19,105.09,105.50,102.90
103.82,103.21,104.60,103.12
104.16,102.93,104.30,101.28
102.45,102.67,103.31,101.87
102.99,101.77,103.20,101.42
104.93,107.51,108.49,102.68
108.19,106.06,108.46,105.97
106.66,108.79,108.79,105.90
110.21,110.96,111.13,109.98
110.27,111.32,111.96,110.22
112.36,112.22,112.64,111.54
111.89,111.50,112.14,111.27
110.11,111.45,111.93,110.05
112.85,113.28,113.65,111.89
113.01,113.01,113.34,112.24
113.20,113.62,114.09,112.98
113.40,113.36,113.71,112.98
111.78,112.26,112.92,111.78
111.76,112.51,112.73,111.34
110.59,112.23,112.43,110.56
111.52,113.41,113.54,110.97
112.33,113.17,113.56,112.05
113.35,112.46,113.48,112.22
112.36,113.45,113.48,112.32
113.02,112.70,113.51,112.22
113.02,112.50,113.02,112.16
112.52,114.18,114.46,112.52
112.94,114.00,114.10,112.93
112.61,112.79,113.46,112.07
112.98,113.39,114.27,112.70
112.47,112.00,112.59,111.69
112.71,113.36,113.81,112.37
112.36,111.75,112.46,111.54
111.66,111.61,112.09,110.65
111.61,113.03,113.12,111.33
111.55,111.85,112.07,110.90
112.63,114.05,114.40,112.48
113.36,113.66,114.07,113.06
113.49,115.23,115.81,112.86
114.02,113.76,114.28,113.43
115.10,115.27,115.56,114.61
115.77,115.28,116.06,115.28
116.24,115.23,116.28,115.10
115.28,113.32,115.40,113.26
113.02,113.37,113.90,112.60
114.12,115.45,116.16,114.05
116.61,117.38,117.69,116.45
117.53,117.77,118.63,117.29
118.96,117.88,119.96,116.97
118.10,119.05,119.17,118.10
118.93,120.16,120.74,118.77
120.49,119.67,120.59,119.47
119.87,119.53,120.01,118.74
119.19,120.13,120.47,119.09
119.83,120.38,120.67,119.44
120.48,120.32,121.09,120.29
121.32,120.34,121.32,120.03
121.66,121.98,122.33,121.07
123.09,124.05,124.65,123.09
122.34,123.09,123.33,121.76
123.36,123.86,124.55,123.20
125.64,123.69,125.64,123.09
122.34,120.22,122.34,117.95
120.21,118.49,120.21,117.37
118.52,119.61,119.65,117.69
121.34,121.45,122.12,121.00
121.15,120.91,121.49,119.76
121.45,120.06,121.70,119.52
119.89,118.72,120.22,117.88
119.09,119.61,119.83,118.47
119.84,119.83,120.19,119.08
119.30,118.23,119.69,118.15
119.40,118.36,119.72,117.67
119.33,118.92,119.91,118.72
120.64,121.72,121.72,120.63
121.33,120.54,121.69,120.53
119.80,119.67,120.20,119.04
119.78,120.12,121.03,119.13
120.70,121.68,121.91,120.53
123.03,124.79,124.86,122.90
125.01,126.18,126.59,124.65
126.49,127.10,127.25,125.47
131.13,130.81,132.19,130.52
131.29,130.75,131.42,130.16
130.80,130.41,131.47,130.31
130.49,129.44,130.50,129.04
128.32,129.01,129.25,128.09
128.01,128.20,128.34,127.37
126.63,126.15,127.41,125.68
126.64,126.46,126.95,125.58
125.79,125.14,126.26,124.50
125.53,125.93,126.89,125.41
125.70,125.06,125.91,124.69
124.80,124.65,124.89,124.09
124.28,123.69,124.53,123.14
122.73,120.86,122.98,120.13
122.63,122.51,123.31,121.97
122.69,122.34,123.05,121.92
121.38,121.62,122.07,121.04
119.81,120.29,120.64,119.23
121.66,121.17,122.02,120.93
121.52,120.87,121.52,120.24
120.44,120.87,121.40,120.19
120.86,120.79,121.38,120.35
122.43,121.48,122.70,121.33
124.12,122.98,125.05,122.62
121.27,119.36,121.65,119.10
120.67,120.78,121.39,120.37
121.40,120.35,121.86,120.24
119.34,116.90,119.83,116.75
117.71,116.75,117.72,115.94
118.25,116.66,118.55,116.05
115.56,116.37,116.52,115.48
113.19,114.03,114.99,113.17
113.24,113.75,113.93,111.61
110.70,106.18,110.98,106.18
109.05,106.56,109.21,106.54
108.16,107.18,108.35,107.09
108.43,108.55,108.83,107.98
106.76,107.24,107.89,106.49
106.49,106.30,107.01,105.81
107.84,106.40,108.30,105.80
111.14,108.81,111.21,106.27
109.81,109.48,110.02,108.97
109.25,109.62,109.94,108.49
107.37,106.58,107.82,106.30
107.16,106.42,107.73,106.20
106.11,103.89,106.72,103.42
103.82,102.12,103.89,100.97
103.61,103.80,104.19,102.69
104.10,104.94,105.18,103.77
104.21,104.87,104.98,103.50
106.83,105.20,106.85,104.50
104.64,103.33,105.20,102.38
103.42,103.51,104.40,103.16
104.89,104.24,104.99,103.75
105.04,104.15,105.04,103.04
104.59,104.72,105.53,104.07
105.30,107.35,107.86,105.26
104.87,103.20,104.92,102.60
102.60,103.23,103.58,100.12
103.23,104.81,105.45,103.21
104.88,104.32,105.27,103.86
104.00,105.09,105.18,103.21
104.77,104.14,105.32,104.03
103.35,103.01,104.12,102.38
101.52,99.63,102.47,99.55
100.64,97.98,100.93,97.94
96.41,96.57,99.40,95.52
101.21,96.89,101.24,96.87
99.98,99.31,100.04,96.68
101.75,101.48,102.57,99.77
101.53,102.26,102.55,101.44
101.19,102.15,102.91,101.19
100.38,98.43,101.20,97.94
99.22,98.40,99.28,97.06
99.84,101.20,102.04,99.53
99.60,99.42,99.93,98.63
104.09,104.12,104.74,102.84
107.03,106.04,107.98,105.80
105.90,104.61,106.00,104.15
105.07,105.51,105.52,103.85
105.46,105.30,105.99,104.81
104.97,106.11,106.37,104.72
106.76,110.15,110.42,106.59
109.18,110.03,111.39,108.79
108.26,107.54,109.24,107.48
106.19,106.88,108.06,105.71
103.33,104.22,104.29,102.28
103.98,103.40,104.46,102.88
100.32,101.52,102.19,98.98
102.70,103.07,104.32,102.46
101.44,101.87,102.39,101.09
103.89,104.35,104.75,102.64
107.12,109.01,109.22,106.68
111.28,109.34,112.30,108.36
109.24,109.51,109.70,107.81
110.20,110.57,111.18,109.81
111.72,110.10,111.99,109.79
110.93,111.70,111.71,110.40
110.44,112.30,112.36,110.42
112.80,113.00,113.55,112.03
114.14,113.29,114.53,113.12
112.59,112.00,113.02,111.77
112.45,112.00,112.58,111.08
112.54,113.46,113.72,111.70
112.75,114.40,114.65,112.75
113.22,113.32,113.59,112.65
113.61,115.00,115.81,113.50
115.56,114.65,115.62,114.26
114.97,116.98,117.12,114.79
120.13,121.46,122.22,119.74
120.30,120.85,121.28,118.95
120.21,120.44,121.02,119.97
121.50,122.05,122.41,120.20
121.23,120.43,121.28,119.83
120.40,121.24,122.01,120.24
120.93,121.44,121.58,120.63
120.13,120.69,120.90,119.68
123.35,123.66,124.45,122.62
125.24,126.14,126.51,124.20
124.74,125.86,126.36,124.69
125.40,125.45,126.19,125.04
123.74,125.19,125.82,123.64
125.21,125.11,126.35,124.96
124.15,123.48,124.68,123.43
122.77,121.88,123.47,121.45
121.60,122.65,122.67,121.42
123.16,122.80,123.58,122.45
123.01,124.20,124.30,122.84
124.37,125.56,125.59,124.07
124.86,125.76,126.26,124.83
124.91,123.87,125.72,123.87
123.73,125.01,125.39,123.34
123.95,124.82,125.49,123.79
123.74,124.35,124.64,123.46
125.39,125.83,126.25,124.82
126.20,127.54,127.66,126.10
128.03,127.75,128.41,127.33
128.86,127.53,128.98,127.41
127.50,128.95,129.20,127.34
129.16,128.41,129.37,127.71
126.25,126.01,127.05,125.77
127.05,127.96,129.05,127.00
128.71,125.61,128.71,124.86
123.81,122.80,124.51,122.02
123.24,122.56,123.42,121.58
123.71,123.89,124.81,123.03
125.41,125.96,126.27,124.12
125.97,124.19,126.08,124.19
123.75,123.23,123.84,122.71
125.52,124.54,125.67,123.55
124.86,125.00,125.39,124.14
125.40,127.11,127.35,125.18
126.69,126.65,127.27,126.54
127.01,126.59,127.01,125.98
127.47,126.99,127.74,126.74
126.48,126.17,127.44,125.92
125.96,124.77,126.33,124.54
123.10,121.63,123.25,120.58
122.56,117.85,122.56,117.70
116.16,115.34,116.39,114.26
113.84,111.45,113.86,110.95
113.40,110.30,113.83,110.20
112.87,112.97,113.22,111.61
114.63,114.62,115.07,113.00
114.41,111.92,114.99,111.67
110.60,109.32,110.94,106.20
105.58,104.08,106.53,103.49
106.85,105.18,106.90,104.88
105.77,104.67,106.60,102.70
105.98,106.60,107.34,104.71
110.86,110.93,112.23,109.43
112.99,112.30,113.86,111.34
114.22,115.27,115.32,113.28
115.58,115.74,117.17,114.96
114.73,113.44,115.66,113.21
104.41,102.78,104.69,99.62
102.88,105.48,106.20,102.74
104.89,100.42,105.24,99.50
101.73,98.25,101.73,96.55
98.74,101.35,101.49,97.92
101.02,99.89,101.74,99.16
96.94,96.71,97.18,95.45
96.16,97.97,98.37,95.34
99.50,99.97,102.14,99.37
100.05,101.14,103.01,99.61
102.61,104.73,104.74,101.11
102.81,105.46,105.90,101.81
106.03,107.90,108.94,106.03
109.93,109.66,111.39,109.02
108.05,108.72,108.95,107.96
108.99,111.96,111.98,108.99
109.52,108.81,110.43,108.01
104.24,108.11,108.17,104.24
106.02,108.03,108.14,104.82
107.18,107.00,107.58,106.10
106.31,106.23,108.77,106.10
107.21,108.78,108.99,106.32
108.53,109.35,109.93,108.25
109.46,111.48,111.51,109.46
111.15,112.49,112.59,110.78
110.97,112.03,112.61,110.97
110.53,109.69,110.93,108.95
110.33,112.31,112.59,110.33
111.69,111.75,112.84,110.42
112.85,114.42,114.64,112.75
112.86,113.92,114.47,112.66
113.07,115.04,115.15,112.86
114.86,116.71,116.77,114.78
114.16,114.88,115.69,113.50
113.91,112.82,114.59,112.40
113.55,113.60,113.91,112.71
112.27,114.10,114.65,111.99
113.02,113.50,114.14,112.28
112.20,114.05,114.30,112.14
114.25,113.31,114.59,113.12
112.84,115.68,115.84,112.70
118.04,118.58,119.32,118.03
118.98,118.48,119.23,117.95
116.03,116.12,116.91,115.62
116.27,114.28,116.41,114.13
110.87,112.13,112.50,110.58
111.11,113.39,113.42,110.89
112.03,109.77,112.50,109.35
111.68,111.56,112.34,110.95
111.74,111.55,113.10,111.55
112.80,112.76,113.90,112.35
113.36,114.96,114.99,113.14
114.78,115.03,115.89,114.44
114.31,114.37,114.65,113.63
112.80,114.43,114.79,112.51
115.80,115.69,116.83,114.82
115.54,115.63,116.35,115.18
115.25,113.11,115.61,113.03
112.81,112.79,113.22,112.30
111.96,112.95,113.15,111.62
113.27,114.39,115.03,112.86
114.53,114.95,115.09,113.76
113.65,114.51,115.10,113.15
121.72,122.47,123.39,120.20
123.09,123.84,124.25,122.96
121.90,121.60,122.66,120.10
121.91,125.72,125.72,121.71
125.90,125.33,125.98,124.98
124.48,125.34,125.60,124.19
124.15,124.62,125.11,124.14
124.13,125.23,125.82,123.81
124.21,124.55,126.31,124.21
124.75,123.54,124.79,123.34
123.49,122.79,124.36,122.32
122.21,123.47,124.24,122.18
122.61,121.91,123.96,121.53
121.30,121.36,122.40,120.74
120.74,119.97,120.90,119.10
120.53,121.34,121.81,120.39
120.14,120.78,121.15,119.88
121.53,123.53,123.82,121.34
123.57,123.41,124.18,123.10
123.28,122.11,123.52,121.95
122.75,122.98,123.52,122.33
122.13,122.61,122.72,121.80
121.76,123.12,123.13,120.64
123.86,124.45,125.01,123.79
124.92,124.23,125.11,123.60
124.25,124.87,125.13,123.49
125.00,125.49,125.78,124.88
125.55,125.77,126.14,124.79
123.90,124.86,125.11,123.68
122.25,121.15,122.64,121.08
119.87,119.66,121.07,119.61
117.80,118.81,119.24,117.80
118.82,119.27,120.50,118.74
117.62,118.46,118.90,116.00
118.73,119.70,120.37,118.42
123.45,122.39,123.73,122.38
122.66,122.75,123.08,121.31
122.24,122.50,123.14,121.89
123.93,124.48,124.97,123.54
118.41,113.50,119.00,113.12
111.33,107.46,111.34,106.33
109.47,110.13,110.22,107.91
104.63,108.47,109.33,104.44
107.37,107.45,107.80,106.01
107.97,106.99,108.41,106.50
105.15,103.48,105.30,103.29
101.36,103.81,104.24,101.35
105.67,105.13,106.55,104.43
108.02,107.30,108.30,106.62
109.75,108.94,110.28,108.58
110.58,110.43,111.51,110.07
110.80,110.49,110.95,109.60
111.35,111.44,112.32,111.03
111.17,109.83,111.34,109.42
110.55,111.15,111.64,110.12
110.35,111.07,111.37,110.35
111.57,111.74,112.06,111.41
111.78,113.93,114.17,111.74
104.41,104.23,105.97,103.22
105.81,105.43,106.68,105.01
106.99,107.70,108.04,106.52
108.27,106.96,109.12,106.49
106.29,104.53,106.34,103.54
105.79,105.80,106.51,105.00
106.39,105.85,106.57,105.23
105.33,103.25,105.41,102.39
102.61,103.99,104.00,102.29
104.43,105.06,105.72,104.38
104.91,106.14,106.82,104.78
106.03,106.55,107.01,106.01
107.74,108.16,108.87,107.58
108.64,107.92,108.81,107.41
107.86,107.20,108.34,107.14
107.60,106.99,107.60,106.37
107.14,106.91,107.49,106.91
106.54,104.98,106.68,104.98
104.96,104.94,105.14,104.18
105.74,105.74,106.01,105.43
105.13,105.58,105.60,104.80
105.73,106.24,106.30,105.48
108.14,106.93,108.19,106.80
107.76,106.42,107.87,106.34
106.13,106.33,106.55,105.55
107.38,106.19,107.68,105.86
106.03,106.92,107.23,105.95
107.52,107.00,107.68,106.51
106.92,106.18,107.48,105.78
106.49,105.80,107.05,104.90
105.10,105.77,105.82,104.73
106.23,106.74,106.75,106.01
108.16,107.93,108.28,107.19
108.37,107.50,108.43,107.27
107.03,105.12,107.32,105.08
103.89,106.24,106.56,103.80
104.87,103.22,105.21,102.71
103.86,104.05,104.87,103.45
105.24,105.89,106.37,104.97
105.27,104.20,105.35,104.17
106.12,105.18,106.12,104.92
105.82,104.94,105.82,104.68
105.88,106.01,106.24,105.10
107.17,108.12,108.38,107.10
108.39,107.32,108.46,107.12
106.35,106.16,106.49,105.57
104.93,105.36,105.55,104.63
105.99,106.32,106.52,105.54
105.76,104.15,106.31,104.14
105.39,106.80,107.22,105.03
106.78,106.47,106.94,105.92
106.20,105.28,106.44,104.63
105.29,106.41,106.66,105.21
105.09,104.58,105.12,104.16
104.61,105.18,105.38,103.81
105.13,104.63,105.81,104.54
103.51,103.15,103.62,102.41
102.31,102.48,102.80,102.12
101.01,101.19,101.74,100.52
101.15,100.29,101.63,100.21
100.22,99.90,100.79,99.81
99.75,99.15,99.82,98.72
99.27,100.86,101.24,99.23
100.72,99.87,100.72,99.50
99.13,99.42,99.62,98.98
100.17,100.90,101.20,99.99
101.15,99.65,101.24,99.24
100.57,103.25,104.22,100.56
97.93,97.34,98.48,96.15
95.59,96.32,96.98,95.52
97.19,96.78,97.31,96.42
97.25,96.09,97.68,95.30
96.35,95.93,96.96,95.13
95.80,96.18,97.08,95.70
95.45,95.50,96.64,95.28
95.24,96.20,96.32,95.08
95.65,95.62,96.22,95.35
93.48,94.29,95.17,93.30
94.73,96.15,96.87,94.73
97.26,96.82,97.72,96.42
96.25,96.91,97.60,96.25
96.87,97.23,97.38,96.62
97.15,97.68,97.84,96.88
97.26,98.10,98.34,97.02
98.05,97.77,98.51,97.44
97.82,99.11,99.12,97.81
99.19,101.81,101.96,98.93
100.94,100.65,102.00,99.96
102.17,102.32,102.78,102.02
102.85,102.92,103.50,102.50
102.87,103.93,104.28,102.74
103.83,103.46,104.59,103.46
103.88,105.26,105.50,103.87
104.58,102.65,104.72,102.17
