ALV,Autoliv,NASDAQ
103.95,104.65,104.73,103.87
104.77,106.34,106.35,104.77
106.62,109.80,110.45,106.61
108.75,109.79,109.89,108.35
109.29,110.14,110.39,109.11
109.87,109.85,110.43,108.67
110.74,111.67,112.30,110.35
110.41,108.42,110.91,108.34
108.04,108.17,109.20,107.69
108.88,108.75,109.51,108.36
108.16,108.74,109.07,107.79
109.81,111.00,111.19,109.66
112.70,112.89,113.60,112.57
112.56,111.53,112.66,111.13
109.23,111.46,111.56,109.21
112.04,112.24,113.04,111.99
113.56,112.43,113.72,112.42
112.93,113.41,113.90,112.88
116.16,113.15,116.92,112.36
114.68,113.90,115.17,113.53
112.99,113.55,114.32,112.87
113.40,113.26,113.90,112.11
112.99,113.28,113.64,112.48
111.24,111.91,112.24,111.21
111.47,113.13,113.89,111.38
113.62,113.85,113.96,112.90
114.36,113.87,114.53,112.01
115.13,116.09,116.28,114.61
