DTRM,Determine,NASDAQ
N/A,N/A,N/A,N/A
8.11,8.80,8.95,8.11
8.50,8.70,8.79,8.50
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
8.70,8.70,8.80,8.70
8.63,8.71,8.71,8.63
8.50,8.70,8.70,8.50
8.60,8.70,8.70,8.54
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
8.03,8.70,8.70,8.03
8.68,8.69,8.70,8.33
8.54,8.70,8.88,8.54
N/A,N/A,N/A,N/A
8.63,8.63,8.63,8.63
8.55,8.42,8.55,8.26
8.48,8.48,8.48,8.47
8.50,8.44,8.50,8.20
8.40,8.38,8.40,8.35
8.40,8.40,8.40,8.30
8.32,8.39,8.39,8.32
8.20,6.76,8.30,5.87
6.75,5.88,6.75,5.60
5.77,5.72,5.89,5.65
5.90,5.04,5.90,5.04
5.04,5.70,6.15,4.99
6.19,6.20,7.06,5.90
6.38,6.20,6.40,6.20
6.22,6.24,6.24,6.20
6.22,6.00,6.22,5.76
6.01,6.00,6.06,5.95
5.88,6.17,6.17,5.88
5.84,5.80,5.97,5.63
5.75,5.80,5.93,5.55
5.68,5.78,5.86,5.51
5.36,5.27,5.94,5.25
5.41,5.71,5.72,5.39
5.69,5.58,5.69,5.45
5.57,5.52,5.70,5.52
5.38,5.49,5.60,5.38
5.45,5.70,5.70,5.45
5.68,5.62,5.70,5.62
5.65,5.70,5.70,5.65
5.70,5.68,5.70,5.68
5.56,5.69,5.70,5.56
5.50,5.70,5.73,5.50
5.70,5.65,5.70,5.60
5.69,5.55,5.69,5.50
5.53,5.50,5.55,5.27
5.55,5.69,5.69,5.51
5.56,5.65,5.67,5.51
5.53,5.50,5.68,5.50
5.67,5.66,5.67,5.50
5.69,5.69,5.69,5.68
5.65,5.61,5.65,5.60
5.51,5.68,5.69,5.50
5.64,5.62,5.69,5.62
5.56,5.56,5.56,5.55
5.59,5.60,5.60,5.59
5.59,5.54,5.59,5.40
5.50,5.54,5.55,5.50
N/A,N/A,N/A,N/A
5.54,5.55,5.55,5.51
5.55,5.45,5.60,5.42
5.41,5.45,5.59,5.41
5.58,5.50,5.60,5.49
5.58,5.60,5.60,5.57
5.60,5.64,5.68,5.59
5.67,5.80,5.87,5.59
5.88,5.95,6.07,5.81
5.90,5.88,6.08,5.88
6.30,6.11,6.38,6.01
6.24,6.55,6.55,6.20
6.38,6.08,6.38,6.08
6.32,6.10,6.34,6.06
6.49,6.50,6.64,6.20
6.92,6.65,6.92,6.13
6.65,6.70,6.99,6.65
6.95,6.85,6.95,6.75
6.90,6.94,6.99,6.75
6.90,6.76,6.95,6.50
6.74,6.90,6.98,6.60
6.80,7.06,7.10,6.80
7.12,6.81,7.12,6.58
6.81,6.67,6.99,6.19
6.61,6.64,6.98,6.59
6.75,6.87,6.90,6.49
6.81,6.59,6.86,6.54
6.18,6.30,6.37,6.18
6.18,6.15,6.90,6.14
6.41,6.51,6.57,6.34
6.40,6.42,6.42,6.40
6.75,6.48,6.75,6.18
6.42,6.44,6.44,6.42
6.42,6.40,6.42,6.40
6.39,6.70,6.73,6.39
6.59,6.33,6.59,6.30
6.69,6.75,6.85,6.65
6.64,6.50,6.64,6.50
6.51,6.77,6.77,6.51
6.63,6.53,6.63,6.53
6.35,6.38,6.38,6.09
6.35,6.47,6.47,6.35
6.34,6.28,6.49,6.20
6.48,6.49,6.70,6.28
6.46,6.35,6.46,6.35
6.30,6.60,6.60,6.21
6.53,6.60,6.60,6.53
6.59,6.41,6.59,6.40
6.55,6.55,6.55,6.34
6.74,6.66,6.75,6.65
6.75,6.87,6.89,6.50
6.76,6.87,6.87,6.75
6.73,6.89,6.90,6.73
6.80,7.00,7.29,6.80
7.02,6.64,7.02,6.63
6.65,6.54,6.65,6.54
6.57,6.50,6.57,6.50
6.48,6.45,6.55,6.43
N/A,N/A,N/A,N/A
6.55,6.54,6.55,6.54
6.24,6.41,6.50,6.24
6.49,6.49,6.49,6.49
6.28,6.36,6.49,6.28
6.48,6.76,7.08,6.48
6.89,6.86,6.89,6.86
6.91,6.97,7.12,6.90
7.06,6.99,7.09,6.98
7.07,7.13,7.13,6.67
7.07,7.07,7.07,7.07
6.99,6.65,6.99,6.65
6.73,6.83,6.89,6.73
6.75,6.81,6.81,6.73
6.71,6.71,6.71,6.71
7.00,6.98,7.13,6.91
N/A,N/A,N/A,N/A
6.69,6.69,6.69,6.69
6.54,6.74,6.74,6.54
7.22,7.00,7.28,6.70
7.19,6.99,7.20,6.80
7.00,7.18,7.18,7.00
7.15,7.15,7.17,7.00
7.00,7.00,7.19,7.00
7.00,6.96,7.10,6.75
7.15,7.04,7.18,6.75
7.07,6.81,7.07,6.54
6.79,6.66,7.07,6.66
6.82,7.01,7.18,6.82
7.00,7.05,7.20,7.00
6.83,6.83,6.93,6.83
N/A,N/A,N/A,N/A
6.95,6.81,6.96,6.81
6.81,6.78,6.87,6.78
6.83,6.74,6.87,6.73
6.82,7.11,7.11,6.77
6.97,6.83,6.97,6.81
6.90,6.99,6.99,6.90
6.79,6.86,6.86,6.79
6.98,7.05,7.05,6.84
7.00,7.05,7.05,6.98
7.07,7.09,7.15,6.99
6.98,6.89,7.04,6.89
6.91,6.96,7.00,6.75
6.96,6.75,6.97,6.67
6.82,7.00,7.00,6.81
6.90,7.02,7.02,6.90
6.98,6.88,6.99,6.88
6.90,6.99,6.99,6.73
6.95,6.96,6.99,6.86
6.85,6.93,6.98,6.85
6.88,6.96,7.16,6.88
6.90,7.00,7.00,6.90
6.96,7.00,7.00,6.90
7.00,7.07,7.08,6.90
6.90,7.04,7.04,6.87
6.93,6.94,6.97,6.67
6.94,6.99,7.16,6.85
7.00,6.99,7.00,6.90
N/A,N/A,N/A,N/A
6.86,6.71,7.08,6.51
6.79,6.71,6.79,6.62
7.12,6.74,7.12,6.74
6.95,6.66,6.95,6.66
6.76,6.76,6.76,6.76
6.87,6.88,6.88,6.58
6.75,6.70,6.98,6.68
6.68,6.67,6.70,6.55
6.64,6.65,6.65,6.59
7.03,6.75,7.03,6.75
6.65,6.65,6.70,6.35
6.52,6.51,6.56,6.50
6.09,6.50,6.58,5.99
6.28,6.25,6.28,6.25
6.27,6.27,6.27,6.27
6.27,6.21,6.48,6.16
N/A,N/A,N/A,N/A
6.47,6.47,6.47,6.47
6.41,6.35,6.43,6.25
N/A,N/A,N/A,N/A
6.20,6.00,6.20,5.86
6.03,5.96,6.05,5.76
6.11,6.00,6.11,5.83
6.09,6.09,6.09,6.09
6.01,5.95,6.20,5.90
5.94,5.86,5.94,5.85
6.08,6.00,6.10,5.87
6.04,6.04,6.04,6.04
5.96,6.22,6.22,5.96
6.48,6.48,6.48,6.48
6.13,5.89,6.13,5.89
5.80,6.00,6.01,5.80
6.10,6.08,6.15,6.08
6.01,6.07,6.09,5.87
6.07,6.15,6.15,6.07
6.18,6.00,6.18,6.00
6.11,6.13,6.28,6.11
6.15,6.15,6.17,6.15
6.10,5.87,6.18,5.87
6.03,6.00,6.03,5.91
6.02,6.17,6.17,6.02
5.79,5.91,5.96,5.79
N/A,N/A,N/A,N/A
5.95,6.28,6.29,5.95
6.14,6.14,6.14,6.14
N/A,N/A,N/A,N/A
6.05,6.05,6.05,6.05
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
5.90,6.20,6.20,5.80
5.80,5.85,5.93,5.80
6.10,6.10,6.10,6.10
5.80,6.16,6.59,5.80
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
6.03,5.92,6.04,5.90
6.00,5.95,6.00,5.95
6.06,6.18,6.30,6.00
6.08,6.37,6.40,6.07
6.07,6.37,6.37,6.07
6.06,6.15,6.29,6.06
6.15,6.10,6.37,6.07
6.23,5.97,6.23,5.97
5.94,5.86,5.94,5.81
5.92,5.92,5.92,5.92
6.20,6.44,6.61,6.13
6.41,6.12,6.45,6.12
6.25,6.61,6.61,6.25
6.55,6.20,6.55,6.20
6.65,6.41,6.65,6.08
6.36,6.32,6.36,6.24
6.32,6.26,6.39,6.07
6.06,6.39,6.40,6.06
6.17,5.94,6.39,5.94
5.94,6.11,6.19,5.94
6.12,6.05,6.28,6.05
6.10,6.02,6.15,5.95
6.02,6.10,6.30,6.00
6.15,5.96,6.15,5.92
5.91,5.99,5.99,5.87
5.92,5.92,6.09,5.92
6.05,5.96,6.07,5.92
5.96,5.92,5.96,5.66
5.94,5.85,5.94,5.85
5.93,5.96,5.96,5.83
5.95,5.95,5.95,5.86
5.96,5.95,5.99,5.85
5.95,5.95,5.95,5.95
5.96,5.98,5.99,5.94
N/A,N/A,N/A,N/A
5.93,5.94,5.95,5.85
5.94,5.85,5.95,5.85
N/A,N/A,N/A,N/A
5.94,5.80,5.94,5.80
5.80,5.81,5.85,5.75
5.76,5.76,5.76,5.76
5.77,5.83,5.83,5.77
5.76,5.79,5.83,5.76
5.82,5.74,5.85,5.68
5.82,5.75,5.82,5.75
5.79,5.81,5.81,5.70
5.81,5.76,5.81,5.76
5.79,5.78,5.80,5.78
5.71,5.66,5.71,5.66
5.77,5.77,5.77,5.77
5.78,5.78,5.78,5.78
5.78,5.78,5.78,5.78
N/A,N/A,N/A,N/A
5.66,5.75,5.75,5.65
5.67,5.83,5.83,5.67
5.83,5.83,5.83,5.83
N/A,N/A,N/A,N/A
5.50,5.74,5.82,5.50
5.78,6.00,6.00,5.75
5.67,5.83,5.89,5.65
5.89,5.89,5.89,5.84
5.89,5.85,5.89,5.79
5.88,5.82,5.89,5.82
5.90,5.73,5.91,5.73
5.56,5.65,5.72,5.56
5.62,5.62,5.63,5.60
5.59,5.72,5.73,5.59
5.62,5.60,5.80,5.60
5.52,5.67,5.71,5.48
5.71,5.64,5.71,5.64
5.69,5.63,5.78,5.63
5.84,5.63,5.84,5.63
5.84,5.67,5.94,5.67
5.94,5.94,5.94,5.94
5.73,5.99,5.99,5.73
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
5.64,5.64,5.64,5.64
5.99,5.74,6.01,5.71
5.90,5.90,5.90,5.90
6.27,6.02,6.27,5.78
5.94,5.76,6.00,5.74
5.73,6.11,6.11,5.73
5.84,6.00,6.02,5.84
5.75,5.87,6.17,5.75
6.00,5.87,6.00,5.61
5.55,5.97,5.97,5.43
5.86,5.90,5.90,5.75
5.86,5.95,5.95,5.71
5.94,5.72,5.95,5.72
5.78,5.77,5.80,5.77
5.80,5.80,5.80,5.80
5.84,5.84,5.84,5.70
5.83,5.74,5.83,5.65
5.78,5.84,5.84,5.78
5.85,5.73,5.89,5.71
5.74,5.95,5.95,5.74
N/A,N/A,N/A,N/A
5.84,6.02,6.06,5.82
6.05,5.80,6.05,5.80
5.80,5.99,5.99,5.80
5.81,6.04,6.04,5.81
5.99,5.84,5.99,5.82
5.99,6.00,6.02,5.86
5.83,5.50,5.83,5.31
5.36,5.47,5.48,5.36
5.64,5.42,5.64,5.28
5.41,5.40,5.41,5.40
5.30,5.33,5.48,5.30
5.41,5.30,5.43,5.29
5.31,5.38,5.38,5.21
5.29,5.21,5.29,5.20
5.21,5.21,5.21,5.21
5.20,5.20,5.20,5.20
5.19,5.33,5.34,5.04
5.35,6.04,6.09,5.35
6.05,5.55,6.24,5.55
5.59,5.59,5.59,5.59
5.62,5.61,5.65,5.61
5.70,5.64,5.70,5.63
5.85,5.85,5.85,5.85
5.89,5.89,5.89,5.89
5.45,5.50,5.52,5.32
5.51,5.54,6.09,5.36
5.58,5.36,5.61,5.15
5.45,5.35,5.50,5.19
5.30,5.46,5.46,5.11
5.15,5.22,5.38,5.07
5.06,5.31,5.38,5.06
5.37,5.37,5.37,5.37
5.38,5.88,5.88,5.38
5.46,5.88,5.88,5.41
5.88,5.60,5.88,5.60
5.52,5.51,5.62,5.41
N/A,N/A,N/A,N/A
5.40,5.42,5.42,5.40
5.50,5.42,5.50,5.20
5.34,5.32,5.34,5.07
5.24,5.18,5.24,5.16
N/A,N/A,N/A,N/A
5.18,5.23,5.23,5.15
5.28,5.22,5.29,5.22
5.29,5.34,5.37,5.15
5.50,5.64,5.65,5.08
5.60,5.60,5.60,5.34
5.70,5.70,5.70,5.70
5.49,5.63,5.63,5.40
5.35,5.35,5.44,5.27
5.44,5.50,5.50,5.44
N/A,N/A,N/A,N/A
5.30,5.30,5.30,5.23
5.30,5.30,5.30,4.95
N/A,N/A,N/A,N/A
5.00,5.00,5.09,4.95
5.02,4.86,5.05,4.61
4.99,4.93,4.99,4.74
4.90,4.75,4.93,4.75
4.78,4.88,4.88,4.78
4.80,4.63,4.80,4.62
4.63,4.70,4.72,4.63
4.85,4.65,4.85,4.62
4.65,4.65,4.65,4.62
4.65,4.66,4.75,4.51
4.65,4.60,4.66,4.59
4.55,4.54,4.82,4.54
4.55,4.86,4.87,4.54
4.90,4.86,4.90,4.81
4.87,4.82,4.90,4.82
4.92,4.84,4.92,4.84
4.85,4.85,4.86,4.84
4.90,4.90,5.00,4.90
4.86,5.17,5.17,4.86
5.19,5.20,5.20,5.19
5.22,5.22,5.22,5.22
5.10,5.11,5.11,5.10
5.25,5.28,5.28,5.25
N/A,N/A,N/A,N/A
5.21,5.44,5.44,5.16
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
5.16,5.16,5.16,5.16
5.44,5.64,5.64,5.44
N/A,N/A,N/A,N/A
5.65,6.00,6.00,5.65
6.04,5.99,6.04,5.99
5.56,5.89,6.09,5.56
5.91,6.76,6.76,5.91
6.58,6.82,6.82,5.73
6.64,6.74,6.74,6.50
6.51,6.70,6.75,5.85
6.74,6.75,6.75,6.65
6.17,6.57,6.68,6.02
6.67,6.22,6.70,6.22
6.03,6.29,6.29,5.87
5.96,5.88,5.96,5.88
6.06,6.39,6.40,6.06
6.40,6.40,6.40,6.40
N/A,N/A,N/A,N/A
6.00,6.34,6.40,5.91
6.32,6.50,6.53,6.30
6.40,6.64,6.64,6.30
6.64,6.64,6.64,6.64
6.57,6.65,6.65,6.57
6.37,6.39,6.52,6.08
N/A,N/A,N/A,N/A
6.23,6.24,6.25,6.23
6.53,6.11,6.53,5.83
5.73,6.25,6.25,5.73
6.01,6.24,6.24,6.01
6.00,5.99,6.49,5.96
5.95,6.00,6.01,5.90
5.99,5.99,5.99,5.99
5.89,6.00,6.16,5.85
5.81,5.83,5.83,5.81
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
5.98,5.94,5.98,5.94
5.98,5.90,5.98,5.90
5.99,6.00,6.00,5.99
5.87,6.25,6.25,5.87
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
6.30,6.00,6.31,5.92
N/A,N/A,N/A,N/A
6.00,5.91,6.00,5.88
5.96,5.88,5.99,5.88
N/A,N/A,N/A,N/A
5.90,5.99,6.10,5.90
6.00,5.95,6.02,5.95
5.77,6.55,6.60,5.77
6.60,6.83,7.10,6.60
7.25,7.47,7.49,7.03
7.55,7.20,7.74,7.00
7.00,7.05,7.46,7.00
7.01,7.01,7.09,7.00
6.87,6.99,7.03,6.80
6.99,6.95,7.00,6.80
6.80,6.64,6.93,6.64
7.06,7.11,7.45,6.80
7.12,7.16,7.99,6.80
7.15,6.93,7.15,6.79
6.87,7.00,7.00,6.80
6.64,6.84,6.84,6.64
6.80,6.61,6.80,6.50
6.62,6.68,6.79,6.57
6.52,6.52,6.68,6.50
6.50,6.52,6.67,6.48
6.61,6.50,6.61,6.40
6.39,6.17,6.39,6.16
6.15,5.77,6.15,5.28
5.98,6.10,6.10,5.98
6.17,6.14,6.19,6.13
5.85,5.89,5.89,5.84
5.75,5.66,5.99,5.59
5.62,5.41,5.63,5.38
5.33,5.29,5.80,5.26
5.33,5.28,5.38,5.14
5.30,5.47,5.66,5.30
5.27,5.45,5.50,5.27
5.32,5.42,5.42,5.30
5.37,5.35,5.37,5.29
5.27,5.28,5.39,5.25
5.26,5.25,5.26,5.01
4.26,5.23,5.26,4.26
4.97,4.96,5.15,4.96
4.86,5.10,5.24,4.86
5.10,5.10,5.23,5.01
5.21,4.96,5.21,4.96
4.89,4.98,5.04,4.87
5.05,5.00,5.05,5.00
4.98,5.15,5.25,4.95
5.14,5.03,5.21,5.03
5.10,5.16,5.38,5.01
5.07,5.01,5.13,5.00
5.11,4.87,5.14,4.87
5.00,4.98,5.03,4.80
5.00,4.88,5.16,4.76
4.79,4.80,4.81,4.79
4.87,4.76,4.87,4.76
4.75,4.70,4.77,4.69
4.70,4.65,4.71,4.57
4.60,4.51,4.60,4.51
4.53,4.37,4.61,4.37
4.38,4.50,4.61,4.30
4.45,4.32,4.58,4.28
4.49,4.44,4.62,4.44
4.42,4.56,4.60,4.42
4.82,4.75,4.82,4.70
4.58,4.82,4.82,4.58
4.64,4.56,4.69,4.55
4.55,4.50,4.55,4.50
4.70,4.28,4.70,4.28
4.26,4.01,4.27,4.00
4.35,4.13,4.41,4.13
4.20,4.06,4.30,4.00
4.00,3.81,4.04,3.71
3.79,3.75,3.79,3.75
3.66,3.69,3.89,3.66
3.68,3.69,3.80,3.68
3.81,3.81,3.81,3.81
3.76,3.79,3.92,3.70
3.78,3.79,3.80,3.75
3.78,3.77,3.87,3.77
3.86,3.92,3.96,3.85
3.85,3.91,4.02,3.85
3.95,4.01,4.11,3.95
4.00,3.99,4.00,3.95
3.96,3.99,4.04,3.96
4.00,4.02,4.16,3.99
4.02,4.00,4.02,3.99
4.01,3.94,4.01,3.78
3.90,3.75,3.95,3.75
4.00,3.75,4.00,3.75
3.75,3.81,3.81,3.75
3.76,3.75,3.95,3.75
3.81,3.75,3.90,3.75
3.75,3.75,3.88,3.75
4.00,3.76,4.01,3.75
3.75,4.78,4.78,3.75
4.40,3.95,4.40,3.92
3.95,3.84,4.01,3.80
3.80,3.93,4.22,3.80
4.01,3.99,4.01,3.96
3.96,3.92,4.02,3.85
3.80,3.95,4.06,3.80
3.95,3.77,4.10,3.77
3.98,3.93,3.98,3.78
N/A,N/A,N/A,N/A
3.85,3.85,3.95,3.85
3.85,3.68,4.17,3.68
3.90,4.05,4.19,3.90
4.03,3.91,4.40,3.90
3.91,3.91,3.91,3.91
3.96,3.65,3.96,3.65
3.66,3.77,3.78,3.66
3.86,3.73,3.86,3.73
3.83,3.82,3.84,3.81
3.83,3.92,3.92,3.72
4.47,3.83,4.47,3.75
3.95,4.50,5.79,3.70
4.49,4.49,4.49,4.49
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.10,4.44,4.45,3.89
4.44,4.36,4.55,4.36
4.51,4.57,4.57,4.51
4.61,4.33,4.61,4.33
4.43,4.41,4.69,4.30
3.95,4.31,4.63,3.95
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.12,4.26,4.26,4.12
4.50,4.41,4.50,4.27
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.81,4.10,4.10,3.81
4.10,4.10,4.10,4.10
3.10,3.24,3.47,3.10
N/A,N/A,N/A,N/A
3.22,3.24,3.35,3.15
3.24,3.24,3.24,3.24
3.24,3.32,3.34,3.24
3.15,3.34,3.34,3.08
3.18,3.20,3.20,3.18
3.10,3.19,3.19,3.10
2.93,3.13,3.19,2.93
3.00,3.15,3.15,3.00
2.92,3.35,3.37,2.92
3.11,2.91,3.36,2.91
2.90,3.10,3.10,2.90
3.05,3.08,3.08,3.00
2.92,2.93,2.96,2.91
2.93,2.92,2.93,2.85
2.94,2.99,3.10,2.94
2.88,3.09,3.10,2.67
2.90,3.02,3.09,2.89
2.78,3.04,3.10,2.78
2.84,2.88,3.09,2.80
2.79,2.88,3.09,2.73
2.79,2.66,2.85,2.65
2.65,2.51,2.65,2.50
2.63,2.59,2.99,2.50
2.72,2.19,2.90,2.19
2.28,2.13,2.30,2.11
2.06,2.00,2.24,1.98
2.00,2.02,2.13,1.95
2.34,2.20,2.34,2.05
2.25,2.24,2.99,2.20
2.24,2.08,2.26,2.07
2.03,2.25,2.26,2.00
2.26,2.59,2.60,2.26
2.53,2.32,2.64,2.30
2.36,2.34,2.39,2.27
2.60,2.21,2.60,2.15
2.12,2.06,2.20,2.05
2.07,2.05,2.08,2.05
2.02,2.02,2.09,1.92
2.07,1.95,2.07,1.94
1.93,1.86,1.95,1.85
1.90,1.95,2.00,1.88
1.90,1.79,1.90,1.72
1.75,1.75,1.76,1.75
1.60,1.60,1.62,1.60
2.02,1.92,2.40,1.63
2.20,1.89,2.23,1.81
2.43,1.92,2.43,1.90
2.30,2.31,2.43,1.85
2.25,2.33,2.51,2.01
2.40,2.41,2.41,2.34
2.41,2.43,2.49,2.41
2.26,2.24,2.26,2.18
2.15,2.26,2.49,2.15
2.35,2.34,2.35,2.16
2.34,2.37,2.37,2.17
N/A,N/A,N/A,N/A
2.26,2.13,2.34,2.13
2.30,2.14,2.40,2.14
2.14,1.98,2.14,1.96
2.21,2.03,2.21,1.85
2.08,1.97,2.31,1.95
2.27,1.75,2.27,1.75
2.08,1.72,2.08,1.39
1.45,1.56,1.60,1.45
1.48,1.57,1.58,1.48
2.01,1.93,2.01,1.71
1.67,1.64,1.74,1.60
1.79,1.78,1.79,1.71
1.75,1.72,1.75,1.55
1.46,1.68,1.68,1.46
1.71,1.71,1.71,1.71
1.70,1.98,1.98,1.60
1.95,1.92,1.97,1.91
1.82,1.71,1.89,1.63
1.85,1.62,1.85,1.62
1.75,1.63,1.76,1.63
1.60,1.60,1.60,1.60
1.65,1.83,2.05,1.65
2.02,1.89,2.02,1.65
1.80,1.92,1.96,1.80
1.99,1.93,1.99,1.85
1.90,1.90,1.95,1.90
1.94,1.90,2.00,1.89
1.96,1.90,1.99,1.90
1.94,1.85,1.95,1.85
1.85,1.96,1.96,1.85
1.85,2.00,2.05,1.85
2.00,2.00,2.00,1.90
1.93,1.93,1.95,1.93
1.90,1.90,1.92,1.90
1.90,1.90,1.95,1.90
1.92,1.95,1.95,1.92
1.90,1.85,1.90,1.85
1.87,1.92,1.94,1.87
1.90,1.83,1.91,1.82
1.82,1.68,1.88,1.68
1.70,1.67,1.74,1.67
1.73,1.78,1.78,1.73
1.78,1.78,1.78,1.78
1.72,1.74,1.86,1.63
1.74,1.73,1.74,1.68
1.71,1.68,1.71,1.68
1.71,1.68,1.72,1.60
1.77,1.62,1.77,1.61
1.58,1.58,1.61,1.56
1.57,1.57,1.57,1.55
1.56,1.57,1.58,1.56
1.55,1.59,1.59,1.55
1.54,1.47,1.55,1.46
1.48,1.53,1.56,1.48
1.54,1.54,1.54,1.54
1.51,1.49,1.54,1.45
1.42,1.46,1.46,1.41
1.42,1.42,1.46,1.40
1.45,1.41,1.46,1.40
1.40,1.44,1.44,1.40
1.42,1.42,1.42,1.42
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.38,1.16,1.41,1.15
1.14,1.08,1.16,0.82
1.05,1.24,1.31,1.05
1.24,1.33,1.34,1.24
1.33,1.30,1.44,1.30
1.26,1.33,1.33,1.17
1.40,1.28,1.41,1.21
N/A,N/A,N/A,N/A
1.13,1.20,1.20,1.13
1.16,1.26,1.26,1.16
1.26,1.13,1.28,1.13
1.17,1.14,1.27,1.14
1.25,1.24,1.25,1.24
1.25,1.25,1.25,1.25
1.22,1.24,1.27,1.16
1.17,1.16,1.25,1.16
N/A,N/A,N/A,N/A
1.32,1.33,1.33,1.23
1.30,1.29,1.31,1.27
1.26,1.18,1.28,1.18
1.15,1.13,1.21,1.13
1.15,1.28,1.40,1.15
1.17,1.26,1.38,1.16
1.20,1.26,1.26,1.20
1.21,1.23,1.36,1.17
1.39,1.21,1.39,1.20
1.31,1.35,1.35,1.25
1.38,1.26,1.61,1.22
1.46,1.39,1.74,1.25
1.39,1.39,1.46,1.39
1.35,1.30,1.41,1.30
1.29,1.32,1.35,1.29
1.30,1.30,1.37,1.29
1.29,1.40,1.43,1.29
1.31,1.42,1.42,1.29
1.39,1.32,1.43,1.32
1.30,1.31,1.42,1.30
1.35,1.52,1.78,1.35
1.35,1.41,1.62,1.34
1.40,1.40,1.40,1.40
1.40,1.50,1.50,1.40
1.40,1.40,1.49,1.30
1.36,1.35,1.44,1.31
1.31,1.31,1.43,1.31
1.42,1.31,1.42,1.31
1.31,1.59,1.64,1.31
1.90,1.69,1.90,1.53
1.73,1.60,1.80,1.56
1.62,1.58,1.78,1.55
1.55,1.84,1.93,1.55
1.90,1.85,1.90,1.71
1.85,1.85,1.91,1.74
1.72,1.85,1.93,1.72
1.85,1.86,1.95,1.85
1.85,1.92,1.93,1.85
1.92,1.87,1.93,1.87
1.87,1.80,1.87,1.78
1.79,1.91,1.95,1.71
1.95,1.95,1.95,1.85
1.87,1.88,1.88,1.80
1.81,1.81,1.81,1.81
1.79,1.89,1.92,1.76
1.95,1.82,1.95,1.82
1.79,1.74,1.93,1.74
1.87,1.74,1.89,1.70
1.80,1.77,1.89,1.70
1.75,1.68,1.89,1.68
1.71,1.70,1.72,1.70
1.80,1.80,1.86,1.78
1.85,1.76,1.85,1.76
1.75,1.68,1.83,1.68
1.76,1.84,1.88,1.76
1.79,1.85,1.88,1.79
1.76,1.86,1.86,1.76
1.86,1.92,1.92,1.85
1.92,1.92,1.92,1.90
1.83,1.90,1.94,1.83
1.94,1.92,1.94,1.85
1.85,1.90,1.90,1.85
1.84,1.81,1.90,1.81
1.79,1.76,1.81,1.76
1.76,1.80,1.80,1.76
1.85,1.80,1.85,1.80
1.77,1.79,1.83,1.77
1.75,1.76,1.83,1.75
1.81,1.78,1.82,1.50
1.75,1.83,1.83,1.71
1.86,1.82,1.86,1.80
1.82,1.80,1.83,1.73
1.82,1.83,1.83,1.82
1.82,1.71,1.82,1.66
1.65,1.69,1.86,1.65
1.67,1.74,1.78,1.67
1.75,1.71,1.79,1.70
1.72,1.74,1.81,1.71
1.78,1.71,1.78,1.71
N/A,N/A,N/A,N/A
1.70,1.70,1.70,1.70
1.69,1.70,1.72,1.69
1.70,1.70,1.75,1.70
1.72,1.70,1.72,1.70
1.67,1.70,1.70,1.67
1.72,1.74,1.74,1.72
1.72,1.73,1.73,1.72
1.73,1.73,1.73,1.72
1.81,1.73,1.90,1.70
1.94,1.94,1.94,1.94
1.94,1.93,1.95,1.88
1.89,1.90,1.91,1.89
1.90,1.94,1.94,1.90
1.93,1.89,1.95,1.89
1.87,1.90,1.90,1.87
N/A,N/A,N/A,N/A
1.92,1.92,1.92,1.92
N/A,N/A,N/A,N/A
1.90,1.95,1.95,1.90
1.79,1.89,1.89,1.70
1.97,2.04,2.06,1.89
2.04,2.00,2.04,1.95
2.01,2.01,2.01,2.01
2.01,2.11,2.11,2.01
2.11,2.11,2.11,2.11
2.00,2.00,2.00,2.00
1.74,1.84,1.94,1.74
N/A,N/A,N/A,N/A
1.77,1.70,1.77,1.70
1.66,1.55,1.85,1.55
1.78,1.78,1.78,1.78
1.65,1.75,1.91,1.65
1.93,2.00,2.00,1.75
1.75,2.00,2.00,1.75
2.00,1.94,2.10,1.86
2.08,2.00,2.08,1.84
1.94,2.00,2.12,1.94
2.00,2.20,2.20,2.00
2.20,2.19,2.20,2.05
2.06,2.08,2.08,2.06
2.06,1.89,2.06,1.83
1.85,2.00,2.00,1.85
1.88,2.05,2.05,1.88
1.99,2.01,2.04,1.89
1.86,1.85,2.00,1.85
1.99,1.87,1.99,1.87
1.97,1.82,1.97,1.82
1.94,1.85,1.94,1.85
1.92,1.81,1.92,1.81
1.83,1.81,2.00,1.81
1.85,1.90,1.95,1.85
1.92,1.86,1.98,1.85
1.84,1.99,2.00,1.84
1.90,1.94,1.95,1.90
1.98,1.88,1.98,1.85
1.89,2.05,2.19,1.87
1.71,2.00,2.05,1.71
1.99,2.00,2.04,1.85
2.08,1.97,2.15,1.93
1.99,1.95,2.00,1.85
1.97,1.85,1.97,1.85
1.85,1.85,1.94,1.75
