ESL,Esterline Technologies Corporation Common Stock,NASDAQ
70.87,70.28,71.33,70.11
70.56,71.05,71.14,70.00
70.28,69.72,70.61,69.40
69.99,69.88,70.57,69.16
70.48,70.44,70.90,69.62
71.04,72.00,72.26,71.04
71.65,72.29,72.58,71.16
72.69,73.83,74.10,72.69
73.83,74.27,74.63,73.58
73.79,74.95,75.27,73.79
75.70,76.27,76.31,75.28
76.53,76.30,76.79,76.07
76.62,76.75,77.44,76.44
76.79,76.67,77.20,76.39
77.47,78.01,78.07,76.75
77.84,78.81,78.99,77.48
79.07,80.28,80.50,78.87
80.32,80.24,80.72,80.13
80.49,80.79,81.11,80.21
80.70,81.24,81.67,80.70
80.98,81.86,81.94,80.83
81.83,82.00,82.45,81.66
82.33,82.52,82.68,81.97
82.98,82.67,83.00,82.08
82.34,83.61,83.87,82.33
82.91,82.27,82.96,82.08
81.89,80.73,82.26,80.71
81.23,81.28,82.18,80.78
81.65,81.44,82.27,81.08
82.40,84.80,85.30,82.37
84.25,83.71,84.90,83.53
83.46,83.48,83.97,82.63
83.37,82.66,84.20,82.47
82.25,82.63,82.99,82.02
83.25,82.60,83.31,81.16
82.44,81.86,82.87,81.80
81.18,81.94,82.25,81.00
81.61,82.21,82.28,80.82
82.48,82.01,82.72,81.93
80.85,79.85,81.30,79.65
79.50,79.89,80.49,79.50
79.80,79.68,80.43,79.30
79.81,79.78,80.20,79.03
79.59,79.00,79.82,78.40
79.16,79.96,80.00,78.97
79.96,80.29,80.59,79.29
80.58,80.59,81.50,80.13
79.55,78.42,80.48,78.02
78.28,79.10,79.45,78.28
79.00,80.19,80.69,78.52
80.01,76.29,81.50,74.81
77.22,76.77,78.83,76.06
76.65,77.36,77.72,76.65
77.23,77.31,77.97,77.12
77.54,78.02,78.28,76.00
78.14,79.11,79.40,78.14
79.53,81.02,81.08,79.22
81.00,80.94,81.43,80.54
80.74,80.07,81.50,79.93
80.56,81.18,81.36,79.53
81.78,81.82,82.19,81.37
81.82,83.65,83.71,81.57
83.40,83.27,83.75,81.41
83.33,81.95,83.37,81.92
82.25,80.63,82.64,80.37
80.45,79.61,80.45,78.65
79.90,80.36,81.02,79.51
80.36,80.74,81.44,80.00
80.70,81.11,81.66,80.33
79.21,79.51,80.44,78.92
78.66,79.89,80.18,78.50
79.81,80.22,81.21,79.11
79.83,80.07,80.08,78.83
79.67,79.10,80.32,77.57
78.94,78.95,79.44,78.70
78.10,77.89,78.74,77.66
77.76,77.33,78.23,76.91
77.39,77.12,77.76,76.59
78.22,78.74,78.77,77.43
78.73,78.87,78.95,78.13
78.55,79.47,79.63,77.70
79.48,77.10,79.48,76.83
77.44,77.17,77.62,76.82
76.91,78.94,79.15,76.82
79.53,79.40,79.53,78.36
79.48,79.49,79.53,79.06
79.58,79.28,79.89,79.08
79.08,79.38,79.49,78.78
79.50,79.41,79.71,78.82
79.77,80.80,80.99,79.40
80.62,80.70,80.91,79.95
80.65,81.41,81.48,80.33
81.38,80.39,81.53,80.20
80.15,80.16,81.57,79.68
80.09,80.22,81.22,79.57
80.61,80.60,81.25,79.91
80.19,79.83,80.52,79.21
80.31,79.48,81.07,79.33
79.62,78.27,79.91,78.20
78.17,80.00,80.25,78.17
80.01,79.88,80.44,79.77
79.53,80.06,80.22,79.17
79.50,80.76,80.78,79.24
80.68,80.68,81.11,80.46
80.69,81.56,81.67,80.39
81.90,80.81,82.64,80.51
80.67,80.74,81.14,80.52
81.19,81.58,82.19,80.52
81.94,83.47,83.52,81.94
83.68,85.78,86.36,83.44
86.15,86.75,86.79,86.00
86.63,87.74,88.24,86.10
88.04,89.07,89.21,87.84
89.37,88.02,89.37,87.90
87.91,87.50,88.77,87.31
87.10,88.62,88.71,86.83
88.28,89.84,90.08,86.91
89.90,88.75,89.90,88.48
88.51,92.47,93.40,88.51
92.62,92.45,92.81,91.77
92.11,92.45,93.15,91.66
92.88,91.71,92.88,91.09
91.30,92.00,92.11,90.98
91.79,92.42,92.70,91.46
92.81,95.91,95.93,92.79
95.41,96.02,96.29,95.17
96.34,97.61,97.65,95.34
97.20,96.62,97.44,95.80
96.57,99.29,99.49,96.39
99.95,100.84,101.26,99.53
100.81,101.40,101.95,100.59
101.87,101.44,102.44,100.71
101.30,101.54,101.68,100.90
101.43,100.92,101.81,100.39
101.19,101.96,102.37,100.86
101.39,101.10,101.52,100.51
101.05,100.84,101.56,100.06
101.03,99.78,101.03,98.84
100.26,101.13,101.72,100.12
100.83,101.24,101.30,99.95
101.84,100.72,102.57,100.59
101.04,101.67,101.76,100.00
101.68,102.54,103.47,101.61
102.97,103.34,103.49,102.51
103.16,104.32,104.50,103.16
106.30,108.95,108.96,105.80
108.51,108.19,109.00,107.52
108.57,108.61,109.40,108.19
108.49,109.70,109.96,108.18
109.24,108.81,109.37,108.40
107.85,103.95,108.19,103.87
105.04,104.97,107.15,104.28
105.26,107.29,107.31,105.00
107.08,104.11,107.18,103.81
104.77,102.96,105.81,102.59
101.28,102.95,103.72,101.15
102.99,98.44,103.57,97.28
98.65,100.89,101.45,97.12
100.30,100.86,101.65,98.32
101.32,103.08,103.30,100.59
103.25,104.19,105.44,103.25
103.93,103.83,104.17,102.61
104.00,104.79,105.09,103.28
104.87,104.75,105.28,103.80
104.10,104.80,104.99,103.64
104.84,105.09,105.21,103.95
105.14,106.19,106.53,105.12
105.75,105.59,107.91,105.52
105.60,107.36,107.51,104.83
107.79,106.49,107.79,106.07
106.42,107.38,108.38,105.91
107.44,107.14,107.98,106.82
107.49,108.95,109.26,106.76
108.77,109.90,109.95,108.00
111.51,107.70,112.10,107.11
106.60,107.86,109.05,106.22
109.44,111.66,112.00,108.46
111.18,110.95,112.46,110.58
111.55,111.11,112.92,110.64
112.22,110.96,113.06,110.31
110.44,109.44,111.49,109.20
109.63,107.81,110.14,107.27
107.33,107.17,108.23,106.68
107.66,104.18,108.18,104.00
103.80,104.45,105.85,103.80
105.29,105.89,105.98,104.49
106.17,107.04,107.50,106.17
106.83,105.59,107.26,104.93
105.58,106.54,107.15,104.86
107.26,106.73,108.02,106.35
107.08,105.85,107.55,104.71
106.34,105.99,107.21,104.83
105.58,103.70,107.12,103.65
103.49,103.37,104.27,102.47
103.56,103.83,104.98,103.28
104.28,106.54,107.32,103.57
106.85,108.69,108.85,105.64
108.93,109.75,109.86,108.65
109.77,110.59,111.20,109.31
111.45,106.49,111.45,106.36
106.13,104.61,106.49,104.13
104.64,103.80,105.67,102.21
104.22,104.87,104.98,102.62
104.71,103.00,105.52,102.57
101.77,102.15,104.12,101.64
103.18,102.77,104.19,101.63
103.08,105.20,105.78,102.02
105.90,106.28,106.94,104.85
106.26,107.50,107.86,105.96
107.51,107.95,108.32,106.71
107.95,108.47,109.30,107.64
108.53,109.00,109.58,107.61
109.62,107.83,109.69,107.35
107.15,106.49,107.55,105.73
107.23,106.92,107.77,105.72
107.31,108.06,108.83,106.92
107.66,109.02,109.60,107.35
108.66,108.56,110.17,107.68
108.80,109.30,110.50,108.62
108.31,109.84,110.94,108.08
109.20,108.87,110.02,108.15
109.01,109.40,109.63,108.34
109.14,108.99,110.70,108.32
108.49,109.38,110.06,108.11
109.90,110.88,112.45,109.39
111.01,109.40,111.40,108.93
109.22,106.84,109.34,106.34
106.44,106.14,106.77,104.91
105.91,107.16,107.27,104.56
106.82,107.00,108.62,106.74
106.49,105.55,106.77,104.99
106.23,105.94,106.66,105.19
106.14,107.61,108.33,105.96
107.91,109.46,109.86,107.12
110.00,111.05,111.80,109.38
111.16,110.05,111.16,109.58
110.50,110.81,111.27,109.45
108.39,111.45,112.24,108.01
111.36,111.04,111.68,109.72
110.64,110.23,111.30,109.35
110.08,111.50,111.52,109.56
111.59,115.77,115.95,111.50
116.48,116.98,117.79,115.95
116.66,117.72,118.48,116.58
117.45,116.57,117.72,116.30
116.03,114.28,116.03,113.56
113.75,114.44,114.98,113.23
115.03,115.54,115.79,113.71
115.26,115.89,116.12,114.98
115.84,117.98,118.12,115.61
117.74,117.62,118.04,117.02
118.40,117.22,119.37,116.78
121.47,121.48,122.52,120.48
122.10,119.74,122.17,118.68
119.40,116.79,119.66,116.63
116.24,115.81,116.84,115.02
116.15,114.92,116.50,114.30
114.08,114.74,115.05,113.82
114.45,115.12,115.15,112.78
115.12,117.90,118.75,114.81
117.38,116.18,117.67,115.82
116.39,116.55,117.09,115.96
115.95,115.92,116.19,114.86
115.45,114.61,115.90,114.06
115.06,115.70,115.90,114.51
113.36,113.83,114.80,113.27
113.56,113.43,114.25,112.70
114.53,113.56,114.53,113.17
113.20,112.50,114.34,111.80
113.17,112.42,113.20,111.74
112.02,110.94,113.03,110.68
110.79,112.38,113.26,110.79
111.75,113.87,114.28,111.32
114.35,114.90,115.12,113.85
114.84,113.78,114.99,113.44
113.82,112.17,113.82,111.90
111.06,111.14,112.12,110.63
111.20,110.70,111.39,110.00
110.71,109.27,111.39,109.17
110.15,109.77,110.34,108.74
108.49,108.55,109.18,107.44
108.63,109.24,109.76,108.28
109.17,108.81,109.97,107.71
108.50,109.65,110.49,107.81
108.56,109.80,110.05,107.82
112.45,111.98,113.06,111.67
111.87,113.10,113.60,111.87
113.74,114.21,115.07,113.21
113.94,113.41,114.37,112.71
113.71,114.85,115.58,113.37
115.31,115.18,116.04,114.65
116.33,114.50,116.33,114.07
115.67,115.65,115.79,114.95
115.60,115.33,115.93,115.15
115.21,116.33,116.58,114.57
116.26,117.62,117.80,116.26
117.27,117.66,118.52,116.80
118.32,118.32,119.25,117.99
118.53,118.04,119.03,117.73
118.44,116.96,118.52,116.73
116.71,116.79,117.38,116.25
116.80,117.23,117.57,116.12
117.80,118.78,120.00,117.39
119.78,117.26,120.50,117.18
117.30,117.31,119.41,116.96
115.00,116.39,117.30,111.48
116.34,115.22,117.12,114.59
114.87,114.24,115.30,113.51
114.41,115.00,115.14,113.69
114.77,115.19,115.47,114.06
115.37,114.43,115.57,113.55
114.62,114.39,115.22,113.55
113.97,114.55,114.99,113.64
114.41,114.43,115.18,113.66
114.96,115.89,115.95,114.30
115.91,113.53,116.73,113.52
112.87,111.58,113.81,111.32
110.83,110.50,110.96,110.09
110.84,110.07,110.93,109.61
109.56,109.16,109.94,108.53
109.07,109.99,110.14,108.80
108.66,111.50,111.51,108.64
111.72,111.27,111.94,110.74
111.27,107.67,111.49,107.22
107.41,107.96,108.62,106.89
109.15,109.87,110.25,108.45
110.01,109.51,110.90,108.93
108.54,107.50,108.54,107.25
107.20,108.00,108.36,106.21
107.63,105.23,108.00,104.91
104.79,104.09,105.79,103.81
103.97,102.75,104.85,102.65
103.33,105.26,107.00,103.15
103.75,106.96,107.84,102.85
105.09,106.57,107.66,104.47
108.05,107.51,108.47,106.70
107.57,108.75,109.00,107.57
109.18,110.92,111.37,108.60
111.41,108.40,111.74,108.24
109.34,110.88,111.90,109.02
111.37,111.72,112.09,110.60
111.01,111.94,112.16,110.30
112.44,114.73,115.14,112.28
114.98,113.72,115.97,113.04
113.08,114.77,115.11,112.79
117.02,117.11,117.25,115.13
117.02,115.78,117.89,115.17
115.75,115.57,116.53,115.01
116.41,114.85,116.68,114.17
115.03,115.86,115.91,114.98
115.92,115.95,116.33,114.49
115.86,116.54,116.57,114.70
116.55,116.45,117.49,115.98
115.59,117.15,117.70,115.59
117.15,115.75,117.84,115.45
115.48,114.88,116.37,114.80
114.73,116.13,116.79,114.66
116.50,116.15,117.78,115.79
116.21,116.46,117.20,114.54
115.75,116.57,117.22,115.58
117.87,117.72,118.77,116.76
118.25,118.49,118.86,117.95
118.93,119.82,120.32,118.93
120.12,119.53,120.40,119.39
119.90,118.83,120.31,118.40
118.27,117.77,118.67,116.55
117.89,118.31,119.18,117.04
118.59,120.06,120.71,117.81
119.62,117.99,120.12,117.51
117.80,118.84,119.39,117.80
118.37,117.86,120.60,117.54
116.76,120.04,120.10,115.90
119.32,117.09,120.32,116.65
117.92,117.53,118.42,117.14
106.10,103.63,108.02,98.70
103.51,101.89,104.28,99.94
101.54,102.60,104.29,101.04
102.84,105.17,105.35,102.10
106.88,107.53,107.70,105.78
107.18,107.93,108.74,107.18
107.97,109.16,109.22,106.96
109.26,109.71,111.04,108.85
110.11,111.32,112.19,109.76
111.94,111.58,112.19,110.02
111.48,111.27,111.82,111.12
111.02,110.78,111.42,109.79
110.76,109.68,112.20,109.41
110.70,110.21,111.27,109.07
109.30,106.02,110.15,105.28
106.27,106.59,108.29,104.92
107.00,106.97,108.37,106.62
108.27,110.32,110.85,108.27
110.57,108.75,110.84,108.61
108.70,107.85,109.50,106.70
108.75,107.53,110.35,106.36
106.39,108.49,108.88,106.00
110.17,107.44,110.83,107.19
106.92,108.82,109.09,106.35
109.14,109.07,109.83,107.22
108.93,110.23,110.96,108.57
111.00,114.06,114.40,110.59
113.46,113.22,114.54,112.83
113.19,113.45,114.11,111.65
111.68,112.82,113.87,111.32
113.94,110.82,114.50,110.51
111.08,112.85,113.15,109.25
111.69,112.09,113.95,111.69
112.69,113.75,113.99,111.18
114.00,115.56,115.85,114.00
115.33,114.30,115.79,113.88
114.96,115.13,115.29,113.72
115.44,116.06,117.00,114.88
115.84,114.52,116.42,114.35
115.55,114.96,115.58,114.13
114.84,114.93,115.87,114.40
115.40,114.96,116.06,114.15
114.83,115.76,116.47,114.13
115.70,115.53,116.56,114.76
115.02,116.00,116.50,114.83
115.76,117.50,118.45,115.42
116.97,118.36,118.41,116.02
117.49,117.81,118.26,117.04
117.90,118.83,119.27,117.17
118.82,117.79,119.04,117.13
117.77,118.20,118.48,117.31
117.67,117.85,119.51,117.67
117.96,119.45,120.45,117.67
118.71,118.22,119.74,117.66
118.05,116.99,118.33,116.54
116.65,117.73,118.55,115.67
105.25,106.78,112.86,103.31
107.00,109.81,110.70,106.79
108.90,106.96,109.24,106.60
106.87,107.79,108.14,106.25
108.58,109.92,110.00,108.53
111.46,110.42,111.63,109.07
111.39,111.34,112.71,111.10
110.60,112.13,112.56,110.50
111.61,115.44,115.78,111.48
114.77,113.80,114.77,113.28
113.86,115.65,116.06,113.50
115.37,114.84,116.11,114.14
114.26,115.78,116.34,113.91
116.08,112.20,116.08,112.16
111.29,111.95,112.34,110.78
111.82,112.68,112.96,111.48
113.55,115.68,115.93,112.99
114.68,114.42,114.89,113.63
113.90,113.37,114.15,111.92
113.66,114.30,115.43,112.41
113.69,115.47,115.90,113.69
115.47,115.37,116.20,114.87
114.82,116.69,116.90,114.60
116.56,116.35,117.41,115.79
116.40,116.32,116.40,114.98
116.14,115.42,116.88,115.16
115.28,115.27,116.36,114.16
115.68,115.35,116.27,114.85
115.35,115.00,116.04,114.63
114.45,109.85,114.45,109.49
110.61,112.33,113.06,110.56
113.15,112.64,113.54,111.90
112.72,112.58,112.78,111.16
112.07,113.98,114.24,112.07
113.85,113.58,113.99,112.79
114.93,115.22,115.84,114.16
114.77,115.76,115.94,114.30
115.50,115.11,116.05,114.37
112.88,111.29,113.83,110.70
111.64,111.09,111.79,110.29
111.44,109.95,111.97,109.73
109.66,108.08,110.40,107.28
108.33,107.65,108.45,106.76
107.83,108.87,109.15,107.71
110.32,110.31,111.85,110.00
109.95,110.74,111.93,109.95
110.33,109.83,110.63,108.72
109.80,110.60,111.03,109.65
111.66,112.44,112.55,110.54
112.59,111.76,112.61,111.30
111.35,111.72,112.34,111.27
111.83,112.63,112.74,111.01
112.96,113.02,113.63,112.65
112.87,113.74,114.22,112.83
113.71,112.58,114.11,112.15
111.97,110.92,112.51,110.88
111.47,111.07,111.69,110.50
110.93,110.69,111.04,109.76
110.20,108.17,110.96,107.78
108.81,108.15,109.10,107.08
107.49,108.18,109.33,107.36
108.39,108.67,109.75,108.08
107.86,107.01,108.54,106.48
94.01,94.35,95.00,92.26
93.63,92.74,94.27,92.30
92.44,92.64,93.34,91.87
93.41,93.50,94.53,92.76
93.92,93.66,94.29,93.39
93.34,93.15,94.00,92.84
91.99,92.45,93.51,91.51
92.41,92.70,92.99,91.98
93.16,93.03,93.39,92.15
93.14,94.44,94.85,93.14
94.61,94.29,94.90,94.04
94.92,95.25,95.71,94.46
95.46,95.69,96.15,95.12
95.69,95.75,96.02,95.27
96.03,95.67,96.08,95.25
95.85,95.53,96.02,94.96
94.53,94.75,95.85,94.22
95.69,95.34,96.05,94.88
95.94,95.10,96.44,94.58
95.48,94.23,95.58,93.92
93.37,93.66,94.80,93.24
93.66,92.81,93.66,91.54
92.21,91.77,93.33,90.86
92.19,92.11,92.82,91.68
93.02,93.79,93.91,92.85
94.47,95.08,95.08,94.27
95.12,95.51,96.00,94.85
95.50,94.93,95.50,94.20
95.38,94.98,96.06,94.58
94.92,93.54,95.11,93.17
93.86,92.70,94.50,92.33
92.46,91.00,92.91,90.68
90.25,90.39,90.96,89.94
90.57,90.43,91.33,90.13
90.11,88.70,90.24,88.60
88.21,86.85,88.41,86.70
86.16,87.55,88.06,85.95
87.62,89.20,89.50,87.58
88.69,88.76,89.05,88.01
89.25,88.66,89.55,88.20
88.78,87.99,88.79,86.90
88.22,87.24,88.56,86.67
88.05,87.74,89.15,87.46
87.93,87.81,88.30,86.98
87.21,86.35,87.84,86.20
87.37,88.59,88.97,87.37
87.59,87.35,88.01,86.58
86.47,86.85,87.02,85.52
86.68,86.12,87.00,85.90
86.11,86.73,87.38,86.11
86.23,87.16,87.22,86.06
86.90,86.18,87.53,86.15
86.11,85.34,86.27,85.20
84.54,82.49,84.76,82.38
81.18,81.46,82.75,80.39
76.72,78.87,81.70,76.01
81.87,78.31,81.87,78.14
80.62,79.66,80.62,78.38
80.67,81.05,81.58,79.22
80.50,81.15,81.61,80.50
80.59,81.71,82.77,80.23
80.19,80.49,81.66,79.75
81.82,81.61,82.31,80.75
82.06,81.92,82.71,81.17
76.96,77.00,78.00,74.80
78.13,82.41,82.56,78.03
82.95,81.81,83.15,81.62
81.69,81.87,82.69,81.18
81.70,82.99,83.05,80.92
83.15,81.46,83.46,81.32
81.83,82.47,82.68,81.58
82.55,82.67,83.26,82.46
82.43,81.36,83.17,81.10
80.04,79.04,80.95,78.47
79.62,79.24,79.84,78.90
78.32,77.43,78.35,77.10
77.72,75.28,77.72,74.90
74.50,72.97,74.85,72.35
73.81,72.97,74.39,72.45
72.43,71.85,72.69,71.50
71.85,71.35,72.14,71.00
72.23,71.89,72.50,71.27
71.97,71.14,72.19,70.12
70.30,71.62,71.65,69.77
72.42,73.73,74.00,72.10
73.72,74.17,74.92,73.69
74.81,75.66,76.43,74.57
75.28,77.47,77.71,75.28
77.53,78.00,78.32,77.09
78.94,77.16,78.94,76.89
76.47,75.89,77.34,75.82
75.92,74.53,76.60,74.10
74.81,75.33,75.36,73.92
75.47,73.95,75.47,73.40
73.54,74.14,74.19,73.19
74.13,74.39,75.36,74.02
74.49,73.32,75.22,73.19
73.62,75.47,75.51,73.62
76.24,76.07,76.59,75.14
76.06,75.72,76.48,75.40
75.29,75.00,75.98,74.55
74.98,76.75,76.81,74.70
76.23,76.95,77.35,76.23
76.99,77.05,78.04,76.56
77.23,78.47,78.90,77.12
78.17,78.97,79.35,77.85
79.12,79.13,79.74,78.72
79.32,79.36,79.85,78.06
78.94,79.71,79.75,77.93
79.39,77.83,79.39,77.21
77.43,78.40,78.48,76.83
78.78,78.43,78.90,78.02
77.58,77.55,77.83,76.66
76.97,77.03,77.62,75.86
76.87,78.74,78.84,76.48
78.96,78.24,79.97,77.88
78.29,79.31,79.43,77.62
79.55,80.36,80.75,78.89
81.91,89.29,89.51,81.00
89.37,92.99,93.96,89.23
92.25,94.12,94.30,91.75
93.98,94.85,95.04,92.81
94.91,94.57,94.91,92.93
94.53,95.08,95.39,93.61
95.29,95.78,96.44,94.46
95.51,94.96,96.00,94.42
95.42,93.50,95.52,92.99
93.48,93.93,94.41,92.89
93.84,91.59,93.84,91.44
90.86,89.20,91.16,89.12
88.89,87.42,90.11,87.30
88.30,88.92,89.45,87.73
87.68,86.30,88.58,86.06
86.62,84.85,87.60,84.36
85.63,83.58,86.04,83.42
84.64,84.55,85.04,82.81
84.80,82.66,84.80,82.62
82.15,82.41,83.32,81.43
83.05,83.10,84.17,82.38
83.31,83.39,83.96,82.09
84.12,83.95,84.45,83.29
83.90,83.79,84.07,83.28
83.42,82.77,83.80,81.87
83.21,83.75,83.92,82.88
83.66,82.14,83.76,82.08
82.00,81.00,82.43,80.71
80.75,81.19,81.56,79.24
81.50,81.21,81.99,80.70
79.93,78.92,80.43,78.07
77.45,75.99,78.40,75.84
76.35,75.80,77.25,75.63
76.30,75.64,76.63,74.79
76.37,76.97,77.04,75.21
77.46,75.00,78.73,74.42
75.15,75.76,76.19,73.44
73.96,76.60,77.23,73.92
77.25,74.68,77.25,73.66
73.68,75.36,76.33,71.41
75.64,75.31,77.02,74.62
76.37,77.29,77.72,75.76
77.14,75.65,77.43,75.40
76.16,76.78,77.48,76.03
76.17,75.91,77.06,75.04
76.75,75.98,76.86,75.40
76.40,78.71,78.75,75.99
78.03,77.23,78.08,76.02
76.44,74.78,76.64,74.56
75.66,76.08,76.52,73.81
74.46,75.77,77.93,74.46
64.40,53.07,64.40,45.12
52.54,52.19,53.23,51.70
51.37,52.65,53.12,51.14
53.07,52.85,54.27,52.70
51.87,52.52,53.17,51.25
52.98,51.76,53.23,51.49
52.76,53.13,53.72,52.41
53.44,54.29,54.65,53.44
54.47,54.02,54.72,53.67
53.93,54.44,54.68,53.35
54.78,55.69,55.80,54.32
55.49,55.71,56.30,55.49
54.89,56.11,56.62,54.32
56.23,55.52,56.40,55.34
56.01,55.67,56.25,55.00
55.78,56.01,56.27,55.20
56.32,57.26,57.82,55.44
57.08,58.26,58.29,57.08
58.17,59.80,59.88,58.17
59.77,61.64,61.67,59.25
61.22,63.00,63.07,61.22
62.50,60.70,62.69,60.66
61.04,60.39,61.04,59.91
60.94,59.25,60.94,58.76
59.92,62.78,62.86,59.92
62.45,62.73,63.07,61.50
62.05,62.23,62.77,61.10
61.84,64.47,64.54,61.84
64.59,66.35,66.84,63.65
66.72,66.89,68.04,66.06
66.64,66.90,67.60,66.63
66.51,66.63,67.14,66.21
66.35,65.76,66.97,65.70
65.22,65.63,65.71,64.28
65.82,63.89,65.96,63.51
63.55,65.35,65.51,62.93
65.87,64.78,66.10,64.61
64.74,64.07,65.03,63.95
63.53,64.20,64.48,62.73
64.20,63.79,64.79,63.70
63.17,63.84,64.63,63.17
63.76,63.85,64.49,63.60
63.31,62.92,64.17,62.56
63.53,63.75,64.47,63.28
63.95,63.20,64.11,62.96
63.50,63.60,63.74,63.12
64.10,64.89,65.00,63.91
64.90,64.44,64.90,64.12
64.44,64.29,65.34,64.09
64.05,66.41,66.89,64.03
66.62,66.40,68.02,66.16
65.60,66.20,66.67,65.07
66.10,65.81,67.02,65.47
66.15,67.20,67.60,65.92
66.82,67.68,68.06,66.79
68.14,68.55,68.61,67.12
68.92,69.90,70.08,68.60
69.31,67.93,69.94,67.67
67.82,68.66,68.98,67.33
69.10,70.50,70.52,68.36
69.63,67.78,69.66,67.63
66.95,66.62,68.08,66.34
67.12,66.59,67.46,65.92
66.41,68.88,70.26,64.52
68.68,68.11,69.12,67.73
68.76,69.20,69.38,67.94
69.24,67.77,69.24,67.72
67.97,67.50,68.60,66.86
67.13,65.94,67.63,65.64
66.18,66.60,67.28,65.80
66.39,65.88,67.70,65.55
65.74,66.43,67.58,65.74
65.80,64.88,66.23,64.15
65.35,67.00,67.13,65.30
67.09,66.07,67.54,66.02
66.68,66.87,67.50,65.99
67.36,67.60,68.32,67.13
67.70,67.32,67.99,66.90
67.46,67.19,67.73,66.58
67.48,67.41,68.18,67.10
66.83,67.30,67.42,65.73
67.26,68.11,68.12,67.00
68.08,66.90,68.13,66.40
66.95,68.55,68.64,66.50
68.78,68.19,69.07,67.94
68.22,67.61,68.76,67.51
67.16,67.42,67.65,66.70
66.63,65.89,67.04,65.56
65.40,63.35,65.82,63.27
63.25,63.36,64.14,62.76
63.65,62.97,64.16,62.71
62.39,62.41,62.58,61.01
62.55,62.13,63.49,62.03
63.15,63.05,63.81,62.50
63.23,63.09,63.59,62.64
63.35,62.40,63.66,62.36
63.33,64.34,64.35,62.78
60.50,59.00,61.25,58.67
58.14,56.92,58.56,56.72
57.41,57.64,57.90,56.96
58.34,59.32,59.55,57.72
59.60,62.04,62.05,59.54
62.24,61.72,63.07,61.16
61.52,59.50,61.52,59.32
59.19,59.74,59.90,58.71
59.69,59.45,60.55,58.95
60.35,61.98,62.16,60.31
62.47,63.22,63.55,62.31
64.10,64.66,65.29,63.35
64.86,63.95,64.86,63.82
64.71,64.00,64.75,63.90
64.55,64.36,64.74,64.07
64.14,63.46,64.30,63.37
63.26,63.47,64.30,63.05
63.76,64.41,64.70,63.01
64.22,63.44,64.65,62.94
63.40,62.73,63.40,61.30
62.44,62.14,62.70,61.76
62.33,62.97,63.16,61.99
63.15,62.98,63.82,62.60
62.94,61.20,63.01,61.06
61.00,60.83,61.31,59.64
60.67,60.82,61.25,60.24
60.71,59.77,61.21,59.67
59.57,61.56,61.73,59.56
61.79,62.29,62.97,61.39
65.65,69.34,71.75,64.99
69.53,68.73,69.53,68.16
68.78,70.48,70.62,68.05
70.16,70.39,70.57,69.44
70.64,70.73,71.53,70.26
70.58,70.55,70.79,69.55
71.09,73.73,74.81,70.82
73.55,73.49,73.90,72.74
73.42,74.33,74.41,73.26
74.40,75.58,75.64,73.86
75.48,75.94,76.09,74.96
75.43,76.14,76.24,75.08
76.54,76.74,77.01,76.30
76.70,76.32,77.12,76.01
75.98,76.00,76.74,75.70
76.13,76.75,76.98,75.71
77.01,77.04,77.45,76.95
77.20,76.89,77.50,76.50
76.85,76.95,77.15,75.77
77.15,77.13,77.15,75.79
77.86,78.71,79.05,77.61
79.10,78.27,79.10,77.68
78.14,77.50,78.78,76.90
77.08,77.11,77.78,76.31
76.17,73.77,76.31,73.77
73.22,75.30,75.36,73.22
74.49,74.48,74.81,73.73
74.71,74.42,75.34,73.88
74.44,75.18,75.46,73.99
75.02,74.96,75.56,74.20
75.54,74.25,76.30,73.81
75.05,74.05,75.49,74.04
74.50,75.32,75.37,74.19
76.27,76.50,76.90,76.05
76.37,75.47,76.62,75.44
74.85,74.79,75.75,73.95
74.50,75.61,75.76,74.34
75.94,76.87,76.92,74.71
76.60,75.08,76.70,75.04
75.42,76.04,76.80,75.34
75.55,75.23,75.87,75.04
75.33,74.68,76.42,74.36
75.33,75.83,76.66,74.77
75.38,76.38,76.51,74.51
76.19,76.03,76.55,74.72
76.85,77.35,77.70,76.65
76.25,73.40,77.00,73.15
73.25,72.95,74.20,72.60
71.75,72.15,72.50,71.50
73.35,72.50,74.40,72.20
72.70,72.80,73.05,72.25
73.80,73.00,73.80,72.85
73.40,71.95,73.40,71.90
71.65,71.60,72.75,71.25
70.60,71.90,72.05,70.15
73.10,73.00,74.65,72.75
72.75,72.65,73.10,72.10
71.40,72.50,73.20,71.40
72.70,72.00,72.70,71.55
71.95,72.60,73.30,71.95
73.05,73.45,73.85,72.55
73.50,72.35,73.60,71.70
72.00,70.05,72.35,70.00
70.10,70.00,70.75,69.95
70.15,69.90,71.10,69.85
71.60,71.45,72.10,70.85
71.40,71.85,72.20,70.65
71.25,76.30,76.85,71.25
77.55,78.95,79.65,76.52
78.60,85.20,88.80,78.60
86.15,83.80,87.45,83.60
83.75,84.20,84.60,82.40
83.40,84.55,84.65,83.22
84.50,85.80,86.10,84.32
85.95,84.20,86.10,83.80
84.30,84.85,85.25,83.35
85.49,87.40,87.65,85.28
87.50,87.50,88.05,86.65
87.85,88.40,88.40,86.85
88.15,87.30,88.40,86.30
87.55,87.65,88.24,87.20
88.20,87.95,88.65,87.55
84.20,88.00,88.85,84.20
88.25,87.60,88.65,86.80
88.85,89.45,89.65,88.30
