BIIB,Biogen Inc. - Common Stock,NASDAQ
201.60,199.58,202.97,197.70
201.01,199.07,202.98,194.66
197.80,200.46,203.65,195.10
201.75,199.15,202.31,196.69
201.57,208.43,209.87,200.26
209.80,208.81,212.98,207.82
221.68,215.20,224.63,215.13
220.25,217.88,223.80,217.72
217.49,216.65,219.28,215.22
214.99,217.50,218.67,214.53
220.27,221.65,223.94,220.12
223.38,218.07,225.22,217.50
219.20,219.26,220.92,215.81
218.87,219.70,221.51,216.38
222.61,223.30,226.00,220.83
222.52,226.34,226.54,219.19
228.01,224.33,228.01,222.50
223.94,222.85,225.53,220.03
224.06,225.10,227.12,223.32
225.33,223.12,226.99,222.62
224.33,230.27,230.62,220.10
234.69,231.67,234.74,222.09
231.55,222.66,231.83,221.91
222.73,226.61,226.97,221.18
233.53,227.48,233.97,222.20
226.40,223.23,227.76,218.16
221.86,215.96,224.11,215.96
216.98,216.93,217.99,214.21
217.49,218.13,221.70,216.06
218.82,220.20,221.58,218.03
220.38,227.76,227.80,220.30
228.00,227.57,229.00,225.10
227.21,221.82,227.36,221.70
220.64,217.76,223.00,217.13
219.70,216.89,220.00,215.87
214.75,212.35,217.10,212.01
210.79,206.89,210.79,203.55
206.88,211.25,213.49,206.15
210.93,211.52,214.16,210.65
209.41,206.53,209.86,205.73
205.61,206.89,208.92,205.28
207.15,206.87,209.95,206.84
206.81,206.55,209.25,206.24
205.61,208.08,210.98,203.55
208.35,211.48,212.77,208.01
211.49,211.38,212.25,210.02
212.02,212.34,214.92,210.98
210.09,207.65,211.71,207.39
208.27,209.71,211.29,206.60
209.19,214.13,217.07,209.03
213.99,213.02,214.56,210.87
216.00,221.79,222.45,213.05
223.64,230.58,231.65,223.00
229.81,227.70,231.72,226.02
229.50,225.18,230.00,224.43
226.09,228.86,229.00,224.94
230.00,228.69,230.35,224.79
228.50,236.27,236.54,227.79
236.77,234.11,238.50,233.08
234.95,234.71,236.07,231.54
238.03,239.57,240.38,236.31
238.98,240.05,241.00,236.23
245.99,246.35,246.49,240.05
247.03,247.98,248.95,244.62
248.28,248.13,248.75,246.05
248.40,242.67,248.40,241.52
242.46,243.54,243.97,240.89
244.10,241.51,244.36,241.27
241.94,243.05,245.88,241.48
241.23,244.82,245.16,238.47
242.00,240.76,244.50,240.29
242.85,244.92,245.75,241.95
243.90,246.23,248.32,243.62
244.71,233.84,245.98,233.50
236.39,240.30,241.45,235.40
237.47,236.59,240.91,235.59
235.37,225.50,237.75,225.11
226.96,223.85,228.15,221.07
228.26,234.17,234.85,227.50
233.97,234.80,238.65,233.26
232.65,238.84,238.97,231.02
237.69,236.47,239.07,236.19
236.57,241.18,241.88,236.35
241.02,247.10,247.46,240.05
246.70,244.90,246.86,241.66
245.19,243.07,246.50,241.52
244.25,250.60,251.96,243.02
249.80,251.12,251.84,247.43
251.99,249.22,252.99,248.37
250.53,252.26,252.83,247.76
250.46,254.43,262.00,245.03
255.85,254.39,256.00,249.13
253.72,248.95,254.82,246.77
249.23,244.19,251.00,244.17
245.57,243.10,248.32,239.61
243.79,240.07,245.95,239.85
237.99,244.06,244.87,237.99
245.27,238.48,245.98,237.63
239.72,231.19,242.89,230.53
233.12,236.69,237.54,230.25
236.23,234.79,237.43,232.36
233.50,235.62,235.63,231.00
233.70,236.10,236.43,232.11
236.50,237.58,240.84,236.50
237.00,245.09,245.81,236.80
244.98,241.27,247.40,239.81
241.97,245.46,248.75,240.68
245.67,246.12,249.96,243.00
247.30,252.43,253.22,245.31
278.00,285.62,289.97,274.98
286.54,295.88,297.98,284.51
295.95,289.20,297.80,288.58
292.80,293.83,295.89,288.01
290.00,290.97,295.49,290.00
291.71,294.84,298.82,290.52
294.17,287.76,294.25,286.56
285.90,285.82,289.24,282.38
284.95,284.92,288.73,282.12
289.55,290.90,292.86,283.00
292.86,286.18,293.20,284.70
281.88,285.23,288.90,281.28
285.75,278.04,286.02,277.19
278.20,277.87,283.83,277.22
278.02,275.32,279.41,271.59
277.57,273.60,283.54,273.21
274.50,271.51,276.59,270.27
272.19,280.64,281.25,270.74
278.88,277.21,280.43,275.17
278.45,283.34,285.54,275.03
284.28,281.61,285.00,279.51
281.44,280.65,282.68,278.36
280.81,281.34,282.22,279.07
281.81,277.17,282.92,276.31
278.39,279.57,280.18,273.77
279.93,279.57,281.48,278.60
279.44,280.33,282.52,276.21
279.80,277.40,280.84,275.48
278.03,274.97,279.36,270.62
275.83,273.52,277.17,273.45
276.64,290.01,290.99,274.25
292.05,289.75,297.00,288.00
291.57,299.31,299.85,286.30
299.35,283.67,302.95,281.55
284.70,297.47,300.67,280.31
297.48,296.72,298.63,292.32
297.27,294.00,299.13,291.75
293.60,297.48,298.98,293.19
300.45,310.50,311.20,299.54
309.80,310.54,315.00,306.32
307.23,314.96,315.38,305.48
314.78,303.60,315.13,303.14
303.61,297.88,303.86,292.53
302.38,305.65,306.00,297.02
299.03,305.46,318.42,292.82
310.72,318.28,321.25,310.00
313.08,312.64,317.45,311.01
314.84,300.39,316.99,298.15
299.01,308.18,310.06,298.15
307.39,299.93,307.39,294.02
301.88,301.01,307.35,300.67
303.13,315.54,316.02,301.38
315.54,317.96,318.22,311.66
314.31,319.82,319.90,313.00
319.27,323.04,326.34,318.63
316.81,328.62,329.45,315.00
329.48,328.29,331.74,327.10
327.90,334.98,335.99,326.96
334.12,328.45,335.39,326.65
330.33,335.11,335.88,323.31
336.37,347.11,349.77,334.47
348.15,345.63,353.47,345.62
346.51,346.30,349.54,343.11
342.17,343.21,353.00,337.31
342.50,343.86,348.39,340.77
346.16,340.68,349.95,335.02
340.68,338.38,342.36,331.22
343.53,343.15,346.74,341.10
345.23,339.00,346.30,338.86
346.86,340.69,353.00,334.01
341.79,328.75,342.85,323.72
327.65,338.00,338.60,327.01
338.25,335.99,341.26,334.19
333.05,339.55,340.38,332.28
341.04,332.05,342.59,329.03
333.40,332.49,340.00,329.23
334.83,345.60,349.00,334.32
346.80,351.94,354.07,345.70
352.49,350.01,358.89,347.00
348.27,347.04,353.20,344.72
355.00,318.53,355.00,313.08
320.20,312.60,322.00,300.32
316.00,311.78,321.14,304.00
313.08,305.93,317.28,305.93
306.64,309.76,312.90,296.65
305.01,294.12,314.19,292.67
296.11,305.87,306.94,296.11
308.42,309.79,316.34,305.31
311.64,309.70,317.00,306.50
307.99,301.86,308.99,296.23
303.71,288.27,305.48,286.30
286.36,294.19,297.76,281.59
295.48,285.92,295.96,284.32
288.02,300.68,301.45,285.92
300.10,287.35,300.91,284.57
284.89,274.00,292.80,273.73
277.91,279.52,285.99,274.00
280.55,285.49,288.84,272.02
290.28,291.48,294.00,284.07
291.00,290.54,296.00,289.76
290.60,297.98,298.57,290.20
300.50,306.20,309.17,300.00
309.00,306.75,311.10,295.49
307.00,294.84,308.72,286.48
293.04,285.81,296.74,285.58
289.16,283.12,292.42,275.39
285.35,290.84,294.36,282.00
285.00,287.12,291.56,281.32
287.11,286.75,291.99,283.30
290.52,282.01,290.61,280.01
280.61,290.06,291.31,279.00
287.77,285.94,291.09,285.52
286.26,284.00,288.25,278.10
286.00,282.96,291.28,281.82
282.75,286.65,286.99,278.59
289.78,300.54,301.00,288.01
300.03,295.85,300.95,295.55
294.87,296.50,301.21,293.33
295.63,289.53,297.97,286.00
288.49,291.32,292.55,285.01
289.15,290.75,293.41,287.56
292.23,289.79,293.81,288.43
290.12,295.36,296.76,290.12
293.57,299.69,303.17,292.58
301.97,299.71,302.73,295.51
303.24,309.77,310.05,299.50
311.02,308.81,315.42,308.04
314.86,319.85,319.94,314.54
320.80,319.37,322.25,317.93
318.93,318.22,320.03,310.61
316.37,316.86,318.87,313.77
315.87,319.18,320.00,314.01
320.17,320.13,321.20,315.82
321.96,317.55,322.05,314.29
320.00,318.16,321.48,316.08
316.20,315.44,319.84,312.61
314.04,310.72,314.99,308.00
310.72,309.78,314.07,308.10
310.50,309.98,311.38,306.40
309.60,307.97,312.95,306.76
306.99,304.79,307.46,302.01
305.51,309.81,310.36,304.62
310.67,311.98,313.53,308.45
313.85,319.59,319.89,312.50
318.01,313.46,321.89,312.87
313.59,314.23,319.26,312.66
313.09,314.76,318.00,312.58
315.68,318.63,319.88,312.87
318.57,318.13,320.99,315.67
317.16,315.31,319.62,315.01
317.03,324.74,326.23,315.24
325.25,331.00,332.78,324.01
330.80,331.15,332.93,328.23
329.40,325.68,332.97,324.00
324.00,317.59,324.60,316.91
322.62,320.14,322.87,313.61
317.10,319.12,321.41,315.00
320.00,322.22,323.44,316.04
325.12,319.75,325.12,319.06
320.76,312.00,321.81,311.92
313.83,303.74,313.83,302.55
301.85,299.29,307.99,298.31
301.12,304.10,305.82,298.64
303.04,302.50,304.24,300.40
305.18,303.67,308.68,302.94
335.00,337.60,343.59,331.00
337.60,336.79,339.83,335.22
334.78,335.45,337.50,332.76
334.68,336.39,338.34,332.10
337.00,341.73,344.07,335.70
344.45,344.52,349.00,343.02
342.72,334.39,342.86,333.34
332.93,329.83,337.82,325.85
330.08,326.55,330.94,325.76
325.58,325.23,328.55,322.14
324.06,325.20,328.49,322.00
326.00,320.60,327.36,319.80
320.88,324.05,326.40,319.32
327.30,320.34,327.44,319.07
319.96,324.96,325.64,317.00
325.51,334.64,335.39,324.13
335.05,337.01,338.51,333.66
339.25,342.47,343.03,330.70
347.59,344.60,348.40,342.09
344.82,345.84,348.49,343.29
343.68,342.58,345.46,340.67
342.73,338.65,344.42,337.19
339.84,339.97,341.90,337.00
342.54,342.70,345.75,341.08
343.39,342.99,343.60,340.01
343.46,343.36,343.76,338.54
341.14,341.24,343.83,339.52
343.63,343.04,343.63,339.18
345.47,342.68,347.79,340.60
343.37,344.12,345.81,342.17
344.37,334.83,344.44,333.78
335.04,330.48,335.75,321.00
329.28,331.31,331.85,326.74
330.74,326.83,330.74,326.03
325.99,332.08,333.00,325.99
330.41,327.11,332.81,324.74
327.31,323.39,328.16,321.11
323.40,320.12,323.97,315.71
319.42,326.88,328.75,318.69
328.42,327.58,330.98,322.69
328.86,329.99,330.30,325.36
329.51,329.24,334.82,327.49
327.36,329.76,330.34,325.01
328.51,332.24,334.95,327.68
333.40,346.30,347.75,333.11
344.05,333.40,345.65,333.06
333.87,333.54,334.79,328.68
329.70,330.16,333.50,326.85
330.23,330.81,332.40,327.08
330.97,323.50,331.15,321.98
322.60,319.84,324.45,317.53
323.33,327.09,331.01,321.63
331.05,325.07,331.05,324.01
325.00,315.92,325.00,315.82
315.66,324.59,325.78,312.00
323.35,319.19,325.34,317.74
318.40,315.14,324.42,315.08
314.79,301.74,315.75,300.99
308.36,301.58,310.40,296.06
297.29,305.69,311.20,295.27
299.91,302.74,309.00,296.55
305.36,306.71,313.72,304.75
305.24,311.41,321.48,305.24
320.97,326.77,326.90,316.03
300.00,309.07,314.95,290.85
314.00,316.06,319.35,311.00
315.72,321.67,322.00,315.30
321.89,319.98,323.12,317.00
321.21,318.03,321.22,314.90
317.94,315.06,320.99,312.56
315.09,321.00,323.72,313.91
330.00,321.08,330.50,318.66
320.78,321.25,323.20,319.66
319.90,322.06,323.88,319.03
324.57,319.55,324.86,318.50
320.86,323.47,324.30,320.27
324.66,320.75,325.00,319.62
320.19,327.87,327.90,319.00
327.71,324.59,330.37,322.65
323.80,321.02,323.80,319.55
322.25,317.98,322.25,314.33
317.96,305.43,318.02,300.35
305.00,302.42,308.65,301.86
305.68,305.56,306.98,303.02
304.60,303.61,305.50,302.10
300.10,299.10,303.98,297.83
305.28,303.55,305.28,301.32
305.61,306.74,308.84,304.78
307.00,305.40,307.64,302.45
305.00,304.92,305.83,301.39
307.58,307.69,310.20,305.97
306.43,308.44,310.47,306.11
335.65,328.27,336.65,323.41
328.52,347.34,347.74,328.52
345.88,341.18,350.89,337.54
341.99,340.87,345.93,339.71
341.95,344.05,347.28,340.90
340.40,347.61,348.06,337.57
346.85,343.59,349.88,342.62
344.87,342.33,351.38,341.86
339.23,344.49,349.98,338.50
346.50,335.80,346.65,333.12
333.38,325.13,339.83,324.69
326.50,332.89,333.73,322.35
339.36,353.70,353.70,337.71
343.28,360.67,361.93,343.06
352.00,352.29,356.65,345.23
353.56,335.76,353.79,328.68
335.53,340.88,343.62,334.98
342.92,342.40,345.55,338.02
341.93,343.43,345.99,339.29
341.51,342.19,345.01,339.43
343.92,339.45,348.50,339.33
342.84,342.01,346.99,340.33
339.27,336.74,342.00,335.13
339.98,334.65,346.64,334.40
338.09,353.24,354.00,338.04
359.42,350.25,360.00,341.71
349.78,342.34,352.08,338.24
345.50,347.84,350.00,343.71
352.81,352.74,361.91,348.35
348.00,348.75,355.61,347.52
350.04,339.88,354.55,339.66
339.37,352.75,353.44,339.35
354.50,363.28,365.19,350.64
361.41,361.82,366.17,358.22
364.00,353.65,364.00,349.49
352.98,357.53,359.87,352.03
357.63,362.44,362.84,355.45
358.28,357.89,364.76,357.13
360.29,351.18,361.38,350.50
351.53,353.25,354.61,345.76
372.75,389.16,397.00,372.75
389.03,390.00,394.98,382.00
390.73,393.89,395.50,386.34
388.60,391.12,394.48,381.36
393.70,401.79,402.40,390.11
400.30,402.00,407.94,399.00
398.05,396.88,402.84,396.46
398.05,395.13,400.86,394.06
394.86,390.00,396.86,388.53
394.69,392.11,395.00,386.14
391.68,391.66,394.39,387.24
389.11,397.91,402.29,388.67
396.83,401.12,401.87,396.52
401.04,406.73,408.24,400.56
406.40,408.05,409.03,403.36
408.25,408.58,411.32,406.23
410.25,404.89,410.74,402.83
405.32,408.94,412.02,400.57
408.82,410.10,411.77,406.06
410.23,409.59,411.31,405.80
410.67,415.79,416.82,406.40
415.00,412.79,415.17,407.12
410.95,414.13,417.18,406.10
417.42,425.61,425.70,417.09
424.23,417.63,424.23,416.24
417.23,415.51,417.65,411.60
409.67,414.20,420.44,409.61
415.31,408.11,416.24,407.51
411.49,407.64,411.49,406.02
407.09,413.35,416.70,407.09
415.46,421.32,422.37,414.22
420.10,426.12,426.48,417.50
425.00,427.93,431.00,417.05
434.80,433.65,439.90,431.33
475.92,475.98,480.18,456.06
466.07,463.73,474.00,460.50
462.99,452.71,467.64,452.01
449.06,431.63,450.25,431.39
427.80,428.93,432.88,420.41
430.12,429.87,436.67,429.36
433.68,431.62,437.00,428.60
430.16,422.24,433.98,422.10
423.20,413.81,423.47,407.55
415.40,412.44,416.48,410.64
408.75,413.42,420.09,408.21
415.50,418.09,425.37,415.12
419.30,425.36,427.50,418.10
424.60,426.63,431.78,419.48
426.16,425.65,428.83,420.50
426.70,423.36,432.47,422.52
423.99,423.57,426.48,417.71
430.76,430.96,432.74,424.57
428.14,428.65,432.88,428.00
424.00,419.44,426.99,416.84
424.66,422.92,424.77,419.00
425.19,422.11,426.17,420.17
423.88,423.57,425.96,418.55
423.00,430.28,431.84,421.00
410.00,401.71,410.87,395.00
401.75,389.27,403.45,388.08
388.80,374.68,391.87,374.36
377.97,383.78,388.45,376.00
380.89,373.93,383.83,368.88
377.52,386.22,388.14,377.52
389.45,386.22,393.89,384.75
385.00,385.80,388.44,381.00
387.25,383.56,389.99,380.41
384.00,383.29,388.07,380.61
390.88,398.43,399.50,390.03
403.20,396.91,404.00,395.00
393.20,395.30,397.78,389.00
396.00,390.04,398.38,388.72
392.98,394.35,395.11,387.36
395.00,391.24,398.19,389.08
389.38,395.42,396.40,389.22
396.01,395.17,400.11,393.96
394.50,401.00,403.48,391.61
400.24,401.15,401.65,397.97
399.19,398.68,401.79,397.40
397.17,392.88,399.93,391.62
393.81,402.92,403.22,391.52
402.30,400.10,403.85,399.10
400.09,396.99,401.89,395.64
398.87,393.35,399.58,391.00
391.36,387.62,391.76,384.00
388.77,387.48,393.79,387.33
385.50,384.34,387.54,382.54
382.88,387.86,389.75,381.57
387.66,386.37,389.39,384.67
384.27,382.00,385.88,378.82
382.97,388.50,390.06,378.00
390.60,393.54,395.15,390.16
391.26,388.77,395.80,386.25
386.64,388.28,390.43,382.02
386.59,388.28,390.99,385.46
389.35,390.86,391.90,386.31
393.47,401.55,404.90,393.40
406.61,411.05,414.00,406.61
415.00,417.57,420.00,414.78
419.65,416.26,420.99,414.04
415.43,410.65,415.99,410.27
412.92,411.29,417.68,410.06
412.24,408.73,413.70,405.79
404.50,396.21,407.86,395.90
403.55,403.94,405.00,396.66
408.32,405.41,409.98,404.38
407.29,404.28,407.98,403.15
399.86,404.63,412.00,399.51
405.25,408.06,409.91,400.33
405.00,397.68,406.23,396.73
403.56,399.29,404.36,399.29
401.00,388.23,401.44,381.86
391.21,391.23,395.79,388.64
396.95,400.20,403.21,393.72
404.59,400.55,407.83,399.53
402.72,403.73,407.31,402.05
406.37,404.66,407.13,401.75
407.53,408.93,409.40,403.01
410.35,409.50,412.24,405.51
39.00,391.74,401.11,389.61
394.17,385.05,396.23,384.51
327.00,300.03,327.00,299.76
305.40,309.43,325.00,303.76
312.52,319.93,320.51,308.68
321.92,313.34,323.00,309.15
312.54,317.00,319.42,310.52
319.57,318.78,322.35,312.70
320.33,324.38,325.80,319.11
325.88,330.38,334.80,324.52
333.00,335.41,338.51,332.81
336.67,316.60,337.50,315.30
316.00,309.00,316.19,305.66
312.20,314.94,317.25,312.00
312.56,314.85,319.12,311.72
312.30,316.73,317.86,307.50
316.97,313.91,319.48,313.75
314.22,312.61,316.26,309.14
313.49,316.08,317.66,311.02
316.80,312.13,317.15,310.60
311.99,315.82,319.35,310.50
314.78,309.90,316.90,309.21
305.71,295.64,312.65,295.46
269.05,278.35,295.15,265.00
292.64,281.74,298.00,281.50
290.10,298.25,298.61,283.44
301.37,304.49,308.50,299.36
301.00,303.69,306.45,299.76
302.16,297.30,304.51,296.47
292.22,292.50,301.98,291.26
298.48,304.21,304.43,293.61
306.47,301.63,309.72,300.84
297.72,302.26,304.14,295.03
306.91,308.74,309.22,302.55
313.55,303.48,317.82,302.47
302.91,312.62,315.78,302.11
310.67,315.37,315.50,307.21
316.89,316.23,318.20,311.94
316.41,319.86,321.65,313.29
319.05,319.56,322.41,315.08
321.19,325.30,330.54,318.38
321.06,314.67,324.10,313.00
315.29,297.16,315.43,294.62
292.52,299.06,300.00,289.00
299.27,298.34,303.79,296.30
295.58,293.01,298.15,287.12
298.78,284.79,298.78,280.32
282.54,272.28,284.00,267.00
270.60,278.23,288.57,270.60
283.98,291.81,292.00,283.06
291.99,287.30,292.89,282.45
283.38,290.35,290.75,280.72
291.43,286.55,292.48,282.76
282.41,275.99,282.98,269.00
279.86,279.24,284.62,274.01
278.33,279.88,281.50,272.28
279.63,269.16,280.00,267.27
270.92,264.67,270.92,263.51
262.00,256.04,270.82,254.78
260.44,256.79,262.84,254.40
256.31,268.41,268.53,254.00
270.18,272.37,272.99,267.00
270.87,273.02,276.50,268.04
273.06,265.81,277.29,264.58
285.00,276.34,291.01,262.45
276.33,276.83,283.48,270.07
279.00,276.99,280.88,270.70
279.82,274.60,282.15,273.37
276.00,290.63,291.77,275.11
291.95,293.69,294.06,285.50
294.30,293.72,299.41,290.77
294.00,290.51,295.04,290.00
294.52,303.08,303.31,293.33
302.05,299.14,304.37,298.24
299.84,296.57,302.39,293.05
294.15,293.03,295.01,288.50
293.09,295.35,296.10,287.73
294.00,293.40,298.00,291.76
294.36,297.22,298.98,291.23
297.94,293.89,303.30,293.79
292.50,291.33,297.28,290.91
290.18,284.84,293.28,283.83
285.93,283.53,286.75,278.28
284.20,279.49,285.77,278.55
280.65,291.98,292.68,279.31
292.00,289.44,292.50,286.53
291.85,290.16,292.43,289.91
290.40,294.25,297.88,290.26
290.96,289.15,292.61,288.01
290.00,292.30,292.86,289.29
292.97,293.21,294.10,290.78
293.16,286.86,294.26,285.10
289.30,290.04,290.59,285.80
289.14,284.96,290.39,284.58
284.22,275.44,285.58,274.23
277.00,284.45,284.75,276.12
283.31,281.63,284.98,279.70
279.89,288.46,289.76,278.00
286.21,284.61,290.09,283.02
285.36,289.88,291.22,284.68
285.54,283.46,288.59,282.23
283.77,282.39,285.00,276.43
285.01,289.11,291.69,282.56
292.23,299.29,299.68,290.00
299.04,297.17,300.87,296.38
294.80,293.37,299.82,293.05
294.84,297.56,297.86,293.50
298.00,300.77,301.84,296.35
303.79,300.19,303.79,299.16
300.29,302.29,303.87,299.50
302.03,303.84,304.98,301.50
304.99,309.67,311.65,304.77
309.98,308.34,310.29,307.00
306.10,306.35,309.33,306.10
300.34,294.62,301.02,291.40
295.38,296.70,298.64,293.56
292.60,293.68,296.58,291.01
286.52,284.01,289.99,283.03
284.65,280.59,288.11,280.00
280.59,278.54,283.95,271.66
281.18,278.67,285.56,271.00
279.42,267.25,281.99,267.00
268.57,280.57,283.30,265.37
271.01,273.33,279.89,269.25
276.98,269.85,276.99,264.72
263.25,269.35,272.78,257.66
269.67,262.08,271.05,261.02
266.36,268.92,269.48,264.62
269.46,262.10,271.21,261.30
262.76,259.87,264.48,257.78
275.05,273.26,285.28,270.34
275.77,265.96,276.97,261.70
268.42,273.06,273.90,265.70
270.34,273.45,275.83,269.58
267.74,266.06,271.20,265.16
267.58,270.43,270.74,261.00
270.16,273.27,279.38,269.11
271.10,263.86,272.67,258.46
260.45,250.77,260.45,248.16
246.54,249.99,255.00,243.85
253.35,252.20,257.37,249.28
246.31,245.11,250.02,243.03
248.78,247.22,249.20,242.07
249.00,256.52,257.42,249.00
256.29,265.63,265.86,256.08
266.60,259.05,266.96,258.51
257.36,261.40,263.00,255.12
265.26,265.83,266.00,261.34
264.81,258.99,265.86,257.90
256.35,257.22,257.68,249.01
261.90,262.35,262.84,259.16
264.06,264.49,266.47,260.88
262.68,259.42,265.60,259.18
261.37,270.90,271.01,259.25
270.17,273.66,274.57,268.66
272.22,268.64,272.82,266.14
269.64,263.94,269.68,263.12
262.14,269.52,272.44,261.20
267.24,261.28,269.02,260.78
261.26,255.66,263.28,252.38
257.00,251.97,260.57,251.00
255.98,259.74,260.04,255.10
258.91,257.77,259.89,256.90
257.47,250.33,257.92,248.54
250.42,250.84,256.19,247.61
250.00,246.31,250.03,242.25
247.83,250.78,251.16,243.21
249.52,256.05,257.41,247.01
252.70,259.42,261.38,252.20
257.00,255.24,258.35,253.59
253.79,254.69,257.54,251.13
255.05,251.76,256.71,251.45
251.68,254.68,254.97,246.74
256.04,254.18,257.92,252.63
255.07,260.32,261.40,254.19
258.83,260.54,261.96,257.50
260.56,264.01,266.00,260.04
262.28,265.62,267.75,262.15
266.33,279.57,280.58,266.17
278.03,273.04,280.70,271.15
275.00,270.83,275.16,267.33
271.57,265.19,272.98,264.21
265.00,267.61,268.68,262.27
269.22,271.73,272.77,267.35
270.71,270.56,272.00,269.07
270.56,268.50,271.07,265.31
267.85,272.92,273.37,267.04
273.10,271.00,275.98,270.23
271.92,265.89,271.92,263.31
268.84,279.60,280.13,268.84
280.40,282.70,283.54,278.21
281.57,284.85,286.32,281.56
285.63,281.70,285.95,280.67
281.57,280.06,282.00,278.52
278.00,281.08,284.05,277.51
278.24,274.99,280.53,271.40
274.74,273.69,274.99,268.88
272.82,273.71,276.61,271.09
271.70,263.12,271.75,262.44
263.58,264.62,265.40,262.63
263.47,263.61,265.87,260.89
264.72,270.17,273.14,264.10
271.64,273.27,273.61,269.60
272.22,267.25,273.61,267.00
268.25,262.71,270.55,259.59
261.41,262.03,264.98,260.10
263.03,266.26,266.95,262.60
265.15,263.52,267.89,263.08
262.65,264.29,265.82,262.26
262.80,258.72,264.70,256.42
259.31,263.66,265.55,259.00
263.77,264.85,267.18,263.15
266.33,272.94,273.42,263.94
273.73,279.70,280.07,273.51
279.53,282.00,284.28,279.09
282.00,282.79,284.25,280.61
285.00,289.73,291.63,284.66
287.97,286.82,289.95,286.14
286.88,289.73,289.91,286.56
289.51,290.23,292.69,283.79
290.00,289.84,290.74,285.21
264.45,252.86,264.73,250.87
255.03,254.17,256.79,251.41
253.14,250.46,256.19,249.57
248.15,246.13,249.04,244.02
245.76,244.35,248.40,244.04
243.35,241.70,245.01,240.16
242.38,238.91,242.99,238.59
236.91,242.19,243.34,236.54
242.27,238.21,242.27,238.20
241.00,237.39,242.50,237.17
238.00,233.00,238.99,232.99
233.66,234.60,238.48,232.16
237.18,238.62,238.79,235.76
232.00,229.02,235.30,229.00
227.00,224.60,229.54,223.02
225.68,228.52,229.75,225.68
232.87,238.91,239.85,232.00
239.31,241.82,241.90,236.67
242.57,245.06,246.54,241.59
244.62,242.03,244.80,240.07
241.64,247.48,247.89,240.71
247.24,247.27,249.66,245.22
248.63,251.30,251.78,246.11
253.25,252.54,255.10,251.12
253.78,253.36,254.85,251.29
254.24,251.19,254.27,250.82
253.30,252.87,253.80,250.02
254.12,260.30,260.45,253.81
260.04,261.50,262.80,257.47
260.94,259.82,262.49,258.16
259.87,262.41,263.16,257.57
279.76,282.45,282.54,274.23
282.09,287.78,290.92,281.38
287.84,287.35,290.58,285.02
286.00,287.04,289.95,285.47
286.83,288.35,288.77,286.08
288.61,289.03,289.98,285.07
288.85,289.93,290.46,286.80
300.00,301.83,307.50,299.06
302.88,330.11,333.65,297.66
321.77,321.34,324.30,310.06
320.15,314.56,320.45,314.01
316.16,315.96,318.91,313.69
316.02,313.65,316.35,309.16
313.72,314.42,316.24,311.80
315.00,308.87,315.00,307.14
309.47,314.49,316.25,309.42
311.99,313.94,315.23,311.65
313.40,313.39,315.08,310.01
313.27,313.42,316.67,312.64
314.17,313.82,314.71,311.29
313.57,313.38,313.76,312.00
313.69,316.81,319.89,312.38
316.15,316.81,320.82,315.13
316.81,318.17,322.99,315.28
318.18,309.33,321.74,306.73
309.03,306.85,311.97,301.02
307.21,308.17,310.74,304.56
307.87,306.13,309.14,304.79
305.24,307.86,309.00,305.00
307.68,305.63,308.68,304.22
307.96,306.03,309.25,305.02
311.83,313.59,318.88,308.66
310.43,310.67,316.47,309.12
309.96,312.30,313.72,309.96
311.35,307.73,312.44,307.42
304.62,296.10,305.48,296.07
294.14,302.66,303.85,293.84
300.25,297.41,300.76,294.74
298.34,299.79,304.11,298.21
300.00,302.82,304.46,298.01
303.15,304.51,306.29,300.17
304.83,303.50,308.00,303.17
306.06,307.05,308.86,304.00
309.00,312.00,312.39,304.11
313.07,314.81,315.98,311.37
312.58,312.58,317.32,312.11
311.70,309.82,312.02,308.68
309.78,314.53,315.00,307.50
315.99,310.55,315.99,308.74
310.17,305.78,312.47,304.04
306.59,313.03,314.38,306.04
313.00,311.59,313.00,308.85
311.94,311.48,314.00,309.88
313.27,309.70,313.32,308.60
308.30,305.99,309.89,303.92
307.31,305.59,308.00,302.22
308.00,304.59,308.70,304.27
304.13,298.30,304.52,296.32
298.29,291.88,299.12,291.49
289.19,294.41,296.62,288.91
295.63,290.50,297.34,290.13
289.89,291.67,293.42,288.25
292.87,295.05,298.57,292.63
296.26,295.14,296.54,292.49
293.85,299.66,300.32,293.77
299.07,290.65,299.07,289.78
292.30,290.78,293.40,290.00
290.84,286.00,291.08,285.27
294.98,296.46,301.34,291.30
298.00,290.89,300.78,290.51
290.29,283.64,290.47,280.34
284.91,280.18,285.00,279.23
280.03,282.56,285.18,279.53
282.31,277.26,282.31,277.09
277.65,273.49,278.57,272.98
269.39,277.00,279.93,268.00
290.64,295.62,297.27,289.23
295.20,295.60,299.07,292.55
312.00,319.86,328.98,309.68
321.95,324.40,329.83,319.49
320.29,319.18,322.64,314.47
319.73,321.49,324.83,317.54
321.55,322.58,323.15,314.61
323.15,317.65,325.30,317.39
318.23,319.30,320.24,315.35
318.86,317.00,321.00,313.31
318.36,318.32,320.31,316.52
320.79,318.11,321.00,314.02
293.82,305.93,308.88,293.80
306.46,305.20,307.15,302.39
304.36,303.78,305.84,301.30
304.73,302.77,307.42,302.53
303.34,294.07,304.30,293.95
296.32,295.78,296.65,293.11
296.53,297.19,299.95,293.04
298.94,290.22,299.89,289.48
