SGYP,Synergy Pharmaceuticals,NASDAQ
2.55,2.50,2.55,2.50
2.50,2.50,2.50,2.49
2.50,2.50,2.50,2.50
2.80,3.00,3.05,2.60
2.90,3.00,3.05,2.90
3.35,3.35,3.35,3.00
3.55,4.40,4.40,3.55
4.00,4.55,4.55,4.00
5.04,4.50,5.04,4.50
5.25,4.50,5.25,4.50
5.25,4.95,5.25,4.50
6.00,4.75,6.00,4.75
4.75,4.50,4.75,4.50
4.50,4.50,4.50,4.50
4.05,4.60,4.60,4.05
4.60,4.60,4.60,4.60
4.60,4.60,4.60,4.60
4.40,4.75,4.75,4.40
4.80,4.80,4.80,4.80
4.45,4.45,4.45,4.01
4.45,4.45,4.45,4.45
4.00,4.40,4.40,4.00
4.40,4.40,4.40,4.40
4.40,5.05,5.24,4.40
4.50,4.50,4.50,4.50
4.15,4.15,4.15,4.15
4.15,4.15,4.15,4.15
4.80,4.80,4.80,4.15
4.35,4.35,4.35,4.35
4.10,4.20,4.20,4.00
3.80,4.05,4.20,3.80
4.10,4.10,4.10,4.10
4.06,4.20,4.20,3.75
4.75,5.00,5.50,4.50
4.20,4.95,5.00,4.20
4.50,4.20,4.50,4.20
4.50,4.50,4.50,4.20
4.20,4.20,4.20,4.20
4.20,4.50,4.50,4.20
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.00,4.45,4.45,4.00
5.49,4.60,5.49,4.25
4.60,4.60,4.60,4.60
4.60,4.60,4.60,4.60
4.20,4.60,4.60,4.20
3.90,4.60,4.60,3.90
4.60,4.75,4.75,4.20
4.75,4.75,4.75,4.75
3.75,4.40,4.40,3.75
4.00,4.00,4.00,4.00
4.00,4.00,4.00,3.76
4.00,4.00,4.00,4.00
3.51,4.00,4.00,3.50
3.90,3.80,3.90,3.80
3.95,4.00,4.00,3.95
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
3.00,3.80,3.80,2.90
3.80,3.80,3.80,3.80
3.10,3.00,3.10,2.35
3.00,3.50,4.00,3.00
3.35,3.50,3.50,3.35
3.50,3.50,3.50,3.35
3.50,3.30,3.50,2.80
3.10,3.30,3.30,3.10
2.80,3.50,3.50,2.80
3.50,5.49,6.99,3.50
4.50,5.00,5.00,4.20
4.00,4.10,5.10,4.00
4.50,4.50,4.50,4.50
4.05,4.50,4.64,4.00
4.49,4.50,4.50,3.60
3.80,4.50,4.50,3.72
4.50,4.50,4.50,4.50
4.45,4.50,4.50,4.43
4.50,5.00,5.25,4.35
4.00,4.69,4.75,3.81
3.80,4.68,4.69,3.80
4.00,4.15,4.68,3.80
4.14,3.80,4.15,3.80
3.50,4.55,4.75,3.50
3.80,4.53,4.53,3.80
3.50,4.50,4.65,2.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.49,4.49,4.49,4.00
4.40,4.35,4.40,4.00
4.35,4.40,4.40,4.20
4.40,4.40,4.40,4.40
4.25,3.70,4.25,3.70
4.00,3.30,4.00,2.95
3.00,3.15,3.15,2.95
3.00,3.08,3.08,3.00
3.00,3.09,3.09,2.99
3.05,3.00,3.05,3.00
2.97,3.29,3.40,2.97
2.98,2.97,2.99,2.97
2.99,3.25,3.25,2.85
2.86,2.86,2.86,2.86
3.05,3.26,3.29,2.85
3.26,3.26,3.26,3.26
2.95,2.95,3.08,2.95
3.00,3.00,3.00,3.00
3.06,3.06,3.06,3.06
3.00,3.85,3.85,2.85
4.00,3.90,4.00,3.60
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
3.99,3.99,3.99,3.99
3.60,3.95,4.00,3.60
3.95,3.95,3.95,3.95
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
3.60,4.00,4.00,3.11
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
2.86,3.95,3.95,2.86
3.95,3.95,3.95,3.95
3.16,3.97,3.97,3.16
3.10,3.85,3.93,3.10
3.11,3.84,3.84,3.11
3.60,3.75,3.75,3.60
3.45,3.85,3.85,3.15
3.20,3.65,3.65,3.20
3.35,3.65,3.65,3.31
3.41,3.35,3.41,3.35
3.35,3.73,3.73,3.35
3.70,3.35,3.70,3.20
3.35,3.38,3.38,3.35
3.19,3.19,3.19,3.19
3.19,3.19,3.19,3.19
3.37,3.44,3.44,3.37
3.49,3.02,3.49,3.02
3.94,3.02,3.94,3.00
3.02,3.02,3.02,3.02
3.02,3.13,3.13,3.02
3.09,3.15,3.18,3.04
3.10,3.08,3.12,3.02
3.02,3.09,3.10,3.00
3.02,3.30,3.34,3.02
3.04,3.15,3.30,3.02
3.05,3.01,3.05,3.01
2.98,3.08,3.10,2.98
3.00,3.10,3.12,2.99
3.02,3.02,3.02,3.02
3.01,3.01,3.01,3.01
3.00,3.00,3.00,3.00
3.00,3.12,3.12,2.95
3.00,3.00,3.00,3.00
2.98,3.03,3.03,2.98
3.20,3.70,3.70,3.15
3.77,4.41,4.48,3.45
4.58,4.25,4.58,3.75
4.30,4.45,4.50,4.30
4.51,4.37,4.51,4.13
4.37,4.30,4.37,4.10
4.20,4.20,4.37,4.10
4.20,4.24,4.24,4.10
4.20,4.10,4.20,4.00
4.00,4.25,4.30,3.90
4.25,4.36,4.36,4.05
4.35,4.24,4.35,4.20
4.24,4.34,4.37,4.18
4.35,4.29,4.35,4.29
4.20,4.19,4.20,4.13
4.13,4.11,4.18,4.06
4.10,4.12,4.17,4.02
4.16,4.15,4.16,3.94
3.83,4.12,4.12,3.80
4.10,4.19,4.19,3.62
4.10,4.20,4.20,3.96
4.00,4.09,4.09,3.97
4.04,4.07,4.08,3.90
3.83,4.05,4.08,3.74
3.74,4.10,4.10,3.74
4.07,4.09,4.09,3.87
4.09,4.08,4.09,3.95
4.00,4.06,4.06,4.00
4.06,4.07,4.07,4.00
4.08,4.09,4.10,4.00
4.10,4.19,4.19,4.01
4.16,4.10,4.16,4.07
4.00,4.15,4.19,3.80
4.19,4.10,4.19,4.00
4.00,4.19,4.19,3.85
4.19,4.18,4.19,4.18
4.18,4.18,4.18,4.18
4.02,4.18,4.18,4.02
4.07,4.15,4.15,4.00
4.05,4.04,4.15,3.95
4.01,4.00,4.01,3.91
4.10,4.10,4.10,4.05
4.14,4.05,4.15,4.01
4.12,4.06,4.15,4.06
4.06,3.99,4.06,3.99
3.92,3.95,3.98,3.92
3.60,3.85,3.90,3.60
3.90,3.84,3.90,3.84
3.95,3.79,3.95,3.67
3.70,3.80,3.90,3.67
3.80,3.69,3.80,3.68
3.60,3.60,3.68,3.50
3.50,3.70,3.90,3.50
3.78,4.00,4.10,3.56
4.02,4.25,4.28,4.00
4.25,4.35,4.35,4.21
4.35,3.75,4.35,3.36
4.00,3.75,4.00,3.20
3.35,3.70,3.79,3.35
3.77,3.70,3.77,3.61
3.80,3.72,3.90,3.65
4.30,3.65,4.30,3.40
3.89,3.50,3.89,3.50
3.79,3.75,3.79,3.55
3.75,3.20,3.75,3.20
3.00,3.45,3.49,2.75
3.45,2.80,3.45,2.20
2.83,3.07,3.25,2.83
3.01,3.00,3.01,2.65
2.91,2.86,2.91,2.79
3.02,3.20,3.35,2.98
2.97,3.35,3.40,2.97
3.37,3.58,3.67,3.15
3.18,3.20,3.49,3.00
3.17,3.45,3.45,3.02
3.45,3.25,3.55,3.10
3.30,3.25,3.33,3.01
3.25,3.20,3.25,2.69
3.20,3.20,3.20,3.20
3.08,3.10,3.10,2.85
3.14,3.00,3.14,3.00
2.95,2.85,3.00,2.60
2.90,3.10,3.10,2.70
2.95,2.95,3.15,2.95
2.85,2.90,2.90,2.75
2.90,2.94,2.95,2.90
2.95,3.00,3.00,2.60
2.90,2.93,2.99,2.67
2.67,2.60,2.67,2.59
3.00,2.59,3.08,2.59
2.75,2.75,2.75,2.74
2.65,2.75,2.85,2.60
2.80,2.70,2.90,2.70
2.85,2.60,2.85,2.60
2.65,2.05,2.65,1.91
2.31,2.48,2.50,2.29
2.39,2.38,2.39,2.38
2.38,2.21,2.47,2.21
2.24,2.25,2.25,2.08
2.15,2.25,2.32,2.15
2.20,2.20,2.25,2.09
2.40,2.15,2.40,2.15
1.96,2.21,2.29,1.96
2.21,2.17,2.22,2.17
2.13,2.34,2.35,2.13
2.26,2.30,2.30,2.26
2.28,2.25,2.30,2.25
2.25,2.12,2.25,2.04
2.12,2.11,2.12,2.11
2.13,2.10,2.13,2.08
2.10,2.10,2.11,2.08
2.08,2.04,2.08,1.90
2.02,2.05,2.08,1.94
2.05,2.09,2.09,1.92
2.09,2.07,2.09,2.02
2.06,2.15,2.15,2.06
2.25,2.15,2.25,2.15
2.15,2.30,2.30,2.15
2.29,2.15,2.29,2.15
2.15,2.19,2.19,2.15
2.30,2.15,2.30,2.15
2.15,2.15,2.15,2.15
2.10,2.30,2.30,2.10
2.25,2.30,2.30,2.25
2.30,2.25,2.30,2.24
2.25,2.25,2.25,2.25
2.20,2.20,2.20,2.18
2.23,2.20,2.23,2.20
2.23,2.00,2.23,1.86
2.10,2.16,2.18,2.06
2.18,2.10,2.19,2.10
2.10,2.02,2.15,2.02
2.09,2.17,2.17,2.09
2.10,2.10,2.10,2.00
2.10,2.06,2.10,2.05
2.05,2.05,2.09,2.05
2.05,2.09,2.09,2.05
2.11,2.10,2.30,2.10
2.10,2.10,2.10,2.05
2.12,2.10,2.19,2.10
4.30,4.01,4.50,3.51
4.20,4.05,4.20,4.03
4.06,4.09,4.09,4.00
4.97,4.00,4.97,3.90
5.24,4.05,5.24,3.95
4.90,4.06,4.90,3.86
4.00,3.95,4.00,3.81
4.00,4.27,4.30,3.82
4.29,4.30,4.50,4.00
4.30,4.08,4.30,4.00
4.10,4.00,4.10,3.88
4.00,3.84,4.03,3.84
3.78,3.50,3.89,3.49
3.49,3.49,3.75,3.49
3.68,3.61,3.75,3.47
3.60,3.60,3.70,3.52
3.58,3.70,3.75,3.51
3.50,3.52,3.53,3.48
3.53,3.48,3.63,3.36
3.37,3.35,3.47,3.17
3.40,3.51,3.61,3.40
3.55,3.45,3.58,3.27
3.63,3.59,3.63,3.42
3.60,3.58,3.60,3.40
3.57,3.46,3.57,3.46
3.58,3.55,3.60,3.45
3.52,3.69,3.73,3.45
3.55,3.58,3.66,3.55
3.51,3.57,3.57,3.45
3.48,3.50,3.50,3.39
3.49,3.46,3.73,3.40
3.74,3.64,3.74,3.55
3.50,3.49,3.51,3.40
3.43,3.48,3.49,3.39
3.64,3.42,3.64,3.36
3.35,3.35,3.54,3.35
3.37,3.40,3.40,3.36
3.39,3.50,3.60,3.39
3.44,3.53,3.53,3.31
3.49,3.49,3.50,3.40
3.37,3.50,3.59,3.37
3.40,3.47,3.47,3.20
3.33,3.57,3.59,3.33
3.55,3.65,3.75,3.50
3.50,4.08,4.08,3.50
4.00,4.10,4.17,3.98
4.14,4.00,4.20,3.96
4.01,4.19,4.21,4.00
4.19,4.30,4.43,4.19
4.43,4.24,4.43,4.15
4.14,4.27,4.27,4.10
4.18,4.10,4.18,4.07
4.44,4.15,4.44,4.10
4.15,4.23,4.35,4.15
4.26,4.35,4.40,4.10
4.44,4.40,4.45,4.31
4.40,4.36,4.40,4.26
4.40,4.45,4.45,4.38
4.45,4.45,4.45,4.32
4.45,4.38,4.45,4.35
4.40,4.48,4.48,4.31
4.49,4.18,4.49,4.08
4.18,4.46,4.46,4.16
4.35,4.27,4.48,4.14
4.29,4.25,4.40,4.25
4.32,4.29,4.39,4.15
4.24,4.22,4.30,4.00
4.17,4.24,4.29,4.04
4.20,4.01,4.39,3.92
4.04,3.90,4.08,3.80
3.90,3.97,4.00,3.75
3.93,3.95,3.95,3.82
3.93,3.89,4.00,3.77
3.87,4.00,4.05,3.87
4.06,4.09,4.13,3.90
4.10,4.15,4.20,4.07
4.14,4.11,4.14,3.82
4.11,4.01,4.11,3.91
4.00,3.90,4.02,3.90
3.92,4.01,4.04,3.92
4.00,3.99,4.13,3.90
4.12,4.02,4.12,3.92
4.03,4.05,4.06,4.01
4.05,4.08,4.08,4.03
4.06,4.06,4.06,3.94
4.07,4.00,4.07,3.90
4.07,3.90,4.14,3.90
3.98,4.00,4.04,3.91
4.03,3.98,4.05,3.90
3.91,3.99,4.07,3.91
4.04,4.04,4.05,4.00
4.09,3.92,4.09,3.90
3.97,4.05,4.05,3.94
3.95,4.08,4.08,3.92
4.09,4.07,4.09,4.00
4.09,4.14,4.14,4.05
4.16,4.23,4.25,4.07
4.13,4.30,4.30,4.11
4.29,4.92,5.17,4.28
5.05,4.93,5.17,4.88
5.04,5.17,5.43,4.99
5.15,5.77,5.84,5.14
5.70,5.93,7.08,5.60
5.78,5.78,6.42,5.40
5.72,5.80,6.27,5.60
5.92,5.69,5.92,5.12
4.50,4.50,4.55,4.35
4.53,4.49,4.54,4.40
4.52,4.53,4.53,4.45
4.51,4.49,4.52,4.41
4.46,4.52,4.53,4.45
4.48,4.53,4.56,4.44
4.54,4.42,4.55,4.38
4.50,4.38,4.53,4.26
4.43,4.50,4.50,4.25
4.50,4.31,4.62,4.29
4.40,4.32,4.40,4.30
4.29,4.50,4.53,4.20
4.49,4.40,4.49,4.30
4.36,4.52,4.53,4.31
4.55,4.58,4.67,4.38
4.58,4.54,4.58,4.50
4.57,4.52,4.57,4.42
4.45,4.34,4.50,4.30
4.39,4.28,4.39,4.20
4.22,4.54,4.55,4.13
4.70,4.55,4.95,4.40
4.67,4.48,4.67,4.45
4.50,4.50,4.55,4.48
4.52,4.48,4.55,4.46
4.45,4.54,4.57,4.40
4.54,4.66,4.71,4.41
4.75,4.77,4.80,4.55
4.81,4.75,4.81,4.70
4.80,4.79,4.89,4.71
4.81,4.74,4.81,4.73
4.78,4.71,4.78,4.62
4.73,5.09,5.20,4.73
5.15,5.00,5.19,4.90
4.97,4.87,5.12,4.81
5.14,4.91,5.14,4.76
4.82,4.74,4.85,4.62
4.77,4.68,4.84,4.62
4.75,4.81,4.88,4.63
4.80,4.61,4.80,4.58
4.73,4.75,4.77,4.64
4.82,4.80,4.84,4.58
4.80,4.75,4.82,4.69
4.73,4.68,4.75,4.67
4.66,4.64,4.67,4.62
4.61,4.67,4.75,4.58
4.65,4.61,4.74,4.59
4.63,4.62,4.70,4.57
4.60,4.53,4.60,4.49
4.53,4.55,4.71,4.53
4.57,4.51,4.63,4.50
4.56,4.50,4.62,4.48
4.50,4.55,4.58,4.48
4.58,4.50,4.58,4.47
4.45,4.34,4.52,4.03
4.40,4.42,4.49,4.36
4.51,4.27,4.51,4.25
4.33,4.12,4.35,4.10
4.16,4.24,4.28,4.04
4.27,4.38,4.49,4.18
4.40,4.24,4.44,4.23
4.25,4.09,4.25,4.06
4.10,3.96,4.16,3.96
3.97,3.95,4.00,3.92
3.95,3.98,4.05,3.95
3.98,3.95,4.00,3.90
3.98,4.11,4.16,3.93
4.12,3.94,4.15,3.93
3.97,4.02,4.10,3.94
4.04,3.87,4.09,3.87
3.88,3.74,3.90,3.66
3.85,4.06,4.11,3.76
4.06,4.24,4.30,4.06
4.25,4.62,4.70,4.25
4.66,4.79,4.83,4.54
4.84,4.73,4.84,4.56
4.75,4.60,4.76,4.55
4.58,4.52,4.65,4.50
4.50,4.40,4.64,4.37
4.40,4.64,4.64,4.40
4.66,4.70,4.75,4.62
4.71,4.76,4.82,4.61
4.81,4.85,4.93,4.78
4.89,4.96,5.24,4.70
4.96,4.95,5.20,4.92
4.97,4.96,5.01,4.80
4.93,5.00,5.00,4.70
5.00,4.95,5.00,4.80
4.96,4.87,4.96,4.83
4.89,4.85,4.89,4.76
4.82,4.64,4.86,4.54
4.64,4.50,4.68,4.42
4.52,4.54,4.68,4.41
4.56,4.79,4.85,4.50
4.74,4.66,4.74,4.56
4.61,4.67,4.77,4.55
4.69,4.69,4.85,4.67
4.67,4.64,4.68,4.52
4.70,4.70,4.85,4.68
4.70,4.71,4.79,4.68
4.84,4.68,4.98,4.62
4.71,4.60,4.80,4.60
4.67,4.70,4.73,4.56
4.72,4.78,4.84,4.64
4.82,4.91,4.94,4.80
4.95,4.94,4.95,4.80
4.94,4.89,4.95,4.85
4.89,4.85,4.95,4.72
4.90,4.78,4.95,4.75
4.78,4.80,4.90,4.70
4.84,4.70,4.85,4.65
4.72,4.71,4.77,4.65
4.74,4.74,4.82,4.56
4.76,4.62,4.76,4.61
4.64,4.64,4.70,4.60
4.68,4.50,4.69,4.49
4.55,4.57,4.81,4.50
4.59,4.51,4.59,4.42
4.46,4.19,4.48,4.10
4.20,4.17,4.38,4.10
4.14,3.98,4.16,3.95
4.00,3.95,4.07,3.95
3.97,3.85,4.06,3.82
3.89,4.06,4.08,3.85
4.09,3.96,4.20,3.86
3.95,3.90,4.01,3.82
3.94,3.81,3.96,3.78
3.82,3.85,3.88,3.78
3.87,3.66,4.12,3.64
3.91,3.62,3.98,3.61
3.65,3.29,3.66,3.29
3.27,3.22,3.41,3.19
3.29,3.03,3.29,2.98
3.27,3.13,3.29,3.05
3.18,3.75,3.91,3.18
3.70,4.21,4.25,3.70
4.21,4.32,4.40,4.10
4.35,4.27,4.35,4.16
4.25,4.19,4.31,4.10
4.20,4.25,4.34,4.06
4.25,4.24,4.30,4.16
4.25,4.62,4.63,4.19
4.71,5.07,5.07,4.65
5.05,5.15,5.39,4.75
5.10,5.12,5.19,5.00
5.12,5.53,5.56,5.10
5.60,5.71,5.75,5.51
5.61,5.50,5.89,5.28
5.30,5.39,5.43,5.24
5.45,5.37,5.49,5.29
5.31,5.02,5.50,4.85
5.08,5.00,5.14,4.93
5.16,5.24,5.34,5.02
5.27,5.28,5.42,5.03
5.26,5.14,5.39,5.11
5.20,5.07,5.27,4.99
5.11,5.20,5.20,4.96
5.19,5.10,5.25,5.00
5.07,5.23,5.31,5.01
5.20,5.06,5.28,5.01
5.04,4.98,5.04,4.75
5.00,4.92,5.00,4.79
4.92,4.84,5.00,4.80
4.86,5.06,5.20,4.86
5.18,4.95,5.21,4.85
4.97,5.26,5.33,4.89
6.25,6.21,6.58,5.77
6.13,6.03,6.14,5.90
5.87,5.99,6.05,5.83
5.99,6.21,6.27,5.72
6.28,6.28,6.39,6.06
6.32,6.37,6.38,6.17
6.40,6.35,6.55,6.13
6.39,6.42,6.55,6.29
6.56,6.61,6.69,6.43
6.56,6.34,6.60,6.05
6.34,6.37,6.45,6.20
6.40,6.47,6.54,6.31
6.50,6.28,6.54,6.25
6.26,6.00,6.35,5.84
6.01,5.83,6.21,5.80
5.89,5.62,5.94,5.59
5.69,5.74,5.80,5.61
5.82,5.63,5.82,5.50
5.71,5.65,5.76,5.55
5.73,5.65,6.02,5.64
5.72,5.61,5.80,5.61
5.65,5.91,6.05,5.55
5.84,6.10,6.22,5.84
6.18,6.17,6.30,5.96
6.15,6.11,6.26,6.01
6.09,6.00,6.15,5.90
6.03,5.99,6.06,5.90
6.01,5.98,6.06,5.91
5.97,5.85,5.99,5.80
5.85,5.94,5.95,5.73
5.88,5.80,5.91,5.74
5.91,5.80,5.91,5.74
5.82,5.88,5.91,5.75
5.90,5.62,5.95,5.60
5.61,5.61,5.80,5.56
5.65,5.74,5.75,5.65
5.76,5.72,5.88,5.66
5.70,5.31,5.74,5.26
5.30,5.30,5.44,5.21
5.26,5.47,5.54,5.26
5.39,5.50,5.52,5.38
5.50,5.74,5.75,5.45
5.74,5.96,6.05,5.61
5.96,5.90,6.01,5.77
5.90,5.97,5.98,5.79
6.05,5.98,6.05,5.84
5.94,6.03,6.04,5.82
6.02,5.89,6.03,5.84
5.83,5.77,5.95,5.66
5.79,6.01,6.01,5.73
6.08,5.98,6.30,5.97
5.95,5.94,6.10,5.86
5.98,5.97,6.06,5.72
5.97,5.94,6.02,5.86
5.91,5.79,5.98,5.78
5.80,5.89,6.00,5.77
5.93,5.83,5.97,5.71
5.88,5.95,5.96,5.70
5.93,5.87,5.93,5.78
5.92,6.07,6.11,5.82
6.11,6.08,6.14,5.99
6.10,6.14,6.31,6.07
6.14,6.06,6.15,6.00
6.09,6.24,6.25,5.98
6.13,6.26,6.33,6.11
6.30,6.24,6.32,6.15
6.40,7.24,7.44,6.35
6.45,6.01,6.59,5.87
5.45,5.32,5.66,5.32
5.37,5.40,5.46,5.30
5.44,5.25,5.45,5.23
5.31,5.38,5.50,5.25
5.38,5.22,5.40,5.03
5.22,5.09,5.26,5.02
5.07,4.96,5.20,4.90
5.03,4.88,5.04,4.88
4.86,4.45,4.94,4.40
4.49,4.80,4.89,4.43
4.86,5.05,5.16,4.65
5.12,5.04,5.17,4.96
5.15,5.39,5.47,5.13
5.45,5.25,5.45,5.15
5.25,5.01,5.29,4.98
5.05,5.07,5.11,4.84
5.11,5.00,5.17,4.95
5.03,4.97,5.05,4.86
4.94,4.76,4.95,4.71
4.70,4.69,4.85,4.65
4.67,4.74,4.78,4.55
4.73,4.58,4.81,4.47
4.58,5.10,5.10,4.50
5.20,5.30,5.36,5.11
5.30,5.11,5.32,5.01
5.11,5.09,5.35,4.95
5.10,5.30,5.45,5.00
5.25,5.19,5.34,5.06
5.18,4.96,5.39,4.91
5.00,5.05,5.33,4.97
5.01,5.11,5.13,4.91
5.14,5.16,5.20,5.01
5.24,5.07,5.30,4.98
5.14,5.00,5.16,4.99
5.01,5.23,5.24,5.00
5.22,5.10,5.23,5.07
5.12,5.03,5.17,4.90
5.03,4.77,5.04,4.77
4.79,4.67,4.88,4.61
4.70,4.71,4.74,4.57
4.77,4.83,4.83,4.65
4.85,4.91,4.93,4.76
4.84,4.72,4.85,4.66
4.74,4.55,4.85,4.51
4.59,4.39,4.59,4.30
4.43,4.61,4.70,4.30
4.99,4.77,4.99,4.73
4.77,4.96,5.10,4.67
4.98,4.81,4.98,4.78
