ICE,Intercontinental Exchange Inc. Common Stock,NASDAQ
107.52,107.33,108.96,106.70
107.98,108.54,108.67,106.07
107.45,106.25,108.00,105.38
104.91,102.02,104.99,101.79
100.88,100.51,101.38,99.52
100.32,96.46,100.79,95.57
97.30,98.21,98.61,96.18
99.10,99.91,100.35,97.71
99.72,99.69,100.05,98.64
99.22,97.42,99.80,97.37
96.52,97.05,97.71,96.50
97.16,96.48,98.01,96.31
95.52,93.92,95.52,93.68
93.44,95.63,96.25,92.18
96.22,95.68,97.29,95.16
96.37,97.34,97.36,95.78
97.20,94.42,97.28,94.38
94.00,95.56,95.99,94.00
97.51,99.41,99.41,97.41
98.98,100.65,100.76,98.12
101.78,102.33,102.34,100.25
101.72,103.25,103.89,101.42
103.29,104.09,105.00,103.29
105.37,104.39,105.46,103.85
104.29,105.52,106.00,104.29
106.53,107.24,107.71,106.06
107.09,106.44,107.83,106.30
106.24,107.16,107.30,105.82
107.12,106.22,107.32,105.52
106.60,104.96,106.79,104.87
105.20,104.93,105.41,103.95
104.96,103.49,105.51,103.10
103.29,102.85,104.87,102.60
102.29,101.07,102.55,100.76
102.26,104.53,104.70,102.07
104.79,105.07,106.01,104.27
105.10,105.84,106.03,103.98
105.26,105.23,105.85,104.31
106.15,104.72,107.19,104.72
105.63,106.55,107.20,105.08
106.04,107.36,107.81,105.83
108.32,111.30,111.84,107.47
110.88,110.79,111.68,110.25
111.26,111.40,112.54,110.75
111.50,112.36,112.68,110.63
112.32,111.98,112.57,111.59
111.85,113.24,113.60,111.11
113.89,112.94,115.00,112.80
112.90,112.95,113.97,112.06
114.08,115.00,115.21,112.81
115.00,116.79,116.90,114.33
115.27,115.97,117.16,114.05
115.97,115.99,117.15,115.61
116.44,118.18,118.36,116.12
118.24,116.84,119.09,116.70
117.46,115.61,118.00,115.36
113.46,113.17,114.42,110.72
112.53,114.67,114.85,112.45
115.36,114.57,115.56,114.13
114.03,114.87,115.57,113.80
114.52,114.27,115.60,112.55
115.68,113.49,115.72,113.15
113.87,112.50,114.05,111.35
113.59,114.72,114.77,112.85
115.16,117.44,117.67,114.76
116.84,117.33,117.46,115.33
117.50,115.13,117.50,114.86
115.15,115.96,116.19,113.77
114.97,114.68,115.90,114.12
114.00,112.26,114.48,111.86
112.76,113.35,114.41,112.57
112.76,110.76,113.56,110.58
110.93,111.68,111.86,110.36
112.75,113.15,113.94,111.82
113.15,114.78,115.01,112.46
113.96,112.96,114.08,112.49
111.68,111.81,112.83,111.01
112.32,114.23,114.30,111.95
113.26,113.07,114.48,112.69
112.49,112.92,113.43,111.68
111.81,112.70,113.00,111.35
114.22,115.62,115.69,113.50
115.97,120.34,120.81,115.63
119.85,116.76,120.00,115.38
116.50,117.94,118.03,116.34
117.94,116.20,119.42,116.10
116.39,118.04,118.13,116.22
118.11,117.72,118.64,116.73
117.72,117.55,118.29,116.82
118.50,117.75,120.57,117.75
117.67,116.38,117.67,115.83
116.14,117.80,118.46,115.61
117.66,117.36,118.40,116.36
118.99,119.23,120.26,117.02
119.35,119.06,120.49,118.94
119.45,120.08,120.40,119.13
120.08,120.45,121.90,120.08
120.18,120.00,120.37,119.59
119.55,120.86,120.90,119.44
120.89,120.90,121.28,120.32
120.90,119.85,120.92,119.20
119.85,119.49,120.24,119.18
119.12,119.15,119.83,119.06
119.80,119.15,120.99,118.82
119.19,117.97,120.18,117.47
117.63,117.65,119.13,117.21
117.60,114.48,117.70,113.77
114.65,114.02,115.04,112.13
112.66,114.09,115.46,112.66
114.74,112.48,115.50,112.48
113.50,115.40,116.68,112.76
115.34,116.35,116.72,114.59
116.38,116.27,117.21,115.36
116.62,116.76,117.37,116.10
116.38,115.56,117.06,115.21
114.80,115.55,116.16,113.26
116.57,116.59,118.19,115.95
116.07,116.81,117.85,116.07
116.29,115.40,117.31,113.42
115.72,114.97,115.80,114.52
115.10,117.85,118.13,114.64
117.97,116.91,118.48,115.66
117.09,120.49,120.54,117.09
120.55,121.38,122.50,120.43
121.07,120.29,121.91,119.87
120.29,119.26,120.29,117.79
119.18,120.38,120.38,118.45
121.35,120.32,121.81,120.13
120.56,118.22,120.71,117.55
120.01,123.13,123.47,119.50
122.63,128.45,129.16,122.50
127.59,128.78,129.50,126.94
128.55,130.46,131.54,127.64
130.00,126.74,130.21,125.87
126.99,127.88,129.30,126.50
127.01,128.90,129.53,127.01
129.11,127.18,129.11,125.64
125.60,122.29,126.12,121.29
122.44,122.73,123.18,120.80
122.02,123.64,124.80,121.50
124.22,126.91,126.98,123.98
127.46,128.20,130.25,126.82
128.40,127.10,129.13,126.65
126.62,127.51,128.73,126.23
128.47,129.48,130.23,128.05
129.80,130.25,130.44,128.72
130.48,134.72,135.38,130.39
133.57,131.94,133.57,130.47
131.37,130.93,131.87,130.34
129.64,127.59,130.03,126.72
127.81,126.07,128.54,124.76
125.23,124.79,125.60,123.91
121.85,123.33,124.88,121.21
123.14,123.77,125.70,122.91
125.42,125.34,126.28,124.73
126.98,124.77,127.44,123.91
125.77,125.24,126.40,124.57
124.85,125.75,126.78,124.63
125.30,127.03,127.99,125.27
127.68,127.30,128.12,126.36
127.40,127.98,128.34,126.18
126.77,125.81,128.24,125.70
125.51,126.12,126.13,123.98
126.91,124.93,126.95,124.72
124.60,123.54,124.98,122.06
122.60,119.75,123.25,117.95
120.39,118.90,122.91,118.15
118.75,119.81,120.03,117.66
119.74,122.49,122.82,119.73
124.31,122.26,124.94,121.83
122.35,120.55,122.97,119.88
120.85,120.55,121.67,119.70
119.76,120.48,121.97,119.38
121.10,121.19,122.00,120.55
120.48,120.64,121.72,119.71
121.05,122.02,122.39,120.50
120.78,119.84,120.78,119.17
119.88,119.33,120.69,118.50
120.69,120.66,120.94,120.14
121.01,122.18,122.21,120.72
122.47,122.00,123.31,120.60
122.23,122.37,123.50,122.03
122.75,121.79,123.17,120.18
121.55,120.20,121.95,119.61
120.29,120.35,120.66,118.80
120.64,118.20,120.77,117.70
117.99,116.45,118.68,116.07
115.99,114.85,117.00,112.20
114.30,114.06,115.33,112.23
115.20,117.60,118.10,114.93
117.76,118.93,119.31,116.94
119.01,120.25,120.35,118.30
120.06,120.31,121.44,119.38
119.79,120.04,120.88,118.66
119.94,118.32,120.58,117.87
121.26,122.22,126.67,120.99
122.54,120.48,123.35,120.11
120.64,122.37,122.57,120.42
122.62,122.86,123.00,120.92
122.77,121.18,123.62,121.02
119.99,120.41,120.59,119.50
120.59,121.36,121.67,119.89
120.75,121.15,121.69,120.24
120.55,120.37,120.78,119.75
121.20,119.17,121.73,118.61
120.21,120.65,120.66,118.81
120.43,116.61,120.72,116.54
116.89,117.36,117.98,115.90
116.15,115.63,117.50,115.50
115.00,113.75,115.50,113.26
114.12,113.85,114.81,113.32
112.82,113.21,113.95,112.66
113.61,116.71,117.00,113.02
115.46,115.79,116.80,115.04
116.18,115.96,116.93,115.61
117.09,118.57,118.85,116.71
117.50,116.52,118.06,115.76
116.37,117.11,119.29,116.08
117.92,118.11,118.96,117.65
119.47,120.63,120.73,118.14
121.14,122.27,122.33,120.51
122.29,119.93,122.96,119.83
118.36,119.62,119.96,117.26
119.64,118.56,120.27,117.76
118.91,120.52,120.91,118.65
120.80,122.41,123.55,119.85
122.97,124.15,125.85,122.76
124.70,124.71,125.75,123.97
124.84,126.98,127.27,124.78
126.67,128.51,129.14,126.67
127.96,127.83,127.96,126.82
129.08,129.52,131.72,128.36
127.97,128.40,128.89,127.16
126.81,125.59,127.81,124.71
125.62,125.32,127.00,125.23
126.28,126.12,127.98,125.87
126.75,126.03,128.50,125.81
126.26,127.50,127.57,125.45
127.22,125.88,127.84,125.17
126.65,127.65,127.75,125.94
128.00,126.31,128.74,125.94
127.44,128.20,128.50,126.81
126.85,128.72,129.36,126.85
127.40,127.82,128.66,127.06
127.46,126.29,127.90,126.11
125.81,123.08,126.52,122.82
123.18,123.60,125.61,123.18
122.58,123.30,124.97,121.50
124.73,122.12,124.73,120.92
121.22,119.09,122.13,119.07
119.40,117.02,120.55,114.11
115.31,110.84,115.87,110.67
112.21,110.16,113.80,109.03
107.60,103.91,110.87,102.57
106.01,113.00,114.37,104.77
110.00,109.80,114.84,106.75
111.00,116.85,118.25,110.70
117.56,114.88,118.26,114.41
115.89,116.43,116.65,114.72
115.03,111.22,115.52,109.29
111.85,111.14,113.94,110.63
108.05,105.73,108.53,104.92
104.21,105.05,107.33,104.00
107.10,106.24,108.49,105.77
106.27,111.29,111.41,105.31
110.90,112.61,112.70,110.10
113.92,110.24,113.92,109.26
109.36,112.09,112.30,107.15
114.61,116.45,116.46,113.64
115.99,116.21,116.96,113.68
117.32,117.95,118.43,116.51
117.73,115.21,117.98,114.82
113.41,112.53,114.12,111.65
108.99,113.18,113.50,108.82
114.61,117.07,117.25,113.73
116.11,116.70,118.00,115.19
115.52,114.48,117.02,113.85
112.67,117.64,117.74,112.08
117.56,119.12,119.34,116.20
119.75,120.49,121.99,116.36
121.30,123.68,123.79,118.84
123.71,124.98,125.28,122.92
122.62,122.88,123.97,121.06
123.72,122.45,125.50,121.89
122.50,122.87,126.46,122.46
120.11,122.94,123.58,118.81
122.53,122.10,123.47,119.82
123.63,124.07,124.22,119.42
125.07,124.04,125.68,123.31
123.07,121.42,124.01,120.64
123.00,122.18,123.87,119.18
120.88,118.26,121.38,118.15
117.87,117.70,121.21,117.56
116.44,121.26,121.71,115.23
121.43,123.13,123.80,119.38
122.97,125.51,125.68,121.50
124.73,121.62,124.73,121.05
123.74,125.97,126.38,123.49
125.00,123.10,125.49,121.58
124.13,125.61,127.44,123.46
124.78,124.08,124.86,122.34
125.45,124.45,125.51,123.00
123.41,122.28,124.96,121.95
122.50,124.50,125.28,119.70
124.70,122.81,125.17,122.56
123.42,122.81,123.43,120.89
123.61,126.51,128.00,123.61
126.87,128.24,130.00,126.63
126.41,124.12,127.30,123.72
126.13,125.73,126.91,124.44
130.70,132.12,132.67,128.37
131.68,132.44,132.89,129.68
128.91,129.88,132.32,128.91
126.79,123.26,128.65,122.95
124.98,122.62,129.77,119.87
125.00,127.81,128.76,122.82
126.98,127.49,129.35,126.46
127.04,124.73,127.95,123.85
125.42,127.06,127.31,124.71
123.76,124.15,125.81,123.02
125.98,125.34,126.28,123.35
126.98,127.89,128.00,125.75
127.06,126.68,127.31,125.75
126.25,127.03,127.68,125.78
125.60,122.46,126.19,122.35
122.00,118.17,122.50,117.67
117.99,117.21,119.14,116.51
114.71,114.15,116.20,113.45
114.47,115.91,117.50,113.89
114.95,113.31,115.58,113.26
113.02,113.78,114.59,113.00
117.14,117.56,118.12,115.97
117.34,117.38,120.19,116.39
120.92,121.72,121.89,119.30
121.43,124.70,125.64,119.68
125.88,123.42,127.54,123.14
125.17,122.23,125.79,121.42
122.02,123.28,124.04,121.96
122.12,122.98,123.74,119.75
122.15,120.59,124.02,120.28
121.31,122.89,123.43,120.68
121.45,119.54,121.93,118.51
119.91,117.35,120.58,115.91
117.04,117.25,118.18,116.12
118.43,117.12,118.50,116.04
118.26,117.68,118.88,116.82
118.31,116.19,118.33,115.80
118.10,119.90,120.24,117.99
119.89,118.55,119.98,117.20
118.75,119.54,119.90,118.38
119.45,120.12,120.17,117.83
119.84,120.57,121.18,119.03
120.51,119.42,120.78,118.79
119.76,121.30,121.85,119.23
121.27,120.55,121.75,120.12
122.40,118.57,123.12,118.40
118.57,117.02,119.21,115.82
115.93,117.01,117.22,114.69
115.88,115.01,116.56,113.73
115.65,112.58,115.69,111.68
113.62,113.91,114.07,112.74
113.13,112.61,113.45,111.82
113.02,114.94,115.14,112.58
113.86,116.47,117.20,113.86
115.73,112.15,116.99,111.78
112.09,114.75,114.76,110.67
115.17,118.03,118.85,113.95
118.09,117.41,118.34,116.26
117.50,118.53,118.91,117.00
117.18,118.93,119.29,116.31
118.32,117.53,118.87,117.00
118.00,117.45,119.02,117.07
117.03,116.45,117.82,115.71
115.48,115.43,116.47,114.53
115.85,114.48,116.07,114.20
115.56,114.69,115.81,114.58
115.07,119.65,119.68,114.60
120.23,122.32,122.63,120.23
120.20,122.76,123.00,120.20
122.26,122.77,124.41,121.85
125.98,130.08,131.46,125.98
130.86,131.93,132.83,130.40
130.23,134.83,134.99,128.89
135.00,133.74,135.00,131.52
134.24,133.68,134.24,132.58
133.86,132.86,134.28,132.60
132.82,133.83,134.00,131.95
134.28,134.47,135.00,133.29
132.32,133.37,134.39,132.31
132.25,133.15,134.13,132.25
133.10,139.26,140.46,132.51
140.10,139.74,140.10,137.55
138.82,139.63,139.98,136.65
139.80,139.86,140.11,137.34
139.53,137.96,140.50,137.49
138.06,139.80,140.11,137.03
139.96,139.33,141.90,139.05
139.13,138.15,139.77,137.34
136.26,137.57,138.85,136.21
137.37,139.42,140.84,137.37
140.34,139.70,140.34,138.97
140.02,141.82,142.40,139.57
141.82,138.63,142.50,138.33
139.32,142.37,142.37,138.88
139.28,140.72,142.49,139.28
140.77,141.85,142.75,140.10
141.75,139.00,141.75,139.00
139.42,140.28,141.00,137.83
139.98,139.87,140.82,138.66
139.31,139.38,140.26,136.61
138.60,139.65,140.26,137.32
140.00,139.48,140.90,138.23
140.22,139.17,141.24,138.59
139.02,137.15,139.21,136.99
137.46,136.12,137.71,135.27
135.28,135.19,136.10,134.64
136.17,137.42,138.57,135.23
137.09,138.62,139.56,136.49
138.27,137.63,138.62,136.63
136.71,134.52,138.15,134.41
134.21,138.60,138.78,134.21
138.03,135.84,138.03,135.02
135.03,132.18,135.43,131.74
134.07,133.49,134.68,132.94
133.45,134.13,134.39,132.46
133.67,133.05,135.53,132.98
133.94,131.34,134.19,130.88
131.67,132.31,132.71,130.00
131.92,130.53,131.92,130.15
130.69,129.51,131.67,128.94
129.82,128.39,130.24,128.30
127.50,128.07,128.20,126.73
127.99,130.36,130.44,127.68
130.99,132.62,133.10,130.64
132.69,131.00,132.69,130.44
132.00,132.67,132.89,130.57
132.22,133.04,133.95,131.77
132.22,131.11,132.86,130.02
125.75,127.85,129.04,124.59
129.66,129.26,130.21,127.04
127.88,127.29,128.86,126.85
126.94,125.64,127.90,125.16
124.76,125.29,125.70,122.83
123.80,124.92,125.85,123.59
126.01,125.05,126.39,124.44
124.04,123.98,126.03,123.28
122.66,123.14,124.18,122.12
123.51,122.04,124.98,121.68
122.51,121.74,125.12,121.71
124.36,121.34,126.29,121.25
122.07,123.59,125.04,121.97
123.56,125.09,125.16,123.03
128.01,124.68,129.88,124.06
124.68,124.38,124.74,122.07
125.26,123.95,126.17,122.62
124.19,125.49,126.59,123.39
126.57,125.10,126.83,123.64
123.89,122.27,123.89,120.87
122.45,122.45,123.35,120.38
120.87,118.47,121.30,118.42
119.39,119.29,119.91,117.82
118.62,125.65,125.86,118.62
125.91,128.36,128.36,124.72
129.54,127.68,129.81,127.47
126.95,127.89,127.89,125.78
128.60,126.76,129.38,126.67
127.09,127.84,128.36,125.95
129.64,125.97,129.64,125.65
126.92,128.79,128.97,126.25
131.16,134.80,135.91,131.16
134.19,136.24,137.23,133.52
137.29,135.56,137.29,134.65
135.83,134.88,136.00,133.80
135.11,131.32,136.49,130.86
131.34,133.18,133.60,131.19
133.00,131.29,133.00,130.47
131.23,133.36,134.36,131.23
130.69,132.83,134.15,130.69
131.91,134.14,134.17,131.10
136.21,135.98,137.59,134.51
141.77,135.82,141.77,131.87
129.37,134.90,136.14,129.37
135.71,134.74,136.18,134.07
133.65,133.30,134.56,132.40
133.39,132.81,134.05,131.82
133.26,131.48,134.39,130.86
131.34,133.74,134.49,130.99
132.37,134.24,134.99,132.12
134.21,137.22,137.44,134.08
136.10,134.00,136.10,133.54
134.95,136.15,136.24,134.43
135.79,135.67,136.76,135.23
135.73,133.77,136.01,133.14
132.80,131.09,133.33,129.45
129.01,131.17,131.78,128.86
130.95,132.50,132.63,130.67
132.51,130.65,133.60,129.88
133.97,132.73,133.97,130.82
133.96,134.25,135.56,132.46
133.89,132.35,134.91,131.99
132.83,131.22,133.48,130.58
134.08,129.40,135.96,128.12
128.81,128.71,129.41,126.22
130.76,132.25,132.82,129.72
132.69,132.00,133.88,131.78
132.74,132.07,133.74,132.01
131.30,132.25,133.29,130.34
132.00,132.95,133.52,131.75
131.37,133.26,133.69,131.37
132.31,133.73,133.92,131.91
134.00,132.58,134.00,131.88
132.61,132.80,133.56,132.36
132.35,135.63,135.91,132.35
136.04,135.34,136.37,134.36
134.71,135.62,136.14,134.53
135.50,134.39,136.62,133.60
134.56,136.00,136.26,133.26
135.20,135.73,136.12,135.20
134.63,137.10,137.25,134.47
137.21,137.67,138.30,136.16
137.50,138.37,139.50,137.50
138.53,137.26,138.86,136.82
135.15,136.35,136.56,134.82
136.60,136.70,137.49,135.84
136.73,136.58,137.01,134.56
136.64,135.54,137.00,134.61
136.30,136.92,137.43,135.89
137.35,137.13,138.62,136.55
137.46,135.80,138.18,135.68
136.28,135.75,136.57,135.45
136.10,135.95,136.31,135.56
136.00,136.85,137.23,135.32
138.20,140.09,140.59,136.55
140.15,140.40,140.89,138.74
139.78,140.37,141.15,139.18
140.17,138.21,140.50,137.96
137.19,137.80,137.81,135.27
138.27,137.57,138.84,137.57
137.25,137.15,138.02,136.39
137.42,135.21,138.18,135.16
134.98,134.67,135.53,134.46
135.85,135.14,136.88,134.93
134.98,133.41,136.23,133.18
133.86,131.92,134.75,131.69
132.61,130.48,132.99,129.72
130.48,131.50,132.07,130.07
131.88,132.01,132.92,130.93
132.69,131.00,133.09,130.67
130.63,130.45,131.22,130.22
130.43,129.68,130.90,128.34
130.07,128.68,130.56,128.19
129.54,129.14,129.91,128.71
128.93,129.74,130.51,128.38
130.84,129.01,130.86,128.02
129.99,131.42,131.70,129.36
131.08,130.78,131.66,130.24
130.73,130.47,131.24,130.15
130.45,130.20,132.17,130.14
130.52,131.56,131.89,129.06
130.06,130.38,130.81,129.20
130.46,130.47,131.25,130.16
131.41,130.50,131.41,128.64
130.70,131.19,131.55,130.15
131.19,131.00,132.25,130.06
129.56,131.24,131.27,129.56
131.86,129.83,132.46,129.60
129.15,133.28,133.91,128.64
133.03,133.45,133.82,131.79
132.88,131.57,133.25,130.51
131.47,130.38,132.86,129.89
130.38,130.30,131.68,130.14
130.73,130.55,131.25,129.31
130.09,128.34,131.34,128.17
128.32,127.94,129.43,127.63
127.98,126.74,129.88,126.07
126.85,127.60,128.08,126.22
128.94,130.03,130.34,128.93
129.62,129.87,130.65,128.75
129.80,130.52,131.11,128.75
131.03,131.19,131.23,130.03
130.58,130.81,131.54,130.26
130.96,129.97,131.43,129.85
129.83,131.00,131.13,129.45
131.65,132.21,132.43,130.39
131.97,132.15,132.51,131.13
132.24,132.00,133.43,131.85
132.65,130.85,132.67,130.25
130.85,130.18,131.11,129.29
130.16,131.14,131.65,129.02
131.60,130.72,132.22,130.44
130.30,131.00,131.77,130.18
131.20,129.12,131.70,128.87
129.74,129.70,130.57,128.85
129.80,129.22,130.28,128.47
129.15,127.90,129.66,127.71
128.23,127.84,128.63,125.21
128.42,128.04,129.17,127.11
127.90,128.31,128.68,127.08
135.25,130.10,135.40,123.46
127.53,126.25,129.68,125.98
126.17,125.04,126.96,124.71
125.07,125.00,125.52,124.12
125.27,124.22,125.79,122.72
123.18,123.66,124.35,122.82
123.57,123.81,123.84,122.83
125.67,124.92,126.42,124.03
125.18,126.92,126.95,124.27
126.72,129.60,130.10,126.18
128.45,126.91,128.99,126.84
126.68,127.18,127.28,125.50
126.92,127.61,128.03,126.64
127.77,128.00,128.49,126.96
127.72,129.36,129.42,127.27
129.02,129.52,129.97,128.47
129.17,128.59,129.17,127.30
127.96,128.08,128.67,127.67
128.57,131.21,131.62,128.34
131.15,133.33,133.36,130.55
132.57,134.11,134.12,130.78
133.85,133.56,134.51,132.51
133.73,134.28,135.57,133.53
134.28,134.82,135.01,133.44
134.90,135.21,135.85,133.30
135.48,136.71,136.93,134.87
136.97,138.90,139.72,136.89
137.96,138.75,139.44,137.57
139.85,140.88,142.44,139.15
139.60,141.33,141.40,138.56
141.33,143.54,143.60,140.57
142.37,145.22,145.59,141.06
145.01,148.95,149.16,143.66
149.17,149.00,149.66,147.92
149.05,149.83,149.95,148.08
150.00,150.71,151.88,149.80
150.50,151.81,151.87,149.13
151.45,155.52,156.13,150.87
155.50,156.46,158.47,154.85
156.66,155.75,157.49,155.15
155.39,154.72,156.61,154.54
154.70,153.03,154.89,152.75
153.82,155.98,156.15,153.74
156.19,150.52,156.59,150.35
152.00,152.83,153.08,150.61
152.63,155.09,155.30,151.30
155.15,154.82,156.23,153.85
154.33,154.00,154.33,152.31
153.81,156.57,156.74,152.91
157.08,158.53,159.77,157.08
160.15,160.35,162.29,159.77
160.35,158.74,160.49,157.79
159.65,158.60,160.08,157.92
158.19,159.24,159.26,156.67
158.68,158.50,159.17,158.16
158.09,159.41,159.86,157.74
158.95,162.34,162.62,158.69
162.41,160.98,162.79,159.75
158.66,159.85,160.99,158.43
160.25,159.61,160.96,156.12
159.81,161.60,162.38,159.41
161.98,161.44,162.94,160.29
161.63,162.31,162.86,161.11
163.49,162.00,163.81,161.20
162.61,161.57,163.19,159.38
160.50,159.81,161.00,158.58
159.60,163.07,163.18,158.65
162.47,160.09,163.21,159.63
161.41,161.48,163.31,160.30
161.90,156.83,162.07,156.66
157.33,157.10,159.11,156.09
155.33,155.06,155.48,150.12
154.91,155.97,156.12,153.95
155.91,155.05,156.42,154.17
155.49,157.76,158.23,155.49
158.09,158.32,159.26,156.97
158.10,158.20,158.43,156.83
158.00,154.16,159.54,154.14
155.07,155.51,155.69,153.32
153.85,153.97,154.72,153.02
154.17,152.41,155.64,152.08
152.85,154.38,154.52,152.56
154.44,155.27,156.15,152.86
155.64,157.39,157.90,155.64
157.84,158.39,159.00,156.84
158.59,159.59,160.13,157.83
159.32,159.51,160.38,158.00
159.51,161.89,162.14,159.34
161.12,162.93,163.52,160.99
159.50,166.56,170.73,158.45
166.65,171.56,171.73,166.09
172.63,172.02,174.25,171.93
171.31,171.68,172.54,171.26
171.94,171.12,172.61,170.01
170.85,171.66,172.04,169.66
171.82,171.21,172.34,170.53
171.23,172.10,172.35,170.76
171.59,172.26,173.70,170.84
172.48,175.91,176.15,172.18
174.47,174.81,177.70,173.73
174.34,174.02,175.96,173.96
174.89,177.41,178.18,174.26
176.55,176.06,178.82,175.32
178.40,173.49,179.10,173.39
173.27,169.52,174.38,168.01
168.09,168.29,169.45,166.35
167.71,167.66,168.50,166.18
169.53,169.51,171.56,168.85
168.33,171.21,171.92,168.33
171.30,177.44,177.87,170.75
176.72,171.21,176.96,171.21
171.42,169.20,171.55,166.69
168.99,164.76,169.11,163.25
163.51,164.84,166.18,162.95
163.93,169.20,169.36,163.93
169.86,174.70,174.87,166.87
175.00,175.08,175.86,173.01
172.17,171.14,173.09,170.48
171.26,172.06,173.03,171.00
171.60,175.39,175.50,170.54
175.00,173.15,175.22,173.02
174.37,178.87,179.60,173.62
180.00,183.07,184.12,179.76
183.00,178.85,183.00,178.46
