FDX,FedEx Corporation Common Stock,NASDAQ
97.84,95.71,97.97,95.17
96.50,96.46,97.03,94.67
95.37,95.90,96.70,94.60
97.05,97.19,98.31,96.68
98.07,98.37,99.35,97.99
99.15,99.37,99.53,98.73
98.91,98.58,99.59,98.58
98.72,98.89,99.73,98.55
98.76,98.27,99.42,97.94
97.88,97.77,98.25,97.54
98.59,98.96,99.20,98.18
99.18,98.83,99.50,98.63
99.50,103.15,106.35,99.39
102.68,103.00,106.47,102.01
104.00,104.40,105.98,103.91
102.07,102.29,103.31,101.58
102.28,103.70,103.93,102.14
103.38,103.51,103.98,102.95
103.60,104.26,104.95,103.06
103.92,108.66,108.98,103.85
108.45,108.03,108.45,107.33
108.07,107.75,108.88,107.65
107.94,106.79,108.00,106.45
106.91,105.88,107.20,105.78
105.89,104.87,106.11,101.95
104.69,104.58,105.28,104.14
104.10,103.39,104.57,103.23
104.13,103.56,104.40,103.32
102.00,106.00,106.96,102.00
106.79,110.00,110.33,106.54
108.73,109.15,110.08,108.70
109.00,109.42,109.72,108.75
109.33,108.77,109.85,108.36
108.02,107.98,108.54,107.53
108.57,109.08,109.29,108.50
108.53,108.22,109.18,107.92
107.58,109.04,109.31,107.47
108.88,108.61,109.73,108.20
108.61,108.63,109.09,107.72
108.00,108.04,108.43,107.34
108.05,108.68,108.96,107.43
108.33,108.67,109.20,108.04
108.60,109.21,109.90,108.03
108.99,108.07,109.05,107.51
108.23,110.61,110.79,108.11
110.61,110.69,110.89,109.72
110.80,112.04,113.34,110.75
110.50,108.45,111.12,107.70
108.45,108.50,109.35,107.93
108.50,108.58,109.50,108.26
108.76,107.36,108.79,106.84
108.45,107.60,108.73,106.78
107.44,107.61,107.90,107.12
107.47,109.05,109.47,107.47
109.34,108.16,109.79,107.40
108.40,109.10,109.19,107.63
109.78,110.59,111.50,109.74
110.53,110.25,110.67,109.52
110.10,108.39,110.12,107.74
108.72,107.24,108.90,106.38
108.85,109.57,111.00,108.56
109.89,110.68,111.48,109.79
113.20,116.25,116.95,112.50
114.63,116.83,117.38,114.54
117.48,116.83,118.31,116.71
115.17,114.91,116.00,114.12
114.85,114.72,115.88,114.59
115.04,113.57,115.13,112.92
113.97,113.56,114.73,112.87
113.02,113.77,113.93,112.92
112.57,114.11,114.75,112.44
114.24,115.26,115.32,113.87
114.51,115.28,115.36,113.92
114.87,113.55,115.17,111.80
113.44,114.73,114.98,113.03
113.75,113.69,114.36,112.61
113.58,112.08,114.00,111.96
112.33,112.58,113.14,111.25
113.90,115.06,115.11,113.22
114.46,115.87,115.89,114.01
115.29,115.37,115.48,114.33
116.91,120.08,122.50,116.85
119.87,123.26,124.35,119.70
121.98,125.19,125.27,121.57
125.27,126.44,126.63,124.71
126.22,127.41,127.87,125.92
128.87,129.69,132.30,128.86
128.67,129.82,130.10,128.26
130.48,131.57,131.99,130.07
131.96,132.06,132.55,131.17
131.42,132.53,133.64,131.23
133.29,133.14,133.39,132.00
133.05,132.81,133.84,132.12
132.02,131.00,132.56,129.81
131.77,134.65,134.74,131.58
134.65,135.12,136.06,134.09
134.37,136.23,136.89,133.79
136.81,132.77,136.98,131.92
133.05,130.55,133.35,130.25
130.29,132.57,132.73,130.28
131.98,132.52,133.17,131.60
131.80,134.63,136.10,130.81
134.12,135.29,135.89,133.33
135.41,136.44,136.50,135.04
138.46,138.65,139.94,137.89
138.59,137.14,139.77,136.79
137.17,134.00,137.32,133.93
134.35,134.58,135.74,134.19
135.32,138.38,138.86,135.25
138.10,137.07,138.45,135.94
137.81,137.22,137.98,136.71
137.30,137.81,138.62,137.01
138.70,139.86,140.28,138.51
140.45,138.70,140.55,138.51
139.15,140.21,140.96,138.73
139.46,138.04,140.00,137.68
137.66,138.71,140.00,136.81
137.90,138.22,139.67,137.67
139.99,139.39,140.17,139.07
139.82,139.81,140.00,139.11
139.66,138.49,140.18,138.22
138.88,136.51,139.00,136.35
136.56,136.34,137.53,136.27
138.01,137.90,138.88,137.01
139.59,139.85,140.97,138.88
139.80,139.09,140.17,138.50
138.10,139.72,140.24,137.36
139.61,139.69,140.02,137.76
139.52,142.71,143.73,139.23
143.31,142.19,143.44,141.62
142.24,142.00,142.38,141.14
142.65,143.30,143.52,142.33
143.28,143.43,143.86,142.74
143.48,143.05,143.88,142.86
143.01,143.77,144.13,143.00
142.90,139.77,144.39,139.57
140.33,140.05,141.15,139.91
142.70,138.72,143.00,138.26
139.34,140.64,140.98,138.99
141.04,140.37,141.38,139.99
140.51,141.51,141.77,139.95
141.20,142.63,142.74,140.41
141.35,140.49,142.75,140.24
140.95,142.70,142.83,139.73
142.78,142.55,143.14,141.94
141.92,141.81,142.50,140.95
140.61,140.51,141.87,140.09
141.71,142.15,142.62,140.80
142.75,142.30,142.84,141.63
141.61,140.24,141.99,139.35
139.16,134.58,139.39,134.57
134.69,131.95,135.78,131.08
131.99,134.34,134.64,131.99
132.83,131.85,134.00,131.55
133.09,133.77,134.83,133.06
131.85,133.32,134.96,131.79
132.93,129.44,135.06,129.03
129.48,130.42,130.93,128.17
129.85,129.97,130.92,129.19
130.14,130.84,131.86,130.06
131.92,131.76,133.07,130.87
131.37,129.88,132.06,129.34
130.41,133.15,133.78,130.13
133.16,133.00,133.81,131.75
131.92,133.07,133.34,131.00
132.98,133.92,134.55,132.87
134.32,132.79,134.77,132.33
132.34,131.35,133.51,131.01
131.69,132.99,133.51,131.06
133.18,134.90,135.21,133.11
135.09,134.87,136.98,134.50
134.85,132.84,134.87,132.32
132.63,132.37,133.97,131.95
132.04,133.55,133.84,131.95
133.19,133.33,134.43,132.34
132.05,133.38,134.29,132.05
134.84,137.09,137.65,134.74
137.24,136.91,137.60,136.51
137.25,137.29,137.64,136.19
137.92,137.43,138.60,136.96
137.03,137.86,138.39,136.81
137.74,137.29,138.07,136.71
136.80,137.79,138.14,136.00
138.36,136.68,139.29,135.88
136.38,136.76,137.75,136.02
137.71,137.58,138.61,137.11
137.59,138.57,139.19,137.35
138.11,138.38,141.17,137.14
137.03,136.50,137.73,135.24
137.51,136.79,138.00,136.02
137.15,134.95,137.20,134.87
134.88,134.16,135.68,132.52
134.48,132.12,135.31,132.09
132.00,132.11,132.64,131.30
132.44,132.01,133.40,132.01
132.52,132.56,133.24,131.87
133.00,134.11,134.11,132.78
134.10,134.76,135.20,133.94
134.70,135.30,136.12,134.70
135.79,134.35,136.60,133.86
134.36,132.98,135.01,132.67
133.04,132.91,133.40,131.81
133.31,134.00,134.49,132.95
134.08,132.06,134.31,131.86
130.97,131.23,132.76,130.68
132.11,132.00,132.86,131.16
132.33,132.17,132.99,130.64
132.55,133.75,134.04,132.01
133.62,135.55,135.97,133.62
135.61,136.27,136.78,135.26
136.54,137.03,137.77,136.52
137.00,136.33,137.15,135.93
136.40,136.08,137.09,135.62
136.02,134.21,136.04,133.95
134.39,134.53,136.02,133.52
134.81,135.47,135.72,133.90
135.55,136.25,136.81,134.85
136.36,136.24,137.00,135.39
136.11,136.95,137.73,136.11
136.07,135.85,136.46,135.01
135.29,135.49,136.99,135.05
136.21,138.54,138.67,136.01
135.81,136.70,137.66,135.80
136.00,137.52,137.89,135.21
138.03,140.15,140.34,137.92
140.29,140.14,140.84,139.89
140.00,139.33,140.00,138.91
139.28,138.68,139.34,137.55
138.82,138.23,139.77,137.91
138.10,139.00,139.22,137.84
139.08,137.46,139.47,136.97
138.30,139.05,139.69,138.03
138.84,139.33,139.69,138.34
139.72,141.50,141.94,139.31
142.02,142.24,142.84,141.62
142.24,143.47,143.98,142.20
143.88,144.53,144.60,143.30
144.37,144.16,144.85,143.94
144.31,144.25,144.99,143.72
143.81,142.95,144.65,142.58
142.74,143.00,143.31,142.38
143.47,142.65,143.99,142.36
142.83,142.70,143.30,142.28
142.69,143.65,144.40,142.69
142.97,143.79,143.91,142.81
143.07,142.75,143.09,141.94
142.09,139.21,142.28,139.14
139.53,140.27,140.70,139.09
139.82,139.45,140.48,139.25
139.05,140.31,141.07,138.30
145.35,148.95,149.37,145.09
147.96,147.60,149.33,146.83
147.84,148.12,148.46,147.66
148.00,148.88,149.68,147.96
148.44,149.68,151.15,148.44
149.11,151.42,151.89,148.82
151.36,151.50,151.68,150.05
151.29,151.41,151.76,150.76
151.40,151.38,151.67,150.66
152.00,152.38,152.84,151.57
152.27,152.27,153.24,152.08
152.79,153.61,153.74,152.54
152.86,151.68,153.10,151.38
151.37,151.17,151.59,149.82
151.61,151.32,152.44,150.81
149.87,150.26,150.88,149.42
150.15,150.64,151.32,149.92
151.65,151.07,151.91,150.98
149.58,151.90,152.67,149.58
152.40,154.38,154.50,152.25
153.35,151.90,155.31,151.73
151.34,152.87,153.15,151.23
152.53,152.35,153.31,152.08
152.89,153.29,153.93,152.82
153.46,152.68,153.89,152.60
153.03,152.50,153.25,152.33
152.00,150.86,152.41,150.80
150.90,149.53,151.46,148.30
148.50,147.14,149.86,147.04
147.36,149.36,150.34,147.36
148.07,146.88,149.11,146.64
146.63,146.75,147.99,145.93
147.31,148.83,149.08,146.95
147.84,146.84,148.55,146.15
145.83,145.47,146.42,145.08
146.96,146.02,148.41,145.91
146.23,147.85,147.92,145.62
148.81,148.28,149.07,147.72
148.32,148.43,149.19,148.01
149.00,149.35,149.67,148.92
149.64,149.64,149.72,148.61
150.04,148.72,150.24,147.50
149.29,150.42,150.45,149.23
150.51,150.00,150.60,149.91
150.16,150.63,150.96,149.99
151.03,150.55,151.07,150.00
150.73,149.46,150.73,149.04
150.13,149.79,150.54,149.65
150.00,149.28,150.39,149.18
149.25,149.10,149.80,148.95
148.79,147.87,149.00,147.03
148.40,147.88,148.49,147.65
148.72,150.40,150.57,148.37
150.48,151.71,152.21,150.37
152.22,152.04,154.24,151.69
151.55,153.30,153.35,150.10
152.54,152.40,153.25,151.89
152.19,151.00,152.40,150.69
150.95,150.76,151.07,150.01
150.08,152.53,152.99,150.01
153.18,153.77,154.09,152.54
154.00,154.04,154.32,152.01
154.81,154.66,155.06,153.05
159.70,159.71,161.65,159.20
159.80,158.93,161.25,158.69
160.09,158.33,160.26,158.33
158.01,157.86,158.85,157.81
157.59,158.00,159.00,157.46
158.37,159.31,159.54,157.80
159.29,157.16,159.52,157.04
157.57,159.78,160.35,157.52
158.84,162.18,162.52,158.53
162.21,161.45,163.84,161.30
161.00,158.14,161.39,157.64
158.16,159.03,159.35,156.70
160.83,162.74,163.24,160.22
163.27,159.24,165.17,159.00
158.59,156.06,159.00,156.03
156.18,160.25,160.43,155.13
159.50,156.51,160.35,156.22
156.16,154.75,157.79,153.49
155.10,151.26,156.77,151.11
152.88,153.72,155.33,152.61
151.11,153.82,154.45,148.81
151.68,151.93,154.39,150.54
153.24,156.12,156.65,153.02
155.72,155.87,156.15,154.01
157.03,159.88,160.93,156.71
160.74,158.47,161.26,158.45
160.95,162.50,163.48,160.59
163.10,163.88,164.48,162.68
163.75,165.22,165.40,163.01
165.82,168.20,168.27,165.63
168.20,165.77,168.25,163.61
165.19,165.29,166.72,163.91
167.99,167.40,169.00,167.02
167.15,167.20,167.62,165.71
167.73,166.96,168.64,166.90
169.00,169.42,169.48,167.20
169.50,171.70,171.92,169.27
171.91,171.22,171.91,169.64
170.99,171.74,171.95,170.06
171.79,172.34,172.88,171.13
171.67,171.80,172.13,170.48
172.02,171.57,172.46,170.46
171.14,171.56,172.70,170.77
171.26,171.32,171.62,170.62
171.29,172.00,172.81,171.19
172.00,171.68,172.00,170.28
171.09,172.50,172.62,170.42
175.53,174.46,176.61,173.87
175.34,175.53,176.45,175.09
175.45,174.86,175.89,174.40
175.25,175.08,175.49,174.52
178.54,178.18,179.79,177.50
178.79,177.70,178.97,175.72
181.12,180.39,182.42,179.77
180.70,180.04,180.70,179.49
180.25,180.18,180.75,179.34
180.25,182.03,182.18,180.20
182.95,181.53,183.51,181.26
179.79,178.77,180.00,176.53
179.40,176.46,179.60,176.36
177.89,176.88,178.61,176.54
176.38,175.79,178.50,175.34
176.82,176.27,178.97,174.76
176.71,174.26,178.10,174.26
169.79,167.78,170.00,163.57
170.95,174.38,174.38,170.00
174.20,174.22,175.71,172.36
175.24,176.87,177.08,174.33
177.71,176.94,178.34,176.08
177.04,176.42,177.92,176.31
176.58,175.90,177.16,175.38
174.96,175.52,175.94,174.55
174.62,175.00,176.49,174.11
175.70,173.66,176.28,173.51
173.78,172.45,174.64,170.33
171.82,169.80,171.93,169.35
172.42,169.79,173.32,169.58
171.97,171.04,172.34,170.05
173.18,175.04,175.36,172.46
174.51,172.66,175.23,172.35
174.06,172.57,175.00,172.49
173.93,171.50,174.73,170.10
170.00,172.75,172.96,169.01
173.29,173.85,174.46,172.08
172.86,176.76,176.90,172.86
178.31,179.13,179.47,177.20
178.94,178.69,180.43,177.49
179.53,181.40,181.49,178.31
177.56,176.01,180.74,175.55
175.94,176.66,177.94,175.17
175.54,173.88,175.59,173.61
175.43,171.45,175.62,171.15
172.14,172.89,173.24,170.05
171.57,169.11,173.64,168.88
169.30,171.25,171.30,168.03
173.02,172.97,173.99,170.75
172.14,172.08,173.21,171.17
172.72,173.37,174.17,172.60
174.09,173.25,174.98,172.33
172.29,171.64,173.20,170.96
172.95,173.30,173.74,170.78
173.39,173.92,174.99,172.95
174.71,176.30,176.81,174.19
175.86,176.47,177.48,175.60
176.60,179.54,179.67,176.51
179.39,179.78,180.05,178.84
179.97,178.65,180.00,178.62
178.05,178.50,178.87,176.93
178.50,178.30,178.81,177.39
177.92,177.80,178.59,177.44
178.01,175.64,178.06,175.30
175.49,174.60,175.97,173.42
177.06,176.98,178.05,176.25
176.98,176.80,178.15,176.06
176.50,176.15,176.52,174.82
175.56,174.62,175.78,174.41
175.34,174.82,175.34,173.52
174.03,173.19,175.21,173.00
172.85,172.91,174.18,172.64
171.22,170.00,172.06,170.00
170.00,171.56,172.33,170.00
171.97,173.58,173.63,171.97
173.59,173.32,174.81,172.33
174.21,177.32,177.46,174.21
176.89,175.71,178.60,175.71
172.00,173.30,174.14,170.51
173.59,173.85,175.13,172.50
174.10,172.04,174.34,171.88
172.17,170.64,172.28,170.64
170.29,169.16,170.50,169.16
169.74,165.43,169.80,165.35
164.28,165.49,166.63,163.60
165.05,164.59,165.62,164.51
165.05,166.75,167.38,164.98
166.00,165.45,166.47,165.00
165.02,166.24,166.50,164.28
166.71,166.22,166.81,165.70
165.37,166.67,167.26,165.00
172.75,171.16,173.84,170.71
171.08,171.84,171.89,169.31
171.46,172.92,173.45,171.09
173.31,174.37,174.50,172.52
173.64,173.13,175.30,173.01
172.01,171.50,173.13,171.10
171.58,169.52,172.36,169.32
169.57,169.24,170.26,168.68
168.23,168.00,168.58,167.33
168.29,169.06,170.00,168.29
169.43,169.91,170.45,169.08
169.79,170.01,170.78,168.68
169.05,170.10,170.93,169.05
169.73,169.95,170.25,169.01
170.36,169.03,170.61,168.86
169.27,171.24,171.96,168.51
169.84,169.57,170.94,168.72
168.39,169.57,169.95,168.36
170.00,171.73,171.93,169.93
171.61,172.33,173.48,171.51
171.50,169.81,172.33,169.51
170.69,169.56,170.77,168.46
169.87,171.74,172.61,169.58
172.99,173.35,174.09,172.78
174.01,174.20,174.98,172.76
173.16,173.42,173.70,172.44
172.99,171.93,173.50,171.67
172.84,173.45,174.00,172.11
174.21,175.14,175.29,173.50
175.14,177.18,177.43,175.01
177.51,177.98,178.70,177.00
177.71,177.52,178.79,177.15
176.91,176.55,177.25,175.48
176.48,175.18,176.72,174.68
175.00,174.11,175.04,173.78
174.63,176.66,176.89,173.92
176.11,175.10,176.15,174.55
174.52,173.22,174.88,173.00
173.87,175.37,175.98,172.92
174.54,175.72,176.65,173.10
176.50,179.92,180.29,175.72
178.90,179.63,179.99,178.77
179.52,182.24,183.03,178.60
181.92,179.89,182.00,179.64
179.95,180.37,181.60,179.00
180.34,182.32,183.90,179.69
184.29,184.98,185.19,182.84
184.05,183.63,184.82,182.76
182.53,182.66,183.27,181.45
182.02,182.13,183.50,179.84
178.03,176.73,178.88,174.51
176.56,178.39,180.19,176.56
177.36,175.94,178.34,175.94
176.76,176.28,177.65,176.00
176.70,175.27,176.83,174.66
175.00,173.42,175.78,172.42
173.63,172.80,174.02,172.59
173.67,173.66,174.11,173.17
171.62,171.02,173.12,170.69
172.32,170.40,172.84,169.96
172.11,169.81,172.46,169.64
170.20,171.13,171.35,169.95
170.00,168.75,171.22,167.89
169.37,170.34,170.73,167.76
168.32,166.99,169.98,166.67
168.78,167.71,169.80,167.44
170.00,168.46,170.45,167.88
169.69,170.97,171.24,169.16
171.00,171.24,171.89,170.09
171.24,169.13,171.98,169.03
170.26,169.49,170.51,169.44
169.49,170.23,170.81,169.32
170.60,170.21,170.60,169.50
170.40,170.56,171.97,169.95
170.71,168.50,171.00,167.59
168.85,166.86,168.89,166.57
166.96,164.11,167.57,163.26
162.75,164.74,165.12,162.38
166.44,169.43,169.65,166.19
169.30,171.89,172.60,169.14
170.51,171.27,171.73,170.16
169.01,171.42,172.46,167.41
171.46,170.81,171.96,169.56
170.97,170.09,171.87,169.85
170.78,171.29,173.00,170.78
172.14,169.60,172.19,169.49
169.11,166.99,169.37,166.03
168.38,169.40,169.99,168.26
168.23,168.43,171.08,167.70
167.80,165.31,167.80,164.19
165.63,163.60,166.08,163.56
164.37,164.81,165.40,163.50
164.19,164.97,165.20,162.63
165.00,165.66,167.31,164.76
164.87,164.95,165.46,163.38
163.69,160.45,164.00,160.13
159.00,156.03,160.20,155.83
146.51,148.37,151.83,130.13
152.76,145.06,153.05,145.00
148.00,148.43,149.35,144.75
150.81,153.04,153.54,149.76
152.71,152.50,153.75,151.75
151.95,150.61,152.00,150.20
147.98,148.03,150.99,147.51
150.00,150.82,150.88,148.08
152.01,151.21,153.28,150.66
149.49,148.61,149.90,147.32
151.01,153.29,153.53,150.46
154.68,151.56,155.00,151.27
151.16,149.57,151.82,149.24
149.00,151.08,151.33,147.58
150.74,150.23,150.93,149.21
150.95,154.00,155.63,150.63
151.41,149.63,152.18,146.66
149.29,149.49,151.87,148.35
147.80,145.30,148.23,144.88
145.79,146.01,146.81,144.60
144.18,143.97,144.52,142.45
144.17,143.65,144.82,143.02
142.23,142.44,142.87,141.10
143.52,144.45,145.77,142.86
143.00,140.74,143.64,140.58
140.74,141.93,142.21,140.01
143.53,143.98,144.60,142.92
143.88,144.71,145.42,143.63
142.35,145.52,145.58,141.72
146.06,149.92,150.42,146.06
151.05,151.51,151.91,149.77
152.07,152.97,154.60,151.69
152.61,155.55,155.99,152.34
155.73,155.33,157.20,155.23
155.16,154.42,155.34,153.60
153.55,151.48,153.62,151.36
151.36,150.73,152.11,149.91
151.74,152.11,152.37,149.75
153.02,152.48,154.02,151.19
151.60,152.38,152.81,151.50
152.02,154.00,154.11,151.50
154.64,155.98,157.55,154.56
156.46,159.72,160.00,156.04
161.00,159.52,161.70,158.54
160.07,157.87,160.41,157.71
155.50,155.97,157.90,154.73
156.67,155.27,157.12,153.87
155.00,156.39,156.79,154.75
156.43,156.05,156.56,154.54
156.29,158.95,159.15,156.29
158.34,159.12,159.93,158.20
159.91,159.00,160.00,158.58
159.72,160.27,160.91,158.68
159.09,162.38,162.50,159.09
161.50,160.55,162.30,159.33
160.70,161.50,162.46,159.73
160.01,161.03,162.21,159.00
160.23,158.79,160.60,158.50
158.19,158.11,160.00,157.39
157.99,161.27,161.67,157.99
157.99,161.41,163.21,157.99
160.60,162.81,163.11,160.60
163.00,163.35,164.32,162.18
164.08,164.14,164.94,163.44
164.14,163.44,164.76,162.90
162.03,163.19,163.82,161.66
163.19,162.40,163.49,161.77
163.40,164.09,164.28,162.68
163.60,158.54,164.48,158.43
159.41,160.45,160.67,157.54
159.47,157.87,160.04,157.55
158.00,153.63,158.37,153.29
154.57,155.47,155.73,153.33
153.86,152.57,154.34,151.50
151.58,148.39,152.11,147.97
147.46,147.05,149.87,146.42
146.80,148.49,149.70,146.78
146.39,144.26,147.48,144.18
143.00,143.69,143.79,140.89
144.19,144.69,147.49,144.06
145.89,148.83,149.63,145.75
156.85,151.84,157.51,151.53
150.34,147.15,150.59,146.71
147.55,145.75,148.54,144.73
146.45,148.41,148.79,146.02
148.83,150.72,151.24,148.55
150.22,149.65,150.90,148.71
149.00,148.41,149.59,147.02
149.30,149.24,149.74,148.15
148.85,149.18,150.14,148.01
148.27,148.99,150.35,148.11
146.41,143.43,147.00,142.80
143.56,144.65,144.73,142.39
142.57,140.77,143.20,140.28
138.00,134.59,138.75,134.29
135.60,134.71,137.23,134.40
134.86,132.97,135.05,131.23
133.94,134.71,135.26,132.53
135.31,130.29,136.33,129.61
130.74,131.70,132.84,128.40
128.06,126.92,128.93,124.84
129.21,127.20,129.75,125.28
124.50,123.18,125.47,119.71
123.26,123.57,125.09,122.00
126.20,127.56,128.09,125.66
127.00,126.04,128.05,125.71
126.37,127.28,127.75,125.80
130.15,128.25,131.70,127.71
128.73,128.22,129.80,127.45
128.80,132.88,133.04,128.80
131.61,132.31,132.77,130.01
131.57,130.15,132.25,129.92
130.89,130.98,131.54,127.43
130.69,134.21,136.09,130.69
133.25,131.91,134.54,131.63
130.28,130.33,130.99,128.05
129.25,129.77,131.16,128.06
130.65,127.64,131.77,127.36
125.54,124.42,126.99,122.78
125.55,128.60,128.72,125.39
130.44,132.11,132.74,129.13
133.56,133.09,134.67,132.53
132.86,131.33,133.60,129.97
130.30,129.76,130.73,128.07
129.76,135.39,136.47,129.76
134.42,133.81,134.86,132.39
132.52,133.49,134.03,131.43
134.41,135.98,136.06,133.14
136.66,137.38,139.42,136.60
137.28,136.88,139.53,136.67
138.16,141.38,141.91,137.30
140.91,142.27,143.06,140.85
141.79,143.86,144.19,141.55
143.49,143.91,146.28,143.49
143.25,145.08,145.33,142.26
144.00,142.53,144.83,142.39
141.90,141.98,142.53,139.89
142.04,141.61,143.25,139.58
143.35,144.42,144.58,142.58
144.10,143.84,144.99,143.25
142.99,143.07,143.32,141.70
142.50,144.27,144.75,141.19
155.23,161.34,161.70,154.08
160.65,163.71,163.88,160.36
163.57,164.54,164.84,162.90
163.55,163.42,163.90,162.32
163.42,162.63,163.73,162.37
161.30,162.65,162.80,160.54
162.57,162.19,162.89,160.39
162.03,162.99,163.09,160.67
163.00,161.57,163.47,161.47
161.55,162.72,162.94,160.65
162.31,163.67,163.99,161.10
163.88,163.80,165.51,163.18
162.16,161.94,163.01,161.65
162.00,162.77,163.14,160.73
161.17,161.28,162.55,160.80
162.09,163.42,165.49,161.92
163.46,163.05,165.10,163.03
163.56,165.11,165.78,163.04
165.72,167.22,167.45,165.70
167.15,165.70,167.55,165.64
165.70,165.90,166.42,164.82
165.33,167.13,167.38,164.81
167.80,168.27,169.30,166.65
168.38,167.40,168.95,167.35
166.72,165.57,167.61,165.16
166.28,166.32,166.93,165.06
165.66,165.56,167.23,164.03
165.82,167.11,167.60,165.41
167.07,167.56,168.20,166.22
166.89,165.66,168.16,165.46
164.85,165.11,165.59,163.74
165.60,167.59,168.18,165.50
165.76,164.79,166.22,163.17
165.61,165.25,167.10,164.53
165.42,160.37,166.00,160.07
160.45,161.03,161.54,157.69
161.40,162.29,162.90,161.14
162.42,163.25,163.94,161.90
163.00,161.29,163.95,160.86
162.40,159.37,162.46,158.22
158.58,157.76,159.39,156.92
157.56,158.59,159.21,156.91
158.57,158.69,160.68,157.85
158.00,159.49,160.63,158.00
158.46,159.11,160.22,157.84
160.34,161.63,162.46,159.53
161.65,162.04,162.78,161.10
162.97,164.38,164.98,161.99
165.00,164.22,165.97,164.03
164.21,163.40,164.48,162.82
163.64,164.47,164.54,163.18
165.43,164.97,167.00,164.48
163.90,164.70,164.81,162.37
164.64,164.80,165.10,163.70
162.36,163.82,164.06,161.00
163.18,163.27,163.98,161.66
164.58,164.83,165.32,163.81
164.75,164.75,165.90,164.49
163.64,164.11,164.43,162.88
162.76,160.87,163.29,160.32
160.32,160.43,161.97,160.30
160.20,159.75,161.45,158.47
160.03,159.66,161.33,159.51
158.95,161.87,162.29,157.51
161.91,162.25,162.74,161.27
164.28,164.47,166.50,163.24
164.55,163.95,164.78,163.21
162.07,156.51,162.47,156.40
157.50,157.89,158.66,156.75
151.95,150.57,154.07,149.50
149.10,146.13,149.41,145.00
148.52,148.10,149.24,146.19
149.73,150.26,150.57,148.85
150.26,151.78,151.80,149.01
154.47,153.84,155.94,153.07
152.47,152.17,153.06,150.35
151.59,151.45,152.10,150.00
151.94,152.60,153.49,151.32
154.00,156.22,156.88,153.95
157.11,157.11,158.62,156.42
157.80,159.95,160.15,157.41
160.13,160.42,161.25,159.36
161.79,161.50,163.64,161.44
162.17,160.59,162.23,160.40
160.76,160.76,161.17,159.63
159.95,159.68,160.74,159.26
160.09,160.07,161.01,159.07
159.51,158.41,160.52,158.03
158.05,160.77,160.82,158.05
160.29,160.23,160.81,159.41
160.48,161.50,161.82,160.16
161.35,160.91,161.99,160.00
160.20,161.45,161.77,159.41
160.62,161.90,162.21,159.35
162.00,161.66,162.88,161.07
161.00,159.18,161.83,158.62
159.40,160.61,160.80,159.35
160.74,159.82,160.84,158.85
160.62,162.91,162.96,160.22
163.34,163.70,165.44,163.12
163.51,164.33,165.33,163.15
163.88,164.65,164.85,163.76
164.94,165.79,166.17,164.41
165.12,165.50,166.00,164.65
165.70,166.40,167.00,165.70
165.90,166.73,167.13,165.59
166.99,166.45,167.18,165.83
166.61,167.19,167.66,166.20
166.79,168.63,169.44,166.64
168.99,167.89,169.57,167.23
169.00,168.59,169.44,168.22
168.54,168.23,169.27,167.77
167.26,165.53,167.57,165.15
166.05,164.95,167.08,164.37
165.43,165.17,165.89,164.64
165.52,164.93,165.93,164.38
164.47,164.93,165.05,163.49
165.50,165.64,166.25,163.85
166.22,165.49,167.08,165.47
167.10,164.83,167.10,163.73
164.48,165.20,165.42,163.95
163.91,165.40,165.86,163.84
164.10,160.85,165.19,160.82
160.20,163.26,164.07,160.06
161.63,160.35,161.98,159.29
160.06,159.45,160.66,159.05
159.00,160.07,160.71,158.52
159.33,158.89,160.07,158.20
160.07,161.26,162.23,159.55
161.75,162.65,164.13,161.65
170.61,173.86,174.32,170.61
174.39,173.66,175.38,172.80
172.69,174.39,175.09,172.63
174.00,175.34,176.16,173.11
174.98,177.30,177.36,174.47
176.87,175.45,177.25,174.52
175.45,175.12,175.97,173.93
175.53,174.68,176.10,174.37
173.86,174.30,174.71,173.28
174.72,173.60,175.12,172.86
174.89,174.26,175.26,173.84
174.33,173.09,174.33,172.41
172.62,173.01,173.24,171.72
173.34,174.21,174.59,173.14
173.80,174.08,174.09,173.05
174.12,173.54,174.49,173.07
172.12,170.95,172.20,169.66
172.29,170.98,172.89,170.87
170.94,170.84,171.37,170.22
172.09,170.74,172.49,170.51
171.02,170.46,171.18,169.58
170.41,169.70,170.62,169.48
168.19,170.20,170.25,168.00
171.31,172.08,172.49,170.30
171.34,171.93,172.45,171.26
170.96,173.59,174.24,170.51
174.69,174.40,175.22,172.74
174.57,174.25,176.35,173.40
175.14,174.32,176.12,174.24
174.25,171.53,174.33,170.16
172.00,172.38,173.47,171.60
172.71,173.65,173.71,172.11
173.40,174.80,175.73,172.86
176.85,180.02,180.69,176.85
179.28,181.31,182.78,178.84
178.55,181.17,182.40,176.44
182.00,183.57,185.00,181.23
183.00,183.69,184.89,182.11
184.50,186.16,186.53,183.46
185.77,185.39,185.83,182.98
184.89,183.82,186.00,182.75
184.13,185.08,185.34,183.46
184.71,187.29,187.33,183.98
187.33,188.15,188.25,186.74
188.50,188.08,188.50,187.55
188.75,190.12,190.29,188.05
190.62,191.53,191.84,190.60
190.58,190.03,191.15,189.49
190.00,190.32,191.35,190.00
191.50,191.67,192.58,190.78
192.00,192.19,193.88,192.00
192.10,192.80,193.65,192.10
193.70,194.50,194.95,193.00
