ABAC,Aoxin Tianli Group,NASDAQ
2.60,2.52,2.60,2.40
2.40,2.20,2.40,2.20
2.36,2.32,2.47,2.20
2.48,2.40,2.48,2.20
2.28,2.30,2.30,2.20
2.24,2.28,2.42,2.16
2.44,2.72,2.80,2.44
2.84,2.52,2.84,2.28
2.33,2.26,2.55,2.16
2.40,2.22,2.47,2.17
2.00,2.24,2.92,2.00
2.24,2.32,2.36,2.16
2.16,2.21,2.28,2.16
2.21,2.24,2.32,2.21
2.31,2.35,2.36,2.28
2.32,2.35,2.36,2.32
2.36,2.32,2.36,2.12
2.20,2.32,2.36,2.20
2.24,2.40,2.44,2.24
2.29,2.30,2.40,2.29
2.40,2.40,2.40,2.36
2.44,2.44,2.51,2.40
2.51,2.40,2.51,2.32
2.32,2.40,2.40,2.32
2.44,2.44,2.44,2.36
2.36,2.36,2.44,2.36
2.43,2.43,2.43,2.43
2.44,2.56,2.80,2.44
2.60,2.52,2.60,2.48
2.48,2.56,2.60,2.48
2.44,2.36,2.56,2.20
2.48,2.26,2.48,2.26
2.33,2.28,2.35,2.28
2.36,2.36,2.36,2.36
2.32,2.43,2.43,2.28
2.46,2.47,2.47,2.40
2.40,2.68,2.68,2.36
2.36,2.36,2.56,2.36
2.60,2.76,2.76,2.56
2.76,2.88,2.92,2.72
2.92,3.40,3.60,2.48
3.40,3.28,3.40,3.12
4.40,3.65,5.12,3.56
3.60,3.80,4.56,3.40
4.00,3.96,4.20,3.84
4.08,3.93,4.16,3.92
3.80,3.25,3.96,3.23
3.28,3.32,3.60,3.04
3.20,3.31,3.31,2.61
3.12,3.29,3.30,2.90
3.12,3.17,3.45,3.08
3.20,3.60,3.60,3.12
3.60,3.16,3.60,3.12
3.28,3.20,3.28,3.20
3.32,3.28,3.43,3.04
3.44,3.05,3.44,3.05
3.13,3.39,3.39,3.12
3.44,3.24,3.44,3.12
3.22,3.20,3.24,3.04
3.39,3.24,3.39,3.24
3.36,3.28,3.36,3.27
3.19,3.24,3.35,3.19
3.16,3.16,3.20,3.16
3.16,3.08,3.16,3.04
3.16,3.19,3.28,3.00
3.16,3.20,3.32,3.12
3.20,3.10,3.26,3.08
3.28,3.31,3.32,3.12
3.28,3.24,3.72,3.24
3.88,3.92,4.08,3.66
4.04,4.00,4.08,3.80
4.12,4.08,4.12,3.82
4.24,5.20,5.76,4.24
5.04,5.40,5.40,4.84
5.00,5.00,5.20,4.96
5.00,5.08,5.60,5.00
5.16,6.56,7.52,5.12
6.40,6.92,7.34,6.20
6.76,6.88,7.20,6.68
6.88,6.44,6.88,6.08
6.44,7.04,7.72,6.40
6.92,6.88,7.80,6.64
7.12,6.76,7.35,6.68
6.80,6.88,7.12,6.68
7.04,6.96,7.48,6.76
7.16,6.88,7.16,6.72
6.80,6.68,7.08,6.60
6.76,6.16,6.76,6.04
6.28,6.24,6.64,6.20
6.40,6.16,6.60,6.04
6.24,6.20,6.40,6.16
6.00,5.96,6.28,5.84
5.96,5.64,5.96,5.20
5.52,5.88,6.20,5.52
6.00,6.28,6.56,6.00
6.40,6.40,6.68,6.40
6.48,7.20,7.36,6.44
7.28,6.80,7.36,6.80
6.84,7.24,7.28,6.84
7.36,7.16,7.36,6.92
7.32,7.88,7.96,6.84
7.80,7.60,7.80,7.08
8.20,7.80,8.20,7.53
8.04,8.60,8.72,7.84
8.60,8.05,8.60,7.92
7.80,6.68,7.96,5.88
6.72,6.92,7.38,6.68
7.20,7.36,7.60,7.00
7.20,7.16,7.48,7.16
7.36,6.92,7.36,6.88
6.92,7.10,7.16,6.92
7.03,7.32,7.36,7.00
7.32,7.16,7.42,7.12
7.16,7.32,7.32,7.16
7.20,7.52,7.77,7.20
7.52,8.00,8.40,7.52
8.08,8.80,8.80,7.98
8.92,8.76,9.20,8.56
9.04,9.20,9.56,9.04
9.20,9.76,9.88,9.20
9.68,9.00,9.68,8.80
9.04,8.64,9.40,8.28
8.72,8.91,9.00,8.44
8.72,9.08,9.08,8.60
8.76,8.92,9.36,8.72
8.92,8.92,9.08,8.64
8.92,9.24,9.24,8.90
9.00,9.08,9.16,9.00
9.20,8.76,9.27,8.64
8.76,9.04,9.04,8.76
8.96,9.16,9.36,8.88
9.08,8.84,9.28,8.60
8.84,8.96,9.12,8.64
9.08,8.72,9.08,8.72
9.03,8.52,9.12,8.12
8.40,8.68,8.88,7.48
8.64,8.54,8.96,8.36
8.76,8.72,8.80,8.20
8.38,8.60,8.76,8.36
8.44,8.24,8.60,8.08
8.12,8.60,8.72,8.08
8.44,8.56,8.56,8.40
8.28,8.32,8.56,8.20
8.12,8.24,8.52,8.12
8.08,8.24,8.36,8.08
8.12,8.24,8.48,8.04
8.04,8.20,8.56,8.04
8.12,8.28,8.36,8.08
8.12,8.04,8.28,7.72
7.92,7.92,8.20,7.80
7.92,8.00,8.00,7.92
7.88,8.12,8.28,7.88
8.20,7.84,8.20,7.80
7.80,7.92,8.00,7.76
7.76,7.80,7.96,7.76
7.86,7.72,7.86,7.68
7.72,7.84,7.84,7.68
7.68,7.72,7.80,7.56
7.58,7.44,7.60,7.44
7.44,6.72,7.48,6.68
6.68,7.00,7.28,6.68
7.30,7.08,7.30,6.92
7.12,7.20,7.24,7.08
7.68,7.54,7.68,7.48
7.12,6.96,7.60,6.84
7.08,6.92,7.36,6.80
6.80,6.84,6.92,6.64
6.84,6.76,6.84,6.72
6.92,6.80,6.92,6.64
6.82,7.08,7.12,6.80
6.88,7.24,7.24,6.88
7.28,7.44,7.52,7.28
7.52,7.34,7.52,7.34
7.04,7.32,7.48,7.04
7.24,7.44,7.48,7.24
7.52,7.80,7.80,7.37
8.00,7.92,8.20,7.68
9.00,8.28,9.40,7.32
8.20,8.24,8.56,7.84
8.44,8.20,8.52,8.12
7.86,7.68,8.36,7.56
7.56,7.36,7.72,7.28
7.56,8.36,9.20,7.56
7.00,6.92,7.26,6.36
7.20,7.32,7.46,7.20
7.40,7.47,7.84,7.08
7.44,7.12,7.44,6.93
7.28,7.16,7.28,6.80
6.95,7.08,7.24,6.92
6.92,7.08,7.28,6.88
6.96,7.28,7.28,6.96
7.20,7.15,7.28,7.00
7.40,7.40,8.40,7.20
7.48,7.32,7.60,7.12
7.20,7.44,7.48,7.16
7.52,7.32,7.52,7.32
7.32,7.60,7.68,7.32
7.48,7.36,7.92,7.36
7.40,7.25,7.44,7.20
7.36,7.28,7.40,7.28
7.20,7.24,7.28,7.20
7.44,7.28,7.68,7.28
7.52,7.52,8.00,7.28
7.56,7.64,7.76,7.28
7.64,7.88,8.00,7.48
7.80,8.12,8.60,7.80
8.12,7.80,8.12,7.60
7.80,8.04,8.16,7.80
8.60,8.40,8.60,7.84
8.40,9.08,9.40,8.40
9.00,8.72,9.00,8.64
8.84,8.78,8.88,8.44
8.80,8.76,8.99,8.52
8.96,8.04,8.96,8.04
8.00,7.92,8.24,7.72
8.00,8.28,8.36,8.00
8.00,8.20,8.20,7.92
7.99,7.96,8.20,7.88
8.00,8.36,8.40,8.00
8.44,8.36,8.44,8.20
7.88,8.04,8.20,7.88
8.00,8.24,8.40,8.00
8.40,8.48,8.56,8.24
8.60,8.48,8.72,8.08
8.84,8.52,8.84,8.24
8.44,8.40,8.60,8.40
8.36,8.21,8.55,8.20
8.48,8.44,8.48,8.20
8.44,8.12,8.44,8.00
8.24,8.48,8.56,8.08
8.40,8.48,8.64,8.20
8.40,8.76,8.76,8.16
8.56,8.80,8.84,8.52
9.00,8.96,9.00,8.60
9.00,9.00,9.52,8.80
8.88,8.72,9.08,8.48
8.78,8.80,8.80,8.52
8.88,8.84,8.88,8.44
8.64,8.88,8.88,8.40
8.80,8.76,8.80,8.40
8.44,8.52,8.67,8.16
8.52,8.60,8.60,8.40
8.60,8.56,8.68,8.44
8.52,8.48,8.68,8.48
8.68,8.72,8.76,8.52
8.68,8.64,8.72,8.48
8.76,8.60,8.76,8.52
8.48,8.56,8.72,8.36
8.48,8.72,8.72,8.48
8.76,8.76,8.92,8.56
8.80,8.84,9.40,8.80
8.68,8.76,9.12,8.64
8.80,9.00,9.00,8.64
8.72,9.04,9.04,8.72
9.00,8.60,9.00,8.00
8.56,8.44,8.60,8.08
8.32,8.40,8.40,8.08
8.28,8.20,8.36,8.12
8.12,8.28,8.28,8.12
8.16,8.40,8.48,8.12
8.40,8.48,8.80,8.28
8.56,8.24,8.56,8.24
8.40,8.20,8.40,8.20
8.12,8.20,8.32,8.12
8.16,8.16,8.32,8.16
8.32,8.32,8.40,8.32
8.52,8.48,8.52,8.40
8.76,8.52,8.76,8.40
8.48,8.60,8.80,8.48
8.92,8.24,9.08,8.20
8.20,8.60,8.60,8.20
8.64,8.48,8.68,8.28
8.40,8.16,8.40,8.12
8.16,8.04,8.24,7.80
8.00,8.00,8.00,7.84
8.04,8.00,8.04,7.40
7.98,8.00,8.00,7.52
7.08,7.92,8.44,7.08
7.96,8.04,8.04,7.80
8.00,7.96,8.00,7.84
8.08,7.96,8.08,7.92
7.92,7.96,8.00,7.84
7.72,7.32,8.00,7.16
7.32,8.00,8.00,7.32
8.00,8.00,8.00,7.64
7.72,8.24,8.48,7.72
8.12,8.00,8.12,8.00
7.92,7.40,7.96,7.24
7.24,8.00,8.00,7.24
8.00,8.00,8.00,7.76
8.00,7.72,8.00,7.64
8.00,7.80,8.00,7.80
7.47,7.64,7.92,7.47
7.84,7.92,7.92,7.64
8.08,8.00,8.08,7.72
8.00,7.80,8.00,7.64
8.00,8.00,8.20,7.72
7.88,7.80,8.04,7.80
7.92,7.52,7.92,7.48
7.68,7.68,7.92,7.40
7.60,7.56,7.72,7.40
7.40,7.20,7.50,7.16
7.20,6.80,7.26,6.28
6.80,6.28,6.80,5.92
6.08,5.92,6.32,5.48
5.92,5.48,5.92,4.96
5.20,5.12,5.48,4.60
5.00,5.48,5.48,4.92
5.48,5.92,5.96,5.24
5.76,6.60,6.76,5.76
6.68,7.03,7.80,6.60
7.24,7.32,7.36,6.84
7.60,7.60,7.60,7.16
7.80,7.72,7.80,7.40
7.80,7.84,7.84,7.28
7.60,7.80,7.88,7.28
7.64,7.80,7.80,7.40
7.60,7.65,7.80,7.44
7.56,7.76,7.76,7.52
7.68,7.80,7.80,7.52
7.68,8.12,8.20,7.40
8.20,8.00,8.36,7.96
8.12,8.00,8.36,7.64
7.88,7.96,8.08,7.52
8.00,8.20,8.20,8.00
8.16,8.32,8.32,7.88
8.28,8.36,8.40,8.28
8.28,8.20,8.28,8.08
8.20,8.40,8.40,8.00
8.36,8.40,8.40,7.88
8.37,8.20,8.44,8.04
8.32,8.28,8.32,8.00
8.24,8.24,8.40,7.44
8.24,8.40,8.40,7.52
8.40,8.44,8.44,7.84
8.40,8.56,8.60,8.24
9.00,8.80,9.20,8.00
8.84,8.68,8.96,8.20
8.80,8.96,8.96,8.64
8.96,9.08,9.20,8.84
9.12,9.00,9.16,8.88
9.08,9.40,9.40,8.93
9.40,9.56,9.60,9.20
9.60,9.44,9.60,9.40
9.56,9.60,9.60,9.44
9.60,9.56,9.60,9.20
9.52,9.36,9.52,9.12
9.28,8.92,9.44,8.76
9.08,9.12,9.20,8.80
9.00,8.76,9.00,8.36
9.00,8.96,9.00,8.60
8.96,9.00,9.20,8.72
8.80,8.72,9.00,8.40
9.00,9.08,9.40,8.92
9.12,9.00,9.16,8.72
8.88,9.12,9.32,8.88
9.20,9.16,9.20,9.04
9.08,9.08,9.16,8.96
9.12,9.08,9.12,8.88
9.08,9.04,9.08,8.72
9.04,8.80,9.12,8.72
8.96,8.32,9.00,8.20
8.20,8.00,8.28,7.52
8.04,8.04,8.08,8.04
8.12,8.08,8.32,8.04
8.08,8.28,8.28,8.08
8.36,8.12,8.36,8.12
8.20,8.19,8.20,8.12
8.20,8.16,8.24,8.12
8.12,8.08,8.28,8.08
8.08,8.07,8.08,8.07
7.96,8.00,8.04,7.84
7.84,8.00,8.00,7.80
7.80,7.12,7.80,7.12
7.42,7.52,7.52,7.42
7.44,7.48,8.00,7.44
7.96,7.20,7.96,7.20
7.60,7.40,7.60,7.40
7.40,7.52,7.52,7.28
7.80,7.36,7.80,7.36
7.68,7.50,7.76,7.40
7.44,7.24,7.44,7.24
6.56,6.80,6.94,6.48
6.72,6.80,6.80,6.56
6.80,7.64,7.64,6.64
7.52,6.92,7.64,6.84
6.88,7.24,7.28,6.88
7.20,7.16,7.20,6.96
7.12,6.80,7.12,6.80
6.88,6.94,6.94,6.88
6.64,6.70,6.80,6.64
6.52,6.16,6.52,6.08
6.04,5.48,6.15,5.44
5.40,5.50,6.16,5.40
5.82,5.76,6.08,5.60
5.80,5.80,5.80,5.80
5.80,6.00,6.00,5.80
5.80,6.04,6.04,5.56
5.60,5.96,5.96,5.60
6.00,5.96,6.00,5.60
6.00,6.08,6.60,5.64
5.72,5.92,5.96,5.72
5.72,6.08,6.08,5.32
6.12,6.40,6.40,6.08
6.12,5.72,6.12,5.56
5.28,5.80,6.40,5.28
6.28,6.40,6.40,6.02
6.40,6.68,6.68,6.16
6.62,6.72,6.72,6.48
7.00,6.56,7.00,6.16
6.68,7.09,7.36,6.68
6.92,6.72,6.92,6.72
6.72,6.68,6.88,6.68
6.68,6.44,6.68,6.44
6.36,6.36,6.36,6.36
6.40,6.36,6.40,6.36
6.48,6.92,6.92,6.48
6.80,6.44,7.28,6.44
7.20,7.20,7.24,6.64
6.40,6.44,6.61,6.20
6.28,6.28,6.28,6.28
N/A,N/A,N/A,N/A
6.20,6.20,6.24,6.20
6.00,6.50,6.50,6.00
6.00,5.96,6.04,5.80
5.92,5.88,6.38,5.88
5.84,5.80,6.16,5.76
6.08,5.85,6.23,5.85
5.88,6.16,6.16,5.72
5.84,5.84,6.12,5.84
N/A,N/A,N/A,N/A
6.12,6.04,6.12,6.00
5.72,6.16,6.48,5.72
N/A,N/A,N/A,N/A
5.88,6.24,6.24,5.84
5.84,6.12,6.12,5.84
N/A,N/A,N/A,N/A
5.92,6.08,6.08,5.88
6.24,6.28,6.84,6.12
6.28,6.12,7.06,5.84
6.16,5.91,6.16,5.84
6.04,6.08,6.08,6.04
6.20,5.96,6.24,5.96
6.00,6.04,6.04,6.00
5.96,6.32,6.36,5.96
6.36,6.40,6.44,6.24
6.00,6.00,6.29,6.00
6.00,6.04,6.24,6.00
6.24,6.60,6.84,5.92
6.80,7.32,7.76,5.96
6.60,7.08,7.20,6.60
7.16,6.80,7.16,6.04
6.40,6.96,7.00,6.40
6.60,6.60,6.88,6.36
6.74,6.63,6.74,6.63
N/A,N/A,N/A,N/A
6.68,6.60,6.80,6.60
6.60,6.80,6.84,6.48
6.52,6.69,6.69,6.52
6.84,6.96,6.96,6.81
7.07,7.04,7.07,6.88
6.68,7.00,7.00,6.68
6.92,6.64,6.92,6.40
6.76,6.88,6.88,6.76
6.80,6.93,6.96,6.80
7.12,6.80,7.12,6.76
6.90,6.80,7.00,6.80
6.80,6.72,6.80,6.72
6.68,6.60,6.68,6.60
6.72,6.48,6.72,6.32
6.49,6.48,6.68,6.48
6.48,6.26,6.48,6.20
6.52,6.52,6.56,6.52
6.28,6.48,6.48,6.16
6.55,6.44,6.55,6.24
6.44,6.48,6.48,6.44
6.48,6.74,7.00,6.48
6.60,6.56,6.60,6.28
6.52,6.68,6.68,6.19
6.68,6.76,6.84,6.55
6.68,6.71,6.72,6.64
6.64,6.72,6.72,6.64
6.38,6.80,7.00,6.32
6.76,6.73,6.76,6.73
6.48,6.32,6.67,6.32
6.68,6.40,6.68,6.32
6.52,6.44,6.64,6.36
6.40,6.48,6.48,6.40
6.52,6.00,6.52,5.92
6.04,6.68,7.00,5.84
6.86,6.40,6.96,6.39
6.21,6.44,6.76,6.21
N/A,N/A,N/A,N/A
6.60,5.99,6.60,5.64
5.80,5.96,6.28,5.80
5.96,6.00,6.16,5.96
6.12,5.96,6.12,5.92
6.04,6.00,6.08,5.72
5.52,5.60,5.96,5.48
5.65,5.68,5.92,5.64
5.48,5.76,5.88,5.48
5.60,5.60,5.60,5.56
5.63,5.96,6.40,5.63
6.08,5.92,6.72,5.92
5.92,5.92,6.04,5.92
5.76,5.56,6.05,5.48
5.80,5.60,5.80,5.56
5.60,5.56,5.68,5.48
5.48,5.56,5.56,5.40
5.48,5.44,5.48,5.36
5.40,5.56,5.64,5.32
5.16,5.20,5.65,5.16
5.08,4.60,5.16,4.12
4.56,4.24,5.20,4.12
4.09,4.20,4.20,4.09
4.28,4.32,4.76,4.24
4.48,4.32,5.40,4.20
4.60,4.32,4.60,4.16
4.19,4.12,4.28,3.98
4.22,4.20,4.68,4.04
4.44,4.44,4.44,4.44
4.16,4.41,4.41,4.16
4.40,4.40,4.48,4.40
4.28,4.60,4.72,4.28
4.76,4.76,4.76,4.52
4.60,4.80,4.92,4.58
4.76,4.92,4.92,4.65
4.88,4.80,4.88,4.80
4.72,4.76,4.76,4.72
4.64,4.56,4.80,4.56
4.48,4.40,4.48,4.28
4.60,4.40,4.60,4.40
4.36,4.24,4.36,4.12
4.32,4.36,4.36,4.32
4.36,4.40,4.40,3.96
4.24,4.40,4.40,4.16
4.08,4.00,4.08,3.40
3.92,3.96,4.04,3.92
4.00,3.92,4.00,3.77
3.96,3.80,3.96,3.68
4.00,3.84,4.00,3.72
3.96,3.95,4.00,3.64
3.64,3.52,3.66,3.48
3.52,3.64,3.64,3.48
3.48,3.38,3.48,3.09
3.20,3.16,3.30,3.08
3.00,2.95,3.00,2.68
2.46,2.60,2.48,2.46
2.96,2.80,2.96,2.62
2.84,2.96,2.96,2.80
3.07,3.12,3.12,2.70
3.12,3.00,3.12,2.87
2.84,3.14,3.14,2.84
3.20,2.98,3.20,2.84
3.16,3.20,3.28,3.16
3.00,3.12,3.36,3.00
3.40,3.15,3.40,3.00
3.12,3.12,3.12,3.12
N/A,N/A,N/A,N/A
3.20,2.91,3.24,2.84
3.40,3.20,3.40,3.20
2.90,2.80,2.93,2.72
2.84,2.72,2.84,2.72
2.88,2.76,2.95,2.70
2.92,2.75,2.92,2.75
2.84,2.72,2.84,2.60
2.72,2.72,2.74,2.64
2.64,2.60,2.68,2.60
2.60,2.60,2.60,2.31
2.64,2.44,2.64,2.40
2.44,2.24,2.44,2.04
2.60,2.20,2.60,2.20
2.20,2.04,2.20,2.04
2.22,2.16,2.22,1.92
2.12,2.00,2.12,2.00
1.92,2.00,2.16,1.92
N/A,N/A,N/A,N/A
2.20,2.00,2.20,2.00
2.00,2.12,2.20,2.00
2.00,2.16,2.16,1.96
2.04,2.04,2.16,1.96
2.05,1.92,2.05,1.92
2.00,2.12,2.12,1.92
2.12,2.08,2.12,2.04
2.08,2.24,2.71,2.08
2.51,2.64,2.68,2.51
2.52,2.64,2.64,2.51
2.42,2.64,2.64,2.42
2.64,2.48,2.64,2.44
2.48,2.41,2.48,2.20
2.40,2.52,2.56,2.40
2.52,2.44,2.52,2.32
2.48,2.48,2.56,2.48
2.44,2.41,2.48,2.41
2.48,2.56,2.60,2.40
2.60,2.48,2.72,2.48
2.52,2.48,2.52,2.48
2.60,2.59,2.60,2.59
2.56,2.68,2.68,2.56
2.40,2.56,2.67,2.40
2.56,2.64,2.68,2.56
2.66,2.68,2.68,2.60
2.68,2.40,2.68,2.40
2.32,2.64,2.64,2.32
2.56,2.48,2.56,2.44
2.48,2.44,2.48,2.44
2.28,2.56,2.60,2.28
2.48,2.54,2.54,2.48
2.55,2.48,2.55,2.48
2.60,2.44,2.60,2.44
2.56,2.60,2.67,2.56
2.60,2.55,2.60,2.40
2.68,2.72,2.72,2.60
2.68,2.78,2.80,2.68
2.76,2.65,2.76,2.52
2.52,2.66,2.68,2.50
2.68,2.64,3.36,2.61
2.72,3.16,3.32,2.72
3.16,3.56,3.64,3.16
3.60,4.74,4.84,3.52
4.84,4.56,4.84,3.40
4.52,4.28,4.52,3.85
4.24,4.72,4.80,4.24
4.80,4.80,4.80,4.24
3.96,4.48,4.72,3.43
4.24,4.20,4.57,3.82
3.84,4.24,4.56,3.84
3.96,3.92,4.24,3.80
3.88,4.00,4.12,3.88
3.80,3.77,4.00,3.72
3.82,3.84,3.92,3.82
3.84,3.96,4.00,3.68
3.96,3.88,3.96,3.54
3.64,3.68,3.72,3.52
4.52,3.78,4.52,3.72
3.80,3.67,3.80,3.67
3.26,3.68,3.80,3.26
3.68,3.60,3.68,3.21
3.68,3.51,3.68,3.44
3.40,3.44,3.48,3.12
3.60,3.04,3.60,3.04
3.00,3.48,3.49,3.00
3.60,3.59,3.60,3.56
3.68,3.68,3.96,3.68
3.72,3.72,3.76,3.72
3.56,3.56,3.56,3.56
3.00,3.40,3.40,3.00
3.20,3.16,3.40,2.76
3.16,3.08,3.16,2.90
2.88,2.60,2.91,2.60
2.64,2.86,2.86,2.64
2.68,2.60,2.68,2.44
2.40,2.71,2.71,2.40
2.57,2.68,2.71,2.57
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.62,2.48,2.62,2.48
2.64,2.64,2.68,2.44
2.64,2.64,2.64,2.64
2.64,2.24,2.64,2.20
2.24,2.36,2.36,2.00
2.39,2.56,2.87,2.39
3.16,2.56,3.16,2.40
2.95,3.08,3.08,2.95
3.16,2.84,3.16,2.71
2.88,2.58,2.92,2.41
2.40,2.51,2.60,2.40
2.60,2.64,2.64,2.60
2.64,2.55,2.67,2.46
2.48,2.48,2.48,2.48
2.52,2.44,2.52,2.40
2.58,2.60,2.60,2.58
2.60,2.40,2.60,2.40
2.48,2.44,2.49,2.44
2.47,2.40,2.47,2.40
2.40,2.40,2.41,2.40
2.40,2.32,2.59,2.28
2.40,2.48,2.52,2.40
2.46,2.46,2.50,2.46
2.54,2.54,2.54,2.54
2.50,2.60,2.60,2.50
2.52,2.40,2.56,2.40
2.56,2.52,2.61,2.51
2.65,2.54,2.65,2.54
2.72,2.72,2.72,2.72
2.68,2.48,2.68,2.45
2.60,2.58,2.60,2.48
2.64,2.56,2.64,2.36
2.64,2.47,2.64,2.47
2.64,2.80,2.98,2.20
2.80,2.61,2.80,2.22
2.22,2.60,2.66,2.22
2.56,2.72,2.72,2.56
3.11,2.80,3.11,2.64
2.83,2.84,2.84,2.83
2.84,2.80,2.84,2.80
2.80,2.76,2.80,2.76
2.70,2.70,2.70,2.70
2.76,2.76,2.76,2.76
2.74,2.70,2.80,2.70
2.76,2.76,2.76,2.76
N/A,N/A,N/A,N/A
2.20,2.60,2.66,2.20
2.80,2.60,2.80,2.60
2.52,2.44,2.52,2.44
2.40,2.32,2.40,2.32
2.20,2.56,2.73,2.01
2.28,2.48,2.50,2.28
2.45,2.44,2.48,2.36
2.36,2.46,2.48,2.36
2.40,2.48,2.48,2.40
2.48,2.52,2.64,2.48
2.52,2.51,2.60,2.36
N/A,N/A,N/A,N/A
2.40,2.68,2.77,2.40
2.77,2.76,2.80,2.76
2.80,2.96,3.00,2.80
2.96,2.84,2.96,2.56
2.75,2.72,2.77,2.72
2.44,2.62,2.80,2.40
2.60,2.88,2.88,2.44
2.59,2.72,2.86,2.48
2.86,2.72,2.86,2.48
2.68,2.92,3.10,2.68
2.98,2.84,3.00,2.68
2.79,2.80,2.88,2.49
2.64,2.77,2.77,2.64
2.80,2.75,2.80,2.75
2.70,2.52,2.80,2.44
2.52,2.40,2.56,2.40
2.36,2.48,2.48,2.36
2.42,2.43,2.56,2.39
2.48,2.40,2.48,2.40
2.44,2.48,2.48,2.36
2.52,2.72,2.76,2.49
2.76,2.88,3.04,2.76
2.68,2.84,2.88,2.52
2.84,2.70,2.88,2.52
2.67,2.64,2.68,2.58
2.64,2.68,2.72,2.64
2.56,2.60,2.76,2.56
2.72,2.72,2.72,2.68
2.61,2.80,2.80,2.61
2.80,2.56,2.80,2.36
2.56,2.85,3.20,2.48
3.02,2.92,3.02,2.72
3.36,3.00,3.36,2.60
3.08,3.19,3.28,2.84
3.20,3.00,3.26,2.84
2.68,3.12,3.12,2.68
2.72,3.00,3.20,2.72
3.18,3.19,3.19,3.08
2.96,3.08,3.18,2.72
3.15,3.16,3.24,3.00
3.16,3.16,3.20,3.04
3.20,3.12,3.20,3.00
3.16,2.92,3.16,2.92
2.84,3.12,3.16,2.84
2.96,3.17,3.19,2.96
3.12,3.16,3.40,2.92
3.13,3.16,3.40,3.12
3.28,3.12,3.39,3.12
3.22,3.32,3.32,3.22
3.16,3.40,3.40,3.16
3.40,3.40,3.40,3.40
3.30,3.21,3.30,3.21
3.28,3.27,3.28,3.24
3.40,3.24,3.40,2.98
3.24,3.20,3.40,3.16
3.14,3.09,3.28,3.00
3.04,3.20,3.20,3.01
3.20,3.20,3.20,3.20
3.25,3.20,3.25,3.10
3.10,2.98,3.10,2.58
3.20,3.20,3.20,3.00
3.21,3.20,3.21,3.16
3.08,3.10,3.28,3.08
3.20,3.20,3.20,3.20
3.20,3.18,3.20,3.16
2.96,2.96,3.20,2.96
2.96,2.90,3.00,2.84
2.90,2.88,2.90,2.76
2.76,2.92,3.00,2.64
2.88,2.64,2.88,2.56
2.75,2.64,2.75,2.44
2.76,2.60,2.76,2.36
2.36,2.40,2.68,2.36
2.35,2.84,2.88,2.25
2.56,2.76,2.78,2.56
2.73,2.74,2.76,2.60
2.64,2.80,2.84,2.64
2.80,2.68,3.00,2.64
2.73,3.52,3.52,2.73
3.52,3.40,3.89,3.04
3.40,3.14,3.68,3.00
3.64,3.12,3.72,3.00
3.12,3.09,3.36,2.88
2.88,3.16,3.16,2.88
2.93,3.16,3.16,2.93
3.20,3.24,3.56,3.16
3.24,3.00,3.24,2.81
3.10,3.23,3.40,3.00
3.34,3.20,3.34,3.11
3.20,3.04,3.20,3.04
3.19,3.08,3.19,2.92
3.08,3.12,3.12,2.92
2.96,2.92,3.07,2.76
2.80,2.65,3.00,2.24
2.69,2.64,2.69,2.52
2.52,2.49,2.63,2.44
2.44,2.44,2.44,2.40
2.22,2.03,2.76,1.62
2.09,1.86,2.09,1.51
1.86,1.80,1.86,1.71
1.80,2.24,2.49,1.75
2.24,2.15,2.31,2.11
2.18,2.18,2.23,2.12
2.18,2.25,2.39,2.18
2.24,2.23,2.39,2.20
2.25,2.29,2.33,2.21
2.32,2.24,2.32,2.20
2.27,2.09,2.28,2.07
2.13,2.10,2.13,2.02
2.15,2.09,2.20,2.05
2.05,2.07,2.15,1.96
2.01,1.99,2.01,1.93
2.03,1.94,2.17,1.88
1.96,2.01,2.07,1.86
2.14,2.13,2.14,2.01
2.10,2.13,2.13,2.04
2.09,2.11,2.15,2.02
2.04,2.09,2.10,2.04
2.06,2.02,2.06,2.01
2.02,2.08,2.08,2.01
2.02,2.16,2.19,2.02
2.06,2.08,2.16,2.01
2.13,2.10,2.17,2.10
2.10,2.08,2.10,2.08
2.00,2.07,2.07,2.00
2.09,2.22,2.34,1.92
2.27,2.26,2.35,2.25
2.30,2.29,2.30,2.27
2.30,2.27,2.30,2.27
2.24,2.35,2.41,2.18
2.35,2.80,2.84,2.31
2.83,2.72,2.84,2.56
2.67,2.76,2.80,2.58
2.78,2.68,2.78,2.59
2.75,2.72,2.75,2.71
2.73,2.62,2.73,2.62
2.72,2.65,2.72,2.65
2.70,2.74,2.74,2.66
2.69,2.70,2.78,2.69
2.70,2.75,2.97,2.69
2.71,2.75,2.75,2.71
2.68,2.79,2.82,2.68
2.70,2.86,2.90,2.70
2.85,2.86,2.94,2.85
2.85,2.86,2.90,2.85
2.88,2.83,2.88,2.70
2.71,2.88,2.97,2.40
2.75,2.80,2.94,2.75
2.77,2.71,2.77,2.55
2.68,2.59,2.69,2.59
2.61,3.14,3.15,2.60
3.08,3.23,3.50,3.08
3.14,3.15,3.47,2.87
3.11,3.21,3.28,3.02
3.27,3.11,3.27,3.11
3.20,3.21,3.41,2.95
3.25,3.07,3.25,3.01
3.18,3.22,3.42,3.18
3.26,3.26,3.37,3.22
