GBL,Gamco Investors,NASDAQ
57.40,57.44,58.09,57.01
56.50,56.71,57.40,55.20
57.28,56.76,57.80,56.44
57.02,55.68,57.76,55.38
56.14,55.26,56.18,54.87
55.00,55.41,55.50,54.87
55.90,54.85,55.90,54.17
54.83,54.07,55.19,53.40
54.05,52.48,54.08,52.08
53.51,53.75,53.77,52.12
53.70,53.53,53.70,52.76
53.50,53.52,53.60,52.73
53.50,53.47,54.00,52.90
53.92,53.82,54.10,53.21
53.75,53.80,54.12,53.17
53.71,53.91,54.16,53.26
53.78,53.84,54.44,53.57
53.89,54.15,54.17,53.57
54.10,55.23,55.45,53.86
55.00,54.60,55.00,53.90
54.58,54.79,54.79,53.35
54.86,56.57,57.07,54.21
57.11,57.01,57.20,56.69
57.09,58.26,59.39,57.00
57.93,57.95,58.48,57.66
57.85,57.85,58.49,57.56
57.81,57.73,58.39,57.65
57.87,56.41,58.65,56.33
57.32,57.50,57.70,56.96
57.33,58.40,58.43,57.33
58.46,57.86,58.46,57.31
57.82,58.60,59.00,57.48
58.84,58.67,58.89,58.43
58.93,58.87,58.94,58.22
58.77,59.48,59.48,58.71
58.92,59.22,59.47,58.73
59.10,59.02,59.27,58.83
59.25,58.30,59.41,57.87
59.02,58.33,59.02,58.19
57.97,58.35,59.35,57.75
58.44,58.80,59.98,58.42
59.30,59.73,59.95,59.29
59.25,58.85,59.99,58.85
59.25,59.53,59.85,58.77
59.34,58.56,59.34,58.22
58.84,58.84,59.30,58.45
60.35,56.78,60.35,56.67
58.80,58.42,59.00,57.40
59.65,59.22,59.65,58.80
59.00,57.48,59.55,56.92
57.86,63.33,63.59,57.86
63.50,66.96,67.19,62.74
66.75,65.59,67.00,65.33
66.20,68.74,70.00,66.13
68.84,69.69,70.04,68.74
70.55,71.76,71.92,70.36
72.18,71.24,72.56,70.93
71.44,71.91,73.01,71.09
72.30,71.72,72.43,71.35
72.89,72.96,73.50,71.12
73.40,75.00,75.43,72.76
73.50,74.06,74.07,72.40
74.28,73.44,74.39,72.93
73.89,73.95,74.62,73.65
74.09,76.31,77.04,74.09
76.19,76.32,77.02,75.55
76.44,74.49,76.72,74.14
74.48,74.47,75.77,73.96
73.72,74.77,75.00,73.72
74.47,75.93,76.79,73.93
75.56,69.50,75.96,67.00
67.96,69.54,70.27,67.85
69.18,67.97,69.35,67.07
67.70,69.27,69.46,67.02
68.70,69.32,69.67,68.12
68.85,69.06,69.97,68.25
69.50,70.30,71.47,69.26
70.21,72.63,73.62,70.21
72.46,74.66,74.99,71.92
73.98,71.12,74.43,69.99
71.13,71.27,72.16,70.95
71.78,73.05,73.05,71.51
72.68,74.30,74.65,72.04
75.19,74.77,76.52,74.20
74.88,74.77,75.69,74.14
74.95,75.13,75.98,74.12
74.82,74.27,74.82,73.85
74.74,74.15,74.75,73.89
74.47,73.81,74.47,73.02
73.64,73.48,73.87,73.01
73.56,73.96,74.00,72.17
74.24,72.69,74.94,72.59
72.26,71.51,73.45,71.50
71.25,69.55,71.38,68.78
70.78,73.44,73.78,69.75
73.27,72.03,73.27,71.53
72.29,70.84,72.29,70.24
71.74,71.18,72.80,70.51
71.09,73.97,73.98,71.09
73.36,74.38,75.13,72.32
73.90,75.70,75.70,73.90
75.33,76.60,76.74,75.33
77.00,76.31,78.36,76.06
76.18,76.15,76.68,75.75
76.85,76.52,77.32,76.11
76.79,75.87,76.80,75.81
76.14,76.13,76.47,75.30
76.14,79.10,80.14,76.14
78.87,81.76,82.00,78.87
81.76,82.45,82.95,81.70
84.21,81.55,84.21,80.40
82.31,82.38,83.00,81.03
82.52,84.20,84.25,82.52
83.78,78.47,83.78,78.43
78.58,78.13,80.06,77.78
77.22,76.80,79.28,75.61
76.53,76.00,76.83,75.15
76.00,81.24,81.44,76.00
81.04,81.11,82.29,80.27
81.25,79.48,82.43,79.29
78.49,77.54,79.45,77.52
77.85,78.51,78.81,77.31
78.52,81.69,82.51,78.52
82.28,83.37,84.03,82.28
83.65,81.22,83.96,81.20
81.58,80.66,81.58,79.10
80.20,80.49,82.45,79.93
80.31,80.66,82.67,80.09
81.22,82.73,83.34,81.22
83.10,84.99,85.67,82.91
85.95,84.39,87.11,83.86
84.75,84.97,85.99,84.16
84.97,85.36,86.10,84.92
86.80,86.97,88.38,85.97
86.50,83.16,86.53,81.72
83.15,82.95,83.18,81.86
83.58,81.40,83.58,81.11
81.99,83.33,84.23,81.92
83.54,81.99,83.54,81.70
82.57,82.23,83.39,82.22
82.79,82.50,83.70,82.24
82.59,82.70,84.00,81.83
83.49,85.60,85.75,83.49
85.27,89.29,90.20,85.27
89.02,88.83,89.50,88.49
89.00,87.94,89.37,87.51
88.97,88.64,89.19,88.17
88.36,89.13,89.38,87.85
88.96,86.63,89.16,86.15
85.74,83.59,86.36,81.51
83.25,83.95,84.52,82.70
84.40,83.23,84.97,83.17
82.89,83.43,83.79,81.88
84.51,85.76,86.71,84.51
83.85,80.79,84.18,80.78
80.80,74.70,80.92,74.07
75.57,77.30,77.81,73.77
76.83,71.98,77.47,71.35
72.00,74.83,75.35,72.00
75.23,74.23,76.90,73.40
74.40,73.94,74.41,72.49
73.75,74.36,74.68,73.27
74.06,73.91,74.63,73.91
73.50,75.47,75.81,73.50
75.86,76.06,76.28,74.45
76.63,76.83,77.40,76.36
76.51,75.78,77.08,75.31
75.75,77.62,78.23,75.75
78.10,77.57,78.77,77.05
77.34,77.72,78.86,77.27
77.41,76.74,78.34,76.74
75.89,77.92,79.59,75.89
78.05,79.10,79.70,77.41
79.47,78.06,81.08,77.71
77.37,78.21,78.21,77.00
79.47,85.45,86.59,79.18
85.18,81.98,85.68,81.98
81.50,85.25,86.00,81.50
85.32,85.05,86.88,84.41
84.97,83.51,85.00,83.16
83.22,81.55,83.22,80.86
81.48,83.93,84.00,81.48
83.41,81.20,83.41,80.29
81.44,81.89,82.85,80.79
82.33,82.15,84.18,81.74
82.56,82.77,82.99,82.15
81.99,82.27,84.51,81.41
81.44,81.96,82.08,81.33
82.50,82.45,82.99,81.73
82.41,80.34,82.42,80.22
80.59,80.87,82.51,80.04
81.78,80.02,82.06,79.88
80.26,79.32,80.60,78.96
79.60,80.94,81.49,78.62
81.46,77.65,81.63,77.02
78.08,77.80,78.55,74.98
77.81,79.78,80.29,77.81
80.19,81.00,81.52,79.27
81.33,74.67,81.33,73.55
74.00,74.45,75.56,72.20
74.80,74.98,76.00,73.52
75.61,76.14,77.40,74.54
76.47,74.02,76.47,71.96
73.08,71.14,73.68,70.68
72.20,71.18,72.76,70.28
71.39,73.51,74.71,69.63
74.46,75.96,76.53,74.36
76.00,77.01,77.50,74.21
76.62,77.94,79.87,76.16
78.35,76.47,79.06,76.36
76.74,76.69,78.78,76.45
75.19,75.98,77.53,74.86
75.90,77.27,79.01,75.00
78.00,77.50,78.82,76.14
78.18,75.81,78.18,75.75
75.83,75.93,76.94,75.20
75.61,74.80,76.23,74.38
75.24,76.81,77.08,74.85
76.40,77.25,77.48,75.98
77.16,75.08,77.16,74.93
75.55,74.66,75.55,73.88
74.92,74.88,75.89,74.35
74.48,76.51,76.68,74.35
77.21,80.81,81.80,75.80
80.76,79.38,81.23,78.96
79.16,76.50,80.18,76.47
76.36,75.31,76.50,74.24
75.43,76.05,76.06,74.88
75.55,76.49,76.58,75.55
75.94,73.96,75.98,73.00
74.40,75.88,76.28,74.40
75.83,75.55,76.21,75.06
75.52,77.55,77.74,75.52
77.60,79.78,80.00,76.30
79.22,77.40,79.22,76.99
77.77,76.57,77.77,75.90
76.73,76.10,76.86,75.86
76.03,75.31,76.30,75.06
75.26,75.34,76.19,75.09
75.45,75.85,76.06,75.45
75.67,78.92,79.62,75.67
79.48,79.60,80.46,78.48
79.91,82.28,82.85,79.86
81.66,80.71,83.10,80.39
80.49,78.32,81.50,77.88
78.38,76.05,78.52,75.22
76.21,76.78,77.30,75.97
76.97,78.22,78.61,76.94
78.00,79.27,79.45,78.00
79.48,80.56,80.67,78.30
81.13,81.51,81.73,79.21
82.02,81.82,82.25,80.60
82.23,82.90,83.39,81.50
84.31,82.08,84.31,82.05
81.78,84.15,84.98,81.78
83.85,81.92,84.81,81.46
81.44,83.28,84.60,81.44
83.00,83.05,84.14,82.66
83.68,85.37,86.41,83.68
82.53,84.19,85.55,82.53
84.73,84.98,84.99,84.50
84.92,84.12,84.92,84.06
84.26,84.43,85.65,83.62
84.50,85.45,86.07,83.38
83.94,82.60,83.94,82.59
82.86,82.66,82.90,82.49
83.93,83.27,84.21,83.26
83.63,83.40,84.09,82.80
84.03,84.09,85.25,83.31
84.04,84.05,86.36,83.24
83.70,85.24,86.36,83.70
84.84,85.12,85.42,83.95
84.73,85.91,87.18,84.73
87.14,86.36,87.91,85.78
86.76,84.27,87.03,83.41
83.47,79.86,83.47,79.51
81.40,80.31,81.40,78.12
80.29,78.64,80.29,77.90
79.09,78.99,79.29,77.54
77.65,76.63,77.89,76.44
76.58,75.65,76.74,75.06
74.53,76.85,77.45,74.53
76.63,77.08,77.16,75.66
76.79,77.49,78.21,75.35
77.71,76.72,77.71,76.30
76.58,76.98,77.41,76.13
77.11,78.32,78.81,76.99
76.09,77.55,78.01,75.50
77.62,78.31,79.54,77.62
78.25,78.09,78.32,77.90
78.79,78.47,78.82,78.00
79.48,77.34,80.27,77.05
77.76,78.72,78.75,77.67
78.48,78.02,78.50,77.50
77.87,78.63,78.95,77.87
78.40,78.88,79.37,78.40
79.19,79.45,80.75,79.19
79.55,80.38,80.70,79.03
80.19,78.43,81.87,78.02
78.14,78.16,78.79,77.77
78.47,78.31,78.47,77.70
78.73,80.00,80.00,78.16
80.12,77.55,81.51,77.49
77.79,75.49,78.80,74.67
75.11,74.64,75.42,74.29
74.79,75.50,75.97,74.28
75.20,75.47,76.43,73.49
75.25,74.99,75.67,74.22
75.02,73.03,75.74,72.35
73.18,73.41,73.83,72.58
73.01,72.96,73.40,72.30
72.96,73.20,73.28,72.96
73.44,73.41,74.27,72.97
73.39,74.68,74.96,73.39
75.02,72.10,75.55,71.87
71.88,71.95,72.45,71.88
72.10,70.55,72.24,70.55
70.49,71.71,71.71,70.21
71.52,71.30,71.71,70.49
71.43,72.05,72.46,71.40
71.15,72.20,72.47,71.15
72.06,70.74,72.15,70.74
70.45,69.51,70.83,69.00
69.69,71.24,71.28,69.69
72.15,72.19,72.78,72.08
72.62,72.84,73.50,71.31
72.34,72.16,73.29,71.31
72.20,75.38,76.00,71.50
74.65,76.00,76.52,73.93
75.35,76.44,78.06,75.35
76.50,79.55,81.03,76.50
80.77,78.90,82.07,78.40
78.00,80.73,81.56,77.91
79.50,80.85,81.50,79.49
81.80,73.27,81.80,71.50
73.08,76.25,76.33,72.09
76.49,77.36,78.37,76.49
77.28,74.84,78.08,74.48
75.23,77.05,78.76,75.23
77.49,75.19,77.51,75.11
75.14,75.32,75.55,74.75
75.43,80.97,81.10,75.43
80.74,81.65,82.27,80.66
79.67,81.50,82.00,79.67
82.52,82.62,83.38,82.00
82.99,82.35,83.90,81.27
81.53,81.65,82.39,80.90
83.30,83.61,83.66,81.55
83.39,83.54,84.52,82.43
82.02,82.73,83.61,81.35
82.65,86.75,86.75,80.86
86.35,85.14,86.87,84.90
84.99,86.15,86.34,84.99
87.00,86.03,87.00,85.41
85.82,85.01,86.97,84.97
84.19,83.81,85.49,83.80
83.81,84.74,85.16,83.60
84.00,83.90,84.30,82.85
82.94,84.91,86.70,82.94
85.81,85.16,86.00,84.63
85.69,85.90,86.59,84.57
85.73,87.25,87.98,85.59
86.51,87.41,87.84,86.51
87.32,86.16,87.90,85.86
86.46,85.75,86.46,85.22
85.48,87.49,87.99,85.48
87.03,87.19,88.00,87.03
86.60,88.28,88.50,86.60
88.12,88.05,88.50,87.09
87.54,87.14,88.65,86.58
85.62,87.20,87.40,85.62
87.14,85.69,88.82,85.50
86.19,84.80,87.09,84.56
83.73,82.75,84.50,82.33
82.78,81.78,83.75,81.55
81.15,83.58,84.25,81.15
84.41,87.25,87.48,84.40
87.00,88.46,88.56,85.66
88.01,86.58,88.14,86.50
87.21,87.99,88.01,86.30
87.83,89.23,89.74,86.91
89.70,89.33,90.00,89.00
89.61,90.04,90.05,88.89
89.79,90.24,90.25,89.00
89.62,89.48,90.00,88.91
89.82,88.94,89.91,88.94
89.33,87.16,89.33,86.99
86.96,85.94,89.39,85.84
85.66,82.07,85.66,81.68
82.44,83.82,83.84,82.00
83.72,84.35,86.05,83.00
84.11,83.62,84.45,83.42
83.36,83.27,83.36,82.01
83.19,86.02,87.21,83.19
84.90,83.20,86.21,83.20
81.24,81.32,83.40,81.18
81.07,84.62,84.63,81.07
86.08,84.95,86.51,84.63
83.21,84.09,84.39,82.98
85.71,85.16,86.84,83.87
85.43,83.56,85.51,83.35
81.89,84.51,84.51,81.89
84.27,85.81,86.73,84.27
86.82,84.42,86.82,84.00
85.89,86.35,86.81,85.42
85.55,81.65,87.37,79.76
82.01,82.88,83.34,80.90
82.88,83.01,84.66,82.43
83.36,81.77,83.36,80.62
82.57,83.80,85.05,82.57
83.94,83.54,84.35,82.96
83.52,82.63,83.75,81.27
82.55,81.63,82.55,81.27
81.24,81.00,81.84,80.14
80.90,80.47,80.90,80.27
79.76,79.47,80.49,79.43
79.26,78.90,79.98,78.87
78.20,78.89,78.90,78.00
78.89,78.99,79.49,78.85
78.90,77.73,78.90,77.73
76.90,77.18,77.95,76.50
77.11,77.19,77.40,76.76
77.00,76.18,77.57,76.18
76.66,76.61,77.25,76.02
76.05,75.50,76.73,75.50
76.17,76.48,77.02,75.23
76.53,76.50,77.64,75.91
75.52,74.95,76.00,74.58
75.38,75.00,75.40,74.88
74.77,73.51,75.00,73.50
73.44,74.78,75.48,73.44
73.81,73.64,74.34,73.64
74.09,72.84,74.24,72.59
73.50,76.18,76.57,73.50
75.69,75.84,76.32,75.26
76.40,78.84,78.98,76.40
77.13,76.97,77.50,76.44
75.79,76.02,76.25,75.40
75.42,75.40,76.31,74.44
75.80,77.55,77.55,75.74
77.13,77.96,78.06,76.08
77.14,79.06,79.93,77.14
77.20,77.04,78.36,77.04
77.00,76.56,77.95,76.56
76.85,77.19,78.72,76.31
77.80,79.48,79.60,76.27
78.14,78.51,78.51,77.90
76.41,80.44,81.40,76.41
80.33,79.44,83.05,79.07
79.22,80.14,82.08,79.22
80.40,79.00,82.05,78.95
79.11,77.33,80.20,76.60
77.00,76.18,78.04,75.64
76.20,78.00,78.94,76.20
78.35,78.96,80.11,78.35
80.58,79.71,81.20,78.61
80.51,80.67,81.12,80.41
80.40,83.22,84.91,80.40
82.80,81.25,84.05,80.72
81.58,81.61,83.50,81.00
80.60,82.05,82.77,80.60
81.77,84.68,84.92,81.77
83.91,84.58,85.15,83.91
83.60,86.14,86.14,83.60
85.52,85.65,88.15,85.10
86.04,85.19,86.75,84.70
85.60,84.06,85.60,84.06
84.22,77.31,84.22,77.20
77.80,76.17,77.80,73.06
75.86,76.90,77.74,75.61
76.05,74.37,77.12,72.63
74.29,73.45,75.13,72.94
73.12,72.40,74.35,72.00
73.80,72.76,73.90,71.75
72.49,70.29,72.49,68.90
70.13,70.02,70.51,68.50
70.55,69.34,71.61,68.50
69.35,68.55,70.49,67.56
68.64,69.89,70.10,68.64
69.72,69.41,69.98,69.04
69.06,69.35,69.99,68.96
69.81,69.70,69.81,68.63
69.25,69.97,70.29,68.50
70.00,69.39,70.23,68.97
69.97,68.84,69.98,68.74
69.47,69.86,70.21,69.24
70.04,69.33,70.06,69.00
69.07,68.99,69.90,68.40
68.65,69.27,69.61,68.65
69.46,69.74,70.41,69.07
70.25,70.36,71.98,69.52
70.05,68.46,70.05,67.89
68.12,69.09,69.51,67.60
68.59,68.99,69.74,68.59
68.56,68.26,68.99,67.87
67.94,69.90,69.97,67.94
69.58,69.24,69.75,69.04
69.35,69.86,70.21,69.33
69.00,70.85,71.38,68.10
69.98,68.67,70.20,68.31
68.38,68.80,69.97,68.38
69.65,70.26,71.40,69.45
70.60,69.01,70.60,68.97
69.61,69.73,70.00,69.29
69.33,70.33,70.43,69.33
70.21,69.73,70.27,69.44
69.51,69.29,70.05,69.29
69.79,70.11,70.52,69.66
69.18,67.62,69.34,67.01
68.90,68.71,69.06,68.30
69.81,69.22,69.81,67.95
69.50,68.95,69.94,68.41
68.20,68.93,69.50,67.92
68.74,68.67,69.09,67.02
68.02,66.58,68.02,66.48
66.63,67.50,68.48,66.63
68.27,68.89,69.40,68.00
69.42,69.16,69.99,68.42
69.49,69.03,70.18,68.76
69.02,69.44,70.06,68.66
68.93,69.94,70.69,68.84
70.05,70.19,70.78,69.74
70.27,69.04,70.70,68.56
69.27,67.29,69.86,66.83
67.11,68.53,69.88,67.11
69.00,67.31,69.55,66.67
67.49,66.28,69.23,66.24
66.06,67.05,67.73,65.94
67.39,68.08,68.63,67.25
68.11,68.27,69.22,66.85
66.50,66.79,67.91,66.50
67.42,68.66,69.06,66.52
68.39,64.96,68.39,64.51
64.74,65.81,66.50,64.72
64.92,64.96,65.88,64.30
66.25,66.57,68.44,66.13
66.49,65.15,66.97,64.74
65.62,66.29,66.91,65.10
66.28,66.94,67.16,64.92
66.00,65.25,66.00,65.09
65.19,64.21,65.30,64.00
64.20,67.01,67.04,64.20
66.16,65.13,66.36,64.63
64.85,63.50,65.20,62.86
63.24,62.57,64.25,62.50
62.50,63.11,64.58,62.50
62.70,61.64,62.70,61.46
56.82,58.02,60.06,56.20
60.00,56.52,60.00,56.30
57.81,58.54,58.67,56.50
59.74,58.80,59.83,57.57
58.40,59.25,59.69,57.60
58.84,58.50,58.84,57.04
57.30,55.15,58.58,54.70
56.08,56.09,56.18,54.78
56.31,54.93,56.46,54.79
54.62,54.33,55.10,54.01
55.00,55.23,55.72,53.30
56.36,54.10,56.36,53.94
54.12,55.14,55.15,53.60
54.68,54.77,55.20,53.70
54.64,55.02,55.13,54.53
54.98,55.29,55.55,54.98
55.07,56.19,56.56,54.34
56.19,56.90,58.32,55.51
55.96,56.70,57.35,55.55
56.97,57.16,58.12,56.87
56.67,57.17,57.91,55.77
57.27,57.41,58.89,56.55
57.38,57.00,57.57,56.45
57.72,55.86,57.72,55.62
55.68,55.16,56.18,54.59
55.17,54.92,55.55,54.24
55.04,54.90,55.97,54.44
54.93,54.52,55.36,53.82
53.94,54.37,54.50,52.98
54.93,57.17,57.26,54.93
55.78,57.05,57.45,55.78
57.69,57.27,57.83,55.85
57.15,56.27,57.15,55.56
56.52,56.44,57.07,55.70
56.36,57.31,57.49,56.00
56.51,56.87,57.68,56.38
57.18,54.60,57.67,54.45
54.86,58.12,58.15,54.81
58.44,57.86,58.66,56.76
57.78,57.44,58.61,56.85
57.22,56.84,57.25,55.92
56.78,56.27,57.79,56.01
56.91,59.72,60.58,56.54
60.38,59.31,60.71,59.10
59.03,59.49,60.12,58.91
58.32,57.11,58.35,56.76
57.09,60.50,61.00,57.09
60.00,58.28,60.11,57.86
58.10,57.68,58.67,57.23
57.82,58.82,59.00,57.78
58.71,60.02,60.48,58.71
60.00,60.49,61.50,59.82
60.56,62.53,63.00,60.26
62.67,63.47,63.65,61.97
63.46,61.23,63.46,61.07
61.30,60.44,62.03,59.69
61.12,60.01,61.12,59.11
59.69,59.99,60.63,59.39
59.56,58.75,59.69,58.48
58.40,60.13,60.15,58.40
60.00,58.92,60.03,58.58
58.94,59.26,59.69,58.86
59.05,59.17,59.25,58.34
59.58,59.95,60.21,59.18
59.58,60.52,60.79,58.41
60.50,61.97,62.18,60.50
61.47,64.71,64.75,61.47
64.01,65.42,65.49,64.01
65.47,65.49,65.82,64.41
35.98,34.90,36.13,34.78
35.05,35.62,35.95,34.86
35.47,34.80,35.78,34.76
34.69,34.87,35.21,34.41
34.74,34.96,35.48,34.52
34.61,33.89,34.80,33.74
33.88,33.59,34.74,33.50
33.40,33.67,34.15,33.40
32.85,32.59,33.33,32.15
32.35,30.31,32.96,30.02
30.58,30.89,31.32,29.93
30.98,31.17,31.37,30.64
30.97,29.92,31.46,29.84
29.89,29.61,29.97,29.13
29.61,30.22,30.23,29.50
29.98,30.27,30.60,29.98
30.50,31.50,31.53,30.50
31.70,31.80,31.85,31.63
31.40,31.18,31.57,31.00
31.46,31.47,31.79,30.97
31.45,31.36,31.85,31.19
31.32,31.04,32.36,30.94
30.13,29.61,30.13,29.22
29.79,29.43,29.79,29.23
29.02,29.35,29.38,29.00
28.77,28.67,28.94,28.54
28.93,28.38,29.28,28.31
28.40,28.33,28.58,27.94
28.81,28.40,28.95,27.79
28.40,26.77,28.57,25.95
27.04,27.40,27.56,26.41
27.20,28.51,28.56,26.80
28.67,28.36,28.67,27.85
27.58,28.66,28.98,27.23
28.78,28.95,29.75,28.54
29.34,29.21,29.87,29.07
29.21,28.45,29.35,28.43
28.88,29.39,29.96,28.82
29.42,28.95,29.78,28.75
29.07,28.72,29.37,28.53
28.94,29.08,29.34,28.67
29.06,29.21,29.50,28.52
29.15,29.24,29.29,28.76
29.25,29.27,29.58,28.39
29.33,29.79,30.20,29.33
29.75,29.89,30.54,29.03
29.73,31.26,31.39,29.73
30.95,29.91,31.07,29.87
30.10,29.16,30.12,29.03
28.48,29.41,29.65,28.48
29.75,29.63,29.90,29.45
30.00,30.83,30.90,30.00
31.07,31.97,32.10,31.07
31.84,32.07,32.47,31.63
32.05,32.40,32.85,31.67
32.71,33.58,34.20,32.71
33.63,33.50,34.67,33.07
33.20,34.50,34.94,32.75
34.38,33.88,35.15,33.22
34.23,34.37,34.97,34.10
34.19,34.74,35.70,34.16
34.54,35.66,36.04,34.51
35.43,37.40,37.99,35.34
37.37,37.00,37.39,36.10
36.75,37.31,37.87,36.50
37.45,37.77,38.20,37.30
37.55,36.65,37.55,36.23
36.85,36.66,36.97,36.24
37.48,36.90,37.70,36.26
37.01,37.38,37.85,36.99
37.40,36.81,37.62,36.30
36.62,36.48,36.92,35.98
36.41,36.81,37.28,36.37
36.54,37.50,37.69,36.54
37.74,37.38,38.46,36.87
37.37,37.89,38.33,36.98
37.54,37.93,38.60,37.52
38.15,36.56,38.15,36.51
36.74,36.98,37.56,35.98
37.07,36.93,37.58,35.98
37.28,37.16,37.31,36.53
37.20,37.32,37.73,37.02
37.00,37.06,37.23,36.92
36.78,37.18,37.25,36.29
37.23,36.79,37.50,36.70
36.75,36.37,36.75,35.80
36.60,36.70,36.99,36.04
36.61,35.12,36.84,35.03
35.35,35.29,35.75,34.78
35.82,34.95,35.82,34.86
35.05,36.42,36.71,35.05
36.51,37.57,37.89,36.16
37.66,38.18,38.63,37.34
38.20,38.26,38.50,37.61
38.23,38.61,38.76,37.64
38.82,39.58,39.95,38.38
40.84,40.59,40.88,39.90
40.43,40.77,40.88,40.36
40.87,40.86,41.67,40.72
40.89,39.02,40.89,38.67
38.91,39.75,40.13,38.91
39.65,39.33,39.85,38.95
39.78,38.97,39.78,38.71
39.10,39.57,39.77,38.97
40.41,40.36,41.25,39.50
40.58,39.91,40.77,39.58
39.79,39.14,40.50,38.70
39.13,37.91,39.13,37.82
37.79,37.61,38.25,37.28
37.76,37.32,38.55,37.16
37.68,37.67,38.07,37.39
37.68,36.25,37.68,36.13
36.48,36.24,36.53,35.88
36.25,36.59,37.09,35.99
36.33,36.35,36.99,36.23
36.40,35.42,36.65,35.27
35.30,35.51,35.94,35.11
35.33,34.90,35.50,34.32
35.25,35.11,35.40,34.80
35.38,35.33,36.00,35.28
35.68,36.38,36.62,35.68
36.55,36.30,37.25,36.09
36.59,36.08,36.59,35.69
36.30,36.20,36.38,35.52
36.42,36.67,36.74,36.21
36.53,36.88,37.14,36.04
37.02,37.07,37.24,36.18
36.91,36.22,36.91,35.61
36.10,36.73,37.72,35.98
36.78,36.39,37.19,36.02
36.42,36.49,37.21,35.81
36.38,36.14,36.49,35.68
35.86,35.62,35.86,34.64
35.35,34.49,35.40,34.07
34.43,34.31,34.47,33.72
34.39,34.81,35.40,34.39
34.45,34.86,34.98,33.79
34.89,34.61,35.08,34.14
35.14,35.20,35.53,35.14
35.13,35.12,35.78,34.66
35.11,34.50,35.27,34.46
35.16,36.08,36.22,35.16
34.48,33.19,34.99,32.88
32.67,32.51,32.68,32.00
32.84,31.75,32.84,31.34
31.96,32.53,32.73,31.96
32.93,32.77,32.99,32.11
32.67,32.58,33.03,32.35
32.00,32.14,32.28,31.70
31.86,32.24,32.58,31.86
32.05,31.94,32.27,31.68
32.16,33.06,33.33,32.16
33.46,33.46,33.83,33.34
33.68,33.88,34.13,33.44
33.93,33.91,34.08,33.41
34.36,34.43,34.61,34.07
34.55,35.11,35.23,34.33
35.15,35.03,35.62,34.97
34.81,34.93,35.38,34.58
35.00,35.09,35.27,34.40
35.05,35.05,35.27,34.67
35.09,35.33,35.41,34.84
35.37,35.17,35.38,34.86
35.03,34.48,35.44,34.41
34.41,34.63,34.78,34.07
34.56,35.06,35.13,34.43
34.82,34.14,34.85,34.07
34.34,34.78,34.79,34.04
34.45,33.64,34.90,33.51
33.60,32.49,33.60,31.75
32.50,31.27,32.50,31.20
31.61,31.86,32.29,31.61
31.87,31.96,32.09,31.87
32.10,31.89,32.38,31.82
31.95,31.88,32.00,31.76
31.90,31.94,32.22,31.76
31.77,31.90,32.07,31.77
31.83,31.69,31.94,31.69
31.53,30.98,31.54,30.66
30.86,30.99,31.12,30.83
31.02,31.28,31.46,31.02
30.99,31.00,31.21,30.83
30.89,31.20,31.21,30.89
31.40,31.27,31.62,31.23
31.07,30.42,31.09,30.24
30.29,30.80,30.81,30.29
30.85,30.52,31.40,30.46
30.56,30.56,30.66,30.50
30.53,30.83,30.89,30.53
30.82,30.67,30.83,30.30
30.69,30.32,30.89,30.24
30.58,30.79,30.96,30.48
30.81,30.72,30.81,30.66
30.86,30.58,30.86,30.36
30.60,30.74,30.97,30.49
30.45,29.63,30.50,29.18
29.50,28.98,29.72,28.92
28.70,28.76,28.97,28.54
28.72,28.81,28.95,28.72
28.83,28.99,29.04,28.80
28.73,28.79,28.91,28.73
28.84,28.99,29.13,28.30
29.06,28.74,29.21,28.73
28.95,29.09,29.15,28.88
29.08,29.66,29.76,29.08
29.50,29.15,29.77,29.14
28.99,29.00,29.35,28.97
28.92,29.07,29.07,28.71
29.17,29.02,29.17,28.92
28.93,28.85,29.08,28.82
28.98,28.47,29.06,28.45
28.39,28.59,28.59,28.08
28.59,28.73,28.82,28.37
28.76,28.89,28.95,28.68
28.80,29.14,29.19,28.79
29.06,29.05,29.10,28.94
29.11,29.19,29.28,29.11
29.17,29.09,29.22,29.01
29.15,29.15,29.29,29.09
29.00,28.94,29.23,28.87
29.18,29.25,29.68,29.16
29.23,29.40,29.46,29.21
29.67,29.43,29.67,29.31
29.52,29.86,29.99,29.44
29.92,30.28,30.28,29.88
29.90,30.39,30.40,29.78
30.68,30.61,30.96,30.47
30.62,29.56,30.62,29.40
29.37,28.97,29.51,28.92
29.12,28.64,29.13,28.59
28.66,28.67,28.84,28.54
28.68,28.41,28.68,28.39
28.45,28.18,28.80,28.18
28.26,27.94,28.26,27.92
28.11,27.89,28.12,27.86
27.85,27.88,28.16,27.85
28.50,28.40,28.59,28.32
28.43,28.69,28.70,28.31
28.61,30.12,30.37,28.61
30.51,30.47,31.27,30.47
30.67,31.07,31.17,30.67
31.38,31.37,31.65,31.13
31.32,31.06,31.32,30.80
31.06,31.06,31.16,30.75
30.95,31.04,31.27,30.77
31.06,31.08,31.53,30.95
31.27,31.44,31.61,30.94
31.54,31.51,31.61,31.36
31.57,31.52,31.91,31.42
31.54,31.48,31.56,31.33
31.44,30.91,31.46,30.82
31.06,30.30,31.22,30.12
30.55,30.63,30.75,30.29
30.70,30.74,31.31,30.53
30.78,30.92,31.09,30.52
31.32,31.29,31.52,31.12
31.59,31.61,31.74,31.15
