VCLT,Vanguard Long-Term Corporate Bond ETF,NASDAQ
86.24,84.78,86.50,84.61
83.83,82.76,83.83,82.21
82.79,82.00,83.49,82.00
81.59,81.42,81.89,80.55
81.59,81.57,81.89,80.94
81.93,81.71,82.16,81.49
82.57,82.88,83.09,82.52
83.05,82.95,83.40,82.12
83.69,83.58,83.69,82.82
83.61,83.71,84.10,83.61
83.71,83.79,84.13,83.71
82.63,81.36,82.63,81.36
81.93,82.64,82.80,81.93
83.00,83.14,83.29,82.47
83.14,83.06,83.19,82.28
83.25,83.69,83.73,83.20
84.00,83.53,84.12,83.13
83.31,83.60,83.87,83.28
83.90,83.98,84.01,83.76
84.20,84.09,84.47,84.08
84.33,83.91,84.39,83.75
84.02,84.52,84.61,84.02
84.91,84.85,85.18,84.62
84.50,84.57,84.77,84.30
84.20,84.31,84.40,83.60
83.71,83.60,83.95,83.38
84.00,84.15,84.27,83.65
83.90,83.61,83.94,83.39
83.76,83.57,84.08,83.50
82.63,83.43,83.55,82.42
83.21,82.44,83.21,82.34
82.70,83.15,83.19,82.70
82.65,82.56,82.75,82.43
82.66,82.57,82.66,82.10
82.79,82.97,83.13,82.77
83.25,83.17,83.50,83.11
83.18,83.39,83.39,82.85
83.32,82.89,83.45,82.79
82.25,81.95,82.25,81.80
81.99,81.83,82.12,81.81
81.20,80.92,81.30,80.78
80.82,80.47,81.00,80.19
80.31,79.94,80.31,79.80
80.19,80.50,80.50,80.05
80.00,79.64,80.19,79.64
79.80,80.33,80.33,79.80
80.20,81.26,81.26,80.20
81.77,81.67,81.77,81.26
81.53,81.99,82.27,81.50
81.76,81.76,81.96,81.59
81.62,82.12,82.44,81.57
82.10,81.86,82.38,81.65
81.84,81.16,81.84,80.74
81.59,81.05,81.59,81.02
80.80,79.92,80.82,79.81
80.59,80.25,80.71,80.11
80.88,80.45,80.88,80.26
80.39,79.93,80.63,79.91
80.11,80.58,80.58,79.94
80.81,80.28,81.00,80.20
80.55,80.43,80.63,80.31
81.01,80.03,81.04,80.02
80.30,80.54,80.57,80.17
80.46,81.57,81.92,80.12
81.89,81.56,81.94,81.25
81.47,81.70,81.89,81.31
81.53,81.86,81.97,81.53
82.04,82.68,82.77,82.04
82.79,82.97,83.07,82.52
82.60,82.57,82.83,82.53
82.40,82.53,82.79,82.40
82.18,81.99,82.27,81.86
81.86,81.89,82.01,81.75
82.04,82.10,82.11,81.92
81.98,81.97,82.35,81.97
81.99,82.03,82.04,81.78
82.07,82.11,82.20,82.07
82.11,82.23,82.30,82.09
82.06,81.96,82.15,81.83
81.66,82.12,82.21,81.55
82.47,82.20,82.69,82.13
82.04,81.70,82.33,81.67
82.03,81.85,82.21,81.77
81.91,82.63,82.64,81.72
83.01,83.39,83.43,82.92
83.66,83.61,83.74,83.45
83.71,83.73,83.73,83.30
84.00,84.42,84.44,84.00
84.41,84.57,84.75,84.12
84.84,84.45,84.85,84.31
84.57,84.80,84.84,84.48
84.56,84.62,84.78,84.48
84.39,84.46,84.58,84.29
84.47,84.38,84.79,84.17
84.20,83.73,84.31,83.73
83.91,83.31,83.95,83.26
83.43,83.35,83.69,83.31
82.95,82.40,82.95,82.40
82.62,82.43,82.62,82.36
82.63,82.84,82.92,82.47
81.81,81.37,81.81,81.37
81.36,81.20,81.52,81.12
81.26,81.27,81.43,81.20
81.72,81.75,81.80,81.52
82.03,82.16,82.42,81.88
82.37,82.24,82.38,82.11
82.19,82.71,82.72,82.19
82.51,82.54,82.78,82.37
82.60,81.53,82.71,81.33
81.30,81.71,81.87,81.24
81.96,82.21,82.38,81.96
82.23,82.71,82.97,82.23
82.80,83.01,83.30,82.80
83.00,82.87,83.17,82.84
82.72,82.62,82.72,82.25
82.50,82.43,82.82,82.34
82.78,82.49,82.82,82.49
82.25,82.09,82.31,81.87
82.21,82.04,82.21,81.91
81.85,82.34,82.35,81.85
82.34,82.63,82.63,82.34
82.70,83.22,83.26,82.70
83.02,82.83,83.21,82.71
82.68,82.45,82.83,82.45
82.75,82.99,83.00,82.71
83.15,83.07,83.39,82.81
82.80,83.22,83.35,82.80
83.03,83.32,83.73,82.78
83.47,83.10,83.47,83.02
83.82,83.99,84.00,83.58
83.94,83.99,84.19,83.72
83.62,83.28,83.62,83.14
83.11,83.02,83.22,83.00
83.00,82.75,83.21,82.75
82.93,83.30,83.41,82.93
83.48,82.99,83.50,82.64
83.24,83.21,83.59,83.15
83.21,83.54,83.59,83.12
83.69,83.55,83.87,83.55
83.63,83.84,83.91,83.60
83.66,83.47,83.66,83.13
83.85,83.90,83.90,83.51
84.00,84.50,84.60,84.00
84.59,84.86,84.96,84.48
84.54,84.40,84.73,84.36
84.09,84.12,84.31,83.99
84.31,84.51,84.72,84.30
84.41,84.97,84.97,84.41
85.00,84.91,85.02,84.80
84.87,84.78,84.94,84.71
85.07,85.33,85.51,84.96
85.61,85.32,85.61,85.12
85.12,84.66,85.36,84.66
85.05,85.29,85.29,84.78
85.68,85.72,85.94,85.10
85.41,85.62,85.75,85.23
86.00,86.02,86.03,85.64
85.61,86.65,86.65,85.46
86.26,85.95,86.26,85.86
85.89,85.55,85.94,85.35
85.26,85.17,85.56,85.11
85.46,85.48,85.65,85.25
85.37,85.59,85.59,85.27
85.52,85.56,85.60,85.25
85.40,85.10,85.56,85.10
85.26,85.23,85.37,85.03
85.17,85.18,85.58,85.15
85.38,85.60,85.77,85.28
85.86,85.18,85.92,85.18
85.35,85.20,85.40,85.00
85.33,85.62,85.64,85.20
85.66,85.42,85.80,85.37
85.88,86.07,86.17,85.83
86.05,86.34,86.49,86.05
86.76,86.73,86.82,86.54
86.71,86.86,86.91,86.49
86.87,86.96,86.98,86.58
86.95,86.15,86.95,86.12
86.13,86.01,86.25,85.85
85.65,85.35,85.89,85.35
85.10,85.10,85.21,84.79
85.03,84.95,85.07,84.80
85.04,85.15,85.18,84.87
85.25,85.35,85.42,85.19
85.20,86.05,86.05,85.04
86.25,86.19,86.45,86.11
86.02,85.77,86.07,85.75
85.70,85.98,86.16,85.60
86.20,85.86,86.20,85.60
85.83,85.66,85.96,85.61
86.02,86.31,86.34,85.89
86.37,86.88,86.93,86.35
86.61,86.71,86.88,86.52
86.84,87.24,87.35,86.77
87.33,87.39,87.98,87.23
87.53,87.11,87.58,87.05
87.06,87.26,87.30,86.67
86.64,86.36,86.75,86.36
86.47,86.33,86.47,86.07
86.37,86.52,86.57,86.33
86.99,87.18,87.24,86.53
87.18,87.29,87.48,87.15
87.56,87.63,87.74,87.19
87.50,87.45,87.75,87.34
87.73,88.04,88.20,87.53
88.24,88.37,88.39,88.04
88.47,88.69,88.69,88.37
88.71,88.85,89.00,88.51
88.65,88.98,89.15,88.60
89.05,88.34,89.21,88.18
88.48,88.38,88.70,88.18
88.32,88.62,88.68,88.13
88.81,88.93,88.97,88.64
88.72,89.13,89.14,88.72
89.25,89.28,89.53,89.10
89.07,88.91,89.12,88.70
88.64,88.77,88.90,88.49
88.82,89.17,89.19,88.77
88.84,89.44,89.52,88.71
89.44,89.99,90.14,89.11
89.97,89.45,89.97,89.40
89.65,89.85,89.93,89.56
89.88,89.72,89.88,89.55
89.72,89.45,90.00,89.25
89.20,89.19,89.40,89.01
89.08,88.81,89.08,88.70
89.12,89.21,89.51,89.00
89.65,90.20,90.20,89.63
90.57,90.33,90.84,90.19
90.32,90.40,90.56,90.18
90.72,89.90,90.77,89.90
89.84,89.86,90.13,89.73
89.60,89.45,89.62,89.25
89.64,89.20,89.64,89.10
89.48,89.36,89.56,89.31
89.61,89.87,89.94,89.36
90.41,90.83,90.87,90.32
90.90,90.51,91.12,90.45
90.35,90.50,90.56,90.23
89.77,89.73,90.00,89.34
89.41,88.92,89.41,88.83
89.05,88.87,89.05,88.74
88.58,89.07,89.09,88.56
89.23,89.12,89.44,89.00
89.06,89.05,89.10,88.74
88.77,88.79,89.08,88.66
88.83,88.63,88.99,88.59
88.82,89.28,89.28,88.72
88.92,89.23,89.45,88.80
89.33,89.33,89.45,89.16
89.46,88.94,89.46,88.83
89.16,89.45,89.61,89.01
89.45,88.95,89.71,88.75
88.84,89.17,89.34,88.70
89.67,89.19,89.69,89.16
89.75,89.79,89.89,89.34
90.17,90.10,90.36,89.98
90.22,90.25,90.40,90.08
90.40,90.19,90.54,90.10
90.22,90.25,90.36,90.02
89.60,89.53,89.80,89.41
89.24,88.71,89.24,88.51
88.32,88.59,88.75,88.14
88.75,89.05,89.16,88.75
89.56,89.58,89.65,89.40
89.53,89.84,90.02,89.50
89.97,89.68,90.00,89.58
89.92,90.09,90.09,89.73
89.91,89.81,89.98,89.68
89.58,89.83,90.02,89.39
89.90,89.95,90.16,89.73
90.45,90.74,90.80,90.22
90.62,90.40,90.77,90.13
90.65,90.73,90.84,90.59
90.79,90.84,90.90,90.54
91.01,90.98,91.08,90.87
90.58,90.32,90.58,90.23
90.69,90.99,91.12,90.69
91.07,90.97,91.20,90.81
91.17,91.13,91.29,90.90
91.06,90.30,91.06,90.22
89.91,90.00,90.14,89.62
89.08,90.09,90.47,89.08
90.39,90.14,90.39,90.02
89.87,90.07,90.14,89.62
90.44,89.99,90.44,89.95
90.36,90.22,90.56,90.02
90.68,90.31,90.71,90.25
90.23,90.30,90.38,90.07
90.16,89.85,90.16,89.75
89.85,90.20,90.39,89.70
90.59,90.57,90.74,90.18
90.93,91.16,91.61,90.86
91.29,90.82,91.29,90.63
90.91,90.61,91.00,90.51
90.50,90.45,90.59,90.25
90.55,91.02,91.13,90.41
91.07,91.26,91.29,90.67
91.52,91.68,91.70,91.36
91.86,91.60,91.86,91.52
91.76,92.08,92.08,91.56
92.40,92.48,92.72,92.36
92.39,92.59,92.71,92.32
91.59,91.29,91.59,91.19
91.16,91.36,91.41,90.91
91.06,90.73,91.18,90.65
90.55,90.49,90.98,90.36
90.92,90.43,91.01,90.32
90.54,90.24,90.55,90.20
89.81,89.87,89.88,89.66
89.98,89.52,89.98,89.52
88.79,88.75,89.16,88.59
89.10,88.53,89.12,88.49
88.56,88.40,88.83,88.27
88.79,88.11,88.79,88.09
88.41,88.26,88.54,88.15
88.83,89.28,89.29,88.44
89.34,89.21,89.47,89.07
89.34,89.54,89.58,89.21
89.50,89.09,89.52,89.03
89.18,89.62,89.71,89.18
89.16,89.49,89.60,89.00
89.71,89.66,89.74,89.52
89.81,89.52,89.87,89.52
89.73,90.43,90.47,89.59
90.32,89.82,90.32,89.82
90.06,90.48,90.54,89.88
90.32,90.41,90.72,90.28
90.78,91.24,91.28,90.60
91.52,91.60,91.62,90.78
91.10,91.21,91.50,91.05
91.24,91.46,91.46,91.01
91.38,91.73,91.91,91.34
91.92,92.00,92.10,91.42
93.21,92.50,95.07,91.83
93.04,91.87,93.04,91.51
91.86,91.61,91.86,91.35
91.84,91.99,92.05,91.75
91.89,91.67,92.00,91.66
91.56,91.85,91.85,91.40
91.79,91.10,91.79,90.85
91.36,91.35,91.59,91.10
91.37,91.36,91.57,91.20
91.40,91.02,91.40,90.88
90.89,91.34,91.47,90.74
91.62,91.32,91.80,91.11
91.30,91.24,91.47,90.99
90.99,90.87,90.99,90.18
90.81,90.79,91.23,90.73
90.65,90.77,90.87,90.50
90.43,90.29,90.70,90.18
90.53,90.92,90.92,90.32
90.80,90.28,90.80,90.21
90.25,90.43,90.62,90.10
90.63,90.23,90.64,90.03
90.03,90.11,90.21,89.84
90.05,90.12,90.31,89.91
90.42,89.98,90.55,89.77
89.98,89.59,89.98,89.57
89.28,89.44,89.65,89.22
90.00,89.82,90.00,89.50
90.15,90.31,90.35,89.87
90.48,90.37,90.61,90.25
90.55,90.87,91.00,90.52
91.47,91.28,91.47,91.14
91.35,91.46,91.59,91.21
91.43,90.71,91.51,90.58
90.14,89.80,90.24,89.79
89.77,89.97,90.21,89.68
90.03,90.40,90.69,90.03
90.43,90.26,90.46,89.99
90.46,90.66,90.96,90.26
91.06,91.63,91.64,91.05
91.48,91.21,91.53,91.03
91.20,91.21,91.30,90.86
91.62,91.88,91.90,91.29
91.58,91.45,91.89,91.32
92.00,91.80,92.00,91.50
91.68,91.77,92.18,91.58
91.67,91.68,91.77,91.30
91.58,92.25,92.25,91.50
92.16,92.48,92.51,92.00
91.94,91.25,92.36,91.02
91.04,91.61,91.61,90.96
92.18,91.74,92.18,91.60
92.23,92.28,92.54,92.03
92.75,92.46,92.99,92.32
92.73,92.42,92.73,92.31
93.00,93.15,93.15,92.48
93.28,93.30,93.99,93.21
94.06,94.29,94.90,93.61
94.25,94.47,94.83,93.80
94.01,93.70,94.10,93.57
93.53,93.98,94.24,93.44
94.34,94.60,94.86,94.00
94.36,94.20,94.74,94.07
95.00,94.70,95.30,94.57
94.66,95.58,95.58,94.51
95.44,94.75,95.50,94.61
95.25,95.64,95.68,95.20
95.64,95.37,95.90,95.00
95.42,95.10,95.74,94.85
95.75,96.04,96.13,95.56
96.17,96.03,96.49,95.84
96.77,96.06,96.83,95.81
96.10,96.98,97.20,96.06
96.95,96.54,97.00,96.26
97.56,97.63,97.68,97.23
96.92,97.28,97.29,96.60
96.69,96.19,96.69,95.79
95.74,95.69,95.93,93.27
95.74,95.27,95.74,95.07
94.99,94.33,94.99,93.89
94.15,94.49,94.50,94.06
94.28,93.92,94.33,93.81
93.75,93.94,93.96,93.50
93.93,93.98,94.34,93.81
94.23,93.45,94.23,93.31
93.42,92.57,93.42,92.30
92.41,92.77,92.99,92.26
93.02,92.49,93.26,92.46
92.89,92.59,93.38,92.41
93.49,93.64,93.76,93.19
93.31,94.11,94.49,93.00
94.49,94.65,94.74,94.00
94.43,93.82,94.75,93.76
94.15,94.24,94.24,93.60
93.89,92.57,93.96,92.57
92.90,92.63,93.04,92.60
92.91,92.72,93.23,92.50
92.90,92.76,93.22,92.64
92.26,91.60,92.34,91.29
92.00,91.53,92.16,91.31
92.05,92.14,92.45,92.00
92.50,92.78,93.09,92.43
93.19,92.85,93.49,92.57
92.40,92.24,92.84,92.17
92.91,92.60,93.00,92.26
92.70,93.04,93.04,92.51
93.53,94.65,94.65,93.00
94.33,94.19,94.55,93.74
94.44,94.29,94.63,94.00
94.22,94.33,94.47,94.02
94.65,95.04,95.06,94.42
95.06,94.58,95.06,94.50
94.63,93.47,94.87,93.38
93.81,94.25,94.46,93.81
94.25,94.16,94.31,93.92
94.00,94.10,94.41,93.70
94.62,94.74,94.88,94.31
94.77,94.26,94.77,94.15
94.64,93.92,94.72,93.77
94.37,94.83,94.95,94.10
94.79,94.76,94.92,94.34
94.84,94.09,94.86,93.89
94.48,94.04,94.57,94.02
94.04,94.11,94.26,94.04
94.66,94.33,95.00,94.30
94.72,94.53,94.92,94.39
94.53,94.16,94.53,93.75
94.01,94.84,94.90,93.93
94.84,94.48,94.85,94.14
94.48,94.31,94.48,94.15
94.25,93.31,94.27,93.23
93.54,93.35,93.64,93.09
93.57,93.53,93.70,93.14
93.76,93.58,93.76,93.27
93.20,92.65,93.28,92.62
91.74,91.66,92.00,91.28
91.31,91.85,91.85,91.09
91.11,90.40,91.21,90.13
90.52,89.74,90.71,89.72
89.69,89.59,89.80,89.00
89.26,88.66,89.39,88.25
89.03,89.27,89.46,88.92
90.12,89.65,90.20,89.52
89.22,88.15,89.24,88.03
87.77,88.23,88.54,87.53
88.70,87.51,88.77,87.46
87.78,88.02,88.28,87.78
88.72,89.26,89.40,88.54
89.00,88.34,89.10,88.25
87.80,87.81,88.55,87.72
87.83,87.47,87.98,87.43
87.87,88.17,88.28,87.68
88.20,88.09,88.36,87.95
88.32,89.09,89.15,88.32
89.11,89.29,89.34,88.78
89.10,88.87,89.23,88.79
89.14,88.90,89.47,88.90
88.57,87.83,88.63,87.66
87.59,87.00,87.59,86.84
86.76,86.19,86.76,85.80
86.68,87.04,87.08,86.50
86.46,86.21,86.75,86.10
86.39,86.18,86.46,86.07
85.87,85.50,85.87,85.24
85.20,85.10,85.44,84.98
85.70,86.50,86.50,85.57
86.29,86.22,86.94,86.15
86.46,86.13,86.46,85.93
86.23,86.39,86.40,86.02
86.26,86.25,86.45,85.85
85.81,86.16,86.16,85.53
86.36,86.83,86.84,86.36
86.22,85.74,86.41,85.61
85.01,85.16,85.63,85.00
85.39,85.61,85.65,85.20
85.38,85.35,85.65,85.22
85.01,84.72,85.06,84.50
85.25,85.77,85.90,84.90
85.35,85.31,85.97,85.25
84.66,84.74,84.86,84.47
85.00,85.16,85.38,84.94
85.78,86.23,86.45,85.40
86.77,86.51,87.13,86.41
86.84,87.06,87.23,86.71
86.55,85.94,86.55,85.75
85.05,84.80,85.18,84.67
84.47,84.70,85.07,84.47
84.56,84.70,84.75,84.50
84.66,85.33,85.35,84.66
85.22,85.60,85.72,85.21
85.67,86.05,86.13,85.67
85.58,85.83,86.17,85.58
85.69,86.01,86.12,85.68
86.22,86.34,86.64,86.08
86.46,87.00,87.00,86.16
87.16,87.37,87.37,86.75
87.59,87.34,87.59,87.01
86.83,87.27,87.27,86.76
86.65,86.70,86.98,86.60
86.88,87.12,87.22,86.65
87.45,87.33,87.52,87.10
86.88,87.48,87.58,86.80
87.42,87.03,87.44,86.97
86.48,86.62,86.67,86.33
86.36,86.71,86.88,86.33
87.09,87.22,87.40,86.92
86.72,86.54,87.14,86.38
87.00,87.40,87.59,86.98
87.11,86.73,87.57,86.65
86.75,86.90,86.98,86.54
86.91,86.94,87.30,86.65
87.17,87.08,87.39,86.93
86.85,86.60,86.97,86.45
86.31,87.22,87.33,86.28
87.23,87.48,87.49,87.14
87.36,87.39,87.58,87.13
87.50,86.56,87.50,86.20
86.08,85.75,86.55,85.24
85.50,85.29,85.75,84.99
85.33,85.36,85.88,85.19
86.00,85.76,86.10,85.53
86.03,85.16,86.21,85.16
85.00,85.34,85.34,84.70
85.34,85.21,85.68,85.03
85.64,85.71,85.72,85.31
86.10,86.27,86.35,85.76
86.04,85.74,86.16,85.60
85.56,85.91,86.05,85.27
85.77,85.62,85.90,85.46
85.98,85.84,86.24,85.75
86.07,85.91,86.19,85.68
85.58,84.90,85.61,84.84
84.87,84.93,85.09,84.75
85.00,85.70,85.71,84.88
85.96,86.38,86.43,85.89
85.89,85.47,85.98,85.25
86.00,86.21,86.45,85.87
86.01,86.14,86.27,85.79
86.71,86.34,86.86,86.32
85.99,85.81,86.05,85.56
85.97,86.02,86.42,85.82
85.93,86.18,86.48,85.85
86.26,86.03,86.27,85.87
85.94,85.91,86.14,85.74
86.50,86.30,86.75,86.04
86.04,85.81,86.11,85.53
85.60,86.12,86.14,85.60
86.06,86.25,86.50,85.89
86.52,85.87,86.60,85.69
86.03,86.04,86.24,85.86
86.35,86.38,86.46,86.14
86.45,86.28,86.45,86.02
86.37,86.63,86.73,86.23
86.68,86.40,86.76,86.20
86.75,86.64,86.86,86.52
86.57,86.59,86.65,86.18
86.28,86.38,86.38,86.09
86.73,87.07,87.19,86.62
87.20,87.35,87.61,86.95
87.07,87.18,87.36,87.06
87.42,87.42,87.59,87.35
87.96,87.71,87.96,87.51
87.38,87.45,87.45,87.01
86.83,86.26,86.88,86.18
86.65,86.52,86.65,86.30
85.99,85.89,86.04,85.57
85.77,85.70,85.88,85.33
85.62,85.71,85.89,85.55
85.62,85.58,85.71,85.33
85.18,84.87,85.21,84.62
84.69,84.67,84.89,84.50
84.64,84.69,84.94,84.60
84.61,84.48,84.64,84.40
84.31,84.82,84.82,84.31
84.86,85.19,85.21,84.72
85.13,84.93,85.27,84.75
84.67,85.28,85.45,84.63
85.17,85.34,85.59,85.12
85.66,85.96,85.97,85.55
85.96,85.89,86.00,85.72
85.73,85.71,86.11,85.66
85.79,85.79,85.84,85.66
86.01,85.79,86.02,85.79
85.84,85.84,85.98,85.79
85.76,85.97,86.03,85.72
85.75,86.49,86.49,85.67
86.07,86.30,86.34,86.01
85.50,84.67,85.70,84.38
84.75,85.20,85.56,84.75
85.53,85.69,86.18,85.40
85.90,85.65,85.90,85.45
85.11,85.39,85.62,85.03
85.64,85.43,85.64,85.29
85.73,85.92,86.05,85.45
85.44,84.97,85.50,84.90
84.75,84.83,84.93,84.56
84.64,84.92,85.24,84.60
85.09,85.24,85.29,84.85
85.23,85.22,85.43,85.10
85.25,84.93,85.33,84.81
84.97,84.80,85.09,84.65
84.21,84.43,84.43,84.01
84.54,84.63,84.74,84.41
84.77,84.75,84.99,84.63
84.63,83.93,84.64,83.77
83.82,83.72,83.93,83.66
84.13,84.18,84.21,83.90
84.50,84.02,84.64,83.90
84.11,84.18,84.38,84.02
84.21,84.75,84.89,84.21
84.59,84.67,84.67,84.18
84.67,84.82,85.00,84.49
84.59,84.33,84.84,84.27
84.41,84.84,85.14,84.28
85.01,84.91,85.07,84.63
84.68,84.34,84.70,84.24
84.46,84.32,84.56,84.05
84.00,83.90,84.38,83.81
84.06,83.34,84.06,83.00
83.46,83.36,83.71,83.07
83.49,83.66,83.66,83.18
84.20,83.49,84.20,83.43
83.50,83.54,83.85,83.41
83.54,83.38,83.54,83.25
83.44,83.46,83.62,83.24
83.97,83.84,83.97,83.59
83.50,83.30,83.52,83.00
83.64,83.76,83.76,83.40
83.69,83.25,83.70,83.11
83.01,83.22,83.31,82.90
83.31,83.24,83.55,83.02
83.65,83.53,83.70,83.32
83.77,83.41,83.99,83.29
83.53,83.85,83.95,83.52
84.51,84.05,84.51,83.61
83.72,83.79,83.98,83.33
83.67,83.57,83.67,83.23
83.51,83.49,83.55,83.15
83.49,84.05,84.11,83.42
83.86,84.14,84.25,83.77
84.33,84.39,84.41,84.13
84.00,84.39,84.56,83.99
84.65,84.48,85.10,84.20
84.61,84.77,84.95,84.41
84.16,84.66,84.66,84.11
84.46,84.42,84.71,84.36
84.40,83.96,84.50,83.64
83.45,83.92,84.09,83.45
84.16,84.66,84.71,84.02
84.44,84.66,84.66,84.11
84.80,85.05,85.10,84.47
85.57,85.84,85.96,85.45
85.78,85.85,85.94,85.65
86.33,86.30,86.51,85.67
86.89,87.21,87.26,86.76
87.26,87.61,87.75,86.98
87.61,87.43,87.67,87.25
87.67,87.47,87.83,86.97
87.99,88.04,88.24,87.84
88.27,88.50,88.76,88.16
88.61,88.71,88.80,88.18
88.79,88.27,88.92,88.05
88.51,88.42,88.55,88.25
88.95,88.31,88.95,87.92
88.80,88.52,88.85,88.15
89.03,89.61,89.61,88.80
89.32,89.16,89.32,89.02
89.61,89.45,89.67,89.22
89.40,89.64,89.64,89.09
89.71,89.54,90.14,89.50
90.12,90.05,90.17,89.86
89.96,90.05,90.17,89.79
90.74,90.50,90.91,90.27
90.48,90.36,90.68,90.27
90.14,90.26,90.48,90.01
89.96,89.29,90.01,89.19
89.41,89.64,89.97,89.14
89.97,89.69,90.01,89.51
90.18,90.06,90.34,89.85
90.14,90.47,90.49,89.85
90.56,90.71,90.89,90.28
90.90,90.48,91.12,90.41
90.28,90.30,90.48,90.17
90.55,90.46,90.68,90.27
90.41,90.16,90.41,90.05
90.11,90.07,90.39,89.88
90.48,90.79,90.88,90.25
90.55,91.09,91.10,90.55
90.94,91.21,91.37,90.66
91.01,90.53,91.02,90.51
91.14,91.08,91.24,90.68
91.02,91.24,91.24,90.58
91.20,91.58,91.58,91.07
91.58,91.42,91.58,91.12
91.25,91.22,91.47,91.10
91.29,91.05,91.29,91.00
91.20,91.57,91.71,91.02
91.17,91.24,91.41,91.10
91.53,91.41,91.53,91.14
91.50,90.86,91.53,90.82
91.16,90.89,91.40,90.82
90.61,89.75,90.68,89.52
89.62,89.64,90.00,89.52
89.82,90.06,90.20,89.66
90.21,90.22,90.30,89.75
90.14,89.93,90.14,89.74
89.93,89.77,89.93,89.54
90.25,90.35,90.47,89.95
90.35,90.40,90.46,90.03
90.22,90.59,90.70,90.03
90.59,90.30,90.70,90.20
90.03,90.75,90.79,90.03
90.95,91.76,91.76,90.95
91.70,91.49,91.75,91.41
91.50,91.69,91.84,91.50
91.94,92.14,92.14,91.87
92.59,92.44,92.66,92.22
92.66,92.56,92.94,92.47
92.59,92.75,92.75,92.40
93.00,92.52,93.00,92.40
92.73,92.59,92.98,92.59
92.67,92.95,93.14,92.66
92.78,92.60,92.80,92.51
92.40,92.35,92.44,92.16
91.88,91.94,92.35,91.85
91.76,92.14,92.48,91.70
92.12,92.07,92.45,91.89
92.87,92.66,92.90,92.43
94.27,93.92,94.47,93.53
94.55,94.72,94.90,94.07
94.95,94.55,95.00,94.39
94.80,94.54,94.92,94.37
94.74,95.21,95.34,94.54
95.80,96.21,96.50,95.59
96.59,96.37,96.59,95.80
96.50,96.48,96.63,95.85
97.11,97.28,97.36,96.66
97.28,97.40,97.64,97.21
96.81,96.06,96.84,95.93
96.59,96.58,96.81,96.32
96.19,96.20,96.30,95.91
96.10,95.21,96.15,95.21
95.46,95.15,95.47,94.80
95.51,95.72,95.72,95.26
95.69,95.69,95.69,95.15
95.00,95.69,95.83,94.97
95.49,95.86,96.00,95.25
95.88,95.65,96.04,95.54
96.11,95.65,96.11,95.50
96.05,96.41,96.48,95.87
96.30,96.29,96.39,96.06
96.32,96.62,96.68,96.17
96.22,95.60,96.22,95.39
94.95,94.55,95.00,94.32
94.61,94.53,94.75,94.32
95.17,95.30,95.48,95.02
95.22,94.71,95.22,94.51
94.65,94.94,95.09,94.40
95.30,95.74,95.89,95.13
96.09,96.19,96.24,95.74
96.24,95.69,96.25,95.50
96.25,96.33,96.59,96.03
96.25,95.88,96.30,95.74
96.13,95.61,96.22,95.37
95.95,96.13,96.28,95.51
96.28,96.33,96.44,96.03
96.04,95.97,96.14,95.66
96.48,96.48,96.60,96.25
96.91,96.68,96.96,96.55
96.83,96.54,96.95,96.48
96.57,96.22,96.60,96.17
96.50,95.98,96.91,95.77
96.20,96.81,96.85,96.11
96.80,96.50,96.87,96.50
96.46,96.45,96.64,96.26
95.59,95.94,96.18,95.40
96.00,95.71,96.00,95.31
95.51,95.93,96.11,95.51
96.53,95.99,96.53,95.93
95.83,94.94,95.83,94.84
94.50,93.60,94.50,93.50
93.33,93.88,94.07,93.31
94.13,93.14,94.13,92.74
93.03,93.18,93.54,93.03
93.05,93.11,93.25,92.74
93.23,93.63,93.63,93.15
93.53,93.50,93.70,93.34
94.00,93.97,94.21,93.70
93.85,94.57,94.57,93.60
94.92,95.39,95.52,94.88
95.42,95.13,95.43,95.06
95.19,95.39,95.45,95.12
95.81,95.83,95.86,95.53
96.03,96.02,96.05,95.79
95.81,95.98,96.09,95.60
96.18,95.70,96.18,95.20
95.32,94.94,95.67,94.94
94.91,94.19,95.01,94.18
94.43,94.25,94.49,94.01
94.30,94.14,94.35,94.02
94.54,94.40,94.57,93.85
94.73,94.39,94.73,94.01
94.24,93.97,94.36,93.93
93.91,94.05,94.06,93.55
94.36,94.62,94.86,94.36
94.40,93.76,94.45,93.72
94.20,93.99,94.20,93.88
94.00,94.41,94.42,93.87
94.32,94.59,94.62,94.25
94.85,94.89,94.99,94.69
94.99,95.05,95.08,94.74
95.11,94.64,95.11,94.41
94.54,94.51,94.67,94.32
94.31,93.87,94.32,93.81
93.52,92.96,93.52,92.75
92.81,92.56,93.06,92.51
92.77,93.00,93.05,92.55
92.39,92.50,92.65,92.16
92.62,92.51,92.75,92.42
92.30,92.12,92.46,92.03
92.40,92.57,92.77,92.35
92.38,92.63,92.77,92.10
92.79,92.35,92.98,92.08
91.21,89.79,91.32,89.68
89.91,90.04,90.70,89.68
89.68,88.85,89.94,88.77
88.40,88.25,88.71,88.17
88.64,88.97,89.21,88.53
89.15,89.33,89.34,88.90
89.10,88.41,89.15,88.31
88.34,87.90,88.65,87.75
88.08,88.09,88.28,88.00
88.39,88.24,88.41,88.06
87.82,88.18,88.25,87.28
88.36,88.13,88.38,88.01
88.49,88.55,88.63,88.17
88.54,88.88,88.89,88.37
87.92,88.15,88.29,87.60
87.00,87.07,87.43,86.60
