JAZZ,Jazz Pharmaceuticals plc - Ordinary Shares,NASDAQ
69.75,68.28,70.45,67.70
67.05,65.51,67.88,64.75
65.91,67.13,67.59,64.75
66.18,65.77,66.40,65.08
66.26,65.96,66.99,65.37
66.70,68.16,68.78,66.43
68.55,68.64,69.50,67.69
68.68,68.73,70.00,67.62
69.62,69.82,72.24,69.52
70.10,69.73,71.50,69.00
69.48,69.85,71.05,69.35
70.48,72.12,72.64,70.48
72.71,72.89,73.36,71.55
73.30,72.46,73.41,72.13
72.40,72.79,72.94,71.72
73.79,73.79,74.43,72.67
73.96,72.75,74.10,70.33
73.24,72.61,73.24,71.95
72.81,71.80,73.00,70.68
71.50,71.80,72.07,70.82
71.90,71.01,72.49,70.93
71.00,71.53,71.82,70.42
71.97,72.25,72.44,70.97
72.42,71.52,72.74,71.18
71.70,71.04,72.20,70.41
71.15,74.02,74.10,70.55
73.88,74.44,74.95,72.57
74.60,74.14,77.59,74.00
75.31,74.99,75.60,74.44
75.03,75.56,75.80,74.77
76.22,76.33,76.54,75.46
76.50,76.23,76.53,75.49
76.53,78.18,78.75,76.50
78.63,77.99,79.32,77.64
77.86,80.73,81.25,76.29
81.93,81.76,82.33,80.28
81.06,80.88,82.17,80.71
80.83,82.14,82.22,80.20
81.86,81.57,83.06,80.87
81.02,80.96,81.77,80.94
80.21,78.90,80.21,77.25
78.87,79.91,80.00,78.23
80.00,80.13,80.96,79.41
80.24,81.57,81.64,80.20
81.66,83.60,85.08,81.50
83.60,83.52,84.62,82.30
83.66,85.25,85.40,83.50
85.70,86.10,88.47,85.70
85.50,83.90,85.60,83.38
83.75,85.29,85.29,83.05
85.73,88.40,88.47,85.32
88.70,87.69,88.83,87.00
88.95,87.97,89.00,86.84
88.16,88.00,88.70,87.59
88.55,87.68,88.57,87.38
87.99,87.29,88.16,86.20
87.32,86.72,87.96,86.49
87.56,87.49,88.00,87.04
87.52,86.01,87.89,85.22
86.01,87.33,87.46,85.63
87.90,87.18,88.34,86.47
88.79,89.70,90.79,88.16
90.96,90.22,91.93,90.05
90.60,89.47,90.60,86.70
90.16,89.35,90.73,89.00
90.00,88.18,90.63,87.64
88.42,87.73,88.75,86.97
88.13,87.94,88.48,87.17
88.37,88.32,89.09,87.86
88.39,90.61,90.90,88.38
90.05,89.78,90.81,89.33
88.98,91.97,93.84,88.57
92.13,91.10,93.32,90.39
90.38,90.28,91.38,90.02
90.28,89.53,91.37,89.10
89.98,90.99,92.25,89.54
90.42,88.97,90.42,88.32
88.58,83.78,88.82,80.40
83.10,84.28,85.26,80.78
85.03,84.77,86.39,83.74
84.95,83.51,85.20,83.25
82.21,84.18,84.60,82.08
84.44,82.62,84.83,82.53
82.90,82.89,84.00,82.67
82.98,84.03,84.40,82.77
84.14,85.01,85.12,83.18
85.00,85.65,85.98,84.76
86.39,90.51,90.62,86.00
90.70,91.63,92.43,89.59
92.00,94.53,95.24,91.95
94.60,92.70,95.19,92.20
93.18,92.48,94.36,92.03
92.75,92.03,93.15,91.18
92.86,90.71,92.89,89.56
90.76,90.74,91.34,88.91
91.03,90.08,91.74,89.64
90.55,90.60,91.23,89.67
90.80,92.62,93.42,89.76
94.89,93.78,97.44,90.48
93.90,93.74,94.97,92.08
94.00,98.24,98.30,94.00
98.50,99.80,100.36,97.70
99.75,101.19,102.17,98.84
100.88,109.95,110.30,100.02
109.86,108.69,110.63,106.90
108.65,108.39,108.99,107.36
108.79,109.09,110.57,108.13
108.81,110.00,111.32,107.74
110.00,111.96,114.64,109.43
113.00,114.50,114.99,112.79
115.09,113.34,116.40,111.14
118.61,115.01,118.80,114.13
116.94,113.65,116.99,112.85
114.95,115.65,115.74,114.00
116.36,116.92,117.38,115.84
116.85,117.75,117.80,115.50
116.77,113.81,117.01,113.59
114.11,114.38,116.82,112.80
114.14,114.34,115.18,113.23
116.79,117.04,117.73,114.54
117.80,117.13,117.81,115.80
117.02,119.63,121.15,116.86
120.50,115.22,120.67,114.89
115.06,115.39,117.33,114.85
115.91,114.53,115.99,113.85
112.94,112.19,113.92,108.58
111.48,112.10,112.90,110.22
111.48,113.74,114.28,110.68
113.76,114.72,115.85,113.76
125.68,123.91,126.84,118.16
125.25,125.41,125.70,123.62
125.50,125.00,125.94,123.80
125.25,125.61,126.50,124.50
125.62,123.29,125.62,122.01
123.69,126.79,128.49,123.52
127.46,126.56,127.74,125.05
126.75,126.78,127.37,124.56
127.24,126.35,128.45,125.34
127.00,125.51,127.62,123.55
126.20,130.42,131.15,125.60
131.82,137.82,139.26,131.75
139.24,136.07,140.44,135.10
136.20,138.56,139.22,135.82
139.34,146.84,148.14,138.10
147.00,145.48,148.01,141.50
147.49,147.60,149.48,145.60
148.04,148.90,149.49,145.50
149.20,150.02,152.94,148.01
150.95,153.17,154.88,150.06
154.21,156.72,157.65,151.00
157.00,159.07,159.14,153.56
157.83,149.19,157.85,148.17
149.66,142.71,149.98,135.27
145.45,151.44,154.42,145.01
151.26,151.62,154.22,147.71
155.00,156.57,158.38,153.81
154.97,151.66,155.99,151.40
152.50,147.27,154.00,145.46
148.74,147.28,150.00,146.10
147.33,146.69,148.60,139.68
147.13,143.78,147.88,141.39
144.74,153.10,154.92,143.78
152.83,153.98,155.21,150.00
154.75,156.14,157.28,153.47
157.00,159.39,163.68,156.16
159.09,160.76,162.11,157.72
162.00,160.10,162.14,159.41
162.04,171.91,172.68,161.88
169.67,170.28,175.00,167.22
171.23,170.29,172.35,169.05
169.39,170.03,171.50,167.36
173.31,171.75,176.39,171.10
174.34,174.98,176.60,170.63
166.09,162.06,169.80,157.57
158.36,166.62,167.17,158.00
165.94,151.95,166.00,151.30
147.28,156.32,157.41,143.18
161.00,160.72,162.49,157.85
157.79,157.60,158.50,155.85
157.89,151.48,159.21,149.58
154.18,155.24,157.23,150.00
152.99,151.88,155.42,150.44
151.88,151.46,155.98,150.11
150.50,157.48,159.88,150.36
154.03,149.30,155.21,147.20
148.98,149.22,150.94,147.02
150.90,150.49,153.45,149.18
150.15,154.03,154.99,150.01
154.29,151.18,154.99,149.54
151.10,150.26,153.81,148.31
149.91,143.86,151.99,143.66
144.63,137.32,147.25,134.01
137.84,136.71,142.96,135.59
137.64,136.40,140.25,135.25
136.56,138.00,139.45,130.61
136.86,133.46,137.95,131.51
134.55,138.68,139.75,134.55
140.05,139.78,143.52,137.46
141.43,140.14,142.77,138.67
139.98,135.15,141.23,132.56
136.78,126.80,137.22,124.12
127.13,124.63,131.18,121.44
123.18,130.09,130.97,123.18
131.06,136.91,136.97,130.86
137.62,129.61,137.95,127.57
128.72,128.61,132.18,126.17
128.54,128.25,133.79,125.25
127.86,130.91,131.29,122.75
131.73,136.10,136.95,129.84
137.86,136.16,140.44,134.04
137.82,138.33,138.80,134.28
141.65,145.35,149.47,140.00
147.21,143.91,147.80,142.01
146.21,141.58,146.39,139.67
141.14,134.92,142.06,134.27
136.71,134.85,138.02,132.69
135.92,134.79,137.70,132.55
133.54,134.90,135.62,133.00
135.29,139.27,140.00,134.90
139.34,139.62,140.00,136.00
139.08,141.98,142.91,137.00
141.45,137.70,143.20,137.49
138.62,137.40,139.45,133.04
136.03,133.69,139.70,133.11
124.71,129.45,129.76,120.38
129.08,130.23,131.42,128.24
130.44,128.84,132.10,128.24
128.24,128.38,131.72,126.31
127.76,127.20,128.22,123.43
128.01,126.54,128.08,125.37
126.26,131.43,132.50,126.02
131.10,128.51,131.39,127.46
129.39,128.39,129.70,127.14
127.84,131.50,131.98,127.69
132.11,135.37,135.68,131.36
136.25,142.33,142.70,136.01
142.25,141.85,143.17,140.60
142.52,142.66,144.17,140.12
141.16,141.86,143.03,140.22
141.45,142.97,143.39,140.50
142.41,144.24,146.00,141.67
142.99,145.15,146.02,142.52
145.15,145.10,146.59,143.76
145.43,146.91,147.27,144.02
146.02,143.31,146.91,142.71
142.34,141.38,143.89,137.66
141.15,143.23,143.52,139.96
142.70,141.99,144.80,141.01
142.57,141.89,143.15,139.19
142.41,144.14,144.69,141.02
142.22,149.66,151.52,142.11
149.17,152.03,152.64,147.55
153.04,149.59,153.04,147.64
150.33,154.82,156.00,150.00
155.68,153.50,156.34,153.17
154.86,148.12,154.89,146.74
148.28,150.42,151.45,147.87
151.55,149.74,151.55,148.62
149.71,146.00,150.10,145.55
147.05,147.01,147.35,145.46
148.46,151.46,152.71,148.30
151.51,162.02,164.21,151.51
162.07,162.82,164.54,160.13
164.62,156.35,166.29,155.78
155.00,154.89,157.93,149.21
155.04,154.70,156.97,150.92
151.90,152.49,154.35,147.53
151.83,150.80,153.01,148.84
152.17,153.48,154.25,150.90
154.56,147.85,155.29,147.15
149.96,145.37,150.50,144.53
143.62,141.65,146.93,141.45
140.79,142.29,143.00,139.47
142.07,146.21,147.36,140.00
146.67,145.87,149.37,145.48
148.00,147.95,150.97,145.52
147.73,143.32,148.55,142.94
143.51,142.51,144.18,141.56
142.60,136.81,143.00,136.26
138.21,140.10,141.33,136.87
142.00,141.38,143.51,140.64
140.06,139.73,142.01,139.20
139.29,139.73,141.39,135.22
140.26,137.86,141.13,136.35
136.00,135.80,137.86,134.00
133.25,142.84,149.95,133.00
143.00,135.44,144.93,135.00
135.75,136.58,136.85,131.69
135.57,133.86,137.74,133.33
133.15,132.55,135.18,132.21
135.62,144.23,145.20,133.51
143.32,144.30,144.67,142.08
145.55,148.10,150.79,144.46
148.02,152.51,152.69,148.02
155.13,156.87,159.50,153.07
156.39,158.30,161.25,155.14
159.50,157.61,160.00,156.50
157.45,158.83,160.67,156.10
160.31,160.89,162.80,159.23
160.95,163.56,163.98,159.52
163.88,163.11,165.28,162.15
162.11,162.71,163.94,161.11
162.88,162.92,163.99,160.49
164.22,163.05,164.72,161.94
163.62,163.70,163.93,161.40
162.59,156.87,163.34,156.51
156.62,168.02,168.88,153.92
168.00,170.85,171.72,166.00
170.32,170.50,172.24,169.18
169.24,174.37,174.50,168.52
174.00,172.14,176.36,170.22
171.22,169.41,173.39,166.77
167.69,160.35,168.39,156.79
157.57,164.35,165.32,157.00
165.47,162.30,166.13,160.52
163.75,163.23,164.91,161.95
164.75,163.64,166.00,162.02
162.05,161.34,163.63,159.44
157.48,158.82,162.22,156.50
160.44,165.05,165.64,159.50
164.83,159.94,165.99,159.36
160.54,160.53,161.99,158.02
159.07,162.16,162.63,157.04
162.63,160.56,163.20,160.00
160.82,155.30,161.18,153.50
154.67,154.55,156.59,150.11
156.75,161.43,163.16,156.02
162.99,158.48,162.99,158.04
157.46,155.28,158.52,154.05
155.28,159.74,160.00,152.50
158.14,155.06,159.60,154.07
154.04,148.95,156.31,147.45
148.73,142.72,150.52,142.01
142.77,143.73,148.66,141.07
141.26,146.31,147.12,137.34
143.87,150.26,151.96,142.78
151.77,152.36,154.75,150.20
151.87,152.39,155.15,150.97
154.23,159.35,159.50,154.23
160.16,157.14,161.94,156.30
159.07,162.30,163.88,158.23
163.90,166.46,167.30,163.24
165.54,164.67,166.55,160.22
166.03,168.35,168.93,165.02
167.41,168.22,169.21,166.67
167.85,169.82,170.94,167.51
171.77,168.84,173.83,168.60
169.15,170.33,173.90,169.06
169.20,168.48,170.36,167.60
175.09,167.18,180.00,166.35
170.04,172.37,173.08,167.03
170.80,170.80,172.98,169.55
172.02,174.43,174.96,170.11
173.63,171.89,175.73,170.80
171.73,173.53,174.40,171.50
173.65,172.98,176.84,171.71
173.32,174.57,174.90,170.58
173.76,169.49,177.36,168.22
168.38,172.32,172.84,168.06
171.77,170.95,172.84,169.46
170.85,169.84,172.73,169.07
172.17,170.10,173.38,169.47
171.65,170.45,172.41,169.49
170.41,170.43,171.87,166.38
171.46,176.65,176.99,170.62
177.52,177.09,177.65,175.31
176.87,170.89,178.00,170.07
171.61,174.28,174.65,170.90
174.16,178.68,178.92,172.97
178.01,178.28,182.00,177.16
178.03,178.36,182.03,177.10
178.70,183.03,183.84,178.68
178.79,178.19,179.87,172.65
176.88,175.44,179.16,174.76
176.01,173.21,179.89,172.69
172.01,165.12,172.98,164.60
166.17,162.60,169.39,160.55
160.77,159.65,163.57,158.38
161.17,166.40,166.57,158.46
169.45,169.88,170.55,167.09
169.31,169.03,170.56,167.13
169.05,164.96,169.95,164.25
166.24,163.50,166.27,159.79
163.18,165.33,167.33,161.65
165.75,166.55,167.90,164.56
166.65,166.77,167.83,165.39
166.00,163.14,166.47,162.22
164.26,163.73,167.85,163.02
165.96,163.43,166.91,161.52
162.20,160.31,162.43,158.70
160.53,158.12,162.74,155.06
160.61,162.99,163.99,160.61
164.95,163.75,165.64,163.42
163.47,161.79,164.40,161.79
162.03,162.11,163.55,160.15
161.73,161.67,164.68,159.05
160.31,162.26,169.52,159.75
162.51,159.12,165.33,158.90
158.51,164.97,165.50,158.51
165.60,169.60,170.68,164.40
168.47,174.98,177.01,167.68
174.44,176.19,176.50,171.16
175.02,175.56,176.90,174.31
175.00,176.78,176.95,171.04
172.92,174.53,176.79,171.10
175.43,170.76,175.93,170.29
169.77,172.07,172.55,167.33
171.69,169.34,174.78,168.88
169.50,167.74,171.02,165.26
167.61,167.31,169.00,162.60
164.33,166.83,169.14,163.34
168.52,171.86,172.31,167.18
171.67,171.79,173.55,170.14
170.83,166.97,172.41,166.24
166.90,167.98,170.24,166.01
168.31,165.93,169.40,165.05
168.25,162.81,168.25,161.19
163.51,169.69,169.80,161.00
169.00,171.40,172.34,167.81
172.64,171.68,174.17,169.80
171.46,170.80,172.02,170.47
173.64,172.42,174.00,168.90
169.76,173.18,173.95,169.61
173.86,176.13,176.70,171.52
170.86,179.10,179.36,170.80
180.39,175.19,180.39,174.03
175.53,170.09,176.40,169.72
171.78,174.42,177.83,171.78
173.04,176.30,176.64,170.50
174.40,172.74,174.74,171.31
173.41,174.76,176.55,173.41
173.67,172.12,174.50,170.08
172.00,173.73,174.30,170.15
170.36,169.99,172.73,169.97
170.28,169.01,170.99,168.00
169.80,174.41,175.13,168.03
172.80,175.09,177.97,172.80
176.00,179.07,180.00,176.00
178.28,182.46,183.38,178.15
183.05,186.36,187.70,182.60
190.00,187.12,190.17,184.38
189.02,189.01,189.99,185.83
187.58,182.17,188.21,181.64
182.20,181.00,184.80,180.21
181.65,173.10,181.85,171.16
172.41,173.39,177.93,169.22
173.57,175.42,177.49,173.57
176.35,175.42,176.95,172.32
174.81,172.79,176.46,172.60
172.89,171.03,173.64,168.56
171.22,168.86,174.30,167.34
168.00,167.87,170.71,167.43
165.99,168.77,170.00,165.00
170.59,180.39,180.49,169.77
179.91,180.83,182.48,178.59
181.30,183.96,186.06,181.17
184.05,183.36,187.43,182.63
181.45,182.81,184.48,179.47
183.80,187.00,187.38,182.92
186.78,189.92,190.48,186.08
187.75,187.18,190.33,185.26
188.54,186.74,189.25,185.67
187.60,186.55,188.40,186.31
187.30,186.13,188.99,184.98
185.74,189.09,190.00,184.03
188.90,189.42,190.32,187.46
189.83,182.99,191.01,182.46
183.16,182.80,185.00,177.36
181.96,183.16,184.69,180.15
182.60,178.70,183.09,178.16
180.29,180.74,182.77,178.09
180.24,183.23,184.50,180.24
183.12,176.42,183.12,176.19
177.56,174.90,178.65,173.81
175.59,176.95,177.56,174.73
173.64,175.44,177.57,172.02
174.57,176.51,177.34,174.44
173.85,176.60,178.00,173.85
177.16,173.96,178.93,173.16
174.09,175.50,176.89,173.02
175.97,178.01,178.20,174.33
177.49,180.06,180.43,175.59
180.44,181.45,182.79,179.20
181.33,180.84,182.87,179.23
181.79,180.78,181.80,179.25
181.14,183.06,184.10,180.94
182.58,179.13,183.88,178.04
180.17,179.42,181.49,177.45
177.42,179.93,180.02,177.42
178.79,179.35,180.76,177.82
179.97,179.47,179.97,177.17
179.61,181.71,183.50,177.98
182.62,181.78,182.85,180.28
180.34,177.44,181.60,177.24
177.64,180.58,180.92,175.20
179.99,174.27,179.99,174.18
173.16,174.86,175.08,172.07
176.20,177.60,178.75,174.09
178.57,179.25,181.30,177.51
177.97,178.59,179.82,177.00
177.20,177.26,178.19,175.61
177.72,177.91,179.24,177.15
178.46,178.94,179.01,176.78
179.65,180.66,183.39,179.36
181.27,179.99,181.88,179.01
181.82,181.29,181.92,179.82
180.92,182.81,183.00,180.17
181.60,179.41,182.11,179.16
179.59,179.93,180.40,178.00
179.52,174.12,180.91,173.65
172.50,170.60,174.51,169.22
172.47,176.07,176.16,172.24
178.14,177.13,178.95,176.02
177.45,177.37,178.36,176.28
175.80,178.01,179.00,175.18
178.46,177.41,178.98,174.26
176.97,172.78,176.97,172.03
175.23,176.19,177.64,174.11
177.65,178.77,179.95,177.17
179.98,178.85,181.36,178.37
177.79,183.49,184.73,176.37
184.73,180.30,185.00,179.25
181.50,182.70,185.22,180.38
183.50,183.92,184.08,181.55
184.99,182.99,185.00,181.61
183.00,184.10,185.00,181.73
182.91,184.37,185.90,182.00
185.54,186.34,187.00,185.00
185.41,184.40,187.45,183.14
183.61,185.04,186.69,181.94
186.60,193.02,193.85,185.01
192.00,190.68,193.50,188.30
190.82,190.38,191.24,187.03
192.48,192.24,194.73,190.34
193.30,192.77,193.92,190.36
192.73,190.66,193.16,188.02
192.74,191.90,194.64,190.45
192.00,184.24,192.00,180.60
184.04,181.79,184.66,179.26
179.98,181.48,184.60,179.41
177.82,178.80,181.07,177.06
178.00,183.60,184.69,176.54
183.54,186.27,186.51,182.65
185.85,184.46,186.77,182.72
183.28,186.29,186.85,181.76
186.31,187.66,188.24,185.30
186.72,186.20,187.60,183.36
184.59,181.70,185.86,181.53
180.50,170.32,180.50,169.09
155.74,161.95,171.99,138.85
167.28,160.62,169.90,160.48
166.63,165.37,166.63,157.78
167.87,170.77,171.90,167.14
169.96,172.82,173.18,169.47
171.19,168.82,173.79,168.00
164.82,164.93,169.43,163.38
167.94,167.71,168.61,163.47
169.04,164.25,169.04,163.39
162.80,162.18,164.60,160.04
165.63,166.43,167.32,162.60
167.93,163.72,168.93,163.44
162.75,160.83,164.99,160.18
160.01,160.62,162.50,158.66
160.37,158.40,161.98,157.01
158.45,161.27,161.73,156.02
160.94,163.99,164.68,159.69
163.56,161.73,164.36,160.55
161.45,160.01,162.04,159.21
161.09,155.48,165.15,150.40
152.89,150.25,154.75,145.79
151.23,149.05,153.80,148.40
148.16,143.12,148.89,141.18
145.23,134.77,145.96,133.23
134.33,124.46,134.46,121.12
122.93,124.81,131.93,121.40
127.38,132.81,134.70,127.38
132.49,132.45,133.93,127.04
129.60,137.50,137.71,127.11
139.02,132.80,139.02,131.26
134.00,130.53,134.00,126.32
131.24,130.94,133.46,127.00
130.70,133.03,134.00,128.32
134.93,133.40,136.41,132.69
134.82,133.39,134.87,130.98
131.50,128.88,134.12,128.49
130.97,132.58,133.85,129.97
131.86,136.65,137.36,131.14
137.33,138.27,140.50,136.80
138.34,136.46,139.12,135.28
136.10,126.00,136.50,125.42
127.18,121.94,128.28,118.13
122.33,124.96,125.41,117.26
126.05,131.34,133.11,125.30
130.94,131.91,134.96,129.73
131.54,130.28,133.01,129.85
131.35,133.40,135.31,129.11
132.85,136.49,139.77,132.54
135.86,137.28,139.00,134.04
137.00,142.84,143.42,137.00
143.05,141.68,143.48,138.79
142.49,142.91,144.05,139.88
141.91,140.56,143.84,138.50
140.04,142.58,142.84,138.08
143.38,139.99,144.02,138.65
128.53,136.14,139.73,128.25
136.07,135.74,137.70,132.61
134.44,134.01,138.30,133.90
133.72,134.77,136.94,132.47
134.03,137.38,137.74,133.52
137.53,141.63,143.19,136.79
142.10,145.90,146.59,141.27
146.19,145.04,148.85,144.95
145.73,143.93,147.70,143.63
143.93,147.82,150.31,143.93
147.19,147.02,148.90,144.22
147.16,150.45,150.80,146.82
150.88,149.42,151.28,148.52
149.17,146.59,149.50,145.32
146.92,148.72,148.89,145.27
148.49,145.60,149.66,145.10
146.47,142.18,146.47,140.06
141.84,145.18,145.49,139.86
144.29,142.80,144.76,140.26
139.72,141.79,143.97,138.03
140.84,138.43,142.85,138.22
138.74,140.36,140.70,137.08
138.59,134.26,139.56,134.00
134.01,135.21,135.28,130.17
136.99,138.47,139.80,136.36
139.40,142.38,143.16,137.93
142.66,138.89,143.30,138.74
137.94,139.96,141.75,136.69
141.12,139.45,141.79,138.47
139.99,142.42,143.00,139.05
144.15,144.89,145.93,142.17
144.24,142.74,144.45,141.97
141.78,141.65,143.03,140.32
142.65,142.97,143.60,141.95
142.56,142.95,144.09,141.60
142.55,140.56,143.49,139.37
137.83,137.26,138.90,135.35
138.35,137.39,139.55,136.03
135.55,132.74,136.09,132.22
130.00,129.09,132.19,128.41
128.96,128.00,131.74,127.71
128.96,123.58,129.69,120.88
123.81,129.96,131.65,123.81
131.05,122.93,132.62,122.04
122.72,126.49,128.25,119.11
122.66,124.40,126.10,120.93
126.19,120.68,127.09,119.17
118.67,128.61,130.37,116.15
127.61,130.16,132.96,125.64
132.85,132.82,133.70,130.51
132.04,131.40,133.97,131.01
132.05,132.65,134.12,128.20
131.85,128.21,133.12,127.30
130.19,124.60,130.97,123.01
124.74,128.74,128.86,124.74
128.55,127.24,130.54,125.54
126.35,122.00,127.11,121.63
122.76,123.45,124.00,118.75
123.07,124.87,126.58,122.07
124.67,121.77,126.24,121.19
119.47,114.16,121.62,111.96
111.37,116.70,118.98,109.06
116.63,116.49,120.86,112.95
112.30,112.72,116.74,108.50
113.05,113.78,115.75,109.44
115.63,119.00,119.87,114.36
120.78,122.79,127.13,120.78
123.24,121.64,125.49,121.43
120.42,123.07,123.71,119.54
124.23,125.45,126.53,123.86
124.96,121.92,126.02,120.11
120.00,121.83,122.22,114.83
121.92,123.36,124.50,120.23
124.72,125.00,126.29,122.58
123.48,121.58,124.20,121.21
121.42,123.71,124.17,120.17
123.40,125.82,126.88,122.63
124.92,125.46,127.50,124.84
125.44,123.76,126.39,123.01
122.78,127.84,128.56,122.60
126.04,125.96,129.48,125.50
126.28,126.56,127.96,125.15
127.73,127.78,129.00,126.77
128.70,133.80,133.82,128.12
133.43,130.09,134.42,130.01
129.17,120.85,130.00,120.02
121.37,120.97,123.42,118.86
121.19,118.65,121.91,116.36
118.65,118.30,120.05,117.25
118.07,119.21,120.29,117.86
118.17,122.36,123.15,117.75
122.14,121.11,123.14,120.16
120.11,118.59,121.86,116.92
119.69,118.13,120.26,115.66
117.60,120.95,121.52,115.51
121.54,124.03,128.28,121.38
123.60,130.55,132.05,123.60
130.00,133.82,136.67,129.00
133.72,135.55,138.25,132.13
133.47,133.74,135.14,131.99
134.25,140.99,141.22,133.79
140.90,140.07,142.94,138.79
141.15,140.01,142.07,138.29
140.25,138.19,141.14,137.05
136.98,139.67,139.76,135.50
146.98,147.34,153.00,144.12
147.35,146.29,147.43,144.43
145.79,144.79,146.35,143.42
144.69,147.77,148.48,144.51
149.00,149.52,151.19,146.70
150.52,151.02,152.75,146.81
151.77,156.12,156.51,151.30
155.51,157.16,157.43,153.62
160.00,154.55,160.00,153.02
153.89,154.66,155.07,150.46
154.05,152.97,154.29,151.02
151.58,152.00,153.94,150.98
152.24,150.70,152.68,146.73
151.25,152.57,152.68,149.34
152.23,152.47,153.98,149.36
150.02,148.58,150.49,146.09
149.01,145.75,149.01,145.47
144.96,144.35,148.28,139.75
145.13,147.69,149.09,145.13
148.78,147.82,148.99,145.02
154.55,148.76,155.95,148.53
149.49,145.23,150.36,142.28
145.26,145.66,147.80,144.50
145.20,148.96,149.34,144.94
148.98,149.46,151.63,147.89
149.35,150.79,153.53,149.28
150.64,147.31,151.78,145.32
147.74,149.64,150.73,147.34
150.31,148.25,150.92,147.74
149.89,151.69,151.83,148.18
151.50,152.77,154.30,150.69
153.38,152.77,154.09,151.03
152.70,152.09,153.87,151.30
151.94,151.56,154.78,149.28
151.32,154.72,155.51,150.66
154.67,155.99,156.92,154.07
154.72,152.75,154.72,150.30
155.77,155.63,156.50,152.10
153.97,154.91,155.76,151.64
154.90,154.96,155.39,152.85
154.35,156.02,157.29,154.35
154.11,150.76,154.71,149.73
149.54,148.57,152.27,148.47
147.97,148.44,148.76,146.87
149.64,147.78,151.07,147.45
147.25,145.84,147.25,143.66
145.32,143.63,146.75,142.42
145.29,144.31,146.97,144.07
144.95,141.92,144.95,139.52
141.41,142.94,146.14,140.73
144.47,145.00,145.13,142.04
139.33,137.90,142.70,137.32
137.44,132.61,137.50,131.24
134.95,137.07,137.54,133.38
139.14,140.54,141.67,137.32
141.10,141.31,142.35,138.79
140.67,141.04,143.79,140.06
140.14,138.98,140.40,137.00
138.57,140.11,140.52,137.34
140.90,138.48,141.65,137.55
139.66,139.88,141.00,138.14
141.19,140.16,142.92,140.00
140.94,142.26,142.89,140.21
142.94,141.39,144.26,140.34
143.18,142.43,143.49,141.21
142.43,142.38,143.96,141.76
142.02,142.51,143.86,141.76
142.79,140.80,143.86,140.29
141.87,143.26,143.78,140.91
143.47,143.54,145.55,141.32
143.47,141.96,143.75,140.79
142.02,141.34,142.20,140.21
140.98,138.92,141.11,138.76
139.44,141.91,142.12,138.76
137.70,152.82,153.98,136.00
152.82,150.97,153.73,149.45
150.78,150.53,152.69,149.29
150.68,149.85,151.29,148.30
150.13,151.15,152.22,149.09
150.77,149.64,152.29,148.91
150.69,150.63,151.62,148.98
151.05,149.02,151.18,148.78
148.66,150.01,151.44,148.42
145.51,140.01,147.75,139.51
140.01,138.08,140.59,137.00
138.08,136.56,138.54,136.02
136.45,137.98,138.88,136.45
137.96,136.53,137.97,136.00
137.35,136.31,137.35,135.02
136.97,136.33,136.97,135.58
136.03,136.22,136.49,135.41
136.98,135.51,137.75,135.40
136.48,134.73,136.70,133.83
134.76,129.96,136.01,129.38
129.52,127.36,129.93,125.98
127.94,128.52,129.64,126.90
128.25,126.73,128.64,126.09
126.61,126.23,127.56,125.82
126.15,123.83,126.22,123.52
123.98,123.31,124.25,121.48
123.44,120.84,123.44,119.52
120.77,121.42,123.94,120.51
121.42,121.92,123.63,121.08
121.70,121.63,123.32,120.74
120.77,118.12,121.04,118.08
117.34,121.37,121.88,117.34
121.25,119.92,121.27,119.30
120.12,122.54,123.21,119.70
122.60,127.81,127.85,122.44
126.61,126.04,128.00,125.65
126.17,126.18,127.83,125.60
126.96,126.31,127.17,125.66
127.57,128.81,129.60,127.21
129.60,126.65,130.10,126.23
126.23,127.19,128.70,126.23
127.01,123.79,127.01,122.89
123.24,125.89,126.13,122.55
126.56,125.76,126.65,124.44
125.37,123.01,126.20,121.77
123.07,121.48,123.58,121.08
121.50,121.91,122.39,120.51
121.66,122.56,123.67,121.64
122.50,124.79,126.00,122.50
124.08,122.91,124.70,121.85
122.73,122.81,123.24,121.43
123.85,125.35,126.36,123.60
124.37,122.47,124.76,120.75
122.05,120.70,122.72,120.09
119.29,121.12,121.54,118.85
122.16,118.34,122.16,118.29
118.16,117.69,118.46,116.53
118.74,119.35,120.14,118.74
119.23,120.07,120.37,118.91
119.91,121.61,122.41,119.91
121.54,121.26,122.28,120.52
121.74,118.91,122.21,118.87
119.31,118.96,120.94,118.83
118.68,117.56,119.82,117.07
118.73,119.13,119.92,115.26
118.38,113.60,118.52,113.58
114.05,109.47,114.05,109.05
109.32,109.90,111.82,108.10
109.94,107.00,110.87,106.73
107.65,96.74,108.37,96.27
95.80,103.10,104.16,95.80
104.34,107.51,109.08,104.00
106.30,106.19,109.11,103.14
112.00,112.59,119.61,110.01
113.89,114.31,116.80,112.82
114.00,113.11,115.14,111.60
113.38,112.86,114.54,111.35
112.19,112.35,113.19,109.22
112.50,111.54,114.31,111.20
112.00,110.24,112.82,109.89
110.41,109.25,111.54,107.75
109.51,110.53,110.87,109.07
110.07,108.83,111.30,107.91
107.70,111.65,111.73,107.44
111.65,110.98,112.44,110.46
110.09,108.04,110.82,108.03
109.03,105.84,109.08,105.50
106.10,103.63,106.12,103.55
104.21,101.76,104.86,101.27
