REN           ,Resolute Energy Corporation,NYSE
39.15,38.25,39.15,37.05
38.35,38.25,39.00,37.60
38.75,38.85,39.55,38.15
38.85,39.00,39.15,38.10
39.30,38.75,39.50,38.54
38.65,39.90,40.68,38.62
39.95,40.25,40.90,39.15
40.05,39.55,40.65,39.40
39.40,39.65,39.95,38.90
40.25,40.60,40.75,39.45
41.05,40.90,41.35,40.30
41.10,41.50,41.55,40.10
41.80,41.90,42.15,41.50
42.70,42.30,42.95,41.20
41.95,41.55,42.35,41.08
41.35,40.50,41.85,40.35
40.35,40.15,40.55,39.75
40.15,39.50,40.45,38.95
39.55,40.25,40.35,39.25
40.25,40.55,40.55,39.80
40.40,41.10,41.20,40.25
40.65,40.95,41.60,40.40
40.80,40.10,41.05,39.69
40.00,40.85,41.05,40.00
40.75,40.85,41.10,40.72
40.85,40.90,41.08,40.85
40.95,41.20,41.25,40.56
41.25,41.85,42.35,41.05
42.05,45.25,45.40,41.70
45.00,43.55,45.10,43.08
45.50,44.05,45.50,43.90
43.55,42.40,43.95,41.85
42.50,42.20,42.50,41.70
41.80,42.00,42.65,41.67
41.85,41.95,42.17,41.05
41.30,41.30,42.40,40.55
41.60,41.60,42.40,40.95
41.50,42.65,43.00,41.45
42.20,41.40,42.45,41.05
41.10,40.65,41.80,40.00
40.55,39.10,40.90,39.00
39.05,39.30,39.65,38.70
39.30,38.55,39.30,38.50
38.85,39.95,40.10,38.85
40.25,41.00,41.25,40.00
41.00,41.65,41.85,40.82
41.20,40.55,41.55,40.25
40.75,40.90,41.10,40.20
40.65,40.25,40.65,39.85
40.25,39.20,40.25,39.20
39.95,39.95,40.65,39.45
40.05,39.85,40.60,39.50
39.85,40.70,41.30,39.85
41.10,40.40,41.75,40.30
40.70,41.90,42.15,40.60
41.95,41.10,42.05,40.95
41.15,41.60,41.92,40.60
41.45,41.70,42.08,41.05
41.95,41.80,42.20,41.45
42.25,42.10,42.60,41.85
42.10,42.80,43.00,41.90
43.85,43.90,44.55,42.30
44.15,43.50,44.20,43.20
43.85,44.05,44.15,43.15
43.85,43.90,44.15,42.85
43.95,43.65,43.95,43.25
43.60,43.25,44.10,43.15
43.25,43.30,43.55,41.80
43.00,42.60,43.60,42.55
42.05,41.80,42.40,41.10
41.85,42.40,42.55,41.70
42.15,44.05,44.60,41.68
44.05,46.85,47.35,43.35
47.20,47.75,48.60,46.60
47.65,46.80,48.30,46.75
47.05,45.90,47.80,45.85
46.20,44.80,46.55,44.70
45.65,47.50,47.50,45.35
47.25,49.45,49.95,46.60
48.90,50.70,50.75,48.65
50.50,50.65,51.30,49.65
51.40,53.10,53.90,51.25
52.75,53.00,53.30,51.90
53.75,53.95,54.00,52.40
54.15,52.70,54.85,52.40
53.25,50.25,53.25,49.90
47.90,47.35,48.82,46.25
47.15,49.60,50.00,46.35
50.05,47.60,50.55,47.42
47.60,47.20,47.95,46.68
47.50,48.05,48.75,46.95
47.95,46.55,48.50,45.96
46.75,46.90,47.70,45.15
47.05,46.70,47.05,44.55
46.70,49.50,50.50,46.60
48.05,46.50,49.15,46.05
46.65,45.65,47.30,45.05
45.70,43.10,45.90,41.80
42.80,45.85,45.90,42.80
45.60,44.80,46.50,44.70
44.50,44.25,44.95,43.65
44.75,44.30,48.10,43.90
44.15,45.90,46.30,43.30
45.90,46.00,46.25,45.00
45.95,44.40,46.00,44.15
44.20,43.20,44.40,42.35
43.60,44.20,44.45,43.15
44.50,46.00,46.25,44.30
46.25,46.65,47.45,45.55
46.75,45.00,46.75,44.40
45.05,46.00,46.45,44.85
45.60,44.60,46.10,44.00
44.65,45.05,45.70,43.45
44.95,44.00,45.10,42.75
43.80,43.60,44.55,43.20
43.30,43.15,44.65,42.45
42.95,43.20,43.50,42.40
43.50,43.25,44.10,42.80
43.75,42.90,43.85,42.20
42.65,42.20,43.65,41.20
42.40,42.00,44.90,41.20
42.05,42.25,43.35,41.75
42.05,41.35,42.25,40.30
41.30,42.60,42.80,41.10
42.75,42.55,43.10,42.10
42.75,43.35,44.05,42.40
43.40,43.75,43.90,42.90
44.10,44.95,45.65,43.85
44.95,45.25,45.70,44.80
45.05,45.90,45.95,44.65
45.75,44.65,45.85,44.40
44.40,45.75,46.30,43.70
45.75,44.35,46.25,44.28
44.15,45.15,45.30,44.15
44.45,43.15,44.65,42.98
43.00,42.95,43.35,42.40
42.80,42.70,43.60,42.45
42.75,43.50,44.00,42.70
43.15,43.15,43.65,42.85
43.10,42.10,43.95,42.00
42.30,43.35,43.40,41.75
42.70,41.90,43.05,41.45
41.90,42.80,42.85,41.90
42.85,42.15,43.40,42.05
41.90,43.25,43.70,41.90
43.25,41.90,43.70,41.65
42.40,44.15,44.15,42.05
44.25,44.65,45.35,43.55
44.55,43.90,45.15,43.80
43.40,43.15,43.95,41.95
43.35,42.20,43.40,41.65
42.40,42.15,42.70,41.85
41.45,41.45,41.70,40.60
41.90,41.35,42.10,41.00
40.15,39.95,40.45,39.35
40.05,39.20,40.15,38.35
39.90,39.00,41.10,39.00
38.70,38.35,38.85,36.75
38.45,39.40,40.05,38.15
39.40,40.10,40.75,38.95
39.95,40.50,40.70,39.50
40.60,41.30,41.75,40.40
41.55,43.05,43.35,41.55
42.50,43.40,43.75,41.90
43.30,43.60,44.10,43.25
44.00,44.15,44.85,43.85
44.15,44.80,45.60,43.75
44.75,45.80,45.85,44.40
46.05,45.90,46.30,45.40
46.35,47.10,47.60,46.25
46.85,46.55,47.60,46.45
46.35,45.60,46.55,45.10
45.50,45.95,46.00,44.50
46.05,46.60,47.00,45.40
46.35,46.55,47.65,46.35
47.05,47.10,48.20,46.65
46.95,45.90,47.10,45.70
45.90,46.15,46.40,45.55
46.40,45.80,46.75,45.50
48.25,44.60,48.25,42.95
44.20,40.60,44.45,40.00
40.10,39.35,40.30,38.02
39.45,38.35,39.60,38.05
38.35,38.45,39.35,38.05
38.40,37.75,38.55,37.20
37.60,36.85,37.75,36.62
37.00,35.85,37.00,35.65
34.35,35.60,35.60,32.25
36.80,37.70,37.91,35.35
37.60,36.60,37.75,36.00
36.70,36.70,36.98,36.15
36.90,35.45,37.30,35.40
35.65,35.50,36.70,35.40
35.70,35.60,36.25,35.35
35.95,36.00,36.35,35.50
36.20,35.70,36.50,35.30
35.55,35.05,35.64,34.30
35.10,36.00,37.05,34.55
36.30,35.70,36.70,35.65
35.75,34.60,36.20,34.25
34.85,35.70,36.00,34.85
35.75,36.45,36.60,35.20
36.40,35.90,36.85,35.55
35.65,35.70,36.60,35.50
36.10,36.60,37.95,35.65
36.40,37.30,37.60,36.25
37.45,37.35,37.60,36.85
37.35,39.25,39.45,36.95
39.25,39.45,39.81,38.35
39.50,38.65,39.60,38.50
38.50,38.65,39.10,38.40
39.05,39.00,39.85,38.75
38.70,36.85,38.80,36.50
37.20,36.35,37.65,35.80
36.70,37.50,38.30,36.55
37.40,37.50,37.85,36.25
37.60,36.65,38.00,36.10
36.65,37.50,37.80,36.55
37.20,36.50,37.95,36.35
36.75,37.70,39.18,36.75
37.80,36.85,37.90,36.35
36.75,35.30,37.05,35.20
35.05,36.40,36.80,35.05
36.40,37.50,37.90,36.20
37.00,39.00,40.30,36.68
39.20,38.65,40.50,38.55
38.60,38.05,38.78,36.10
38.05,39.35,39.60,36.85
39.40,40.40,40.60,38.60
40.35,39.65,40.45,39.30
40.05,40.55,40.70,39.65
40.50,40.35,41.50,39.95
40.50,40.05,41.10,39.95
39.95,40.85,40.95,39.65
40.75,41.15,41.65,40.00
41.70,42.40,42.60,41.40
42.45,41.60,42.45,40.98
42.00,40.65,42.20,40.60
40.70,40.50,40.70,39.65
40.55,41.20,41.30,39.85
41.05,41.70,41.90,40.10
41.85,42.60,43.20,41.45
42.65,43.80,44.25,42.50
43.90,42.50,44.00,42.15
42.15,42.35,43.45,41.95
42.55,43.90,44.40,42.39
44.15,44.20,44.25,42.50
44.20,43.95,44.90,43.65
43.80,43.85,44.05,42.60
43.85,43.20,44.10,42.70
43.25,43.80,44.10,42.80
43.65,43.95,44.25,43.30
43.45,43.35,44.70,43.12
43.50,40.75,43.85,40.32
40.50,41.80,41.85,39.85
42.00,41.50,42.00,40.40
41.00,42.00,42.45,40.95
41.80,43.20,43.40,41.55
43.60,42.80,43.85,42.75
42.80,42.30,43.08,41.90
42.50,42.30,42.60,42.05
42.05,39.75,42.05,39.65
39.60,39.40,39.88,38.54
39.35,39.65,39.90,38.85
38.75,39.20,39.35,38.15
39.00,38.80,39.15,38.25
39.40,39.70,40.50,38.95
39.40,38.30,39.55,37.42
38.60,39.80,39.95,38.00
39.80,38.05,40.40,37.85
37.95,38.95,39.05,37.35
38.75,38.95,39.15,37.85
39.10,39.25,39.45,38.25
39.65,39.60,40.25,39.15
39.75,39.85,40.30,39.00
39.30,39.20,39.60,38.55
39.10,38.95,39.10,37.25
38.80,39.45,40.20,38.60
39.85,39.45,40.10,39.15
39.00,38.20,39.25,37.75
38.25,37.25,38.25,36.95
37.45,38.85,38.90,36.70
38.45,37.70,38.75,36.55
37.60,38.05,39.48,37.55
38.40,37.35,38.45,36.15
37.35,38.85,38.85,37.10
39.10,39.35,40.00,39.05
38.50,37.15,38.50,35.36
37.20,36.30,37.90,35.55
36.25,35.80,37.05,35.45
36.15,36.60,36.80,35.75
36.95,36.50,37.10,36.15
36.70,37.80,38.15,36.65
37.70,37.80,37.98,37.15
37.85,37.90,38.20,36.90
37.75,37.50,38.05,37.00
37.75,38.90,39.05,37.75
39.05,38.95,40.30,38.90
38.90,38.65,39.20,38.45
38.40,39.55,39.55,38.10
39.65,40.15,40.25,39.20
40.15,39.55,40.25,39.05
39.95,39.00,40.25,38.90
39.05,37.40,39.85,37.05
37.15,38.30,38.40,37.15
37.95,37.00,38.15,36.50
36.90,36.25,37.60,35.92
36.15,36.60,36.70,35.20
36.05,37.60,38.25,35.65
37.40,37.10,37.45,36.04
37.05,36.65,37.30,35.85
36.60,37.15,38.20,36.60
37.30,37.05,38.30,36.70
37.25,36.45,37.80,36.00
36.50,35.40,36.80,35.28
35.05,32.80,35.40,32.80
32.85,33.50,34.25,32.55
33.50,34.40,35.85,32.60
34.35,33.70,34.55,32.70
33.80,34.20,34.60,33.10
33.70,34.60,34.85,33.30
34.50,31.35,34.55,31.05
31.20,30.30,31.25,30.00
29.85,30.05,30.50,28.60
30.00,29.40,30.70,29.00
29.45,29.90,30.55,28.55
29.50,27.70,29.75,27.65
27.60,26.25,27.60,25.40
25.80,24.70,26.00,24.10
24.40,22.55,25.00,22.20
22.50,20.45,23.15,20.30
20.30,18.65,20.65,17.70
18.45,19.30,19.30,15.85
18.85,21.90,22.60,18.60
22.45,18.75,22.75,18.65
18.65,18.25,19.25,17.40
18.15,18.80,19.25,18.00
18.90,17.60,19.80,17.50
18.05,18.70,19.30,17.55
18.60,18.75,19.25,18.08
18.10,17.15,18.40,16.90
17.30,19.15,19.20,17.05
19.30,17.95,19.85,17.80
17.80,17.70,18.20,16.80
17.65,17.40,17.75,15.65
17.35,16.85,18.15,16.55
16.20,15.55,16.45,15.18
15.80,16.20,16.70,15.40
15.90,15.95,16.20,15.25
15.85,18.05,18.15,15.55
17.60,14.50,18.00,13.80
13.60,13.50,14.15,12.82
13.00,12.50,13.25,12.15
12.50,12.30,12.85,12.11
12.30,13.15,13.50,12.10
13.15,12.35,13.15,12.35
12.40,12.35,12.95,12.20
12.50,12.45,12.75,12.15
12.35,13.35,13.70,12.35
13.80,14.25,14.35,13.45
14.15,13.80,14.25,13.50
13.95,13.85,14.20,13.25
13.75,13.65,13.95,13.25
12.25,9.40,12.25,9.35
9.25,8.85,9.75,8.80
8.75,9.90,10.25,8.35
10.00,9.65,10.80,9.65
9.55,9.85,10.35,9.10
9.60,8.75,9.91,8.60
8.50,7.35,8.50,7.25
7.30,6.70,7.65,6.60
6.55,6.40,6.85,6.25
6.55,6.05,6.80,5.95
6.20,5.50,6.20,5.40
5.65,5.20,6.25,5.15
5.00,5.15,5.75,5.00
5.30,5.65,5.75,5.12
5.90,6.10,6.20,5.55
6.15,6.55,6.90,6.00
6.50,6.05,6.65,5.90
6.25,5.90,6.45,5.75
5.75,5.65,5.90,5.50
5.80,5.75,6.00,5.65
5.85,5.20,5.85,5.15
5.25,5.20,5.50,5.05
5.25,6.60,7.00,5.25
6.70,5.90,7.10,5.85
5.80,5.45,5.85,5.10
5.50,5.15,5.60,5.10
5.25,4.45,5.40,4.45
4.55,4.21,4.60,4.20
4.25,4.20,4.40,3.78
4.06,4.05,4.32,3.85
4.00,3.65,4.09,3.55
3.55,3.60,3.75,3.40
3.65,3.90,4.25,3.65
3.90,4.11,4.25,3.90
3.93,3.98,4.10,3.56
3.80,4.29,4.30,3.80
4.30,4.35,4.35,4.10
4.40,4.18,4.55,4.16
4.29,4.20,4.45,4.10
4.20,4.20,4.30,4.15
4.30,3.90,4.30,3.90
3.90,3.72,3.98,3.55
3.55,3.65,3.79,3.44
3.85,3.75,3.85,3.55
3.90,4.75,4.90,3.90
4.75,4.30,4.75,4.25
4.50,5.45,5.50,4.47
5.80,6.05,6.40,5.08
6.35,6.00,6.55,5.90
5.40,5.65,5.65,4.90
5.65,5.85,5.90,5.25
6.10,5.70,6.40,5.57
5.95,5.70,6.35,5.65
5.95,5.85,6.00,5.20
5.70,5.65,5.85,5.50
5.45,5.50,5.75,5.25
5.70,5.40,5.70,5.25
5.35,5.20,5.45,5.15
5.20,5.25,5.45,5.05
5.25,5.40,5.55,5.20
5.45,5.25,5.50,5.20
5.20,5.30,5.45,5.15
5.45,5.20,5.45,5.20
5.20,5.25,5.40,5.20
5.25,4.95,5.40,4.95
4.90,4.65,5.15,4.35
4.65,4.55,4.85,4.52
4.65,4.50,4.80,4.36
4.40,4.00,4.50,4.00
3.93,3.78,4.00,3.70
3.78,3.55,4.05,3.50
3.50,3.12,3.50,3.10
3.10,3.50,3.54,2.86
3.50,3.50,3.51,2.96
3.45,3.38,3.60,3.15
3.60,3.11,3.60,3.01
3.10,3.20,3.40,3.05
3.10,3.10,3.25,3.01
3.15,3.00,3.15,3.00
3.15,3.04,3.20,3.00
3.15,2.95,3.15,2.80
3.05,2.80,3.10,2.75
3.05,2.97,3.05,2.82
2.95,2.82,3.00,2.80
2.94,2.83,2.94,2.76
2.88,2.95,3.10,2.85
2.96,3.75,3.86,2.96
3.70,4.82,4.90,3.70
4.88,4.47,5.20,4.40
4.40,4.32,4.50,4.05
4.50,4.45,4.70,4.35
4.60,4.40,4.65,4.28
4.50,5.10,5.40,4.40
5.45,6.15,6.25,5.35
6.15,6.60,6.65,5.70
6.65,6.80,7.25,6.00
6.85,7.25,7.58,6.50
7.35,7.10,7.85,6.75
7.05,6.80,7.40,6.65
6.80,7.00,7.25,6.80
7.00,6.70,7.20,6.25
6.65,6.45,6.75,6.35
6.35,6.05,6.60,5.90
5.75,6.15,6.60,5.70
6.20,6.20,6.40,5.75
6.35,6.35,6.40,6.00
6.35,6.35,6.65,6.10
6.50,6.75,7.00,6.48
7.00,6.80,7.00,6.55
6.65,6.20,6.70,6.10
6.05,6.35,6.35,5.80
6.40,6.50,6.50,6.25
6.20,7.10,7.10,5.70
7.30,7.00,7.35,6.55
7.20,7.35,7.45,6.85
7.25,7.50,7.60,7.00
7.50,8.65,8.80,7.40
8.75,8.35,9.00,7.75
8.15,8.65,8.75,8.05
8.90,8.40,8.90,8.28
8.40,7.80,8.40,7.65
7.55,7.25,7.67,6.90
7.40,6.90,7.40,6.80
6.90,6.55,6.95,6.35
6.85,5.85,6.85,5.85
6.05,5.95,6.20,5.88
6.05,5.95,6.10,5.75
5.90,5.45,6.15,5.35
5.45,5.25,5.47,5.15
5.30,5.40,5.45,5.10
5.40,5.50,5.70,5.30
5.55,6.60,6.90,5.55
6.80,6.65,7.20,6.30
6.50,6.15,6.55,5.90
6.25,6.15,6.35,6.05
6.10,6.00,6.20,5.65
6.05,6.05,6.10,5.90
6.15,5.85,6.40,5.75
5.75,5.75,5.90,5.65
5.85,5.45,5.85,5.45
5.50,5.10,5.50,5.00
5.10,5.50,5.85,5.00
5.40,5.50,5.65,5.20
5.40,5.40,5.75,5.30
5.25,5.00,5.35,4.75
4.55,4.90,4.91,4.55
5.05,4.83,5.10,4.50
4.70,4.35,4.85,4.35
4.35,4.25,4.49,4.25
4.10,4.09,4.10,3.79
4.05,4.35,4.48,3.86
4.25,3.95,4.48,3.95
4.10,4.13,4.40,3.95
4.08,3.70,4.20,3.70
3.90,3.75,4.00,3.70
3.76,3.90,4.05,3.75
3.94,3.90,3.98,3.70
3.90,3.50,3.90,3.38
3.60,3.90,3.90,3.40
3.90,3.69,3.90,3.50
3.65,3.65,3.82,3.60
3.50,3.50,3.70,3.38
3.51,3.50,3.75,3.50
3.50,3.20,3.56,3.10
3.28,3.15,3.49,3.13
3.20,3.02,3.24,3.00
3.02,2.90,3.17,2.80
3.05,4.00,4.02,2.85
3.95,3.13,3.95,3.13
3.15,2.75,3.16,2.67
2.75,2.75,2.95,2.65
2.75,2.50,2.76,2.47
2.55,2.60,2.75,2.25
2.64,2.60,2.75,2.60
2.66,2.75,2.95,2.60
2.61,2.70,2.70,2.46
2.46,2.75,2.80,2.46
2.74,2.60,2.74,2.55
2.64,2.48,2.70,2.45
2.54,2.52,2.59,2.46
2.54,2.50,2.54,2.40
2.45,2.35,2.47,2.25
2.35,2.25,2.45,2.25
2.26,2.08,2.31,1.90
1.60,1.81,2.15,1.24
2.00,1.95,2.40,1.85
2.10,2.00,2.20,1.95
2.10,2.20,2.24,2.10
2.15,2.30,2.60,2.10
2.40,2.50,2.55,2.32
2.50,2.50,2.55,2.37
2.46,2.33,2.50,2.22
2.46,2.48,2.50,2.36
2.50,2.42,2.50,2.32
2.50,2.62,2.67,2.40
2.65,2.35,2.76,1.85
2.35,2.67,2.70,2.35
2.75,2.45,2.80,2.43
2.45,2.12,2.64,2.10
2.14,2.15,2.25,2.08
2.20,2.34,2.40,2.15
2.40,2.80,2.85,2.40
2.70,2.85,2.85,2.56
2.85,2.65,2.85,2.61
2.60,2.59,2.71,2.51
2.55,2.55,2.68,2.35
2.50,2.32,2.55,2.30
2.50,2.25,2.50,2.20
2.16,2.15,2.40,2.07
2.20,1.77,2.32,1.75
1.90,1.94,2.10,1.88
1.99,2.00,2.25,1.96
1.98,2.09,2.13,1.96
2.23,2.12,2.23,2.01
2.14,2.40,2.50,2.06
2.50,2.74,2.90,2.50
2.90,2.80,2.94,2.56
2.86,2.81,3.00,2.72
2.81,2.73,2.81,2.70
2.72,2.80,2.80,2.72
2.80,2.82,2.86,2.75
2.76,2.81,2.95,2.75
2.81,2.80,2.85,2.77
2.62,2.74,2.95,2.62
2.65,2.82,2.85,2.65
2.85,2.78,2.98,2.75
2.80,2.82,2.88,2.72
2.84,2.72,2.84,2.71
2.69,2.62,2.69,2.48
2.58,2.33,2.65,2.31
2.40,2.45,2.60,2.31
2.38,2.45,2.53,2.34
2.42,2.35,2.52,2.33
2.37,2.52,2.60,2.37
2.55,2.60,2.74,2.50
2.60,2.50,2.90,2.25
2.44,2.45,2.50,2.37
2.50,2.55,2.65,2.45
2.55,2.60,2.71,2.35
2.60,2.80,2.80,2.35
2.81,2.75,2.90,2.71
2.75,2.66,2.75,2.57
2.59,2.65,2.74,2.56
2.60,2.86,2.90,2.60
2.80,3.00,3.10,2.75
3.08,3.10,3.25,3.00
3.00,3.00,3.25,3.00
2.96,2.80,3.14,2.69
2.90,3.30,3.40,2.90
3.34,3.95,4.04,3.14
4.08,4.40,4.50,4.00
4.27,4.43,4.45,4.16
4.48,4.06,4.50,4.00
4.17,4.40,4.40,4.06
4.40,4.35,4.90,4.20
4.30,4.60,4.66,4.30
4.35,4.55,4.70,4.25
4.50,4.30,4.53,3.75
3.05,3.95,4.00,3.05
3.80,4.11,4.45,3.50
4.05,4.45,4.46,4.00
4.16,4.25,4.40,4.04
4.25,4.16,4.25,3.86
4.21,4.36,4.50,4.10
4.40,4.05,4.50,4.05
4.25,4.15,4.30,3.96
4.15,4.20,4.30,3.80
4.05,3.80,4.16,3.52
3.95,3.50,3.95,3.50
3.65,4.07,4.25,3.65
4.05,4.10,4.15,3.96
4.10,3.85,4.15,3.75
3.96,3.81,4.00,3.70
3.71,4.30,4.35,3.70
4.25,4.35,4.38,4.11
4.40,4.30,4.40,4.25
4.38,4.27,4.40,4.25
4.25,4.20,4.40,4.08
4.01,3.85,4.20,3.81
3.75,3.70,3.85,3.01
3.70,3.67,3.85,3.63
3.65,3.60,3.85,3.16
3.85,3.33,3.85,3.32
3.25,3.35,3.45,3.06
3.20,3.06,3.20,3.05
3.06,2.85,3.15,2.75
2.85,2.93,3.00,2.71
3.00,3.18,3.25,3.00
3.25,3.10,3.45,3.10
3.15,2.77,3.15,2.77
2.75,3.00,3.05,2.72
3.16,2.90,3.25,2.90
3.04,3.17,3.30,3.04
3.50,3.25,3.60,3.01
3.13,3.90,3.90,3.00
3.25,3.00,3.25,3.00
3.10,3.11,3.19,3.00
3.14,3.00,3.35,3.00
3.00,2.95,3.05,2.90
2.95,2.61,2.96,2.50
2.84,2.70,2.84,2.58
2.65,2.73,2.73,2.40
2.65,2.56,2.84,2.46
2.79,2.48,2.79,2.30
2.58,2.50,2.58,2.38
2.50,2.73,2.75,2.50
2.74,2.65,2.90,2.49
2.60,2.45,2.64,2.36
2.56,2.63,2.65,2.50
2.65,2.35,2.68,2.35
2.25,2.39,2.44,2.25
2.51,2.38,2.65,2.30
2.47,2.60,2.72,2.38
2.65,2.55,2.70,2.40
2.59,2.58,2.75,2.50
2.60,2.75,2.80,2.43
2.66,2.75,2.90,2.61
2.90,3.01,3.42,2.80
3.21,3.20,3.90,3.20
3.35,3.05,3.52,3.05
3.10,2.98,3.18,2.96
2.95,2.95,3.08,2.72
2.95,3.25,3.25,2.90
3.15,3.06,3.20,2.95
3.08,3.07,3.15,2.95
3.10,2.85,3.15,2.80
2.99,3.00,3.15,2.70
2.96,2.66,3.10,2.35
2.65,2.70,2.81,2.55
2.70,2.89,2.98,2.67
2.90,2.85,2.95,2.60
2.75,2.75,2.78,2.50
2.76,2.74,2.85,2.60
2.66,2.60,2.75,2.60
2.85,2.73,2.85,2.65
2.67,2.55,2.80,2.55
2.56,2.40,2.65,2.40
2.35,2.42,2.52,2.35
2.45,2.65,2.65,2.45
2.70,2.58,2.70,2.55
2.68,2.41,2.70,2.41
2.50,2.56,2.63,2.50
2.60,2.58,2.80,2.50
2.74,2.95,2.99,2.71
2.85,2.65,2.99,2.65
2.65,2.69,2.82,2.60
2.69,2.60,2.75,2.53
2.50,2.65,2.68,2.50
2.70,3.00,3.00,2.51
2.91,3.20,3.25,2.91
3.20,3.00,3.20,3.00
3.00,3.02,3.15,3.00
3.10,3.31,3.31,3.06
3.34,3.30,3.40,3.10
3.36,3.55,3.64,3.30
3.65,2.68,3.85,2.55
3.00,3.19,3.20,2.85
3.04,2.96,3.25,2.86
3.00,2.90,3.00,2.81
2.85,3.08,3.14,2.81
3.20,3.28,3.35,3.10
3.20,3.38,3.50,3.15
3.33,3.25,3.40,3.20
3.25,3.19,3.33,3.10
3.10,3.00,3.15,3.00
2.96,2.91,3.05,2.83
2.98,2.66,2.98,2.65
2.69,2.72,2.85,2.66
2.70,2.87,2.87,2.55
2.84,2.86,2.88,2.55
2.84,2.86,2.94,2.70
2.81,2.70,2.93,2.55
2.70,2.81,2.95,2.68
2.95,2.85,2.95,2.84
2.92,3.00,3.20,2.85
3.09,3.11,3.15,3.06
3.14,3.15,3.30,3.08
3.06,3.10,3.20,3.05
3.08,2.95,3.14,2.86
2.90,3.05,3.14,2.90
2.96,3.05,3.05,2.91
3.04,3.17,3.25,2.85
3.15,3.25,3.36,3.14
3.30,3.59,3.61,3.25
3.55,3.60,3.64,3.41
3.60,3.65,3.70,3.44
3.58,3.40,3.64,3.34
3.37,3.33,3.44,3.16
3.33,3.35,3.49,3.15
3.35,3.39,3.47,3.18
3.48,3.52,3.72,3.41
3.53,3.80,3.83,3.46
3.79,3.77,3.79,3.52
3.80,3.67,3.80,3.43
3.72,3.59,3.72,3.55
3.43,3.39,3.43,3.19
3.31,2.92,3.31,2.87
3.01,3.14,3.25,2.94
3.18,3.10,3.31,3.10
3.09,2.97,3.09,2.89
3.02,3.09,3.20,3.00
3.00,2.88,3.00,2.76
2.83,2.90,2.95,2.82
2.84,2.95,2.97,2.84
3.47,3.80,3.83,3.29
4.40,6.07,6.18,4.26
6.20,6.67,7.55,5.60
6.73,7.62,8.03,6.01
7.75,7.16,7.78,6.97
7.12,7.71,7.90,7.00
7.63,7.69,8.30,7.33
7.57,7.33,7.80,7.12
7.17,7.17,7.40,7.01
7.20,7.04,7.35,6.91
7.13,7.64,7.90,7.12
7.52,6.97,7.65,6.92
6.87,7.08,7.17,6.81
7.10,6.72,7.24,6.58
6.66,6.66,6.84,6.44
6.59,6.87,6.95,6.45
6.86,6.16,6.86,5.99
6.24,5.94,6.30,5.72
5.90,6.22,6.22,5.78
6.29,6.64,6.84,6.06
6.60,6.75,6.92,6.42
6.78,8.35,8.40,6.78
9.64,9.76,10.94,9.17
9.64,11.21,12.60,9.19
11.23,13.88,14.14,10.83
14.09,14.43,15.29,13.45
14.40,17.42,17.49,14.00
17.14,18.21,19.97,16.55
17.66,17.95,18.28,16.66
18.04,17.95,20.11,17.33
17.13,18.97,19.10,16.48
18.54,19.41,20.48,18.18
19.19,17.52,19.44,17.40
17.47,17.87,18.06,17.02
17.50,16.08,17.93,15.85
16.06,16.68,17.36,15.91
16.46,16.74,16.87,15.70
16.84,17.14,17.61,16.62
16.81,16.91,17.20,16.31
16.61,17.70,17.78,16.36
18.00,22.03,22.12,17.86
23.27,22.88,23.87,21.51
22.95,22.95,23.18,21.31
22.99,24.21,24.95,22.58
23.11,22.37,23.48,21.75
21.83,22.66,23.44,21.45
22.11,22.38,22.60,21.42
22.09,22.72,23.28,21.67
22.49,24.70,24.70,22.49
24.46,23.25,25.48,23.06
23.69,23.93,24.78,23.50
23.82,23.34,24.23,23.30
23.89,23.74,24.44,23.52
24.25,22.64,24.37,22.17
22.47,22.02,22.80,21.58
22.15,22.49,23.29,22.15
22.20,20.96,22.20,20.47
21.07,23.63,23.91,20.70
23.24,24.01,25.40,22.86
24.04,26.06,26.50,24.04
26.28,25.68,26.47,24.30
25.91,25.68,26.50,25.00
30.04,30.70,30.85,28.11
31.00,29.68,31.05,29.10
29.86,29.51,30.07,28.65
29.84,29.70,30.93,29.37
29.60,29.18,29.66,28.35
28.89,28.85,29.32,28.56
28.55,30.06,30.50,28.20
30.96,32.24,33.10,30.96
32.00,33.08,33.17,31.60
33.19,31.46,33.84,30.89
31.52,32.51,33.79,31.51
31.17,32.62,32.95,31.17
32.36,32.62,32.72,31.91
32.48,30.78,32.70,30.20
30.78,30.46,31.38,30.33
29.81,28.94,30.44,28.53
28.91,29.37,29.71,28.51
29.39,27.76,29.60,27.71
27.55,25.90,27.67,25.40
26.21,25.39,26.83,24.94
25.17,23.48,25.17,22.60
23.80,23.74,24.00,22.27
23.34,23.88,25.14,23.10
24.40,23.52,24.87,23.05
23.93,26.42,27.57,23.77
26.14,30.05,30.18,25.95
29.75,28.01,30.12,27.58
27.95,25.50,28.06,24.77
25.34,27.09,27.24,24.26
28.51,30.63,31.34,28.30
30.65,29.34,30.87,29.09
29.79,30.04,32.38,29.69
30.89,31.14,31.64,30.42
32.34,34.12,35.00,32.33
34.18,33.09,34.22,32.22
32.58,32.10,33.06,31.75
31.99,32.54,32.70,31.43
32.70,29.07,33.09,29.05
27.94,27.89,28.61,26.70
31.39,33.54,34.41,30.05
35.00,32.17,35.38,31.93
31.78,33.90,34.02,31.50
34.21,32.99,35.54,32.77
32.83,33.81,33.97,32.59
