AMG,Affiliated Managers Group,NASDAQ
162.55,159.74,163.82,158.91
157.87,154.76,157.87,151.23
156.88,156.58,157.48,154.27
158.83,157.68,159.24,156.87
158.67,161.00,161.13,158.66
160.05,163.94,163.94,158.41
163.50,162.14,163.75,161.66
162.46,163.09,165.98,161.23
162.08,161.99,162.99,156.61
165.52,165.49,165.77,163.26
165.94,165.52,167.56,165.14
166.76,166.41,167.21,164.91
166.03,165.74,166.88,164.72
168.09,170.95,171.04,167.55
170.92,172.46,172.77,170.71
173.51,175.57,175.77,172.28
175.59,174.11,176.50,173.99
174.72,174.98,176.37,173.66
175.23,176.48,176.77,174.62
175.24,175.22,176.78,174.45
175.48,176.14,176.32,175.02
176.96,175.28,177.12,174.73
175.73,174.29,176.79,173.06
173.30,173.93,174.86,172.81
172.91,174.42,174.74,172.31
174.29,172.57,175.16,171.66
177.50,179.06,179.74,176.68
178.50,180.35,182.00,178.50
182.50,185.58,186.22,181.57
185.29,185.74,185.86,183.45
185.60,186.00,186.72,184.88
185.79,184.22,186.40,183.87
183.82,180.20,183.82,180.12
181.66,180.32,182.64,179.92
180.19,178.93,181.02,178.65
178.06,178.08,179.81,176.68
177.76,180.88,181.70,177.62
180.69,180.12,182.00,180.02
178.94,176.05,178.94,174.73
176.08,175.75,178.01,174.95
175.26,174.78,177.53,174.78
175.19,177.11,178.33,174.93
175.66,175.23,177.05,174.70
175.59,177.85,178.17,175.52
179.03,178.91,180.23,176.80
179.55,177.55,180.55,177.13
179.00,172.64,179.00,172.56
172.56,174.21,175.05,171.81
173.75,174.67,176.43,173.75
174.76,174.32,175.85,173.31
177.29,175.66,178.82,173.86
175.69,178.10,179.17,175.45
178.56,177.82,179.83,177.53
178.19,176.83,179.67,175.19
177.93,179.98,180.32,177.93
180.37,183.31,183.40,180.37
183.31,183.61,184.32,182.29
183.23,183.36,184.78,182.49
183.36,184.44,184.92,182.73
187.64,185.38,187.72,185.20
185.35,186.44,186.76,185.24
185.93,188.22,188.56,185.00
187.72,187.20,189.43,187.14
187.26,186.46,188.55,185.11
185.59,184.25,185.59,183.17
184.31,184.30,186.19,183.76
184.80,183.42,184.89,182.89
184.00,184.82,186.09,183.39
183.90,183.94,184.45,182.99
181.45,182.64,183.21,180.79
182.93,185.00,185.75,182.44
184.29,185.84,185.86,183.32
183.98,185.98,187.47,183.11
186.39,188.50,188.77,184.58
181.72,185.29,187.31,181.72
185.34,182.67,186.63,182.52
183.64,183.51,184.99,181.71
186.55,187.36,188.15,186.10
187.36,188.69,188.85,186.28
186.64,189.08,189.62,185.96
188.63,187.73,189.69,182.01
188.75,189.66,190.80,187.72
189.23,195.41,195.67,189.23
196.61,198.55,199.47,195.17
198.19,199.30,199.68,197.00
198.26,200.05,200.43,197.88
199.00,200.60,200.80,198.08
200.34,201.32,202.28,199.51
201.82,202.54,202.55,200.72
202.89,201.84,202.89,200.74
201.58,202.33,202.68,200.72
202.51,199.03,203.10,198.60
198.91,197.44,199.98,197.24
198.21,198.33,199.70,196.42
200.00,198.30,200.38,197.94
199.73,193.20,199.73,192.80
194.91,199.95,199.95,193.83
200.04,195.10,201.60,194.90
195.61,202.51,202.80,195.61
202.66,201.09,202.77,200.48
201.05,200.76,201.57,198.93
198.80,202.93,203.07,198.65
200.63,201.95,201.95,199.87
202.43,201.65,203.26,201.20
202.67,199.92,202.67,199.20
198.61,197.81,199.72,197.17
198.03,198.94,200.60,197.85
200.01,200.42,201.53,198.37
200.84,201.10,201.79,200.20
201.49,200.89,202.30,200.28
200.74,200.68,201.93,198.47
201.04,201.00,201.25,199.34
201.37,200.25,202.10,199.76
200.43,200.78,203.74,199.34
201.15,199.72,202.26,198.99
199.01,198.67,199.92,195.52
198.44,198.07,198.44,195.89
200.29,203.02,203.44,199.56
203.08,205.10,205.80,202.48
204.88,202.79,205.09,202.75
201.93,198.96,203.98,198.22
199.57,199.82,201.86,199.05
201.59,201.95,203.18,199.92
203.07,203.86,205.08,202.01
203.58,203.70,204.46,202.15
204.94,209.41,209.57,203.02
209.00,208.17,210.07,208.00
208.20,210.86,212.27,207.81
208.65,213.89,214.53,208.65
213.72,214.01,214.32,212.91
214.74,214.78,216.42,213.95
214.59,214.88,217.16,214.59
214.82,214.98,216.11,214.44
215.17,216.88,217.48,215.17
215.92,213.38,216.69,211.79
213.38,214.36,215.81,212.47
215.30,213.46,217.41,212.54
215.00,216.04,219.39,214.29
216.31,215.93,217.10,214.07
216.25,215.28,218.10,214.53
216.23,214.43,217.46,213.33
213.96,208.92,214.73,208.25
210.24,211.41,211.86,208.72
211.60,213.78,213.78,210.34
212.03,212.93,213.90,212.03
212.62,211.97,213.79,211.36
212.45,210.96,214.10,210.80
210.25,212.00,212.77,210.25
209.92,208.32,211.34,207.52
196.16,200.47,205.47,196.16
200.82,196.66,202.52,196.20
198.35,200.09,200.56,198.35
198.80,196.51,199.75,196.10
199.37,199.26,201.06,198.74
197.00,199.24,200.80,196.01
198.40,187.69,200.08,187.21
187.00,193.58,194.00,180.85
192.50,187.57,192.67,186.33
187.90,188.63,189.21,186.92
189.11,186.65,190.27,185.61
186.27,187.01,187.05,183.32
189.51,190.85,190.87,186.95
190.97,194.76,195.10,190.19
194.98,194.10,194.98,191.94
193.01,190.58,193.98,190.12
191.26,189.87,192.41,189.63
189.70,187.42,191.14,187.12
187.50,189.30,189.82,186.01
190.00,186.21,190.54,186.03
186.50,190.01,191.56,186.19
189.99,188.66,190.41,188.27
188.39,186.85,190.04,186.08
186.86,187.39,188.82,185.99
186.89,188.05,188.76,186.54
186.44,187.50,188.14,185.52
190.49,193.62,194.33,189.57
193.62,194.62,195.27,192.88
194.64,195.46,196.70,193.92
196.30,196.45,197.04,193.78
196.59,197.02,197.47,194.60
196.85,193.86,196.85,193.42
192.58,194.87,195.09,190.99
194.71,188.23,196.48,188.13
188.10,185.06,189.56,184.98
187.53,187.64,189.16,186.45
188.09,188.05,188.75,185.44
188.47,187.84,189.36,186.42
187.05,192.04,192.34,187.04
192.73,189.71,194.19,189.04
190.89,187.63,191.62,187.09
189.04,185.29,189.70,184.28
185.72,183.08,186.64,181.93
183.56,181.94,184.24,181.01
183.65,190.98,191.65,182.40
196.40,200.05,201.18,194.55
203.26,205.25,205.99,201.81
205.11,204.07,206.19,203.54
203.90,200.94,204.28,200.34
202.52,194.40,202.52,193.74
194.40,190.82,195.70,189.82
191.92,191.19,192.66,189.90
192.86,192.29,194.22,189.94
191.91,182.03,192.99,182.01
179.29,179.30,182.13,177.92
181.24,181.14,182.60,179.16
181.91,181.98,183.39,178.13
183.64,184.95,185.20,182.70
185.13,186.64,187.41,184.43
185.27,185.26,186.87,184.79
185.55,186.34,187.48,185.27
186.47,185.91,187.47,185.43
187.76,185.69,187.76,184.58
185.10,182.49,185.52,182.41
183.94,179.77,183.94,176.85
190.13,195.11,198.77,189.99
194.91,198.20,198.76,193.19
199.10,195.87,199.10,195.52
195.66,196.96,197.13,194.43
195.03,195.70,196.08,193.23
195.44,192.64,195.44,192.38
193.63,196.04,196.06,190.96
195.15,192.20,197.70,191.84
192.68,191.68,192.71,190.01
193.05,195.68,196.18,192.81
195.83,193.34,196.18,192.84
192.60,190.46,193.82,190.30
189.30,185.89,189.80,183.38
186.70,185.03,186.73,183.52
184.46,188.50,188.60,183.55
187.72,184.37,187.72,183.50
185.42,186.26,188.46,185.20
187.17,189.83,190.78,186.50
189.77,189.85,191.50,189.24
190.78,190.74,191.96,189.56
190.78,186.53,191.45,186.53
187.15,189.65,189.68,186.09
188.82,188.60,189.60,186.96
189.27,190.38,190.57,185.73
189.45,190.70,190.93,188.17
190.30,193.75,194.01,188.96
194.69,198.55,198.80,192.79
198.81,201.58,202.12,197.70
200.90,201.02,202.29,200.17
200.04,200.17,200.19,198.63
198.89,199.26,199.39,197.57
198.37,197.94,199.92,197.58
198.82,196.97,198.92,196.29
196.97,200.92,201.09,196.89
199.90,203.59,204.88,199.90
204.07,202.87,204.07,200.67
203.73,201.73,204.62,200.47
202.16,203.38,203.67,201.68
203.27,203.38,204.50,201.75
202.21,201.56,204.94,201.37
201.62,203.98,205.34,201.03
204.47,200.55,204.68,200.22
199.69,202.45,203.06,199.32
201.84,205.40,205.93,201.84
207.45,205.28,208.26,205.16
204.88,205.77,206.50,204.22
206.72,208.66,208.94,205.68
207.90,206.65,208.71,206.01
206.40,205.70,206.83,204.19
207.92,205.52,208.01,204.70
201.46,202.82,203.55,200.65
202.77,203.91,204.61,202.32
206.26,204.77,206.26,204.12
204.46,205.06,206.82,203.69
206.26,205.54,209.47,204.55
204.19,202.24,207.11,201.86
203.13,205.53,206.48,202.52
203.85,205.22,205.60,203.16
206.92,207.21,208.60,205.92
207.23,206.67,209.01,206.36
208.22,206.81,208.43,206.32
205.28,205.14,207.33,204.73
205.13,206.42,207.24,204.49
208.88,204.08,208.89,202.62
208.89,205.47,208.89,202.34
203.32,199.25,204.26,198.70
198.32,195.58,199.24,193.49
196.71,196.88,197.53,195.58
195.30,193.53,196.04,192.52
192.59,194.78,197.02,192.34
196.06,194.16,196.65,193.71
194.98,196.59,196.67,193.07
197.29,197.47,198.63,196.23
196.37,196.93,197.89,195.90
198.23,197.87,198.52,196.74
197.86,198.86,199.57,197.86
199.70,197.98,199.78,195.97
199.67,200.69,201.27,199.63
201.33,200.02,201.40,199.74
199.08,200.19,200.52,198.59
200.22,200.80,201.06,199.76
201.15,200.84,202.55,199.73
202.20,204.25,204.43,201.30
206.00,213.23,214.35,206.00
213.98,211.30,214.41,210.63
210.15,210.28,210.92,208.72
211.08,211.15,212.12,209.33
212.23,211.15,213.15,210.17
211.49,211.54,213.41,210.76
211.65,210.80,213.54,209.90
210.38,211.18,211.27,208.66
209.95,211.22,212.14,209.95
210.80,207.71,210.84,207.01
208.76,206.73,209.54,206.47
204.99,205.51,206.21,204.59
205.91,205.78,205.96,204.25
205.17,204.06,205.17,202.50
204.02,204.91,205.10,200.94
205.35,206.94,208.68,204.72
208.17,209.50,209.89,207.80
211.18,208.54,211.32,207.17
208.35,205.36,208.35,204.92
204.86,202.97,206.51,202.83
202.61,204.48,204.61,202.26
203.59,200.38,203.72,200.00
201.24,201.99,203.03,200.38
199.09,200.82,201.17,198.11
201.29,200.36,202.56,200.03
200.11,195.40,200.33,193.68
194.81,196.79,197.32,192.55
198.49,198.77,199.85,197.69
199.89,198.74,200.89,197.18
196.95,195.18,197.84,194.54
194.51,199.58,199.65,193.43
198.24,193.25,198.37,192.12
192.77,190.38,193.64,189.69
190.10,185.36,191.02,185.00
186.09,184.97,187.16,183.86
180.73,181.11,181.83,174.42
176.95,181.26,182.10,175.32
183.50,185.15,186.26,183.46
184.15,185.68,186.42,183.44
187.05,191.40,191.47,186.97
191.00,186.69,191.00,186.63
189.44,190.28,191.54,188.88
190.12,191.58,192.00,188.57
191.22,193.62,193.93,189.16
195.24,197.13,197.14,193.71
197.95,196.99,198.97,195.49
195.92,196.96,198.07,195.92
200.59,199.79,201.84,198.42
200.00,193.17,203.32,192.02
192.00,191.95,192.83,190.26
193.26,191.23,193.76,188.52
191.86,195.20,195.53,190.53
195.68,196.70,198.19,195.28
197.19,196.16,199.18,194.76
196.53,199.07,199.15,196.12
198.30,200.23,201.00,198.21
200.29,199.01,201.15,197.78
198.74,196.94,199.81,196.77
196.61,195.46,196.61,194.63
195.39,197.76,198.24,195.39
196.82,197.95,198.31,195.83
196.29,198.93,200.16,196.20
200.73,200.94,202.00,199.60
202.06,203.32,203.53,200.19
203.19,203.56,204.03,200.80
203.71,203.17,204.45,202.37
203.92,203.59,204.38,202.61
201.94,201.94,203.13,198.75
201.61,202.13,203.04,200.93
201.27,203.63,203.89,200.88
203.65,202.85,203.65,201.39
203.53,206.00,206.24,203.12
206.58,206.29,209.25,205.38
203.19,206.09,206.31,202.46
205.80,201.98,206.83,201.69
203.83,203.82,205.51,201.80
202.28,194.80,203.00,194.77
196.62,193.26,198.27,191.86
191.44,189.53,193.98,189.25
191.60,202.54,202.94,191.16
206.70,212.13,212.26,206.00
213.65,211.16,214.09,208.07
212.99,213.76,213.80,210.96
214.54,214.07,216.49,213.97
214.11,213.80,215.77,212.92
213.83,213.76,215.52,213.56
213.50,214.19,215.43,212.53
214.03,213.33,214.92,212.91
214.65,212.24,215.24,212.11
213.76,210.43,213.76,207.74
208.10,202.80,208.10,201.75
202.73,198.43,204.15,196.76
201.14,203.30,205.41,200.91
205.45,205.37,206.88,204.30
205.24,205.34,206.24,201.95
205.30,201.59,205.30,200.36
203.95,201.17,206.94,199.24
199.12,198.04,200.10,194.19
198.15,194.37,198.39,194.04
193.36,195.39,195.49,191.36
197.32,197.79,198.90,195.14
196.64,202.43,202.81,196.46
203.83,210.59,211.08,202.05
210.49,206.54,211.19,206.33
205.60,210.25,210.70,205.38
205.00,204.85,207.92,200.97
207.44,205.61,211.44,205.38
206.22,205.11,207.77,204.45
202.41,205.52,208.95,202.41
205.02,207.22,207.28,203.50
209.87,210.96,211.51,206.75
210.00,209.52,211.59,208.75
210.73,212.94,214.18,209.75
214.35,214.45,215.82,212.64
213.55,214.75,215.04,211.47
217.00,213.25,217.88,212.93
213.50,212.98,214.25,211.75
214.17,214.56,214.84,213.47
214.33,215.77,216.38,213.82
215.28,217.33,217.72,215.28
216.50,216.63,219.22,216.16
215.91,217.57,218.23,215.54
216.70,218.31,219.03,215.62
218.47,215.85,218.47,214.89
216.54,218.12,219.84,216.54
217.28,218.43,219.34,217.28
217.93,219.05,219.57,217.93
219.30,216.42,220.19,216.31
216.81,217.99,218.95,216.38
216.97,217.04,218.79,215.60
215.53,212.75,215.53,212.66
214.05,215.81,216.07,212.89
214.91,214.39,220.06,213.87
214.26,214.56,215.48,213.21
212.35,208.91,213.66,208.72
208.73,209.26,210.55,208.14
210.64,213.82,213.98,210.64
212.76,210.86,213.99,209.20
211.91,213.86,214.12,211.25
212.38,212.81,213.67,211.68
212.39,216.42,217.48,211.54
216.06,213.44,217.15,212.87
214.53,219.29,219.74,213.36
219.75,219.23,221.46,219.23
218.57,217.11,219.90,217.11
217.12,213.89,217.26,213.62
213.09,215.14,216.98,211.81
214.47,213.92,216.02,212.50
215.31,216.61,218.02,214.44
214.77,214.78,216.91,214.70
215.18,214.49,216.45,213.66
213.55,214.24,215.73,213.02
212.31,215.14,215.95,211.98
214.91,214.17,216.06,214.17
215.22,215.74,216.22,214.31
215.50,218.70,218.86,214.24
218.62,217.70,219.26,215.65
216.97,219.10,220.31,216.61
218.02,219.86,221.16,217.65
220.13,219.51,221.40,219.26
219.08,219.93,220.50,217.56
217.76,218.02,218.92,216.36
219.92,220.00,220.58,218.14
220.47,220.24,222.42,219.16
220.25,221.04,221.39,218.14
221.22,222.18,222.73,219.83
221.57,222.35,223.15,220.72
223.02,222.69,226.02,222.41
223.60,228.02,228.91,219.24
227.03,225.40,230.63,225.28
225.63,226.13,227.89,224.57
228.02,226.45,228.68,225.52
227.76,226.79,228.01,225.49
225.90,223.71,227.48,222.29
223.93,220.92,224.03,219.04
221.64,221.54,222.63,219.98
224.61,223.47,227.76,222.11
223.86,223.04,224.94,222.82
221.96,221.00,222.11,219.49
220.83,220.96,221.52,219.62
222.59,223.37,224.26,221.28
223.77,222.40,224.73,221.10
222.20,224.80,225.65,222.20
225.00,224.34,225.42,223.42
224.29,225.71,226.90,223.06
224.77,225.46,226.35,224.77
225.21,224.88,226.31,224.08
224.90,222.63,224.95,222.28
223.63,224.85,225.06,222.68
225.53,225.04,225.53,223.47
224.80,223.66,225.87,223.65
224.33,223.09,224.82,221.55
222.56,224.74,225.67,221.46
226.00,226.07,226.69,224.87
224.83,223.02,225.77,222.81
224.40,222.15,225.35,221.66
223.37,220.21,223.77,219.82
220.04,218.48,221.62,217.55
219.68,223.86,224.24,219.38
224.85,224.15,226.05,223.34
223.40,221.65,223.40,221.21
219.34,221.23,221.62,218.81
220.58,223.82,224.12,220.16
224.64,223.31,225.69,222.70
224.08,225.04,225.56,223.32
225.35,225.13,226.29,223.87
226.34,227.90,229.10,224.10
228.00,227.92,229.12,227.50
226.77,226.42,227.78,225.50
226.83,225.89,227.62,225.51
226.99,226.76,227.89,225.50
224.05,219.27,225.02,218.98
221.27,218.60,222.45,216.90
220.67,220.07,221.80,218.63
219.48,219.25,220.89,217.85
216.67,215.75,217.32,214.37
216.10,215.65,216.10,209.00
213.29,208.80,213.78,208.19
212.55,210.63,214.58,209.24
212.88,213.82,214.74,211.56
215.31,216.52,216.96,214.55
215.90,216.66,217.72,215.48
216.89,216.73,218.11,216.06
218.18,219.99,220.58,217.05
219.27,218.80,220.16,217.11
219.40,218.24,219.40,217.32
218.96,217.90,220.35,217.32
217.88,218.69,219.27,217.12
219.07,216.25,220.72,215.95
215.86,213.69,216.71,212.74
211.36,210.16,211.41,207.75
209.00,208.02,210.66,206.17
207.88,210.41,210.57,205.13
209.24,209.25,209.92,207.24
210.17,207.90,210.17,206.21
207.42,208.75,208.85,205.95
209.65,211.02,211.64,209.17
212.51,212.08,214.86,211.44
212.04,209.63,212.56,208.84
209.13,209.02,209.74,207.46
211.11,211.83,212.47,211.00
209.95,207.50,210.19,206.37
205.15,203.33,206.63,200.08
202.99,203.53,205.00,201.76
204.06,205.55,205.73,203.60
204.71,205.72,205.90,203.62
205.31,204.91,205.94,203.88
204.03,201.77,205.14,200.88
198.85,196.85,201.34,196.69
194.81,190.72,196.32,190.64
179.49,182.73,188.66,170.17
188.83,179.59,189.27,179.42
182.13,184.71,184.99,179.10
186.58,189.07,190.33,185.92
187.43,187.48,188.85,184.62
186.35,186.44,189.11,185.27
182.23,179.21,183.57,178.35
181.51,178.83,181.97,176.46
178.01,177.57,180.64,176.43
175.78,173.25,178.60,172.29
175.92,180.63,180.64,174.68
182.00,177.61,183.02,177.19
176.57,176.94,178.95,175.85
175.78,176.01,178.19,173.69
176.09,174.64,176.09,173.48
174.51,177.76,178.20,173.74
178.07,180.85,181.14,175.96
180.50,179.52,182.96,179.00
177.69,175.21,179.01,174.53
176.53,176.02,178.34,175.12
173.39,171.85,174.42,170.37
172.30,169.88,173.02,168.86
168.15,170.01,170.41,167.04
172.11,170.59,172.72,169.88
168.89,165.65,169.05,165.52
166.07,166.61,167.09,164.54
168.74,170.99,171.95,168.43
171.07,170.36,172.23,168.55
167.12,170.51,170.51,163.50
172.24,174.33,175.12,171.72
173.77,174.07,175.58,173.08
175.02,177.07,177.32,174.61
175.72,177.05,177.76,173.14
177.28,177.07,177.58,173.00
176.81,175.13,177.01,173.87
173.89,171.01,175.00,170.83
171.31,170.60,172.93,169.46
171.39,175.61,175.66,170.69
176.65,176.70,177.09,175.01
175.72,172.93,175.89,172.53
172.16,173.13,174.23,172.16
173.87,168.75,174.01,168.64
169.84,176.88,177.10,167.72
178.71,181.71,181.95,177.08
181.35,181.02,181.96,179.67
179.33,178.57,180.68,176.61
178.33,183.30,183.48,178.31
182.95,179.87,183.30,178.07
179.89,180.26,180.91,178.65
180.72,185.06,185.75,180.72
184.32,186.75,187.09,183.44
186.93,186.65,188.48,186.02
186.29,187.31,188.44,186.23
188.40,188.97,190.74,186.08
187.08,177.87,187.08,176.99
177.91,177.05,180.57,176.01
177.94,176.78,178.56,176.56
175.41,171.29,176.78,171.13
170.66,167.53,171.38,166.60
167.47,172.07,172.17,166.59
172.71,170.45,173.27,170.17
171.42,176.34,176.51,170.45
176.48,176.71,178.98,175.69
177.46,175.26,178.74,174.97
175.38,174.82,177.54,174.59
173.40,175.54,176.30,172.88
175.82,176.18,177.20,175.30
176.50,176.69,177.37,175.06
177.03,177.23,178.38,176.02
177.67,179.87,180.01,177.10
179.65,175.73,179.85,175.23
177.10,170.65,177.73,169.42
171.20,175.52,175.69,171.18
175.01,172.60,175.25,171.47
170.90,169.05,171.44,168.14
168.52,166.60,170.75,165.96
166.32,165.86,168.32,165.83
163.00,152.76,163.89,152.40
153.24,144.01,153.98,141.68
145.00,152.24,153.06,145.00
154.00,159.08,159.33,152.75
159.24,157.73,161.04,155.24
155.41,153.75,156.16,152.33
154.56,154.23,156.20,153.03
155.29,157.92,158.38,153.71
159.64,162.65,162.91,158.11
162.53,163.10,164.30,162.05
161.67,163.25,163.38,160.76
164.80,162.66,166.32,161.75
161.97,160.74,163.26,160.28
159.64,159.76,162.17,157.81
155.11,155.99,156.24,153.26
157.19,154.73,158.21,153.07
151.54,147.93,151.54,147.00
143.93,139.00,144.07,138.24
140.53,134.23,140.93,134.04
135.57,135.84,136.93,132.24
136.94,136.37,137.41,134.30
137.06,131.16,138.00,130.00
131.99,131.82,133.66,128.38
128.22,128.20,129.73,124.41
129.92,128.61,131.87,126.70
125.49,126.57,128.00,120.68
127.18,127.44,131.33,126.00
131.07,134.53,134.98,130.35
134.17,128.18,134.88,127.56
126.88,131.40,132.22,126.86
131.17,131.10,134.71,130.11
132.64,128.78,133.38,128.26
130.26,134.19,134.34,129.98
132.83,132.20,133.20,129.54
125.99,122.60,127.70,121.72
123.51,122.40,123.51,117.29
123.33,128.66,130.65,122.15
128.55,124.75,129.96,124.16
121.58,120.36,121.98,117.12
117.69,119.94,120.76,117.10
120.69,120.99,123.65,120.26
116.46,117.80,120.07,115.97
120.47,124.42,125.20,119.12
126.83,126.62,127.92,125.36
128.84,130.60,132.39,128.84
130.76,129.20,130.99,127.59
128.04,129.54,129.63,125.87
132.08,134.99,135.27,132.08
134.43,129.17,134.77,129.00
126.56,128.93,129.49,124.64
129.29,130.30,130.36,126.42
133.06,136.93,137.30,132.18
137.38,138.69,139.96,137.02
140.48,144.18,145.15,139.76
144.05,145.19,145.28,142.29
144.86,150.01,150.18,144.14
151.13,153.22,154.35,149.28
151.16,151.58,152.34,149.88
149.90,147.33,150.80,147.17
149.16,148.27,149.16,145.73
149.87,145.90,150.04,143.24
149.97,153.66,154.11,147.75
152.20,151.62,152.56,148.50
149.73,148.25,150.44,146.30
146.91,152.92,153.42,146.91
152.74,159.94,161.56,152.74
160.81,160.00,163.93,158.51
161.00,162.38,163.07,158.28
160.20,161.49,161.90,158.76
161.37,158.98,161.37,158.84
156.66,157.43,157.55,154.60
158.03,156.53,158.03,155.46
155.36,160.33,160.74,154.44
161.49,163.05,165.10,160.97
162.31,162.40,163.90,161.79
160.95,163.89,164.11,160.10
164.16,160.62,164.17,160.09
158.88,159.24,160.69,157.16
159.60,160.70,161.65,158.72
158.67,156.00,159.75,154.71
158.19,157.28,158.36,156.16
159.11,159.14,161.99,158.26
159.89,164.15,164.71,158.52
166.20,170.49,170.71,165.33
170.56,171.82,173.72,169.91
171.60,169.99,171.71,169.21
168.45,170.25,170.88,168.41
171.18,172.68,172.96,170.58
173.89,175.18,175.67,171.77
174.92,174.91,176.16,173.12
175.31,177.75,178.45,173.50
177.33,174.93,178.67,173.20
177.02,177.46,178.34,175.53
177.00,179.01,179.85,176.17
175.45,173.77,177.87,173.10
173.00,170.32,173.57,168.64
170.29,171.85,172.83,167.26
168.50,166.24,168.92,163.06
163.66,162.45,165.94,160.25
162.86,162.62,163.29,159.98
161.37,163.61,164.80,160.59
163.28,161.94,164.68,161.85
163.61,167.58,167.72,162.86
166.61,165.42,168.52,165.23
166.81,168.34,169.24,165.33
167.53,162.92,169.34,162.60
163.48,163.87,165.17,162.95
162.94,162.51,166.04,161.66
162.32,165.22,165.86,162.32
163.14,161.75,165.27,160.56
163.34,165.35,167.01,162.36
164.76,164.89,166.14,164.33
166.16,170.66,171.63,166.16
171.97,171.64,173.03,171.12
171.81,170.30,171.82,169.78
170.08,172.48,172.55,170.08
173.62,173.52,174.71,172.22
172.37,172.72,173.07,168.81
171.61,172.33,172.35,170.24
170.32,171.52,171.87,167.27
173.92,175.48,177.76,173.20
172.93,171.73,174.58,171.00
172.57,170.94,174.00,169.19
169.08,166.51,169.18,164.70
163.46,159.68,163.84,159.41
158.86,156.99,159.64,156.79
156.17,154.17,157.28,152.45
155.16,153.84,157.09,153.67
151.92,151.99,152.27,149.75
152.24,151.72,153.48,150.79
154.15,153.23,156.69,153.18
154.18,153.21,154.60,152.75
153.20,154.37,156.15,152.80
157.50,159.56,159.65,156.84
148.22,141.10,150.84,140.91
137.13,132.73,137.28,131.16
135.70,136.54,138.62,134.45
139.91,140.02,140.13,137.70
140.08,140.77,141.26,138.38
140.44,138.47,140.89,137.13
136.88,134.19,136.88,133.21
132.77,132.45,133.36,131.02
132.71,134.36,135.52,131.73
137.42,138.85,139.13,136.73
140.30,139.97,142.74,139.67
141.89,143.74,144.53,141.74
143.57,142.92,143.98,141.80
146.80,144.23,147.40,144.23
145.23,144.64,145.47,142.68
145.58,146.42,146.87,144.63
145.14,145.98,146.32,144.60
146.91,146.61,147.12,144.91
146.09,145.94,147.43,145.82
146.23,145.73,146.36,145.00
145.45,144.40,145.73,143.91
144.58,144.94,145.51,142.65
145.28,145.84,146.62,145.09
145.48,146.32,146.78,144.39
145.79,146.78,148.15,144.84
144.25,144.49,146.46,139.45
143.81,141.03,144.61,140.41
141.20,143.63,144.35,140.45
143.22,142.22,143.94,141.33
143.88,146.28,146.58,143.88
147.00,144.82,148.37,144.58
145.23,144.03,145.23,143.10
144.33,143.47,144.99,143.01
144.36,143.81,144.65,143.58
142.73,143.13,143.46,141.77
143.95,143.88,144.52,143.31
143.43,141.26,143.43,141.21
141.17,141.80,142.11,140.91
141.52,141.75,142.92,141.34
141.16,141.73,142.17,140.45
141.32,140.72,141.32,140.00
141.82,143.65,144.39,141.17
143.55,141.21,144.06,140.96
140.57,140.34,142.04,139.32
141.03,142.49,142.68,140.47
142.78,142.37,144.29,142.18
142.61,143.75,143.89,142.47
144.11,142.05,144.54,141.42
142.33,139.81,142.61,138.26
140.61,140.45,141.03,139.59
140.80,141.81,142.34,139.88
141.77,147.71,147.91,141.77
147.56,147.53,148.70,145.96
146.17,144.01,147.31,144.01
142.33,147.68,148.20,142.08
145.20,144.76,146.32,143.98
144.38,143.91,145.06,142.68
143.81,146.74,147.31,143.81
145.53,144.55,146.50,143.92
145.22,145.19,148.64,144.15
146.76,142.85,146.76,142.76
143.59,144.63,145.05,142.51
146.41,147.29,147.71,145.28
146.18,144.43,147.29,144.37
142.67,141.16,143.94,140.75
140.00,141.72,142.10,139.43
142.60,143.66,143.84,141.87
142.96,140.61,145.10,140.42
142.71,144.70,145.27,141.29
144.19,146.40,147.15,143.94
146.66,147.07,148.50,146.28
147.50,152.79,153.16,147.50
153.15,154.44,154.68,152.15
154.00,153.06,154.26,151.86
154.41,151.27,154.86,151.26
150.87,146.64,150.87,145.95
146.76,145.81,147.70,145.61
143.35,142.63,143.48,140.36
144.74,142.34,145.60,141.62
142.76,139.82,142.86,139.66
142.11,141.39,142.41,140.11
141.87,141.78,142.61,141.10
141.37,140.98,142.84,140.45
139.26,141.37,141.49,138.92
143.07,142.71,144.16,142.45
142.46,141.77,143.41,140.83
140.65,140.98,142.31,140.14
142.22,138.92,142.22,137.97
139.07,137.84,139.68,135.22
139.80,132.66,139.90,132.52
133.13,134.34,135.18,131.94
133.40,131.57,133.92,130.63
131.82,132.86,133.71,131.46
132.15,132.29,133.86,131.59
135.80,133.03,137.57,132.34
132.47,131.75,132.68,130.48
131.86,139.32,140.05,131.77
140.94,147.73,152.52,140.94
146.54,144.33,147.90,142.37
146.24,143.44,149.12,142.64
142.69,142.78,143.38,139.15
141.61,142.93,143.52,139.87
142.95,142.60,144.20,141.44
142.50,140.63,142.70,140.43
141.56,143.55,143.74,141.19
143.94,145.38,145.53,143.41
145.38,147.20,147.60,144.13
147.22,148.59,149.99,147.22
147.42,146.43,147.85,145.54
146.50,145.00,147.39,144.49
147.10,148.10,148.66,146.80
149.01,148.44,151.09,148.22
148.30,147.08,148.81,146.42
149.21,149.99,151.10,149.03
150.76,153.60,153.74,150.10
